
[00:00:00.000 --> 00:00:03.200]  我們這段時間在思想《出拉及記》的經文
[00:01:37.840 --> 00:01:41.960]  然後請祂將律法教訓百姓
[00:01:41.960 --> 00:01:44.080]  在山上四十天的時候
[00:01:44.080 --> 00:01:48.280]  山下就發生三十二章所提及的事情
[00:01:48.280 --> 00:01:52.160]  大家一起看看三十二章
[00:01:52.160 --> 00:01:53.720]  在三十二章開始的時候
[00:01:53.720 --> 00:01:59.160]  百姓就提到人民見到摩西遲遲不下山
[00:01:59.160 --> 00:02:02.120]  他們就聚集到阿倫那裡對祂說
[00:02:02.120 --> 00:02:04.280]  「起來為我們做神像
[00:02:04.280 --> 00:02:07.240]  可以走在我們前頭領路
[00:02:07.240 --> 00:02:11.880]  因為那摩西就是把我們從埃及地領出來的那個人
[00:02:11.880 --> 00:02:16.680]  我們不知道祂遭遇了什麼事情」
[00:02:16.680 --> 00:02:19.920]  百姓在當時等待摩西下來
[00:02:19.920 --> 00:02:24.040]  其實摩西在山上大家知道只是四十天的時間
[00:02:24.040 --> 00:02:26.960]  但是等待的期間他們不耐煩
[00:02:26.960 --> 00:02:29.240]  他們不能夠再等候
[00:02:29.240 --> 00:02:31.680]  因此他們就要求阿倫
[00:02:31.680 --> 00:02:34.760]  不如你幫我們做一個神像
[00:02:34.760 --> 00:02:38.440]  代替耶和華在我們前面帶領我們走
[00:02:38.440 --> 00:02:41.800]  繼續的抗耶路
[00:02:41.800 --> 00:02:43.520]  在等候過程當中
[00:02:43.520 --> 00:02:46.200]  人的心不能夠等候神
[00:02:46.200 --> 00:02:50.440]  因此為自己製造神像
[00:02:50.440 --> 00:02:56.640]  你會發覺當時他們將整個的焦點集中在摩西身上
[00:02:56.640 --> 00:02:58.600]  所以你會留意到他們說
[00:02:58.600 --> 00:03:02.840]  這個摩西其實這些說話都是一些輕描的表達
[00:03:02.840 --> 00:03:04.680]  都不知道在上面
[00:03:04.680 --> 00:03:05.880]  用我們現在說話說
[00:03:05.880 --> 00:03:07.160]  都不知道搞什麼鬼
[00:03:07.160 --> 00:03:09.840]  遭遇什麼事情我們都不知道做什麼
[00:03:09.840 --> 00:03:11.320]  現在不見了祂
[00:03:11.320 --> 00:03:14.520]  都不知道有沒有什麼不測出現
[00:03:14.520 --> 00:03:16.360]  他們說這個摩西
[00:03:16.360 --> 00:03:20.120]  是祂領我們出來的那個摩西
[00:03:20.120 --> 00:03:23.320]  突然間他們將整個注意集中在這個人的身上
[00:03:23.320 --> 00:03:27.680]  是摩西領我們出埃及
[00:03:27.680 --> 00:03:31.720]  當這個時候他們這樣去注意摩西的時候
[00:03:31.720 --> 00:03:33.240]  突然間就好像忘記了
[00:03:33.240 --> 00:03:38.640]  其實摩西是按照神的引導帶領他們出埃及
[00:03:38.640 --> 00:03:41.480]  好像忘記了背後是神
[00:03:41.480 --> 00:03:43.320]  忘記了神曾經有的工作
[00:03:43.320 --> 00:03:46.080]  包括了那十個災
[00:03:46.080 --> 00:03:48.400]  包括了怎樣出埃及
[00:03:48.400 --> 00:03:50.160]  怎樣過紅海
[00:03:50.160 --> 00:03:53.040]  神怎樣很奇妙地來釋放他們
[00:03:53.040 --> 00:03:55.520]  好像那些事情突然間都忘記了
[00:03:55.520 --> 00:03:57.520]  只是看到一個現實
[00:03:57.520 --> 00:03:59.120]  就是這個人
[00:03:59.120 --> 00:04:02.960]  這個領袖現在不見了
[00:04:02.960 --> 00:04:08.480]  有些時候當人將焦點集中在人的身上的時候
[00:04:08.480 --> 00:04:13.200]  很容易就會對神產生懷疑
[00:04:13.200 --> 00:04:16.000]  開始有不信
[00:04:16.000 --> 00:04:19.880]  但是什麼時候人對神有信心
[00:04:19.880 --> 00:04:24.360]  也都會因此產生一種對人的忍耐
[00:04:24.360 --> 00:04:27.960]  知道有神在當中掌管、帶領著
[00:04:27.960 --> 00:04:31.320]  然後耐心去等候上帝
[00:04:31.320 --> 00:04:35.000]  但是在那種不信和不等候的過程裏面
[00:04:35.000 --> 00:04:37.040]  人就會想自己的方法
[00:04:37.040 --> 00:04:39.120]  去解決眼前的問題
[00:04:39.120 --> 00:04:41.400]  或者說在一個不安全的感覺裏面
[00:04:41.400 --> 00:04:43.000]  前面誰帶領我們呢?
[00:04:43.000 --> 00:04:44.560]  前面怎麼辦呢?
[00:04:44.560 --> 00:04:49.000]  在不安全當中轉移去依靠其他的事情
[00:04:49.000 --> 00:04:51.960]  因此製造偶像
[00:04:51.960 --> 00:04:56.480]  偶像可能不單單是說當時的偶族
[00:04:56.480 --> 00:04:59.120]  或者說我們很多時候都會有一種經歷
[00:04:59.120 --> 00:05:03.000]  有時候都會希望找一些依靠
[00:05:03.000 --> 00:05:06.520]  如果我能夠轉了這份工作
[00:05:06.520 --> 00:05:09.640]  我接下來會穩固很多
[00:05:09.640 --> 00:05:12.760]  或者說如果我可以靠這個人
[00:05:12.760 --> 00:05:16.040]  他會給我有很多的幫助
[00:05:16.040 --> 00:05:18.280]  我就會安全很多
[00:05:18.280 --> 00:05:20.360]  很多時候不知不覺當中
[00:05:20.360 --> 00:05:26.560]  將神聖的位置從神身上轉移去了
[00:05:26.560 --> 00:05:30.240]  某一些人、某一些事、某一些人的事情
[00:05:30.240 --> 00:05:31.960]  好像給你安全感
[00:05:31.960 --> 00:05:36.440]  但其實是帶給你一種生命的控制
[00:05:36.440 --> 00:05:40.600]  而在那個時候就轉離開上帝
[00:05:40.600 --> 00:05:42.960]  以色列人當時他們覺得
[00:05:42.960 --> 00:05:45.400]  神已經好像離開了
[00:05:45.400 --> 00:05:47.040]  人也見不到
[00:05:47.040 --> 00:05:49.440]  因此他們就要找一個代替
[00:05:49.440 --> 00:05:54.040]  就是找亞倫幫他們做一隻金牛犢
[00:05:54.040 --> 00:05:56.920]  大家知道這隻牛犢出現的時候
[00:05:56.920 --> 00:06:00.320]  是有形有體在他們面前出現
[00:06:00.320 --> 00:06:04.880]  而他們就覺得這個牛犢給他們安全
[00:06:04.880 --> 00:06:07.720]  因為看得見、捉摸得到
[00:06:07.720 --> 00:06:12.600]  但其實在背後是對神的一種違背
[00:06:12.600 --> 00:06:13.600]  在這個違背之下
[00:06:13.600 --> 00:06:15.440]  大家在留意的時候就發覺
[00:06:15.440 --> 00:06:20.000]  這些人他們後來就向這隻牛犢獻祭
[00:06:20.000 --> 00:06:25.840]  然後在他面前放肆地去活動
[00:06:25.840 --> 00:06:28.200]  在後來的聖經二十五節特別提及
[00:06:28.200 --> 00:06:29.760]  他們放肆
[00:06:29.760 --> 00:06:31.560]  甚麼放肆?
[00:06:31.560 --> 00:06:34.240]  就是隨心所欲
[00:06:34.240 --> 00:06:35.520]  任意妄為
[00:06:35.520 --> 00:06:37.600]  做自己喜歡做的事情
[00:06:37.600 --> 00:06:40.720]  包括了有一種聖經所提及的
[00:06:40.720 --> 00:06:42.840]  「起來玩樂」
[00:06:42.840 --> 00:06:47.080]  這種玩樂其實是指聖的玩樂
[00:06:47.080 --> 00:06:48.520]  當時有一些民族
[00:06:48.520 --> 00:06:50.880]  他們在一些宗教的禮儀上
[00:06:50.880 --> 00:06:53.200]  有一些淫亂的方式
[00:06:53.200 --> 00:06:55.440]  來拜祭他們的神靈
[00:06:55.440 --> 00:06:57.320]  而這群以色列人當時
[00:06:57.320 --> 00:06:59.040]  就是在這個情況下
[00:06:59.040 --> 00:07:03.080]  他們放肆然後行淫亂
[00:07:03.080 --> 00:07:08.320]  幾次人去為自己製造偶像的時候
[00:07:08.320 --> 00:07:12.840]  常常出現了一些任意妄為的行動
[00:07:12.840 --> 00:07:14.880]  包括了淫亂的事情
[00:07:14.880 --> 00:07:17.160]  而偏離上帝
[00:07:17.160 --> 00:07:21.000]  這個是以色列人當時有的情況
[00:07:21.000 --> 00:07:21.920]  當在讀下去的時候
[00:07:21.920 --> 00:07:24.160]  你會發覺當時很明顯
[00:07:24.160 --> 00:07:26.240]  亞倫出現的時候
[00:07:26.240 --> 00:07:28.800]  他沒有去制止百姓這樣做
[00:07:28.800 --> 00:07:31.480]  反而縱容他們這樣做
[00:07:31.480 --> 00:07:34.680]  大家再看看下面聖經裏面提到
[00:07:34.680 --> 00:07:36.760]  在下面的二十二節
[00:07:36.760 --> 00:07:37.760]  我們先看下去
[00:07:37.760 --> 00:07:41.400]  下面二十二節
[00:07:41.400 --> 00:07:43.320]  當時摩西責備亞倫
[00:07:43.320 --> 00:07:45.720]  「為什麼你這樣做呢?」
[00:07:45.720 --> 00:07:47.080]  亞倫就告訴他
[00:07:47.080 --> 00:07:48.120]  「不關我的事」
[00:07:48.120 --> 00:07:49.600]  是百姓的問題
[00:07:49.600 --> 00:07:50.680]  二十二節說
[00:07:50.680 --> 00:07:51.520]  亞倫回答
[00:07:51.520 --> 00:07:54.040]  「求我主不要發烈怒
[00:07:54.040 --> 00:07:57.120]  你知道這人民傾向罪惡
[00:07:57.120 --> 00:07:58.160]  不關我的事
[00:07:58.160 --> 00:07:59.480]  是他們犯罪
[00:07:59.480 --> 00:08:02.600]  他們要我做這隻牛毒出來」
[00:08:02.600 --> 00:08:04.600]  然後再看
[00:08:04.600 --> 00:08:05.560]  他說
[00:08:05.560 --> 00:08:07.320]  「我也不知道為什麼
[00:08:07.320 --> 00:08:09.800]  我請他們給我一些金紙」
[00:08:09.800 --> 00:08:11.000]  第二十四節
[00:08:11.000 --> 00:08:12.040]  「我對他們說
[00:08:12.040 --> 00:08:13.640]  凡是有金紙的
[00:08:13.640 --> 00:08:15.160]  都可以摘下來」
[00:08:15.160 --> 00:08:17.360]  他們有很多耳環金飾
[00:08:17.360 --> 00:08:19.600]  「他們就給了亞倫
[00:08:19.600 --> 00:08:22.080]  我把它丟在火裏
[00:08:22.080 --> 00:08:25.400]  這牛毒就出來了」
[00:08:25.400 --> 00:08:28.280]  有沒有這樣的事?
[00:08:28.280 --> 00:08:31.440]  把金紙丟在火裏
[00:08:31.440 --> 00:08:32.280]  不知為什麼
[00:08:32.280 --> 00:08:35.200]  這牛毒就出來了
[00:08:35.200 --> 00:08:38.360]  一個很明顯的推搪說話
[00:08:38.360 --> 00:08:40.520]  如果你留心前面的經文
[00:08:40.520 --> 00:08:43.840]  提及到亞倫是用一些
[00:08:43.840 --> 00:08:47.440]  挑剔的工具去挑剔牛毒
[00:08:47.440 --> 00:08:50.400]  是他有意識地做出來
[00:08:50.400 --> 00:08:51.480]  但這個時候
[00:08:51.480 --> 00:08:52.800]  迴避自己的責任
[00:08:52.800 --> 00:08:54.480]  沒有做過
[00:08:54.480 --> 00:08:56.640]  他自己走出來
[00:08:56.640 --> 00:08:58.320]  這位祭司
[00:08:58.320 --> 00:09:00.480]  在這樣的處境裏
[00:09:00.480 --> 00:09:04.000]  他不單止縱容百姓犯罪
[00:09:04.000 --> 00:09:06.640]  而且自己逃避責任
[00:09:06.640 --> 00:09:09.840]  陷入更大的罪
[00:09:09.840 --> 00:09:11.080]  在這個時候
[00:09:11.080 --> 00:09:12.800]  我們或者會想起
[00:09:12.800 --> 00:09:15.040]  我們這段時間經常提及
[00:09:15.040 --> 00:09:18.520]  《加勒西書》第六章第一節這樣說
[00:09:18.520 --> 00:09:19.640]  先告訴我們
[00:09:19.640 --> 00:09:23.720]  如果有人偶然被過犯所成
[00:09:23.720 --> 00:09:25.480]  你們屬靈的人
[00:09:25.480 --> 00:09:27.680]  就當用溫柔的心
[00:09:27.680 --> 00:09:29.480]  將他怎樣
[00:09:29.480 --> 00:09:31.320]  挽回過來
[00:09:31.320 --> 00:09:33.160]  但當自己小心
[00:09:33.160 --> 00:09:36.760]  免得也被引誘
[00:09:36.760 --> 00:09:37.440]  這個引誘
[00:09:37.440 --> 00:09:38.440]  我相信包括了
[00:09:38.440 --> 00:09:41.960]  就是面對一些惡事的時候
[00:09:41.960 --> 00:09:45.560]  在其中去附和這些錯的事情
[00:09:45.560 --> 00:09:48.680]  甚至去縱容這些錯事
[00:09:48.680 --> 00:09:51.080]  因此別人覺得好像沒問題
[00:09:51.080 --> 00:09:53.040]  他都贊成我這樣做
[00:09:53.040 --> 00:09:56.320]  也不知道去悔改
[00:09:56.320 --> 00:09:59.400]  人在罪的當中
[00:09:59.400 --> 00:10:03.160]  或者不是自己直接去提出
[00:10:03.160 --> 00:10:06.840]  但附和和支持這些錯的事情
[00:10:06.840 --> 00:10:08.920]  是帶來更大的錯
[00:10:08.920 --> 00:10:10.240]  更大的罪
[00:10:10.240 --> 00:10:12.080]  因此你記得聖經裏面提到
[00:10:12.080 --> 00:10:13.960]  摩西曾經責備亞倫
[00:10:13.960 --> 00:10:18.000]  你使百姓陷在大罪裏
[00:10:18.000 --> 00:10:19.160]  亦都是很多時候
[00:10:19.160 --> 00:10:22.040]  當我們面對一些別人的錯失的時候
[00:10:22.040 --> 00:10:25.120]  我們需要一個十分的警覺
[00:10:25.120 --> 00:10:27.080]  特別是香港現在這個社會
[00:10:27.080 --> 00:10:28.360]  上上講到
[00:10:28.360 --> 00:10:30.680]  你要去包容
[00:10:30.680 --> 00:10:31.920]  無盡的包容
[00:10:31.920 --> 00:10:35.160]  甚至違背真理的包容
[00:10:35.160 --> 00:10:37.360]  甚至很多時候提及
[00:10:37.360 --> 00:10:40.680]  有多元的一個主義的社會
[00:10:40.680 --> 00:10:41.800]  有不同的做法
[00:10:41.800 --> 00:10:44.080]  為甚麼別人不可以這樣做
[00:10:44.080 --> 00:10:45.280]  但有些時候
[00:10:45.280 --> 00:10:49.200]  我們害怕別人的一種排斥
[00:10:49.200 --> 00:10:52.920]  因此不自覺地去縱容
[00:10:52.920 --> 00:10:57.400]  以致讓罪產生更大的影響
[00:10:57.400 --> 00:10:59.760]  但當然我們看到亞倫這種情況
[00:10:59.760 --> 00:11:01.360]  我們作為一個警惕
[00:11:01.360 --> 00:11:03.120]  但同時我們見到上帝
[00:11:03.120 --> 00:11:05.160]  亦都恩待以色列人
[00:11:05.160 --> 00:11:08.480]  摩西有不同的榜樣顯現出來
[00:11:08.480 --> 00:11:12.200]  大家再留意摩西如何回應這件事
[00:11:12.200 --> 00:11:13.520]  當時聖經提及到
[00:11:13.520 --> 00:11:15.520]  神告訴摩西
[00:11:15.520 --> 00:11:19.960]  祂可以怎樣對待這些違背神的約的百姓
[00:11:19.960 --> 00:11:21.960]  在前面的第八節
[00:11:21.960 --> 00:11:26.600]  前面第八節
[00:11:26.600 --> 00:11:27.640]  神對摩西說
[00:11:27.640 --> 00:11:28.800]  你快點下山
[00:11:28.800 --> 00:11:31.200]  他們已經離開
[00:11:31.200 --> 00:11:32.760]  我和他們所納的約
[00:11:32.760 --> 00:11:33.760]  第八節
[00:11:33.760 --> 00:11:35.800]  他們很快就偏離了
[00:11:35.800 --> 00:11:37.880]  我吩咐他們的道路
[00:11:37.880 --> 00:11:39.720]  為自己鑄造了一個牛像
[00:11:39.720 --> 00:11:41.040]  向祂跪拜
[00:11:41.040 --> 00:11:42.200]  向祂獻祭
[00:11:42.200 --> 00:11:43.160]  對著牛說
[00:11:43.160 --> 00:11:45.840]  以色列人 這是你的神
[00:11:45.840 --> 00:11:50.880]  就是這隻牛把你從埃及地領出來了
[00:11:50.880 --> 00:11:55.600]  他們竟然很短時間就離開上帝
[00:11:55.600 --> 00:11:56.960]  我想分析一件事
[00:11:56.960 --> 00:11:58.240]  報紙提及一件事
[00:11:58.240 --> 00:11:59.840]  一位家庭
[00:11:59.840 --> 00:12:01.200]  一位太太
[00:12:01.200 --> 00:12:05.520]  講述她結婚只是剛剛三個月的時間
[00:12:05.520 --> 00:12:08.240]  但她竟然發覺自己的丈夫
[00:12:08.240 --> 00:12:10.240]  有第三者
[00:12:10.240 --> 00:12:12.040]  有外遇
[00:12:12.040 --> 00:12:13.080]  很難過
[00:12:13.080 --> 00:12:15.880]  甚至尋求自殺
[00:12:15.880 --> 00:12:16.880]  接受不到
[00:12:16.880 --> 00:12:17.720]  剛剛結婚
[00:12:17.720 --> 00:12:21.640]  竟然就這麼快就背叛自己
[00:12:21.640 --> 00:12:22.880]  我想起這件事
[00:12:22.880 --> 00:12:25.760]  就想到上帝在她心裏的感受
[00:12:25.760 --> 00:12:27.480]  同樣會很深刻
[00:12:27.480 --> 00:12:28.680]  很沉痛
[00:12:28.680 --> 00:12:31.320]  竟然剛剛將他們釋放出來
[00:12:31.320 --> 00:12:32.800]  與他們納約
[00:12:32.800 --> 00:12:35.000]  毀身來愛他們
[00:12:35.000 --> 00:12:37.160]  但竟然在短的時間
[00:12:37.160 --> 00:12:41.120]  他們就快快地偏離了神的道路
[00:12:41.120 --> 00:12:41.920]  因此那個時候
[00:12:41.920 --> 00:12:43.280]  她就對摩西說
[00:12:43.280 --> 00:12:45.240]  「你且由得我
[00:12:45.240 --> 00:12:48.160]  讓我向他們發烈怒
[00:12:48.160 --> 00:12:51.200]  把他們消滅」
[00:12:51.200 --> 00:12:52.600]  上帝這樣做的時候
[00:12:52.600 --> 00:12:57.600]  是完全合乎他的公義的本性
[00:12:57.600 --> 00:13:01.120]  犯罪的是要面對罪的後果
[00:13:01.120 --> 00:13:03.560]  上帝說我要去滅絕他們
[00:13:03.560 --> 00:13:04.120]  但很特別
[00:13:04.120 --> 00:13:06.160]  你發覺上帝突然說一句話
[00:13:06.160 --> 00:13:07.000]  對摩西說
[00:13:07.000 --> 00:13:10.000]  「你且由得我」
[00:13:10.000 --> 00:13:12.960]  就像神在求求摩西
[00:13:12.960 --> 00:13:16.920]  不如你支持我這樣做吧
[00:13:16.920 --> 00:13:18.560]  很特別
[00:13:18.560 --> 00:13:20.080]  既然上帝是上帝
[00:13:20.080 --> 00:13:21.960]  祂無需人去支持祂
[00:13:21.960 --> 00:13:24.000]  祂才會做事
[00:13:24.000 --> 00:13:29.160]  所以與其說是上帝請摩西支持祂去懲罰以色列人
[00:13:29.160 --> 00:13:30.240]  不如說
[00:13:30.240 --> 00:13:31.480]  上帝在這個時候
[00:13:31.480 --> 00:13:34.840]  用一些說話去提示摩西
[00:13:34.840 --> 00:13:37.920]  向她祈禱
[00:13:37.920 --> 00:13:40.520]  向神尋求
[00:13:40.520 --> 00:13:41.560]  摩西很明白
[00:13:41.560 --> 00:13:42.080]  在這個時候
[00:13:42.080 --> 00:13:45.600]  你會見到聖經在第32章第11節
[00:13:45.600 --> 00:13:47.040]  一路開始
[00:13:47.040 --> 00:13:50.360]  摩西就一路向神祈禱
[00:13:50.360 --> 00:13:52.560]  摩西就懇求耶和華
[00:13:52.560 --> 00:13:53.720]  他的神施恩
[00:13:53.720 --> 00:13:55.200]  一路說話
[00:13:55.200 --> 00:13:57.000]  當你讀這段禱文的時候
[00:13:57.000 --> 00:13:59.280]  你發覺摩西提出幾方面
[00:13:59.280 --> 00:13:59.960]  第一
[00:13:59.960 --> 00:14:00.840]  告訴神聽聖
[00:14:00.840 --> 00:14:03.240]  是你的子民
[00:14:03.240 --> 00:14:05.080]  是屬於你的子民
[00:14:05.080 --> 00:14:07.680]  上帝一定知道這件事情
[00:14:07.680 --> 00:14:08.480]  第二
[00:14:08.480 --> 00:14:10.680]  他說不可以讓人誤會了你
[00:14:10.680 --> 00:14:11.640]  批評你
[00:14:11.640 --> 00:14:13.360]  說你帶領你的子民出來
[00:14:13.360 --> 00:14:16.640]  要殺了他們在山上
[00:14:16.640 --> 00:14:18.200]  你不會這樣做的
[00:14:18.200 --> 00:14:21.280]  也都不可以讓你的名被羞辱
[00:14:21.280 --> 00:14:23.760]  摩西很關注神的榮耀
[00:14:23.760 --> 00:14:26.480]  同樣是上帝所關注的事情
[00:14:26.480 --> 00:14:27.400]  第三
[00:14:27.400 --> 00:14:29.440]  摩西就跟上帝說
[00:14:29.440 --> 00:14:31.360]  你曾經應許先祖
[00:14:31.360 --> 00:14:33.200]  阿不拉罕以撒瓦國
[00:14:33.200 --> 00:14:34.840]  你會賜福他們的後裔
[00:14:34.840 --> 00:14:36.920]  帶他們去應許之地
[00:14:36.920 --> 00:14:41.040]  上帝你是守信約的上帝
[00:14:41.040 --> 00:14:44.520]  你不會忘記這樣做
[00:14:44.520 --> 00:14:46.120]  摩西很明白上帝的心
[00:14:46.120 --> 00:14:47.280]  其實他所說的事情
[00:14:47.280 --> 00:14:49.280]  完全是上帝自己
[00:14:49.280 --> 00:14:52.240]  他明白的事情
[00:14:52.240 --> 00:14:53.480]  但是在這個時候
[00:14:53.480 --> 00:14:55.080]  上帝所要做的
[00:14:55.080 --> 00:14:59.680]  是期望有人為百姓祈禱
[00:14:59.680 --> 00:15:03.080]  百姓是應該承擔公義的審判
[00:15:03.080 --> 00:15:06.320]  但是上帝渴望人去祈禱
[00:15:06.320 --> 00:15:08.320]  以致祂可以用慈愛
[00:15:08.320 --> 00:15:10.280]  來赦免他們
[00:15:10.280 --> 00:15:12.000]  來寬容他們
[00:15:12.000 --> 00:15:13.840]  因此你發覺在這個時候
[00:15:13.840 --> 00:15:15.000]  上帝就跟他說
[00:15:15.000 --> 00:15:16.480]  在第十四節
[00:15:16.480 --> 00:15:18.640]  「於是耶和華改變初衷
[00:15:18.640 --> 00:15:20.800]  不把他所說的禍
[00:15:20.800 --> 00:15:25.480]  降在他的人民身上」
[00:15:25.480 --> 00:15:26.680]  我們上到聖經
[00:15:26.680 --> 00:15:28.040]  在新約的時候
[00:15:28.040 --> 00:15:31.040]  約翰一書第五章就說
[00:15:31.040 --> 00:15:32.400]  他說
[00:15:32.400 --> 00:15:35.880]  「我們若按他的旨意求什麼
[00:15:35.880 --> 00:15:38.480]  他就聽我們」
[00:15:38.480 --> 00:15:39.880]  這是我們在神面前
[00:15:39.880 --> 00:15:40.840]  向他所傳
[00:15:40.840 --> 00:15:43.280]  坦然無懼的心
[00:15:43.280 --> 00:15:44.160]  聖經清楚說
[00:15:44.160 --> 00:15:46.160]  「何時你明白神的旨意
[00:15:46.160 --> 00:15:47.720]  按他的旨意祈求
[00:15:47.720 --> 00:15:49.480]  神一定聽
[00:15:49.480 --> 00:15:53.240]  神一定去承受」
[00:15:53.240 --> 00:15:56.320]  很多次我跟一些弟兄姊妹
[00:15:56.320 --> 00:16:00.640]  來講述為家人祈禱的事情
[00:16:00.640 --> 00:16:01.920]  我很清楚相信
[00:16:01.920 --> 00:16:04.600]  就是為家人祈禱
[00:16:04.600 --> 00:16:06.760]  神一定聽
[00:16:06.760 --> 00:16:07.960]  因為人得救
[00:16:07.960 --> 00:16:10.600]  一定是合乎神的旨意
[00:16:10.600 --> 00:16:12.600]  當你這樣來祈禱
[00:16:12.600 --> 00:16:13.880]  也憑著信心
[00:16:13.880 --> 00:16:15.560]  繼續幫助家人
[00:16:15.560 --> 00:16:17.440]  來認識上帝
[00:16:17.440 --> 00:16:20.840]  上帝一定會帶領你的家人信主
[00:16:20.840 --> 00:16:23.080]  也試過見過一些家人
[00:16:23.080 --> 00:16:25.240]  他多年為自己的親人祈禱
[00:16:25.240 --> 00:16:27.560]  但都未曾信主
[00:16:27.560 --> 00:16:30.760]  但竟然在他自己離世之後
[00:16:30.760 --> 00:16:34.280]  我們知道他的家人信主
[00:16:34.280 --> 00:16:35.920]  找著他的旨意
[00:16:35.920 --> 00:16:37.400]  找緊他的應許
[00:16:37.400 --> 00:16:40.120]  然後在當中放膽祈求
[00:16:40.120 --> 00:16:41.760]  憑著信心去接受
[00:16:41.760 --> 00:16:43.200]  去領神
[00:16:43.200 --> 00:16:45.280]  摩西在當時明白神的心意
[00:16:45.280 --> 00:16:47.360]  就這樣來到這裡祈禱
[00:16:47.360 --> 00:16:50.040]  然後當我們讀到聖經詩篇的時候
[00:16:50.040 --> 00:16:51.840]  詩篇106篇
[00:16:51.840 --> 00:16:53.840]  同樣講述這件事情
[00:16:53.840 --> 00:16:57.240]  但106篇講述一個很特別的字句
[00:16:57.240 --> 00:16:58.720]  是什麼字句呢?
[00:16:58.720 --> 00:17:00.000]  這句話說
[00:17:00.000 --> 00:17:05.280]  摩西站在破口防堵
[00:17:05.280 --> 00:17:07.160]  他站在一個破口裡面
[00:17:07.160 --> 00:17:09.280]  堵塞著這個破口
[00:17:09.280 --> 00:17:11.080]  以致不容有其他的攻擊
[00:17:11.080 --> 00:17:14.360]  其他的騷擾進入這個城市裡面
[00:17:14.360 --> 00:17:18.360]  在一個長門那裡站穩
[00:17:18.360 --> 00:17:20.640]  講述他的祈禱
[00:17:20.640 --> 00:17:23.040]  我們讀到聖經二世的書
[00:17:23.040 --> 00:17:24.440]  其中的二十二章
[00:17:24.440 --> 00:17:26.080]  同樣上帝這樣講
[00:17:26.080 --> 00:17:28.080]  他說:我尋找一人
[00:17:28.080 --> 00:17:31.720]  尋找一人可以站在這個破口防堵
[00:17:31.720 --> 00:17:34.320]  免得我滅絕這個國家
[00:17:34.320 --> 00:17:38.080]  但卻尋不見一人
[00:17:38.080 --> 00:17:39.840]  神心裡面很渴望
[00:17:39.840 --> 00:17:41.720]  有人能夠可以祈禱
[00:17:41.720 --> 00:17:43.200]  可以代求
[00:17:43.200 --> 00:17:45.640]  以致他可以因為人的禱告
[00:17:45.640 --> 00:17:48.640]  他可以施恩典
[00:17:48.640 --> 00:17:50.560]  神的旨意就是
[00:17:50.560 --> 00:17:55.120]  他選擇按人的禱告
[00:17:55.120 --> 00:17:57.440]  按他旨意祈求的禱告
[00:17:57.440 --> 00:17:59.600]  來施恩
[00:17:59.600 --> 00:18:01.920]  當你明白這件事情的時候
[00:18:01.920 --> 00:18:06.520]  你知道代求是多麼寶貴
[00:18:06.520 --> 00:18:08.760]  代求是多麼重要
[00:18:08.760 --> 00:18:10.160]  沒錯 以色列人這個時候
[00:18:10.160 --> 00:18:12.360]  他們違背神的約
[00:18:12.360 --> 00:18:14.240]  但是人代求的時候
