
[00:00:00.000 --> 00:00:04.760]  讓方第五章的三十一至四十七節
[00:14:51.320 --> 00:14:52.680]  他們沒有愛上帝
[00:14:52.680 --> 00:14:53.760]  只是愛人
[00:14:53.760 --> 00:14:55.480]  互相的受榮耀
[00:14:55.480 --> 00:14:58.240]  然後耶穌繼續去解釋
[00:14:58.240 --> 00:14:59.640]  第43、44節這樣說
[00:14:59.640 --> 00:15:01.120]  我奉我父的名來
[00:15:01.120 --> 00:15:02.480]  你們並不接待我
[00:15:02.480 --> 00:15:04.240]  若有別人奉自己的名來
[00:15:04.240 --> 00:15:05.880]  你們都要接待他
[00:15:05.880 --> 00:15:07.280]  你們互相受榮耀
[00:15:07.280 --> 00:15:10.520]  卻不求獨一之臣的來的榮耀
[00:15:10.520 --> 00:15:11.960]  怎能信我呢?
[00:15:11.960 --> 00:15:13.400]  他們的失敗
[00:15:13.400 --> 00:15:15.120]  可以說還有另一個證據
[00:15:15.120 --> 00:15:17.440]  就是他們拒絕接受耶穌
[00:15:17.440 --> 00:15:20.040]  雖然耶穌奉父的名而來
[00:15:20.040 --> 00:15:22.040]  但是反對者不接受他
[00:15:22.040 --> 00:15:23.680]  如果他們愛上帝
[00:15:23.680 --> 00:15:27.800]  就不可能不去愛上帝的兒子耶穌
[00:15:27.800 --> 00:15:31.600]  正如約翰在其他地方指出
[00:15:31.600 --> 00:15:34.120]  愛上愛神的表現就是
[00:15:34.120 --> 00:15:36.920]  進行他的命令主要的命令之一
[00:15:36.920 --> 00:15:38.600]  就是命令人相信
[00:15:38.600 --> 00:15:41.920]  上帝差派來的兒子耶穌基督
[00:15:41.920 --> 00:15:43.400]  他們不相信耶穌
[00:15:43.400 --> 00:15:47.120]  反而相信那些假冒而來的
[00:15:47.120 --> 00:15:49.120]  那些所謂的彌賽
[00:15:49.120 --> 00:15:53.600]  這裡不是在意哪一個假的彌賽
[00:15:53.600 --> 00:15:56.360]  而是將所有假冒彌賽的人
[00:15:56.360 --> 00:15:58.160]  和耶穌一個對比
[00:15:58.160 --> 00:16:01.800]  他們相信那些假冒的人來
[00:16:01.800 --> 00:16:03.000]  原因是什麼呢?
[00:16:03.000 --> 00:16:07.720]  因為他們非常在意互相受榮耀
[00:16:07.720 --> 00:16:12.160]  卻不求獨一之臣而來的榮耀
[00:16:12.160 --> 00:16:15.720]  因為那些假冒的人來
[00:16:15.720 --> 00:16:19.440]  是說一些他們想聽的說話
[00:16:19.440 --> 00:16:21.560]  他們互相受榮耀
[00:16:21.560 --> 00:16:23.800]  他們得到假的彌賽
[00:16:23.800 --> 00:16:25.000]  得到稱讚
[00:16:25.000 --> 00:16:28.240]  這群人也得到假的彌賽
[00:16:28.240 --> 00:16:30.240]  對他們的尊重
[00:16:30.240 --> 00:16:33.880]  假冒者的信息非常迎合群眾
[00:16:33.880 --> 00:16:36.560]  約翰進一步的總結
[00:16:36.560 --> 00:16:41.000]  大多數的他自己的同胞
[00:16:41.000 --> 00:16:43.760]  都是在這種的境況當中
[00:16:43.760 --> 00:16:45.440]  他們愛人的榮耀
[00:16:45.440 --> 00:16:47.680]  過於愛上帝的榮耀
[00:16:47.680 --> 00:16:51.240]  這樣他怎麼能夠相信耶穌呢?
[00:16:51.240 --> 00:16:54.760]  在47節那裡
[00:16:54.760 --> 00:16:55.440]  耶穌說
[00:16:55.440 --> 00:16:57.560]  你們這樣的情況有什麼結果呢?
[00:16:57.560 --> 00:17:00.800]  不要想我在負面前要告你們
[00:17:00.800 --> 00:17:05.000]  有一位告你們的就是你們所仰賴的摩西
[00:17:05.000 --> 00:17:07.640]  你們如果信摩西也必信我
[00:17:07.640 --> 00:17:10.360]  因為他書上有指著我寫的話
[00:17:10.360 --> 00:17:12.160]  你們若不信他的書
[00:17:12.160 --> 00:17:13.960]  怎能信我的話呢?
[00:17:13.960 --> 00:17:17.320]  在這段上下文很清楚的指出
[00:17:17.320 --> 00:17:19.600]  摩西的任何指控
[00:17:19.600 --> 00:17:24.040]  不是因為他們沒有信服到解明
[00:17:24.040 --> 00:17:28.720]  而是他們不明白律法的約的意思是什麼
[00:17:28.720 --> 00:17:31.720]  他們遵守某一些上帝的吩咐
[00:17:31.720 --> 00:17:33.240]  守一些節期
[00:17:33.240 --> 00:17:37.080]  守一些俄在的規律
[00:17:37.080 --> 00:17:38.280]  一些的誡命
[00:17:38.280 --> 00:17:42.440]  但是他們不明白整個律法書
[00:17:42.440 --> 00:17:44.280]  就是指向耶穌
[00:17:44.280 --> 00:17:46.640]  所以現在耶穌來了
[00:17:46.640 --> 00:17:51.000]  他竟然抗拒上帝差派來的使者
[00:17:51.000 --> 00:17:55.120]  在這裡他們不接受耶穌的見證
[00:17:55.120 --> 00:18:02.520]  律法本身就是上帝給人的一個啟示
[00:18:02.520 --> 00:18:05.840]  其中一個作者可以說
[00:18:05.840 --> 00:18:09.080]  第一個很主要的人物就是摩西
[00:18:09.080 --> 00:18:10.680]  寫摩西五經
[00:18:10.680 --> 00:18:12.920]  在這裡他們很尊崇摩西
[00:18:12.920 --> 00:18:15.400]  因為摩西寫下摩西五經
[00:18:15.400 --> 00:18:22.360]  讓他們知道上帝的規條
[00:18:22.360 --> 00:18:23.920]  或者上帝期望他們怎樣
[00:18:23.920 --> 00:18:29.880]  不過他們誤解了上帝的一些啟示
[00:18:29.880 --> 00:18:31.160]  尊崇摩西
[00:18:31.160 --> 00:18:33.680]  但是摩西寫律法
[00:18:33.680 --> 00:18:36.280]  是要指向耶穌基督
[00:18:36.280 --> 00:18:42.160]  現在他們拒絕上帝差派來的救主
[00:18:42.160 --> 00:18:45.440]  所以如果摩西在現場的話
[00:18:45.440 --> 00:18:46.800]  他們以為跟從摩西
[00:18:46.800 --> 00:18:49.960]  但是摩西反而會控訴他們
[00:18:49.960 --> 00:18:51.800]  為什麼你們不跟從
[00:18:51.800 --> 00:18:55.120]  一位上帝差派來的救主呢?
[00:18:55.120 --> 00:18:57.160]  所以耶穌在這裡說
[00:18:57.160 --> 00:19:00.760]  摩西成為你們的指控者
[00:19:00.760 --> 00:19:04.240]  你們猶太人不明白摩西所說的
[00:19:04.240 --> 00:19:07.360]  所以他們根本不明白
[00:19:07.360 --> 00:19:09.760]  可以說在舊約
[00:19:09.760 --> 00:19:13.080]  或者不同的先知所說的話
[00:19:13.080 --> 00:19:14.680]  他們都不明白
[00:19:14.680 --> 00:19:17.120]  耶穌所面臨的反對
[00:19:17.120 --> 00:19:18.880]  正逐漸加劇
[00:19:18.880 --> 00:19:22.160]  最後會將他釘在十字架上
[00:19:22.160 --> 00:19:24.800]  很諷刺的就是這一次的處死
