
[00:00:00.000 --> 00:00:05.000]  將神的愛澆灌在我們心裏
[00:02:25.000 --> 00:02:28.000]  聖神是神的神
[00:02:28.000 --> 00:02:30.000]  聖殿是神的殿
[00:02:30.000 --> 00:02:35.000]  他們為了愛神自己而愛神的神
[00:02:35.000 --> 00:02:37.000]  而愛神的殿
[00:02:37.000 --> 00:02:43.000]  就好像我們今天因為愛主所以愛主的教會
[00:02:43.000 --> 00:02:47.000]  因為愛神所以愛神的家
[00:02:47.000 --> 00:02:50.000]  愛神和愛神的家
[00:02:50.000 --> 00:02:53.000]  愛神和愛神的人
[00:02:53.000 --> 00:02:57.000]  愛神和愛神的話是分不開的
[00:02:57.000 --> 00:03:01.000]  常常聯合在一起
[00:03:01.000 --> 00:03:05.000]  一二二二二一
[00:03:05.000 --> 00:03:09.000]  今天早上我們要從這六篇詩裏面
[00:03:09.000 --> 00:03:11.000]  看看詩人
[00:03:11.000 --> 00:03:16.000]  他們最注意的是聖城裏面的什麼
[00:03:16.000 --> 00:03:18.000]  聖殿裏面的什麼
[00:03:18.000 --> 00:03:20.000]  看過以後呢
[00:03:20.000 --> 00:03:22.000]  我們要靠得住
[00:03:22.000 --> 00:03:25.000]  把這些最寶貴的事物
[00:03:25.000 --> 00:03:28.000]  要建立在我們的心中
[00:03:28.000 --> 00:03:30.000]  我們的生命中
[00:03:30.000 --> 00:03:32.000]  我們的生活中
[00:03:32.000 --> 00:03:34.000]  也要靠得住
[00:03:34.000 --> 00:03:40.000]  把它們建立在今天的教會中
[00:03:40.000 --> 00:03:42.000]  所以我們看
[00:03:42.000 --> 00:03:46.000]  就得了一個工作
[00:03:46.000 --> 00:03:49.000]  建立的工作
[00:03:49.000 --> 00:03:51.000]  建立在我們自己裏面
[00:03:51.000 --> 00:03:54.000]  又建立在神的家裏面
[00:03:54.000 --> 00:03:56.000]  就是教會裏面
[00:03:56.000 --> 00:04:01.000]  現在我們看第一篇熱愛聖殿的詩
[00:04:01.000 --> 00:04:05.000]  請翻到八十四篇
[00:04:05.000 --> 00:04:09.000]  八十四篇
[00:04:09.000 --> 00:04:14.000]  我們看頭兩節
[00:04:14.000 --> 00:04:16.000]  萬君之一厚花
[00:04:16.000 --> 00:04:20.000]  你的居所何等可愛
[00:04:20.000 --> 00:04:24.000]  我羨慕可想一厚花的鴛鴦
[00:04:24.000 --> 00:04:26.000]  我的心腸我的露體
[00:04:26.000 --> 00:04:28.000]  想永生審忽悅
[00:04:28.000 --> 00:04:32.000]  小字或作歡呼
[00:04:32.000 --> 00:04:35.000]  你看詩人對聖殿的愛
[00:04:35.000 --> 00:04:38.000]  在這裏流露出來
[00:04:38.000 --> 00:04:40.000]  至情的流露
[00:04:40.000 --> 00:04:45.000]  一厚花你的居所何等可愛
[00:04:45.000 --> 00:04:48.000]  我羨慕一厚花的居所
[00:04:48.000 --> 00:04:51.000]  我可想一厚花的居所
[00:04:51.000 --> 00:04:56.000]  我要向神來歡呼
[00:04:56.000 --> 00:04:58.000]  這個熱愛的心情
[00:04:58.000 --> 00:05:00.000]  表達得很清楚
[00:05:00.000 --> 00:05:03.000]  那麼我們跟著要問
[00:05:03.000 --> 00:05:09.000]  詩人在聖殿裏面最欣賞什麼
[00:05:09.000 --> 00:05:12.000]  下面第三節
[00:05:12.000 --> 00:05:15.000]  詩人第一件事
[00:05:15.000 --> 00:05:19.000]  就提到聖殿裏面的祭壇
[00:05:19.000 --> 00:05:24.000]  我們看看詩人怎麼樣形容祭壇
[00:05:24.000 --> 00:05:28.000]  他怎麼樣欣賞祭壇
[00:05:28.000 --> 00:05:30.000]  第三節
[00:05:30.000 --> 00:05:33.000]  萬君的一厚花我的王我的神啊
[00:05:33.000 --> 00:05:35.000]  在你的祭壇那裏
[00:05:35.000 --> 00:05:38.000]  麻雀為自己找著房屋
[00:05:38.000 --> 00:05:42.000]  燕子為自己找著抱雛之窩
[00:05:42.000 --> 00:05:47.000]  如此住在你殿中的便為有福
[00:05:47.000 --> 00:05:51.000]  他們榮耀在美你
[00:05:51.000 --> 00:05:53.000]  這裡提到祭壇的時候
[00:05:53.000 --> 00:05:56.000]  有一個很美麗的
[00:05:56.000 --> 00:06:00.000]  很生動的描寫
[00:06:00.000 --> 00:06:02.000]  祭壇是什麼地方
[00:06:02.000 --> 00:06:06.000]  是麻雀找著房屋的地方
[00:06:06.000 --> 00:06:10.000]  也就是找著恩森之所的地方
[00:06:10.000 --> 00:06:12.000]  祭壇是什麼地方
[00:06:12.000 --> 00:06:18.000]  是燕子找著抱雛之窩的地方
[00:06:18.000 --> 00:06:22.000]  麻雀很卑微
[00:06:22.000 --> 00:06:24.000]  沒有人注意它
[00:06:24.000 --> 00:06:26.000]  很渺小
[00:06:26.000 --> 00:06:28.000]  沒有人重視它
[00:06:28.000 --> 00:06:33.000]  主耶穌說兩個麻雀賣一分銀子
[00:06:33.000 --> 00:06:35.000]  很平常
[00:06:35.000 --> 00:06:38.000]  沒有人特別的注意它
[00:06:38.000 --> 00:06:39.000]  很軟弱
[00:06:39.000 --> 00:06:41.000]  很微小
[00:06:41.000 --> 00:06:45.000]  但是連這樣的麻雀
[00:06:45.000 --> 00:06:49.000]  在祭壇那裏蒙恩
[00:06:49.000 --> 00:06:51.000]  蒙什麼恩
[00:06:51.000 --> 00:06:54.000]  找到了恩森的地方
[00:06:54.000 --> 00:06:57.000]  原來沒有恩森之所
[00:06:57.000 --> 00:07:00.000]  是飛來飛去
[00:07:00.000 --> 00:07:02.000]  是流浪的飛
[00:07:02.000 --> 00:07:04.000]  漂流的飛
[00:07:04.000 --> 00:07:11.000]  一直到在祭壇那裏找到恩森之所的時候
[00:07:11.000 --> 00:07:16.000]  在這裡講的是麻雀的本身嗎
[00:07:16.000 --> 00:07:17.000]  不是
[00:07:17.000 --> 00:07:22.000]  在斯人的心中是用麻雀來形容人
[00:07:22.000 --> 00:07:24.000]  所以在第四節說
[00:07:24.000 --> 00:07:30.000]  如此像這個樣子住在神殿中的人
[00:07:30.000 --> 00:07:32.000]  便為有福
[00:07:32.000 --> 00:07:36.000]  用麻雀來形容人
[00:07:36.000 --> 00:07:42.000]  我們從這個比喻找到很重要的一個提示
[00:07:42.000 --> 00:07:46.000]  一個基督徒過流浪的生活
[00:07:46.000 --> 00:07:50.000]  像當日以色列人在曠野流浪一樣
[00:07:50.000 --> 00:07:52.000]  飄來飄去
[00:07:52.000 --> 00:07:55.000]  沒有定向
[00:07:55.000 --> 00:07:59.000]  沒有樹林的居所
[00:07:59.000 --> 00:08:01.000]  沒有根基
[00:08:01.000 --> 00:08:03.000]  這邊的風來吹到那邊
[00:08:03.000 --> 00:08:06.000]  那邊的風來吹到這邊
[00:08:06.000 --> 00:08:10.000]  被波浪所衝擊
[00:08:10.000 --> 00:08:13.000]  他們常常的變動
[00:08:13.000 --> 00:08:15.000]  不能夠穩定
[00:08:15.000 --> 00:08:18.000]  沒有恩森之所
[00:08:18.000 --> 00:08:22.000]  繼續過一個曠野的生活
[00:08:22.000 --> 00:08:26.000]  他們這種情況到什麼時候為止
[00:08:26.000 --> 00:08:28.000]  到什麼時候改變呢
[00:08:28.000 --> 00:08:33.000]  當他們來到祭壇那裏的時候
[00:08:33.000 --> 00:08:37.000]  當他們明白了奉獻真理的時候
[00:08:37.000 --> 00:08:43.000]  當他們把自己的整個的生命擺在祭壇上的時候
[00:08:43.000 --> 00:08:49.000]  那個時候他們就停止漂流
[00:08:49.000 --> 00:08:52.000]  得到了樹林的恩森之所
[00:08:52.000 --> 00:08:59.000]  他們就進入樹林的江南流泪餘味之地
[00:08:59.000 --> 00:09:03.000]  所以祭壇是一個很重要的地方
[00:09:03.000 --> 00:09:07.000]  是你我立定腳跟的地方
[00:09:07.000 --> 00:09:11.000]  是你我站定主的立場的地方
[00:09:11.000 --> 00:09:16.000]  是你我站在主的身邊站得住的地方
[00:09:16.000 --> 00:09:22.000]  是你我在靈性上開始兼顧的地方
[00:09:22.000 --> 00:09:25.000]  院子也是一樣
[00:09:25.000 --> 00:09:30.000]  院子在祭壇那裏找的抱儲之窩
[00:09:30.000 --> 00:09:33.000]  抱儲就是生產
[00:09:33.000 --> 00:09:36.000]  我們什麼時候開始有樹林的生產呢
[00:09:36.000 --> 00:09:40.000]  我們什麼時候開始接果子
[00:09:40.000 --> 00:09:43.000]  就是當我們來到祭壇那裏
[00:09:43.000 --> 00:09:50.000]  把我們自己毫無保留的奉獻給主的時候
[00:09:50.000 --> 00:09:53.000]  我們的生命中有祭壇嗎
[00:09:53.000 --> 00:09:56.000]  我們的教會中有祭壇嗎
[00:09:56.000 --> 00:09:58.000]  我們要靠著主
[00:09:58.000 --> 00:10:02.000]  聖靈把神的愛澆灌在我們裏面的時候
[00:10:02.000 --> 00:10:07.000]  我們的第一步就是奉獻
[00:10:07.000 --> 00:10:10.000]  建立我們的祭壇
[00:10:10.000 --> 00:10:18.000]  把自己整個的自己獻在上面
[00:10:18.000 --> 00:10:21.000]  那個時候我們就開始接果子了
[00:10:21.000 --> 00:10:25.000]  正如包羅在羅馬書十二章所講的
[00:10:25.000 --> 00:10:27.000]  那一章是講侍奉
[00:10:27.000 --> 00:10:30.000]  如何如何如何侍奉
[00:10:30.000 --> 00:10:33.000]  但是包羅在講侍奉以前
[00:10:33.000 --> 00:10:38.000]  在羅馬書十二章的一開始就講奉獻
[00:10:38.000 --> 00:10:43.000]  那就是說沒有奉獻就不會侍奉
[00:10:43.000 --> 00:10:47.000]  沒有奉獻侍奉沒有基礎
[00:10:47.000 --> 00:10:52.000]  沒有奉獻我們的侍奉也是漂流式的侍奉
[00:10:52.000 --> 00:10:53.000]  變來變去
[00:10:53.000 --> 00:10:55.000]  被世界的風
[00:10:55.000 --> 00:10:56.000]  被自己的風
[00:10:56.000 --> 00:10:58.000]  被自己的喜好
[00:10:58.000 --> 00:11:00.000]  被自己的興趣
[00:11:00.000 --> 00:11:05.000]  被自己的情緒的起伏所決定
[00:11:05.000 --> 00:11:09.000]  不能夠站穩崗位
[00:11:09.000 --> 00:11:12.000]  不能夠有始有終
[00:11:12.000 --> 00:11:14.000]  不能夠堅立不拔
[00:11:14.000 --> 00:11:21.000]  那樣的靠得住的忠誠不變的侍奉
[00:11:21.000 --> 00:11:24.000]  包羅說的非常的正確
[00:11:24.000 --> 00:11:30.000]  我們要在我們的書林的生命中做第一件事
[00:11:30.000 --> 00:11:33.000]  建立我們的集團
[00:11:33.000 --> 00:11:35.000]  然後我們在教會裡面
[00:11:35.000 --> 00:11:39.000]  一定要宣講奉獻的真理
[00:11:39.000 --> 00:11:41.000]  有的傳道人
[00:11:41.000 --> 00:11:46.000]  他們怕弟兄姊妹們覺得他講到的標準太高了
[00:11:46.000 --> 00:11:48.000]  跟不上沒有興趣
[00:11:48.000 --> 00:11:52.000]  所以盡量的就低就低就低
[00:11:52.000 --> 00:11:54.000]  結果呢越低
[00:11:54.000 --> 00:11:56.000]  弟兄姊妹們的標準越低
[00:11:56.000 --> 00:11:57.000]  水準越低
[00:11:57.000 --> 00:11:58.000]  追求越低
[00:11:58.000 --> 00:12:02.000]  整個的教會都低下來
[00:12:02.000 --> 00:12:08.000]  我們不怕把主的全部的心意講出來
[00:12:08.000 --> 00:12:11.000]  如果主的標準是高
[00:12:11.000 --> 00:12:13.000]  我們就講得高
[00:12:13.000 --> 00:12:19.000]  我們要弟兄姊妹們被聖靈感動而提高起來
[00:12:19.000 --> 00:12:24.000]  不是要讓神的標準降低來救我們
[00:12:24.000 --> 00:12:27.000]  我們不必擔心講得太深
[00:12:27.000 --> 00:12:28.000]  講得太高
[00:12:28.000 --> 00:12:30.000]  弟兄姊妹們不能靈慧
[00:12:30.000 --> 00:12:31.000]  沒有那回事
[00:12:31.000 --> 00:12:34.000]  如果沒有聖靈就有那回事
[00:12:34.000 --> 00:12:38.000]  如果有聖靈就沒有那回事
[00:12:38.000 --> 00:12:42.000]  我們把主的心意宣講出來
[00:12:42.000 --> 00:12:44.000]  聖靈就光照
[00:12:44.000 --> 00:12:46.000]  聖靈就感動
[00:12:46.000 --> 00:12:48.000]  聖靈就教導
[00:12:48.000 --> 00:12:53.000]  神的話各個弟兄姊妹都會明白
[00:12:53.000 --> 00:12:57.000]  神的話語是高的
[00:12:57.000 --> 00:13:00.000]  神的意念高過我們的意念
[00:13:00.000 --> 00:13:03.000]  神的道路高過我們的道路
[00:13:03.000 --> 00:13:07.000]  所以我們必須要知道神的意念是什麼
[00:13:07.000 --> 00:13:09.000]  神的道路是什麼
[00:13:09.000 --> 00:13:14.000]  然後我們才有一個向上追求的心和目標
[00:13:14.000 --> 00:13:16.000]  不然就沒有目標
[00:13:16.000 --> 00:13:19.000]  我們又開始漂流
[00:13:19.000 --> 00:13:23.000]  所以許多熟讀的人的漂流
[00:13:23.000 --> 00:13:28.000]  是因為教會裡面沒有把奉獻的祭壇建立起來
[00:13:28.000 --> 00:13:34.000]  沒有建立起來是因為沒有把奉獻的真理講得清楚
[00:13:34.000 --> 00:13:36.000]  沒有這個奉獻的挑戰
[00:13:36.000 --> 00:13:39.000]  就沒有奉獻的回應
[00:13:39.000 --> 00:13:43.000]  這是必然的
[00:13:43.000 --> 00:13:49.000]  在我們讀到伊斯拉基第三章第五節的時候
[00:13:49.000 --> 00:13:53.000]  我們發現一件很值得我們注意的事
[00:13:53.000 --> 00:13:57.000]  就是當日伊斯蘭人從貝魯之地回來
[00:13:57.000 --> 00:14:00.000]  他們要重建聖殿
[00:14:00.000 --> 00:14:05.000]  在這個過程裡面他們做的第一件事是什麼
[00:14:05.000 --> 00:14:09.000]  伊斯拉基三章五節告訴我們
[00:14:09.000 --> 00:14:14.000]  他們做的第一件事就是建築祭壇
[00:14:14.000 --> 00:14:18.000]  聖殿的其他的部分還沒有動手
[00:14:18.000 --> 00:14:23.000]  他們先建造聖殿、祭壇
[00:14:23.000 --> 00:14:25.000]  在那裡把祭物獻上
[00:14:25.000 --> 00:14:28.000]  敬拜耶和華
[00:14:28.000 --> 00:14:31.000]  今天任何一個教會
[00:14:31.000 --> 00:14:33.000]  如果想興旺
[00:14:33.000 --> 00:14:36.000]  如果想得到弟兄姊妹們的愛足
[00:14:36.000 --> 00:14:39.000]  如果要大家有追求
[00:14:39.000 --> 00:14:40.000]  有好的侍奉
[00:14:40.000 --> 00:14:42.000]  有好的見證
[00:14:42.000 --> 00:14:51.000]  第一件事就要把祭壇建立起來
[00:14:51.000 --> 00:14:56.000]  現在我們看第二篇詩
[00:14:56.000 --> 00:14:58.000]  八十七篇
[00:14:58.000 --> 00:15:04.000]  八十七篇
[00:15:04.000 --> 00:15:08.000]  我們看頭三節
[00:15:08.000 --> 00:15:15.000]  也是表達詩人對聖城的愛
[00:15:15.000 --> 00:15:20.000]  耶和華說立的根基在聖山上
[00:15:20.000 --> 00:15:23.000]  聖山就是尋山
[00:15:23.000 --> 00:15:25.000]  也就是仙山
[00:15:25.000 --> 00:15:29.000]  也就是聖城所在的地方
[00:15:29.000 --> 00:15:30.000]  第二節
[00:15:30.000 --> 00:15:34.000]  他就是耶和華
[00:15:34.000 --> 00:15:36.000]  神愛西安的門
[00:15:36.000 --> 00:15:37.000]  生於愛
[00:15:37.000 --> 00:15:40.000]  壓克一切的住處
[00:15:40.000 --> 00:15:44.000]  聖城是神自己所愛的
[00:15:44.000 --> 00:15:48.000]  所以也是屬神的人所愛的
[00:15:48.000 --> 00:15:50.000]  第三節
[00:15:50.000 --> 00:15:52.000]  神的城啊
[00:15:52.000 --> 00:15:53.000]  有榮耀的事
[00:15:53.000 --> 00:15:58.000]  乃是指著你說的
[00:15:58.000 --> 00:15:59.000]  在聖城的歷史裡面
[00:15:59.000 --> 00:16:05.000]  充滿了神大能的奇妙的作為
[00:16:05.000 --> 00:16:08.000]  都記錄在聖城的歷史裡面
[00:16:08.000 --> 00:16:12.000]  所以詩人他面對聖城的時候
[00:16:12.000 --> 00:16:15.000]  他心裡充滿了這樣的感觸
[00:16:15.000 --> 00:16:17.000]  有這樣的情緒
[00:16:17.000 --> 00:16:19.000]  他就這樣的寫出來
[00:16:19.000 --> 00:16:21.000]  唱出來
[00:16:21.000 --> 00:16:25.000]  就覺得詩篇是用來唱的
[00:16:25.000 --> 00:16:27.000]  不是用來讀的
[00:16:27.000 --> 00:16:31.000]  所以他們裡面有很深的感情
[00:16:31.000 --> 00:16:33.000]  用歌唱的聲音
[00:16:33.000 --> 00:16:37.000]  向耶和華表達出來
[00:16:37.000 --> 00:16:39.000]  那麼我們要問
[00:16:39.000 --> 00:16:41.000]  在這篇詩裡面
[00:16:41.000 --> 00:16:43.000]  詩人最注意的
[00:16:43.000 --> 00:16:44.000]  最愛慕的
[00:16:44.000 --> 00:16:47.000]  最欣賞的是什麼
[00:16:47.000 --> 00:16:49.000]  第二節
[00:16:49.000 --> 00:16:51.000]  給我們看見
[00:16:51.000 --> 00:16:54.000]  神愛西安的門
[00:16:54.000 --> 00:16:56.000]  門
[00:16:56.000 --> 00:16:59.000]  這個門有什麼特點
[00:16:59.000 --> 00:17:01.000]  這個門的意義是什麼
[00:17:01.000 --> 00:17:06.000]  我們看看夏文向我們解釋
[00:17:06.000 --> 00:17:09.000]  我們先看第五節
[00:17:09.000 --> 00:17:12.000]  第五節
[00:17:12.000 --> 00:17:14.000]  論道西安必說
[00:17:14.000 --> 00:17:18.000]  這一個那一個都生在其中
[00:17:18.000 --> 00:17:23.000]  而且至高者必親自監立作成
[00:17:23.000 --> 00:17:24.000]  第六節
[00:17:24.000 --> 00:17:27.000]  當耶和華記錄萬民的時候
[00:17:27.000 --> 00:17:28.000]  他要點出
[00:17:28.000 --> 00:17:30.000]  這一個生在那裡
[00:17:30.000 --> 00:17:32.000]  下面生掉了
[00:17:32.000 --> 00:17:34.000]  那一個生在那裡
[00:17:34.000 --> 00:17:35.000]  這一個那一個
[00:17:35.000 --> 00:17:37.000]  這一個那一個
[00:17:37.000 --> 00:17:40.000]  這是一個特別的語法
[00:17:40.000 --> 00:17:42.000]  來表示很多的人
[00:17:42.000 --> 00:17:45.000]  每一個人
[00:17:45.000 --> 00:17:52.000]  他們個個生在聖城的門內
[00:17:52.000 --> 00:17:55.000]  那麼這些人是什麼人
[00:17:55.000 --> 00:17:57.000]  是以色列人嗎
[00:17:57.000 --> 00:17:59.000]  不是
[00:17:59.000 --> 00:18:01.000]  以色列人之外
[00:18:01.000 --> 00:18:05.000]  還有許多其他國家民族的人
[00:18:05.000 --> 00:18:08.000]  第四節
[00:18:08.000 --> 00:18:10.000]  我要提起哈拉波
[00:18:10.000 --> 00:18:13.000]  拉哈波和巴比倫人
[00:18:13.000 --> 00:18:15.000]  是在認識我之中的
[00:18:15.000 --> 00:18:16.000]  看啊
[00:18:16.000 --> 00:18:22.000]  菲律賓人和推羅賓人各個生在那裡
[00:18:22.000 --> 00:18:24.000]  許多的國家
[00:18:24.000 --> 00:18:26.000]  許多的民族
[00:18:26.000 --> 00:18:31.000]  他們在路身上與這個聖城無關
[00:18:31.000 --> 00:18:33.000]  但是在靈性上
[00:18:33.000 --> 00:18:35.000]  他們是屬於這個城的
[00:18:35.000 --> 00:18:38.000]  他們是生在這個城裡面
[00:18:38.000 --> 00:18:41.000]  所以這個門是福音的門
[00:18:41.000 --> 00:18:45.000]  是救恩的門
[00:18:45.000 --> 00:18:46.000]  感謝主
[00:18:46.000 --> 00:18:50.000]  從耶路撒冷把福音傳出去
[00:18:50.000 --> 00:18:53.000]  把許許多多的國民
[00:18:53.000 --> 00:18:54.000]  許許多多的人
[00:18:54.000 --> 00:18:58.000]  帶進基督的國度裡面
[00:18:58.000 --> 00:19:01.000]  他們在這裡重生
[00:19:01.000 --> 00:19:02.000]  生在這裡
[00:19:02.000 --> 00:19:03.000]  生在這裡
[00:19:03.000 --> 00:19:05.000]  生在這裡
[00:19:05.000 --> 00:19:07.000]  成為贖神的
[00:19:07.000 --> 00:19:08.000]  贖神的
[00:19:08.000 --> 00:19:10.000]  贖神的人
[00:19:10.000 --> 00:19:13.000]  這個城永遠不會倒塌
[00:19:13.000 --> 00:19:16.000]  永遠不會過去
[00:19:16.000 --> 00:19:18.000]  因為第五節說
[00:19:18.000 --> 00:19:20.000]  至高者
[00:19:20.000 --> 00:19:25.000]  他必親自建立這城
[00:19:25.000 --> 00:19:27.000]  城的右手
[00:19:27.000 --> 00:19:28.000]  全能的膀背
[00:19:28.000 --> 00:19:31.000]  要建立這個城
[00:19:31.000 --> 00:19:33.000]  永遠不會倒塌
[00:19:33.000 --> 00:19:35.000]  永遠不會失敗
[00:19:35.000 --> 00:19:38.000]  永遠不會過去
[00:19:38.000 --> 00:19:41.000]  這個門很重要
[00:19:41.000 --> 00:19:43.000]  救恩的門
[00:19:43.000 --> 00:19:45.000]  在我們的生活裡面
[00:19:45.000 --> 00:19:47.000]  要建立這個門
[00:19:47.000 --> 00:19:50.000]  帶領別人的救
[00:19:50.000 --> 00:19:52.000]  在我們的教會裡面
[00:19:52.000 --> 00:19:54.000]  一定要建立一個
[00:19:54.000 --> 00:19:56.000]  寬大的救恩的門
[00:19:56.000 --> 00:19:59.000]  而且要把它打開
[00:19:59.000 --> 00:20:02.000]  大大的打開
[00:20:02.000 --> 00:20:04.000]  有不少的教會
[00:20:04.000 --> 00:20:07.000]  在世界很多的地方
[00:20:07.000 --> 00:20:10.000]  這個門是關起來的
[00:20:10.000 --> 00:20:13.000]  沒有人在那裡蒙恩的救
[00:20:13.000 --> 00:20:16.000]  裡面冷清清的
[00:20:16.000 --> 00:20:18.000]  淒涼涼的
[00:20:18.000 --> 00:20:21.000]  因為沒有人在那裡蒙恩的救
[00:20:21.000 --> 00:20:23.000]  為什麼沒有人蒙恩的救
[00:20:23.000 --> 00:20:25.000]  因為救恩的門關起來
[00:20:25.000 --> 00:20:27.000]  因為弟兄姊妹們
[00:20:27.000 --> 00:20:29.000]  沒有傳福音的心志
[00:20:29.000 --> 00:20:33.000]  沒有傳福音的負擔和努力
[00:20:33.000 --> 00:20:35.000]  順其自然
[00:20:35.000 --> 00:20:37.000]  結果越久
[00:20:37.000 --> 00:20:39.000]  教會越收縮
[00:20:39.000 --> 00:20:41.000]  會友越少
[00:20:41.000 --> 00:20:42.000]  弟兄姊妹越少
[00:20:42.000 --> 00:20:44.000]  越冷
[00:20:44.000 --> 00:20:47.000]  看見人心足得救
[00:20:47.000 --> 00:20:49.000]  重生蒙恩
[00:20:49.000 --> 00:20:54.000]  是教會興旺的一個很重要的因素
[00:20:54.000 --> 00:20:57.000]  我們的心什麼時候熱起來
[00:20:57.000 --> 00:21:00.000]  當我們看見有人得救的時候
[00:21:00.000 --> 00:21:03.000]  我們的心就活熱起來
[00:21:03.000 --> 00:21:07.000]  當聖靈將神的愛澆灌在我們裡面的時候
[00:21:07.000 --> 00:21:09.000]  我們就有了神的愛
[00:21:09.000 --> 00:21:12.000]  這個神的愛是關切的愛
[00:21:12.000 --> 00:21:15.000]  對於迷失者
[00:21:15.000 --> 00:21:18.000]  滅亡者有關懷
[00:21:18.000 --> 00:21:21.000]  當我們有了這個關懷的時候
[00:21:21.000 --> 00:21:23.000]  我們的手開始動了
[00:21:23.000 --> 00:21:26.000]  我們的腳開始動了
[00:21:26.000 --> 00:21:29.000]  在福音的工作上動了
[00:21:29.000 --> 00:21:30.000]  那個時候
[00:21:30.000 --> 00:21:34.000]  聖靈就是使人重生的聖靈
[00:21:34.000 --> 00:21:36.000]  就要感動人
[00:21:36.000 --> 00:21:37.000]  吸引人
[00:21:37.000 --> 00:21:39.000]  拯救人
[00:21:39.000 --> 00:21:42.000]  讓這一個那一個各個各個
[00:21:42.000 --> 00:21:50.000]  生在基督的教會裡面
[00:21:50.000 --> 00:21:53.000]  在去年
[00:21:53.000 --> 00:21:57.000]  我到北京去
[00:21:57.000 --> 00:21:59.000]  看見有許多的宮殿
[00:21:59.000 --> 00:22:01.000]  很大的建築物
[00:22:01.000 --> 00:22:03.000]  在有一個地方
[00:22:03.000 --> 00:22:05.000]  看見那個門關上
[00:22:05.000 --> 00:22:09.000]  那幾個人抬了一個大的門栓
[00:22:09.000 --> 00:22:11.000]  就扣上去
[00:22:11.000 --> 00:22:13.000]  這個門誰也不能開了
[00:22:13.000 --> 00:22:18.000]  你看中國字的這個門栓的栓字怎麼寫的
[00:22:18.000 --> 00:22:19.000]  一個門字
[00:22:19.000 --> 00:22:21.000]  裡面有一紅
[00:22:21.000 --> 00:22:26.000]  那一紅呢真是像那個又重又大的那個門栓
[00:22:26.000 --> 00:22:28.000]  把它扣上去
[00:22:28.000 --> 00:22:30.000]  那幾個人抬了扣上去
[00:22:30.000 --> 00:22:33.000]  誰也不能開
[00:22:33.000 --> 00:22:35.000]  關定了
[00:22:35.000 --> 00:22:38.000]  有許多教會的門是栓住了
[00:22:38.000 --> 00:22:40.000]  關定了
[00:22:40.000 --> 00:22:42.000]  不能開了
[00:22:42.000 --> 00:22:44.000]  有的人想開
[00:22:44.000 --> 00:22:47.000]  被禁止
[00:22:47.000 --> 00:22:49.000]  無形之中
[00:22:49.000 --> 00:22:50.000]  遺傳裡面
[00:22:50.000 --> 00:22:55.000]  有一種抗拒傳福音工作的力量
[00:22:55.000 --> 00:22:57.000]  很厲害
[00:22:57.000 --> 00:22:59.000]  很可怕
[00:22:59.000 --> 00:23:01.000]  我們要靠著神
[00:23:01.000 --> 00:23:05.000]  讓聖靈把神的愛澆灌在我們裡面的時候
[00:23:05.000 --> 00:23:07.000]  我們有了神的關切
