
[00:00:00.000 --> 00:00:05.040]  第一章是重建聖殿的前傳
[00:02:07.520 --> 00:02:08.880]  再到石壁水塘
[00:02:08.880 --> 00:02:13.640]  再走上去鳳凰山
[00:02:13.640 --> 00:02:16.240]  再到白宮坳
[00:02:16.240 --> 00:02:17.680]  再到大東山
[00:02:17.680 --> 00:02:21.280]  再到東涌
[00:02:21.280 --> 00:02:22.760]  全程55公里
[00:02:22.760 --> 00:02:24.760]  我想問大家
[00:02:24.760 --> 00:02:26.040]  如果我告訴你們
[00:02:26.040 --> 00:02:27.040]  你們不用跑
[00:02:27.040 --> 00:02:27.840]  你們陪我而已
[00:02:27.840 --> 00:02:28.840]  不用跑
[00:02:28.840 --> 00:02:31.840]  沿途有很多東西吃
[00:02:31.840 --> 00:02:33.080]  不計時間
[00:02:33.080 --> 00:02:34.080]  我陪你
[00:02:34.080 --> 00:02:36.080]  總之有交分的
[00:02:36.080 --> 00:02:38.080]  有誰會陪我做這件事呢?
[00:02:38.080 --> 00:02:39.600]  請舉手
[00:02:39.600 --> 00:02:41.600]  沒錯,有兩個
[00:02:41.600 --> 00:02:43.120]  (我們精神上的潛伏)
[00:02:43.120 --> 00:02:44.760]  對,有兩個
[00:02:44.760 --> 00:02:48.360]  這兩個就是少數回歸耶路撒冷的人
[00:02:48.360 --> 00:02:49.240]  明白嗎?
[00:02:49.240 --> 00:02:50.200]  是很近
[00:02:50.200 --> 00:02:51.200]  55公里
[00:02:51.200 --> 00:02:52.640]  你們已經卻步了
[00:02:52.640 --> 00:02:54.640]  1400公里
[00:02:54.640 --> 00:02:56.640]  是多少年前的事?
[00:02:56.640 --> 00:02:58.640]  差不多是2800年
[00:02:58.640 --> 00:03:02.640]  2500年前的事
[00:03:02.640 --> 00:03:04.640]  是很艱鉅的事
[00:03:04.640 --> 00:03:06.640]  一聽到就覺得
[00:03:06.640 --> 00:03:07.640]  回歸耶路撒冷
[00:03:07.640 --> 00:03:08.640]  省一點吧
[00:03:08.640 --> 00:03:11.640]  很多人根本不會做的
[00:03:11.640 --> 00:03:13.640]  這是第一點
[00:03:13.640 --> 00:03:15.640]  為什麼回歸的人很少呢?
[00:03:15.640 --> 00:03:17.640]  第二點
[00:03:17.640 --> 00:03:18.640]  第二點是什麼呢?
[00:03:18.640 --> 00:03:20.640]  重建這個工程
[00:03:20.640 --> 00:03:22.640]  是非常艱鉅的
[00:03:22.640 --> 00:03:23.640]  非常艱鉅的
[00:03:23.640 --> 00:03:26.640]  我們從烈王記上第五第六章
[00:03:26.640 --> 00:03:30.640]  所羅門興建的第一個聖殿
[00:03:30.640 --> 00:03:32.640]  就知道有多艱鉅
[00:03:32.640 --> 00:03:34.640]  用了18萬人
[00:03:34.640 --> 00:03:36.640]  7年的時間
[00:03:36.640 --> 00:03:38.640]  很多的金錢
[00:03:38.640 --> 00:03:41.640]  才興建好第一個聖殿
[00:03:41.640 --> 00:03:42.640]  再聽一次
[00:03:42.640 --> 00:03:44.640]  18萬人
[00:03:44.640 --> 00:03:45.640]  7年的時間
[00:03:45.640 --> 00:03:47.640]  很多的資源
[00:03:47.640 --> 00:03:49.640]  才興建好第一個聖殿
[00:03:49.640 --> 00:03:51.640]  現在
[00:03:51.640 --> 00:03:53.640]  就算波斯王給了很多資源
[00:03:53.640 --> 00:03:55.640]  也好
[00:03:55.640 --> 00:03:57.640]  真的是很艱鉅
[00:03:57.640 --> 00:04:01.640]  這個非常不容易的工程
[00:04:01.640 --> 00:04:03.640]  第三點
[00:04:03.640 --> 00:04:08.640]  生命可能面對很多的危險
[00:04:08.640 --> 00:04:11.640]  因為從俄巴底亞書知道
[00:04:11.640 --> 00:04:13.640]  以東人
[00:04:13.640 --> 00:04:15.640]  當以色列被擄之後
[00:04:15.640 --> 00:04:17.640]  以東人已經進駐了
[00:04:17.640 --> 00:04:19.640]  猶太地耶路撒冷
[00:04:19.640 --> 00:04:20.640]  去那裡居住
[00:04:20.640 --> 00:04:21.640]  70年後
[00:04:21.640 --> 00:04:22.640]  已經過了70年
[00:04:22.640 --> 00:04:23.640]  那裡已經有很多
[00:04:23.640 --> 00:04:25.640]  以族人在耶路撒冷居住
[00:04:25.640 --> 00:04:27.640]  你再進去
[00:04:27.640 --> 00:04:29.640]  是吧
[00:04:29.640 --> 00:04:31.640]  那就有衝突
[00:04:31.640 --> 00:04:33.640]  就變成很多危機
[00:04:33.640 --> 00:04:35.640]  所以在以色列第四章
[00:04:35.640 --> 00:04:37.640]  就說這些衝突危機
[00:04:37.640 --> 00:04:39.640]  你離開了你的故土70年
[00:04:39.640 --> 00:04:41.640]  再回去的時候
[00:04:41.640 --> 00:04:43.640]  你現在進入了
[00:04:43.640 --> 00:04:45.640]  第二族的領域
[00:04:45.640 --> 00:04:47.640]  所以是很艱難的
[00:04:47.640 --> 00:04:49.640]  還有一樣
[00:04:49.640 --> 00:04:51.640]  其實是最重要的
[00:04:51.640 --> 00:04:53.640]  旅途長
[00:04:53.640 --> 00:04:55.640]  工程難
[00:04:55.640 --> 00:04:57.640]  生命可能有危險
[00:04:57.640 --> 00:04:59.640]  其實這些都是其次
[00:04:59.640 --> 00:05:01.640]  還有一樣最重要的是什麼呢
[00:05:01.640 --> 00:05:03.640]  最重要的是
[00:05:03.640 --> 00:05:05.640]  經文講道
[00:05:05.640 --> 00:05:07.640]  經文講道二經一節說
[00:05:07.640 --> 00:05:11.640]  這是從被擄之地回歸耶路撒冷
[00:05:11.640 --> 00:05:13.640]  我講過
[00:05:13.640 --> 00:05:15.640]  很多學者都認為
[00:05:15.640 --> 00:05:17.640]  這是第二次出埃及記
[00:05:17.640 --> 00:05:21.640]  以色列子民在出埃及記說
[00:05:21.640 --> 00:05:25.640]  如何去受奴僕
[00:05:25.640 --> 00:05:29.640]  當時的法老王的核制
[00:05:29.640 --> 00:05:31.640]  而被釋放
[00:05:31.640 --> 00:05:33.640]  去到加拿美地
[00:05:33.640 --> 00:05:37.640]  現在一批被擄的以色列子民
[00:05:37.640 --> 00:05:39.640]  好像被核制
[00:05:39.640 --> 00:05:41.640]  現在回歸耶路撒冷
[00:05:41.640 --> 00:05:43.640]  但是
[00:05:43.640 --> 00:05:47.640]  第二次出埃及記
[00:05:47.640 --> 00:05:49.640]  是很不同的
[00:05:49.640 --> 00:05:51.640]  在出埃及記
[00:05:51.640 --> 00:05:53.640]  人是很困苦的
[00:05:53.640 --> 00:05:55.640]  要做奴隸
[00:05:55.640 --> 00:05:59.640]  是很低層的
[00:05:59.640 --> 00:06:01.640]  但是在波斯帝國
[00:06:01.640 --> 00:06:03.640]  或者巴比倫帝國
[00:06:03.640 --> 00:06:05.640]  被擄的以色列子民
[00:06:05.640 --> 00:06:07.640]  是另外一回事
[00:06:07.640 --> 00:06:09.640]  他們已經生活得不錯
[00:06:09.640 --> 00:06:11.640]  他們有自己的生活
[00:06:11.640 --> 00:06:13.640]  有自己的身份
[00:06:13.640 --> 00:06:15.640]  自由的出入
[00:06:15.640 --> 00:06:17.640]  按照耶利米斯第29章
[00:06:17.640 --> 00:06:19.640]  第5到7節
[00:06:19.640 --> 00:06:21.640]  他們可以自己建屋
[00:06:21.640 --> 00:06:23.640]  有自己的農田
[00:06:23.640 --> 00:06:25.640]  耕種物
[00:06:25.640 --> 00:06:27.640]  可以衍生很多的後裔
[00:06:27.640 --> 00:06:29.640]  自己的身軟眾多
[00:06:29.640 --> 00:06:33.640]  並且為巴比倫的城池求平安
[00:06:33.640 --> 00:06:35.640]  已經是安居樂業
[00:06:35.640 --> 00:06:37.640]  被擄的以色列子民
[00:06:37.640 --> 00:06:39.640]  在當地
[00:06:39.640 --> 00:06:43.640]  已經過著不錯的生活
[00:06:43.640 --> 00:06:45.640]  並且我們知道
[00:06:45.640 --> 00:06:47.640]  有少數猶太人
[00:06:47.640 --> 00:06:49.640]  生居高位
[00:06:49.640 --> 00:06:51.640]  但義和三個朋友
[00:06:51.640 --> 00:06:53.640]  再加上
[00:06:53.640 --> 00:06:55.640]  以斯帖
[00:06:55.640 --> 00:06:57.640]  和沒底改
[00:06:57.640 --> 00:06:59.640]  其實有很多猶太人
[00:06:59.640 --> 00:07:03.640]  已經在皇室貴族當中
[00:07:03.640 --> 00:07:05.640]  是很顯赫的
[00:07:05.640 --> 00:07:07.640]  我們從經文可以看到
[00:07:07.640 --> 00:07:09.640]  今天的經文
[00:07:09.640 --> 00:07:11.640]  在第60幾節
[00:07:11.640 --> 00:07:13.640]  第64節
[00:07:13.640 --> 00:07:15.640]  65節
[00:07:15.640 --> 00:07:17.640]  66節
[00:07:17.640 --> 00:07:21.640]  你會看到他們不是一般的基層人士
[00:07:21.640 --> 00:07:25.640]  他們有超過7000個奴隸
[00:07:25.640 --> 00:07:27.640]  奴僕
[00:07:27.640 --> 00:07:29.640]  有很多的牛
[00:07:29.640 --> 00:07:31.640]  老馬
[00:07:31.640 --> 00:07:33.640]  老
[00:07:33.640 --> 00:07:35.640]  其實生活也不錯
[00:07:35.640 --> 00:07:37.640]  在這裡
[00:07:37.640 --> 00:07:39.640]  如果你家中有傭工
[00:07:39.640 --> 00:07:41.640]  我相信你自己
[00:07:41.640 --> 00:07:43.640]  也過著一個
[00:07:43.640 --> 00:07:45.640]  不錯的生活
[00:07:45.640 --> 00:07:47.640]  不一定很富庶
[00:07:47.640 --> 00:07:49.640]  但不錯的生活
[00:07:49.640 --> 00:07:53.640]  因為你請得起4000多元的傭工來服侍你
[00:07:53.640 --> 00:07:55.640]  不錯的生活
[00:07:55.640 --> 00:07:57.640]  你明白我的意思吧
[00:07:57.640 --> 00:07:59.640]  所以
[00:07:59.640 --> 00:08:01.640]  當波斯王居奧士
[00:08:01.640 --> 00:08:03.640]  宣召
[00:08:03.640 --> 00:08:05.640]  你們被捕的猶太人
[00:08:05.640 --> 00:08:07.640]  你們可以回歸耶路撒冷
[00:08:07.640 --> 00:08:09.640]  為什麼這麼多人卻步呢
[00:08:09.640 --> 00:08:11.640]  因為我們在安書區
[00:08:11.640 --> 00:08:13.640]  你明白嗎
[00:08:13.640 --> 00:08:15.640]  過著一個不錯的生活
[00:08:15.640 --> 00:08:17.640]  為什麼我要
[00:08:17.640 --> 00:08:19.640]  連根拔起
[00:08:19.640 --> 00:08:21.640]  再次去到很艱難的地方
[00:08:21.640 --> 00:08:23.640]  從零開始
[00:08:23.640 --> 00:08:25.640]  重建耶路撒冷的聖殿
[00:08:25.640 --> 00:08:27.640]  並且
[00:08:27.640 --> 00:08:29.640]  重新的生活
[00:08:29.640 --> 00:08:33.640]  這是一個很不容易的事
[00:08:33.640 --> 00:08:37.640]  這個不容易的事
[00:08:37.640 --> 00:08:39.640]  其實我們也很明白
[00:08:39.640 --> 00:08:41.640]  譬如說
[00:08:41.640 --> 00:08:43.640]  由A的地區
[00:08:43.640 --> 00:08:45.640]  例如將軍澳區
[00:08:45.640 --> 00:08:47.640]  搬到B的地區
[00:08:47.640 --> 00:08:49.640]  大埔區
[00:08:49.640 --> 00:08:51.640]  要重新適應
[00:08:51.640 --> 00:08:53.640]  交通網絡
[00:08:53.640 --> 00:08:55.640]  買菜
[00:08:55.640 --> 00:08:57.640]  是不容易的
[00:08:57.640 --> 00:08:59.640]  或者轉工
[00:08:59.640 --> 00:09:01.640]  由A公司轉到B公司
[00:09:01.640 --> 00:09:03.640]  重新的人際網絡關係
[00:09:03.640 --> 00:09:05.640]  老闆的處事
[00:09:05.640 --> 00:09:07.640]  又要再次適應
[00:09:07.640 --> 00:09:11.640]  想當年1996年
[00:09:11.640 --> 00:09:13.640]  基法團的直堂
[00:09:13.640 --> 00:09:15.640]  容易嗎
[00:09:15.640 --> 00:09:17.640]  大驚說不容易
[00:09:17.640 --> 00:09:19.640]  不容易嗎
[00:09:19.640 --> 00:09:21.640]  像基法團那些
[00:09:21.640 --> 00:09:23.640]  你想想
[00:09:23.640 --> 00:09:25.640]  我講的時候
[00:09:25.640 --> 00:09:27.640]  由北宣直堂去將軍澳
[00:09:27.640 --> 00:09:29.640]  1998年去孫基堂
[00:09:29.640 --> 00:09:31.640]  沒有地鐵
[00:09:31.640 --> 00:09:33.640]  很艱難
[00:09:33.640 --> 00:09:35.640]  要經過一些爛地盤才能去到
[00:09:35.640 --> 00:09:37.640]  我真的不容易
[00:09:37.640 --> 00:09:39.640]  更加講一些人移民
[00:09:39.640 --> 00:09:43.640]  其實想起這些事
[00:09:43.640 --> 00:09:45.640]  有時候也會
[00:09:45.640 --> 00:09:47.640]  想一想
[00:09:47.640 --> 00:09:49.640]  是不是真的
[00:09:49.640 --> 00:09:51.640]  所以你又明白到
[00:09:51.640 --> 00:09:53.640]  為什麼第二章那麼寶貴
[00:09:53.640 --> 00:09:55.640]  為什麼第二章那麼寶貴
[00:09:55.640 --> 00:09:59.640]  因為除了神激動他們
[00:09:59.640 --> 00:10:01.640]  去到回歸之外
[00:10:01.640 --> 00:10:03.640]  這批人參與一個
[00:10:03.640 --> 00:10:05.640]  很偉大
[00:10:05.640 --> 00:10:07.640]  神的工程
[00:10:07.640 --> 00:10:09.640]  真是
[00:10:09.640 --> 00:10:11.640]  很寶貴
[00:10:11.640 --> 00:10:13.640]  我覺得每讀第二章的時候
[00:10:13.640 --> 00:10:15.640]  就知道這批人
[00:10:15.640 --> 00:10:17.640]  是一批怎樣的人
[00:10:17.640 --> 00:10:19.640]  等下文再講
[00:10:19.640 --> 00:10:25.640]  70年過去了
[00:10:25.640 --> 00:10:27.640]  其實很多
[00:10:27.640 --> 00:10:29.640]  當時昔日秘魯到巴比倫
[00:10:29.640 --> 00:10:33.640]  就算年輕的已經是年老了
[00:10:33.640 --> 00:10:35.640]  所以很多回歸的
[00:10:35.640 --> 00:10:39.640]  應該是第二第三甚至是第四代
[00:10:39.640 --> 00:10:41.640]  猶太的人
[00:10:41.640 --> 00:10:43.640]  他們從來
[00:10:43.640 --> 00:10:45.640]  從來都沒有見過
[00:10:45.640 --> 00:10:47.640]  第一聖殿
[00:10:47.640 --> 00:10:49.640]  很多都沒有見過
[00:10:49.640 --> 00:10:53.640]  為什麼他們會願意回去呢
[00:10:53.640 --> 00:10:55.640]  當然一章五節講了答案
[00:10:55.640 --> 00:10:57.640]  神激動他們
[00:10:57.640 --> 00:10:59.640]  碰一碰他們
[00:10:59.640 --> 00:11:01.640]  喚醒他們的心靈
[00:11:01.640 --> 00:11:03.640]  以致他們願意回去
[00:11:03.640 --> 00:11:05.640]  不過我們又要問
[00:11:05.640 --> 00:11:09.640]  為什麼神要這批以色列子民
[00:11:09.640 --> 00:11:11.640]  要找這批子民
[00:11:11.640 --> 00:11:13.640]  去重建第二個聖殿
[00:11:13.640 --> 00:11:15.640]  我們要問
[00:11:15.640 --> 00:11:17.640]  為什麼要找第二聖殿
[00:11:17.640 --> 00:11:19.640]  不興建也可以
[00:11:19.640 --> 00:11:23.640]  或者你在巴比倫
[00:11:23.640 --> 00:11:27.640]  或者波斯帝國住得這麼開心
[00:11:27.640 --> 00:11:29.640]  為什麼這麼著緊
[00:11:29.640 --> 00:11:31.640]  其中一個原因
[00:11:31.640 --> 00:11:33.640]  表面上回歸
[00:11:33.640 --> 00:11:35.640]  回歸然後殺難
[00:11:35.640 --> 00:11:37.640]  回歸故土
[00:11:37.640 --> 00:11:39.640]  重建以色列國
[00:11:39.640 --> 00:11:41.640]  表面上是這樣
[00:11:41.640 --> 00:11:43.640]  但是在底層
[00:11:43.640 --> 00:11:45.640]  有一個很重要的原因
[00:11:45.640 --> 00:11:47.640]  為什麼耶路撒沙
[00:11:47.640 --> 00:11:49.640]  定義的
[00:11:49.640 --> 00:11:51.640]  按著他的心意
[00:11:51.640 --> 00:11:53.640]  經過七十年
[00:11:53.640 --> 00:11:55.640]  應驗耶路撒沙的經文
[00:11:55.640 --> 00:11:57.640]  為什麼要定義的
[00:11:57.640 --> 00:12:01.640]  興建重建這個聖殿
[00:12:01.640 --> 00:12:03.640]  有原因的
[00:12:03.640 --> 00:12:05.640]  其中一個
[00:12:05.640 --> 00:12:07.640]  我覺得給我們很大的啟示
[00:12:07.640 --> 00:12:09.640]  在列王記
[00:12:09.640 --> 00:12:11.640]  在列王記上
[00:12:11.640 --> 00:12:13.640]  第八章
[00:12:13.640 --> 00:12:15.640]  二十七節
[00:12:15.640 --> 00:12:19.640]  所學們興建了第一聖殿之後
[00:12:19.640 --> 00:12:21.640]  獻上禱告
[00:12:21.640 --> 00:12:23.640]  禱告是什麼
[00:12:23.640 --> 00:12:25.640]  不如大家讀出來
[00:12:25.640 --> 00:12:27.640]  我們讀出來
[00:12:27.640 --> 00:12:29.640]  準備
[00:12:29.640 --> 00:12:31.640]  神果真住在地上嗎
[00:12:31.640 --> 00:12:33.640]  看呀天和天上的天
[00:12:33.640 --> 00:12:35.640]  尚且不足你的居住的
[00:12:35.640 --> 00:12:39.640]  何況我所見的這殿
[00:12:39.640 --> 00:12:41.640]  為求耶和華
[00:12:41.640 --> 00:12:43.640]  我的上誰故僕人的禱告
[00:12:43.640 --> 00:12:45.640]  祈求苦聽僕人
[00:12:45.640 --> 00:12:47.640]  苦聽僕人
[00:12:47.640 --> 00:13:13.640]  聽到嗎
[00:13:13.640 --> 00:13:15.640]  所學們建了第一聖殿之後
[00:13:15.640 --> 00:13:17.640]  獻上禱告
[00:13:17.640 --> 00:13:19.640]  禱告主要說什麼
[00:13:19.640 --> 00:13:21.640]  萬君的耶和華
[00:13:21.640 --> 00:13:23.640]  你聽我們子民
[00:13:23.640 --> 00:13:25.640]  聽我們的禱告
[00:13:25.640 --> 00:13:27.640]  我們向你呼求
[00:13:27.640 --> 00:13:29.640]  我們呼求你聽
[00:13:29.640 --> 00:13:31.640]  呼求聽
[00:13:31.640 --> 00:13:33.640]  其實是說什麼
[00:13:33.640 --> 00:13:35.640]  confidential relationship
[00:13:35.640 --> 00:13:37.640]  納約的關係
[00:13:37.640 --> 00:13:39.640]  我們是你的子民
[00:13:39.640 --> 00:13:41.640]  你是我們的神
[00:13:41.640 --> 00:13:43.640]  你赦免我們的過犯
[00:13:43.640 --> 00:13:45.640]  所以聖殿有憲制
[00:13:45.640 --> 00:13:47.640]  全部都是說關係
[00:13:47.640 --> 00:13:49.640]  耶和華神
[00:13:49.640 --> 00:13:51.640]  為什麼要激動
[00:13:51.640 --> 00:13:53.640]  波斯帝國居奴時王
[00:13:53.640 --> 00:13:55.640]  為什麼要激動一批
[00:13:55.640 --> 00:13:57.640]  少數的以色列子民
[00:13:57.640 --> 00:13:59.640]  回歸耶路撒冷
[00:13:59.640 --> 00:14:01.640]  重建第二聖殿
[00:14:01.640 --> 00:14:03.640]  就因為耶和華神
[00:14:03.640 --> 00:14:05.640]  很著緊
[00:14:05.640 --> 00:14:07.640]  神的子民
[00:14:07.640 --> 00:14:09.640]  和他的關係
[00:14:09.640 --> 00:14:11.640]  其實聖殿是
[00:14:11.640 --> 00:14:13.640]  塑造著以色列子民的生活和生命
[00:14:13.640 --> 00:14:19.640]  正如我們今天在這裡
[00:14:19.640 --> 00:14:21.640]  其實每一次的崇拜
[00:14:21.640 --> 00:14:23.640]  不單止團契
[00:14:23.640 --> 00:14:25.640]  唱詩
[00:14:25.640 --> 00:14:27.640]  是塑造著你和神的關係
[00:14:27.640 --> 00:14:31.640]  是真的
[00:14:31.640 --> 00:14:33.640]  每一次的敬拜
[00:14:33.640 --> 00:14:35.640]  每個禮拜一次我們走在一起
[00:14:35.640 --> 00:14:37.640]  這個群體的生活
[00:14:37.640 --> 00:14:39.640]  是塑造著我們
[00:14:39.640 --> 00:14:41.640]  如何認識我們的神和信仰
[00:14:41.640 --> 00:14:43.640]  我們的價值觀
[00:14:43.640 --> 00:14:45.640]  我們的行事為人
[00:14:45.640 --> 00:14:47.640]  全部都是在這裡產生
[00:14:47.640 --> 00:14:49.640]  我們等待最後一頁頒佈祝福
[00:14:49.640 --> 00:14:51.640]  祝福是差遣你們
[00:14:51.640 --> 00:14:53.640]  進來了
[00:14:53.640 --> 00:14:55.640]  明白神的心意
[00:14:55.640 --> 00:14:57.640]  出回去這個世界當中
[00:14:57.640 --> 00:14:59.640]  活出神的心意
[00:14:59.640 --> 00:15:01.640]  我們不是Sunday Christian
[00:15:01.640 --> 00:15:03.640]  我們不是有兩三個小時的敬拜
[00:15:03.640 --> 00:15:05.640]  其餘的時間就過自己的生活
[00:15:05.640 --> 00:15:07.640]  不是的
[00:15:07.640 --> 00:15:09.640]  當然不是
[00:15:09.640 --> 00:15:11.640]  我們走在一起在聖殿當中
[00:15:11.640 --> 00:15:13.640]  與神相遇之後
[00:15:13.640 --> 00:15:15.640]  出回去反照主的榮光
[00:15:15.640 --> 00:15:17.640]  在我們生活
[00:15:17.640 --> 00:15:19.640]  家庭工作
[00:15:19.640 --> 00:15:21.640]  在街市買菜
[00:15:21.640 --> 00:15:23.640]  什麼都好
[00:15:23.640 --> 00:15:25.640]  顯出神的心意
[00:15:25.640 --> 00:15:27.640]  所以為什麼神很著緊重建第二聖殿
[00:15:27.640 --> 00:15:29.640]  就因為很著緊我們和神的關係
[00:15:29.640 --> 00:15:31.640]  是一個怎樣的關係
[00:15:31.640 --> 00:15:33.640]  這個關係
[00:15:33.640 --> 00:15:35.640]  這個信仰是一代傳一代傳一代的
[00:15:35.640 --> 00:15:37.640]  生命紀第六章
[00:15:37.640 --> 00:15:39.640]  要殷勤教訓他的兒女
[00:15:39.640 --> 00:15:43.640]  無論坐下起來
[00:15:43.640 --> 00:15:45.640]  站在街上
[00:15:45.640 --> 00:15:47.640]  都要傳講
[00:15:47.640 --> 00:15:49.640]  又要寫在
[00:15:49.640 --> 00:15:51.640]  亞尚維基號
[00:15:51.640 --> 00:15:53.640]  亞尚維基文
[00:15:53.640 --> 00:15:55.640]  寫在手上
[00:15:55.640 --> 00:15:57.640]  又要寫在門框上城門上
[00:15:57.640 --> 00:15:59.640]  為什麼要做這麼多
[00:15:59.640 --> 00:16:01.640]  都是要我們去認識
[00:16:01.640 --> 00:16:03.640]  耶和華神
[00:16:03.640 --> 00:16:07.640]  耶和華神
[00:16:07.640 --> 00:16:09.640]  既然我們知道
[00:16:09.640 --> 00:16:11.640]  我們知道耶和華神
[00:16:11.640 --> 00:16:13.640]  激動了少數的人回去了
[00:16:13.640 --> 00:16:15.640]  這批人是什麼樣的人
[00:16:15.640 --> 00:16:17.640]  我們看看名單
[00:16:17.640 --> 00:16:19.640]  這批人的名單
[00:16:19.640 --> 00:16:21.640]  包括有第二節
[00:16:21.640 --> 00:16:23.640]  講的這些領袖
[00:16:23.640 --> 00:16:25.640]  包括
[00:16:25.640 --> 00:16:27.640]  所羅巴巴為首的領袖
[00:16:27.640 --> 00:16:29.640]  這批的領袖
[00:16:29.640 --> 00:16:31.640]  其實應該身份都不錯
[00:16:31.640 --> 00:16:33.640]  因為所羅巴巴是大衛的後裔
[00:16:33.640 --> 00:16:37.640]  在歷代至上的三章十九節
[00:16:37.640 --> 00:16:39.640]  第二節開始
[00:16:39.640 --> 00:16:41.640]  到第三十五節
[00:16:41.640 --> 00:16:43.640]  是以色列子民的家族
[00:16:43.640 --> 00:16:45.640]  這些家族
[00:16:45.640 --> 00:16:47.640]  其實是平凡的家族
[00:16:47.640 --> 00:16:49.640]  普通人一個
[00:16:49.640 --> 00:16:51.640]  三十六到三十九節
[00:16:51.640 --> 00:16:53.640]  有祭司,四十節有美人
[00:16:53.640 --> 00:16:55.640]  是聖殿的公職人員
[00:16:55.640 --> 00:16:57.640]  在聖殿服侍
[00:16:57.640 --> 00:16:59.640]  四十二節有守門
[00:16:59.640 --> 00:17:01.640]  四十三到五十四節
[00:17:01.640 --> 00:17:03.640]  就是提靈
[00:17:03.640 --> 00:17:05.640]  或者叫做奠逆
[00:17:05.640 --> 00:17:07.640]  在聖殿當中
[00:17:07.640 --> 00:17:09.640]  做保安或是看守
[00:17:09.640 --> 00:17:11.640]  五十五到五十七節
[00:17:11.640 --> 00:17:13.640]  有所有門的後裔
[00:17:13.640 --> 00:17:15.640]  都是做
[00:17:15.640 --> 00:17:17.640]  服人服侍
[00:17:17.640 --> 00:17:19.640]  五十九到六十三節
[00:17:19.640 --> 00:17:21.640]  有些人沒有家譜
[00:17:21.640 --> 00:17:23.640]  所以查不到
[00:17:23.640 --> 00:17:25.640]  查不到的時候
[00:17:25.640 --> 00:17:27.640]  暫時不能侍奉
[00:17:27.640 --> 00:17:29.640]  不過他們可以回歸
[00:17:29.640 --> 00:17:31.640]  容許他們回歸
[00:17:31.640 --> 00:17:33.640]  但暫時不能侍奉
[00:17:33.640 --> 00:17:35.640]  六十五節有瀑被
[00:17:35.640 --> 00:17:37.640]  又有唱歌的男女
[00:17:37.640 --> 00:17:39.640]  這裡說的是有多少人
[00:17:39.640 --> 00:17:41.640]  經文六十四到六十五節
[00:17:41.640 --> 00:17:43.640]  大約有五萬人
[00:17:43.640 --> 00:17:45.640]  大約有五萬人
[00:17:45.640 --> 00:17:47.640]  神不是呼召一個人
[00:17:47.640 --> 00:17:49.640]  去見聖殿
[00:17:49.640 --> 00:17:51.640]  是呼召一整批人
[00:17:51.640 --> 00:17:53.640]  這批人有男有女
[00:17:53.640 --> 00:17:55.640]  有瀑人
[00:17:55.640 --> 00:17:57.640]  有重要的身份
