
[00:00:00.000 --> 00:00:01.280]  各位節目平安
[00:02:18.480 --> 00:02:21.800]  甚至他自己的兒子約拿丹他都想殺
[00:02:21.800 --> 00:02:25.440]  到了晚年的時候 我們看到這個訴羅
[00:02:25.440 --> 00:02:29.520]  瘋狂到一個地步 他走去找巫婆招魂
[00:02:29.520 --> 00:02:35.320]  什麼都做 很可憐 後來死於非命
[00:02:35.320 --> 00:02:38.760]  大衛開始的時候大家更加熟
[00:02:38.760 --> 00:02:41.600]  又好像一個童話故事一樣
[00:02:41.600 --> 00:02:45.920]  三五顆石頭就打倒了這個哥利亞
[00:02:45.920 --> 00:02:47.760]  多麼有信心
[00:02:47.760 --> 00:02:50.880]  這個大衛他自己給神
[00:02:50.880 --> 00:02:54.920]  將他成為以色列國第二個皇帝
[00:02:54.920 --> 00:02:59.480]  他初初的時候敬畏耶和華 跟隨神
[00:02:59.480 --> 00:03:03.840]  希望要做一個神眼中所喜悅的皇帝
[00:03:03.840 --> 00:03:09.800]  然後我們看到當他坐穩他的寶座的時候
[00:03:09.800 --> 00:03:14.480]  他淫人妻子 殺人丈夫
[00:03:14.480 --> 00:03:18.800]  後來他為了掩蓋自己這些罪惡的時候
[00:03:18.800 --> 00:03:22.000]  濫殺無辜
[00:03:22.000 --> 00:03:26.200]  所羅門 所羅門是以色列王國裡面
[00:03:26.200 --> 00:03:29.520]  最偉大的 最有成就的皇帝
[00:03:29.520 --> 00:03:32.600]  所羅門小時候已經祈禱求智慧
[00:03:32.600 --> 00:03:35.080]  神就真的將智慧給他
[00:03:35.080 --> 00:03:37.720]  以前兩個王一直想做的事
[00:03:37.720 --> 00:03:40.120]  就是為了耶和華建一個聖殿都建不成
[00:03:40.120 --> 00:03:41.960]  到他手裡建成
[00:03:41.960 --> 00:03:47.160]  以色列王國成為當時中東最偉大的所羅門帝國
[00:03:47.160 --> 00:03:50.560]  所擁有的東西多到不得了
[00:03:50.560 --> 00:03:55.840]  但是所羅門他將我異邦的妃嬪
[00:03:55.840 --> 00:03:58.240]  追入他自己的王宮之後
[00:03:58.240 --> 00:04:01.120]  開始整個國家的信仰墮落
[00:04:01.120 --> 00:04:07.080]  墮落到那個地步 神說你之後不會再有統一的王國
[00:04:07.080 --> 00:04:10.880]  一王國分裂 接著亡國多少年了?
[00:04:10.880 --> 00:04:15.160]  三千年 到二十世紀的時候才重新復國
[00:04:15.160 --> 00:04:17.160]  但是已經沒有皇帝
[00:04:17.160 --> 00:04:20.080]  這個就是以色列三個
[00:04:20.080 --> 00:04:24.640]  也都唯有的三個統一王國裡面的皇帝
[00:04:24.640 --> 00:04:27.120]  你看他年輕的時候就好像你和我一樣
[00:04:27.120 --> 00:04:31.680]  熱心過的 追求過的 虔誠過的
[00:04:31.680 --> 00:04:36.080]  在信仰上面認真過的 但是後來完蛋了
[00:04:36.080 --> 00:04:38.560]  為什麼他會完蛋?
[00:04:38.560 --> 00:04:42.200]  接著我們就轉到說為什麼我們叫他做是現代人的誘惑
[00:04:42.200 --> 00:04:45.720]  三千年前所發生的事怎麼現代化呢?
[00:04:45.720 --> 00:04:47.960]  我想告訴你有兩件事 第一
[00:04:47.960 --> 00:04:49.960]  人性沒有什麼現代不現代的
[00:04:49.960 --> 00:04:54.560]  三千年前慣低的東西現在一直在慣低著
[00:04:54.560 --> 00:04:58.000]  所以我一定要研究一下究竟為什麼他會搞成這樣
[00:04:58.000 --> 00:05:00.720]  第二
[00:05:00.720 --> 00:05:07.120]  撒旦魔鬼在那時候的手法和現在是沒有什麼分別的
[00:05:07.120 --> 00:05:11.800]  那時候是這樣打低這三個曾經熱心過的人
[00:05:11.800 --> 00:05:17.120]  今天同樣的在你身上要做同樣的打低你的功夫
[00:05:17.120 --> 00:05:19.640]  所以我們說他們都很現代
[00:05:19.640 --> 00:05:22.840]  我們說下去你會發覺他們真的很現代的
[00:05:22.840 --> 00:05:26.280]  雖然他們所住的日子是三千年前
[00:05:26.280 --> 00:05:30.240]  但是現在我們所面對的正正也是他們那時候面對的
[00:05:30.240 --> 00:05:33.000]  所以希望今天我們和大家一起分享的
[00:05:33.000 --> 00:05:36.800]  能夠成為你和我自己的提醒 好不好?
[00:05:36.800 --> 00:05:39.080]  好 我們就進行了
[00:05:39.080 --> 00:05:42.240]  大家可以拿著你那個港島的大綱
[00:05:42.240 --> 00:05:45.240]  我們因為要看的經文相當多
[00:05:45.240 --> 00:05:49.360]  你有興趣可以跟著所列出來的經文翻開
[00:05:49.360 --> 00:05:52.520]  尤其是撒慕爾記上、撒慕爾記下
[00:05:52.520 --> 00:05:55.000]  和列王記上這三個地方
[00:05:55.000 --> 00:05:57.800]  不過如果你說我還是這麼快看不及
[00:05:57.800 --> 00:05:59.960]  那你回家希望你也看 好不好?
[00:05:59.960 --> 00:06:04.160]  我們先從蘇羅開始
[00:06:04.160 --> 00:06:06.960]  什麼令到蘇羅降低?
[00:06:06.960 --> 00:06:10.360]  我們劈頭簡單直接來說
[00:06:10.360 --> 00:06:14.160]  就是他那幫百姓 他那幫群眾
[00:06:14.160 --> 00:06:16.480]  那很矛盾的
[00:06:16.480 --> 00:06:20.280]  蘇羅做皇帝之所以能夠成為皇帝
[00:06:20.280 --> 00:06:22.040]  就是他那幫百姓
[00:06:22.040 --> 00:06:25.320]  所以百姓是令到他最滿足的 是不是?
[00:06:25.320 --> 00:06:27.000]  沒有那幫百姓他做什麼皇帝?
[00:06:27.000 --> 00:06:30.080]  但是百姓也是害死他的
[00:06:30.080 --> 00:06:33.280]  這個就好像很矛盾 但是事實
[00:06:33.280 --> 00:06:36.040]  就好像我們今天那些粉絲那樣
[00:06:36.040 --> 00:06:38.480]  今天有偶像 我們有粉絲
[00:06:38.480 --> 00:06:41.280]  我們看到多少我們周圍的
[00:06:41.280 --> 00:06:44.200]  我們看到周圍我們所明白
[00:06:44.200 --> 00:06:47.120]  我們看到多少的明星、多少的波士頓
[00:06:47.120 --> 00:06:49.120]  是那些粉絲捧他上去
[00:06:49.120 --> 00:06:51.840]  令到他得到最大的滿足
[00:06:51.840 --> 00:06:54.440]  但是也是那些粉絲的錢回答他 是不是?
[00:06:54.440 --> 00:06:56.920]  同一幫人
[00:06:56.920 --> 00:07:01.040]  蘇羅就是死在這幫群眾身上
[00:07:01.040 --> 00:07:03.680]  他最需要群眾 但是死在群眾
[00:07:03.680 --> 00:07:07.320]  我們看看他怎樣去 這個轉折點是怎樣
[00:07:07.320 --> 00:07:09.040]  蘇羅做了皇帝 剛才說的
[00:07:09.040 --> 00:07:11.560]  好像童話一樣 就成為皇帝
[00:07:11.560 --> 00:07:14.080]  當時蘇羅帶著這幫百姓的時候
[00:07:14.080 --> 00:07:15.560]  我相信百姓都很擁護他
[00:07:15.560 --> 00:07:18.320]  蘇羅覺得 哇 從一個寂寂無名的年輕人
[00:07:18.320 --> 00:07:19.880]  現在我做皇帝
[00:07:19.880 --> 00:07:22.800]  我相信他都是敬畏神的人 他不是飄飄然
[00:07:22.800 --> 00:07:25.000]  他在面對他國家要面對的事情
[00:07:25.000 --> 00:07:26.520]  他作為皇帝沒辦法
[00:07:26.520 --> 00:07:28.600]  於是當時最大的敵人是什麼呢?
[00:07:28.600 --> 00:07:30.200]  是菲利士人
[00:07:30.200 --> 00:07:33.800]  菲利士人的軍事 厲害他很多
[00:07:33.800 --> 00:07:37.760]  我們看看第一個個案 好嗎?
[00:07:37.760 --> 00:07:39.960]  就是薩姆爾記上十三章
[00:07:39.960 --> 00:07:43.080]  我們稱他為未等到薩姆爾來
[00:07:43.080 --> 00:07:46.040]  就自己獻祭的個案的事件
[00:07:46.040 --> 00:07:47.280]  什麼事件?
[00:07:47.280 --> 00:07:49.920]  當時聖經告訴他
[00:07:49.920 --> 00:07:52.600]  菲利士人集中他的軍力
[00:07:52.600 --> 00:07:57.640]  上來對付猶大人 即是以色列人
[00:07:57.640 --> 00:08:00.600]  當時的菲利士人 聖經告訴他
[00:08:00.600 --> 00:08:02.400]  當他齊集在一個平原的時候
[00:08:02.400 --> 00:08:04.000]  你看下去都心寒
[00:08:04.000 --> 00:08:08.760]  因為聖經說 只是戰車三千
[00:08:08.760 --> 00:08:10.760]  騎兵六千
[00:08:10.760 --> 00:08:15.320]  還有那些步兵好像海邊的沙一樣
[00:08:15.320 --> 00:08:17.960]  以色列人有多少呢?
[00:08:17.960 --> 00:08:19.880]  驚起來 走啊走啊走到最後
[00:08:19.880 --> 00:08:22.560]  後來聖經告訴他 六百
[00:08:22.560 --> 00:08:25.560]  換了你做訴羅
[00:08:25.560 --> 00:08:27.680]  你怎麼辦? 怎麼打?
[00:08:27.680 --> 00:08:28.800]  是不是?
[00:08:28.800 --> 00:08:30.560]  所以其實可能訴羅
[00:08:30.560 --> 00:08:32.120]  一開始就跟百姓說
[00:08:32.120 --> 00:08:34.560]  不要緊的 我們靠耀華
[00:08:34.560 --> 00:08:36.080]  其實他記得的
[00:08:36.080 --> 00:08:38.440]  在聖經裡面有這些例子的
[00:08:38.440 --> 00:08:43.160]  當日我們約書亞的時候
[00:08:43.160 --> 00:08:45.200]  當他進去迦南的時候
[00:08:45.200 --> 00:08:46.760]  那個耶利哥城怎麼打?
[00:08:46.760 --> 00:08:48.640]  沒得打的
[00:08:48.640 --> 00:08:50.120]  後來怎麼打贏的?
[00:08:50.120 --> 00:08:51.320]  圍著他走七個圈
[00:08:51.320 --> 00:08:54.280]  一吹 吹號角 自己倒的
[00:08:54.280 --> 00:08:56.400]  就是神要介入的時候
[00:08:56.400 --> 00:08:58.400]  你想都想不到方法
[00:08:58.400 --> 00:09:00.840]  不用打的
[00:09:00.840 --> 00:09:04.200]  後來我和大家分享過這段聖經
[00:09:04.200 --> 00:09:07.600]  機電事司打米電人的時候
[00:09:07.600 --> 00:09:09.200]  那時候有什麼武器?
[00:09:09.200 --> 00:09:10.680]  玻璃瓶火把而已
[00:09:10.680 --> 00:09:13.200]  只是叫而已 吹號角而已
[00:09:13.200 --> 00:09:16.480]  這樣就打倒了那些米電人
[00:09:16.480 --> 00:09:19.640]  所以其實如果依靠耀華的話
[00:09:19.640 --> 00:09:21.200]  是有不同的路
[00:09:21.200 --> 00:09:23.480]  你不知道神會怎麼打
[00:09:23.480 --> 00:09:26.120]  我相信訴羅開始的時候
[00:09:26.120 --> 00:09:28.160]  他作為一個相信神的人
[00:09:28.160 --> 00:09:29.840]  又帶著百姓的人
[00:09:29.840 --> 00:09:31.920]  他都是告訴百姓聽
[00:09:31.920 --> 00:09:34.000]  行的 我們可以打
[00:09:34.000 --> 00:09:35.200]  我們要靠耀華
[00:09:35.200 --> 00:09:36.320]  怎麼依靠耀華?
[00:09:36.320 --> 00:09:38.360]  按照當時的規矩
[00:09:38.360 --> 00:09:41.440]  就要等撒姆爾來獻梵祭
[00:09:41.440 --> 00:09:44.040]  撒姆爾就代表了神自己的先知
[00:09:44.040 --> 00:09:46.240]  撒姆爾來了 獻了祭
[00:09:46.240 --> 00:09:48.840]  代表我們對神自己的倚靠
[00:09:48.840 --> 00:09:49.800]  那就出兵打
[00:09:49.800 --> 00:09:50.920]  神怎麼打我不知道
[00:09:50.920 --> 00:09:53.480]  不過總是有神在我們身邊
[00:09:53.480 --> 00:09:55.000]  我們可以打到
[00:09:55.000 --> 00:09:56.840]  這個就是我相信訴羅
[00:09:56.840 --> 00:09:58.520]  開始的時候都跟百姓這樣說
[00:09:58.520 --> 00:10:00.960]  但是聖經告訴我們
[00:10:00.960 --> 00:10:02.800]  等了一天沒來
[00:10:02.800 --> 00:10:04.280]  等了兩天沒來
[00:10:04.280 --> 00:10:05.800]  等了七天
[00:10:05.800 --> 00:10:07.520]  聖經那裡告訴我們
[00:10:07.520 --> 00:10:11.240]  百姓戰戰兢兢的跟著訴羅
[00:10:11.240 --> 00:10:13.000]  然後等了七天
[00:10:13.000 --> 00:10:16.280]  聖經說撒姆爾還沒來
[00:10:16.280 --> 00:10:18.760]  眾人就離開訴羅
[00:10:18.760 --> 00:10:19.520]  散去了
[00:10:19.520 --> 00:10:21.360]  這下要命了
[00:10:21.360 --> 00:10:23.080]  那些人開始走了
[00:10:23.080 --> 00:10:24.800]  不行
[00:10:24.800 --> 00:10:26.440]  打不過的
[00:10:26.440 --> 00:10:28.040]  撒姆爾還沒來
[00:10:28.040 --> 00:10:29.240]  你獻祭嘛
[00:10:29.240 --> 00:10:30.840]  要依靠神的
[00:10:30.840 --> 00:10:32.680]  訴羅不行 要等
[00:10:32.680 --> 00:10:35.480]  於是我們發覺那些群眾
[00:10:35.480 --> 00:10:38.000]  就是那些令訴羅最重要
[00:10:38.000 --> 00:10:40.080]  沒了他們做不了皇帝的群眾
[00:10:40.080 --> 00:10:41.960]  就開始走了
[00:10:41.960 --> 00:10:43.400]  訴羅的心就慌了
[00:10:43.400 --> 00:10:45.240]  這個就是轉捩點
[00:10:45.240 --> 00:10:48.480]  我發覺訴羅的眼睛開始看著群眾
[00:10:48.480 --> 00:10:50.720]  走下一個 走下一個
[00:10:50.720 --> 00:10:54.280]  他開始本來看著神的
[00:10:54.280 --> 00:10:55.840]  群眾走下一個 走下一個
[00:10:55.840 --> 00:10:58.520]  開始心寒了
[00:10:58.520 --> 00:10:59.640]  打心不慌
[00:10:59.640 --> 00:11:01.320]  殺什麼撒姆爾
[00:11:01.320 --> 00:11:02.280]  等我來
[00:11:02.280 --> 00:11:03.080]  你明白嗎
[00:11:03.080 --> 00:11:04.120]  等什麼
[00:11:04.120 --> 00:11:05.120]  獻繁祭而已
[00:11:05.120 --> 00:11:06.040]  我也懂
[00:11:06.040 --> 00:11:07.080]  於是他就獻繁祭
[00:11:07.080 --> 00:11:09.240]  一獻繁祭撒姆爾就到了
[00:11:09.240 --> 00:11:11.080]  撒姆爾說你做了什麼
[00:11:11.080 --> 00:11:11.720]  他說沒有
[00:11:11.720 --> 00:11:13.240]  看他的說話
[00:11:13.240 --> 00:11:15.240]  他說我等你等了這麼久
[00:11:15.240 --> 00:11:16.520]  你又不來
[00:11:16.520 --> 00:11:18.320]  那些人都走了
[00:11:18.320 --> 00:11:19.280]  那我怎麼辦
[00:11:19.280 --> 00:11:21.800]  當你找個理由
[00:11:21.800 --> 00:11:24.320]  要偏向你自己的路的時候
[00:11:24.320 --> 00:11:25.680]  你當然有理由的
[00:11:25.680 --> 00:11:27.600]  是很慘的
[00:11:27.600 --> 00:11:28.800]  所以他勝記說
[00:11:28.800 --> 00:11:32.080]  所以我就勉強自己獻上繁祭
[00:11:32.080 --> 00:11:34.360]  我也不想的
[00:11:34.360 --> 00:11:35.920]  有什麼辦法
[00:11:35.920 --> 00:11:36.480]  你有沒有留意
[00:11:36.480 --> 00:11:38.640]  我們經常都說這些話
[00:11:38.640 --> 00:11:40.840]  在辦公室裡面有什麼辦法
[00:11:40.840 --> 00:11:42.040]  個個都是這樣做
[00:11:42.040 --> 00:11:43.360]  你明白嗎
[00:11:43.360 --> 00:11:44.520]  有什麼辦法
[00:11:44.520 --> 00:11:47.080]  老闆叫你不做不行
[00:11:47.080 --> 00:11:49.760]  我們有很多這些沒辦法的藉口
[00:11:49.760 --> 00:11:50.560]  沒辦法
[00:11:50.560 --> 00:11:56.280]  因為他那個神已經開始和耶和華轉去百姓那裡
[00:11:56.280 --> 00:11:57.640]  誰在支配他呢
[00:11:57.640 --> 00:11:59.440]  現在百姓開始支配
[00:11:59.440 --> 00:12:01.440]  這個就是他第一次犯罪
[00:12:01.440 --> 00:12:03.880]  所以撒姆爾說你糟糕了
[00:12:03.880 --> 00:12:06.160]  不是獻不獻繁祭的問題
[00:12:06.160 --> 00:12:09.080]  不是你等我等不等我
[00:12:09.080 --> 00:12:09.800]  那個問題
[00:12:09.800 --> 00:12:11.040]  哪一天的問題
[00:12:11.040 --> 00:12:14.480]  是你已經不聽從耶和華的命令
[00:12:14.480 --> 00:12:16.520]  這個是你的致命傷
[00:12:16.520 --> 00:12:19.080]  跟著我們看第二個個案
[00:12:19.080 --> 00:12:22.680]  過了兩章聖經第十五章
[00:12:22.680 --> 00:12:23.320]  第十五章
[00:12:23.320 --> 00:12:25.080]  我們可以稱之為
[00:12:25.080 --> 00:12:29.560]  留起羊群戰利品的事
[00:12:29.560 --> 00:12:30.760]  在這裡我們發覺
[00:12:30.760 --> 00:12:32.840]  蘇羅再走多一步
[00:12:32.840 --> 00:12:35.120]  這個可以說是一個墮落的階梯
[00:12:35.120 --> 00:12:36.680]  又再走多一步
[00:12:36.680 --> 00:12:38.600]  你留意他那時候是做什麼
[00:12:38.600 --> 00:12:39.560]  那次呢
[00:12:39.560 --> 00:12:41.600]  蘇羅不是打菲利士人
[00:12:41.600 --> 00:12:45.280]  菲利士人就很強悍
[00:12:45.280 --> 00:12:46.960]  說句補充
[00:12:46.960 --> 00:12:48.800]  後來怎麼打呢
[00:12:48.800 --> 00:12:52.680]  其實根本都打贏的
[00:12:52.680 --> 00:12:53.600]  都打贏的
[00:12:53.600 --> 00:12:56.240]  就靠他的兒子約拿丹
[00:12:56.240 --> 00:12:58.080]  突襲入營裡面
[00:12:58.080 --> 00:12:59.920]  那菲利士人自己亂來
[00:12:59.920 --> 00:13:01.800]  最後都輸了
[00:13:01.800 --> 00:13:04.960]  最後蘇羅都打贏仗
[00:13:04.960 --> 00:13:06.280]  這個我們不說了
[00:13:06.280 --> 00:13:09.280]  所以其實跟著我們看第十五章的時候
[00:13:09.280 --> 00:13:12.560]  蘇羅所建立的王國開始越來越強
[00:13:12.560 --> 00:13:15.720]  就已經不是像以前那麼弱了
[00:13:15.720 --> 00:13:16.520]  建立強的時候
[00:13:16.520 --> 00:13:20.360]  尤其是打過叫做亞馬利人的那些外族人
[00:13:20.360 --> 00:13:22.040]  就比他弱很多
[00:13:22.040 --> 00:13:23.240]  於是我們發覺
[00:13:23.240 --> 00:13:24.680]  蘇羅打的時候
[00:13:24.680 --> 00:13:26.360]  一打就打勝了
[00:13:26.360 --> 00:13:27.880]  不過打勝仗
[00:13:27.880 --> 00:13:29.560]  剛才是怕打敗仗
[00:13:29.560 --> 00:13:31.280]  你們都說有什麼辦法
[00:13:31.280 --> 00:13:33.040]  現在我沒有依靠
[00:13:33.040 --> 00:13:34.320]  這次打勝仗了
[00:13:34.320 --> 00:13:35.240]  沒得賴了
[00:13:35.240 --> 00:13:36.480]  打贏了
[00:13:36.480 --> 00:13:38.600]  打贏了有什麼事情發生
[00:13:38.600 --> 00:13:40.760]  打贏了按照神的要求
[00:13:40.760 --> 00:13:42.560]  他要滅絕他的敵人
[00:13:42.560 --> 00:13:44.120]  因為當時中東
[00:13:44.120 --> 00:13:45.840]  就是三千年前
[00:13:45.840 --> 00:13:48.640]  那個文化就是哪裡的人在那裡
[00:13:48.640 --> 00:13:51.000]  那些人所敬拜的宗教信仰
[00:13:51.000 --> 00:13:52.280]  就跟在一起
[00:13:52.280 --> 00:13:54.960]  所以以色列人如果不將他們全部除去
[00:13:54.960 --> 00:13:57.680]  他就遲早會被他們染污的
[00:13:57.680 --> 00:13:58.320]  信仰上
[00:13:58.320 --> 00:14:00.720]  所以這個是下得很狠的
[00:14:00.720 --> 00:14:04.640]  這個跟我們今天21世紀是完全不同的文化
[00:14:04.640 --> 00:14:06.000]  我們今天不詳細說
[00:14:06.000 --> 00:14:08.400]  那種當時三千年的文化
[00:14:08.400 --> 00:14:11.800]  不過無論是蘇羅很明白這個標準
[00:14:11.800 --> 00:14:13.880]  就是如果我打贏仗的時候
[00:14:13.880 --> 00:14:17.400]  這些外族和包括他所有的羊牛羊
[00:14:17.400 --> 00:14:19.040]  全部都要滅絕的
[00:14:19.040 --> 00:14:21.040]  於是他知道要這麼做
[00:14:21.040 --> 00:14:22.320]  不過聖經告訴我們
[00:14:22.320 --> 00:14:25.120]  你留意可圈可點的幾句話
[00:14:25.120 --> 00:14:27.120]  在第十五章那裡說到
[00:14:27.120 --> 00:14:31.600]  蘇羅和中人就開始愛惜阿甲
[00:14:31.600 --> 00:14:35.680]  阿甲就是那個打敗仗的那個阿瑪尼人的皇帝
[00:14:35.680 --> 00:14:38.240]  也愛惜上好的羊牛
[00:14:38.240 --> 00:14:39.560]  肥牛毒
[00:14:39.560 --> 00:14:41.280]  羊羔和一切美好的
[00:14:41.280 --> 00:14:42.480]  就是那些好的東西
[00:14:42.480 --> 00:14:43.920]  發覺不是很捨得
[00:14:43.920 --> 00:14:46.880]  因為他們不願意徹底毀滅這些
[00:14:46.880 --> 00:14:50.280]  那些不好的那些卑賤的那些殘缺的
[00:14:50.280 --> 00:14:50.960]  那些就殺
[00:14:50.960 --> 00:14:52.120]  剩下好的就不殺
[00:14:52.120 --> 00:14:53.440]  我們今天說
[00:14:53.440 --> 00:14:56.720]  可能蘇羅都喜歡一些好的東西
[00:14:56.720 --> 00:14:58.720]  不過我想大家留意幾句字
[00:14:58.720 --> 00:15:02.720]  那天蘇羅和中人有沒有留意
[00:15:02.720 --> 00:15:05.200]  是他們不只是蘇羅
[00:15:05.200 --> 00:15:07.400]  就是說那些百姓說
[00:15:07.400 --> 00:15:08.400]  喂
[00:15:08.400 --> 00:15:10.720]  羊牛這麼好
[00:15:10.720 --> 00:15:11.640]  這樣也殺了它
[00:15:11.640 --> 00:15:12.320]  浪費一點
[00:15:12.320 --> 00:15:13.640]  不好的就殺
[00:15:13.640 --> 00:15:15.200]  好的是好種
[00:15:15.200 --> 00:15:16.880]  我們沒有的國家
[00:15:16.880 --> 00:15:18.480]  拿回去
[00:15:18.480 --> 00:15:19.120]  是不是
[00:15:19.120 --> 00:15:20.560]  拿來留些種
[00:15:20.560 --> 00:15:21.480]  是不是
[00:15:21.480 --> 00:15:22.680]  它生了之後才殺
[00:15:22.680 --> 00:15:23.560]  它都還沒遲
[00:15:23.560 --> 00:15:24.960]  總之很多理由的
[00:15:24.960 --> 00:15:27.040]  你要犯罪總有理由
[00:15:27.040 --> 00:15:29.520]  不過其實最重要的背後就是
[00:15:29.520 --> 00:15:30.600]  蘇羅說
[00:15:30.600 --> 00:15:32.000]  既然你們這麼說
[00:15:32.000 --> 00:15:33.520]  又值得想想
[00:15:33.520 --> 00:15:35.280]  群眾又來了
[00:15:35.280 --> 00:15:36.720]  他的粉絲又來了
[00:15:36.720 --> 00:15:38.000]  那些粉絲來講
[00:15:38.000 --> 00:15:38.520]  喂
[00:15:38.520 --> 00:15:40.080]  偶像
[00:15:40.080 --> 00:15:41.880]  其實給個意見你
[00:15:41.880 --> 00:15:43.480]  這樣才好
[00:15:43.480 --> 00:15:45.000]  反正就是
[00:15:45.000 --> 00:15:47.480]  可能等遲一點
[00:15:47.480 --> 00:15:51.560]  於是他們就留起這些牛羊
[00:15:51.560 --> 00:15:53.600]  這次撒姆爾來了
[00:15:53.600 --> 00:15:54.480]  就問蘇羅
[00:15:54.480 --> 00:15:55.360]  你做了沒有
[00:15:55.360 --> 00:15:56.560]  蘇羅做完了
[00:15:56.560 --> 00:15:57.320]  你看看
[00:15:57.320 --> 00:15:59.400]  開始說謊話
[00:15:59.400 --> 00:16:01.520]  因為他開始要掩蓋
[00:16:01.520 --> 00:16:02.800]  人犯罪當然是
[00:16:02.800 --> 00:16:04.120]  一掩蓋就一個謊話
[00:16:04.120 --> 00:16:04.920]  再掩蓋其他
[00:16:04.920 --> 00:16:05.920]  我們不需要說
[00:16:05.920 --> 00:16:08.360]  大家都熟悉這個道理
[00:16:08.360 --> 00:16:09.200]  他掩蓋了
[00:16:09.200 --> 00:16:10.080]  他說沒有
[00:16:10.080 --> 00:16:12.040]  我就做完了
[00:16:12.040 --> 00:16:12.920]  撒姆爾說
[00:16:12.920 --> 00:16:15.120]  我聽到有牛羊的聲音
[00:16:15.120 --> 00:16:16.760]  這就要命了
[00:16:16.760 --> 00:16:17.960]  那接著你留意
[00:16:17.960 --> 00:16:19.880]  看蘇羅怎麼回答
[00:16:19.880 --> 00:16:21.720]  蘇羅就說
[00:16:21.720 --> 00:16:22.160]  喂
[00:16:22.160 --> 00:16:25.400]  我其實真的聽了耶和華的話
[00:16:25.400 --> 00:16:26.160]  你看到
[00:16:26.160 --> 00:16:29.480]  我引用我《節聖經》20節那裡說
[00:16:29.480 --> 00:16:32.000]  行者耶和華猜顯我所行
[00:16:32.000 --> 00:16:32.800]  多好聽
[00:16:32.800 --> 00:16:33.960]  我做完了
[00:16:33.960 --> 00:16:36.200]  可視民眾
[00:16:36.200 --> 00:16:37.800]  就是那些百姓
[00:16:37.800 --> 00:16:39.080]  那些百姓
[00:16:39.080 --> 00:16:44.240]  他叫我在戰利品上拿些好的東西
[00:16:44.240 --> 00:16:46.960]  因為我要獻給耶和華
[00:16:46.960 --> 00:16:47.360]  哇
[00:16:47.360 --> 00:16:47.920]  多絕啊
[00:16:47.920 --> 00:16:48.920]  你看看
[00:16:48.920 --> 00:16:50.200]  多好聽
