
[00:00:00.000 --> 00:00:02.720]  耶稣在地上公开侍奉的时候
[00:02:38.680 --> 00:02:40.800]  讲这个时候是冬天
[00:02:40.800 --> 00:02:44.960]  冬天所以不在露天里面去作一个教导
[00:02:44.960 --> 00:02:47.360]  而是在锁罗门的廊下
[00:02:47.360 --> 00:02:51.400]  去对一些人作一些教导的工作
[00:02:51.400 --> 00:02:53.000]  在这里
[00:02:53.000 --> 00:02:56.840]  当耶稣被钉十字架 复活升天之后
[00:02:56.840 --> 00:02:59.840]  其实跟随的第一班的门徒
[00:02:59.840 --> 00:03:02.200]  很多时候都在这个地方里面
[00:03:02.200 --> 00:03:05.520]  去宣讲耶稣就是基督
[00:03:05.520 --> 00:03:07.640]  耶稣就是神的儿子
[00:03:07.640 --> 00:03:09.840]  所以在这个地方里面
[00:03:09.840 --> 00:03:12.240]  他作一个表达
[00:03:12.240 --> 00:03:14.360]  其实约翰是有一个心思在里面
[00:03:14.360 --> 00:03:16.640]  接着有什么事情发生呢
[00:03:16.640 --> 00:03:19.160]  这个时间24-25节
[00:03:19.160 --> 00:03:20.640]  犹大人为着他说
[00:03:20.640 --> 00:03:23.480]  你叫我们猶疑不定到何时呢
[00:03:23.480 --> 00:03:26.440]  你若是基督就明明地告诉我们
[00:03:26.440 --> 00:03:27.320]  耶稣回答说
[00:03:27.320 --> 00:03:29.520]  我已经告诉你们 你们不信
[00:03:29.520 --> 00:03:31.280]  我奉我父的名
[00:03:31.280 --> 00:03:34.080]  所有人的事可以为我作见证
[00:03:34.080 --> 00:03:35.360]  根据厦门的去看
[00:03:35.360 --> 00:03:38.160]  这班犹太人
[00:03:38.160 --> 00:03:40.320]  就是这些宗教的领袖
[00:03:40.320 --> 00:03:43.120]  是不是想知道耶稣领袖是不是那个尼采
[00:03:43.120 --> 00:03:45.360]  你不是上帝差派来的救主
[00:03:45.360 --> 00:03:46.800]  是不是这样的心呢 不是
[00:03:46.800 --> 00:03:50.200]  其实他们希望耶稣说更多
[00:03:50.200 --> 00:03:51.640]  的说话
[00:03:51.640 --> 00:03:54.360]  以至从他的说话当中
[00:03:54.360 --> 00:03:56.680]  捉到靶病 捉拿耶稣
[00:03:56.680 --> 00:03:58.200]  因为他们认定
[00:03:58.200 --> 00:04:01.280]  耶稣是一个亵渎上帝的一个人
[00:04:01.280 --> 00:04:04.080]  这个人应该要判死罪
[00:04:04.080 --> 00:04:07.320]  所以不是从一个善意去问这个问题
[00:04:07.320 --> 00:04:09.200]  其实是从一个恶意
[00:04:09.200 --> 00:04:12.200]  去留心耶稣说的话的
[00:04:12.200 --> 00:04:14.440]  一些错处在哪里
[00:04:14.440 --> 00:04:16.040]  在当时来说
[00:04:16.040 --> 00:04:18.040]  尼采这个观念
[00:04:18.040 --> 00:04:19.480]  或者这个等待
[00:04:19.480 --> 00:04:22.520]  基本上是和政治上有一个很大的关系
[00:04:22.520 --> 00:04:24.840]  他们期望的是一个
[00:04:24.840 --> 00:04:26.880]  政治上的强人来到
[00:04:26.880 --> 00:04:28.880]  来让我们以色列人
[00:04:28.880 --> 00:04:31.920]  重振起来 建立一个强盛的国家
[00:04:31.920 --> 00:04:33.240]  他们就是期望耶稣
[00:04:33.240 --> 00:04:34.200]  一路一路说
[00:04:34.200 --> 00:04:35.280]  你说多一点
[00:04:35.280 --> 00:04:36.840]  你就是这个角色
[00:04:36.840 --> 00:04:40.240]  这样我们就可以用政治的理由去捉拿你
[00:04:40.240 --> 00:04:42.560]  以至定你于死罪
[00:04:42.560 --> 00:04:44.360]  在
[00:04:44.360 --> 00:04:46.760]  这里可以说耶稣
[00:04:46.760 --> 00:04:49.680]  他说了 我已经告诉你了
[00:04:49.680 --> 00:04:52.160]  我已经告诉你了我是谁了
[00:04:52.160 --> 00:04:54.520]  我做的事情已经告诉你了
[00:04:54.520 --> 00:04:55.760]  我是谁了
[00:04:55.760 --> 00:04:57.960]  为什么你们不信呢
[00:04:57.960 --> 00:04:59.320]  接着耶稣就说
[00:04:59.320 --> 00:05:01.120]  为什么这群人会不信呢
[00:05:01.120 --> 00:05:02.840]  26-28节里说
[00:05:02.840 --> 00:05:04.080]  只是你们不信
[00:05:04.080 --> 00:05:05.880]  因为你们不是我的羊
[00:05:05.880 --> 00:05:07.440]  我的羊听我的声音
[00:05:07.440 --> 00:05:08.960]  我又认识他们
[00:05:08.960 --> 00:05:11.240]  他们也跟着我
[00:05:11.240 --> 00:05:12.920]  我又赐给他们永生
[00:05:12.920 --> 00:05:14.720]  他们永不灭亡
[00:05:14.720 --> 00:05:17.520]  谁也不能从我手里把他们夺去
[00:05:17.520 --> 00:05:19.360]  我父把羊赐给我
[00:05:19.360 --> 00:05:21.120]  他比万有都大
[00:05:21.120 --> 00:05:24.960]  谁也不能从我手里把他们夺去
[00:05:24.960 --> 00:05:26.800]  在这里可以说
[00:05:26.800 --> 00:05:28.360]  耶稣有个解释
[00:05:28.360 --> 00:05:29.880]  为什么我做了这么多事情
[00:05:29.880 --> 00:05:31.800]  讲了这么多上帝的说话
[00:05:31.800 --> 00:05:33.320]  你们这么多人
[00:05:33.320 --> 00:05:34.840]  好像这么愚弄都不信呢
[00:05:34.840 --> 00:05:37.400]  因为你们不是我的羊
[00:05:37.400 --> 00:05:39.000]  如果是我的羊
[00:05:39.000 --> 00:05:40.720]  他就会听我的声音
[00:05:40.720 --> 00:05:42.120]  去跟从我
[00:05:42.120 --> 00:05:43.880]  其实无论耶稣
[00:05:43.880 --> 00:05:46.560]  无论这作者的末道一案
[00:05:46.560 --> 00:05:49.120]  都没有否定到人的责任
[00:05:49.120 --> 00:05:51.880]  就是人听完上帝的说话之后
[00:05:51.880 --> 00:05:53.360]  他有一个选择
[00:05:53.360 --> 00:05:56.360]  他愿意是否跟从上帝
[00:05:56.360 --> 00:05:58.600]  但耶稣是从结果上去讲
[00:05:58.600 --> 00:06:01.680]  如果那些人听见我的道
[00:06:01.680 --> 00:06:03.080]  认识我之后
[00:06:03.080 --> 00:06:04.000]  去跟从我
[00:06:04.000 --> 00:06:07.120]  这就是上帝赐给我的羊
[00:06:07.120 --> 00:06:10.280]  我也将永生赐给他们
[00:06:10.280 --> 00:06:12.560]  叫他们永不灭亡
[00:06:12.560 --> 00:06:13.800]  在这里
[00:06:13.800 --> 00:06:17.520]  耶稣在讲的是他保护的能力
[00:06:17.520 --> 00:06:19.080]  就是跟随他的人
[00:06:19.080 --> 00:06:21.720]  他有能力去保护他
[00:06:21.720 --> 00:06:25.640]  保护他们得到一个永恒生命的福分
[00:06:25.640 --> 00:06:26.840]  也在这里表示
[00:06:26.840 --> 00:06:28.640]  耶稣是一个好牧人
[00:06:28.640 --> 00:06:30.920]  好的牧人是会保护羊群
[00:06:30.920 --> 00:06:32.120]  耶稣是一个好牧人
[00:06:32.120 --> 00:06:35.040]  会保护羊群得着这个生命
[00:06:35.040 --> 00:06:38.840]  是讲到耶稣这个心肠
[00:06:38.840 --> 00:06:40.480]  和他保护的能力
[00:06:40.480 --> 00:06:43.800]  接着29至31 30节他继续去讲
[00:06:43.800 --> 00:06:45.480]  不单止我保护你们
[00:06:45.480 --> 00:06:47.840]  上帝同样也保护你们
[00:06:47.840 --> 00:06:49.400]  所以29节在这里说
[00:06:49.400 --> 00:06:51.040]  我父把羊赐给我
[00:06:51.040 --> 00:06:52.560]  他比万有都大
[00:06:52.560 --> 00:06:55.640]  谁也不能从我手里把他们夺去
[00:06:55.640 --> 00:06:58.000]  我与父原为一
[00:06:58.000 --> 00:07:02.400]  这句话在当事人来说是很震撼的
[00:07:02.400 --> 00:07:03.400]  耶稣在这里说
[00:07:03.400 --> 00:07:04.880]  我做的事
[00:07:04.880 --> 00:07:06.440]  就是天父做的事
[00:07:06.440 --> 00:07:08.240]  我保护羊群
[00:07:08.240 --> 00:07:10.880]  天父也保护这些羊群
[00:07:10.880 --> 00:07:14.400]  没有人能够从父的手中夺去任何的事
[00:07:14.400 --> 00:07:16.880]  耶稣说我与父原为一
[00:07:16.880 --> 00:07:18.960]  在这里有两个意思
[00:07:18.960 --> 00:07:20.760]  就是说耶稣我所做的事
[00:07:20.760 --> 00:07:21.920]  就是天父做的事
[00:07:21.920 --> 00:07:23.480]  我保护羊群
[00:07:23.480 --> 00:07:25.720]  天父也保护羊群
[00:07:25.720 --> 00:07:30.200]  所以我的能力是可以足够保护你们
[00:07:30.200 --> 00:07:34.000]  接着这里另一个意思就是
[00:07:34.000 --> 00:07:35.680]  我与父原为一
[00:07:35.680 --> 00:07:40.040]  这个意思是说我被上帝差派来
[00:07:40.040 --> 00:07:44.640]  我自我称为神的儿子
[00:07:44.640 --> 00:07:49.320]  是等于我与上帝有同等的地位
[00:07:49.320 --> 00:07:54.440]  所以这个原为一是说他与上帝之间的关系
[00:07:54.440 --> 00:07:57.880]  所以当一群犹太人去问耶稣
[00:07:57.880 --> 00:07:59.520]  你是否那个尼赛
[00:07:59.520 --> 00:08:02.200]  耶稣回答更多给他们知道
[00:08:02.200 --> 00:08:06.320]  我不单止是那个上帝差派来的救赎主
[00:08:06.320 --> 00:08:07.440]  而且我是谁呢
[00:08:07.440 --> 00:08:12.040]  我就是与上帝同等地位的那个上帝
[00:08:12.040 --> 00:08:13.560]  其实耶稣就是这么说
[00:08:13.560 --> 00:08:17.560]  所以当一群人听完之后有什么反应呢
[00:08:17.560 --> 00:08:21.000]  当我们现在听觉得很正常
[00:08:21.000 --> 00:08:22.520]  耶稣就是一个这样的身份
[00:08:22.520 --> 00:08:24.920]  但当时的人听完之后
[00:08:24.920 --> 00:08:27.040]  31至33节那里说
[00:08:27.040 --> 00:08:31.440]  耶稣犹太人又拿起石头来要打他
[00:08:31.440 --> 00:08:32.920]  耶稣对他们说
[00:08:32.920 --> 00:08:36.120]  我从父显出许多善事给你们看
[00:08:36.120 --> 00:08:38.640]  你们是为哪一件拿石头打我呢
[00:08:38.640 --> 00:08:39.920]  犹太人回答说
[00:08:39.920 --> 00:08:42.400]  我们不是为善事拿石头打你
[00:08:42.400 --> 00:08:44.440]  是为你说前往的话
[00:08:44.440 --> 00:08:47.760]  又为你是个人反将自己当作神
[00:08:47.760 --> 00:08:49.520]  在这里耶稣会说
[00:08:49.520 --> 00:08:52.160]  我说错了些什么
[00:08:52.160 --> 00:08:53.320]  我做了些什么
[00:08:53.320 --> 00:08:56.280]  以至你们用石头打我
[00:08:56.280 --> 00:09:00.080]  这个是一个想知耶稣于死地
[00:09:00.080 --> 00:09:01.960]  这群人就回答
[00:09:01.960 --> 00:09:04.320]  我们不是因为你做的事
[00:09:04.320 --> 00:09:06.200]  不是因为你行了很多神迹
[00:09:06.200 --> 00:09:08.480]  不是因为你医治了这些惨子
[00:09:08.480 --> 00:09:12.440]  不是因为你医治了生来是黑眼的人
[00:09:12.440 --> 00:09:13.800]  不是这些的事
[00:09:13.800 --> 00:09:15.720]  是因为你说了些什么
[00:09:15.720 --> 00:09:17.000]  你说了些什么
[00:09:17.000 --> 00:09:19.880]  就是你说你自己和上帝是同等的
[00:09:19.880 --> 00:09:21.040]  同等的地位
[00:09:21.040 --> 00:09:23.520]  这个就是褻瀆上帝
[00:09:23.520 --> 00:09:27.120]  所以你当自己是神
[00:09:27.120 --> 00:09:31.120]  然后耶稣有什么回应呢
[00:09:31.120 --> 00:09:33.640]  耶稣在这里的回应就是
[00:09:33.640 --> 00:09:39.680]  在这里耶稣再去说
[00:09:39.680 --> 00:09:42.800]  在34-36节那里这样说
[00:09:42.800 --> 00:09:46.320]  耶稣说你们的律法上岂不是写着
[00:09:46.320 --> 00:09:48.960]  我曾说你们是神吗
[00:09:48.960 --> 00:09:51.120]  经上的话是不能废的
[00:09:51.120 --> 00:09:54.240]  若那些承受神道的人尚且称为神
[00:09:54.240 --> 00:09:57.560]  负所分别为性 由差他到世间来
[00:09:57.560 --> 00:09:59.240]  他自称是神的儿子
[00:09:59.240 --> 00:10:02.960]  你们还向他说 你是前往的话吗
[00:10:02.960 --> 00:10:07.080]  在这里耶稣继续引用诗篇一句话
[00:10:07.080 --> 00:10:10.640]  那些领受神的道的人都称为神
[00:10:10.640 --> 00:10:14.680]  其实意思应该是
[00:10:14.680 --> 00:10:18.200]  领受神的道的人都是代表上帝的
[00:10:18.200 --> 00:10:21.160]  代表上帝去将上帝的道传开
[00:10:21.160 --> 00:10:24.640]  现在上帝分别为性去指导自己
[00:10:24.640 --> 00:10:28.520]  就是差他来的 说是神的儿子
[00:10:28.520 --> 00:10:30.680]  这样难道有什么问题吗
[00:10:30.680 --> 00:10:35.800]  耶稣其实是说那些领受上帝的道的人
[00:10:35.800 --> 00:10:38.400]  都可以称为神 都可以说是代表上帝
[00:10:38.400 --> 00:10:44.120]  现在那个将这些话告诉他的上帝
[00:10:44.120 --> 00:10:46.320]  某程度可以这么说 耶稣在这里说
[00:10:46.320 --> 00:10:48.840]  来到了他自称是神的儿子
[00:10:48.840 --> 00:10:52.560]  难道这样都有问题 耶稣的意思是
[00:10:52.560 --> 00:10:57.840]  从旧约的经文去印证自己的身份
[00:10:57.840 --> 00:10:59.560]  在37-39在这里说
[00:10:59.560 --> 00:11:03.800]  我若不行我父的事 你们就不必信我
[00:11:03.800 --> 00:11:06.160]  我若行了 你们纵然不信我
[00:11:06.160 --> 00:11:09.080]  也当这些事 叫你们又知道又明白
[00:11:09.080 --> 00:11:11.360]  父在我里面 我也在父里面
[00:11:11.360 --> 00:11:17.240]  他们又拿他却逃出他们的手走了
[00:11:17.240 --> 00:11:20.360]  在这里耶稣更尽心地说他和上帝的关系
[00:11:20.360 --> 00:11:22.800]  我在父里面 父在我里面
[00:11:22.800 --> 00:11:27.760]  我和上帝根本是一个很紧密的关系
[00:11:27.760 --> 00:11:31.280]  我父怎么做事 我也都怎么做事
[00:11:31.280 --> 00:11:32.600]  在这里耶稣说
[00:11:32.600 --> 00:11:34.840]  就算你不信我说了些什么
[00:11:34.840 --> 00:11:37.240]  你看我做了些什么 你就知道我的身份
[00:11:37.240 --> 00:11:38.880]  耶稣反过来说
[00:11:38.880 --> 00:11:41.320]  耶稣 大家还记得之前他们问
[00:11:41.320 --> 00:11:42.680]  我们不是因为你做了什么事
[00:11:42.680 --> 00:11:44.160]  你是说了些什么
[00:11:44.160 --> 00:11:47.520]  然后耶稣说 就算你不相信我说了些什么
[00:11:47.520 --> 00:11:49.560]  你要看我做了些什么
[00:11:49.560 --> 00:11:51.520]  生来是黑暗的人
[00:11:51.520 --> 00:11:54.080]  谁能够有这样的神迹呢
[00:11:54.080 --> 00:11:55.280]  未有过
[00:11:55.280 --> 00:11:57.880]  所以从这件事 你们应该知道
[00:11:57.880 --> 00:12:00.640]  我的身份是一个什么样的身份
[00:12:00.640 --> 00:12:04.280]  只有可以说 创造天地的上帝
[00:12:04.280 --> 00:12:08.120]  才可以行这样的神迹
[00:12:08.120 --> 00:12:11.120]  在这里 耶稣说完之后
[00:12:11.120 --> 00:12:14.240]  接着这群人继续可以说
[00:12:14.240 --> 00:12:17.880]  你继续说自己和上帝同等
[00:12:17.880 --> 00:12:20.600]  所以又要拿石头去打他
[00:12:20.600 --> 00:12:23.480]  不过在这里可以说
[00:12:23.480 --> 00:12:26.560]  耶稣没有被他抓到 耶稣就逃走了
[00:12:26.560 --> 00:12:27.760]  在这里我们见到
[00:12:27.760 --> 00:12:31.360]  虽然耶稣很清楚地说出自己的身份
[00:12:31.360 --> 00:12:35.960]  某程度他都说了自己来地上的使命是什么
[00:12:35.960 --> 00:12:39.480]  虽然一个的教导是多么的宝贵
[00:12:39.480 --> 00:12:41.200]  但是在他们来说
[00:12:41.200 --> 00:12:44.200]  耶稣你这么说 你是褻读上帝
[00:12:44.200 --> 00:12:47.480]  所以要抓捕他 定他于死罪
[00:12:47.480 --> 00:12:50.200]  但是如果大家还看科学书的话
[00:12:50.200 --> 00:12:53.040]  很多时候当人抓捕耶稣 耶稣就走了
[00:12:53.040 --> 00:12:56.040]  很多时候圣经作者都有一句话去说
[00:12:56.040 --> 00:12:58.120]  就是 为什么抓不到呢
[00:12:58.120 --> 00:13:00.520]  是因为耶稣的时候还没到
[00:13:00.520 --> 00:13:02.360]  耶稣的时候还没到
[00:13:02.360 --> 00:13:04.600]  就是他被钉十字架的时候还没到
[00:13:04.600 --> 00:13:07.600]  所以他不会现在一刻就被人打死
[00:13:07.600 --> 00:13:10.600]  他是要被钉在十字架上面
[00:13:10.600 --> 00:13:14.920]  所以时候到了 他就会走向十字架的路
[00:13:14.920 --> 00:13:18.520]  在这个冲突之后 耶稣有什么行动呢
[00:13:18.520 --> 00:13:21.000]  在14:10-42这样说
[00:13:21.000 --> 00:13:22.920]  耶稣有往约旦河去
[00:13:22.920 --> 00:13:27.240]  到了约翰起初施洗的地方 就住在那里
[00:13:27.240 --> 00:13:29.760]  有许多人来到他那里 他们说
[00:13:29.760 --> 00:13:31.920]  约翰一件神迹没有行过
[00:13:31.920 --> 00:13:35.400]  但约翰指着这人所说的一切话都是真的
[00:13:35.400 --> 00:13:39.480]  在那里信耶稣的人就多了
[00:13:39.480 --> 00:13:45.480]  在一个时间里面 耶稣公开的侍奉基本上都结束了
[00:13:45.480 --> 00:13:51.240]  施洗约翰和写本福音书的约翰是两个人来的
[00:13:51.240 --> 00:13:54.360]  现在是说到施洗约翰其实已经死了
[00:13:54.360 --> 00:13:59.160]  他已经被当时的一个统治者杀了头 已经死了
[00:13:59.160 --> 00:14:06.720]  但是人们记住 在约旦河外施洗约翰曾经工作的地方
[00:14:06.720 --> 00:14:11.240]  他做了什么呢 就是见证耶稣就是基督
[00:14:11.240 --> 00:14:13.440]  耶稣就是神的儿子
[00:14:13.440 --> 00:14:16.040]  如果大家还记得 就是约翰第一章已经说
[00:14:16.040 --> 00:14:18.480]  当施洗约翰见到耶稣来的时候就说
[00:14:18.480 --> 00:14:25.000]  看啊 神的羔羊 除去世人罪孽的那一个
[00:14:25.000 --> 00:14:29.000]  施洗约翰的一生 可以说他没有行过神迹
[00:14:29.000 --> 00:14:32.880]  在这里很清楚地说 他做的只是一件事
[00:14:32.880 --> 00:14:39.280]  就是去见证耶稣这个身份 很衷心地去完成
[00:14:39.280 --> 00:14:43.560]  施洗约翰很清楚知道其实他的身份
[00:14:43.560 --> 00:14:47.480]  他和耶稣解鞋带都不配 他曾经这样说过
[00:14:47.480 --> 00:14:51.240]  但是当他为耶稣作为见证之后
[00:14:51.240 --> 00:14:55.680]  当很多人见着耶稣所行的神迹
[00:14:55.680 --> 00:14:59.040]  他的言论 他的公开的讲道
[00:14:59.040 --> 00:15:03.000]  就在这个时候 因着这样的缘故
[00:15:03.000 --> 00:15:07.640]  他们就跟从了耶稣 就相信了耶稣
[00:15:07.640 --> 00:15:13.720]  约翰写这一句话 其实有很多心意在里面
[00:15:13.720 --> 00:15:20.000]  在这篇经文里面 究竟对我们有什么帮助呢
[00:15:20.000 --> 00:15:24.240]  在《让风》里面有一节的经文很重要
[00:15:24.240 --> 00:15:30.000]  为什么《门徒约翰》要用这么多心血去写《让风》呢
[00:15:30.000 --> 00:15:32.920]  写《让风》不容易的 不是想起什么就写什么
[00:15:32.920 --> 00:15:37.640]  是要经过很多的搜集资料 思考去写
[00:15:37.640 --> 00:15:40.520]  为什么记载这件事 不记载那件事
[00:15:40.520 --> 00:15:42.680]  有很多的考虑在里面
[00:15:42.680 --> 00:15:46.840]  但约翰他自己都已经说了 为什么他要写《让风》
[00:15:46.840 --> 00:15:50.320]  在《让风》的20章31节里面说
[00:15:50.320 --> 00:15:55.560]  但记者说时 要叫你们信耶稣是基督 是神的儿子
[00:15:55.560 --> 00:16:00.440]  并且叫你们信了他 就可以因他的名得生命
[00:16:00.440 --> 00:16:05.080]  其实约翰已经说得很清楚 为什么要写《让风》
[00:16:05.080 --> 00:16:07.360]  这几个主题 耶稣是基督
[00:16:07.360 --> 00:16:12.960]  耶稣这个拯救者是谁呢 就是神的儿子
[00:16:12.960 --> 00:16:15.560]  当你信教他之后有什么后果呢
[00:16:15.560 --> 00:16:17.880]  就可以因他的名得生命
[00:16:17.880 --> 00:16:20.480]  约翰就是围绕这几个主题 一路一路
[00:16:20.480 --> 00:16:24.640]  尽心地让人了解这一节经文的意思
[00:16:24.640 --> 00:16:27.400]  我用这一节经文去看看 这段经文
[00:16:27.400 --> 00:16:30.120]  究竟对我们有什么提醒
[00:16:30.120 --> 00:16:32.640]  信耶稣是基督
[00:16:32.640 --> 00:16:37.440]  基督的意思是彌赛 我说了很多次
[00:16:37.440 --> 00:16:39.160]  在旧约圣经里面 上帝说
[00:16:39.160 --> 00:16:44.200]  会差派他的僕人来拯救地上的人
[00:16:44.200 --> 00:16:47.480]  犹太人他们认为 这是一个军事的领袖
[00:16:47.480 --> 00:16:50.000]  带领我们重建以色列国
[00:16:50.000 --> 00:16:51.640]  但在上帝的心意里面
[00:16:51.640 --> 00:16:55.280]  是要让这个僕人被钉十字架
[00:16:55.280 --> 00:16:57.240]  为世人的罪而死
[00:16:57.240 --> 00:17:01.240]  这个拯救者是谁呢 是神的儿子
[00:17:01.240 --> 00:17:04.920]  是神的儿子是说到 他有神圣的地位
[00:17:04.920 --> 00:17:09.360]  他有和上帝完全同等的一个身份
[00:17:09.360 --> 00:17:11.760]  所以我们说 在教教里面 我们相信
[00:17:11.760 --> 00:17:16.560]  耶稣是完全的神 耶稣也是完全的一个人
[00:17:16.560 --> 00:17:19.760]  耶稣借着他的行动 借着他的宣讲
[00:17:19.760 --> 00:17:22.400]  宣告 宣告他的身份
[00:17:22.400 --> 00:17:25.720]  他在说 我与父原为一
[00:17:25.720 --> 00:17:28.600]  就是这个 我与父原为一
[00:17:28.600 --> 00:17:30.600]  耶稣自称是上帝
[00:17:30.600 --> 00:17:34.960]  他一说 我就是上帝同等的一个地位
[00:17:34.960 --> 00:17:39.360]  当耶稣说 承受神道的人都称为神的时候
[00:17:39.360 --> 00:17:43.080]  是代表着 好像一个钦差大臣
[00:17:43.080 --> 00:17:45.440]  就是说一个领受了上帝的道的人
[00:17:45.440 --> 00:17:49.160]  他也应该将这个道传开
[00:17:49.160 --> 00:17:52.360]  他是代表上帝 其实耶稣是这样的意思
[00:17:52.360 --> 00:17:55.320]  就好像我们中国人所说 一个钦差大臣
[00:17:55.320 --> 00:17:57.680]  钦差大臣是否等于皇帝呢 不是
[00:17:57.680 --> 00:18:01.440]  不过他有皇帝所赋予他的权柄
[00:18:01.440 --> 00:18:03.320]  去做一些事情
[00:18:03.320 --> 00:18:08.120]  耶稣在地上 他的工作是和上帝一致的
[00:18:08.120 --> 00:18:10.680]  上帝叫他做什么 他就做什么
[00:18:10.680 --> 00:18:12.920]  上帝做的事 他也会去做
[00:18:12.920 --> 00:18:18.160]  所以在地上 耶稣是完全信服天父的旨意
[00:18:18.160 --> 00:18:20.320]  这个我们是要学习的
[00:18:20.320 --> 00:18:22.320]  我们很多时候说我们要学习耶稣
[00:18:22.320 --> 00:18:23.920]  学习耶稣是什么呢
[00:18:23.920 --> 00:18:28.080]  就是学习耶稣在地上如何进行天父的旨意
[00:18:28.080 --> 00:18:32.080]  以至于死 且死在十字架上面
[00:18:32.080 --> 00:18:35.080]  这个是我们要学习 要效法
[00:18:35.080 --> 00:18:38.040]  效法耶稣信服天父的旨意
[00:18:38.040 --> 00:18:42.920]  另一方面 耶稣和天父合一
[00:18:42.920 --> 00:18:44.520]  这个合一是说到
[00:18:44.520 --> 00:18:48.040]  祂和上帝之间那种很紧密的关系
[00:18:48.040 --> 00:18:49.680]  这个我们是没法学习的
