
[00:00:00.000 --> 00:00:05.880]  大家好,歡迎大家來到《宣道傳》以及《出版士工》的新書發佈對談
[00:03:00.080 --> 00:03:08.160]  剛才我說我腦裏面的畫面就是一隻貓怎樣去找那六件軍裝的部件
[00:03:08.160 --> 00:03:13.880]  首先就去想,其實這個是一個甚麼世界來的?
[00:03:13.880 --> 00:03:16.840]  我先想過故事之前,想過世界是怎樣的
[00:03:16.840 --> 00:03:21.720]  我就先設計了兩個符號,就是大家看到這兩個符號
[00:03:21.720 --> 00:03:26.440]  由這兩個符號就很簡單地去定了這個世界觀是怎樣
[00:03:26.440 --> 00:03:35.080]  看到這個喵族的族徽,其實是指有一班貓
[00:03:35.080 --> 00:03:41.440]  他們是以劍盾的武器怎樣去守護這個世界
[00:03:41.440 --> 00:03:47.400]  同時間還有一個魔關的符號,是以一個蛇頭的形象出現的
[00:03:47.400 --> 00:03:52.520]  他就是以張開嘴巴想吞滅這個世界
[00:03:52.520 --> 00:03:59.160]  我們看到蛇的舌頭就好像一條火一樣
[00:03:59.160 --> 00:04:04.440]  其實就是在講怎樣去侵蝕這個世界
[00:04:04.440 --> 00:04:11.560]  由這兩個符號造成一個衝突,就是這兩族怎樣去對抗
[00:04:11.560 --> 00:04:20.440]  接著有了整個世界觀的時候,我就要去定主角和其他角色是怎樣
[00:04:20.440 --> 00:04:23.320]  因為時間關係,我就先講主角
[00:04:23.320 --> 00:04:28.480]  主角其實是由最初書籤那個六件軍裝貓那裏走出來的
[00:04:28.480 --> 00:04:32.560]  我首先在網上去找不同的貓種
[00:04:32.560 --> 00:04:34.920]  看看他們不同的性格是怎樣
[00:04:34.920 --> 00:04:41.400]  我去選出哪個是最符合一個正統的主角的感覺
[00:04:41.400 --> 00:04:45.320]  我就選了一個阿比西尼亞貓
[00:04:45.320 --> 00:04:49.640]  阿比西尼亞貓的特色就是很活潑、好動、很乖靈敏
[00:04:49.640 --> 00:04:54.560]  很多人喜歡,所以我覺得很符合那個主角的感覺
[00:04:54.560 --> 00:04:58.200]  但是我就給他一個特別的地方
[00:04:58.200 --> 00:05:03.040]  因為阿比西尼亞貓正常是啡黃色毛
[00:05:03.040 --> 00:05:06.640]  我就定了牠是白色毛,比較罕見
[00:05:06.640 --> 00:05:10.480]  一方面配合那個六件軍裝貓的書籤
[00:05:10.480 --> 00:05:14.240]  另一方面就是藉著牠一身白色的毛
[00:05:14.240 --> 00:05:18.480]  去隱藏了牠本身的故事,有一個伏筆在那裏
[00:05:18.480 --> 00:05:23.000]  最初我就寫了一大堆的角色的資料
[00:05:23.000 --> 00:05:28.640]  就扔了給嘉儀,我想問嘉儀你怎樣從這些資料
[00:05:28.640 --> 00:05:34.000]  就變成你現在大家看到的角色的形象呢?
[00:05:34.000 --> 00:05:40.960]  你開頭給我的資料是不同的角色是有不同的貓的品種
[00:05:40.960 --> 00:05:45.960]  我就先去上網看看那個品種是那個什麼樣子
[00:05:45.960 --> 00:05:49.160]  其實我覺得影天很有趣的
[00:05:49.160 --> 00:05:55.160]  就是會將一些譬如豹貓,叔叔是叫叔叔
[00:05:55.160 --> 00:06:00.560]  他是一隻笨叔叔,笨叔叔是一隻豹貓
[00:06:00.560 --> 00:06:04.360]  其實因為在我認知裏面,豹貓是很頑皮的
[00:06:04.360 --> 00:06:09.160]  很狂野的,但是影天就會寫牠這個角色
[00:06:09.160 --> 00:06:13.360]  其實是很弱的,很笨拙的
[00:06:13.360 --> 00:06:18.560]  我覺得挺有趣的,我就會除了從牠們的外形、顏色之外
[00:06:18.560 --> 00:06:20.960]  其實要處理牠的眼神
[00:06:20.960 --> 00:06:23.960]  你見到笨叔叔牠的眼神是圓圓的
[00:06:23.960 --> 00:06:28.960]  鼻子的眼神就是斜上去一點的,精靈一點的
[00:06:28.960 --> 00:06:33.960]  另外就是小菊,小菊就是木偶
[00:06:33.960 --> 00:06:36.960]  還有蒙恩是緬因貓
[00:06:36.960 --> 00:06:39.960]  其實這兩個角色是比較難處理的,對我來說
[00:06:39.960 --> 00:06:42.960]  因為我向來畫的貓是這些來的
[00:06:42.960 --> 00:06:46.960]  飛嘟嘟,飛嘟嘟,全部都是飛嘟嘟的樣子
[00:06:46.960 --> 00:06:51.960]  但是要處理牆毛的貓是比較難搞的
[00:06:51.960 --> 00:06:54.960]  因為又要顯示牠的牆毛
[00:06:54.960 --> 00:06:58.960]  牠做不同的動作的時候又不可以改變牠的樣子
[00:06:58.960 --> 00:07:03.960]  這個是要花一點時間去練習的,去處理的
[00:07:03.960 --> 00:07:08.960]  另外就是因為影天說牠們要穿衣服的
[00:07:08.960 --> 00:07:12.960]  穿衣服這個問題對我來說是一個很大的難題
[00:07:12.960 --> 00:07:17.960]  因為對我來說,貓的毛就是牠的衣服
[00:07:17.960 --> 00:07:21.960]  但是你又要牠有山象之餘
[00:07:21.960 --> 00:07:24.960]  又不可以蓋過牠太多的毛色
[00:07:24.960 --> 00:07:26.960]  對我來說是有點難搞的
[00:07:26.960 --> 00:07:30.960]  然後我就開始去畫一些衣服
[00:07:30.960 --> 00:07:34.960]  又想起以前看動漫的角色的衣服是怎樣的
[00:07:34.960 --> 00:07:36.960]  然後我大膽做了一個嘗試
[00:07:36.960 --> 00:07:38.960]  就是現在這一套衣服
[00:07:38.960 --> 00:07:42.960]  大家不知道有沒有發現一個情況
[00:07:42.960 --> 00:07:45.960]  就是其實這群貓是沒有穿褲子的
[00:07:45.960 --> 00:07:47.960]  其實這個問題,我自己心想
[00:07:47.960 --> 00:07:51.960]  其實沒有穿褲子的問題,毛都是牠的衣服
[00:07:51.960 --> 00:07:55.960]  但是牠們OK的,作者都OK的
[00:07:55.960 --> 00:07:59.960]  我就嘗試一下,試一試,試一試
[00:07:59.960 --> 00:08:01.960]  誰知道發完給牠們之後
[00:08:01.960 --> 00:08:04.960]  牠們是沒有發現牠們沒有穿褲子的
[00:08:04.960 --> 00:08:09.960]  因為穿了褲子就差很遠了
[00:08:09.960 --> 00:08:10.960]  又要蓋很多
[00:08:10.960 --> 00:08:13.960]  大家不出聲就沒事了
[00:08:13.960 --> 00:08:14.960]  這樣都OK的
[00:08:14.960 --> 00:08:16.960]  我不說你們都不會發現牠們沒有穿褲子的
[00:08:16.960 --> 00:08:22.960]  我覺得這個位置是要處理的
[00:08:22.960 --> 00:08:26.960]  然後還有之後的裝裝的設計
[00:08:26.960 --> 00:08:29.960]  這些就要慢慢再處理的
[00:08:29.960 --> 00:08:36.960]  然後設計完人物就要再想整個世界究竟是怎樣
[00:08:36.960 --> 00:08:39.960]  因為我自己看這些奇幻小說
[00:08:39.960 --> 00:08:43.960]  我分印象就是他們描述了一個很真實的世界
[00:08:43.960 --> 00:08:47.960]  尤其是那些地圖有不同的地形,不同的地方
[00:08:47.960 --> 00:08:50.960]  故事裏面未必可以說得完所有的地點
[00:08:50.960 --> 00:08:52.960]  但是都會羅列出來的
[00:08:52.960 --> 00:08:56.960]  所以我自己都會自己手繪了一幅地圖
[00:08:56.960 --> 00:08:59.960]  就是白色那個,我畫出來的
[00:08:59.960 --> 00:09:02.960]  然後旁邊那個就是我給模特兒再去修正
[00:09:02.960 --> 00:09:04.960]  由畫到變成情報
[00:09:04.960 --> 00:09:08.960]  還有我羅列了不同的地點
[00:09:08.960 --> 00:09:14.960]  我都自己將那些圖給自己去怎樣去投入故事
[00:09:14.960 --> 00:09:18.960]  即是那些角色他們去到不同的地方發生了甚麼事
[00:09:18.960 --> 00:09:20.960]  我自己先有個畫面
[00:09:20.960 --> 00:09:22.960]  這些就不是模特兒畫的
[00:09:22.960 --> 00:09:26.960]  是我自己給自己看的,書裏面沒有這些的
[00:09:26.960 --> 00:09:28.960]  都是我自己收藏的
[00:09:28.960 --> 00:09:34.960]  大家見到地圖裏面的設定是以簡單為主
[00:09:34.960 --> 00:09:38.960]  有中間的部分就是整個地方最核心的地方
[00:09:38.960 --> 00:09:41.960]  還有東南西北都是不同的地形
[00:09:41.960 --> 00:09:46.960]  但是你會看到西邊是有一個山脈隔絕了
[00:09:46.960 --> 00:09:53.960]  所以這個就是整個地圖的一個特點當中的書的內容都可以看得出
[00:09:53.960 --> 00:10:01.960]  而不同的地方除了一個橫向的空間還有時間感
[00:10:01.960 --> 00:10:07.960]  即是譬如這個叫做亂石古園的地方
[00:10:07.960 --> 00:10:11.960]  一塊平原有很多碎石在那裏
[00:10:11.960 --> 00:10:13.960]  有大大小小的碎石
[00:10:13.960 --> 00:10:15.960]  但是其實之前發生了甚麼事呢
[00:10:15.960 --> 00:10:17.960]  這個地方究竟以前是怎樣的呢
[00:10:17.960 --> 00:10:22.960]  我自己設定了一個神殿群的地方
[00:10:22.960 --> 00:10:26.960]  這個地方其實已經有一個很悠久的歷史
[00:10:26.960 --> 00:10:29.960]  即是很多戰亂,很多的興衰
[00:10:29.960 --> 00:10:33.960]  在這個故事裏面都有涉獵到的
[00:10:33.960 --> 00:10:38.960]  還有這個地圖是一個隱藏的地方
[00:10:38.960 --> 00:10:45.960]  這個是一個表的世界,還有一個雷的世界,只有在書裏面才可以發現
[00:10:45.960 --> 00:10:47.960]  這個地圖是顯示不到出來的
[00:10:47.960 --> 00:10:55.960]  我就是從這個設定再去想整個主角和他的隊伍怎樣可以發生這些故事
[00:10:55.960 --> 00:10:58.960]  原來如此
[00:10:58.960 --> 00:11:02.960]  我見書裏面不少劇情都有一些插畫
[00:11:02.960 --> 00:11:04.960]  差不多有十幾幅
[00:11:04.960 --> 00:11:09.960]  那你們合作的時候會有甚麼火花或是甚麼很有趣的事呢
[00:11:09.960 --> 00:11:11.960]  可以和大家分享一下嗎
[00:11:11.960 --> 00:11:13.960]  我跟蹤你十幅而已
[00:11:13.960 --> 00:11:14.960]  連同封面是嗎
[00:11:14.960 --> 00:11:15.960]  是,連同封面十幅
[00:11:15.960 --> 00:11:18.960]  因為書裏面有十個收回
[00:11:18.960 --> 00:11:21.960]  每回我一定有一幅插畫
[00:11:21.960 --> 00:11:24.960]  我將每一回插畫的內容
[00:11:24.960 --> 00:11:28.960]  我寫了一些資料給嘉儀畫出來
[00:11:28.960 --> 00:11:34.960]  接著我就會交給嘉儀講一下我們溝通的過程是怎樣修改的過程
[00:11:34.960 --> 00:11:36.960]  大家講一下吧
[00:11:36.960 --> 00:11:40.960]  好,我們來談第一個吧
[00:11:40.960 --> 00:11:43.960]  其實當我畫的時候
[00:11:43.960 --> 00:11:48.960]  第一開頭就是先設計了剛才你們見到那個人物
[00:11:48.960 --> 00:11:50.960]  看完那個人物之後
[00:11:50.960 --> 00:11:52.960]  其實我自己都看著那個人物的頭髮
[00:11:52.960 --> 00:11:56.960]  我永遠記住之後的劇情發展要畫他們的時候
[00:11:56.960 --> 00:11:58.960]  都是跟著這個樣子畫
[00:11:58.960 --> 00:12:03.960]  其實對我來說要畫這些十幅是非常困難的
[00:12:03.960 --> 00:12:08.960]  因為我自己平時的作品都是比較簡潔的
[00:12:08.960 --> 00:12:11.960]  是沒有那麼多背景的處理
[00:12:11.960 --> 00:12:14.960]  而且不單止背景的處理
[00:12:14.960 --> 00:12:16.960]  還有很多動作
[00:12:16.960 --> 00:12:21.960]  這些動作我真的要一邊做一邊練習
[00:12:21.960 --> 00:12:23.960]  一邊學對我來說
[00:12:23.960 --> 00:12:25.960]  尤其是我平時習慣
[00:12:25.960 --> 00:12:30.960]  你們都見到這幅畫的頭髮很大
[00:12:30.960 --> 00:12:31.960]  很可愛的
[00:12:31.960 --> 00:12:32.960]  我平時畫的都是
[00:12:32.960 --> 00:12:34.960]  頭髮大一點身體又細
[00:12:34.960 --> 00:12:37.960]  其實是不合乎正常的比例
[00:12:37.960 --> 00:12:41.960]  但如果這個不合乎正常比例又要做那麼多動作
[00:12:41.960 --> 00:12:43.960]  是很難處理的
[00:12:43.960 --> 00:12:48.960]  所以你們見到我第一幅的稿
[00:12:48.960 --> 00:12:51.960]  給應天看的第一稿是這樣的
[00:12:51.960 --> 00:12:56.960]  你可以見到蒙恩的頭髮都是大的
[00:12:56.960 --> 00:12:59.960]  身體都是細一點的
[00:12:59.960 --> 00:13:03.960]  這是我平時習慣的處理
[00:13:03.960 --> 00:13:07.960]  喜歡飄一點頭大身細一點
[00:13:07.960 --> 00:13:09.960]  然後給完第一稿之後
[00:13:09.960 --> 00:13:13.960]  應天就說蒙恩好像比例很合乎正常
[00:13:13.960 --> 00:13:14.960]  不夠大
[00:13:14.960 --> 00:13:15.960]  不夠大
[00:13:15.960 --> 00:13:17.960]  因為蒙恩很大隻的
[00:13:17.960 --> 00:13:19.960]  很魁梧的
[00:13:19.960 --> 00:13:21.960]  有一點點的處理
[00:13:21.960 --> 00:13:26.960]  整套軍裝的樣子是由這幅開始的
[00:13:26.960 --> 00:13:31.960]  定了這幅之後就繼續用這個設計
[00:13:31.960 --> 00:13:34.960]  變胸大一點
[00:13:34.960 --> 00:13:38.960]  開始見到比例又不同了
[00:13:38.960 --> 00:13:40.960]  腳應該不會出現的
[00:13:40.960 --> 00:13:42.960]  應該是整個大一點
[00:13:42.960 --> 00:13:44.960]  還有一些光線
[00:13:44.960 --> 00:13:50.960]  應天都發了很多動漫的圖片給我看
[00:13:50.960 --> 00:13:53.960]  他要升旨
[00:13:53.960 --> 00:13:56.960]  我就跟著那個感覺
[00:13:56.960 --> 00:13:58.960]  一邊學一邊畫一邊學
[00:13:58.960 --> 00:14:00.960]  一邊嘗試處理
[00:14:00.960 --> 00:14:03.960]  還有背景不知道大家有沒有看到
[00:14:03.960 --> 00:14:06.960]  大家不要特別去看
[00:14:06.960 --> 00:14:09.960]  背景全部都是貓的爪板
[00:14:09.960 --> 00:14:11.960]  還有那些貓樹
[00:14:11.960 --> 00:14:14.960]  上面那些其實是貓樹
[00:14:14.960 --> 00:14:16.960]  我當時畫的時候
[00:14:16.960 --> 00:14:19.960]  都在想這個村落
[00:14:19.960 --> 00:14:21.960]  他們的建築物是怎樣的呢
[00:14:21.960 --> 00:14:26.960]  我會幻想全部都是貓爬架
[00:14:26.960 --> 00:14:28.960]  成為他們的屋
[00:14:28.960 --> 00:14:29.960]  暗暗的在後面
[00:14:29.960 --> 00:14:31.960]  不會很突出
[00:14:31.960 --> 00:14:37.960]  這個是我第一幅的嘗試
[00:14:37.960 --> 00:14:43.960]  跟大家分享另一個情況
[00:14:43.960 --> 00:14:47.960]  這個就是其中第七回
[00:14:47.960 --> 00:14:50.960]  都做了一些處理
[00:14:50.960 --> 00:14:52.960]  開頭第一稿都是這樣的
[00:14:52.960 --> 00:14:53.960]  他是凹嘴的
[00:14:53.960 --> 00:14:55.960]  因為應天說我見到
[00:14:55.960 --> 00:14:58.960]  阿比見到汪汪的時候
[00:14:58.960 --> 00:15:02.960]  我心裏面汪汪就這樣
[00:15:02.960 --> 00:15:05.960]  我汪汪就我這樣
[00:15:05.960 --> 00:15:10.960]  但應天說我不夠驚奇
[00:15:10.960 --> 00:15:12.960]  不夠誇張
[00:15:12.960 --> 00:15:15.960]  我就不斷地去處理
[00:15:15.960 --> 00:15:19.960]  還有這些球都做了很多不同的修正
[00:15:19.960 --> 00:15:21.960]  究竟透多少
[00:15:21.960 --> 00:15:23.960]  不透
[00:15:23.960 --> 00:15:25.960]  反映到那些
[00:15:25.960 --> 00:15:28.960]  但球應該要反映到後面
[00:15:28.960 --> 00:15:31.960]  不斷地處理這些細節
[00:15:31.960 --> 00:15:33.960]  我平時是粗枝大葉
[00:15:33.960 --> 00:15:34.960]  不會理這些
[00:15:34.960 --> 00:15:36.960]  但跟你一起合作
[00:15:36.960 --> 00:15:39.960]  我會留意這些細節
[00:15:39.960 --> 00:15:42.960]  他的嘴巴變得大一點
[00:15:42.960 --> 00:15:48.960]  樂楠就要站後一點
[00:15:48.960 --> 00:15:50.960]  想有前後感的對比
[00:15:50.960 --> 00:15:51.960]  即是後面那隻貓
[00:15:51.960 --> 00:15:52.960]  對 後面那隻貓
[00:15:52.960 --> 00:15:55.960]  想前面多一點
[00:15:55.960 --> 00:15:56.960]  後面要處理
[00:15:56.960 --> 00:15:58.960]  後面是暗一點的
[00:15:58.960 --> 00:16:02.960]  有很多不同的修正
[00:16:02.960 --> 00:16:04.960]  不斷地改正
[00:16:04.960 --> 00:16:07.960]  是有趣的
[00:16:07.960 --> 00:16:09.960]  這件事也是
[00:16:09.960 --> 00:16:12.960]  第十回
[00:16:12.960 --> 00:16:14.960]  最重要的一幅
[00:16:14.960 --> 00:16:16.960]  最重要的那幅是
[00:16:16.960 --> 00:16:18.960]  Milo很厲害
[00:16:18.960 --> 00:16:20.960]  給我的指示
[00:16:20.960 --> 00:16:22.960]  Milo這張要很厲害
[00:16:22.960 --> 00:16:26.960]  我一開始看的指示
[00:16:26.960 --> 00:16:28.960]  就說他在湖底
[00:16:28.960 --> 00:16:33.960]  有一件戴著黑暗的東西
[00:16:33.960 --> 00:16:35.960]  發出光線
[00:16:35.960 --> 00:16:36.960]  寫穿了黑暗
[00:16:36.960 --> 00:16:37.960]  這個黑暗完全是
[00:16:37.960 --> 00:16:40.960]  配合他所說的話
[00:16:40.960 --> 00:16:41.960]  但怎知道原來
[00:16:41.960 --> 00:16:44.960]  完全不對
[00:16:44.960 --> 00:16:45.960]  我說不是
[00:16:45.960 --> 00:16:48.960]  那個角度不是這樣
[00:16:48.960 --> 00:16:51.960]  其實應該是向上的
[00:16:51.960 --> 00:16:52.960]  然後我就
[00:16:52.960 --> 00:16:54.960]  對 向下的
[00:16:54.960 --> 00:16:58.960]  他就轉了一個圈
[00:16:58.960 --> 00:17:00.960]  轉了一圈
[00:17:00.960 --> 00:17:02.960]  我用剛才那個去轉
[00:17:02.960 --> 00:17:04.960]  還可以的
[00:17:04.960 --> 00:17:06.960]  還可以處理
[00:17:06.960 --> 00:17:08.960]  但最後轉來轉去
[00:17:08.960 --> 00:17:11.960]  其實又是給了一些參考
[00:17:11.960 --> 00:17:15.960]  都不是星矢
[00:17:15.960 --> 00:17:17.960]  那件事是要
[00:17:17.960 --> 00:17:19.960]  這樣的感覺
[00:17:19.960 --> 00:17:24.960]  他就轉了去這邊
[00:17:24.960 --> 00:17:27.960]  他轉了去那邊
[00:17:27.960 --> 00:17:31.960]  終於到那個大小
[00:17:31.960 --> 00:17:32.960]  那個近遠鏡
[00:17:32.960 --> 00:17:33.960]  我們大家有共識
[00:17:33.960 --> 00:17:36.960]  是要這個動作
[00:17:36.960 --> 00:17:38.960]  這個距離
[00:17:38.960 --> 00:17:39.960]  然後又要處理很多東西
[00:17:39.960 --> 00:17:42.960]  就要處理可能那些光線
[00:17:42.960 --> 00:17:44.960]  都試了很多次
[00:17:44.960 --> 00:17:47.960]  光應該怎樣寫出來才對
[00:17:47.960 --> 00:17:49.960]  就轉來轉去
[00:17:49.960 --> 00:17:52.960]  不斷地處理
[00:17:52.960 --> 00:17:53.960]  然後又發現
[00:17:53.960 --> 00:17:55.960]  這隻手太長
[00:17:55.960 --> 00:17:57.960]  這個其實見到
[00:17:57.960 --> 00:17:59.960]  好像都差不多
[00:17:59.960 --> 00:18:02.960]  大家都覺得差不多
[00:18:02.960 --> 00:18:03.960]  因為其實我自己
[00:18:03.960 --> 00:18:05.960]  看著自己那幅畫摸太久
[00:18:05.960 --> 00:18:07.960]  其實有些位置自己看不到
[00:18:07.960 --> 00:18:09.960]  可能你寫畫都會有這些情況
[00:18:09.960 --> 00:18:10.960]  可能有些位置卡住
[00:18:10.960 --> 00:18:11.960]  你自己看不到
[00:18:11.960 --> 00:18:12.960]  因為其實我自己
[00:18:12.960 --> 00:18:13.960]  看著自己那幅畫摸太久
[00:18:13.960 --> 00:18:14.960]  我都不發現
[00:18:14.960 --> 00:18:16.960]  有一些比例的問題
[00:18:16.960 --> 00:18:18.960]  其實好像很長
[00:18:18.960 --> 00:18:19.960]  這隻手
[00:18:19.960 --> 00:18:21.960]  又好像很多關節
[00:18:21.960 --> 00:18:23.960]  變了路飛
[00:18:23.960 --> 00:18:26.960]  真的很長這隻手
[00:18:26.960 --> 00:18:30.960]  就要不斷地細執這些位置
[00:18:30.960 --> 00:18:32.960]  因為對我來說
[00:18:32.960 --> 00:18:37.960]  要處理比例是困難的
[00:18:37.960 --> 00:18:39.960]  因為習慣畫QQ的時候
[00:18:39.960 --> 00:18:43.960]  要跟著某一些特定的動作
[00:18:43.960 --> 00:18:46.960]  真的要處理一下那些比例
[00:18:46.960 --> 00:18:48.960]  最後我們就是
[00:18:48.960 --> 00:18:51.960]  這個朋友
[00:18:51.960 --> 00:18:53.960]  終於都處理好這隻手
[00:18:53.960 --> 00:18:56.960]  我最滿意那把劍的光
[00:18:56.960 --> 00:18:57.960]  是是是
[00:18:57.960 --> 00:18:59.960]  我都不斷試
[00:18:59.960 --> 00:19:00.960]  不斷地試
[00:19:00.960 --> 00:19:02.960]  我覺得這個都差不多
[00:19:02.960 --> 00:19:04.960]  終於都像樣了
[00:19:04.960 --> 00:19:06.960]  真的覺得它很光
[00:19:06.960 --> 00:19:11.960]  這個封面
[00:19:11.960 --> 00:19:13.960]  封面開頭是
[00:19:13.960 --> 00:19:15.960]  這個是第一稿
[00:19:15.960 --> 00:19:18.960]  第一稿的時候
[00:19:18.960 --> 00:19:19.960]  這是草稿
[00:19:19.960 --> 00:19:21.960]  草稿
[00:19:21.960 --> 00:19:23.960]  草稿我的要求就是
[00:19:23.960 --> 00:19:25.960]  我要大堆頭
[00:19:25.960 --> 00:19:29.960]  好像在模仿電影的開幕
[00:19:29.960 --> 00:19:31.960]  大堆頭的吸引力
[00:19:31.960 --> 00:19:33.960]  所以就交給你去畫
[00:19:33.960 --> 00:19:35.960]  你都給了一些參考
[00:19:35.960 --> 00:19:38.960]  其實我都是跟著參考去處理
[00:19:38.960 --> 00:19:41.960]  但是我後來之後
[00:19:41.960 --> 00:19:43.960]  大家去談過
[00:19:43.960 --> 00:19:47.960]  我們之後就改變了處理
[00:19:47.960 --> 00:19:50.960]  就是我想大家都可以有些動作
[00:19:50.960 --> 00:19:52.960]  好像動感大一點
[00:19:52.960 --> 00:19:56.960]  就轉了做現在這一個
[00:19:56.960 --> 00:19:58.960]  幸好都不是很困難的東西
[00:19:58.960 --> 00:20:00.960]  對我來說
[00:20:00.960 --> 00:20:05.960]  但唯一的問題都是這隻手
[00:20:05.960 --> 00:20:07.960]  這個處理了很久
[00:20:07.960 --> 00:20:12.960]  這個手很明顯跟剛才那一幅不同
[00:20:12.960 --> 00:20:15.960]  因為如果你要好像剛才
[00:20:15.960 --> 00:20:18.960]  我們最後那一幅的手那麼長
[00:20:18.960 --> 00:20:22.960]  它就會真的像一個成年人
[00:20:22.960 --> 00:20:25.960]  但是我也想了很久
[00:20:25.960 --> 00:20:28.960]  究竟想它那個比例是怎樣呢
[00:20:28.960 --> 00:20:30.960]  最終我們要做封面的時候
[00:20:30.960 --> 00:20:31.960]  它的比例是
[00:20:31.960 --> 00:20:32.960]  想它好像成年人一樣
[00:20:32.960 --> 00:20:33.960]  好像他那樣
[00:20:33.960 --> 00:20:34.960]  這個手勢
[00:20:34.960 --> 00:20:36.960]  這個比例就是像人
[00:20:36.960 --> 00:20:38.960]  是像一個成年人
[00:20:38.960 --> 00:20:44.960]  還是我們想最後都給一點
[00:20:44.960 --> 00:20:46.960]  好愛感給他
[00:20:46.960 --> 00:20:48.960]  就Q一點
[00:20:48.960 --> 00:20:50.960]  我們最後合作了很久
[00:20:50.960 --> 00:20:51.960]  合作了之後
[00:20:51.960 --> 00:20:53.960]  身邊就給一點Q
[00:20:53.960 --> 00:20:57.960]  聽起來都很刺激
[00:20:57.960 --> 00:20:58.960]  都有火花
[00:20:58.960 --> 00:21:02.960]  這本書裏面的地方名和那些壞人
[00:21:02.960 --> 00:21:04.960]  好像特別的彩蛋
[00:21:04.960 --> 00:21:06.960]  你知不知道可不可以分享一下這方面
[00:21:06.960 --> 00:21:09.960]  其實是我自己的創作
[00:21:09.960 --> 00:21:12.960]  我很喜歡加一些細節和隱喻
[00:21:12.960 --> 00:21:16.960]  所以當中都很歡迎大家去找出
[00:21:16.960 --> 00:21:21.960]  究竟我買了那些東西在那些地方
[00:21:21.960 --> 00:21:24.960]  其中一個比較明顯的就是命名那方面
[00:21:24.960 --> 00:21:27.960]  大家如果看人物介紹那裏
[00:21:27.960 --> 00:21:28.960]  書人的人物介紹
[00:21:28.960 --> 00:21:31.960]  你見到魔關那裏
[00:21:31.960 --> 00:21:36.960]  即是有惡靈之王和他旗下的六個魔杖
[00:21:36.960 --> 00:21:38.960]  基本上大部份都是
[00:21:38.960 --> 00:21:42.960]  他的名字是由口字部去構成
[00:21:42.960 --> 00:21:44.960]  和一個二聲詞
[00:21:44.960 --> 00:21:48.960]  即不是沒事找東西來做
[00:21:48.960 --> 00:21:51.960]  故意好像很花巧
[00:21:51.960 --> 00:21:53.960]  而是當中有一個隱喻
[00:21:53.960 --> 00:21:57.960]  如果大家記得剛才魔君的魔印
[00:21:57.960 --> 00:22:01.960]  是一條蛇的口張開去吞嚥大地
[00:22:01.960 --> 00:22:05.960]  所以其實我想講魔君怎樣去侵略
[00:22:05.960 --> 00:22:08.960]  即是除了普通的打鬥之外
[00:22:08.960 --> 00:22:11.960]  他們最厲害的武器就是透過聲音和言語
[00:22:11.960 --> 00:22:14.960]  去誘惑那些貓貓
[00:22:14.960 --> 00:22:18.960]  即是令到他們從一個正道怎樣墮落
