
[00:00:00.000 --> 00:00:04.000]  我記得在幾年之前有一個聖誕節
[00:01:31.880 --> 00:01:35.760]  第一種智慧叫做屬靈的智慧
[00:01:35.760 --> 00:01:39.320]  第二種智慧叫做世上的智慧
[00:01:39.320 --> 00:01:42.280]  兩種截然不同的智慧
[00:01:42.280 --> 00:01:46.560]  屬靈的智慧是關乎永恆的事情
[00:01:46.560 --> 00:01:49.080]  關乎永恆世界的事情
[00:01:49.080 --> 00:01:52.760]  而地上的智慧是關乎地上
[00:01:52.760 --> 00:01:56.400]  短暫很快會過去的世界
[00:01:56.400 --> 00:02:01.360]  因此是完全關乎兩件事情的智慧
[00:02:01.360 --> 00:02:05.120]  而聖經說到什麼是屬靈人
[00:02:05.120 --> 00:02:09.680]  屬靈人就是當人用屬靈的智慧
[00:02:09.680 --> 00:02:13.000]  在地上生活的人
[00:02:13.000 --> 00:02:15.560]  他們就是屬靈人
[00:02:15.560 --> 00:02:18.080]  他們不單單用地上的智慧
[00:02:18.080 --> 00:02:20.600]  他們更加用屬靈的智慧
[00:02:20.600 --> 00:02:23.680]  在地上短暫的日子來過生活
[00:02:23.680 --> 00:02:27.000]  這些人被稱為屬靈人
[00:02:27.000 --> 00:02:27.880]  各位弟兄姊妹
[00:02:27.880 --> 00:02:29.640]  你和我當信主耶穌的時候
[00:02:29.640 --> 00:02:32.720]  已經領受聖靈在你的生命當中
[00:02:32.720 --> 00:02:36.840]  因此在你的本質上你是屬靈人
[00:02:36.840 --> 00:02:39.560]  而聖經教導我們如何更進深地
[00:02:39.560 --> 00:02:43.040]  進入屬靈的智慧裡面
[00:02:43.040 --> 00:02:44.960]  而聖經格林多前書第二章
[00:02:44.960 --> 00:02:47.640]  就正正講述這方面的真理
[00:02:47.640 --> 00:02:50.520]  我們一起思想聖經上的說話
[00:02:50.520 --> 00:02:54.280]  在聖經第二章第六節到第八節
[00:02:54.280 --> 00:02:56.640]  就分別出這兩種智慧
[00:02:56.640 --> 00:02:58.880]  屬靈和世上的智慧
[00:02:58.880 --> 00:03:01.720]  你留心第二章第一節到第五節
[00:03:01.720 --> 00:03:04.080]  就講到保羅當時提及
[00:03:04.080 --> 00:03:06.080]  當他侍奉神的時候
[00:03:06.080 --> 00:03:09.480]  是用聖靈和大能的明證
[00:03:09.480 --> 00:03:11.280]  去傳講神的道
[00:03:11.280 --> 00:03:13.640]  不是用人的智慧
[00:03:13.640 --> 00:03:16.640]  所以你留心第二章第四節
[00:03:17.520 --> 00:03:19.600]  「我說的話、講的道
[00:03:19.600 --> 00:03:22.640]  都不是用智慧的話去說服人
[00:03:22.640 --> 00:03:26.560]  而是用聖靈和能力來證明
[00:03:26.560 --> 00:03:29.640]  使你們的信不是憑著人的智慧
[00:03:29.640 --> 00:03:32.840]  而是憑著神的能力」
[00:03:32.840 --> 00:03:36.000]  但是否保羅就不講智慧呢?
[00:03:36.000 --> 00:03:36.640]  不是
[00:03:36.640 --> 00:03:38.800]  保羅是會講智慧的
[00:03:38.800 --> 00:03:41.560]  因此在下面第六節他接著說
[00:03:41.560 --> 00:03:44.360]  「然而在信心成熟的人中間
[00:03:44.360 --> 00:03:46.400]  我們也講智慧
[00:03:46.400 --> 00:03:49.160]  但不是講那些世代的智慧
[00:03:49.160 --> 00:03:52.200]  也不是這世代將要滅亡的
[00:03:52.200 --> 00:03:55.040]  執政者的智慧」
[00:03:55.040 --> 00:03:56.600]  保羅特別強調
[00:03:56.600 --> 00:03:59.200]  他所講的不是世上的智慧
[00:03:59.200 --> 00:04:04.960]  不是那些有權有勢的人所講的智慧
[00:04:04.960 --> 00:04:06.960]  這些智慧可能牽涉到
[00:04:06.960 --> 00:04:09.400]  政治的層面、經濟的層面
[00:04:09.400 --> 00:04:13.320]  或者是很多行政權力的層面等等
[00:04:13.320 --> 00:04:15.400]  當人用人的智慧告訴你
[00:04:15.400 --> 00:04:16.800]  你聽我說
[00:04:16.800 --> 00:04:19.360]  教我這樣去買股票
[00:04:19.360 --> 00:04:21.480]  你賺大錢了
[00:04:21.480 --> 00:04:23.400]  或者他教你很多不同的方法
[00:04:23.400 --> 00:04:26.240]  你會得到很多的財富
[00:04:26.240 --> 00:04:29.080]  這是一種地上的智慧
[00:04:29.080 --> 00:04:29.960]  或者他告訴你
[00:04:29.960 --> 00:04:33.000]  你要得到人民對你的尊重
[00:04:33.000 --> 00:04:35.960]  或者在你所屬的公司、機構中
[00:04:35.960 --> 00:04:37.720]  得到民心
[00:04:37.720 --> 00:04:38.920]  你跟我這樣做
[00:04:38.920 --> 00:04:39.920]  這樣管理
[00:04:39.920 --> 00:04:44.360]  你就得到人的支持和擁戴
[00:04:44.360 --> 00:04:45.840]  很多世上的智慧
[00:04:45.840 --> 00:04:48.000]  講關於世上的事情
[00:04:48.000 --> 00:04:50.880]  某方面帶給我們有好處
[00:04:50.880 --> 00:04:52.520]  但聖經就繼續講
[00:04:52.520 --> 00:04:56.200]  這種智慧有兩種很特別的特徵
[00:04:56.200 --> 00:04:57.680]  第一種特徵
[00:04:57.680 --> 00:04:59.800]  剛才第六節說
[00:04:59.800 --> 00:05:00.920]  中間說
[00:05:00.920 --> 00:05:06.160]  「也不是這世代將要滅亡的智慧」
[00:05:06.160 --> 00:05:09.080]  這種智慧原來是會滅亡的
[00:05:09.080 --> 00:05:10.880]  是短暫有果效
[00:05:10.880 --> 00:05:14.360]  但很快就會消失
[00:05:14.360 --> 00:05:15.560]  我記得我曾經提及過
[00:05:15.560 --> 00:05:19.280]  有一次我去到一間在美國的博物館
[00:05:19.280 --> 00:05:22.480]  一間比較新派的博物館
[00:05:22.480 --> 00:05:24.640]  我到處看這些展品都很驚奇
[00:05:24.640 --> 00:05:26.720]  很少見這些展品
[00:05:26.720 --> 00:05:28.080]  去到一個角落
[00:05:28.080 --> 00:05:30.720]  見到一張很漂亮的桌子
[00:05:30.720 --> 00:05:34.240]  上面放了一盤很新鮮的水果
[00:05:34.240 --> 00:05:35.640]  我看著看著
[00:05:35.640 --> 00:05:38.560]  什麼水果都可以做展品
[00:05:38.560 --> 00:05:41.400]  在博物館竟然放一盤水果做展品
[00:05:41.400 --> 00:05:43.560]  簡單一點
[00:05:43.560 --> 00:05:44.880]  但再仔細看的時候
[00:05:44.880 --> 00:05:47.880]  旁邊有個牌寫著「腐朽」
[00:05:47.880 --> 00:05:50.040]  什麼意思呢?
[00:05:50.040 --> 00:05:51.800]  原來在水果的後面
[00:05:51.800 --> 00:05:53.600]  有一個電視的螢幕
[00:05:53.600 --> 00:05:55.280]  大概兩分鐘左右
[00:05:55.280 --> 00:05:57.760]  將水果腐朽的過程
[00:05:57.760 --> 00:06:00.440]  很快地拍攝了出來
[00:06:00.440 --> 00:06:02.520]  本來一盤新鮮的水果
[00:06:02.520 --> 00:06:05.360]  慢慢發現開始變黃
[00:06:05.360 --> 00:06:07.120]  開始扭爛
[00:06:07.120 --> 00:06:10.880]  開始發現蟲在轉動
[00:06:10.880 --> 00:06:12.080]  兩分鐘
[00:06:12.080 --> 00:06:14.080]  突然發現眼前這盤水果
[00:06:14.080 --> 00:06:16.640]  可以變成廢物
[00:06:16.640 --> 00:06:19.400]  一些腐爛的東西
[00:06:19.400 --> 00:06:20.760]  因此腐朽的觀念
[00:06:20.760 --> 00:06:24.000]  很深刻在我的腦海裡面
[00:06:24.000 --> 00:06:26.560]  這些水果是會腐爛
[00:06:26.560 --> 00:06:28.560]  是會消失的
[00:06:28.560 --> 00:06:29.240]  各位電影節目
[00:06:29.240 --> 00:06:31.960]  應該世界上一切的榮耀
[00:06:31.960 --> 00:06:33.280]  世上的智慧
[00:06:33.280 --> 00:06:37.600]  我曾經說過特點就是會過去
[00:06:37.600 --> 00:06:39.520]  或許它會長一些時間
[00:06:39.520 --> 00:06:42.560]  但它會過去
[00:06:42.560 --> 00:06:44.120]  第二個特點我曾經再說過
[00:06:44.120 --> 00:06:47.160]  我們看第八節
[00:06:47.160 --> 00:06:50.000]  「這智慧這世代執政的人
[00:06:50.000 --> 00:06:51.560]  沒有一個知道
[00:06:51.560 --> 00:06:53.200]  如果他們知道
[00:06:53.200 --> 00:06:55.160]  就不會把榮耀的主
[00:06:55.160 --> 00:06:57.880]  釘在十字架上」
[00:06:57.880 --> 00:07:00.000]  第七節提到屬靈的智慧
[00:07:00.000 --> 00:07:01.680]  但第八節提及到
[00:07:01.680 --> 00:07:04.600]  這個世上的人憑著自己的智慧
[00:07:04.600 --> 00:07:08.000]  不會知道屬靈的智慧
[00:07:08.000 --> 00:07:10.720]  他不會明白永恆的事情
[00:07:10.720 --> 00:07:12.720]  是完全不會理解的
[00:07:12.720 --> 00:07:14.280]  正如剛才所說
[00:07:14.280 --> 00:07:17.640]  在平面的一些存在
[00:07:17.640 --> 00:07:21.920]  是不會明白時空的那種特色
[00:07:21.920 --> 00:07:22.880]  是不會明白
[00:07:22.880 --> 00:07:24.920]  掌握不了、了解不了的
[00:07:24.920 --> 00:07:27.600]  並且他會覺得是一些很愚蠢的事
[00:07:27.600 --> 00:07:30.040]  自己不認識就當是愚蠢
[00:07:30.040 --> 00:07:32.080]  我們看聖經前面第一章
[00:07:32.080 --> 00:07:34.080]  第二十三節
[00:07:34.080 --> 00:07:38.240]  一章二十三節
[00:07:38.240 --> 00:07:41.800]  「我們卻傳揚釘十字架的基督
[00:07:41.800 --> 00:07:46.440]  在猶太人看來是半腳石
[00:07:46.440 --> 00:07:47.840]  阻礙他們的
[00:07:47.840 --> 00:07:52.200]  在我北人看來是愚笨的」
[00:07:52.200 --> 00:07:55.200]  他們認為信耶穌
[00:07:55.200 --> 00:07:56.760]  釘十字架的耶穌
[00:07:56.760 --> 00:07:59.200]  一個被人小看輕視的耶穌
[00:07:59.200 --> 00:08:03.000]  而得救是一件愚蠢的事情
[00:08:03.000 --> 00:08:04.680]  因此用世上的智慧
[00:08:04.680 --> 00:08:06.880]  嘗試明白神的救恩
[00:08:06.880 --> 00:08:08.680]  是捍衛愚蠢
[00:08:08.680 --> 00:08:11.080]  因為他們不能明白
[00:08:11.080 --> 00:08:14.920]  這也是世上智慧的一種特點
[00:08:14.920 --> 00:08:16.000]  我們回到第七節
[00:08:16.000 --> 00:08:18.640]  先講到神的智慧又是怎樣的呢?
[00:08:18.640 --> 00:08:20.640]  第七節
[00:08:20.640 --> 00:08:23.520]  「我們所說的是從前隱藏的
[00:08:23.520 --> 00:08:25.400]  神奧秘的智慧
[00:08:25.400 --> 00:08:27.760]  就是神在萬世以前
[00:08:27.760 --> 00:08:31.640]  為我們的榮耀所預定的」
[00:08:31.640 --> 00:08:34.760]  神的智慧在過去是隱藏著的
[00:08:34.760 --> 00:08:36.560]  從前隱藏也意味著
[00:08:36.560 --> 00:08:39.440]  今天是彰顯出來的
[00:08:39.440 --> 00:08:41.320]  在哪方面彰顯?
[00:08:41.320 --> 00:08:43.480]  透過耶穌基督的降臨
[00:08:43.480 --> 00:08:45.040]  藉著祂的救恩
[00:08:45.040 --> 00:08:47.920]  彰顯出神的智慧
[00:08:47.920 --> 00:08:49.960]  這種智慧以前是一種奧秘
[00:08:49.960 --> 00:08:51.440]  沒有人能夠明白
[00:08:51.440 --> 00:08:55.720]  但是今天透過聖靈啟示給我們知道
[00:08:55.720 --> 00:08:56.880]  過去不知道
[00:08:56.880 --> 00:08:58.080]  但是感謝神
[00:08:58.080 --> 00:09:00.840]  今天我們可以知道
[00:09:00.840 --> 00:09:02.000]  就算我們不知道
[00:09:02.000 --> 00:09:04.440]  這件事情已經在萬世之前
[00:09:04.440 --> 00:09:06.600]  神計劃了
[00:09:06.600 --> 00:09:09.480]  你和我不知道不重要
[00:09:09.480 --> 00:09:10.760]  但重要的是
[00:09:10.760 --> 00:09:12.360]  神早就預定
[00:09:12.360 --> 00:09:14.880]  凡是因信靠耶穌基督的人
[00:09:14.880 --> 00:09:18.840]  要得到永恆的榮耀
[00:09:18.840 --> 00:09:22.240]  大家留心聽我講榮光
[00:09:22.240 --> 00:09:24.600]  很多時候當我思想榮耀的時候
[00:09:24.600 --> 00:09:27.360]  我覺得我自己也不能完全明白
[00:09:27.360 --> 00:09:29.880]  什麼叫做榮耀
[00:09:29.880 --> 00:09:31.840]  努域斯先生寫了一本書
[00:09:31.840 --> 00:09:33.000]  英文叫做
[00:09:33.000 --> 00:09:35.640]  The Weight of Glory
[00:09:35.640 --> 00:09:38.120]  榮耀的重量
[00:09:38.120 --> 00:09:40.640]  究竟榮耀是什麼?
[00:09:40.640 --> 00:09:43.680]  當然大家如果看一些運動會
[00:09:43.680 --> 00:09:45.600]  當到最後頒獎的時候
[00:09:45.600 --> 00:09:47.800]  奧運會譬如說
[00:09:47.800 --> 00:09:51.760]  當一個運動員站在頒獎台上
[00:09:51.760 --> 00:09:53.080]  奏起國歌
[00:09:53.080 --> 00:09:54.680]  升起國旗
[00:09:54.680 --> 00:09:57.280]  然後他帶著很大的感動
[00:09:57.280 --> 00:09:59.080]  望著國旗
[00:09:59.080 --> 00:10:01.840]  全世界的目光集中在他身上
[00:10:01.840 --> 00:10:03.480]  他成功了
[00:10:03.480 --> 00:10:04.960]  他得獎了
[00:10:04.960 --> 00:10:07.280]  他流出眼淚
[00:10:07.280 --> 00:10:11.720]  你的心可能會想一種很大的光榮
[00:10:11.720 --> 00:10:14.480]  但有機會當你去到一些郊野地方
[00:10:14.480 --> 00:10:16.760]  在漆黑的夜天
[00:10:16.760 --> 00:10:18.560]  天色很晴朗
[00:10:18.560 --> 00:10:19.960]  到了晚上的時候
[00:10:19.960 --> 00:10:22.480]  你一抬頭望天
[00:10:22.480 --> 00:10:25.360]  你發覺繁星點點
[00:10:25.360 --> 00:10:27.560]  佈滿整個天際
[00:10:27.560 --> 00:10:29.080]  在那時候突然間你感覺
[00:10:29.080 --> 00:10:30.880]  嘩!
[00:10:30.880 --> 00:10:33.640]  很榮耀
[00:10:33.640 --> 00:10:35.040]  我們不太明白
[00:10:35.040 --> 00:10:38.080]  神要為我們預備的榮耀是什麼
[00:10:38.080 --> 00:10:39.040]  但聖經就說
[00:10:39.040 --> 00:10:42.760]  神要賜給我們不能夠扭壞
[00:10:42.760 --> 00:10:44.800]  不能夠衰殘
[00:10:44.800 --> 00:10:48.520]  不會玷污的永恆的基業
[00:10:48.520 --> 00:10:50.200]  到時你會很驚訝
[00:10:50.200 --> 00:10:52.600]  我怎麼會這樣
[00:10:52.600 --> 00:10:53.680]  聖經就是這樣說
[00:10:53.680 --> 00:10:55.680]  在未曾創世以先
[00:10:55.680 --> 00:11:01.600]  神已經預定讓這些榮耀賜給凡是屬於祂的人
[00:11:01.600 --> 00:11:04.880]  而這種榮耀只是憑著神的智慧
[00:11:04.880 --> 00:11:06.360]  才會明白
[00:11:06.360 --> 00:11:08.640]  才會理解
[00:11:08.640 --> 00:11:11.440]  神的智慧就是人藉著耶穌基督的代屬
[00:11:11.440 --> 00:11:13.520]  而得到救恩
[00:11:13.520 --> 00:11:14.520]  我再說
[00:11:14.520 --> 00:11:18.920]  神的智慧就是神藉著耶穌基督的代屬
[00:11:18.920 --> 00:11:21.040]  而賜給我們救恩
[00:11:21.040 --> 00:11:25.600]  人沒有一個能夠憑著自己得救
[00:11:25.600 --> 00:11:27.640]  當你領受這份救恩的時候
[00:11:27.640 --> 00:11:31.240]  你也同時領受了一種屬靈的智慧
[00:11:31.240 --> 00:11:32.520]  在人生的路上
[00:11:32.520 --> 00:11:33.720]  從今之後
[00:11:33.720 --> 00:11:36.080]  你就按照這種屬靈的智慧
[00:11:36.080 --> 00:11:38.840]  去看萬事萬物
[00:11:38.840 --> 00:11:39.880]  這種屬靈的智慧
[00:11:39.880 --> 00:11:40.960]  譬如說
[00:11:40.960 --> 00:11:44.200]  你怎麼看成功
[00:11:44.200 --> 00:11:46.800]  你怎麼看死亡
[00:11:46.800 --> 00:11:48.000]  你怎麼明白
[00:11:48.000 --> 00:11:50.760]  什麼叫做成敗得失
[00:11:50.760 --> 00:11:52.400]  當你用屬靈眼光去看的時候
[00:11:52.400 --> 00:11:57.080]  發覺完全不同一般世上有的觀念
[00:11:57.080 --> 00:12:01.720]  最近一位在醫院的弟兄跟我講及
[00:12:01.720 --> 00:12:04.200]  他們是基督教的醫院
[00:12:04.200 --> 00:12:07.440]  很想在當中做一些小賣店
[00:12:07.440 --> 00:12:10.560]  是能夠方便一些病人
[00:12:10.560 --> 00:12:12.080]  能夠給他們有好處
[00:12:12.080 --> 00:12:13.280]  能夠容易買到
[00:12:13.280 --> 00:12:15.120]  也不需要賺錢
[00:12:15.120 --> 00:12:17.320]  但有一些人士批評
[00:12:17.320 --> 00:12:19.040]  為什麼你們這個小賣店
[00:12:19.040 --> 00:12:22.440]  不把他們拿出去公開敬求
[00:12:22.440 --> 00:12:24.280]  讓那些商人可以用最高價
[00:12:24.280 --> 00:12:25.760]  幫你們敬求回來
[00:12:25.760 --> 00:12:28.720]  你們醫院就可以賺多點錢
[00:12:28.720 --> 00:12:30.160]  但醫生就說
[00:12:30.160 --> 00:12:30.760]  不行的
[00:12:30.760 --> 00:12:33.800]  他們如果用賺錢的動機去做
[00:12:33.800 --> 00:12:36.160]  可能會賣香煙賣酒
[00:12:36.160 --> 00:12:37.720]  病人在醫院裡面
[00:12:37.720 --> 00:12:41.320]  買到這些東西對他們不好
[00:12:41.320 --> 00:12:42.400]  但對方就說
[00:12:42.400 --> 00:12:45.320]  你們賺不到錢
[00:12:45.320 --> 00:12:47.040]  因為他們的觀念認為
[00:12:47.040 --> 00:12:50.160]  賺錢就是最高的準則
[00:12:50.160 --> 00:12:52.320]  但對於一些基督教的醫生
[00:12:52.320 --> 00:12:53.360]  他們就知道
[00:12:53.360 --> 00:12:56.200]  不是單單錢的問題
[00:12:56.200 --> 00:12:58.440]  屬靈的智慧衡量不同的事情
[00:12:58.440 --> 00:13:00.000]  其中一個重點
[00:13:00.000 --> 00:13:04.200]  就是不會要求自己主導一切
[00:13:04.200 --> 00:13:06.760]  沒錯我們學習去獨立
[00:13:06.760 --> 00:13:11.200]  但我們不相信人能夠主導一切
[00:13:11.200 --> 00:13:15.120]  很多人盼望在自己所屬於的一個圈子
[00:13:15.120 --> 00:13:17.680]  能夠可以被人尊重
[00:13:17.680 --> 00:13:19.840]  得到當中的權力
[00:13:19.840 --> 00:13:21.920]  或者在商界
[00:13:21.920 --> 00:13:24.400]  或者在教育界
[00:13:24.400 --> 00:13:25.800]  在演藝界
[00:13:25.800 --> 00:13:27.920]  甚至在宗教界
[00:13:27.920 --> 00:13:30.120]  要得到權力
[00:13:30.120 --> 00:13:33.480]  因此就輕視了屬靈的智慧
[00:13:33.480 --> 00:13:36.480]  和屬靈的能力
[00:13:36.480 --> 00:13:38.120]  以致他們所做的事情
[00:13:38.120 --> 00:13:39.360]  如聖經所說
[00:13:39.360 --> 00:13:42.560]  只不過是草木和街
[00:13:42.560 --> 00:13:51.960]  大家看看聖經第三章第十二節
[00:13:51.960 --> 00:13:53.560]  之前提到的就是
[00:13:53.560 --> 00:13:55.960]  耶穌基督是唯一的根基
[00:13:55.960 --> 00:13:57.840]  十二節聖經說
[00:13:57.840 --> 00:14:00.560]  如果有人用金銀寶石
[00:14:00.560 --> 00:14:02.440]  或者是草木和街
[00:14:02.440 --> 00:14:05.400]  在這根基上建造他們的工程
[00:14:05.400 --> 00:14:06.960]  將來要顯露出來
[00:14:06.960 --> 00:14:09.120]  有火要將它顯露出來
[00:14:09.120 --> 00:14:12.840]  就知道這些工程是甚麼工程
[00:14:12.840 --> 00:14:14.440]  各位弟兄姊妹
[00:14:14.440 --> 00:14:16.800]  甚麼叫做金銀寶石
[00:14:16.800 --> 00:14:19.760]  甚麼叫做草木和街
[00:14:19.760 --> 00:14:21.560]  用人的智慧
[00:14:21.560 --> 00:14:25.720]  不依靠聖靈所做的工程
[00:14:25.720 --> 00:14:29.400]  是草木和街
[00:14:29.400 --> 00:14:31.120]  當教會或者機構
[00:14:31.120 --> 00:14:34.040]  辦這些大型的報道會的時候
[00:14:34.040 --> 00:14:35.960]  他們很小心地在策劃
[00:14:35.960 --> 00:14:37.960]  很周密的組織
[00:14:37.960 --> 00:14:42.040]  但其中他們不會尋求聖靈的能力
[00:14:42.040 --> 00:14:43.600]  不會熱切地祈禱
[00:14:43.600 --> 00:14:45.400]  求聖靈的工作
[00:14:45.400 --> 00:14:47.200]  這些報道會
[00:14:47.200 --> 00:14:51.480]  可能是草木和街
[00:14:51.480 --> 00:14:53.760]  聖經很清楚地讓我們知道
[00:14:53.760 --> 00:14:55.040]  屬靈的事情
[00:14:55.040 --> 00:14:57.160]  必須按屬靈的智慧
[00:14:57.160 --> 00:14:59.320]  以屬靈的能力去做
[00:14:59.320 --> 00:15:02.360]  才會有永恆的價值
[00:15:02.360 --> 00:15:04.200]  不單只是一些工作
[00:15:04.200 --> 00:15:09.720]  更是人生裏所做的一切事情
[00:15:09.720 --> 00:15:12.880]  這亦是我們常常互相提醒
[00:15:12.880 --> 00:15:16.400]  要留心以屬靈的智慧行事
[00:15:16.400 --> 00:15:17.480]  但接著你問
[00:15:17.480 --> 00:15:19.720]  如何得到屬靈的智慧呢?
[00:15:19.720 --> 00:15:21.560]  屬靈的智慧從何而來呢?
[00:15:21.560 --> 00:15:27.720]  我們回到第二章第九節
[00:15:27.720 --> 00:15:29.280]  第二章第九節
[00:15:29.280 --> 00:15:31.840]  我想大家一起讀一讀這節經文
[00:15:31.840 --> 00:15:34.360]  正如經上所記
[00:15:34.360 --> 00:15:37.800]  「神為愛他的人所預備的
[00:15:37.800 --> 00:15:40.320]  是眼睛未曾看到
[00:15:40.320 --> 00:15:42.640]  耳朵未曾聽過
[00:15:42.640 --> 00:15:45.960]  人心也未曾想到的」
[00:15:45.960 --> 00:15:47.440]  聖經說
[00:15:47.440 --> 00:15:50.800]  神為愛他的人所預備的
[00:15:50.800 --> 00:15:51.680]  一方面
[00:15:51.680 --> 00:15:54.720]  神賜給我們有屬靈的智慧
[00:15:54.720 --> 00:15:56.520]  藉著這份智慧
[00:15:56.520 --> 00:15:59.240]  我們進而去明白
[00:15:59.240 --> 00:16:02.480]  得到眼睛看不見
[00:16:02.480 --> 00:16:03.800]  耳朵未曾聽過
[00:16:03.800 --> 00:16:06.000]  人心未曾想到的
[00:16:06.000 --> 00:16:09.480]  偉大奇妙的事情
[00:16:09.480 --> 00:16:10.320]  這裡所說的
[00:16:10.320 --> 00:16:15.480]  不單是將來天家的事
[00:16:15.480 --> 00:16:16.400]  同樣說
[00:16:16.400 --> 00:16:19.240]  你今天要經歷很多
[00:16:19.240 --> 00:16:20.440]  是超過你自己
[00:16:20.440 --> 00:16:24.080]  所能夠去明白的事情
[00:16:24.080 --> 00:16:25.560]  我們一切所能夠做的
[00:16:25.560 --> 00:16:27.240]  是透過眼、目、耳
[00:16:27.240 --> 00:16:29.280]  去研究不同的事物
[00:16:29.280 --> 00:16:31.280]  去分析不同的理念
[00:16:31.280 --> 00:16:32.320]  或者你的心裡面
[00:16:32.320 --> 00:16:33.520]  有些思念
[00:16:33.520 --> 00:16:34.600]  很多不同的想像
[00:16:34.600 --> 00:16:36.480]  帶給你發現
[00:16:36.480 --> 00:16:38.040]  很多新鮮的事物
[00:16:38.040 --> 00:16:40.320]  很多新的發展
[00:16:40.320 --> 00:16:41.360]  但神給我們的
[00:16:41.360 --> 00:16:46.120]  是超越你能夠所想像的東西
[00:16:46.120 --> 00:16:47.680]  是超過一切
[00:16:47.680 --> 00:16:49.400]  是上上將恩典
[00:16:49.400 --> 00:16:52.160]  來賜給我們
[00:16:52.160 --> 00:16:53.040]  我最近聽一位
[00:16:53.040 --> 00:16:54.960]  在北美的牧師
[00:16:54.960 --> 00:16:56.360]  他跟我分享
[00:16:56.360 --> 00:16:58.040]  他自己的經歷
[00:16:58.040 --> 00:16:59.240]  我很欣賞這位牧師
[00:16:59.240 --> 00:17:01.920]  他本身很敬畏神
[00:17:01.920 --> 00:17:04.240]  常常很負代價地
[00:17:04.240 --> 00:17:06.400]  關心弟兄姊妹
[00:17:06.400 --> 00:17:07.960]  有一次他告訴我
[00:17:07.960 --> 00:17:10.800]  他有一次按照一早的準備
[00:17:10.800 --> 00:17:13.720]  定期做身體的檢查
[00:17:13.720 --> 00:17:15.200]  去到醫院的時候
[00:17:15.200 --> 00:17:16.280]  突然間發覺
[00:17:16.280 --> 00:17:18.760]  心裡有點不舒服
[00:17:18.760 --> 00:17:21.720]  我對於這個消息特別敏感
[00:17:21.720 --> 00:17:23.800]  因為我自己經過手術之後
[00:17:23.800 --> 00:17:26.680]  很留心聽別人的經歷
[00:17:26.680 --> 00:17:28.720]  他去到大堂的時候
[00:17:28.720 --> 00:17:30.000]  已經發覺不行了
[00:17:30.000 --> 00:17:31.480]  要找個地方坐一坐
[00:17:31.480 --> 00:17:33.160]  因為很痛
[00:17:33.160 --> 00:17:35.360]  他從未試過有這樣的事情
[00:17:35.360 --> 00:17:36.480]  當他坐下來的時候
[00:17:36.480 --> 00:17:38.560]  好像有一把聲音告訴他
[00:17:38.560 --> 00:17:42.160]  你來得正好
[00:17:42.160 --> 00:17:43.680]  然後他就上去
[00:17:43.680 --> 00:17:45.680]  按照預約見醫生
[00:17:45.680 --> 00:17:46.400]  馬上告訴他
[00:17:46.400 --> 00:17:48.400]  醫生有這樣的情況
[00:17:48.400 --> 00:17:50.040]  醫生幫他做了一些檢查
[00:17:50.040 --> 00:17:51.000]  一檢查的時候
[00:17:51.000 --> 00:17:52.880]  發覺又是很痛
[00:17:52.880 --> 00:17:53.960]  醫生幫他再做一些
