
[00:00:00.000 --> 00:00:03.280]  當我們提到神對人的試驗的時候
[00:01:23.640 --> 00:01:25.280]  去思想
[00:01:25.840 --> 00:01:28.640]  當神容許事業臨到我們的時候
[00:01:28.640 --> 00:01:30.680]  我們怎樣去迎接
[00:01:30.680 --> 00:01:34.480]  以致得到其中神要給我們的益處
[00:01:34.480 --> 00:01:36.680]  當你讀第八章的時候
[00:01:36.680 --> 00:01:39.480]  你會察覺一個很重要的重點
[00:01:39.480 --> 00:01:42.440]  就提到真正能夠存活
[00:01:42.440 --> 00:01:45.280]  能夠領受生命的恩惠
[00:01:45.280 --> 00:01:48.240]  是在乎聽從神的話
[00:01:48.240 --> 00:01:50.560]  大家先看第八章第一節
[00:01:53.080 --> 00:01:56.120]  聖經說:我今日吩咐你的一切誡明
[00:01:56.120 --> 00:01:58.400]  我使在以色列人進入
[00:01:58.400 --> 00:01:59.800]  應許地之前
[00:01:59.800 --> 00:02:02.320]  很清楚跟他們吩咐的說話
[00:02:02.320 --> 00:02:04.840]  他們要謹守遵行
[00:02:04.840 --> 00:02:06.640]  使你們可以存活
[00:02:06.640 --> 00:02:08.000]  人數增加
[00:02:08.000 --> 00:02:09.800]  並且可以進去得著
[00:02:09.800 --> 00:02:12.160]  也或說向你們的列祖
[00:02:12.160 --> 00:02:14.760]  起誓應許的那地
[00:02:14.760 --> 00:02:18.560]  要能夠進入神給的應許之地
[00:02:18.560 --> 00:02:20.480]  不在乎
[00:02:20.640 --> 00:02:25.800]  是否你自己能夠有智慧
[00:02:25.800 --> 00:02:28.000]  聰明或財富
[00:02:28.000 --> 00:02:32.600]  不一定是生活上豐衣足食
[00:02:32.600 --> 00:02:34.520]  不在乎這些一切
[00:02:34.520 --> 00:02:38.120]  聖經說:在乎你謹守
[00:02:38.120 --> 00:02:40.200]  遵行神自己的話
[00:02:40.200 --> 00:02:43.040]  你就能夠真正地存活
[00:02:43.040 --> 00:02:46.360]  聖經說出一個很重要的因素
[00:02:46.360 --> 00:02:48.120]  無論在甚麼情況下
[00:02:48.120 --> 00:02:49.720]  就算在艱難日子
[00:02:49.720 --> 00:02:52.240]  留心聽從神的吩咐
[00:02:52.240 --> 00:02:54.680]  你就得到真正的好處
[00:02:54.680 --> 00:02:58.440]  因為裏面包含了神給人的誓言
[00:02:58.440 --> 00:02:59.960]  你再讀第二章
[00:02:59.960 --> 00:03:04.080]  你也要紀念耶和華你的神
[00:03:04.080 --> 00:03:06.280]  這四十年在曠野
[00:03:06.280 --> 00:03:08.680]  引導你的一切路程
[00:03:08.680 --> 00:03:10.920]  為要使你受苦
[00:03:10.920 --> 00:03:12.560]  要試煉你
[00:03:12.560 --> 00:03:15.200]  要知道你心裏怎樣
[00:03:15.200 --> 00:03:17.840]  看看你肯守他的誡明
[00:03:17.840 --> 00:03:18.720]  不肯
[00:03:19.720 --> 00:03:22.800]  在過程裏讓你經歷一些困難
[00:03:22.800 --> 00:03:26.720]  但其實是想知道你的內心對神是怎樣
[00:03:26.720 --> 00:03:31.320]  是否真正願意聽從神的吩咐
[00:03:31.320 --> 00:03:34.120]  去聽從祂對你的心意
[00:03:34.120 --> 00:03:38.120]  我們很多時候生活上都會體會到
[00:03:38.120 --> 00:03:40.320]  我們很多物品
[00:03:40.320 --> 00:03:42.560]  都需要經過一些測試
[00:03:42.560 --> 00:03:45.880]  才會知道它真正的質素是怎樣
[00:03:45.880 --> 00:03:47.280]  有一些椅子
[00:03:47.280 --> 00:03:49.640]  你可能看到很漂亮
[00:03:49.640 --> 00:03:51.120]  設計得很好
[00:03:51.120 --> 00:03:52.960]  你一坐下去的時候
[00:03:52.960 --> 00:03:54.680]  發覺軟了
[00:03:54.680 --> 00:03:56.680]  嘩!你看看
[00:03:56.680 --> 00:03:58.880]  材料這麼脆弱
[00:03:58.880 --> 00:04:02.080]  很多做一些物料研究的
[00:04:02.080 --> 00:04:02.880]  他們都會說
[00:04:02.880 --> 00:04:04.960]  有些物料知道它的質素
[00:04:04.960 --> 00:04:06.680]  是要有一些測試的
[00:04:06.680 --> 00:04:08.240]  有些壓力機
[00:04:08.240 --> 00:04:11.280]  可能要很清楚地加一些壓力上去
[00:04:11.280 --> 00:04:15.200]  才會知道它能夠有多強的堅硬度
[00:04:15.800 --> 00:04:18.200]  又或者是某一些的內熱的程度
[00:04:18.200 --> 00:04:20.320]  或者承托的力量有多少
[00:04:20.320 --> 00:04:23.200]  在測試的時候才真實知道
[00:04:23.200 --> 00:04:26.800]  那種物質有多強的力度
[00:04:26.800 --> 00:04:29.680]  你發覺在測試過程當中
[00:04:29.680 --> 00:04:32.920]  這種實況能夠顯明出來
[00:04:32.920 --> 00:04:35.160]  當神說要測試
[00:04:35.160 --> 00:04:36.960]  要去試用人的時候
[00:04:36.960 --> 00:04:39.880]  不單要知道真實的狀況
[00:04:39.880 --> 00:04:43.960]  更加在過程當中確認了這種實況
[00:04:44.120 --> 00:04:48.800]  也堅固了這種質素在人的生命裏面
[00:04:48.800 --> 00:04:51.640]  當然不單堅固了這種質素
[00:04:51.640 --> 00:04:56.640]  而且更加能夠讓它裏面的美善可以引發出來
[00:04:56.640 --> 00:05:01.400]  有一對夫婦跟我分享到
[00:05:01.400 --> 00:05:02.680]  他們在北美生活
[00:05:02.680 --> 00:05:05.600]  他們很歡喜在當地可以種一些花
[00:05:05.600 --> 00:05:06.680]  在自己的前院
[00:05:06.680 --> 00:05:07.640]  有些泥土
[00:05:07.640 --> 00:05:10.080]  有些小小的地方可以種一些花
[00:05:10.080 --> 00:05:11.800]  他們很喜歡種甚麼呢
[00:05:11.800 --> 00:05:13.240]  特別是種鬱金香
[00:05:13.640 --> 00:05:15.360]  香港也買到很多鬱金香
[00:05:15.360 --> 00:05:15.840]  很漂亮
[00:05:15.840 --> 00:05:16.800]  很大朵的
[00:05:16.800 --> 00:05:18.200]  很多時候也能看到
[00:05:18.200 --> 00:05:20.120]  他們種的時候
[00:05:20.120 --> 00:05:23.440]  人家教他們要早早把種子埋在泥土裏面
[00:05:23.440 --> 00:05:26.200]  天氣未曾和暖
[00:05:26.200 --> 00:05:27.880]  甚至未曾過冬之前
[00:05:27.880 --> 00:05:30.920]  一早要把種子埋在裏面
[00:05:30.920 --> 00:05:32.640]  然後冬天來到了
[00:05:32.640 --> 00:05:34.200]  很寒冷
[00:05:34.200 --> 00:05:37.760]  甚至是整片泥地都鋪滿了雪
[00:05:37.760 --> 00:05:39.760]  可能很多人都會擔心
[00:05:39.760 --> 00:05:41.880]  這樣的種子凍死了
[00:05:43.080 --> 00:05:44.760]  但想不到冬天之後
[00:05:44.760 --> 00:05:46.040]  春天出來的時候
[00:05:46.040 --> 00:05:50.560]  很強壯的花莖就長起來
[00:05:50.560 --> 00:05:54.240]  然後長出很大很漂亮的鬱金香
[00:05:54.240 --> 00:05:56.760]  他就說有一年
[00:05:56.760 --> 00:05:58.200]  冬天的時候
[00:05:58.200 --> 00:06:00.800]  發覺突然間是暖冬
[00:06:00.800 --> 00:06:02.400]  天氣不算冷
[00:06:02.400 --> 00:06:05.360]  心想可能種子一定不會壞
[00:06:05.360 --> 00:06:07.960]  但過了暖冬之後
[00:06:07.960 --> 00:06:09.440]  到春天來的時候
[00:06:09.440 --> 00:06:12.720]  突然發覺那些長出來的花莖
[00:06:13.120 --> 00:06:14.960]  比平時幼一些
[00:06:14.960 --> 00:06:16.400]  高一些
[00:06:16.400 --> 00:06:17.640]  不過很弱
[00:06:17.640 --> 00:06:19.600]  長出來的花
[00:06:19.600 --> 00:06:22.000]  原來是更加細朵
[00:06:22.000 --> 00:06:23.000]  不是大朵一些
[00:06:23.000 --> 00:06:26.600]  是細朵很脆弱的一些花
[00:06:26.600 --> 00:06:31.320]  突然間他們體會到這種花的特質
[00:06:31.320 --> 00:06:33.400]  就是除非它經過嚴寒
[00:06:33.400 --> 00:06:38.000]  否則它不會長出很茁壯很漂亮的花朵
[00:06:38.000 --> 00:06:40.680]  在自然界
[00:06:41.240 --> 00:06:43.480]  很多事情讓我們體會到
[00:06:43.480 --> 00:06:46.320]  是透過一些磨練
[00:06:46.320 --> 00:06:50.320]  那種生命的尾線才能夠帶動出來
[00:06:50.320 --> 00:06:53.840]  才能夠讓它成長和成熟
[00:06:53.840 --> 00:06:57.880]  當聖經提及到上帝對人的試驗的時候
[00:06:57.880 --> 00:07:00.120]  聖經提到是有目的的
[00:07:00.120 --> 00:07:04.680]  不是無可奈何不能阻止困難臨到
[00:07:04.680 --> 00:07:06.600]  而是神一方面要去
[00:07:06.600 --> 00:07:08.560]  知道人的內心
[00:07:08.560 --> 00:07:10.480]  堅固那種尾線
[00:07:10.720 --> 00:07:12.280]  同樣是有它的目的
[00:07:12.280 --> 00:07:13.960]  你再看第三節
[00:07:13.960 --> 00:07:17.440]  聖經很清楚地繼續說
[00:07:17.440 --> 00:07:19.600]  「他使你受苦
[00:07:19.600 --> 00:07:21.520]  任你飢餓
[00:07:21.520 --> 00:07:22.760]  沒有食物給你
[00:07:22.760 --> 00:07:24.480]  把你和你的列祖
[00:07:24.480 --> 00:07:27.000]  不認識的瑪那次給你吃
[00:07:27.000 --> 00:07:29.360]  使你知道一件事情
[00:07:29.360 --> 00:07:32.800]  人活著不是單靠食物
[00:07:32.800 --> 00:07:36.720]  更要靠耶和華口裡所出的一切話」
[00:07:36.720 --> 00:07:40.400]  或者你再讀一下下面的十五節
[00:07:40.400 --> 00:07:41.520]  如果你有聖經
[00:07:41.520 --> 00:07:43.400]  後面的八章十五節
[00:07:43.400 --> 00:07:45.600]  同樣講述到同樣的情形
[00:07:45.600 --> 00:07:48.960]  十五節說
[00:07:48.960 --> 00:07:50.760]  「他們經過一個曠野
[00:07:50.760 --> 00:07:52.760]  是大而可畏的曠野
[00:07:52.760 --> 00:07:53.880]  很多危險
[00:07:53.880 --> 00:07:55.560]  有火石 有蠍子
[00:07:55.560 --> 00:07:58.960]  情況很艱難 很乾旱 沒有水
[00:07:58.960 --> 00:08:00.880]  但是神讓他們經歷到
[00:08:00.880 --> 00:08:03.840]  在堅硬的盆石中流出水來」
[00:08:03.840 --> 00:08:05.240]  十六節說
[00:08:05.240 --> 00:08:07.320]  「他在曠野使你的列祖
[00:08:08.280 --> 00:08:10.480]  把你的列祖不認識的瑪那
[00:08:10.480 --> 00:08:11.840]  次給你吃
[00:08:11.840 --> 00:08:14.280]  是要使你受苦
[00:08:14.280 --> 00:08:15.880]  要撕裂你」
[00:08:15.880 --> 00:08:17.560]  最後大家一起讀
[00:08:17.560 --> 00:08:21.520]  「使你終究得到福樂」
[00:08:21.520 --> 00:08:23.720]  有一個目的是要你
[00:08:23.720 --> 00:08:26.280]  最終得到真正的福樂
[00:08:26.280 --> 00:08:29.360]  沒錯 曠野這個環境
[00:08:29.360 --> 00:08:30.200]  不能吃
[00:08:30.200 --> 00:08:32.040]  有些時候
[00:08:32.040 --> 00:08:34.320]  其實你都會經歷人生某些階段
[00:08:34.320 --> 00:08:36.200]  好像是一些曠野的階段
[00:08:37.160 --> 00:08:38.200]  平時的生活
[00:08:38.200 --> 00:08:40.520]  大致大家都會體會
[00:08:40.520 --> 00:08:43.360]  都會自己可以處理到
[00:08:43.360 --> 00:08:45.720]  稍為努力
[00:08:45.720 --> 00:08:47.640]  自己都能夠供應到
[00:08:47.640 --> 00:08:48.800]  自己生活所需
[00:08:48.800 --> 00:08:50.160]  用心一點
[00:08:50.160 --> 00:08:52.960]  生活一切不會有太大的困難
[00:08:52.960 --> 00:08:55.080]  沒錯 有些時候
[00:08:55.080 --> 00:08:56.680]  可能健康一般
[00:08:56.680 --> 00:08:58.000]  但是都可以
[00:08:58.000 --> 00:08:59.800]  有人可以幫助到
[00:08:59.800 --> 00:09:00.880]  有時候有需要的時候
[00:09:00.880 --> 00:09:02.720]  有醫生的幫助等等
[00:09:02.720 --> 00:09:05.680]  但是突然間一種曠野的環境
[00:09:05.680 --> 00:09:07.840]  好像就算你怎樣尋求
[00:09:07.840 --> 00:09:09.440]  都得不到幫助
[00:09:09.440 --> 00:09:11.680]  平時靠著自己的力量
[00:09:11.680 --> 00:09:13.040]  聰明大概可以處理
[00:09:13.040 --> 00:09:14.640]  生活的一切所需
[00:09:14.640 --> 00:09:16.160]  但是突然間發覺
[00:09:16.160 --> 00:09:17.840]  在曠野的環境
[00:09:17.840 --> 00:09:19.040]  失去一切
[00:09:19.040 --> 00:09:21.600]  一般你可以得到的倚靠
[00:09:21.600 --> 00:09:24.000]  在那些環境裏面
[00:09:24.000 --> 00:09:25.680]  突然間體會一件事情
[00:09:25.680 --> 00:09:29.240]  平時那種自足的一種經歷
[00:09:29.240 --> 00:09:30.600]  好像消失了
[00:09:30.600 --> 00:09:32.840]  英文所說
[00:09:32.840 --> 00:09:34.560]  一種自足
[00:09:34.800 --> 00:09:36.720]  自己足夠可以處理
[00:09:36.720 --> 00:09:37.840]  可以管理
[00:09:37.840 --> 00:09:40.680]  可以管理到各方面自己的生活
[00:09:40.680 --> 00:09:43.280]  突然間好像這些都不行了
[00:09:43.280 --> 00:09:47.280]  只能夠每天仰望
[00:09:47.280 --> 00:09:48.760]  神的保守
[00:09:48.760 --> 00:09:49.840]  神的供應
[00:09:49.840 --> 00:09:52.520]  上天給的馬拿
[00:09:52.520 --> 00:09:55.200]  但當然你知道馬拿
[00:09:55.200 --> 00:09:58.560]  不可以一次過收很多
[00:09:58.560 --> 00:10:00.560]  你說不行
[00:10:00.560 --> 00:10:01.880]  我要收多些
[00:10:01.880 --> 00:10:02.680]  安全些
[00:10:02.680 --> 00:10:04.400]  今天出去找個大產
[00:10:04.520 --> 00:10:05.560]  產一籮回來
[00:10:05.560 --> 00:10:07.480]  放在雪櫃裏慢慢吃
[00:10:07.480 --> 00:10:09.200]  不行
[00:10:09.200 --> 00:10:11.880]  只能夠每天收取當日所需
[00:10:11.880 --> 00:10:13.720]  而且你會覺得
[00:10:13.720 --> 00:10:15.440]  那明天有沒有呢?
[00:10:15.440 --> 00:10:17.560]  你繼續信靠神
[00:10:17.560 --> 00:10:19.680]  繼續等候神的供應
[00:10:19.680 --> 00:10:21.680]  好像不是很安全
[00:10:21.680 --> 00:10:23.160]  但是卻體會
[00:10:23.160 --> 00:10:24.960]  各位神是信實的
[00:10:24.960 --> 00:10:27.440]  每一天是供應需要
[00:10:27.440 --> 00:10:31.560]  神給他們面對著一種飢餓的情況
[00:10:31.560 --> 00:10:33.120]  是要他們明白
[00:10:33.120 --> 00:10:34.400]  人活著
[00:10:34.400 --> 00:10:37.720]  不是單單靠著物質的供應
[00:10:37.720 --> 00:10:41.560]  不是單單靠著你平時生活上
[00:10:41.560 --> 00:10:43.520]  對自己的那種倚靠
[00:10:43.520 --> 00:10:47.880]  而是靠著神口裏所出的說話
[00:10:47.880 --> 00:10:49.880]  和聽從祂的說話
[00:10:49.880 --> 00:10:52.120]  在《生命記》裏面
[00:10:52.120 --> 00:10:54.280]  大家會留意到一個很重要的訊息
[00:10:54.280 --> 00:10:55.480]  這個訊息就是
[00:10:55.480 --> 00:10:57.880]  神與人納藥
[00:10:57.880 --> 00:11:00.440]  而祂納了藥之後
[00:11:00.440 --> 00:11:02.800]  只要人何時聽從神
[00:11:02.960 --> 00:11:06.360]  神一定會供應人的需要
[00:11:06.360 --> 00:11:09.160]  這個納藥是雙方的關係
[00:11:09.160 --> 00:11:11.560]  我上次在上一個主日裏面
[00:11:11.560 --> 00:11:13.040]  有提及一件事情
[00:11:13.040 --> 00:11:14.400]  就是有些時候
[00:11:14.400 --> 00:11:15.800]  有些夫妻
[00:11:15.800 --> 00:11:18.400]  他們有夫妻的關係
[00:11:18.400 --> 00:11:21.120]  丈夫突然跟太太說
[00:11:21.120 --> 00:11:23.920]  我們是夫妻
[00:11:23.920 --> 00:11:28.120]  你一世要愛護我
[00:11:28.120 --> 00:11:30.920]  一世你要關心我
[00:11:32.080 --> 00:11:34.520]  不過我不會關心你的
[00:11:34.520 --> 00:11:36.840]  你不用指望我會關心你
[00:11:36.840 --> 00:11:41.000]  可能你會覺得這樣也有
[00:11:41.000 --> 00:11:45.800]  有些時候會期望單方面對方會回應
[00:11:45.800 --> 00:11:48.120]  但自己不願意回應
[00:11:48.120 --> 00:11:51.120]  先說到神與人所納的藥
[00:11:51.120 --> 00:11:52.280]  有些時候我們以為
[00:11:52.280 --> 00:11:53.120]  如果聽話
[00:11:53.120 --> 00:11:55.280]  神就給我們福氣
[00:11:55.280 --> 00:11:56.920]  給我們賞賜
[00:11:56.920 --> 00:11:57.880]  不是
[00:11:57.880 --> 00:12:00.200]  這不是交換
[00:12:00.200 --> 00:12:01.760]  不是說你做些事情
[00:12:01.760 --> 00:12:03.160]  神就賞賜你
[00:12:03.160 --> 00:12:06.480]  而是神早已毀身給你
[00:12:06.480 --> 00:12:08.720]  與你建立一種毀身的關係
[00:12:08.720 --> 00:12:12.320]  祂已經應許將恩典賜給你
[00:12:12.320 --> 00:12:17.120]  但何時你不能夠聽從神的話
[00:12:17.120 --> 00:12:22.240]  你就將自己帶離開
[00:12:22.240 --> 00:12:24.440]  這種與神納藥的關係
[00:12:24.440 --> 00:12:29.400]  你就不能夠繼續保持在神的恩典當中
[00:12:30.400 --> 00:12:31.560]  這種關係
[00:12:31.560 --> 00:12:35.280]  如果雙方都是這樣毀身的時候
[00:12:35.280 --> 00:12:38.080]  師妹叫那種關係不斷成長
[00:12:38.080 --> 00:12:41.280]  進入生命的真正風聲
[00:12:41.280 --> 00:12:43.760]  這次你發覺聖經提到
[00:12:43.760 --> 00:12:45.320]  神是要賜福給人
[00:12:45.320 --> 00:12:48.120]  但人何時不願意聽從的時候
[00:12:48.120 --> 00:12:50.840]  就失去了神的恩典
[00:12:50.840 --> 00:12:53.240]  不再停留在恩典裡面
[00:12:53.240 --> 00:12:54.760]  所以你一定會記得
[00:12:54.760 --> 00:12:56.080]  當時已經提到
[00:12:56.080 --> 00:12:58.080]  耶和華的名字
[00:12:58.400 --> 00:13:01.520]  其中一個是耶和華以納
[00:13:01.520 --> 00:13:03.240]  大家記得
[00:13:03.240 --> 00:13:05.760]  阿伯拉罕獻誰?
[00:13:05.760 --> 00:13:08.520]  獻以殺他的兒子
[00:13:08.520 --> 00:13:09.960]  在這件事情之後
[00:13:09.960 --> 00:13:12.680]  神就很清楚向他表明
[00:13:12.680 --> 00:13:14.800]  上帝是耶和華以納
[00:13:14.800 --> 00:13:16.720]  以納是什麼意思?
[00:13:16.720 --> 00:13:18.520]  很多人讀聖經都知道
[00:13:18.520 --> 00:13:21.520]  是上帝給人的供應
[00:13:21.520 --> 00:13:23.560]  祂必有預備
[00:13:23.560 --> 00:13:25.600]  而以納的意思
[00:13:25.600 --> 00:13:28.320]  同時包括了一種看顧的意思
[00:13:28.320 --> 00:13:30.440]  上帝是看著的
[00:13:30.440 --> 00:13:31.880]  是看顧著的
[00:13:31.880 --> 00:13:34.240]  但在這個過程當中
[00:13:34.240 --> 00:13:36.000]  有一個很重要的地方就是
[00:13:36.000 --> 00:13:38.840]  當人何時聽從上帝
[00:13:38.840 --> 00:13:41.720]  阿伯拉罕願意將他自己
[00:13:41.720 --> 00:13:44.640]  最珍愛的孩子奉獻給神
[00:13:44.640 --> 00:13:48.440]  他願意聽從神的心意
[00:13:48.440 --> 00:13:51.400]  以神的話為最重要
[00:13:51.400 --> 00:13:53.040]  當他聽從神的時候
[00:13:53.040 --> 00:13:55.720]  就經歷耶和華供應
[00:13:55.720 --> 00:13:58.240]  耶和華看顧他的需要
[00:13:58.240 --> 00:14:00.400]  讓他深刻地體會到
[00:14:00.400 --> 00:14:02.560]  那種神自己的信神
[00:14:02.560 --> 00:14:04.600]  因此當你讀聖經的時候
[00:14:04.600 --> 00:14:05.400]  你就會體會到
[00:14:05.400 --> 00:14:06.960]  聖經裏面一直說
[00:14:06.960 --> 00:14:09.040]  要去明白一件事情
[00:14:09.040 --> 00:14:11.440]  不在乎你有沒有足夠的資源
[00:14:11.440 --> 00:14:13.960]  不在乎你是否在曠野的環境
[00:14:13.960 --> 00:14:17.560]  而是在乎你是否真的能夠繼續
[00:14:17.560 --> 00:14:19.680]  來聽從神
[00:14:20.160 --> 00:14:23.520]  相信他的說話裏面包不住供應
[00:14:23.520 --> 00:14:25.520]  不會有缺乏
[00:14:25.520 --> 00:14:28.120]  不會真正有不足
[00:14:28.120 --> 00:14:30.920]  而在當中繼續來到信教神
[00:14:30.920 --> 00:14:33.360]  我最近看了一本書
[00:14:33.360 --> 00:14:36.480]  這本書是靈神協會最近出的一本書
[00:14:36.480 --> 00:14:39.520]  叫做《聆聽長者心》
[00:14:39.520 --> 00:14:42.160]  我看的時候覺得很多故事
[00:14:42.160 --> 00:14:45.160]  給我心裏面很多感受、感動
[00:14:45.160 --> 00:14:46.920]  這本書提及一位的
[00:14:46.920 --> 00:14:47.600]  黃伯
[00:14:47.600 --> 00:14:49.480]  一位黃師傅
[00:14:49.480 --> 00:14:52.880]  黃師傅本身患了柏金遜症
[00:14:52.880 --> 00:14:54.760]  在醫院裏面接受治療
[00:14:54.760 --> 00:14:56.280]  但因為柏金遜的緣故
[00:14:56.280 --> 00:15:00.600]  所以他整個身體的肌肉很僵硬
[00:15:00.600 --> 00:15:01.920]  因此他的行動不方便
[00:15:01.920 --> 00:15:05.560]  要用一些坐行架來行路
[00:15:05.560 --> 00:15:07.040]  黃師傅是甚麼人呢?
[00:15:07.040 --> 00:15:09.160]  其實是一位中醫師
[00:15:09.160 --> 00:15:11.080]  而且是一位懂得中國武功
[00:15:11.080 --> 00:15:12.320]  很能打的
[00:15:12.320 --> 00:15:13.920]  很多人跟他學師
[00:15:13.920 --> 00:15:15.800]  很多人叫他做師傅
[00:15:15.800 --> 00:15:18.160]  訓練了很多徒弟出來
[00:15:18.160 --> 00:15:19.840]  他曾經信耶穌
[00:15:19.840 --> 00:15:23.440]  不過四十年沒有回教會
[00:15:23.440 --> 00:15:24.480]  在他病的時候
[00:15:24.480 --> 00:15:25.360]  他很灰心
[00:15:25.360 --> 00:15:27.800]  因此心情很接受不到
[00:15:27.800 --> 00:15:29.240]  以前是硬漢一名
[00:15:29.240 --> 00:15:31.160]  現在有這樣的狀況
[00:15:31.160 --> 00:15:33.440]  所以有抑鬱出現
[00:15:33.440 --> 00:15:35.920]  有一次不小心跌倒
[00:15:35.920 --> 00:15:37.800]  更加難於行動
[00:15:37.800 --> 00:15:39.640]  情緒低落
[00:15:39.640 --> 00:15:41.600]  甚至他跟別人說
[00:15:41.600 --> 00:15:43.920]  現在沒有用了
[00:15:43.920 --> 00:15:47.480]  我連自殺都沒有能力了
[00:15:47.480 --> 00:15:50.040]  情緒很低落
[00:15:50.040 --> 00:15:51.760]  在那時候也很感謝神
[00:15:51.760 --> 00:15:53.680]  有一位遠目很關心他
[00:15:53.680 --> 00:15:55.400]  一直跟他聊天
[00:15:55.400 --> 00:15:57.160]  鼓勵他看聖經
[00:15:57.160 --> 00:15:58.880]  跟他說到聖經裏面所說
[00:15:58.880 --> 00:16:01.920]  主耶穌在楊福音所提及
[00:16:01.920 --> 00:16:05.280]  在我裏面你們有平安
[00:16:05.280 --> 00:16:07.200]  在這個世界你們有苦難
[00:16:07.200 --> 00:16:09.080]  但你們可以放心
[00:16:09.080 --> 00:16:12.360]  因為我已經得勝世界
[00:16:12.360 --> 00:16:15.880]  這位黃師傅一直思想的時候
[00:16:15.880 --> 00:16:18.160]  他的心開始轉向神
[00:16:18.160 --> 00:16:21.440]  他開始依靠上帝
[00:16:21.440 --> 00:16:23.960]  後來他寫了幾個字
[00:16:23.960 --> 00:16:29.040]  他說做我的墓碑的名字
[00:16:29.040 --> 00:16:33.520]  他寫了「笑罵尤人」
[00:16:33.520 --> 00:16:38.040]  他說他不介意別人怎樣看他
[00:16:38.040 --> 00:16:41.160]  不介意別人怎樣看待
[00:16:41.160 --> 00:16:43.440]  這個軟弱的人
[00:16:43.440 --> 00:16:47.280]  他開始說我很感謝神
[00:16:47.280 --> 00:16:50.280]  在我晚年的時候也沒有忘記我
[00:16:50.280 --> 00:16:52.880]  而且接納我
[00:16:52.880 --> 00:16:55.240]  這位遠目有一次問他
[00:16:55.240 --> 00:17:03.320]  他說黃師傅你在病患當中學了甚麼呢?
[00:17:03.320 --> 00:17:05.920]  黃師傅停一停想一想
[00:17:05.920 --> 00:17:12.360]  他說我學了甚麼是真正的堅強
[00:17:12.360 --> 00:17:15.560]  他突然體會到真正的堅強
[00:17:15.560 --> 00:17:17.160]  不是因為他懂得中醫
[00:17:17.160 --> 00:17:18.880]  他懂得中國功夫
[00:17:18.880 --> 00:17:20.520]  很多徒弟
[00:17:20.520 --> 00:17:23.040]  他突然體會到真正的堅強
[00:17:23.040 --> 00:17:26.480]  是心靈裏面
[00:17:26.480 --> 00:17:29.240]  縱使自己的身體軟弱
[00:17:29.240 --> 00:17:31.840]  縱使環境不順利
[00:17:31.840 --> 00:17:34.600]  但內心仍然可以堅強
[00:17:34.600 --> 00:17:38.120]  那是真正的堅強
[00:17:38.120 --> 00:17:39.120]  當我讀的時候
[00:17:39.120 --> 00:17:41.360]  我心裏想到有很多人
[00:17:41.360 --> 00:17:44.880]  因為他將他對自己的肯定
[00:17:44.880 --> 00:17:49.880]  建基在那種外在的條件上
[00:17:49.880 --> 00:17:52.960]  但外在條件經常會變化
[00:17:52.960 --> 00:17:54.840]  一旦變化的時候
[00:17:54.840 --> 00:17:58.160]  內心突然就軟弱下來
