
[00:00:00.000 --> 00:00:05.520]  在獵王紀上十七章到獵王紀下第一章
[00:02:04.360 --> 00:02:10.360]  但債主根據利美記25章29節
[00:02:10.360 --> 00:02:14.360]  其實債主如果一個家庭不能償還債務
[00:02:14.360 --> 00:02:16.360]  可以將兒女拿走
[00:02:16.360 --> 00:02:18.360]  當作奴隸
[00:02:18.360 --> 00:02:22.360]  經文說到債主將會拿走兩個兒子
[00:02:22.360 --> 00:02:25.360]  意味著這兩個兒子是年幼的
[00:02:25.360 --> 00:02:28.360]  他們不能工作、賺錢、還債
[00:02:28.360 --> 00:02:31.360]  一個年幼的兩個小朋友
[00:02:31.360 --> 00:02:33.360]  寡婦望著兩個小朋友
[00:02:33.360 --> 00:02:35.360]  就快被拿走
[00:02:35.360 --> 00:02:38.360]  帶到別的地方和他們分離
[00:02:38.360 --> 00:02:40.360]  失去丈夫、失去經濟的支柱
[00:02:40.360 --> 00:02:42.360]  債主來到
[00:02:42.360 --> 00:02:44.360]  沒有能力保護自己的小朋友
[00:02:44.360 --> 00:02:48.360]  你可以想像這個婦人是一個怎樣的狀況
[00:02:48.360 --> 00:02:51.360]  經文在這樣的狀況下
[00:02:51.360 --> 00:02:54.360]  為什麼這個婦人會哀求伊麗莎
[00:02:54.360 --> 00:02:56.360]  才會知道
[00:02:56.360 --> 00:03:01.360]  呼求伊麗莎幫助她
[00:03:01.360 --> 00:03:04.360]  她說你的僕人,我丈夫死了
[00:03:04.360 --> 00:03:08.360]  很可能伊麗莎也認識這個家庭
[00:03:08.360 --> 00:03:17.360]  經濟、家庭面對這樣的處境
[00:03:17.360 --> 00:03:22.360]  確實這個婦人是一個很無助的狀況
[00:03:22.360 --> 00:03:28.360]  在過去幾年,無論是大環境
[00:03:28.360 --> 00:03:32.360]  2024年,上年教師出了一個報告
[00:03:32.360 --> 00:03:34.360]  很多教會都遇上困難
[00:03:34.360 --> 00:03:38.360]  經濟、人數下跌,不同原因
[00:03:38.360 --> 00:03:42.360]  但有一個我近來接觸不同的堂會
[00:03:42.360 --> 00:03:48.360]  都知道她斷層,失去三、四十歲
[00:03:48.360 --> 00:03:50.360]  甚至是年輕一代
[00:03:50.360 --> 00:03:53.360]  這些都是教會現在所面對的挑戰
[00:03:53.360 --> 00:03:55.360]  柴孫家也不例外
[00:03:55.360 --> 00:03:58.360]  大時代當中也有小故事
[00:03:58.360 --> 00:04:03.360]  右邊的圖是郭鴻彪牧師建築城學院的副院長
[00:04:03.360 --> 00:04:06.360]  所寫的一本書《憑信而行》
[00:04:06.360 --> 00:04:14.360]  講述他兒子在2018年3月患了急性心肌炎,入院
[00:04:14.360 --> 00:04:19.360]  昏迷了,兩年後離世,終年17歲
[00:04:19.360 --> 00:04:21.360]  郭鴻彪牧師寫這本書的時候
[00:04:21.360 --> 00:04:24.360]  正是在這兩年期間所寫的
[00:04:24.360 --> 00:04:28.360]  他藉著這本書分享他生命的點滴
[00:04:28.360 --> 00:04:30.360]  重新認識信仰
[00:04:30.360 --> 00:04:32.360]  在他的序當中這樣寫
[00:04:32.360 --> 00:04:37.360]  他說這兩年多期間,我們都感覺到張力
[00:04:37.360 --> 00:04:41.360]  安靜思考,用文字表達內心的體會
[00:04:41.360 --> 00:04:45.360]  他和他師母的妻子潤敏所寫的文章
[00:04:45.360 --> 00:04:47.360]  不是什麼優美的文學作品
[00:04:47.360 --> 00:04:50.360]  而是在壓力和困難當中的內心感受
[00:04:50.360 --> 00:04:54.360]  常常帶著疑問向上帝祈禱
[00:04:54.360 --> 00:04:57.360]  在理性和信心之間找一個立足點
[00:04:57.360 --> 00:04:59.360]  重新認識自己
[00:04:59.360 --> 00:05:02.360]  重新發現自己存在的意義
[00:05:02.360 --> 00:05:05.360]  大時代,我們每一個人,包括我在外
[00:05:05.360 --> 00:05:07.360]  都有一個小故事
[00:05:07.360 --> 00:05:11.360]  在小故事當中,我們發現自己的軟弱困難和挑戰
[00:05:11.360 --> 00:05:14.360]  這個婦人也是,一個無名的婦人
[00:05:14.360 --> 00:05:19.360]  在阿蝦,或者是當時叫做若蘭的時代
[00:05:19.360 --> 00:05:22.360]  黑暗的時代,有一個小故事
[00:05:22.360 --> 00:05:28.360]  這個小故事,卻是讓她的信仰發現了上帝
[00:05:28.360 --> 00:05:33.360]  經文第二節提到的主動詞是「告訴」
[00:05:33.360 --> 00:05:35.360]  告訴我,告訴我
[00:05:35.360 --> 00:05:37.360]  她放在兩個問題的中間
[00:05:37.360 --> 00:05:40.360]  彷如帶出了兩個意義
[00:05:40.360 --> 00:05:44.360]  第一條問題是,我可以為你做什麼
[00:05:44.360 --> 00:05:46.360]  彷如現在二利三問這個婦人
[00:05:46.360 --> 00:05:50.360]  你告訴我,你想要什麼,我可以幫你
[00:05:50.360 --> 00:05:52.360]  你說吧
[00:05:52.360 --> 00:05:55.360]  如果連接到第二條問題
[00:05:55.360 --> 00:05:57.360]  你家裡有什麼
[00:05:57.360 --> 00:06:00.360]  你告訴我,你家裡有什麼,我可以給你意見
[00:06:00.360 --> 00:06:04.360]  以至你可以跟著我的意見去做
[00:06:04.360 --> 00:06:09.360]  經文提到,這個婦人沒有回答第一條問題
[00:06:09.360 --> 00:06:12.360]  沒有回答,究竟她要什麼
[00:06:12.360 --> 00:06:18.360]  代表著這個婦人,面對債主,失去丈夫
[00:06:18.360 --> 00:06:20.360]  這樣的處境,不知所措
[00:06:20.360 --> 00:06:22.360]  根本不知道要什麼
[00:06:22.360 --> 00:06:25.360]  在絕境當中,你根本不知道要什麼
[00:06:25.360 --> 00:06:27.360]  都不知道要求什麼
[00:06:27.360 --> 00:06:29.360]  你不知道
[00:06:29.360 --> 00:06:32.360]  然後,經文在原文當中,回答第二條問題
[00:06:32.360 --> 00:06:36.360]  第一個詞彙是「沒有」
[00:06:36.360 --> 00:06:38.360]  Nothing,沒有
[00:06:38.360 --> 00:06:40.360]  家裡有什麼?沒有
[00:06:40.360 --> 00:06:42.360]  這個沒有代表著什麼呢?
[00:06:42.360 --> 00:06:44.360]  沒有不僅代表著她窮
[00:06:44.360 --> 00:06:46.360]  是代表著她內心的絕望
[00:06:46.360 --> 00:06:48.360]  我沒有
[00:06:48.360 --> 00:06:50.360]  我沒有
[00:06:50.360 --> 00:06:52.360]  不過,她的媽媽不是沒有
[00:06:52.360 --> 00:06:54.360]  我有,不過是一
[00:06:54.360 --> 00:06:56.360]  一什麼呢?一瓶油
[00:06:56.360 --> 00:06:59.360]  就像馬克思的《馬太福音》25章,十個童女
[00:06:59.360 --> 00:07:03.360]  那些油是古代用來點燈的
[00:07:03.360 --> 00:07:05.360]  不過只有一瓶
[00:07:05.360 --> 00:07:07.360]  不能說是債
[00:07:07.360 --> 00:07:09.360]  沒有,都是一
[00:07:09.360 --> 00:07:15.360]  爾麗莎聽了這個婦人的回應之後
[00:07:15.360 --> 00:07:17.360]  叫她做七件事
[00:07:17.360 --> 00:07:19.360]  第一,你去吧
[00:07:19.360 --> 00:07:22.360]  第二,你去借,借什麼?到處借
[00:07:22.360 --> 00:07:24.360]  並且向鄰居借
[00:07:24.360 --> 00:07:27.360]  第三,收集,不要少,多
[00:07:27.360 --> 00:07:29.360]  全部都是空的瓶
[00:07:29.360 --> 00:07:32.360]  第四,回來,第五,關上門
[00:07:32.360 --> 00:07:34.360]  第六,你倒吧
[00:07:34.360 --> 00:07:36.360]  第七,把門的東西放在裡面
[00:07:36.360 --> 00:07:38.360]  七個動作
[00:07:38.360 --> 00:07:42.360]  這個婦人在第五節
[00:07:42.360 --> 00:07:44.360]  她按著爾麗莎的吩咐
[00:07:44.360 --> 00:07:46.360]  做了第一、第五、第六步
[00:07:46.360 --> 00:07:48.360]  然後倒著倒著的時候
[00:07:48.360 --> 00:07:51.360]  兒子告訴她,再沒有空油瓶了
[00:07:51.360 --> 00:07:53.360]  油都停了
[00:07:53.360 --> 00:07:54.360]  代表著什麼呢?
[00:07:54.360 --> 00:07:59.360]  所有借回來的瓶子都裝滿了
[00:07:59.360 --> 00:08:01.360]  裝滿了油
[00:08:01.360 --> 00:08:06.360]  婦人告訴爾麗莎這樣的狀況
[00:08:06.360 --> 00:08:07.360]  爾麗莎叫她做四件事
[00:08:07.360 --> 00:08:08.360]  第一,你去
[00:08:08.360 --> 00:08:10.360]  第二,你賣
[00:08:10.360 --> 00:08:12.360]  第三,你去還債
[00:08:12.360 --> 00:08:17.360]  第四,你可以和你兒子過活,渡日
[00:08:17.360 --> 00:08:20.360]  整個危機化解了
[00:08:20.360 --> 00:08:25.360]  這是獵王幾下第四章一至八章十五節
[00:08:25.360 --> 00:08:27.360]  這麼多的神蹟當中
[00:08:27.360 --> 00:08:29.360]  爾麗莎所行的第一個神蹟
[00:08:29.360 --> 00:08:32.360]  故事說完了
[00:08:32.360 --> 00:08:34.360]  我們做兩個應用
[00:08:34.360 --> 00:08:37.360]  這個故事對我們來說
[00:08:37.360 --> 00:08:39.360]  有兩個很重要的應用
[00:08:39.360 --> 00:08:41.360]  值得我們去深思
[00:08:41.360 --> 00:08:43.360]  第一個應用
[00:08:43.360 --> 00:08:46.360]  是跟經文的結構有關
[00:08:48.360 --> 00:08:50.360]  這個結構是第一節債主來
[00:08:50.360 --> 00:08:52.360]  要拿兩個兒子做奴隸
[00:08:52.360 --> 00:08:55.360]  最後經文告訴他,已經還債了
[00:08:55.360 --> 00:08:59.360]  兩個兒子和婦人可以平安渡日
[00:08:59.360 --> 00:09:03.360]  這個家本來只有一瓶油
[00:09:03.360 --> 00:09:07.360]  但是借回來的所有瓶子都裝滿了
[00:09:07.360 --> 00:09:10.360]  很多,一和多
[00:09:10.360 --> 00:09:14.360]  中間你會看到線型結構
[00:09:14.360 --> 00:09:17.360]  他們去,關門和倒油
[00:09:17.360 --> 00:09:19.360]  這個婦人也是這樣做
[00:09:19.360 --> 00:09:22.360]  這個結構告訴我們一件事
[00:09:22.360 --> 00:09:26.360]  爾麗莎所說的話
[00:09:26.360 --> 00:09:28.360]  這個婦人不單是聽
[00:09:28.360 --> 00:09:30.360]  聽完之後放在心中
[00:09:30.360 --> 00:09:34.360]  相信,按著爾麗莎所說的
[00:09:34.360 --> 00:09:36.360]  一步一步去行
[00:09:36.360 --> 00:09:38.360]  這樣就發生了神蹟
[00:09:38.360 --> 00:09:41.360]  第七節大家留意到
[00:09:41.360 --> 00:09:43.360]  她如何形容爾麗莎
[00:09:43.360 --> 00:09:45.360]  她不是用爾麗莎
[00:09:45.360 --> 00:09:47.360]  而是用神人的兩個字
[00:09:47.360 --> 00:09:49.360]  大家看到嗎?第七節
[00:09:49.360 --> 00:09:54.360]  神人代表著先知爾麗莎屬於上帝
[00:09:54.360 --> 00:09:59.360]  在獵王紀下一章九到十三節
[00:09:59.360 --> 00:10:02.360]  已經曾經用神人來形容爾麗莎
[00:10:02.360 --> 00:10:04.360]  而她的師父,爾麗亞
[00:10:04.360 --> 00:10:07.360]  亦在獵王紀上十七章十八節
[00:10:07.360 --> 00:10:08.360]  是這樣形容的
[00:10:08.360 --> 00:10:10.360]  神人爾麗亞,神人爾麗莎
[00:10:10.360 --> 00:10:12.360]  兩個人都是屬於上帝
[00:10:12.360 --> 00:10:18.360]  也就是說,當這個婦人聽了爾麗莎的話
[00:10:18.360 --> 00:10:20.360]  其實她不是聽了爾麗莎的話
[00:10:20.360 --> 00:10:24.360]  而是神透過爾麗莎向這個婦人說話
[00:10:24.360 --> 00:10:28.360]  你現在應該不是在聽楊靖幾牧師的說話
[00:10:28.360 --> 00:10:30.360]  你應該有心存著
[00:10:30.360 --> 00:10:34.360]  我現在在聽上帝藉著楊靖幾牧師所宣講的話
[00:10:34.360 --> 00:10:38.360]  上帝上帝早上在這個時刻跟我說什麼
[00:10:38.360 --> 00:10:40.360]  我要虛心的聆聽
[00:10:40.360 --> 00:10:43.360]  反覆思想,有聖經的驗證考察
[00:10:43.360 --> 00:10:46.360]  不是檢查楊牧師說的對不對
[00:10:46.360 --> 00:10:50.360]  上帝在這個時刻想查孫家在想什麼呢
[00:10:50.360 --> 00:10:52.360]  想改變我什麼生命呢
[00:10:52.360 --> 00:10:54.360]  我生命可以怎樣生而變化呢
[00:10:54.360 --> 00:10:56.360]  神求他幫助我
[00:10:56.360 --> 00:10:59.360]  虛心的聆聽,應該是這樣的
[00:10:59.360 --> 00:11:01.360]  楊靖幾說的話可以對可以錯
[00:11:01.360 --> 00:11:04.360]  你可以不聽,但神的話你要聽
[00:11:04.360 --> 00:11:06.360]  今天就是這樣
[00:11:06.360 --> 00:11:07.360]  為什麼我們每個星期聚集
[00:11:07.360 --> 00:11:09.360]  聽上帝的說話
[00:11:09.360 --> 00:11:11.360]  就是這個意思
[00:11:11.360 --> 00:11:17.360]  這個婦人聽了神人以尼沙所說的話
[00:11:17.360 --> 00:11:19.360]  她聽了上帝的聲音
[00:11:19.360 --> 00:11:23.360]  她就按照上帝的心意而行
[00:11:23.360 --> 00:11:25.360]  《宏碼書》十章十七節
[00:11:25.360 --> 00:11:28.360]  可見信道是從聽道來的
[00:11:28.360 --> 00:11:30.360]  聽道是從基督的話來的
[00:11:30.360 --> 00:11:32.360]  耶穌基督所說的話
[00:11:32.360 --> 00:11:34.360]  聖經所說的話
[00:11:34.360 --> 00:11:42.360]  是讓我們不單止去聆聽並且相信並且進行
[00:11:42.360 --> 00:11:45.360]  這是我們的生命
[00:11:45.360 --> 00:11:48.360]  方牌有一樣東西很重要
[00:11:48.360 --> 00:11:52.360]  就是高舉基督和高舉聖經
[00:11:52.360 --> 00:11:54.360]  以聖經為本
[00:11:54.360 --> 00:11:56.360]  導引著我們的生命
[00:11:56.360 --> 00:11:58.360]  不是人,是上帝
[00:11:58.360 --> 00:12:02.360]  不是人,是上帝
[00:12:02.360 --> 00:12:06.360]  神的話語是讓我們每天打開的時候
[00:12:06.360 --> 00:12:08.360]  讓我們去虛心的聆聽
[00:12:08.360 --> 00:12:10.360]  相信並且行道
[00:12:10.360 --> 00:12:14.360]  這個可以徹底改變你和我的生命
[00:12:14.360 --> 00:12:16.360]  每天都是
[00:12:16.360 --> 00:12:18.360]  改變你和我的生命
[00:12:18.360 --> 00:12:20.360]  有沒有憂慮?弟兄姊妹
[00:12:20.360 --> 00:12:22.360]  有沒有勞苦重擔?
[00:12:22.360 --> 00:12:26.360]  有吧?很多吧?
[00:12:26.360 --> 00:12:28.360]  凡勞苦擔重擔的人
[00:12:28.360 --> 00:12:30.360]  可以怎樣做?
[00:12:30.360 --> 00:12:32.360]  到他那裡去
[00:12:32.360 --> 00:12:34.360]  來到我這裡來
[00:12:34.360 --> 00:12:36.360]  我就使你們得安息
[00:12:36.360 --> 00:12:38.360]  我心裡柔和謙卑
[00:12:38.360 --> 00:12:40.360]  你們當乎我的額和我的樣式
[00:12:40.360 --> 00:12:42.360]  我就使你們得安息
[00:12:42.360 --> 00:12:44.360]  因為我的額是容易的
[00:12:44.360 --> 00:12:46.360]  我的擔子是輕散的
[00:12:46.360 --> 00:12:48.360]  我們有重擔的時候
[00:12:48.360 --> 00:12:50.360]  可以怎樣做?
[00:12:50.360 --> 00:12:52.360]  按著神的話語
[00:12:52.360 --> 00:12:54.360]  到他那裡去
[00:12:54.360 --> 00:12:56.360]  來到我這裡來
[00:12:56.360 --> 00:12:58.360]  怎樣去到耶穌基督那裡?
[00:12:58.360 --> 00:13:00.360]  我不知道現在的外國人的祈禱生活是怎樣
[00:13:00.360 --> 00:13:02.360]  有沒有將勞苦重擔
[00:13:02.360 --> 00:13:04.360]  遇到困難的時候
[00:13:04.360 --> 00:13:06.360]  工作、養育兒女
[00:13:06.360 --> 00:13:08.360]  身體遇到病症
[00:13:08.360 --> 00:13:10.360]  帶到你的需要
[00:13:10.360 --> 00:13:12.360]  去到耶穌基督的根前
[00:13:12.360 --> 00:13:14.360]  求主幫助
[00:13:14.360 --> 00:13:16.360]  每一次
[00:13:16.360 --> 00:13:18.360]  無論是在茶宣家講道還是在外面講道
[00:13:18.360 --> 00:13:20.360]  我上台之前
[00:13:20.360 --> 00:13:22.360]  那30秒
[00:13:22.360 --> 00:13:24.360]  我都會背一節聖經
[00:13:24.360 --> 00:13:26.360]  大家可能都聽過
[00:13:26.360 --> 00:13:28.360]  因為我與你同在
[00:13:28.360 --> 00:13:30.360]  你不要驚惶,因為我是你的神
[00:13:30.360 --> 00:13:32.360]  我必兼顧你
[00:13:32.360 --> 00:13:34.360]  我必幫助你
[00:13:34.360 --> 00:13:36.360]  我必用我公義的右手扶持你
[00:13:36.360 --> 00:13:38.360]  而賽亞書41章第十節
[00:13:38.360 --> 00:13:40.360]  我知道
[00:13:40.360 --> 00:13:42.360]  我能夠在這裡講道不是因為我有
[00:13:42.360 --> 00:13:44.360]  而是上帝有
[00:13:44.360 --> 00:13:46.360]  而是上帝的應許
[00:13:46.360 --> 00:13:48.360]  整本聖經
[00:13:48.360 --> 00:13:50.360]  帶著無數上帝的應許
[00:13:50.360 --> 00:13:52.360]  是讓你和我去聽
[00:13:52.360 --> 00:13:54.360]  相信
[00:13:54.360 --> 00:13:56.360]  並且去進行
[00:13:56.360 --> 00:13:58.360]  這是一個婦人的故事
[00:13:58.360 --> 00:14:00.360]  這個婦人的故事
[00:14:00.360 --> 00:14:02.360]  她經歷了一個神蹟
[00:14:02.360 --> 00:14:04.360]  不是因為這個婦人有什麼特別好
[00:14:04.360 --> 00:14:06.360]  或者特別差
[00:14:06.360 --> 00:14:08.360]  而是因為這個婦人
[00:14:08.360 --> 00:14:10.360]  她聽了神人爾尼莎所說的話
[00:14:10.360 --> 00:14:12.360]  她就進行
[00:14:12.360 --> 00:14:14.360]  憑信心而行
[00:14:14.360 --> 00:14:16.360]  艱難當中
[00:14:16.360 --> 00:14:18.360]  挑戰當中
[00:14:18.360 --> 00:14:20.360]  她這樣去做
[00:14:20.360 --> 00:14:22.360]  這樣做的時候
[00:14:22.360 --> 00:14:24.360]  跨越了那個危機
[00:14:24.360 --> 00:14:30.360]  幾年前我們在周刊
[00:14:30.360 --> 00:14:32.360]  開始學習背金句
[00:14:32.360 --> 00:14:36.360]  其實是有意思的
[00:14:36.360 --> 00:14:38.360]  不是像兒童主人學背金句
[00:14:38.360 --> 00:14:42.360]  因為很多時候在我們日常生活當中
[00:14:42.360 --> 00:14:44.360]  有很多事情發生
[00:14:44.360 --> 00:14:46.360]  是我們突如其來的
[00:14:46.360 --> 00:14:48.360]  不知所措
[00:14:48.360 --> 00:14:50.360]  那怎麼面對呢
[00:14:50.360 --> 00:14:52.360]  當你的內心有神的道的時候
[00:14:52.360 --> 00:14:56.360]  聖靈就會藉著你背的聖經
[00:14:56.360 --> 00:14:58.360]  深藏在你的內心
[00:14:58.360 --> 00:15:00.360]  神的話語
[00:15:00.360 --> 00:15:02.360]  幫助你懂得去面對
[00:15:02.360 --> 00:15:04.360]  你明白嗎
[00:15:04.360 --> 00:15:06.360]  耶穌在曠野
[00:15:06.360 --> 00:15:08.360]  受三次魔鬼試探
[00:15:08.360 --> 00:15:10.360]  這個故事大家很熟悉
[00:15:10.360 --> 00:15:12.360]  但你知道耶穌
[00:15:12.360 --> 00:15:14.360]  祂不會說你先等待魔鬼
[00:15:14.360 --> 00:15:16.360]  我找一找死海古卷
[00:15:16.360 --> 00:15:18.360]  打開
[00:15:18.360 --> 00:15:20.360]  看一看
[00:15:20.360 --> 00:15:22.360]  祂不會這樣
[00:15:22.360 --> 00:15:24.360]  那怎麼辦呢
[00:15:24.360 --> 00:15:26.360]  人活著不是單靠食物
[00:15:26.360 --> 00:15:28.360]  而是靠神所賜的一切
[00:15:28.360 --> 00:15:30.360]  你不可試探神
[00:15:30.360 --> 00:15:32.360]  你當然要侍奉祂
[00:15:32.360 --> 00:15:34.360]  哪裡來的
[00:15:34.360 --> 00:15:36.360]  生命的六章和第八章
[00:15:36.360 --> 00:15:38.360]  三段的經文
[00:15:38.360 --> 00:15:40.360]  心中有道
[00:15:40.360 --> 00:15:42.360]  隨時面對
[00:15:42.360 --> 00:15:44.360]  試探挑戰的時候
[00:15:44.360 --> 00:15:46.360]  都可以按著神的心意而行
[00:15:46.360 --> 00:15:48.360]  這就是
[00:15:48.360 --> 00:15:50.360]  為什麼背聖經
[00:15:50.360 --> 00:15:52.360]  這麼重要
[00:15:52.360 --> 00:15:54.360]  成為我們生命的支柱
[00:15:54.360 --> 00:15:56.360]  讓神的道主宰著
[00:15:56.360 --> 00:15:58.360]  我們的言行舉動
[00:15:58.360 --> 00:16:00.360]  生活模式
[00:16:00.360 --> 00:16:02.360]  生命充滿著神的道
[00:16:02.360 --> 00:16:04.360]  你自然就成為世上的炎和光
[00:16:04.360 --> 00:16:06.360]  你懂得去為主
[00:16:06.360 --> 00:16:08.360]  作美好的見證
[00:16:08.360 --> 00:16:10.360]  隨時隨地
[00:16:10.360 --> 00:16:12.360]  背了今個月的金句沒有
[00:16:12.360 --> 00:16:14.360]  背了沒有
[00:16:14.360 --> 00:16:16.360]  從後十二章第九節
[00:16:16.360 --> 00:16:18.360]  因為今年的金句都是我選的
[00:16:18.360 --> 00:16:20.360]  為什麼我選金句
[00:16:20.360 --> 00:16:22.360]  因為我背了
[00:16:22.360 --> 00:16:24.360]  你要背
[00:16:24.360 --> 00:16:26.360]  神的恩典夠你用
[00:16:26.360 --> 00:16:28.360]  因為神的能力在人的軟弱上
[00:16:28.360 --> 00:16:30.360]  你有軟弱
[00:16:30.360 --> 00:16:32.360]  對
[00:16:32.360 --> 00:16:34.360]  為什麼對
[00:16:34.360 --> 00:16:36.360]  你要跨上帝的恩典和能力
[00:16:36.360 --> 00:16:38.360]  透過你的心靈
[00:16:38.360 --> 00:16:40.360]  彰顯著神的恩典和能力
[00:16:40.360 --> 00:16:42.360]  不是你
[00:16:42.360 --> 00:16:44.360]  是基督
[00:16:44.360 --> 00:16:46.360]  相信博士有一個名言
[00:16:46.360 --> 00:16:48.360]  Not I, but Christ
[00:16:48.360 --> 00:16:50.360]  這是宣導會的特色
[00:16:50.360 --> 00:16:56.360]  這是第一個應用
[00:16:56.360 --> 00:16:58.360]  聽了
[00:16:58.360 --> 00:17:00.360]  相信
[00:17:00.360 --> 00:17:02.360]  進行
[00:17:02.360 --> 00:17:04.360]  實踐
[00:17:04.360 --> 00:17:06.360]  第二個應用
[00:17:06.360 --> 00:17:10.360]  這個婦人
[00:17:10.360 --> 00:17:12.360]  家裡不是沒有
[00:17:12.360 --> 00:17:14.360]  可以有,不過只有一瓶
[00:17:14.360 --> 00:17:16.360]  一瓶有
[00:17:16.360 --> 00:17:18.360]  很少
[00:17:18.360 --> 00:17:20.360]  很少
[00:17:20.360 --> 00:17:22.360]  爾麗莎叫她借很多
[00:17:22.360 --> 00:17:24.360]  空瓶進來
[00:17:24.360 --> 00:17:26.360]  倒
[00:17:26.360 --> 00:17:28.360]  三個人
[00:17:28.360 --> 00:17:30.360]  母親和兩個兒子關門
[00:17:30.360 --> 00:17:32.360]  只有三個人知道
[00:17:32.360 --> 00:17:34.360]  倒完一瓶
[00:17:34.360 --> 00:17:36.360]  又一瓶
[00:17:36.360 --> 00:17:38.360]  我相信
[00:17:38.360 --> 00:17:40.360]  讓你的想像空間發揮
[00:17:40.360 --> 00:17:42.360]  這三個人
[00:17:42.360 --> 00:17:44.360]  目定口呆
[00:17:44.360 --> 00:17:46.360]  倒極都有
[00:17:46.360 --> 00:17:50.360]  你明不明白
[00:17:50.360 --> 00:17:52.360]  這三個人很驚訝
[00:17:52.360 --> 00:17:54.360]  當然很開心,最後還債
[00:17:54.360 --> 00:17:56.360]  但他們很驚訝
[00:17:56.360 --> 00:17:58.360]  很驚訝發生什麼事
[00:17:58.360 --> 00:18:00.360]  倒極都有
[00:18:00.360 --> 00:18:02.360]  你試試
[00:18:02.360 --> 00:18:04.360]  去便利店
[00:18:04.360 --> 00:18:06.360]  買一瓶水倒
[00:18:06.360 --> 00:18:08.360]  倒極都有
[00:18:08.360 --> 00:18:10.360]  很奇怪
[00:18:10.360 --> 00:18:12.360]  倒代表什麼
[00:18:12.360 --> 00:18:14.360]  少了
[00:18:14.360 --> 00:18:16.360]  你倒出來
[00:18:16.360 --> 00:18:18.360]  容器就少了
[00:18:18.360 --> 00:18:20.360]  很自然
[00:18:20.360 --> 00:18:22.360]  不過這個故事
[00:18:22.360 --> 00:18:24.360]  教我們一個很淑靈的教導
[00:18:24.360 --> 00:18:26.360]  你按著神的心意
[00:18:26.360 --> 00:18:28.360]  憑信心去倒
[00:18:28.360 --> 00:18:30.360]  倒極
[00:18:30.360 --> 00:18:32.360]  都有
[00:18:32.360 --> 00:18:34.360]  你有沒有想過
[00:18:34.360 --> 00:18:36.360]  這個淑靈的道理
[00:18:36.360 --> 00:18:38.360]  按著上帝的心意
[00:18:38.360 --> 00:18:40.360]  用你的心命
