
[00:00:00.000 --> 00:00:07.080]  今天就來講傳道書第七章的十五節至二十九節這段經文
[00:02:08.160 --> 00:02:10.080]  又有惡人所遭遇的
[00:02:10.080 --> 00:02:12.040]  反照義人所行的
[00:02:12.040 --> 00:02:14.600]  我說這也是虛空
[00:02:14.600 --> 00:02:17.520]  所以其實在第七章十五節
[00:02:17.520 --> 00:02:20.400]  到八章十四節
[00:02:20.400 --> 00:02:22.560]  一頭一尾的經文
[00:02:22.560 --> 00:02:24.600]  基本上都是說一個問題
[00:02:24.600 --> 00:02:26.080]  就是善惡顛倒
[00:02:26.080 --> 00:02:27.720]  所以這一段經文
[00:02:27.720 --> 00:02:31.520]  基本上就是處理行義的一個問題
[00:02:31.520 --> 00:02:34.400]  在第七章的十五
[00:02:34.400 --> 00:02:36.840]  到十八節
[00:02:36.840 --> 00:02:41.040]  這裡是處理兩個很重要的觀念
[00:02:41.040 --> 00:02:41.880]  他一邊說
[00:02:41.880 --> 00:02:43.600]  不要行義過分
[00:02:43.600 --> 00:02:46.400]  也不要行惡過分
[00:02:46.400 --> 00:02:49.400]  接著其實在七章十九
[00:02:49.400 --> 00:02:50.400]  到二十九節
[00:02:50.400 --> 00:02:51.920]  就是處理第一個問題
[00:02:51.920 --> 00:02:54.200]  就是不要行義過分的問題
[00:02:54.360 --> 00:02:56.600]  八章的一到十四節
[00:02:56.600 --> 00:03:00.000]  就是處理不要行惡過分的問題
[00:03:00.000 --> 00:03:03.040]  在第七章的十五
[00:03:03.040 --> 00:03:04.520]  到十八節
[00:03:04.520 --> 00:03:06.480]  傳道者可以這麼說
[00:03:06.480 --> 00:03:10.400]  去處理因果報應的顛倒
[00:03:10.400 --> 00:03:13.960]  就是為什麼行義的人沒有福
[00:03:13.960 --> 00:03:17.760]  為什麼行惡的人有好的遭遇
[00:03:17.760 --> 00:03:20.160]  在十五到十八節
[00:03:20.160 --> 00:03:21.760]  基本上就是傳道書
[00:03:21.800 --> 00:03:24.960]  在裡面第四次
[00:03:24.960 --> 00:03:29.160]  去提及人要敬畏上帝的這一段經文
[00:03:29.160 --> 00:03:31.720]  也從另一個角度去看
[00:03:31.720 --> 00:03:33.600]  這一段傳道者
[00:03:33.600 --> 00:03:37.000]  用了我看到的一些情況
[00:03:37.000 --> 00:03:40.600]  其實這個已經之前幾章的聖經
[00:03:40.600 --> 00:03:43.120]  他都用了這樣的一些表達
[00:03:43.120 --> 00:03:44.160]  第三章
[00:03:44.160 --> 00:03:45.040]  第四章
[00:03:45.040 --> 00:03:45.960]  第六章
[00:03:45.960 --> 00:03:48.640]  一連串的都說我看到什麼
[00:03:48.640 --> 00:03:50.400]  來作一個開始
[00:03:50.600 --> 00:03:55.280]  可以說傳道者是基於一些實際的經驗的觀察
[00:03:55.280 --> 00:03:59.000]  他觀察到一些事情的事實之後
[00:03:59.000 --> 00:04:02.560]  他就作出一些勸勉或者勉勵
[00:04:02.560 --> 00:04:04.320]  在第十五節
[00:04:04.320 --> 00:04:07.360]  基本上是一般的一個觀察
[00:04:07.360 --> 00:04:09.440]  接著十六、十七節
[00:04:09.440 --> 00:04:11.640]  提出兩個警告
[00:04:11.640 --> 00:04:12.760]  不要什麼
[00:04:12.760 --> 00:04:13.800]  不要什麼
[00:04:13.800 --> 00:04:14.760]  十八節
[00:04:14.760 --> 00:04:16.400]  是一個小結
[00:04:16.400 --> 00:04:18.840]  七章十五節說什麼呢?
[00:04:18.840 --> 00:04:19.520]  那裡說
[00:04:19.520 --> 00:04:21.040]  有義人行義
[00:04:21.040 --> 00:04:22.240]  反自滅亡
[00:04:22.240 --> 00:04:23.720]  有惡人行惡
[00:04:23.720 --> 00:04:25.000]  倒響長壽
[00:04:25.000 --> 00:04:28.640]  這都是我在虛度之日中所見過的
[00:04:28.640 --> 00:04:30.040]  這個
[00:04:30.040 --> 00:04:31.120]  七章十五節
[00:04:31.120 --> 00:04:33.320]  不是傳道書唯一提到
[00:04:33.320 --> 00:04:35.400]  公義顛倒的一些經文
[00:04:35.400 --> 00:04:37.360]  在第七章之前
[00:04:37.360 --> 00:04:38.640]  第三章有說
[00:04:38.640 --> 00:04:43.160]  之後的第八章也有說相關的一些議題
[00:04:43.160 --> 00:04:44.480]  第十六節
[00:04:44.480 --> 00:04:46.720]  那裡說不要行義過分
[00:04:46.720 --> 00:04:50.240]  也不要過於自情自為
[00:04:50.240 --> 00:04:52.320]  何必自取敗亡呢?
[00:04:52.320 --> 00:04:55.920]  十七節說不要行惡過分
[00:04:55.920 --> 00:04:58.120]  也不要為人愚昧
[00:04:58.120 --> 00:05:00.720]  何必不到其而死呢?
[00:05:00.720 --> 00:05:08.680]  這兩節經文其實基本上也有難度給我們一個理解
[00:05:08.680 --> 00:05:10.520]  在這裡最少有兩個解釋
[00:05:10.520 --> 00:05:12.000]  第一個解釋
[00:05:12.000 --> 00:05:13.720]  就叫做縱容之道
[00:05:13.720 --> 00:05:15.240]  就是告訴我們
[00:05:15.240 --> 00:05:18.160]  兩者都不要過分
[00:05:18.160 --> 00:05:19.400]  在行義上
[00:05:19.400 --> 00:05:21.560]  不要做多也不要做少
[00:05:21.560 --> 00:05:23.000]  剛剛好就夠了
[00:05:23.000 --> 00:05:25.200]  行惡呢
[00:05:25.200 --> 00:05:27.000]  就是你不要做多一點惡
[00:05:27.000 --> 00:05:28.800]  你也不要做少一點惡
[00:05:28.800 --> 00:05:30.680]  這樣的理解
[00:05:30.680 --> 00:05:32.880]  似乎是有一定的困難
[00:05:32.880 --> 00:05:35.040]  行義怎麼會過多呢?
[00:05:35.040 --> 00:05:37.360]  行惡怎麼會過少呢?
[00:05:37.360 --> 00:05:40.280]  所以這樣去理解這兩節經文
[00:05:40.280 --> 00:05:42.320]  是存在一定的困難的
[00:05:42.320 --> 00:05:43.840]  所以有第二個解釋
[00:05:43.840 --> 00:05:45.440]  是較為可取的
[00:05:45.440 --> 00:05:47.880]  在這裡說什麼叫做行義過分
[00:05:47.880 --> 00:05:50.000]  什麼叫做不要行惡過分呢?
[00:05:50.000 --> 00:05:55.440]  這個過分是說一個有增加的意思
[00:05:55.440 --> 00:05:56.280]  其實
[00:05:56.280 --> 00:05:58.720]  傳道者在這裡想說什麼呢?
[00:05:58.720 --> 00:05:59.760]  他在這裡說
[00:05:59.760 --> 00:06:01.920]  不要因為看不見
[00:06:01.920 --> 00:06:04.560]  而人得不到好報
[00:06:04.560 --> 00:06:06.120]  那你就不會行義了
[00:06:06.120 --> 00:06:09.480]  你不要覺得自己很有智慧
[00:06:09.480 --> 00:06:11.000]  就是說我多有智慧
[00:06:11.000 --> 00:06:12.880]  我看到行義的人
[00:06:12.880 --> 00:06:14.000]  都得不到好報
[00:06:14.000 --> 00:06:15.120]  那我就不做了
[00:06:15.120 --> 00:06:16.680]  因為我得不到好報嘛
[00:06:16.680 --> 00:06:18.680]  所以何必去行義呢?
[00:06:18.680 --> 00:06:21.080]  傳道者在這裡說
[00:06:21.080 --> 00:06:22.640]  正面去說就是說
[00:06:22.640 --> 00:06:25.000]  不要只是為了好報
[00:06:25.000 --> 00:06:27.080]  不要只是為了地上
[00:06:27.080 --> 00:06:28.680]  你得到有福氣了
[00:06:28.680 --> 00:06:31.480]  所以你才去行義
[00:06:31.480 --> 00:06:33.360]  傳道者在這裡說
[00:06:33.360 --> 00:06:36.840]  上帝必審問你所作的一切
[00:06:36.840 --> 00:06:38.200]  另一個角度
[00:06:38.200 --> 00:06:40.520]  或者另一段他就在這裡說
[00:06:40.520 --> 00:06:42.160]  不要行惡過分
[00:06:42.160 --> 00:06:43.080]  意思就是說
[00:06:43.080 --> 00:06:44.760]  不要因為惡人
[00:06:44.760 --> 00:06:46.160]  你看到有些惡人
[00:06:46.160 --> 00:06:48.520]  做了很多惡事
[00:06:48.520 --> 00:06:50.680]  都還沒遭到惡報
[00:06:50.680 --> 00:06:51.600]  那你呢?
[00:06:51.600 --> 00:06:53.360]  不如我跟著他去做行惡
[00:06:53.360 --> 00:06:54.720]  因為行惡
[00:06:54.720 --> 00:06:57.480]  哇!似乎在地上我得到很多好處
[00:06:57.480 --> 00:06:58.040]  咦?
[00:06:58.040 --> 00:06:58.880]  行惡
[00:06:58.880 --> 00:07:00.640]  又沒有任何的結果
[00:07:00.640 --> 00:07:02.600]  上帝也沒有審判他
[00:07:02.600 --> 00:07:03.360]  這樣
[00:07:03.360 --> 00:07:04.400]  我在地上
[00:07:04.400 --> 00:07:07.280]  是不是行惡比行義更好呢?
[00:07:07.280 --> 00:07:08.560]  傳道者在這裡說
[00:07:08.760 --> 00:07:10.760]  兩個想法都不正確
[00:07:10.760 --> 00:07:16.440]  因為上帝會審判地上每一個人所做的事
[00:07:16.440 --> 00:07:18.480]  所以這個理解
[00:07:18.480 --> 00:07:20.640]  是比較合理一點
[00:07:20.640 --> 00:07:23.640]  是傳道者本身的意義
[00:07:23.640 --> 00:07:25.120]  想表達的內容
[00:07:25.120 --> 00:07:26.400]  接著十八節
[00:07:26.400 --> 00:07:27.200]  他這麼說
[00:07:27.200 --> 00:07:28.880]  你持守者的唯美
[00:07:28.880 --> 00:07:31.080]  哪個也不要鬆手
[00:07:31.080 --> 00:07:32.920]  因為敬畏上帝的人
[00:07:32.920 --> 00:07:34.920]  必從者兩樣出來
[00:07:35.160 --> 00:07:38.800]  這是指導以上兩種錯誤的態度
[00:07:38.800 --> 00:07:39.760]  雖然
[00:07:39.760 --> 00:07:41.960]  現實世界裡面善惡
[00:07:41.960 --> 00:07:44.080]  不一定會遭到報
[00:07:44.080 --> 00:07:46.240]  但是敬畏上帝的人
[00:07:46.240 --> 00:07:48.680]  不是因為有沒有好報
[00:07:48.680 --> 00:07:51.880]  而去遵守上帝的吩咐
[00:07:51.880 --> 00:07:53.680]  敬畏上帝的人
[00:07:53.680 --> 00:07:54.560]  應該就是
[00:07:54.560 --> 00:07:55.960]  我守上帝的誡命
[00:07:55.960 --> 00:07:58.400]  因為我是一個敬畏上帝的人
[00:07:58.400 --> 00:08:00.400]  這個就是我人生的目標
[00:08:00.400 --> 00:08:04.600]  不會因為現實世界那種生活的順和逆
[00:08:04.600 --> 00:08:06.160]  而有所動搖
[00:08:06.160 --> 00:08:09.160]  因為我不是為了有好報
[00:08:09.160 --> 00:08:12.400]  而去守上帝的誡命
[00:08:12.400 --> 00:08:14.240]  這個是傳道者
[00:08:14.240 --> 00:08:17.200]  給我們一個很大的勸勉
[00:08:17.200 --> 00:08:18.200]  接著
[00:08:18.200 --> 00:08:22.200]  在第十九至二十二節
[00:08:22.200 --> 00:08:23.960]  傳道者在這裡
[00:08:23.960 --> 00:08:27.920]  其實是具體的去處理這個觀念
[00:08:27.920 --> 00:08:30.440]  就是不要行義過分的
[00:08:30.440 --> 00:08:32.440]  再深入的一個討論
[00:08:32.760 --> 00:08:35.600]  七章的十九至二十二節
[00:08:35.600 --> 00:08:41.360]  可以說是說出了智慧的能力或作用
[00:08:41.360 --> 00:08:44.000]  和智慧的限制
[00:08:44.000 --> 00:08:47.000]  十九至二十二節這樣說
[00:08:47.000 --> 00:08:49.080]  智慧使有智慧的人
[00:08:49.080 --> 00:08:52.080]  比城中十個官長更有能力
[00:08:52.080 --> 00:08:55.120]  事上行善而不犯罪的義人
[00:08:55.120 --> 00:08:57.120]  世上實在沒有
[00:08:57.120 --> 00:08:58.320]  二十一節這樣說
[00:08:58.320 --> 00:09:00.120]  人所說的一切話
[00:09:00.120 --> 00:09:02.040]  你不要放在心上
[00:09:02.040 --> 00:09:04.960]  恐怕聽見你的僕人就坐你
[00:09:04.960 --> 00:09:07.160]  因為你心裡知道
[00:09:07.160 --> 00:09:10.880]  自己也曾屢次就坐別人
[00:09:10.880 --> 00:09:13.480]  七章十九節
[00:09:13.480 --> 00:09:17.080]  可以說智慧是超越的
[00:09:17.080 --> 00:09:21.600]  智慧比城中那些官長更有能力
[00:09:21.600 --> 00:09:22.880]  有智慧的能力
[00:09:22.880 --> 00:09:25.680]  比那些現實世界有權力的人
[00:09:25.680 --> 00:09:27.680]  更有能力
[00:09:27.680 --> 00:09:31.160]  他們能夠做更多的事情
[00:09:31.920 --> 00:09:34.240]  不過二十節
[00:09:34.240 --> 00:09:36.920]  當傳道者說完十九節之後
[00:09:36.920 --> 00:09:38.320]  他就再去說出
[00:09:38.320 --> 00:09:42.200]  雖然有智慧的人
[00:09:42.200 --> 00:09:44.200]  他是一個很有能力的人
[00:09:44.200 --> 00:09:47.000]  但是他馬上說出一個事實
[00:09:47.000 --> 00:09:48.360]  二十節說
[00:09:48.360 --> 00:09:52.000]  一個罪的普遍性
[00:09:52.000 --> 00:09:56.960]  世上行善而不犯罪的義人
[00:09:56.960 --> 00:09:59.400]  世上實在沒有
[00:09:59.680 --> 00:10:01.360]  其實傳道者的觀察就是
[00:10:01.360 --> 00:10:02.960]  罪的普遍性
[00:10:02.960 --> 00:10:05.120]  就是你多好的人
[00:10:05.120 --> 00:10:07.000]  都會有犯罪的一刻
[00:10:07.000 --> 00:10:08.240]  言下之意
[00:10:08.240 --> 00:10:09.200]  就是說
[00:10:09.200 --> 00:10:10.920]  縱使是智慧人
[00:10:10.920 --> 00:10:12.960]  他也有犯罪的時候
[00:10:12.960 --> 00:10:16.840]  強調罪在人世間的廣泛性
[00:10:16.840 --> 00:10:18.720]  以及普遍性
[00:10:18.720 --> 00:10:20.880]  接著在二十一至二十二節
[00:10:20.880 --> 00:10:22.800]  他接著舉了一個例子
[00:10:22.800 --> 00:10:25.200]  他舉的例子是什麼呢?
[00:10:25.200 --> 00:10:26.040]  就是說
[00:10:26.040 --> 00:10:27.920]  如果有你聽見
[00:10:27.920 --> 00:10:30.320]  你的僕人去咒助你
[00:10:30.320 --> 00:10:31.800]  說你不好的話
[00:10:31.800 --> 00:10:33.120]  你不要驚訝
[00:10:33.120 --> 00:10:34.240]  接著傳道者說
[00:10:34.240 --> 00:10:35.240]  你看看你自己
[00:10:35.240 --> 00:10:37.160]  人去咒助你
[00:10:37.160 --> 00:10:39.880]  你也曾去咒助別人
[00:10:39.880 --> 00:10:41.040]  所以
[00:10:41.040 --> 00:10:44.680]  傳道者在這裡說出
[00:10:44.680 --> 00:10:46.920]  這個世界裡面
[00:10:46.920 --> 00:10:51.960]  實在沒有一個世上行善而不犯罪的義人
[00:10:51.960 --> 00:10:54.080]  別人傷害你
[00:10:54.080 --> 00:10:56.600]  你也曾傷害別人
[00:10:56.600 --> 00:10:59.480]  別人做了一些不好的事情在你身上
[00:10:59.480 --> 00:11:02.920]  你也曾經做過一些不好的事情
[00:11:02.920 --> 00:11:05.320]  在其他人的身上
[00:11:05.320 --> 00:11:06.400]  接著
[00:11:06.400 --> 00:11:08.800]  在二十三至二十四節
[00:11:08.800 --> 00:11:09.880]  傳道者
[00:11:09.880 --> 00:11:11.320]  他講完之後
[00:11:11.320 --> 00:11:12.920]  他再講出
[00:11:12.920 --> 00:11:14.680]  他怎麼用智慧
[00:11:14.680 --> 00:11:16.320]  再去思考
[00:11:16.320 --> 00:11:17.400]  他的人生
[00:11:17.400 --> 00:11:20.480]  或者其他人的一些生活的時候
[00:11:20.480 --> 00:11:22.600]  他得出一個這樣的結論
[00:11:22.800 --> 00:11:24.600]  二十三至二十四節這麼說
[00:11:24.600 --> 00:11:27.480]  我曾用智慧試驗這一切事
[00:11:27.480 --> 00:11:29.320]  智慧卻離我遠
[00:11:29.320 --> 00:11:31.840]  萬事之理離我甚遠
[00:11:31.840 --> 00:11:33.120]  而且最深
[00:11:33.120 --> 00:11:35.040]  誰能察透呢?
[00:11:35.040 --> 00:11:36.720]  其實這兩節經文
[00:11:36.720 --> 00:11:40.240]  基本上有丞相啟下的作用在裡面
[00:11:40.240 --> 00:11:42.480]  因為在上文裡面
[00:11:42.480 --> 00:11:45.000]  其實在第七章一至二節
[00:11:45.000 --> 00:11:46.720]  都經常去討論
[00:11:46.720 --> 00:11:47.960]  智慧這個題目
[00:11:47.960 --> 00:11:50.360]  什麼叫做有智慧的人
[00:11:50.360 --> 00:11:51.520]  什麼是智慧
[00:11:51.520 --> 00:11:52.400]  接著
[00:11:52.400 --> 00:11:53.240]  在下文
[00:11:53.240 --> 00:11:54.800]  可以說二十五至二十九節
[00:11:54.800 --> 00:11:57.440]  也都去討論智慧
[00:11:57.440 --> 00:11:58.480]  就是
[00:11:58.480 --> 00:12:04.680]  怎麼用智慧去觀察宇宙的人生
[00:12:04.680 --> 00:12:05.960]  作者最後
[00:12:05.960 --> 00:12:07.360]  傳道者他說
[00:12:07.360 --> 00:12:09.120]  我縱然有智慧
[00:12:09.120 --> 00:12:11.120]  但是很多時候我都找不到
[00:12:11.120 --> 00:12:12.560]  我找不到那個道理
[00:12:12.560 --> 00:12:13.760]  我找不到
[00:12:13.760 --> 00:12:18.000]  為什麼會發生事情的那個道理
[00:12:18.000 --> 00:12:18.960]  究竟是什麼呢?
[00:12:18.960 --> 00:12:20.200]  我是不知道的
[00:12:20.200 --> 00:12:21.400]  可以說
[00:12:21.400 --> 00:12:24.280]  傳道者縱然知道
[00:12:24.280 --> 00:12:25.600]  有很多事情
[00:12:25.600 --> 00:12:27.640]  他是不知道的
[00:12:27.640 --> 00:12:28.400]  不過
[00:12:28.400 --> 00:12:32.400]  他仍然想很努力的去嘗試
[00:12:32.400 --> 00:12:33.200]  試一試
[00:12:33.200 --> 00:12:36.320]  擁有智慧的人
[00:12:36.320 --> 00:12:38.320]  好像我這樣
[00:12:38.320 --> 00:12:41.320]  是不是可以更加明白
[00:12:41.320 --> 00:12:42.880]  這個人世間裡面
[00:12:42.880 --> 00:12:46.000]  所發生的種種的一些事情
[00:12:46.000 --> 00:12:47.960]  以及一些疑難的呢?
[00:12:47.960 --> 00:12:50.040]  其實傳道書一開始
[00:12:50.040 --> 00:12:52.400]  傳道者就以智者自居
[00:12:52.400 --> 00:12:53.640]  他是一個很有智慧的人
[00:12:53.640 --> 00:12:55.480]  去觀察、去揣摩
[00:12:55.480 --> 00:12:57.280]  去嘗試去解釋
[00:12:57.280 --> 00:13:00.600]  他所見到的現實上所發生的所有事情
[00:13:00.600 --> 00:13:02.640]  所以基本上我們可以這麼說
[00:13:02.640 --> 00:13:05.360]  傳道者他覺得自己是一個很有智慧的人
[00:13:05.360 --> 00:13:06.280]  但是
[00:13:06.280 --> 00:13:07.320]  但是
[00:13:07.320 --> 00:13:11.080]  他也很清楚的知道
[00:13:11.080 --> 00:13:14.760]  如果想看透天下萬事
[00:13:14.760 --> 00:13:16.120]  這個智慧
[00:13:16.120 --> 00:13:16.920]  包括
[00:13:16.920 --> 00:13:18.880]  如果我想去明白
[00:13:18.880 --> 00:13:20.480]  在這個現實世界裡面
[00:13:20.480 --> 00:13:22.520]  為什麼會有這麼多不公義的事情
[00:13:22.520 --> 00:13:25.720]  所有不公義的事情的前因後果
[00:13:25.720 --> 00:13:27.040]  那些智慧呢?
[00:13:27.040 --> 00:13:28.520]  其實傳道者他已經知道
[00:13:28.520 --> 00:13:29.360]  我是沒有的
[00:13:29.360 --> 00:13:31.160]  這個是他第一個發言
[00:13:31.160 --> 00:13:33.280]  他知道自己的限制
[00:13:33.280 --> 00:13:35.280]  可以說七章二十四節
[00:13:35.280 --> 00:13:37.880]  也可以這樣去理解
[00:13:37.880 --> 00:13:38.560]  就是說
[00:13:38.560 --> 00:13:39.800]  所有的事情
[00:13:39.800 --> 00:13:41.640]  離得很遠又很深奧
[00:13:41.640 --> 00:13:44.480]  誰能夠查得出來呢?
[00:13:44.480 --> 00:13:46.400]  這個是一個切文句
[00:13:46.400 --> 00:13:47.480]  答案就是
[00:13:47.480 --> 00:13:49.480]  沒有人能夠查得出來
[00:13:49.480 --> 00:13:52.640]  其實這個結論
[00:13:52.640 --> 00:13:55.640]  基本上是跟整個段落
[00:13:55.640 --> 00:13:57.440]  由六章的第十節
[00:13:57.440 --> 00:13:58.800]  到八章的十七節
[00:13:58.800 --> 00:14:00.120]  這個大的段落
[00:14:00.120 --> 00:14:01.400]  是很吻合的
[00:14:01.400 --> 00:14:03.000]  在八章十七節
[00:14:03.000 --> 00:14:04.760]  正如我剛才所讀的
[00:14:04.760 --> 00:14:05.800]  那裡這麼說
[00:14:05.800 --> 00:14:08.680]  我就看明上帝一切的作為
[00:14:08.680 --> 00:14:12.160]  知道人查不出日光之下所做的事
[00:14:12.160 --> 00:14:15.840]  任憑他費多少的力氣去尋查
[00:14:15.840 --> 00:14:16.960]  都查不出來
[00:14:16.960 --> 00:14:19.320]  就是智慧人雖想知道
[00:14:19.320 --> 00:14:21.120]  也是查不出來
[00:14:21.120 --> 00:14:25.320]  第七章的二十五到二十九節
[00:14:25.320 --> 00:14:26.320]  他繼續說
[00:14:26.320 --> 00:14:27.840]  他想尋找
[00:14:27.840 --> 00:14:29.000]  他尋不到
[00:14:29.000 --> 00:14:31.520]  二十五節二十六節他這麼說
[00:14:31.520 --> 00:14:32.640]  我轉念
[00:14:32.640 --> 00:14:33.960]  一心要知道
[00:14:33.960 --> 00:14:34.920]  要考察
[00:14:34.920 --> 00:14:37.640]  要尋求智慧和萬事的理由
[00:14:37.640 --> 00:14:38.640]  又要知道
[00:14:38.640 --> 00:14:40.360]  邪惡為愚昧
[00:14:40.360 --> 00:14:42.160]  愚昧為狂妄
[00:14:42.160 --> 00:14:44.200]  我得知有等苦人
[00:14:44.200 --> 00:14:45.800]  比死還苦
[00:14:45.800 --> 00:14:47.520]  他的心是網羅
[00:14:47.520 --> 00:14:48.920]  手是鎖鏈
[00:14:48.920 --> 00:14:50.800]  凡夢上帝喜悅的人
[00:14:50.800 --> 00:14:52.320]  必能躲避他
[00:14:52.320 --> 00:14:53.400]  有罪的人
[00:14:53.400 --> 00:14:55.280]  卻被他纏住了
[00:14:55.280 --> 00:14:58.320]  中言二十三二十四節他說
[00:14:58.320 --> 00:15:00.280]  傳道者很明確地說
[00:15:00.280 --> 00:15:03.200]  明白萬事的智慧
[00:15:03.200 --> 00:15:04.200]  是很難求的
[00:15:04.200 --> 00:15:05.120]  不過
[00:15:05.120 --> 00:15:08.320]  傳道者仍然很努力的
[00:15:08.320 --> 00:15:09.200]  很迫切的
[00:15:09.200 --> 00:15:12.080]  去想知道一些事情
[00:15:12.080 --> 00:15:14.320]  他仍然很想去明白
[00:15:14.800 --> 00:15:16.440]  所以用了幾個字眼
[00:15:16.440 --> 00:15:19.840]  都很講到傳道者的心情
[00:15:19.840 --> 00:15:20.800]  他要知道
[00:15:20.800 --> 00:15:21.680]  他要考察
[00:15:21.680 --> 00:15:22.640]  他要尋求
[00:15:22.640 --> 00:15:24.880]  一連用了三個動詞
[00:15:24.880 --> 00:15:27.880]  清楚反映出傳道者的智慧
[00:15:27.880 --> 00:15:29.920]  雖然他知道
[00:15:29.920 --> 00:15:31.120]  所有的事情
[00:15:31.120 --> 00:15:32.480]  我未必完全理解
[00:15:32.480 --> 00:15:33.080]  但是
[00:15:33.080 --> 00:15:35.040]  我也希望盡用我的智慧
[00:15:35.040 --> 00:15:36.680]  能夠理解多少
[00:15:36.680 --> 00:15:38.800]  就理解多少
[00:15:38.800 --> 00:15:41.760]  他仍然希望了解更多
[00:15:41.760 --> 00:15:45.320]  一些他之前不明白的事情
[00:15:45.320 --> 00:15:46.320]  在這裡
[00:15:46.320 --> 00:15:48.240]  智慧的相反是什麼呢?
[00:15:48.240 --> 00:15:49.120]  是愚昧
[00:15:49.120 --> 00:15:51.120]  二十五節
[00:15:51.120 --> 00:15:53.920]  他要考察什麼是智慧
[00:15:53.920 --> 00:15:55.800]  又要考察什麼是愚昧
[00:15:55.800 --> 00:15:57.160]  兩者加起來
[00:15:57.160 --> 00:16:00.280]  可以說是顯示傳道者要進行的
[00:16:00.280 --> 00:16:02.800]  一些觀察和思考
[00:16:02.800 --> 00:16:04.480]  全面的查考
[00:16:04.480 --> 00:16:05.440]  要明白
[00:16:05.440 --> 00:16:07.960]  智慧和愚昧的
[00:16:07.960 --> 00:16:09.680]  本質
[00:16:09.680 --> 00:16:10.400]  或者
[00:16:10.400 --> 00:16:11.720]  什麼是智慧
[00:16:11.720 --> 00:16:14.400]  什麼是愚昧的具體內容
[00:16:14.400 --> 00:16:15.480]  接著
[00:16:15.480 --> 00:16:16.720]  在二十六節
[00:16:16.720 --> 00:16:17.800]  他說
[00:16:17.800 --> 00:16:20.160]  天下發生的事情的因由
[00:16:20.160 --> 00:16:23.320]  是沒有人可以完全查得出來的
[00:16:23.320 --> 00:16:25.160]  這是從絕對的角度去說
[00:16:25.160 --> 00:16:25.960]  但是
