
[00:00:00.000 --> 00:00:03.000]  在此篇34篇
[00:03:43.000 --> 00:03:45.200]  這個正是我們蒙恩的人
[00:03:45.200 --> 00:03:49.600]  一種生命自然應該有的表現
[00:03:49.600 --> 00:03:50.800]  當詩人這樣說之後
[00:03:50.800 --> 00:03:52.400]  然後他就再勉勵我們
[00:03:52.400 --> 00:03:56.000]  你們要去嘗嘗主恩的滋味
[00:03:56.000 --> 00:03:57.600]  怎樣去嘗呢?
[00:03:57.600 --> 00:03:59.800]  也意味著你去放膽的
[00:03:59.800 --> 00:04:03.000]  去投靠祂 去信靠祂
[00:04:03.000 --> 00:04:04.400]  第四節聖經就提到
[00:04:04.400 --> 00:04:06.600]  詩人他自己經歷了很多
[00:04:06.600 --> 00:04:08.800]  很多真實的幫助
[00:04:08.800 --> 00:04:11.400]  他說:我曾求問耶和華
[00:04:11.400 --> 00:04:13.400]  祂應允了我
[00:04:13.400 --> 00:04:16.600]  救我脫離一切的恐懼
[00:04:16.600 --> 00:04:18.400]  然後第六節
[00:04:18.400 --> 00:04:20.400]  我者困苦人呼求
[00:04:20.400 --> 00:04:22.400]  耶和華就誰聽
[00:04:22.400 --> 00:04:26.400]  請救我脫離一切的患難
[00:04:26.400 --> 00:04:28.800]  當詩人求告上帝
[00:04:28.800 --> 00:04:31.400]  尋求祂 呼求祂的時候
[00:04:31.400 --> 00:04:35.400]  就經歷到神救他脫離一切的恐懼
[00:04:35.400 --> 00:04:37.000]  不是一件兩件
[00:04:37.000 --> 00:04:39.600]  是一切的恐懼
[00:04:39.600 --> 00:04:42.400]  也都救他脫離一切的患難
[00:04:42.400 --> 00:04:45.400]  這裡包括了很多麻煩的事情
[00:04:45.400 --> 00:04:48.400]  困難的事情的意思
[00:04:48.400 --> 00:04:49.400]  當我們讀到這裡的時候
[00:04:49.400 --> 00:04:50.400]  大家一定會記得
[00:04:50.400 --> 00:04:53.800]  上回詩篇二十三篇大衛所說
[00:04:53.800 --> 00:04:57.400]  他說:我雖然行過死刃的幽谷
[00:04:57.400 --> 00:05:01.000]  也不怕 不怕遭害
[00:05:01.000 --> 00:05:03.400]  因為你與我同在
[00:05:03.400 --> 00:05:07.400]  你的象 你的肝 安慰我
[00:05:07.400 --> 00:05:09.400]  很多弟兄姊妹都經歷到
[00:05:09.400 --> 00:05:11.600]  在一些特別困難的時間
[00:05:11.600 --> 00:05:13.400]  反而就是更深刻經歷
[00:05:13.400 --> 00:05:16.400]  神自己的恩典和保守
[00:05:16.400 --> 00:05:18.400]  平時神與我們同在
[00:05:18.400 --> 00:05:19.400]  可能我們不察覺
[00:05:19.400 --> 00:05:21.400]  但是反而在困難的時候
[00:05:21.400 --> 00:05:23.400]  更加體會到這位上帝
[00:05:23.400 --> 00:05:25.400]  他聽人的禱告
[00:05:25.400 --> 00:05:28.400]  他又幫助我們 又保守我們
[00:05:28.400 --> 00:05:30.400]  因此有些弟兄姊妹
[00:05:30.400 --> 00:05:32.400]  在經歷過之後
[00:05:32.400 --> 00:05:34.400]  甚至說感謝神
[00:05:34.400 --> 00:05:39.400]  讓困難成為我經歷神恩典的機會
[00:05:39.400 --> 00:05:40.400]  很多弟兄姊妹
[00:05:40.400 --> 00:05:43.200]  有些時候在服事過程裡面
[00:05:43.200 --> 00:05:45.400]  都會上這節經文說
[00:05:45.400 --> 00:05:50.400]  你的象 你的肝 都安慰我
[00:05:50.400 --> 00:05:54.400]  當羊群在一些曠野裡面行走的時候
[00:05:54.400 --> 00:05:57.400]  當見到牧羊人的掌
[00:05:57.400 --> 00:06:00.400]  他們就感覺到那份安全
[00:06:00.400 --> 00:06:04.400]  因為掌驅逐很多的惡獸
[00:06:04.400 --> 00:06:06.400]  當他們見到有肝的時候
[00:06:06.400 --> 00:06:10.400]  將牧羊人的肝在他身旁的時候
[00:06:10.400 --> 00:06:14.400]  帶著牧羊人 引導牧羊人行正確的路
[00:06:14.400 --> 00:06:19.400]  也幫助牧羊人行走一些危險的地方
[00:06:19.400 --> 00:06:21.400]  見到象 見到肝
[00:06:21.400 --> 00:06:25.400]  就知道這位牧羊人在旁邊
[00:06:25.400 --> 00:06:27.400]  很多弟兄姊妹都如此的經歷到
[00:06:27.400 --> 00:06:29.400]  當有時候有困難的時候
[00:06:29.400 --> 00:06:31.400]  他們反而在當中
[00:06:31.400 --> 00:06:35.400]  看到 留意到上帝自己的工作
[00:06:35.400 --> 00:06:37.400]  弟兄姊妹在我們生活上面
[00:06:37.400 --> 00:06:39.400]  你或者會遇到困難
[00:06:39.400 --> 00:06:42.400]  但那些時間 你更加要留心
[00:06:42.400 --> 00:06:44.400]  上帝在你的旁邊
[00:06:44.400 --> 00:06:47.400]  怎樣帶領你 保守你
[00:06:47.400 --> 00:06:51.400]  因為弟兄講述到他自己患了癌症
[00:06:51.400 --> 00:06:54.400]  沒錯 他要面對那個很大的艱難
[00:06:54.400 --> 00:06:56.400]  但當他小心留意的時候
[00:06:56.400 --> 00:06:58.400]  就發覺很多細微的事情
[00:06:58.400 --> 00:07:00.400]  給他仍然有一種安慰
[00:07:00.400 --> 00:07:03.400]  知道神仍然在他身旁
[00:07:03.400 --> 00:07:06.400]  好奇妙 去到一間醫院
[00:07:06.400 --> 00:07:08.400]  遇到一位醫生
[00:07:08.400 --> 00:07:10.400]  這位醫生是他以前不認識的
[00:07:10.400 --> 00:07:14.400]  但特別是對他有一種關懷
[00:07:14.400 --> 00:07:16.400]  很留心的幫助他
[00:07:16.400 --> 00:07:21.400]  很多地方很細微地提醒他 幫助他
[00:07:21.400 --> 00:07:22.400]  在過程當中感受
[00:07:22.400 --> 00:07:26.400]  神在生活的小事上
[00:07:26.400 --> 00:07:29.400]  都一路引導他 幫助他
[00:07:29.400 --> 00:07:32.400]  詩人更加說 不單止是這樣
[00:07:32.400 --> 00:07:35.400]  而且他經歷神四圍安營
[00:07:35.400 --> 00:07:37.400]  來保護他
[00:07:37.400 --> 00:07:40.400]  我們再讀第七節
[00:07:40.400 --> 00:07:43.400]  耶和華的使者在敬畏他的人
[00:07:43.400 --> 00:07:47.400]  周圍紮營 搭救他們
[00:07:47.400 --> 00:07:53.400]  在他們四旁四邊保護他們 幫助他們
[00:07:53.400 --> 00:07:56.400]  我就不期然地想起
[00:07:56.400 --> 00:07:58.400]  過去曾經看到一位宣教士
[00:07:58.400 --> 00:08:00.400]  講他的經歷
[00:08:00.400 --> 00:08:02.400]  這位宣教士他自己很早年的時候
[00:08:02.400 --> 00:08:06.400]  去到一些比較蠻荒的地方
[00:08:06.400 --> 00:08:11.400]  一些比較少人會去到的土族裏面
[00:08:11.400 --> 00:08:15.400]  去到的時候發覺當地真是很落後的地方
[00:08:15.400 --> 00:08:18.400]  但當地人見到他來到的時候
[00:08:18.400 --> 00:08:20.400]  不是很歡迎他
[00:08:20.400 --> 00:08:24.400]  對他有很多很多的拒絕
[00:08:24.400 --> 00:08:28.400]  在晚上他和他太太在一個地方住樂
[00:08:28.400 --> 00:08:31.400]  但那一晚很恐懼
[00:08:31.400 --> 00:08:34.400]  因為聽到周圍很多當地的土族
[00:08:34.400 --> 00:08:37.400]  圍著他們的住屋
[00:08:37.400 --> 00:08:41.400]  窗口望出去見到他們拿著一些利器
[00:08:41.400 --> 00:08:44.400]  在外面大聲的呼叫
[00:08:44.400 --> 00:08:45.400]  他們很害怕
[00:08:45.400 --> 00:08:48.400]  在恐懼的時候他們沒有事情可以做到
[00:08:48.400 --> 00:08:52.400]  他們就兩個人跪下 一路祈禱 一路祈禱
[00:08:52.400 --> 00:08:54.400]  整晚都一路祈禱
[00:08:54.400 --> 00:08:56.400]  到差不多天亮的時候
[00:08:56.400 --> 00:08:59.400]  那些土族才散走
[00:08:59.400 --> 00:09:01.400]  但後來經過一次之後
[00:09:01.400 --> 00:09:03.400]  當地人對他們的態度改觀了
[00:09:03.400 --> 00:09:05.400]  後來接受他們
[00:09:05.400 --> 00:09:07.400]  而且陸續見到人信主
[00:09:07.400 --> 00:09:10.400]  後來開始了土族的教會
[00:09:10.400 --> 00:09:15.400]  有一次一位宣教士和當地一位酋長聊天
[00:09:15.400 --> 00:09:17.400]  酋長突然問他
[00:09:17.400 --> 00:09:21.400]  你最初來的時候帶來的大班朋友
[00:09:21.400 --> 00:09:23.400]  現在都去了哪裏?
[00:09:23.400 --> 00:09:26.400]  他說朋友?沒有啊
[00:09:26.400 --> 00:09:28.400]  是我和太太兩個人來的
[00:09:28.400 --> 00:09:32.400]  那天在你們家外面
[00:09:32.400 --> 00:09:34.400]  圍了一大群人
[00:09:34.400 --> 00:09:37.400]  我們見到他們個個都很高大
[00:09:37.400 --> 00:09:41.400]  穿著戰衣 拿著長刀
[00:09:41.400 --> 00:09:43.400]  還不是你的朋友?
[00:09:43.400 --> 00:09:45.400]  他們在哪裏?
[00:09:45.400 --> 00:09:48.400]  在那個時候宣教士才突然間知道
[00:09:48.400 --> 00:09:51.400]  在他們在屋裏面禱告的時候
[00:09:51.400 --> 00:09:55.400]  上帝真的差遣了天君環繞他們
[00:09:55.400 --> 00:09:56.400]  保護著他們
[00:09:56.400 --> 00:10:01.400]  所以那班土族當時才不敢衝進屋裏去捉他們
[00:10:01.400 --> 00:10:03.400]  而在過程當中他們體會到
[00:10:03.400 --> 00:10:07.400]  上帝聽人的禱告是極其的真實
[00:10:07.400 --> 00:10:13.400]  今次我們在生活上有不同的事情都會經歷神的保守
[00:10:13.400 --> 00:10:16.400]  就立時上回詩篇91篇11節
[00:10:16.400 --> 00:10:18.400]  大家會記得聖經上提及
[00:10:18.400 --> 00:10:26.400]  神差遣他的使者在你們所行一切的路上來保護你
[00:10:26.400 --> 00:10:29.400]  在生活上當人向神呼求的時候
[00:10:29.400 --> 00:10:34.400]  神的保守 神的看顧就臨到我們的身上
[00:10:34.400 --> 00:10:37.400]  是聖經所應許的事情
[00:10:37.400 --> 00:10:40.400]  當我們這樣思想的時候
[00:10:40.400 --> 00:10:42.400]  詩人就在第八節說
[00:10:42.400 --> 00:10:44.400]  你們要親自體驗
[00:10:44.400 --> 00:10:47.400]  就知道耶和華是美善的
[00:10:47.400 --> 00:10:50.400]  投靠他的人都是有福的
[00:10:50.400 --> 00:10:53.400]  我想大家一起讀一次旁邊的和合本
[00:10:53.400 --> 00:10:55.400]  再讀一次第八節
[00:10:55.400 --> 00:10:59.400]  你們要嘗嘗主恩的滋味
[00:10:59.400 --> 00:11:02.400]  便知道他是美善
[00:11:02.400 --> 00:11:05.400]  投靠他的人有福了
[00:11:05.400 --> 00:11:08.400]  你們去嘗下主恩的滋味
[00:11:08.400 --> 00:11:10.400]  或者在新書所說的
[00:11:10.400 --> 00:11:12.400]  親身去體驗一下
[00:11:12.400 --> 00:11:14.400]  是什麼意思?
[00:11:14.400 --> 00:11:16.400]  是詩人鼓勵我們
[00:11:16.400 --> 00:11:19.400]  你們放膽去投靠主
[00:11:19.400 --> 00:11:23.400]  去全心地去信靠他
[00:11:23.400 --> 00:11:25.400]  唯有信靠的人
[00:11:25.400 --> 00:11:28.400]  他們才會經歷到神自己的真實
[00:11:28.400 --> 00:11:32.400]  你也唯有人真的去禱告尋求神
[00:11:32.400 --> 00:11:34.400]  否則不會去經歷到
[00:11:34.400 --> 00:11:37.400]  這位上帝是又真又活的
[00:11:37.400 --> 00:11:39.400]  詩人就說你去體驗
[00:11:39.400 --> 00:11:41.400]  你去投靠他
[00:11:41.400 --> 00:11:43.400]  去投靠他在恐懼的時候
[00:11:43.400 --> 00:11:47.400]  在這裡所說的麻煩的患難的情況之下
[00:11:47.400 --> 00:11:49.400]  全心去禱告他
[00:11:49.400 --> 00:11:53.400]  你就去經歷到上帝的真實和恩惠
[00:11:53.400 --> 00:11:55.400]  我記得有一次
[00:11:55.400 --> 00:11:58.400]  一間教會辦一個大型的報道會
[00:11:58.400 --> 00:12:00.400]  在報道會過程當中
[00:12:00.400 --> 00:12:01.400]  很多事情做籌備
[00:12:01.400 --> 00:12:02.400]  很多宣傳
[00:12:02.400 --> 00:12:03.400]  很多聯繫
[00:12:03.400 --> 00:12:05.400]  很多組織的工作
[00:12:05.400 --> 00:12:07.400]  但突然間一位弟兄
[00:12:07.400 --> 00:12:09.400]  就有一種反省
[00:12:09.400 --> 00:12:11.400]  他說我們知道報道會
[00:12:11.400 --> 00:12:14.400]  人信主完全是神的工作
[00:12:14.400 --> 00:12:18.400]  但為什麼我們只是全部精神
[00:12:18.400 --> 00:12:21.400]  都是放在籌備的事上
[00:12:21.400 --> 00:12:24.400]  而我們沒有祈禱
[00:12:24.400 --> 00:12:25.400]  當他這樣說的時候
[00:12:25.400 --> 00:12:27.400]  大家突然間明白一件事情
[00:12:27.400 --> 00:12:28.400]  沒錯
[00:12:28.400 --> 00:12:32.400]  我們口裡好像是相信有禱告
[00:12:32.400 --> 00:12:35.400]  但行動裡面證明我們
[00:12:35.400 --> 00:12:37.400]  相信我們自己的籌備
[00:12:37.400 --> 00:12:41.400]  多於是神自己的工作
[00:12:41.400 --> 00:12:42.400]  而那次之後
[00:12:42.400 --> 00:12:44.400]  這間教會的弟兄姊妹
[00:12:44.400 --> 00:12:47.400]  就開始更加同心的去禱告
[00:12:47.400 --> 00:12:50.400]  在禱告當中來籌備
[00:12:50.400 --> 00:12:53.400]  在禱告當中來做很多不同的聯繫
[00:12:53.400 --> 00:12:56.400]  而見到神的奇妙的工作
[00:12:56.400 --> 00:12:59.400]  去嘗下主恩的滋味
[00:12:59.400 --> 00:13:00.400]  去投靠祂
[00:13:00.400 --> 00:13:02.400]  讓你更加去經歷
[00:13:02.400 --> 00:13:06.400]  這位上帝的應許是真實的
[00:13:06.400 --> 00:13:08.400]  當你看到投靠主的時候
[00:13:08.400 --> 00:13:10.400]  很快聖經就提到
[00:13:10.400 --> 00:13:11.400]  詩人就說
[00:13:11.400 --> 00:13:14.400]  我將敬畏神之道去指教你們
[00:13:14.400 --> 00:13:18.400]  在下面第十一節到第十四節
[00:13:18.400 --> 00:13:21.400]  一路說到敬畏之道
[00:13:21.400 --> 00:13:24.400]  而敬畏神的重要地方
[00:13:24.400 --> 00:13:25.400]  在第十四節提及
[00:13:25.400 --> 00:13:28.400]  是離惡行善
[00:13:28.400 --> 00:13:30.400]  離開邪惡的事情
[00:13:30.400 --> 00:13:32.400]  行在神的善道上
[00:13:32.400 --> 00:13:35.400]  就是敬畏神的人
[00:13:35.400 --> 00:13:36.400]  這些敬畏神的人
[00:13:36.400 --> 00:13:38.400]  他們禱告尋求神的時候
[00:13:38.400 --> 00:13:42.400]  神就答應一定會聽他們的禱告
[00:13:42.400 --> 00:13:45.400]  大家再留意第十五節
[00:13:45.400 --> 00:13:49.400]  耶和華的眼睛看顧哪些人?
[00:13:49.400 --> 00:13:50.400]  二人
[00:13:50.400 --> 00:13:51.400]  他的耳朵垂聽
[00:13:51.400 --> 00:13:55.400]  這些二人的呼求
[00:13:55.400 --> 00:13:57.400]  神說我會垂聽他們的禱告
[00:13:57.400 --> 00:14:00.400]  因為他們是敬畏我的人
[00:14:00.400 --> 00:14:02.400]  神的恩惠就必然的
[00:14:02.400 --> 00:14:05.400]  臨到他們身上
[00:14:05.400 --> 00:14:06.400]  當然聖經所說
[00:14:06.400 --> 00:14:10.400]  這些二人不會因此就沒有困難
[00:14:10.400 --> 00:14:14.400]  所以你看到下面第十八節、十九節
[00:14:14.400 --> 00:14:17.400]  聖經提到他們都有很多的難處
[00:14:17.400 --> 00:14:20.400]  耶和華親近心中破碎的人
[00:14:20.400 --> 00:14:23.400]  他們會經歷一種心靈的困難
[00:14:23.400 --> 00:14:24.400]  新譯
[00:14:24.400 --> 00:14:27.400]  和下本所說傷心
[00:14:27.400 --> 00:14:31.400]  他們都經過很多心靈那種破碎的難處
[00:14:31.400 --> 00:14:33.400]  但是聖經就說
[00:14:33.400 --> 00:14:36.400]  無論有多少傷心苦難的事情
[00:14:36.400 --> 00:14:39.400]  但是神是親近他們的
[00:14:39.400 --> 00:14:41.400]  而且二十節繼續說
[00:14:41.400 --> 00:14:44.400]  耶和華保存他一生的骨頭
[00:14:44.400 --> 00:14:47.400]  連一根也不容折斷
[00:14:47.400 --> 00:14:49.400]  就算面對著苦難
[00:14:49.400 --> 00:14:51.400]  但是神仍然掌管一切
[00:14:51.400 --> 00:14:57.400]  不讓這些苦難超越了神所容許的範圍
[00:14:57.400 --> 00:14:58.400]  大家記得聖經裡面
[00:14:58.400 --> 00:15:01.400]  去到約翰福音十九章的時候
[00:15:01.400 --> 00:15:04.400]  就說到主耶穌被釘十字架的時候
[00:15:04.400 --> 00:15:07.400]  並丁上去打斷他的腳骨
[00:15:07.400 --> 00:15:09.400]  但是發覺他已經斷了氣
[00:15:09.400 --> 00:15:11.400]  因此不需要這樣做
[00:15:11.400 --> 00:15:15.400]  聖經立時就引用詩篇三十四篇經文所說
[00:15:15.400 --> 00:15:18.400]  沒錯神容許耶穌基督被釘十字架
[00:15:18.400 --> 00:15:20.400]  成就他的旨意
[00:15:20.400 --> 00:15:25.400]  但是他沒有容許他的身體的骨頭被折斷
[00:15:25.400 --> 00:15:28.400]  表明出神的掌權仍然在當中
[00:15:28.400 --> 00:15:30.400]  仍然在其中
[00:15:30.400 --> 00:15:33.400]  你都去保守看顧
[00:15:33.400 --> 00:15:36.400]  因此你會發覺很多弟兄姊妹
[00:15:36.400 --> 00:15:37.400]  很多的教徒
[00:15:37.400 --> 00:15:39.400]  他們雖然在困難裡面
[00:15:39.400 --> 00:15:42.400]  知道神容許這些苦難
[00:15:42.400 --> 00:15:47.400]  但仍然可以很確定地來向神尋求
[00:15:47.400 --> 00:15:50.400]  因為知道神親近而仁
[00:15:50.400 --> 00:15:54.400]  祂又掌管他們一生所經歷的事情
[00:15:54.400 --> 00:15:57.400]  因此繼續放膽地來敬畏神
[00:15:57.400 --> 00:16:00.400]  保持自己的良善
[00:16:00.400 --> 00:16:03.400]  以致他們繼續向神尋求的時候
[00:16:03.400 --> 00:16:07.400]  神仍然與他們同在
[00:16:07.400 --> 00:16:10.400]  有些人說我們禱告的時候
[00:16:10.400 --> 00:16:13.400]  神妹妹來幫助我們
[00:16:13.400 --> 00:16:14.400]  我想面對的難處
[00:16:14.400 --> 00:16:17.400]  神妹妹來救我
[00:16:17.400 --> 00:16:21.400]  或者我們的問題應該反過來問
[00:16:21.400 --> 00:16:23.400]  就是當我們面對困難的時候
[00:16:23.400 --> 00:16:27.400]  會問究竟我仍然是否站在神那裡
[00:16:27.400 --> 00:16:30.400]  是否仍然是敬畏神
[00:16:30.400 --> 00:16:32.400]  仍然行神的路
[00:16:32.400 --> 00:16:35.400]  當你知道你仍然是敬畏神的時候
[00:16:35.400 --> 00:16:37.400]  你會很放膽
[00:16:37.400 --> 00:16:39.400]  因為神的應許說
[00:16:39.400 --> 00:16:42.400]  祂要誰聽你的祈禱
[00:16:42.400 --> 00:16:45.400]  祂要與你同在
[00:16:45.400 --> 00:16:47.400]  斯人蒙受過神的恩惠
[00:16:47.400 --> 00:16:48.400]  因此祂呼籲我們
[00:16:48.400 --> 00:16:51.400]  你們要嘗嘗主恩的滋味
[00:16:51.400 --> 00:16:55.400]  以致你和我可以繼續不斷地
[00:16:55.400 --> 00:16:58.400]  來到在神的恩典當中
[00:16:58.400 --> 00:17:01.400]  來經歷、去領受
[00:17:01.400 --> 00:17:05.400]  讓我們生命繼續繼續的蒙恩
[00:17:05.400 --> 00:17:06.400]  各位靈智妹妹
[00:17:06.400 --> 00:17:08.400]  在我們同慶的時候
[00:17:08.400 --> 00:17:10.400]  我們感謝神賜我們的恩惠
[00:17:10.400 --> 00:17:12.400]  而我們都彼此勉勵
[00:17:12.400 --> 00:17:16.400]  繼續一生在一切的事上去投靠祂
[00:17:16.400 --> 00:17:19.400]  信靠祂、去敬畏祂
[00:17:19.400 --> 00:17:21.400]  我們一會兒來到祈禱

