
[00:00:00.000 --> 00:00:05.000]  我們在這兩次的專輯當中
[00:04:52.000 --> 00:04:57.000]  他是在會堂裡面做修補工作的
[00:04:57.000 --> 00:05:01.000]  在講台上當時斯布真沒有看見任何的人
[00:05:01.000 --> 00:05:04.000]  他在一個隱蔽的地方工作
[00:05:04.000 --> 00:05:08.000]  他就聽見了斯布真牧師在那裡講
[00:05:08.000 --> 00:05:13.000]  這個福音的要道的幾個要點
[00:05:13.000 --> 00:05:16.000]  他聽見了聖靈做工
[00:05:16.000 --> 00:05:18.000]  他受感動
[00:05:18.000 --> 00:05:22.000]  他覺知悔改信主
[00:05:22.000 --> 00:05:25.000]  後來他把這件事告訴斯布真
[00:05:25.000 --> 00:05:28.000]  斯布真進一步地體會到
[00:05:28.000 --> 00:05:33.000]  內心聖靈的引導感動是多麼重要
[00:05:33.000 --> 00:05:35.000]  在我們的侍奉
[00:05:35.000 --> 00:05:37.000]  在我們的生活中
[00:05:37.000 --> 00:05:41.000]  我們也要保持高度的敏感
[00:05:41.000 --> 00:05:47.000]  因為聖靈隨時可能引導我們去做一些事
[00:05:47.000 --> 00:05:51.000]  我們越提高順服的程度
[00:05:51.000 --> 00:05:54.000]  越提增加敏感的程度
[00:05:54.000 --> 00:06:01.000]  我們就越可能更多被聖靈來引導和使用
[00:06:01.000 --> 00:06:04.000]  跟著我要提聖經裡面
[00:06:04.000 --> 00:06:10.000]  聖靈出人意外的引導的幾個實例
[00:06:10.000 --> 00:06:16.000]  第一大家都記得主耶穌受洗以後
[00:06:16.000 --> 00:06:22.000]  聖靈立刻引導他到曠野去
[00:06:22.000 --> 00:06:26.000]  這是馬可福音所告訴我們的
[00:06:26.000 --> 00:06:33.000]  請在馬可福音請翻到這個地方
[00:06:33.000 --> 00:06:38.000]  我們一同讀這一節聖經
[00:06:38.000 --> 00:06:42.000]  第十二節一章十二節
[00:06:42.000 --> 00:06:48.000]  聖靈就把耶穌催到曠野裡去
[00:06:48.000 --> 00:06:53.000]  上文提到主耶穌在約旦河裡面受洗
[00:06:53.000 --> 00:06:59.000]  跟著即刻聖靈就催促他
[00:06:59.000 --> 00:07:02.000]  不但是引導他
[00:07:02.000 --> 00:07:06.000]  而且催促他到曠野去
[00:07:06.000 --> 00:07:12.000]  他在曠野四十天受撒旦的試探
[00:07:12.000 --> 00:07:19.000]  難道聖靈引導一個人去受撒旦的試探嗎?
[00:07:19.000 --> 00:07:24.000]  主耶穌豈不是教導我們禱告說
[00:07:24.000 --> 00:07:28.000]  救我們脫離那惡者嗎?
[00:07:28.000 --> 00:07:31.000]  叫我們不要受試探嗎?
[00:07:31.000 --> 00:07:35.000]  為什麼在主耶穌基督自己的經歷裡頭
[00:07:35.000 --> 00:07:39.000]  聖靈不但引導他而且催促他
[00:07:39.000 --> 00:07:44.000]  到曠野去受撒旦的試探呢?
[00:07:44.000 --> 00:07:49.000]  我們從這件事實了解到
[00:07:49.000 --> 00:07:52.000]  主耶穌到世上來
[00:07:52.000 --> 00:07:59.000]  他在事實上充分地證明他是得勝者
[00:07:59.000 --> 00:08:01.000]  同時呢
[00:08:01.000 --> 00:08:04.000]  還有一個很重要的原因
[00:08:04.000 --> 00:08:07.000]  就是主耶穌和我們一樣
[00:08:07.000 --> 00:08:11.000]  受過各式各樣的試探
[00:08:11.000 --> 00:08:14.000]  但是他沒有犯罪
[00:08:14.000 --> 00:08:18.000]  他有這個經歷以後就清楚地告訴我們
[00:08:18.000 --> 00:08:21.000]  當我們受試探的時候不能說
[00:08:21.000 --> 00:08:26.000]  主不了解我因為他沒有受過試探
[00:08:26.000 --> 00:08:28.000]  我們讀到這的時候就知道
[00:08:28.000 --> 00:08:32.000]  主耶穌受了完全的試探
[00:08:32.000 --> 00:08:34.000]  但是他沒有犯罪
[00:08:34.000 --> 00:08:36.000]  他有受試探經驗
[00:08:36.000 --> 00:08:38.000]  但是他得勝
[00:08:38.000 --> 00:08:40.000]  所以他能夠了解我們
[00:08:40.000 --> 00:08:42.000]  他能夠幫助我們
[00:08:42.000 --> 00:08:44.000]  能夠提醒我們
[00:08:44.000 --> 00:08:47.000]  這是很重要的一件事
[00:08:47.000 --> 00:08:50.000]  在這裡提到40天的試探
[00:08:50.000 --> 00:08:53.000]  40這個15字在聖經裡面
[00:08:53.000 --> 00:08:56.000]  有兩個基本的意義
[00:08:56.000 --> 00:08:58.000]  第一是完全
[00:08:58.000 --> 00:09:01.000]  第二就是考驗
[00:09:01.000 --> 00:09:04.000]  完全的考驗
[00:09:04.000 --> 00:09:07.000]  好像在舊約裡面
[00:09:07.000 --> 00:09:11.000]  以色列人在曠野40年
[00:09:11.000 --> 00:09:17.000]  他們充分地發現了神
[00:09:17.000 --> 00:09:20.000]  供給他們一切的需要
[00:09:20.000 --> 00:09:23.000]  他們充分地發現
[00:09:23.000 --> 00:09:28.000]  神的恩典夠他們用
[00:09:28.000 --> 00:09:30.000]  他們說需要的一切的一切
[00:09:30.000 --> 00:09:32.000]  都得到神的供應
[00:09:32.000 --> 00:09:35.000]  所以神的信使
[00:09:35.000 --> 00:09:40.000]  神的恩典在他們曠野的40年裡頭
[00:09:40.000 --> 00:09:43.000]  充分地鮮明出來
[00:09:43.000 --> 00:09:47.000]  還有讓我們想到伊利亞
[00:09:47.000 --> 00:09:49.000]  在他逃跑的時候
[00:09:49.000 --> 00:09:51.000]  喪膽灰心的時候
[00:09:51.000 --> 00:09:55.000]  在羅騰樹下求死
[00:09:55.000 --> 00:09:57.000]  神的使者來排醒他
[00:09:57.000 --> 00:09:59.000]  供給他食物
[00:09:59.000 --> 00:10:01.000]  他吃了以後
[00:10:01.000 --> 00:10:04.000]  靠著那個食物給他的力量
[00:10:04.000 --> 00:10:07.000]  更是靠著神
[00:10:07.000 --> 00:10:09.000]  透過那個食物給他的力量
[00:10:09.000 --> 00:10:11.000]  奔走40晝夜
[00:10:11.000 --> 00:10:13.000]  到了和烈山
[00:10:13.000 --> 00:10:14.000]  那就是說
[00:10:14.000 --> 00:10:17.000]  神為他預備的力量、恩典
[00:10:17.000 --> 00:10:21.000]  經過完全需要的考驗
[00:10:21.000 --> 00:10:25.000]  證明出來是足夠他所需要的
[00:10:25.000 --> 00:10:32.000]  那麼還有摩西派了12個探子
[00:10:32.000 --> 00:10:35.000]  到迦南地區40天
[00:10:35.000 --> 00:10:39.000]  在那裡周圍縱橫
[00:10:39.000 --> 00:10:41.000]  走遍那地
[00:10:41.000 --> 00:10:47.000]  後來抬回一大掛的葡萄
[00:10:47.000 --> 00:10:52.000]  40天證明神的應許是真實的
[00:10:52.000 --> 00:10:56.000]  那個留難育密之地是真實的
[00:10:56.000 --> 00:11:01.000]  神對他們預備的迦南美地是真實的
[00:11:01.000 --> 00:11:03.000]  主耶穌復活以後
[00:11:03.000 --> 00:11:06.000]  40天向門徒顯現
[00:11:06.000 --> 00:11:08.000]  充分地證明
[00:11:08.000 --> 00:11:10.000]  他真是復活的主
[00:11:10.000 --> 00:11:12.000]  真是得聖的主
[00:11:12.000 --> 00:11:14.000]  你看在舊約、新約
[00:11:14.000 --> 00:11:18.000]  這些不同的事實
[00:11:18.000 --> 00:11:21.000]  給我們看見同樣的意義
[00:11:21.000 --> 00:11:22.000]  那就是表示
[00:11:22.000 --> 00:11:30.000]  整全本的聖經是神所默示之下寫出來的
[00:11:30.000 --> 00:11:33.000]  在神的計劃裡頭
[00:11:33.000 --> 00:11:36.000]  在神的救恩的行動裡頭
[00:11:36.000 --> 00:11:38.000]  是前後配合的
[00:11:38.000 --> 00:11:42.000]  是前後遙應的、依致的
[00:11:42.000 --> 00:11:50.000]  這也是聖經是神所默示的證據之一
[00:11:50.000 --> 00:11:53.000]  我們又想到
[00:11:53.000 --> 00:12:00.000]  傳福音的飛利被聖靈引到曠野去
[00:12:00.000 --> 00:12:06.000]  這是在我們的講義裡面有的
[00:12:06.000 --> 00:12:17.000]  這是在八章第29節
[00:12:17.000 --> 00:12:19.000]  在這裡提到
[00:12:19.000 --> 00:12:25.000]  當傳福音的飛利在撒瑪利亞工作非常成功的時候
[00:12:25.000 --> 00:12:28.000]  有很多人在那裡悔改信主的時候
[00:12:28.000 --> 00:12:35.000]  聖靈就引導他到曠野的路上去
[00:12:35.000 --> 00:12:38.000]  在那裡他發現
[00:12:38.000 --> 00:12:42.000]  埃提亞伯的太監坐在車裡頭
[00:12:42.000 --> 00:12:43.000]  從那裡經過
[00:12:43.000 --> 00:12:48.000]  聖靈就帶領他貼近那個車子來走
[00:12:48.000 --> 00:12:50.000]  靠近那個車子來走
[00:12:50.000 --> 00:12:55.000]  他就聽見車裡面的太監在讀伊賽亞的書
[00:12:55.000 --> 00:12:59.000]  他就開口向他傳福音
[00:12:59.000 --> 00:13:01.000]  聖靈引導他
[00:13:01.000 --> 00:13:10.000]  放下了撒瑪利亞城裡面轟轟烈烈傳福音的成功的工作
[00:13:10.000 --> 00:13:15.000]  卻往曠野的小路上去
[00:13:15.000 --> 00:13:18.000]  好像是德不常識
[00:13:18.000 --> 00:13:23.000]  好像是本末道志
[00:13:23.000 --> 00:13:26.000]  好像是完全沒有理由
[00:13:26.000 --> 00:13:30.000]  但是我們看後來的教會歷史就曉得
[00:13:30.000 --> 00:13:34.000]  聖靈這個引導一點也沒有錯
[00:13:34.000 --> 00:13:37.000]  這個太監接受了主
[00:13:37.000 --> 00:13:39.000]  回到埃提亞伯
[00:13:39.000 --> 00:13:42.000]  那就是今天的還叫伊斯蘭帝國
[00:13:42.000 --> 00:13:46.000]  有一個時期叫阿比西尼亞
[00:13:46.000 --> 00:13:48.000]  教父歷史告訴我們
[00:13:48.000 --> 00:13:53.000]  在主後第五世紀的時候
[00:13:53.000 --> 00:13:58.000]  伊斯蘭帝國接受基督教成為國教
[00:13:58.000 --> 00:14:00.000]  很多的人在那邊信主
[00:14:00.000 --> 00:14:02.000]  怎麼開始的
[00:14:02.000 --> 00:14:08.000]  就是因為這個太監經過非力的引導而信的主
[00:14:08.000 --> 00:14:12.000]  而發起了發動了
[00:14:12.000 --> 00:14:16.000]  所以聖靈的工作沒有錯
[00:14:16.000 --> 00:14:17.000]  很奇妙
[00:14:17.000 --> 00:14:22.000]  常常超過我們的意料之外
[00:14:22.000 --> 00:14:26.000]  在我們的意念之上
[00:14:26.000 --> 00:14:29.000]  當我們有了這個歷史的認識的時候
[00:14:29.000 --> 00:14:35.000]  我們就會把我們的觀念放寬
[00:14:35.000 --> 00:14:39.000]  使我們的樹林的容量增加
[00:14:39.000 --> 00:14:44.000]  更加會曉得如何接受聖靈的引導
[00:14:44.000 --> 00:14:47.000]  如果有的時候覺得特別一點
[00:14:47.000 --> 00:14:51.000]  不要先否定這件事很unusual
[00:14:51.000 --> 00:14:53.000]  你不要因為它是unusual
[00:14:53.000 --> 00:14:56.000]  你就否定它是聖靈的引導
[00:14:56.000 --> 00:15:01.000]  因為聖靈常常是unusually leading us
[00:15:01.000 --> 00:15:05.000]  我們有了這樣的一個了解
[00:15:05.000 --> 00:15:10.000]  對我們的接受聖靈的引導很有幫助
[00:15:10.000 --> 00:15:12.000]  好
[00:15:12.000 --> 00:15:21.000]  有了這三個歷史事實的小影
[00:15:21.000 --> 00:15:25.000]  就對我們有了一種的思想上的準備
[00:15:25.000 --> 00:15:28.000]  現在我們就開始看
[00:15:28.000 --> 00:15:32.000]  聖靈怎麼樣在《十圖行傳》裡頭
[00:15:32.000 --> 00:15:34.000]  對初期的教會
[00:15:34.000 --> 00:15:38.000]  《十圖》時代的教會引導
[00:15:38.000 --> 00:15:40.000]  首先我們看
[00:15:40.000 --> 00:15:45.000]  聖靈引導《十圖》和《信圖傳福音》
[00:15:45.000 --> 00:15:48.000]  從耶路撒冷到第幾
[00:15:48.000 --> 00:15:53.000]  這是《十圖行傳》一章第八節所說的
[00:15:53.000 --> 00:15:58.000]  我們都很熟悉這一節的聖經
[00:15:58.000 --> 00:16:00.000]  我們會背
[00:16:00.000 --> 00:16:03.000]  我們也會唱
[00:16:03.000 --> 00:16:06.000]  聖靈降臨在你們身上
[00:16:06.000 --> 00:16:08.000]  你們就必得著能力
[00:16:08.000 --> 00:16:10.000]  並要在耶路撒冷
[00:16:10.000 --> 00:16:14.000]  猶太全地和撒瑪利亞知道第幾
[00:16:14.000 --> 00:16:16.000]  做我的見證
[00:16:16.000 --> 00:16:18.000]  我順便提一提
[00:16:18.000 --> 00:16:21.000]  中文聖經說做我的見證
[00:16:21.000 --> 00:16:27.000]  意味著一樣的工作
[00:16:27.000 --> 00:16:28.000]  做見證
[00:16:28.000 --> 00:16:31.000]  但是原來說的是
[00:16:31.000 --> 00:16:34.000]  You are my witnesses
[00:16:34.000 --> 00:16:38.000]  你是我的見證
[00:16:38.000 --> 00:16:41.000]  做見證和是見證
[00:16:41.000 --> 00:16:43.000]  兩者之間還有分別
[00:16:43.000 --> 00:16:46.000]  做見證的範圍小一點
[00:16:46.000 --> 00:16:49.000]  只要我們講就是做見證
[00:16:49.000 --> 00:16:52.000]  我們去做一樣的工作是做見證
[00:16:52.000 --> 00:16:54.000]  但是是見證的
[00:16:54.000 --> 00:16:58.000]  我們整個的生命生活都是見證
[00:16:58.000 --> 00:17:01.000]  那個範圍就更廣了
[00:17:01.000 --> 00:17:08.000]  聖靈降臨即刻給了門徒兩件事
[00:17:08.000 --> 00:17:10.000]  第一能力
[00:17:10.000 --> 00:17:12.000]  第二方向
[00:17:12.000 --> 00:17:16.000]  能力在一章八節講得很清楚了
[00:17:16.000 --> 00:17:18.000]  聖靈降臨在你們身上
[00:17:18.000 --> 00:17:20.000]  你們就必得的能力
[00:17:20.000 --> 00:17:22.000]  能力的因素很清楚了
[00:17:22.000 --> 00:17:26.000]  沒有聖靈我們不可能有效的傳福音
[00:17:26.000 --> 00:17:29.000]  主耶穌對當時的門徒沒有信心
[00:17:29.000 --> 00:17:32.000]  但他對聖靈有絕對的信心
[00:17:32.000 --> 00:17:34.000]  你看主耶穌對門徒說
[00:17:34.000 --> 00:17:35.000]  你們不要工作
[00:17:35.000 --> 00:17:37.000]  你們不要開始傳福音
[00:17:37.000 --> 00:17:39.000]  你們要留在耶路撒冷
[00:17:39.000 --> 00:17:42.000]  等候那從上面來的能力
[00:17:42.000 --> 00:17:43.000]  意思就是說
[00:17:43.000 --> 00:17:46.000]  你們還沒有得到聖靈的能力之前
[00:17:46.000 --> 00:17:49.000]  你們的研究工作是無效的
[00:17:49.000 --> 00:17:50.000]  是突然的
[00:17:50.000 --> 00:17:52.000]  你們不要做
[00:17:52.000 --> 00:17:55.000]  一直到聖靈降臨在你們身上
[00:17:55.000 --> 00:17:56.000]  得到聖靈的能力
[00:17:56.000 --> 00:17:58.000]  那個時候才去做
[00:17:58.000 --> 00:18:00.000]  才有功效
[00:18:00.000 --> 00:18:02.000]  而且主耶穌講了一句話
[00:18:02.000 --> 00:18:05.000]  是當時門徒完全不了解的
[00:18:05.000 --> 00:18:07.000]  很難很難接受的
[00:18:07.000 --> 00:18:12.000]  約翰福音十四章十二節
[00:18:12.000 --> 00:18:16.000]  在那裡主耶穌對門徒說
[00:18:16.000 --> 00:18:18.000]  我所做的事
[00:18:18.000 --> 00:18:21.000]  信我的人也要做
[00:18:21.000 --> 00:18:25.000]  而且要做比這更大的事
[00:18:25.000 --> 00:18:28.000]  因為我往父那裡去
[00:18:28.000 --> 00:18:29.000]  那麼下面呢
[00:18:29.000 --> 00:18:32.000]  跟著說要講的就是聖靈要來
[00:18:32.000 --> 00:18:34.000]  因為我往父那裡去
[00:18:34.000 --> 00:18:35.000]  聖靈要來
[00:18:35.000 --> 00:18:37.000]  所以我所做的事
[00:18:37.000 --> 00:18:38.000]  信我的人也要做
[00:18:38.000 --> 00:18:41.000]  而且要做比這個更大的事
[00:18:41.000 --> 00:18:43.000]  當門徒聽見這個話的時候
[00:18:43.000 --> 00:18:45.000]  他們怎麼能夠接受呢
[00:18:45.000 --> 00:18:46.000]  怎麼能夠信得下去呢
[00:18:46.000 --> 00:18:50.000]  我們能夠做比主自己所做更大的事嗎
[00:18:50.000 --> 00:18:52.000]  那怎麼可能呢
[00:18:52.000 --> 00:18:54.000]  但是事實上
[00:18:54.000 --> 00:18:58.000]  聖靈降臨的顯明是可能
[00:18:58.000 --> 00:18:59.000]  因為主在世的時候
[00:18:59.000 --> 00:19:01.000]  祂有身體的限制
[00:19:01.000 --> 00:19:05.000]  祂只能在某一個時間
[00:19:05.000 --> 00:19:08.000]  限於某一個地方
[00:19:08.000 --> 00:19:10.000]  聖靈降臨以後
[00:19:10.000 --> 00:19:15.000]  同時可以在千千萬萬基督徒的身上
[00:19:15.000 --> 00:19:17.000]  接著他們去傳福音
[00:19:17.000 --> 00:19:18.000]  接著他們去工作
[00:19:18.000 --> 00:19:22.000]  所以時空都是無限的
[00:19:22.000 --> 00:19:27.000]  因此主耶穌講這個話是百分之百真實的
[00:19:27.000 --> 00:19:28.000]  好
[00:19:28.000 --> 00:19:30.000]  聖靈降臨第一
[00:19:30.000 --> 00:19:32.000]  是向傳福音的能力
[00:19:32.000 --> 00:19:34.000]  我們要靠這個能力傳福音
[00:19:34.000 --> 00:19:37.000]  聖靈感動我們去傳福音的時候
[00:19:37.000 --> 00:19:38.000]  我們要記得
[00:19:38.000 --> 00:19:41.000]  我們要靠祂的能力
[00:19:41.000 --> 00:19:42.000]  第二
[00:19:42.000 --> 00:19:43.000]  就是方向
[00:19:43.000 --> 00:19:45.000]  什麼方向呢
[00:19:45.000 --> 00:19:47.000]  從耶路撒冷直到地極
[00:19:47.000 --> 00:19:49.000]  是個向外擴展的方向
[00:19:49.000 --> 00:19:53.000]  在講義裡頭引用的另外一節的經文
[00:19:53.000 --> 00:19:58.000]  七十路五章第六節
[00:19:58.000 --> 00:20:00.000]  在那裡提到
[00:20:00.000 --> 00:20:04.000]  仕途約翰在意象中看見
[00:20:04.000 --> 00:20:07.000]  被殺的高原的頭上
[00:20:07.000 --> 00:20:11.000]  有七角七眼
[00:20:11.000 --> 00:20:12.000]  七角七眼
[00:20:12.000 --> 00:20:16.000]  下面解釋說就是七靈
[00:20:16.000 --> 00:20:18.000]  七靈不是七個聖靈
[00:20:18.000 --> 00:20:22.000]  那是聖靈的全輩的工作
[00:20:22.000 --> 00:20:27.000]  那個七角七眼就是聖靈的全輩的工作
[00:20:27.000 --> 00:20:30.000]  角代表能力
[00:20:30.000 --> 00:20:32.000]  Seven horns
[00:20:32.000 --> 00:20:34.000]  Horn是代表能力
[00:20:34.000 --> 00:20:35.000]  Seven
[00:20:35.000 --> 00:20:37.000]  七是代表完全
[00:20:37.000 --> 00:20:39.000]  所以七角完全的能力
[00:20:39.000 --> 00:20:41.000]  眼代表智慧
[00:20:41.000 --> 00:20:43.000]  七眼完全的智慧
[00:20:43.000 --> 00:20:46.000]  完全的能力加上完全的智慧
[00:20:46.000 --> 00:20:51.000]  這就是聖靈全輩工作的根據
[00:20:51.000 --> 00:20:53.000]  跟著下面最後一句說
[00:20:53.000 --> 00:20:56.000]  這個七靈是怎麼樣的七靈呢
[00:20:56.000 --> 00:20:58.000]  對他加以介紹
[00:20:58.000 --> 00:21:04.000]  說就是被拆遷往普天下去的
[00:21:04.000 --> 00:21:07.000]  往那就是方向
[00:21:07.000 --> 00:21:11.000]  聖靈的方向是往普天下去
[00:21:11.000 --> 00:21:14.000]  把福音傳遍全世界
[00:21:14.000 --> 00:21:16.000]  聖靈的運行
[00:21:16.000 --> 00:21:18.000]  聖靈的運動
[00:21:18.000 --> 00:21:21.000]  都是傳福音的
[00:21:21.000 --> 00:21:24.000]  聖靈一方面在我們裡面結出聖靈的果子
[00:21:24.000 --> 00:21:27.000]  這是我們的質
[00:21:27.000 --> 00:21:30.000]  This has to do with quality
[00:21:30.000 --> 00:21:32.000]  但是同時
[00:21:32.000 --> 00:21:35.000]  它在外面造成的運動
[00:21:35.000 --> 00:21:37.000]  是福音的運動
[00:21:37.000 --> 00:21:41.000]  每一個福音的運動都有傳福音的功效
[00:21:41.000 --> 00:21:44.000]  你看在教父歷史裡面
[00:21:44.000 --> 00:21:46.000]  每一次的大福音
[00:21:46.000 --> 00:21:48.000]  聖靈的澆灌
[00:21:48.000 --> 00:21:53.000]  結果不但弟兄姊妹靈性福音
[00:21:53.000 --> 00:21:55.000]  而且他們就廣傳福音
[00:21:55.000 --> 00:21:59.000]  有很多很多的人悔改信徒的救
[00:21:59.000 --> 00:22:02.000]  所以聖靈運行的方向
[00:22:02.000 --> 00:22:06.000]  是把福音傳到地界
[00:22:06.000 --> 00:22:09.000]  聖靈引導我們去傳福音
[00:22:09.000 --> 00:22:13.000]  而且把福音傳遍世界
[00:22:13.000 --> 00:22:15.000]  所以我們一想到聖靈的引導
[00:22:15.000 --> 00:22:18.000]  我們就想到
[00:22:18.000 --> 00:22:19.000]  遍傳福音
[00:22:19.000 --> 00:22:21.000]  包括拆傳工作在內
[00:22:21.000 --> 00:22:26.000]  絕對不是單單在我們的堂會裡面
[00:22:26.000 --> 00:22:28.000]  傳福音就完了
[00:22:28.000 --> 00:22:30.000]  堂會傳福音是基礎
[00:22:30.000 --> 00:22:33.000]  每一個堂會要傳福音
[00:22:33.000 --> 00:22:34.000]  這是聖靈的引導
[00:22:34.000 --> 00:22:37.000]  但是聖靈也再進一步
[00:22:37.000 --> 00:22:40.000]  引導我們有更廣闊的眼光
[00:22:40.000 --> 00:22:42.000]  看見全世界的需要
[00:22:42.000 --> 00:22:45.000]  我們要做一個今天常常說的
[00:22:45.000 --> 00:22:47.000]  World Christian
[00:22:47.000 --> 00:22:48.000]  就是說
[00:22:48.000 --> 00:22:51.000]  A Christian with a worldwide perspective
[00:22:51.000 --> 00:22:54.000]  我們把全世界放在我們的心中
[00:22:54.000 --> 00:22:56.000]  我們是心胸
[00:22:56.000 --> 00:22:59.000]  我們能夠胸懷世界
[00:22:59.000 --> 00:23:02.000]  這是今天的World Christian
[00:23:02.000 --> 00:23:07.000]  非常重要的信息和意義
[00:23:07.000 --> 00:23:12.000]  聖靈就引導我們走這個方向
[00:23:12.000 --> 00:23:14.000]  所以拆傳清清楚楚
[00:23:14.000 --> 00:23:19.000]  是從聖靈的引導而來的
[00:23:19.000 --> 00:23:21.000]  同時我也要提一提
[00:23:21.000 --> 00:23:24.000]  在聖靈降臨的時候
[00:23:24.000 --> 00:23:26.000]  門徒被聖靈充滿
[00:23:26.000 --> 00:23:28.000]  就講放眼
[00:23:28.000 --> 00:23:32.000]  為什麼聖靈降臨有放眼現象
[00:23:32.000 --> 00:23:35.000]  我覺得從前讀到這裡不明白
[00:23:35.000 --> 00:23:38.000]  聖靈降臨和講放眼我覺得是兩回事
[00:23:38.000 --> 00:23:40.000]  完全不相干的兩回事
[00:23:40.000 --> 00:23:42.000]  為什麼連在一起
[00:23:42.000 --> 00:23:44.000]  後來我了解
[00:23:44.000 --> 00:23:46.000]  非常感謝主那樣的了解
[00:23:46.000 --> 00:23:49.000]  了解的時候心裡充滿了喜樂和保證
