
[00:00:00.000 --> 00:00:03.000]  開始時我想和大家分享一件事
[00:01:33.000 --> 00:01:36.000]  因為都見到他很辛苦
[00:01:36.000 --> 00:01:37.000]  我們都過去
[00:01:37.000 --> 00:01:39.000]  我們就和一位男士聊天
[00:01:39.000 --> 00:01:42.000]  因為當時都不知道他聽不聽到
[00:01:42.000 --> 00:01:43.000]  只能夠在他耳邊
[00:01:43.000 --> 00:01:45.000]  我就大聲地說
[00:01:45.000 --> 00:01:46.000]  我就說
[00:01:46.000 --> 00:01:49.000]  你知不知道主耶穌很愛你
[00:01:49.000 --> 00:01:52.000]  你相信他
[00:01:52.000 --> 00:01:53.000]  你信靠他
[00:01:53.000 --> 00:01:56.000]  他帶領你平安地渡過
[00:01:56.000 --> 00:01:58.000]  你接受他的愛
[00:01:58.000 --> 00:01:59.000]  就是簡單幾句話
[00:01:59.000 --> 00:02:01.000]  一直重複地和他說
[00:02:01.000 --> 00:02:03.000]  希望他能夠聽得到
[00:02:03.000 --> 00:02:05.000]  在聊天的時候
[00:02:05.000 --> 00:02:10.000]  我們就很想他能夠把握機會信主
[00:02:10.000 --> 00:02:11.000]  我就說
[00:02:11.000 --> 00:02:13.000]  如果你聽見你願意信耶穌
[00:02:13.000 --> 00:02:15.000]  你講不出來也不要緊
[00:02:15.000 --> 00:02:16.000]  你眨一眨眼
[00:02:16.000 --> 00:02:19.000]  讓我們知道你信耶穌
[00:02:19.000 --> 00:02:21.000]  當時我看著他
[00:02:21.000 --> 00:02:26.000]  他就輕輕地眨一眨眼
[00:02:26.000 --> 00:02:28.000]  我看見他很開心
[00:02:28.000 --> 00:02:30.000]  但我不敢立即相信
[00:02:30.000 --> 00:02:34.000]  我不知道是偶然剛好眨眼
[00:02:34.000 --> 00:02:37.000]  為什麼他真的相信耶穌眨眼
[00:02:37.000 --> 00:02:39.000]  我又不可以隨便說他信主
[00:02:39.000 --> 00:02:42.000]  所以我再次請他
[00:02:42.000 --> 00:02:44.000]  如果你真的相信耶穌
[00:02:44.000 --> 00:02:47.000]  你再眨一次眼吧
[00:02:47.000 --> 00:02:49.000]  這次他就很清楚
[00:02:49.000 --> 00:02:53.000]  很明顯地眨眼
[00:02:53.000 --> 00:02:56.000]  我們身邊的幾位弟兄姊妹
[00:02:56.000 --> 00:02:59.000]  一看見就很開心很快樂
[00:02:59.000 --> 00:03:01.000]  也很為他感恩
[00:03:01.000 --> 00:03:02.000]  因為在這個時候
[00:03:02.000 --> 00:03:04.000]  他仍然可以表達出
[00:03:04.000 --> 00:03:06.000]  他願意信主的心
[00:03:06.000 --> 00:03:08.000]  因此我們為他祈禱
[00:03:08.000 --> 00:03:11.000]  將他的生命交託給神
[00:03:11.000 --> 00:03:13.000]  當我回家在車上的時候
[00:03:13.000 --> 00:03:15.000]  回想整件事情
[00:03:15.000 --> 00:03:16.000]  心裡就很快樂
[00:03:16.000 --> 00:03:17.000]  我很感謝神
[00:03:17.000 --> 00:03:18.000]  因為知道
[00:03:18.000 --> 00:03:20.000]  如果不是聖靈感動他
[00:03:20.000 --> 00:03:21.000]  在這個情況下
[00:03:21.000 --> 00:03:23.000]  他不可能相信耶穌
[00:03:23.000 --> 00:03:25.000]  我們心裡很快樂
[00:03:25.000 --> 00:03:27.000]  我回家幾個小時後
[00:03:27.000 --> 00:03:28.000]  就收到消息
[00:03:28.000 --> 00:03:29.000]  這位朋友
[00:03:29.000 --> 00:03:32.000]  這位弟兄已經離開世界
[00:03:32.000 --> 00:03:35.000]  然後回到天家
[00:03:35.000 --> 00:03:36.000]  我們感謝神
[00:03:36.000 --> 00:03:38.000]  神施行拯救
[00:03:38.000 --> 00:03:39.000]  很多時候
[00:03:39.000 --> 00:03:41.000]  你會在意想不到的時候
[00:03:41.000 --> 00:03:43.000]  看見神奇妙地工作
[00:03:43.000 --> 00:03:44.000]  不因為你的口才
[00:03:44.000 --> 00:03:46.000]  不因為你的智慧
[00:03:46.000 --> 00:03:49.000]  而是真的聖靈作供
[00:03:49.000 --> 00:03:52.000]  因此《加拉太書》第五章二十五節
[00:03:52.000 --> 00:03:54.000]  大家常常讀的經文說
[00:03:54.000 --> 00:03:58.000]  我們既然靠聖靈得生
[00:03:58.000 --> 00:04:01.000]  就當靠聖靈行事
[00:04:01.000 --> 00:04:03.000]  在你信耶穌的時候
[00:04:03.000 --> 00:04:04.000]  不是因為你勁權一點
[00:04:04.000 --> 00:04:06.000]  所以你可以信耶穌
[00:04:06.000 --> 00:04:08.000]  而是聖靈幫助你
[00:04:08.000 --> 00:04:11.000]  能夠接受主耶穌的救恩
[00:04:11.000 --> 00:04:13.000]  能夠謙卑承認自己的罪
[00:04:13.000 --> 00:04:15.000]  以致得救
[00:04:15.000 --> 00:04:16.000]  既然得救
[00:04:16.000 --> 00:04:17.000]  是因為聖靈的幫助
[00:04:17.000 --> 00:04:19.000]  豈不是將來都應該
[00:04:19.000 --> 00:04:22.000]  靠著聖靈來行事
[00:04:22.000 --> 00:04:23.000]  說話
[00:04:23.000 --> 00:04:24.000]  工作
[00:04:24.000 --> 00:04:26.000]  所以正如古弟愛地
[00:04:26.000 --> 00:04:28.000]  不斷依靠聖靈來生活
[00:04:28.000 --> 00:04:29.000]  一個小孩子
[00:04:29.000 --> 00:04:31.000]  當他要查一個英文字
[00:04:31.000 --> 00:04:33.000]  不懂得解釋
[00:04:33.000 --> 00:04:36.000]  問爸爸找一本大的英文字典給他
[00:04:36.000 --> 00:04:38.000]  爸爸就找了一本大的字典給他
[00:04:38.000 --> 00:04:40.000]  他一邊找一邊找
[00:04:40.000 --> 00:04:42.000]  找來找去找不到
[00:04:42.000 --> 00:04:45.000]  很不開心就發脾氣
[00:04:45.000 --> 00:04:47.000]  在那時候爸爸問
[00:04:47.000 --> 00:04:49.000]  你問一下我吧
[00:04:49.000 --> 00:04:50.000]  這個兒子就問爸爸
[00:04:50.000 --> 00:04:52.000]  這個字呢?
[00:04:52.000 --> 00:04:54.000]  爸爸馬上解釋給他知道
[00:04:54.000 --> 00:04:56.000]  為什麼
[00:04:56.000 --> 00:04:57.000]  這個兒子就說
[00:04:57.000 --> 00:05:00.000]  為什麼剛才你不告訴我
[00:05:00.000 --> 00:05:01.000]  爸爸就說
[00:05:01.000 --> 00:05:05.000]  你都沒有問我
[00:05:05.000 --> 00:05:06.000]  很多時候
[00:05:06.000 --> 00:05:08.000]  當我們面對著不同的挑戰的時候
[00:05:08.000 --> 00:05:10.000]  我們會用很多不同的方法
[00:05:10.000 --> 00:05:12.000]  面對著這些挑戰
[00:05:12.000 --> 00:05:15.000]  但忘記了在我們裡面有聖靈
[00:05:15.000 --> 00:05:17.000]  在我們裡面有聖靈
[00:05:17.000 --> 00:05:20.000]  我們轉移全心的依靠祂
[00:05:20.000 --> 00:05:22.000]  而得到幫助
[00:05:22.000 --> 00:05:24.000]  各位電影姊妹
[00:05:24.000 --> 00:05:25.000]  在你人生的路上
[00:05:25.000 --> 00:05:27.000]  遇到不少的挑戰
[00:05:27.000 --> 00:05:28.000]  或大或小
[00:05:28.000 --> 00:05:29.000]  你記住
[00:05:29.000 --> 00:05:32.000]  將聖靈設在你的心中
[00:05:32.000 --> 00:05:34.000]  永遠與你同在
[00:05:34.000 --> 00:05:38.000]  你要留心去常常依靠祂
[00:05:38.000 --> 00:05:39.000]  因此大象有這麼一個心
[00:05:39.000 --> 00:05:41.000]  我們思想聖經
[00:05:41.000 --> 00:05:42.000]  也讀不了後書
[00:05:42.000 --> 00:05:44.000]  只是不斷告訴我們
[00:05:44.000 --> 00:05:48.000]  聖靈的工作是沒有能力的
[00:05:48.000 --> 00:05:50.000]  我們首先思想的是
[00:05:50.000 --> 00:05:54.000]  在第三章第一節到第三節
[00:05:54.000 --> 00:05:56.000]  提到靠著聖靈工作
[00:05:56.000 --> 00:05:59.000]  才會有真實的果效
[00:05:59.000 --> 00:06:01.000]  在第三章第一節說
[00:06:01.000 --> 00:06:04.000]  我們豈是又舉薦自己嗎?
[00:06:04.000 --> 00:06:07.000]  豈像別人用人的戰訓
[00:06:07.000 --> 00:06:09.000]  吸引你們
[00:06:09.000 --> 00:06:12.000]  或用你們的戰訓吸引人嗎?
[00:06:12.000 --> 00:06:15.000]  在當時保羅寫信的時候
[00:06:15.000 --> 00:06:18.000]  因為當時教會懷疑他使徒的身份
[00:06:18.000 --> 00:06:21.000]  他就清楚解釋自己的使徒
[00:06:21.000 --> 00:06:23.000]  真正的身份
[00:06:23.000 --> 00:06:25.000]  但他不想他們誤會
[00:06:25.000 --> 00:06:27.000]  他在推銷自己
[00:06:27.000 --> 00:06:29.000]  好像當時有一些
[00:06:29.000 --> 00:06:31.000]  傳媒的傳導者
[00:06:31.000 --> 00:06:33.000]  包括一些假使徒
[00:06:33.000 --> 00:06:36.000]  都會不斷向人索取一些戰訓
[00:06:36.000 --> 00:06:38.000]  帶到其他地區
[00:06:38.000 --> 00:06:41.000]  讓其他地區信任他
[00:06:41.000 --> 00:06:43.000]  從他們索取戰訓再到其他地區
[00:06:43.000 --> 00:06:45.000]  因為當時有的做法
[00:06:45.000 --> 00:06:47.000]  但保羅說
[00:06:47.000 --> 00:06:50.000]  我不是要你們給我戰訓
[00:06:50.000 --> 00:06:52.000]  他說我不是像其他人
[00:06:52.000 --> 00:06:54.000]  用你們的戰訓
[00:06:54.000 --> 00:06:56.000]  去幫自己推薦給別人
[00:06:56.000 --> 00:06:58.000]  我不需要這些
[00:06:58.000 --> 00:07:00.000]  第二節他說
[00:07:00.000 --> 00:07:03.000]  你們就是我們的戰訓
[00:07:03.000 --> 00:07:06.000]  寫在我們的心裡
[00:07:06.000 --> 00:07:09.000]  被眾人所知道所念重的
[00:07:09.000 --> 00:07:11.000]  你們的生命
[00:07:11.000 --> 00:07:13.000]  信耶穌之後的改變
[00:07:13.000 --> 00:07:16.000]  就是最實質的戰訓
[00:07:16.000 --> 00:07:18.000]  你們的生命的改變
[00:07:18.000 --> 00:07:21.000]  證明你們已經領受了真正的福音
[00:07:21.000 --> 00:07:24.000]  而我是神所差派來的
[00:07:24.000 --> 00:07:26.000]  保羅說你看回自己的改變
[00:07:26.000 --> 00:07:29.000]  你就知道這是最好的戰訓
[00:07:29.000 --> 00:07:32.000]  寫在保羅的心裡
[00:07:32.000 --> 00:07:34.000]  意味著各弟兄姊妹
[00:07:34.000 --> 00:07:38.000]  各林多教會弟兄姊妹的需要和情況
[00:07:38.000 --> 00:07:40.000]  刻在他的心裡
[00:07:40.000 --> 00:07:41.000]  他常常記掛他們
[00:07:41.000 --> 00:07:44.000]  他們上了保羅的心
[00:07:44.000 --> 00:07:45.000]  而保羅說
[00:07:45.000 --> 00:07:47.000]  是眾人所知道所念重的
[00:07:47.000 --> 00:07:49.000]  我為你們付出的代價
[00:07:49.000 --> 00:07:51.000]  是有目共睹的
[00:07:51.000 --> 00:07:53.000]  是大家都知道的
[00:07:53.000 --> 00:07:55.000]  都看得見
[00:07:55.000 --> 00:07:58.000]  同樣從另一個角度再看第三節
[00:07:58.000 --> 00:08:01.000]  你們明顯是基督的信
[00:08:01.000 --> 00:08:03.000]  藉著我們修成的
[00:08:03.000 --> 00:08:05.000]  不是用墨寫的
[00:08:05.000 --> 00:08:10.000]  乃是用永生神的靈所寫的
[00:08:10.000 --> 00:08:12.000]  不是寫在石板上
[00:08:12.000 --> 00:08:16.000]  而是寫在心板上
[00:08:16.000 --> 00:08:17.000]  保羅清楚說
[00:08:17.000 --> 00:08:20.000]  其實你們整個的生命就是戰訓
[00:08:20.000 --> 00:08:22.000]  你們的生命改變了
[00:08:22.000 --> 00:08:23.000]  更新了
[00:08:23.000 --> 00:08:25.000]  很明顯不是我
[00:08:25.000 --> 00:08:29.000]  是神的靈在你們裡面的工作
[00:08:29.000 --> 00:08:32.000]  我藉著神的靈寫在你們的心板上
[00:08:32.000 --> 00:08:37.000]  你們的生命很清楚的改變成為一封戰訓
[00:08:37.000 --> 00:08:38.000]  各位弟兄姊妹
[00:08:38.000 --> 00:08:42.000]  如果你看到一個人的生命改變
[00:08:42.000 --> 00:08:44.000]  只有一個答案
[00:08:44.000 --> 00:08:48.000]  就是聖靈在他生命當中的改變
[00:08:48.000 --> 00:08:50.000]  人的生命的改變更新
[00:08:50.000 --> 00:08:52.000]  聖經不斷強調
[00:08:52.000 --> 00:08:55.000]  只有神能夠做這件事情
[00:08:55.000 --> 00:08:56.000]  我想這個時候
[00:08:56.000 --> 00:08:59.000]  你翻到前面的哥倫多前書
[00:08:59.000 --> 00:09:02.000]  在前書的第三章
[00:09:02.000 --> 00:09:09.000]  你翻到第三章第六節
[00:09:09.000 --> 00:09:16.000]  第三章第六節
[00:09:16.000 --> 00:09:18.000]  我栽種了
[00:09:18.000 --> 00:09:20.000]  保羅說他栽種了
[00:09:20.000 --> 00:09:22.000]  阿波羅囂冠了
[00:09:22.000 --> 00:09:24.000]  唯有神叫他生長
[00:09:24.000 --> 00:09:27.000]  唯有神叫他生長
[00:09:27.000 --> 00:09:29.000]  可見栽種的算不得什麼
[00:09:29.000 --> 00:09:32.000]  囂冠的也算不得什麼
[00:09:32.000 --> 00:09:35.000]  只有那叫他生長的神
[00:09:35.000 --> 00:09:38.000]  叫人生命成長的
[00:09:38.000 --> 00:09:42.000]  只有神才能夠如此做成
[00:09:42.000 --> 00:09:44.000]  我曾經做過比喻
[00:09:44.000 --> 00:09:47.000]  如果你把一顆種子放在泥土裡面
[00:09:47.000 --> 00:09:48.000]  你淋花
[00:09:48.000 --> 00:09:49.000]  你囂冠
[00:09:49.000 --> 00:09:53.000]  你就會看到一顆種子一直生長
[00:09:53.000 --> 00:09:57.000]  你說是我淋水水它生長而已
[00:09:57.000 --> 00:10:00.000]  如果你試試把一顆種子
[00:10:00.000 --> 00:10:02.000]  放在泥土裡面
[00:10:02.000 --> 00:10:03.000]  你試試加點肥田
[00:10:03.000 --> 00:10:05.000]  淋多點水給它
[00:10:05.000 --> 00:10:08.000]  你猜種子會不會生長?
[00:10:08.000 --> 00:10:10.000]  是絕不會的
[00:10:10.000 --> 00:10:12.000]  不在乎你淋多少水
[00:10:12.000 --> 00:10:14.000]  如果不是生命的本質
[00:10:14.000 --> 00:10:16.000]  是有生命的元素
[00:10:16.000 --> 00:10:20.000]  如果不是天地上帝讓種子生長
[00:10:20.000 --> 00:10:22.000]  你做什麼都沒有用
[00:10:22.000 --> 00:10:24.000]  而聖經就強調
[00:10:24.000 --> 00:10:26.000]  我們的屬靈生命都一樣
[00:10:26.000 --> 00:10:28.000]  如果不是神在當中工作
[00:10:28.000 --> 00:10:32.000]  沒有生命能夠真正的更生成長
[00:10:32.000 --> 00:10:34.000]  因此聖經就提及
[00:10:34.000 --> 00:10:35.000]  既然是這樣的時候
[00:10:35.000 --> 00:10:37.000]  要留心你所做的事情
[00:10:37.000 --> 00:10:38.000]  是出自聖靈
[00:10:38.000 --> 00:10:41.000]  怎麼說出自人自己
[00:10:41.000 --> 00:10:44.000]  你看馬哈迪第十二節
[00:10:44.000 --> 00:10:48.000]  在十二節說到有兩種工程
[00:10:48.000 --> 00:10:51.000]  一種工程是用金銀寶石做的
[00:10:51.000 --> 00:10:55.000]  第二種工程是用草木和街做的
[00:10:55.000 --> 00:10:57.000]  而十三節就提到有一天
[00:10:57.000 --> 00:11:00.000]  這個工程要被試驗了
[00:11:00.000 --> 00:11:02.000]  做了這麼久之後
[00:11:02.000 --> 00:11:05.000]  究竟這些工程是不是實在的呢?
[00:11:05.000 --> 00:11:06.000]  被火試驗的時候
[00:11:06.000 --> 00:11:09.000]  就試驗出哪些是真的工程
[00:11:09.000 --> 00:11:12.000]  哪些是假的工程
[00:11:12.000 --> 00:11:13.000]  很多人都問
[00:11:13.000 --> 00:11:17.000]  究竟什麼叫做金銀寶石的工程呢?
[00:11:17.000 --> 00:11:18.000]  如果你看聖經
[00:11:18.000 --> 00:11:20.000]  哥倫多前書一至三章
[00:11:20.000 --> 00:11:22.000]  你會發覺聖經不斷提及
[00:11:22.000 --> 00:11:28.000]  有屬肉體和屬靈的兩者的分別
[00:11:28.000 --> 00:11:30.000]  如果你留心看聖經前面第二章
[00:11:30.000 --> 00:11:33.000]  第四至第五節就提到
[00:11:33.000 --> 00:11:35.000]  保羅說我傳的福音
[00:11:35.000 --> 00:11:39.000]  不是用人智慧委婉的言語
[00:11:39.000 --> 00:11:43.000]  這種工程是草木和街
[00:11:43.000 --> 00:11:46.000]  用人的智慧叫人信耶穌
[00:11:46.000 --> 00:11:48.000]  可能即時很開心地接受了
[00:11:48.000 --> 00:11:51.000]  但沒有真正生命的改變
[00:11:51.000 --> 00:11:55.000]  但用神和聖靈的大能的明證
[00:11:55.000 --> 00:11:57.000]  第五節就提到
[00:11:57.000 --> 00:12:00.000]  這些人的生命是真正歸向神
[00:12:00.000 --> 00:12:02.000]  真正屬神
[00:12:02.000 --> 00:12:06.000]  所以你看聖經前面後面所提及的經文
[00:12:06.000 --> 00:12:08.000]  就讓我們明白
[00:12:08.000 --> 00:12:11.000]  原來真正的金銀寶石的工程
[00:12:11.000 --> 00:12:14.000]  是藉著聖靈所做的事情
[00:12:14.000 --> 00:12:17.000]  是有永久的價值
[00:12:17.000 --> 00:12:19.000]  永存的價值
[00:12:19.000 --> 00:12:22.000]  但那些用人的智慧聰明所做的事情
[00:12:22.000 --> 00:12:24.000]  用我們現在的說話說
[00:12:24.000 --> 00:12:27.000]  是豆腐渣工程
[00:12:27.000 --> 00:12:29.000]  是草木和街
[00:12:29.000 --> 00:12:30.000]  是會過去的
[00:12:30.000 --> 00:12:33.000]  是不會有真正的價值的
[00:12:33.000 --> 00:12:35.000]  有些人曾經問
[00:12:35.000 --> 00:12:37.000]  一間教會的成功有什麼標準
[00:12:37.000 --> 00:12:39.000]  有什麼標記
[00:12:39.000 --> 00:12:40.000]  有人就回答
[00:12:40.000 --> 00:12:44.000]  很簡單 ABC的標準
[00:12:44.000 --> 00:12:47.000]  大家知不知道什麼是 ABC 標準
[00:12:47.000 --> 00:12:49.000]  一間教會成功的標準是什麼
[00:12:49.000 --> 00:12:50.000]  他們說
[00:12:50.000 --> 00:12:54.000]  第一 A attendance 是出席率
[00:12:54.000 --> 00:12:55.000]  人數多些就是成功
[00:12:55.000 --> 00:12:57.000]  人數少些就是不成功
[00:12:57.000 --> 00:12:59.000]  第二 B 是 building
[00:12:59.000 --> 00:13:01.000]  有大建築物就成功
[00:13:01.000 --> 00:13:03.000]  沒有建築物就不成功
[00:13:03.000 --> 00:13:05.000]  C 是什麼
[00:13:08.000 --> 00:13:11.000]  Cash 有錢有奉獻就成功
[00:13:11.000 --> 00:13:14.000]  沒有錢沒有奉獻就不成功
[00:13:14.000 --> 00:13:18.000]  很多人從外表的角度去看教會的成功
[00:13:18.000 --> 00:13:20.000]  但你小心看看
[00:13:20.000 --> 00:13:21.000]  有沒有去過歐洲
[00:13:21.000 --> 00:13:24.000]  如果有人告訴你
[00:13:24.000 --> 00:13:26.000]  去參觀一些很危險
[00:13:26.000 --> 00:13:28.000]  很促膽的大教堂
[00:13:28.000 --> 00:13:31.000]  很漂亮的建築物
[00:13:31.000 --> 00:13:34.000]  但今天成為了旅遊中心
[00:13:34.000 --> 00:13:37.000]  因為沒有人在當中崇拜
[00:13:37.000 --> 00:13:40.000]  曾經是很輝煌的教會
[00:13:40.000 --> 00:13:42.000]  但不再依靠聖靈的工作
[00:13:42.000 --> 00:13:46.000]  就只是變成一個旅遊點
[00:13:46.000 --> 00:13:49.000]  不再有真正的生命
[00:13:49.000 --> 00:13:52.000]  不在乎外在的 ABC
[00:13:52.000 --> 00:13:55.000]  而在乎有沒有真實的生命的改變
[00:13:55.000 --> 00:13:57.000]  有沒有聖靈的工作
[00:13:57.000 --> 00:13:59.000]  無論人多人少
[00:13:59.000 --> 00:14:01.000]  有聖靈的工作
[00:14:01.000 --> 00:14:03.000]  有生命實質的改變
[00:14:03.000 --> 00:14:05.000]  就是成功的教會
[00:14:06.000 --> 00:14:09.000]  聖經給予我們一個原則
[00:14:09.000 --> 00:14:13.000]  去思想真正靠著聖靈而做的工作
[00:14:13.000 --> 00:14:16.000]  才有真正的果效
[00:14:16.000 --> 00:14:18.000]  第二方面我們再看
[00:14:18.000 --> 00:14:21.000]  在聖經第四第六節提到
[00:14:21.000 --> 00:14:27.000]  相信聖靈能夠幫助我們承擔神給我們的積分
[00:14:27.000 --> 00:14:30.000]  我們去哥倫多後書第三章
[00:14:30.000 --> 00:14:34.000]  在第四節
[00:14:34.000 --> 00:14:38.000]  我們因基督所以在神面前才有這種信心
[00:14:38.000 --> 00:14:40.000]  一種不是自己的自信
[00:14:40.000 --> 00:14:44.000]  而是知道自己是高舉著耶穌
[00:14:44.000 --> 00:14:48.000]  因著耶穌的緣故而領受一份信心
[00:14:48.000 --> 00:14:50.000]  而第五節說
[00:14:50.000 --> 00:14:53.000]  並不是我們憑自己能承擔什麼事
[00:14:53.000 --> 00:14:57.000]  我們所能承擔的乃是出於神
[00:14:57.000 --> 00:15:00.000]  不是我自己憑著自己
[00:15:00.000 --> 00:15:04.000]  能夠去承擔神給我的托付
[00:15:04.000 --> 00:15:09.000]  這個承擔的意思是表示一個完全的足夠
[00:15:09.000 --> 00:15:11.000]  是足夠的力量
[00:15:11.000 --> 00:15:16.000]  因此你會發覺你有足夠的力量
[00:15:16.000 --> 00:15:20.000]  不是因為你而是神賜給你足夠的力量
[00:15:20.000 --> 00:15:22.000]  所以你再看回聖經說
[00:15:22.000 --> 00:15:27.000]  我們所能承擔的乃是出於神
[00:15:27.000 --> 00:15:29.000]  我很喜歡英文的翻譯
[00:15:29.000 --> 00:15:33.000]  Our sufficiency is from God
[00:15:33.000 --> 00:15:37.000]  我們的足夠我們能夠承擔
[00:15:37.000 --> 00:15:39.000]  能夠回應到各樣的挑戰
[00:15:39.000 --> 00:15:43.000]  是因為神賜給我們這種力量
[00:15:43.000 --> 00:15:47.000]  你試一試看旁邊的新譯本
[00:15:47.000 --> 00:15:49.000]  在新譯本的第五節
[00:15:49.000 --> 00:15:55.000]  我們不敢以為自己有資格作什麼
[00:15:55.000 --> 00:15:58.000]  我們所能作的事出於神
[00:15:58.000 --> 00:16:00.000]  這種資格
[00:16:00.000 --> 00:16:02.000]  這種足夠的力量
[00:16:02.000 --> 00:16:06.000]  是完全是神賜給我們去承擔的
[00:16:06.000 --> 00:16:08.000]  我和大家分享一件事
[00:16:08.000 --> 00:16:09.000]  我比較少提
[00:16:09.000 --> 00:16:11.000]  大概差不多十年之前
[00:16:11.000 --> 00:16:13.000]  神幫助我完成了一個研究
[00:16:13.000 --> 00:16:16.000]  當時的教務學的博士論文
[00:16:16.000 --> 00:16:20.000]  當時教會在九八年買入了教育流
[00:16:20.000 --> 00:16:23.000]  整個教會有很多不同的事工
[00:16:23.000 --> 00:16:27.000]  我都有比較繁重的事奉責任
[00:16:27.000 --> 00:16:32.000]  當時一直在做一些教會管理的研究學習
[00:16:32.000 --> 00:16:34.000]  在過程當中我知道
[00:16:34.000 --> 00:16:36.000]  其實自己很難完成
[00:16:36.000 --> 00:16:40.000]  但後來神幫助我完成這個學習之後
[00:16:40.000 --> 00:16:44.000]  對自己在後來的侍奉和整個北村
[00:16:44.000 --> 00:16:46.000]  都有很重要的影響
[00:16:46.000 --> 00:16:48.000]  但我想回頭就是這件事
[00:16:48.000 --> 00:16:50.000]  完全是神自己的恩惠
[00:16:50.000 --> 00:16:52.000]  我有三個月的時間
[00:16:52.000 --> 00:16:55.000]  去到北美專心去做一些論文的寫作
[00:16:55.000 --> 00:16:57.000]  在過程當中一直做的時候
[00:16:57.000 --> 00:16:58.000]  發覺很不容易
[00:16:58.000 --> 00:17:03.000]  因為當時我自己的電腦技巧很初階
[00:17:03.000 --> 00:17:05.000]  現在也是初階
[00:17:05.000 --> 00:17:08.000]  因此就更加艱難
[00:17:08.000 --> 00:17:11.000]  那部電腦也有很多問題
[00:17:11.000 --> 00:17:13.000]  我很多時候開始做的時候
[00:17:13.000 --> 00:17:16.000]  就先為電腦祈禱
[00:17:16.000 --> 00:17:18.000]  因為試過一次出事
[00:17:18.000 --> 00:17:19.000]  我都搞不定電腦
[00:17:19.000 --> 00:17:21.000]  就阻撓了我一兩個小時
[00:17:21.000 --> 00:17:22.000]  我就覺得很困擾
[00:17:22.000 --> 00:17:24.000]  但每一次都很感謝神
[00:17:24.000 --> 00:17:25.000]  神預備有人幫我
[00:17:25.000 --> 00:17:28.000]  或者電腦自己突然間又康復
[00:17:28.000 --> 00:17:30.000]  就是這樣熬過了一段時間
[00:17:30.000 --> 00:17:32.000]  但發覺自己的進度
[00:17:32.000 --> 00:17:35.000]  計算我能夠留在當地的時間
[00:17:35.000 --> 00:17:37.000]  因為學校要求150頁
[00:17:37.000 --> 00:17:39.000]  是最基本的要求
[00:17:39.000 --> 00:17:41.000]  我就計算按照現在的進度
[00:17:41.000 --> 00:17:45.000]  我最多寫到120、130頁
[00:17:45.000 --> 00:17:47.000]  我就想可能完成不了
[00:17:47.000 --> 00:17:50.000]  回到香港也未必有機會再做
[00:17:50.000 --> 00:17:51.000]  當時一直祈禱
[00:17:51.000 --> 00:17:53.000]  一直將事情交託給神
[00:17:53.000 --> 00:17:55.000]  但出乎意料
