
[00:00:00.000 --> 00:00:07.000]  今天我們繼續的看撒旦的詭計
[00:06:23.000 --> 00:06:26.000]  我們再看
[00:06:26.000 --> 00:06:34.000]  格林多後書十一章三節到四節
[00:06:34.000 --> 00:06:40.000]  格林多後書十一章
[00:06:40.000 --> 00:06:50.000]  我們看第三節到第四節
[00:06:50.000 --> 00:06:54.000]  我只怕你們先獲偏於邪
[00:06:54.000 --> 00:07:00.000]  失去那像基督所傳純一清潔的心
[00:07:00.000 --> 00:07:06.000]  就像蛇就是撒旦的表徵
[00:07:06.000 --> 00:07:11.000]  用詭詐誘惑了夏娃一樣
[00:07:11.000 --> 00:07:14.000]  假若有人來另傳一個耶穌
[00:07:14.000 --> 00:07:17.000]  不是我們所傳過的
[00:07:17.000 --> 00:07:21.000]  或者你們另愛另受一個靈
[00:07:21.000 --> 00:07:24.000]  不是你們所受過的
[00:07:24.000 --> 00:07:27.000]  或者另得一個福音
[00:07:27.000 --> 00:07:30.000]  不是你們所得過的
[00:07:30.000 --> 00:07:34.000]  在這裡提到另一個耶穌
[00:07:34.000 --> 00:07:38.000]  另一個福音
[00:07:38.000 --> 00:07:41.000]  從哪裡來的呢
[00:07:41.000 --> 00:07:44.000]  就是從撒旦
[00:07:44.000 --> 00:07:48.000]  蛇所象徵的那個撒旦
[00:07:48.000 --> 00:07:52.000]  他來欺騙人
[00:07:52.000 --> 00:07:53.000]  這個另一個耶穌
[00:07:53.000 --> 00:07:56.000]  另一個福音是指什麼說的呢
[00:07:56.000 --> 00:08:04.000]  那就是沒有十字架的福音
[00:08:04.000 --> 00:08:09.000]  也就是撒旦一個非常厲害的
[00:08:09.000 --> 00:08:14.000]  致命傷的手段
[00:08:14.000 --> 00:08:21.000]  要把我們的信仰中的十字架拿去
[00:08:21.000 --> 00:08:28.000]  要換成一個沒有十字架的福音
[00:08:28.000 --> 00:08:34.000]  也就是撒旦的殺手鐧
[00:08:34.000 --> 00:08:41.000]  什麼時候我們離開了十字架的福音的信息
[00:08:41.000 --> 00:08:46.000]  我們就失去了真的福音
[00:08:46.000 --> 00:08:50.000]  我們就變成了社會福音
[00:08:50.000 --> 00:08:55.000]  我們就捨本取母
[00:08:55.000 --> 00:08:59.000]  我們中了撒旦的詭計
[00:08:59.000 --> 00:09:07.000]  這是我們要非常小心的一件事情
[00:09:07.000 --> 00:09:17.000]  有的人是用單單講聖經的道德倫理
[00:09:17.000 --> 00:09:26.000]  卻進口不言十字架的真理信息
[00:09:26.000 --> 00:09:29.000]  這是中了撒旦的詭計
[00:09:29.000 --> 00:09:32.000]  而這些人是撒旦的使者
[00:09:32.000 --> 00:09:36.000]  要將真正的福音改換
[00:09:36.000 --> 00:09:38.000]  變成另一個福音
[00:09:38.000 --> 00:09:40.000]  另一個耶穌
[00:09:40.000 --> 00:09:46.000]  一個沒有上十字架的耶穌
[00:09:46.000 --> 00:09:53.000]  我們想到當主耶穌面對十字架的時候
[00:09:53.000 --> 00:09:58.000]  彼得勸他不要上十字架
[00:09:58.000 --> 00:10:01.000]  主耶穌對他說
[00:10:01.000 --> 00:10:05.000]  撒旦推我後面去吧
[00:10:05.000 --> 00:10:11.000]  這使主清楚的告訴彼得
[00:10:11.000 --> 00:10:16.000]  和我們這些讀這樣經文的人
[00:10:16.000 --> 00:10:20.000]  一個沒有十字架的信仰
[00:10:20.000 --> 00:10:22.000]  不是出於神
[00:10:22.000 --> 00:10:25.000]  這樣的一個道路
[00:10:25.000 --> 00:10:31.000]  是撒旦要引導人走的道路
[00:10:31.000 --> 00:10:35.000]  所以我們要認清
[00:10:35.000 --> 00:10:38.000]  認清我們的福音
[00:10:38.000 --> 00:10:43.000]  我們的主耶穌是經歷十字架的耶穌
[00:10:43.000 --> 00:10:46.000]  是贖罪的基督
[00:10:46.000 --> 00:10:54.000]  在這裡面有唯一的救恩之道
[00:10:54.000 --> 00:10:56.000]  我們再看
[00:10:56.000 --> 00:11:12.000]  約翰一書四章二節到三節
[00:11:12.000 --> 00:11:17.000]  凡靈認耶穌基督是承諾入神來的
[00:11:17.000 --> 00:11:19.000]  就是出於神
[00:11:19.000 --> 00:11:23.000]  從此你們可以認出神的靈來
[00:11:23.000 --> 00:11:27.000]  凡靈不認耶穌就不是出於神
[00:11:27.000 --> 00:11:32.000]  這是那底基督者的靈
[00:11:32.000 --> 00:11:37.000]  在這裡我們看見底基督者
[00:11:37.000 --> 00:11:45.000]  那是撒旦的差異
[00:11:45.000 --> 00:11:49.000]  在這裡我們看見靈的分辨
[00:11:49.000 --> 00:11:52.000]  靈的分辨
[00:11:52.000 --> 00:11:57.000]  凡認耶穌基督是承諾入神來的
[00:11:57.000 --> 00:11:59.000]  道承入神
[00:11:59.000 --> 00:12:09.000]  神在基督里來使人與神和好
[00:12:09.000 --> 00:12:19.000]  這樣的一種信仰就是出於神
[00:12:19.000 --> 00:12:23.000]  那麼這樣一個清楚的分辨
[00:12:23.000 --> 00:12:25.000]  換句話說
[00:12:25.000 --> 00:12:36.000]  撒旦是教人否認基督的神性
[00:12:36.000 --> 00:12:40.000]  凡是否認基督神性的教導
[00:12:40.000 --> 00:12:46.000]  都是出於撒旦
[00:12:46.000 --> 00:12:58.000]  這是我們要抓住的一個清楚的分辨的標準
[00:12:58.000 --> 00:13:04.000]  那我們再看下去
[00:13:04.000 --> 00:13:09.000]  下面第五節第六節
[00:13:09.000 --> 00:13:13.000]  他們是屬世界的所以論世界的事
[00:13:13.000 --> 00:13:15.000]  世人也聽從他們
[00:13:15.000 --> 00:13:20.000]  我們是屬神的認識神的就聽從我們
[00:13:20.000 --> 00:13:23.000]  不屬神的就不聽從我們
[00:13:23.000 --> 00:13:30.000]  從此我們可以認出真理的靈和流亡的靈來
[00:13:30.000 --> 00:13:31.000]  真理的靈
[00:13:31.000 --> 00:13:34.000]  流亡的靈就是撒旦的靈
[00:13:34.000 --> 00:13:44.000]  在這裡有什麼分辨的一個標準呢
[00:13:44.000 --> 00:13:47.000]  撒旦的靈
[00:13:47.000 --> 00:13:50.000]  是屬世界的靈
[00:13:50.000 --> 00:13:53.000]  所以論世界的事
[00:13:53.000 --> 00:14:01.000]  世上的人也聽從他們
[00:14:01.000 --> 00:14:06.000]  有的不應只講世上的事
[00:14:06.000 --> 00:14:08.000]  行善
[00:14:08.000 --> 00:14:12.000]  要有道德
[00:14:12.000 --> 00:14:14.000]  要有愛心
[00:14:14.000 --> 00:14:17.000]  這些都是好的
[00:14:17.000 --> 00:14:25.000]  但是將這些當作中心的信息去傳講
[00:14:25.000 --> 00:14:30.000]  這是撒旦的詭計
[00:14:30.000 --> 00:14:37.000]  這是用自豪的來取代那個真正神的恩典
[00:14:37.000 --> 00:14:41.000]  神的救恩
[00:14:41.000 --> 00:14:44.000]  神的生命之道
[00:14:44.000 --> 00:14:50.000]  這是我們要十分認識清楚的
[00:14:50.000 --> 00:14:54.000]  關於行善這件事
[00:14:54.000 --> 00:15:03.000]  基督徒應該有一個全面的認識
[00:15:03.000 --> 00:15:08.000]  我們講到主耶穌寫信給七個教會
[00:15:08.000 --> 00:15:11.000]  在七十路
[00:15:11.000 --> 00:15:14.000]  在這七封書信裡頭
[00:15:14.000 --> 00:15:17.000]  祂所稱贊的事
[00:15:17.000 --> 00:15:29.000]  都應該成為歷史歷代所有教會的一個福靈的典範
[00:15:29.000 --> 00:15:33.000]  在主所稱贊的事情當中
[00:15:33.000 --> 00:15:36.000]  有一樣值得我們注意
[00:15:36.000 --> 00:15:39.000]  七十路第二章
[00:15:39.000 --> 00:15:45.000]  主耶穌寫信給推拉的教會
[00:15:45.000 --> 00:15:47.000]  在這個信中
[00:15:47.000 --> 00:15:52.000]  提到他們做了一件好事
[00:15:52.000 --> 00:15:56.000]  是主稱贊的事
[00:15:56.000 --> 00:15:59.000]  七十路二章十九節
[00:15:59.000 --> 00:16:01.000]  我知道你的行為
[00:16:01.000 --> 00:16:05.000]  愛心 信心 勤勞 忍耐
[00:16:05.000 --> 00:16:08.000]  又知道你幕後所行的善事
[00:16:08.000 --> 00:16:12.000]  比企圖所行的更多
[00:16:12.000 --> 00:16:17.000]  主稱贊這間教會行的善事
[00:16:17.000 --> 00:16:21.000]  是愛心的工作
[00:16:21.000 --> 00:16:27.000]  善事是基督徒應該做的
[00:16:27.000 --> 00:16:30.000]  是主所欣賞的
[00:16:30.000 --> 00:16:36.000]  我們其中有神的愛的表達
[00:16:36.000 --> 00:16:43.000]  但是我們絕對不可以把這個行善
[00:16:43.000 --> 00:16:48.000]  成為我們信仰的全部
[00:16:48.000 --> 00:16:53.000]  或是中心或者重心
[00:16:53.000 --> 00:16:58.000]  我們的信仰永遠離不開
[00:16:58.000 --> 00:17:00.000]  獅子架
[00:17:00.000 --> 00:17:06.000]  永遠離不開神的永恆的救恩
[00:17:06.000 --> 00:17:10.000]  我們在世上要榮耀神
[00:17:10.000 --> 00:17:12.000]  這是好的
[00:17:12.000 --> 00:17:15.000]  主說你們是世上的光
[00:17:15.000 --> 00:17:17.000]  你們的光要照在人前
[00:17:17.000 --> 00:17:19.000]  照在家中
[00:17:19.000 --> 00:17:23.000]  我們在社會中做光
[00:17:23.000 --> 00:17:25.000]  當我們彰顯神的愛
[00:17:25.000 --> 00:17:29.000]  神的義的時候
[00:17:29.000 --> 00:17:32.000]  光就發出來了
[00:17:32.000 --> 00:17:35.000]  這是基督徒的一個責任
[00:17:35.000 --> 00:17:41.000]  這是登山寶訓一開始就提到的
[00:17:41.000 --> 00:17:45.000]  你們是世上的光
[00:17:45.000 --> 00:17:50.000]  所以我們在世上要有善行的光
[00:17:50.000 --> 00:17:53.000]  愛行的光
[00:17:53.000 --> 00:17:59.000]  但是我們不讓這個行善
[00:17:59.000 --> 00:18:02.000]  當做我們信仰的全部內容
[00:18:02.000 --> 00:18:09.000]  而今天先神學就是要將我們帶進
[00:18:09.000 --> 00:18:16.000]  以善概括整個基督教的一條路
[00:18:16.000 --> 00:18:24.000]  我們要十分的小心
[00:18:24.000 --> 00:18:29.000]  現在我們來到第二個分體
[00:18:29.000 --> 00:18:35.000]  靈性方面撒旦的詭計
[00:18:35.000 --> 00:18:40.000]  先王太夫人四章一節到十一節
[00:18:40.000 --> 00:18:45.000]  這裡提到
[00:18:45.000 --> 00:18:48.000]  主耶穌受試探
[00:18:48.000 --> 00:18:52.000]  撒旦來試探他
[00:18:52.000 --> 00:18:58.000]  撒旦要耶穌走什麼道路呢
[00:18:58.000 --> 00:19:00.000]  先對他說
[00:19:00.000 --> 00:19:03.000]  以此神的兒子
[00:19:03.000 --> 00:19:09.000]  你可以讓這個石頭變成麵包
[00:19:09.000 --> 00:19:14.000]  可以讓主走物質主義的路
[00:19:14.000 --> 00:19:16.000]  然後對他說
[00:19:16.000 --> 00:19:21.000]  你在墊頂上跳下來
[00:19:21.000 --> 00:19:23.000]  那麼聖經說
[00:19:23.000 --> 00:19:27.000]  聖要派他的使者保守你的腳
[00:19:27.000 --> 00:19:29.000]  讓主這樣做
[00:19:29.000 --> 00:19:33.000]  立刻出名了
[00:19:33.000 --> 00:19:39.000]  一個人從墊頂上跳下來不受傷
[00:19:39.000 --> 00:19:43.000]  立刻雲揚天下
[00:19:43.000 --> 00:19:49.000]  撒旦然後帶他到最高的山上
[00:19:49.000 --> 00:19:54.000]  把萬國的榮華富貴是給他看
[00:19:54.000 --> 00:19:58.000]  說你若拜我
[00:19:58.000 --> 00:20:01.000]  我給你這些
[00:20:01.000 --> 00:20:04.000]  這是全
[00:20:04.000 --> 00:20:07.000]  這是世人所求的
[00:20:07.000 --> 00:20:13.000]  這是撒旦要主耶穌走的路
[00:20:13.000 --> 00:20:18.000]  名、權、利
[00:20:18.000 --> 00:20:22.000]  撒旦一直用這個方法
[00:20:22.000 --> 00:20:26.000]  將一般的人的人生
[00:20:26.000 --> 00:20:28.000]  帶向這個方向
[00:20:28.000 --> 00:20:32.000]  這個目標來追求
[00:20:32.000 --> 00:20:37.000]  這是撒旦對主耶穌基督的試探
[00:20:37.000 --> 00:20:44.000]  也是撒旦今天對所有跟從基督的人的試探
[00:20:44.000 --> 00:20:48.000]  讓我們不走主的路
[00:20:48.000 --> 00:20:50.000]  不走世子教的路
[00:20:50.000 --> 00:20:55.000]  而走權、名、利的路
[00:20:55.000 --> 00:21:00.000]  將我們的人生完全改變
[00:21:00.000 --> 00:21:07.000]  也就是撒旦在基督徒的靈性方面的一個可怕的
[00:21:07.000 --> 00:21:12.000]  也是一個重點的作為
[00:21:12.000 --> 00:21:18.000]  我們再看馬太福音12章29節
[00:21:18.000 --> 00:21:25.000]  馬太福音12章29節
[00:21:25.000 --> 00:21:28.000]  在這裡
[00:21:28.000 --> 00:21:35.000]  我們看見很重要的一個信息
[00:21:35.000 --> 00:21:40.000]  主耶穌說人怎能進壯士家裡
[00:21:40.000 --> 00:21:43.000]  搶奪他的傢具呢
[00:21:43.000 --> 00:21:46.000]  除非先囤住那壯士
[00:21:46.000 --> 00:21:50.000]  才可以搶奪他的家財
[00:21:50.000 --> 00:21:56.000]  我們知道這裡讀說的壯士就是撒旦
[00:21:56.000 --> 00:22:00.000]  那些在撒旦手下的人
[00:22:00.000 --> 00:22:08.000]  怎麼能夠將他們從撒旦手中拯救出來呢
[00:22:08.000 --> 00:22:13.000]  主耶穌說只有一個方法
[00:22:13.000 --> 00:22:17.000]  只有一條路可以走
[00:22:17.000 --> 00:22:24.000]  就是先囤住那個壯士是撒旦
[00:22:24.000 --> 00:22:28.000]  然後才可以把屬他的人
[00:22:28.000 --> 00:22:30.000]  在他手中的人
[00:22:30.000 --> 00:22:34.000]  搶救出來
[00:22:34.000 --> 00:22:37.000]  我們怎麼樣囤住壯士
[00:22:37.000 --> 00:22:39.000]  你能囤住撒旦嗎
[00:22:39.000 --> 00:22:42.000]  我能囤住撒旦嗎
[00:22:42.000 --> 00:22:46.000]  唯一能夠捆綁撒旦的
[00:22:46.000 --> 00:22:54.000]  就是我們禱告來使神工作
[00:22:54.000 --> 00:22:58.000]  來捆綁他來限制他
[00:22:58.000 --> 00:23:01.000]  只有借著禱告
[00:23:01.000 --> 00:23:04.000]  才可以勝過撒旦
[00:23:04.000 --> 00:23:12.000]  把他手中所不如的人釋放出來
[00:23:12.000 --> 00:23:17.000]  所以我們如果要想救一個人
[00:23:17.000 --> 00:23:21.000]  把一個人從撒旦的掌握中拯救出來
[00:23:21.000 --> 00:23:25.000]  我們自己不能做什麼
[00:23:25.000 --> 00:23:29.000]  撒旦的手很緊很強
[00:23:29.000 --> 00:23:32.000]  握住拔住
[00:23:32.000 --> 00:23:36.000]  他說已經得到的人
[00:23:36.000 --> 00:23:41.000]  所以我們如果想帶人到這面前
[00:23:41.000 --> 00:23:44.000]  脫離撒旦的捆綁
[00:23:44.000 --> 00:23:47.000]  我們只有一件事可做
[00:23:47.000 --> 00:23:49.000]  先為他們禱告
[00:23:49.000 --> 00:23:51.000]  為他們禱告
[00:23:51.000 --> 00:23:53.000]  一直地為他們禱告
[00:23:53.000 --> 00:23:57.000]  到了神的時候
[00:23:57.000 --> 00:24:02.000]  神的救恩鮮明出來
[00:24:02.000 --> 00:24:06.000]  所以我們在這裡學一個功課
[00:24:06.000 --> 00:24:12.000]  我們所能做的一切對人的最大的幫助
[00:24:12.000 --> 00:24:15.000]  就是借著禱告
[00:24:15.000 --> 00:24:18.000]  把人從撒旦的掌握中
[00:24:18.000 --> 00:24:23.000]  全世下解救出來
[00:24:23.000 --> 00:24:26.000]  禱告
[00:24:26.000 --> 00:24:31.000]  所以在任何的傳播音的工作之前
[00:24:31.000 --> 00:24:33.000]  學著禱告
[00:24:33.000 --> 00:24:39.000]  那個工作一定功效大達折扣
[00:24:39.000 --> 00:24:42.000]  只有人的學習在中間
[00:24:42.000 --> 00:24:46.000]  不管我們有多少熱忱要救人
[00:24:46.000 --> 00:24:52.000]  多少努力要使人悔改悔相助
[00:24:52.000 --> 00:25:00.000]  如果不是神先捆綁這些人後面抓住他的那只手
[00:25:00.000 --> 00:25:03.000]  我們無能為力
[00:25:03.000 --> 00:25:06.000]  所以我們在這件事上
[00:25:06.000 --> 00:25:09.000]  要一直地學功課
[00:25:09.000 --> 00:25:12.000]  一直學功課
[00:25:12.000 --> 00:25:17.000]  當我讀到宋長傑的日記
[00:25:17.000 --> 00:25:22.000]  他到每個地方領會
[00:25:22.000 --> 00:25:24.000]  有三次講道
[00:25:24.000 --> 00:25:29.000]  每一次兩個半小時
[00:25:29.000 --> 00:25:31.000]  包括翻譯
[00:25:31.000 --> 00:25:35.000]  三次是七個半小時
[00:25:35.000 --> 00:25:40.000]  他的講道是大聲幾乎
[00:25:40.000 --> 00:25:44.000]  他的鼻腹都濕透
[00:25:44.000 --> 00:25:49.000]  一天七個半小時大聲幾乎
[00:25:49.000 --> 00:25:55.000]  你想那個支出是多麼大
[00:25:55.000 --> 00:26:01.000]  但是他每天早晨四點半起身
[00:26:01.000 --> 00:26:04.000]  來禱告
[00:26:04.000 --> 00:26:07.000]  他禱告自己的禱告之外
[00:26:07.000 --> 00:26:09.000]  再有帶禱
[00:26:09.000 --> 00:26:11.000]  許多人寫信給他
[00:26:11.000 --> 00:26:13.000]  請他帶禱
[00:26:13.000 --> 00:26:15.000]  他沒有說好我為你禱告
[00:26:15.000 --> 00:26:17.000]  完了
[00:26:17.000 --> 00:26:21.000]  他將那些信一封一封地打開
[00:26:21.000 --> 00:26:26.000]  跪在神面前為他們禱告
[00:26:26.000 --> 00:26:28.000]  每天早上
[00:26:28.000 --> 00:26:34.000]  是在七個半小時的大聲幾乎之後
[00:26:34.000 --> 00:26:38.000]  什麼人那樣之後不透支呢
[00:26:38.000 --> 00:26:41.000]  但是神的手支持他
[00:26:41.000 --> 00:26:43.000]  保守他
[00:26:43.000 --> 00:26:45.000]  只要力量給他
[00:26:45.000 --> 00:26:47.000]  所以許許多多的人
[00:26:47.000 --> 00:26:49.000]  能夠聽他的講道
[00:26:49.000 --> 00:26:53.000]  悔改信主或者負心奉獻
[00:26:53.000 --> 00:26:59.000]  我們清楚看見不是人所能做到的
[00:26:59.000 --> 00:27:01.000]  是神的工作
[00:27:01.000 --> 00:27:03.000]  透過什麼而工作
[00:27:03.000 --> 00:27:06.000]  他的禱告
[00:27:06.000 --> 00:27:09.000]  所以宋昌傑
[00:27:09.000 --> 00:27:13.000]  不是一個輸血氣的佈道家
[00:27:13.000 --> 00:27:19.000]  不是一個挺口才的佈道家
[00:27:19.000 --> 00:27:23.000]  聽他講道的人很多人聽不懂他講
[00:27:23.000 --> 00:27:26.000]  他講國語還有翻譯國語
[00:27:26.000 --> 00:27:31.000]  你們知道嗎
[00:27:31.000 --> 00:27:33.000]  神的工作
[00:27:33.000 --> 00:27:36.000]  神找到了那個渠道
[00:27:36.000 --> 00:27:41.000]  他自己所定的方式渠道
[00:27:41.000 --> 00:27:44.000]  神遠了
[00:27:44.000 --> 00:27:46.000]  神動功
[00:27:46.000 --> 00:27:50.000]  神一動功就醒了
[00:27:50.000 --> 00:27:52.000]  我記得到運林的時候聽見
[00:27:52.000 --> 00:27:56.000]  從前宋昌傑到運林祈福道
[00:27:56.000 --> 00:27:58.000]  每呼撞的時候
[00:27:58.000 --> 00:28:01.000]  許多人到財圈去祈禱
[00:28:01.000 --> 00:28:04.000]  有人問其中的人
[00:28:04.000 --> 00:28:06.000]  你為什麼信主
[00:28:06.000 --> 00:28:10.000]  他說宋博士講的我一句也聽不懂
[00:28:10.000 --> 00:28:13.000]  但是我心裡很有感動
[00:28:13.000 --> 00:28:15.000]  我流淚
[00:28:15.000 --> 00:28:17.000]  我悔改信主
[00:28:17.000 --> 00:28:21.000]  這是什麼工作
[00:28:21.000 --> 00:28:23.000]  森林工作
[00:28:23.000 --> 00:28:28.000]  這是超越了一切的限制
[00:28:28.000 --> 00:28:32.000]  捆綁了那惡責那壯士
[00:28:32.000 --> 00:28:36.000]  用壯士來形容撒旦
[00:28:36.000 --> 00:28:38.000]  很適切
[00:28:38.000 --> 00:28:41.000]  很大的力量
[00:28:41.000 --> 00:28:45.000]  他抓住的人
[00:28:45.000 --> 00:28:48.000]  他死不放手
[00:28:48.000 --> 00:28:50.000]  除非有更大的力量
[00:28:50.000 --> 00:28:54.000]  能夠逼著他放手
[00:28:54.000 --> 00:28:57.000]  只有我們的禱告
[00:28:57.000 --> 00:28:59.000]  被神使用
[00:28:59.000 --> 00:29:09.000]  可以達成這樣的功效
[00:29:09.000 --> 00:29:13.000]  那我們再看
[00:29:13.000 --> 00:29:18.000]  石頭行伴五章三解
[00:29:18.000 --> 00:29:27.000]  這裡提到石頭時代的那一對夫婦
[00:29:27.000 --> 00:29:34.000]  他們看見許多的人和愛族變賣錢財
[00:29:34.000 --> 00:29:38.000]  變賣家產
[00:29:38.000 --> 00:29:41.000]  而來奉獻為主用
[00:29:41.000 --> 00:29:49.000]  他們覺得這些人真是得到大家的稱贊羨慕
[00:29:49.000 --> 00:29:51.000]  那麼這一對夫婦
[00:29:51.000 --> 00:29:53.000]  亞納尼亞
[00:29:53.000 --> 00:29:55.000]  拉斐拉
[00:29:55.000 --> 00:29:57.000]  他們就
[00:29:57.000 --> 00:30:02.000]  行了欺騙的事
[00:30:02.000 --> 00:30:06.000]  這是彼得則貝塔的書講
[00:30:06.000 --> 00:30:10.000]  為什麼撒旦入了你的心
[00:30:10.000 --> 00:30:15.000]  使你七紅聖靈呢
[00:30:15.000 --> 00:30:17.000]  撒旦進入他的心
[00:30:17.000 --> 00:30:20.000]  讓他探求
[00:30:20.000 --> 00:30:24.000]  這個愛族的那個榮耀
[00:30:24.000 --> 00:30:26.000]  看見別人那樣做
[00:30:26.000 --> 00:30:28.000]  得到人的稱贊
