
[00:00:00.000 --> 00:00:04.400]  今年教會的主題是「警醒禱告,同行天路」
[00:01:54.200 --> 00:01:56.400]  但無論是什麼場合
[00:01:56.400 --> 00:02:01.800]  其實都沒有讓詩篇失去任何的魅力
[00:02:01.800 --> 00:02:05.600]  這篇詩篇詩人講到宇宙窮滄的偉大
[00:02:05.600 --> 00:02:08.800]  接著見到人的渺小
[00:02:08.800 --> 00:02:12.000]  在見到人的渺小裡面,接著再見到
[00:02:12.000 --> 00:02:15.600]  這個上帝對人看顧的這一份的情
[00:02:15.600 --> 00:02:20.200]  正如有一個神學家叫做加爾文,他一直這樣說
[00:02:20.200 --> 00:02:23.400]  他說天空大地是一個舞台
[00:02:23.400 --> 00:02:26.400]  人本身也是一個舞台
[00:02:26.400 --> 00:02:31.000]  上帝藉著這兩個舞台去彰顯祂的榮耀
[00:02:31.000 --> 00:02:36.000]  這一首詩歌是一首讚歌,一首讚美的詩篇
[00:02:36.000 --> 00:02:40.400]  由第一節開始,第一節和第九節
[00:02:40.400 --> 00:02:46.000]  都是說傳遞,要來歌頌上帝
[00:02:46.000 --> 00:02:48.600]  在第八章的第一第二節這樣說
[00:02:48.600 --> 00:02:52.800]  耶和華,我們的主啊,祢的名在傳遞何其美
[00:02:52.800 --> 00:02:55.400]  祢將祢的榮耀彰顯於天
[00:02:55.400 --> 00:03:00.400]  祢因敵人的緣故,從英械和赫賴的口中建立了能力
[00:03:00.400 --> 00:03:03.800]  使受敵和報仇的閉口無言
[00:03:03.800 --> 00:03:08.400]  在這裡一開始詩人去講到讚美的原因
[00:03:08.400 --> 00:03:17.400]  在這裡講出了上帝的偉大,這個天空
[00:03:17.400 --> 00:03:18.600]  一會兒我會解釋
[00:03:18.600 --> 00:03:22.400]  今天我們所見到的天空和詩人所見到的天空很不同
[00:03:22.400 --> 00:03:25.600]  詩人見到的天空是滿天繁星
[00:03:25.600 --> 00:03:28.800]  見到上帝創造的奇功
[00:03:28.800 --> 00:03:31.000]  在天和地的對比
[00:03:31.000 --> 00:03:36.200]  其實這不是天和地相關的一個比較
[00:03:36.200 --> 00:03:42.200]  詩人在說地啊,你們一起去歌頌上帝的榮美
[00:03:42.200 --> 00:03:48.400]  但是地也盛載不了上帝的豐富和莊嚴
[00:03:48.400 --> 00:03:53.600]  所以詩人在邀請天上的星空
[00:03:53.600 --> 00:03:59.400]  一起來浩瀚的宇宙,一起來奉獻上帝的榮耀
[00:03:59.400 --> 00:04:01.800]  一起見證上帝的大能
[00:04:01.800 --> 00:04:04.400]  所以天和地不是一個對比
[00:04:04.400 --> 00:04:08.400]  而是可以說,詩人首先邀請地
[00:04:08.400 --> 00:04:11.400]  地上的受眾物去敬拜上帝
[00:04:11.400 --> 00:04:12.600]  但是也不足夠
[00:04:12.600 --> 00:04:15.200]  邀請天上的繁星空
[00:04:15.200 --> 00:04:19.200]  上帝的受眾物一起去歌頌上帝
[00:04:19.200 --> 00:04:22.600]  所以詩人的焦點不是在受眾物那裡
[00:04:22.600 --> 00:04:25.000]  而是在上帝自己那裡
[00:04:25.000 --> 00:04:26.400]  接著在第二節他講出了
[00:04:26.400 --> 00:04:30.400]  為什麼讚嘆上帝的榮美和權能呢
[00:04:30.400 --> 00:04:35.400]  因為他要讓他的仇敵閉口無言
[00:04:35.400 --> 00:04:39.200]  這個仇敵和報仇的,當然是指什麼人呢
[00:04:39.200 --> 00:04:44.400]  可能是指一些敵黨上帝的罪人
[00:04:44.400 --> 00:04:47.600]  也可能是指一些黑暗的勢力
[00:04:47.600 --> 00:04:50.200]  但是無論是指什麼
[00:04:50.200 --> 00:04:53.000]  都是說敵對上帝的力量
[00:04:53.000 --> 00:04:54.600]  在這裡詩人去說
[00:04:54.600 --> 00:04:57.800]  敵對上帝的力量多麼的兇猛也好
[00:04:57.800 --> 00:05:03.000]  但是你看看上帝的權能有多大
[00:05:03.000 --> 00:05:06.200]  上帝要讓這些敵人閉口無言
[00:05:06.200 --> 00:05:10.200]  止息他們這些攻擊的行動
[00:05:10.200 --> 00:05:14.200]  問題是上帝用什麼方式去止息
[00:05:14.200 --> 00:05:17.600]  或者讓這些仇敵閉口無言呢
[00:05:17.600 --> 00:05:20.200]  可以說是用一個出人意外的方式
[00:05:20.200 --> 00:05:22.000]  上帝一開始就說
[00:05:22.000 --> 00:05:24.800]  上帝多奇妙多偉大
[00:05:24.800 --> 00:05:26.600]  接著用我們的俗語說
[00:05:26.600 --> 00:05:30.000]  哦,見到的時候就用這個聲音
[00:05:30.000 --> 00:05:33.200]  但是上帝是不是用這麼大的能力呢
[00:05:33.200 --> 00:05:35.400]  不是,上帝有什麼能力呢
[00:05:35.400 --> 00:05:37.400]  就是用鷹鞋
[00:05:37.400 --> 00:05:41.400]  從鷹鞋和吃奶的口中建立了能力
[00:05:41.400 --> 00:05:44.400]  上帝用這麼大的力量對付仇敵嗎
[00:05:44.400 --> 00:05:48.200]  不需要,上帝只是用一點點的力量
[00:05:48.200 --> 00:05:50.200]  用一點點所付出
[00:05:50.200 --> 00:05:53.000]  就可以戰勝他的仇敵
[00:05:53.000 --> 00:05:55.400]  在這裡作者可能表達了兩個意思
[00:05:55.400 --> 00:06:00.200]  第一就是讓這些仇敵羞愧蒙羞
[00:06:00.200 --> 00:06:03.600]  你的力量在人來說好像很空曠
[00:06:03.600 --> 00:06:07.200]  但是依靠上帝的人不用懼怕
[00:06:07.200 --> 00:06:09.400]  因為上帝只用一點點的力量
[00:06:09.400 --> 00:06:11.600]  就可以擊敗這些敵人
[00:06:11.600 --> 00:06:14.000]  也可以說第二方面
[00:06:14.000 --> 00:06:18.000]  使人用鷹鞋吃奶的口中
[00:06:18.000 --> 00:06:21.200]  就可以用微小的力量勝過
[00:06:21.200 --> 00:06:25.000]  這些攻擊上帝的力量的仇
[00:06:25.000 --> 00:06:28.600]  彰顯上帝的力量的巨大
[00:06:28.600 --> 00:06:30.400]  可以說是強大
[00:06:30.400 --> 00:06:32.800]  接著使人再去說
[00:06:32.800 --> 00:06:35.400]  到人的時候,如何去說人呢
[00:06:35.400 --> 00:06:36.800]  第三第四節
[00:06:36.800 --> 00:06:39.400]  我觀看你指頭所做的天
[00:06:39.400 --> 00:06:41.600]  並你所陳設的月亮星宿
[00:06:41.600 --> 00:06:44.800]  便說人算什麼,你竟顧念他
[00:06:44.800 --> 00:06:48.000]  世人算什麼,你竟眷顧他
[00:06:48.000 --> 00:06:51.200]  從人去說,可以說這個天
[00:06:51.200 --> 00:06:53.000]  天地是很偉大的
[00:06:53.000 --> 00:06:57.400]  這個宇宙的窮滄的設立是很偉大的
[00:06:57.400 --> 00:07:01.400]  但是世人說,這個只是上帝用指頭所做
[00:07:01.400 --> 00:07:04.800]  上帝只用很少的力量
[00:07:04.800 --> 00:07:06.600]  可以創造出在人來說
[00:07:06.600 --> 00:07:09.200]  是這麼偉大的一個宇宙
[00:07:09.200 --> 00:07:11.200]  接著從這個宇宙
[00:07:11.200 --> 00:07:14.200]  看到宇宙的窮滄的一個偉大
[00:07:14.200 --> 00:07:16.200]  看到上帝更偉大
[00:07:16.200 --> 00:07:18.800]  接著藉著一樣再看人
[00:07:18.800 --> 00:07:20.400]  人是很微小
[00:07:20.400 --> 00:07:23.000]  這個宇宙的奇妙
[00:07:23.000 --> 00:07:25.600]  人只是在宇宙當中的一縮
[00:07:25.600 --> 00:07:27.400]  可以說我們經常去說
[00:07:27.400 --> 00:07:31.000]  這個地球在宇宙裡一點都看不到
[00:07:31.000 --> 00:07:33.800]  但是人在地球裡
[00:07:33.800 --> 00:07:35.600]  每一個人都很微小
[00:07:35.600 --> 00:07:37.200]  這麼微小的人
[00:07:37.200 --> 00:07:39.600]  上帝都看顧
[00:07:39.600 --> 00:07:42.600]  其實作者是想表達一個這樣的意思
[00:07:42.600 --> 00:07:44.800]  這個我們都無法想像
[00:07:44.800 --> 00:07:46.600]  你有沒有想過看到那隻螞蟻
[00:07:46.600 --> 00:07:48.600]  接著你覺得很寶貴很尊貴呢
[00:07:48.600 --> 00:07:50.000]  不會啊 看到就在家裡
[00:07:50.000 --> 00:07:51.200]  通常你會做什麼呢
[00:07:51.200 --> 00:07:53.600]  一隻手握死它吧
[00:07:53.600 --> 00:07:57.200]  我們對事物的看法會是這樣
[00:07:57.200 --> 00:08:01.200]  但是上帝看人卻是看為寶貴
[00:08:01.200 --> 00:08:02.400]  在一方面
[00:08:02.400 --> 00:08:07.000]  詩人在歌頌頌讚上帝創造的奇功
[00:08:07.000 --> 00:08:09.400]  另一方面也去反映
[00:08:09.400 --> 00:08:11.800]  人自己這個渺小
[00:08:11.800 --> 00:08:13.000]  人類的渺小
[00:08:13.000 --> 00:08:15.400]  另一方面作者也有說
[00:08:15.400 --> 00:08:18.000]  人在這個世界裡不是獨存
[00:08:18.000 --> 00:08:21.000]  人是活在上帝的面前
[00:08:21.000 --> 00:08:25.400]  人是活在上帝的創造當中
[00:08:25.400 --> 00:08:29.600]  詩人從整個宇宙窮倉
[00:08:29.600 --> 00:08:31.000]  去到人
[00:08:31.000 --> 00:08:32.400]  這個卑微的人
[00:08:32.400 --> 00:08:36.800]  在這裡再去說出了人卑微的時候
[00:08:36.800 --> 00:08:40.200]  再去帶出人的身份的尊貴
[00:08:40.200 --> 00:08:41.600]  人雖然微小
[00:08:41.600 --> 00:08:44.200]  但是上帝卻看為寶貴
[00:08:44.200 --> 00:08:45.800]  所以第五節這樣說
[00:08:45.800 --> 00:08:48.200]  你叫他比天使微小一點
[00:08:48.200 --> 00:08:51.400]  並賜他榮耀尊貴為冠冕
[00:08:51.400 --> 00:08:53.800]  這個天使有兩個可能的意思
[00:08:53.800 --> 00:08:54.600]  第一就是
[00:08:54.600 --> 00:08:59.000]  天使就是環繞上帝寶座的使者
[00:08:59.000 --> 00:09:02.600]  所以人比天使微小一點
[00:09:02.600 --> 00:09:04.600]  不過在這裡更可能的意思就是
[00:09:04.600 --> 00:09:08.400]  這個天使的意思其實是指上帝
[00:09:08.400 --> 00:09:12.000]  上帝強調人和上帝的分別
[00:09:12.000 --> 00:09:15.000]  上帝是那個創造主
[00:09:15.000 --> 00:09:17.400]  人雖然是上帝所創造
[00:09:17.400 --> 00:09:19.800]  但是人和上帝不能相比
[00:09:19.800 --> 00:09:21.200]  雖然如此
[00:09:21.200 --> 00:09:25.200]  但是上帝給人一個尊貴的身份
[00:09:25.200 --> 00:09:26.600]  尊貴到什麼地步呢
[00:09:26.600 --> 00:09:28.400]  第六節第八節這樣說
[00:09:28.400 --> 00:09:31.400]  你派他管理你所做的此萬物
[00:09:31.400 --> 00:09:33.000]  就是一切的牛羊
[00:09:33.000 --> 00:09:34.000]  田野的獸
[00:09:34.000 --> 00:09:34.800]  空中的鳥
[00:09:34.800 --> 00:09:35.800]  海裡的魚
[00:09:35.800 --> 00:09:37.200]  凡驚行海盜的
[00:09:37.200 --> 00:09:39.400]  都伏在他的腳下
[00:09:39.400 --> 00:09:41.800]  人有管理大地的責任
[00:09:41.800 --> 00:09:46.000]  使人歌頌上帝的作為和恩慈的時候
[00:09:46.000 --> 00:09:47.200]  他更加發言
[00:09:47.200 --> 00:09:51.000]  上帝將一個管理萬物的責任和權柄
[00:09:51.000 --> 00:09:52.400]  交託給人類
[00:09:52.400 --> 00:09:54.000]  這個也在回應
[00:09:54.000 --> 00:09:55.600]  在創世紀第一章裡面
[00:09:55.600 --> 00:09:58.000]  上帝創造了亞當的時候
[00:09:58.000 --> 00:10:00.400]  就叫亞當你要管理大地
[00:10:00.400 --> 00:10:02.600]  管理大地的責任交給亞當
[00:10:02.600 --> 00:10:06.000]  所以這個責任也留給了我們這些
[00:10:06.000 --> 00:10:08.200]  亞當的後人
[00:10:08.200 --> 00:10:09.600]  從另一個角度去說
[00:10:09.600 --> 00:10:12.000]  我們日常起居的飲食
[00:10:12.000 --> 00:10:14.200]  都在上帝的供應當中
[00:10:14.200 --> 00:10:16.600]  所以我們應該心存感恩
[00:10:16.600 --> 00:10:17.600]  第九節
[00:10:17.600 --> 00:10:20.000]  詩人再去有一個總結
[00:10:20.000 --> 00:10:20.600]  他說
[00:10:20.600 --> 00:10:22.200]  耶和華我們的主啊
[00:10:22.200 --> 00:10:23.600]  祢的名在全地
[00:10:23.600 --> 00:10:24.800]  何其美
[00:10:24.800 --> 00:10:26.600]  首尾的一個呼應
[00:10:26.600 --> 00:10:28.400]  第一節和第九節
[00:10:28.400 --> 00:10:29.600]  整個
[00:10:29.600 --> 00:10:31.000]  詩人去呼籲
[00:10:31.000 --> 00:10:32.800]  整個大地的受眾物
[00:10:32.800 --> 00:10:33.600]  包括人
[00:10:33.600 --> 00:10:36.800]  去呼籲整個宇宙的窮倉
[00:10:36.800 --> 00:10:38.400]  一起歌頌
[00:10:38.400 --> 00:10:43.000]  這個上帝創造的奇妙和偉大
[00:10:43.000 --> 00:10:45.800]  一起將他的榮耀高舉
[00:10:45.800 --> 00:10:48.000]  這是詩人從心底裡
[00:10:48.000 --> 00:10:50.000]  發出的一個重讚
[00:10:50.000 --> 00:10:51.400]  所以這篇詩篇
[00:10:51.400 --> 00:10:52.400]  其實詩人
[00:10:52.400 --> 00:10:53.600]  我們要從一個
[00:10:53.600 --> 00:10:57.000]  不是從一個科學的角度去
[00:10:57.000 --> 00:10:58.600]  看看這個世界是怎樣
[00:10:58.600 --> 00:11:00.000]  而是從一個
[00:11:00.000 --> 00:11:02.200]  相對感性的角度
[00:11:02.200 --> 00:11:04.200]  去看見
[00:11:04.200 --> 00:11:05.800]  我們有什麼反應呢
[00:11:05.800 --> 00:11:07.200]  我們應該有什麼感受
[00:11:07.200 --> 00:11:09.200]  以至我們從心底裡
[00:11:09.200 --> 00:11:12.200]  向上帝發出一個重讚呢
[00:11:12.200 --> 00:11:13.200]  在這篇詩篇裡
[00:11:13.200 --> 00:11:15.600]  基本上我們有三個向度
[00:11:15.600 --> 00:11:17.200]  我們可以看見
[00:11:17.200 --> 00:11:18.400]  詩人去表達
[00:11:18.400 --> 00:11:20.200]  第一個向度就是
[00:11:20.200 --> 00:11:21.000]  在這裡表達
[00:11:21.000 --> 00:11:25.000]  上帝的權能的彰顯
[00:11:25.000 --> 00:11:27.800]  宇宙的奇功
[00:11:27.800 --> 00:11:29.400]  認識上帝的途徑
[00:11:29.400 --> 00:11:30.200]  可以有幾方面
[00:11:30.200 --> 00:11:31.200]  在聖經來說
[00:11:31.200 --> 00:11:32.200]  直著聖經
[00:11:32.200 --> 00:11:34.000]  我們可以認識上帝
[00:11:34.000 --> 00:11:36.400]  聖經是上帝的啟示
[00:11:36.400 --> 00:11:37.600]  直著上帝的啟示
[00:11:37.600 --> 00:11:38.400]  讓我們知道
[00:11:38.400 --> 00:11:41.000]  上帝是一個怎樣的上帝
[00:11:41.000 --> 00:11:42.600]  在聖經來說
[00:11:42.600 --> 00:11:44.600]  上帝的終極啟示在哪裡呢
[00:11:44.600 --> 00:11:46.200]  就在耶穌身上
[00:11:46.200 --> 00:11:47.200]  耶穌來到了
[00:11:47.200 --> 00:11:48.200]  讓我們知道
[00:11:48.200 --> 00:11:50.400]  上帝是一個怎樣的上帝
[00:11:50.400 --> 00:11:52.800]  從來沒有人看見上帝
[00:11:52.800 --> 00:11:55.400]  只有在他懷裡的獨身子
[00:11:55.400 --> 00:11:57.400]  將他表明出來
[00:11:57.400 --> 00:11:58.600]  終極的啟示
[00:11:58.600 --> 00:12:00.200]  在耶穌的身上
[00:12:00.200 --> 00:12:02.600]  在聖經的表達裡
[00:12:02.600 --> 00:12:04.000]  有另一個途徑
[00:12:04.000 --> 00:12:07.400]  我們可以認識上帝某一方面的性情
[00:12:07.400 --> 00:12:09.800]  在羅馬書第一章二十節這樣說
[00:12:09.800 --> 00:12:11.600]  自從造天地以來
[00:12:11.600 --> 00:12:14.800]  神的永能和神聖是明明可知的
[00:12:14.800 --> 00:12:16.200]  雖是眼不能見
[00:12:16.200 --> 00:12:17.800]  但直著所造之物
[00:12:17.800 --> 00:12:18.800]  就可以曉得
[00:12:18.800 --> 00:12:20.800]  叫人無可推諉
[00:12:20.800 --> 00:12:24.600]  我們今天看的天空
[00:12:24.600 --> 00:12:27.600]  或者看的宇宙
[00:12:27.600 --> 00:12:30.600]  和當日私人看的很不同
[00:12:30.600 --> 00:12:33.200]  是相當不同的一個情況
[00:12:33.200 --> 00:12:36.000]  我很感受不同是什麼
[00:12:36.000 --> 00:12:38.600]  在三十年前
[00:12:38.600 --> 00:12:41.000]  我有一次在聖地旅遊
[00:12:41.000 --> 00:12:44.000]  在聖地旅遊有一天晚上
[00:12:44.000 --> 00:12:47.200]  旅遊巴去到一個很偏僻的曠野
[00:12:47.200 --> 00:12:48.600]  沒有人住的地方
[00:12:48.600 --> 00:12:50.000]  很黑暗的全部都在外面
[00:12:50.000 --> 00:12:51.200]  沒有燈
[00:12:51.200 --> 00:12:53.000]  領隊就叫我們下車
[00:12:53.000 --> 00:12:53.600]  我就在想
[00:12:53.600 --> 00:12:55.800]  為什麼在荒山領下車呢
[00:12:55.800 --> 00:12:56.400]  都不明白
[00:12:56.400 --> 00:12:57.000]  不明白啊
[00:12:57.000 --> 00:12:58.000]  一下車的時候
[00:12:58.000 --> 00:12:59.000]  叫我們下車的時候
[00:12:59.000 --> 00:13:00.800]  然後叫我們一起看
[00:13:00.800 --> 00:13:03.800]  仰抬頭仰望的星空
[00:13:03.800 --> 00:13:06.800]  然後我才去感受
[00:13:06.800 --> 00:13:09.600]  以前學過的一些詞語是什麼意思
[00:13:09.600 --> 00:13:11.200]  比較文雅一點
[00:13:11.200 --> 00:13:13.800]  叫星羅奇步
[00:13:13.800 --> 00:13:16.800]  更加白話叫滿天星斗
[00:13:16.800 --> 00:13:19.000]  大家聽說滿天星斗
[00:13:19.000 --> 00:13:20.200]  一抬頭望天
[00:13:20.200 --> 00:13:22.200]  真的什麼叫滿天星斗
[00:13:22.200 --> 00:13:23.600]  我才知道
[00:13:23.600 --> 00:13:26.200]  就是天上的星空
[00:13:26.200 --> 00:13:27.800]  多星到不得了
[00:13:27.800 --> 00:13:29.800]  什麼什麼都不得了
[00:13:29.800 --> 00:13:33.200]  在城市我們這些人是看不到的
[00:13:33.200 --> 00:13:34.000]  為什麼呢
[00:13:34.000 --> 00:13:35.600]  因為我們有很多光
[00:13:35.600 --> 00:13:37.200]  有很多光害
[00:13:37.200 --> 00:13:41.600]  所以看不到天上繁星的情況
[00:13:41.600 --> 00:13:44.200]  但當時私人看到的是這樣的情況
[00:13:44.200 --> 00:13:46.600]  他看到的就是滿天星斗
[00:13:46.600 --> 00:13:48.800]  滿天星星
[00:13:48.800 --> 00:13:52.400]  在感受上是相當不同
[00:13:52.400 --> 00:13:56.000]  看到上帝創造的奇功
[00:13:56.000 --> 00:13:58.000]  今天我們對宇宙
[00:13:58.000 --> 00:14:01.400]  就是我們科學的知識多了一點點
[00:14:01.400 --> 00:14:02.600]  其實我們都很幼稚
[00:14:02.600 --> 00:14:04.800]  其實在某個程度去說
[00:14:04.800 --> 00:14:06.400]  不過相對來說
[00:14:06.400 --> 00:14:09.200]  我們知道多一點點比以前的人
[00:14:09.200 --> 00:14:13.600]  我們知道太陽和地球的距離有多遠
[00:14:13.600 --> 00:14:15.800]  太陽和地球的距離
[00:14:15.800 --> 00:14:18.000]  我們地球會自轉
[00:14:18.000 --> 00:14:19.400]  也有公轉
[00:14:19.400 --> 00:14:21.200]  小學我們就學這些
[00:14:21.200 --> 00:14:25.000]  所以我們有一個的日和夜
[00:14:25.000 --> 00:14:26.600]  我們有春夏秋冬
[00:14:26.600 --> 00:14:28.600]  距離遠一點我們會冷死
[00:14:28.600 --> 00:14:31.000]  距離太陽近一點我們會熱死
[00:14:31.000 --> 00:14:32.200]  我們有月球
[00:14:32.200 --> 00:14:34.600]  以至我們有潮汐的漲退
[00:14:34.600 --> 00:14:36.000]  有萬有引力
[00:14:36.000 --> 00:14:39.000]  就是讓這幾個不同的星體
[00:14:39.000 --> 00:14:42.000]  有一個有軌道的運轉
[00:14:42.000 --> 00:14:44.400]  接著人有呼吸的系統
[00:14:44.400 --> 00:14:47.600]  地球有植物可以產生氧氣
[00:14:47.600 --> 00:14:49.400]  讓我們能夠去生存
[00:14:49.400 --> 00:14:51.400]  地球有地心吸力
[00:14:51.400 --> 00:14:53.600]  可以讓我們生活在其中
[00:14:53.600 --> 00:14:57.800]  我不知道大家當你抬頭仰望天上升空的時候
[00:14:57.800 --> 00:14:59.200]  你有什麼感覺
[00:14:59.200 --> 00:15:01.800]  其實我每一次望見我都覺得很神奇
[00:15:01.800 --> 00:15:03.200]  神奇在什麼呢
[00:15:03.200 --> 00:15:06.000]  其實我們生活在外太空
[00:15:06.000 --> 00:15:07.400]  不知道大家有沒有想過
[00:15:07.400 --> 00:15:09.800]  我們其實生活在外太空
[00:15:09.800 --> 00:15:12.000]  我們就在宇宙裏面
[00:15:12.000 --> 00:15:15.200]  在地球的表面裏面去生存
[00:15:15.200 --> 00:15:16.800]  因為我們有大氣層
[00:15:16.800 --> 00:15:18.000]  因為地心吸力
[00:15:18.000 --> 00:15:20.000]  所以我們不會
[00:15:20.000 --> 00:15:22.400]  個個拋出去外太空裏面
[00:15:22.400 --> 00:15:24.400]  不能夠在地上去生活
[00:15:24.400 --> 00:15:26.400]  我覺得真的很神奇
[00:15:26.400 --> 00:15:28.000]  我竟然在宇宙裏面
[00:15:28.000 --> 00:15:30.200]  在地球的一點裏面
[00:15:30.200 --> 00:15:32.200]  我竟然可以在這裏生存
[00:15:32.200 --> 00:15:33.800]  我不會拋出去外太空
[00:15:33.800 --> 00:15:35.800]  可以望見這個宇宙
[00:15:35.800 --> 00:15:37.800]  我每望一次都覺得很神奇
[00:15:37.800 --> 00:15:39.800]  這是我的感覺
[00:15:39.800 --> 00:15:43.200]  但是這個實在太奇妙了
[00:15:43.200 --> 00:15:45.000]  正如詩人所說
[00:15:45.000 --> 00:15:45.600]  第一句話
[00:15:45.600 --> 00:15:49.200]  「耶和華,我們的主啊,你的名在全地,何其美?」
[00:15:49.200 --> 00:15:51.600]  「你將你的榮耀彰顯於天」
[00:15:51.600 --> 00:15:56.000]  「耶和華,我們的主啊,你的名在全地,何其美?」
[00:15:56.000 --> 00:15:57.200]  首尾的呼應
[00:15:57.200 --> 00:16:00.200]  去述說上帝的偉大
[00:16:00.200 --> 00:16:02.400]  但是這個偉大
[00:16:02.400 --> 00:16:05.400]  上帝只用一個指頭就已經完成得到
[00:16:05.400 --> 00:16:07.400]  我們看見同一個事物
[00:16:07.400 --> 00:16:10.000]  其實有不同的人有不同的反應
[00:16:10.000 --> 00:16:13.800]  我們看見這個宇宙的窮創
[00:16:13.800 --> 00:16:15.800]  這個奇妙的創造
[00:16:15.800 --> 00:16:18.200]  有很多人無動於衷
[00:16:18.200 --> 00:16:20.200]  沒什麼
[00:16:20.200 --> 00:16:21.800]  有些人很感動
[00:16:21.800 --> 00:16:22.600]  像我一樣
[00:16:22.600 --> 00:16:23.600]  我是很感動的
[00:16:23.600 --> 00:16:26.000]  對著這些神創造的事物
[00:16:26.000 --> 00:16:28.200]  我想大部分人都習慣了
[00:16:28.200 --> 00:16:30.200]  我們都沒什麼感覺
[00:16:30.200 --> 00:16:32.000]  當我們看見一些事物
[00:16:32.000 --> 00:16:33.400]  看見得多的時候
[00:16:33.400 --> 00:16:35.000]  我們就會平凡
[00:16:35.000 --> 00:16:37.000]  就會覺得沒什麼特別
[00:16:37.000 --> 00:16:39.400]  當上帝做阿當
[00:16:39.400 --> 00:16:41.200]  他第一眼望見太陽的時候
[00:16:41.200 --> 00:16:43.200]  他一定會說「哇,好美啊」
[00:16:43.200 --> 00:16:45.400]  第一次看見月亮的時候
[00:16:45.400 --> 00:16:46.800]  「哇,好奇妙」
[00:16:46.800 --> 00:16:48.800]  看見夏娃第一眼的時候
[00:16:48.800 --> 00:16:50.800]  「哇,當然是好美啊」
[00:16:50.800 --> 00:16:52.800]  「只有一個女人」
[00:16:52.800 --> 00:16:54.800]  「一定是好美啊」
[00:16:54.800 --> 00:16:58.200]  但是當我們第二天看見太陽升起
[00:16:58.200 --> 00:17:00.600]  第三天,第四天
[00:17:00.600 --> 00:17:02.400]  當你看見得多的時候
[00:17:02.400 --> 00:17:04.400]  你就會覺得很平常
[00:17:04.400 --> 00:17:06.400]  每天太陽
[00:17:06.400 --> 00:17:08.800]  我們都看見太陽升起
[00:17:08.800 --> 00:17:10.200]  其實都不是太陽升起
[00:17:10.200 --> 00:17:11.800]  是我們自己轉的時候
[00:17:11.800 --> 00:17:14.600]  讓他看見有一個變化
[00:17:14.600 --> 00:17:16.800]  但每天看見同一件事物的時候
[00:17:16.800 --> 00:17:18.800]  我們會覺得很平常
[00:17:18.800 --> 00:17:20.800]  很平淡
[00:17:20.800 --> 00:17:22.400]  沒什麼特別
[00:17:22.400 --> 00:17:24.800]  不過有一首詩歌我自己很喜歡
[00:17:24.800 --> 00:17:27.200]  這首詩歌其實我唱每一次
[00:17:27.200 --> 00:17:30.200]  其實同樣我心中都有很大的感動
[00:17:30.200 --> 00:17:32.400]  這首詩歌的內容是這樣說
[00:17:32.400 --> 00:17:33.400]  它說
[00:17:33.400 --> 00:17:35.800]  「如若你能看見藍天」
[00:17:35.800 --> 00:17:39.600]  「能看到千朵白雲隨風轉」
[00:17:39.600 --> 00:17:42.200]  如果你能看見天上的藍天
[00:17:42.200 --> 00:17:46.800]  能看見很多雲隨著風而飄蕩的時候
[00:17:46.800 --> 00:17:49.200]  願你不忘記感謝神
[00:17:49.200 --> 00:17:52.200]  能看見絕未必然
[00:17:52.200 --> 00:17:55.000]  「如若你能聽到潮聲」
