
[00:00:00.000 --> 00:00:02.380]  今天有一段經文的講論
[00:03:19.580 --> 00:03:25.180]  不過門徒的結局和這班人的結局是很不同的
[00:03:25.180 --> 00:03:27.780]  耶穌的門徒的結局是什麼呢
[00:03:27.780 --> 00:03:29.980]  就是暫時我去的地方你們去不到
[00:03:29.980 --> 00:03:32.680]  不過你們是真心的跟從
[00:03:32.680 --> 00:03:35.080]  所以最後你們都會見到我
[00:03:35.080 --> 00:03:37.980]  但是這一班人 現在這一班人
[00:03:37.980 --> 00:03:41.680]  他們持續不信耶穌
[00:03:41.680 --> 00:03:47.580]  所以他們最後的結局是會死在罪的當中
[00:03:47.580 --> 00:03:52.380]  在這一班猶太人裡面 有很多不同的人
[00:03:52.380 --> 00:03:54.580]  有些人是對耶穌很疑惑
[00:03:54.580 --> 00:03:58.480]  有些人可能相信耶穌 但是半信半疑
[00:03:58.480 --> 00:04:00.980]  有些信的內容也不是很清楚
[00:04:00.980 --> 00:04:03.780]  所以可以說不同的人都會有
[00:04:03.780 --> 00:04:07.080]  不過他們都有同一個情況
[00:04:07.080 --> 00:04:10.380]  就是他們現在都不是很清楚耶穌說的是什麼
[00:04:10.380 --> 00:04:14.480]  你去哪了 我們說找不到你 為什麼
[00:04:14.480 --> 00:04:19.480]  在之前有一些經文裡面 耶穌都說大約的說話
[00:04:19.480 --> 00:04:21.180]  當時也有些人的誤解
[00:04:21.180 --> 00:04:24.480]  就是說難道耶穌要去外邦人當中去宣教
[00:04:24.480 --> 00:04:25.880]  所以我們找不到祂
[00:04:25.880 --> 00:04:27.680]  在這裡他們直接去說
[00:04:27.680 --> 00:04:30.580]  難道祂要自己結束的生命
[00:04:30.580 --> 00:04:32.880]  所以我們找不到祂
[00:04:32.880 --> 00:04:35.580]  反對誤解耶穌的人
[00:04:35.580 --> 00:04:38.280]  他們用字眼形容耶穌
[00:04:38.280 --> 00:04:41.480]  不過他們正正在不知不覺當中
[00:04:41.480 --> 00:04:45.380]  去講中了耶穌怎樣離開這個世界
[00:04:45.380 --> 00:04:49.680]  耶穌是自己捨棄祂的生命 是離開的
[00:04:49.680 --> 00:04:53.080]  不過不是自己結束 不是自殺
[00:04:53.080 --> 00:04:55.280]  而是順服天父的旨意
[00:04:55.280 --> 00:04:57.380]  去被釘在十字架上面
[00:04:57.380 --> 00:05:02.780]  是被眾人 被其他人用暴力被釘在十字架上面
[00:05:02.780 --> 00:05:07.180]  不過祂的死是自願捨棄祂的生命
[00:05:07.180 --> 00:05:10.780]  接著耶穌繼續的去講出祂自己的身份
[00:05:10.780 --> 00:05:12.780]  23-24節祂這樣說
[00:05:12.780 --> 00:05:14.580]  耶穌對他們說
[00:05:14.580 --> 00:05:16.480]  你們是從下頭來的
[00:05:16.480 --> 00:05:18.280]  我是從上頭來的
[00:05:18.280 --> 00:05:20.480]  你們是屬這世界的
[00:05:20.480 --> 00:05:23.080]  我不是屬這世界的
[00:05:23.080 --> 00:05:24.780]  所以我對你們說
[00:05:24.780 --> 00:05:26.480]  你們要死在罪中
[00:05:26.480 --> 00:05:28.480]  你們若不信我是基督
[00:05:28.480 --> 00:05:30.880]  必要死在罪中
[00:05:30.880 --> 00:05:32.180]  耶穌在這裡說
[00:05:32.180 --> 00:05:34.080]  我和你們是不同的
[00:05:34.080 --> 00:05:36.080]  兩個很不同的世界
[00:05:36.080 --> 00:05:37.580]  我是從上頭來的
[00:05:37.580 --> 00:05:39.080]  你們是屬於這個世界
[00:05:39.080 --> 00:05:39.980]  是什麼意思呢
[00:05:39.980 --> 00:05:42.780]  你們是屬於這個罪惡的世界
[00:05:42.780 --> 00:05:45.680]  我是從上帝而來的
[00:05:45.680 --> 00:05:50.180]  那個拯救你們這個罪惡世界的那個
[00:05:50.180 --> 00:05:52.480]  所以耶穌在這裡把創造主
[00:05:52.480 --> 00:05:54.180]  和墮落的世界
[00:05:54.180 --> 00:05:56.580]  成一個很強烈的對比
[00:05:56.580 --> 00:05:58.180]  所以耶穌在這裡說
[00:05:58.180 --> 00:05:59.780]  世界必定恨他的
[00:05:59.780 --> 00:06:03.080]  因為耶穌從天父那裡
[00:06:03.080 --> 00:06:05.980]  從上帝那裡聽了很多東西
[00:06:05.980 --> 00:06:08.580]  對他們的判斷就是判斷他們的罪惡
[00:06:08.580 --> 00:06:10.680]  所以世人必定恨耶穌
[00:06:10.680 --> 00:06:11.980]  是這個意思
[00:06:11.980 --> 00:06:14.580]  所以在第七章的第七節
[00:06:14.580 --> 00:06:15.280]  那裡也說
[00:06:15.280 --> 00:06:19.880]  耶穌見證他們所作的是惡事
[00:06:19.880 --> 00:06:21.780]  這個是根本的原因
[00:06:21.780 --> 00:06:25.480]  令到這一群人不認識耶穌
[00:06:25.480 --> 00:06:27.380]  在《約翰福音》裡面說
[00:06:27.380 --> 00:06:29.480]  一群在罪惡當中的人
[00:06:29.480 --> 00:06:30.380]  在罪裡面的人
[00:06:30.380 --> 00:06:31.980]  他的眼睛是瞎了的
[00:06:31.980 --> 00:06:33.880]  他的眼睛瞎了是看不到
[00:06:33.880 --> 00:06:35.280]  看不到耶穌是誰
[00:06:35.280 --> 00:06:37.980]  更加聽不到耶穌的教訓
[00:06:37.980 --> 00:06:41.780]  只有那些被聖靈開啟
[00:06:41.780 --> 00:06:43.680]  蒙上帝的教訓
[00:06:43.680 --> 00:06:45.380]  重生了的人
[00:06:45.380 --> 00:06:46.980]  得到新的生命的人
[00:06:46.980 --> 00:06:47.980]  也都認識
[00:06:47.980 --> 00:06:51.980]  唯有耶穌是道路真理生命的那一位
[00:06:51.980 --> 00:06:53.480]  唯一的道路
[00:06:53.480 --> 00:06:55.580]  去到上帝身邊的那一位
[00:06:55.580 --> 00:06:56.680]  這一群人
[00:06:56.680 --> 00:06:58.780]  才知道耶穌的身份
[00:06:58.780 --> 00:07:02.480]  才知道耶穌來做什麼事情
[00:07:02.480 --> 00:07:06.380]  其他仍然在罪惡當中的人是看不到的
[00:07:06.380 --> 00:07:10.780]  在這24節裡面
[00:07:10.780 --> 00:07:15.280]  約翰說出罪的最根本的意思
[00:07:15.280 --> 00:07:17.780]  不是指道德上
[00:07:17.780 --> 00:07:19.780]  不單止是指道德上的罪
[00:07:19.780 --> 00:07:22.480]  最大的罪是不信的罪
[00:07:22.480 --> 00:07:23.280]  是因為不信
[00:07:23.280 --> 00:07:24.180]  不信上帝
[00:07:24.180 --> 00:07:26.880]  也都不信耶穌就是上帝
[00:07:26.880 --> 00:07:27.980]  差別來的那一位
[00:07:27.980 --> 00:07:31.080]  或者不信耶穌就是上帝
[00:07:31.080 --> 00:07:33.280]  所以不信這個罪
[00:07:33.280 --> 00:07:34.580]  是最根本的
[00:07:34.580 --> 00:07:35.680]  在約翰說
[00:07:35.680 --> 00:07:37.680]  所以當你不信的時候
[00:07:37.680 --> 00:07:39.680]  你就必死在罪中
[00:07:39.680 --> 00:07:41.180]  耶穌在這裡說
[00:07:41.180 --> 00:07:45.180]  在罪中的唯一的出路是什麼呢
[00:07:45.180 --> 00:07:46.980]  就是一個真實的信心
[00:07:46.980 --> 00:07:48.580]  在這個條件裡面
[00:07:48.580 --> 00:07:52.980]  人才不會死在罪的當中
[00:07:52.980 --> 00:07:54.080]  所以耶穌在這裡說
[00:07:54.080 --> 00:07:56.280]  你們不信我是
[00:07:56.280 --> 00:07:58.680]  在《和學本》的文件裡面
[00:07:58.680 --> 00:07:59.880]  有多多多幾個字
[00:07:59.880 --> 00:08:01.380]  就是說在原來的文件裡面
[00:08:01.380 --> 00:08:03.380]  就沒有基督兩個字
[00:08:03.380 --> 00:08:05.680]  這個我是在《舊約聖經》裡面
[00:08:05.680 --> 00:08:09.080]  通常都是用在上帝自己的自稱
[00:08:09.080 --> 00:08:10.380]  我是哪一個呢
[00:08:10.380 --> 00:08:13.680]  我就是過去怎樣照顧你們
[00:08:13.680 --> 00:08:15.280]  將來怎樣照顧你們
[00:08:15.280 --> 00:08:18.280]  現在都是照顧你們的那個上帝
[00:08:18.280 --> 00:08:20.580]  我就是那個了
[00:08:20.580 --> 00:08:22.480]  所以這個字
[00:08:22.480 --> 00:08:24.680]  耶穌用在自己身上的時候
[00:08:24.680 --> 00:08:26.980]  其實就是祂的自稱
[00:08:26.980 --> 00:08:29.980]  祂自己就是那個上帝
[00:08:29.980 --> 00:08:33.180]  在《約翰福音》裡面很強調
[00:08:33.180 --> 00:08:37.680]  耶穌和神有完全的神性
[00:08:37.680 --> 00:08:40.680]  就是耶穌和父神有完全的神性
[00:08:40.680 --> 00:08:42.280]  但是
[00:08:42.280 --> 00:08:43.580]  父神歸父神
[00:08:43.580 --> 00:08:44.980]  聖子歸聖子
[00:08:44.980 --> 00:08:47.080]  也都分開去描述
[00:08:47.080 --> 00:08:50.780]  這個是《約翰福音》很強的特徵
[00:08:50.780 --> 00:08:51.780]  接著
[00:08:51.780 --> 00:08:53.580]  當耶穌這樣說之後
[00:08:53.580 --> 00:08:55.780]  人們就再次想去澄清
[00:08:55.780 --> 00:08:58.180]  你是在說什麼
[00:08:58.180 --> 00:09:01.180]  你是不是說你是哪一個
[00:09:01.180 --> 00:09:02.580]  你就是那個上帝
[00:09:02.580 --> 00:09:05.280]  他們想確定耶穌說的這句話
[00:09:05.280 --> 00:09:07.980]  所以25-26節他們這樣追問耶穌
[00:09:07.980 --> 00:09:09.380]  他們就問祂說
[00:09:09.380 --> 00:09:10.480]  你是誰
[00:09:10.480 --> 00:09:12.780]  耶穌對他們說
[00:09:12.780 --> 00:09:16.280]  我就是我從起初所告訴你們的
[00:09:16.280 --> 00:09:18.380]  我有許多事講論你們
[00:09:18.380 --> 00:09:19.380]  判斷你們
[00:09:19.380 --> 00:09:21.580]  但猜我來的是真的
[00:09:21.580 --> 00:09:23.580]  我在他那裡所聽見的
[00:09:23.580 --> 00:09:25.580]  我就全給世人
[00:09:25.580 --> 00:09:26.480]  在這裡
[00:09:26.480 --> 00:09:27.980]  耶穌可以繼續說
[00:09:27.980 --> 00:09:28.880]  我是哪一個呢
[00:09:28.880 --> 00:09:29.680]  我是
[00:09:29.680 --> 00:09:31.980]  我就是起初跟你們說
[00:09:31.980 --> 00:09:33.580]  我是哪一個
[00:09:33.580 --> 00:09:35.580]  我要做什麼事情的
[00:09:35.580 --> 00:09:36.580]  那一位
[00:09:36.580 --> 00:09:37.780]  就是說耶穌說
[00:09:37.780 --> 00:09:39.680]  我由開始到現在
[00:09:39.680 --> 00:09:40.480]  到我死
[00:09:40.480 --> 00:09:41.780]  我所講論的
[00:09:41.780 --> 00:09:43.180]  都是一致的
[00:09:43.180 --> 00:09:44.580]  一開始已經說
[00:09:44.580 --> 00:09:45.680]  我來到
[00:09:45.680 --> 00:09:46.680]  傳講
[00:09:46.680 --> 00:09:48.480]  天父的一個
[00:09:48.480 --> 00:09:49.680]  救恩的信息
[00:09:49.680 --> 00:09:50.680]  天國近了
[00:09:50.680 --> 00:09:52.180]  你們應當悔改
[00:09:52.180 --> 00:09:55.580]  亦都藉著不同的神蹟騎士證明自己的身份
[00:09:55.580 --> 00:09:57.280]  來自於上帝
[00:09:57.280 --> 00:09:59.080]  上帝差派來
[00:09:59.080 --> 00:09:59.980]  所以
[00:09:59.980 --> 00:10:01.080]  耶穌在這裡說
[00:10:01.080 --> 00:10:02.480]  我的宣講
[00:10:02.480 --> 00:10:03.680]  我的教訓
[00:10:03.680 --> 00:10:05.180]  是前後一致
[00:10:05.180 --> 00:10:07.080]  絕無矛盾
[00:10:07.080 --> 00:10:07.980]  接著
[00:10:07.980 --> 00:10:09.280]  耶穌繼續說
[00:10:09.280 --> 00:10:10.580]  我所講的
[00:10:10.580 --> 00:10:12.280]  不是出於自己
[00:10:12.280 --> 00:10:14.980]  那個差派我來的那一位
[00:10:14.980 --> 00:10:15.680]  他叫我講的
[00:10:15.680 --> 00:10:16.880]  我聽見什麼
[00:10:16.880 --> 00:10:17.780]  他叫我講什麼
[00:10:17.780 --> 00:10:18.980]  我就講了
[00:10:18.980 --> 00:10:19.880]  所以
[00:10:19.880 --> 00:10:20.580]  聽見什麼
[00:10:20.580 --> 00:10:21.580]  講什麼呢
[00:10:21.580 --> 00:10:23.680]  就是講論世人的罪
[00:10:23.680 --> 00:10:24.980]  所以他的講論
[00:10:24.980 --> 00:10:26.680]  一定是針對
[00:10:26.680 --> 00:10:27.580]  可以說
[00:10:27.580 --> 00:10:28.480]  世人的罪
[00:10:28.480 --> 00:10:29.780]  世人的罪惡
[00:10:29.780 --> 00:10:30.480]  所以
[00:10:30.480 --> 00:10:31.980]  世人必定恨他
[00:10:31.980 --> 00:10:33.080]  就是一個
[00:10:33.080 --> 00:10:34.580]  這樣的原因
[00:10:34.580 --> 00:10:36.180]  當耶穌說
[00:10:36.180 --> 00:10:38.280]  那一個差派我來的
[00:10:38.280 --> 00:10:39.280]  叫我講的時候
[00:10:39.280 --> 00:10:40.480]  這一班的人
[00:10:40.480 --> 00:10:41.880]  真的不是很明白
[00:10:41.880 --> 00:10:44.780]  他們不知道耶穌所講的
[00:10:44.780 --> 00:10:46.780]  這個差派他來的
[00:10:46.780 --> 00:10:47.580]  耶穌的意思
[00:10:47.580 --> 00:10:48.480]  就是講到天父
[00:10:48.480 --> 00:10:49.080]  不過
[00:10:49.080 --> 00:10:50.280]  在那時候他們不是很明白
[00:10:50.280 --> 00:10:51.680]  所以27-29節
[00:10:51.680 --> 00:10:52.980]  他們這樣問問題
[00:10:52.980 --> 00:10:54.880]  耶穌繼續去解釋
[00:10:54.880 --> 00:10:56.080]  27節說
[00:10:56.080 --> 00:10:57.080]  他們不明白
[00:10:57.080 --> 00:10:59.280]  耶穌是指著父說的
[00:10:59.280 --> 00:11:00.680]  所以耶穌說
[00:11:00.680 --> 00:11:02.280]  你們舉起人質以後
[00:11:02.280 --> 00:11:03.680]  必知道我是基督
[00:11:03.680 --> 00:11:05.580]  並且知道我沒有一件事
[00:11:05.580 --> 00:11:07.280]  是憑著自己做的
[00:11:07.280 --> 00:11:08.580]  我說這些話
[00:11:08.580 --> 00:11:11.780]  乃是照父所教訓我的
[00:11:11.780 --> 00:11:12.880]  那差派我來的
[00:11:12.880 --> 00:11:14.580]  是與我同在
[00:11:14.580 --> 00:11:17.180]  他沒有撇下我獨自在這裡
[00:11:17.180 --> 00:11:20.380]  因為我常做他所喜悅的事
[00:11:20.380 --> 00:11:22.180]  耶穌在這裡
[00:11:22.180 --> 00:11:24.180]  再去解釋一件事
[00:11:24.180 --> 00:11:25.180]  就是
[00:11:25.180 --> 00:11:28.480]  你們什麼時候清楚知道我的身份呢
[00:11:28.480 --> 00:11:31.380]  就是當我被舉起的時候
[00:11:31.380 --> 00:11:33.880]  舉起是指被釘十字架的時候
[00:11:33.880 --> 00:11:36.080]  人質是指自己
[00:11:36.080 --> 00:11:38.380]  他說當我被釘十字架的時候
[00:11:38.380 --> 00:11:40.680]  你們就知道我的身份
[00:11:40.680 --> 00:11:41.580]  你們都知道
[00:11:41.580 --> 00:11:44.180]  我所做的一切是照父神去做
[00:11:44.180 --> 00:11:45.280]  耶穌再解釋
[00:11:45.280 --> 00:11:47.180]  那位差派我來的是誰呢
[00:11:47.180 --> 00:11:48.380]  就是天父
[00:11:48.380 --> 00:11:51.080]  是天父叫我去說的話
[00:11:51.080 --> 00:11:52.380]  天父叫我做的事
[00:11:52.380 --> 00:11:55.480]  我完全地跟著去做
[00:11:55.480 --> 00:11:56.380]  所以
[00:11:56.380 --> 00:11:58.880]  耶穌在這裡的解釋就是
[00:11:58.880 --> 00:12:01.380]  當他被釘十字架的時候
[00:12:01.380 --> 00:12:03.680]  他的身份會完全地顯露
[00:12:03.680 --> 00:12:05.180]  他的榮耀
[00:12:05.180 --> 00:12:08.980]  或上帝的榮耀也都完全地去彰顯
[00:12:08.980 --> 00:12:10.280]  所以十字架
[00:12:10.280 --> 00:12:12.980]  被釘十字架其中一個功用
[00:12:12.980 --> 00:12:16.180]  其實就顯明耶穌的身份顯明了出來
[00:12:16.180 --> 00:12:16.980]  那時
[00:12:16.980 --> 00:12:17.980]  猶太人
[00:12:17.980 --> 00:12:18.780]  可以說
[00:12:18.780 --> 00:12:20.080]  民族就知道
[00:12:20.080 --> 00:12:23.980]  這一位就是上帝差派來的救主
[00:12:23.980 --> 00:12:25.280]  耶穌繼續去說
[00:12:25.280 --> 00:12:27.880]  他說沒有一句話是自己說的
[00:12:27.880 --> 00:12:29.480]  是上帝叫我說的
[00:12:29.480 --> 00:12:31.080]  我就去說
[00:12:31.080 --> 00:12:32.580]  所以耶穌在這裡去說
[00:12:32.580 --> 00:12:33.980]  他由一出生
[00:12:33.980 --> 00:12:35.280]  到他出來侍奉
[00:12:35.280 --> 00:12:36.780]  到他行很多神蹟
[00:12:36.780 --> 00:12:37.780]  到他不同的教導
[00:12:37.780 --> 00:12:38.780]  到他被釘十字架
[00:12:38.780 --> 00:12:39.980]  整個過程
[00:12:39.980 --> 00:12:43.580]  都是朝向最終極的這個方向
[00:12:43.580 --> 00:12:44.680]  被釘十字架
[00:12:44.680 --> 00:12:46.280]  一路一路前進
[00:12:46.280 --> 00:12:48.480]  而整個方向
[00:12:48.480 --> 00:12:50.080]  或整個目標
[00:12:50.080 --> 00:12:52.580]  都是上帝的心意
[00:12:52.580 --> 00:12:53.880]  耶穌是很清楚
[00:12:53.880 --> 00:12:56.380]  一開始就已經
[00:12:56.380 --> 00:12:57.980]  上帝的同在
[00:12:57.980 --> 00:13:00.380]  或者他照上帝的吩咐去做
[00:13:00.380 --> 00:13:01.980]  可以說
[00:13:01.980 --> 00:13:03.180]  用我們的話去說
[00:13:03.180 --> 00:13:04.180]  他一出生
[00:13:04.180 --> 00:13:05.080]  到他死亡
[00:13:05.080 --> 00:13:06.380]  都已經很清楚
[00:13:06.380 --> 00:13:08.380]  這個內容
[00:13:08.380 --> 00:13:09.280]  甚至
[00:13:09.280 --> 00:13:10.780]  當他被釘十字架
[00:13:10.780 --> 00:13:12.580]  前一天的晚上
[00:13:12.580 --> 00:13:15.380]  他在喀西瑪利園的祈禱
[00:13:15.380 --> 00:13:16.380]  如果大家還記得
[00:13:16.380 --> 00:13:18.580]  他在喀西瑪利園祈禱的時候
[00:13:18.580 --> 00:13:19.180]  他說
[00:13:19.180 --> 00:13:19.880]  父啊
[00:13:19.880 --> 00:13:22.080]  如果這個虎杯可以挪開
[00:13:22.080 --> 00:13:23.880]  求你挪開
[00:13:23.880 --> 00:13:25.980]  這個虎杯就是被釘十字架
[00:13:25.980 --> 00:13:28.780]  然後他說
[00:13:28.780 --> 00:13:30.880]  但是如果這個是你的意思
[00:13:30.880 --> 00:13:32.880]  我就繼續前行
[00:13:32.880 --> 00:13:35.380]  去走上這個十字架的道路
[00:13:35.380 --> 00:13:37.080]  所以耶穌的一生
[00:13:37.080 --> 00:13:38.080]  都可以說
[00:13:38.080 --> 00:13:41.280]  他是做上帝所喜悅的事
[00:13:41.280 --> 00:13:42.680]  他一生裏面
[00:13:42.680 --> 00:13:45.080]  就是完成天父的旨意
[00:13:45.080 --> 00:13:47.480]  他講完這些講論之後
[00:13:47.480 --> 00:13:48.880]  三十節
[00:13:48.880 --> 00:13:51.180]  接著就看群眾有個反應
[00:13:51.180 --> 00:13:52.480]  群眾在說
[00:13:52.480 --> 00:13:53.980]  耶穌說這話的時候
[00:13:53.980 --> 00:13:56.380]  就有許多人信他
[00:13:56.380 --> 00:13:58.480]  耶穌講完這些話之後
[00:13:58.480 --> 00:14:01.180]  很多人就相信他了
[00:14:01.180 --> 00:14:03.780]  在耶穌的讓風裏面
[00:14:03.780 --> 00:14:04.880]  都很需要記載
[00:14:04.880 --> 00:14:07.280]  當耶穌行了一些神蹟
[00:14:07.280 --> 00:14:09.380]  當時耶穌講了一些講論之後
[00:14:09.380 --> 00:14:11.480]  有一群人就相信了他
[00:14:11.480 --> 00:14:14.680]  但是再去看這些人的
[00:14:14.680 --> 00:14:16.480]  相信是甚麼呢
[00:14:16.480 --> 00:14:18.680]  這群人的相信之後發覺
[00:14:18.680 --> 00:14:21.480]  不是一個真實的相信
[00:14:21.480 --> 00:14:24.380]  他們之後一個一個的離開
[00:14:24.380 --> 00:14:25.880]  現在在這一刻裏面
[00:14:25.880 --> 00:14:27.780]  這群人同樣聽見耶穌
[00:14:27.780 --> 00:14:29.380]  講了一些說話
[00:14:29.380 --> 00:14:30.680]  一些教導
[00:14:30.680 --> 00:14:32.080]  接著就有些人相信他
[00:14:32.080 --> 00:14:33.280]  究竟這些信心
[00:14:33.280 --> 00:14:35.280]  是甚麼信心呢
[00:14:35.280 --> 00:14:36.780]  接著在下文裏面
[00:14:36.780 --> 00:14:38.180]  繼續去解釋
[00:14:38.180 --> 00:14:39.080]  繼續去講
[00:14:39.080 --> 00:14:40.180]  這群人的信心
[00:14:40.180 --> 00:14:42.780]  究竟是甚麼信心
[00:14:42.780 --> 00:14:44.780]  在這十一節的經文裏面
[00:14:44.780 --> 00:14:46.980]  基本上我們很快的
[00:14:46.980 --> 00:14:49.180]  看到耶穌的教導
[00:14:49.180 --> 00:14:50.280]  在教導裏面
[00:14:50.280 --> 00:14:52.580]  究竟對我們有甚麼
[00:14:52.580 --> 00:14:55.080]  見到的地方或學習的地方呢
[00:14:55.080 --> 00:14:56.080]  在這段經文裏面
[00:14:56.080 --> 00:14:57.580]  其實有基督教裏面
[00:14:57.580 --> 00:14:59.180]  很重要的信仰
[00:14:59.180 --> 00:15:00.580]  大家留心聽
[00:15:00.580 --> 00:15:02.480]  甚麼是信耶穌
[00:15:02.480 --> 00:15:05.080]  甚麼是福音
[00:15:05.080 --> 00:15:06.380]  在這裏第一個講
[00:15:06.380 --> 00:15:08.180]  就是很清楚的去講
[00:15:08.180 --> 00:15:09.180]  就是耶穌講
[00:15:09.180 --> 00:15:10.480]  我是從上頭來的
[00:15:10.480 --> 00:15:12.180]  你們是屬地
[00:15:12.180 --> 00:15:13.380]  屬世界的
[00:15:13.380 --> 00:15:14.780]  是講到人在
[00:15:14.780 --> 00:15:17.480]  罪惡世界裏面的事實
[00:15:17.480 --> 00:15:18.780]  這個罪惡世界是怎麼來的呢
[00:15:18.780 --> 00:15:20.780]  如果從聖經的角度去理解
[00:15:20.780 --> 00:15:22.180]  上帝創造了亞當
[00:15:22.180 --> 00:15:23.380]  創造了夏娃
[00:15:23.380 --> 00:15:24.680]  接著
[00:15:24.680 --> 00:15:27.380]  讓亞當夏娃在伊甸園裏面去生活
[00:15:27.380 --> 00:15:28.580]  就跟亞當講
[00:15:28.580 --> 00:15:29.680]  伊甸園
[00:15:29.680 --> 00:15:31.180]  每一個果子你都可以吃
[00:15:31.180 --> 00:15:33.480]  唯獨分辨善惡
[00:15:33.480 --> 00:15:35.080]  分辨善惡樹的果子
[00:15:35.080 --> 00:15:36.780]  你不可以吃
[00:15:36.780 --> 00:15:39.080]  你吃的日子你必定死
[00:15:39.080 --> 00:15:42.180]  接著亞當就運他的自由
[00:15:42.180 --> 00:15:44.080]  可以說是選擇不信神
[00:15:44.080 --> 00:15:45.380]  不跟從神
[00:15:45.380 --> 00:15:48.380]  所以死亡就來臨了人間
[00:15:48.380 --> 00:15:50.380]  死亡包括哪幾方面呢
