
[00:00:00.000 --> 00:00:06.000]  今天我們所要領授的信息是《師徒行傳》的真理
[00:04:44.000 --> 00:04:47.000]  這正是初期的教會
[00:04:47.000 --> 00:04:51.000]  在聖靈充滿的時候所經歷的事實
[00:04:51.000 --> 00:04:58.000]  過去他們是軟弱的、懼怕的、後退的、隱藏的
[00:04:58.000 --> 00:05:02.000]  但是現在聖靈的能力降臨在他們身上
[00:05:02.000 --> 00:05:06.000]  他們的生命發生巨大的變化
[00:05:06.000 --> 00:05:08.000]  一切都強化了
[00:05:08.000 --> 00:05:11.000]  這個時候他們有強有力的信心
[00:05:11.000 --> 00:05:13.000]  他們有強有力的禱告
[00:05:13.000 --> 00:05:15.000]  他們有強有力的愛心
[00:05:15.000 --> 00:05:17.000]  他們強有力的熱心
[00:05:17.000 --> 00:05:20.000]  爲主耶穌做見證
[00:05:20.000 --> 00:05:23.000]  證明他是由死復活的基督
[00:05:23.000 --> 00:05:25.000]  是神的兒子
[00:05:25.000 --> 00:05:29.000]  是神爲人類所預備的救主
[00:05:29.000 --> 00:05:33.000]  聖靈降臨的時候的第三種現象
[00:05:33.000 --> 00:05:38.000]  就是由舌頭好像火焰一樣顯現出來
[00:05:38.000 --> 00:05:44.000]  分開落在當時在場的個人的頭上
[00:05:44.000 --> 00:05:46.000]  如火焰的舌頭
[00:05:46.000 --> 00:05:50.000]  這是代表活熱的見證的口
[00:05:50.000 --> 00:05:55.000]  聖靈一降臨在當時的弟兄姊妹們身上
[00:05:55.000 --> 00:05:59.000]  他們立刻心裏充滿了熱心
[00:05:59.000 --> 00:06:01.000]  開始做見證
[00:06:01.000 --> 00:06:03.000]  毫無懼怕
[00:06:03.000 --> 00:06:08.000]  他們的見證真是好像火一樣的燃燒開來
[00:06:08.000 --> 00:06:09.000]  燒到哪裏
[00:06:09.000 --> 00:06:12.000]  哪裏就有人歸向主
[00:06:12.000 --> 00:06:16.000]  他們不是冷冷淡淡的
[00:06:16.000 --> 00:06:19.000]  膽膽怯怯的來做見證
[00:06:19.000 --> 00:06:21.000]  他們是活熱的心
[00:06:21.000 --> 00:06:24.000]  活熱的口來做見證
[00:06:24.000 --> 00:06:26.000]  所以大有能力
[00:06:26.000 --> 00:06:29.000]  使聽見的人都受感動
[00:06:29.000 --> 00:06:32.000]  而悔改接受主耶穌
[00:06:32.000 --> 00:06:35.000]  無心節聖靈降臨的時候
[00:06:35.000 --> 00:06:40.000]  的第四種的現象是很特別的
[00:06:40.000 --> 00:06:44.000]  就是他們說起方言來
[00:06:44.000 --> 00:06:47.000]  方言就是別國的話
[00:06:47.000 --> 00:06:51.000]  在這一段裏面向我們解釋清楚
[00:06:51.000 --> 00:06:54.000]  這些被聖靈充滿的人
[00:06:54.000 --> 00:06:56.000]  講起別國的話來
[00:06:56.000 --> 00:06:58.000]  就是方言
[00:06:58.000 --> 00:07:00.000]  這是什麼意思呢?
[00:07:00.000 --> 00:07:03.000]  這是一個榮耀的預表
[00:07:03.000 --> 00:07:05.000]  意思就是說
[00:07:05.000 --> 00:07:10.000]  當聖靈的能力臨到門徒身上的時候
[00:07:10.000 --> 00:07:14.000]  他們就把福音開始傳遍天下
[00:07:14.000 --> 00:07:19.000]  傳到講各種不同的語言的人中間去
[00:07:19.000 --> 00:07:22.000]  這是將來要完成的事
[00:07:22.000 --> 00:07:25.000]  當時不過是剛剛開始
[00:07:25.000 --> 00:07:31.000]  但是神一開始就先給門徒一個預表
[00:07:31.000 --> 00:07:36.000]  表明聖靈的能力使用一般的門徒
[00:07:36.000 --> 00:07:40.000]  使他們能夠把福音傳遍世界
[00:07:40.000 --> 00:07:45.000]  將來要成的事提早顯明出來
[00:07:45.000 --> 00:07:48.000]  這是一個事先的成功的保證
[00:07:48.000 --> 00:07:50.000]  在這個保證之下
[00:07:50.000 --> 00:07:53.000]  門徒的信心也加強了
[00:07:53.000 --> 00:07:55.000]  今天我們回頭看的時候
[00:07:55.000 --> 00:07:58.000]  再讀到這一段經文的記載
[00:07:58.000 --> 00:08:02.000]  也對我們的信心大有幫助
[00:08:02.000 --> 00:08:03.000]  我們感謝主
[00:08:03.000 --> 00:08:06.000]  神的計劃必然成就
[00:08:06.000 --> 00:08:07.000]  你看
[00:08:07.000 --> 00:08:10.000]  主耶穌曾經對門徒說
[00:08:10.000 --> 00:08:14.000]  「但聖靈降臨在你們身上
[00:08:14.000 --> 00:08:16.000]  你們就必得到能力
[00:08:16.000 --> 00:08:19.000]  從耶路撒冷直到地級
[00:08:19.000 --> 00:08:21.000]  做我的見證」
[00:08:21.000 --> 00:08:24.000]  主耶穌說這個話的時候
[00:08:24.000 --> 00:08:26.000]  事情還沒有成就
[00:08:26.000 --> 00:08:29.000]  但是到了無心節降臨
[00:08:29.000 --> 00:08:30.000]  無心節來到
[00:08:30.000 --> 00:08:32.000]  聖靈降臨
[00:08:32.000 --> 00:08:34.000]  門徒被聖靈充滿
[00:08:34.000 --> 00:08:36.000]  說起放宴來
[00:08:36.000 --> 00:08:38.000]  就是進一步的表明
[00:08:38.000 --> 00:08:43.000]  神的計劃正在逐步的應驗成就
[00:08:43.000 --> 00:08:46.000]  今天我們回頭看
[00:08:46.000 --> 00:08:48.000]  更多的看見
[00:08:48.000 --> 00:08:50.000]  更清楚的看見
[00:08:50.000 --> 00:08:52.000]  更確實的看見
[00:08:52.000 --> 00:08:54.000]  主耶穌基督講的話
[00:08:54.000 --> 00:08:55.000]  一點沒有錯
[00:08:55.000 --> 00:08:57.000]  神預先的保證
[00:08:57.000 --> 00:08:59.000]  一點沒有錯
[00:08:59.000 --> 00:09:03.000]  在過去的差不多兩千年裏面
[00:09:03.000 --> 00:09:06.000]  一經因爲聖靈的作爲
[00:09:06.000 --> 00:09:09.000]  把福音傳遍了地級
[00:09:09.000 --> 00:09:12.000]  我們一看見這些事實
[00:09:12.000 --> 00:09:15.000]  立刻讓我們的信心得到復興
[00:09:15.000 --> 00:09:17.000]  得到堅固
[00:09:17.000 --> 00:09:20.000]  因此我們可以一無懼怕
[00:09:20.000 --> 00:09:22.000]  勇往直前
[00:09:22.000 --> 00:09:24.000]  依靠聖靈的能力
[00:09:24.000 --> 00:09:26.000]  廣傳福音
[00:09:26.000 --> 00:09:29.000]  什麼都不能夠攔住福音的廣傳
[00:09:29.000 --> 00:09:34.000]  無論什麼都不能夠破壞神的計劃的完成
[00:09:34.000 --> 00:09:36.000]  祂坐在寶座上
[00:09:36.000 --> 00:09:37.000]  祂是初
[00:09:37.000 --> 00:09:38.000]  祂是中
[00:09:38.000 --> 00:09:40.000]  祂是阿拉伐
[00:09:40.000 --> 00:09:41.000]  祂是阿美加
[00:09:41.000 --> 00:09:44.000]  祂所預定的一切
[00:09:44.000 --> 00:09:46.000]  到了祂的時候
[00:09:46.000 --> 00:09:49.000]  必定按照祂所定的方式
[00:09:49.000 --> 00:09:51.000]  完完全全地成就
[00:09:51.000 --> 00:09:53.000]  絲毫不會落空
[00:09:53.000 --> 00:09:58.000]  這是我們在歷史裏面看見的證據
[00:09:58.000 --> 00:10:00.000]  成爲我們內心的
[00:10:00.000 --> 00:10:02.000]  書靈的把握
[00:10:02.000 --> 00:10:06.000]  因此讓我們信心百倍
[00:10:06.000 --> 00:10:08.000]  我們直起脊椎
[00:10:08.000 --> 00:10:11.000]  爲了主耶穌基督做見證
[00:10:11.000 --> 00:10:16.000]  把福音傳到所有的人中間去
[00:10:16.000 --> 00:10:21.000]  好,這是聖靈的作爲的第一方面
[00:10:21.000 --> 00:10:22.000]  第二方面
[00:10:22.000 --> 00:10:28.000]  記載在《石頭行傳》第二章四十一節
[00:10:28.000 --> 00:10:31.000]  和四章四節
[00:10:31.000 --> 00:10:34.000]  這兩處的經文告訴我們
[00:10:34.000 --> 00:10:37.000]  當日彼得被聖靈充滿的時候
[00:10:37.000 --> 00:10:41.000]  他一次講到就有三千人悔改歸族
[00:10:41.000 --> 00:10:43.000]  加入了教會
[00:10:43.000 --> 00:10:48.000]  他第二次講到就有五千人信主悔改
[00:10:48.000 --> 00:10:50.000]  加入教會
[00:10:50.000 --> 00:10:52.000]  這就叫我們清楚地看見
[00:10:52.000 --> 00:10:56.000]  聖靈的能力是何等的浩大
[00:10:56.000 --> 00:10:59.000]  雖然當時的人心很剛硬
[00:10:59.000 --> 00:11:01.000]  那些猶太人
[00:11:01.000 --> 00:11:03.000]  他們原來是
[00:11:03.000 --> 00:11:07.000]  逼迫對耶穌基督的信仰的
[00:11:07.000 --> 00:11:11.000]  但是因爲聖靈的作爲和感動
[00:11:11.000 --> 00:11:13.000]  這些原來心裏剛硬的人
[00:11:13.000 --> 00:11:15.000]  聽見了福音
[00:11:15.000 --> 00:11:16.000]  就能夠悔改
[00:11:16.000 --> 00:11:17.000]  相信
[00:11:17.000 --> 00:11:18.000]  受洗
[00:11:18.000 --> 00:11:20.000]  加入教會
[00:11:20.000 --> 00:11:22.000]  這真是一件奇妙的事
[00:11:22.000 --> 00:11:25.000]  讓我們進一步地看見
[00:11:25.000 --> 00:11:28.000]  聖靈的能力的彰顯
[00:11:28.000 --> 00:11:31.000]  今天如果我們願望看見
[00:11:31.000 --> 00:11:33.000]  更多的人歸向主
[00:11:33.000 --> 00:11:38.000]  我們也必須追求聖靈更大的作爲
[00:11:38.000 --> 00:11:41.000]  在我們身上彰顯出來
[00:11:41.000 --> 00:11:44.000]  我們要爲這件事多多地禱告
[00:11:44.000 --> 00:11:48.000]  祈求神會按照我們的心心
[00:11:48.000 --> 00:11:52.000]  來賜下聖靈的更大的作爲
[00:11:52.000 --> 00:11:54.000]  在這個時代裏面
[00:11:54.000 --> 00:11:56.000]  清楚地彰顯出來
[00:11:56.000 --> 00:12:00.000]  聖靈的作爲已經在好些地方顯明瞭
[00:12:00.000 --> 00:12:01.000]  但是
[00:12:01.000 --> 00:12:04.000]  神的能力是無限的
[00:12:04.000 --> 00:12:08.000]  神的作爲還能夠更加廣闊地鮮明
[00:12:08.000 --> 00:12:10.000]  讓我們繼續禱告
[00:12:10.000 --> 00:12:12.000]  繼續仰望
[00:12:12.000 --> 00:12:13.000]  繼續依靠
[00:12:13.000 --> 00:12:18.000]  繼續知取聖靈無限的能力
[00:12:18.000 --> 00:12:20.000]  第三
[00:12:20.000 --> 00:12:25.000]  是記載在《石頭行傳》四章第八節
[00:12:25.000 --> 00:12:26.000]  在這裏說
[00:12:26.000 --> 00:12:29.000]  彼得被聖靈充滿的時候
[00:12:29.000 --> 00:12:34.000]  他就一無懼怕地做見證
[00:12:34.000 --> 00:12:37.000]  他站在衆靈秀的面前
[00:12:37.000 --> 00:12:40.000]  爲主做了美好的見證
[00:12:40.000 --> 00:12:44.000]  他說:除他以外別無拯救
[00:12:44.000 --> 00:12:47.000]  這是四章十二節所說的
[00:12:47.000 --> 00:12:52.000]  在四章二十節又這樣記載彼得的話說
[00:12:52.000 --> 00:12:55.000]  我們所看見、所聽見的
[00:12:55.000 --> 00:12:57.000]  不能不說
[00:12:57.000 --> 00:13:00.000]  在四章三十一節又說
[00:13:00.000 --> 00:13:02.000]  他們被聖靈充滿
[00:13:02.000 --> 00:13:06.000]  就放膽講論神的道
[00:13:06.000 --> 00:13:07.000]  聖靈充滿
[00:13:07.000 --> 00:13:10.000]  使人勇敢爲主做見證
[00:13:10.000 --> 00:13:12.000]  毫無懼怕
[00:13:12.000 --> 00:13:16.000]  聖靈的第四方面的作爲
[00:13:16.000 --> 00:13:22.000]  就是記載在四章三十一節到三十七節裏面
[00:13:22.000 --> 00:13:23.000]  三十一節提到
[00:13:23.000 --> 00:13:25.000]  門徒禱告完了
[00:13:25.000 --> 00:13:29.000]  被聖靈充滿跟着就記載
[00:13:29.000 --> 00:13:34.000]  門徒將一切奉獻給主來使用
[00:13:34.000 --> 00:13:38.000]  結果聖躬大大的發展
[00:13:38.000 --> 00:13:43.000]  巴拿巴所做的就是一個最明顯的例子
[00:13:43.000 --> 00:13:48.000]  聖靈作爲的第五方面的表現
[00:13:48.000 --> 00:13:52.000]  就是聖靈潔淨教會
[00:13:52.000 --> 00:13:56.000]  記載在第五章第三節
[00:13:56.000 --> 00:14:01.000]  當時耶路撒冷的教會被聖靈充滿
[00:14:01.000 --> 00:14:06.000]  因此一切的罪惡都被鮮明出來
[00:14:06.000 --> 00:14:10.000]  當亞當尼亞和他的妻子撒菲拉
[00:14:10.000 --> 00:14:12.000]  被撒旦充滿他們的心
[00:14:12.000 --> 00:14:15.000]  而欺胡聖靈的時候
[00:14:15.000 --> 00:14:18.000]  聖靈立刻實行審判
[00:14:18.000 --> 00:14:23.000]  把他們的詭詐的作爲鮮明出來
[00:14:23.000 --> 00:14:25.000]  在衆教會的面前
[00:14:25.000 --> 00:14:28.000]  鮮明神的公義的審判
[00:14:28.000 --> 00:14:30.000]  領導他們
[00:14:30.000 --> 00:14:32.000]  這樣教會就得到了潔淨
[00:14:32.000 --> 00:14:37.000]  衆人就都恢復了敬畏神的心
[00:14:37.000 --> 00:14:41.000]  這件事表面看好像有點過分的嚴厲
[00:14:41.000 --> 00:14:43.000]  但是我們不要忘記
[00:14:43.000 --> 00:14:46.000]  當時教會剛剛建立
[00:14:46.000 --> 00:14:48.000]  必須有一個很美好的
[00:14:48.000 --> 00:14:50.000]  堅強的屬靈的基礎
[00:14:50.000 --> 00:14:53.000]  在這個打根基的時候
[00:14:53.000 --> 00:14:57.000]  神必須要賞法分靈
[00:14:57.000 --> 00:15:01.000]  把祂的旨意充分的彰顯出來
[00:15:01.000 --> 00:15:04.000]  這樣做才能夠使教會
[00:15:04.000 --> 00:15:07.000]  有一個清清楚楚的認識
[00:15:07.000 --> 00:15:12.000]  以後就走在一個敬畏神的正確的路上
[00:15:12.000 --> 00:15:15.000]  爲了將來教會的前途
[00:15:15.000 --> 00:15:20.000]  神不得不這樣實行公義的審判
[00:15:20.000 --> 00:15:23.000]  神不是每一次都這樣做
[00:15:23.000 --> 00:15:27.000]  但是在當時神必須那樣做
[00:15:27.000 --> 00:15:29.000]  因爲那是需要的
[00:15:29.000 --> 00:15:34.000]  聖靈的作爲的第六方面的表現就是
[00:15:34.000 --> 00:15:36.000]  在初期的教會里面
[00:15:36.000 --> 00:15:39.000]  原來是沒有組織的
[00:15:39.000 --> 00:15:42.000]  後來師徒們發現
[00:15:42.000 --> 00:15:48.000]  如果沒有人去照顧那些瓜父
[00:15:48.000 --> 00:15:53.000]  師徒們自己就要分神來照顧他們
[00:15:53.000 --> 00:15:57.000]  這樣做會影響師徒們最重要的工作
[00:15:57.000 --> 00:15:59.000]  就是祈禱和傳道
[00:15:59.000 --> 00:16:01.000]  因此他們發現了
[00:16:01.000 --> 00:16:04.000]  教會需要有更周密的
[00:16:04.000 --> 00:16:08.000]  正確的、適當的組織
[00:16:08.000 --> 00:16:13.000]  所以他們就按照聖靈的引導
[00:16:13.000 --> 00:16:18.000]  選出來知識來辦理教會的事務
[00:16:18.000 --> 00:16:22.000]  這些知識都是聖靈充滿的人
[00:16:22.000 --> 00:16:27.000]  這是第六章一節到六節所告訴我們的
[00:16:27.000 --> 00:16:33.000]  這些知識有三重的資格
[00:16:33.000 --> 00:16:34.000]  第一
[00:16:34.000 --> 00:16:37.000]  他們有美好的名聲
[00:16:37.000 --> 00:16:40.000]  這就表示他們的品格是好的
[00:16:40.000 --> 00:16:41.000]  第二
[00:16:41.000 --> 00:16:43.000]  他們滿有智慧
[00:16:43.000 --> 00:16:45.000]  他們會辦事
[00:16:45.000 --> 00:16:46.000]  第三
[00:16:46.000 --> 00:16:47.000]  他們被聖靈充滿
[00:16:47.000 --> 00:16:51.000]  這就表示他們的靈性是非常高超
[00:16:51.000 --> 00:16:55.000]  這是當時的知識們所有的資格
[00:16:55.000 --> 00:16:56.000]  今天
[00:16:56.000 --> 00:16:59.000]  所有在教會里面侍奉主的人
[00:16:59.000 --> 00:17:02.000]  也應該有同樣的資格
[00:17:02.000 --> 00:17:06.000]  我們在教會里面選舉知識的時候
[00:17:06.000 --> 00:17:09.000]  應該注意他們的蘇靈的資格
[00:17:09.000 --> 00:17:13.000]  過於任何其他的資格和地位
[00:17:13.000 --> 00:17:17.000]  這樣就符合了石頭形狀
[00:17:17.000 --> 00:17:21.000]  向我們顯示的蘇靈的原則
[00:17:21.000 --> 00:17:22.000]  有的時候
[00:17:22.000 --> 00:17:26.000]  有的教會在選舉領袖的時候
[00:17:26.000 --> 00:17:28.000]  用了俗世的標準
[00:17:28.000 --> 00:17:32.000]  結果就產生了很多的麻煩
[00:17:32.000 --> 00:17:35.000]  給撒旦留了餘地
[00:17:35.000 --> 00:17:38.000]  使他們有破壞教會的機會
[00:17:38.000 --> 00:17:40.000]  這是很可惜的
[00:17:40.000 --> 00:17:44.000]  如果我們能夠認定蘇靈的原則
[00:17:44.000 --> 00:17:46.000]  按照神的指示
[00:17:46.000 --> 00:17:48.000]  做神的工作
[00:17:48.000 --> 00:17:49.000]  這樣
[00:17:49.000 --> 00:17:52.000]  神必然祝福我們的工作
[00:17:52.000 --> 00:17:54.000]  讓祂的名得到榮耀
[00:17:54.000 --> 00:17:56.000]  讓教會進一步發展
[00:17:56.000 --> 00:17:58.000]  更有蘇靈的能力
[00:17:58.000 --> 00:18:01.000]  結出美好的果子來
[00:18:01.000 --> 00:18:04.000]  榮耀神的聖名
[00:18:04.000 --> 00:18:07.000]  今天我們從這一點
[00:18:07.000 --> 00:18:10.000]  學了很重要很寶貴的功課
[00:18:10.000 --> 00:18:13.000]  就是幫助我們把蘇靈的原則
[00:18:13.000 --> 00:18:16.000]  在我們每一間的教會里面
[00:18:16.000 --> 00:18:19.000]  運用實行出來
[00:18:19.000 --> 00:18:22.000]  聖靈作爲的第七方面
[00:18:22.000 --> 00:18:24.000]  就是
[00:18:24.000 --> 00:18:27.000]  當斯蒂凡被聖靈充滿的時候
[00:18:27.000 --> 00:18:32.000]  他就能夠勝過了對死的懼怕
[00:18:32.000 --> 00:18:36.000]  他的心裏充滿了對仇敵的愛心
[00:18:36.000 --> 00:18:39.000]  斯蒂凡是教會歷史裏面
[00:18:39.000 --> 00:18:41.000]  第一個尋道的人
[00:18:41.000 --> 00:18:44.000]  他的尋道是榮耀的
[00:18:44.000 --> 00:18:47.000]  真是彰顯了他的信心
[00:18:47.000 --> 00:18:48.000]  他的愛心
[00:18:48.000 --> 00:18:49.000]  他的盼望
[00:18:49.000 --> 00:18:50.000]  信望
[00:18:50.000 --> 00:18:51.000]  愛
[00:18:51.000 --> 00:18:55.000]  在他的身上都彰顯得非常清楚
[00:18:55.000 --> 00:19:00.000]  成了我們的一個很大的感動的來源
[00:19:00.000 --> 00:19:01.000]  我們感謝神
[00:19:01.000 --> 00:19:06.000]  這是教會歷史的第一頁裏面的記載
[00:19:06.000 --> 00:19:10.000]  這一位尋道士
[00:19:10.000 --> 00:19:16.000]  後來成爲許許多多爲主捨命的人的榜樣
[00:19:16.000 --> 00:19:18.000]  我相信在歷史裏面
[00:19:18.000 --> 00:19:23.000]  有上千上萬爲主犧牲生命的人
[00:19:23.000 --> 00:19:25.000]  他們在臨死的時候
[00:19:25.000 --> 00:19:30.000]  回想斯蒂凡的見證表現
[00:19:30.000 --> 00:19:33.000]  就得到心靈裏面很大的鼓勵
[00:19:33.000 --> 00:19:37.000]  他們在那樣的一種感動之下
[00:19:37.000 --> 00:19:41.000]  獻上他們的生命給主
[00:19:41.000 --> 00:19:44.000]  今天全世界任何的地方
[00:19:44.000 --> 00:19:47.000]  凡是爲了主的名受難爲的人
[00:19:47.000 --> 00:19:50.000]  都可以效法斯蒂凡
[00:19:50.000 --> 00:19:56.000]  願他的好榜樣成爲我們每一個人的力量和吉利
[00:19:56.000 --> 00:20:01.000]  聖靈作爲的第八方面的表現
[00:20:01.000 --> 00:20:06.000]  就是當聖靈充滿門徒的時候
[00:20:06.000 --> 00:20:09.000]  教會就得到開展了
[00:20:09.000 --> 00:20:15.000]  你看第八章第一節到第六節記載
[00:20:15.000 --> 00:20:18.000]  當時教會受了逼迫
[00:20:18.000 --> 00:20:19.000]  在逼迫之下
[00:20:19.000 --> 00:20:23.000]  神有他很好的旨意和計劃
[00:20:23.000 --> 00:20:28.000]  門徒們四散逃走
[00:20:28.000 --> 00:20:31.000]  結果他們所到的地方
[00:20:31.000 --> 00:20:33.000]  都有福音傳到
[00:20:33.000 --> 00:20:35.000]  他們腳步到什麼地方
[00:20:35.000 --> 00:20:39.000]  福音就傳到什麼地方
[00:20:39.000 --> 00:20:43.000]  他們中間有飛利被聖靈引導
[00:20:43.000 --> 00:20:47.000]  到了撒瑪利亞的曠野去
[00:20:47.000 --> 00:20:50.000]  向埃及亞伯的太監傳福音
[00:20:50.000 --> 00:20:55.000]  結果當非洲的太監接受了福音以後
[00:20:55.000 --> 00:20:58.000]  就把福音帶到非洲去
[00:20:58.000 --> 00:21:02.000]  那就是福音廣傳非洲的第一步
[00:21:02.000 --> 00:21:05.000]  這是何等的奇妙
[00:21:05.000 --> 00:21:08.000]  在《詩圖行傳》八章二十六節
[00:21:08.000 --> 00:21:10.000]  很清楚地告訴我們
[00:21:10.000 --> 00:21:15.000]  當時飛利是被聖靈引導而走向曠野去
[00:21:15.000 --> 00:21:18.000]  當時他自己可能不明白
[00:21:18.000 --> 00:21:23.000]  爲什麼神要他離開很成功的撒瑪利亞城中
[00:21:23.000 --> 00:21:25.000]  傳福音的工作
[00:21:25.000 --> 00:21:28.000]  而到曠野的路上去呢?
[00:21:28.000 --> 00:21:31.000]  舊人看這是不合理的
[00:21:31.000 --> 00:21:32.000]  是不通的
[00:21:32.000 --> 00:21:35.000]  是一件大的錯誤的事
[00:21:35.000 --> 00:21:37.000]  但是飛利有信心
[00:21:37.000 --> 00:21:40.000]  他順服了聖靈的感動和引導
[00:21:40.000 --> 00:21:42.000]  他照着去做
[00:21:42.000 --> 00:21:47.000]  結果神就藉着他成全了大事
[00:21:47.000 --> 00:21:50.000]  後來讓他感謝讚美不盡
[00:21:50.000 --> 00:21:52.000]  我們今天回頭看的時候
[00:21:52.000 --> 00:21:57.000]  讓我們再一次願意在大小的事上
[00:21:57.000 --> 00:22:00.000]  接受聖靈的引導和指示
[00:22:00.000 --> 00:22:04.000]  不再自作聰明自作主張
[00:22:04.000 --> 00:22:10.000]  我們大小的事都要藉着禱告祈求和感謝
[00:22:10.000 --> 00:22:12.000]  仰望神
[00:22:12.000 --> 00:22:16.000]  神必然指示我們前面應做的事
[00:22:16.000 --> 00:22:18.000]  應走的路
[00:22:18.000 --> 00:22:21.000]  這是一個很重要的功課
[00:22:21.000 --> 00:22:25.000]  所以我們不可以看事情大或者小
[00:22:25.000 --> 00:22:28.000]  我們需要注意的焦點就是
[00:22:28.000 --> 00:22:31.000]  聖靈的引導如何
[00:22:31.000 --> 00:22:35.000]  因爲我們人的眼睛所能看見的是有限的
[00:22:35.000 --> 00:22:39.000]  而聖靈的智慧是無限的
