
[00:00:00.000 --> 00:00:02.800]  在開始的時候我想先提一件事情
[00:01:54.600 --> 00:01:57.200]  誰能定他們的罪呢?
[00:01:57.200 --> 00:02:00.000]  有基督耶穌已經死了
[00:02:00.000 --> 00:02:02.600]  而且從死裡復活
[00:02:02.600 --> 00:02:05.200]  現今坐在神的右邊
[00:02:05.200 --> 00:02:09.200]  也為我們祈求
[00:02:09.200 --> 00:02:11.400]  當他一路讀這節聖經的時候
[00:02:11.400 --> 00:02:16.200]  他就察覺這個惡靈不再出聲
[00:02:16.200 --> 00:02:19.200]  這位目者也真是深深體會到
[00:02:19.200 --> 00:02:21.400]  是憑著神的恩不是自己
[00:02:21.400 --> 00:02:25.000]  他可以來做光明的事情
[00:02:25.000 --> 00:02:26.400]  各位電影節目有些時候
[00:02:26.400 --> 00:02:28.400]  我們信了主一段日子
[00:02:28.400 --> 00:02:32.800]  可能我們都會有時內心出現一些罪疚感
[00:02:32.800 --> 00:02:36.400]  甚至一些不必要的對自己的控訴
[00:02:36.400 --> 00:02:39.600]  但是何時我們回想
[00:02:39.600 --> 00:02:41.000]  神告訴我們知道
[00:02:41.000 --> 00:02:44.000]  他已經稱我們為異了
[00:02:44.000 --> 00:02:47.000]  沒有人能夠再去控訴我們
[00:02:47.000 --> 00:02:49.000]  再去定我們的罪
[00:02:49.000 --> 00:02:51.600]  包括你和我自己
[00:02:51.600 --> 00:02:52.600]  都不必要
[00:02:52.600 --> 00:02:55.200]  都不需要控訴自己
[00:02:55.200 --> 00:02:57.800]  因為我們已經蒙赦罪
[00:02:57.800 --> 00:02:59.400]  正如聖經所說
[00:02:59.400 --> 00:03:00.600]  神是信實的
[00:03:00.600 --> 00:03:02.000]  他是公義的
[00:03:02.000 --> 00:03:05.400]  凡是誠實的在神面前認罪悔改的
[00:03:05.400 --> 00:03:09.000]  他必要赦免我們的罪
[00:03:09.000 --> 00:03:12.000]  因此我們帶著一份信心
[00:03:12.000 --> 00:03:14.000]  知道已經蒙赦免
[00:03:14.000 --> 00:03:15.200]  我們人生的路
[00:03:15.200 --> 00:03:17.600]  也純純帶著一份平安
[00:03:17.600 --> 00:03:19.600]  去走每一步
[00:03:19.600 --> 00:03:21.000]  今天當我們讀到聖經
[00:03:21.000 --> 00:03:22.000]  而唱學書的時候
[00:03:22.000 --> 00:03:24.200]  你發覺聖經一直在說一件事情
[00:03:24.200 --> 00:03:24.600]  沒錯
[00:03:24.600 --> 00:03:26.600]  以色列人他們曾經犯罪
[00:03:26.600 --> 00:03:28.400]  也都面對神的管教
[00:03:28.400 --> 00:03:31.400]  所以你會看回聖經的四十三章
[00:03:31.400 --> 00:03:33.000]  其中的二十七節
[00:03:33.000 --> 00:03:35.600]  二十八節
[00:03:35.600 --> 00:03:37.800]  聖經就說到你們的始祖犯罪
[00:03:37.800 --> 00:03:40.400]  你們的師父違背我
[00:03:40.400 --> 00:03:42.400]  不單止他們犯罪
[00:03:42.400 --> 00:03:46.400]  他們歷代的始祖都得罪上帝
[00:03:46.400 --> 00:03:47.600]  他們的師父
[00:03:47.600 --> 00:03:48.800]  包括他們的祭司
[00:03:48.800 --> 00:03:50.200]  他們的領袖們
[00:03:50.200 --> 00:03:51.800]  也都違背上帝
[00:03:51.800 --> 00:03:57.000]  是長期和多人有的惡行的事情
[00:03:57.000 --> 00:03:58.800]  以至神要去管教他們
[00:03:58.800 --> 00:04:00.000]  讓雅各成為
[00:04:00.000 --> 00:04:02.000]  就在二十八節所說
[00:04:02.000 --> 00:04:03.400]  這裡就在所說的
[00:04:03.400 --> 00:04:08.000]  是說他們成為了一個被毀壞的對象
[00:04:08.000 --> 00:04:11.600]  也都成為了辱罵
[00:04:11.600 --> 00:04:12.800]  一提到這裡的時候
[00:04:12.800 --> 00:04:15.800]  我們會感覺好像有一些灰暗
[00:04:15.800 --> 00:04:16.800]  很慘
[00:04:16.800 --> 00:04:21.000]  他們要面對成為審判的對象
[00:04:21.000 --> 00:04:22.800]  成為奏助
[00:04:22.800 --> 00:04:24.200]  但是你會留意到這一段
[00:04:24.200 --> 00:04:27.200]  一開始的時候二十五節
[00:04:27.200 --> 00:04:28.800]  雖然有這樣的情況
[00:04:28.800 --> 00:04:31.200]  但是上帝清楚告訴他們
[00:04:31.200 --> 00:04:32.800]  祂說你要放心
[00:04:32.800 --> 00:04:33.800]  二十五節
[00:04:33.800 --> 00:04:36.000]  唯有我為自己的緣故
[00:04:36.000 --> 00:04:38.400]  徒沒你的過犯
[00:04:38.400 --> 00:04:42.200]  我也不紀念你的罪惡
[00:04:42.200 --> 00:04:43.800]  神告訴我們知道
[00:04:43.800 --> 00:04:46.000]  沒錯不是因為你自己
[00:04:46.000 --> 00:04:50.000]  不是你憑自己可以來改變自己的生命
[00:04:50.000 --> 00:04:52.200]  但是我憑著自己
[00:04:52.200 --> 00:04:54.400]  神憑著自己的恩惠
[00:04:54.400 --> 00:04:55.400]  祂的能力
[00:04:55.400 --> 00:04:58.200]  祂要沒逃我們的過犯
[00:04:58.200 --> 00:05:00.000]  當時已經說到沒逃的時候
[00:05:00.000 --> 00:05:02.400]  不是說沒了一部分
[00:05:02.400 --> 00:05:06.000]  是全部的清洗的含義
[00:05:06.000 --> 00:05:08.000]  是完全的清潔
[00:05:08.000 --> 00:05:12.200]  抹乾淨一切的過犯
[00:05:12.200 --> 00:05:15.200]  好像什麼?好像一位朋友
[00:05:15.200 --> 00:05:17.600]  我認識他
[00:05:17.600 --> 00:05:19.200]  他有癌症
[00:05:19.200 --> 00:05:23.600]  醫生確診了他全身擴散了癌細胞
[00:05:23.600 --> 00:05:28.600]  但當醫生在這段時間一直為他檢查的時候
[00:05:28.600 --> 00:05:33.000]  這位弟兄他很認真地轉向上帝
[00:05:33.000 --> 00:05:34.400]  他去認罪
[00:05:34.400 --> 00:05:36.800]  也真的把自己交給神
[00:05:36.800 --> 00:05:39.400]  神選擇用直接的方式醫治他
[00:05:39.400 --> 00:05:42.800]  當醫生開手術打開他的肚腹
[00:05:42.800 --> 00:05:45.600]  正在預備割除腫瘤的時候
[00:05:45.600 --> 00:05:52.000]  突然間發覺在身體裏面的腫瘤消失了
[00:05:52.000 --> 00:05:54.200]  是完全解釋不了
[00:05:54.200 --> 00:05:56.000]  後來他們再檢查
[00:05:56.000 --> 00:05:59.000]  沒有任何的癌細胞
[00:05:59.000 --> 00:06:03.200]  我想說的不單是說有人曾經經歷這些事情
[00:06:03.200 --> 00:06:05.200]  而是說每一個熟神的人
[00:06:05.200 --> 00:06:07.000]  當我們信靠主的時候
[00:06:07.000 --> 00:06:09.200]  你記得上帝的應許是說
[00:06:09.200 --> 00:06:12.800]  祂要沒逃你一切的過犯
[00:06:12.800 --> 00:06:18.600]  祂是要不再紀念你的罪惡
[00:06:18.600 --> 00:06:21.600]  大家記得聖經所說的不再紀念
[00:06:21.600 --> 00:06:24.400]  是說一個最後的宣告
[00:06:24.400 --> 00:06:29.000]  也意味著不會有將來再追究你
[00:06:29.000 --> 00:06:32.400]  是一個絕對的最後的定論
[00:06:32.400 --> 00:06:34.200]  不再紀念
[00:06:34.200 --> 00:06:36.000]  當然我們人的經驗就是
[00:06:36.000 --> 00:06:40.000]  很多時候發覺會有很多追究像的情況
[00:06:40.000 --> 00:06:43.000]  夫妻有些時候爭吵的時候
[00:06:43.000 --> 00:06:44.000]  其中一方就說
[00:06:44.000 --> 00:06:47.400]  你記不記得以前你做過什麼
[00:06:47.400 --> 00:06:49.600]  會追很多舊像
[00:06:49.600 --> 00:06:50.600]  但聖經所說的
[00:06:50.600 --> 00:06:52.400]  我要沒逃你的過犯
[00:06:52.400 --> 00:06:54.800]  我也不紀念你的罪惡
[00:06:54.800 --> 00:07:00.800]  是上帝所向我們發出的應許
[00:07:00.800 --> 00:07:02.400]  我想有些時候
[00:07:02.400 --> 00:07:06.000]  我們會不肯認罪
[00:07:06.000 --> 00:07:07.400]  因此我們很需要上帝
[00:07:07.400 --> 00:07:11.400]  不斷來幫助我們誠實地承認自己的過犯
[00:07:11.400 --> 00:07:13.000]  但另一方面的問題就是
[00:07:13.000 --> 00:07:15.400]  有些時候我們認罪之後
[00:07:15.400 --> 00:07:19.000]  卻是不相信神已經赦免
[00:07:19.000 --> 00:07:21.400]  因此上上活在一個罪疚的
[00:07:21.400 --> 00:07:24.600]  一種心境的狀況裏面
[00:07:24.600 --> 00:07:27.600]  我想有一位姐妹說她家庭的事情
[00:07:27.600 --> 00:07:30.400]  就會聯想起這裡所說的
[00:07:30.400 --> 00:07:32.800]  這位姐妹說她家庭的女兒
[00:07:32.800 --> 00:07:35.000]  因為不小心打破了家裏
[00:07:35.000 --> 00:07:39.400]  媽媽最珍愛的水晶水壺
[00:07:39.400 --> 00:07:42.600]  媽媽看到很不開心就罵女兒
[00:07:42.600 --> 00:07:46.000]  女兒也很害怕也很內疚
[00:07:46.000 --> 00:07:48.400]  她就在哭
[00:07:48.400 --> 00:07:51.000]  媽媽看到她哭得這麼淒涼
[00:07:51.000 --> 00:07:52.800]  也不忍心
[00:07:52.800 --> 00:07:56.000]  「沒事了,媽媽原諒你了,不要再哭了」
[00:07:56.000 --> 00:07:59.000]  「算了,不要緊」
[00:07:59.000 --> 00:08:01.800]  女兒也收了眼淚
[00:08:01.800 --> 00:08:04.000]  然後進入房間
[00:08:04.000 --> 00:08:05.800]  經過幾個小時之後
[00:08:05.800 --> 00:08:07.600]  媽媽發現女兒不見了
[00:08:07.600 --> 00:08:09.400]  「為什麼還在房裏?」
[00:08:09.400 --> 00:08:11.000]  進去再看看她
[00:08:11.000 --> 00:08:14.400]  看到女兒還在大聲地哭
[00:08:14.400 --> 00:08:15.600]  媽媽說「什麼事?」
[00:08:15.600 --> 00:08:17.800]  以為有什麼事情發生了
[00:08:17.800 --> 00:08:19.200]  女兒說
[00:08:19.200 --> 00:08:23.000]  「媽媽,我打破了你的水晶水壺」
[00:08:23.000 --> 00:08:26.000]  媽媽說「我原諒你了」
[00:08:26.000 --> 00:08:29.800]  一說的時候,女兒就再大聲地哭
[00:08:29.800 --> 00:08:32.600]  媽媽說「我原諒你了」
[00:08:32.600 --> 00:08:35.200]  女兒繼續哭
[00:08:35.200 --> 00:08:36.800]  媽媽說
[00:08:36.800 --> 00:08:40.000]  「女兒,我原諒你了」
[00:08:40.000 --> 00:08:43.800]  「為什麼你不相信我原諒你?」
[00:08:43.800 --> 00:08:45.000]  「我不開心」
[00:08:45.000 --> 00:08:48.200]  「不再因為剛才水壺破了」
[00:08:48.200 --> 00:08:53.000]  「我不開心因為你仍然在很傷痛」
[00:08:53.000 --> 00:08:55.200]  「很難過裏面」
[00:08:55.200 --> 00:08:59.400]  「你記住,我已經原諒了你」
[00:08:59.400 --> 00:09:00.600]  我想回到一些時候
[00:09:00.600 --> 00:09:03.000]  當我們在不同的經歷裏
[00:09:03.000 --> 00:09:06.200]  有時候都會想起自己所做的事情
[00:09:06.200 --> 00:09:07.200]  但你記住
[00:09:07.200 --> 00:09:10.200]  當你在神面前認罪悔改
[00:09:10.200 --> 00:09:13.800]  你記得上帝已經赦免
[00:09:13.800 --> 00:09:16.200]  你不必再控訴自己
[00:09:16.200 --> 00:09:20.600]  也接受神給你赦罪的恩惠
[00:09:20.600 --> 00:09:25.000]  當以色列人在那種被擄到外邦的時候
[00:09:25.000 --> 00:09:27.200]  面對著很多不同的困難
[00:09:27.200 --> 00:09:29.000]  在那時候他們在自卑
[00:09:29.000 --> 00:09:30.200]  在內疚裏面
[00:09:30.200 --> 00:09:31.800]  神告訴他們知道
[00:09:31.800 --> 00:09:33.000]  你們要記得
[00:09:33.000 --> 00:09:35.400]  我沒逃了你們的過犯
[00:09:35.400 --> 00:09:39.200]  也不再紀念你們的罪惡
[00:09:39.200 --> 00:09:42.200]  但神不單止沒逃人的過犯
[00:09:42.200 --> 00:09:44.800]  祂更加很願意更新
[00:09:44.800 --> 00:09:46.800]  將復甦的生命賜給人
[00:09:46.800 --> 00:09:49.800]  大家再看44章
[00:09:49.800 --> 00:09:52.400]  在44章第一節開始的時候
[00:09:52.400 --> 00:09:53.800]  神就告訴他們知道
[00:09:53.800 --> 00:09:55.600]  我的僕人雅各
[00:09:55.600 --> 00:09:57.600]  我所揀選的以色列
[00:09:57.600 --> 00:10:00.400]  現在你當聽造作你的
[00:10:00.400 --> 00:10:02.400]  或者說創造你的
[00:10:02.400 --> 00:10:05.800]  在你出母胎的時候已經造就你
[00:10:05.800 --> 00:10:08.600]  並要定義的去幫助你的
[00:10:08.600 --> 00:10:10.000]  耶和華
[00:10:10.000 --> 00:10:11.600]  如此說
[00:10:11.600 --> 00:10:12.800]  我的僕人雅各
[00:10:12.800 --> 00:10:15.200]  我所揀選的耶穌倫亞
[00:10:15.200 --> 00:10:17.600]  不要害怕
[00:10:17.600 --> 00:10:19.000]  一直這樣講述到
[00:10:19.000 --> 00:10:21.200]  神和我們之間的關係
[00:10:21.200 --> 00:10:23.200]  大家讀二創下書你會記得
[00:10:23.200 --> 00:10:25.800]  每次神提及以色列的時候
[00:10:25.800 --> 00:10:27.400]  都常常說
[00:10:27.400 --> 00:10:29.200]  我所揀選的
[00:10:29.200 --> 00:10:31.200]  我的僕人
[00:10:31.200 --> 00:10:34.400]  也意味著和神那種很特殊的關係
[00:10:34.400 --> 00:10:36.600]  各位弟兄姊妹記得
[00:10:36.600 --> 00:10:39.000]  不單是牧師傳道是神的僕人
[00:10:39.000 --> 00:10:40.600]  每一個神的兒女
[00:10:40.600 --> 00:10:43.600]  神以我們為祂的僕人
[00:10:43.600 --> 00:10:45.400]  不是要奴役
[00:10:45.400 --> 00:10:48.000]  而是表達出那種生命的關係
[00:10:48.000 --> 00:10:51.000]  是屬於神的含義
[00:10:51.000 --> 00:10:53.600]  祂說我們是祂所揀選的
[00:10:53.600 --> 00:10:54.600]  聖經所說
[00:10:54.600 --> 00:10:56.000]  我的僕人雅各
[00:10:56.000 --> 00:10:58.800]  我所揀選的耶穌倫亞
[00:10:58.800 --> 00:11:01.000]  耶穌倫亞的說話
[00:11:01.000 --> 00:11:03.200]  是一種匿稱
[00:11:03.200 --> 00:11:05.400]  是一種很親愛的講述
[00:11:05.400 --> 00:11:07.200]  所以有些聖經翻譯為
[00:11:07.200 --> 00:11:10.000]  親愛的以色列
[00:11:10.000 --> 00:11:12.200]  是神所親愛的對象
[00:11:12.200 --> 00:11:13.400]  所以神一直說
[00:11:13.400 --> 00:11:15.200]  你不要忘記我和你的關係
[00:11:15.200 --> 00:11:17.200]  說了很多樣之後
[00:11:17.200 --> 00:11:18.600]  然後祂就說
[00:11:18.600 --> 00:11:21.800]  不要害怕
[00:11:21.800 --> 00:11:23.800]  不要因為你的軟弱害怕
[00:11:23.800 --> 00:11:27.400]  不要因為曾經面對我的管教害怕
[00:11:27.400 --> 00:11:30.600]  不要因為你以前曾經犯罪害怕
[00:11:30.600 --> 00:11:32.600]  然後為何不要害怕
[00:11:32.600 --> 00:11:34.600]  你再讀第三節
[00:11:34.600 --> 00:11:36.600]  後面我請大家一起讀出
[00:11:36.600 --> 00:11:38.600]  後面的第三節
[00:11:38.600 --> 00:11:43.000]  因為我要將水挑灌口渴的人
[00:11:43.000 --> 00:11:46.200]  將河挑灌乾旱之地
[00:11:46.200 --> 00:11:49.800]  我要將我的靈挑灌你的囚獄
[00:11:49.800 --> 00:11:53.800]  將我的福挑灌你的子孫
[00:11:53.800 --> 00:11:55.800]  上帝應許
[00:11:55.800 --> 00:11:57.800]  祂不單止赦免人的罪
[00:11:57.800 --> 00:12:01.800]  祂要將水挑灌口渴的人
[00:12:01.800 --> 00:12:03.800]  人生有些時候經歷了一些
[00:12:03.800 --> 00:12:06.400]  很乾旱的日子
[00:12:06.400 --> 00:12:07.600]  有時經歷到一些
[00:12:07.600 --> 00:12:10.200]  很枯乾的一種體會
[00:12:10.200 --> 00:12:13.200]  但是神說我要將水挑灌
[00:12:13.200 --> 00:12:15.800]  也意味著祂要滋潤我們的生命
[00:12:15.800 --> 00:12:17.800]  復甦我們的生命
[00:12:17.800 --> 00:12:21.800]  讓我們的生命能夠蒙恩
[00:12:21.800 --> 00:12:23.800]  如果大家試過
[00:12:23.800 --> 00:12:27.800]  有一些乾的樹葉
[00:12:27.800 --> 00:12:29.800]  如果你試一下將一些油
[00:12:29.800 --> 00:12:33.800]  試一下塗在表面上
[00:12:33.800 --> 00:12:35.800]  你會突然間察覺那塊樹葉
[00:12:35.800 --> 00:12:38.800]  好像突然間是軟和了的
[00:12:38.800 --> 00:12:42.800]  而且好像一種很翠綠的色素
[00:12:42.800 --> 00:12:45.800]  好像重新出現了
[00:12:45.800 --> 00:12:48.800]  又滋潤了乾旱的樹葉
[00:12:48.800 --> 00:12:51.800]  帶來了一種新生的機會
[00:12:51.800 --> 00:12:53.800]  但是我們想回聖經所說
[00:12:53.800 --> 00:12:56.800]  聖經說我要將水挑灌口渴的人
[00:12:56.800 --> 00:13:00.800]  而且祂說我要將我的靈挑灌你的囚獄
[00:13:00.800 --> 00:13:05.800]  上帝要將聖靈賜給犯了蒙受罪的人
[00:13:05.800 --> 00:13:07.800]  你和我今天蒙受罪
[00:13:07.800 --> 00:13:10.800]  也領受了神給我們寶貴的聖靈
[00:13:10.800 --> 00:13:12.800]  因此弟兄姊妹
[00:13:12.800 --> 00:13:14.800]  我們常常都說
[00:13:14.800 --> 00:13:18.800]  不要忘記了你裏面有聖靈
[00:13:18.800 --> 00:13:20.800]  當你領受聖靈的時候
[00:13:20.800 --> 00:13:22.800]  你要記得讓你的生命可以
[00:13:22.800 --> 00:13:24.800]  順著聖靈的引導
[00:13:24.800 --> 00:13:28.800]  活出那種神要給你的英許
[00:13:28.800 --> 00:13:30.800]  我最近再想起一些事情
[00:13:30.800 --> 00:13:33.800]  都是我自己做手術的一些經歷
[00:13:33.800 --> 00:13:36.800]  另一個片段我想回頭
[00:13:36.800 --> 00:13:39.800]  就是當我記得自己做完大手術之後
[00:13:39.800 --> 00:13:42.800]  大家都知道有些弟兄姊妹可能都有類似經歷
[00:13:42.800 --> 00:13:43.800]  就是做完手術之後
[00:13:43.800 --> 00:13:45.800]  身體插滿了很多喉管
[00:13:45.800 --> 00:13:47.800]  不同的喉管
[00:13:47.800 --> 00:13:49.800]  我們叫做天地線
[00:13:49.800 --> 00:13:50.800]  接通了
[00:13:50.800 --> 00:13:52.800]  插了喉管之後
[00:13:52.800 --> 00:13:53.800]  我記得有好幾天
[00:13:53.800 --> 00:13:54.800]  睡在床上
[00:13:54.800 --> 00:13:57.800]  一切的活動都在床上進行
[00:13:57.800 --> 00:13:59.800]  身體很軟弱
[00:13:59.800 --> 00:14:01.800]  簡直不可以怎樣動
[00:14:01.800 --> 00:14:03.800]  然後我還記得
[00:14:03.800 --> 00:14:06.800]  當喉管慢慢清除的時候
[00:14:06.800 --> 00:14:11.800]  有一次突然間有一個物理治療師出現在我床邊
[00:14:11.800 --> 00:14:13.800]  然後他就跟我說
[00:14:13.800 --> 00:14:16.800]  試一下坐起來
[00:14:16.800 --> 00:14:17.800]  坐起來?
[00:14:17.800 --> 00:14:18.800]  可以嗎?
[00:14:18.800 --> 00:14:22.800]  我就真的試一下慢慢坐起來
[00:14:22.800 --> 00:14:23.800]  坐得到
[00:14:23.800 --> 00:14:25.800]  然後他說不怕的
[00:14:25.800 --> 00:14:29.800]  試一下站在床上
[00:14:29.800 --> 00:14:31.800]  我說不行的
[00:14:31.800 --> 00:14:34.800]  我提起腳也不行
[00:14:34.800 --> 00:14:36.800]  他說試一下吧
[00:14:36.800 --> 00:14:38.800]  然後真的出乎我意料
[00:14:38.800 --> 00:14:40.800]  他一直扶著我的時候
[00:14:40.800 --> 00:14:43.800]  我可以將腳踏在地上
[00:14:43.800 --> 00:14:47.800]  然後我按著床邊站起來
[00:14:47.800 --> 00:14:51.800]  那個是經過了差不多六七天
[00:14:51.800 --> 00:14:54.800]  第一次站起來
[00:14:54.800 --> 00:14:57.800]  那個時候我裡面很開心
[00:14:57.800 --> 00:15:00.800]  突然間發覺可以站起來
[00:15:00.800 --> 00:15:05.800]  也發覺自己已經康復了很多
[00:15:05.800 --> 00:15:08.800]  這個經歷我後來回想的時候
[00:15:08.800 --> 00:15:14.800]  經過手術的人有些時候真的不相信自己是否真的可以恢復
[00:15:14.800 --> 00:15:16.800]  直至有人在旁邊鼓勵
[00:15:16.800 --> 00:15:18.800]  自己嘗試
[00:15:18.800 --> 00:15:21.800]  然後會回到一種正常的生活
[00:15:21.800 --> 00:15:24.800]  我想說第一次沒有錯
[00:15:24.800 --> 00:15:26.800]  其實你和我有性靈
[00:15:26.800 --> 00:15:31.800]  有時候你會發覺好像自己感覺不到那種生命的活力在自己的裡面
[00:15:31.800 --> 00:15:38.800]  有時候可能是因為我們沒有讓性靈可以活出來
[00:15:38.800 --> 00:15:41.800]  或者我們不相信我們經蒙赦免
[00:15:41.800 --> 00:15:44.800]  不相信我們有性靈在我們生命中
[00:15:44.800 --> 00:15:50.800]  可以得到那份生命的改變和更新
[00:15:50.800 --> 00:15:52.800]  當聖經說到罪的時候
[00:15:52.800 --> 00:15:56.800]  如果大家留意到聖經的新約羅馬書
[00:15:56.800 --> 00:15:59.800]  我請大家如果你有經文可以去看看
[00:15:59.800 --> 00:16:03.800]  我們稍為看看聖經的新約羅馬書的經文
[00:16:03.800 --> 00:16:06.800]  在羅馬書的第六章
[00:16:06.800 --> 00:16:09.800]  其中的第六節
[00:16:09.800 --> 00:16:13.800]  講及一件事情
[00:16:13.800 --> 00:16:18.800]  聖經提到當我們已經蒙受神的赦罪
[00:16:18.800 --> 00:16:20.800]  我們與主耶穌同釘十字架
[00:16:20.800 --> 00:16:22.800]  舊人已經死去了
[00:16:22.800 --> 00:16:25.800]  所以英綱第六節所說
[00:16:25.800 --> 00:16:28.800]  第六章第六節所說和合本
[00:16:28.800 --> 00:16:32.800]  因為知道我們的舊人和他同釘十字架
[00:16:32.800 --> 00:16:35.800]  使罪身滅絕
[00:16:35.800 --> 00:16:38.800]  我們不再作罪的奴僕
[00:16:38.800 --> 00:16:40.800]  然後再說
[00:16:40.800 --> 00:16:45.800]  關於看罪向罪第十一節
[00:16:45.800 --> 00:16:50.800]  「這樣你們向罪也當看自己是死的
[00:16:50.800 --> 00:16:56.800]  向神在基督耶穌裡卻當看自己是活的」
[00:16:56.800 --> 00:16:59.800]  向罪看自己是死的
[00:16:59.800 --> 00:17:04.800]  也意味著你不需要回應罪對你的試探
[00:17:04.800 --> 00:17:08.800]  不需要回應裡面情欲有的一些隱憂
[00:17:08.800 --> 00:17:11.800]  因為你已經向罪死了
[00:17:11.800 --> 00:17:14.800]  如果你去一個安息禮拜
[00:17:14.800 --> 00:17:16.800]  你在前面瞻仰為榮的時候
[00:17:16.800 --> 00:17:19.800]  見到你認識的那位朋友在棺木裡面
[00:17:19.800 --> 00:17:21.800]  大概你不會大聲叫他
[00:17:21.800 --> 00:17:24.800]  喂!你認不認得我?
[00:17:24.800 --> 00:17:27.800]  你不會期望他會有回應
[00:17:27.800 --> 00:17:30.800]  因為他已經死去了
[00:17:30.800 --> 00:17:32.800]  使徒英說的一個屬靈的事實就是
[00:17:32.800 --> 00:17:34.800]  當你蒙受赦罪之後
[00:17:34.800 --> 00:17:38.800]  你是可以不需要回應罪對你的試探
[00:17:38.800 --> 00:17:42.800]  你向罪看自己是死了
[00:17:42.800 --> 00:17:44.800]  因為你已經得勝了罪
[00:17:44.800 --> 00:17:46.800]  在這樣的情形下
[00:17:46.800 --> 00:17:49.800]  你可以怎樣做呢?
[00:17:49.800 --> 00:17:51.800]  第十二節你再看一看
[00:17:51.800 --> 00:17:53.800]  六章第十二節
[00:17:53.800 --> 00:17:59.800]  「不要用罪在你們必死的身上作王」
[00:17:59.800 --> 00:18:01.800]  你不要封他做王
[00:18:01.800 --> 00:18:04.800]  不要讓他在你的生命當中主宰你
[00:18:04.800 --> 00:18:06.800]  主導你的人生
[00:18:06.800 --> 00:18:11.800]  反而要使你們順從了私慾
[00:18:11.800 --> 00:18:13.800]  來跟著他走
[00:18:13.800 --> 00:18:15.800]  第十三節說
[00:18:15.800 --> 00:18:20.800]  「也不要將你們的肢體獻給罪作不義的器具
[00:18:20.800 --> 00:18:21.800]  禱要
[00:18:21.800 --> 00:18:25.800]  像從死裡復活的人將自己獻給神
[00:18:25.800 --> 00:18:30.800]  並將肢體作義的器皿獻給神」
[00:18:30.800 --> 00:18:34.800]  你是不需要讓他做王
[00:18:34.800 --> 00:18:36.800]  反而你知道神在你裡面
[00:18:36.800 --> 00:18:39.800]  你可以將自己的身體獻給上帝
[00:18:39.800 --> 00:18:43.800]  去行義、行善、作美善的事情
[00:18:43.800 --> 00:18:47.800]  因為你可以這樣做
[00:18:47.800 --> 00:18:49.800]  我都想說一位姐妹
[00:18:49.800 --> 00:18:51.800]  我都曾經提過一位姐妹
[00:18:51.800 --> 00:18:55.800]  她曾經在信主之前跟媽媽關係非常惡劣
[00:18:55.800 --> 00:18:57.800]  很小的時候離開家庭
[00:18:57.800 --> 00:19:00.800]  差不多十多年沒有見過媽媽
[00:19:00.800 --> 00:19:02.800]  當她信主之後
[00:19:02.800 --> 00:19:03.800]  她自己一直為媽媽祈禱
