
[00:00:00.000 --> 00:00:06.000]  我們今天的題目是排除萬難,雨神會面
[00:04:39.000 --> 00:04:40.000]  這個泉水的泉眼
[00:04:40.000 --> 00:04:43.000]  有些石頭堵塞了
[00:04:43.000 --> 00:04:46.000]  但泉水繼續流出來的時候
[00:04:46.000 --> 00:04:49.000]  就一步一步將石頭沖走了
[00:04:49.000 --> 00:04:54.000]  以致那條泉水可以繼續湧流出來
[00:04:54.000 --> 00:04:55.000]  一位弟兄說
[00:04:55.000 --> 00:04:56.000]  他說當他信主之後
[00:04:56.000 --> 00:04:58.000]  最難適應的就是
[00:04:58.000 --> 00:05:01.000]  要學習去愛惜父母
[00:05:01.000 --> 00:05:02.000]  因為這個青年人
[00:05:02.000 --> 00:05:05.000]  以前和家人完全不聊天
[00:05:05.000 --> 00:05:07.000]  也都不會關心家庭的事情
[00:05:07.000 --> 00:05:09.000]  當他信主之後
[00:05:09.000 --> 00:05:12.000]  他很想表達對父母的愛心
[00:05:12.000 --> 00:05:13.000]  但總是好似很尷尬
[00:05:13.000 --> 00:05:15.000]  說不出口
[00:05:15.000 --> 00:05:16.000]  他說有一次
[00:05:16.000 --> 00:05:18.000]  當他見到媽媽的時候
[00:05:18.000 --> 00:05:19.000]  他提起勇氣
[00:05:19.000 --> 00:05:21.000]  他就告訴媽媽
[00:05:21.000 --> 00:05:22.000]  媽媽
[00:05:22.000 --> 00:05:25.000]  多謝你這麼多年愛惜我
[00:05:25.000 --> 00:05:26.000]  我剛剛出糧
[00:05:26.000 --> 00:05:28.000]  請你喝茶
[00:05:28.000 --> 00:05:30.000]  媽媽很驚奇
[00:05:30.000 --> 00:05:31.000]  這個兒子竟然和他聊天
[00:05:31.000 --> 00:05:33.000]  甚至說請他喝茶
[00:05:33.000 --> 00:05:35.000]  但當然他很開心
[00:05:35.000 --> 00:05:37.000]  但兒子說其實在那一刻
[00:05:37.000 --> 00:05:39.000]  他自己更開心
[00:05:39.000 --> 00:05:42.000]  他突然發覺自己可以改變
[00:05:42.000 --> 00:05:45.000]  那些弟兄姐妹在你裡面已經重生了
[00:05:45.000 --> 00:05:46.000]  或者在門口
[00:05:46.000 --> 00:05:49.000]  在泉水的泉眼有些石頭
[00:05:49.000 --> 00:05:50.000]  但你不要理會它
[00:05:50.000 --> 00:05:52.000]  不要害怕去愛
[00:05:52.000 --> 00:05:55.000]  讓你的生命將這些石頭沖走
[00:05:55.000 --> 00:05:58.000]  你的泉水就不斷地湧流
[00:05:58.000 --> 00:06:00.000]  重生的人留心
[00:06:00.000 --> 00:06:04.000]  要從心裡面切實地學習去愛護
[00:06:04.000 --> 00:06:07.000]  你身邊的弟兄姐妹和朋友
[00:06:07.000 --> 00:06:11.000]  你的重生的生命就更加活躍地生長
[00:06:11.000 --> 00:06:14.000]  當然繼續讓他重生
[00:06:14.000 --> 00:06:16.000]  繼續讓他生長是非常重要
[00:06:16.000 --> 00:06:20.000]  所以重生的人要繼續長大成人
[00:06:20.000 --> 00:06:22.000]  在第二章第二節
[00:06:22.000 --> 00:06:27.000]  聖經說:將初生嬰孩
[00:06:27.000 --> 00:06:29.000]  愛慕那純淨的靈奶
[00:06:29.000 --> 00:06:33.000]  好叫你們靠他長大進入舊恩
[00:06:33.000 --> 00:06:36.000]  一個人當他重生之後
[00:06:36.000 --> 00:06:38.000]  他不應該讓自己停滯
[00:06:38.000 --> 00:06:40.000]  他讓自己繼續成長
[00:06:40.000 --> 00:06:42.000]  而成長最重要的
[00:06:42.000 --> 00:06:44.000]  就是不斷領受神的話
[00:06:44.000 --> 00:06:48.000]  好像初生嬰孩愛慕奶一樣
[00:06:48.000 --> 00:06:50.000]  有些做父母的很明白
[00:06:50.000 --> 00:06:51.000]  初生嬰孩一般來說
[00:06:51.000 --> 00:06:52.000]  除非他病了
[00:06:52.000 --> 00:06:54.000]  或者他在肚子餓的時候
[00:06:54.000 --> 00:06:56.000]  很想吃奶
[00:06:56.000 --> 00:06:58.000]  我不會忘記很多年之前
[00:06:58.000 --> 00:07:00.000]  當我抱著我的孩子
[00:07:00.000 --> 00:07:03.000]  用奶瓶餵他喝奶的時候
[00:07:03.000 --> 00:07:05.000]  突然有一次
[00:07:05.000 --> 00:07:06.000]  喝了一會兒
[00:07:06.000 --> 00:07:08.000]  奶瓶突然歪了
[00:07:08.000 --> 00:07:11.000]  因此孩子就不能喝奶
[00:07:11.000 --> 00:07:14.000]  在那時候我突然看到小孩子
[00:07:14.000 --> 00:07:17.000]  他的頭左右搖晃
[00:07:17.000 --> 00:07:19.000]  他的嘴不斷尋求
[00:07:19.000 --> 00:07:21.000]  尋找那個奶嘴
[00:07:21.000 --> 00:07:23.000]  我看到這樣的情況
[00:07:23.000 --> 00:07:24.000]  都不敢怠慢
[00:07:24.000 --> 00:07:26.000]  就讓他馬上喝
[00:07:26.000 --> 00:07:28.000]  當他喝了奶嘴的時候
[00:07:28.000 --> 00:07:32.000]  他就很安樂地繼續喝奶
[00:07:32.000 --> 00:07:35.000]  身體有一種很自然的反應
[00:07:35.000 --> 00:07:37.000]  因為他盼望成長
[00:07:37.000 --> 00:07:38.000]  盼望飽足
[00:07:38.000 --> 00:07:41.000]  所以他會渴慕奶
[00:07:41.000 --> 00:07:43.000]  第一次當你重生之後
[00:07:43.000 --> 00:07:45.000]  其實你都渴慕神的話
[00:07:45.000 --> 00:07:46.000]  只不過有些時候
[00:07:46.000 --> 00:07:48.000]  有些生活的事情
[00:07:48.000 --> 00:07:50.000]  會難了你
[00:07:50.000 --> 00:07:52.000]  有沒有試過很忙的時候
[00:07:52.000 --> 00:07:54.000]  甚至不知道自己肚子餓
[00:07:54.000 --> 00:07:55.000]  忘記吃飯
[00:07:55.000 --> 00:07:56.000]  有沒有試過?
[00:07:56.000 --> 00:07:57.000]  試過
[00:07:57.000 --> 00:07:58.000]  是因為太忙
[00:07:58.000 --> 00:08:00.000]  心思轉移了
[00:08:00.000 --> 00:08:03.000]  以致不察覺自己飢餓
[00:08:03.000 --> 00:08:04.000]  各位弟兄姊妹
[00:08:04.000 --> 00:08:06.000]  不要讓生活的事情
[00:08:06.000 --> 00:08:10.000]  讓你忘記了自己心靈的需要
[00:08:10.000 --> 00:08:12.000]  你幫助自己
[00:08:12.000 --> 00:08:16.000]  提升自己那種渴慕的心
[00:08:16.000 --> 00:08:18.000]  因為他內心有一種渴慕
[00:08:18.000 --> 00:08:20.000]  所以他得著飽足
[00:08:20.000 --> 00:08:22.000]  每一個教徒
[00:08:22.000 --> 00:08:23.000]  求神幫助我們
[00:08:23.000 --> 00:08:27.000]  能夠常常有一種渴慕的心
[00:08:27.000 --> 00:08:29.000]  怎樣得到渴慕呢?
[00:08:29.000 --> 00:08:30.000]  我們很簡單看看
[00:08:30.000 --> 00:08:32.000]  下面的經文
[00:08:32.000 --> 00:08:35.000]  在第二章第一節
[00:08:35.000 --> 00:08:37.000]  所以要除去一切惡毒
[00:08:37.000 --> 00:08:38.000]  一切詭詐
[00:08:38.000 --> 00:08:39.000]  虛偽
[00:08:39.000 --> 00:08:41.000]  嫉妒和一切誹謗的話
[00:08:41.000 --> 00:08:45.000]  就能夠像財生的嬰孩
[00:08:45.000 --> 00:08:46.000]  當我們的生命有
[00:08:46.000 --> 00:08:50.000]  惡毒、詭詐、虛偽等等的惡事的時候
[00:08:50.000 --> 00:08:53.000]  這些行為、心思
[00:08:53.000 --> 00:08:56.000]  會難了我們去吸收神的道
[00:08:56.000 --> 00:08:59.000]  甚至令我們失去屬靈的胃口
[00:08:59.000 --> 00:09:02.000]  因為神的道是純存的
[00:09:02.000 --> 00:09:04.000]  是Pure的
[00:09:04.000 --> 00:09:05.000]  因此你會發覺
[00:09:05.000 --> 00:09:07.000]  生命有些惡毒的事情
[00:09:07.000 --> 00:09:11.000]  就會令你的內心失去屬靈的胃口
[00:09:11.000 --> 00:09:13.000]  以致你不能夠渴慕
[00:09:13.000 --> 00:09:15.000]  所以除去一切惡毒
[00:09:15.000 --> 00:09:17.000]  以致重新眺望自己那種
[00:09:17.000 --> 00:09:20.000]  屬靈的渴慕的心
[00:09:20.000 --> 00:09:21.000]  第二章講
[00:09:21.000 --> 00:09:24.000]  在第二節中間說
[00:09:24.000 --> 00:09:29.000]  「好叫你們靠他長大進入舊因」
[00:09:29.000 --> 00:09:31.000]  當你心裡渴慕長大的時候
[00:09:31.000 --> 00:09:35.000]  你裡面就會渴慕神的道
[00:09:35.000 --> 00:09:37.000]  我年輕的時候
[00:09:37.000 --> 00:09:38.000]  很深刻記得很多很多
[00:09:38.000 --> 00:09:40.000]  當時的讀的傳記
[00:09:40.000 --> 00:09:42.000]  一些偉人的傳記
[00:09:42.000 --> 00:09:45.000]  不斷鼓勵我的心追求成長
[00:09:45.000 --> 00:09:48.000]  當你的心渴慕長大的時候
[00:09:48.000 --> 00:09:52.000]  你就會很想領受神的話語
[00:09:52.000 --> 00:09:54.000]  第三節講
[00:09:54.000 --> 00:09:59.000]  因為你們已經體驗過主事美善的
[00:09:59.000 --> 00:10:02.000]  當你嘗過神的美善
[00:10:02.000 --> 00:10:03.000]  經歷過你讀聖經的時候
[00:10:03.000 --> 00:10:05.000]  神的話怎麼安慰你
[00:10:05.000 --> 00:10:06.000]  怎麼鼓勵你的心
[00:10:06.000 --> 00:10:09.000]  你就很想再讀聖經
[00:10:09.000 --> 00:10:11.000]  有沒有試過吃完一些食物
[00:10:11.000 --> 00:10:12.000]  很喜歡吃
[00:10:12.000 --> 00:10:13.000]  很回味
[00:10:13.000 --> 00:10:16.000]  所以不斷去找那些店鋪吃
[00:10:16.000 --> 00:10:18.000]  因為你回味
[00:10:18.000 --> 00:10:21.000]  有些教徒會寫靈修的札記
[00:10:21.000 --> 00:10:23.000]  將所領受的寫下
[00:10:23.000 --> 00:10:25.000]  讓自己不忘記
[00:10:25.000 --> 00:10:26.000]  每次想起的時候
[00:10:26.000 --> 00:10:27.000]  心中很快樂
[00:10:27.000 --> 00:10:30.000]  因此很想再讀聖經
[00:10:30.000 --> 00:10:31.000]  各位電視節目
[00:10:31.000 --> 00:10:33.000]  用盡你的方法排除萬難
[00:10:33.000 --> 00:10:35.000]  讓你的心靈可以不斷保持
[00:10:35.000 --> 00:10:37.000]  對神的話語的渴慕
[00:10:37.000 --> 00:10:40.000]  以至你可以蒙恩
[00:10:40.000 --> 00:10:43.000]  因此在年初將會開始的時候
[00:10:43.000 --> 00:10:45.000]  求神幫助你
[00:10:45.000 --> 00:10:46.000]  幫助我
[00:10:46.000 --> 00:10:48.000]  排除萬難
[00:10:48.000 --> 00:10:50.000]  去努力的靈修
[00:10:50.000 --> 00:10:52.000]  讓你的生命可以成長
[00:10:52.000 --> 00:10:54.000]  可以絕在
[00:10:54.000 --> 00:10:55.000]  我們一起祈禱

