
[00:00:00.000 --> 00:00:07.200]  早前在線上聽了高明謙牧師分享一本書
[00:04:18.400 --> 00:04:23.400]  這本書有一個倒影和線形結構
[00:04:23.400 --> 00:04:25.400]  就是在螢光幕上
[00:04:25.400 --> 00:04:27.400]  包括第一第二章
[00:04:27.400 --> 00:04:30.400]  他會講述約伯的敬虔和受苦
[00:04:30.400 --> 00:04:32.400]  到最後那章42章
[00:04:32.400 --> 00:04:36.400]  你會看到約伯怎樣去承聖、蒙福
[00:04:36.400 --> 00:04:41.400]  3到31章講三個朋友去回答約伯
[00:04:41.400 --> 00:04:45.400]  他那個苦難的問題
[00:04:45.400 --> 00:04:49.400]  38到41章是耶和華神去回答約伯
[00:04:49.400 --> 00:04:51.400]  講述他為什麼會受苦
[00:04:51.400 --> 00:04:53.400]  或者他講述一些情況
[00:04:53.400 --> 00:04:56.400]  解釋了受苦是什麼一回事
[00:04:56.400 --> 00:05:01.400]  32到37章就講以利戶回答約伯
[00:05:01.400 --> 00:05:04.400]  在這樣的結構當中
[00:05:04.400 --> 00:05:08.400]  我會先幫大家看第二部分
[00:05:08.400 --> 00:05:12.400]  3到31章究竟講什麼呢?
[00:05:12.400 --> 00:05:15.400]  3到31章講有三個朋友
[00:05:15.400 --> 00:05:19.400]  以利伐、比勒達和所伐
[00:05:19.400 --> 00:05:21.400]  大家也知道這三個朋友
[00:05:21.400 --> 00:05:28.400]  是安慰者去到安慰受苦的約伯
[00:05:28.400 --> 00:05:30.400]  不過很奇怪
[00:05:30.400 --> 00:05:34.400]  他用了29章經文去講述
[00:05:34.400 --> 00:05:38.400]  這三個朋友和約伯之間的對話
[00:05:38.400 --> 00:05:44.400]  當中有些好的正確的觀念或神學
[00:05:44.400 --> 00:05:48.400]  但也有很多很差勁的
[00:05:48.400 --> 00:05:51.400]  不應該這樣想的神學
[00:05:51.400 --> 00:05:53.400]  包括什麼神學呢?
[00:05:53.400 --> 00:05:56.400]  包括第七到第八章的四章
[00:05:56.400 --> 00:05:58.400]  三個朋友當中其中一個說
[00:05:58.400 --> 00:06:02.400]  請你追想無辜的人有誰滅亡
[00:06:02.400 --> 00:06:05.400]  正直的人在何處剪除
[00:06:05.400 --> 00:06:10.400]  按我所見奸、罪孽、中毒害的人
[00:06:10.400 --> 00:06:12.400]  都照樣收割
[00:06:12.400 --> 00:06:15.400]  這三個朋友用了其他經文
[00:06:15.400 --> 00:06:19.400]  包括13章、16章、19章列出來的經文
[00:06:19.400 --> 00:06:20.400]  講述一件事
[00:06:20.400 --> 00:06:22.400]  一個人為什麼受苦
[00:06:22.400 --> 00:06:25.400]  正正和罪有關
[00:06:25.400 --> 00:06:29.400]  義人必蒙福
[00:06:29.400 --> 00:06:32.400]  罪人必受害
[00:06:32.400 --> 00:06:37.400]  這是一個很主要的論述
[00:06:37.400 --> 00:06:44.400]  去看約伯為什麼要遇上這麼艱難的日子
[00:06:44.400 --> 00:06:46.400]  因為一個人受苦
[00:06:46.400 --> 00:06:50.400]  這個理性上的思辨
[00:06:50.400 --> 00:06:52.400]  是可以成立的
[00:06:52.400 --> 00:06:56.400]  但在約伯記卻是站不住腳
[00:06:56.400 --> 00:06:59.400]  約伯的回應
[00:06:59.400 --> 00:07:01.400]  當他聽到三個朋友這樣說的時候
[00:07:01.400 --> 00:07:03.400]  他的回應是
[00:07:03.400 --> 00:07:09.400]  其實耶和華神不喜歡我
[00:07:09.400 --> 00:07:11.400]  為什麼我受罪不是因為我犯罪
[00:07:11.400 --> 00:07:13.400]  因為耶和華神憎恨我
[00:07:13.400 --> 00:07:16.400]  這也是約伯從另一個角度去看
[00:07:16.400 --> 00:07:18.400]  為什麼他受苦
[00:07:18.400 --> 00:07:20.400]  就是因為神不喜歡我
[00:07:21.400 --> 00:07:26.400]  下面的經文也是約伯的回應
[00:07:26.400 --> 00:07:30.400]  其實由三章到31章
[00:07:30.400 --> 00:07:33.400]  作者很想呈現出一幅圖畫
[00:07:33.400 --> 00:07:35.400]  當在對話當中的時候
[00:07:35.400 --> 00:07:37.400]  要解釋苦難
[00:07:37.400 --> 00:07:39.400]  其實不是這麼簡單
[00:07:39.400 --> 00:07:41.400]  不是這麼表面化
[00:07:41.400 --> 00:07:43.400]  一個人受苦是因為他得罪神
[00:07:43.400 --> 00:07:45.400]  他犯罪
[00:07:45.400 --> 00:07:47.400]  神不起悅
[00:07:47.400 --> 00:07:49.400]  所以他應有的懲罰
[00:07:49.400 --> 00:07:51.400]  不是這麼簡單
[00:07:51.400 --> 00:07:55.400]  為什麼我們知道
[00:07:55.400 --> 00:07:58.400]  這個量術這麼表面化的量術站不住腳
[00:07:58.400 --> 00:08:00.400]  就是因為第一部分
[00:08:00.400 --> 00:08:03.400]  第一第二章給了我們一個很清晰的圖畫
[00:08:03.400 --> 00:08:06.400]  第一第二章說到有一個人出現
[00:08:06.400 --> 00:08:08.400]  這個人是什麼人呢?
[00:08:08.400 --> 00:08:09.400]  叫約伯
[00:08:09.400 --> 00:08:10.400]  是怎樣的人呢?
[00:08:10.400 --> 00:08:12.400]  完全正直
[00:08:12.400 --> 00:08:14.400]  完全正直
[00:08:14.400 --> 00:08:17.400]  這個騙語是什麼時候出現過的呢?
[00:08:17.400 --> 00:08:20.400]  就是在羅亞和阿伯拉罕出現過的
[00:08:20.400 --> 00:08:24.400]  創世紀六章九節和十七章第一節
[00:08:24.400 --> 00:08:28.400]  這個騙語不是說約伯沒有犯罪
[00:08:28.400 --> 00:08:29.400]  不是這個意思
[00:08:29.400 --> 00:08:31.400]  這個騙語是說什麼呢?
[00:08:31.400 --> 00:08:34.400]  無論是羅亞、阿伯拉罕或者約伯
[00:08:34.400 --> 00:08:37.400]  他們是追求做好的事情
[00:08:37.400 --> 00:08:39.400]  正直的事情
[00:08:39.400 --> 00:08:40.400]  合成心意的事情
[00:08:40.400 --> 00:08:42.400]  遠離什麼呢?
[00:08:42.400 --> 00:08:44.400]  遠離惡事
[00:08:44.400 --> 00:08:49.400]  一生竭力追求過一個夢想喜悅的生活
[00:08:49.400 --> 00:08:51.400]  誠信的生活
[00:08:51.400 --> 00:08:55.400]  在《針研》
[00:08:55.400 --> 00:08:57.400]  包括在二章第七節
[00:08:57.400 --> 00:08:58.400]  二十九章第十節
[00:08:58.400 --> 00:09:02.400]  都用這個騙語完全正直去形容一個智慧人
[00:09:02.400 --> 00:09:05.400]  一個敬畏耶和華的人
[00:09:05.400 --> 00:09:08.400]  智慧人就是正直完全的人
[00:09:08.400 --> 00:09:10.400]  第三節
[00:09:10.400 --> 00:09:11.400]  今天經文一章三節
[00:09:11.400 --> 00:09:15.400]  你會看到耶和華神是在祝福約伯
[00:09:15.400 --> 00:09:18.400]  讓他在東方顯偉大
[00:09:18.400 --> 00:09:22.400]  無論在財富上或者明星上顯偉大
[00:09:22.400 --> 00:09:23.400]  第四第五節
[00:09:23.400 --> 00:09:29.400]  你會看到每一次當約伯的兒女去舉行一個派對
[00:09:29.400 --> 00:09:31.400]  就是一些慶祝活動的時候
[00:09:31.400 --> 00:09:32.400]  作為爸爸
[00:09:32.400 --> 00:09:35.400]  約伯他心中有一個意念
[00:09:35.400 --> 00:09:39.400]  會不會這些子女開派對的時候
[00:09:39.400 --> 00:09:42.400]  會不會得罪上帝呢
[00:09:42.400 --> 00:09:45.400]  所以每次開完派對之後
[00:09:45.400 --> 00:09:48.400]  就會立刻獻上一個祭物
[00:09:48.400 --> 00:09:53.400]  為他的子女作一個贖罪
[00:09:53.400 --> 00:09:56.400]  很明顯這樣的一個習慣性的行動
[00:09:56.400 --> 00:09:59.400]  顯明出約伯是什麼
[00:09:59.400 --> 00:10:03.400]  就是遠離惡事敬畏神的人
[00:10:03.400 --> 00:10:06.400]  更加在一章第八節
[00:10:06.400 --> 00:10:12.400]  今天經文耶和華神肯定約伯的行為
[00:10:12.400 --> 00:10:15.400]  就是完全和正直
[00:10:15.400 --> 00:10:18.400]  在一章二十節
[00:10:18.400 --> 00:10:21.400]  廿一節遲些會講到的經文當中
[00:10:21.400 --> 00:10:24.400]  當他失去了所有的財富
[00:10:24.400 --> 00:10:27.400]  失去了所有的兒女
[00:10:27.400 --> 00:10:29.400]  失去了自己的健康的時候
[00:10:29.400 --> 00:10:31.400]  這個受苦的約伯
[00:10:31.400 --> 00:10:35.400]  他繼續去讚美神
[00:10:35.400 --> 00:10:37.400]  這是一個敬虔
[00:10:37.400 --> 00:10:40.400]  一個愛主的表現
[00:10:40.400 --> 00:10:41.400]  弟兄姊妹
[00:10:41.400 --> 00:10:44.400]  二章十節也講到
[00:10:44.400 --> 00:10:46.400]  當他太太叫他去周祚
[00:10:46.400 --> 00:10:48.400]  耶和華神的時候
[00:10:48.400 --> 00:10:51.400]  他說難道我們從神
[00:10:51.400 --> 00:10:54.400]  能夠得福不會受禍嗎
[00:10:54.400 --> 00:10:57.400]  兩段的經文
[00:10:57.400 --> 00:11:00.400]  無論是二章的十節
[00:11:00.400 --> 00:11:03.400]  和第一章那裡顯明
[00:11:03.400 --> 00:11:08.400]  約伯本身是一個好人
[00:11:08.400 --> 00:11:11.400]  是一個好人
[00:11:11.400 --> 00:11:14.400]  一個在神眼中看為好的人
[00:11:14.400 --> 00:11:16.400]  他不是犯罪的人
[00:11:16.400 --> 00:11:19.400]  所以為什麼三到三十一章
[00:11:19.400 --> 00:11:22.400]  很多論點其實站不住腳
[00:11:22.400 --> 00:11:25.400]  就是因為第一第二章說了約伯是一個怎樣的人
[00:11:25.400 --> 00:11:31.400]  正正是這個緣故
[00:11:31.400 --> 00:11:35.400]  我們又要去問一問
[00:11:35.400 --> 00:11:40.400]  既然是約伯不是犯罪
[00:11:40.400 --> 00:11:44.400]  為什麼他會受苦呢
[00:11:44.400 --> 00:11:49.400]  有時候我們受苦是因為我們做錯事
[00:11:49.400 --> 00:11:51.400]  小時候我們做錯事
[00:11:51.400 --> 00:11:54.400]  父母也會罰我們
[00:11:54.400 --> 00:11:58.400]  不過我們很明顯看到約伯記第一第二章
[00:11:58.400 --> 00:12:00.400]  如果約伯不是因為犯罪
[00:12:00.400 --> 00:12:02.400]  為什麼他會受苦呢
[00:12:02.400 --> 00:12:06.400]  答案就出現在今天的經文第六到十二節
[00:12:06.400 --> 00:12:11.400]  這個答案其實不是在地上找到的答案
[00:12:11.400 --> 00:12:14.400]  是在天上找到的答案
[00:12:14.400 --> 00:12:18.400]  第六節的場景是什麼呢
[00:12:18.400 --> 00:12:21.400]  那個場景是一個天庭的場景
[00:12:21.400 --> 00:12:23.400]  在天上有一個法庭
[00:12:23.400 --> 00:12:25.400]  一個場景
[00:12:25.400 --> 00:12:29.400]  神的眾子就是天使
[00:12:29.400 --> 00:12:32.400]  在耶和華神的座前出現
[00:12:32.400 --> 00:12:34.400]  第七節
[00:12:34.400 --> 00:12:37.400]  撒旦那個遍地遊行的
[00:12:37.400 --> 00:12:41.400]  掌管地上一切的那個
[00:12:41.400 --> 00:12:45.400]  他出現在耶和華神的座前
[00:12:45.400 --> 00:12:50.400]  撒旦和耶和華神有對話
[00:12:50.400 --> 00:12:52.400]  在對話當中說什麼呢
[00:12:52.400 --> 00:12:54.400]  第八到十二節說一個人
[00:12:54.400 --> 00:12:56.400]  那個人呢
[00:12:56.400 --> 00:12:57.400]  約伯
[00:12:57.400 --> 00:13:01.400]  撒旦和耶和華神在天上說一個人
[00:13:01.400 --> 00:13:03.400]  這個人叫約伯
[00:13:03.400 --> 00:13:05.400]  接著
[00:13:05.400 --> 00:13:07.400]  你會看到這個
[00:13:07.400 --> 00:13:09.400]  在二章第三節
[00:13:09.400 --> 00:13:12.400]  這個法官耶和華神
[00:13:12.400 --> 00:13:16.400]  他稱讚約伯
[00:13:16.400 --> 00:13:18.400]  二章三節
[00:13:18.400 --> 00:13:22.400]  但是這個檢控官
[00:13:22.400 --> 00:13:24.400]  撒旦
[00:13:24.400 --> 00:13:26.400]  他說不是的
[00:13:26.400 --> 00:13:28.400]  法官耶和華神
[00:13:28.400 --> 00:13:30.400]  你知不知道為什麼
[00:13:30.400 --> 00:13:32.400]  約伯這個人
[00:13:32.400 --> 00:13:34.400]  他敬畏你
[00:13:34.400 --> 00:13:35.400]  那麼愛你
[00:13:35.400 --> 00:13:37.400]  是有原因的
[00:13:37.400 --> 00:13:39.400]  就因為你正正祝福他
[00:13:39.400 --> 00:13:41.400]  你保護他
[00:13:41.400 --> 00:13:45.400]  一個人愛主不是沒有原因的
[00:13:45.400 --> 00:13:48.400]  因為給他那麼多家財
[00:13:48.400 --> 00:13:50.400]  他的名聲又高
[00:13:50.400 --> 00:13:53.400]  你又好像捉起一個圍欄保護著他
[00:13:53.400 --> 00:13:55.400]  那麼他就愛你
[00:13:55.400 --> 00:13:58.400]  當聽完之後
[00:13:58.400 --> 00:14:00.400]  耶和華神
[00:14:00.400 --> 00:14:02.400]  他容許撒旦
[00:14:02.400 --> 00:14:06.400]  去考驗約伯的忠誠
[00:14:06.400 --> 00:14:10.400]  他說你可以拿走他所有東西
[00:14:10.400 --> 00:14:12.400]  除了他的命之外
[00:14:12.400 --> 00:14:16.400]  那麼從六到十二節
[00:14:16.400 --> 00:14:21.400]  可以找出三個神學的真理
[00:14:21.400 --> 00:14:23.400]  三個
[00:14:23.400 --> 00:14:25.400]  第一
[00:14:25.400 --> 00:14:29.400]  撒旦的目的是要摧毀一個人信靠神的心
[00:14:29.400 --> 00:14:31.400]  愛神的心
[00:14:31.400 --> 00:14:33.400]  撒旦是這樣
[00:14:33.400 --> 00:14:36.400]  無論透過什麼方法都好
[00:14:36.400 --> 00:14:38.400]  喜樂、讓你犯罪什麼都好
[00:14:38.400 --> 00:14:41.400]  他要讓我們遠離上帝
[00:14:41.400 --> 00:14:46.400]  耶和華神從來都沒有嫌棄過約伯
[00:14:46.400 --> 00:14:48.400]  或者不喜歡約伯
[00:14:48.400 --> 00:14:50.400]  只有撒旦是這樣做
[00:14:50.400 --> 00:14:52.400]  第二
[00:14:52.400 --> 00:14:55.400]  耶和華神容許撒旦去到
[00:14:55.400 --> 00:14:59.400]  在約伯身上造成一些傷害
[00:14:59.400 --> 00:15:02.400]  也就是說撒旦的工作
[00:15:02.400 --> 00:15:04.400]  其實終極是什麼呢
[00:15:04.400 --> 00:15:05.400]  是神的工作
[00:15:05.400 --> 00:15:07.400]  你推上去
[00:15:07.400 --> 00:15:08.400]  每一次的受苦
[00:15:08.400 --> 00:15:10.400]  可以是撒旦的工作
[00:15:10.400 --> 00:15:12.400]  最極就是神的工作
[00:15:12.400 --> 00:15:14.400]  因為神容許撒旦這樣做
[00:15:14.400 --> 00:15:18.400]  一切都是在神的主權下去成就
[00:15:18.400 --> 00:15:19.400]  是神的工作
[00:15:19.400 --> 00:15:23.400]  我們的苦難都是神的工作
[00:15:23.400 --> 00:15:24.400]  第三
[00:15:24.400 --> 00:15:27.400]  神會透過一個受苦的僕人
[00:15:27.400 --> 00:15:31.400]  去彰顯上帝的榮美
[00:15:31.400 --> 00:15:34.400]  我們既然有隻寶貝藏在瓦器裡
[00:15:34.400 --> 00:15:37.400]  就顯明這莫大的能力是出於神
[00:15:37.400 --> 00:15:38.400]  不是出於我們
[00:15:38.400 --> 00:15:39.400]  我們四面受敵
[00:15:39.400 --> 00:15:40.400]  卻不被困住
[00:15:40.400 --> 00:15:41.400]  心裡作冷
[00:15:41.400 --> 00:15:42.400]  卻不自失望
[00:15:42.400 --> 00:15:43.400]  遭逼迫
[00:15:43.400 --> 00:15:44.400]  卻不自掉氣
[00:15:44.400 --> 00:15:45.400]  打倒了
[00:15:45.400 --> 00:15:46.400]  卻不自死亡
[00:15:46.400 --> 00:15:48.400]  身上常帶著耶穌基督的死
[00:15:48.400 --> 00:15:51.400]  很顯明耶穌基督的身在我身上
[00:15:51.400 --> 00:15:53.400]  發明出來
[00:15:53.400 --> 00:15:54.400]  你明白嗎
[00:15:54.400 --> 00:15:55.400]  我們是困難
[00:15:55.400 --> 00:15:57.400]  我們面對很多挑戰
[00:15:57.400 --> 00:15:58.400]  撒旦可以攻擊我們
[00:15:58.400 --> 00:16:00.400]  但是神掌管一切的神
[00:16:00.400 --> 00:16:02.400]  超越一切的神
[00:16:02.400 --> 00:16:04.400]  他會透過這些的場景
[00:16:04.400 --> 00:16:06.400]  受苦者的生命
[00:16:06.400 --> 00:16:08.400]  去彰顯上帝的工作
[00:16:08.400 --> 00:16:10.400]  和他的榮耀
[00:16:10.400 --> 00:16:13.400]  也就是說
[00:16:13.400 --> 00:16:15.400]  基於一章的六至十二節
[00:16:15.400 --> 00:16:20.400]  當撒旦和耶和華神對話交談的時候
[00:16:20.400 --> 00:16:23.400]  約伯是完全不知道的
[00:16:23.400 --> 00:16:27.400]  在地上的人是不知道發生什麼事
[00:16:27.400 --> 00:16:34.400]  這豈不是作者給我們一個教導嗎
[00:16:34.400 --> 00:16:36.400]  其實我們苦難很多時候
[00:16:36.400 --> 00:16:38.400]  都是不知道為什麼會發生
[00:16:38.400 --> 00:16:40.400]  我們不知道
[00:16:40.400 --> 00:16:42.400]  我們不知道上帝的計劃
[00:16:42.400 --> 00:16:44.400]  他完全的計劃
[00:16:44.400 --> 00:16:46.400]  所有計劃我們都不知道
[00:16:46.400 --> 00:16:47.400]  我們不知道
[00:16:47.400 --> 00:16:48.400]  我也說過
[00:16:48.400 --> 00:16:50.400]  我被教爭執過兩次
[00:16:50.400 --> 00:16:51.400]  去過兩次急症室
[00:16:51.400 --> 00:16:53.400]  甚至我在牧會的時候
[00:16:53.400 --> 00:16:55.400]  曾經耗盡
[00:16:55.400 --> 00:16:56.400]  我是不知道為什麼
[00:16:56.400 --> 00:16:58.400]  有時候我真的不知道為什麼
[00:16:58.400 --> 00:16:59.400]  有些知道
[00:16:59.400 --> 00:17:00.400]  有些不知道
[00:17:00.400 --> 00:17:01.400]  回頭看
[00:17:01.400 --> 00:17:02.400]  可能知道多一點
[00:17:02.400 --> 00:17:04.400]  但是都知道不完
[00:17:04.400 --> 00:17:09.400]  今天的傢俬報告第二項
[00:17:09.400 --> 00:17:11.400]  黃Sir
[00:17:11.400 --> 00:17:13.400]  我不知道大家認不認識黃Sir
[00:17:13.400 --> 00:17:14.400]  黃牧師
[00:17:14.400 --> 00:17:15.400]  黃偉權牧師
[00:17:15.400 --> 00:17:18.400]  黃Sir是我來到柴孫家
[00:17:18.400 --> 00:17:20.400]  第一個實習生學生
[00:17:20.400 --> 00:17:22.400]  他帶我幾年
[00:17:22.400 --> 00:17:24.400]  他帶我幾年
[00:17:24.400 --> 00:17:27.400]  他很真誠
[00:17:27.400 --> 00:17:28.400]  在我印象當中
[00:17:28.400 --> 00:17:30.400]  雖然我們沒有見面十年
[00:17:30.400 --> 00:17:32.400]  我記得有一次
[00:17:32.400 --> 00:17:34.400]  他帶青少年Camp
[00:17:34.400 --> 00:17:35.400]  青少年Camp
[00:17:35.400 --> 00:17:38.400]  去Camp的時候
[00:17:38.400 --> 00:17:39.400]  他約定
[00:17:39.400 --> 00:17:40.400]  大家睡覺
[00:17:40.400 --> 00:17:41.400]  第二天早上
[00:17:41.400 --> 00:17:43.400]  我們去看日出
[00:17:43.400 --> 00:17:46.400]  第二天早上
[00:17:46.400 --> 00:17:48.400]  每個年輕人
[00:17:48.400 --> 00:17:49.400]  每個都睡著了
[00:17:49.400 --> 00:17:50.400]  不記得黃Sir
[00:17:50.400 --> 00:17:52.400]  只有我和師母起床
[00:17:52.400 --> 00:17:55.400]  我們三個人去看日出
[00:17:55.400 --> 00:17:56.400]  但那天很大霧
[00:17:56.400 --> 00:17:57.400]  看不到
[00:17:57.400 --> 00:17:58.400]  看不到
[00:17:59.400 --> 00:18:02.400]  黃Sir很愛教會
[00:18:02.400 --> 00:18:06.400]  他完成了這裡的神學訓練
[00:18:06.400 --> 00:18:09.400]  回到蒙召的地方
[00:18:09.400 --> 00:18:11.400]  加拿大那裡募會
[00:18:11.400 --> 00:18:15.400]  但因著一個家族遺傳性的病
[00:18:15.400 --> 00:18:17.400]  去安息住外
[00:18:17.400 --> 00:18:20.400]  我聽到都很震撼
[00:18:20.400 --> 00:18:22.400]  帶我幾年的人
[00:18:22.400 --> 00:18:25.400]  這麼快就回到天家
[00:18:25.400 --> 00:18:26.400]  我們不知道為什麼
[00:18:26.400 --> 00:18:28.400]  很多事情我們不知道
[00:18:28.400 --> 00:18:31.400]  我們不知道
[00:18:31.400 --> 00:18:38.400]  苦難考驗我們的信心
[00:18:38.400 --> 00:18:41.400]  我們會產生疑惑
[00:18:41.400 --> 00:18:42.400]  疲倦
[00:18:42.400 --> 00:18:43.400]  埋怨
[00:18:43.400 --> 00:18:47.400]  甚至對神發出負面的評語
[00:18:47.400 --> 00:18:50.400]  作者很想我們知道
[00:18:50.400 --> 00:18:53.400]  其實神有一個很偉大的計劃
[00:18:53.400 --> 00:18:55.400]  成就在同學身上
[00:18:55.400 --> 00:18:57.400]  但我們不知道
[00:18:57.400 --> 00:19:00.400]  特別是在苦難者身上
[00:19:00.400 --> 00:19:02.400]  或者我們在苦難當中
[00:19:02.400 --> 00:19:03.400]  不是要問為什麼
[00:19:03.400 --> 00:19:05.400]  或者找個答案
[00:19:05.400 --> 00:19:08.400]  而是在苦難當中繼續去信靠
[00:19:08.400 --> 00:19:09.400]  信誰呢?
[00:19:09.400 --> 00:19:13.400]  那個為我們釘十字架的耶穌基督
[00:19:13.400 --> 00:19:17.400]  那個為我們生為我們死的耶穌基督
[00:19:17.400 --> 00:19:20.400]  那個有一天會榮耀再回來的耶穌基督
[00:19:20.400 --> 00:19:22.400]  可能就是這樣
[00:19:22.400 --> 00:19:25.400]  在考驗當中
[00:19:25.400 --> 00:19:28.400]  神希望我們繼續抓住神
[00:19:28.400 --> 00:19:30.400]  不要放過神
[00:19:30.400 --> 00:19:32.400]  因為他是信實的
[00:19:32.400 --> 00:19:38.400]  在約伯的第三個部分
[00:19:38.400 --> 00:19:40.400]  出現了一個人
[00:19:40.400 --> 00:19:43.400]  32到37章有一個人叫做
[00:19:43.400 --> 00:19:45.400]  以利胡出現了
[00:19:45.400 --> 00:19:47.400]  這個人很特別
[00:19:47.400 --> 00:19:50.400]  你說是3到31章有三個朋友
[00:19:50.400 --> 00:19:52.400]  跟約伯對話
[00:19:52.400 --> 00:19:53.400]  交談
[00:19:53.400 --> 00:19:56.400]  但突然又出現了一個更年輕的
[00:19:56.400 --> 00:19:57.400]  出來
[00:19:57.400 --> 00:19:58.400]  以利胡
[00:19:58.400 --> 00:20:03.400]  當然按照當時的文化或者宗教
