
[00:00:00.000 --> 00:00:06.000]  路加福音第十五章二十四和三十二節
[00:02:16.700 --> 00:02:23.000]  到底他怎麼樣去面對他的孩子
[00:02:23.000 --> 00:02:24.500]  整個的《路加福音》
[00:02:24.500 --> 00:02:26.300]  在這段的經文裡面
[00:02:26.300 --> 00:02:30.900]  特別以上帝的慈愛為中心的
[00:02:30.900 --> 00:02:34.200]  當我們明白認識這位天父之後
[00:02:34.200 --> 00:02:38.600]  也就明白耶穌跟天父的關係
[00:02:38.600 --> 00:02:40.800]  我們來看看這段經文
[00:02:40.800 --> 00:02:43.400]  當在第15章開始的時候
[00:02:43.400 --> 00:02:47.400]  他其實就講了三個重要的故事
[00:02:47.400 --> 00:02:48.800]  這三個故事
[00:02:48.800 --> 00:02:54.300]  第一個就講到彌斯的羊
[00:02:54.300 --> 00:02:57.400]  第二個故事就繼續在講到
[00:02:57.400 --> 00:03:00.000]  詩前的一個比喻
[00:03:00.000 --> 00:03:02.100]  到了第三個比喻的時候
[00:03:02.100 --> 00:03:04.900]  特別講到浪子的比喻
[00:03:04.900 --> 00:03:06.800]  於是我們就很明白
[00:03:06.800 --> 00:03:09.600]  什麼叫做浪子回家
[00:03:09.600 --> 00:03:12.300]  或者浪子離家出走之後
[00:03:12.300 --> 00:03:14.900]  他所面對的那個困境
[00:03:14.900 --> 00:03:18.500]  而且也很明白那位天父
[00:03:18.500 --> 00:03:24.600]  那位父親怎麼樣等待孩子的回來
[00:03:24.600 --> 00:03:26.700]  當我們讀完第15章的時候
[00:03:26.700 --> 00:03:29.200]  結局美不美
[00:03:29.200 --> 00:03:30.400]  美不美
[00:03:30.400 --> 00:03:31.200]  很美
[00:03:31.200 --> 00:03:33.200]  因為孩子回來了
[00:03:33.200 --> 00:03:34.300]  你明白嗎
[00:03:34.300 --> 00:03:37.700]  這個流浪的孩子回來了
[00:03:37.700 --> 00:03:40.000]  但如果在現實當中
[00:03:40.000 --> 00:03:42.000]  你可能是那個浪子
[00:03:42.000 --> 00:03:44.300]  回到父親的身邊
[00:03:44.300 --> 00:03:50.700]  請問他會不會再一次離家出走
[00:03:50.700 --> 00:03:52.300]  會不會
[00:03:52.300 --> 00:03:53.500]  不知道
[00:03:53.500 --> 00:03:57.300]  因為聖經的這個結局很美好
[00:03:57.300 --> 00:04:00.100]  但是你想如果是你的話
[00:04:00.100 --> 00:04:03.100]  會不會再離家出走
[00:04:03.100 --> 00:04:05.300]  你敢肯定嗎
[00:04:05.300 --> 00:04:06.700]  會不會
[00:04:06.700 --> 00:04:08.400]  聖經沒有講
[00:04:08.400 --> 00:04:10.200]  但如果是我的話
[00:04:10.200 --> 00:04:13.700]  我可能會再次離家出走
[00:04:13.700 --> 00:04:15.500]  你明白那個意思嗎
[00:04:15.500 --> 00:04:17.400]  雖然有個好的父親
[00:04:17.400 --> 00:04:19.100]  但是這個浪子
[00:04:19.100 --> 00:04:21.700]  或者是講他的大兒子
[00:04:21.700 --> 00:04:23.400]  會不會再次出走呢
[00:04:23.400 --> 00:04:25.100]  聖經沒有說
[00:04:25.100 --> 00:04:27.800]  聖經只是給我們很完美的
[00:04:27.800 --> 00:04:29.000]  所以有一天他們問我
[00:04:29.000 --> 00:04:30.700]  會不會再離家出走
[00:04:30.700 --> 00:04:32.000]  我說我不知道
[00:04:32.000 --> 00:04:32.700]  如果是我
[00:04:32.700 --> 00:04:33.900]  我可能會
[00:04:33.900 --> 00:04:36.500]  會完之後可能還要再怎麼樣
[00:04:36.500 --> 00:04:38.700]  重新再回來
[00:04:38.700 --> 00:04:40.100]  你有沒有發現你的生命
[00:04:40.100 --> 00:04:42.500]  就是這樣來來回回
[00:04:42.500 --> 00:04:44.300]  在天父的這個世界裡面
[00:04:44.300 --> 00:04:45.400]  一會兒很熱心
[00:04:45.400 --> 00:04:46.800]  一會兒很冷淡
[00:04:46.800 --> 00:04:48.700]  一會兒流離
[00:04:48.700 --> 00:04:50.500]  一會兒又回來
[00:04:50.500 --> 00:04:51.900]  是不是這樣
[00:04:51.900 --> 00:04:53.400]  來 我們繼續來看
[00:04:53.400 --> 00:04:57.600]  其實當十五章裡面講到什麼樣
[00:04:57.600 --> 00:04:59.600]  講到了第一個故事
[00:04:59.600 --> 00:05:03.100]  講到的施養的比喻
[00:05:03.100 --> 00:05:06.100]  在施養的比喻裡面
[00:05:06.100 --> 00:05:09.100]  其實施養的這個比喻
[00:05:09.100 --> 00:05:11.000]  在聖經裡面講
[00:05:11.000 --> 00:05:12.400]  有一個人
[00:05:12.400 --> 00:05:15.800]  你們中間有一百隻羊失去了
[00:05:15.800 --> 00:05:18.900]  然後不是把這九十九隻
[00:05:18.900 --> 00:05:22.400]  撇在曠野去尋找那失去的
[00:05:22.400 --> 00:05:23.900]  直到找到了
[00:05:23.900 --> 00:05:25.300]  找到完之後
[00:05:25.300 --> 00:05:27.900]  其實你們的心情是怎麼樣
[00:05:27.900 --> 00:05:31.400]  歡歡喜喜
[00:05:31.400 --> 00:05:32.700]  然後歡歡喜喜的
[00:05:32.700 --> 00:05:36.000]  把那隻迷失的羊找回來了
[00:05:36.000 --> 00:05:39.800]  然後就請來朋友臨舍
[00:05:39.800 --> 00:05:41.100]  然後對他們說
[00:05:41.100 --> 00:05:43.600]  我失去的羊已經找到了
[00:05:43.600 --> 00:05:47.700]  你們和我一同歡喜
[00:05:47.700 --> 00:05:49.900]  其實在第十五章裡面
[00:05:49.900 --> 00:05:52.200]  不斷地出現了幾個詞語
[00:05:52.200 --> 00:05:54.000]  叫歡歡喜喜
[00:05:54.000 --> 00:05:55.000]  歡喜
[00:05:55.000 --> 00:05:56.400]  歡喜快樂
[00:05:56.400 --> 00:06:00.300]  剛才我們用的那個版本叫慶祝
[00:06:00.300 --> 00:06:05.500]  什麼叫慶祝
[00:06:05.500 --> 00:06:06.600]  慶祝的時候
[00:06:06.600 --> 00:06:09.000]  是不是很歡喜快樂
[00:06:09.000 --> 00:06:11.800]  我記得有一個著名的神學家
[00:06:11.800 --> 00:06:14.900]  有一天他每一天都在考慮一個問題
[00:06:14.900 --> 00:06:16.800]  他說耶穌在這個世上
[00:06:16.800 --> 00:06:18.000]  祂做什麼事
[00:06:18.000 --> 00:06:19.900]  每一天做什麼事
[00:06:19.900 --> 00:06:23.500]  最後他得出的結論是三個P
[00:06:23.500 --> 00:06:25.100]  耶穌第一件事
[00:06:25.100 --> 00:06:27.600]  祂早上一起來要禱告
[00:06:27.600 --> 00:06:29.400]  Prayer
[00:06:29.400 --> 00:06:31.700]  然後接下來祂要到不同的地方
[00:06:31.700 --> 00:06:34.200]  去講到Preach
[00:06:34.200 --> 00:06:36.000]  到了晚上
[00:06:36.000 --> 00:06:37.400]  幹什麼
[00:06:37.400 --> 00:06:40.800]  祂要開Party
[00:06:40.800 --> 00:06:42.000]  所以當你明白
[00:06:42.000 --> 00:06:44.300]  耶穌到瑪大馬利亞的家裡
[00:06:44.300 --> 00:06:45.900]  有沒有Party
[00:06:45.900 --> 00:06:47.900]  耶穌經常帶著門徒
[00:06:47.900 --> 00:06:50.600]  到不同人的家裡去吃飯
[00:06:50.600 --> 00:06:52.200]  我們中國人一講吃飯
[00:06:52.200 --> 00:06:54.600]  是不是好高興
[00:06:54.600 --> 00:06:56.200]  因為那本身是一個Party
[00:06:56.200 --> 00:06:57.700]  那個Party為什麼呢
[00:06:57.700 --> 00:07:01.200]  第一祂要禱告
[00:07:01.200 --> 00:07:02.800]  第二祂要講到
[00:07:02.800 --> 00:07:06.400]  第三耶穌要去參加什麼
[00:07:06.400 --> 00:07:07.600]  Party
[00:07:07.600 --> 00:07:09.600]  Party這些人酒喝多完之後
[00:07:09.600 --> 00:07:10.500]  他去睡了
[00:07:10.500 --> 00:07:13.700]  耶穌第二天早上還要早起幹嘛
[00:07:13.700 --> 00:07:14.400]  禱告
[00:07:14.400 --> 00:07:16.700]  然後還要去講道
[00:07:16.700 --> 00:07:17.900]  講道完之後
[00:07:17.900 --> 00:07:22.800]  依然不同人要邀請耶穌來他家裡幹嘛
[00:07:22.800 --> 00:07:24.900]  當然用這個Party可能不大好
[00:07:24.900 --> 00:07:27.000]  但真的是一個Party
[00:07:27.000 --> 00:07:30.400]  有耶穌同在其實就是美好
[00:07:30.400 --> 00:07:32.900]  因為那個人會預備好多好吃的
[00:07:32.900 --> 00:07:34.600]  在等著
[00:07:34.600 --> 00:07:36.600]  當聖經第15章講到
[00:07:36.600 --> 00:07:40.400]  這個人找到了那隻迷失的羊之後
[00:07:40.400 --> 00:07:41.600]  他們回來了
[00:07:41.600 --> 00:07:43.200]  這裡講什麼
[00:07:43.200 --> 00:07:45.400]  也是講歡喜
[00:07:45.400 --> 00:07:46.500]  快樂
[00:07:46.500 --> 00:07:48.200]  所以耶穌下來就想
[00:07:48.200 --> 00:07:50.800]  我告訴你們一個罪人的悔改
[00:07:50.800 --> 00:07:54.100]  在天上也是這樣為他
[00:07:54.100 --> 00:07:55.500]  歡喜
[00:07:55.500 --> 00:07:58.900]  叫比九十九個不用悔改的義人
[00:07:58.900 --> 00:08:02.500]  歡喜更大
[00:08:02.500 --> 00:08:04.100]  獅羊的比喻
[00:08:04.100 --> 00:08:06.900]  這個羊迷失在哪裡
[00:08:06.900 --> 00:08:10.400]  聖經裡面記載在曠野
[00:08:10.400 --> 00:08:11.400]  弟兄姊妹
[00:08:11.400 --> 00:08:13.400]  聖經裡面一講到曠野的時候
[00:08:13.400 --> 00:08:16.500]  你就想到了死亡
[00:08:16.500 --> 00:08:19.600]  這個迷失的羊在曠野裡面
[00:08:19.600 --> 00:08:21.700]  他面對死亡
[00:08:21.700 --> 00:08:23.500]  但是這個主人
[00:08:23.500 --> 00:08:25.100]  他去怎麼樣
[00:08:25.100 --> 00:08:27.900]  把他尋找回來
[00:08:27.900 --> 00:08:30.600]  尋找回來的結果是怎麼樣
[00:08:30.600 --> 00:08:34.700]  歡歡喜喜
[00:08:34.700 --> 00:08:36.000]  當他這種歡喜
[00:08:36.000 --> 00:08:39.200]  跟別人一同分享的時候會怎麼樣
[00:08:39.200 --> 00:08:40.700]  他就把這個歡喜
[00:08:40.700 --> 00:08:44.400]  給他周圍的朋友鄰舍
[00:08:44.400 --> 00:08:47.700]  來一起分享
[00:08:47.700 --> 00:08:49.900]  我記得有這樣的一句話
[00:08:49.900 --> 00:08:53.800]  當我們有煩惱跟別人分享的時候
[00:08:53.800 --> 00:08:57.800]  這個煩惱是不是減了一半
[00:08:57.800 --> 00:08:58.700]  是嗎
[00:08:58.700 --> 00:09:00.500]  你有煩惱跟別人分享
[00:09:00.500 --> 00:09:01.900]  別人就會為你禱告
[00:09:01.900 --> 00:09:02.700]  禱告完之後
[00:09:02.700 --> 00:09:06.500]  你的煩惱重擔就會減輕
[00:09:06.500 --> 00:09:09.500]  但是如果你有喜樂的事
[00:09:09.500 --> 00:09:11.300]  跟別人分享的時候
[00:09:11.300 --> 00:09:16.000]  這個喜樂會不會加增
[00:09:16.000 --> 00:09:17.700]  會
[00:09:17.700 --> 00:09:21.000]  我知道如果我們的賀傳道
[00:09:21.000 --> 00:09:24.300]  他說一個月之後要請我吃飯
[00:09:24.300 --> 00:09:24.800]  我告訴你
[00:09:24.800 --> 00:09:25.800]  當他告訴我的時候
[00:09:25.800 --> 00:09:26.900]  我就很高興
[00:09:26.900 --> 00:09:29.300]  我就一直等一直等等這頓飯
[00:09:29.300 --> 00:09:30.600]  當他請我吃的時候
[00:09:30.600 --> 00:09:32.200]  我高不高興
[00:09:32.200 --> 00:09:32.700]  高興
[00:09:32.700 --> 00:09:35.700]  吃完飯呢
[00:09:35.700 --> 00:09:37.600]  更高興
[00:09:37.600 --> 00:09:38.900]  是的
[00:09:38.900 --> 00:09:40.300]  所以你就很明白
[00:09:40.300 --> 00:09:42.000]  當這種喜樂的事
[00:09:42.000 --> 00:09:43.600]  跟別人分享的時候
[00:09:43.600 --> 00:09:46.600]  你的喜樂會不斷的怎麼樣
[00:09:46.600 --> 00:09:48.300]  加增的
[00:09:48.300 --> 00:09:49.500]  你明白嗎
[00:09:49.500 --> 00:09:51.000]  我一想到那餐飯
[00:09:51.000 --> 00:09:52.200]  我就很喜樂
[00:09:52.200 --> 00:09:54.400]  吃了那餐飯更喜樂
[00:09:54.400 --> 00:09:55.900]  然後我就吃完飯之後
[00:09:55.900 --> 00:09:57.300]  我就非常喜樂
[00:09:57.300 --> 00:10:00.700]  我就在盼望著下一次還有嗎
[00:10:00.700 --> 00:10:01.800]  如果下一次有
[00:10:01.800 --> 00:10:03.700]  是不是更喜樂
[00:10:03.700 --> 00:10:05.000]  你知道那個意思
[00:10:05.000 --> 00:10:06.800]  會更喜樂的
[00:10:06.800 --> 00:10:09.500]  這個人會歡喜快樂
[00:10:09.500 --> 00:10:13.100]  因為他把這個美好的事
[00:10:13.100 --> 00:10:15.100]  彌思楊的這件事
[00:10:15.100 --> 00:10:16.700]  重新找回的時候
[00:10:16.700 --> 00:10:19.200]  是跟別人一同幹嘛
[00:10:19.200 --> 00:10:20.300]  分享
[00:10:20.300 --> 00:10:21.300]  歡喜
[00:10:21.300 --> 00:10:22.900]  快樂
[00:10:22.900 --> 00:10:23.300]  好了
[00:10:23.300 --> 00:10:25.000]  到了第二個故事的時候
[00:10:25.000 --> 00:10:28.200]  講到有一個婦人有十塊錢
[00:10:28.200 --> 00:10:30.100]  然後她失落了
[00:10:30.100 --> 00:10:32.300]  然後就去打掃屋子
[00:10:32.300 --> 00:10:34.000]  細細的去尋找
[00:10:34.000 --> 00:10:35.900]  直到找到
[00:10:35.900 --> 00:10:38.900]  找到完之後怎麼樣
[00:10:38.900 --> 00:10:40.500]  她也是請了
[00:10:40.500 --> 00:10:43.400]  她的朋友林社來
[00:10:43.400 --> 00:10:44.700]  然後對他們說
[00:10:44.700 --> 00:10:47.700]  我失落的那塊錢已經找到了
[00:10:47.700 --> 00:10:52.700]  你們和我一同歡喜
[00:10:52.700 --> 00:10:55.000]  哇 又是歡喜
[00:10:55.000 --> 00:10:58.900]  這個錢失去了
[00:10:58.900 --> 00:11:02.900]  十塊錢失落了一塊
[00:11:02.900 --> 00:11:05.200]  然後當她找到完之後
[00:11:05.200 --> 00:11:08.200]  她也是跟林社幹嘛
[00:11:08.200 --> 00:11:10.500]  朋友一同分享
[00:11:10.500 --> 00:11:11.400]  為什麼
[00:11:11.400 --> 00:11:13.800]  因為她覺得周圍的鄰居朋友
[00:11:13.800 --> 00:11:16.600]  是她很好的一個團體
[00:11:16.600 --> 00:11:19.500]  她可以跟他們一同幹嘛
[00:11:19.500 --> 00:11:22.400]  分享這種喜樂
[00:11:22.400 --> 00:11:23.500]  其實
[00:11:23.500 --> 00:11:26.000]  今天也在告訴我們
[00:11:26.000 --> 00:11:28.500]  當我們享受了這個信仰之後
[00:11:28.500 --> 00:11:30.900]  我們知道天父愛我們
[00:11:30.900 --> 00:11:33.000]  有許多美好的福分
[00:11:33.000 --> 00:11:35.600]  福氣在我們身上發生的時候
[00:11:35.600 --> 00:11:39.000]  我們也希望將這種美好的東西
[00:11:39.000 --> 00:11:40.700]  與人
[00:11:40.700 --> 00:11:42.000]  分享
[00:11:42.000 --> 00:11:43.900]  Amen
[00:11:43.900 --> 00:11:46.300]  與人一起分享
[00:11:46.300 --> 00:11:47.000]  好了
[00:11:47.000 --> 00:11:49.100]  到了最後第十節的時候
[00:11:49.100 --> 00:11:50.600]  一個罪人的悔改
[00:11:50.600 --> 00:11:52.800]  在神的使者面前
[00:11:52.800 --> 00:11:55.600]  也要這樣為他
[00:11:55.600 --> 00:11:57.200]  歡喜
[00:11:57.200 --> 00:11:58.700]  第一段故事
[00:11:58.700 --> 00:12:00.500]  歡喜快樂
[00:12:00.500 --> 00:12:01.600]  第二個
[00:12:01.600 --> 00:12:04.000]  歡喜快樂
[00:12:04.000 --> 00:12:05.300]  那你就猜猜看
[00:12:05.300 --> 00:12:08.400]  到了第三段浪子的比喻之後
[00:12:08.400 --> 00:12:11.400]  會不會也是歡喜快樂呢
[00:12:11.400 --> 00:12:12.500]  也應該是的
[00:12:12.500 --> 00:12:14.400]  因為三段經文裡面講
[00:12:14.400 --> 00:12:16.700]  但是在第三段的經文裡面
[00:12:16.700 --> 00:12:19.500]  就講得特別長
[00:12:19.500 --> 00:12:21.200]  因為他的注重點
[00:12:21.200 --> 00:12:23.500]  不是在那個物質的方面
[00:12:23.500 --> 00:12:28.500]  而是在一個人的靈魂的迴轉裡面
[00:12:28.500 --> 00:12:29.700]  天父
[00:12:29.700 --> 00:12:31.100]  歡喜快樂
[00:12:31.100 --> 00:12:33.400]  這個家庭歡喜快樂
[00:12:33.400 --> 00:12:35.200]  來 我們繼續來看
[00:12:35.200 --> 00:12:37.400]  到了第十一節開始的時候
[00:12:37.400 --> 00:12:39.700]  耶穌就做了一個比喻
[00:12:39.700 --> 00:12:41.900]  祂說有一個人有兩個兒子
[00:12:41.900 --> 00:12:43.900]  小兒子就對他父親說
[00:12:43.900 --> 00:12:47.500]  請把我應得的家業分給我
[00:12:47.500 --> 00:12:52.700]  他的父親就把產業分給他
[00:12:52.700 --> 00:12:54.600]  按照當時的傳統
[00:12:54.600 --> 00:13:02.700]  什麼時候分家產
[00:13:02.700 --> 00:13:05.000]  是長輩過世了
[00:13:05.000 --> 00:13:07.800]  幾個兄弟來分家產
[00:13:07.800 --> 00:13:09.500]  但聖經好奇怪
[00:13:09.500 --> 00:13:12.000]  這個小兒子就對父親說
[00:13:12.000 --> 00:13:15.200]  喂 我要分家產
[00:13:15.200 --> 00:13:19.300]  但是他的父親也把這個產業很多
[00:13:19.300 --> 00:13:22.300]  也是把產業幹嘛
[00:13:22.300 --> 00:13:24.500]  分給他
[00:13:24.500 --> 00:13:26.600]  你知道當一個人有錢之後
[00:13:26.600 --> 00:13:28.600]  就會幹嘛
[00:13:28.600 --> 00:13:30.000]  他們經常國內講的
[00:13:30.000 --> 00:13:33.300]  男人一有錢就變壞了
[00:13:33.300 --> 00:13:34.400]  男人有錢了之後
[00:13:34.400 --> 00:13:35.600]  是不是變壞了
[00:13:35.600 --> 00:13:36.700]  變壞了
[00:13:36.700 --> 00:13:41.100]  他說女人要變壞了才有錢
[00:13:41.100 --> 00:13:42.400]  你明白那個意思
[00:13:42.400 --> 00:13:45.600]  所以這個父親就把產業分給他
[00:13:45.600 --> 00:13:49.300]  然後這個小兒子過了幾天之後
[00:13:49.300 --> 00:13:51.600]  他就幹嘛
[00:13:51.600 --> 00:13:53.600]  有了錢之後他就幹嘛
[00:13:53.600 --> 00:13:54.900]  過了不多日
[00:13:54.900 --> 00:13:56.600]  小兒子就把他一切
[00:13:56.600 --> 00:13:59.400]  所有的都收拾起來
[00:13:59.400 --> 00:14:03.000]  往遠方去了
[00:14:03.000 --> 00:14:04.600]  在聖經的裡面
[00:14:04.600 --> 00:14:09.200]  剛才主席不斷讀的那兩節經文
[00:14:09.200 --> 00:14:13.800]  那兩節經文一直在提醒我們什麼呢
[00:14:13.800 --> 00:14:18.800]  死而復活 失而又得
[00:14:18.800 --> 00:14:22.900]  在這個父親的口中出現了兩次
[00:14:22.900 --> 00:14:25.300]  在這段經文裡面也出現了兩次
[00:14:25.300 --> 00:14:28.900]  這兩次其實他要告訴我們什麼呢
[00:14:28.900 --> 00:14:31.900]  為什麼這個孩子是死而復活
[00:14:31.900 --> 00:14:35.200]  失而又得的呢
[00:14:35.200 --> 00:14:36.900]  我們繼續來看
[00:14:36.900 --> 00:14:40.300]  當這個小兒子就把這些所有的財產
[00:14:40.300 --> 00:14:42.100]  收拾起來完之後
[00:14:42.100 --> 00:14:44.200]  他就幹嘛
[00:14:44.200 --> 00:14:48.700]  他就開始離家出走
[00:14:48.700 --> 00:14:50.100]  弟兄姊妹
[00:14:50.100 --> 00:14:52.600]  什麼叫離家出走
[00:14:52.600 --> 00:14:55.700]  帶著這個財產就要幹嘛
[00:14:55.700 --> 00:14:58.500]  離家出走
[00:14:58.500 --> 00:15:01.300]  在整個生命的經歷過程當中
[00:15:01.300 --> 00:15:04.700]  我們來看看這個小兒子變成了浪子
[00:15:04.700 --> 00:15:06.500]  後來又回來完之後
[00:15:06.500 --> 00:15:08.700]  在他的生命的經歷時候
[00:15:08.700 --> 00:15:12.300]  其實有的時候跟我們很相像的
[00:15:12.300 --> 00:15:13.900]  非常相似的
[00:15:13.900 --> 00:15:15.900]  我們來看
[00:15:15.900 --> 00:15:17.900]  這個生命的經歷是什麼
[00:15:17.900 --> 00:15:20.500]  他把這個財產拿完之後
[00:15:20.500 --> 00:15:22.200]  然後收拾起來
[00:15:22.200 --> 00:15:24.900]  他就要去遠方了
[00:15:24.900 --> 00:15:30.300]  其實他認不認識他的父親
[00:15:30.300 --> 00:15:34.100]  他只知道這個父親很有錢
[00:15:34.100 --> 00:15:36.200]  因為他的產業很多
[00:15:36.200 --> 00:15:37.800]  他也很明白
[00:15:37.800 --> 00:15:42.900]  產業到長輩過世完之後才能分給我的
[00:15:42.900 --> 00:15:46.200]  而這個小兒子在父親活著的時候
[00:15:46.200 --> 00:15:49.000]  就把產業拿走了
[00:15:49.000 --> 00:15:50.800]  其實一開始
[00:15:50.800 --> 00:15:54.200]  他是不認識這位父親的
[00:15:54.200 --> 00:15:57.400]  他只知道父親家裡財產很多
[00:15:57.400 --> 00:15:59.300]  要分給他
[00:15:59.300 --> 00:16:00.700]  接下來怎麼樣呢
[00:16:00.700 --> 00:16:03.000]  第一個很重要的一個重點
[00:16:03.000 --> 00:16:05.400]  就收拾了起來
[00:16:05.400 --> 00:16:08.100]  就打包了 準備離家出走了
[00:16:08.100 --> 00:16:10.800]  可能外面的世界比裡面好
[00:16:10.800 --> 00:16:13.000]  就像齊秦所唱的那首歌
[00:16:13.000 --> 00:16:16.200]  外面的世界好精彩
[00:16:16.200 --> 00:16:18.000]  是不是
[00:16:18.000 --> 00:16:19.700]  當他收拾完起來
[00:16:19.700 --> 00:16:21.900]  就到遠方去了
[00:16:21.900 --> 00:16:25.900]  接下來的一段經文就怎麼講
[00:16:25.900 --> 00:16:29.700]  在那裡任意放蕩
[00:16:29.700 --> 00:16:33.200]  浪費資財
[00:16:33.200 --> 00:16:36.900]  任意這兩個字太好了
[00:16:36.900 --> 00:16:40.400]  我們每個人都在追求的 很自由
[00:16:40.400 --> 00:16:42.200]  是不是 很任性
[00:16:42.200 --> 00:16:44.100]  想做什麼就做什麼
[00:16:44.100 --> 00:16:46.900]  他任意放蕩
[00:16:46.900 --> 00:16:50.300]  然後浪費資財
[00:16:50.300 --> 00:16:54.500]  我們講金山銀山也會被你吃空的
[00:16:54.500 --> 00:16:56.300]  你明白嗎
[00:16:56.300 --> 00:17:00.700]  當他將這樣的浪費了資財之後
[00:17:00.700 --> 00:17:02.600]  接下來第十四節
[00:17:02.600 --> 00:17:06.200]  他耗盡一切所有的
[00:17:06.200 --> 00:17:09.900]  然後又遇上了那地方有大饑荒
[00:17:09.900 --> 00:17:13.800]  聖經裡面講他就窮苦起來
[00:17:13.800 --> 00:17:17.300]  一開始是收拾起來 打包
[00:17:17.300 --> 00:17:21.100]  他把所有好東西都放在行李箱裡面
[00:17:21.100 --> 00:17:22.700]  然後就開始
[00:17:22.700 --> 00:17:25.300]  接下來發生了什麼事
[00:17:25.300 --> 00:17:28.100]  窮苦起來
[00:17:28.100 --> 00:17:29.300]  你知道
[00:17:29.300 --> 00:17:33.800]  一個人從很有錢要降低他的生活的程度
[00:17:33.800 --> 00:17:36.700]  難不難
[00:17:36.700 --> 00:17:41.000]  你從低的程度往上升很容易
[00:17:41.000 --> 00:17:42.700]  人很容易享受的
[00:17:42.700 --> 00:17:46.000]  如果從高到低呢
[00:17:46.000 --> 00:17:47.000]  怎麼樣
[00:17:47.000 --> 00:17:48.700]  窮苦起來
[00:17:48.700 --> 00:17:50.000]  因為為什麼
[00:17:50.000 --> 00:17:54.300]  沒有人幫助他
[00:17:54.300 --> 00:17:55.600]  有人跟你在一起
[00:17:55.600 --> 00:17:57.300]  那幫人跟你在一起
[00:17:57.300 --> 00:17:59.900]  可能是你的酒肉朋友
[00:17:59.900 --> 00:18:01.600]  可能當你有錢的時候
[00:18:01.600 --> 00:18:04.000]  你旁邊的兄弟特別多
[00:18:04.000 --> 00:18:06.500]  但是這幫你沒有錢的時候
[00:18:06.500 --> 00:18:08.600]  就沒有兄弟了
[00:18:08.600 --> 00:18:10.000]  接下來怎麼樣
[00:18:10.000 --> 00:18:11.500]  沒有人幫助他
[00:18:11.500 --> 00:18:13.500]  接下來他窮苦了起來
[00:18:13.500 --> 00:18:15.500]  到了第十五節
[00:18:15.500 --> 00:18:19.100]  他去投靠那地方的一個人
[00:18:19.100 --> 00:18:25.400]  那個人就打發他到天地去放豬
[00:18:25.400 --> 00:18:29.500]  他恨不得拿豬所吃的豆莢 蔥 雞
[00:18:29.500 --> 00:18:32.700]  也沒有人給他
[00:18:32.700 --> 00:18:35.300]  什麼意思
[00:18:35.300 --> 00:18:36.800]  窮苦嗎
[00:18:36.800 --> 00:18:38.300]  最後找了一份工作
[00:18:38.300 --> 00:18:40.500]  就是養豬的
