
[00:00:00.000 --> 00:00:04.000]  我們這段時間都講到關於安息信靠
[00:04:16.280 --> 00:04:19.280]  讓生命有歇息的機會
[00:04:19.280 --> 00:04:20.680]  當然第七天
[00:04:20.680 --> 00:04:23.280]  一個一星期的循環裡面
[00:04:23.280 --> 00:04:25.680]  第七天是重要的
[00:04:25.680 --> 00:04:28.280]  我記得有很多的研究
[00:04:28.280 --> 00:04:30.080]  曾經提過一件事情
[00:04:30.080 --> 00:04:31.680]  就是很多的研究發現
[00:04:31.680 --> 00:04:33.480]  原來我們身體的時鐘
[00:04:33.480 --> 00:04:36.880]  是一個25小時的循環
[00:04:36.880 --> 00:04:38.080]  你說不是的
[00:04:38.080 --> 00:04:41.480]  日常生活是24小時
[00:04:41.480 --> 00:04:42.480]  這些研究就說
[00:04:42.480 --> 00:04:43.880]  其實這個生理時鐘
[00:04:43.880 --> 00:04:45.680]  因為25小時的循環
[00:04:45.680 --> 00:04:48.480]  所以社會的時鐘不能夠配合
[00:04:48.480 --> 00:04:50.280]  所以去到第七天的時候
[00:04:50.280 --> 00:04:52.280]  身體需要多一點點的休息
[00:04:52.280 --> 00:04:56.680]  以至能夠追回這個生理時鐘的循環
[00:04:56.680 --> 00:04:59.080]  研究發現如果在第七天
[00:04:59.080 --> 00:05:01.280]  不讓自己休息的時候
[00:05:01.280 --> 00:05:05.280]  發覺容易產生包括失眠的徵象
[00:05:05.280 --> 00:05:08.480]  包括賀爾蒙不平衡的徵象
[00:05:08.480 --> 00:05:10.280]  還有一個更大的問題
[00:05:10.280 --> 00:05:12.680]  就是容易被激動
[00:05:12.680 --> 00:05:14.880]  碰一碰它就會罵你
[00:05:14.880 --> 00:05:17.280]  那種的情況
[00:05:17.280 --> 00:05:18.480]  在神的設計裡面
[00:05:18.480 --> 00:05:20.080]  是讓我們能夠歇息
[00:05:20.080 --> 00:05:21.680]  其實當我們歇息的時候
[00:05:21.680 --> 00:05:24.280]  我們身邊的人都好過一點
[00:05:24.280 --> 00:05:27.680]  我猜如果我們當中有家庸的弟兄姊妹
[00:05:27.680 --> 00:05:29.480]  當你有歇息的時候
[00:05:29.480 --> 00:05:33.480]  我猜你的脾氣都會對待他好一點
[00:05:33.480 --> 00:05:37.880]  你都會感受到他可以得到某一方面的安息
[00:05:37.880 --> 00:05:40.680]  因此已經提及歇息的重要性
[00:05:40.680 --> 00:05:42.280]  但同時已經有提及
[00:05:42.280 --> 00:05:46.880]  要讓我們能夠可以舒暢的十二節
[00:05:46.880 --> 00:05:47.880]  中間說
[00:05:47.880 --> 00:05:53.280]  「並使你疲累的兒子和寄居的都可以舒暢」
[00:05:53.280 --> 00:05:56.080]  這裡舒暢的含義就是更新
[00:05:56.080 --> 00:05:58.880]  是英文說refreshed
[00:05:58.880 --> 00:06:02.480]  是重新得到一種生機一種力量
[00:06:02.480 --> 00:06:05.080]  重新可以得力
[00:06:05.080 --> 00:06:05.680]  各位弟兄姊妹
[00:06:05.680 --> 00:06:07.680]  得力在乎什麼呢
[00:06:07.680 --> 00:06:11.080]  在乎平靜安穩
[00:06:11.080 --> 00:06:13.280]  剛才我們提及四川成都的事情
[00:06:13.280 --> 00:06:15.680]  一位弟兄跟我出來之後
[00:06:15.680 --> 00:06:20.480]  第二天他剛剛讀聖經讀到詩篇46篇
[00:06:20.480 --> 00:06:21.680]  他有很大的感動
[00:06:21.680 --> 00:06:24.280]  不如大家看一看
[00:06:24.280 --> 00:06:29.880]  詩篇46篇
[00:06:29.880 --> 00:06:33.280]  在46篇的第一節
[00:06:33.280 --> 00:06:33.880]  聖經說
[00:06:33.880 --> 00:06:37.680]  「神是我們的避難所 是我們的力量
[00:06:37.680 --> 00:06:41.080]  是我們在患難中隨時的幫助
[00:06:41.080 --> 00:06:45.880]  所以地需改變 山需搖動到海深
[00:06:45.880 --> 00:06:48.880]  其中的水需烹軍翻騰
[00:06:48.880 --> 00:06:52.280]  山需因海漲而顫抖
[00:06:52.280 --> 00:06:55.880]  我們也不害怕」
[00:06:55.880 --> 00:07:00.280]  接著說到有戰爭有災禍
[00:07:00.280 --> 00:07:02.080]  然後第十節大家一定認識
[00:07:02.080 --> 00:07:03.880]  大家一起讀十節
[00:07:03.880 --> 00:07:08.080]  「你們要休息 要知道我是神
[00:07:08.080 --> 00:07:11.280]  我必在外邦中被尊崇
[00:07:11.280 --> 00:07:14.080]  在遍地上也被尊崇
[00:07:14.080 --> 00:07:17.680]  萬軍之耶和華與我們同在
[00:07:17.680 --> 00:07:22.280]  雅各的神是我們的避難所」
[00:07:22.280 --> 00:07:25.880]  沒錯有很多很多我們不能夠控制的事情
[00:07:25.880 --> 00:07:29.080]  但聖經就呼籲我們要休息
[00:07:29.080 --> 00:07:31.280]  英文的翻譯是Be still
[00:07:31.280 --> 00:07:33.480]  要平定下來
[00:07:33.480 --> 00:07:35.480]  在平定當中先察覺
[00:07:35.480 --> 00:07:38.480]  原來那位神是掌管天地的
[00:07:38.480 --> 00:07:40.080]  祂掌管你的人生
[00:07:40.080 --> 00:07:42.280]  掌管你所經歷的事情
[00:07:42.280 --> 00:07:44.080]  當你休息的時候
[00:07:44.080 --> 00:07:46.080]  不單單身體得到歇息
[00:07:46.080 --> 00:07:48.680]  而是重新調整你的心思
[00:07:48.680 --> 00:07:51.080]  知道神掌管一切
[00:07:51.080 --> 00:07:55.480]  你就尋得神作為你的避難所
[00:07:55.480 --> 00:07:59.480]  在那個時候你真的可以refresh
[00:07:59.480 --> 00:08:02.280]  可以更新 可以舒暢
[00:08:02.280 --> 00:08:05.280]  在各種生命的路上
[00:08:05.280 --> 00:08:09.680]  能夠繼續有力量再上路
[00:08:09.680 --> 00:08:10.680]  各位弟兄姊妹
[00:08:10.680 --> 00:08:11.680]  我們感謝神
[00:08:11.680 --> 00:08:13.680]  神仍然掌管一切
[00:08:13.680 --> 00:08:16.080]  祂教我們憑信心
[00:08:16.080 --> 00:08:18.480]  在適當的時候放開手
[00:08:18.480 --> 00:08:19.880]  交託給神
[00:08:19.880 --> 00:08:23.480]  然後享受祂給我們新心靈的休息
[00:08:23.480 --> 00:08:25.480]  我們一起祈禱

