
[00:00:00.000 --> 00:00:08.640]  十字架 十字架 永是我的榮耀
[00:09:08.800 --> 00:09:12.800]  大家記得主上十字架的時候
[00:09:12.800 --> 00:09:21.800]  他的身上有七處流血的地方
[00:09:21.800 --> 00:09:29.800]  在頭上經濟的冠冕刺傷他流血
[00:09:29.800 --> 00:09:35.800]  在他的背上鞭打流血
[00:09:35.800 --> 00:09:44.800]  他的肩上因為背十字架磨損流血
[00:09:44.800 --> 00:09:49.800]  他的兩隻手被釘流血
[00:09:49.800 --> 00:09:54.800]  他的兩隻腳被釘流血
[00:09:54.800 --> 00:10:01.800]  他的肋旁被槍刺流血
[00:10:01.800 --> 00:10:07.800]  他的身上滿了愛的標誌
[00:10:07.800 --> 00:10:14.800]  在這裏我們看見在預言裏已經說明了
[00:10:14.800 --> 00:10:21.800]  再一次說救約的預言太奇妙了
[00:10:21.800 --> 00:10:28.800]  一處一處幾十處的地方
[00:10:28.800 --> 00:10:34.800]  預言主耶穌要經歷的事
[00:10:34.800 --> 00:10:39.800]  這些預言都一一應驗
[00:10:39.800 --> 00:10:42.800]  不可能是偶然的
[00:10:42.800 --> 00:10:47.800]  這是神永恆的愛計劃
[00:10:47.800 --> 00:10:55.800]  他的愛只要為你我付代價
[00:10:55.800 --> 00:11:01.800]  在他身上的鞭傷的標誌
[00:11:01.800 --> 00:11:06.800]  讓我們想到另外一節的聖經
[00:11:06.800 --> 00:11:14.800]  請大家回到雅各書
[00:11:14.800 --> 00:11:28.800]  在雅各書第八章
[00:11:28.800 --> 00:11:35.800]  救約的雅各書
[00:11:35.800 --> 00:11:41.800]  雅各 雅各差不多
[00:11:41.800 --> 00:11:48.800]  雅各書第八章第六節
[00:11:48.800 --> 00:11:54.800]  雅各第八章第六節
[00:11:54.800 --> 00:11:59.800]  求你將我放在心上如印記
[00:11:59.800 --> 00:12:02.800]  帶在你臂上如鎚記
[00:12:02.800 --> 00:12:06.800]  因為愛情如石之堅強
[00:12:06.800 --> 00:12:08.800]  然後我們看第七節
[00:12:08.800 --> 00:12:11.800]  愛情重水不能形滅
[00:12:11.800 --> 00:12:14.800]  大水不能淹沒
[00:12:14.800 --> 00:12:17.800]  若有人拿家中所有的財寶
[00:12:17.800 --> 00:12:19.800]  要換愛情
[00:12:19.800 --> 00:12:23.800]  就全被藐視
[00:12:23.800 --> 00:12:28.800]  在這裡我們看見
[00:12:28.800 --> 00:12:31.800]  在這裡有一個人
[00:12:31.800 --> 00:12:35.800]  他有一個愛的回應
[00:12:35.800 --> 00:12:39.800]  在他的手臂上
[00:12:39.800 --> 00:12:41.800]  有一個印記
[00:12:41.800 --> 00:12:44.800]  也就是一個標誌
[00:12:44.800 --> 00:12:46.800]  是什麼呢
[00:12:46.800 --> 00:12:49.800]  愛
[00:12:49.800 --> 00:12:53.800]  這個愛是怎麼樣的愛呢
[00:12:53.800 --> 00:12:59.800]  是如石之堅強的愛
[00:12:59.800 --> 00:13:04.800]  是大水不能夠淹沒的
[00:13:04.800 --> 00:13:09.800]  是重水不能夠熄滅的
[00:13:09.800 --> 00:13:13.800]  這是這個愛的強度
[00:13:13.800 --> 00:13:16.800]  是受得起考驗的
[00:13:16.800 --> 00:13:19.800]  而且跟著說
[00:13:19.800 --> 00:13:22.800]  最大的一個考驗
[00:13:22.800 --> 00:13:26.800]  就是財寶
[00:13:26.800 --> 00:13:31.800]  如果有人要用金錢來換取這個愛
[00:13:31.800 --> 00:13:35.800]  全被藐視
[00:13:35.800 --> 00:13:37.800]  那就是說
[00:13:37.800 --> 00:13:40.800]  這個愛是不出賣的
[00:13:40.800 --> 00:13:43.800]  任何的榮華富貴
[00:13:43.800 --> 00:13:47.800]  金錢的物質的享受
[00:13:47.800 --> 00:13:50.800]  不能夠換取這個愛
[00:13:50.800 --> 00:13:52.800]  任何的榮華富貴
[00:13:52.800 --> 00:13:54.800]  物質和金錢的享受
[00:13:54.800 --> 00:13:56.800]  都不能夠換取這個愛
[00:13:56.800 --> 00:14:02.800]  這個愛在這個人的身上是一個印記
[00:14:02.800 --> 00:14:07.800]  不能夠消除的印記
[00:14:07.800 --> 00:14:11.800]  這是愛的印記
[00:14:11.800 --> 00:14:13.800]  在祖的身上
[00:14:13.800 --> 00:14:14.800]  那個鞭傷
[00:14:14.800 --> 00:14:17.800]  一條條的傷痕
[00:14:17.800 --> 00:14:20.800]  我相信繼續地存留
[00:14:20.800 --> 00:14:23.800]  一條條的傷痕
[00:14:23.800 --> 00:14:26.800]  我相信繼續地存留
[00:14:26.800 --> 00:14:28.800]  主身上的鞭傷
[00:14:28.800 --> 00:14:29.800]  那一條條的傷痕
[00:14:29.800 --> 00:14:32.800]  我相信會繼續地存留
[00:14:32.800 --> 00:14:34.800]  在我們的身上
[00:14:34.800 --> 00:14:36.800]  在我們的身上
[00:14:36.800 --> 00:14:38.800]  回應主愛的標誌
[00:14:38.800 --> 00:14:43.800]  就是對祂的不改變的愛
[00:14:43.800 --> 00:14:46.800]  回應主的不改變的標誌
[00:14:46.800 --> 00:14:49.800]  就是在我們身上的愛
[00:14:49.800 --> 00:14:56.800]  這個愛我們不出賣
[00:14:56.800 --> 00:15:04.800]  有的人的愛情被金錢買去
[00:15:04.800 --> 00:15:07.800]  那不是真的愛
[00:15:07.800 --> 00:15:14.800]  真的愛金錢不能夠買去
[00:15:14.800 --> 00:15:18.800]  有三樣東西不可以買
[00:15:18.800 --> 00:15:20.800]  第一
[00:15:20.800 --> 00:15:24.800]  人格不可以買
[00:15:24.800 --> 00:15:29.800]  在獵王紀上21章
[00:15:29.800 --> 00:15:32.800]  以利亞澤被阿哈王說
[00:15:32.800 --> 00:15:39.800]  你出賣了你自己的人格
[00:15:39.800 --> 00:15:44.800]  因為他要得一個平民的葡萄園
[00:15:44.800 --> 00:15:46.800]  就殺了他
[00:15:46.800 --> 00:15:53.800]  為了葡萄園他出賣了他的人格
[00:15:53.800 --> 00:16:00.800]  主的僕人以利亞坦白地指責他
[00:16:00.800 --> 00:16:05.800]  第二,真理不可以買
[00:16:05.800 --> 00:16:12.800]  真言書23章23節
[00:16:12.800 --> 00:16:22.800]  要買真理卻不可以賣真理
[00:16:22.800 --> 00:16:30.800]  我們要付大代價來買真理
[00:16:30.800 --> 00:16:34.800]  我們為真理願意付代價
[00:16:34.800 --> 00:16:39.800]  但是這個真理是不可以出賣的
[00:16:39.800 --> 00:16:41.800]  第三
[00:16:41.800 --> 00:16:45.800]  主不可以出賣
[00:16:45.800 --> 00:16:48.800]  猶大出賣了主
[00:16:48.800 --> 00:16:51.800]  三十塊錢
[00:16:51.800 --> 00:16:58.800]  三十塊錢這件事在舊約有預言
[00:16:58.800 --> 00:17:03.800]  是在撒加利亞書第十一章
[00:17:03.800 --> 00:17:08.800]  那裡的三十塊錢是代表一個奴隸的價錢
[00:17:08.800 --> 00:17:13.800]  猶大就用這個價錢把主出賣
[00:17:13.800 --> 00:17:18.800]  但是誰想得到
[00:17:18.800 --> 00:17:25.800]  被當作奴隸出賣的主耶穌
[00:17:25.800 --> 00:17:33.800]  竟然釋放了許許多多的奴隸
[00:17:33.800 --> 00:17:40.800]  羅馬帝國接受基督教為國教的時候
[00:17:40.800 --> 00:17:45.800]  第一件事做的
[00:17:45.800 --> 00:17:50.800]  就是廢除了奴隸的制度
[00:17:50.800 --> 00:17:56.800]  因為受了基督的影響
[00:17:56.800 --> 00:18:00.800]  你看基督教真的被接受的時候
[00:18:00.800 --> 00:18:04.800]  一定產生一個果效
[00:18:04.800 --> 00:18:11.800]  一個被當作奴隸出賣的主耶穌
[00:18:11.800 --> 00:18:18.800]  卻將千萬的罪的奴隸釋放出來
[00:18:18.800 --> 00:18:29.800]  我們怎麼可以賣這位主呢?
[00:18:29.800 --> 00:18:34.800]  感謝主
[00:18:34.800 --> 00:18:39.800]  這個人有愛的回應
[00:18:39.800 --> 00:18:42.800]  一個堅強的愛
[00:18:42.800 --> 00:18:46.800]  一個金錢不能買的愛
[00:18:46.800 --> 00:18:54.800]  一個大水重水不能熄滅的愛
[00:18:54.800 --> 00:19:06.800]  回應著身上邊緣的印記
[00:19:06.800 --> 00:19:09.800]  我們再看
[00:19:09.800 --> 00:19:19.800]  以色列人出埃及的時候
[00:19:19.800 --> 00:19:24.800]  是從逾越節開始
[00:19:24.800 --> 00:19:28.800]  他們殺了逾越節的羔羊
[00:19:28.800 --> 00:19:31.800]  那是預表基督
[00:19:31.800 --> 00:19:35.800]  很令我們驚奇的
[00:19:35.800 --> 00:19:40.800]  我們的主就是在猶太人的逾越節的時候
[00:19:40.800 --> 00:19:47.800]  被出賣受死
[00:19:47.800 --> 00:19:52.800]  主和門徒舉行了最後的逾越節晚餐
[00:19:52.800 --> 00:19:53.800]  就被捉拿了
[00:19:53.800 --> 00:20:01.800]  你看舊約的預表
[00:20:01.800 --> 00:20:04.800]  那麼奇妙地應驗在耶穌身上
[00:20:04.800 --> 00:20:13.800]  有兩件事任何人都不能自己決定
[00:20:13.800 --> 00:20:18.800]  他出生的時刻
[00:20:18.800 --> 00:20:23.800]  和他死的時刻
[00:20:23.800 --> 00:20:29.800]  有人說今天出生的時刻可以預定
[00:20:29.800 --> 00:20:31.800]  我不必解釋
[00:20:31.800 --> 00:20:34.800]  大家了解
[00:20:34.800 --> 00:20:36.800]  但是死呢
[00:20:36.800 --> 00:20:39.800]  除非你自殺
[00:20:39.800 --> 00:20:45.800]  沒有人能定自己死的時刻
[00:20:45.800 --> 00:20:52.800]  但是基督死的時刻被預定了
[00:20:52.800 --> 00:20:56.800]  在摩西的時代已經預定了
[00:20:56.800 --> 00:21:01.800]  那位被殺逾越節的羔羊
[00:21:01.800 --> 00:21:04.800]  被殺的時候
[00:21:04.800 --> 00:21:14.800]  就是幾千年以後主耶穌基督被出賣定死的時候
[00:21:14.800 --> 00:21:18.800]  這個預表應驗了
[00:21:18.800 --> 00:21:20.800]  是否偶然的呢?
[00:21:20.800 --> 00:21:21.800]  不可能
[00:21:21.800 --> 00:21:24.800]  是否主自己定的呢?
[00:21:24.800 --> 00:21:26.800]  不可能
[00:21:26.800 --> 00:21:30.800]  因為是敵人來捉拿他
[00:21:30.800 --> 00:21:32.800]  把他處死
[00:21:32.800 --> 00:21:39.800]  主耶穌在逾越節的時候死
[00:21:39.800 --> 00:21:42.800]  讓我們回頭看一看
[00:21:42.800 --> 00:21:49.800]  當初摩西帶領之下逾越節的一件事
[00:21:49.800 --> 00:21:51.800]  讓我們回頭去看一看
[00:21:51.800 --> 00:21:57.800]  摩西帶領那些人出逾越節的時候
[00:21:57.800 --> 00:22:02.800]  帶領那些人出逾越節的時候
[00:22:02.800 --> 00:22:04.800]  有一件事
[00:22:04.800 --> 00:22:10.800]  就是以色列人要梳了腰
[00:22:10.800 --> 00:22:14.800]  手裡拿著杖吃逾越節的羔羊
[00:22:14.800 --> 00:22:17.800]  就是他們要拿著帶子束著腰
[00:22:17.800 --> 00:22:21.800]  手裡拿著杖來吃逾越節的羔羊
[00:22:21.800 --> 00:22:22.800]  束帶
[00:22:22.800 --> 00:22:24.800]  要束帶
[00:22:24.800 --> 00:22:25.800]  今天
[00:22:25.800 --> 00:22:30.800]  我們回應逾越節的愛
[00:22:30.800 --> 00:22:33.800]  也就是十字架的愛
[00:22:33.800 --> 00:22:34.800]  怎麼樣呢?
[00:22:34.800 --> 00:22:37.800]  我們要束腰
[00:22:37.800 --> 00:22:42.800]  當日以色列人束腰是為什麼呢?
[00:22:42.800 --> 00:22:46.800]  就是表示他們一吃完逾越節的羔羊
[00:22:46.800 --> 00:22:49.800]  就要動身出埃及
[00:22:49.800 --> 00:22:52.800]  就是當他們一吃完逾越節的羔羊之後
[00:22:52.800 --> 00:22:55.800]  他們就要動身離開埃及
[00:22:55.800 --> 00:23:03.800]  所以這個腰帶束在腰中是一個標誌
[00:23:03.800 --> 00:23:08.800]  每一個以色列人都有這個標誌
[00:23:08.800 --> 00:23:14.800]  他們準備好了出埃及
[00:23:14.800 --> 00:23:17.800]  如果逾越節的羔羊被殺了
[00:23:17.800 --> 00:23:20.800]  卻有一個以色列人說我不出埃及
[00:23:20.800 --> 00:23:25.800]  我歡喜在這裡做埃及人的奴隸
[00:23:25.800 --> 00:23:27.800]  你們走,我不走
[00:23:27.800 --> 00:23:30.800]  有這樣的人嗎?
[00:23:30.800 --> 00:23:33.800]  可能有
[00:23:33.800 --> 00:23:41.800]  但是那些大多數的以色列人都束帶出來
[00:23:41.800 --> 00:23:54.800]  但是大多數的以色列人都束著腰帶離開埃及
[00:23:54.800 --> 00:24:05.800]  今天我們來回應逾越節的十字架
[00:24:05.800 --> 00:24:08.800]  也要有一個標誌
[00:24:08.800 --> 00:24:12.800]  是真以色列人的標誌
[00:24:12.800 --> 00:24:15.800]  束腰
[00:24:15.800 --> 00:24:19.800]  束腰在聖經裡有三個意思
[00:24:19.800 --> 00:24:21.800]  第一
[00:24:21.800 --> 00:24:24.800]  彼得前書的一章
[00:24:24.800 --> 00:24:32.800]  那裡表示束腰是謹慎自守
[00:24:32.800 --> 00:24:35.800]  第二個意思
[00:24:35.800 --> 00:24:39.800]  束腰是代表服事
[00:24:39.800 --> 00:24:43.800]  帶著束腰給門徒洗腳
[00:24:43.800 --> 00:24:47.800]  第三
[00:24:47.800 --> 00:24:49.800]  就是這裡所說的
[00:24:49.800 --> 00:24:55.800]  以色列人束腰出埃及
[00:24:55.800 --> 00:25:00.800]  我們回應基督的愛的標誌就是束這個腰
[00:25:00.800 --> 00:25:05.800]  在這個愛的激勵之下
[00:25:05.800 --> 00:25:12.800]  我們決定不再留在埃及生活
[00:25:12.800 --> 00:25:17.800]  我們束上了腰是為了表示我們離開埃及
[00:25:17.800 --> 00:25:19.800]  不再逗留在埃及
[00:25:19.800 --> 00:25:22.800]  我們不再在這裡做奴隸
[00:25:22.800 --> 00:25:26.800]  我們不再在這裡服事法老
[00:25:26.800 --> 00:25:30.800]  我們要離開這裡
[00:25:30.800 --> 00:25:33.800]  到神安排的地方
[00:25:33.800 --> 00:25:40.800]  在那裡我們要單單侍奉耶和華
[00:25:40.800 --> 00:25:45.800]  我們對十家大愛的回應
[00:25:45.800 --> 00:25:48.800]  也是這樣的決心
[00:25:48.800 --> 00:25:50.800]  我要出埃及
[00:25:50.800 --> 00:25:52.800]  出屬靈的埃及
[00:25:52.800 --> 00:25:56.800]  我不再屬於埃及
[00:25:56.800 --> 00:26:05.800]  埃及是象徵與神為敵的世俗
[00:26:05.800 --> 00:26:12.800]  法老的皇冠上有一個雕刻
[00:26:12.800 --> 00:26:16.800]  七條蛇
[00:26:16.800 --> 00:26:22.800]  這個蛇是尼羅河的河神
[00:26:22.800 --> 00:26:26.800]  他的頭上有七條蛇
[00:26:26.800 --> 00:26:35.800]  所以法老是撒旦一個很清楚的預表
[00:26:35.800 --> 00:26:42.800]  他說統治了埃及就是與神為敵的今天的世俗
[00:26:42.800 --> 00:26:46.800]  他所統治的埃及
[00:26:46.800 --> 00:26:49.800]  就是代表了與神為敵今天的世俗
[00:26:49.800 --> 00:26:53.800]  約翰一書二章十五節
[00:26:53.800 --> 00:26:56.800]  不要愛世界
[00:26:56.800 --> 00:26:59.800]  因為你們若愛世界
[00:26:59.800 --> 00:27:04.800]  愛天父的心就不在你們裡面
[00:27:04.800 --> 00:27:10.800]  這個世界就是世俗
[00:27:10.800 --> 00:27:14.800]  不是指著社會
[00:27:14.800 --> 00:27:17.800]  基督徒愛社會
[00:27:17.800 --> 00:27:20.800]  但是我們不愛世俗
[00:27:20.800 --> 00:27:29.800]  世俗是代表世界上有許多與神為敵的撒旦工具
[00:27:29.800 --> 00:27:37.800]  撒旦的工具
[00:27:37.800 --> 00:27:42.800]  他要綑綁基督徒
[00:27:42.800 --> 00:27:47.800]  要把基督徒奴去
[00:27:47.800 --> 00:27:51.800]  從前以色列人怎樣出埃及
[00:27:51.800 --> 00:27:55.800]  今天基督徒照樣出屬靈的埃及
[00:27:55.800 --> 00:28:05.800]  這是我們對十字架的愛的一個回應的標誌
[00:28:05.800 --> 00:28:10.800]  因為世俗是與神為敵
[00:28:10.800 --> 00:28:15.800]  世俗是與十字架為敵
[00:28:15.800 --> 00:28:18.800]  我們怎能愛丁十字架的主
[00:28:18.800 --> 00:28:22.800]  又愛與十字架為敵的事物呢
[00:28:22.800 --> 00:28:32.800]  不可能
[00:28:32.800 --> 00:28:35.800]  矛盾
[00:28:35.800 --> 00:28:45.800]  十字架的愛把我們從矛盾裡釋放出來
[00:28:45.800 --> 00:28:49.800]  我們再看
[00:28:49.800 --> 00:29:05.800]  出埃及記21章第五節
[00:29:05.800 --> 00:29:27.800]  (朗讀)
[00:29:27.800 --> 00:29:33.800]  這裡提到一個僕人
[00:29:33.800 --> 00:29:39.800]  這個僕人服侍了他的主人一段時間後
[00:29:39.800 --> 00:29:43.800]  他可以選擇自由
[00:29:43.800 --> 00:29:49.800]  可以出去自己生活
[00:29:49.800 --> 00:29:58.800]  但是這裡提到一個很動人的事情
[00:29:58.800 --> 00:30:01.800]  如果有一個奴僕
[00:30:01.800 --> 00:30:05.800]  他覺得他的主人很愛他
[00:30:05.800 --> 00:30:11.800]  不是把他當作一個奴隸來看待
[00:30:11.800 --> 00:30:15.800]  而是用愛來對待他
[00:30:15.800 --> 00:30:17.800]  他受感動
[00:30:17.800 --> 00:30:20.800]  他要回應這個愛
[00:30:20.800 --> 00:30:25.800]  到了他可以選擇自由的時候
[00:30:25.800 --> 00:30:32.800]  他說我選擇一個不自由的自由
[00:30:32.800 --> 00:30:34.800]  我不出去
[00:30:34.800 --> 00:30:42.800]  我要永遠留在主人家中服侍他
[00:30:42.800 --> 00:30:46.800]  如果他做了這個決定
[00:30:46.800 --> 00:30:57.800]  這是一個不自由的自由的選擇
[00:30:57.800 --> 00:31:02.800]  他要做一個動作
[00:31:02.800 --> 00:31:07.800]  在他的耳朵上穿一個洞
[00:31:07.800 --> 00:31:10.800]  掛一個耳環
[00:31:10.800 --> 00:31:12.800]  就表示說
[00:31:12.800 --> 00:31:15.800]  這個奴隸自動地
[00:31:15.800 --> 00:31:24.800]  甘心樂意地來繼續服侍他的主人
[00:31:24.800 --> 00:31:27.800]  他服侍主人的心態完全不同
[00:31:27.800 --> 00:31:32.800]  是一個愛的心態
[00:31:32.800 --> 00:31:36.800]  是一個報恩的心態
[00:31:36.800 --> 00:31:39.800]  是一個甘心樂意的心態
[00:31:39.800 --> 00:31:43.800]  和過去的身份完全不同
[00:31:43.800 --> 00:31:49.800]  過去是被迫不得已而做的
[00:31:49.800 --> 00:31:52.800]  現在呢
[00:31:52.800 --> 00:31:56.800]  自由地甘心樂意地選擇
[00:31:56.800 --> 00:32:00.800]  我要這樣
[00:32:00.800 --> 00:32:03.800]  我選擇這樣
[00:32:03.800 --> 00:32:06.800]  我決定這樣
[00:32:06.800 --> 00:32:10.800]  這是愛的回應
[00:32:10.800 --> 00:32:12.800]  我們的主
[00:32:12.800 --> 00:32:14.800]  是一個好的主
[00:32:14.800 --> 00:32:19.800]  我們被這位主感動
[00:32:19.800 --> 00:32:21.800]  我們對他說
[00:32:21.800 --> 00:32:23.800]  主啊
[00:32:23.800 --> 00:32:27.800]  我要一生地服侍你
[00:32:27.800 --> 00:32:31.800]  我甘心樂意地服侍你
[00:32:31.800 --> 00:32:35.800]  這是我的標誌
[00:32:35.800 --> 00:32:40.800]  這個屬靈的耳環
[00:32:40.800 --> 00:32:44.800]  代表你我愛主的人
[00:32:44.800 --> 00:32:46.800]  自由意志的選擇
[00:32:46.800 --> 00:32:49.800]  代表你和我這個信主的人
[00:32:49.800 --> 00:32:51.800]  一個自由意志的選擇
[00:32:51.800 --> 00:32:53.800]  感謝主
[00:32:53.800 --> 00:32:56.800]  世上千千萬萬的
[00:32:56.800 --> 00:32:58.800]  屬主的人做了這個選擇
[00:32:58.800 --> 00:33:01.800]  世上千千萬萬的屬主的人
[00:33:01.800 --> 00:33:02.800]  做了這個選擇
[00:33:02.800 --> 00:33:08.800]  一生一世甘心樂意地來服侍主
[00:33:08.800 --> 00:33:11.800]  來做他的工作
[00:33:11.800 --> 00:33:14.800]  完成他的旨意
[00:33:14.800 --> 00:33:17.800]  體貼他的心意
[00:33:17.800 --> 00:33:22.800]  歡喜快樂地去做
[00:33:22.800 --> 00:33:24.800]  在這個服侍中
[00:33:24.800 --> 00:33:31.800]  有最高的自由和滿足
[00:33:31.800 --> 00:33:35.800]  這是一個喜樂的侍奉
[00:33:35.800 --> 00:33:38.800]  保羅說你們如此侍奉
[00:33:38.800 --> 00:33:43.800]  是理所當然的
[00:33:43.800 --> 00:33:48.800]  誰能夠講這句話呢?
[00:33:48.800 --> 00:33:52.800]  只有一個回應主愛的人
