
[00:00:00.000 --> 00:00:07.800]  故事發生在馬達福音第九章和路加福音第五章都有講述
[00:05:37.800 --> 00:05:39.800]  摩西聽到之後
[00:05:39.800 --> 00:05:40.800]  對耶和華說
[00:05:40.800 --> 00:05:42.800]  求你轉移
[00:05:42.800 --> 00:05:44.800]  不要發怒
[00:05:44.800 --> 00:05:45.800]  後悔
[00:05:45.800 --> 00:05:46.800]  不要降和比的百姓
[00:05:46.800 --> 00:05:49.800]  求你紀念阿伯拉罕 以撒 瓦國
[00:05:49.800 --> 00:05:53.800]  你向他們所發的英許和盟誓
[00:05:53.800 --> 00:05:55.800]  然後誰赦免
[00:05:55.800 --> 00:05:56.800]  以色列人的罪
[00:05:56.800 --> 00:06:00.800]  於是耶和華後悔
[00:06:00.800 --> 00:06:02.800]  其實他真的轉念
[00:06:02.800 --> 00:06:04.800]  改變了他的心意
[00:06:04.800 --> 00:06:05.800]  他知道
[00:06:05.800 --> 00:06:06.800]  他記得
[00:06:06.800 --> 00:06:07.800]  他一直記得
[00:06:07.800 --> 00:06:09.800]  不過既然摩西肯求的時候
[00:06:09.800 --> 00:06:12.800]  他再一次重新的去饒恕
[00:06:12.800 --> 00:06:16.800]  不將應該有的和降於以色列子民
[00:06:16.800 --> 00:06:17.800]  他的百姓
[00:06:17.800 --> 00:06:19.800]  唯有耶和華神
[00:06:19.800 --> 00:06:22.800]  才能夠赦免人的罪
[00:06:22.800 --> 00:06:23.800]  所以在第五節
[00:06:23.800 --> 00:06:27.800]  當耶穌見到一個癱子
[00:06:27.800 --> 00:06:29.800]  在他的庚前的時候
[00:06:29.800 --> 00:06:30.800]  他第一句說話
[00:06:30.800 --> 00:06:33.800]  小子你的罪赦了
[00:06:33.800 --> 00:06:36.800]  其實就將一個所謂的原子彈
[00:06:36.800 --> 00:06:38.800]  扔在整個會場那裡
[00:06:38.800 --> 00:06:40.800]  核爆
[00:06:40.800 --> 00:06:42.800]  因為那些盟誓知道
[00:06:42.800 --> 00:06:44.800]  你現在這樣說
[00:06:44.800 --> 00:06:47.800]  你不就是將自己等同於神
[00:06:47.800 --> 00:06:48.800]  耶和華神
[00:06:48.800 --> 00:06:49.800]  你是誰
[00:06:49.800 --> 00:06:51.800]  你這樣羞辱神
[00:06:51.800 --> 00:06:55.800]  你這樣枉稱耶和華的名
[00:06:55.800 --> 00:06:57.800]  對盟誓來說
[00:06:57.800 --> 00:07:00.800]  這個耶和華
[00:07:00.800 --> 00:07:02.800]  耶穌所說的話
[00:07:02.800 --> 00:07:04.800]  引起了很大的反感
[00:07:04.800 --> 00:07:06.800]  所以你們會
[00:07:06.800 --> 00:07:08.800]  後來會知道
[00:07:08.800 --> 00:07:09.800]  故事發展下去
[00:07:09.800 --> 00:07:11.800]  第三章
[00:07:11.800 --> 00:07:12.800]  就會知道
[00:07:12.800 --> 00:07:15.800]  盟誓和法利塞人宗教領袖
[00:07:15.800 --> 00:07:16.800]  開始計劃
[00:07:16.800 --> 00:07:18.800]  去除滅
[00:07:18.800 --> 00:07:20.800]  消滅耶穌
[00:07:20.800 --> 00:07:25.800]  因為耶穌居然聲稱自己是神
[00:07:25.800 --> 00:07:26.800]  有趣的地方
[00:07:26.800 --> 00:07:27.800]  就是今天的經文
[00:07:27.800 --> 00:07:30.800]  會提到第一節和第十一節
[00:07:30.800 --> 00:07:33.800]  說耶穌來到一個房間
[00:07:33.800 --> 00:07:36.800]  應該是按照一章二十九節
[00:07:36.800 --> 00:07:39.800]  是彼得和安德烈的房間
[00:07:39.800 --> 00:07:41.800]  是一個房間
[00:07:41.800 --> 00:07:42.800]  這個房間
[00:07:42.800 --> 00:07:46.800]  最後就叫這個彈回自己的家
[00:07:46.800 --> 00:07:48.800]  回自己的家
[00:07:48.800 --> 00:07:51.800]  其實在《楊福音》也有說
[00:07:51.800 --> 00:07:54.800]  家的概念
[00:07:54.800 --> 00:07:56.800]  就是在說
[00:07:56.800 --> 00:07:58.800]  其實耶和華神
[00:07:58.800 --> 00:08:00.800]  或天父自己
[00:08:00.800 --> 00:08:02.800]  猜拳耶穌基督來到世上
[00:08:02.800 --> 00:08:05.800]  讓祂回到祂自己的地方
[00:08:05.800 --> 00:08:07.800]  這個世界
[00:08:07.800 --> 00:08:09.800]  這個被創造的宇宙萬有
[00:08:09.800 --> 00:08:11.800]  所屬的整個地球
[00:08:11.800 --> 00:08:13.800]  都是神自己的地方
[00:08:13.800 --> 00:08:15.800]  耶穌回到自己的地方
[00:08:15.800 --> 00:08:17.800]  不過世人
[00:08:17.800 --> 00:08:19.800]  包括法利塞人
[00:08:19.800 --> 00:08:20.800]  盟誓宗教領袖
[00:08:20.800 --> 00:08:22.800]  卻不接待祂
[00:08:22.800 --> 00:08:25.800]  卻不接待祂
[00:08:25.800 --> 00:08:29.800]  在五月份六月份
[00:08:29.800 --> 00:08:32.800]  當李牧師和郭牧師回來的時候
[00:08:32.800 --> 00:08:35.800]  在當中我見到很多大型節目
[00:08:35.800 --> 00:08:36.800]  接待歡迎他們
[00:08:36.800 --> 00:08:39.800]  因為他們是我們的一家人
[00:08:39.800 --> 00:08:41.800]  回到家裡我們接待他們
[00:08:41.800 --> 00:08:45.800]  到今天我們是否存著這樣的心
[00:08:45.800 --> 00:08:48.800]  每一天去接待歡迎耶穌
[00:08:48.800 --> 00:08:50.800]  這個值得我們去想
[00:08:50.800 --> 00:08:53.800]  值得我們去想
[00:08:53.800 --> 00:08:55.800]  在第六節
[00:08:55.800 --> 00:08:59.800]  有幾位盟誓的心裡議論
[00:08:59.800 --> 00:09:02.800]  他們在討論
[00:09:02.800 --> 00:09:04.800]  沒有說出聲
[00:09:04.800 --> 00:09:06.800]  但他們四目交投
[00:09:06.800 --> 00:09:08.800]  為什麼耶穌這麼說
[00:09:08.800 --> 00:09:09.800]  你的最赦免
[00:09:09.800 --> 00:09:11.800]  周邁彌陀
[00:09:11.800 --> 00:09:13.800]  居然耶穌知道他們在想什麼
[00:09:13.800 --> 00:09:15.800]  這個才神奇
[00:09:15.800 --> 00:09:17.800]  所以耶穌跟他們說
[00:09:17.800 --> 00:09:19.800]  你們為什麼這樣議論
[00:09:19.800 --> 00:09:24.800]  或者馬太福音第九章第四節
[00:09:24.800 --> 00:09:27.800]  你們心裡懷著惡念
[00:09:27.800 --> 00:09:30.800]  為什麼存著一些不好的思想
[00:09:30.800 --> 00:09:34.800]  敵黨神的一些意念
[00:09:34.800 --> 00:09:36.800]  然後第九節說
[00:09:36.800 --> 00:09:38.800]  你們說
[00:09:38.800 --> 00:09:41.800]  究竟對於太子說
[00:09:41.800 --> 00:09:44.800]  你的最赦免容易些
[00:09:44.800 --> 00:09:49.800]  還是現在你拿起你的玉子
[00:09:49.800 --> 00:09:54.800]  起身走容易些
[00:09:54.800 --> 00:09:57.800]  你當我是耶穌
[00:09:57.800 --> 00:09:58.800]  我問你們
[00:09:58.800 --> 00:10:00.800]  究竟有兩條問題
[00:10:00.800 --> 00:10:04.800]  你覺得說你的最赦免容易些
[00:10:04.800 --> 00:10:07.800]  還是你現在起身
[00:10:07.800 --> 00:10:09.800]  拿起你的玉子
[00:10:09.800 --> 00:10:11.800]  你走容易些
[00:10:11.800 --> 00:10:12.800]  誰覺得第一個容易些
[00:10:12.800 --> 00:10:14.800]  舉手
[00:10:14.800 --> 00:10:15.800]  誰覺得第二個容易些
[00:10:15.800 --> 00:10:17.800]  舉手
[00:10:17.800 --> 00:10:19.800]  很有信心
[00:10:19.800 --> 00:10:21.800]  誰覺得兩樣都難
[00:10:21.800 --> 00:10:22.800]  舉手
[00:10:22.800 --> 00:10:24.800]  是啊
[00:10:24.800 --> 00:10:26.800]  其實兩樣都很難
[00:10:26.800 --> 00:10:29.800]  真的是IQ題
[00:10:29.800 --> 00:10:33.800]  不要中我的陷阱
[00:10:33.800 --> 00:10:34.800]  為什麼兩樣都難
[00:10:34.800 --> 00:10:36.800]  剛才說
[00:10:36.800 --> 00:10:39.800]  小子你的最赦免
[00:10:39.800 --> 00:10:42.800]  當著利美記24章15到16節
[00:10:42.800 --> 00:10:46.800]  還有文數記15章30到31節
[00:10:46.800 --> 00:10:50.800]  誰去宣稱自己能夠做到
[00:10:50.800 --> 00:10:53.800]  只是耶和華神能夠做到的事
[00:10:53.800 --> 00:10:57.800]  那個就要被石頭扔死
[00:10:57.800 --> 00:10:59.800]  你做著一些事
[00:10:59.800 --> 00:11:01.800]  只有神做到的
[00:11:01.800 --> 00:11:03.800]  你可以做到的
[00:11:03.800 --> 00:11:04.800]  你說自己可以做到的
[00:11:04.800 --> 00:11:06.800]  你要被石頭扔死
[00:11:06.800 --> 00:11:08.800]  這麼嚴重
[00:11:08.800 --> 00:11:10.800]  只有神可以赦免罪
[00:11:10.800 --> 00:11:12.800]  你說你現在可以赦免罪
[00:11:12.800 --> 00:11:15.800]  其實文士可以根據兩段經文
[00:11:15.800 --> 00:11:17.800]  叫人拉耶穌出去
[00:11:17.800 --> 00:11:19.800]  用石頭扔死他
[00:11:19.800 --> 00:11:21.800]  第二個
[00:11:21.800 --> 00:11:25.800]  你癱瘓了的起身走
[00:11:25.800 --> 00:11:28.800]  如果不是神的工作
[00:11:28.800 --> 00:11:31.800]  不是超自然的能力
[00:11:31.800 --> 00:11:33.800]  一個癱瘓的怎麼可以馬上起身
[00:11:33.800 --> 00:11:34.800]  你說什麼
[00:11:34.800 --> 00:11:36.800]  有些人這麼多隻眼看著
[00:11:36.800 --> 00:11:38.800]  你能不能起身
[00:11:38.800 --> 00:11:40.800]  兩樣都很難
[00:11:40.800 --> 00:11:43.800]  耶穌是將自己的聲譽
[00:11:43.800 --> 00:11:44.800]  並且將自己的命
[00:11:44.800 --> 00:11:50.800]  放在一個很嚴峻的位置
[00:11:50.800 --> 00:11:53.800]  兩樣東西都很難
[00:11:53.800 --> 00:11:56.800]  接著耶穌說了一句話
[00:11:56.800 --> 00:11:57.800]  第十節
[00:11:57.800 --> 00:12:00.800]  但要叫你們文士
[00:12:00.800 --> 00:12:02.800]  全部所聽到的人
[00:12:02.800 --> 00:12:04.800]  你們知道
[00:12:04.800 --> 00:12:06.800]  孕子
[00:12:06.800 --> 00:12:09.800]  拿撒勒人的耶穌
[00:12:09.800 --> 00:12:11.800]  有血有肉的耶穌
[00:12:11.800 --> 00:12:13.800]  完全的人的耶穌
[00:12:13.800 --> 00:12:14.800]  要叫你們知道
[00:12:14.800 --> 00:12:16.800]  孕子我耶穌
[00:12:16.800 --> 00:12:20.800]  能夠有赦免罪的權柄
[00:12:20.800 --> 00:12:23.800]  起身走
[00:12:23.800 --> 00:12:26.800]  沒有一件事
[00:12:26.800 --> 00:12:30.800]  能夠難阻神的工作
[00:12:30.800 --> 00:12:32.800]  在人做不到的時候
[00:12:32.800 --> 00:12:34.800]  只有神
[00:12:34.800 --> 00:12:35.800]  人子
[00:12:35.800 --> 00:12:36.800]  耶穌基督
[00:12:36.800 --> 00:12:39.800]  做得到
[00:12:39.800 --> 00:12:40.800]  或者這麼說
[00:12:40.800 --> 00:12:42.800]  第十二節
[00:12:42.800 --> 00:12:44.800]  當這個人真的馬上起身
[00:12:44.800 --> 00:12:47.800]  拿著他的玉子走的時候
[00:12:47.800 --> 00:12:49.800]  其實做了一個
[00:12:49.800 --> 00:12:52.800]  意想不到的效果
[00:12:52.800 --> 00:12:53.800]  包括那四個人
[00:12:53.800 --> 00:12:54.800]  和這個癱瘓的人
[00:12:54.800 --> 00:12:56.800]  都沒有想過
[00:12:56.800 --> 00:12:59.800]  這個能夠見到的神蹟
[00:12:59.800 --> 00:13:00.800]  這個癱瘓的人能夠起身
[00:13:00.800 --> 00:13:01.800]  能夠見到的神蹟
[00:13:01.800 --> 00:13:04.800]  其實是一個明證
[00:13:04.800 --> 00:13:05.800]  證明什麼呢
[00:13:05.800 --> 00:13:06.800]  這個人的內心
[00:13:06.800 --> 00:13:09.800]  真的罪得赦免
[00:13:09.800 --> 00:13:11.800]  這個人的內心罪得赦免
[00:13:11.800 --> 00:13:14.800]  這個雙重的神蹟
[00:13:14.800 --> 00:13:16.800]  整個人
[00:13:16.800 --> 00:13:18.800]  肉體上
[00:13:18.800 --> 00:13:20.800]  能夠起身
[00:13:20.800 --> 00:13:22.800]  能夠被醫治
[00:13:22.800 --> 00:13:24.800]  是引證什麼呢
[00:13:24.800 --> 00:13:26.800]  他內心spiritual
[00:13:26.800 --> 00:13:29.800]  裡面的罪得以赦免
[00:13:29.800 --> 00:13:31.800]  大家想想這個人
[00:13:31.800 --> 00:13:33.800]  這個人癱瘓了
[00:13:33.800 --> 00:13:34.800]  經文沒有說癱瘓了多久
[00:13:34.800 --> 00:13:35.800]  不過他癱瘓了
[00:13:35.800 --> 00:13:38.800]  癱瘓了他有很多的失去
[00:13:38.800 --> 00:13:40.800]  失去
[00:13:40.800 --> 00:13:42.800]  自由
[00:13:42.800 --> 00:13:44.800]  人際關係
[00:13:44.800 --> 00:13:45.800]  可能要很多人幫助他
[00:13:45.800 --> 00:13:47.800]  起居飲食的習慣
[00:13:47.800 --> 00:13:49.800]  試試幻想一下自己
[00:13:49.800 --> 00:13:51.800]  癱瘓了這裡不能動
[00:13:51.800 --> 00:13:53.800]  他失去了很多東西
[00:13:53.800 --> 00:13:54.800]  現在他起了身
[00:13:54.800 --> 00:13:57.800]  他不單找回那些東西
[00:13:57.800 --> 00:13:59.800]  舊時的東西
[00:13:59.800 --> 00:14:01.800]  並且找回關係
[00:14:01.800 --> 00:14:03.800]  喜樂
[00:14:03.800 --> 00:14:07.800]  那些羞恥
[00:14:07.800 --> 00:14:09.800]  人家看不起他
[00:14:09.800 --> 00:14:11.800]  他癱瘓了
[00:14:11.800 --> 00:14:13.800]  我能走的
[00:14:13.800 --> 00:14:14.800]  裡面很多東西
[00:14:14.800 --> 00:14:16.800]  舊時的怨毒
[00:14:16.800 --> 00:14:18.800]  埋怨
[00:14:18.800 --> 00:14:24.800]  一切都是當刻能夠解決
[00:14:24.800 --> 00:14:26.800]  或者這個神蹟
[00:14:26.800 --> 00:14:28.800]  作者馬可給我們看到
[00:14:28.800 --> 00:14:30.800]  人子來
[00:14:30.800 --> 00:14:33.800]  耶穌基督來在做一件事
[00:14:33.800 --> 00:14:38.800]  這件事對我們每一個弟兄姊妹
[00:14:38.800 --> 00:14:41.800]  每一個全球八十億的人都有關
[00:14:41.800 --> 00:14:43.800]  就是唯有是他
[00:14:43.800 --> 00:14:49.800]  才能夠讓我們聚得赦免
[00:14:49.800 --> 00:14:53.800]  耶穌來解決我們全人類
[00:14:53.800 --> 00:14:57.800]  最大最大的問題
[00:14:57.800 --> 00:14:59.800]  是什麼問題呢
[00:14:59.800 --> 00:15:01.800]  罪的問題
[00:15:01.800 --> 00:15:03.800]  我們真正的敵人
[00:15:03.800 --> 00:15:05.800]  最終極的敵人不是撒旦
[00:15:05.800 --> 00:15:07.800]  不是撒旦
[00:15:07.800 --> 00:15:09.800]  我們最終極的敵人就是罪
[00:15:09.800 --> 00:15:13.800]  是什麼難了我們去到神那裡
[00:15:13.800 --> 00:15:17.800]  是罪
[00:15:17.800 --> 00:15:21.800]  所以耶穌要來承擔了世人的罪
[00:15:21.800 --> 00:15:23.800]  撒旦可以用很多技倆
[00:15:23.800 --> 00:15:26.800]  最終達到什麼目的
[00:15:26.800 --> 00:15:28.800]  讓我們懷疑神
[00:15:28.800 --> 00:15:29.800]  離開神
[00:15:29.800 --> 00:15:31.800]  不相信神
[00:15:31.800 --> 00:15:34.800]  陷入罪的狀況當中
[00:15:34.800 --> 00:15:36.800]  所以這個故事這個神蹟
[00:15:36.800 --> 00:15:42.800]  耶穌來是展示他一個赦罪的權兵
[00:15:42.800 --> 00:15:45.800]  藉著一個坦的人起了身
[00:15:45.800 --> 00:15:47.800]  人子來
[00:15:47.800 --> 00:15:49.800]  來到這裡
[00:15:49.800 --> 00:15:51.800]  多人的屬架
[00:15:51.800 --> 00:15:53.800]  拯救我們的生命
[00:15:53.800 --> 00:15:56.800]  離開罪惡進入光明
[00:15:56.800 --> 00:16:01.800]  我們又如何領受這個赦罪之恩
[00:16:01.800 --> 00:16:06.800]  第五節耶穌說見到他們的信心
[00:16:06.800 --> 00:16:08.800]  經文沒有說他們是哪些人
[00:16:08.800 --> 00:16:10.800]  可以是四個
[00:16:10.800 --> 00:16:11.800]  可以是四加一
[00:16:11.800 --> 00:16:13.800]  我相信是四加一的五個人
[00:16:13.800 --> 00:16:14.800]  為什麼呢
[00:16:14.800 --> 00:16:16.800]  因為我有其他經文
[00:16:16.800 --> 00:16:20.800]  引伸著這個結論
[00:16:20.800 --> 00:16:22.800]  在亞哥書第五章說
[00:16:22.800 --> 00:16:24.800]  出於信心的禱告
[00:16:24.800 --> 00:16:26.800]  要救那些病人
[00:16:26.800 --> 00:16:28.800]  有人病了
[00:16:28.800 --> 00:16:30.800]  教會請長老來
[00:16:30.800 --> 00:16:32.800]  為了這個病人
[00:16:32.800 --> 00:16:33.800]  將他這個生命
[00:16:33.800 --> 00:16:34.800]  信心的禱告
[00:16:34.800 --> 00:16:36.800]  信心的對象就是神
[00:16:36.800 --> 00:16:37.800]  將這個生命
[00:16:37.800 --> 00:16:40.800]  藉著禱告交給神
[00:16:40.800 --> 00:16:42.800]  主必叫他
[00:16:42.800 --> 00:16:43.800]  主會醫治他的
[00:16:43.800 --> 00:16:44.800]  按他的方法
[00:16:44.800 --> 00:16:45.800]  按時間
[00:16:45.800 --> 00:16:47.800]  他會醫治他的
[00:16:47.800 --> 00:16:48.800]  他若犯了罪
[00:16:48.800 --> 00:16:50.800]  這個病人如果犯了罪
[00:16:50.800 --> 00:16:51.800]  必蒙赦免
[00:16:51.800 --> 00:16:54.800]  這個也怪這節經文
[00:16:54.800 --> 00:16:58.800]  明明長老來為他求醫治
[00:16:58.800 --> 00:17:00.800]  肉身的醫治
[00:17:00.800 --> 00:17:01.800]  但是經文又說
[00:17:01.800 --> 00:17:04.800]  如果他有罪的時候
[00:17:04.800 --> 00:17:07.800]  他就會得蒙赦免
[00:17:07.800 --> 00:17:09.800]  這個人如何得蒙赦免
[00:17:09.800 --> 00:17:12.800]  如果有罪的時候
[00:17:12.800 --> 00:17:14.800]  經文十章四十三節
[00:17:14.800 --> 00:17:15.800]  凡信他的人
[00:17:15.800 --> 00:17:18.800]  必因他的名得蒙赦免
[00:17:18.800 --> 00:17:21.800]  一個人如何得到主的赦免
[00:17:21.800 --> 00:17:23.800]  是出於信心
[00:17:23.800 --> 00:17:25.800]  相信
[00:17:25.800 --> 00:17:27.800]  相信人子耶穌基督
[00:17:27.800 --> 00:17:30.800]  有赦罪的權柄
[00:17:30.800 --> 00:17:32.800]  所以他向神呼求
[00:17:32.800 --> 00:17:35.800]  向神呼求主赦免我
[00:17:35.800 --> 00:17:37.800]  所以這個病人不單有長老來為他
[00:17:37.800 --> 00:17:38.800]  按手祈禱
[00:17:38.800 --> 00:17:40.800]  將他交給神
[00:17:40.800 --> 00:17:42.800]  他想起他也得罪過人
[00:17:42.800 --> 00:17:44.800]  或者我得罪過神
[00:17:44.800 --> 00:17:45.800]  他向神呼求
[00:17:45.800 --> 00:17:46.800]  這個人也向神呼求
[00:17:46.800 --> 00:17:48.800]  他因著信心
[00:17:48.800 --> 00:17:49.800]  罪得赦免
[00:17:49.800 --> 00:17:50.800]  所以坦克人
[00:17:50.800 --> 00:17:52.800]  不單是耶穌看到那四個人
[00:17:52.800 --> 00:17:54.800]  排除萬難
[00:17:54.800 --> 00:17:55.800]  拆開房頂
