
[00:00:00.000 --> 00:00:05.000]  我們繼續的默想獅子架的道路
[00:02:44.000 --> 00:02:48.000]  但是戴了獅子架的裝飾在他們的景象上
[00:02:48.000 --> 00:02:53.000]  我不是說戴獅子架這個裝飾不好
[00:02:53.000 --> 00:02:58.000]  比如說我看見有人在公眾的場合裡頭
[00:02:58.000 --> 00:03:02.000]  戴了獅子架的一個記號在景象上
[00:03:02.000 --> 00:03:06.000]  我覺得他們有勇氣
[00:03:06.000 --> 00:03:09.000]  他們願意表現基督
[00:03:10.000 --> 00:03:13.000]  來說明他們是屬基督的
[00:03:13.000 --> 00:03:15.000]  從這個角度看
[00:03:15.000 --> 00:03:19.000]  很難得、很寶貴、很有意義
[00:03:19.000 --> 00:03:21.000]  這個公開的見證
[00:03:21.000 --> 00:03:25.000]  但是也有一些完全沒有基督生命的人
[00:03:25.000 --> 00:03:29.000]  生活於基督背道而馳的人
[00:03:29.000 --> 00:03:32.000]  戴著那個基督的獅子架
[00:03:32.000 --> 00:03:37.000]  是讓人覺得很失望和可惜
[00:03:38.000 --> 00:03:40.000]  假的獅子架是什麼呢?
[00:03:40.000 --> 00:03:45.000]  就是象牙塔裡面的獅子架
[00:03:45.000 --> 00:03:49.000]  和實際的生活脫了結
[00:03:49.000 --> 00:03:54.000]  這樣的假的獅子架沒有作用
[00:03:54.000 --> 00:03:56.000]  不能夠對付我們
[00:03:56.000 --> 00:03:58.000]  不能夠幫助我們
[00:03:58.000 --> 00:04:04.000]  真的獅子架才能夠對付我們、幫助我們
[00:04:05.000 --> 00:04:11.000]  只有這個獅子架才能夠帶領我們到榮耀的冠冕那裡去
[00:04:11.000 --> 00:04:15.000]  所以在我們整個基督徒的人生裡面
[00:04:15.000 --> 00:04:18.000]  有這樣一個最基本的東西
[00:04:18.000 --> 00:04:23.000]  獅子架的救恩和獅子架的對付
[00:04:23.000 --> 00:04:28.000]  我們願意把這個真理很徹底的了解
[00:04:28.000 --> 00:04:34.000]  也很深的接受在我們的生命生活中
[00:04:34.000 --> 00:04:39.000]  假的獅子架不能夠幫助我們
[00:04:39.000 --> 00:04:43.000]  好像這個死的良心不能夠幫助我們一樣
[00:04:43.000 --> 00:04:46.000]  印度人這樣說
[00:04:46.000 --> 00:04:49.000]  良心是三角形的
[00:04:49.000 --> 00:04:51.000]  它有三個角
[00:04:51.000 --> 00:04:55.000]  所以它一動的時候就會把心刺痛
[00:04:55.000 --> 00:05:02.000]  但是死的良心不會刺痛人的心
[00:05:03.000 --> 00:05:05.000]  死的獅子架也是一樣
[00:05:05.000 --> 00:05:07.000]  但是真的獅子架
[00:05:07.000 --> 00:05:10.000]  我們看那個獅子架有四端
[00:05:10.000 --> 00:05:13.000]  也就是四個頭、四頭
[00:05:13.000 --> 00:05:15.000]  每一頭有兩個角
[00:05:15.000 --> 00:05:18.000]  平常我們說三尖八角
[00:05:18.000 --> 00:05:23.000]  事實上真的獅子架是四尖八角
[00:05:23.000 --> 00:05:25.000]  它一動起來
[00:05:25.000 --> 00:05:27.000]  活潑地動起來的時候
[00:05:27.000 --> 00:05:29.000]  我們的心會受傷
[00:05:29.000 --> 00:05:37.000]  但是那個傷是我們的主要我們每一個屬祂的人經歷的傷痕
[00:05:37.000 --> 00:05:43.000]  只有受了這個傷以後才得到屬靈的醫治
[00:05:43.000 --> 00:05:51.000]  我們的主藉著我們受傷、心痛來醫治我們屬靈的疾病
[00:05:51.000 --> 00:05:54.000]  事實上有不少的基督徒
[00:05:54.000 --> 00:05:57.000]  什麼時候靈性復甦呢?
[00:05:57.000 --> 00:06:00.000]  什麼時候靈性復興呢?
[00:06:00.000 --> 00:06:04.000]  什麼時候起來為主而活呢?
[00:06:04.000 --> 00:06:10.000]  建政主就是在經歷了心痛的經驗以後
[00:06:10.000 --> 00:06:14.000]  在巴勒斯坦
[00:06:14.000 --> 00:06:16.000]  有些牧羊人
[00:06:16.000 --> 00:06:22.000]  發現他們的羊群中有些羊很容易迷失道路
[00:06:22.000 --> 00:06:24.000]  他們用一個方法
[00:06:24.000 --> 00:06:28.000]  流了眼淚來用這個方法
[00:06:28.000 --> 00:06:33.000]  就是用他們自己的手把這個羊的一隻腿打斷
[00:06:33.000 --> 00:06:37.000]  然後把它包裹起來
[00:06:37.000 --> 00:06:41.000]  這隻羊這樣得到醫治以後
[00:06:41.000 --> 00:06:44.000]  就不再迷途了
[00:06:44.000 --> 00:06:48.000]  我們的主也是常常地流著眼淚
[00:06:48.000 --> 00:06:52.000]  用獅子架來對付我們
[00:06:52.000 --> 00:06:54.000]  受對付的時候
[00:06:54.000 --> 00:06:57.000]  不是覺得快樂的
[00:06:57.000 --> 00:07:00.000]  但是那個對付以後
[00:07:00.000 --> 00:07:06.000]  結果出來的果子是聖潔、是平安、是能力
[00:07:06.000 --> 00:07:13.000]  你我都需要做到愛的、獅子架的、痛苦的對付
[00:07:13.000 --> 00:07:18.000]  我們在這樣的一個受傷之後
[00:07:18.000 --> 00:07:22.000]  就得到了真正的痊癒、醫治
[00:07:22.000 --> 00:07:25.000]  那個時候我們的生命中
[00:07:25.000 --> 00:07:29.000]  我們的時空中就有獅子架的印記
[00:07:29.000 --> 00:07:31.000]  好像巴洛說
[00:07:31.000 --> 00:07:33.000]  人不要驕傲我
[00:07:33.000 --> 00:07:37.000]  因為我身上有基督的印記
[00:07:37.000 --> 00:07:40.000]  人不要驕傲我
[00:07:40.000 --> 00:07:42.000]  是什麼意思呢?
[00:07:42.000 --> 00:07:50.000]  就是說不要用任何的理論、看法、想法、途徑
[00:07:50.000 --> 00:07:55.000]  來驕傲我、要來影響我、要來改變我
[00:07:55.000 --> 00:07:59.000]  我不受那一切的影響
[00:07:59.000 --> 00:08:01.000]  因為我只有一條路
[00:08:01.000 --> 00:08:02.000]  只有一個印記
[00:08:02.000 --> 00:08:04.000]  只有一個方向
[00:08:04.000 --> 00:08:06.000]  只有一個目標
[00:08:06.000 --> 00:08:09.000]  就是獅子架的道路
[00:08:09.000 --> 00:08:12.000]  當我們身上有了這個印記的時候
[00:08:12.000 --> 00:08:13.000]  我們也可以說
[00:08:13.000 --> 00:08:16.000]  什麼都不要驕傲我
[00:08:16.000 --> 00:08:20.000]  因為什麼都不能驕傲我
[00:08:20.000 --> 00:08:22.000]  我認定這條路
[00:08:22.000 --> 00:08:24.000]  認定這個標竿
[00:08:24.000 --> 00:08:27.000]  向著這個標竿直跑
[00:08:27.000 --> 00:08:29.000]  這十足的道路
[00:08:29.000 --> 00:08:32.000]  也是我們每一個人的道路
[00:08:32.000 --> 00:08:35.000]  有一幅的漫畫
[00:08:35.000 --> 00:08:38.000]  畫著一群人、一對人
[00:08:38.000 --> 00:08:40.000]  在走一條路
[00:08:40.000 --> 00:08:41.000]  走的時候
[00:08:41.000 --> 00:08:44.000]  他們在一同唱詩歌
[00:08:44.000 --> 00:08:46.000]  獅子架、獅子架
[00:08:46.000 --> 00:08:48.000]  永是我的榮耀
[00:08:48.000 --> 00:08:50.000]  後來到了一個獅子路口
[00:08:50.000 --> 00:08:54.000]  有這一對人就分兩個方向來走了
[00:08:54.000 --> 00:08:57.000]  在這邊的那一對的人
[00:08:57.000 --> 00:09:01.000]  他們的景象上戴了獅子架
[00:09:01.000 --> 00:09:04.000]  另外的那條路上的人
[00:09:04.000 --> 00:09:07.000]  他們的背上有獅子架
[00:09:07.000 --> 00:09:12.000]  景象上的獅子架和背著的獅子架
[00:09:12.000 --> 00:09:14.000]  兩個表現
[00:09:14.000 --> 00:09:19.000]  獅子架是我們在我們的景象上呢
[00:09:19.000 --> 00:09:21.000]  還是在我們的背上
[00:09:21.000 --> 00:09:24.000]  我們背獅子架呢
[00:09:24.000 --> 00:09:27.000]  這是一個很重要的分別
[00:09:27.000 --> 00:09:30.000]  旁邊有另外一幅的漫畫
[00:09:30.000 --> 00:09:33.000]  也是一對人在這條路上走
[00:09:33.000 --> 00:09:35.000]  一面走一面唱著
[00:09:35.000 --> 00:09:37.000]  中華我心愛你
[00:09:37.000 --> 00:09:38.000]  現在愛你
[00:09:38.000 --> 00:09:40.000]  永遠愛你
[00:09:40.000 --> 00:09:42.000]  走到了獅子路口
[00:09:42.000 --> 00:09:43.000]  分開兩條路
[00:09:43.000 --> 00:09:45.000]  一條是愛世界的路
[00:09:45.000 --> 00:09:48.000]  走在那條愛世界的路上的人還在唱
[00:09:48.000 --> 00:09:50.000]  中華我心愛你
[00:09:50.000 --> 00:09:52.000]  現在愛你
[00:09:52.000 --> 00:09:54.000]  永遠愛你
[00:09:54.000 --> 00:09:56.000]  但是另外一部分的人
[00:09:56.000 --> 00:09:58.000]  走在愛主的路上
[00:09:58.000 --> 00:10:00.000]  他們繼續地唱
[00:10:00.000 --> 00:10:03.000]  從心底下唱出來
[00:10:03.000 --> 00:10:06.000]  這兩幅的漫畫並排在一起
[00:10:06.000 --> 00:10:09.000]  真是帶來了很深刻的
[00:10:09.000 --> 00:10:10.000]  很重要的
[00:10:10.000 --> 00:10:13.000]  很基本的一個訊息
[00:10:13.000 --> 00:10:16.000]  一個提醒
[00:10:16.000 --> 00:10:21.000]  我們今天從第二方面開始看
[00:10:21.000 --> 00:10:25.000]  請大家打開你手中的講義
[00:10:25.000 --> 00:10:28.000]  我們看第二大方面
[00:10:28.000 --> 00:10:32.000]  獅子架的基本的意義
[00:10:32.000 --> 00:10:35.000]  就是和基督聯合
[00:10:35.000 --> 00:10:38.000]  和基督合而為一
[00:10:38.000 --> 00:10:40.000]  用英文來講是
[00:10:40.000 --> 00:10:43.000]  identification with Christ
[00:10:43.000 --> 00:10:45.000]  這個認同
[00:10:45.000 --> 00:10:48.000]  這個聯合或者說這個合一
[00:10:48.000 --> 00:10:52.000]  就是獅子架基本的意義
[00:10:52.000 --> 00:10:56.000]  這個聯合有兩個角度
[00:10:56.000 --> 00:10:59.000]  第一在客觀上說
[00:10:59.000 --> 00:11:03.000]  耶穌基督和我聯合
[00:11:03.000 --> 00:11:05.000]  祂站在我的地位上
[00:11:05.000 --> 00:11:07.000]  擔當我的罪
[00:11:07.000 --> 00:11:10.000]  為我受了很公義的審判
[00:11:10.000 --> 00:11:13.000]  為我死了
[00:11:13.000 --> 00:11:16.000]  這就是我們平常所說的
[00:11:16.000 --> 00:11:18.000]  待死的救贖
[00:11:18.000 --> 00:11:21.000]  substitutional death
[00:11:21.000 --> 00:11:24.000]  這是一個代替性的
[00:11:24.000 --> 00:11:28.000]  在代替性成為可能之前
[00:11:28.000 --> 00:11:31.000]  必須有聯合
[00:11:31.000 --> 00:11:33.000]  基督能夠代替我死
[00:11:33.000 --> 00:11:36.000]  是因為祂站在我的地位上
[00:11:36.000 --> 00:11:38.000]  和我聯合了
[00:11:38.000 --> 00:11:42.000]  為我死才能代替我的罪
[00:11:42.000 --> 00:11:45.000]  這是第一個角度
[00:11:45.000 --> 00:11:48.000]  另外一個角度是主觀上
[00:11:48.000 --> 00:11:52.000]  我這個被獅子架救贖的人
[00:11:52.000 --> 00:11:55.000]  得到了主站在我的地位上
[00:11:55.000 --> 00:11:57.000]  為我死以後
[00:11:57.000 --> 00:12:01.000]  我來和基督聯合
[00:12:01.000 --> 00:12:04.000]  與祂同釘似的架
[00:12:04.000 --> 00:12:07.000]  然後與祂同活
[00:12:07.000 --> 00:12:09.000]  這兩個角度
[00:12:09.000 --> 00:12:12.000]  基督為我死
[00:12:12.000 --> 00:12:15.000]  我與基督同死
[00:12:15.000 --> 00:12:17.000]  祂為我釘似的架
[00:12:17.000 --> 00:12:20.000]  我與祂同釘似的架
[00:12:20.000 --> 00:12:22.000]  同釘似的架以後
[00:12:22.000 --> 00:12:24.000]  一個必然的結果
[00:12:24.000 --> 00:12:26.000]  必然的表現
[00:12:26.000 --> 00:12:29.000]  就是與主同活
[00:12:29.000 --> 00:12:31.000]  一個沒有與主同死的人
[00:12:31.000 --> 00:12:33.000]  不可能與主同活
[00:12:33.000 --> 00:12:35.000]  沒有與主同死
[00:12:35.000 --> 00:12:37.000]  就像與主同活
[00:12:37.000 --> 00:12:38.000]  那是夢想
[00:12:38.000 --> 00:12:39.000]  那是妄想
[00:12:39.000 --> 00:12:41.000]  那是空想
[00:12:41.000 --> 00:12:43.000]  不可能的
[00:12:43.000 --> 00:12:44.000]  這兩個角度
[00:12:44.000 --> 00:12:47.000]  我們要認識得清清楚楚
[00:12:47.000 --> 00:12:48.000]  合在一起
[00:12:48.000 --> 00:12:53.000]  就是獅子架的全部的意義
[00:12:53.000 --> 00:12:55.000]  有許多的基督徒
[00:12:55.000 --> 00:12:57.000]  只要第一個角度
[00:12:57.000 --> 00:13:00.000]  耶穌基督站在我的地位上
[00:13:00.000 --> 00:13:03.000]  擔當我的刑罰
[00:13:03.000 --> 00:13:05.000]  為我死
[00:13:05.000 --> 00:13:06.000]  是我的救
[00:13:06.000 --> 00:13:08.000]  是我出死如生
[00:13:08.000 --> 00:13:11.000]  是我不再受審判
[00:13:11.000 --> 00:13:13.000]  好,到此為止
[00:13:13.000 --> 00:13:15.000]  沒有注意
[00:13:15.000 --> 00:13:16.000]  也沒有接受
[00:13:16.000 --> 00:13:17.000]  也沒有追求
[00:13:17.000 --> 00:13:19.000]  也沒有經歷
[00:13:19.000 --> 00:13:20.000]  第二個角度
[00:13:20.000 --> 00:13:23.000]  我與基督認同
[00:13:23.000 --> 00:13:27.000]  我與基督聯合和他通定獅子架
[00:13:27.000 --> 00:13:29.000]  沒有
[00:13:29.000 --> 00:13:30.000]  這樣的基督徒
[00:13:30.000 --> 00:13:33.000]  都是緊緊地救的基督徒
[00:13:33.000 --> 00:13:35.000]  沒有追求的基督徒
[00:13:35.000 --> 00:13:38.000]  沒有受獅子架對付的基督徒
[00:13:38.000 --> 00:13:42.000]  沒有獅子架應濟的基督徒
[00:13:42.000 --> 00:13:44.000]  教會的軟弱
[00:13:44.000 --> 00:13:46.000]  許許多多的時候
[00:13:46.000 --> 00:13:50.000]  都是因此而產生出來的
[00:13:50.000 --> 00:13:52.000]  所以我們看見
[00:13:52.000 --> 00:13:55.000]  主最正下要
[00:13:55.000 --> 00:13:58.000]  要每一個被祂拯救的人
[00:13:58.000 --> 00:14:00.000]  經歷了獅子架救贖的人
[00:14:00.000 --> 00:14:03.000]  進一步看清楚
[00:14:03.000 --> 00:14:05.000]  深深地了解
[00:14:05.000 --> 00:14:07.000]  還有第二個角度
[00:14:07.000 --> 00:14:10.000]  讓我們經歷
[00:14:10.000 --> 00:14:16.000]  我們現在看第三大方面
[00:14:16.000 --> 00:14:19.000]  第三大方面
[00:14:19.000 --> 00:14:24.000]  基督徒與獅子架關係的面面觀
[00:14:24.000 --> 00:14:27.000]  我們在加勒太書裡面看見
[00:14:27.000 --> 00:14:30.000]  很完整的一個分析
[00:14:30.000 --> 00:14:33.000]  很完整的一幅圖畫
[00:14:33.000 --> 00:14:36.000]  一共有七連
[00:14:36.000 --> 00:14:39.000]  我不是故意招七連
[00:14:39.000 --> 00:14:43.000]  但是事實上真是有七連
[00:14:43.000 --> 00:14:46.000]  第一,信獅子架
[00:14:46.000 --> 00:14:48.000]  第二,盯獅子架
[00:14:48.000 --> 00:14:51.000]  第三,誇獅子架
[00:14:51.000 --> 00:14:54.000]  第四,為獅子架受逼迫
[00:14:54.000 --> 00:14:56.000]  第五,傳獅子架
[00:14:56.000 --> 00:14:59.000]  第六,注目獅子架
[00:14:59.000 --> 00:15:02.000]  第七,背獅子架
[00:15:02.000 --> 00:15:04.000]  我們現在來把這些方面
[00:15:04.000 --> 00:15:08.000]  一一地思想靈受
[00:15:08.000 --> 00:15:11.000]  求聖靈,真理的靈
[00:15:11.000 --> 00:15:14.000]  帶領我們進入真理
[00:15:14.000 --> 00:15:16.000]  讓獅子架的真理
[00:15:16.000 --> 00:15:19.000]  不是像鴨爬的真理
[00:15:19.000 --> 00:15:22.000]  不是和我們的生活脫節的真理
[00:15:22.000 --> 00:15:25.000]  不是理論性的真理
[00:15:25.000 --> 00:15:28.000]  乃是和我們的生活達成一片
[00:15:28.000 --> 00:15:34.000]  我們精力進入獅子架的生命生活裡面
[00:15:34.000 --> 00:15:36.000]  現在看第一方面
[00:15:36.000 --> 00:15:38.000]  信獅子架
[00:15:38.000 --> 00:15:43.000]  我們看加勒太書三章十三節
[00:15:43.000 --> 00:15:48.000]  加勒太書三章十三節
[00:15:48.000 --> 00:15:51.000]  基督既為我們受了咒詛
[00:15:51.000 --> 00:15:55.000]  就數出我們脫離律法的咒詛
[00:15:55.000 --> 00:15:57.000]  因為經上記著
[00:15:57.000 --> 00:16:02.000]  凡掛在木頭上都是被咒詛的
[00:16:02.000 --> 00:16:07.000]  凡掛在木頭上的都是被咒詛的
[00:16:07.000 --> 00:16:11.000]  這個木頭上就是掛在樹上
[00:16:11.000 --> 00:16:14.000]  這是舊約的預表
[00:16:14.000 --> 00:16:20.000]  用這個樹或者說木頭來預表基督的獅子架
[00:16:20.000 --> 00:16:23.000]  這正正是斯托弗德在
[00:16:23.000 --> 00:16:27.000]  弗德前書二章二十四節所說的
[00:16:27.000 --> 00:16:29.000]  他被掛在木頭上
[00:16:29.000 --> 00:16:32.000]  小字原文作樹
[00:16:32.000 --> 00:16:34.000]  他被掛在樹上
[00:16:34.000 --> 00:16:36.000]  就是釘在獅子架上
[00:16:36.000 --> 00:16:40.000]  親身擔當了我們的罪
[00:16:40.000 --> 00:16:45.000]  在這裡看見舊約給獅子架的預表
[00:16:45.000 --> 00:16:46.000]  何等的清楚
[00:16:46.000 --> 00:16:48.000]  何等的奇妙
[00:16:48.000 --> 00:16:53.000]  就表示這是神在萬古以前
[00:16:53.000 --> 00:16:57.000]  為我們人類的救做的預備
[00:16:57.000 --> 00:17:00.000]  這是神的救恩的計劃
[00:17:00.000 --> 00:17:05.000]  在舊約時代已經藉著預言預表
[00:17:05.000 --> 00:17:08.000]  講得清清楚楚
[00:17:08.000 --> 00:17:11.000]  所以我們今天接受了救恩的人
[00:17:11.000 --> 00:17:13.000]  回頭看舊約
[00:17:13.000 --> 00:17:17.000]  我們看見神的計劃的那條線
[00:17:17.000 --> 00:17:20.000]  那條紅色的生命的線
[00:17:20.000 --> 00:17:24.000]  他的愛子為我們流血的那條預言預表的線
[00:17:24.000 --> 00:17:26.000]  多麼清楚
[00:17:26.000 --> 00:17:28.000]  我們看的時候
[00:17:28.000 --> 00:17:31.000]  我們的信心就堅固起來了
[00:17:31.000 --> 00:17:33.000]  就強起來了
[00:17:33.000 --> 00:17:35.000]  就新起來了
[00:17:35.000 --> 00:17:41.000]  使我們更加歡喜快樂的來享受
[00:17:41.000 --> 00:17:44.000]  我們在耶穌基督裡的救恩
[00:17:44.000 --> 00:17:49.000]  基督為我們在獅子架上受了咒詛
[00:17:49.000 --> 00:17:52.000]  這裡用咒詛兩個字
[00:17:52.000 --> 00:17:57.000]  目的是除我們脫離咒詛
[00:17:57.000 --> 00:17:59.000]  咒詛用了兩次
[00:17:59.000 --> 00:18:03.000]  一次是基督受了咒詛
[00:18:03.000 --> 00:18:07.000]  在獅子架上受了律法的咒詛
[00:18:07.000 --> 00:18:09.000]  就是罪的審判
[00:18:09.000 --> 00:18:11.000]  他是無罪的咒詛
[00:18:11.000 --> 00:18:15.000]  替我們有罪的人受了咒詛
[00:18:15.000 --> 00:18:20.000]  第二個咒詛是我們原來要受的咒詛
[00:18:20.000 --> 00:18:24.000]  我們原來要受的咒詛歸在基督的身上
[00:18:24.000 --> 00:18:28.000]  無罪的基督替我們受了咒詛
[00:18:28.000 --> 00:18:31.000]  救我們脫離咒詛
[00:18:31.000 --> 00:18:33.000]  這就是救恩
[00:18:33.000 --> 00:18:37.000]  我們看見這個救恩的預表
[00:18:37.000 --> 00:18:42.000]  預言和主耶穌身上的實際的成就
[00:18:42.000 --> 00:18:44.000]  我們就歡歡喜喜的
[00:18:44.000 --> 00:18:47.000]  用很堅決的信心
[00:18:47.000 --> 00:18:51.000]  很清楚的信心來接受這個救恩
[00:18:51.000 --> 00:18:54.000]  這就是信獅子架
[00:18:54.000 --> 00:18:56.000]  我相信在座的每一位
[00:18:56.000 --> 00:19:00.000]  都已經接受了獅子架的救恩
[00:19:00.000 --> 00:19:03.000]  都已經相信這個獅子架
[00:19:03.000 --> 00:19:07.000]  不是在歷史裡面偶然發生的一件事
[00:19:07.000 --> 00:19:12.000]  那是神自己的安排計劃預備
[00:19:12.000 --> 00:19:19.000]  最後成全在哥哥他的獅子架上
[00:19:19.000 --> 00:19:25.000]  有一次我聽見一個信奈爾族的猶太人做見證
[00:19:25.000 --> 00:19:30.000]  他提到當他向其他的猶太人傳福音的時候
[00:19:30.000 --> 00:19:33.000]  他常常用一個方法
[00:19:33.000 --> 00:19:36.000]  就是打開聖經
[00:19:36.000 --> 00:19:39.000]  一三要書五十三章
[00:19:39.000 --> 00:19:41.000]  那裡是預言
[00:19:41.000 --> 00:19:42.000]  高揚
[00:19:42.000 --> 00:19:45.000]  神的高揚為我們實
[00:19:45.000 --> 00:19:48.000]  為我們贖罪
[00:19:48.000 --> 00:19:50.000]  那麼他把這段經文
[00:19:50.000 --> 00:19:53.000]  從第一節到第六節
[00:19:53.000 --> 00:19:57.000]  給那個不信徒的猶太人來看
[00:19:57.000 --> 00:19:59.000]  聽他讀出來
[00:19:59.000 --> 00:20:00.000]  那個人讀了以後
[00:20:00.000 --> 00:20:02.000]  他就問那個人
[00:20:02.000 --> 00:20:05.000]  這是哪裡的話語
[00:20:05.000 --> 00:20:07.000]  那個人就回答說
[00:20:07.000 --> 00:20:11.000]  這當然是你們基督教的聖經裡面的話
[00:20:11.000 --> 00:20:12.000]  他跟著說
[00:20:12.000 --> 00:20:13.000]  不是
[00:20:13.000 --> 00:20:17.000]  這是猶太教的聖經裡頭
[00:20:17.000 --> 00:20:22.000]  一三要書五十三章的話
[00:20:22.000 --> 00:20:28.000]  很多的猶太人從來沒有詳細的讀過他們的聖經
[00:20:28.000 --> 00:20:30.000]  就是舊約
[00:20:30.000 --> 00:20:31.000]  他不信
[00:20:31.000 --> 00:20:34.000]  結果把他們的聖經拿出來一翻開
[00:20:34.000 --> 00:20:38.000]  看見真是這樣的話
[00:20:38.000 --> 00:20:44.000]  原來基督就是這樣的救贖我們
[00:20:44.000 --> 00:20:46.000]  擔當我們的罪
[00:20:46.000 --> 00:20:50.000]  有不少的人這樣的醒悟過來
[00:20:50.000 --> 00:20:51.000]  清楚過來
[00:20:51.000 --> 00:20:54.000]  接受耶穌基督做他們的救助
[00:20:54.000 --> 00:20:58.000]  我們有太多的證據可以證明
[00:20:58.000 --> 00:21:00.000]  耶穌基督的十字架
[00:21:00.000 --> 00:21:05.000]  實在是神的救恩的安排
[00:21:05.000 --> 00:21:06.000]  為了你的的救
[00:21:06.000 --> 00:21:08.000]  為了我的的救
[00:21:08.000 --> 00:21:10.000]  所以我們今天很清楚的
[00:21:10.000 --> 00:21:13.000]  很堅決的相信
[00:21:13.000 --> 00:21:19.000]  十字架是神為我這個罪人預備的救恩
[00:21:19.000 --> 00:21:23.000]  為你這位罪人預備的救恩
[00:21:23.000 --> 00:21:26.000]  接受這個救恩的人有福了
[00:21:26.000 --> 00:21:28.000]  因為不再受咒詛
[00:21:28.000 --> 00:21:33.000]  從律法的審判之下被解救出來
[00:21:33.000 --> 00:21:35.000]  釋放出來了
[00:21:35.000 --> 00:21:37.000]  何等大的救恩
[00:21:37.000 --> 00:21:44.000]  是因為基督在十字架上付了最大的代價而成全的
[00:21:44.000 --> 00:21:46.000]  我們看見那些不肯接受的人
[00:21:46.000 --> 00:21:49.000]  我們真是為他們難過
[00:21:49.000 --> 00:21:51.000]  但是感謝神
[00:21:51.000 --> 00:21:53.000]  有許許多多的人
[00:21:53.000 --> 00:21:55.000]  我們親眼看見的
[00:21:55.000 --> 00:21:58.000]  不斷的有這些人接受住
[00:21:58.000 --> 00:21:59.000]  接受住
[00:21:59.000 --> 00:22:01.000]  接受住
[00:22:01.000 --> 00:22:05.000]  耶穌中間有人注意到
[00:22:05.000 --> 00:22:07.000]  在這個紐約時報
[00:22:07.000 --> 00:22:10.000]  New York Times
[00:22:10.000 --> 00:22:13.000]  在今年裡面曾經有過一個報導
[00:22:13.000 --> 00:22:17.000]  是報導了紐約大學
[00:22:17.000 --> 00:22:19.000]  New York University
[00:22:19.000 --> 00:22:22.000]  他們做了一個全國性的調查
[00:22:22.000 --> 00:22:24.000]  用了一整年的時間
[00:22:24.000 --> 00:22:26.000]  做了一個調查
[00:22:26.000 --> 00:22:29.000]  然後公佈
[00:22:29.000 --> 00:22:33.000]  New York Times 把這個公佈登載出來
[00:22:33.000 --> 00:22:35.000]  這個調查的結果就是
[00:22:35.000 --> 00:22:38.000]  美國 全美國的人口
[00:22:38.000 --> 00:22:42.000]  有86.9%
[00:22:42.000 --> 00:22:46.000]  承認他們是基督徒
[00:22:46.000 --> 00:22:48.000]  是相信基督的
[00:22:48.000 --> 00:22:50.000]  這個報告一發表
[00:22:50.000 --> 00:22:53.000]  很多人覺得驚奇
