
[00:00:00.000 --> 00:00:02.320]  大家都會留意到我們這幾個星期
[00:02:45.680 --> 00:02:48.960]  你和我已經領受了神給我們聖靈的能力
[00:02:48.960 --> 00:02:50.160]  我們可以靠著主
[00:02:50.160 --> 00:02:53.680]  來向萬族作見證
[00:02:53.680 --> 00:02:54.480]  或者有些時候
[00:02:54.480 --> 00:02:56.400]  你會有機會直接這樣做
[00:02:56.400 --> 00:02:57.520]  有些機會
[00:02:57.520 --> 00:03:01.120]  你會透過某一些背後的參與
[00:03:01.120 --> 00:03:03.040]  或者是一些金錢
[00:03:03.040 --> 00:03:04.880]  或者某一些方式
[00:03:04.880 --> 00:03:08.640]  來參與在萬族裏面的服事
[00:03:08.640 --> 00:03:09.440]  因此
[00:03:09.440 --> 00:03:11.440]  我很想在今天一開始的時候
[00:03:11.440 --> 00:03:13.840]  我想再重新提醒
[00:03:13.840 --> 00:03:17.200]  我相信上帝給我們的呼召
[00:03:17.200 --> 00:03:19.440]  不單單是向我們身邊的人
[00:03:19.440 --> 00:03:21.040]  來傳揚福音
[00:03:21.040 --> 00:03:25.120]  同時是向萬族傳揚主的福音
[00:03:25.120 --> 00:03:27.200]  這是神對教會
[00:03:27.200 --> 00:03:30.000]  對你和我的吩咐
[00:03:30.000 --> 00:03:32.160]  當然當我們想到這些事情的時候
[00:03:32.160 --> 00:03:34.000]  必定是神自己在其中
[00:03:34.000 --> 00:03:36.080]  來做感動
[00:03:36.080 --> 00:03:38.000]  做猜拳的工作
[00:03:38.000 --> 00:03:39.920]  因此你可以很清楚地看到
[00:03:39.920 --> 00:03:42.240]  神在歷史當中不斷地猜派人
[00:03:42.240 --> 00:03:44.480]  要去作福音的服事
[00:03:44.480 --> 00:03:46.320]  而你和我今天
[00:03:46.320 --> 00:03:49.680]  都是神所猜派的對象
[00:03:49.680 --> 00:03:50.800]  而且在歷史當中
[00:03:50.800 --> 00:03:53.120]  你會看到我們今天所讀的約拿書
[00:03:53.120 --> 00:03:54.800]  上帝同樣猜遍約拿
[00:03:54.800 --> 00:03:56.560]  去到尼尼尼這個地方
[00:03:56.560 --> 00:03:58.400]  來傳揚祂的福音
[00:03:58.400 --> 00:04:00.400]  在當中你會再一次看到
[00:04:00.400 --> 00:04:01.200]  上帝的心
[00:04:01.200 --> 00:04:03.040]  何等掛念著
[00:04:03.040 --> 00:04:05.440]  很多不同的民族的需要
[00:04:05.440 --> 00:04:06.400]  我請大家這個時候
[00:04:06.400 --> 00:04:09.520]  見開聖經的約拿書
[00:04:09.520 --> 00:04:12.560]  或者我們可以看前面的第一章
[00:04:12.560 --> 00:04:16.480]  其中一兩節的經文
[00:04:16.480 --> 00:04:24.160]  約拿書的第一章第一節
[00:04:24.160 --> 00:04:25.200]  聖經說道
[00:04:25.200 --> 00:04:29.760]  「夜禍不加,臨到米太的兒子約拿說
[00:04:29.760 --> 00:04:32.080]  「起來到尼尼尼大城去
[00:04:32.080 --> 00:04:33.920]  警告其中的居民
[00:04:33.920 --> 00:04:35.360]  因為他們的惡行
[00:04:35.360 --> 00:04:39.120]  已經達到我面前」
[00:04:39.120 --> 00:04:40.720]  一開始聖經提及到
[00:04:40.720 --> 00:04:42.640]  神就吩咐約拿
[00:04:42.640 --> 00:04:44.240]  你起來
[00:04:44.240 --> 00:04:46.800]  表達了一種很緊急的
[00:04:46.800 --> 00:04:49.360]  一種急切的呼喚
[00:04:49.360 --> 00:04:50.640]  你快點起來
[00:04:50.640 --> 00:04:52.720]  去警告那些
[00:04:52.720 --> 00:04:54.880]  離離微城的人
[00:04:54.880 --> 00:04:56.000]  為什麼要這麼急切
[00:04:56.000 --> 00:04:57.920]  要去發出警告呢?
[00:04:57.920 --> 00:04:58.640]  聖經說
[00:04:58.640 --> 00:05:00.160]  因為他們的惡行
[00:05:00.160 --> 00:05:02.160]  已經達到神面前
[00:05:02.160 --> 00:05:05.120]  也意味著上帝將要去審判
[00:05:05.120 --> 00:05:07.600]  這個邪惡的城市
[00:05:07.600 --> 00:05:09.840]  很快審判就要來到了
[00:05:09.840 --> 00:05:11.440]  但是在這個時刻
[00:05:11.440 --> 00:05:15.280]  神仍然呼喚約拿做這件事情
[00:05:15.280 --> 00:05:19.040]  也意味著上帝仍然渴望
[00:05:19.040 --> 00:05:20.240]  離離微城的人
[00:05:20.240 --> 00:05:23.280]  他們有機會可以轉回過來
[00:05:23.280 --> 00:05:25.360]  不要面對這個審判
[00:05:25.360 --> 00:05:27.920]  但願他們不需要面對這個審判
[00:05:27.920 --> 00:05:30.320]  所以上帝仍然呼籲約拿
[00:05:30.320 --> 00:05:32.320]  在這個很緊急的時刻
[00:05:32.320 --> 00:05:34.000]  很後期的時刻
[00:05:34.000 --> 00:05:37.520]  仍然去做這個呼籲的工作
[00:05:37.520 --> 00:05:39.120]  他在頂哲美尼威察那裡
[00:05:39.120 --> 00:05:42.080]  上帝不願意惡人死亡
[00:05:42.080 --> 00:05:45.520]  他不願意人面對著審判
[00:05:45.520 --> 00:05:47.040]  但他是公義的上帝
[00:05:47.040 --> 00:05:49.680]  他要讓公義臨到
[00:05:49.680 --> 00:05:51.120]  但在這些時刻
[00:05:51.120 --> 00:05:53.040]  他上帝還是急切地
[00:05:53.040 --> 00:05:54.560]  呼籲他的子民
[00:05:54.560 --> 00:05:56.400]  你幫助他們
[00:05:56.400 --> 00:06:00.640]  讓他們仍然有機會可以轉回
[00:06:00.640 --> 00:06:02.160]  當然大家讀約拿書的時候
[00:06:02.160 --> 00:06:05.200]  你知道很快約拿逃走了
[00:06:05.200 --> 00:06:06.320]  他不想去
[00:06:06.320 --> 00:06:07.920]  去到遠方的地方
[00:06:07.920 --> 00:06:10.160]  所以大家讀聖經的時候會讀到
[00:06:10.160 --> 00:06:12.800]  他面對一個風浪
[00:06:12.800 --> 00:06:14.960]  他被拋到海中
[00:06:14.960 --> 00:06:16.800]  大家都知道
[00:06:16.800 --> 00:06:19.600]  他被什麼吞了
[00:06:19.600 --> 00:06:21.760]  被一條大魚吞了
[00:06:21.760 --> 00:06:24.560]  上帝安排了一條大魚吞了他入土福
[00:06:24.560 --> 00:06:26.160]  三天的時間
[00:06:26.160 --> 00:06:29.280]  當中他有很多反省
[00:06:29.280 --> 00:06:30.400]  他回轉了
[00:06:30.400 --> 00:06:33.360]  他也很樂意來作神的功
[00:06:33.360 --> 00:06:38.080]  所以神將大魚吞了他在乾地上
[00:06:38.080 --> 00:06:39.360]  想回想這些故事的時候
[00:06:39.360 --> 00:06:40.800]  你會察覺到一件事情
[00:06:40.800 --> 00:06:43.120]  就是一方面上帝憐憫
[00:06:43.120 --> 00:06:44.480]  你未成的人
[00:06:44.480 --> 00:06:45.840]  但另一方面你會察覺到
[00:06:45.840 --> 00:06:51.120]  上帝同樣很憐憫約拿
[00:06:51.120 --> 00:06:53.120]  上帝非常留心
[00:06:53.120 --> 00:06:58.160]  希望約拿能夠回應神對他的心意
[00:06:58.160 --> 00:07:00.000]  上帝希望約拿
[00:07:00.000 --> 00:07:04.960]  他會真的回應神對他的吩咐
[00:07:04.960 --> 00:07:06.720]  當聖經裡面說到保羅
[00:07:06.720 --> 00:07:11.120]  他提到他傳福音是很樂意很甘心的
[00:07:11.120 --> 00:07:11.920]  他就說
[00:07:11.920 --> 00:07:15.520]  我若不傳福音我就有禍了
[00:07:15.520 --> 00:07:17.600]  如果我去甘心這樣做
[00:07:17.600 --> 00:07:20.000]  就有賞賜為我預備
[00:07:20.000 --> 00:07:22.720]  但如果就算我不甘心
[00:07:22.720 --> 00:07:23.680]  我都會要做
[00:07:23.680 --> 00:07:26.880]  因為責任已經託付了我
[00:07:26.880 --> 00:07:31.520]  上帝將傳福音的託付賜給了他的子民
[00:07:31.520 --> 00:07:32.720]  因此在過程當中
[00:07:32.720 --> 00:07:34.800]  上帝很盼望他的子民
[00:07:34.800 --> 00:07:37.600]  能夠完成神所託付的
[00:07:37.600 --> 00:07:39.600]  以致他們可以蒙恩
[00:07:39.600 --> 00:07:43.040]  很多時候我們會容易拒絕
[00:07:43.040 --> 00:07:45.520]  正如約拿拒絕做這件事情
[00:07:45.520 --> 00:07:49.440]  但上帝仍然不斷用不同的方法
[00:07:49.440 --> 00:07:51.360]  讓他的心轉向神
[00:07:51.360 --> 00:07:53.600]  以致他可以回應
[00:07:53.600 --> 00:07:54.720]  所以你讀聖經的時候
[00:07:54.720 --> 00:07:56.320]  你讀到第三章
[00:07:56.320 --> 00:07:57.520]  一開始的時候
[00:07:57.520 --> 00:07:59.840]  有同一句話又再出現了
[00:07:59.840 --> 00:08:05.840]  大家看回第三章第一節
[00:08:05.840 --> 00:08:10.240]  「耶和華的話再次臨到約拿」
[00:08:10.240 --> 00:08:11.760]  「說:起來」
[00:08:11.760 --> 00:08:13.520]  又說這個字
[00:08:13.520 --> 00:08:16.160]  「起來,到你尼未帶成去
[00:08:16.160 --> 00:08:20.960]  向其中的居民宣告我吩咐你的話」
[00:08:20.960 --> 00:08:22.960]  第二次再次臨到
[00:08:22.960 --> 00:08:26.480]  再吩咐約拿去做這件事情
[00:08:26.480 --> 00:08:29.200]  或者大家這個時候會想到
[00:08:29.200 --> 00:08:33.280]  好像神沒有其他人找
[00:08:33.280 --> 00:08:35.680]  好像沒有其他人可以幫助
[00:08:35.680 --> 00:08:38.400]  一定要集中在約拿的身上
[00:08:38.400 --> 00:08:39.760]  是嗎?
[00:08:39.760 --> 00:08:41.520]  當然上帝可以猜險
[00:08:41.520 --> 00:08:43.920]  可以呼籲其他人做這件事情
[00:08:43.920 --> 00:08:48.560]  但神很願意約拿得到這份恩典
[00:08:48.560 --> 00:08:52.720]  因此他繼續第二次給他機會
[00:08:52.720 --> 00:08:55.360]  或者說神一直等候他
[00:08:55.360 --> 00:08:58.160]  直到他願意這樣做
[00:08:58.160 --> 00:09:04.080]  因此上帝第二次向他發出呼籲
[00:09:04.080 --> 00:09:05.200]  我想分享一件事情
[00:09:05.200 --> 00:09:08.560]  是我很多年前一直思想著這件事情
[00:09:08.560 --> 00:09:10.240]  一位孫教士我很記得
[00:09:10.240 --> 00:09:12.400]  曾經和我們分享
[00:09:12.400 --> 00:09:14.320]  他自己是被神帶領
[00:09:14.320 --> 00:09:18.080]  一直有一個感動來奉獻自己
[00:09:18.080 --> 00:09:21.680]  然後去到泰國做宣教的服事
[00:09:21.680 --> 00:09:23.760]  後來他去到一個部落當中
[00:09:23.760 --> 00:09:25.120]  開始他的宣教服事
[00:09:25.120 --> 00:09:26.160]  去到的時候
[00:09:26.160 --> 00:09:31.520]  他遇到當地一位族群的一位酋長
[00:09:31.520 --> 00:09:34.240]  這位酋長已經信了耶穌
[00:09:34.240 --> 00:09:37.120]  然後他見到這位宣教士來到的時候
[00:09:37.120 --> 00:09:41.200]  第一次見面就馬上跟他說
[00:09:41.200 --> 00:09:43.680]  「為什麼你這麼遲才來到?」
[00:09:43.680 --> 00:09:45.440]  「等了你這麼多年」
[00:09:45.440 --> 00:09:47.040]  「十七年了」
[00:09:47.040 --> 00:09:49.600]  「你現在才來?」
[00:09:49.600 --> 00:09:51.600]  宣教士覺得很奇怪
[00:09:51.600 --> 00:09:53.440]  「等了我十七年?」
[00:09:53.440 --> 00:09:56.800]  「我剛剛畢業了一年而已」
[00:09:56.800 --> 00:10:00.560]  「差會安排我今天才可以來到這個地方」
[00:10:00.560 --> 00:10:03.040]  「為什麼要十七年?」
[00:10:03.040 --> 00:10:05.120]  這位酋長就說
[00:10:05.120 --> 00:10:06.400]  「十七年之前」
[00:10:06.400 --> 00:10:09.600]  「有宣教士經過我們這個地方」
[00:10:09.600 --> 00:10:12.160]  「他幫助我們明白了福音」
[00:10:12.160 --> 00:10:13.840]  「我信了耶穌」
[00:10:13.840 --> 00:10:16.400]  「但很快他就走了」
[00:10:16.400 --> 00:10:19.280]  「我們很多族人都沒有機會聽到福音」
[00:10:19.280 --> 00:10:20.880]  「我又不懂得去說」
[00:10:20.880 --> 00:10:23.200]  「但我知道有一位上天的上帝」
[00:10:23.200 --> 00:10:24.720]  「祂是真神」
[00:10:24.720 --> 00:10:27.280]  「所以我們就開始向祂祈禱」
[00:10:27.280 --> 00:10:30.560]  「求祂差遣使者來到我們當中」
[00:10:30.560 --> 00:10:32.560]  「將福音繼續告訴我們」
[00:10:32.560 --> 00:10:37.120]  「讓我們其他的族人都可以明白福音」
[00:10:37.120 --> 00:10:38.560]  「從那天開始」
[00:10:38.560 --> 00:10:42.480]  「我們未曾放棄向上天這樣祈求」
[00:10:42.480 --> 00:10:44.880]  「但今天十七年了」
[00:10:44.880 --> 00:10:48.480]  「你現在才來到」
[00:10:48.480 --> 00:10:49.920]  這位宣教士一聽的時候
[00:10:49.920 --> 00:10:51.680]  他心中有很特別的感動
[00:10:51.680 --> 00:10:54.480]  突然想起十七年
[00:10:54.480 --> 00:10:58.560]  就是他剛剛願意奉獻自己
[00:10:58.560 --> 00:11:01.280]  作為宣教士的那一年
[00:11:01.280 --> 00:11:04.800]  但當他自己奉獻了自己之後
[00:11:04.800 --> 00:11:06.720]  後來有很多不同的掙扎
[00:11:06.720 --> 00:11:08.480]  很多不同的考慮
[00:11:08.480 --> 00:11:11.280]  因此放下了這個心智
[00:11:11.280 --> 00:11:14.000]  但後來神用不同的方法再感動他
[00:11:14.000 --> 00:11:15.520]  繼續呼籲他
[00:11:15.520 --> 00:11:18.160]  後來他終於踏上了工場
[00:11:18.160 --> 00:11:19.600]  他想一想
[00:11:19.600 --> 00:11:22.560]  難道當神感動我的時候
[00:11:22.560 --> 00:11:28.400]  他就不再呼籲其他人來到這個地方
[00:11:28.400 --> 00:11:30.080]  為何等到十七年之後
[00:11:30.080 --> 00:11:34.240]  我才是第一個人來到這個族群裡面
[00:11:34.240 --> 00:11:36.720]  傳福音
[00:11:36.720 --> 00:11:39.040]  突然間這位宣教士說
[00:11:39.040 --> 00:11:42.560]  「我深深體會上帝對我的寬容」
[00:11:42.560 --> 00:11:44.800]  「以及對我的愛」
[00:11:44.800 --> 00:11:47.680]  「祂等候我 讓我可以有機會」
[00:11:47.680 --> 00:11:52.000]  「始終能夠成全神對我的託付」
[00:11:52.000 --> 00:11:54.160]  但同時他心裡想
[00:11:54.160 --> 00:11:56.880]  上帝容許這一群族群
[00:11:56.880 --> 00:12:03.360]  在等候祂的兒女回應祂的呼喚
[00:12:03.360 --> 00:12:07.360]  我想大家會記得我們的宣教士
[00:12:07.360 --> 00:12:09.280]  臨宣教士來到我們當中
[00:12:09.280 --> 00:12:12.880]  講他的見證和訊息的時候
[00:12:12.880 --> 00:12:15.360]  你記得他曾經提過一件事嗎?
[00:12:15.360 --> 00:12:19.280]  他就說到在他的少數民族服侍的對象
[00:12:19.280 --> 00:12:20.320]  這群人當中
[00:12:20.320 --> 00:12:23.600]  有一次帶領了他的助手信主
[00:12:23.600 --> 00:12:24.640]  帶領了他的信主之後
[00:12:24.640 --> 00:12:26.880]  開始幫他查聖經
[00:12:26.880 --> 00:12:30.720]  這位朋友一邊看聖經的時候
[00:12:30.720 --> 00:12:32.160]  突然間明白
[00:12:32.160 --> 00:12:34.480]  原來主耶穌在二千多年前
[00:12:34.480 --> 00:12:36.480]  已經來到這個地上
[00:12:36.480 --> 00:12:39.280]  將福音帶給世界
[00:12:39.280 --> 00:12:40.480]  然後他停一停
[00:12:40.480 --> 00:12:42.800]  跟宣教士說
[00:12:42.800 --> 00:12:44.880]  「為什麼你們這麼多年之後」
[00:12:44.880 --> 00:12:46.720]  「二千多年了」
[00:12:46.720 --> 00:12:51.040]  「現在才來到我們這裡?」
[00:12:51.040 --> 00:12:54.960]  宣教士就不知道怎樣回答他
[00:12:54.960 --> 00:12:57.280]  我想上帝今天仍然不斷地
[00:12:57.280 --> 00:13:00.800]  呼喚他的兒女來服侍他
[00:13:00.800 --> 00:13:03.040]  也讓我們得到神的恩惠
[00:13:03.040 --> 00:13:06.880]  能夠參與一個重要的職份
[00:13:06.880 --> 00:13:08.800]  但很多時候
[00:13:08.800 --> 00:13:11.600]  我們似乎已經拒絕了
[00:13:11.600 --> 00:13:12.960]  放下了
[00:13:12.960 --> 00:13:16.000]  或者不一定是一些海外的宣教群體
[00:13:16.000 --> 00:13:17.840]  我知道有些影子妹
[00:13:17.840 --> 00:13:21.280]  在香港一直生活的時候
[00:13:21.280 --> 00:13:22.960]  都曾經有一些時刻
[00:13:22.960 --> 00:13:25.920]  特別對某些群體有一種很特別的感動
[00:13:25.920 --> 00:13:27.360]  有人曾經提及
[00:13:27.360 --> 00:13:30.560]  見到一些香港新移民的兒童
[00:13:30.560 --> 00:13:31.840]  他們那種狀況
[00:13:31.840 --> 00:13:33.440]  心中有很大的感動
[00:13:33.440 --> 00:13:35.920]  很想能夠來服侍他們
[00:13:35.920 --> 00:13:37.600]  但後來放下了
[00:13:37.600 --> 00:13:38.640]  有些影子妹說
[00:13:38.640 --> 00:13:40.320]  他們去到日本旅遊
[00:13:40.320 --> 00:13:42.400]  見到日本人的情況的時候
[00:13:42.400 --> 00:13:44.000]  沒有在一些很繁榮的城市
[00:13:44.000 --> 00:13:46.240]  但感受到裡面很多的需要
[00:13:46.240 --> 00:13:47.280]  心中有一種感動
[00:13:47.280 --> 00:13:49.360]  我可不可以來到這個地方
[00:13:49.360 --> 00:13:51.760]  全心地來服侍日本人
[00:13:51.760 --> 00:13:53.360]  將福音帶給他們
[00:13:53.360 --> 00:13:55.040]  但後來回到香港
[00:13:55.040 --> 00:13:57.360]  又放下了這件事情
[00:13:57.360 --> 00:13:59.600]  或者你也有一些曾經有的感動
[00:13:59.600 --> 00:14:01.200]  是神引導你
[00:14:01.200 --> 00:14:03.760]  你去服侍某一些人群
[00:14:03.760 --> 00:14:06.560]  但好像又放下了
[00:14:06.560 --> 00:14:10.480]  但你知道神未曾放下
[00:14:10.480 --> 00:14:12.720]  正如他跟若娜再說
[00:14:12.720 --> 00:14:14.800]  他第二次的說話
[00:14:14.800 --> 00:14:17.040]  臨到若娜的身上
[00:14:17.040 --> 00:14:21.040]  要若娜能夠去回應神的呼喚
[00:14:21.040 --> 00:14:23.040]  可以自終答上
[00:14:23.040 --> 00:14:24.320]  弟子妹留心
[00:14:24.320 --> 00:14:27.200]  神對你的第二次呼喚
[00:14:27.200 --> 00:14:30.400]  留心回應他對你的心意
[00:14:30.400 --> 00:14:32.000]  我們再讀下第一句經文的時候
[00:14:32.000 --> 00:14:33.520]  你再看的時候
[00:14:33.520 --> 00:14:36.240]  上帝第二次的說話臨到若娜
[00:14:36.240 --> 00:14:37.280]  但若娜沒錯
[00:14:37.280 --> 00:14:38.400]  她聽了神的心意
[00:14:38.400 --> 00:14:40.160]  去了全陽福音
[00:14:40.160 --> 00:14:43.200]  但後來她很不開心
[00:14:43.200 --> 00:14:45.120]  這些人真的悔改
[00:14:45.120 --> 00:14:50.240]  大家再看回第四章
[00:14:50.240 --> 00:14:53.840]  在第四章的第一節
[00:14:53.840 --> 00:14:56.160]  聖經說若娜非常不開心
[00:14:56.160 --> 00:14:58.720]  而發起怒來
[00:14:58.720 --> 00:15:00.000]  向神祈禱
[00:15:00.000 --> 00:15:03.040]  神啊 我知道你是有恩典有憐憫的神
[00:15:03.040 --> 00:15:06.240]  然後在第二節中間說話說
[00:15:06.240 --> 00:15:08.720]  我知道你是有恩典有憐憫的神
[00:15:08.720 --> 00:15:10.240]  不輕易發怒
[00:15:10.240 --> 00:15:11.840]  並且有豐盛的慈愛
[00:15:11.840 --> 00:15:13.760]  轉而不降災禍
[00:15:13.760 --> 00:15:17.120]  所以我才急忙逃往他思去
[00:15:17.120 --> 00:15:18.880]  這個地方若娜解釋
[00:15:18.880 --> 00:15:21.280]  為何她會逃跑
[00:15:21.280 --> 00:15:24.880]  因為她認識上帝會寬容人
[00:15:24.880 --> 00:15:28.000]  知道人就算多麼邪惡
[00:15:28.000 --> 00:15:29.360]  但當他回轉的時候
[00:15:29.360 --> 00:15:31.120]  神真的會寬恕
[00:15:31.120 --> 00:15:31.920]  正因為這樣
[00:15:31.920 --> 00:15:34.000]  她不想向尼尼美的人
[00:15:34.000 --> 00:15:35.840]  去傳福音
[00:15:35.840 --> 00:15:37.040]  為甚麼
[00:15:37.040 --> 00:15:38.400]  大家會知道
[00:15:38.400 --> 00:15:41.840]  尼尼美是以色人最大的敵人
[00:15:41.840 --> 00:15:43.760]  給他們很多傷害
[00:15:43.760 --> 00:15:45.760]  很多壓迫
[00:15:45.760 --> 00:15:47.440]  因此一位若娜
[00:15:47.440 --> 00:15:49.200]  她知道神真的會悔改他們
[00:15:49.200 --> 00:15:51.200]  所以她不願意這樣做
[00:15:51.200 --> 00:15:53.520]  或者我們從另一個角度說
[00:15:53.520 --> 00:15:54.960]  或者你會體會到
[00:15:54.960 --> 00:15:56.320]  其實若娜有一顆
[00:15:56.320 --> 00:15:59.920]  很愛自己國家民族的心
[00:15:59.920 --> 00:16:01.120]  可以這樣說
[00:16:01.120 --> 00:16:04.640]  她有一種民族主義的心思
[00:16:04.640 --> 00:16:08.240]  因為如果她的民族
[00:16:08.240 --> 00:16:10.880]  要再面對亞述這個帝國
[00:16:10.880 --> 00:16:13.520]  尼尼美的亞述帝國
[00:16:13.520 --> 00:16:16.320]  他們將來的日子很艱難
[00:16:16.320 --> 00:16:19.120]  但如果這個民族
[00:16:19.120 --> 00:16:23.120]  他們現在不再這麼興旺
[00:16:23.120 --> 00:16:25.120]  甚至被神審判
[00:16:25.120 --> 00:16:26.560]  他們自己以色列人
[00:16:26.560 --> 00:16:28.800]  就可以不需要再受害
[00:16:28.800 --> 00:16:30.320]  他們的同胞
[00:16:30.320 --> 00:16:31.440]  若娜的同胞
[00:16:31.440 --> 00:16:35.280]  就不需要再面對很多壓迫
[00:16:35.280 --> 00:16:37.360]  所以你會體會到若娜的心裏
[00:16:37.360 --> 00:16:38.480]  其實是很掙扎
[00:16:38.480 --> 00:16:39.280]  不想這樣做
[00:16:39.280 --> 00:16:42.000]  不願意這樣做
[00:16:42.000 --> 00:16:44.320]  我就想起一位宣教士
[00:16:44.320 --> 00:16:45.840]  他講到自己的經歷
[00:16:45.840 --> 00:16:46.640]  一位宣教士
[00:16:46.640 --> 00:16:47.520]  美國的宣教士
[00:16:47.520 --> 00:16:49.280]  去到菲律賓的地方
[00:16:49.280 --> 00:16:51.200]  有一段很長的時間服侍
[00:16:51.200 --> 00:16:53.040]  但發覺在裏面一路服侍的時候
[00:16:53.040 --> 00:16:55.040]  沒有果效
[00:16:55.040 --> 00:16:55.600]  不知為何
[00:16:55.600 --> 00:16:59.760]  很多人都不願意聽他所講述的見證
[00:16:59.760 --> 00:17:00.880]  有一次他自己一個人
[00:17:00.880 --> 00:17:03.600]  去到一個山頭的地方
[00:17:03.600 --> 00:17:06.480]  他自己很有一種挫敗感
[00:17:06.480 --> 00:17:08.480]  就向神一路祈禱
[00:17:08.480 --> 00:17:09.760]  然後祈禱的時候
[00:17:09.760 --> 00:17:12.560]  望到山下很多的房屋
[00:17:12.560 --> 00:17:14.560]  然後他就向神祈禱
[00:17:14.560 --> 00:17:18.160]  上帝你知道這班菲律賓人
[00:17:18.160 --> 00:17:19.840]  我來到他們地方
[00:17:19.840 --> 00:17:21.040]  我放棄了自己美國
[00:17:21.040 --> 00:17:22.880]  很多很舒適的生活
[00:17:22.880 --> 00:17:24.320]  現在來到他們當中
[00:17:24.320 --> 00:17:25.280]  幫助他們
[00:17:25.280 --> 00:17:26.880]  但他們很頑狂
[00:17:26.880 --> 00:17:28.000]  菲律賓人
[00:17:28.000 --> 00:17:30.160]  他一路講很懶
[00:17:30.160 --> 00:17:32.400]  又不願意聽人講說話
[00:17:32.400 --> 00:17:34.080]  很多很狡猾
[00:17:34.080 --> 00:17:35.760]  一路講述
[00:17:35.760 --> 00:17:36.480]  在講的時候
[00:17:36.480 --> 00:17:37.520]  突然間他感受到
[00:17:37.520 --> 00:17:39.840]  好像上帝在提醒他
[00:17:39.840 --> 00:17:44.880]  你是不是真的愛他們呢?
[00:17:44.880 --> 00:17:50.080]  你是愛你所向傳福音的對象
[00:17:50.080 --> 00:17:50.720]  在那個時候
