
[00:00:00.000 --> 00:00:02.240]  我們每一年的結尾
[00:01:40.320 --> 00:01:44.040]  他怎樣去面對呢?
[00:01:44.040 --> 00:01:46.000]  怎樣面對呢?
[00:01:46.000 --> 00:01:49.480]  這裡說約瑟是一個異人
[00:01:49.480 --> 00:01:51.080]  約瑟是一個異人
[00:01:51.080 --> 00:01:55.240]  他是一個願意遵守上帝說話的一個人
[00:01:55.240 --> 00:01:56.880]  在這一刻裡面
[00:01:56.880 --> 00:02:00.360]  他不能夠無愧地去娶瑪利亞
[00:02:00.360 --> 00:02:02.120]  因為在這一刻裡面
[00:02:02.120 --> 00:02:04.800]  約瑟去想瑪利亞的時候
[00:02:04.800 --> 00:02:09.120]  瑪利亞是和其他男人有了小孩子
[00:02:09.120 --> 00:02:10.880]  在當時的律法裡面
[00:02:10.880 --> 00:02:13.400]  是不能容許的一件事
[00:02:13.400 --> 00:02:15.560]  或者是不合乎上帝心意的事
[00:02:15.560 --> 00:02:18.400]  所以約瑟在這裡有很大的掙扎
[00:02:18.400 --> 00:02:19.920]  怎樣處理呢?
[00:02:19.920 --> 00:02:23.320]  他又不想在這裡明明地羞辱她
[00:02:23.320 --> 00:02:25.080]  這裡在初期的
[00:02:25.080 --> 00:02:27.240]  當時在猶太律法裡面
[00:02:27.240 --> 00:02:29.320]  一個未婚的少女懷孕
[00:02:29.320 --> 00:02:33.480]  其實按照猶太律法是可以用石頭活活地打死她
[00:02:33.480 --> 00:02:37.080]  雖然當時不是經常有這些情況出現
[00:02:37.080 --> 00:02:39.640]  不過按照猶太人的規矩
[00:02:39.640 --> 00:02:41.800]  是可以做到這一步的
[00:02:41.800 --> 00:02:43.880]  所以約瑟在這裡說
[00:02:43.880 --> 00:02:47.360]  他不想明明地去羞辱她
[00:02:47.360 --> 00:02:49.200]  所以約瑟他說
[00:02:49.200 --> 00:02:52.960]  基於他自己對上帝公義的期望
[00:02:52.960 --> 00:02:54.680]  或者他自己的進行
[00:02:54.680 --> 00:02:56.160]  也對瑪利亞的憐憫
[00:02:56.160 --> 00:02:57.640]  他想了一個方法
[00:02:57.640 --> 00:02:58.800]  這個方法是甚麼呢?
[00:02:58.800 --> 00:03:02.160]  就是想暗地裡把她休了
[00:03:02.160 --> 00:03:04.240]  就是解除這個婚約
[00:03:04.240 --> 00:03:06.600]  在當時的猶太人的律法裡面
[00:03:06.600 --> 00:03:07.640]  或者是習俗裡面
[00:03:07.640 --> 00:03:10.720]  其實有兩個見證人
[00:03:10.720 --> 00:03:13.880]  是可以將這個婚約取消的
[00:03:13.880 --> 00:03:15.360]  這個做法在約瑟來說
[00:03:15.360 --> 00:03:17.640]  他不損害自己的公義
[00:03:17.640 --> 00:03:22.040]  也對瑪利亞有一份憐憫
[00:03:22.040 --> 00:03:23.080]  在約瑟來說
[00:03:23.080 --> 00:03:24.920]  他認為已經是最好的方法
[00:03:24.920 --> 00:03:27.400]  去解決這件事
[00:03:27.400 --> 00:03:28.760]  但就在這個時候
[00:03:28.760 --> 00:03:31.280]  上帝就藉著一個夢
[00:03:31.280 --> 00:03:34.000]  去告訴約瑟知道
[00:03:34.000 --> 00:03:35.960]  你應當怎樣去做
[00:03:35.960 --> 00:03:38.960]  在《馬太方》裡面
[00:03:38.960 --> 00:03:41.760]  上帝都用了一些方式
[00:03:41.760 --> 00:03:42.640]  一個特別的方法
[00:03:42.640 --> 00:03:44.240]  就是藉著人的夢境
[00:03:44.240 --> 00:03:46.920]  去將他的心意去顯明出來
[00:03:46.920 --> 00:03:49.440]  不過今天你看完這個經文的時候
[00:03:49.440 --> 00:03:50.200]  你不要回去
[00:03:50.200 --> 00:03:52.200]  就說跟你太太說
[00:03:52.200 --> 00:03:53.000]  或者對我說
[00:03:53.000 --> 00:03:54.080]  我昨天做了一個夢
[00:03:54.080 --> 00:03:55.400]  上帝藉著一個夢告訴我
[00:03:55.400 --> 00:03:56.640]  我要做一些事情
[00:03:56.640 --> 00:03:58.880]  這個是一個獨特的事件
[00:03:58.880 --> 00:04:01.720]  就是一個上帝獨特的方法
[00:04:01.720 --> 00:04:02.520]  在這個世代裡面
[00:04:02.520 --> 00:04:04.560]  上帝會不會用這個方法呢
[00:04:04.560 --> 00:04:05.760]  我不會說不會
[00:04:05.760 --> 00:04:07.360]  上帝有可能用
[00:04:07.360 --> 00:04:09.240]  不過我們要很小心
[00:04:09.240 --> 00:04:09.920]  就是很小心
[00:04:09.920 --> 00:04:11.280]  不是做夢
[00:04:11.280 --> 00:04:13.040]  也是上帝的心意
[00:04:13.040 --> 00:04:13.800]  在這一刻裡面
[00:04:13.800 --> 00:04:15.000]  就是在這個事件裡面
[00:04:15.000 --> 00:04:15.880]  很明顯地說
[00:04:15.880 --> 00:04:17.880]  上帝是藉著一個夢境
[00:04:17.880 --> 00:04:19.920]  去啟示上帝的心意
[00:04:19.920 --> 00:04:21.360]  給約瑟知道
[00:04:21.360 --> 00:04:22.600]  在這個夢裡面
[00:04:22.600 --> 00:04:27.040]  可以說上帝藉著天使
[00:04:27.040 --> 00:04:27.800]  去跟約瑟說
[00:04:27.800 --> 00:04:29.400]  一開始就說什麼呢
[00:04:29.400 --> 00:04:31.840]  大衛的子孫約瑟
[00:04:31.840 --> 00:04:33.080]  一開始就說
[00:04:33.080 --> 00:04:35.560]  約瑟你是大衛的子孫
[00:04:35.560 --> 00:04:37.760]  在這裡再跟之前的那個家譜
[00:04:37.760 --> 00:04:39.800]  再一次連繫起來
[00:04:39.800 --> 00:04:42.880]  耶穌是大衛的子孫
[00:04:42.880 --> 00:04:44.600]  理賽亞上帝的救贖主
[00:04:44.600 --> 00:04:47.400]  是要從大衛的家族裡面出來
[00:04:47.400 --> 00:04:48.880]  再一次強調
[00:04:48.880 --> 00:04:53.440]  約瑟是大衛家族的子孫
[00:04:53.440 --> 00:04:56.320]  耶穌是從大衛家族裡面
[00:04:56.320 --> 00:04:58.720]  而出的一個後裔
[00:04:58.720 --> 00:05:00.160]  而且從另一個角度去說
[00:05:00.160 --> 00:05:01.520]  從約瑟的角度
[00:05:01.520 --> 00:05:03.480]  也提醒約瑟
[00:05:03.480 --> 00:05:06.960]  他將要發揮一個重要的作用
[00:05:06.960 --> 00:05:10.080]  在上帝拯救人類的計劃裡面
[00:05:10.080 --> 00:05:11.760]  上帝差派一個救贖主
[00:05:11.760 --> 00:05:15.440]  來成就上帝的拯救計劃的過程裡面
[00:05:15.440 --> 00:05:18.360]  約瑟起了一個相當重要的作用
[00:05:18.360 --> 00:05:21.600]  所以就跟他說不要怕
[00:05:21.600 --> 00:05:23.160]  其實這裡已經反映了一件事
[00:05:23.160 --> 00:05:25.600]  就是約瑟可能當中已經有行動
[00:05:25.600 --> 00:05:29.840]  他有想過暗暗的去幽咒瑪利亞
[00:05:29.840 --> 00:05:31.600]  他也應該要有行動
[00:05:31.600 --> 00:05:33.040]  但是在黑暗裡面
[00:05:33.040 --> 00:05:34.000]  天使制止他
[00:05:34.000 --> 00:05:36.360]  不要這樣做
[00:05:36.360 --> 00:05:37.720]  整個事件裡面
[00:05:37.720 --> 00:05:40.720]  可以說都顯明了
[00:05:40.720 --> 00:05:44.800]  上帝直接去介入了整個耶穌
[00:05:44.800 --> 00:05:46.960]  從未出生到出生的過程
[00:05:46.960 --> 00:05:48.400]  到成長的過程
[00:05:48.400 --> 00:05:51.040]  上帝都是一步一步地引領
[00:05:51.040 --> 00:05:53.800]  耶穌的一生和祂的出生
[00:05:53.800 --> 00:05:56.880]  在這裡可以顯明一件事
[00:05:56.880 --> 00:06:00.320]  耶穌的降生不是一件偶然的事件
[00:06:00.320 --> 00:06:02.160]  不是一個偶然的事件
[00:06:02.160 --> 00:06:03.960]  就是有一個普通的人出生之後
[00:06:03.960 --> 00:06:05.840]  我們就說很多很神蹟的事情
[00:06:05.840 --> 00:06:07.040]  在祂身上發生了
[00:06:07.040 --> 00:06:07.880]  不是
[00:06:07.880 --> 00:06:09.120]  就在祂未出生之前
[00:06:09.120 --> 00:06:10.320]  耶穌未出生
[00:06:10.320 --> 00:06:12.040]  到祂出生的過程裡面
[00:06:12.040 --> 00:06:15.080]  都是有上帝一步一步地引領在裡面
[00:06:15.080 --> 00:06:17.000]  為了達到什麼目的呢
[00:06:17.000 --> 00:06:19.160]  表明了耶穌的一生
[00:06:19.160 --> 00:06:21.000]  是和舊約裡面
[00:06:21.000 --> 00:06:23.120]  上帝在不同的時代
[00:06:23.120 --> 00:06:25.000]  去藉著不同的先知
[00:06:25.000 --> 00:06:30.040]  去說出上帝要差派來的拯救者
[00:06:30.040 --> 00:06:32.840]  的一生是怎樣
[00:06:32.840 --> 00:06:34.000]  耶穌的一生
[00:06:34.000 --> 00:06:36.400]  和上帝整個拯救的計劃
[00:06:36.400 --> 00:06:38.000]  是完全一致的
[00:06:38.000 --> 00:06:40.280]  馬太正正是要表明
[00:06:40.280 --> 00:06:42.160]  耶穌就是要完成
[00:06:42.160 --> 00:06:44.360]  上帝在人類歷史當中
[00:06:44.360 --> 00:06:46.640]  那個施神的拯救的計劃
[00:06:46.640 --> 00:06:48.320]  在馬太的敘述裡面
[00:06:48.320 --> 00:06:51.200]  在耶穌幾個重要的時刻
[00:06:51.200 --> 00:06:54.480]  都有天使出來作見證的
[00:06:54.480 --> 00:06:56.360]  在耶穌的嬰孩時期
[00:06:56.360 --> 00:06:59.800]  在耶穌試探的那個事件
[00:06:59.800 --> 00:07:02.440]  和耶穌復活的那個事件裡面
[00:07:02.440 --> 00:07:05.440]  都有天使為耶穌作見證
[00:07:05.440 --> 00:07:07.040]  這幾個事件都是耶穌
[00:07:07.560 --> 00:07:09.480]  很獨特的
[00:07:09.480 --> 00:07:11.040]  或者很重要的時刻
[00:07:11.040 --> 00:07:12.720]  在這麼重要的時刻裡面
[00:07:12.720 --> 00:07:14.480]  天使去為耶穌
[00:07:14.480 --> 00:07:17.480]  作一個很重要的見證人
[00:07:17.480 --> 00:07:19.880]  接著天使就和約瑟說
[00:07:19.880 --> 00:07:23.920]  你要將嬰孩改名叫做耶穌
[00:07:23.920 --> 00:07:26.400]  耶穌這個名字在舊約裡面
[00:07:26.400 --> 00:07:30.480]  和約書下的名字是同一個形式
[00:07:30.480 --> 00:07:31.520]  約書下的意思是
[00:07:31.520 --> 00:07:34.680]  耶和華是拯救的意思
[00:07:34.680 --> 00:07:38.000]  這是指出這個嬰孩出生
[00:07:38.000 --> 00:07:40.440]  是會帶來上帝所應許
[00:07:40.440 --> 00:07:41.680]  在末世裡面
[00:07:41.680 --> 00:07:45.200]  要彰顯上帝救恩的那一位
[00:07:45.200 --> 00:07:48.720]  這個就是上帝要差派來的救主
[00:07:48.720 --> 00:07:51.440]  顯出上帝的拯救
[00:07:51.440 --> 00:07:52.840]  天使也引用了
[00:07:52.840 --> 00:07:54.640]  詩篇130篇第八節
[00:07:54.640 --> 00:07:57.200]  去解釋這個名字的意思
[00:07:57.200 --> 00:07:59.960]  就是說祂要將自己的百姓
[00:07:59.960 --> 00:08:03.000]  從罪裡面被拯救出來
[00:08:03.000 --> 00:08:06.200]  這個就是耶穌來到地上的一個目的
[00:08:06.200 --> 00:08:08.040]  所以一開始已經顯明了
[00:08:08.040 --> 00:08:09.760]  為什麼耶穌要降生
[00:08:09.760 --> 00:08:10.800]  為的是什麼
[00:08:10.800 --> 00:08:14.040]  要將祂的百姓從罪裡面拯救出來
[00:08:14.040 --> 00:08:16.960]  猶太人很期望一個救贖主來到
[00:08:16.960 --> 00:08:19.040]  他們很期望一個彌賽
[00:08:19.040 --> 00:08:20.320]  一個救主來到
[00:08:20.320 --> 00:08:23.280]  但他們的理解就是一個大能的勇士
[00:08:23.280 --> 00:08:28.120]  帶領我們去脫離羅馬人的統治
[00:08:28.120 --> 00:08:30.640]  重建我們以色列的國家
[00:08:30.640 --> 00:08:32.680]  這個是他們的期望
[00:08:32.680 --> 00:08:34.520]  不過耶穌來到
[00:08:34.520 --> 00:08:37.880]  沒有按照他們的期望去出現
[00:08:37.880 --> 00:08:40.800]  他們想不到上帝要在大衛家
[00:08:40.800 --> 00:08:44.280]  要派來的那一個彌賽
[00:08:44.280 --> 00:08:46.720]  是要用自己的生命作為贖駕
[00:08:46.720 --> 00:08:50.120]  去拯救祂的子民脫離罪惡
[00:08:50.120 --> 00:08:52.520]  這個是耶穌來到地上
[00:08:52.520 --> 00:08:55.160]  最基本拯救的意思
[00:08:55.160 --> 00:08:58.440]  不是拯救他們脫離政治的困所
[00:08:58.440 --> 00:09:03.360]  而是拯救他們從罪惡當中被拯救出來
[00:09:03.360 --> 00:09:06.600]  在這裡約瑟去理解
[00:09:06.600 --> 00:09:07.600]  他的百姓
[00:09:07.600 --> 00:09:09.920]  很容易去理解就是這些是猶太人
[00:09:09.920 --> 00:09:12.200]  就是神的百姓就是猶太人
[00:09:12.200 --> 00:09:14.760]  上帝是藉著彌賽亞
[00:09:14.760 --> 00:09:16.400]  如果按照約瑟的理解
[00:09:16.400 --> 00:09:19.760]  最可能就是上帝藉著彌賽亞
[00:09:19.760 --> 00:09:23.000]  將猶太人從罪裡面被拯救出來
[00:09:23.000 --> 00:09:26.840]  但是隨著馬太夫人一直的表達
[00:09:26.840 --> 00:09:29.440]  大家很清楚地明白
[00:09:29.440 --> 00:09:32.080]  神的百姓或他的百姓是指
[00:09:32.080 --> 00:09:34.040]  凡是願意相信耶穌
[00:09:34.040 --> 00:09:35.640]  跟從耶穌的人
[00:09:35.640 --> 00:09:37.920]  都是上帝的百姓
[00:09:37.920 --> 00:09:39.120]  所以是包括猶太人
[00:09:39.120 --> 00:09:42.120]  也都包括外邦人
[00:09:42.120 --> 00:09:43.720]  天使也說
[00:09:43.720 --> 00:09:45.440]  這個英雄的降生
[00:09:45.440 --> 00:09:47.440]  正正是應驗
[00:09:47.440 --> 00:09:50.880]  就是舊約先知裡面的一個預言
[00:09:50.880 --> 00:09:55.080]  這個預言是記載在彌賽亞書的第七章裡面
[00:09:55.080 --> 00:09:57.720]  彌賽亞書的第七章至第十章
[00:09:57.720 --> 00:10:02.000]  大約就說到當時有一個猶太王阿拉斯
[00:10:02.000 --> 00:10:04.360]  他面對很多政治上的困境
[00:10:04.360 --> 00:10:07.280]  他想藉助另一些的政治力量
[00:10:07.280 --> 00:10:11.600]  去解決他們當時的政治困境的問題
[00:10:11.600 --> 00:10:14.160]  當時上帝就派彌賽亞
[00:10:14.160 --> 00:10:16.840]  去阿拉斯那裡警告他
[00:10:16.840 --> 00:10:18.320]  就是說
[00:10:18.320 --> 00:10:22.000]  現在國家的問題不是政治的問題
[00:10:22.000 --> 00:10:24.520]  是我們整個民族
[00:10:24.520 --> 00:10:26.720]  整個國家都離開了上帝
[00:10:26.720 --> 00:10:31.320]  我們第一步應該是回傳歸向上帝
[00:10:31.320 --> 00:10:33.480]  阿拉斯你應該自己要歸向上帝
[00:10:33.480 --> 00:10:35.200]  你應該帶領整個國家
[00:10:35.200 --> 00:10:38.000]  整個民族一起歸向上帝
[00:10:38.000 --> 00:10:40.040]  如果你不這樣做的話
[00:10:40.040 --> 00:10:42.360]  上帝就會藉助外邦人的手
[00:10:42.360 --> 00:10:45.240]  去懲罰以色列
[00:10:45.240 --> 00:10:46.480]  懲罰猶太人
[00:10:46.480 --> 00:10:48.320]  讓整個國家都亡
[00:10:48.320 --> 00:10:51.720]  當時的阿拉斯沒有聽彌賽亞的警告
[00:10:51.720 --> 00:10:54.680]  彌賽亞就發出了這樣的一個預言
[00:10:54.680 --> 00:10:56.680]  他就說將來
[00:10:56.680 --> 00:10:59.440]  我們整個國家都會毀滅
[00:10:59.440 --> 00:11:02.760]  不過上帝不會離開我們整個民族
[00:11:02.760 --> 00:11:07.080]  上帝會派一個拯救者來
[00:11:07.080 --> 00:11:09.080]  這個叫做「以馬來利」
[00:11:09.080 --> 00:11:10.320]  他來到
[00:11:10.320 --> 00:11:14.920]  他就是要拯救我們整個民族
[00:11:14.920 --> 00:11:17.840]  再一次的去歸向上帝
[00:11:17.840 --> 00:11:19.760]  在彌賽亞的形容裡面
[00:11:19.760 --> 00:11:22.320]  這個「以馬來利」來到
[00:11:22.320 --> 00:11:26.280]  他是會通過一個受苦的歷程
[00:11:26.280 --> 00:11:27.960]  他來受苦是為了什麼呢?
[00:11:27.960 --> 00:11:31.000]  就是要學習去信服上帝
[00:11:31.000 --> 00:11:33.400]  學習怎樣去跟從上帝
[00:11:33.400 --> 00:11:35.200]  他經過一個這樣的過程
[00:11:35.200 --> 00:11:40.920]  在彌賽亞書裡面
[00:11:40.920 --> 00:11:43.920]  他講到第七章至第九章裡面
[00:11:43.920 --> 00:11:45.960]  他講到這個「以馬來利」
[00:11:45.960 --> 00:11:46.840]  他來到的時候
[00:11:46.840 --> 00:11:49.640]  他要挫敗所有的敵人
[00:11:49.640 --> 00:11:51.080]  他在外邦人當中
[00:11:51.080 --> 00:11:54.520]  在外邦人的加利利的地方出現
[00:11:54.520 --> 00:11:57.480]  他要成為死刃之地的人的大光
[00:11:57.480 --> 00:11:59.160]  他就是那個被稱為奇妙
[00:11:59.160 --> 00:12:00.680]  賊士、全能的神
[00:12:00.680 --> 00:12:02.760]  永在的父、和平的君
[00:12:02.760 --> 00:12:06.280]  他建立的國土
[00:12:06.280 --> 00:12:09.440]  他建立的國權是永世的無盡
[00:12:09.440 --> 00:12:12.160]  在彌賽亞書第七至第十章
[00:12:12.160 --> 00:12:13.040]  講到的一些內容
[00:12:13.040 --> 00:12:15.080]  那個「以馬來利」的人物
[00:12:15.080 --> 00:12:17.600]  正正是應驗在馬太方裡面
[00:12:17.600 --> 00:12:18.840]  就是馬太去看
[00:12:18.840 --> 00:12:23.280]  正正應驗在耶穌的身上
[00:12:23.280 --> 00:12:25.360]  「以馬來利」代表著
[00:12:25.360 --> 00:12:28.440]  神與我們同在
[00:12:28.440 --> 00:12:31.240]  可以指兩國的意思
[00:12:31.240 --> 00:12:36.640]  直著耶穌顯明了上帝與我們同在
[00:12:36.640 --> 00:12:38.480]  是代表著瑪利亞的兒子
[00:12:38.480 --> 00:12:41.200]  帶來了上帝的救恩
[00:12:41.200 --> 00:12:46.240]  他的同在帶來了人類的拯救的恩典
[00:12:46.240 --> 00:12:47.240]  第二就是
[00:12:47.240 --> 00:12:52.720]  他自己就是那個拯救人的上帝
[00:12:52.720 --> 00:12:57.200]  我們沒有親眼見過上帝
[00:12:57.200 --> 00:12:59.680]  但是見到耶穌的時候
[00:12:59.680 --> 00:13:02.040]  就等於見到上帝一樣
[00:13:02.040 --> 00:13:03.800]  所以耶穌的名字
[00:13:03.800 --> 00:13:04.720]  「以馬來利」
[00:13:04.720 --> 00:13:06.200]  「神與我們同在」
[00:13:06.200 --> 00:13:08.920]  是有這兩個最小的含義在裡面
[00:13:08.920 --> 00:13:09.840]  所以我們說
[00:13:09.840 --> 00:13:11.240]  我們相信的上帝是
[00:13:11.240 --> 00:13:13.000]  聖父是上帝
[00:13:13.000 --> 00:13:15.640]  耶穌是上帝
[00:13:15.640 --> 00:13:17.280]  聖靈是上帝
[00:13:17.280 --> 00:13:19.080]  不過我們相信一個上帝
[00:13:19.080 --> 00:13:23.000]  我們相信三位一體的上帝
[00:13:23.000 --> 00:13:24.680]  在《啟定經文》裡
[00:13:24.680 --> 00:13:29.440]  最後當約瑟在夢中聽見上帝的指示的時候
[00:13:29.440 --> 00:13:31.800]  他就馬上起來
[00:13:31.800 --> 00:13:32.960]  起來做什麼呢?
[00:13:32.960 --> 00:13:35.160]  就是把瑪利亞娶過來
[00:13:35.160 --> 00:13:37.240]  在第一、第二章裡
[00:13:37.240 --> 00:13:39.960]  可以說是不斷重複出現
[00:13:39.960 --> 00:13:43.560]  上帝如何直接干預耶穌
[00:13:43.560 --> 00:13:46.400]  無論出生的過程
[00:13:46.400 --> 00:13:49.640]  出生之後那種種種的經歷
[00:13:49.640 --> 00:13:54.120]  顯明了上帝一步一步引領著整個耶穌的一生
[00:13:54.120 --> 00:13:56.240]  也看到了另一些人的回應
[00:13:56.240 --> 00:13:59.600]  約瑟如何回應上帝的心意
[00:13:59.600 --> 00:14:04.520]  幾位博士如何回應上帝的旨意
[00:14:04.520 --> 00:14:06.520]  這記載雖然很簡單
[00:14:06.520 --> 00:14:10.480]  但是可以說從約瑟的簡單回應
[00:14:10.480 --> 00:14:13.320]  我們看到他對上帝的順從
[00:14:13.320 --> 00:14:16.080]  和馬利亞不分上下
[00:14:16.080 --> 00:14:19.440]  馬利亞是一個願意馴服上帝的一個人
[00:14:19.440 --> 00:14:23.040]  雖然約瑟的篇幅不是很多
[00:14:23.040 --> 00:14:25.920]  但是簡短幾句的字裡行間
[00:14:25.920 --> 00:14:31.360]  顯出了他對上帝有絕對的馴服在裡面
[00:14:31.360 --> 00:14:33.040]  在這段簡短的經文裡
[00:14:33.040 --> 00:14:35.360]  究竟我們可以看到什麼呢?
[00:14:35.360 --> 00:14:37.920]  或者學到什麼呢?
[00:14:37.920 --> 00:14:39.400]  第一方面就是
[00:14:39.400 --> 00:14:41.040]  耶穌的降生
[00:14:41.040 --> 00:14:42.760]  「以馬來利」
[00:14:42.760 --> 00:14:45.000]  「神與我們同在」
[00:14:45.000 --> 00:14:46.600]  是代表著什麼呢?
[00:14:46.600 --> 00:14:50.200]  是代表著上帝的審判是真實的
[00:14:50.200 --> 00:14:52.240]  先有審判的事實
[00:14:52.240 --> 00:14:55.000]  才有拯救的結果
[00:14:55.000 --> 00:14:57.360]  如果沒有審判的事實
[00:14:57.360 --> 00:14:59.160]  不需要拯救
[00:14:59.160 --> 00:15:01.160]  所以人在最終
[00:15:01.160 --> 00:15:03.040]  人在上帝的審判裡
[00:15:03.040 --> 00:15:06.960]  才需要耶穌的拯救
[00:15:06.960 --> 00:15:09.960]  在耶穌的家譜裡
[00:15:09.960 --> 00:15:11.360]  很講明
[00:15:11.360 --> 00:15:13.600]  耶穌是阿伯拉罕的後序
[00:15:13.600 --> 00:15:16.000]  耶穌是大衛的後序
[00:15:16.000 --> 00:15:17.000]  為什麼要說出
[00:15:17.000 --> 00:15:18.280]  耶穌是大衛的後序
[00:15:18.280 --> 00:15:20.000]  又是阿伯拉罕的後序呢?
[00:15:20.000 --> 00:15:20.920]  在舊約聖經裡
[00:15:20.920 --> 00:15:24.120]  上帝有兩個很重要的約對人
[00:15:24.120 --> 00:15:25.680]  對人有兩個很重要的約
[00:15:25.680 --> 00:15:27.360]  第一個就是對阿伯拉罕
[00:15:27.360 --> 00:15:29.480]  上帝曾經對阿伯拉罕說
[00:15:29.480 --> 00:15:31.480]  「你看天舉目」
[00:15:31.480 --> 00:15:34.000]  「你看天上的星有多少」
[00:15:34.000 --> 00:15:37.840]  「你的後序也同樣會這麼多」
[00:15:37.840 --> 00:15:42.040]  這個約正正是藉著耶穌去顯明出來
[00:15:42.040 --> 00:15:44.480]  我們現在說
[00:15:44.480 --> 00:15:46.400]  阿伯拉罕是信心之父
[00:15:46.400 --> 00:15:49.560]  每一個我們說跟從耶穌的人
[00:15:49.560 --> 00:15:52.680]  我們都是阿伯拉罕的肅靈子孫
[00:15:52.680 --> 00:15:57.040]  所以現在阿伯拉罕的後裔是更多的
[00:15:57.040 --> 00:15:58.040]  去到這個世代
[00:15:58.040 --> 00:16:00.200]  起碼已經有十幾億了
[00:16:00.200 --> 00:16:04.840]  所以在耶穌來到
[00:16:04.840 --> 00:16:10.120]  是要完全上帝對阿伯拉罕的應許
[00:16:10.120 --> 00:16:11.440]  第二
[00:16:11.440 --> 00:16:13.440]  上帝也跟大衛說過
[00:16:13.440 --> 00:16:15.280]  「我必堅定你的後序」
[00:16:15.280 --> 00:16:16.680]  「必堅定你的國」
[00:16:16.680 --> 00:16:18.160]  「直到永遠」
[00:16:18.160 --> 00:16:19.840]  從人間的角度去說
[00:16:19.840 --> 00:16:22.600]  以色列國是否持久了很久呢?
[00:16:22.600 --> 00:16:25.360]  大衛的後序是否坐在
[00:16:25.360 --> 00:16:28.160]  以色列國的寶座上很久呢?
[00:16:28.160 --> 00:16:28.920]  不是
[00:16:28.920 --> 00:16:34.160]  就正正在當時已經亡國了幾百年的時間
[00:16:34.160 --> 00:16:36.680]  耶穌是大衛的後序
[00:16:36.680 --> 00:16:40.920]  是說到上帝藉著耶穌
[00:16:40.920 --> 00:16:43.760]  去建立上帝的國度
[00:16:43.760 --> 00:16:46.480]  而這個國度是永恆的無盡
[00:16:46.480 --> 00:16:49.280]  耶穌坐在這個寶座上為王
[00:16:49.280 --> 00:16:50.920]  永遠的為王
[00:16:50.920 --> 00:16:53.520]  所以耶穌是大衛的後序
[00:16:53.520 --> 00:16:59.320]  是要完全完全了上帝對大衛的應許
[00:16:59.320 --> 00:17:00.280]  所以耶穌來到
[00:17:00.280 --> 00:17:01.560]  他降生說
[00:17:01.560 --> 00:17:05.840]  他要實現上帝在人類當中的拯救計劃
[00:17:05.840 --> 00:17:07.480]  耶穌傳道說
[00:17:07.480 --> 00:17:10.920]  「天國近了,你們應當悔改」
