
[00:00:00.000 --> 00:00:04.200]  因為在耶穌的處理裏
[00:02:24.840 --> 00:02:27.720]  他被釘十字架這件事
[00:02:27.720 --> 00:02:31.000]  是主動地上十字架
[00:02:31.000 --> 00:02:33.560]  是主動地面對死亡
[00:02:33.560 --> 00:02:34.880]  不是被動
[00:02:34.880 --> 00:02:36.240]  所以在這個場合裡
[00:02:36.240 --> 00:02:39.000]  他沒有正面回答這個問題
[00:02:39.000 --> 00:02:42.480]  但其實在耶穌開始出來侍奉
[00:02:42.480 --> 00:02:45.080]  或者在經文的下半部分
[00:02:45.080 --> 00:02:46.600]  或者在之後的情況
[00:02:46.600 --> 00:02:48.440]  其實耶穌也很直認地說
[00:02:48.440 --> 00:02:52.960]  其實他的權柄、他的身份是來自上帝
[00:02:52.960 --> 00:02:57.000]  所以耶穌不是刻意地迴避不回答這個問題
[00:02:57.000 --> 00:02:58.680]  耶穌只是表達
[00:02:58.680 --> 00:03:01.600]  其實他面對的死亡是主動的選擇
[00:03:01.600 --> 00:03:05.880]  不是一個被動的決定
[00:03:05.880 --> 00:03:08.320]  另一個很重要的原因
[00:03:08.320 --> 00:03:11.080]  就是耶穌要一班猶太宗教領袖
[00:03:11.080 --> 00:03:14.920]  再去面對你們對上帝的不忠
[00:03:14.920 --> 00:03:17.920]  去指責一班猶太人
[00:03:17.920 --> 00:03:19.920]  這一班宗教領袖
[00:03:19.920 --> 00:03:24.080]  他們對上帝面前的那一份不忠的心態
[00:03:24.080 --> 00:03:27.520]  和不忠的態度、不忠的生命
[00:03:27.520 --> 00:03:31.360]  在耶穌的問題裡說
[00:03:31.360 --> 00:03:33.320]  施洗約翰的洗禮
[00:03:33.320 --> 00:03:36.680]  究竟是從天上來還是從人間來呢?
[00:03:36.680 --> 00:03:42.120]  施洗約翰可以說是一個先知
[00:03:42.120 --> 00:03:44.680]  是上帝所差派來的一個僕人
[00:03:44.680 --> 00:03:46.360]  施洗約翰的身份
[00:03:46.360 --> 00:03:49.320]  不單止是因為他承接了
[00:03:49.320 --> 00:03:51.880]  舊約先知所傳的訊息
[00:03:51.880 --> 00:03:55.040]  叫人去悔改、去歸向上帝
[00:03:55.040 --> 00:03:58.120]  施洗約翰還有一個很獨特的使命
[00:03:58.120 --> 00:04:01.400]  就是他來到是要為彌賽
[00:04:01.400 --> 00:04:04.520]  為耶穌去預備一條路
[00:04:04.520 --> 00:04:08.160]  可以說施洗約翰是耶穌的先鋒
[00:04:08.160 --> 00:04:12.680]  所以肯定施洗約翰的身份和使命
[00:04:12.680 --> 00:04:16.080]  也同時肯定耶穌的身份和使命
[00:04:16.080 --> 00:04:18.480]  否定施洗約翰的角色
[00:04:18.480 --> 00:04:23.080]  同時也會否定耶穌的角色和身份
[00:04:23.080 --> 00:04:26.280]  在這裡當耶穌問出一個問題的時候
[00:04:26.280 --> 00:04:30.480]  一班猶大宗教的領袖
[00:04:30.480 --> 00:04:33.440]  他們知道這是一個雙面的問題
[00:04:33.440 --> 00:04:37.400]  他們知道怎樣回答都會有問題
[00:04:37.400 --> 00:04:39.960]  在這裡其實經文已經說了
[00:04:39.960 --> 00:04:43.560]  因為當時一班百姓很清楚知道
[00:04:43.560 --> 00:04:48.640]  或承認施洗約翰是從上帝差派來的使者
[00:04:48.640 --> 00:04:51.520]  所以我們要聽從他的教導
[00:04:51.520 --> 00:04:54.720]  所以如果一班猶大的宗教領袖說
[00:04:54.720 --> 00:04:57.640]  如果約翰是先知
[00:04:57.640 --> 00:04:59.080]  就是神差派來的
[00:04:59.080 --> 00:05:01.000]  他的權兵是從上帝來的
[00:05:01.000 --> 00:05:02.440]  那麼耶穌就會問他們
[00:05:02.440 --> 00:05:06.520]  為什麼你們不相信施洗約翰呢?
[00:05:06.520 --> 00:05:09.560]  另一方面如果他們回答不是
[00:05:09.560 --> 00:05:12.960]  施洗約翰的權兵不是來自上帝
[00:05:12.960 --> 00:05:14.680]  而是來自人的時候
[00:05:14.680 --> 00:05:17.480]  這班猶大宗教領袖也知道
[00:05:17.480 --> 00:05:20.520]  他們會得罪一班百姓
[00:05:20.520 --> 00:05:24.360]  他們會被一班百姓用石頭打死
[00:05:24.360 --> 00:05:28.720]  雙面的問題怎樣回答都不好
[00:05:28.720 --> 00:05:34.360]  所以最後他們的答法就是不知道
[00:05:34.360 --> 00:05:38.880]  從這個猶大人的答法裡面
[00:05:38.880 --> 00:05:41.240]  宗教領袖的答法可以看到
[00:05:41.240 --> 00:05:43.000]  其實他們的身份
[00:05:43.000 --> 00:05:46.600]  他們所作的都不是來自上帝
[00:05:46.600 --> 00:05:51.720]  他們想去質疑耶穌的權兵不是來自上帝
[00:05:51.720 --> 00:05:54.600]  但是從他們的答法裡面
[00:05:54.600 --> 00:05:56.280]  他們已經反映了
[00:05:56.280 --> 00:05:58.600]  他們的權兵不是來自上帝
[00:05:58.600 --> 00:05:59.880]  為什麼這樣說呢?
[00:05:59.880 --> 00:06:01.600]  因為可以看見
[00:06:01.600 --> 00:06:04.080]  因為他們害怕回答
[00:06:04.080 --> 00:06:09.080]  如果施洗約翰的權兵是從人間來的時候
[00:06:09.080 --> 00:06:11.280]  他們會懼怕百姓
[00:06:11.280 --> 00:06:15.520]  他們害怕百姓用石頭打死他們
[00:06:15.520 --> 00:06:17.680]  所以很清楚
[00:06:17.680 --> 00:06:19.880]  他們自己的權兵覺得
[00:06:19.880 --> 00:06:22.120]  我們的權兵是來自百姓
[00:06:22.120 --> 00:06:24.880]  所以百姓想說什麼
[00:06:24.880 --> 00:06:27.800]  喜歡什麼我們就說什麼
[00:06:27.800 --> 00:06:30.200]  他們的權兵不是來自上帝
[00:06:30.200 --> 00:06:32.520]  是來自這班百姓
[00:06:32.520 --> 00:06:33.680]  另一個角度去說
[00:06:33.680 --> 00:06:35.520]  施洗約翰和耶穌
[00:06:35.520 --> 00:06:38.200]  他們傳講上帝的真理的時候
[00:06:38.200 --> 00:06:40.680]  他們要面對生命的危險
[00:06:40.680 --> 00:06:41.960]  面對死亡
[00:06:41.960 --> 00:06:45.320]  施洗約翰是因為指責當時的皇帝
[00:06:45.320 --> 00:06:48.560]  一些生活上的問題而面對死亡
[00:06:48.560 --> 00:06:53.320]  耶穌是為了遵行上帝的旨意而面對死亡
[00:06:53.320 --> 00:06:59.440]  他們兩個人都是因為遵行上帝給他們的使命
[00:06:59.440 --> 00:07:03.400]  而面對很多生活的困境和生命的危難
[00:07:03.400 --> 00:07:05.440]  他們甘於去踏上
[00:07:05.440 --> 00:07:08.040]  所以從這個角度去說
[00:07:08.040 --> 00:07:10.400]  已經從他們的行動去說出
[00:07:10.400 --> 00:07:12.200]  他們很清楚地知道
[00:07:12.200 --> 00:07:15.080]  他們的權兵是從上帝而來
[00:07:15.080 --> 00:07:16.800]  不是從人間而來
[00:07:16.800 --> 00:07:19.360]  不是人給他們的權兵
[00:07:19.360 --> 00:07:22.520]  他們的焦點是在上帝的身上
[00:07:22.520 --> 00:07:27.440]  而不是在人的身上
[00:07:27.440 --> 00:07:32.440]  接著耶穌再說出一個比喻
[00:07:32.440 --> 00:07:34.280]  一個空岳玄護的比喻
[00:07:34.280 --> 00:07:39.840]  再延續究竟他的權兵是來自哪裡
[00:07:39.840 --> 00:07:44.600]  在這段比喻裡說出
[00:07:44.600 --> 00:07:46.760]  耶穌說有一個玄護
[00:07:46.760 --> 00:07:49.080]  他買了一個地方
[00:07:49.080 --> 00:07:50.360]  然後做得很好
[00:07:50.360 --> 00:07:51.760]  一個葡萄園
[00:07:51.760 --> 00:07:54.760]  然後租給一些玄護
[00:07:54.760 --> 00:07:57.000]  跟這些玄護說明
[00:07:57.000 --> 00:07:59.520]  到時候你要將園中的果子
[00:07:59.520 --> 00:08:01.600]  作為一個交租交給他
[00:08:01.600 --> 00:08:03.680]  但一群玄護說
[00:08:03.680 --> 00:08:07.320]  到最後當這個園主去猜派僕人
[00:08:07.320 --> 00:08:08.800]  一個一個來
[00:08:08.800 --> 00:08:10.440]  這群玄護說
[00:08:10.440 --> 00:08:16.320]  我不給你 你又奈我何呢?
[00:08:16.320 --> 00:08:19.800]  到最後這個園主就猜派外子
[00:08:19.800 --> 00:08:25.000]  來收取這個費用
[00:08:25.000 --> 00:08:27.160]  最後這些玄護說
[00:08:27.160 --> 00:08:30.280]  我們殺了這個園主的兒子
[00:08:30.280 --> 00:08:31.560]  沒有繼承人
[00:08:31.560 --> 00:08:35.120]  這些地方就屬於我們了
[00:08:35.120 --> 00:08:39.600]  所以他們就殺了這個園主的兒子
[00:08:39.600 --> 00:08:42.760]  最後耶穌再說
[00:08:42.760 --> 00:08:45.680]  這個後果是怎樣呢?
[00:08:45.680 --> 00:08:51.560]  這群玄護拒絕這個園主猜派來的外子
[00:08:51.560 --> 00:08:53.560]  去抵擋這個玄護的時候
[00:08:53.560 --> 00:08:58.520]  他們的結果會遭到一個很嚴厲的審判
[00:08:58.520 --> 00:09:04.400]  這個比喻可以說有很多重重要的地方
[00:09:04.400 --> 00:09:08.480]  這個比喻是強調了上帝的子民的領袖
[00:09:08.480 --> 00:09:13.280]  自古以來都是拒絕上帝所猜派來的使者
[00:09:13.280 --> 00:09:17.320]  自古以來都是拒絕上帝所猜派來的先知
[00:09:17.320 --> 00:09:20.600]  拒絕先知所說的話
[00:09:20.600 --> 00:09:21.680]  在這個比喻當中
[00:09:21.680 --> 00:09:25.880]  僕人和這個園主的外子同樣被棄絕
[00:09:25.880 --> 00:09:30.160]  代表著舊約的先知和上帝猜派來的耶穌基督
[00:09:30.160 --> 00:09:33.240]  同樣被一群猶太人棄絕
[00:09:33.240 --> 00:09:35.920]  在這裡亦強調了
[00:09:35.920 --> 00:09:42.200]  耶穌不僅是延續舊約先知的身份和角色
[00:09:42.200 --> 00:09:43.640]  祂有一個很獨特的角色
[00:09:43.640 --> 00:09:46.440]  祂是上帝的外子
[00:09:46.440 --> 00:09:47.560]  祂是上帝的外子
[00:09:47.560 --> 00:09:51.840]  祂的權柄同樣是來自上帝
[00:09:51.840 --> 00:09:53.520]  在這個比喻當中
[00:09:53.520 --> 00:09:58.160]  講到園主對一群漁戶很忍耐
[00:09:58.160 --> 00:10:00.080]  一個僕人拒絕
[00:10:00.080 --> 00:10:01.720]  再猜派另一個僕人
[00:10:01.720 --> 00:10:03.600]  再猜派另一個僕人
[00:10:03.600 --> 00:10:05.760]  代表著在舊約的時代
[00:10:05.760 --> 00:10:10.520]  上帝每個時代都猜派不同的僕人來
[00:10:10.520 --> 00:10:14.640]  去講出一些很嚴厲的信息
[00:10:14.640 --> 00:10:17.680]  要一群以色列人在最終有一個悔改
[00:10:17.680 --> 00:10:20.400]  但一群以色列人同樣拒絕
[00:10:20.400 --> 00:10:23.920]  到最後上帝猜派耶穌來到
[00:10:23.920 --> 00:10:26.480]  一群猶太人同樣拒絕
[00:10:26.480 --> 00:10:30.240]  耶穌是上帝所猜派的救主
[00:10:30.240 --> 00:10:34.120]  一個外子在比喻當中
[00:10:34.120 --> 00:10:36.240]  佔有一個很重要的地位
[00:10:36.240 --> 00:10:37.520]  一個角色
[00:10:37.520 --> 00:10:42.800]  外子在耶穌出來侍奉的初期
[00:10:42.800 --> 00:10:44.920]  在天上有聲音說
[00:10:44.920 --> 00:10:47.920]  「這是我的外子,我所揀選」
[00:10:47.920 --> 00:10:52.440]  當耶穌將要進入耶路撒冷的旅程開始時
[00:10:52.440 --> 00:10:54.760]  同樣在天上有聲音說
[00:10:54.760 --> 00:10:57.880]  「這是我的外子,我所揀選」
[00:10:57.880 --> 00:11:00.240]  現在在耶路撒冷這個地方
[00:11:00.240 --> 00:11:03.000]  耶穌很清楚用這個比喻去說
[00:11:03.000 --> 00:11:06.040]  祂自己就是上帝的外子
[00:11:06.040 --> 00:11:09.600]  耶穌很清楚知道自己的角色和身份
[00:11:09.600 --> 00:11:14.440]  祂也很清楚知道自己為什麼要來地上
[00:11:14.440 --> 00:11:16.600]  祂為的是什麼
[00:11:16.600 --> 00:11:19.080]  這個比喻的轉捩點就是
[00:11:19.080 --> 00:11:23.960]  這個外子被害被殺
[00:11:23.960 --> 00:11:25.640]  這個外子是會死的
[00:11:25.640 --> 00:11:28.480]  原主的兒子是會死的
[00:11:28.480 --> 00:11:31.480]  耶穌很清楚知道祂將要面對
[00:11:31.480 --> 00:11:33.800]  被釘十字架的事實
[00:11:33.800 --> 00:11:35.440]  當祂說這個比喻的時候
[00:11:35.440 --> 00:11:41.400]  過兩三天祂就要面對十字架的死亡
[00:11:41.400 --> 00:11:43.560]  耶穌在這個時候說出這個比喻
[00:11:43.560 --> 00:11:45.760]  其實表達了一個很強的訊息
[00:11:45.760 --> 00:11:49.000]  就是祂的死亡是祂自己的選擇
[00:11:49.000 --> 00:11:52.720]  不是一群人逼祂上絕路
[00:11:52.720 --> 00:11:55.160]  以致面對這個死亡
[00:11:55.160 --> 00:11:56.160]  不是
[00:11:56.160 --> 00:11:58.040]  耶穌整個一生
[00:11:58.040 --> 00:12:00.720]  由生來到地上每一件事
[00:12:00.720 --> 00:12:04.160]  都是上帝的主權引導的當中
[00:12:04.160 --> 00:12:08.240]  是上帝主動將耶穌放在十字架上
[00:12:08.240 --> 00:12:12.280]  所以耶穌在地上所作所說的一切事
[00:12:12.280 --> 00:12:15.040]  的權柄都是來自上帝
[00:12:15.040 --> 00:12:19.240]  所以耶穌沒有逃避這個問題
[00:12:19.240 --> 00:12:22.400]  沒有否定自己的身份
[00:12:22.400 --> 00:12:23.880]  沒有否定自己的使命
[00:12:23.880 --> 00:12:26.440]  反之祂在不同的場合
[00:12:26.440 --> 00:12:27.840]  不同的時間裏面
[00:12:27.840 --> 00:12:29.560]  同樣肯定自己的身份
[00:12:29.560 --> 00:12:32.560]  同樣肯定自己的使命
[00:12:32.560 --> 00:12:39.280]  在這個圓主的空殼圓物比喻裏面
[00:12:39.280 --> 00:12:40.880]  說到一群的圓物
[00:12:40.880 --> 00:12:44.360]  他們想將這個地方具為己有
[00:12:44.360 --> 00:12:48.800]  其實都有當時的一個羅馬法律的根據
[00:12:48.800 --> 00:12:50.720]  當時的羅馬法律是說
[00:12:50.720 --> 00:12:52.120]  如果一個地方
[00:12:52.120 --> 00:12:57.600]  如果那個地方的業主沒有繼承人的時候
[00:12:57.600 --> 00:12:59.880]  那個住在那個地方的人
[00:12:59.880 --> 00:13:03.880]  就可以擁有這個地方
[00:13:03.880 --> 00:13:06.240]  成為他自己的產業
[00:13:06.240 --> 00:13:09.280]  這個法律我想大家都不會陌生
[00:13:09.280 --> 00:13:13.000]  大家知不知道香港也有這樣的法律
[00:13:13.000 --> 00:13:16.400]  這個有個名字叫「逆權侵佔」
[00:13:16.400 --> 00:13:17.600]  大家應該聽過
[00:13:17.600 --> 00:13:19.760]  叫「逆權侵佔」
[00:13:19.760 --> 00:13:21.960]  就是本來那個地方不是屬於你的
[00:13:21.960 --> 00:13:24.080]  不過經過若干年後
[00:13:24.080 --> 00:13:26.120]  有若干條件
[00:13:26.120 --> 00:13:29.680]  沒有人聲稱擁有或其他東西
[00:13:29.680 --> 00:13:32.040]  在某個特定的條件裏面
[00:13:32.040 --> 00:13:34.240]  你就可以向法庭申請
[00:13:34.240 --> 00:13:36.800]  這個地方是你所擁有
[00:13:36.800 --> 00:13:38.960]  經過一個程序之後
[00:13:38.960 --> 00:13:44.520]  其實是有一些情況的確叫做「逆權侵佔」
[00:13:44.520 --> 00:13:46.720]  有些人那個地方本來不是自己的
[00:13:46.720 --> 00:13:48.800]  不過在那個地方幾十年了
[00:13:48.800 --> 00:13:53.360]  到最後這個地方成為他自己的產業
[00:13:53.360 --> 00:13:54.720]  香港也有這樣的法例
[00:13:54.720 --> 00:13:56.440]  這個「逆權侵佔」
[00:13:56.440 --> 00:14:00.000]  所以在羅馬法例裏面同樣有這個法例
[00:14:00.000 --> 00:14:03.080]  他們就是因為這樣的法例的緣故
[00:14:03.080 --> 00:14:04.720]  我們殺了他
[00:14:04.720 --> 00:14:07.640]  我們殺了一個原主的兒子
[00:14:07.640 --> 00:14:11.120]  以致我們能夠擁有這些產業
[00:14:11.120 --> 00:14:12.240]  從這個比喻裏面
[00:14:12.240 --> 00:14:13.920]  我們可以有幾方面的
[00:14:13.920 --> 00:14:18.080]  對我們更深的反省和提醒
[00:14:18.080 --> 00:14:21.400]  這個原主是代表上帝
[00:14:21.400 --> 00:14:25.400]  上帝對一班的漁戶其實很愛護
[00:14:25.400 --> 00:14:30.160]  葡萄園在舊約的時代代表著上帝的子民
[00:14:30.160 --> 00:14:32.720]  上帝很愛他所創造的人
[00:14:32.720 --> 00:14:34.680]  他所揀選的子民
[00:14:34.680 --> 00:14:36.360]  栽種好一個葡萄園
[00:14:36.360 --> 00:14:38.240]  讓他們去享受
[00:14:38.240 --> 00:14:40.440]  亦都保護他們
[00:14:40.440 --> 00:14:42.000]  看顧他們
[00:14:42.000 --> 00:14:43.760]  在這個世界裏面
[00:14:43.760 --> 00:14:46.800]  我們可以說這是天賦世界
[00:14:46.800 --> 00:14:48.680]  這個世界是上帝所創造
[00:14:48.680 --> 00:14:50.680]  上帝創造這一切
[00:14:50.680 --> 00:14:52.440]  讓我們去享受
[00:14:52.440 --> 00:14:53.880]  去保護我們
[00:14:53.880 --> 00:14:58.720]  我們借著善用這個地方
[00:14:58.720 --> 00:15:00.280]  善用這個世界的資源
[00:15:00.280 --> 00:15:04.440]  我們能夠在這個地球裏面居住
[00:15:04.440 --> 00:15:06.960]  但是這個地球
[00:15:06.960 --> 00:15:08.240]  這個地方
[00:15:08.240 --> 00:15:10.000]  其實一切都是來自上帝
[00:15:10.000 --> 00:15:14.360]  整個葡萄園都是屬於原主的
[00:15:14.360 --> 00:15:16.800]  一切是來自上帝
[00:15:16.800 --> 00:15:19.600]  一切亦都是屬於上帝
[00:15:19.600 --> 00:15:21.120]  我經常說
[00:15:21.120 --> 00:15:22.560]  很多時候我們城市人
[00:15:22.560 --> 00:15:26.520]  我們都有一個習慣的意識
[00:15:26.520 --> 00:15:28.720]  我們覺得一切的保障
[00:15:28.720 --> 00:15:30.160]  都是來自我們的環境
[00:15:30.160 --> 00:15:31.560]  來自我們的努力
[00:15:31.560 --> 00:15:33.680]  因為我們很多時候都以為
[00:15:33.680 --> 00:15:35.840]  我們所有的都是自給自足
[00:15:35.840 --> 00:15:37.280]  我們去到超級市場
[00:15:37.280 --> 00:15:39.760]  我們可以買我們日用所有的東西
[00:15:39.760 --> 00:15:40.360]  自給
[00:15:40.360 --> 00:15:42.960]  似乎以為自己是自給自足
[00:15:42.960 --> 00:15:45.480]  但其實這些自給自足的背後
[00:15:45.480 --> 00:15:48.840]  是需要有很多的資源去支持著
[00:15:48.840 --> 00:15:51.880]  我們對上帝敬畏的心
[00:15:51.880 --> 00:15:56.200]  基本上都是比較薄弱的體驗
[00:15:56.200 --> 00:15:58.840]  但在農村裏面的農夫
[00:15:58.840 --> 00:16:01.480]  他們較為容易去體驗
[00:16:01.480 --> 00:16:04.400]  對上帝的敬畏和看顧
[00:16:04.400 --> 00:16:06.040]  因為他們很清楚地知道
[00:16:06.040 --> 00:16:07.760]  無論他們多努力也好
[00:16:07.760 --> 00:16:09.440]  無論他們多辛勤也好
[00:16:09.440 --> 00:16:12.080]  不一定有收成
[00:16:12.080 --> 00:16:13.760]  可能天不下雨
[00:16:13.760 --> 00:16:15.000]  旱災
[00:16:15.000 --> 00:16:16.920]  我多努力也不會有收成
[00:16:16.920 --> 00:16:21.240]  如果下一場大雨暴雨的時候
[00:16:21.240 --> 00:16:23.120]  我也不會有收成
[00:16:23.120 --> 00:16:25.040]  所以他們很清楚
[00:16:25.040 --> 00:16:28.120]  他們的經歷就是對上天的敬畏
[00:16:28.120 --> 00:16:32.600]  和對上天的看顧
[00:16:32.600 --> 00:16:34.440]  這個葡萄這個世界
[00:16:34.440 --> 00:16:35.880]  是上帝給我們的
[00:16:35.880 --> 00:16:37.600]  是上帝對我們的看顧
[00:16:37.600 --> 00:16:40.040]  我們應該對上帝的保守
[00:16:40.040 --> 00:16:42.520]  存著一份感恩
[00:16:42.520 --> 00:16:44.720]  在初期教會
[00:16:44.720 --> 00:16:46.520]  當耶穌受死
[00:16:46.520 --> 00:16:47.520]  復活
[00:16:47.520 --> 00:16:49.080]  升天
[00:16:49.080 --> 00:16:51.360]  基督教有三百年的時間
[00:16:51.360 --> 00:16:54.520]  在羅馬帝國裏面傳播和發展
[00:16:54.520 --> 00:16:56.000]  這三百年的時間
[00:16:56.000 --> 00:16:58.000]  也不是一個容易的時間
[00:16:58.000 --> 00:16:59.720]  因為整個羅馬帝國
[00:16:59.720 --> 00:17:03.160]  對基督教也不是一個友善的態度
[00:17:03.160 --> 00:17:06.320]  所以當時在一些極端的時候
[00:17:06.320 --> 00:17:08.320]  或者在一些地方
[00:17:08.320 --> 00:17:09.920]  只要有人說
[00:17:09.920 --> 00:17:11.680]  你是一個相信耶穌的人
[00:17:11.680 --> 00:17:15.360]  你就可能會面對生命的危險
[00:17:15.360 --> 00:17:17.200]  和面對死亡
[00:17:17.200 --> 00:17:18.560]  但是到了公元後
[00:17:18.560 --> 00:17:23.600]  大約三百二十二年這個時間
[00:17:23.600 --> 00:17:26.680]  當時的羅馬皇帝君士坦丁
[00:17:26.680 --> 00:17:28.200]  他相信了耶穌
[00:17:28.200 --> 00:17:30.640]  情況有一個很大的改變
[00:17:30.640 --> 00:17:32.240]  經過了幾十年之後
[00:17:32.240 --> 00:17:35.080]  基督教成為了羅馬帝國的國教
[00:17:35.080 --> 00:17:37.800]  當時一班信徒的心態
[00:17:37.800 --> 00:17:40.120]  有一個很大的轉變
[00:17:40.120 --> 00:17:42.720]  在之前的三百年
[00:17:42.720 --> 00:17:46.680]  心的焦點很清楚知道
[00:17:46.680 --> 00:17:48.160]  是上帝保守著我們
[00:17:48.160 --> 00:17:50.240]  在一個這麼困難的情況裏面
[00:17:50.240 --> 00:17:53.520]  仍然可以有這麼多人堅持信仰
[00:17:53.520 --> 00:17:55.600]  去跟從上帝
[00:17:55.600 --> 00:17:58.480]  信仰的焦點是放在上帝那裏
[00:17:58.480 --> 00:18:00.720]  亦都很深的經歷上帝的保守
[00:18:00.720 --> 00:18:02.240]  和上帝的同在
[00:18:02.240 --> 00:18:05.840]  但是當基督教成為國教之後
[00:18:05.840 --> 00:18:10.200]  一班的基督徒的信仰焦點慢慢轉移了
[00:18:10.200 --> 00:18:16.440]  為何我們會有這麼好的信仰生活呢?
[00:18:16.440 --> 00:18:19.760]  因為國家必然會給我們有保障
[00:18:19.760 --> 00:18:23.200]  因為皇帝必然會給我們有保障
[00:18:23.200 --> 00:18:25.200]  所以我們不需要擔心
[00:18:25.200 --> 00:18:28.680]  因為我們有這麼強的保障給我們
[00:18:28.680 --> 00:18:30.640]  所以當時的基督徒很多時候
[00:18:30.640 --> 00:18:32.360]  心態有一個轉變
[00:18:32.360 --> 00:18:36.120]  他們的保障是來自地上的權勢
[00:18:36.120 --> 00:18:39.000]  來自地上的環境
[00:18:39.000 --> 00:18:41.920]  當時有一個信徒叫做奧古斯丁
[00:18:41.920 --> 00:18:44.960]  他出來提出一個很嚴重的提醒
[00:18:44.960 --> 00:18:48.560]  他在一本很經典的書叫做《上帝之承》裏面
[00:18:48.560 --> 00:18:50.960]  講了一句這樣的說話
[00:18:50.960 --> 00:18:53.640]  他說基督徒的福祿不是靠
[00:18:53.640 --> 00:18:56.320]  俗世的權勢所持
[00:18:56.320 --> 00:18:59.520]  存在於上帝的恩慈和憐憫
[00:18:59.520 --> 00:19:02.880]  他再一次提醒基督徒的福祿
[00:19:02.880 --> 00:19:06.680]  不是靠地上俗世的權勢所給我們
[00:19:06.680 --> 00:19:08.920]  不是地上的環境給我們
[00:19:08.920 --> 00:19:11.440]  是上帝的憐憫
[00:19:11.440 --> 00:19:13.920]  上帝的恩典賜給我們
[00:19:13.920 --> 00:19:15.480]  他再一次提醒一群基督徒
[00:19:15.480 --> 00:19:17.760]  我們信仰的焦點在上帝那裏
[00:19:17.760 --> 00:19:19.680]  其實我們整個生命的一切
[00:19:19.680 --> 00:19:21.920]  都是上帝給我們的看顧
[00:19:21.920 --> 00:19:25.200]  和上帝給我們的保守
[00:19:25.200 --> 00:19:27.200]  在英國
[00:19:27.200 --> 00:19:30.000]  大家有聽過一個人叫約翰·米斯里
[00:19:30.000 --> 00:19:33.560]  他曾經帶領英國在一場很黑暗的境地
[00:19:33.560 --> 00:19:36.960]  進入一個較為好的境況當中
[00:19:36.960 --> 00:19:39.320]  他帶領了很多人去相信耶穌
