
[00:00:00.000 --> 00:00:04.920]  (你小時候是怎樣的?)
[00:06:51.160 --> 00:06:53.880]  我立體了,立體了去認識那件事
[00:06:53.880 --> 00:06:57.160]  我明白我媽媽多了
[00:06:57.160 --> 00:07:01.800]  其實媽媽是很愛我的
[00:07:01.800 --> 00:07:02.840]  我知道
[00:07:02.840 --> 00:07:06.480]  但問題是她自己都沒有選擇
[00:07:06.480 --> 00:07:09.920]  她都有她的難處
[00:07:09.920 --> 00:07:11.600]  她在結婚的時候
[00:07:11.600 --> 00:07:14.680]  她都不可以跟她家人說
[00:07:14.680 --> 00:07:17.160]  她有一個小朋友
[00:07:17.160 --> 00:07:21.280]  所以那張聖誕卡就不能拿走
[00:07:21.280 --> 00:07:23.160]  但小時候不明白
[00:07:23.160 --> 00:07:24.560]  但長大後
[00:07:24.560 --> 00:07:26.320]  當我想起的時候
[00:07:26.320 --> 00:07:29.160]  是,其實她沒有選擇
[00:07:29.160 --> 00:07:31.680]  她都有限制
[00:07:31.680 --> 00:07:34.160]  她都有她的原生家庭
[00:07:34.160 --> 00:07:40.040]  而其實我婆婆都不懂得跟小朋友相處
[00:07:40.040 --> 00:07:41.920]  我想起,是
[00:07:41.920 --> 00:07:45.480]  如果我是媽媽這樣成長
[00:07:45.480 --> 00:07:47.600]  我可能比我媽媽更加不懂得表達
[00:07:47.600 --> 00:07:50.360]  所以她不懂得表達對我的愛
[00:07:50.360 --> 00:07:52.520]  她將實情告訴我
[00:07:52.520 --> 00:07:55.040]  是的,的確是不同性的
[00:07:55.040 --> 00:07:57.520]  但如果將來我們長大後
[00:07:57.520 --> 00:08:01.320]  我就懂得用一個更好的方法去對待她
[00:08:01.320 --> 00:08:03.440]  我們人生成長有很多傷痛
[00:08:03.440 --> 00:08:05.480]  但當我們願意去分享
[00:08:05.480 --> 00:08:08.520]  願意給其他人去幫助的時候
[00:08:08.520 --> 00:08:12.760]  原來可以改變到我們對哀傷的看法
[00:08:12.760 --> 00:08:15.760]  然後可以擁抱這個哀傷
[00:08:15.760 --> 00:08:17.760]  (字幕製作:貝爾)
[00:08:17.760 --> 00:08:19.760]  (音樂製作:貝爾)
[00:08:19.760 --> 00:08:21.760]  (音樂製作:貝爾)
[00:08:21.760 --> 00:08:23.760]  (音樂製作:貝爾)
[00:08:23.760 --> 00:08:25.760]  (CC字幕製作:貝爾)
[00:08:25.760 --> 00:08:27.760]  MING PAO CANADA | MING PAO TORONTO

