
[00:00:00.000 --> 00:00:03.600]  我在一月尾開始預備這篇講章
[00:02:16.600 --> 00:02:17.600]  我很開心
[00:02:17.600 --> 00:02:20.600]  去到鹹田的地方
[00:02:20.600 --> 00:02:22.600]  我想很多外國人來香港
[00:02:22.600 --> 00:02:24.600]  都是慕名而來
[00:02:24.600 --> 00:02:25.600]  去看這些美景
[00:02:25.600 --> 00:02:26.600]  在西貢區
[00:02:26.600 --> 00:02:28.600]  這裡是第22公里
[00:02:28.600 --> 00:02:29.600]  看我這麼精神
[00:02:29.600 --> 00:02:30.600]  真是
[00:02:30.600 --> 00:02:31.600]  Yeah
[00:02:31.600 --> 00:02:32.600]  你也知道
[00:02:32.600 --> 00:02:35.600]  我已經是非常雀躍
[00:02:35.600 --> 00:02:36.600]  但是
[00:02:36.600 --> 00:02:37.600]  想分享的是
[00:02:37.600 --> 00:02:38.600]  右邊的圖
[00:02:38.600 --> 00:02:40.600]  去到第86公里
[00:02:40.600 --> 00:02:41.600]  凌晨的時分
[00:02:41.600 --> 00:02:45.600]  已經跑了大約16個小時
[00:02:45.600 --> 00:02:47.600]  去到城門水塘
[00:02:47.600 --> 00:02:49.600]  這是一個檢查站
[00:02:49.600 --> 00:02:51.600]  前面還有三座大山
[00:02:51.600 --> 00:02:52.600]  要攀的
[00:02:52.600 --> 00:02:53.600]  1300米
[00:02:53.600 --> 00:02:57.600]  針山草山和大帽山
[00:02:57.600 --> 00:02:59.600]  還有17公里
[00:02:59.600 --> 00:03:00.600]  還有17公里
[00:03:00.600 --> 00:03:02.600]  補充完
[00:03:02.600 --> 00:03:03.600]  喝完東西
[00:03:03.600 --> 00:03:04.600]  上去
[00:03:04.600 --> 00:03:05.600]  上針山
[00:03:05.600 --> 00:03:06.600]  走了幾級樓梯
[00:03:06.600 --> 00:03:10.600]  已經兩個大腿的四頭肌抽筋
[00:03:10.600 --> 00:03:12.600]  真的不行
[00:03:12.600 --> 00:03:14.600]  還有17公里
[00:03:14.600 --> 00:03:16.600]  爬都爬不回終點
[00:03:16.600 --> 00:03:17.600]  不斷的禱告
[00:03:17.600 --> 00:03:20.600]  呼求神幫助
[00:03:20.600 --> 00:03:24.600]  和抽筋
[00:03:24.600 --> 00:03:25.600]  共舞
[00:03:25.600 --> 00:03:26.600]  慢慢爬
[00:03:26.600 --> 00:03:28.600]  爬到終點
[00:03:28.600 --> 00:03:30.600]  生命就是這樣
[00:03:30.600 --> 00:03:31.600]  弟兄姊妹
[00:03:31.600 --> 00:03:35.600]  人生有很多不同的艱難挑戰
[00:03:35.600 --> 00:03:38.600]  在工作環境
[00:03:38.600 --> 00:03:39.600]  在我們的健康
[00:03:39.600 --> 00:03:41.600]  在我們的日常生活當中
[00:03:41.600 --> 00:03:42.600]  不過
[00:03:42.600 --> 00:03:44.600]  今天我們這段經文
[00:03:44.600 --> 00:03:47.600]  也給我們一些啟示
[00:03:47.600 --> 00:03:48.600]  發現
[00:03:48.600 --> 00:03:51.600]  讓我們一起去學習
[00:03:51.600 --> 00:03:53.600]  在一個的
[00:03:53.600 --> 00:03:59.600]  在一個的下午當中
[00:03:59.600 --> 00:04:03.600]  若白失去了他十個兒女
[00:04:03.600 --> 00:04:05.600]  所有的財產
[00:04:05.600 --> 00:04:07.600]  沒多久之後
[00:04:07.600 --> 00:04:11.600]  他自己一生也出現了很多的獨創
[00:04:11.600 --> 00:04:13.600]  很短時間
[00:04:13.600 --> 00:04:17.600]  他失去了大部分東西
[00:04:17.600 --> 00:04:19.600]  不可以說一切
[00:04:19.600 --> 00:04:21.600]  他失去了大部分
[00:04:21.600 --> 00:04:22.600]  在艱難當中
[00:04:22.600 --> 00:04:24.600]  他仍然堅守信仰
[00:04:24.600 --> 00:04:25.600]  一章21節
[00:04:25.600 --> 00:04:26.600]  和二章十節
[00:04:26.600 --> 00:04:28.600]  他也說
[00:04:28.600 --> 00:04:29.600]  賞賜的是耶和華
[00:04:29.600 --> 00:04:30.600]  收取的是耶和華
[00:04:30.600 --> 00:04:33.600]  耶和華的命是應當稱重的
[00:04:33.600 --> 00:04:34.600]  然後
[00:04:34.600 --> 00:04:36.600]  因著這個認訊
[00:04:36.600 --> 00:04:37.600]  我們看到上一次
[00:04:37.600 --> 00:04:38.600]  上一回
[00:04:38.600 --> 00:04:39.600]  兩個星期前
[00:04:39.600 --> 00:04:40.600]  我講到
[00:04:40.600 --> 00:04:42.600]  二章尾三節經文
[00:04:42.600 --> 00:04:43.600]  有三個朋友
[00:04:43.600 --> 00:04:45.600]  來安慰
[00:04:45.600 --> 00:04:47.600]  同坐七天
[00:04:47.600 --> 00:04:48.600]  不言不語
[00:04:48.600 --> 00:04:50.600]  度過了七天
[00:04:50.600 --> 00:04:56.600]  在人生面對很多艱難的時候
[00:04:56.600 --> 00:04:59.600]  我們會有人來安慰
[00:04:59.600 --> 00:05:02.600]  來慰問
[00:05:02.600 --> 00:05:04.600]  不過慰問
[00:05:04.600 --> 00:05:06.600]  即使是七天也好
[00:05:06.600 --> 00:05:08.600]  也是一個短暫的
[00:05:08.600 --> 00:05:10.600]  面對的痛苦
[00:05:10.600 --> 00:05:11.600]  可能是很漫長的
[00:05:11.600 --> 00:05:13.600]  以星期
[00:05:13.600 --> 00:05:14.600]  月份
[00:05:14.600 --> 00:05:16.600]  年來計算
[00:05:16.600 --> 00:05:19.600]  那是對受苦者來說
[00:05:19.600 --> 00:05:24.600]  是很難接受的一回事
[00:05:24.600 --> 00:05:28.600]  要面對長時間的煎熬和折磨
[00:05:28.600 --> 00:05:30.600]  在一月份
[00:05:30.600 --> 00:05:34.600]  在洛杉磯發生大火之後
[00:05:34.600 --> 00:05:35.600]  很多東西都燒了
[00:05:35.600 --> 00:05:37.600]  上次我講到
[00:05:37.600 --> 00:05:39.600]  整個港島區都燒了
[00:05:39.600 --> 00:05:41.600]  面積範圍很廣闊
[00:05:41.600 --> 00:05:44.600]  當中有間教堂
[00:05:44.600 --> 00:05:48.600]  叫做Rich Presbyterian Church
[00:05:48.600 --> 00:05:50.600]  是一間長老會的教會
[00:05:50.600 --> 00:05:51.600]  都燒了
[00:05:51.600 --> 00:05:52.600]  原本是右手邊的
[00:05:52.600 --> 00:05:54.600]  教堂是這樣的
[00:05:54.600 --> 00:05:55.600]  一個小的座堂
[00:05:55.600 --> 00:05:57.600]  但是火燒了
[00:05:57.600 --> 00:05:58.600]  右手邊
[00:05:58.600 --> 00:06:01.600]  左下角的一張圖
[00:06:01.600 --> 00:06:03.600]  主任牧師
[00:06:03.600 --> 00:06:05.600]  George Lee
[00:06:05.600 --> 00:06:06.600]  就是牧者
[00:06:06.600 --> 00:06:08.600]  他在網上分享了一篇文章
[00:06:08.600 --> 00:06:11.600]  他說其實當中燒了一切
[00:06:11.600 --> 00:06:13.600]  沒有教堂
[00:06:13.600 --> 00:06:14.600]  沒有聖經
[00:06:14.600 --> 00:06:15.600]  沒有椅子
[00:06:15.600 --> 00:06:16.600]  沒有琴
[00:06:16.600 --> 00:06:17.600]  什麼都沒有
[00:06:17.600 --> 00:06:19.600]  不過
[00:06:19.600 --> 00:06:21.600]  裡面的回憶
[00:06:21.600 --> 00:06:24.600]  裡面的經歷
[00:06:24.600 --> 00:06:28.600]  都是很難去修復的
[00:06:28.600 --> 00:06:32.600]  George這個牧者
[00:06:32.600 --> 00:06:33.600]  他說其實
[00:06:33.600 --> 00:06:36.600]  大紀元節目要面對的是一個屬靈的考驗
[00:06:36.600 --> 00:06:40.600]  面對這些狀況
[00:06:40.600 --> 00:06:43.600]  如何去思想上帝
[00:06:43.600 --> 00:06:44.600]  思想信仰
[00:06:44.600 --> 00:06:45.600]  思想人生
[00:06:45.600 --> 00:06:47.600]  其實我們都是
[00:06:47.600 --> 00:06:50.600]  剛才我講到我跑了100公里
[00:06:50.600 --> 00:06:51.600]  剛剛完成了100公里
[00:06:51.600 --> 00:06:53.600]  不過一年之前
[00:06:53.600 --> 00:06:55.600]  我都分享過
[00:06:55.600 --> 00:06:58.600]  你記不記得一年之前發生了一些事情在我身上
[00:06:58.600 --> 00:07:01.600]  就是拉傷後腿筋
[00:07:01.600 --> 00:07:02.600]  拉傷了之後
[00:07:02.600 --> 00:07:03.600]  就不能跑
[00:07:03.600 --> 00:07:04.600]  拿著馬拉松
[00:07:04.600 --> 00:07:06.600]  又不能跑100公里
[00:07:06.600 --> 00:07:09.600]  我是有好幾個星期
[00:07:09.600 --> 00:07:11.600]  你看到我什麼都沒有
[00:07:11.600 --> 00:07:13.600]  真的很失落
[00:07:13.600 --> 00:07:15.600]  心裡面是
[00:07:15.600 --> 00:07:18.600]  想參加都參加不了
[00:07:18.600 --> 00:07:20.600]  這些的哀傷
[00:07:20.600 --> 00:07:22.600]  其實我們都是
[00:07:22.600 --> 00:07:23.600]  過去那幾年
[00:07:23.600 --> 00:07:25.600]  社會的大氣候
[00:07:25.600 --> 00:07:28.600]  無論是一些運動
[00:07:28.600 --> 00:07:29.600]  移民潮
[00:07:29.600 --> 00:07:32.600]  我們都有不少部分
[00:07:32.600 --> 00:07:34.600]  弟兄姊妹離開了我們
[00:07:34.600 --> 00:07:36.600]  這些的失去了
[00:07:36.600 --> 00:07:39.600]  又或者是我們在工作
[00:07:39.600 --> 00:07:41.600]  被人辭退
[00:07:41.600 --> 00:07:42.600]  這些都是失去
[00:07:42.600 --> 00:07:44.600]  甚至過去一段時間
[00:07:44.600 --> 00:07:47.600]  我們都有些至親至愛離開了我們
[00:07:47.600 --> 00:07:49.600]  這些都是失去
[00:07:49.600 --> 00:07:51.600]  這些失去都是
[00:07:51.600 --> 00:07:53.600]  可能是在當時
[00:07:53.600 --> 00:07:56.600]  有弟兄姊妹來祈禱鼓勵
[00:07:56.600 --> 00:07:58.600]  但是個人的經歷
[00:07:58.600 --> 00:08:01.600]  個人的感受是漫長的
[00:08:01.600 --> 00:08:05.600]  哀傷是可以以年月來計算的
[00:08:05.600 --> 00:08:08.600]  經文告訴我們
[00:08:08.600 --> 00:08:13.600]  約伯是一對主忠誠
[00:08:13.600 --> 00:08:15.600]  不過他
[00:08:15.600 --> 00:08:17.600]  敬畏神的心
[00:08:17.600 --> 00:08:19.600]  在七章告訴我們
[00:08:19.600 --> 00:08:21.600]  他像什麼呢
[00:08:21.600 --> 00:08:23.600]  困苦的日月
[00:08:23.600 --> 00:08:25.600]  和夜間的疲乏
[00:08:25.600 --> 00:08:27.600]  漫長的
[00:08:27.600 --> 00:08:28.600]  很漫長的
[00:08:28.600 --> 00:08:30.600]  其實我們要想一條問題
[00:08:30.600 --> 00:08:32.600]  就是為什麼
[00:08:32.600 --> 00:08:33.600]  為什麼
[00:08:33.600 --> 00:08:35.600]  第一第二章說到什麼呢
[00:08:35.600 --> 00:08:38.600]  一章說到有一個很忠誠的
[00:08:38.600 --> 00:08:40.600]  正直的約伯
[00:08:40.600 --> 00:08:43.600]  接著轉眼間
[00:08:43.600 --> 00:08:45.600]  有一個天上的對話
[00:08:45.600 --> 00:08:47.600]  就是撒旦和耶和華的對話
[00:08:47.600 --> 00:08:49.600]  撒旦說
[00:08:49.600 --> 00:08:51.600]  約伯對你忠誠
[00:08:51.600 --> 00:08:53.600]  豈不是沒有原因的嗎
[00:08:53.600 --> 00:08:55.600]  因為你祝福他
[00:08:55.600 --> 00:08:57.600]  是不是很簡單
[00:08:57.600 --> 00:08:59.600]  耶和華說好
[00:08:59.600 --> 00:09:01.600]  除了這條命之外
[00:09:01.600 --> 00:09:02.600]  其他在你手中
[00:09:02.600 --> 00:09:05.600]  所以就沒有兒女財產
[00:09:05.600 --> 00:09:07.600]  但是沒有這些之後
[00:09:07.600 --> 00:09:09.600]  約伯的反應是什麼呢
[00:09:09.600 --> 00:09:11.600]  繼續忠誠
[00:09:11.600 --> 00:09:13.600]  他沒有咒詛耶和華
[00:09:13.600 --> 00:09:15.600]  他繼續忠誠
[00:09:15.600 --> 00:09:17.600]  所以我們要問
[00:09:17.600 --> 00:09:19.600]  既然經過這麼極端的考驗
[00:09:19.600 --> 00:09:23.600]  約伯也是忠誠的
[00:09:23.600 --> 00:09:25.600]  為什麼耶和華不從二章十三節
[00:09:25.600 --> 00:09:27.600]  跳到四十二章第七節
[00:09:27.600 --> 00:09:29.600]  馬上
[00:09:29.600 --> 00:09:31.600]  祝福耶和華
[00:09:31.600 --> 00:09:33.600]  因為四十二章
[00:09:33.600 --> 00:09:35.600]  遲些Kendall會說那章經文
[00:09:35.600 --> 00:09:37.600]  就是給回那些
[00:09:37.600 --> 00:09:39.600]  十個兒女財產
[00:09:39.600 --> 00:09:41.600]  全部都是相配給回他們
[00:09:41.600 --> 00:09:43.600]  為什麼不從
[00:09:43.600 --> 00:09:45.600]  二章十三節
[00:09:45.600 --> 00:09:47.600]  直接跳到四十二章第七節
[00:09:47.600 --> 00:09:49.600]  而在中間有這麼多章
[00:09:49.600 --> 00:09:51.600]  從第三章開始
[00:09:51.600 --> 00:09:53.600]  到第四十一章的經文
[00:09:53.600 --> 00:09:55.600]  我們要問
[00:09:55.600 --> 00:09:57.600]  為什麼發生
[00:09:57.600 --> 00:09:59.600]  既然忠誠的一個人
[00:09:59.600 --> 00:10:01.600]  耶和華
[00:10:01.600 --> 00:10:03.600]  透過撒旦考驗
[00:10:03.600 --> 00:10:05.600]  我對你忠誠
[00:10:05.600 --> 00:10:07.600]  為什麼不去解決我
[00:10:07.600 --> 00:10:09.600]  這些問題
[00:10:09.600 --> 00:10:11.600]  再次讓我心靈得著慰藉
[00:10:11.600 --> 00:10:13.600]  要經過這麼漫長的煎熬
[00:10:13.600 --> 00:10:19.600]  正正這條問題
[00:10:19.600 --> 00:10:21.600]  讓我們知道
[00:10:21.600 --> 00:10:23.600]  在這些長時間的苦難當中
[00:10:23.600 --> 00:10:25.600]  正正是上帝讓我們去學習
[00:10:25.600 --> 00:10:27.600]  和去理解
[00:10:27.600 --> 00:10:29.600]  何謂苦難
[00:10:29.600 --> 00:10:31.600]  要明白
[00:10:31.600 --> 00:10:33.600]  究竟苦難是什麼一回事
[00:10:33.600 --> 00:10:37.600]  從第四章開始
[00:10:37.600 --> 00:10:39.600]  到最後的四十一章
[00:10:39.600 --> 00:10:41.600]  有三輪的對話
[00:10:41.600 --> 00:10:43.600]  這些很多著色書都會這樣說
[00:10:43.600 --> 00:10:45.600]  包括什麼呢
[00:10:45.600 --> 00:10:47.600]  第一輪對話
[00:10:47.600 --> 00:10:49.600]  你會看到有個寶石
[00:10:49.600 --> 00:10:51.600]  寶石是一個寶石
[00:10:51.600 --> 00:10:53.600]  第一輪對話
[00:10:53.600 --> 00:10:55.600]  你會看到有個結構
[00:10:55.600 --> 00:10:57.600]  以利法說話
[00:10:57.600 --> 00:10:59.600]  約伯回答
[00:10:59.600 --> 00:11:01.600]  比格達說話
[00:11:01.600 --> 00:11:03.600]  約伯回答
[00:11:03.600 --> 00:11:05.600]  所法說話
[00:11:05.600 --> 00:11:07.600]  約伯回答
[00:11:07.600 --> 00:11:09.600]  這是第四章到第十四章
[00:11:09.600 --> 00:11:11.600]  第二輪
[00:11:11.600 --> 00:11:13.600]  同樣的結構
[00:11:13.600 --> 00:11:15.600]  到第三輪
[00:11:15.600 --> 00:11:17.600]  二十二章開始
[00:11:17.600 --> 00:11:19.600]  以利法說話
[00:11:19.600 --> 00:11:21.600]  約伯回答
[00:11:21.600 --> 00:11:23.600]  到最後
[00:11:23.600 --> 00:11:25.600]  開始有個不同的地方
[00:11:25.600 --> 00:11:27.600]  就是所法不說話
[00:11:27.600 --> 00:11:29.600]  所法不說話
[00:11:29.600 --> 00:11:31.600]  代表著三個朋友已經說了
[00:11:31.600 --> 00:11:33.600]  他們要說的話的全部論點
[00:11:33.600 --> 00:11:35.600]  但都說服不了約伯
[00:11:35.600 --> 00:11:37.600]  然後
[00:11:37.600 --> 00:11:39.600]  誰說話呢
[00:11:39.600 --> 00:11:41.600]  就是年輕的以利胡說話
[00:11:41.600 --> 00:11:43.600]  最年輕的以利胡
[00:11:43.600 --> 00:11:45.600]  他就說了幾篇的東西
[00:11:45.600 --> 00:11:47.600]  然後到耶和華說話
[00:11:47.600 --> 00:11:49.600]  我下一次會說到
[00:11:49.600 --> 00:11:51.600]  耶和華三十八章
[00:11:51.600 --> 00:11:53.600]  耶和華說了些什麼
[00:11:53.600 --> 00:11:55.600]  好了
[00:11:55.600 --> 00:11:57.600]  由第四章到
[00:11:57.600 --> 00:11:59.600]  第四十一章
[00:11:59.600 --> 00:12:01.600]  或者由第四章到
[00:12:01.600 --> 00:12:03.600]  三十一章
[00:12:03.600 --> 00:12:05.600]  這三個朋友和約伯的對話
[00:12:05.600 --> 00:12:07.600]  為什麼會有這個對話的產生呢
[00:12:07.600 --> 00:12:09.600]  正正因為有第三章
[00:12:09.600 --> 00:12:11.600]  就是今天的經文
[00:12:11.600 --> 00:12:13.600]  就是說
[00:12:13.600 --> 00:12:15.600]  三個朋友和約伯
[00:12:15.600 --> 00:12:17.600]  說了七天
[00:12:17.600 --> 00:12:19.600]  然後約伯說話
[00:12:19.600 --> 00:12:21.600]  說完之後展開了三輪的對話
[00:12:21.600 --> 00:12:23.600]  就是三個朋友
[00:12:23.600 --> 00:12:25.600]  不斷地和約伯有個爭辯
[00:12:25.600 --> 00:12:27.600]  今天的經文說什麼呢
[00:12:27.600 --> 00:12:29.600]  今天的經文
[00:12:29.600 --> 00:12:31.600]  就開始說
[00:12:31.600 --> 00:12:33.600]  約伯開口就坐
[00:12:33.600 --> 00:12:35.600]  就坐自己的生日
[00:12:35.600 --> 00:12:37.600]  這個字
[00:12:37.600 --> 00:12:39.600]  意思就是
[00:12:39.600 --> 00:12:41.600]  低微
[00:12:41.600 --> 00:12:43.600]  不顯眼不重要
[00:12:43.600 --> 00:12:45.600]  覺得很輕
[00:12:45.600 --> 00:12:47.600]  約伯看自己的生命
[00:12:47.600 --> 00:12:49.600]  是不好的
[00:12:49.600 --> 00:12:51.600]  他看自己不好
[00:12:51.600 --> 00:12:53.600]  經文當中
[00:12:53.600 --> 00:12:55.600]  他用了
[00:12:55.600 --> 00:12:57.600]  很多詞彙形容他的人生
[00:12:57.600 --> 00:12:59.600]  黑暗
[00:12:59.600 --> 00:13:01.600]  死暗
[00:13:01.600 --> 00:13:03.600]  默暈
[00:13:03.600 --> 00:13:05.600]  幽暗
[00:13:05.600 --> 00:13:07.600]  盼望自己什麼呢
[00:13:07.600 --> 00:13:09.600]  願那夜沒有生育
[00:13:09.600 --> 00:13:11.600]  切忘死卻而不得
[00:13:11.600 --> 00:13:13.600]  他嘆息哀慌恐懼
[00:13:13.600 --> 00:13:15.600]  沒有歡樂的聲音
[00:13:15.600 --> 00:13:17.600]  不得安入不得平靜
[00:13:17.600 --> 00:13:19.600]  也不得安息
[00:13:19.600 --> 00:13:21.600]  這個呢
[00:13:21.600 --> 00:13:23.600]  第三章是說什麼呢
[00:13:23.600 --> 00:13:25.600]  約伯在表達內心的情感
[00:13:25.600 --> 00:13:27.600]  是什麼情感呢
[00:13:27.600 --> 00:13:29.600]  絕望
[00:13:29.600 --> 00:13:33.600]  絕望
[00:13:33.600 --> 00:13:35.600]  人去到一個階段
[00:13:35.600 --> 00:13:37.600]  會對耶穌
[00:13:37.600 --> 00:13:39.600]  這個世界看自己很灰
[00:13:39.600 --> 00:13:41.600]  沒有意義
[00:13:41.600 --> 00:13:43.600]  沒有意義
[00:13:43.600 --> 00:13:47.600]  有一篇文章
[00:13:47.600 --> 00:13:53.600]  就是這篇文章
[00:13:53.600 --> 00:13:55.600]  Jobs
[00:13:55.600 --> 00:13:57.600]  exalted on creation
[00:13:57.600 --> 00:13:59.600]  好像約伯對神的創造
[00:13:59.600 --> 00:14:01.600]  進行一連串的攻擊
[00:14:01.600 --> 00:14:03.600]  這篇文章的作者
[00:14:03.600 --> 00:14:05.600]  Leo Perdue
[00:14:05.600 --> 00:14:07.600]  他寫了一篇文章
[00:14:07.600 --> 00:14:09.600]  約伯在第三章
[00:14:09.600 --> 00:14:11.600]  顛覆了當時
[00:14:11.600 --> 00:14:13.600]  古代近東文化
[00:14:13.600 --> 00:14:15.600]  四個很重要
[00:14:15.600 --> 00:14:17.600]  對人生充滿盼望意義的論點
[00:14:17.600 --> 00:14:19.600]  當時
[00:14:19.600 --> 00:14:21.600]  近東文化的人
[00:14:21.600 --> 00:14:23.600]  有四個
[00:14:23.600 --> 00:14:25.600]  對人生充滿期盼
[00:14:25.600 --> 00:14:27.600]  包括什麼呢
[00:14:27.600 --> 00:14:29.600]  第一
[00:14:29.600 --> 00:14:31.600]  他們不想惹動
[00:14:31.600 --> 00:14:33.600]  所謂的鱷魚
[00:14:33.600 --> 00:14:35.600]  大海怪
[00:14:35.600 --> 00:14:37.600]  第三章八字
[00:14:37.600 --> 00:14:39.600]  大海怪不出現的時候
[00:14:39.600 --> 00:14:41.600]  他們的生命是平靜安穩的
[00:14:41.600 --> 00:14:43.600]  但約伯說
[00:14:43.600 --> 00:14:45.600]  盼望大海怪出現
[00:14:45.600 --> 00:14:47.600]  吞噬他們的生命
[00:14:47.600 --> 00:14:49.600]  第二
[00:14:49.600 --> 00:14:51.600]  出生
[00:14:51.600 --> 00:14:53.600]  他盼望
[00:14:53.600 --> 00:14:55.600]  其實當時有些人
[00:14:55.600 --> 00:14:57.600]  期待生命的誕生是歡樂的
[00:14:57.600 --> 00:14:59.600]  很期待
[00:14:59.600 --> 00:15:01.600]  很多父母
[00:15:01.600 --> 00:15:03.600]  看到孩子出生帶給很多歡樂
[00:15:03.600 --> 00:15:05.600]  但約伯
[00:15:05.600 --> 00:15:07.600]  盼望自己流產
[00:15:07.600 --> 00:15:09.600]  流產
[00:15:09.600 --> 00:15:11.600]  接著
[00:15:11.600 --> 00:15:13.600]  當時的近東文化的人
[00:15:13.600 --> 00:15:15.600]  會對一些很尊崇的人
[00:15:15.600 --> 00:15:17.600]  樹立一個碑
[00:15:17.600 --> 00:15:19.600]  monument
[00:15:19.600 --> 00:15:21.600]  紀念這個人
[00:15:21.600 --> 00:15:23.600]  有什麼成就
[00:15:23.600 --> 00:15:25.600]  有什麼
[00:15:25.600 --> 00:15:27.600]  顯著的
[00:15:27.600 --> 00:15:29.600]  貢獻等等
[00:15:29.600 --> 00:15:31.600]  但約伯卻
[00:15:31.600 --> 00:15:33.600]  一同安息
[00:15:33.600 --> 00:15:35.600]  學想有一個墳墓
[00:15:35.600 --> 00:15:37.600]  用墳墓來代替
[00:15:37.600 --> 00:15:39.600]  紀念碑
[00:15:39.600 --> 00:15:41.600]  最後
[00:15:41.600 --> 00:15:43.600]  本來人生
[00:15:43.600 --> 00:15:45.600]  如果期盼
[00:15:45.600 --> 00:15:47.600]  都是免於災禍
[00:15:47.600 --> 00:15:49.600]  沒有困難的人生
[00:15:49.600 --> 00:15:51.600]  但約伯
[00:15:51.600 --> 00:15:53.600]  在哪裡
[00:15:53.600 --> 00:15:55.600]  在陰間
[00:15:55.600 --> 00:15:57.600]  我希望渴求去到那裡
[00:15:57.600 --> 00:15:59.600]  也就是說
[00:15:59.600 --> 00:16:01.600]  去看自己的生命
[00:16:01.600 --> 00:16:03.600]  是和一般人
[00:16:03.600 --> 00:16:05.600]  很不同的
[00:16:05.600 --> 00:16:07.600]  在困難當中
[00:16:07.600 --> 00:16:09.600]  每個人都很嚮往
[00:16:09.600 --> 00:16:11.600]  有些很歡樂的
[00:16:11.600 --> 00:16:13.600]  很期盼的
[00:16:13.600 --> 00:16:15.600]  充滿著期待的
[00:16:15.600 --> 00:16:17.600]  完全相反
[00:16:17.600 --> 00:16:19.600]  所以在經文當中
[00:16:19.600 --> 00:16:21.600]  在第三章的二十節
[00:16:21.600 --> 00:16:23.600]  為何有生命
[00:16:23.600 --> 00:16:25.600]  刺激他
[00:16:25.600 --> 00:16:27.600]  為什麼存在
[00:16:27.600 --> 00:16:29.600]  我為什麼來到這個世界
[00:16:29.600 --> 00:16:31.600]  人生既然
[00:16:31.600 --> 00:16:33.600]  面對這麼多困難
[00:16:33.600 --> 00:16:35.600]  我為什麼在這裡
[00:16:35.600 --> 00:16:37.600]  你有沒有問過這條問題
[00:16:37.600 --> 00:16:39.600]  在最困難的時候
[00:16:39.600 --> 00:16:41.600]  為什麼我在這裡
[00:16:41.600 --> 00:16:43.600]  為什麼不死了
[00:16:43.600 --> 00:16:45.600]  是吧
[00:16:45.600 --> 00:16:47.600]  這個世界
[00:16:47.600 --> 00:16:49.600]  其實香港是一個很小的地方
[00:16:49.600 --> 00:16:51.600]  但是
[00:16:51.600 --> 00:16:53.600]  其實我們很幸福
[00:16:53.600 --> 00:16:55.600]  這個世界充滿著戰爭
[00:16:55.600 --> 00:16:57.600]  饑荒
