
[00:00:00.000 --> 00:00:04.380]  今天特別和大家思想的就是智慧的人生
[00:02:48.180 --> 00:02:52.680]  因為聖經裏面一直強調智慧是來自神的
[00:02:52.680 --> 00:02:55.680]  特別是神自己的說話
[00:02:55.680 --> 00:02:59.180]  而你去知道有這樣的寶貴的東西
[00:02:59.180 --> 00:03:03.680]  你就付一切代價去不斷去搜尋
[00:03:03.680 --> 00:03:08.180]  也意味著未必即時你會明白、即時得到
[00:03:08.180 --> 00:03:14.680]  但你去尋找它、去搜求隱藏的珍寶
[00:03:14.680 --> 00:03:19.680]  帶著一個積極的心、一種很熱切的心去尋找
[00:03:19.680 --> 00:03:25.680]  你就因此明白敬畏耶和華
[00:03:25.680 --> 00:03:28.680]  得以認識神
[00:03:28.680 --> 00:03:34.180]  因此在針研裏面很清楚講述到智慧最高的價值
[00:03:34.180 --> 00:03:37.180]  同時一路鼓勵我們盡一切代價
[00:03:37.180 --> 00:03:44.180]  去尋找、去得著、去認識、去行在神的智慧裏面
[00:03:44.180 --> 00:03:49.180]  另一節經文在針研的第三章
[00:03:49.180 --> 00:03:52.680]  其中就講到「無錯你得到智慧
[00:03:52.680 --> 00:03:56.180]  但你記得要緊抓住它」
[00:03:56.180 --> 00:03:59.180]  對緊握智慧的人來說
[00:03:59.180 --> 00:04:02.180]  智慧是生命樹
[00:04:02.180 --> 00:04:05.180]  他體會到智慧對他的寶貴
[00:04:05.180 --> 00:04:09.180]  是生命的源頭、是生命樹
[00:04:09.180 --> 00:04:14.180]  凡是緊抓住智慧的就是有福
[00:04:14.180 --> 00:04:17.180]  這裏所講的智慧不單止是你領受了
[00:04:17.180 --> 00:04:20.180]  而是需要去緊持著它
[00:04:20.180 --> 00:04:24.180]  同樣在下面第八章有類似的提醒
[00:04:24.180 --> 00:04:27.180]  第八章三十二節
[00:04:27.180 --> 00:04:32.180]  孩子們現在你們要聽從我持守
[00:04:32.180 --> 00:04:35.180]  這裏是講緊握的意思
[00:04:35.180 --> 00:04:38.180]  我的道路是有福的
[00:04:38.180 --> 00:04:40.180]  你們要聽從教訓
[00:04:40.180 --> 00:04:46.180]  要作智慧人不可離棄教訓
[00:04:46.180 --> 00:04:48.180]  有一個危險
[00:04:48.180 --> 00:04:52.180]  在我們所身處的世界裏面有很多不同的影響
[00:04:52.180 --> 00:04:55.180]  會叫我們離棄智慧
[00:04:55.180 --> 00:04:58.180]  放下神的旨意
[00:04:58.180 --> 00:05:01.180]  我們這段時間一直讀傳道書
[00:05:01.180 --> 00:05:06.180]  大家都會體會到聖經描寫在一個虛空的世界之下
[00:05:06.180 --> 00:05:11.180]  有很多很難憑著一般的一種
[00:05:11.180 --> 00:05:15.180]  或者人的觀念去明白到
[00:05:15.180 --> 00:05:18.180]  聖經提到智慧的時候就提到
[00:05:18.180 --> 00:05:20.180]  智慧人或者愚拙的人
[00:05:20.180 --> 00:05:23.180]  或者惡人都要面對同樣的結果
[00:05:23.180 --> 00:05:25.180]  都要死亡
[00:05:25.180 --> 00:05:29.180]  智慧在地上都要面對很多限制
[00:05:29.180 --> 00:05:34.180]  而且在一種禍福的報應的顛倒的情況之下
[00:05:34.180 --> 00:05:40.180]  一個智慧人不一定會可以有福氣
[00:05:40.180 --> 00:05:45.180]  不一定會得到別人的那種欣賞
[00:05:45.180 --> 00:05:47.180]  就一種這樣的
[00:05:47.180 --> 00:05:50.180]  我們讀傳道書的時候體會到
[00:05:50.180 --> 00:05:54.180]  那種在一種虛空的規律之下
[00:05:54.180 --> 00:05:56.180]  傳道書就說出
[00:05:56.180 --> 00:06:00.180]  同時有一種很終極的規律
[00:06:00.180 --> 00:06:03.180]  同時在這個世界裏面出現
[00:06:03.180 --> 00:06:06.180]  我們上次有提及到
[00:06:06.180 --> 00:06:07.180]  聖經就清楚說
[00:06:07.180 --> 00:06:12.180]  「敬畏神的人必享福樂」
[00:06:12.180 --> 00:06:15.180]  你說不是,我們經歷不到
[00:06:15.180 --> 00:06:17.180]  好像不一定是這樣
[00:06:17.180 --> 00:06:20.180]  但是神就清楚地說明
[00:06:20.180 --> 00:06:22.180]  一個終極的規律
[00:06:22.180 --> 00:06:26.180]  「敬畏神的人必享福樂」
[00:06:26.180 --> 00:06:28.180]  是真實的事情
[00:06:28.180 --> 00:06:30.180]  因此當傳道書提到智慧的時候
[00:06:30.180 --> 00:06:33.180]  沒錯,這個世界上有很多不同的勢力
[00:06:33.180 --> 00:06:36.180]  但是你記得我們前一兩次提到
[00:06:36.180 --> 00:06:38.180]  第七章、第八章的時候
[00:06:38.180 --> 00:06:44.180]  聖經就提到智慧比十個官長更有能力
[00:06:44.180 --> 00:06:49.180]  那些有權有勢的人不能勝過智慧
[00:06:49.180 --> 00:06:51.180]  第七章又再提到
[00:06:51.180 --> 00:06:57.180]  智慧勝過邪惡、勝過死亡
[00:06:57.180 --> 00:07:02.180]  比邪惡死亡更有力量、更強大
[00:07:02.180 --> 00:07:05.180]  然後聖經就會有一個結論
[00:07:05.180 --> 00:07:08.180]  就是你要小心,不要離棄智慧
[00:07:08.180 --> 00:07:12.180]  沒錯,環境好像不太合理
[00:07:12.180 --> 00:07:15.180]  好像你行義行善
[00:07:15.180 --> 00:07:19.180]  反而得到一些不太好的效果
[00:07:19.180 --> 00:07:21.180]  但是聖經就說
[00:07:21.180 --> 00:07:25.180]  你不要離棄智慧
[00:07:25.180 --> 00:07:28.180]  仍然是堅持著行神的旨意
[00:07:28.180 --> 00:07:32.180]  盡一切的力量去持守著智慧
[00:07:32.180 --> 00:07:35.180]  不要離棄教訓
[00:07:35.180 --> 00:07:36.180]  當我們回到新約的時候
[00:07:36.180 --> 00:07:39.180]  當聖經叫我們不要做愚昧人
[00:07:39.180 --> 00:07:41.180]  然後就說什麼
[00:07:41.180 --> 00:07:45.180]  要明白他的旨意如何
[00:07:45.180 --> 00:07:48.180]  環境未必是配合著
[00:07:48.180 --> 00:07:49.180]  但是你仍然留心著
[00:07:49.180 --> 00:07:53.180]  究竟神的智慧、神的旨意是什麼
[00:07:53.180 --> 00:07:55.180]  你就去留心去跟隨
[00:07:55.180 --> 00:08:01.180]  你就能夠避免愚昧進入智慧的人生
[00:08:01.180 --> 00:08:03.180]  這也是我們在讀傳道書的時候
[00:08:03.180 --> 00:08:05.180]  要緊握著一件事情
[00:08:05.180 --> 00:08:07.180]  無論環境如何
[00:08:07.180 --> 00:08:11.180]  我們不會離棄智慧
[00:08:11.180 --> 00:08:13.180]  在這個前提之下
[00:08:13.180 --> 00:08:15.180]  我們一起看看今天的經文
[00:08:15.180 --> 00:08:18.180]  我們到了今天第九章的經文
[00:08:18.180 --> 00:08:21.180]  你會發覺同樣是講出一個很重要的訊息
[00:08:21.180 --> 00:08:22.180]  第一
[00:08:22.180 --> 00:08:25.180]  就是不論別人的評價如何
[00:08:25.180 --> 00:08:28.180]  對你所做的事情有什麼評價
[00:08:28.180 --> 00:08:31.180]  有什麼回應
[00:08:31.180 --> 00:08:35.180]  你記得緊握著智慧行事
[00:08:35.180 --> 00:08:41.180]  在九章第十三節看到一件智慧人行事的例子
[00:08:41.180 --> 00:08:42.180]  大家剛才讀過了
[00:08:42.180 --> 00:08:44.180]  在第十四節就說到
[00:08:44.180 --> 00:08:48.180]  有一座小城人數不多
[00:08:48.180 --> 00:08:51.180]  有一個大君王來進攻
[00:08:51.180 --> 00:08:52.180]  把他包圍
[00:08:52.180 --> 00:08:56.180]  建造巨大的高壘去攻城
[00:08:56.180 --> 00:08:57.180]  然後十五節
[00:08:57.180 --> 00:09:00.180]  城內有一個貧窮但有智慧的人
[00:09:00.180 --> 00:09:03.180]  用他的智慧救了那城
[00:09:03.180 --> 00:09:08.180]  然而卻沒有人紀念那窮人
[00:09:08.180 --> 00:09:10.180]  升帝有一個很特別的對比
[00:09:10.180 --> 00:09:11.180]  有一個君王
[00:09:11.180 --> 00:09:13.180]  即是說一個大君王
[00:09:13.180 --> 00:09:15.180]  偉大的君王
[00:09:15.180 --> 00:09:17.180]  但是去到一個小城
[00:09:17.180 --> 00:09:19.180]  人數很少
[00:09:19.180 --> 00:09:21.180]  裏面有一個小人物
[00:09:21.180 --> 00:09:24.180]  即是說他是一個智慧人
[00:09:24.180 --> 00:09:26.180]  但是他是貧窮的
[00:09:26.180 --> 00:09:28.180]  好像不是很喜愛
[00:09:28.180 --> 00:09:30.180]  人看為很微小
[00:09:30.180 --> 00:09:33.180]  很沒有地位的一個人
[00:09:33.180 --> 00:09:37.180]  但大君王來攻打這個小城
[00:09:37.180 --> 00:09:40.180]  這個小人物因為有智慧
[00:09:40.180 --> 00:09:44.180]  比大君王更有能力
[00:09:44.180 --> 00:09:48.180]  能夠勝過他的攻擊
[00:09:48.180 --> 00:09:51.180]  能夠保護這個小城
[00:09:51.180 --> 00:09:54.180]  但升帝接著就說
[00:09:54.180 --> 00:09:56.180]  沒錯 雖然有這樣的情況
[00:09:56.180 --> 00:09:58.180]  但這個這麼偉大的智慧
[00:09:58.180 --> 00:10:02.180]  也被人忘記了
[00:10:02.180 --> 00:10:04.180]  然後下帝就敬文更說
[00:10:04.180 --> 00:10:06.180]  智慧沒錯強大
[00:10:06.180 --> 00:10:10.180]  但被人藐視
[00:10:10.180 --> 00:10:12.180]  不單不會尊重、尊敬
[00:10:12.180 --> 00:10:17.180]  反而是藐視這些有智慧的人
[00:10:17.180 --> 00:10:19.180]  各位聽眾我們都會很明白
[00:10:19.180 --> 00:10:21.180]  我們自己在所身處的世界裏
[00:10:21.180 --> 00:10:23.180]  你會很體會到
[00:10:23.180 --> 00:10:27.180]  我們很重視外在的那種權勢
[00:10:27.180 --> 00:10:30.180]  因為某種地位或身份
[00:10:30.180 --> 00:10:32.180]  而產生某種勢力
[00:10:32.180 --> 00:10:36.180]  是很多人都會很重視的
[00:10:36.180 --> 00:10:38.180]  因此你會發覺
[00:10:38.180 --> 00:10:41.180]  如果你沒有這些地位、權勢
[00:10:41.180 --> 00:10:45.180]  就算你說得多重要的意見
[00:10:45.180 --> 00:10:48.180]  多有智慧的意見
[00:10:48.180 --> 00:10:50.180]  或者說你所說、所做的
[00:10:50.180 --> 00:10:53.180]  有很良好的效果
[00:10:53.180 --> 00:10:57.180]  但不一定會被重視
[00:10:57.180 --> 00:10:59.180]  我想你看一些自己的經歷
[00:10:59.180 --> 00:11:01.180]  你會很體會這件事
[00:11:01.180 --> 00:11:05.180]  這是一個日光之下的處境
[00:11:05.180 --> 00:11:07.180]  我上一節在聖經裏面說到
[00:11:07.180 --> 00:11:10.180]  主耶穌在《約翰福音》第二章提及
[00:11:10.180 --> 00:11:13.180]  聖經說到當時有很多人
[00:11:13.180 --> 00:11:16.180]  因為看到主耶穌所行的神蹟
[00:11:16.180 --> 00:11:19.180]  所以他們都信主的命
[00:11:19.180 --> 00:11:22.180]  但聖經說到一件很特別的事
[00:11:22.180 --> 00:11:27.180]  但主不把自己交託給人
[00:11:27.180 --> 00:11:32.180]  或者說信託給這些信祂的人
[00:11:32.180 --> 00:11:33.180]  為何他們信主
[00:11:33.180 --> 00:11:38.180]  但耶穌不會把自己信託給他們呢?
[00:11:38.180 --> 00:11:39.180]  然後聖經說
[00:11:39.180 --> 00:11:44.180]  因為主知道人的心
[00:11:44.180 --> 00:11:49.180]  明白人的心那種扭曲的情況
[00:11:49.180 --> 00:11:51.180]  異變的情況
[00:11:51.180 --> 00:11:54.180]  祂不需要人去見證人甚麼
[00:11:54.180 --> 00:11:57.180]  聖經用「人」的字眼來特別強調
[00:11:57.180 --> 00:12:01.180]  因為祂知道人的心如何
[00:12:01.180 --> 00:12:03.180]  事實上大家都知道
[00:12:03.180 --> 00:12:06.180]  在後來很多當初信耶穌的人
[00:12:06.180 --> 00:12:11.180]  他們高聲呼喊要釘主十字架
[00:12:11.180 --> 00:12:14.180]  要釘他上十字架
[00:12:14.180 --> 00:12:16.180]  聖經很清楚講述到一個情況
[00:12:16.180 --> 00:12:18.180]  就是在現實世界裏
[00:12:18.180 --> 00:12:21.180]  不因為你所做的事是有智慧
[00:12:21.180 --> 00:12:25.180]  以致你得到所想得到的稱讚
[00:12:25.180 --> 00:12:28.180]  不過兄弟姐妹你會明白
[00:12:28.180 --> 00:12:35.180]  如果甚麼時候你依賴人的讚賞來行善
[00:12:35.180 --> 00:12:40.180]  或者你為滿足自己那種自我良好的感覺
[00:12:40.180 --> 00:12:42.180]  來行善
[00:12:42.180 --> 00:12:47.180]  你遲早都會改變你的行善
[00:12:47.180 --> 00:12:50.180]  甚至你會轉移去行惡
[00:12:50.180 --> 00:12:53.180]  因為如果你依賴的是環境對你的回應
[00:12:53.180 --> 00:12:55.180]  所以你去做
[00:12:55.180 --> 00:13:00.180]  你會發覺環境不會一定讚賞你
[00:13:00.180 --> 00:13:03.180]  肯定你、支持你
[00:13:03.180 --> 00:13:05.180]  正因為這樣的緣故
[00:13:05.180 --> 00:13:07.180]  聖經裏面一直這麼勉勵
[00:13:07.180 --> 00:13:10.180]  無論你在世上的處境是怎樣
[00:13:10.180 --> 00:13:15.180]  你記得仍然去敬畏神
[00:13:15.180 --> 00:13:18.180]  仍然去持守著智慧
[00:13:18.180 --> 00:13:20.180]  行當行的事情
[00:13:20.180 --> 00:13:22.180]  所以在《根據傳道者》
[00:13:22.180 --> 00:13:26.180]  將他這種信念再清楚地表達出來
[00:13:26.180 --> 00:13:29.180]  大家再留意下第十六節
[00:13:29.180 --> 00:13:31.180]  剛才我們都看過了
[00:13:31.180 --> 00:13:34.180]  它說:於是我說
[00:13:34.180 --> 00:13:36.180]  智慧勝過武力
[00:13:36.180 --> 00:13:39.180]  它仍然將它的信念說出來
[00:13:39.180 --> 00:13:42.180]  沒錯,被人忘記、被人藐視
[00:13:42.180 --> 00:13:46.180]  但它仍然確認智慧勝過武力
[00:13:46.180 --> 00:13:50.180]  這裡武力可以說是強大的軍備
[00:13:50.180 --> 00:13:53.180]  你可以看到很多國家
[00:13:53.180 --> 00:13:55.180]  在電視看到的時候
[00:13:55.180 --> 00:13:58.180]  他們有些軍演、閱兵
[00:13:58.180 --> 00:14:03.180]  很多大型的武器一直循遊出來
[00:14:03.180 --> 00:14:08.180]  導彈、航空的最先進的設備
[00:14:08.180 --> 00:14:09.180]  但請說一件事
[00:14:09.180 --> 00:14:15.180]  智慧比一切的軍備更加強大
[00:14:15.180 --> 00:14:17.180]  但當你這樣看的時候
[00:14:17.180 --> 00:14:19.180]  你發覺之前說的情況
[00:14:19.180 --> 00:14:22.180]  相對於現在所提的好像是一個矛盾
[00:14:22.180 --> 00:14:26.180]  但是這位傳道者仍然強調
[00:14:26.180 --> 00:14:31.180]  他說智慧勝過一切的武力
[00:14:31.180 --> 00:14:36.180]  因此他仍然可以堅持行智慧
[00:14:36.180 --> 00:14:40.180]  堅持去敬畏神
[00:14:40.180 --> 00:14:42.180]  我經常想起
[00:14:42.180 --> 00:14:44.180]  有些影片我經常提及
[00:14:44.180 --> 00:14:48.180]  《聖經》裏面有四個字
[00:14:48.180 --> 00:14:51.180]  這四個字你會記得的
[00:14:51.180 --> 00:14:54.180]  就是「積惑不言」
[00:14:54.180 --> 00:14:56.180]  記不記得這個處境?
[00:14:56.180 --> 00:14:57.180]  在《聖經》裏面提到
[00:14:57.180 --> 00:15:00.180]  但願你的三個朋友
[00:15:00.180 --> 00:15:01.180]  尼泊爾、格雷撒旺
[00:15:01.180 --> 00:15:06.180]  要求他們要去敬拜他所納的大金獎
[00:15:06.180 --> 00:15:10.180]  但這三個人堅持拒絕
[00:15:10.180 --> 00:15:12.180]  其實後果很明顯
[00:15:12.180 --> 00:15:18.180]  很大可能會被拋入火窯燒死
[00:15:18.180 --> 00:15:22.180]  但我們相信這位上帝會保守我們
[00:15:22.180 --> 00:15:24.180]  但他說這四個字
[00:15:24.180 --> 00:15:28.180]  我們常常覺得不合理
[00:15:28.180 --> 00:15:30.180]  一位偉大的上帝
[00:15:30.180 --> 00:15:32.180]  怎會不救贖他自己
[00:15:32.180 --> 00:15:36.180]  信靠他的子民?
[00:15:36.180 --> 00:15:40.180]  怎會不因為他們專心敬畏獨一的真神
[00:15:40.180 --> 00:15:43.180]  而去保護他們?
[00:15:43.180 --> 00:15:45.180]  但對這三位朋友來說
[00:15:45.180 --> 00:15:47.180]  他們很清楚一個信念
[00:15:47.180 --> 00:15:49.180]  「積惑不言」
[00:15:49.180 --> 00:15:54.180]  就算環境不是我所期望的
[00:15:54.180 --> 00:15:58.180]  我仍然不會敬拜你所納的金獎
[00:15:58.180 --> 00:16:02.180]  不會敬拜你的神
[00:16:02.180 --> 00:16:04.180]  你發覺那種智慧
[00:16:04.180 --> 00:16:07.180]  判斷事情當如何做
[00:16:07.180 --> 00:16:08.180]  那種敬畏
[00:16:08.180 --> 00:16:12.180]  其實背後是一種堅定的信心
[00:16:12.180 --> 00:16:16.180]  知道這位上帝所說的話是真實的
[00:16:16.180 --> 00:16:18.180]  就算他所遇到的遭遇
[00:16:18.180 --> 00:16:20.180]  他所聽到的
[00:16:20.180 --> 00:16:22.180]  好像有一些抵觸
[00:16:22.180 --> 00:16:24.180]  但他仍然相信
[00:16:24.180 --> 00:16:33.180]  至終神會按他所應許的來承傳
[00:16:33.180 --> 00:16:35.180]  我想回到另一件事
[00:16:35.180 --> 00:16:40.180]  大家都會聽過一個宣教士的故事
[00:16:40.180 --> 00:16:41.180]  很深刻
[00:16:41.180 --> 00:16:42.180]  我自己常常都想起
[00:16:42.180 --> 00:16:45.180]  一位叫Henry Morrison
[00:16:45.180 --> 00:16:48.180]  很多年前他去了非洲宣教
[00:16:48.180 --> 00:16:49.180]  早年的時候
[00:16:49.180 --> 00:16:52.180]  他們沒有什麼機會回到自己的國家
[00:16:52.180 --> 00:16:56.180]  四十多年留在非洲的地方
[00:16:56.180 --> 00:16:57.180]  後來他們退休
[00:16:57.180 --> 00:16:58.180]  回到自己的地方
[00:16:58.180 --> 00:17:01.180]  在美國那邊出來
[00:17:01.180 --> 00:17:03.180]  坐一條船回去
[00:17:03.180 --> 00:17:05.180]  差不多去到港口的時候
[00:17:05.180 --> 00:17:10.180]  發覺在港口有很多人在歡呼歡迎
[00:17:10.180 --> 00:17:12.180]  上千的人
[00:17:12.180 --> 00:17:16.180]  他們拿著很多樂器和鑼鼓
[00:17:16.180 --> 00:17:18.180]  大聲地歡呼
[00:17:18.180 --> 00:17:20.180]  歡迎歡迎歸來
[00:17:20.180 --> 00:17:22.180]  有一個大的字牌
[00:17:22.180 --> 00:17:24.180]  他們很開心
[00:17:24.180 --> 00:17:28.180]  還有很多人來歡迎我們回國
[00:17:28.180 --> 00:17:30.180]  但看清楚那個大的字牌
[00:17:30.180 --> 00:17:31.180]  寫著
[00:17:31.180 --> 00:17:34.180]  Welcome home Mr. President
[00:17:34.180 --> 00:17:37.180]  總統先生歡迎你歸國
[00:17:37.180 --> 00:17:40.180]  原來在他們的同船裏面有一個人物
[00:17:40.180 --> 00:17:44.180]  就是當時的老羅斯福總統
[00:17:44.180 --> 00:17:46.180]  他去了非洲打獵
[00:17:46.180 --> 00:17:48.180]  打完獵回來之後
[00:17:48.180 --> 00:17:53.180]  很多人在港口歡迎他歸國
[00:17:53.180 --> 00:17:55.180]  宣教士發現事實之後
[00:17:55.180 --> 00:17:57.180]  就靜靜地
[00:17:57.180 --> 00:18:04.180]  夫婦兩個人就回到自己居住的地方
[00:18:04.180 --> 00:18:05.180]  回到家之後
[00:18:05.180 --> 00:18:08.180]  Henry就跟太太說
[00:18:08.180 --> 00:18:12.180]  我覺得很沮喪
[00:18:12.180 --> 00:18:15.180]  四十多年奉獻自己一生給神
[00:18:15.180 --> 00:18:19.180]  幫助了無數的非洲人
[00:18:19.180 --> 00:18:22.180]  回到自己的家鄉
[00:18:22.180 --> 00:18:26.180]  沒有人記得他
[00:18:26.180 --> 00:18:33.180]  沒有人,一個人都沒有來迎接他們
[00:18:33.180 --> 00:18:35.180]  太太不知道怎樣回應他
[00:18:35.180 --> 00:18:38.180]  然後跟著他走了
[00:18:38.180 --> 00:18:40.180]  過了一段時間
[00:18:40.180 --> 00:18:44.180]  突然他帶著很開心的面容
[00:18:44.180 --> 00:18:47.180]  再次回到房間跟太太說
[00:18:47.180 --> 00:18:50.180]  太太說:為什麼突然這麼開心?
[00:18:50.180 --> 00:18:55.180]  他說:剛才我聽到主跟我說
[00:18:55.180 --> 00:18:59.180]  他說:Henry,你不要忘記
[00:18:59.180 --> 00:19:04.180]  你還沒有回到家
[00:19:04.180 --> 00:19:06.180]  你還沒有回到家
[00:19:06.180 --> 00:19:08.180]  有一天你回到天家的時候
[00:19:08.180 --> 00:19:12.180]  你會經歷到盛大的歡迎
[00:19:12.180 --> 00:19:15.180]  天使、天君和你的主
[00:19:15.180 --> 00:19:18.180]  要來迎接你
[00:19:18.180 --> 00:19:19.180]  他們要來迎接你
[00:19:19.180 --> 00:19:21.180]  何時我們看眼前的世界
[00:19:21.180 --> 00:19:25.180]  對你的回應
[00:19:25.180 --> 00:19:30.180]  你很多時候寧願放棄行善
[00:19:30.180 --> 00:19:32.180]  因為很多人會取笑你
[00:19:32.180 --> 00:19:35.180]  說你不識時務
[00:19:35.180 --> 00:19:36.180]  很多人都說
[00:19:36.180 --> 00:19:38.180]  你懂得耍手段
[00:19:38.180 --> 00:19:39.180]  在這個情況得到利益
[00:19:39.180 --> 00:19:41.180]  你就會識時務
[00:19:41.180 --> 00:19:43.180]  但如果你將你的眼光
[00:19:43.180 --> 00:19:45.180]  看到這位永恆的上帝
[00:19:45.180 --> 00:19:47.180]  給你永遠的應許
[00:19:47.180 --> 00:19:53.180]  看到終極真實的結果的時候
[00:19:53.180 --> 00:19:58.180]  你可以繼續去持守良善
[00:19:58.180 --> 00:20:02.180]  繼續去遵行神的旨意
[00:20:02.180 --> 00:20:06.180]  繼續成為智慧的人
[00:20:06.180 --> 00:20:09.180]  在你的腦海上
[00:20:09.180 --> 00:20:10.180]  你記得
[00:20:10.180 --> 00:20:13.180]  無論別人的評價如何
[00:20:13.180 --> 00:20:17.180]  你要緊握著智慧行事
[00:20:17.180 --> 00:20:19.180]  在接著的經文中
[00:20:19.180 --> 00:20:20.180]  你會看到
[00:20:20.180 --> 00:20:21.180]  沒錯,在這個情況下
[00:20:21.180 --> 00:20:23.180]  智慧被藐視
[00:20:23.180 --> 00:20:26.180]  但你仍然按照智慧行事
[00:20:26.180 --> 00:20:30.180]  所以在第17節提出一個教訓
[00:20:30.180 --> 00:20:32.180]  下面的第17節
[00:20:32.180 --> 00:20:36.180]  聽智慧人安安靜靜說出來的話
[00:20:36.180 --> 00:20:42.180]  勝過聽管你愚昧的人的喊叫
[00:20:42.180 --> 00:20:44.180]  聖經提到一方面
[00:20:44.180 --> 00:20:47.180]  說到智慧人很溫涼的說話
[00:20:47.180 --> 00:20:50.180]  但同時也有一些掌權者
[00:20:50.180 --> 00:20:52.180]  或統治者
[00:20:52.180 --> 00:20:55.180]  他們很有強勢的喊叫
[00:20:55.180 --> 00:20:57.180]  他們的說話
[00:20:57.180 --> 00:20:59.180]  這個世界一般人都認為
[00:20:59.180 --> 00:21:01.180]  那些有權位的
[00:21:01.180 --> 00:21:03.180]  他們的說話更有份量
[00:21:03.180 --> 00:21:04.180]  更有影響力
[00:21:04.180 --> 00:21:06.180]  因此自然就會覺得
[00:21:06.180 --> 00:21:09.180]  他們應該聽他們的說話
[00:21:09.180 --> 00:21:12.180]  但聖經提到智慧人
[00:21:12.180 --> 00:21:14.180]  雖然不一定有地位
[00:21:14.180 --> 00:21:17.180]  未必很強勢地講論某些事情
[00:21:17.180 --> 00:21:21.180]  他只是很誠實、很良善地講述
[00:21:21.180 --> 00:21:22.180]  但你要小心
[00:21:22.180 --> 00:21:24.180]  不要因此藐視他
[00:21:24.180 --> 00:21:27.180]  而輕忽了他所說的話
[00:21:27.180 --> 00:21:28.180]  因此你要小心去聽
[00:21:28.180 --> 00:21:30.180]  小心去分辨
[00:21:30.180 --> 00:21:32.180]  其實聖經提到
[00:21:32.180 --> 00:21:35.180]  安安靜靜說出來的話
[00:21:35.180 --> 00:21:38.180]  也可以說是聽的人
[00:21:38.180 --> 00:21:41.180]  安靜地聽智慧人說話
[00:21:41.180 --> 00:21:42.180]  你安靜
[00:21:42.180 --> 00:21:46.180]  你的心靈不讓你所看到表面的形勢
[00:21:46.180 --> 00:21:48.180]  來阻礙了你
[00:21:48.180 --> 00:21:51.180]  而你小心地聆聽
[00:21:51.180 --> 00:21:56.180]  方便神給你的智慧說話
[00:21:56.180 --> 00:21:58.180]  最近大家也留意到
