
[00:00:00.000 --> 00:00:03.600]  各位主內的弟兄姊妹,你們好
[00:02:53.600 --> 00:02:55.600]  坐在寶座上的神
[00:02:55.600 --> 00:02:57.600]  祂有權柄
[00:02:57.600 --> 00:03:03.600]  當祂用祂的主權來行做一切的事的時候
[00:03:03.600 --> 00:03:08.600]  祂的座位裏面有愛
[00:03:08.600 --> 00:03:11.600]  祂的權柄是愛的權柄
[00:03:11.600 --> 00:03:15.600]  祂的寶座被愛環繞
[00:03:15.600 --> 00:03:20.600]  當我們把主權交在坐寶座的主手中的時候
[00:03:20.600 --> 00:03:23.600]  在我們的人生的周圍
[00:03:23.600 --> 00:03:25.600]  也有愛環繞
[00:03:25.600 --> 00:03:27.600]  愛同在
[00:03:27.600 --> 00:03:29.600]  愛引導
[00:03:29.600 --> 00:03:32.600]  神的能力的目的
[00:03:32.600 --> 00:03:36.600]  就是完成祂的愛的計劃
[00:03:36.600 --> 00:03:38.600]  祂能夠用能力
[00:03:38.600 --> 00:03:43.600]  寶座的能力來成全祂的愛
[00:03:43.600 --> 00:03:45.600]  所以神的能力、神的愛
[00:03:45.600 --> 00:03:50.600]  這兩樣永遠是配合在一起的
[00:03:50.600 --> 00:03:53.600]  神不是暴君
[00:03:53.600 --> 00:03:56.600]  不是隻有能力沒有愛
[00:03:56.600 --> 00:03:59.600]  也不是愛莫能助
[00:03:59.600 --> 00:04:03.600]  那就是隻有愛而沒有能力
[00:04:03.600 --> 00:04:05.600]  我們感謝神
[00:04:05.600 --> 00:04:08.600]  祂有愛、祂有能力
[00:04:08.600 --> 00:04:12.600]  祂用能力完成祂的愛
[00:04:12.600 --> 00:04:14.600]  祂的能力的運行
[00:04:14.600 --> 00:04:19.600]  永遠不離開祂的愛的本意
[00:04:19.600 --> 00:04:23.600]  我們在七十路第一章十三節
[00:04:23.600 --> 00:04:28.600]  注意到約翰看見了主的異象
[00:04:28.600 --> 00:04:33.600]  主的異象有兩樣的特點
[00:04:33.600 --> 00:04:37.600]  一方面,他穿着長衣
[00:04:37.600 --> 00:04:42.600]  這個長衣就是大祭司穿的衣服的
[00:04:42.600 --> 00:04:49.600]  那麼這種服裝代表主是慈悲忠信的大祭司
[00:04:49.600 --> 00:04:55.600]  然後約翰又看見主的另外的一個形象
[00:04:55.600 --> 00:05:01.600]  就是看見他胸前有金帶環繞
[00:05:01.600 --> 00:05:04.600]  這就是王帶
[00:05:04.600 --> 00:05:12.600]  每一個君王都有這個金帶在他的胸前環繞
[00:05:12.600 --> 00:05:16.600]  這個金帶代表他的王權
[00:05:16.600 --> 00:05:20.600]  所以我們看見主耶穌基督
[00:05:20.600 --> 00:05:25.600]  祂是慈悲忠信的大祭司
[00:05:25.600 --> 00:05:29.600]  祂又是君王
[00:05:29.600 --> 00:05:35.600]  祂的慈悲忠信被祂的王權環繞
[00:05:35.600 --> 00:05:42.600]  祂的王權也與祂的慈悲忠信配搭
[00:05:42.600 --> 00:05:47.600]  當我們把神寶座的意義看清楚以後
[00:05:47.600 --> 00:05:50.600]  我們就放心了,我們就喜樂了
[00:05:50.600 --> 00:05:59.600]  我們就可以毫無擔憂地把一生的絕對的主權交出來給主
[00:05:59.600 --> 00:06:03.600]  我們就會像平常的人所說的一句話
[00:06:03.600 --> 00:06:10.600]  死心塌地地來跟從基督、侍奉基督
[00:06:10.600 --> 00:06:14.600]  來追求祂的旨意的完成
[00:06:14.600 --> 00:06:21.600]  我們可以坦然無懼地將我們的一生的一切的一切
[00:06:21.600 --> 00:06:26.600]  交在祂手中讓祂絕對地管理和使用
[00:06:26.600 --> 00:06:30.600]  成全祂的最高的美意
[00:06:30.600 --> 00:06:34.600]  一個侍奉者必須有的第二個方向感
[00:06:34.600 --> 00:06:38.600]  就是向後看
[00:06:38.600 --> 00:06:43.600]  看神在過去一次過的啓示
[00:06:43.600 --> 00:06:49.600]  那就是兩千年前完成的聖經
[00:06:49.600 --> 00:06:53.600]  聖經是我們信仰的基礎
[00:06:53.600 --> 00:06:56.600]  我們有了這個信仰的基礎
[00:06:56.600 --> 00:07:02.600]  就能夠在今天五花八門的學問當中
[00:07:02.600 --> 00:07:07.600]  有一個堅強的立腳點
[00:07:07.600 --> 00:07:13.600]  今天這個時代充滿了人的理論、充滿了人的看法
[00:07:13.600 --> 00:07:17.600]  充滿了時代的潮流
[00:07:17.600 --> 00:07:22.600]  但是我們在這樣的一個處境中
[00:07:22.600 --> 00:07:31.600]  一定要抓緊神的啓示、神的計劃
[00:07:31.600 --> 00:07:39.600]  我們重視聖經,我們絕對地遵守聖經的真理
[00:07:39.600 --> 00:07:43.600]  我們完全地相信聖經的信息
[00:07:43.600 --> 00:07:47.600]  因爲這是神的永恆的啓示
[00:07:47.600 --> 00:07:54.600]  不但是爲兩千年前石頭時代的教會的標準
[00:07:54.600 --> 00:08:02.600]  也是今天一切基督徒所有教會的信仰標準
[00:08:02.600 --> 00:08:07.600]  我們要持守聖經所講的真道
[00:08:07.600 --> 00:08:11.600]  不妥協、不改變、不要動
[00:08:11.600 --> 00:08:16.600]  這樣我們就有一個永恆的基礎
[00:08:16.600 --> 00:08:25.600]  不至於在這樣一個五花八門的時代中迷失方向、迷失道路
[00:08:25.600 --> 00:08:34.600]  我們在《石頭行傳》第二章第42節到47節
[00:08:34.600 --> 00:08:37.600]  這一段的經文裏面
[00:08:37.600 --> 00:08:46.600]  看見石頭時代教會的十個特點
[00:08:46.600 --> 00:08:50.600]  這是教會應該有的特點
[00:08:50.600 --> 00:08:58.600]  我們今天仍然學習和保持這十個特點
[00:08:58.600 --> 00:09:06.600]  每一個萌生、恩態的、成長的、發展的、得人的教會
[00:09:06.600 --> 00:09:11.600]  都有這十個特點
[00:09:11.600 --> 00:09:19.600]  第一個特點就是在《石頭行傳》第二章第42節
[00:09:19.600 --> 00:09:21.600]  第一句所說的
[00:09:21.600 --> 00:09:29.600]  當時的基督徒都狠心遵守師徒、使徒的教訓
[00:09:29.600 --> 00:09:38.600]  那就是他們的教會是一個有真理信息的教會
[00:09:38.600 --> 00:09:40.600]  第二個特點
[00:09:40.600 --> 00:09:43.600]  他們彼此交結
[00:09:43.600 --> 00:09:46.600]  那就是所謂團契生活
[00:09:46.600 --> 00:09:53.600]  他們在一起互相的勉勵、互相的切磋琢磨
[00:09:53.600 --> 00:10:00.600]  能夠這樣的處境當中不斷的靈性長進
[00:10:00.600 --> 00:10:08.600]  彼此勉勵、彼此幫助、彼此關心、彼此成全
[00:10:08.600 --> 00:10:11.600]  第三呢,是擺餅
[00:10:11.600 --> 00:10:15.600]  那就是向主做的一件事
[00:10:15.600 --> 00:10:18.600]  我們也把它叫做聖餐
[00:10:18.600 --> 00:10:23.600]  我們領受杯、領受餅
[00:10:23.600 --> 00:10:28.600]  紀念主爲我們流出寶血
[00:10:28.600 --> 00:10:35.600]  祂的身體爲我們犧牲、爲我們破碎、爲我們受死
[00:10:35.600 --> 00:10:42.600]  我們永遠紀念主的這樣的永恆的、偉大的愛
[00:10:42.600 --> 00:10:46.600]  所以他們的教會被主的愛充滿
[00:10:46.600 --> 00:10:49.600]  常常受主愛的激勵
[00:10:49.600 --> 00:10:55.600]  成爲他們的贖靈的力量和動力
[00:10:55.600 --> 00:10:57.600]  第五
[00:10:57.600 --> 00:11:00.600]  他們祈禱
[00:11:00.600 --> 00:11:02.600]  他們祈禱
[00:11:02.600 --> 00:11:06.600]  他們常常在一起禱告
[00:11:06.600 --> 00:11:12.600]  就好像下面一章緊緊地跟着這三章一節
[00:11:12.600 --> 00:11:19.600]  伸出禱告的時候逼着約翰上聖殿去
[00:11:19.600 --> 00:11:22.600]  我們從《仕途行傳》裏可以看見
[00:11:22.600 --> 00:11:29.600]  記載了門徒們在上午九點鐘禱告
[00:11:29.600 --> 00:11:32.600]  在正午十二點禱告
[00:11:32.600 --> 00:11:34.600]  在下午三點禱告
[00:11:34.600 --> 00:11:39.600]  我們是否可以如此類推
[00:11:39.600 --> 00:11:42.600]  得到一個結論說
[00:11:42.600 --> 00:11:46.600]  大概他們在擺片的時候
[00:11:46.600 --> 00:11:50.600]  每三個小時就禱告一次
[00:11:50.600 --> 00:11:53.600]  我們不敢完全確定這樣講
[00:11:53.600 --> 00:11:59.600]  但是根據《仕途行傳》記載的這三次
[00:11:59.600 --> 00:12:04.600]  可以推論得到這樣的一個結論
[00:12:04.600 --> 00:12:09.600]  也許是合乎當時的事實的
[00:12:09.600 --> 00:12:11.600]  那麼第五件事
[00:12:11.600 --> 00:12:16.600]  就是在第四十五節
[00:12:16.600 --> 00:12:18.600]  的最後一句說
[00:12:18.600 --> 00:12:20.600]  分給各人
[00:12:20.600 --> 00:12:25.600]  照着各人所需用的分給各人
[00:12:25.600 --> 00:12:30.600]  那就是他們一切所有的都是彼此分享的
[00:12:30.600 --> 00:12:33.600]  互相供應的
[00:12:33.600 --> 00:12:36.600]  他們的自私的心態
[00:12:36.600 --> 00:12:37.600]  打破了
[00:12:37.600 --> 00:12:38.600]  放下了
[00:12:38.600 --> 00:12:41.600]  這是非常難得的
[00:12:41.600 --> 00:12:45.600]  寶貴的一種表現
[00:12:45.600 --> 00:12:47.600]  第六方面呢
[00:12:47.600 --> 00:12:48.600]  四十六節說
[00:12:48.600 --> 00:12:52.600]  他們天天同心合一
[00:12:52.600 --> 00:12:54.600]  同心合一
[00:12:54.600 --> 00:12:58.600]  他們在一起合而爲一
[00:12:58.600 --> 00:13:03.600]  這樣的成爲一個大家庭的心態
[00:13:03.600 --> 00:13:06.600]  以天父爲父
[00:13:06.600 --> 00:13:10.600]  以主耶穌爲主
[00:13:10.600 --> 00:13:13.600]  弟兄姊妹成爲一家的分子
[00:13:13.600 --> 00:13:18.600]  過着一個合而爲一的同心合一的生活
[00:13:18.600 --> 00:13:21.600]  是多麼美麗的
[00:13:21.600 --> 00:13:29.600]  第七他們帶着歡喜誠實的信用法
[00:13:29.600 --> 00:13:31.600]  歡喜誠實
[00:13:31.600 --> 00:13:36.600]  也就是兩樣很積極性的美德
[00:13:36.600 --> 00:13:39.600]  歡喜就是充滿喜樂
[00:13:39.600 --> 00:13:42.600]  他們有喜樂的表現
[00:13:42.600 --> 00:13:47.600]  誠實就是彼此真誠相待
[00:13:47.600 --> 00:13:54.600]  喜樂和真誠是最有吸引力的兩種性格的表現
[00:13:54.600 --> 00:13:59.600]  當基督徒有了這樣積極性的性格的表現的時候
[00:13:59.600 --> 00:14:02.600]  就會感動非基督徒
[00:14:02.600 --> 00:14:05.600]  他們覺得基督徒是可親的
[00:14:05.600 --> 00:14:07.600]  可近的
[00:14:07.600 --> 00:14:13.600]  他們就會被吸引來到教會也能夠認識住了
[00:14:13.600 --> 00:14:17.600]  那麼第八點四十七節
[00:14:17.600 --> 00:14:19.600]  這裏說讚美神
[00:14:19.600 --> 00:14:22.600]  他們有一個很好的敬拜的生活
[00:14:22.600 --> 00:14:26.600]  第九點說得衆民的喜愛
[00:14:26.600 --> 00:14:30.600]  他們有一個很好的見證
[00:14:30.600 --> 00:14:32.600]  生活的見證
[00:14:32.600 --> 00:14:36.600]  得到一般人的尊敬甚至於喜愛
[00:14:36.600 --> 00:14:38.600]  最後第十點
[00:14:38.600 --> 00:14:42.600]  主將得救的人天天交給他們
[00:14:42.600 --> 00:14:45.600]  他們一直在傳福音
[00:14:45.600 --> 00:14:49.600]  他們是傳福音的教會
[00:14:49.600 --> 00:14:54.600]  他們這樣的一種情況
[00:14:54.600 --> 00:14:58.600]  留下了美好的模範
[00:14:58.600 --> 00:15:01.600]  給我們今天來學習
[00:15:01.600 --> 00:15:03.600]  一個侍奉主的人
[00:15:03.600 --> 00:15:05.600]  第三個方向感
[00:15:05.600 --> 00:15:08.600]  就是向周圍看
[00:15:08.600 --> 00:15:12.600]  看時代的需要
[00:15:12.600 --> 00:15:16.600]  現代人不管他的學問多麼高
[00:15:16.600 --> 00:15:22.600]  修養多麼深地位多麼高
[00:15:22.600 --> 00:15:27.600]  他們的內心都有一個永遠不變的需要
[00:15:27.600 --> 00:15:34.600]  就是對神、對基督、對福音真理的需要
[00:15:34.600 --> 00:15:37.600]  沒有例外
[00:15:37.600 --> 00:15:42.600]  除了那些高層社會的人士如此
[00:15:42.600 --> 00:15:45.600]  在低層社會的人士
[00:15:45.600 --> 00:15:48.600]  他們身份比較卑微
[00:15:48.600 --> 00:15:53.600]  但是他們有同樣的基本的需要
[00:15:53.600 --> 00:15:56.600]  這些社會人士圍繞我們
[00:15:56.600 --> 00:16:00.600]  構成一個大的需要的挑戰
[00:16:00.600 --> 00:16:03.600]  我們要靠着主來供應他們的需要
[00:16:03.600 --> 00:16:07.600]  屬靈的需要
[00:16:07.600 --> 00:16:12.600]  所有社會的人士在表面的裝潢之下
[00:16:12.600 --> 00:16:18.600]  不管怎麼樣看起來對福音毫無需要
[00:16:18.600 --> 00:16:24.600]  他們在骨子裏面都有屬靈的基本的需要
[00:16:24.600 --> 00:16:27.600]  需要神的愛、需要救贖
[00:16:27.600 --> 00:16:32.600]  需要舊問的真理、需要基督的榜樣
[00:16:32.600 --> 00:16:34.600]  我們相信神的靈
[00:16:34.600 --> 00:16:36.600]  能夠攻破人心的迎雷
[00:16:36.600 --> 00:16:40.600]  奪回人心、圍向神
[00:16:40.600 --> 00:16:44.600]  第四個方向是向前看
[00:16:44.600 --> 00:16:46.600]  要看前面的道路
[00:16:46.600 --> 00:16:53.600]  看我們應該前進的方向、路線和目標
[00:16:53.600 --> 00:16:59.600]  我們必須在方向之下有當前的目標
[00:16:59.600 --> 00:17:03.600]  意思就是說方向是整體的
[00:17:03.600 --> 00:17:11.600]  當前的目標是每一步每一步努力的一個指標
[00:17:11.600 --> 00:17:13.600]  方向是總方向
[00:17:13.600 --> 00:17:19.600]  目標是每一步的具體的策略
[00:17:19.600 --> 00:17:23.600]  如果沒有這樣的方向感
[00:17:23.600 --> 00:17:28.600]  我們就不能夠向前進步
[00:17:28.600 --> 00:17:32.600]  一個沒有目標的工作是散步式的
[00:17:32.600 --> 00:17:36.600]  散步就是信步而行
[00:17:36.600 --> 00:17:42.600]  信步而行就是頭跟着腳走
[00:17:42.600 --> 00:17:48.600]  這是沒有思想、沒有目標的漫遊
[00:17:48.600 --> 00:17:51.600]  不會達到目標的
[00:17:51.600 --> 00:17:55.600]  這樣的人走到哪兒就算哪兒
[00:17:55.600 --> 00:17:58.600]  很多的基督徒
[00:17:58.600 --> 00:18:03.600]  很多的今天的教會還是這個樣子
[00:18:03.600 --> 00:18:07.600]  所以教父裏面侍奉的人
[00:18:07.600 --> 00:18:11.600]  必須有計劃的觀念
[00:18:11.600 --> 00:18:14.600]  有目標的路是直線
[00:18:14.600 --> 00:18:20.600]  沒有目標的路是打圈子、走冤枉路
[00:18:20.600 --> 00:18:26.600]  走來走去還在遠處,這是何等的可喜的事情
[00:18:26.600 --> 00:18:31.600]  最後,每個侍奉的人應該向內看
[00:18:31.600 --> 00:18:37.600]  看自己與神的關係怎麼樣
[00:18:37.600 --> 00:18:40.600]  我看自己合不合主用
[00:18:40.600 --> 00:18:44.600]  我問自己我真的信心嗎?
[00:18:44.600 --> 00:18:50.600]  我檢討自己我有完全奉獻心智嗎?
[00:18:50.600 --> 00:18:52.600]  我得到了解禁了嗎?
[00:18:52.600 --> 00:18:56.600]  我得到了聖靈的充滿嗎?
[00:18:56.600 --> 00:19:04.600]  我是不是正在運用神給我的各種的恩賜呢?
[00:19:04.600 --> 00:19:08.600]  還是荒廢的恩賜呢?
[00:19:08.600 --> 00:19:17.600]  聖經告訴我們,神看重工人過於工作
[00:19:17.600 --> 00:19:21.600]  這是很重要的一個認識
[00:19:21.600 --> 00:19:24.600]  我們的工作固然重要
[00:19:24.600 --> 00:19:28.600]  但是好的工作是從好的工人做出來的
[00:19:28.600 --> 00:19:32.600]  一個工人與主的關係正確
[00:19:32.600 --> 00:19:35.600]  他的工作也跟着會好
[00:19:35.600 --> 00:19:39.600]  一個工人與主的關係不正確
[00:19:39.600 --> 00:19:42.600]  就會影響他的工作
[00:19:42.600 --> 00:19:46.600]  成了表面的工作,沒有根基的工作
[00:19:46.600 --> 00:19:50.600]  最後會被摧毀的工作
[00:19:50.600 --> 00:19:53.600]  一個神不悅納的人
[00:19:53.600 --> 00:20:01.600]  他會用自己的自以爲善、自以爲義、自以爲正的方法
[00:20:01.600 --> 00:20:05.600]  那麼這樣,結果是失敗
[00:20:05.600 --> 00:20:12.600]  所以我再次地講,工人比工作更重要
[00:20:12.600 --> 00:20:18.600]  這是每個侍奉主的人應該有的一個基本的心態
[00:20:18.600 --> 00:20:24.600]  人如果不合用了,那麼什麼方法都不好
[00:20:24.600 --> 00:20:27.600]  都不合神的心意
[00:20:27.600 --> 00:20:30.600]  我們的靈性長進
[00:20:30.600 --> 00:20:42.600]  就是讓內在的一切和神的條件配合起來
[00:20:42.600 --> 00:20:45.600]  我們的靈性長進的時候
[00:20:45.600 --> 00:20:53.600]  就是得到主從我們得到合用的條件了
[00:20:53.600 --> 00:20:57.600]  陪靈不是講道,不是享受
[00:20:57.600 --> 00:21:01.600]  而是讓我們裏面有合乎神用的條件
[00:21:01.600 --> 00:21:06.600]  這樣的陪靈纔是真正的陪靈
[00:21:06.600 --> 00:21:09.600]  讓一個侍奉主的人
[00:21:09.600 --> 00:21:15.600]  能夠人和工作都蒙主悅納
[00:21:15.600 --> 00:21:20.600]  讓我們從聖經裏面看一個具體的例子
[00:21:20.600 --> 00:21:28.600]  在《創世紀》第四章記載亞伯和該隱
[00:21:28.600 --> 00:21:35.600]  他們侍奉主有不同的表現
[00:21:35.600 --> 00:21:40.600]  神說要的是羊的祭物
[00:21:40.600 --> 00:21:48.600]  但是該隱他拿了地裏的畜產爲供物獻給侯華
[00:21:48.600 --> 00:21:51.600]  不能得到神的悅納
[00:21:51.600 --> 00:21:58.600]  亞伯將他羊羣中投生的和羊的知友獻上給神
[00:21:58.600 --> 00:22:03.600]  侯華看中了亞伯和他的供物
[00:22:03.600 --> 00:22:08.600]  只是看不中該隱和他的供物
[00:22:08.600 --> 00:22:10.600]  爲什麼?
[00:22:10.600 --> 00:22:14.600]  有的人覺得神不大公道
[00:22:14.600 --> 00:22:17.600]  因爲該隱是種地的
[00:22:17.600 --> 00:22:23.600]  他自然拿自己田裏的畜產來獻作祭物
[00:22:23.600 --> 00:22:28.600]  亞伯是牧羊、牛羊的
[00:22:28.600 --> 00:22:36.600]  他也很自然地是從牛羊中間來獻祭物
[00:22:36.600 --> 00:22:43.600]  那麼爲什麼神悅納亞伯所獻的羊
[00:22:43.600 --> 00:22:51.600]  而不悅納該隱所獻的麥稻呢?
[00:22:51.600 --> 00:22:53.600]  我們要注意
[00:22:53.600 --> 00:22:57.600]  神這樣的選擇
[00:22:57.600 --> 00:23:03.600]  是有一個很重要的理由的
[00:23:03.600 --> 00:23:07.600]  在這裏我們看見幾個字
[00:23:07.600 --> 00:23:09.600]  是很重要的字
[00:23:09.600 --> 00:23:15.600]  侯華看中了亞伯和他的供物
[00:23:15.600 --> 00:23:20.600]  看不中該隱和他的供物
[00:23:20.600 --> 00:23:23.600]  這裏不但是有供物的因素
[00:23:23.600 --> 00:23:27.600]  還有獻供物的人的因素
[00:23:27.600 --> 00:23:31.600]  這兩個因素都是很重要
[00:23:31.600 --> 00:23:34.600]  神一定在開始的時候
[00:23:34.600 --> 00:23:39.600]  向他們說明了要獻什麼祭物
[00:23:39.600 --> 00:23:44.600]  因爲他們所獻的祭是有預表性的
[00:23:44.600 --> 00:23:48.600]  是有預表將來耶穌基督將自己獻上
[00:23:48.600 --> 00:23:51.600]  作爲贖罪祭
[00:23:51.600 --> 00:23:55.600]  所以祂是贖罪的羔羊
[00:23:55.600 --> 00:23:59.600]  這個預表的意義和因素非常重要
[00:23:59.600 --> 00:24:06.600]  神一定是先清楚地告訴他們應該獻什麼祭
[00:24:06.600 --> 00:24:09.600]  但是該隱不服氣
[00:24:09.600 --> 00:24:12.600]  他心裏想我是種田的
[00:24:12.600 --> 00:24:14.600]  爲什麼要獻羊
[00:24:14.600 --> 00:24:21.600]  如果要獻羊還要向亞伯來請求幫助
[00:24:21.600 --> 00:24:24.600]  他不甘心這樣做
[00:24:24.600 --> 00:24:29.600]  所以他是照自己的意思去獻祭了
[00:24:29.600 --> 00:24:33.600]  所以他是處於不順服神的心態
[00:24:33.600 --> 00:24:37.600]  他沒有對神的信心
[00:24:37.600 --> 00:24:42.600]  而亞伯按照神的吩咐來獻祭
[00:24:42.600 --> 00:24:44.600]  以羊爲祭物
[00:24:44.600 --> 00:24:46.600]  合乎神的心意
[00:24:46.600 --> 00:24:50.600]  因爲是一個很恰當的預表
[00:24:50.600 --> 00:24:55.600]  預表主耶穌成爲贖罪祭
[00:24:55.600 --> 00:25:01.600]  我們看見這裏的一句話
[00:25:01.600 --> 00:25:06.600]  就是神看中亞伯和他的貢物
[00:25:06.600 --> 00:25:10.600]  看不中該隱和他的貢物
[00:25:10.600 --> 00:25:13.600]  不但是他們所獻的
[00:25:13.600 --> 00:25:15.600]  還有他們自己
[00:25:15.600 --> 00:25:18.600]  這個和字很重要
[00:25:18.600 --> 00:25:24.600]  那就是說神悅納我們這個人
[00:25:24.600 --> 00:25:27.600]  然後悅納我們這個人
[00:25:27.600 --> 00:25:31.600]  按照他的心意所做的工作
[00:25:31.600 --> 00:25:33.600]  如果人不對
[00:25:33.600 --> 00:25:36.600]  工作也有問題
[00:25:36.600 --> 00:25:40.600]  所以我們侍奉的人不要單單注意工作
[00:25:40.600 --> 00:25:45.600]  而忽略了我們自己這個人與主的關係
[00:25:45.600 --> 00:25:49.600]  這是一個很大的措施
[00:25:49.600 --> 00:25:51.600]  所以我們又想到
[00:25:51.600 --> 00:25:54.600]  馬可福音第三章十四節
[00:25:54.600 --> 00:25:57.600]  主耶穌設立了十二個人
[00:25:57.600 --> 00:25:59.600]  做他的門徒的時候
[00:25:59.600 --> 00:26:03.600]  要他們常和自己同在
[00:26:03.600 --> 00:26:06.600]  然後差他們去傳道
[00:26:06.600 --> 00:26:08.600]  兩件事
[00:26:08.600 --> 00:26:13.600]  主要門徒先和他自己同在
[00:26:13.600 --> 00:26:16.600]  來向他學習
[00:26:16.600 --> 00:26:17.600]  來效法他
[00:26:17.600 --> 00:26:19.600]  來認識他
[00:26:19.600 --> 00:26:24.600]  來建立他們與主之間一個正確的關係
[00:26:24.600 --> 00:26:30.600]  然後被差遣出去工作
[00:26:30.600 --> 00:26:34.600]  所以與主同在在先
[00:26:34.600 --> 00:26:36.600]  工作在後
[00:26:36.600 --> 00:26:40.600]  那就是與主的關係在前
[00:26:40.600 --> 00:26:42.600]  侍奉的工作在後
[00:26:42.600 --> 00:26:47.600]  這個前後的次序是不能夠改變的
[00:26:47.600 --> 00:26:49.600]  所以每一個侍奉的人
[00:26:49.600 --> 00:26:55.600]  應該先把自己與主的關係弄好
[00:26:55.600 --> 00:27:00.600]  然後再在那個美好的關係當中去侍奉
[00:27:00.600 --> 00:27:02.600]  才能蒙主悅納
[00:27:02.600 --> 00:27:03.600]  阿們
