
[00:00:00.000 --> 00:00:13.000]  假如你是一个会上班的员工,你每一天的身份就是一个公司的员工。
[00:16:41.000 --> 00:16:59.000]  事实上,如果我们看希腊和罗马世界的历史,家familia这个字不是指父母和子女的核心家庭,不是。
[00:16:59.000 --> 00:17:26.000]  家familia意思是讲家主或者是家父,pater familias,在他的威权下,所有人跟财产,成员可以包括妻儿,亲属,奴隶,被释放的奴隶,也就是自由人。
[00:17:26.000 --> 00:17:38.000]  是包含有血缘关系的跟没有血缘关系的家庭,是一个大的家族。
[00:17:38.000 --> 00:17:52.000]  家主为自己旗下的成员提供保护,相反,受保护的家族成员要服侍那个家族。
[00:17:52.000 --> 00:18:06.000]  当耶稣死亡的时候,玛利亚会失去自己的家主,成为一个无依无靠的寡妇。
[00:18:06.000 --> 00:18:33.000]  耶稣为玛利亚提供了一个新的家主,正如旧约律法或者是新约的书信不断地重复,耶稣他示范了一次什么叫照顾寡妇,照顾那些没有经济支柱的女性。
[00:18:33.000 --> 00:18:39.000]  那经文怎样呈现这个概念呢?
[00:18:39.000 --> 00:18:55.000]  从那一刻起,那门徒就接她到自己家里去了,在时之驾下,成就了一个新的家庭。
[00:18:55.000 --> 00:19:03.000]  这个新的家庭不再是兼基于血缘的关系。
[00:19:03.000 --> 00:19:28.000]  这里真正是呼应了约翰福音14:2-3: 在我父的家里有许多的住处,我去原是为你们预备地方去。我若去为你们预备了地方,就逼再来接你们到我那里去。
[00:19:28.000 --> 00:19:33.000]  我在那里,叫你们也在那里。
[00:19:33.000 --> 00:19:58.000]  我父的家并不是指另外一个次元的天堂,不是指天堂,住处不是指天堂的房间,而是指圣父、圣子、圣灵跟信徒的群体之间相互内住的状态。
[00:19:58.000 --> 00:20:12.000]  当信徒彼此相爱,遵守主的话的时候,神就在这个群体中找到家。
[00:20:12.000 --> 00:20:25.000]  耶稣所预备的家就是因着祂的死亡跟复活,建立了一个新的群体,就是教会的群体。
[00:20:25.000 --> 00:20:40.000]  信徒不再需要留在耶路撒冷的圣殿敬拜,耶稣基督的身体真正就是新的圣殿。
[00:20:40.000 --> 00:20:48.000]  耶稣说,我在那里,叫你们也在那里。
[00:20:48.000 --> 00:20:58.000]  当耶稣复活升天的时候,门徒再次相聚起来,成为了一个新的群体。
[00:20:58.000 --> 00:21:27.000]  当然,约翰福音的读者也不例外。这一群第一群的读者非常可能是公元九十年在以乎所生活的跟随基督的门徒。这一群门徒真正要面对公元七十年圣殿被毁,没有办法去圣殿敬拜的一群人。
[00:21:27.000 --> 00:21:45.000]  另外,这一群人他们也是面对一个问题,就是他们被犹太人赶出去犹太的会堂,他们不能再去犹太的会堂敬拜,他们没有地方去敬拜了。
[00:21:45.000 --> 00:21:58.000]  当门徒没有地方流离失所,他们急需要领袖们的鼓励,去继续当基督的门徒。
[00:21:58.000 --> 00:22:19.000]  约翰福音的作者他写这一卷书,真正是要鼓励这一班门徒,在新的家庭里面,要继续彼此相爱,彼此洗脚,彼此服侍的生活。
[00:22:19.000 --> 00:22:29.000]  门徒有了新的身份,有新的家人。
[00:22:29.000 --> 00:22:39.000]  最后我们作为基督徒,我们的角度来看的话,什么是家人呢?
[00:22:39.000 --> 00:23:00.000]  在出面主流的社会,讲家人是讲父亲、母亲、儿子、女儿这个概念,但是这个概念甚至被推崇到社会的核心价值。
[00:23:00.000 --> 00:23:20.000]  但是我们基督徒是这样想的吗?这里说夫人看你的儿子,看你的母亲,谁是你真正的家人呢?
[00:23:20.000 --> 00:23:48.000]  谁是你的家人呢?让我们先当门徒,因为恩乔堂是基督所建立的新家庭,恩乔堂是由一群跟随基督的门徒而建立起来的,而不是几十个核心家庭组成的群体。
[00:23:48.000 --> 00:24:02.000]  我们被建立不是因为我们的血缘关系,而是因为我们相信上帝,敬拜上帝而被建立的门徒群体。
[00:24:02.000 --> 00:24:31.000]  在这里,我们首先是当门徒,然后我们才当其他的角色。在这里,请你好好的照顾、提供、保护、护佑在这里每一个弱势的年轻的群体,每一个肢体都要你的照顾。
[00:24:31.000 --> 00:24:51.000]  正如那门徒他接玛利亚到自己家里去了,那门徒不是带玛利亚到自己家里去查经,不是这样。那门徒要照顾玛利亚的日常的生活。
[00:24:51.000 --> 00:25:14.000]  恩乔堂的弟兄姐妹,请大家先成为一个门徒,跟随基督的门徒,学习成为一个门徒,我们才懂得怎样成为一个父亲、母亲、儿子、女儿。
[00:25:14.000 --> 00:25:24.000]  当我们跟随基督的时候,我们就学习接待群体中有需要的弟兄姐妹。
[00:25:24.000 --> 00:25:53.000]  请你慷慨地接待服侍群体中比你年幼的、比你弱势的人。正如那门徒他接玛利亚到自己家里去,所以请大家服侍在这里恩乔堂每一个人。
[00:25:53.000 --> 00:26:03.000]  让我们先祷告,一同祷告。
[00:26:03.000 --> 00:26:19.000]  天父,求你采拜圣灵,帮助我们跟随耶稣基督,帮助我们在我们的群体中去爱每一个弟兄姐妹,
[00:26:19.000 --> 00:26:38.000]  让我们可以因着这一份爱,上帝你所赐下的爱,让我们能够爱我们的弟兄姐妹,因为弟兄姐妹是上帝你的礼物。
[00:26:38.000 --> 00:26:51.000]  让我们能够学习去彼此的服侍,让我们成为一个门徒的群体,帮助我们。
[00:26:51.000 --> 00:26:57.000]  我们的祷告是奉耶稣基督的名而修。阿们。
