
[00:00:00.000 --> 00:00:03.320]  在今天教會都會透過不同的方式
[00:06:08.640 --> 00:06:09.600]  跟從我的人
[00:06:09.600 --> 00:06:12.320]  他們都會同樣地抵擋你們
[00:06:12.320 --> 00:06:14.760]  所以要有足夠的心理準備
[00:06:14.760 --> 00:06:15.760]  耶穌其實在說
[00:06:15.760 --> 00:06:17.960]  你們有足夠的心理準備
[00:06:17.960 --> 00:06:19.200]  跟從我的路
[00:06:19.200 --> 00:06:21.240]  是一條不容易走的路
[00:06:21.240 --> 00:06:24.280]  但是你們願不願意繼續走下去呢?
[00:06:24.280 --> 00:06:28.520]  在耶穌很清楚地告訴你發生什麼事
[00:06:28.520 --> 00:06:30.440]  要面對什麼情況的時候
[00:06:30.440 --> 00:06:32.560]  耶穌跟我們說
[00:06:32.560 --> 00:06:40.440]  你們怎樣去面對心理的恐懼呢?
[00:06:40.440 --> 00:06:42.120]  如果我今天跟你說
[00:06:42.120 --> 00:06:43.120]  如果今天
[00:06:43.120 --> 00:06:45.720]  我們待會結束後去派單張
[00:06:45.720 --> 00:06:47.120]  不過大家不用怕
[00:06:47.120 --> 00:06:49.400]  你真的不用怕
[00:06:49.400 --> 00:06:50.920]  你出去派單張
[00:06:50.920 --> 00:06:53.560]  會有警察抓你的
[00:06:53.560 --> 00:06:54.400]  會有警察抓的
[00:06:54.400 --> 00:06:56.120]  不過都不用怕
[00:06:56.120 --> 00:06:58.360]  接著我就說
[00:06:58.360 --> 00:06:59.640]  你們說被警察抓
[00:06:59.640 --> 00:07:00.640]  那怎麼辦呢?
[00:07:00.640 --> 00:07:01.360]  大家不用怕
[00:07:01.360 --> 00:07:04.120]  最多坐牢而已
[00:07:04.120 --> 00:07:05.360]  接著說坐多久呢?
[00:07:05.360 --> 00:07:06.720]  大家不用怕
[00:07:06.720 --> 00:07:10.000]  最多是終身監禁
[00:07:10.000 --> 00:07:12.000]  大家的反應會怎樣呢?
[00:07:12.000 --> 00:07:13.200]  很不同吧?
[00:07:13.200 --> 00:07:15.040]  很不同吧?
[00:07:15.040 --> 00:07:16.880]  耶穌當時就是這樣
[00:07:16.880 --> 00:07:18.560]  其實就是在告訴他們
[00:07:18.560 --> 00:07:20.640]  你們要面對的情況是什麼
[00:07:20.640 --> 00:07:23.320]  當你們奉我的名出去傳道的時候
[00:07:23.320 --> 00:07:25.160]  你們可能連生命都沒有
[00:07:25.160 --> 00:07:27.440]  就是這樣告訴他們
[00:07:27.440 --> 00:07:28.560]  所以一群門徒
[00:07:28.560 --> 00:07:30.800]  他們有一個不安
[00:07:30.800 --> 00:07:31.800]  有一個恐懼
[00:07:31.800 --> 00:07:33.720]  其實是很自然的事
[00:07:33.720 --> 00:07:35.680]  耶穌在這裡繼續跟他們說
[00:07:35.680 --> 00:07:37.800]  怎樣處理這個恐懼呢?
[00:07:37.800 --> 00:07:39.440]  耶穌在這裡有三方面
[00:07:39.440 --> 00:07:40.760]  三方面跟他們說
[00:07:40.760 --> 00:07:41.760]  第一
[00:07:41.760 --> 00:07:44.360]  就是你們不用恐懼
[00:07:44.360 --> 00:07:47.560]  真相必然是會顯露的
[00:07:47.560 --> 00:07:50.480]  真相是會顯露的
[00:07:50.480 --> 00:07:52.440]  你們被人抓
[00:07:52.440 --> 00:07:53.120]  被人坐牢
[00:07:53.120 --> 00:07:55.760]  被人用很多不同的罪名在你們身上
[00:07:55.760 --> 00:07:57.560]  眾人都以為你們做錯事
[00:07:57.560 --> 00:07:59.720]  或者做些不好的事
[00:07:59.720 --> 00:08:01.680]  但是真相是會顯露的
[00:08:01.680 --> 00:08:03.040]  不用懼怕
[00:08:03.040 --> 00:08:07.440]  上帝必然會顯露這個真相出來
[00:08:07.440 --> 00:08:09.640]  上帝知道發生什麼事
[00:08:09.640 --> 00:08:11.520]  所以耶穌其實在這裡說
[00:08:11.520 --> 00:08:12.600]  不用擔心
[00:08:12.600 --> 00:08:14.960]  不用恐懼
[00:08:14.960 --> 00:08:15.880]  在過程當中
[00:08:15.880 --> 00:08:17.320]  人以為自己被冤屈
[00:08:17.320 --> 00:08:20.160]  就是有於無路訴
[00:08:20.160 --> 00:08:22.120]  或者很絕望
[00:08:22.120 --> 00:08:23.080]  在困難裡面
[00:08:23.080 --> 00:08:24.440]  但是耶穌說
[00:08:24.440 --> 00:08:26.240]  真相最後會必然顯露
[00:08:26.240 --> 00:08:29.680]  因為上帝是那個審判者
[00:08:29.680 --> 00:08:32.440]  上帝是最終極的審判者
[00:08:32.440 --> 00:08:33.640]  所以耶穌在這裡說
[00:08:33.640 --> 00:08:35.960]  那些能夠殺身體
[00:08:35.960 --> 00:08:37.720]  不能夠殺靈魂的
[00:08:37.720 --> 00:08:39.400]  那些不要怕他
[00:08:39.400 --> 00:08:41.360]  反而那個可以殺身體
[00:08:41.360 --> 00:08:42.680]  可以殺靈魂的
[00:08:42.680 --> 00:08:44.960]  那個你更要怕他
[00:08:44.960 --> 00:08:46.880]  所以耶穌在這裡說
[00:08:46.880 --> 00:08:47.760]  到最後
[00:08:47.760 --> 00:08:51.040]  上帝是一個公義的審判者
[00:08:51.040 --> 00:08:52.840]  耶穌其實在這裡提出
[00:08:52.840 --> 00:08:54.080]  就是要一班門徒
[00:08:54.080 --> 00:08:57.360]  去看清楚死亡的真相
[00:08:57.360 --> 00:08:58.840]  中國人有一句話說
[00:08:58.840 --> 00:09:01.240]  「千古艱難唯一死」
[00:09:01.240 --> 00:09:02.480]  意思是什麼呢?
[00:09:02.480 --> 00:09:03.600]  就是說
[00:09:03.600 --> 00:09:05.800]  在歷世歷代的人
[00:09:05.800 --> 00:09:08.200]  死亡就是人類的大敵
[00:09:08.200 --> 00:09:10.120]  一個敵人
[00:09:10.120 --> 00:09:12.560]  有很多的皇帝
[00:09:12.560 --> 00:09:13.680]  有了權力之後
[00:09:13.680 --> 00:09:15.080]  最怕的是什麼呢?
[00:09:15.080 --> 00:09:16.280]  就是最怕老
[00:09:16.280 --> 00:09:17.360]  最怕會死
[00:09:17.360 --> 00:09:18.320]  所以秦始皇
[00:09:18.320 --> 00:09:21.080]  拿了統一中國的權力之後
[00:09:21.080 --> 00:09:24.480]  他就要尋求長生不老藥
[00:09:24.480 --> 00:09:26.040]  因為他怕老、怕死
[00:09:26.040 --> 00:09:28.400]  所有的東西都會失去
[00:09:28.400 --> 00:09:33.360]  當一個人去看通這個死亡的時候
[00:09:33.360 --> 00:09:34.520]  還有什麼可以怕呢?
[00:09:34.520 --> 00:09:36.600]  耶穌就正正說出一樣東西
[00:09:36.600 --> 00:09:40.200]  看出死亡的真相
[00:09:40.200 --> 00:09:43.160]  耶穌鼓勵一班門徒不用懼怕
[00:09:43.160 --> 00:09:45.760]  最後你們會在上帝的手中
[00:09:45.760 --> 00:09:47.400]  縱然在今生
[00:09:47.400 --> 00:09:50.800]  因為信仰的緣故失去了生命
[00:09:50.800 --> 00:09:52.640]  失去了地上的生命
[00:09:52.640 --> 00:09:55.200]  但是你會得著永恆的生命
[00:09:55.200 --> 00:09:58.320]  耶穌是要讓一班門徒清楚知道
[00:09:58.320 --> 00:10:02.000]  哪一個才是最終極的審判者
[00:10:02.000 --> 00:10:02.880]  第三方面
[00:10:02.880 --> 00:10:04.520]  耶穌鼓勵一班門徒
[00:10:04.520 --> 00:10:07.080]  他們不用懼怕
[00:10:07.080 --> 00:10:08.680]  因為在過程中
[00:10:08.680 --> 00:10:11.320]  上帝會持續地保護
[00:10:11.320 --> 00:10:13.000]  耶穌用了一個例子去說
[00:10:13.000 --> 00:10:16.240]  「你看看天上的飛鳥也不種也不收
[00:10:16.240 --> 00:10:19.400]  但是天父都是如此看顧他們
[00:10:19.400 --> 00:10:23.480]  你們的頭髮每一條上帝都數過」
[00:10:23.480 --> 00:10:25.160]  耶穌在這裡說
[00:10:25.160 --> 00:10:27.320]  上帝連最少的
[00:10:27.320 --> 00:10:30.320]  這些不起眼的動物
[00:10:30.320 --> 00:10:31.680]  上帝都去照顧
[00:10:31.680 --> 00:10:36.360]  我們豈不是比這些麻雀更加寶貴嗎?
[00:10:36.360 --> 00:10:40.240]  上帝豈不是會持續地保護我們嗎?
[00:10:40.240 --> 00:10:44.960]  在這裡可能對我們平時的想法有些不相同
[00:10:44.960 --> 00:10:47.920]  我們可能說上帝只是管大事
[00:10:47.920 --> 00:10:50.000]  小事上帝不管
[00:10:50.000 --> 00:10:51.080]  我們很多時候都以為
[00:10:51.080 --> 00:10:52.640]  上帝就是管理大事
[00:10:52.640 --> 00:10:53.880]  就不看小事
[00:10:53.880 --> 00:10:54.800]  但是耶穌在這裡說
[00:10:54.800 --> 00:10:56.640]  上帝連最小的事
[00:10:56.640 --> 00:10:57.360]  祂都要管
[00:10:57.360 --> 00:10:58.240]  祂都管理
[00:10:58.240 --> 00:10:59.720]  祂都很好的管理
[00:10:59.720 --> 00:11:02.000]  所以我們這一群跟從祂的人
[00:11:02.000 --> 00:11:04.720]  豈不是更加無上帝的看顧嗎?
[00:11:04.720 --> 00:11:07.520]  上帝會持續地保護我們
[00:11:07.520 --> 00:11:09.840]  接著耶穌再從另一個角度去說
[00:11:09.840 --> 00:11:13.120]  既然知道我們在人生裡
[00:11:13.120 --> 00:11:15.840]  上帝必然會這樣保護我們的話
[00:11:15.840 --> 00:11:19.280]  我們個人怎樣去在困難當中
[00:11:19.280 --> 00:11:21.680]  有個正確的心態呢?
[00:11:21.680 --> 00:11:25.080]  耶穌在22、32至39節那裡
[00:11:25.080 --> 00:11:27.840]  耶穌說出了兩個很重要的方向
[00:11:27.840 --> 00:11:28.640]  第一
[00:11:28.640 --> 00:11:29.600]  耶穌說出了
[00:11:29.600 --> 00:11:32.040]  我們要一群門徒認識
[00:11:32.040 --> 00:11:34.000]  什麼叫做福音
[00:11:34.000 --> 00:11:35.160]  耶穌說
[00:11:35.160 --> 00:11:38.840]  祂來到是會令地上的人有衝突
[00:11:38.840 --> 00:11:42.240]  會有分裂
[00:11:42.240 --> 00:11:43.160]  為什麼呢?
[00:11:43.160 --> 00:11:47.800]  其實耶穌來的動機不是要人分裂
[00:11:47.800 --> 00:11:49.600]  動機不是要人衝突
[00:11:49.600 --> 00:11:50.840]  耶穌是在說一件事
[00:11:50.840 --> 00:11:51.800]  祂來到的時候
[00:11:51.800 --> 00:11:56.440]  祂是傳講一個叫人歸向上帝的信息
[00:11:56.440 --> 00:12:04.520]  但是卻是遭到很多人很強烈的拒絕和挑戰
[00:12:04.520 --> 00:12:08.440]  正正是因為這群人的強烈反抗
[00:12:08.440 --> 00:12:11.160]  和拒絕上帝的統治
[00:12:11.160 --> 00:12:13.280]  所以因為這個原因
[00:12:13.280 --> 00:12:18.720]  所以會令到地上的人與人之間有一個分裂的狀況
[00:12:18.720 --> 00:12:23.680]  因為在地上有人接受耶穌的信息
[00:12:23.680 --> 00:12:26.840]  有人反對耶穌的信息
[00:12:26.840 --> 00:12:28.280]  就是因為有人跟從
[00:12:28.280 --> 00:12:29.440]  有人不跟從
[00:12:29.440 --> 00:12:33.080]  所以這兩群人就會有一個對立
[00:12:33.080 --> 00:12:35.600]  很多時候會有一個對立的出現
[00:12:35.600 --> 00:12:36.760]  簡單來說
[00:12:36.760 --> 00:12:38.520]  我想不是很難理解
[00:12:38.520 --> 00:12:39.760]  譬如在家庭裡
[00:12:39.760 --> 00:12:42.320]  有人相信耶穌
[00:12:42.320 --> 00:12:43.200]  有人不相信耶穌
[00:12:43.200 --> 00:12:44.920]  星期天上教會
[00:12:44.920 --> 00:12:47.520]  然後可能家中有人就說
[00:12:47.520 --> 00:12:48.800]  星期天是家庭日
[00:12:48.800 --> 00:12:50.200]  為什麼你上教會呢?
[00:12:50.200 --> 00:12:51.800]  這個都是衝突
[00:12:51.800 --> 00:12:53.960]  已經是一個衝突
[00:12:53.960 --> 00:12:55.360]  當然有些人會體諒
[00:12:55.360 --> 00:12:56.000]  我支持你
[00:12:56.000 --> 00:12:57.080]  你回去吧
[00:12:57.080 --> 00:12:58.600]  我給你多一點空間
[00:12:58.600 --> 00:13:00.320]  其實是想給自己多一點空間
[00:13:00.320 --> 00:13:01.320]  這個說法就是
[00:13:01.320 --> 00:13:05.240]  鼓勵你回去
[00:13:05.240 --> 00:13:08.640]  可能也有一些人在家裡
[00:13:08.640 --> 00:13:09.920]  做主的就說
[00:13:09.920 --> 00:13:12.800]  我是家裡做主的那個
[00:13:12.800 --> 00:13:14.640]  那我相信什麼
[00:13:14.640 --> 00:13:16.000]  你們就要相信什麼
[00:13:16.000 --> 00:13:18.400]  你們沒有信仰的自主權
[00:13:18.400 --> 00:13:19.360]  會不會有這樣的情況呢?
[00:13:19.360 --> 00:13:20.200]  有的
[00:13:20.200 --> 00:13:21.720]  有些人很強烈的
[00:13:21.720 --> 00:13:22.960]  很反對
[00:13:22.960 --> 00:13:25.320]  很反對家人信耶穌
[00:13:25.320 --> 00:13:26.880]  有些很忠誠
[00:13:26.880 --> 00:13:29.280]  有些很支持
[00:13:29.280 --> 00:13:30.000]  雖然他不相信
[00:13:30.000 --> 00:13:30.960]  但也會支持
[00:13:30.960 --> 00:13:32.560]  不同的情況都會有
[00:13:32.560 --> 00:13:33.400]  所以有時候
[00:13:33.400 --> 00:13:34.520]  相信耶穌之後
[00:13:34.520 --> 00:13:35.960]  可能會在家庭之間
[00:13:35.960 --> 00:13:39.960]  有一種衝突在裡面
[00:13:39.960 --> 00:13:42.000]  再大一點去看
[00:13:42.000 --> 00:13:42.560]  當我們說
[00:13:42.560 --> 00:13:45.000]  我相信耶穌的時候
[00:13:45.000 --> 00:13:46.960]  我要按照聖經的真理而行
[00:13:46.960 --> 00:13:48.240]  聖經有一個標準
[00:13:48.240 --> 00:13:51.400]  然後在社會上有一個標準
[00:13:51.400 --> 00:13:52.560]  而在同一件事
[00:13:52.560 --> 00:13:53.600]  大家有不同的看法
[00:13:53.600 --> 00:13:55.160]  不同的標準
[00:13:55.160 --> 00:13:56.560]  我跟誰呢?
[00:13:56.560 --> 00:13:57.680]  那我是不是繼續
[00:13:57.680 --> 00:13:59.840]  跟上帝的標準去做呢?
[00:13:59.840 --> 00:14:01.080]  那我就會跟
[00:14:01.080 --> 00:14:04.320]  可能大部分的社會人的標準
[00:14:04.320 --> 00:14:05.440]  有衝突
[00:14:05.440 --> 00:14:06.240]  所以耶穌說
[00:14:06.240 --> 00:14:07.000]  祂來到
[00:14:07.000 --> 00:14:10.560]  是會令到地上有衝突的
[00:14:10.560 --> 00:14:11.360]  是有分裂的
[00:14:11.360 --> 00:14:12.560]  是這個原因
[00:14:12.560 --> 00:14:14.680]  不是耶穌的動機
[00:14:14.680 --> 00:14:16.560]  那個心態要人有衝突
[00:14:16.560 --> 00:14:17.840]  要人有分裂
[00:14:17.840 --> 00:14:19.480]  而是在結果上面
[00:14:19.480 --> 00:14:21.480]  必然會有一個後果
[00:14:21.480 --> 00:14:23.960]  讓一群門徒要去知道
[00:14:23.960 --> 00:14:24.840]  你們去傳福音
[00:14:24.840 --> 00:14:26.280]  不是每個人都接受的
[00:14:26.280 --> 00:14:28.000]  不是每個人都很溫和
[00:14:28.000 --> 00:14:29.360]  不接受也算了
[00:14:29.360 --> 00:14:30.440]  不是的
[00:14:30.440 --> 00:14:31.600]  就是因為你們傳福音
[00:14:31.600 --> 00:14:33.240]  有些人很激烈的
[00:14:33.240 --> 00:14:35.600]  是會去迫害你們的
[00:14:35.600 --> 00:14:38.040]  你們有沒有這樣的心理準備呢?
[00:14:38.040 --> 00:14:40.920]  接著耶穌就去說
[00:14:40.920 --> 00:14:41.800]  對福音有一個
[00:14:41.800 --> 00:14:43.480]  這麼清楚的認識的時候
[00:14:43.480 --> 00:14:44.800]  究竟對耶穌
[00:14:44.800 --> 00:14:46.360]  跟從耶穌的態度是怎樣呢?
[00:14:46.360 --> 00:14:47.160]  耶穌說
[00:14:47.160 --> 00:14:48.600]  今生的回應
[00:14:48.600 --> 00:14:50.200]  今生的決定
[00:14:50.200 --> 00:14:52.240]  是影響來生的
[00:14:52.240 --> 00:14:54.800]  那個結果
[00:14:54.800 --> 00:14:55.680]  今生
[00:14:55.680 --> 00:14:56.920]  你在地上
[00:14:56.920 --> 00:14:58.240]  你承認我的
[00:14:58.240 --> 00:14:59.440]  在將來天上
[00:14:59.440 --> 00:15:01.480]  我在父面前也會承認你
[00:15:01.480 --> 00:15:02.000]  今生
[00:15:02.000 --> 00:15:02.840]  你在地上
[00:15:02.840 --> 00:15:04.160]  不承認我的
[00:15:04.160 --> 00:15:05.480]  在將來天下
[00:15:05.480 --> 00:15:06.400]  我在父面前
[00:15:06.400 --> 00:15:08.680]  同樣的也不承認你
[00:15:08.680 --> 00:15:09.640]  耶穌在這裡
[00:15:09.640 --> 00:15:10.760]  去叫門徒
[00:15:10.760 --> 00:15:12.200]  去想清楚
[00:15:12.200 --> 00:15:14.440]  究竟你要得著些什麼呢?
[00:15:14.440 --> 00:15:15.880]  耶穌在這裡說
[00:15:15.880 --> 00:15:19.000]  不是說你口說什麼是重要
[00:15:19.000 --> 00:15:20.080]  什麼不重要
[00:15:20.080 --> 00:15:22.400]  你的行動已經告訴別人
[00:15:22.400 --> 00:15:23.440]  或者告訴自己
[00:15:23.440 --> 00:15:24.760]  或者告訴上帝
