
[00:00:00.000 --> 00:00:02.000]  大家知道在今天開始
[00:01:37.000 --> 00:01:38.000]  所以我很想開始之前
[00:01:38.000 --> 00:01:39.000]  和大家看一節聖經
[00:01:39.000 --> 00:01:42.000]  然後我們再看二作書
[00:01:42.000 --> 00:01:57.000]  聖經詩篇第147篇
[00:01:57.000 --> 00:02:07.000]  聖經670頁第十節
[00:02:07.000 --> 00:02:18.000]  聖經670頁第十節
[00:02:18.000 --> 00:02:19.000]  我們看的時候覺得很奇怪
[00:02:19.000 --> 00:02:20.000]  為何聖經說
[00:02:20.000 --> 00:02:23.000]  神不喜歡馬的力
[00:02:23.000 --> 00:02:26.000]  不喜歡腿、快
[00:02:26.000 --> 00:02:28.000]  我們覺得這些都是神所創造
[00:02:28.000 --> 00:02:29.000]  應該是神所歡喜
[00:02:29.000 --> 00:02:32.000]  不應該說不喜歡這些
[00:02:32.000 --> 00:02:33.000]  但奇怪的是
[00:02:33.000 --> 00:02:35.000]  聖經說神不喜悅這些
[00:02:35.000 --> 00:02:37.000]  原因在第十一節
[00:02:37.000 --> 00:02:40.000]  因為耶和華喜愛敬畏他
[00:02:40.000 --> 00:02:43.000]  和盼望他慈愛的人
[00:02:43.000 --> 00:02:46.000]  馬的力是馬的強處所在
[00:02:46.000 --> 00:02:49.000]  人的腿亦是人強的地方
[00:02:49.000 --> 00:02:51.000]  但在這些強的地方
[00:02:51.000 --> 00:02:52.000]  因為祂是強
[00:02:52.000 --> 00:02:54.000]  所以人會容易傾向
[00:02:54.000 --> 00:02:57.000]  依靠自己的強處、強力
[00:02:57.000 --> 00:02:59.000]  而輕忽了對神的依靠
[00:02:59.000 --> 00:03:03.000]  而神喜歡我們能夠去敬畏祂
[00:03:03.000 --> 00:03:06.000]  和將盼望放在祂的身上
[00:03:06.000 --> 00:03:09.000]  盼望祂的慈愛
[00:03:09.000 --> 00:03:10.000]  所以聖經說
[00:03:10.000 --> 00:03:12.000]  我們要小心
[00:03:12.000 --> 00:03:14.000]  不要依靠自己的強處
[00:03:14.000 --> 00:03:18.000]  而失去、輕忽了對神的依靠
[00:03:18.000 --> 00:03:20.000]  神喜歡我們仰望祂的幫助
[00:03:20.000 --> 00:03:22.000]  仰望祂的慈愛
[00:03:22.000 --> 00:03:25.000]  因為神的少少力量
[00:03:25.000 --> 00:03:29.000]  總比我們最強的力量更強
[00:03:29.000 --> 00:03:32.000]  所以聖經提醒我們要依靠神
[00:03:32.000 --> 00:03:34.000]  因此我們看回聖經裏面
[00:03:34.000 --> 00:03:35.000]  幫助我們
[00:03:35.000 --> 00:03:37.000]  提醒我們如何能夠避免
[00:03:37.000 --> 00:03:38.000]  靠著自己
[00:03:38.000 --> 00:03:40.000]  以致我們輕忽對神的依靠
[00:03:40.000 --> 00:03:42.000]  而《耳措亞書》第30章
[00:03:42.000 --> 00:03:44.000]  正是一個這樣重要的訊息
[00:03:44.000 --> 00:03:48.000]  我們翻閱《耳措亞書》第30章的經文
[00:03:48.000 --> 00:03:55.000]  《聖經耳措亞書》第30章
[00:03:55.000 --> 00:03:57.000]  聖經771頁
[00:03:57.000 --> 00:03:59.000]  當時提到有一個猶太人
[00:03:59.000 --> 00:04:02.000]  他們面對著敵軍壓境
[00:04:02.000 --> 00:04:04.000]  亞述大軍來襲擊他們
[00:04:04.000 --> 00:04:06.000]  在當中他們很擔心
[00:04:06.000 --> 00:04:09.000]  因此想和埃及來作一個結盟
[00:04:09.000 --> 00:04:11.000]  希望埃及能夠幫助他們
[00:04:11.000 --> 00:04:13.000]  能夠抵禦這些外敵
[00:04:13.000 --> 00:04:15.000]  在當時神就責備他們
[00:04:15.000 --> 00:04:17.000]  第30章第一節
[00:04:17.000 --> 00:04:19.000]  耶和華說
[00:04:19.000 --> 00:04:21.000]  「和在這半億兒女
[00:04:21.000 --> 00:04:24.000]  他們同謀卻不由於我
[00:04:24.000 --> 00:04:27.000]  結盟卻不由於我的靈
[00:04:27.000 --> 00:04:30.000]  以至罪上加罪」
[00:04:30.000 --> 00:04:34.000]  聖經提到他們這群人同謀
[00:04:34.000 --> 00:04:36.000]  亦意味著他們有一些計劃
[00:04:36.000 --> 00:04:39.000]  但這些計劃不是出於神的心意
[00:04:39.000 --> 00:04:41.000]  是人的計劃
[00:04:41.000 --> 00:04:45.000]  他們結盟不是出於神的靈的感動引導
[00:04:45.000 --> 00:04:48.000]  而是他們自己要得到一些更大的勢力
[00:04:48.000 --> 00:04:50.000]  來結盟一齊
[00:04:50.000 --> 00:04:51.000]  或者簡單說
[00:04:51.000 --> 00:04:54.000]  他們所做的是人的工作
[00:04:54.000 --> 00:04:57.000]  是人的努力 人的嘗試
[00:04:57.000 --> 00:04:58.000]  但聖經就說
[00:04:58.000 --> 00:05:00.000]  這些是不出於我的
[00:05:00.000 --> 00:05:01.000]  但在這樣的情況下
[00:05:01.000 --> 00:05:02.000]  反而帶來一個問題
[00:05:02.000 --> 00:05:04.000]  就是罪上加罪
[00:05:04.000 --> 00:05:05.000]  聖經說
[00:05:05.000 --> 00:05:08.000]  「以至罪上加罪」
[00:05:08.000 --> 00:05:11.000]  大家有時也會聽到一些消息
[00:05:11.000 --> 00:05:12.000]  就是有些朋友
[00:05:12.000 --> 00:05:14.000]  當他們有些貪念
[00:05:14.000 --> 00:05:16.000]  很想能夠自己賺多點錢
[00:05:16.000 --> 00:05:18.000]  因此就很匆忙地
[00:05:18.000 --> 00:05:20.000]  幾個人大家就結合一齊
[00:05:20.000 --> 00:05:22.000]  合夥做生意
[00:05:22.000 --> 00:05:24.000]  但因為其實基於貪念
[00:05:24.000 --> 00:05:25.000]  沒有小心計劃清楚
[00:05:25.000 --> 00:05:27.000]  沒有小心衡量
[00:05:27.000 --> 00:05:29.000]  但結了盟之後
[00:05:29.000 --> 00:05:32.000]  對方有一些生意上的安排
[00:05:32.000 --> 00:05:34.000]  就會牽連到他
[00:05:34.000 --> 00:05:37.000]  以致帶來更多更多的困難
[00:05:37.000 --> 00:05:38.000]  有些時候
[00:05:38.000 --> 00:05:41.000]  當你發覺你去做一些人的事情
[00:05:41.000 --> 00:05:42.000]  不是出於神
[00:05:42.000 --> 00:05:44.000]  不單止那個是得罪神
[00:05:44.000 --> 00:05:48.000]  也引致了很多其他的罪的出現
[00:05:48.000 --> 00:05:50.000]  很多過犯的出現
[00:05:50.000 --> 00:05:54.000]  這是聖經所說的「以至罪上加罪」
[00:05:54.000 --> 00:05:56.000]  然後聖經再提說
[00:05:56.000 --> 00:06:00.000]  當時的人起身亞阿俱去第二節
[00:06:00.000 --> 00:06:02.000]  並沒有求問我
[00:06:02.000 --> 00:06:04.000]  要靠法律的力量
[00:06:04.000 --> 00:06:05.000]  加添自己的力量
[00:06:05.000 --> 00:06:08.000]  並投在埃及的任下
[00:06:08.000 --> 00:06:09.000]  他們沒有去求問神
[00:06:09.000 --> 00:06:12.000]  只是不斷地去找一些勢力幫助他們
[00:06:12.000 --> 00:06:14.000]  有一個小朋友在家
[00:06:14.000 --> 00:06:17.000]  他在讀英文
[00:06:17.000 --> 00:06:18.000]  有一個生字不懂
[00:06:18.000 --> 00:06:19.000]  因此很心急
[00:06:19.000 --> 00:06:21.000]  四處查字典也查不到
[00:06:21.000 --> 00:06:24.000]  於是打電話給自己的朋友和同學
[00:06:24.000 --> 00:06:26.000]  但發覺個個都不懂
[00:06:26.000 --> 00:06:29.000]  很焦急地在家裡退來退去
[00:06:29.000 --> 00:06:31.000]  媽媽說「你怎麼了?」
[00:06:31.000 --> 00:06:33.000]  「我不懂得生字」
[00:06:33.000 --> 00:06:37.000]  媽媽問「為甚麼你不問我?」
[00:06:37.000 --> 00:06:40.000]  弟弟說「我想你不懂」
[00:06:40.000 --> 00:06:44.000]  媽媽看看生字
[00:06:44.000 --> 00:06:45.000]  「我不懂」
[00:06:45.000 --> 00:06:47.000]  「好吧,就當我不懂」
[00:06:47.000 --> 00:06:50.000]  他也不想回答
[00:06:50.000 --> 00:06:52.000]  其實媽媽一說就說出
[00:06:52.000 --> 00:06:54.000]  那個字是甚麼意思
[00:06:54.000 --> 00:06:56.000]  他不問,他認為媽媽不懂
[00:06:56.000 --> 00:06:59.000]  認為媽媽不能幫助他
[00:06:59.000 --> 00:07:01.000]  有些時候我們也是這樣
[00:07:01.000 --> 00:07:04.000]  我們不肯祈禱,不肯求問
[00:07:04.000 --> 00:07:07.000]  未必是我們沒有時間
[00:07:07.000 --> 00:07:10.000]  而是我們認為神幫不了
[00:07:10.000 --> 00:07:12.000]  另一件事
[00:07:12.000 --> 00:07:14.000]  一個女兒
[00:07:14.000 --> 00:07:16.000]  她開始年紀大了
[00:07:16.000 --> 00:07:18.000]  開始拍拖
[00:07:18.000 --> 00:07:19.000]  拍拖後一段時間
[00:07:19.000 --> 00:07:21.000]  媽媽發現她的男朋友
[00:07:21.000 --> 00:07:24.000]  原來是離婚的中年男士
[00:07:24.000 --> 00:07:26.000]  媽媽也很生氣
[00:07:26.000 --> 00:07:28.000]  問他「為甚麼你這樣?」
[00:07:28.000 --> 00:07:30.000]  「為甚麼你不跟我們說你的事?」
[00:07:30.000 --> 00:07:33.000]  女兒靜悄悄地說
[00:07:33.000 --> 00:07:35.000]  「不可以問你們的」
[00:07:35.000 --> 00:07:36.000]  「為甚麼?」
[00:07:36.000 --> 00:07:38.000]  「因為你們一定反對」
[00:07:38.000 --> 00:07:40.000]  她明知她這樣做
[00:07:40.000 --> 00:07:42.000]  是有不對之處
[00:07:42.000 --> 00:07:45.000]  但她也不敢問
[00:07:45.000 --> 00:07:46.000]  知道一問的時候
[00:07:46.000 --> 00:07:47.000]  媽媽一定反對
[00:07:47.000 --> 00:07:49.000]  爸爸一定反對
[00:07:49.000 --> 00:07:50.000]  她不敢問
[00:07:50.000 --> 00:07:53.000]  因為她知道對方會反對
[00:07:53.000 --> 00:07:55.000]  有些時候我們也是這樣
[00:07:55.000 --> 00:07:56.000]  我們知道我們天賦
[00:07:56.000 --> 00:07:58.000]  有些事情不喜歡我們這樣做
[00:07:58.000 --> 00:08:00.000]  所以我們不求
[00:08:00.000 --> 00:08:02.000]  求很麻煩
[00:08:02.000 --> 00:08:04.000]  求很大件事
[00:08:04.000 --> 00:08:06.000]  所以就不求
[00:08:06.000 --> 00:08:08.000]  當時猶太人不去求
[00:08:08.000 --> 00:08:10.000]  他們知道可能神有其他安排
[00:08:10.000 --> 00:08:11.000]  但他們覺得不怕的
[00:08:11.000 --> 00:08:12.000]  我們找到埃及幫我們
[00:08:12.000 --> 00:08:14.000]  一定能夠解決問題
[00:08:14.000 --> 00:08:16.000]  所以他們就不求問
[00:08:16.000 --> 00:08:18.000]  但神不喜歡
[00:08:18.000 --> 00:08:20.000]  神不喜歡我們這樣做
[00:08:20.000 --> 00:08:22.000]  祂介意
[00:08:22.000 --> 00:08:24.000]  其實當我們求告的時候
[00:08:24.000 --> 00:08:26.000]  神是很樂意將恩惠賜給我們
[00:08:26.000 --> 00:08:30.000]  但當我們不向這位能夠賜恩的神求告
[00:08:30.000 --> 00:08:33.000]  而是求告一些不能夠幫助我們的人
[00:08:33.000 --> 00:08:34.000]  或事的時候
[00:08:34.000 --> 00:08:36.000]  神是不喜悅的
[00:08:36.000 --> 00:08:39.000]  所以聖經提到在第三節
[00:08:39.000 --> 00:08:43.000]  「所以法老的力量必作你們的羞辱」
[00:08:43.000 --> 00:08:45.000]  「投在埃及的任下」
[00:08:45.000 --> 00:08:47.000]  「要為你們的懺愧」
[00:08:47.000 --> 00:08:49.000]  大家再留意第五節
[00:08:49.000 --> 00:08:52.000]  中間一句說話「蒙羞」
[00:08:52.000 --> 00:08:56.000]  最後說「只作羞恥凌辱」
[00:08:56.000 --> 00:08:58.000]  請四次重覆說
[00:08:58.000 --> 00:09:00.000]  何時你尋求人的幫助
[00:09:00.000 --> 00:09:02.000]  人的幫助變成為你的羞辱
[00:09:02.000 --> 00:09:04.000]  你的懺悔
[00:09:04.000 --> 00:09:06.000]  你的羞恥
[00:09:06.000 --> 00:09:08.000]  你的凌辱
[00:09:08.000 --> 00:09:09.000]  不是幫助你
[00:09:09.000 --> 00:09:11.000]  反而帶給你很多的羞辱
[00:09:11.000 --> 00:09:12.000]  很多的凌辱
[00:09:12.000 --> 00:09:17.000]  當時他們的使臣去到索安和哈萊斯的地方
[00:09:17.000 --> 00:09:21.000]  去到和埃及的一些官員訂盟約
[00:09:21.000 --> 00:09:22.000]  不單止這樣
[00:09:22.000 --> 00:09:23.000]  他們帶著很多的禮物
[00:09:23.000 --> 00:09:26.000]  大家看回第六節就知道
[00:09:26.000 --> 00:09:29.000]  將很多的寶貝財物
[00:09:29.000 --> 00:09:31.000]  放在駱駝背上
[00:09:31.000 --> 00:09:33.000]  經過很艱難困苦的地方
[00:09:33.000 --> 00:09:35.000]  很危險的旅程
[00:09:35.000 --> 00:09:39.000]  經過公斯姆斯輻射火焰的飛龍之地
[00:09:39.000 --> 00:09:41.000]  很大的代價
[00:09:41.000 --> 00:09:42.000]  但去到之後
[00:09:42.000 --> 00:09:43.000]  得不得到幫助呢?
[00:09:43.000 --> 00:09:44.000]  第七節
[00:09:44.000 --> 00:09:47.000]  埃及的幫助是徒然無益的
[00:09:47.000 --> 00:09:50.000]  所以稱他為坐而不動的拉哈伯
[00:09:50.000 --> 00:09:53.000]  拉哈伯是當時傳說中的海怪
[00:09:53.000 --> 00:09:55.000]  很有力量的海怪
[00:09:55.000 --> 00:10:00.000]  但是坐而不動
[00:10:00.000 --> 00:10:02.000]  我們常常說
[00:10:02.000 --> 00:10:03.000]  有得看
[00:10:03.000 --> 00:10:06.000]  但沒有實際的
[00:10:06.000 --> 00:10:08.000]  沒有真正實際的幫助
[00:10:08.000 --> 00:10:09.000]  坐而不動的
[00:10:09.000 --> 00:10:10.000]  有一次幫助到
[00:10:10.000 --> 00:10:11.000]  好像有力量
[00:10:11.000 --> 00:10:13.000]  但不會幫助
[00:10:13.000 --> 00:10:15.000]  第八節我們要小心
[00:10:15.000 --> 00:10:17.000]  當我們不懂得去尋求神的時候
[00:10:17.000 --> 00:10:18.000]  尋求人的幫助
[00:10:18.000 --> 00:10:21.000]  有時得到的不是幫助
[00:10:21.000 --> 00:10:23.000]  是羞辱
[00:10:23.000 --> 00:10:25.000]  是困難
[00:10:25.000 --> 00:10:27.000]  是凌辱
[00:10:27.000 --> 00:10:29.000]  聖經提醒我們
[00:10:29.000 --> 00:10:30.000]  第二方面我們看到
[00:10:30.000 --> 00:10:31.000]  聖經再提到
[00:10:31.000 --> 00:10:34.000]  當時猶太人他們不肯聽從神的勸告
[00:10:34.000 --> 00:10:38.000]  大家看看第九節
[00:10:38.000 --> 00:10:40.000]  因為他們是叛逆的百姓
[00:10:40.000 --> 00:10:41.000]  說謊的兒女
[00:10:41.000 --> 00:10:44.000]  不肯聽從也不肯說是憤悔的兒女
[00:10:44.000 --> 00:10:48.000]  接著大家看看第十一節
[00:10:48.000 --> 00:10:52.000]  當時猶太人告訴先知們知道
[00:10:52.000 --> 00:10:54.000]  你們要利器正道
[00:10:54.000 --> 00:10:55.000]  偏離直路
[00:10:55.000 --> 00:10:57.000]  不要再在我們面前提說
[00:10:57.000 --> 00:11:00.000]  以色列的聖者
[00:11:00.000 --> 00:11:01.000]  這裡意思是說
[00:11:01.000 --> 00:11:03.000]  他們在走一條路
[00:11:03.000 --> 00:11:05.000]  先知們提醒他們
[00:11:05.000 --> 00:11:06.000]  但他們卻說
[00:11:06.000 --> 00:11:08.000]  不要擋著我的路
[00:11:08.000 --> 00:11:09.000]  走開
[00:11:09.000 --> 00:11:11.000]  不要擾我
[00:11:11.000 --> 00:11:13.000]  這就是意思
[00:11:13.000 --> 00:11:14.000]  他們還說
[00:11:14.000 --> 00:11:16.000]  不要再提以色列的聖者
[00:11:16.000 --> 00:11:19.000]  當聖經提到以色列的聖者
[00:11:19.000 --> 00:11:21.000]  是指出神是審判者
[00:11:21.000 --> 00:11:24.000]  是那位與人不同
[00:11:24.000 --> 00:11:29.000]  是不會當有罪為無罪的那位神
[00:11:29.000 --> 00:11:32.000]  有時如果你想勸一個人
[00:11:32.000 --> 00:11:34.000]  當他不想聽你這樣說的時候
[00:11:34.000 --> 00:11:38.000]  他就說你不要用聖經壓我
[00:11:38.000 --> 00:11:41.000]  不要用神來拋我
[00:11:41.000 --> 00:11:44.000]  不想聽你不要提神
[00:11:44.000 --> 00:11:46.000]  有一次我提及過一位弟兄
[00:11:46.000 --> 00:11:50.000]  和第三者拍拖
[00:11:50.000 --> 00:11:52.000]  他已經結婚
[00:11:52.000 --> 00:11:54.000]  當他這樣做的時候
[00:11:54.000 --> 00:11:55.000]  有弟兄提醒他
[00:11:55.000 --> 00:11:57.000]  他說你們不要提我了
[00:11:57.000 --> 00:11:58.000]  我寧願落地獄
[00:11:58.000 --> 00:12:00.000]  我都要這樣做
[00:12:00.000 --> 00:12:02.000]  你們不要說神
[00:12:02.000 --> 00:12:03.000]  有些時候當你發覺
[00:12:03.000 --> 00:12:05.000]  當你走一條錯路
[00:12:05.000 --> 00:12:07.000]  當你越跑得快的時候
[00:12:07.000 --> 00:12:11.000]  你就發覺自己不肯停下來聽
[00:12:11.000 --> 00:12:12.000]  一輛跑車
[00:12:12.000 --> 00:12:15.000]  如果當在一個公路上飛馳
[00:12:15.000 --> 00:12:16.000]  快要遇到意外的時候
[00:12:16.000 --> 00:12:19.000]  旁邊人提醒他慢一點
[00:12:19.000 --> 00:12:21.000]  他可能在一種衝力之下
[00:12:21.000 --> 00:12:22.000]  他不肯聽
[00:12:22.000 --> 00:12:25.000]  在那個時候也沒有反省的能力
[00:12:25.000 --> 00:12:27.000]  直至他停下來
[00:12:27.000 --> 00:12:28.000]  他才會發覺
[00:12:28.000 --> 00:12:29.000]  剛才真的很快
[00:12:29.000 --> 00:12:31.000]  很危險很危險
[00:12:31.000 --> 00:12:32.000]  有些弟兄姐妹說
[00:12:32.000 --> 00:12:33.000]  施牧師你知道
[00:12:33.000 --> 00:12:34.000]  我們很忙
[00:12:34.000 --> 00:12:35.000]  很多時間
[00:12:35.000 --> 00:12:37.000]  很多事情要做
[00:12:37.000 --> 00:12:38.000]  不要說要祈禱
[00:12:38.000 --> 00:12:41.000]  連睡覺都沒有機會
[00:12:41.000 --> 00:12:42.000]  我自己也很明白
[00:12:42.000 --> 00:12:44.000]  很多弟兄姐妹的確很忙碌
[00:12:44.000 --> 00:12:47.000]  但是弟兄姐妹容許我說
[00:12:47.000 --> 00:12:49.000]  當你越忙碌的時候
[00:12:49.000 --> 00:12:52.000]  你越需要祈禱
[00:12:52.000 --> 00:12:54.000]  如果你開車開得很快
[00:12:54.000 --> 00:12:57.000]  快到你不能轉彎
[00:12:57.000 --> 00:12:59.000]  你知道很危險
[00:12:59.000 --> 00:13:00.000]  快到一個地步
[00:13:00.000 --> 00:13:01.000]  你不能控制你的軚盤
[00:13:01.000 --> 00:13:04.000]  你的車隨時會撞傷
[00:13:04.000 --> 00:13:07.000]  就會有意外
[00:13:07.000 --> 00:13:08.000]  當你忙的時候
[00:13:08.000 --> 00:13:09.000]  你要記住
[00:13:09.000 --> 00:13:11.000]  你更加要留心給自己機會靜下來
[00:13:11.000 --> 00:13:13.000]  有空間去祈禱
[00:13:13.000 --> 00:13:16.000]  否則你的人生很容易走歪路
[00:13:16.000 --> 00:13:18.000]  可能會有意外
[00:13:18.000 --> 00:13:20.000]  這個正是提醒我們
[00:13:20.000 --> 00:13:22.000]  在你忙碌的時候
[00:13:22.000 --> 00:13:23.000]  你要留心
[00:13:23.000 --> 00:13:25.000]  傾神給你的教訓
[00:13:25.000 --> 00:13:26.000]  如果不能停下來
[00:13:26.000 --> 00:13:28.000]  最終會有什麼後果呢
[00:13:28.000 --> 00:13:32.000]  大家看看第十三節
[00:13:32.000 --> 00:13:33.000]  中間說
[00:13:33.000 --> 00:13:37.000]  好像將要破裂突出的高牆
[00:13:37.000 --> 00:13:39.000]  這幅牆裂開的
[00:13:39.000 --> 00:13:41.000]  有些磚突出來
[00:13:41.000 --> 00:13:42.000]  傾刻之間
[00:13:42.000 --> 00:13:43.000]  在你意想不到的時候
[00:13:43.000 --> 00:13:46.000]  突然間癱瘓
[00:13:46.000 --> 00:13:47.000]  第十四節
[00:13:47.000 --> 00:13:48.000]  要被打碎
[00:13:48.000 --> 00:13:51.000]  好像把搖杖的瓦器打碎
[00:13:51.000 --> 00:13:52.000]  毫不顧色
[00:13:52.000 --> 00:13:54.000]  甚至碎塊中找不到一片
[00:13:54.000 --> 00:13:56.000]  可以從爐內取火
[00:13:56.000 --> 00:13:59.000]  從池中吐水
[00:13:59.000 --> 00:14:00.000]  大家想像
[00:14:00.000 --> 00:14:02.000]  如果這些瓦器打碎了之後
[00:14:02.000 --> 00:14:03.000]  可能剩下一塊比較大一點
[00:14:03.000 --> 00:14:06.000]  也可以用來舀水
[00:14:06.000 --> 00:14:07.000]  但是應該說
[00:14:07.000 --> 00:14:08.000]  碎到一個地步
[00:14:08.000 --> 00:14:11.000]  連用來舀一點水都不能夠
[00:14:11.000 --> 00:14:15.000]  一個很大的破傷
[00:14:15.000 --> 00:14:17.000]  一個很大的損害
[00:14:17.000 --> 00:14:20.000]  到一個完全沒用的地步
[00:14:20.000 --> 00:14:23.000]  當人不能夠接受神的勸告的時候
[00:14:23.000 --> 00:14:26.000]  就有這樣的後果
[00:14:26.000 --> 00:14:27.000]  因此聖經提醒
[00:14:27.000 --> 00:14:29.000]  不要快
[00:14:29.000 --> 00:14:34.000]  不要輕視神的勸告
[00:14:34.000 --> 00:14:36.000]  要留心神的勸告
[00:14:36.000 --> 00:14:39.000]  免至進入這樣的後果當中
[00:14:39.000 --> 00:14:41.000]  當聖經提完一種的後果之後
[00:14:41.000 --> 00:14:43.000]  來到第十五節
[00:14:43.000 --> 00:14:47.000]  聖經開始一個很清楚對我們的勸告
[00:14:47.000 --> 00:14:49.000]  大家請看第十五節
[00:14:49.000 --> 00:14:51.000]  我們一起讀出第十五節
[00:14:51.000 --> 00:14:55.000]  主耶和華以色列的聖者曾如此說
[00:14:55.000 --> 00:14:59.000]  你們得救在乎歸回安息
[00:14:59.000 --> 00:15:02.000]  你們得力在乎平靜安穩
[00:15:02.000 --> 00:15:06.000]  你們竟自不肯
[00:15:06.000 --> 00:15:07.000]  聖經提到
[00:15:07.000 --> 00:15:10.000]  得救在乎兩方面
[00:15:10.000 --> 00:15:13.000]  歸回和安息
[00:15:13.000 --> 00:15:15.000]  歸回的翻譯就是
[00:15:15.000 --> 00:15:18.000]  在乎悔罪悔改
[00:15:18.000 --> 00:15:20.000]  一個人當他做錯了一些事情的時候
[00:15:20.000 --> 00:15:22.000]  他心裏真誠的悔改
[00:15:22.000 --> 00:15:23.000]  也要安息
[00:15:23.000 --> 00:15:25.000]  他才能夠得到釋放
[00:15:25.000 --> 00:15:26.000]  得到拯救
[00:15:26.000 --> 00:15:29.000]  那你說什麼是安息呢?
[00:15:29.000 --> 00:15:31.000]  安息其實一個基本的意思
[00:15:31.000 --> 00:15:33.000]  是聆聽
[00:15:33.000 --> 00:15:36.000]  你去聽清楚神對你的提醒
[00:15:36.000 --> 00:15:37.000]  不是自己到處奔走
[00:15:37.000 --> 00:15:41.000]  去找很多的方法解決問題
[00:15:41.000 --> 00:15:43.000]  一個小學生在家裏做功課
[00:15:43.000 --> 00:15:44.000]  做了一條算式
[00:15:44.000 --> 00:15:45.000]  做到不懂的時候
[00:15:45.000 --> 00:15:47.000]  就去找爸爸問
[00:15:47.000 --> 00:15:50.000]  爸爸說:很簡單,你聽我說吧
[00:15:50.000 --> 00:15:51.000]  爸爸說了兩句
[00:15:51.000 --> 00:15:53.000]  兒子就馬上截停爸爸
[00:15:53.000 --> 00:15:55.000]  「行,我懂,我懂」
[00:15:55.000 --> 00:15:57.000]  然後就開始不停地做
[00:15:57.000 --> 00:15:59.000]  爸爸在身邊再繼續說
[00:15:59.000 --> 00:16:01.000]  怎樣做,他也聽不到
[00:16:01.000 --> 00:16:02.000]  做了一段時間之後
[00:16:02.000 --> 00:16:04.000]  兒子做不來
[00:16:04.000 --> 00:16:05.000]  然後跟爸爸說
[00:16:05.000 --> 00:16:09.000]  「你也教不懂我」
[00:16:09.000 --> 00:16:12.000]  是爸爸教不懂他嗎?
[00:16:12.000 --> 00:16:14.000]  不是,因為他太快認為自己懂了
[00:16:14.000 --> 00:16:15.000]  所以他沒有機會
[00:16:15.000 --> 00:16:18.000]  小心地聽爸爸所教的
[00:16:18.000 --> 00:16:20.000]  什麼是安息呢?
[00:16:20.000 --> 00:16:23.000]  安息是平靜你的內心
[00:16:23.000 --> 00:16:26.000]  全心去聽神對你的指示
[00:16:26.000 --> 00:16:27.000]  你真的認真地看聖經
[00:16:27.000 --> 00:16:30.000]  真的認真地去求告它
[00:16:30.000 --> 00:16:31.000]  當你聽到之後
[00:16:31.000 --> 00:16:33.000]  你知道當走哪一條路
[00:16:33.000 --> 00:16:36.000]  你就有力量勝過以前的錯失
[00:16:36.000 --> 00:16:39.000]  在悔罪當中,在安息當中
[00:16:39.000 --> 00:16:42.000]  你得到拯救,得到釋放
