
[00:00:00.000 --> 00:00:03.360]  請我們一起再打開剛才所讀的聖經
[00:01:35.880 --> 00:01:40.840]  所以以色列人面對的迦南的地方
[00:01:40.840 --> 00:01:42.200]  是應許之地
[00:01:42.200 --> 00:01:45.480]  但是這場是很難打的仗
[00:01:45.480 --> 00:01:46.480]  為什麼這麼難打
[00:01:46.480 --> 00:01:48.040]  因為這七個民族
[00:01:48.040 --> 00:01:49.840]  在我們考古學的研究裡面
[00:01:49.840 --> 00:01:51.960]  他們的文化 他們的武力
[00:01:51.960 --> 00:01:56.040]  他們的軍事比以色列人強得多
[00:01:56.040 --> 00:02:00.200]  我們不要說以色列人是經過了40年的抗野
[00:02:00.200 --> 00:02:03.600]  加上出抗野的人都是奴隸
[00:02:03.600 --> 00:02:07.000]  40年的輾轉輾轉
[00:02:07.000 --> 00:02:07.960]  講得俗一點
[00:02:07.960 --> 00:02:09.560]  什麼功力都散了
[00:02:09.560 --> 00:02:11.480]  怎麼打
[00:02:11.480 --> 00:02:15.240]  而這七個民族在迦南地本身的七個民族裡面
[00:02:15.240 --> 00:02:18.680]  早就已經懂得用鐵器
[00:02:18.680 --> 00:02:21.560]  大家知道在軍事的歷史上
[00:02:21.560 --> 00:02:24.240]  懂得用鐵器來做刀 做槍
[00:02:24.240 --> 00:02:26.040]  和還沒懂得用鐵器
[00:02:26.040 --> 00:02:27.760]  是一個很重要的分別
[00:02:27.760 --> 00:02:29.000]  大家明白了
[00:02:29.000 --> 00:02:32.240]  另外一個分水嶺是懂得用騎馬和不懂騎馬
[00:02:32.240 --> 00:02:36.400]  這些都是軍事歷史上的分水嶺
[00:02:36.400 --> 00:02:39.040]  當時以色列人面對這群民族
[00:02:39.040 --> 00:02:40.400]  這群很強悍的民族
[00:02:40.400 --> 00:02:45.160]  並且軍事的文化遠比以色列人高
[00:02:45.160 --> 00:02:47.400]  真的沒得打
[00:02:47.400 --> 00:02:48.560]  大家都記得
[00:02:48.560 --> 00:02:52.560]  以色列人到什麼時候才懂得用鐵器來做刀 做槍
[00:02:52.560 --> 00:02:55.840]  差不多到王國的時代才懂得
[00:02:55.840 --> 00:02:58.000]  你看到他士司忌
[00:02:58.000 --> 00:03:01.680]  機電帶著以色列人打米電人的時候
[00:03:01.680 --> 00:03:02.680]  還用什麼
[00:03:02.680 --> 00:03:05.320]  用木棍 玻璃瓶和火把
[00:03:05.320 --> 00:03:07.640]  你想想怎麼打
[00:03:07.640 --> 00:03:12.160]  到蘇羅的時候才有一件的盔甲
[00:03:12.160 --> 00:03:12.960]  大家記得嗎
[00:03:12.960 --> 00:03:14.400]  菲律賓人罵戰的時候
[00:03:14.400 --> 00:03:17.240]  大衛說不要出去打哥利亞
[00:03:17.240 --> 00:03:19.480]  蘇羅當皇帝很感動
[00:03:19.480 --> 00:03:22.160]  年輕人 我把盔甲送給你
[00:03:22.160 --> 00:03:25.600]  如果軍營裡有很多盔甲
[00:03:25.600 --> 00:03:27.600]  就不用皇帝自己把那件給他了
[00:03:27.600 --> 00:03:29.120]  不過大衛說這麼重
[00:03:29.120 --> 00:03:30.080]  我不搞定
[00:03:30.080 --> 00:03:32.360]  我五塊石頭就搞定他了
[00:03:32.360 --> 00:03:36.640]  就是說以色列人的軍事戰鬥能力
[00:03:36.640 --> 00:03:39.800]  在任何角度都沒辦法跟他們打
[00:03:39.800 --> 00:03:41.280]  沒辦法跟他們打
[00:03:41.280 --> 00:03:44.840]  所以摩西在這段話裡面所說的很清楚
[00:03:44.840 --> 00:03:46.080]  十七節一講
[00:03:46.080 --> 00:03:49.680]  你若心裡說這些國的文比我更多
[00:03:49.680 --> 00:03:53.360]  我怎麼能夠趕出他們呢
[00:03:53.360 --> 00:03:57.120]  我不知道為什麼和合本和新易本的譯組更多
[00:03:57.120 --> 00:03:58.280]  比我更多
[00:03:58.280 --> 00:04:01.080]  其實英文全部的譯制是Strong
[00:04:01.080 --> 00:04:02.520]  更強的應該是
[00:04:02.520 --> 00:04:04.160]  不過希伯來文有個模糊性
[00:04:04.160 --> 00:04:06.760]  希伯來文也像很多古代文字一樣
[00:04:06.760 --> 00:04:09.280]  用中蘇代表強
[00:04:09.280 --> 00:04:10.480]  強烈的
[00:04:10.480 --> 00:04:11.640]  總而言之
[00:04:11.640 --> 00:04:12.920]  摩西說得很對
[00:04:12.920 --> 00:04:13.720]  對著以色列人說
[00:04:13.720 --> 00:04:15.040]  你說了
[00:04:15.040 --> 00:04:17.520]  面對這些這麼強的民族
[00:04:17.520 --> 00:04:19.920]  我們怎麼能打贏他們呢
[00:04:19.920 --> 00:04:23.440]  前面這是一個很大的難關
[00:04:23.440 --> 00:04:26.480]  人生要面對很多的難關
[00:04:26.480 --> 00:04:28.560]  摩西這句話說的時候
[00:04:28.560 --> 00:04:29.800]  是三千多年前
[00:04:29.800 --> 00:04:32.640]  但今天你和我不是一樣面對人生的難關
[00:04:32.640 --> 00:04:36.600]  當時他們面對的是七大強悍的敵人
[00:04:36.600 --> 00:04:39.480]  今天我們可能不會面對七大強悍的敵人
[00:04:39.480 --> 00:04:43.560]  但我們面前也可能有七大困難等著我們
[00:04:43.560 --> 00:04:46.520]  有時是來自我們的事業上
[00:04:46.520 --> 00:04:47.400]  或者你坐在這裡的時候
[00:04:47.400 --> 00:04:50.960]  你知道有時面對的是經濟上
[00:04:50.960 --> 00:04:53.200]  有時可能是家庭上
[00:04:53.200 --> 00:04:55.280]  有時甚至是市風上
[00:04:55.280 --> 00:04:56.720]  這些困難一看的時候
[00:04:56.720 --> 00:04:58.600]  就像以色列人看見這七個民族一樣
[00:04:58.600 --> 00:05:00.320]  心都消化
[00:05:00.320 --> 00:05:03.000]  這件事怎麼搞呢
[00:05:03.000 --> 00:05:05.240]  你自己最明白這個困難
[00:05:05.240 --> 00:05:07.120]  你自己最知道這個困難
[00:05:07.120 --> 00:05:09.640]  你根本沒可能再走得過去
[00:05:09.640 --> 00:05:10.760]  沒辦法解決
[00:05:10.760 --> 00:05:12.560]  人生有時面對這些難關
[00:05:12.560 --> 00:05:15.040]  真的沒辦法解決
[00:05:15.040 --> 00:05:18.400]  怎麼走怎麼打怎麼面對
[00:05:18.400 --> 00:05:19.680]  是不是
[00:05:19.680 --> 00:05:21.920]  希望今天摩西說下去的這句話
[00:05:21.920 --> 00:05:25.560]  幫助你和我去面對你人生的難題
[00:05:25.560 --> 00:05:26.560]  你坐在這裡的時候你知道
[00:05:26.560 --> 00:05:27.320]  我不知道
[00:05:27.320 --> 00:05:28.000]  你才知道
[00:05:28.000 --> 00:05:28.720]  神知道
[00:05:28.720 --> 00:05:29.440]  好不好
[00:05:29.440 --> 00:05:30.840]  今天我們就像以色列一樣
[00:05:30.840 --> 00:05:32.200]  面對著這個難關
[00:05:32.200 --> 00:05:33.560]  我們怎麼走下去
[00:05:33.560 --> 00:05:34.920]  我們怎麼可以面對
[00:05:34.920 --> 00:05:36.800]  我們怎麼可以將他們趕走
[00:05:36.800 --> 00:05:38.960]  怎麼去打贏呢
[00:05:38.960 --> 00:05:40.000]  在這段話裡面
[00:05:40.000 --> 00:05:41.400]  摩西提醒了以色列人
[00:05:41.400 --> 00:05:46.080]  兩個很重要的保證和安慰
[00:05:46.080 --> 00:05:48.280]  保證和安慰有兩樣
[00:05:48.280 --> 00:05:50.280]  接著摩西也提醒了以色列人
[00:05:50.280 --> 00:05:53.400]  有兩個很重要的真理
[00:05:53.400 --> 00:05:54.640]  兩個提醒
[00:05:54.640 --> 00:05:56.480]  兩個的安慰和保證
[00:05:56.480 --> 00:05:57.320]  兩個的提醒
[00:05:57.320 --> 00:05:59.080]  今天我們記住這四樣東西
[00:05:59.080 --> 00:05:59.440]  好不好
[00:05:59.440 --> 00:06:02.080]  我們看看這段善經怎麼說
[00:06:02.080 --> 00:06:03.080]  大家看節目都知道
[00:06:03.080 --> 00:06:06.200]  有時候我是多數會用新譯本的
[00:06:06.200 --> 00:06:08.960]  所以我讀起來的經文有一點點不同
[00:06:08.960 --> 00:06:09.760]  不要緊
[00:06:09.760 --> 00:06:10.800]  你看著我
[00:06:10.800 --> 00:06:12.920]  本來差不多
[00:06:12.920 --> 00:06:17.600]  首先我們看摩西第一個的保證
[00:06:17.600 --> 00:06:19.600]  我們面對這些難關的時候
[00:06:19.600 --> 00:06:23.320]  我們為什麼可以有勇氣走下去呢
[00:06:23.320 --> 00:06:25.200]  摩西說第一
[00:06:25.200 --> 00:06:28.520]  你千萬不要像普通人一樣
[00:06:28.520 --> 00:06:32.320]  只是看著這個難處和難關
[00:06:32.320 --> 00:06:34.720]  你看著這七個向海的民族
[00:06:34.720 --> 00:06:36.160]  你就心就消化
[00:06:36.160 --> 00:06:37.480]  你就沒有勇氣走下去
[00:06:37.480 --> 00:06:38.760]  正如你和我今天
[00:06:38.760 --> 00:06:40.760]  人總是有困難的時候
[00:06:40.760 --> 00:06:41.800]  當然要看著困難
[00:06:41.800 --> 00:06:43.320]  越想越難
[00:06:43.320 --> 00:06:44.160]  是不是
[00:06:44.160 --> 00:06:46.160]  那我知道這個當然不容易
[00:06:46.160 --> 00:06:47.680]  不然你也不會經常想著它
[00:06:47.680 --> 00:06:48.600]  你走不掉的
[00:06:48.600 --> 00:06:50.520]  想著這個問題怎麼辦
[00:06:50.520 --> 00:06:51.440]  你搞定左邊
[00:06:51.440 --> 00:06:52.280]  它右邊就掉出來
[00:06:52.280 --> 00:06:52.920]  搞定右邊
[00:06:52.920 --> 00:06:53.880]  它又掉回左邊出來
[00:06:53.880 --> 00:06:54.680]  是不是
[00:06:54.680 --> 00:06:56.800]  我不知道能不能說出你心裡的說話
[00:06:56.800 --> 00:06:59.200]  我自己經歷過人生很多的難題
[00:06:59.200 --> 00:06:59.800]  還有
[00:06:59.800 --> 00:07:01.680]  有些是人際關係的事情的時候
[00:07:01.680 --> 00:07:04.640]  那個心是他的
[00:07:04.640 --> 00:07:05.760]  怎麼也改不了
[00:07:05.760 --> 00:07:06.760]  是不是
[00:07:06.760 --> 00:07:08.200]  我說給他聽
[00:07:08.200 --> 00:07:10.240]  你會發覺全世界最明白的就是他
[00:07:10.240 --> 00:07:12.240]  但是最說不出的就是你
[00:07:12.240 --> 00:07:13.920]  千萬不要你說
[00:07:13.920 --> 00:07:14.720]  同一句話
[00:07:14.720 --> 00:07:16.120]  媽媽或狗說都可以
[00:07:16.120 --> 00:07:18.000]  你一說就更糟糕
[00:07:18.000 --> 00:07:20.120]  於是你最知道應該說些什麼
[00:07:20.120 --> 00:07:22.080]  但是你最能夠的
[00:07:22.080 --> 00:07:23.320]  就是不能夠說
[00:07:23.320 --> 00:07:24.800]  有時候面對難關的時候
[00:07:24.800 --> 00:07:26.880]  你發覺沒有路可以走
[00:07:26.880 --> 00:07:28.920]  沒有路可以走的時候怎麼辦
[00:07:28.920 --> 00:07:29.880]  神說
[00:07:29.880 --> 00:07:32.200]  你不要看著你的難關
[00:07:32.200 --> 00:07:34.120]  你要看兩樣東西
[00:07:34.120 --> 00:07:35.040]  第一
[00:07:35.040 --> 00:07:37.800]  十八節和十九節
[00:07:37.800 --> 00:07:38.520]  這兩節
[00:07:38.520 --> 00:07:42.080]  神說你要看回以往
[00:07:42.080 --> 00:07:44.280]  看回後面
[00:07:44.280 --> 00:07:45.680]  不是逃避
[00:07:45.680 --> 00:07:47.800]  不過看回後面看什麼呢
[00:07:47.800 --> 00:07:50.800]  十八節說你不要怕他們
[00:07:50.800 --> 00:07:53.400]  只要牢牢的記住
[00:07:53.400 --> 00:07:56.440]  記住一些你可能遺忘了的事情
[00:07:56.440 --> 00:07:57.800]  記得什麼
[00:07:57.800 --> 00:08:00.200]  記得耶和華的神
[00:08:00.200 --> 00:08:03.280]  向法老和全埃及所行的事
[00:08:03.280 --> 00:08:05.000]  記得你以前
[00:08:05.000 --> 00:08:08.400]  曾經經歷過神為你所做的事
[00:08:08.400 --> 00:08:09.320]  那些是什麼呢
[00:08:09.320 --> 00:08:12.320]  就是你親眼看見的那些大試驗神
[00:08:12.320 --> 00:08:15.000]  即是大人的手和他伸出來的臂膀
[00:08:15.000 --> 00:08:16.000]  五樣東西
[00:08:16.000 --> 00:08:21.680]  摩西說你不要看前面的困難
[00:08:21.680 --> 00:08:24.000]  你應該先看見以往
[00:08:24.000 --> 00:08:29.200]  記住神曾經在你的生命裡面做過什麼
[00:08:29.200 --> 00:08:31.040]  他所做過的事
[00:08:31.040 --> 00:08:32.560]  就好像以色列一樣
[00:08:32.560 --> 00:08:36.400]  在埃及遺奴之地被拯救出來的那些
[00:08:36.400 --> 00:08:37.600]  大試驗神
[00:08:37.600 --> 00:08:41.360]  即是神的手和他的臂膀
[00:08:41.360 --> 00:08:42.560]  這幾件事代表了什麼
[00:08:42.560 --> 00:08:43.880]  我相信大家都記得
[00:08:43.880 --> 00:08:45.960]  在以色列出埃及的時候
[00:08:45.960 --> 00:08:48.240]  摩西去到埃及地的時候
[00:08:48.240 --> 00:08:51.640]  和法老和的術士比賽的時候
[00:08:51.640 --> 00:08:52.960]  那個災的時候
[00:08:52.960 --> 00:08:54.800]  最初的術士還可以搞定的
[00:08:54.800 --> 00:08:55.440]  你做一件事
[00:08:55.440 --> 00:08:56.440]  我做一件事
[00:08:56.440 --> 00:08:59.120]  但慢慢慢慢摩西所做的事
[00:08:59.120 --> 00:09:01.320]  奉耶和華的命所做的事
[00:09:01.320 --> 00:09:02.480]  術士做不到
[00:09:02.480 --> 00:09:05.440]  這個試驗裡面顯然顯出
[00:09:05.440 --> 00:09:09.840]  神永遠是那位更有能力的主
[00:09:09.840 --> 00:09:11.080]  你記得的
[00:09:11.080 --> 00:09:12.240]  摩西說你記得
[00:09:12.240 --> 00:09:13.920]  你記得那些情勢
[00:09:13.920 --> 00:09:16.160]  跟著那些神跡的奇事
[00:09:16.160 --> 00:09:17.720]  神怎樣殺長子
[00:09:17.720 --> 00:09:19.760]  怎樣行御御戰
[00:09:19.760 --> 00:09:22.560]  以至埃及人害怕到一個地步
[00:09:22.560 --> 00:09:23.800]  無條件地放你走
[00:09:23.800 --> 00:09:25.960]  還給你東西送你走
[00:09:25.960 --> 00:09:28.160]  法母沒有想過
[00:09:28.160 --> 00:09:29.880]  走到出去的時候
[00:09:29.880 --> 00:09:31.480]  不單止你看見神跡的奇事
[00:09:31.480 --> 00:09:34.000]  你還看見神的手在背後
[00:09:34.000 --> 00:09:38.240]  神的手在神跡奇事的背後
[00:09:38.240 --> 00:09:39.920]  一直沒有離開過你
[00:09:39.920 --> 00:09:41.480]  然後你還走出去的時候
[00:09:41.480 --> 00:09:42.720]  法老突然想起來
[00:09:42.720 --> 00:09:43.760]  覺得不太值得
[00:09:43.760 --> 00:09:45.200]  派軍追的時候
[00:09:45.200 --> 00:09:46.760]  神伸展的蚌臂
[00:09:46.760 --> 00:09:48.920]  一直去到紅海的海邊
[00:09:48.920 --> 00:09:49.800]  打開紅海
[00:09:49.800 --> 00:09:52.280]  然後覆蓋埃及的軍隊
[00:09:52.280 --> 00:09:53.400]  你記得嗎
[00:09:53.400 --> 00:09:54.560]  神的大量的手
[00:09:54.560 --> 00:09:55.920]  神的伸展的蚌臂
[00:09:55.920 --> 00:09:56.880]  神的神跡
[00:09:56.880 --> 00:09:58.840]  神的奇事
[00:09:58.840 --> 00:10:01.520]  你一定要牢牢的記住
[00:10:01.520 --> 00:10:02.840]  為什麼要記住
[00:10:02.840 --> 00:10:05.120]  因為當年
[00:10:05.120 --> 00:10:08.200]  你在埃及當奴隸的時候
[00:10:08.200 --> 00:10:09.280]  你聽見的消息說
[00:10:09.280 --> 00:10:10.840]  神要拯救你
[00:10:10.840 --> 00:10:11.880]  不用當奴隸
[00:10:11.880 --> 00:10:13.160]  你當時也說過
[00:10:13.160 --> 00:10:15.640]  有什麼可能
[00:10:15.640 --> 00:10:16.480]  是不是
[00:10:16.480 --> 00:10:17.400]  你說過的
[00:10:17.400 --> 00:10:18.800]  你也說過的
[00:10:18.800 --> 00:10:19.960]  在埃及的時候
[00:10:19.960 --> 00:10:21.440]  你自己當奴隸的時候
[00:10:21.440 --> 00:10:23.960]  手無寸鐵被人鎖住的時候
[00:10:23.960 --> 00:10:24.840]  你聽見摩西說
[00:10:24.840 --> 00:10:25.760]  神要拯救你
[00:10:25.760 --> 00:10:27.760]  出去做自由的人
[00:10:27.760 --> 00:10:28.880]  去抗夜
[00:10:28.880 --> 00:10:29.760]  去敬拜夜王
[00:10:29.760 --> 00:10:31.120]  我想你當時也說
[00:10:31.120 --> 00:10:32.560]  怎麼可能
[00:10:32.560 --> 00:10:33.920]  這件事是不可能的
[00:10:33.920 --> 00:10:34.680]  你看看
[00:10:34.680 --> 00:10:35.600]  成為可能的
[00:10:35.600 --> 00:10:36.800]  你記得嗎
[00:10:36.800 --> 00:10:37.880]  就是這樣
[00:10:37.880 --> 00:10:38.720]  你要記住
[00:10:38.720 --> 00:10:42.120]  你曾經在你生命裡發生過的事
[00:10:42.120 --> 00:10:44.320]  今天我知道你面對很大的難關
[00:10:44.320 --> 00:10:45.040]  但是你記得
[00:10:45.040 --> 00:10:47.440]  神曾經在你的生命裡做過多少次
[00:10:47.440 --> 00:10:48.360]  你親口說過
[00:10:48.360 --> 00:10:50.360]  不可能的日子都過了
[00:10:50.360 --> 00:10:51.400]  就是這樣過了
[00:10:51.400 --> 00:10:54.000]  你不要忘記神的奇事
[00:10:54.000 --> 00:10:55.320]  神的手
[00:10:55.320 --> 00:10:56.920]  祂大量的蚌臂
[00:10:56.920 --> 00:10:58.640]  伸展的蚌臂
[00:10:58.640 --> 00:11:00.160]  這是第一件你要記住的事
[00:11:00.160 --> 00:11:01.240]  如果你忘記了祂的話
[00:11:01.240 --> 00:11:05.200]  你的心就會害怕了
[00:11:05.200 --> 00:11:06.320]  所以神說過
[00:11:06.320 --> 00:11:08.360]  我怎樣做過的
[00:11:08.360 --> 00:11:09.440]  第十九節
[00:11:09.440 --> 00:11:12.480]  神也必照樣的代你們那些
[00:11:12.480 --> 00:11:13.760]  所恐懼的民眾
[00:11:13.760 --> 00:11:16.560]  因為我一樣是面對祂
[00:11:16.560 --> 00:11:19.120]  同一個神
[00:11:19.120 --> 00:11:20.400]  你要牢牢記住
[00:11:20.400 --> 00:11:22.400]  神曾經怎樣做
[00:11:22.400 --> 00:11:25.360]  祂也會照樣的感受
[00:11:25.360 --> 00:11:27.360]  這是第一個保證
[00:11:27.360 --> 00:11:28.520]  信心的保證
[00:11:28.520 --> 00:11:30.160]  第二件事
[00:11:30.160 --> 00:11:31.760]  二十和二十一節
[00:11:31.760 --> 00:11:32.440]  重要的
[00:11:32.440 --> 00:11:34.240]  你不要看著困難
[00:11:34.240 --> 00:11:36.720]  你回顧神曾經做過的事
[00:11:36.720 --> 00:11:37.960]  我相信很明顯的
[00:11:37.960 --> 00:11:39.080]  第二件事要看著的
[00:11:39.080 --> 00:11:41.720]  就是前面神會做的事
[00:11:41.720 --> 00:11:43.360]  看著神
[00:11:43.360 --> 00:11:44.640]  看上一點
[00:11:44.640 --> 00:11:46.160]  不要這樣
[00:11:46.160 --> 00:11:47.880]  前面打平體的時候
[00:11:47.880 --> 00:11:49.800]  你就會很害怕
[00:11:49.800 --> 00:11:51.920]  打橫體你也會害怕
[00:11:51.920 --> 00:11:53.040]  看上一點
[00:11:53.040 --> 00:11:54.480]  看見那位神是什麼
[00:11:54.480 --> 00:11:56.480]  那位神在十九節說
[00:11:56.480 --> 00:11:58.160]  他答應給你
[00:11:58.160 --> 00:12:01.640]  神不僅要幫你打勝仗
[00:12:01.640 --> 00:12:03.440]  還要你傳聖
[00:12:03.440 --> 00:12:04.880]  傳聖到什麼地步呢
[00:12:04.880 --> 00:12:05.760]  二十節說
[00:12:05.760 --> 00:12:07.600]  神要打發大黃蜂
[00:12:07.600 --> 00:12:10.480]  這個新易古譯叫大黃蜂
[00:12:10.480 --> 00:12:11.000]  我相信是
[00:12:11.000 --> 00:12:12.600]  因為不是普通的黃蜂
[00:12:12.600 --> 00:12:15.360]  是大黃蜂飛到他們中間
[00:12:15.360 --> 00:12:18.320]  直到那些殘存躲藏起來的人
[00:12:18.320 --> 00:12:22.520]  都從你們面前消滅為止
[00:12:22.520 --> 00:12:24.960]  就是那位神
[00:12:24.960 --> 00:12:27.760]  大黃蜂是巴勒斯坦很特別的風
[00:12:27.760 --> 00:12:29.320]  是很毒的風
[00:12:29.320 --> 00:12:30.840]  所有人都很害怕
[00:12:30.840 --> 00:12:32.320]  而且它四處飛來飛去
[00:12:32.320 --> 00:12:33.440]  是一群的
[00:12:33.440 --> 00:12:35.440]  你躲到哪裡都躲不住
[00:12:35.440 --> 00:12:36.200]  就是說
[00:12:36.200 --> 00:12:37.680]  神說我會用一個
[00:12:37.680 --> 00:12:39.880]  人都想不到的方法
[00:12:39.880 --> 00:12:41.960]  是超過人所能做的方法
[00:12:41.960 --> 00:12:43.840]  是得到傳聖的
[00:12:43.840 --> 00:12:44.880]  所謂傳聖就是
[00:12:44.880 --> 00:12:45.920]  你普通打仗
[00:12:45.920 --> 00:12:46.600]  你打贏了
[00:12:46.600 --> 00:12:48.360]  有些人都會躲起來
[00:12:48.360 --> 00:12:50.360]  今天伊拉克還有很多人躲起來
[00:12:50.360 --> 00:12:51.800]  要打很久
[00:12:51.800 --> 00:12:53.880]  神說不是的
[00:12:53.880 --> 00:12:55.480]  人看不到的地方
[00:12:55.480 --> 00:12:56.640]  黃蜂出來的時候
[00:12:56.640 --> 00:12:59.280]  你躲到哪裡都能抓到人
[00:12:59.280 --> 00:13:00.840]  因為黃蜂去到的地方
[00:13:00.840 --> 00:13:01.960]  人躲都沒得躲
[00:13:01.960 --> 00:13:04.320]  最終那些人就跑出來投降
[00:13:04.320 --> 00:13:06.360]  神說我要贏到這樣
[00:13:06.360 --> 00:13:08.960]  你信不信得過我
[00:13:08.960 --> 00:13:10.680]  這個就是我要顯出
[00:13:10.680 --> 00:13:12.160]  我與別不同的地方
[00:13:12.160 --> 00:13:14.040]  我要你看到你打贏的仗
[00:13:14.040 --> 00:13:16.880]  並不是你打贏
[00:13:16.880 --> 00:13:19.000]  是不可能的
[00:13:19.000 --> 00:13:22.120]  神自己打贏了
[00:13:22.120 --> 00:13:23.560]  所以呢
[00:13:23.560 --> 00:13:25.720]  第二節很有意思的
[00:13:25.720 --> 00:13:27.280]  第一節中文翻譯就說
[00:13:27.280 --> 00:13:29.320]  你不要因為他們驚慌
[00:13:29.320 --> 00:13:31.840]  因為耶和華你的神是在你們中間
[00:13:31.840 --> 00:13:36.120]  他是大而可畏的神
[00:13:36.120 --> 00:13:39.240]  和合本也差不多
[00:13:39.240 --> 00:13:42.120]  你不要因他們驚恐
[00:13:42.120 --> 00:13:44.520]  因為耶和華你的神在你們中間
[00:13:44.520 --> 00:13:46.520]  是大而可畏的神
[00:13:46.520 --> 00:13:49.840]  這兩句中文我都翻譯不到味道
[00:13:49.840 --> 00:13:51.840]  原文的味道很特別
[00:13:51.840 --> 00:13:53.480]  原來的意思就是說
[00:13:53.480 --> 00:13:55.960]  你不用怕他們
[00:13:55.960 --> 00:13:58.560]  因為你的神是可畏的神
[00:13:58.560 --> 00:14:01.920]  簡單來說有兩種怕
[00:14:01.920 --> 00:14:03.560]  你不用怕他們
[00:14:03.560 --> 00:14:04.360]  如果你怕他們
[00:14:04.360 --> 00:14:05.640]  不如你怕神好過
[00:14:05.640 --> 00:14:06.800]  你明白我的意思嗎
[00:14:06.800 --> 00:14:08.000]  意思就是說
[00:14:08.000 --> 00:14:10.200]  那些能夠恐懼神的人
[00:14:10.200 --> 00:14:11.560]  那些能夠敬畏神的人
[00:14:11.560 --> 00:14:12.960]  那些懂得怕神的人
[00:14:12.960 --> 00:14:15.040]  是不會再怕任何敵人的
[00:14:15.040 --> 00:14:16.200]  你聽得明白我的意思嗎
[00:14:16.200 --> 00:14:18.200]  反而那些不怕神的人
[00:14:18.200 --> 00:14:19.640]  他就要怕很久了
[00:14:19.640 --> 00:14:22.160]  又怕這個又怕那個
[00:14:22.160 --> 00:14:22.800]  你明白嗎
[00:14:22.800 --> 00:14:23.680]  這句是金句
[00:14:23.680 --> 00:14:25.160]  你記住
[00:14:25.160 --> 00:14:25.760]  是金句
[00:14:25.760 --> 00:14:26.800]  懂得怕神的人
[00:14:26.800 --> 00:14:29.240]  就不會再怕任何的東西
[00:14:29.240 --> 00:14:30.640]  唯有那些不懂得怕神的人
[00:14:30.640 --> 00:14:32.000]  才會開始怕其他東西
[00:14:32.000 --> 00:14:33.680]  怕他的敵人
[00:14:33.680 --> 00:14:35.000]  這句就是摩西所說的
[00:14:35.000 --> 00:14:36.200]  很有意思
[00:14:36.200 --> 00:14:37.800]  你知道神是誰
[00:14:37.800 --> 00:14:39.080]  你懂得怕他的時候
[00:14:39.080 --> 00:14:44.120]  你就不會再恐懼前面的敵人
[00:14:44.120 --> 00:14:45.960]  你經歷過這些嗎
[00:14:45.960 --> 00:14:48.560]  求神幫助你不要忘記這些日子
[00:14:48.560 --> 00:14:50.040]  所發生的這些事
[00:14:50.040 --> 00:14:53.920]  以至你人生還會前面有很多很多的難關要過的時候
[00:14:53.920 --> 00:14:54.920]  每一次
[00:14:54.920 --> 00:14:56.800]  拿著這兩個的準則
[00:14:56.800 --> 00:14:59.080]  拿著這兩個的保證
[00:14:59.080 --> 00:15:02.480]  來一步一步的渡過
[00:15:02.480 --> 00:15:04.440]  我記得幾年前我們在加拿大的時候
