
[00:00:00.000 --> 00:00:01.200]  我們這樣的神秘
[00:01:05.900 --> 00:01:08.100]  送了兩棵長青的植物
[00:01:08.100 --> 00:01:11.100]  放在他們的禮堂台上
[00:01:11.100 --> 00:01:12.600]  歐先生就說
[00:01:12.600 --> 00:01:14.600]  他說這一棵高了七吋
[00:01:14.600 --> 00:01:16.500]  這一棵高了八吋
[00:01:16.500 --> 00:01:20.200]  我們可以向露堂交代了
[00:01:20.200 --> 00:01:24.100]  果然重要的不在於那個植物的增長
[00:01:24.100 --> 00:01:27.100]  而是感受到他們屬靈的生命的成長
[00:01:27.100 --> 00:01:28.900]  無論人數質素上
[00:01:28.900 --> 00:01:30.100]  都蒙神的致福
[00:01:30.100 --> 00:01:31.900]  我為他們很感謝神
[00:01:31.900 --> 00:01:33.100]  當我看到他們成長的時候
[00:01:33.100 --> 00:01:34.500]  我都要節節想起
[00:01:34.500 --> 00:01:36.800]  其實北宣家都要小心
[00:01:36.800 --> 00:01:39.100]  不單止見到分堂蒙恩
[00:01:39.100 --> 00:01:41.000]  我們都要受他們的激勵
[00:01:41.000 --> 00:01:43.100]  我們都要不斷地成長
[00:01:43.100 --> 00:01:44.900]  不要
[00:01:44.900 --> 00:01:46.100]  我可不可以這樣說呢
[00:01:46.100 --> 00:01:49.000]  不要老氣橫秋
[00:01:49.000 --> 00:01:50.500]  而是需要不斷地求神
[00:01:50.500 --> 00:01:52.000]  給我們新的精力
[00:01:52.000 --> 00:01:54.400]  新的一種方向
[00:01:54.400 --> 00:01:56.900]  來追求更大的成長
[00:01:56.900 --> 00:01:57.900]  求主這樣幫助我們
[00:01:57.900 --> 00:01:59.300]  去彼此鼓勵
[00:01:59.300 --> 00:02:01.600]  彼此的激勵
[00:02:01.600 --> 00:02:03.600]  今天跟大家思想聖經的一段經文
[00:02:03.600 --> 00:02:04.600]  「自由與歸屬」
[00:02:04.600 --> 00:02:05.900]  我請大家跟我坐在一起
[00:02:05.900 --> 00:02:11.400]  我們再一次仰望神
[00:02:11.400 --> 00:02:12.100]  親愛的主
[00:02:12.100 --> 00:02:13.800]  我們多謝祢
[00:02:13.800 --> 00:02:17.200]  多謝祢成為我們生命的主
[00:02:17.200 --> 00:02:19.300]  我們知道自己的卑微
[00:02:19.300 --> 00:02:22.400]  自己有很多得罪祢的地方
[00:02:22.400 --> 00:02:24.700]  祢仍然樂意成為我們的主
[00:02:24.700 --> 00:02:26.400]  每一天說領我們
[00:02:26.400 --> 00:02:28.900]  每一天提攜我們
[00:02:28.900 --> 00:02:30.200]  主我們何等有福
[00:02:30.200 --> 00:02:31.600]  有永生的上帝
[00:02:31.600 --> 00:02:34.600]  天地的主宰成為我們的主
[00:02:34.600 --> 00:02:35.400]  如今我們很願意
[00:02:35.400 --> 00:02:36.700]  我們親愛的主
[00:02:36.700 --> 00:02:37.700]  幫助我們每一個人
[00:02:37.700 --> 00:02:40.700]  能夠調準向準祢
[00:02:40.700 --> 00:02:43.100]  叫我們因為尊祢為大的時候
[00:02:43.100 --> 00:02:45.800]  我們就能夠彼此同心
[00:02:45.800 --> 00:02:47.400]  主願祢恩代我們的教會
[00:02:47.400 --> 00:02:50.000]  也透過這段聖經的經文
[00:02:50.000 --> 00:02:51.700]  再一次來教導我們
[00:02:51.700 --> 00:02:53.300]  提醒我們
[00:02:53.300 --> 00:02:54.300]  同心禱告
[00:02:54.300 --> 00:02:56.000]  奉耶穌名祈求
[00:02:56.000 --> 00:02:58.000]  阿門
[00:02:58.000 --> 00:02:59.900]  我請大家先打開聖經
[00:02:59.900 --> 00:03:07.800]  我們剛才讀過的二弗所書第二章
[00:03:07.800 --> 00:03:13.800]  二弗所書第二章
[00:03:13.800 --> 00:03:15.300]  在我們思想經文之前
[00:03:15.300 --> 00:03:17.600]  我想先提一件事情
[00:03:17.600 --> 00:03:18.900]  就是有一次我記得
[00:03:18.900 --> 00:03:21.700]  幾年之前曾經有一個領袖退修營
[00:03:21.700 --> 00:03:24.200]  我和一班弟兄姊妹分享一個訊息
[00:03:24.200 --> 00:03:26.600]  這個訊息對我自己也很深刻
[00:03:26.600 --> 00:03:28.200]  這個訊息就是
[00:03:28.200 --> 00:03:30.500]  我屬誰
[00:03:30.500 --> 00:03:33.000]  我是屬於誰的呢
[00:03:33.000 --> 00:03:34.700]  很多時候我們都會有一個問題就是
[00:03:34.700 --> 00:03:39.200]  我是不是屬於我的父母的呢
[00:03:39.200 --> 00:03:41.000]  或者肉身上的關係是
[00:03:41.000 --> 00:03:44.100]  但是感覺好像不是很是
[00:03:44.100 --> 00:03:46.000]  因為一個青年女孩
[00:03:46.000 --> 00:03:50.300]  她自己因為是一個被媽媽拋棄的人
[00:03:50.300 --> 00:03:54.500]  她自己的家庭的父母是她的養父養母
[00:03:54.500 --> 00:03:55.700]  她常常都問一個問題
[00:03:55.700 --> 00:03:57.900]  她說我媽媽知道我的電話
[00:03:57.900 --> 00:03:59.100]  為甚麼這麼多年
[00:03:59.100 --> 00:04:01.600]  連打電話來都不打
[00:04:01.600 --> 00:04:03.400]  是不是她覺得我沒有價值
[00:04:03.400 --> 00:04:06.200]  所以不要我呢
[00:04:06.200 --> 00:04:09.300]  她心裏常常感覺自己好像沒有甚麼價值
[00:04:09.300 --> 00:04:11.500]  好像沒有人愛護她
[00:04:11.500 --> 00:04:14.800]  而她也不屬於任何的家庭
[00:04:14.800 --> 00:04:17.300]  她心裏面有很大的掙扎
[00:04:17.300 --> 00:04:19.700]  很多人都體會到一個子女
[00:04:19.700 --> 00:04:24.100]  當她的父母能夠公開地接納她
[00:04:24.100 --> 00:04:27.100]  表示說我以我的子女為榮
[00:04:27.100 --> 00:04:28.200]  甚至很清楚地表示
[00:04:28.200 --> 00:04:29.800]  她是我的兒子
[00:04:29.800 --> 00:04:31.600]  是我的女兒
[00:04:31.600 --> 00:04:35.600]  那種公開表示的認屬
[00:04:35.600 --> 00:04:36.900]  那種關係
[00:04:36.900 --> 00:04:40.100]  常常令到子女可以很健康地成長
[00:04:40.100 --> 00:04:43.600]  一個清楚地感受自己是有所屬的少年人
[00:04:43.600 --> 00:04:46.900]  可以有更健康的心理狀況
[00:04:46.900 --> 00:04:48.900]  但同時我們想回到作為教徒
[00:04:48.900 --> 00:04:51.100]  我們知道自己是屬於神的
[00:04:51.100 --> 00:04:53.700]  但你是否真的這麼確認
[00:04:53.700 --> 00:04:55.300]  你是屬於神
[00:04:55.300 --> 00:04:57.100]  亦是屬於一個群體
[00:04:57.100 --> 00:04:58.900]  一個屬靈的家
[00:04:58.900 --> 00:05:00.700]  如果你沒有這種確認
[00:05:00.700 --> 00:05:03.500]  你的成長也會有一些影響
[00:05:03.500 --> 00:05:04.900]  所以今天在會友主日當中
[00:05:04.900 --> 00:05:06.900]  我和大家思想一件事
[00:05:06.900 --> 00:05:08.200]  你知不知道
[00:05:08.200 --> 00:05:11.100]  你是屬於神
[00:05:11.100 --> 00:05:14.600]  又是屬於神的家
[00:05:14.600 --> 00:05:18.100]  而聖經跟我們說第十九節
[00:05:18.100 --> 00:05:22.300]  「這樣你們不再作外人和客類
[00:05:22.300 --> 00:05:24.300]  是與聖徒同國
[00:05:24.300 --> 00:05:26.800]  是神家裡的人」
[00:05:26.800 --> 00:05:27.900]  在神的家裡
[00:05:27.900 --> 00:05:29.700]  你不要覺得你是外人
[00:05:29.700 --> 00:05:31.200]  不要覺得你是客類
[00:05:31.200 --> 00:05:32.800]  我們只是住客
[00:05:32.800 --> 00:05:35.000]  我們參加一兩次聚會
[00:05:35.000 --> 00:05:37.200]  然後我走了
[00:05:37.200 --> 00:05:40.300]  你要知道你是神家裡的一分子
[00:05:40.300 --> 00:05:42.600]  是神家裡的人
[00:05:42.600 --> 00:05:44.300]  在聖經提到神家裡
[00:05:44.300 --> 00:05:45.600]  有兩個很重要的意思
[00:05:45.600 --> 00:05:46.500]  第一
[00:05:46.500 --> 00:05:48.900]  就是你屬於這個家主
[00:05:48.900 --> 00:05:50.300]  這位神
[00:05:50.300 --> 00:05:51.600]  你是屬於祂的
[00:05:51.600 --> 00:05:54.000]  你是有所屬的
[00:05:54.000 --> 00:05:55.700]  我記得有一次自己
[00:05:55.700 --> 00:05:57.100]  在晚上坐飛機
[00:05:57.100 --> 00:05:59.400]  一個人坐飛機
[00:05:59.400 --> 00:06:00.900]  當飛機起飛的時候
[00:06:00.900 --> 00:06:02.700]  到處都很漆黑
[00:06:02.700 --> 00:06:04.800]  整個飛機裡面沒有一個人我認識
[00:06:04.800 --> 00:06:07.600]  只有一個人坐在近窗戶的地方
[00:06:07.600 --> 00:06:08.400]  我望出去
[00:06:08.400 --> 00:06:10.300]  外面很黑很黑
[00:06:10.300 --> 00:06:11.800]  稍微有一點光
[00:06:11.800 --> 00:06:13.300]  可能是一點
[00:06:13.300 --> 00:06:14.700]  不知道哪裡發出的燈光
[00:06:14.700 --> 00:06:16.900]  或者是星光
[00:06:16.900 --> 00:06:18.300]  那個時候突然有一種感覺
[00:06:18.300 --> 00:06:22.100]  好像有一點孤單
[00:06:22.100 --> 00:06:23.600]  想起一句話
[00:06:23.600 --> 00:06:27.200]  大地孤兒
[00:06:27.200 --> 00:06:28.300]  我即時提醒自己
[00:06:28.300 --> 00:06:29.600]  你不是孤兒
[00:06:29.600 --> 00:06:31.500]  你不是孤單
[00:06:31.500 --> 00:06:33.300]  因為你是屬於神的
[00:06:33.300 --> 00:06:36.600]  我想回聖經創下書第四十三章第一節
[00:06:36.600 --> 00:06:37.800]  聖經就說
[00:06:37.800 --> 00:06:41.100]  「我曾提你的名召你
[00:06:41.100 --> 00:06:43.900]  你是屬我的」
[00:06:43.900 --> 00:06:44.800]  神告訴我們
[00:06:44.800 --> 00:06:47.200]  「我提你的名召你
[00:06:47.200 --> 00:06:49.100]  你是屬於我的」
[00:06:49.100 --> 00:06:49.800]  不單是我
[00:06:49.800 --> 00:06:50.900]  每一個屬神的人
[00:06:50.900 --> 00:06:52.400]  每一個信耶穌的人
[00:06:52.400 --> 00:06:53.800]  神知道你的名字
[00:06:53.800 --> 00:06:55.200]  知道你的生命
[00:06:55.200 --> 00:06:57.000]  祂知道你
[00:06:57.000 --> 00:06:58.200]  而提醒我們
[00:06:58.200 --> 00:07:00.400]  你是屬我的
[00:07:00.400 --> 00:07:01.800]  當我們想回應這個恩典的時候
[00:07:01.800 --> 00:07:02.500]  我們就知道
[00:07:02.500 --> 00:07:03.800]  我們不要忘記
[00:07:03.800 --> 00:07:05.500]  我們是屬於這位神
[00:07:05.500 --> 00:07:07.800]  祂常常帶領我們
[00:07:07.800 --> 00:07:08.500]  而聖經提到
[00:07:08.500 --> 00:07:10.300]  「神將聖靈指在我們心中
[00:07:10.300 --> 00:07:11.900]  成為一種人祈」
[00:07:11.900 --> 00:07:13.600]  大家如果揭開前面
[00:07:13.600 --> 00:07:16.600]  二弗所書第一章第十三節
[00:07:16.600 --> 00:07:21.500]  你就會留意到
[00:07:21.500 --> 00:07:25.700]  第一章第十三節
[00:07:25.700 --> 00:07:28.000]  「你們既聽見真理的道
[00:07:28.000 --> 00:07:30.600]  就算那叫你們得救的福音
[00:07:30.600 --> 00:07:32.400]  也信了基督
[00:07:32.400 --> 00:07:34.100]  既然信他
[00:07:34.100 --> 00:07:39.600]  就受了所應許的聖靈為人祈」
[00:07:39.600 --> 00:07:40.500]  我們都知道
[00:07:40.500 --> 00:07:41.700]  我們心裡有聖靈
[00:07:41.700 --> 00:07:43.700]  但很多時候我們不意識到
[00:07:43.700 --> 00:07:45.000]  聖靈在你心中
[00:07:45.000 --> 00:07:47.100]  是真正與你同在
[00:07:47.100 --> 00:07:49.200]  聖經二弘福音十四章所說
[00:07:49.200 --> 00:07:52.000]  是永遠與你同在
[00:07:52.000 --> 00:07:53.600]  是不會離開你的
[00:07:53.600 --> 00:07:54.500]  有人說我犯罪
[00:07:54.500 --> 00:07:55.900]  那怎麼辦呢?
[00:07:55.900 --> 00:07:56.600]  不是
[00:07:56.600 --> 00:07:57.900]  就算你犯罪
[00:07:57.900 --> 00:08:01.700]  聖靈都繼續與你同在
[00:08:01.700 --> 00:08:05.000]  而祂成為了你的人祈
[00:08:05.000 --> 00:08:06.100]  你的結婚弟兄姊妹
[00:08:06.100 --> 00:08:07.600]  他們手上有戒指
[00:08:07.600 --> 00:08:09.600]  表示祂與一個人
[00:08:09.600 --> 00:08:11.800]  是生命連繫了
[00:08:11.800 --> 00:08:12.600]  我們有聖靈
[00:08:12.600 --> 00:08:14.300]  未必外表見到
[00:08:14.300 --> 00:08:15.700]  但當你信耶穌的時候
[00:08:15.700 --> 00:08:17.100]  聖經清楚應許
[00:08:17.100 --> 00:08:18.600]  將聖靈賜給你
[00:08:18.600 --> 00:08:20.600]  成為你的人祈
[00:08:20.600 --> 00:08:22.200]  打個錯
[00:08:22.200 --> 00:08:24.500]  你是屬於神的
[00:08:24.500 --> 00:08:25.900]  所以我們常常記得
[00:08:25.900 --> 00:08:27.300]  我們是神家裡的人
[00:08:27.300 --> 00:08:29.900]  是屬於神的
[00:08:29.900 --> 00:08:32.800]  我想說說關於洗禮的事情
[00:08:32.800 --> 00:08:34.000]  剛剛下星期四
[00:08:34.000 --> 00:08:36.400]  有四十多位弟兄姊妹接受洗禮
[00:08:36.400 --> 00:08:37.600]  有人問
[00:08:37.600 --> 00:08:40.200]  是不是基督徒要很熟悉聖經
[00:08:40.200 --> 00:08:41.500]  要認識很多聖經
[00:08:41.500 --> 00:08:44.100]  才可以受洗禮呢?
[00:08:44.100 --> 00:08:46.000]  大家知道答案
[00:08:46.000 --> 00:08:47.700]  不是
[00:08:47.700 --> 00:08:50.000]  你不是說已經完全熟悉聖經
[00:08:50.000 --> 00:08:51.500]  所以才受洗禮
[00:08:51.500 --> 00:08:53.100]  而是你在洗禮當中
[00:08:53.100 --> 00:08:56.200]  基本上你明白救恩
[00:08:56.200 --> 00:08:57.900]  人們很願意公開承認
[00:08:57.900 --> 00:08:59.700]  你與耶穌的關係
[00:08:59.700 --> 00:09:00.700]  公開承認
[00:09:00.700 --> 00:09:02.600]  你屬於主耶穌
[00:09:02.600 --> 00:09:04.500]  主耶穌屬於你
[00:09:04.500 --> 00:09:06.000]  這種公開的承認
[00:09:06.000 --> 00:09:08.300]  是洗禮的關鍵
[00:09:08.300 --> 00:09:10.400]  我請大家一起看另一處經文
[00:09:10.400 --> 00:09:12.900]  在前面的迦拉提書
[00:09:12.900 --> 00:09:14.300]  前面一卷書
[00:09:14.300 --> 00:09:22.300]  迦拉提書第三章
[00:09:22.300 --> 00:09:23.700]  迦拉提書第三章
[00:09:23.700 --> 00:09:29.400]  我們看第二十七節
[00:09:29.400 --> 00:09:31.200]  聖經說
[00:09:31.200 --> 00:09:34.000]  你們受洗歸入基督的
[00:09:34.000 --> 00:09:37.900]  都是披戴基督了
[00:09:37.900 --> 00:09:40.800]  聖經說是披戴基督
[00:09:40.800 --> 00:09:43.800]  也意味著我們舊的人已經死了
[00:09:43.800 --> 00:09:46.900]  我們決心放下過去的舊的行為
[00:09:46.900 --> 00:09:48.400]  敗壞的行為
[00:09:48.400 --> 00:09:50.900]  現在以耶穌基督為我的主
[00:09:50.900 --> 00:09:54.100]  我的生活行為都像耶穌基督
[00:09:54.100 --> 00:09:56.100]  都學校耶穌基督
[00:09:56.100 --> 00:09:57.800]  這就是披戴
[00:09:57.800 --> 00:10:00.300]  披戴是表示你生命的一種取向
[00:10:00.300 --> 00:10:02.200]  你在學校耶穌基督
[00:10:02.200 --> 00:10:03.700]  祂做甚麼
[00:10:03.700 --> 00:10:04.900]  我就怎樣去做
[00:10:04.900 --> 00:10:06.700]  按祂所做的去做
[00:10:06.700 --> 00:10:08.800]  去披戴主耶穌基督
[00:10:08.800 --> 00:10:11.100]  因此在你順治之後受洗
[00:10:11.100 --> 00:10:13.700]  而你清楚承認你和主耶穌的關係
[00:10:13.700 --> 00:10:20.200]  然後立心要一生按照主所行的去行
[00:10:20.200 --> 00:10:23.800]  就確認了你和祂之間的關係
[00:10:23.800 --> 00:10:25.100]  然後聖經裏面提到
[00:10:25.100 --> 00:10:26.300]  不單只是個人的關係
[00:10:26.300 --> 00:10:28.300]  更加是和弟兄姊妹的關係
[00:10:28.300 --> 00:10:31.800]  你再看看第三章二十八節
[00:10:31.800 --> 00:10:35.200]  《加拉提書》三章二十八節
[00:10:35.200 --> 00:10:38.600]  「並不分猶太人、希臘人、自主的、
[00:10:38.600 --> 00:10:40.500]  遺老的、或男或女
[00:10:40.500 --> 00:10:46.600]  因為你們在基督耶穌裏都成為一體」
[00:10:46.600 --> 00:10:49.200]  因為大家都同時以耶穌基督為主
[00:10:49.200 --> 00:10:52.700]  因此之間產生一種生命的連繫的關係
[00:10:52.700 --> 00:10:55.000]  都成為了一體的關係
[00:10:55.000 --> 00:10:56.500]  這是很重要的
[00:10:56.500 --> 00:11:06.900]  大家再看看後面的二弗所書第三章
[00:11:06.900 --> 00:11:08.200]  二弗所書第三章
[00:11:08.200 --> 00:11:14.800]  我們留心看第二十節
[00:11:14.800 --> 00:11:16.100]  在這裏
[00:11:16.100 --> 00:11:16.600]  對不起
[00:11:16.600 --> 00:11:18.200]  應該讀第二章
[00:11:18.200 --> 00:11:20.700]  第二章的二十節
[00:11:20.700 --> 00:11:25.100]  「並且被建造在使徒和先知的根基上
[00:11:25.100 --> 00:11:28.100]  又基督耶穌自己為房角石
[00:11:28.100 --> 00:11:31.300]  使徒和先知正象徵神的真理
[00:11:31.300 --> 00:11:33.500]  他們都是真理的出口
[00:11:33.500 --> 00:11:36.400]  我們建造在真理的根基上
[00:11:36.400 --> 00:11:38.600]  也對耶穌基督成為房角石」
[00:11:38.600 --> 00:11:40.800]  大家知道房角石的意思
[00:11:40.800 --> 00:11:43.400]  在很多考古學的發掘當中
[00:11:43.400 --> 00:11:46.500]  以前的建築物有很大的石頭
[00:11:46.500 --> 00:11:52.300]  甚至有些發現有四十呎長的大石頭
[00:11:52.300 --> 00:11:54.400]  成為建築物的根基
[00:11:54.400 --> 00:11:56.400]  成為房角石
[00:11:56.400 --> 00:11:59.600]  房角石能夠穩固整個建築物
[00:11:59.600 --> 00:12:02.900]  同時房角石將整個建築物定了方向
[00:12:02.900 --> 00:12:04.900]  定了方位
[00:12:04.900 --> 00:12:07.600]  建築物不會偏歪
[00:12:07.600 --> 00:12:10.100]  是重要的一個根基
[00:12:10.100 --> 00:12:12.400]  每當有團契突然說
[00:12:12.400 --> 00:12:16.300]  大家之間的關係好像不太妥當
[00:12:16.300 --> 00:12:18.200]  當有這樣的情況出現的時候
[00:12:18.200 --> 00:12:19.400]  有兩個方向
[00:12:19.400 --> 00:12:20.400]  一個方向
[00:12:20.400 --> 00:12:22.400]  大家重新看聖經
[00:12:22.400 --> 00:12:24.100]  大家看聖經如何提醒他們
[00:12:24.100 --> 00:12:26.800]  重新按聖經所教導的去做
[00:12:26.800 --> 00:12:27.600]  第二
[00:12:27.600 --> 00:12:29.000]  大家常常提醒
[00:12:29.000 --> 00:12:30.800]  我們要尊主為大
[00:12:30.800 --> 00:12:32.300]  耶穌基督的心意是怎樣
[00:12:32.300 --> 00:12:34.500]  我們就一起去遵從
[00:12:34.500 --> 00:12:36.400]  以兩個方向來追求
[00:12:36.400 --> 00:12:39.600]  很多的分歧就可以消解
[00:12:39.600 --> 00:12:41.600]  這正是聖經提醒我們
[00:12:41.600 --> 00:12:44.900]  我們同有一個共同的根基
[00:12:44.900 --> 00:12:45.500]  在當中
[00:12:45.500 --> 00:12:47.900]  有些兄姐會否覺得
[00:12:47.900 --> 00:12:50.100]  如果成為了神加你一份子
[00:12:50.100 --> 00:12:50.800]  沒錯
[00:12:50.800 --> 00:12:52.100]  有一種跟神的關係
[00:12:52.100 --> 00:12:54.700]  不過有些時候跟弟兄姐妹相處
[00:12:54.700 --> 00:12:56.500]  不是太自由
[00:12:56.500 --> 00:12:58.100]  有很多困難
[00:12:58.100 --> 00:12:59.300]  甚至有些弟兄姐妹說
[00:12:59.300 --> 00:13:00.800]  回來教會
[00:13:00.800 --> 00:13:04.200]  有時常常被人刺傷
[00:13:04.200 --> 00:13:08.700]  有人說教會是否多事之地
[00:13:08.700 --> 00:13:10.900]  很多時候會受傷
[00:13:10.900 --> 00:13:12.200]  有些人甚至形容
[00:13:12.200 --> 00:13:13.900]  就好像箭豬一樣
[00:13:13.900 --> 00:13:17.100]  回來教會會互相刺激
[00:13:17.100 --> 00:13:18.400]  我自己的了解就是
[00:13:18.400 --> 00:13:21.900]  其實我們每一個人都是箭豬
[00:13:21.900 --> 00:13:23.300]  但只不過在外間
[00:13:23.300 --> 00:13:25.500]  有些時候會離得很遠
[00:13:25.500 --> 00:13:28.200]  所以不會彼此刺親
[00:13:28.200 --> 00:13:29.100]  在教會裏面
[00:13:29.100 --> 00:13:31.400]  有些時候大家嘗試很接近
[00:13:31.400 --> 00:13:34.700]  所以自然有些時候會彼此刺傷
[00:13:34.700 --> 00:13:35.900]  但在刺傷過程當中
[00:13:35.900 --> 00:13:36.700]  不斷地反省
[00:13:36.700 --> 00:13:37.800]  不斷地學習
[00:13:37.800 --> 00:13:41.300]  慢慢那些刺開始失去了
[00:13:41.300 --> 00:13:43.200]  彼此間能夠擁抱
[00:13:43.200 --> 00:13:45.200]  而不需要刺傷
[00:13:45.200 --> 00:13:46.000]  在過程當中
[00:13:46.000 --> 00:13:46.800]  我們一起學習
[00:13:46.800 --> 00:13:48.200]  一起成長
[00:13:48.200 --> 00:13:49.500]  追求一個親密的
[00:13:49.500 --> 00:13:51.700]  在主裏面的關係
[00:13:51.700 --> 00:13:52.300]  有些人說
[00:13:52.300 --> 00:13:56.300]  我覺得不想有教會的關係
[00:13:56.300 --> 00:13:58.000]  因為我想自由一點
[00:13:58.000 --> 00:14:00.400]  但其實那種自由帶來甚麼問題呢?
[00:14:00.400 --> 00:14:03.000]  帶來一種靈裏面的懶惰
[00:14:03.000 --> 00:14:05.000]  因為不需要向任何人交代
[00:14:05.000 --> 00:14:07.300]  所以就變得懶惰
[00:14:07.300 --> 00:14:08.800]  如果你跟學生說
[00:14:08.800 --> 00:14:10.200]  你們儘管做功課
[00:14:10.200 --> 00:14:12.500]  交不交都沒有所謂
[00:14:12.500 --> 00:14:16.400]  你猜他們多數交還是不交呢?
[00:14:16.400 --> 00:14:18.400]  我們需要有所交代
[00:14:18.400 --> 00:14:20.300]  我們的生命才得到提醒
[00:14:20.300 --> 00:14:23.400]  才能夠督促自己成長
[00:14:23.400 --> 00:14:24.200]  在教會裏面
[00:14:24.200 --> 00:14:25.600]  我見到很多弟兄姊妹之間
[00:14:25.600 --> 00:14:27.900]  那種互相的關係帶來成長
[00:14:27.900 --> 00:14:29.800]  有一個團契告訴我們
[00:14:29.800 --> 00:14:32.300]  他們說之間的關係比較疏遠
[00:14:32.300 --> 00:14:34.500]  但突然其中一位團友
[00:14:34.500 --> 00:14:37.400]  他的家人突然有癌症
[00:14:37.400 --> 00:14:38.500]  大家很關心他
[00:14:38.500 --> 00:14:39.300]  純粹為他祈禱
[00:14:39.300 --> 00:14:41.700]  慰問候他的情況
[00:14:41.700 --> 00:14:44.600]  這位姊妹感受到一種很大的溫暖
[00:14:44.600 --> 00:14:46.800]  但其他姊妹同時講見證
[00:14:46.800 --> 00:14:48.200]  弟兄姊妹都說
[00:14:48.200 --> 00:14:50.400]  因為他親人病了
[00:14:50.400 --> 00:14:54.200]  突然令到整個團契團結了
[00:14:54.200 --> 00:14:55.500]  因為他的病患
[00:14:55.500 --> 00:14:57.000]  反而帶來比我們團契
[00:14:57.000 --> 00:15:00.700]  更深刻反映我們之間的關係
[00:15:00.700 --> 00:15:02.100]  在一個群體當中
[00:15:02.100 --> 00:15:03.700]  我們好像失去了自由
[00:15:03.700 --> 00:15:06.900]  但其實真正得到一種真的自由
[00:15:06.900 --> 00:15:09.200]  可以自由地去愛
[00:15:09.200 --> 00:15:12.300]  去真正建立彼此相愛的關係
[00:15:12.300 --> 00:15:14.700]  這是很重要的
[00:15:14.700 --> 00:15:17.500]  我順便提及一件事
[00:15:17.500 --> 00:15:18.800]  當我們提到會友的時候
[00:15:18.800 --> 00:15:21.900]  不單止提到一些受浸信主的弟兄姊妹
[00:15:21.900 --> 00:15:24.100]  同時成為了教會的會友
[00:15:24.100 --> 00:15:26.600]  亦有弟兄姊妹從其他教會加入
[00:15:26.600 --> 00:15:30.300]  成為了有教會的主演會的會友
[00:15:30.300 --> 00:15:31.800]  我們有些時候會覺得
[00:15:31.800 --> 00:15:34.800]  其實我們都是一個無形教會的會友
[00:15:34.800 --> 00:15:37.100]  所以不要說那麼多繁文縟節
[00:15:37.100 --> 00:15:38.100]  又如何過會
[00:15:38.100 --> 00:15:41.700]  如何做登記等等
[00:15:41.700 --> 00:15:42.900]  我想說的是
[00:15:42.900 --> 00:15:47.400]  其實會友這個觀念是合乎聖經的
[00:15:47.400 --> 00:15:50.200]  在聖經裏面很多時候提到一群人
[00:15:50.200 --> 00:15:52.800]  提他們是屬於某個地區的教會
[00:15:52.800 --> 00:15:54.600]  例如說以弗所教會
[00:15:54.600 --> 00:15:56.300]  哥林多教會
[00:15:56.300 --> 00:15:57.900]  是將他們的教會
[00:15:57.900 --> 00:16:01.400]  和他們個人是相提並論
[00:16:01.400 --> 00:16:03.000]  保羅提到一些家庭教會的時候
[00:16:03.000 --> 00:16:04.100]  同時會提到
[00:16:04.100 --> 00:16:05.700]  這個家庭教會裏面
[00:16:05.700 --> 00:16:10.000]  屬於阿基拉、伯基拉的他們的教會
[00:16:10.000 --> 00:16:11.100]  而當時的信徒
[00:16:11.100 --> 00:16:14.700]  亦都清楚表明自己所屬的身份
[00:16:14.700 --> 00:16:17.400]  這是聖經所提及的事情
