
[00:00:00.000 --> 00:00:10.000]  在大會中,我們有五個方向向上
[00:04:00.000 --> 00:04:07.000]  幫助祢的僕人,把祢的話語傳達的清楚,我們一同領受
[00:04:07.000 --> 00:04:14.000]  我們這樣的仰望祈求,感謝奉主耶穌基督的名,阿們
[00:04:14.000 --> 00:04:26.000]  今天我們要看最後的三個主耶穌的意義重大的意象
[00:04:26.000 --> 00:04:36.000]  請大家不必看手中印好的講義,我是要訛耀地講
[00:04:36.000 --> 00:04:42.000]  而且我講的有不少是和講義不同的
[00:04:42.000 --> 00:04:45.000]  所以大家不必找,找不到
[00:04:45.000 --> 00:04:53.000]  我們就一同來從祁世祿主的話語中來領受
[00:04:53.000 --> 00:05:03.000]  第五個基督的意象就是收割莊家的主
[00:05:03.000 --> 00:05:12.000]  請大家翻到第十四章十四節開始
[00:05:12.000 --> 00:05:17.000]  我又觀看,見有一片白雲
[00:05:17.000 --> 00:05:26.000]  雲上坐著一位好像人子,頭上戴著金冠鐮,手裡拿著塊鐮刀
[00:05:26.000 --> 00:05:34.000]  又有一位天使從殿中出來,向他坐在雲上的大聲喊著說
[00:05:34.000 --> 00:05:37.000]  伸出你的鐮刀來收割
[00:05:37.000 --> 00:05:45.000]  因為收割的時候已經到了,地上的莊家已經熟透了
[00:05:45.000 --> 00:05:50.000]  那坐在雲上的就把鐮刀扔在地上
[00:05:50.000 --> 00:05:55.000]  地上的莊家就被收割了
[00:05:55.000 --> 00:06:00.000]  在這裡我們看見空中的白雲
[00:06:00.000 --> 00:06:08.000]  雲上坐著人子,也戴著金冠鐮
[00:06:08.000 --> 00:06:16.000]  白雲上的主的意義是在西施路第一章第七節告訴我們
[00:06:16.000 --> 00:06:20.000]  看到他駕雲降臨
[00:06:20.000 --> 00:06:27.000]  所以坐在白雲上的主是再來的主
[00:06:27.000 --> 00:06:31.000]  我們想到主耶穌升天的時候
[00:06:31.000 --> 00:06:34.000]  有神的宣告
[00:06:34.000 --> 00:06:40.000]  祂怎麼樣升上天去,祂還要再來
[00:06:40.000 --> 00:06:50.000]  所以主的再來,白雲的降臨已經遭宣告清楚確定
[00:06:50.000 --> 00:06:55.000]  我們想到主耶穌怎麼樣升天的
[00:06:55.000 --> 00:06:59.000]  東正教福音二十四章最後的幾節
[00:06:59.000 --> 00:07:10.000]  說主耶穌舉手為門徒祝福的時候就這樣升上天去
[00:07:10.000 --> 00:07:18.000]  我非常的歡喜這樣的夢想主升天的姿態
[00:07:18.000 --> 00:07:23.000]  祂舉起手是祝福的手
[00:07:23.000 --> 00:07:28.000]  是為門徒祝福的時候升上去
[00:07:28.000 --> 00:07:36.000]  而且這一支舉起來祝福的手中有釘痕
[00:07:36.000 --> 00:07:40.000]  祝福的手和釘痕的手連在一起
[00:07:40.000 --> 00:07:44.000]  弟兄姊妹們太寶貴了
[00:07:44.000 --> 00:07:47.000]  太寶貴了
[00:07:47.000 --> 00:07:51.000]  這位升上高天的主
[00:07:51.000 --> 00:07:56.000]  祂是舉起手來為我們祝福的主
[00:07:56.000 --> 00:08:02.000]  而祂的手中今天在榮耀中的主
[00:08:02.000 --> 00:08:06.000]  就是復活的身體升上天去的主
[00:08:06.000 --> 00:08:10.000]  手中還是有釘痕
[00:08:10.000 --> 00:08:15.000]  那是祂的愛的永恆的紀念
[00:08:15.000 --> 00:08:20.000]  將來我們在天上有復活的身體
[00:08:20.000 --> 00:08:29.000]  我們見到主會有很奇妙的一種的看見
[00:08:29.000 --> 00:08:32.000]  就是祂手中的釘痕
[00:08:32.000 --> 00:08:35.000]  永遠的紀念
[00:08:35.000 --> 00:08:42.000]  無可否定的否認的愛的標誌
[00:08:42.000 --> 00:08:46.000]  這是升天的主
[00:08:46.000 --> 00:08:51.000]  這位升天的主還要再來
[00:08:51.000 --> 00:08:55.000]  祂在白雲上再來
[00:08:55.000 --> 00:09:01.000]  而且這位在白雲上的主
[00:09:01.000 --> 00:09:05.000]  豪向仁慈
[00:09:05.000 --> 00:09:09.000]  這個豪向仁慈很寶貴
[00:09:09.000 --> 00:09:12.000]  祂是神子
[00:09:12.000 --> 00:09:15.000]  但是到世上來
[00:09:15.000 --> 00:09:18.000]  取了人的樣式
[00:09:18.000 --> 00:09:22.000]  向人成為人
[00:09:22.000 --> 00:09:24.000]  和我們合一
[00:09:24.000 --> 00:09:26.000]  祂與神合一
[00:09:26.000 --> 00:09:29.000]  又與我們合一
[00:09:29.000 --> 00:09:35.000]  這是何等謙卑莫大的恩典
[00:09:35.000 --> 00:09:37.000]  慈愛
[00:09:37.000 --> 00:09:40.000]  豪向仁慈
[00:09:40.000 --> 00:09:43.000]  祂虛極成了人的形象
[00:09:43.000 --> 00:09:46.000]  一直的下降
[00:09:46.000 --> 00:09:50.000]  下降是在十字架上
[00:09:50.000 --> 00:09:56.000]  這位這樣降卑的主升高了
[00:09:56.000 --> 00:10:01.000]  現在帶著金冠綿的降臨
[00:10:01.000 --> 00:10:04.000]  金冠綿是代表
[00:10:04.000 --> 00:10:07.000]  祂是得生的主
[00:10:07.000 --> 00:10:11.000]  又是莊家的主
[00:10:11.000 --> 00:10:14.000]  在這裡的特別的意義
[00:10:14.000 --> 00:10:18.000]  是收莊家
[00:10:18.000 --> 00:10:22.000]  我們的主在再來之前
[00:10:22.000 --> 00:10:25.000]  莊家要收割
[00:10:25.000 --> 00:10:28.000]  所以這裡說在白雲上
[00:10:28.000 --> 00:10:33.000]  但是還沒有降到地上
[00:10:33.000 --> 00:10:37.000]  來到了最後的這個階段
[00:10:37.000 --> 00:10:42.000]  收莊家的最後的機會
[00:10:42.000 --> 00:10:47.000]  在這裡大聲喊著說的聲音
[00:10:47.000 --> 00:10:49.000]  莊家的主啊
[00:10:49.000 --> 00:10:52.000]  收你的莊家
[00:10:52.000 --> 00:10:54.000]  在《赤十六》裡面
[00:10:54.000 --> 00:10:56.000]  有三次的呼聲
[00:10:56.000 --> 00:11:00.000]  都是傳福音的呼聲
[00:11:00.000 --> 00:11:04.000]  第一次在三章八節
[00:11:04.000 --> 00:11:07.000]  看到我給你一個敞開的門
[00:11:07.000 --> 00:11:11.000]  是無人能關的
[00:11:11.000 --> 00:11:14.000]  主拿著大衛的藥去
[00:11:14.000 --> 00:11:17.000]  開了門沒有人能關
[00:11:17.000 --> 00:11:21.000]  關上了沒有人能開
[00:11:21.000 --> 00:11:23.000]  但是主說
[00:11:23.000 --> 00:11:25.000]  我給你一個敞開的
[00:11:25.000 --> 00:11:28.000]  福音的門
[00:11:28.000 --> 00:11:30.000]  歷時歷代
[00:11:30.000 --> 00:11:33.000]  福音的門一直在開
[00:11:33.000 --> 00:11:35.000]  開開開
[00:11:35.000 --> 00:11:37.000]  開到全世界
[00:11:37.000 --> 00:11:39.000]  在末世的時候
[00:11:39.000 --> 00:11:44.000]  在一次香特拉天妃的教會的信息裡頭這樣講
[00:11:44.000 --> 00:11:46.000]  看啊
[00:11:46.000 --> 00:11:48.000]  注意啊
[00:11:48.000 --> 00:11:50.000]  不要辜負啊
[00:11:50.000 --> 00:11:52.000]  這個敞開的門
[00:11:52.000 --> 00:11:55.000]  門開了進去
[00:11:55.000 --> 00:11:59.000]  抓住每一個傳福音的機會
[00:11:59.000 --> 00:12:00.000]  《赤十六》裡頭
[00:12:00.000 --> 00:12:06.000]  有著第一次的福音的呼聲
[00:12:06.000 --> 00:12:08.000]  第二次就在這裡
[00:12:08.000 --> 00:12:10.000]  大聲喊著說
[00:12:10.000 --> 00:12:14.000]  將你的鐮刀扔下來
[00:12:14.000 --> 00:12:16.000]  收個莊家
[00:12:16.000 --> 00:12:18.000]  莊家已經收了
[00:12:18.000 --> 00:12:21.000]  這是相祖的呼聲
[00:12:21.000 --> 00:12:23.000]  主響應
[00:12:23.000 --> 00:12:28.000]  主將他的快鐮刀扔下來
[00:12:28.000 --> 00:12:31.000]  收了莊家
[00:12:31.000 --> 00:12:33.000]  第三次的呼聲
[00:12:33.000 --> 00:12:36.000]  二十二章十七節
[00:12:36.000 --> 00:12:42.000]  那也是非常的寶貴
[00:12:42.000 --> 00:12:45.000]  二十二章十七節
[00:12:45.000 --> 00:12:49.000]  聖靈和心腹都說來
[00:12:49.000 --> 00:12:52.000]  聽見的人也該說來
[00:12:52.000 --> 00:12:54.000]  口渴的人也當來
[00:12:54.000 --> 00:13:00.000]  願意的都可以白白取生命的水喝
[00:13:00.000 --> 00:13:02.000]  在這裡我們看見一個
[00:13:02.000 --> 00:13:05.000]  福音這樣一圈一圈的
[00:13:05.000 --> 00:13:12.000]  擴展它的領域的一個原則
[00:13:12.000 --> 00:13:17.000]  聖靈在那裡發出呼聲
[00:13:17.000 --> 00:13:20.000]  心腹的教會響應
[00:13:20.000 --> 00:13:23.000]  聖靈感動教會
[00:13:23.000 --> 00:13:27.000]  和聖靈一起說來
[00:13:27.000 --> 00:13:32.000]  聖靈好像到登高一呼
[00:13:32.000 --> 00:13:35.000]  教會響應
[00:13:35.000 --> 00:13:40.000]  然後這個呼聲在一圈一圈的
[00:13:40.000 --> 00:13:41.000]  傳開
[00:13:41.000 --> 00:13:44.000]  聽見的人來
[00:13:44.000 --> 00:13:46.000]  的生命的水喝
[00:13:46.000 --> 00:13:49.000]  喝了以後他們又轉身
[00:13:49.000 --> 00:13:52.000]  向另外一圈的人說來
[00:13:52.000 --> 00:13:54.000]  白白取生命的水喝
[00:13:54.000 --> 00:13:56.000]  那天的人來了
[00:13:56.000 --> 00:13:57.000]  接受了
[00:13:57.000 --> 00:13:58.000]  喝了
[00:13:58.000 --> 00:13:59.000]  滿足了
[00:13:59.000 --> 00:14:02.000]  他們又轉身向更外一圈
[00:14:02.000 --> 00:14:06.000]  同樣的發出邀請的呼聲
[00:14:06.000 --> 00:14:10.000]  來白白取生命的水喝
[00:14:10.000 --> 00:14:14.000]  這就是圖示傳福音的
[00:14:14.000 --> 00:14:17.000]  最簡單的圖畫
[00:14:17.000 --> 00:14:20.000]  聖靈登高一呼
[00:14:20.000 --> 00:14:22.000]  教會響應
[00:14:22.000 --> 00:14:26.000]  教會向周圍的人說來
[00:14:26.000 --> 00:14:28.000]  聽見的人來了
[00:14:28.000 --> 00:14:32.000]  又轉身再請更遠一圈的人來
[00:14:32.000 --> 00:14:34.000]  一圈一圈一圈
[00:14:34.000 --> 00:14:38.000]  從耶路撒冷一直擴展到
[00:14:38.000 --> 00:14:44.000]  同時各國各民各地各方
[00:14:44.000 --> 00:14:48.000]  所以這個一圈一圈的推展
[00:14:48.000 --> 00:14:51.000]  是絕對不可少的
[00:14:51.000 --> 00:14:57.000]  福音的戰略方式途徑
[00:14:57.000 --> 00:15:01.000]  所以在全部聖經最後一章
[00:15:01.000 --> 00:15:07.000]  最後一段除了最後的結語
[00:15:07.000 --> 00:15:09.000]  最後的一節
[00:15:09.000 --> 00:15:14.000]  就是傳福音的呼聲
[00:15:14.000 --> 00:15:16.000]  今天在摸屍的時候
[00:15:16.000 --> 00:15:21.000]  我們仍然要聽清楚這個呼聲
[00:15:21.000 --> 00:15:23.000]  我們也要接受以後
[00:15:23.000 --> 00:15:27.000]  每一個人都轉身
[00:15:27.000 --> 00:15:30.000]  我們看周圍的方向
[00:15:30.000 --> 00:15:33.000]  周圍還有許多沒有現狀的人
[00:15:33.000 --> 00:15:35.000]  我們要去傳福音
[00:15:35.000 --> 00:15:38.000]  大會結束
[00:15:38.000 --> 00:15:41.000]  我們每一個人傳福音的工作
[00:15:41.000 --> 00:15:44.000]  加強繼續福音
[00:15:44.000 --> 00:15:48.000]  藉著我們每一個人傳開
[00:15:48.000 --> 00:15:50.000]  我們一隻手接受
[00:15:50.000 --> 00:15:52.000]  一隻手分享
[00:15:52.000 --> 00:15:56.000]  這永遠是我們俗靈的姿態
[00:15:56.000 --> 00:15:59.000]  不是一隻手單單接受
[00:15:59.000 --> 00:16:02.000]  另外一隻手沒有作用
[00:16:02.000 --> 00:16:06.000]  零手傳開
[00:16:06.000 --> 00:16:09.000]  這樣的一個最簡單的戰略
[00:16:09.000 --> 00:16:13.000]  就是全部聖經最後一章
[00:16:13.000 --> 00:16:20.000]  最後一節的信息
[00:16:20.000 --> 00:16:26.000]  我們再翻回第十四章
[00:16:26.000 --> 00:16:31.000]  在這裡我們注意一件事
[00:16:31.000 --> 00:16:35.000]  第十五節
[00:16:35.000 --> 00:16:39.000]  有一位天使從殿中出來
[00:16:39.000 --> 00:16:43.000]  向他坐在雲上的大聖喊著說
[00:16:43.000 --> 00:16:46.000]  伸出你的臉道來收割
[00:16:46.000 --> 00:16:51.000]  因為收割的時候已經到了
[00:16:51.000 --> 00:16:56.000]  地上的莊稼已經熟透了
[00:16:56.000 --> 00:17:02.000]  在這裡求在白雲上的莊稼的主
[00:17:02.000 --> 00:17:07.000]  伸出他的臉道來
[00:17:07.000 --> 00:17:13.000]  這是基督的工作
[00:17:13.000 --> 00:17:15.000]  他的臉道
[00:17:15.000 --> 00:17:19.000]  不是地上的人自己預備的臉道
[00:17:19.000 --> 00:17:22.000]  不是用自己的臉道來收割
[00:17:22.000 --> 00:17:29.000]  是要主赐下他的臉道
[00:17:29.000 --> 00:17:34.000]  主的臉道是他的工作的方式
[00:17:34.000 --> 00:17:43.000]  主赐下很多很多傳播音收莊稼的方法
[00:17:43.000 --> 00:17:48.000]  當我仔細地在教會歷史裡查考
[00:17:48.000 --> 00:17:53.000]  兩千年來所用過的傳播音的方法
[00:17:53.000 --> 00:17:58.000]  真是琳琅滿目
[00:17:58.000 --> 00:18:00.000]  在聖靈的引導之下
[00:18:00.000 --> 00:18:02.000]  那個屬天的方法
[00:18:02.000 --> 00:18:07.000]  主赐的方法在運用
[00:18:07.000 --> 00:18:14.000]  在施展屬靈的作用能力傳送國下
[00:18:14.000 --> 00:18:18.000]  許許多多的方式
[00:18:18.000 --> 00:18:20.000]  在香港
[00:18:20.000 --> 00:18:24.000]  我看見那個基督徒日記本裡頭
[00:18:24.000 --> 00:18:29.000]  有三百多的福音機構
[00:18:29.000 --> 00:18:32.000]  感謝神
[00:18:32.000 --> 00:18:33.000]  每一個機構
[00:18:33.000 --> 00:18:35.000]  它的特性
[00:18:35.000 --> 00:18:38.000]  它的特別的傳播音的角色
[00:18:38.000 --> 00:18:42.000]  都是福音機構
[00:18:42.000 --> 00:18:44.000]  每一個機構有它的重點
[00:18:44.000 --> 00:18:45.000]  有它的路線
[00:18:45.000 --> 00:18:48.000]  有它的方法
[00:18:48.000 --> 00:18:51.000]  都是根據聖經的
[00:18:51.000 --> 00:18:54.000]  感謝神
[00:18:54.000 --> 00:18:57.000]  我們用神的方法
[00:18:57.000 --> 00:19:00.000]  好像撒加利亞書第四章
[00:19:00.000 --> 00:19:02.000]  在那裡提到
[00:19:02.000 --> 00:19:06.000]  那兩棵橄欖樹的橄欖油
[00:19:06.000 --> 00:19:09.000]  透過四十九條管子
[00:19:09.000 --> 00:19:14.000]  輸入那個燈台裡面
[00:19:14.000 --> 00:19:15.000]  發光
[00:19:15.000 --> 00:19:19.000]  那是聖靈用的方法
[00:19:19.000 --> 00:19:22.000]  四十九條的通道
[00:19:22.000 --> 00:19:24.000]  七七四十九
[00:19:24.000 --> 00:19:27.000]  完全完全
[00:19:27.000 --> 00:19:31.000]  聖靈引導歷史時代的基督徒
[00:19:31.000 --> 00:19:37.000]  引導今天的許多關心福音功夫的基督徒
[00:19:37.000 --> 00:19:38.000]  仰望
[00:19:38.000 --> 00:19:39.000]  等候
[00:19:39.000 --> 00:19:40.000]  思想
[00:19:40.000 --> 00:19:44.000]  根據聖經的原則來發現
[00:19:44.000 --> 00:19:45.000]  來運用
[00:19:45.000 --> 00:19:46.000]  來推廣
[00:19:46.000 --> 00:19:48.000]  來呼籲
[00:19:48.000 --> 00:19:49.000]  眾弟兄姊妹
[00:19:49.000 --> 00:19:54.000]  投入在福音的聖功裡頭
[00:19:54.000 --> 00:19:58.000]  所以今天我們在呼籲自己
[00:19:58.000 --> 00:20:02.000]  每一個基督徒要投入至少
[00:20:02.000 --> 00:20:07.000]  第一種的福音傳福音的工作裡頭
[00:20:07.000 --> 00:20:09.000]  我們在座的弟兄姊妹
[00:20:09.000 --> 00:20:18.000]  有沒有還沒有對福音事供任何的參與呢
[00:20:18.000 --> 00:20:23.000]  你是不是一個福音的渠道呢
[00:20:23.000 --> 00:20:24.000]  如果還沒有
[00:20:24.000 --> 00:20:27.000]  你還是單單靈獸
[00:20:27.000 --> 00:20:29.000]  還沒有成為慈父的器皿
[00:20:29.000 --> 00:20:32.000]  福音的通道
[00:20:32.000 --> 00:20:34.000]  在這一次的序會裡頭
[00:20:34.000 --> 00:20:37.000]  求主給你一個心智
[00:20:37.000 --> 00:20:39.000]  一個追求
[00:20:39.000 --> 00:20:42.000]  回去以後
[00:20:42.000 --> 00:20:45.000]  找一種福音的工作
[00:20:45.000 --> 00:20:47.000]  你投入在裡面
[00:20:47.000 --> 00:20:49.000]  你求主引導你
[00:20:49.000 --> 00:20:53.000]  投入哪一種的福音的方式
[00:20:53.000 --> 00:20:56.000]  但是任何的福音方式都離不開
[00:20:56.000 --> 00:21:01.000]  個人的福音的見證
[00:21:01.000 --> 00:21:02.000]  鐮刀
[00:21:02.000 --> 00:21:07.000]  主將他的鐮刀撕下來
[00:21:07.000 --> 00:21:10.000]  在這裡有提到
[00:21:10.000 --> 00:21:15.000]  收割的時候到了
[00:21:15.000 --> 00:21:21.000]  莊家的主有他的時候
[00:21:21.000 --> 00:21:23.000]  三章八節
[00:21:23.000 --> 00:21:26.000]  說主拿著大衛的鑰匙
[00:21:26.000 --> 00:21:28.000]  他開了沒有人能關
[00:21:28.000 --> 00:21:30.000]  他關了沒有人能開
[00:21:30.000 --> 00:21:32.000]  這一位福音的主
[00:21:32.000 --> 00:21:36.000]  按照他的智慧
[00:21:36.000 --> 00:21:40.000]  按照他的預定
[00:21:40.000 --> 00:21:42.000]  來開來關
[00:21:42.000 --> 00:21:44.000]  開開關關
[00:21:44.000 --> 00:21:46.000]  而且最奇妙的是
[00:21:46.000 --> 00:21:50.000]  以關為開
[00:21:50.000 --> 00:21:52.000]  在教父歷史裡頭
[00:21:52.000 --> 00:21:56.000]  我們真是驚奇又驚奇
[00:21:56.000 --> 00:22:00.000]  驚訝又驚訝
[00:22:00.000 --> 00:22:02.000]  神耶穌基督
[00:22:02.000 --> 00:22:07.000]  藉著關門來開福音的門
[00:22:07.000 --> 00:22:09.000]  大家都記得
[00:22:09.000 --> 00:22:13.000]  耶路撒冷教會受迫害
[00:22:13.000 --> 00:22:15.000]  八章十六經傳
[00:22:15.000 --> 00:22:19.000]  八章起初的那幾節
[00:22:19.000 --> 00:22:23.000]  耶路撒冷教會大受逼迫
[00:22:23.000 --> 00:22:25.000]  門徒四善
[00:22:25.000 --> 00:22:26.000]  四善做什麼
[00:22:26.000 --> 00:22:29.000]  帶著福音出去
[00:22:29.000 --> 00:22:32.000]  原來居中在耶路撒冷
[00:22:32.000 --> 00:22:35.000]  神將耶路撒冷的門關了
[00:22:35.000 --> 00:22:37.000]  門徒出去了
[00:22:37.000 --> 00:22:40.000]  結果福音更廣的傳開
[00:22:40.000 --> 00:22:43.000]  以關為開
[00:22:43.000 --> 00:22:48.000]  在加拿大書四章十三節
[00:22:48.000 --> 00:22:50.000]  有一節聖經
[00:22:50.000 --> 00:22:53.000]  很有意思又很奇妙
[00:22:53.000 --> 00:22:55.000]  俄羅斯
[00:22:55.000 --> 00:22:58.000]  他傳福音給加拿大人聽
[00:22:58.000 --> 00:23:00.000]  是因為他有病
[00:23:00.000 --> 00:23:02.000]  什麼意思呢
[00:23:02.000 --> 00:23:06.000]  原來他去想去更遠的地方
[00:23:06.000 --> 00:23:08.000]  更難的地方
[00:23:08.000 --> 00:23:10.000]  但是因為身體軟弱
[00:23:10.000 --> 00:23:14.000]  就到加拿大這個比較近的地方
[00:23:14.000 --> 00:23:16.000]  對保羅來說
[00:23:16.000 --> 00:23:19.000]  健康好走遠一點
[00:23:19.000 --> 00:23:22.000]  健康不太好的時候走近一點
[00:23:22.000 --> 00:23:24.000]  或遠或近
[00:23:24.000 --> 00:23:25.000]  總是傳福音
[00:23:25.000 --> 00:23:29.000]  健康不健康總是傳福音
[00:23:29.000 --> 00:23:31.000]  他說這句話
[00:23:31.000 --> 00:23:33.000]  單單看這一節
[00:23:33.000 --> 00:23:36.000]  看不出什麼特別的意思
[00:23:36.000 --> 00:23:41.000]  但是在歷史裡頭發生一件大事
[00:23:41.000 --> 00:23:45.000]  是很少人注意到的
[00:23:45.000 --> 00:23:48.000]  在加拿大那一帶的地方
[00:23:48.000 --> 00:23:53.000]  有許多北歐的塞爾提克人
[00:23:53.000 --> 00:23:55.000]  The Celtics
[00:23:55.000 --> 00:23:56.000]  他們移民
[00:23:56.000 --> 00:24:00.000]  透過歐洲南部的路線
[00:24:00.000 --> 00:24:03.000]  到了小亞斯亞
[00:24:04.000 --> 00:24:06.000]  結果呢
[00:24:06.000 --> 00:24:08.000]  因為保羅去了加拿大
[00:24:08.000 --> 00:24:09.000]  傳福音
[00:24:09.000 --> 00:24:12.000]  這些人當中有人信得住了
[00:24:12.000 --> 00:24:13.000]  信得住以後
[00:24:13.000 --> 00:24:15.000]  後來小亞斯亞受迫害
[00:24:15.000 --> 00:24:17.000]  他們就離開
[00:24:17.000 --> 00:24:19.000]  在原地來的路線
[00:24:19.000 --> 00:24:20.000]  歐洲的南部
[00:24:20.000 --> 00:24:22.000]  回到北歐
[00:24:22.000 --> 00:24:27.000]  他們成了北歐傳福音的
[00:24:27.000 --> 00:24:30.000]  基本的隊伍
[00:24:30.000 --> 00:24:35.000]  他們產生了很多的宣教士
[00:24:35.000 --> 00:24:39.000]  到了九世紀
[00:24:39.000 --> 00:24:44.000]  這個羅馬帝國
[00:24:44.000 --> 00:24:47.000]  查理曼大帝
[00:24:47.000 --> 00:24:51.000]  他開始推動教育
[00:24:51.000 --> 00:24:53.000]  開學校
[00:24:53.000 --> 00:24:55.000]  老師他哪兒找呢
[00:24:55.000 --> 00:25:00.000]  就是這些塞爾提克的宣教士
[00:25:00.000 --> 00:25:04.000]  Celtic Missionaries
[00:25:04.000 --> 00:25:06.000]  他們做老師
[00:25:06.000 --> 00:25:09.000]  就把福音傳得到
[00:25:09.000 --> 00:25:10.000]  帶進學校
[00:25:10.000 --> 00:25:13.000]  整個的教育系統
[00:25:13.000 --> 00:25:16.000]  成了傳福音的渠道
[00:25:16.000 --> 00:25:19.000]  多麼奇妙
[00:25:19.000 --> 00:25:22.000]  保羅軟弱
[00:25:22.000 --> 00:25:26.000]  他一出國就去了加拿大
[00:25:26.000 --> 00:25:29.000]  在那裡工作
[00:25:29.000 --> 00:25:31.000]  這樣的國小
[00:25:31.000 --> 00:25:33.000]  軟弱好像關門
[00:25:33.000 --> 00:25:35.000]  但是在其中
[00:25:35.000 --> 00:25:39.000]  生開了奇妙的門
[00:25:39.000 --> 00:25:41.000]  我們想到
[00:25:41.000 --> 00:25:46.000]  我們說宣教運動之父
[00:25:46.000 --> 00:25:48.000]  威廉加里
[00:25:48.000 --> 00:25:50.000]  Wayne Perry
[00:25:50.000 --> 00:25:52.000]  他到印度去
[00:25:52.000 --> 00:25:53.000]  到了印度
[00:25:53.000 --> 00:25:57.000]  印度的政府不准他傳福音
[00:25:57.000 --> 00:25:59.000]  門關了
[00:25:59.000 --> 00:26:00.000]  他怎麼辦呢
[00:26:00.000 --> 00:26:03.000]  退到印度西南角
[00:26:03.000 --> 00:26:06.000]  一個荷蘭屬的一個小地方
[00:26:06.000 --> 00:26:08.000]  做什麼
[00:26:08.000 --> 00:26:12.000]  學印度的語言文字
[00:26:12.000 --> 00:26:16.000]  人給他很大的恩賜
[00:26:16.000 --> 00:26:19.000]  他學會了三十幾種的
[00:26:19.000 --> 00:26:23.000]  印度不同的語言文字
[00:26:23.000 --> 00:26:27.000]  而且開始把聖經翻作其中
[00:26:27.000 --> 00:26:30.000]  通用最廣的文字
[00:26:30.000 --> 00:26:32.000]  梵文
[00:26:32.000 --> 00:26:34.000]  Sanskrit
[00:26:34.000 --> 00:26:36.000]  還有
[00:26:36.000 --> 00:26:41.000]  Marathi
[00:26:41.000 --> 00:26:42.000]  還有Bengali
[00:26:42.000 --> 00:26:45.000]  這三種流行最廣的文字
[00:26:45.000 --> 00:26:48.000]  把聖經翻成這些文字
[00:26:48.000 --> 00:26:50.000]  他不能出去
[00:26:50.000 --> 00:26:52.000]  結果其中翻譯聖經
[00:26:52.000 --> 00:26:54.000]  效果更大
[00:26:54.000 --> 00:26:59.000]  神話流通在整個的印度
[00:26:59.000 --> 00:27:01.000]  好像門關了
[00:27:01.000 --> 00:27:03.000]  沒有自由傳福音
[00:27:03.000 --> 00:27:07.000]  現在是以關為開
[00:27:07.000 --> 00:27:10.000]  我現在在中國
[00:27:10.000 --> 00:27:12.000]  日經
[00:27:12.000 --> 00:27:14.000]  清華
[00:27:14.000 --> 00:27:16.000]  八年抗戰
[00:27:16.000 --> 00:27:21.000]  在虛實多多的沿海邊的基督徒
[00:27:21.000 --> 00:27:23.000]  就內遷
[00:27:23.000 --> 00:27:24.000]  到了內地
[00:27:24.000 --> 00:27:27.000]  把福音帶到內地
[00:27:27.000 --> 00:27:31.000]  原來福音是集中在沿海的省份
[00:27:31.000 --> 00:27:33.000]  這樣一來呢
[00:27:33.000 --> 00:27:35.000]  基督徒內遷的時候
