
[00:00:00.000 --> 00:00:03.880]  (字幕組:請按讚、訂閱、分享)
[00:02:10.200 --> 00:02:11.840]  問題就出現了
[00:02:11.840 --> 00:02:15.120]  譬如如果我們進行一個倫理的教導的話
[00:02:15.120 --> 00:02:16.640]  用金句來做教導
[00:02:16.640 --> 00:02:18.240]  你就會簡化了
[00:02:18.240 --> 00:02:19.640]  或者弱化了那個
[00:02:19.640 --> 00:02:20.760]  牧養的場景
[00:02:20.760 --> 00:02:22.760]  或者是生命處境
[00:02:22.760 --> 00:02:24.560]  那種複雜性
[00:02:24.560 --> 00:02:26.560]  那種複雜的情感
[00:02:26.560 --> 00:02:28.560]  有不同的歷史等等
[00:02:28.560 --> 00:02:31.600]  如果用一個金句來概括的話
[00:02:31.600 --> 00:02:33.760]  對應不到它所關心的問題
[00:02:33.760 --> 00:02:37.120]  以來你其實是解答不到那麼複雜的問題
[00:02:37.120 --> 00:02:39.440]  很容易忽略了對方的感受
[00:02:39.440 --> 00:02:44.160]  甚至會給一些信徒帶來不必要的傷害
[00:02:44.160 --> 00:02:45.360]  第二件事就是
[00:02:45.360 --> 00:02:48.760]  如果你想幫這個信徒的信仰
[00:02:48.760 --> 00:02:51.560]  有一個盡心的理解的話
[00:02:51.560 --> 00:02:54.760]  其實你用金句也做不到一個盡心的理解
[00:02:54.760 --> 00:02:59.120]  因為我們需要去探索那個經文背後
[00:02:59.120 --> 00:03:01.560]  那個處境或者歷史等等
[00:03:01.560 --> 00:03:03.560]  以至於我們今天在運用
[00:03:03.560 --> 00:03:06.680]  我們的信仰的一些價值的時候
[00:03:06.680 --> 00:03:09.560]  是可以對應到那個複雜性
[00:03:09.560 --> 00:03:10.760]  但是金句呢
[00:03:10.760 --> 00:03:13.480]  這一種命題式的
[00:03:13.480 --> 00:03:16.680]  這一種一句說話概括的方法
[00:03:16.680 --> 00:03:18.200]  其實是幫助不到我們
[00:03:18.200 --> 00:03:21.640]  可以盡心去進行一個信仰的理解
[00:03:21.640 --> 00:03:23.160]  所以最後是
[00:03:23.160 --> 00:03:24.680]  很簡單地說
[00:03:24.680 --> 00:03:26.080]  金句的使用
[00:03:26.080 --> 00:03:27.880]  其實很視乎我們的心態
[00:03:27.880 --> 00:03:29.560]  如果是帶著一種的
[00:03:29.560 --> 00:03:30.960]  鼓勵人
[00:03:30.960 --> 00:03:32.360]  安慰人
[00:03:32.360 --> 00:03:35.600]  沒有其他說話可以代替金句
[00:03:35.600 --> 00:03:36.800]  你就用金句
[00:03:36.800 --> 00:03:38.200]  給一張金句卡
[00:03:38.200 --> 00:03:41.600]  然後在床邊讀一讀一些金句
[00:03:41.600 --> 00:03:43.520]  給一些病患去聽
[00:03:43.520 --> 00:03:44.880]  其實是很有幫助
[00:03:44.880 --> 00:03:47.480]  但另一方面如果我們要作為一個論點
[00:03:47.480 --> 00:03:49.480]  作為一個論據
[00:03:49.480 --> 00:03:52.320]  論點來盡心討論
[00:03:52.320 --> 00:03:54.080]  或者作為一個倫理教導
[00:03:54.080 --> 00:03:56.000]  就不是很合適了
[00:03:56.000 --> 00:03:58.800]  好,我們看看這條問題是甚麼
[00:03:58.800 --> 00:04:08.680]  因為很多時候我們會嘗試去分別
[00:04:08.680 --> 00:04:12.560]  查經、識經和靈修之間的差異
[00:04:12.560 --> 00:04:14.280]  顧名思義的話
[00:04:14.280 --> 00:04:16.080]  查經就是查考聖經
[00:04:16.080 --> 00:04:19.680]  我們通常都在教會的場景裏面
[00:04:19.680 --> 00:04:23.120]  和弟兄姊妹或者團體裏面去查經
[00:04:23.120 --> 00:04:25.800]  識經就是傳息聖經、經文
[00:04:25.800 --> 00:04:28.760]  可能是一些牧者
[00:04:28.760 --> 00:04:29.960]  可能在神套院裏面
[00:04:29.960 --> 00:04:35.040]  我們都會進行一個很基本的訓練
[00:04:35.040 --> 00:04:38.920]  靈修就是我們每個基督徒都會做的
[00:04:38.920 --> 00:04:41.520]  一個靈命的塑造等等
[00:04:41.520 --> 00:04:45.760]  但好像這三個概念是不同的概念
[00:04:45.760 --> 00:04:51.200]  但我認為當我們盡心仔細去思考這三個概念的時候
[00:04:51.200 --> 00:04:56.440]  你就會發現這三個概念可能是有很多的關聯
[00:04:56.440 --> 00:04:59.360]  首先我們看看教會的查經
[00:04:59.360 --> 00:05:01.200]  雖然它是查考聖經
[00:05:01.200 --> 00:05:04.840]  但如果我們看它的最終目的的話
[00:05:04.840 --> 00:05:10.200]  它不單止是讓弟兄姊妹可以更加明白上帝的說話
[00:05:10.200 --> 00:05:13.120]  更加有一個很重要的目的
[00:05:13.120 --> 00:05:16.360]  就是要透過明白上帝的說話
[00:05:16.360 --> 00:05:19.040]  來指引他們的生活
[00:05:19.040 --> 00:05:21.280]  如何可以在查經的過程裏面
[00:05:21.280 --> 00:05:22.000]  上上去問
[00:05:22.000 --> 00:05:24.040]  我們常用OIA
[00:05:24.040 --> 00:05:24.920]  Observation
[00:05:24.920 --> 00:05:25.480]  觀察
[00:05:25.480 --> 00:05:27.080]  然後Interpretation
[00:05:27.080 --> 00:05:28.080]  解釋
[00:05:28.080 --> 00:05:29.600]  然後Application
[00:05:29.600 --> 00:05:30.520]  就是應用
[00:05:30.520 --> 00:05:35.680]  我們通常都會有這三個步驟去進行查經
[00:05:35.680 --> 00:05:37.640]  但在整個查經的過程裏面
[00:05:37.640 --> 00:05:41.040]  你會發現原理A是相當之重要的
[00:05:41.040 --> 00:05:44.920]  最終都是要去回你如何應用在我們的生活裏面
[00:05:44.920 --> 00:05:47.800]  或者是了解你那個生命
[00:05:47.800 --> 00:05:50.000]  屬靈生命的狀態是怎樣
[00:05:50.000 --> 00:05:53.320]  所以查經就會有這種的向導
[00:05:53.320 --> 00:05:55.440]  很想去指引我們的生活
[00:05:55.440 --> 00:06:00.480]  其實我們原本的那種理解就是Exorcism
[00:06:00.480 --> 00:06:06.240]  就是將經文的意思從經文裏面發掘出來
[00:06:06.240 --> 00:06:10.520]  而不是將自己的意思讀入聖經裏面
[00:06:10.520 --> 00:06:13.680]  在這種理解下
[00:06:13.680 --> 00:06:15.560]  其實有一個很重要的觀念
[00:06:15.560 --> 00:06:19.040]  現在開始慢慢去討論
[00:06:19.040 --> 00:06:22.880]  就是究竟經文的意思在哪裏呢
[00:06:22.880 --> 00:06:25.920]  是否真的很絕對地有一個意思
[00:06:25.920 --> 00:06:27.480]  客觀地在經文裏面
[00:06:27.480 --> 00:06:33.240]  然後我們只需要去查一下不同的字眼等等
[00:06:33.240 --> 00:06:34.240]  探索一下
[00:06:34.240 --> 00:06:36.760]  然後就可以找到那個意思
[00:06:36.760 --> 00:06:40.040]  然後就拿出來去見到它
[00:06:40.040 --> 00:06:42.960]  後來我們發現其實每一個人在裏面
[00:06:42.960 --> 00:06:46.560]  都有很多自己的觀點
[00:06:46.560 --> 00:06:49.360]  是帶著某一個部分的觀點
[00:06:49.360 --> 00:06:52.280]  進入聖經裏面去看到聖經的內容
[00:06:52.280 --> 00:06:55.120]  所以當我們去詮釋聖經的時候
[00:06:55.120 --> 00:06:57.640]  很多時候都會開始著重
[00:06:57.640 --> 00:07:01.880]  那個詮釋者自身的一些生命故事
[00:07:01.880 --> 00:07:03.800]  一些意識形態
[00:07:03.800 --> 00:07:05.840]  受緊甚麼文化去影響
[00:07:05.840 --> 00:07:07.880]  以至於我們可以做一個詮釋的時候
[00:07:07.880 --> 00:07:11.840]  可以對應我們怎樣可以將2000年的經文
[00:07:11.840 --> 00:07:14.280]  詮釋出來對今日的人是有用呢
[00:07:14.280 --> 00:07:15.920]  我們怎樣去形容
[00:07:15.920 --> 00:07:18.080]  怎樣可以在今日的時代
[00:07:18.080 --> 00:07:21.280]  仍然可以將主的說話
[00:07:21.280 --> 00:07:23.800]  去用在不同的群體裏面呢
[00:07:23.800 --> 00:07:26.080]  這個也是詮釋聖經的任務
[00:07:26.080 --> 00:07:28.280]  第三者就是靈修
[00:07:28.280 --> 00:07:32.280]  靈修就是要提升和上帝之間的關係
[00:07:32.280 --> 00:07:35.760]  很多時候我們都會著重讀經
[00:07:35.760 --> 00:07:37.640]  我們會撥一段時間出來
[00:07:37.640 --> 00:07:39.120]  晚上去讀經文
[00:07:39.120 --> 00:07:42.480]  或者早上就會去默想經文等等
[00:07:42.480 --> 00:07:45.560]  這種做法其實很多時候我們都會
[00:07:45.560 --> 00:07:47.120]  很著重那種
[00:07:47.120 --> 00:07:51.240]  你讀經然後感受上帝和你的同在
[00:07:51.240 --> 00:07:52.920]  和你講甚麼說話
[00:07:52.920 --> 00:07:55.160]  而今日我們會發現
[00:07:55.160 --> 00:07:57.160]  我們對靈修的認識
[00:07:57.160 --> 00:07:59.800]  不單止是一段時間裏面撥出來
[00:07:59.800 --> 00:08:02.480]  然後做一個叫做靈修的活動
[00:08:02.480 --> 00:08:04.400]  而靈修的最高境界
[00:08:04.400 --> 00:08:07.400]  竟然是我們生活的每一個細節
[00:08:07.400 --> 00:08:09.640]  我們每一個的行為
[00:08:09.640 --> 00:08:10.920]  我可能吃飯
[00:08:10.920 --> 00:08:12.960]  可能洗碗
[00:08:12.960 --> 00:08:15.040]  都可以是一種靈修
[00:08:15.040 --> 00:08:17.400]  所以這種物觀的生命
[00:08:17.400 --> 00:08:20.480]  是在提升我們對靈修的理解
[00:08:20.480 --> 00:08:22.640]  就是你做甚麼都可以是靈修
[00:08:22.640 --> 00:08:26.160]  即是說在這三個概念在變化的時候
[00:08:26.160 --> 00:08:29.200]  很可能它們是互相連結
[00:08:29.200 --> 00:08:30.920]  是一種你中有我
[00:08:30.920 --> 00:08:33.120]  我中有你的那種狀態
[00:08:33.120 --> 00:08:34.760]  就是你查經的時候
[00:08:34.760 --> 00:08:37.000]  其實你都需要識經
[00:08:37.000 --> 00:08:39.640]  你都是在做靈修
[00:08:39.640 --> 00:08:41.200]  因為你在查經的過程裏面
[00:08:41.200 --> 00:08:45.240]  你可能是在經驗和上帝之間的對話
[00:08:45.240 --> 00:08:46.240]  你在識經的時候
[00:08:46.240 --> 00:08:47.560]  你都要去尋問
[00:08:47.560 --> 00:08:50.320]  究竟這段經文對我有甚麼意思
[00:08:50.320 --> 00:08:53.280]  這段經文對讀者有甚麼意思
[00:08:53.280 --> 00:08:55.280]  可能都是在查經的內容
[00:08:55.280 --> 00:08:58.200]  同時是在做那種靈修
[00:08:58.200 --> 00:09:04.840]  所以我更加是趨向三者互相連結
[00:09:04.840 --> 00:09:07.480]  而不是斬開去看
[00:09:07.480 --> 00:09:10.440]  這件事可能是今天我們在教會裏面
[00:09:10.440 --> 00:09:11.640]  都需要有的意識
[00:09:11.640 --> 00:09:13.760]  我們不是這個時候叫查經
[00:09:13.760 --> 00:09:15.560]  然後我們只是在做查經的事
[00:09:15.560 --> 00:09:16.360]  我們沒有識經
[00:09:16.360 --> 00:09:17.560]  我們沒有靈修
[00:09:17.560 --> 00:09:18.600]  我們只是靈修
[00:09:18.600 --> 00:09:20.320]  我們沒有識經沒有查經
[00:09:20.320 --> 00:09:22.280]  而是大家互相去支持
[00:09:22.280 --> 00:09:24.120]  互相去補充的一種關係
[00:09:24.120 --> 00:09:34.120]  多謝您收睇時局新聞,再會!

