
[00:00:00.000 --> 00:00:03.600]  甚麼是在你生命當中最重要的呢?
[00:02:39.200 --> 00:02:40.600]  在正常的情況之下
[00:02:40.600 --> 00:02:43.800]  應該這樣去表達
[00:02:43.800 --> 00:02:47.000]  但是如果當有些情況
[00:02:47.000 --> 00:02:53.600]  或者當家人叫自己
[00:02:53.600 --> 00:02:56.400]  不要再去相信上帝了
[00:02:56.400 --> 00:02:58.000]  是因為家人的緣故
[00:02:58.000 --> 00:03:00.800]  而放棄了跟從上帝的路
[00:03:00.800 --> 00:03:02.400]  這就是一個錯誤
[00:03:02.400 --> 00:03:03.600]  在這種情況裏面
[00:03:03.600 --> 00:03:04.600]  就反映到
[00:03:04.600 --> 00:03:07.000]  究竟一個人在你生命當中
[00:03:07.000 --> 00:03:10.000]  甚麼是最重要的呢?
[00:03:10.000 --> 00:03:13.000]  耶穌在此再提醒一班跟隨的人說
[00:03:13.000 --> 00:03:15.800]  「凡不背著自己十字架跟從我的
[00:03:15.800 --> 00:03:17.800]  就不能作我的門徒」
[00:03:17.800 --> 00:03:19.400]  其實在此耶穌在此說
[00:03:19.400 --> 00:03:21.000]  讓人再思想一件事
[00:03:21.000 --> 00:03:22.600]  究竟在你生命當中
[00:03:22.600 --> 00:03:24.000]  甚麼是最重要的?
[00:03:24.000 --> 00:03:26.000]  財物最重要?
[00:03:26.000 --> 00:03:28.200]  人與人之間的關係最重要?
[00:03:28.200 --> 00:03:32.000]  抑或你與上帝之間的關係是最重要的?
[00:03:32.000 --> 00:03:35.600]  耶穌在此作出一個很清楚的呼召
[00:03:35.600 --> 00:03:36.800]  讓人知道
[00:03:36.800 --> 00:03:41.800]  當人願意跟從上帝的時候
[00:03:41.800 --> 00:03:43.000]  在你的人生裏面
[00:03:43.000 --> 00:03:45.400]  上帝就成為你生命的中心
[00:03:45.400 --> 00:03:50.200]  上帝就成為你生命最重要的一個位置
[00:03:50.200 --> 00:03:53.600]  耶穌在此作出這樣的呼召
[00:03:53.600 --> 00:03:55.800]  祂自己也成為一個典範
[00:03:55.800 --> 00:03:57.600]  祂自己也行一個榜樣
[00:03:57.600 --> 00:04:01.000]  當祂對人作出這樣的呼召的時候
[00:04:01.000 --> 00:04:04.400]  祂其實是走著一條被釘十字架的路
[00:04:04.400 --> 00:04:06.000]  祂說這段話的時候
[00:04:06.000 --> 00:04:09.400]  祂正是在人生裏面最後的一個階段
[00:04:09.400 --> 00:04:10.600]  祂很清楚知道
[00:04:10.600 --> 00:04:11.600]  上帝要祂來
[00:04:11.600 --> 00:04:14.800]  是要祂走上一條為人類的罪
[00:04:14.800 --> 00:04:16.200]  為你的罪、為我的罪
[00:04:16.200 --> 00:04:17.600]  釘在十字架上
[00:04:17.600 --> 00:04:18.800]  祂很清楚知道
[00:04:18.800 --> 00:04:21.000]  祂再回到耶路撒冷的時候
[00:04:21.000 --> 00:04:24.600]  是被釘在十字架上的事實
[00:04:24.600 --> 00:04:26.800]  所以耶穌可以說
[00:04:26.800 --> 00:04:28.600]  祂自己也成為一個榜樣
[00:04:28.600 --> 00:04:31.000]  讓人知道如何跟從上帝
[00:04:31.000 --> 00:04:32.800]  什麼是最重要的呢?
[00:04:32.800 --> 00:04:34.200]  在耶穌的一生裏面
[00:04:34.200 --> 00:04:38.200]  祂就是為了完成上帝要祂所作的工作
[00:04:38.200 --> 00:04:42.200]  祂就甘於付上任何代價
[00:04:42.200 --> 00:04:47.600]  最後祂的生命都擺上出來
[00:04:47.600 --> 00:04:49.800]  讓人的罪
[00:04:49.800 --> 00:04:51.600]  為人的罪的緣故
[00:04:51.600 --> 00:04:53.000]  釘在十字架上
[00:04:53.000 --> 00:04:56.600]  去完成上帝請求的計劃
[00:04:56.600 --> 00:04:58.200]  耶穌的教導
[00:04:58.200 --> 00:05:02.200]  可以說是跟當時社會的標準
[00:05:02.200 --> 00:05:04.600]  是一個背道而馳
[00:05:04.600 --> 00:05:06.800]  在當時的羅馬人的眼中
[00:05:06.800 --> 00:05:09.000]  一個被釘上十字架的人
[00:05:09.000 --> 00:05:11.000]  是一個被羞辱的記號
[00:05:11.000 --> 00:05:14.400]  不是一個榮耀
[00:05:14.400 --> 00:05:17.000]  是一個被羞辱的象徵
[00:05:17.000 --> 00:05:20.600]  是被社會的人唾棄的象徵
[00:05:20.600 --> 00:05:24.200]  在猶太人的觀念裏
[00:05:24.200 --> 00:05:28.600]  亦認為一個人被掛起來的時候
[00:05:28.600 --> 00:05:31.800]  他是被上帝就坐的一個人
[00:05:31.800 --> 00:05:33.400]  哪些人會被掛起來呢?
[00:05:33.400 --> 00:05:35.800]  是被上帝就坐的一個人
[00:05:35.800 --> 00:05:38.600]  所以無論從羅馬人的標準
[00:05:38.600 --> 00:05:41.000]  無論從猶太人的標準
[00:05:41.000 --> 00:05:43.400]  被釘十字架的事實
[00:05:43.400 --> 00:05:47.200]  都不是一個好的代表
[00:05:47.200 --> 00:05:53.400]  是一個被羞辱、被唾棄的象徵
[00:05:53.400 --> 00:05:57.200]  所以耶穌呼召一群人跟從的時候
[00:05:57.200 --> 00:05:59.200]  可以說叫一群人
[00:05:59.200 --> 00:06:00.600]  你要想清楚
[00:06:00.600 --> 00:06:02.800]  你亦要很清楚地知道
[00:06:02.800 --> 00:06:06.400]  究竟跟從上帝背起十字架是什麼意思
[00:06:06.400 --> 00:06:09.600]  是和當時的社會標準
[00:06:09.600 --> 00:06:14.000]  社會一般的人的看法相當不同
[00:06:14.000 --> 00:06:17.600]  你要付上這個代價
[00:06:17.600 --> 00:06:20.800]  耶穌在此提醒跟從祂的人
[00:06:20.800 --> 00:06:26.600]  要知道跟從上帝的路是怎樣走
[00:06:26.600 --> 00:06:30.000]  在現代社會
[00:06:30.000 --> 00:06:32.000]  可能我們都相信耶穌
[00:06:32.000 --> 00:06:34.000]  我們都不需要付很大的代價
[00:06:34.000 --> 00:06:35.200]  現在我們可以這樣說
[00:06:35.200 --> 00:06:37.200]  在一個文明的社會裏
[00:06:37.200 --> 00:06:39.200]  但是在上個世紀
[00:06:39.200 --> 00:06:43.200]  九十年代在阿富汗的地方
[00:06:43.200 --> 00:06:45.200]  我不知道大家有沒有印象
[00:06:45.200 --> 00:06:49.400]  阿富汗這個國家在上個世紀
[00:06:49.400 --> 00:06:51.000]  仍然有地方
[00:06:51.000 --> 00:06:53.800]  當你說要去信耶穌的時候
[00:06:53.800 --> 00:06:57.200]  你可能要面對死亡的威脅
[00:06:57.200 --> 00:07:00.000]  在九零年代有一個消息出來
[00:07:00.000 --> 00:07:05.200]  有二十四個基督徒被當地政府抓了
[00:07:05.200 --> 00:07:06.800]  有十六個是本地人
[00:07:06.800 --> 00:07:09.800]  有八個是外來的人
[00:07:09.800 --> 00:07:14.400]  這八個外來的人是幫助他們扶貧的工作
[00:07:14.400 --> 00:07:20.200]  抓他們的原因是因為他們派一些科學家擔張
[00:07:20.200 --> 00:07:21.600]  然後就被抓了
[00:07:21.600 --> 00:07:25.400]  按照當時阿富汗國家的法例
[00:07:25.400 --> 00:07:31.000]  他們可能要面對死刑的後果
[00:07:31.000 --> 00:07:32.800]  在阿富汗這個地方
[00:07:32.800 --> 00:07:35.200]  我們當時也看到一些新聞
[00:07:35.200 --> 00:07:37.400]  有一個阿富汗本地人
[00:07:37.400 --> 00:07:40.200]  因為信耶穌的緣故
[00:07:40.200 --> 00:07:43.400]  被他的家人指證出來
[00:07:43.400 --> 00:07:49.200]  從一個國家的信仰裏轉信基督教
[00:07:49.200 --> 00:07:53.800]  所以這個弟兄也要面對死亡的威脅
[00:07:53.800 --> 00:07:56.000]  這是國家的法例
[00:07:56.000 --> 00:07:58.200]  在這個世紀裏
[00:07:58.200 --> 00:08:01.400]  我們也看到很多不同的地方
[00:08:01.400 --> 00:08:04.000]  有很多人為了信耶穌的緣故
[00:08:04.000 --> 00:08:06.200]  是甘於負上很重的代價
[00:08:06.200 --> 00:08:11.600]  有些人可能願性命都願意擺上
[00:08:11.600 --> 00:08:15.200]  為了堅持他的信仰
[00:08:15.200 --> 00:08:20.200]  曾經有一個老師問一班學生
[00:08:20.200 --> 00:08:21.800]  在你們心目當中
[00:08:21.800 --> 00:08:26.000]  究竟在世界上仍然有的七個奇蹟
[00:08:26.000 --> 00:08:27.400]  是哪七個呢?
[00:08:27.400 --> 00:08:30.000]  當時的學生就寫了
[00:08:30.000 --> 00:08:34.000]  有很多世界上仍然存在的七個奇蹟
[00:08:34.000 --> 00:08:35.600]  通常學生會說是
[00:08:35.600 --> 00:08:38.800]  埃及的金字塔、印度的太基靈、
[00:08:38.800 --> 00:08:44.000]  美國的大峽谷、羅馬的聖彼得大教堂
[00:08:44.000 --> 00:08:46.600]  還有中國的萬里長城
[00:08:46.600 --> 00:08:48.400]  當時有一個女學生
[00:08:48.400 --> 00:08:51.000]  寫來寫去都寫不出來
[00:08:51.000 --> 00:08:53.800]  老師就問為何你寫不出來
[00:08:53.800 --> 00:08:54.800]  有什麼可以幫你呢?
[00:08:54.800 --> 00:08:56.200]  這個學生就說
[00:08:56.200 --> 00:08:57.600]  其實在我的腦海當中
[00:08:57.600 --> 00:09:00.000]  有很多奇蹟我想寫出來
[00:09:00.000 --> 00:09:02.000]  我不知道選擇什麼寫出來
[00:09:02.000 --> 00:09:04.200]  所以就有這個猶豫
[00:09:04.200 --> 00:09:06.000]  老師就跟她說
[00:09:06.000 --> 00:09:09.600]  究竟你想起什麼奇蹟呢?
[00:09:09.600 --> 00:09:10.800]  她就說
[00:09:10.800 --> 00:09:13.200]  當我能見到世界上美好的事物
[00:09:13.200 --> 00:09:14.800]  這是一個奇蹟
[00:09:14.800 --> 00:09:17.400]  當我能夠聽到鳥的叫聲
[00:09:17.400 --> 00:09:19.000]  這是一個奇蹟
[00:09:19.000 --> 00:09:21.800]  當我能夠觸摸一些新奇有趣的事物
[00:09:21.800 --> 00:09:23.000]  這是一個奇蹟
[00:09:23.000 --> 00:09:26.400]  當我能夠品嘗不同美味的食物
[00:09:26.400 --> 00:09:27.800]  這是一個奇蹟
[00:09:27.800 --> 00:09:31.200]  當我能夠暢所開懷大笑
[00:09:31.200 --> 00:09:32.400]  這是一個奇蹟
[00:09:32.400 --> 00:09:36.400]  當我能夠體會愛人和被愛的感覺
[00:09:36.400 --> 00:09:38.200]  這是一個奇蹟
[00:09:38.200 --> 00:09:40.800]  當她說完這番話的時候
[00:09:40.800 --> 00:09:43.000]  一群同學都靜下來
[00:09:43.000 --> 00:09:45.000]  他們沒有從這個角度去理解
[00:09:45.000 --> 00:09:46.200]  這是一個奇蹟
[00:09:46.200 --> 00:09:47.200]  我在想
[00:09:47.200 --> 00:09:48.800]  今天如果我說
[00:09:48.800 --> 00:09:50.200]  在你們心目當中
[00:09:50.200 --> 00:09:53.000]  世界七大奇蹟是什麼呢?
[00:09:53.000 --> 00:09:54.600]  你要寫什麼內容呢?
[00:09:54.600 --> 00:09:55.400]  我會說
[00:09:55.400 --> 00:09:56.600]  當然我不會用奇蹟
[00:09:56.600 --> 00:09:58.000]  我會用神蹟
[00:09:58.000 --> 00:09:59.800]  就是七大神蹟
[00:09:59.800 --> 00:10:01.800]  我想其中一個神蹟就是
[00:10:01.800 --> 00:10:04.400]  在今天這個社會裏面
[00:10:04.400 --> 00:10:06.000]  世界每一個角落
[00:10:06.000 --> 00:10:10.200]  每一天都有很多人願意相信耶穌
[00:10:10.200 --> 00:10:12.400]  這是一個神蹟
[00:10:12.400 --> 00:10:13.600]  在地上
[00:10:13.600 --> 00:10:15.800]  今天有很多人知道信耶穌
[00:10:15.800 --> 00:10:18.400]  都要付上很大的代價
[00:10:18.400 --> 00:10:20.800]  但他們仍然願意相信耶穌
[00:10:20.800 --> 00:10:22.800]  仍然選擇去相信耶穌
[00:10:22.800 --> 00:10:25.200]  這是一個神蹟
[00:10:25.200 --> 00:10:27.600]  今天在地上有很多基督徒
[00:10:27.600 --> 00:10:30.200]  為了其他人信耶穌的緣故
[00:10:30.200 --> 00:10:32.400]  甘於付上很多代價
[00:10:32.400 --> 00:10:34.800]  這是一個神蹟
[00:10:34.800 --> 00:10:36.000]  但願這神蹟
[00:10:36.000 --> 00:10:38.600]  上帝讓它不停延續下去
[00:10:38.600 --> 00:10:41.400]  耶穌在這裡說
[00:10:41.400 --> 00:10:46.200]  當人選擇去跟從上帝的時候
[00:10:46.200 --> 00:10:48.800]  他要重整自己生命的方向
[00:10:48.800 --> 00:10:50.800]  什麼是最重要
[00:10:50.800 --> 00:10:54.000]  什麼在人生當中是最要堅持的呢?
[00:10:54.000 --> 00:10:56.000]  接著耶穌再繼續說
[00:10:56.000 --> 00:10:58.600]  28至33節說
[00:10:58.600 --> 00:11:00.400]  耶穌說了兩個這樣的比喻
[00:11:00.400 --> 00:11:02.400]  「你們哪一個要蓋一座樓
[00:11:02.400 --> 00:11:05.000]  不先坐下算計花費
[00:11:05.000 --> 00:11:06.600]  能蓋成不能呢?
[00:11:06.600 --> 00:11:09.200]  恐怕安了地基不能成功
[00:11:09.200 --> 00:11:11.200]  看見的人就笑話他說
[00:11:11.200 --> 00:11:13.600]  這個人開了工他不能完工
[00:11:13.600 --> 00:11:16.400]  或是一個王出去和別的王打仗
[00:11:16.400 --> 00:11:18.000]  豈不先坐下算計
[00:11:18.000 --> 00:11:22.000]  能用一萬兵去敵那二萬兵來攻打他嗎?
[00:11:22.000 --> 00:11:23.000]  若是不能
[00:11:23.000 --> 00:11:25.000]  就趁敵人還軟的時候
[00:11:25.000 --> 00:11:27.600]  派使者去求和式的條款
[00:11:27.600 --> 00:11:29.400]  這樣你們無論什麼人
[00:11:29.400 --> 00:11:31.400]  若不撇下一切所有的
[00:11:31.400 --> 00:11:34.000]  就不能作我的門徒」
[00:11:34.000 --> 00:11:35.800]  在這段經文裡
[00:11:35.800 --> 00:11:37.600]  耶穌繼續說
[00:11:37.600 --> 00:11:41.400]  表面上就像說了兩個比喻
[00:11:41.400 --> 00:11:43.000]  一個是蓋房的比喻
[00:11:43.000 --> 00:11:45.000]  一個是打仗的比喻
[00:11:45.000 --> 00:11:48.000]  一般傳統的解釋
[00:11:48.000 --> 00:11:49.200]  就是耶穌指導
[00:11:49.200 --> 00:11:51.200]  叫人去計算一下代價
[00:11:51.200 --> 00:11:54.200]  做事之前蓋一座樓
[00:11:54.200 --> 00:11:57.800]  你要計算一下自己有沒有這樣的力量
[00:11:57.800 --> 00:11:59.200]  如果你沒有這樣的力量
[00:11:59.200 --> 00:12:01.200]  你就不要做了
[00:12:01.200 --> 00:12:04.400]  一般傳統的理解就是這樣
[00:12:04.400 --> 00:12:06.000]  但是這個解釋
[00:12:06.000 --> 00:12:08.600]  其實是有些困難的
[00:12:08.600 --> 00:12:11.200]  起碼有三個困難在當中
[00:12:11.200 --> 00:12:12.800]  第一個困難就是
[00:12:12.800 --> 00:12:16.800]  在剛剛所說的第一部分
[00:12:16.800 --> 00:12:17.800]  那段經文裡
[00:12:17.800 --> 00:12:18.600]  耶穌就是叫人
[00:12:18.600 --> 00:12:21.600]  你要放下一切所有的東西
[00:12:21.600 --> 00:12:23.600]  憑著一個單純的信心
[00:12:23.600 --> 00:12:25.600]  去跟從上帝
[00:12:25.600 --> 00:12:26.800]  但是這裡似乎
[00:12:26.800 --> 00:12:28.000]  耶穌如果這樣去解釋
[00:12:28.000 --> 00:12:30.800]  好像是一個不太協調的地方
[00:12:30.800 --> 00:12:32.800]  叫人計算一下代價
[00:12:32.800 --> 00:12:36.200]  但是這是一個不太協調的地方
[00:12:36.200 --> 00:12:39.200]  第二就是在第32節那裡說
[00:12:39.200 --> 00:12:42.200]  當說到和一群人說
[00:12:42.200 --> 00:12:43.600]  如果你兩個打仗
[00:12:43.600 --> 00:12:44.800]  如果你覺得打不過
[00:12:44.800 --> 00:12:46.600]  你就和別人求和
[00:12:46.600 --> 00:12:50.600]  似乎和《路加福音書》所說的道理
[00:12:50.600 --> 00:12:52.600]  也不是很協調
[00:12:52.600 --> 00:12:53.800]  第三就是
[00:12:53.800 --> 00:12:56.600]  在最後耶穌在說
[00:12:56.600 --> 00:12:58.600]  你們要放下一切的
[00:12:58.600 --> 00:13:01.600]  去跟從耶穌
[00:13:01.600 --> 00:13:04.000]  一個只會計算代價的人
[00:13:04.000 --> 00:13:06.400]  其實是很難放下一切
[00:13:06.400 --> 00:13:08.600]  去跟從上帝
[00:13:08.600 --> 00:13:11.400]  所以一個傳統的理解
[00:13:11.400 --> 00:13:14.600]  似乎是有一個困難的地方
[00:13:14.600 --> 00:13:15.800]  另一方面就是
[00:13:15.800 --> 00:13:17.400]  似乎在說耶穌叫人
[00:13:17.400 --> 00:13:20.600]  避免別人取笑你
[00:13:20.600 --> 00:13:22.400]  如果你完成不了工作
[00:13:22.400 --> 00:13:23.600]  別人就會取笑你
[00:13:23.600 --> 00:13:24.600]  似乎耶穌在說
[00:13:24.600 --> 00:13:29.800]  叫人避免其他人取笑你的緣故
[00:13:29.800 --> 00:13:32.400]  所以你就要想清楚
[00:13:32.400 --> 00:13:35.600]  但是正如剛才所說
[00:13:35.600 --> 00:13:39.800]  背起十字架跟從耶穌
[00:13:39.800 --> 00:13:41.200]  在當事人來說
[00:13:41.200 --> 00:13:43.600]  其實就是被人嘲笑
[00:13:43.600 --> 00:13:45.600]  其實就是被人恥笑
[00:13:45.600 --> 00:13:46.800]  所以當耶穌說
[00:13:46.800 --> 00:13:48.800]  你要背起自己的十字架
[00:13:48.800 --> 00:13:50.200]  去跟從他的時候
[00:13:50.200 --> 00:13:52.800]  其實他是呼召一群人
[00:13:52.800 --> 00:13:55.200]  甘於被人嘲笑
[00:13:55.200 --> 00:13:57.000]  甘於被其他人
[00:13:57.000 --> 00:13:57.800]  被家人
[00:13:57.800 --> 00:13:58.600]  被其他人
[00:13:58.600 --> 00:13:59.800]  被朋友嘲笑
[00:13:59.800 --> 00:14:01.800]  被社會人嘲笑
[00:14:01.800 --> 00:14:05.400]  但是你仍然願意跟從上帝
[00:14:05.400 --> 00:14:10.000]  所以在整個上下文裡
[00:14:10.000 --> 00:14:11.800]  按照傳統的理解
[00:14:11.800 --> 00:14:13.800]  似乎是有一定的困難
[00:14:13.800 --> 00:14:18.200]  其實耶穌在說什麼呢?
[00:14:18.200 --> 00:14:22.400]  在第二個比喻裡說
[00:14:22.400 --> 00:14:26.200]  如果你人少人多
[00:14:26.200 --> 00:14:27.600]  你覺得打不過
[00:14:27.600 --> 00:14:29.800]  你就跟人求和
[00:14:29.800 --> 00:14:32.600]  但是在舊約的傳統裡
[00:14:32.600 --> 00:14:34.000]  說到打仗
[00:14:34.000 --> 00:14:37.000]  基本上不是說人多人少
[00:14:37.000 --> 00:14:38.000]  而是說
[00:14:38.000 --> 00:14:41.800]  究竟上帝有沒有使你去打這場仗呢?
[00:14:41.800 --> 00:14:44.600]  上帝在過程裡有沒有參與呢?
[00:14:44.600 --> 00:14:46.400]  如果上帝要你去打的時候
[00:14:46.400 --> 00:14:47.600]  這場仗一定會贏
[00:14:47.600 --> 00:14:49.800]  在舊約傳統裡
[00:14:49.800 --> 00:14:53.000]  或者描述打仗的事實裡
[00:14:53.000 --> 00:14:56.400]  是說到上帝的能力參與才是最重要
[00:14:56.400 --> 00:15:00.600]  不是計算人的力量的多少
[00:15:00.600 --> 00:15:02.600]  所以耶穌其實在這裡說
[00:15:02.600 --> 00:15:06.000]  你是要計算資源
[00:15:06.000 --> 00:15:07.800]  去作出一個抉擇
[00:15:07.800 --> 00:15:11.800]  不過你計算的不是自己的資源有多少
[00:15:11.800 --> 00:15:15.800]  而是你要知道自己的資源是很有限的
[00:15:15.800 --> 00:15:17.600]  你的能力是很有限的
[00:15:17.600 --> 00:15:20.000]  靠著你自己是不可以贏的
[00:15:20.000 --> 00:15:21.600]  一萬兵和二萬兵
[00:15:21.600 --> 00:15:24.200]  當然是二萬兵打贏一萬兵
[00:15:24.200 --> 00:15:28.800]  但是如果你知道不是靠著自己的能力
[00:15:28.800 --> 00:15:30.800]  自己的資源去打仗的時候
[00:15:30.800 --> 00:15:34.000]  你就知道唯有單單去倚靠上帝
[00:15:34.000 --> 00:15:36.600]  倚靠上帝所彰顯的能力
[00:15:36.600 --> 00:15:38.600]  在你身上所彰顯的能力
[00:15:38.600 --> 00:15:41.000]  在客觀上所彰顯的作為
[00:15:41.000 --> 00:15:44.000]  這個你才能夠明白
[00:15:44.000 --> 00:15:46.200]  是跟從上帝的意義
[00:15:46.200 --> 00:15:48.200]  所以耶穌在這裡說
[00:15:48.200 --> 00:15:49.400]  你是要計算
[00:15:49.400 --> 00:15:52.200]  不過不是計算你自己有多少資源
[00:15:52.200 --> 00:15:55.400]  而是計算上帝給你有多少資源
[00:15:55.400 --> 00:15:56.800]  去跟從祂
[00:15:56.800 --> 00:15:58.200]  所以在這裡說
[00:15:58.200 --> 00:16:00.400]  一個王和另一個王去宣戰
[00:16:00.400 --> 00:16:06.800]  基本上可以說是代表上帝和撒旦的一場戰爭
[00:16:06.800 --> 00:16:13.800]  耶穌呼召我們參與這場屬靈的戰爭
[00:16:13.800 --> 00:16:16.600]  當我們參與這場屬靈的戰爭的時候
[00:16:16.600 --> 00:16:20.600]  不是去看自己有多少能力去打贏這場仗
[00:16:20.600 --> 00:16:25.800]  而是去看上帝已經給我們有足夠的能力
[00:16:25.800 --> 00:16:28.400]  去打贏這場勝仗
[00:16:28.400 --> 00:16:31.000]  結局已經定了
[00:16:31.000 --> 00:16:33.400]  因為上帝必定會得勝
[00:16:33.400 --> 00:16:37.200]  在各地上撒旦的能力是不會戰勝的
[00:16:37.200 --> 00:16:39.200]  上帝必定會戰勝
[00:16:39.200 --> 00:16:41.200]  結局已經定了
[00:16:41.200 --> 00:16:44.800]  所以耶穌在這裡提醒一群跟從祂的人
[00:16:44.800 --> 00:16:49.800]  不要倚靠自己的能力去跟從上帝
[00:16:49.800 --> 00:16:52.800]  唯有倚靠上帝賜給我們的大能
[00:16:52.800 --> 00:17:00.800]  我們才能戰勝這場仗
[00:17:00.800 --> 00:17:05.800]  耶穌在這裡說出一個很重要的真理
[00:17:05.800 --> 00:17:13.800]  就是當我們在這場跟從上帝的路的過程裡
[00:17:13.800 --> 00:17:17.200]  這場戰爭已經打勝了
[00:17:17.200 --> 00:17:18.600]  我們必定會勝
[00:17:18.600 --> 00:17:22.800]  因為上帝給我們能力戰勝這場戰爭
[00:17:22.800 --> 00:17:26.800]  在剛剛過完的奧斯卡頒獎典禮
[00:17:26.800 --> 00:17:31.000]  我想很多人都留意到
[00:17:31.000 --> 00:17:32.800]  在奧斯卡頒獎典禮裡
[00:17:32.800 --> 00:17:38.000]  一年一度將一些電影獎項給他們
[00:17:38.000 --> 00:17:44.200]  其實當中有一些人領獎的時候
[00:17:44.200 --> 00:17:51.600]  他們會說每一個參賽的電影都相當有水準
[00:17:51.600 --> 00:17:55.200]  其實每一部電影參賽的電影背後
[00:17:55.200 --> 00:17:58.200]  很多人都盡了全力去拍
[00:17:58.200 --> 00:18:01.400]  他們盡了很多的集合人力物力資源
[00:18:01.400 --> 00:18:05.000]  去拍一齣很有質素的電影
[00:18:05.000 --> 00:18:07.600]  但是最後他們能否得獎呢?
[00:18:07.600 --> 00:18:09.000]  其實是不知道的
[00:18:09.000 --> 00:18:10.200]  或者可以這樣說
[00:18:10.200 --> 00:18:12.000]  能否有機會參賽呢?
[00:18:12.000 --> 00:18:14.600]  參賽都不知道的
[00:18:14.600 --> 00:18:17.400]  但是當我們說我們是一個跟從上帝的人
[00:18:17.400 --> 00:18:19.000]  我們背起十字架
[00:18:19.000 --> 00:18:21.400]  我們重新在人生裡有一個定位
