
[00:00:00.000 --> 00:00:03.400]  很開心能夠在2010年
[00:01:13.920 --> 00:01:15.520]  我們看到的真理
[00:01:15.520 --> 00:01:16.320]  好
[00:01:16.320 --> 00:01:18.320]  首先我們看第一個
[00:01:18.320 --> 00:01:20.320]  這段聖經裡面所說的真理
[00:01:20.320 --> 00:01:21.320]  就是十八節
[00:01:21.320 --> 00:01:23.120]  聖經說
[00:01:23.120 --> 00:01:25.320]  耶和華神說乃人獨居不好
[00:01:25.320 --> 00:01:27.320]  我要為他做一個
[00:01:27.320 --> 00:01:29.320]  他相配的幫手
[00:01:29.320 --> 00:01:31.320]  華本就說要做一個
[00:01:31.320 --> 00:01:33.720]  配偶去幫助他
[00:01:33.720 --> 00:01:35.320]  這是第一個
[00:01:35.320 --> 00:01:36.320]  這節聖經
[00:01:36.320 --> 00:01:39.720]  我覺得這段聖經很好
[00:01:39.720 --> 00:01:43.720]  說到婚姻的教導
[00:01:43.720 --> 00:01:46.920]  是因為他在人未墮落之前
[00:01:46.920 --> 00:01:48.920]  就是創世紀第三章之前
[00:01:48.920 --> 00:01:52.720]  所以這是本來的
[00:01:52.720 --> 00:01:55.320]  完全純粹他自己
[00:01:55.320 --> 00:01:59.320]  對人類婚姻的一種看法和心意
[00:01:59.320 --> 00:02:00.720]  雖然人墮落之後
[00:02:00.720 --> 00:02:01.320]  到了今天
[00:02:01.320 --> 00:02:03.320]  很多不完美的地方
[00:02:03.320 --> 00:02:06.520]  很多是我們希望但是做不到
[00:02:06.520 --> 00:02:08.520]  或者是很多的困難
[00:02:08.520 --> 00:02:09.920]  不過我們不要忘記
[00:02:09.920 --> 00:02:12.520]  神本來對這個婚姻
[00:02:12.520 --> 00:02:14.520]  是有他一定的標準
[00:02:14.520 --> 00:02:15.520]  意思
[00:02:15.520 --> 00:02:16.920]  和他的真理
[00:02:16.920 --> 00:02:18.320]  今天我們就看這個
[00:02:18.320 --> 00:02:19.920]  是一個永遠的
[00:02:19.920 --> 00:02:21.120]  神的心意方向
[00:02:21.120 --> 00:02:22.320]  這個是很重要的
[00:02:22.320 --> 00:02:23.120]  很重要的
[00:02:23.120 --> 00:02:24.920]  我們不是說我們今天做不做到
[00:02:24.920 --> 00:02:25.920]  很難的
[00:02:25.920 --> 00:02:28.120]  難未必做得完美
[00:02:28.120 --> 00:02:30.520]  但我們仍然要向著方向邁進
[00:02:30.520 --> 00:02:31.320]  好嗎?
[00:02:31.320 --> 00:02:31.920]  記得
[00:02:31.920 --> 00:02:32.920]  所以我今天說的話
[00:02:32.920 --> 00:02:34.920]  有些地方會得罪弟兄姊妹
[00:02:34.920 --> 00:02:37.720]  不過請你不要介意
[00:02:37.720 --> 00:02:38.920]  憑著聖經說的
[00:02:38.920 --> 00:02:41.320]  大家都明白我的性格和習慣
[00:02:41.320 --> 00:02:42.120]  聖經是這麼說
[00:02:42.120 --> 00:02:42.920]  我就這麼說
[00:02:42.920 --> 00:02:43.320]  對不起
[00:02:43.320 --> 00:02:44.320]  你生我的氣也沒辦法
[00:02:44.320 --> 00:02:46.120]  我是按照聖經來說
[00:02:46.120 --> 00:02:46.920]  第一樣
[00:02:46.920 --> 00:02:48.920]  神說乃人獨居不好
[00:02:48.920 --> 00:02:51.320]  這個我相信弟兄姊妹都會留意到
[00:02:51.320 --> 00:02:52.320]  不好
[00:02:52.320 --> 00:02:55.720]  很奇怪的
[00:02:55.720 --> 00:02:57.920]  這一節聖經
[00:02:57.920 --> 00:03:00.320]  是人墮落之前說的
[00:03:00.320 --> 00:03:03.320]  你記得上帝創造天地萬物的時候
[00:03:03.320 --> 00:03:04.320]  每次做完之後
[00:03:04.320 --> 00:03:05.920]  上帝看事好滴
[00:03:05.920 --> 00:03:07.320]  神啊
[00:03:07.320 --> 00:03:08.920]  神創造啊
[00:03:08.920 --> 00:03:10.920]  神所做出來有什麼不好?
[00:03:10.920 --> 00:03:11.520]  哈?
[00:03:11.520 --> 00:03:12.920]  偏偏有一個不好
[00:03:12.920 --> 00:03:15.520]  乃人獨居不好
[00:03:15.520 --> 00:03:17.320]  不是因為人犯罪才不好
[00:03:17.320 --> 00:03:19.120]  是神本來覺得
[00:03:19.120 --> 00:03:20.920]  還沒做得夠好
[00:03:21.520 --> 00:03:22.920]  為什麼
[00:03:22.920 --> 00:03:25.320]  這麼嚴重的一句話呢?
[00:03:25.320 --> 00:03:27.920]  乃人獨居不好
[00:03:27.920 --> 00:03:29.920]  不好
[00:03:29.920 --> 00:03:30.920]  所以
[00:03:30.920 --> 00:03:32.920]  神就找了一個配偶
[00:03:32.920 --> 00:03:35.520]  和他一起設立婚姻
[00:03:35.520 --> 00:03:36.120]  好了
[00:03:36.120 --> 00:03:38.920]  我想和大家說一些比較嚴重和嚴肅的問題
[00:03:38.920 --> 00:03:41.320]  乃人獨居不好
[00:03:41.320 --> 00:03:44.320]  結了婚才好
[00:03:44.320 --> 00:03:45.320]  是吧?
[00:03:47.920 --> 00:03:50.920]  乃人不結婚不好
[00:03:50.920 --> 00:03:55.320]  那就得罪傷了很多人
[00:03:55.320 --> 00:03:56.320]  是吧?
[00:03:56.320 --> 00:03:59.320]  那我還沒結婚就不好了
[00:03:59.320 --> 00:04:03.520]  我一生都沒結婚就更加不好了
[00:04:03.520 --> 00:04:04.520]  是吧?
[00:04:04.520 --> 00:04:07.920]  有點緊張吧?
[00:04:07.920 --> 00:04:11.520]  是不是這個意思呢?
[00:04:11.520 --> 00:04:15.120]  如果我們看回新約
[00:04:15.120 --> 00:04:16.920]  肯定不是這個意思的
[00:04:17.920 --> 00:04:22.320]  耶穌基督神自己渡成肉身都沒結婚
[00:04:22.320 --> 00:04:24.920]  所以耶穌不結婚不好
[00:04:24.920 --> 00:04:26.920]  你敢不敢這麼說呢?
[00:04:26.920 --> 00:04:28.720]  你當然不敢這麼說了
[00:04:28.720 --> 00:04:30.520]  耶穌有什麼不好呢?
[00:04:30.520 --> 00:04:34.520]  保羅在哥林多前書第七章說
[00:04:34.520 --> 00:04:36.920]  甚至獨生的
[00:04:36.920 --> 00:04:40.920]  用一個恩賜這麼嚴重的祝福來說
[00:04:40.920 --> 00:04:42.920]  如果是為了主的緣故
[00:04:42.920 --> 00:04:44.920]  獨生他沒結婚的話
[00:04:44.920 --> 00:04:47.320]  甚至比結婚更好
[00:04:47.320 --> 00:04:48.320]  保羅在這裡說的
[00:04:48.320 --> 00:04:51.520]  你有空的話可以看回哥林多前書第七章
[00:04:51.520 --> 00:04:52.520]  說得很清楚
[00:04:52.520 --> 00:04:55.520]  那怎麼搞呢?
[00:04:55.520 --> 00:04:56.920]  你看清楚聖經
[00:04:56.920 --> 00:04:57.920]  聖經沒有騙你的
[00:04:57.920 --> 00:04:59.520]  不過我們很多時候看不清楚聖經
[00:04:59.520 --> 00:05:01.520]  聖經說乃人獨居不好
[00:05:01.520 --> 00:05:03.520]  沒有說乃人不結婚不好
[00:05:03.520 --> 00:05:04.920]  是不是一樣?
[00:05:04.920 --> 00:05:05.920]  不是的
[00:05:05.920 --> 00:05:07.520]  獨居就不好
[00:05:07.520 --> 00:05:09.920]  不結婚就不一定不好
[00:05:09.920 --> 00:05:11.120]  你明白我的意思嗎?
[00:05:11.120 --> 00:05:14.120]  因為神所看見的是那個人
[00:05:14.120 --> 00:05:18.120]  他沒有一個配偶
[00:05:18.120 --> 00:05:20.120]  為什麼神說得不好?
[00:05:20.120 --> 00:05:22.120]  大概我們看到有兩個原因
[00:05:22.120 --> 00:05:23.120]  第一
[00:05:23.120 --> 00:05:26.120]  就是因為人的神創造人的時候
[00:05:26.120 --> 00:05:29.120]  有一個很重要的指引給人
[00:05:29.120 --> 00:05:30.120]  就是生養壯多
[00:05:30.120 --> 00:05:31.120]  填滿全地
[00:05:31.120 --> 00:05:32.120]  這是事實
[00:05:32.120 --> 00:05:34.120]  那一個人
[00:05:34.120 --> 00:05:36.120]  他怎麼可以自己生養壯多呢?
[00:05:36.120 --> 00:05:41.120]  所以神的計劃和他的心意是還沒完成的
[00:05:41.120 --> 00:05:43.920]  所以不是錯不是壞
[00:05:43.920 --> 00:05:45.720]  是不夠完美
[00:05:45.720 --> 00:05:46.720]  所以不好
[00:05:46.720 --> 00:05:48.720]  不過這個也不是最重要的
[00:05:48.720 --> 00:05:49.720]  我自己覺得
[00:05:49.720 --> 00:05:51.720]  更重要的原因是
[00:05:51.720 --> 00:05:55.720]  因為神自己是一位三位一體的神
[00:05:55.720 --> 00:05:58.720]  他自己也不是獨居的
[00:05:58.720 --> 00:05:59.720]  你明白我的意思嗎?
[00:05:59.720 --> 00:06:02.720]  神是聖父、聖子、聖靈
[00:06:02.720 --> 00:06:03.720]  是一個團契來的
[00:06:03.720 --> 00:06:06.720]  神自己本身永恆的性格
[00:06:06.720 --> 00:06:08.720]  和他的真理
[00:06:08.720 --> 00:06:09.720]  最終極的
[00:06:09.720 --> 00:06:11.720]  他也是一個在一切的
[00:06:11.720 --> 00:06:14.720]  聖父、聖子、聖靈的團契當中
[00:06:14.720 --> 00:06:16.520]  那位的主宰
[00:06:16.520 --> 00:06:18.520]  所以他創造人的時候
[00:06:18.520 --> 00:06:20.520]  按照他的形象做的時候
[00:06:20.520 --> 00:06:22.520]  看到那人獨居的時候
[00:06:22.520 --> 00:06:23.520]  他某一個團契
[00:06:23.520 --> 00:06:25.520]  某一個群體
[00:06:25.520 --> 00:06:27.520]  和他一起成長
[00:06:27.520 --> 00:06:28.520]  一起過生活的話
[00:06:28.520 --> 00:06:30.520]  神說不好
[00:06:30.520 --> 00:06:32.520]  因為這個不是似我
[00:06:32.520 --> 00:06:34.520]  這個就最重要
[00:06:34.520 --> 00:06:35.520]  原來我們說
[00:06:35.520 --> 00:06:37.520]  獨居不好是因為
[00:06:37.520 --> 00:06:42.520]  神說人是需要其他人和他一起
[00:06:42.520 --> 00:06:46.520]  有其他的生命和他一起來過日子的
[00:06:46.520 --> 00:06:49.520]  更加因為這個是人
[00:06:49.520 --> 00:06:51.520]  後來繼續發展的歷史
[00:06:51.520 --> 00:06:52.520]  最初的時候
[00:06:52.520 --> 00:06:55.520]  真是整個伊甸園裡面就只有
[00:06:55.520 --> 00:06:57.520]  亞當一個
[00:06:57.520 --> 00:06:58.520]  這是一個人
[00:06:58.520 --> 00:07:01.520]  所以他沒有一個溝通的對象
[00:07:01.520 --> 00:07:04.520]  所以神要為他做一個配偶
[00:07:04.520 --> 00:07:05.520]  去幫助他
[00:07:05.520 --> 00:07:08.520]  待會我再說什麼叫做配偶幫助他
[00:07:08.520 --> 00:07:09.520]  不過無論如何
[00:07:09.520 --> 00:07:11.520]  真正的不好
[00:07:11.520 --> 00:07:14.520]  是因為一個人的孤獨
[00:07:14.520 --> 00:07:16.520]  頂姐妹,這個是很重要
[00:07:16.520 --> 00:07:20.520]  今天無論我們是一個什麼的社會
[00:07:20.520 --> 00:07:21.520]  因為我們已經墮落了一個社會
[00:07:21.520 --> 00:07:24.520]  很多很多複雜的情況
[00:07:24.520 --> 00:07:26.520]  很多限制我們都沒辦法
[00:07:26.520 --> 00:07:28.520]  是完全理想的突破
[00:07:28.520 --> 00:07:31.520]  但是我們要記住神給我們的心意
[00:07:31.520 --> 00:07:33.520]  人在神的心意裡面
[00:07:33.520 --> 00:07:35.520]  基督居是不好的
[00:07:35.520 --> 00:07:38.520]  這句話是一個很大的挑戰
[00:07:38.520 --> 00:07:40.520]  就是當事人他本身
[00:07:40.520 --> 00:07:42.520]  沒有一個基督徒可以做獨行俠
[00:07:42.520 --> 00:07:44.520]  沒有一個基督徒說
[00:07:44.520 --> 00:07:45.520]  我不用理其他人
[00:07:45.520 --> 00:07:47.520]  禮拜堂很煩的
[00:07:47.520 --> 00:07:48.520]  聽到很悶的
[00:07:48.520 --> 00:07:50.520]  來到禮拜堂又不認識人
[00:07:50.520 --> 00:07:51.520]  於是我自己去自己家裡
[00:07:51.520 --> 00:07:52.520]  自己看一看聖經就更好
[00:07:52.520 --> 00:07:53.520]  不好
[00:07:53.520 --> 00:07:55.520]  神說不好
[00:07:55.520 --> 00:07:56.520]  不好
[00:07:56.520 --> 00:07:58.520]  不能夠這樣
[00:07:58.520 --> 00:07:59.520]  在神的計劃裡面
[00:07:59.520 --> 00:08:01.520]  大家要一起成長
[00:08:01.520 --> 00:08:03.520]  所以有些人他沒有結婚
[00:08:03.520 --> 00:08:06.520]  他沒有透過婚姻去解決
[00:08:06.520 --> 00:08:08.520]  去面對這個不好的話
[00:08:08.520 --> 00:08:09.520]  他有其他的方式
[00:08:09.520 --> 00:08:10.520]  他有好的朋友
[00:08:10.520 --> 00:08:12.520]  有好的弟兄姊妹
[00:08:12.520 --> 00:08:14.520]  有好的自己的親人
[00:08:14.520 --> 00:08:15.520]  和他一起成長
[00:08:15.520 --> 00:08:17.520]  這個都是需要的
[00:08:17.520 --> 00:08:19.520]  OK
[00:08:19.520 --> 00:08:20.520]  另外一個挑戰就是
[00:08:20.520 --> 00:08:22.520]  當事人周圍的人
[00:08:22.520 --> 00:08:24.520]  請你記住弟兄姊妹在你周圍
[00:08:24.520 --> 00:08:27.520]  還有些人獨居是不好的
[00:08:27.520 --> 00:08:29.520]  我差不多說到獨居老人兩個字
[00:08:29.520 --> 00:08:32.520]  不過獨居是不好的
[00:08:32.520 --> 00:08:34.520]  弟兄姊妹你知道嗎
[00:08:34.520 --> 00:08:36.520]  你不是說他很煩的
[00:08:36.520 --> 00:08:38.520]  很煩的就讓他自己看著
[00:08:38.520 --> 00:08:41.520]  反正你給了錢就繼續住下去
[00:08:41.520 --> 00:08:42.520]  不好
[00:08:42.520 --> 00:08:43.520]  這個不是錢的問題
[00:08:43.520 --> 00:08:45.520]  不是社會制度的問題
[00:08:45.520 --> 00:08:47.520]  不是說有很多現實的問題
[00:08:47.520 --> 00:08:48.520]  是我明白
[00:08:48.520 --> 00:08:50.520]  我不想跟大家說高調
[00:08:50.520 --> 00:08:52.520]  現實上有很多困難
[00:08:52.520 --> 00:08:53.520]  但是請你記住
[00:08:53.520 --> 00:08:54.520]  無論如何
[00:08:54.520 --> 00:08:57.520]  只要你知道某一個人獨居是不好的
[00:08:57.520 --> 00:09:00.520]  這個神的心意不可以改變
[00:09:00.520 --> 00:09:04.520]  獨居不可
[00:09:04.520 --> 00:09:07.520]  所以一定神的心意
[00:09:07.520 --> 00:09:09.520]  要我們在一個團契
[00:09:09.520 --> 00:09:12.520]  一個群體當中來生活
[00:09:12.520 --> 00:09:13.520]  來生長
[00:09:13.520 --> 00:09:17.520]  這個神給我們生存和存在的
[00:09:17.520 --> 00:09:20.520]  第一個很重要的真理
[00:09:20.520 --> 00:09:22.520]  這就是第一點
[00:09:22.520 --> 00:09:24.520]  第二點
[00:09:24.520 --> 00:09:26.520]  接著就是設立婚姻
[00:09:26.520 --> 00:09:27.520]  你們都知道
[00:09:27.520 --> 00:09:28.520]  不過很奇怪
[00:09:28.520 --> 00:09:29.520]  我想給你看看
[00:09:29.520 --> 00:09:31.520]  第十九節和二十節
[00:09:31.520 --> 00:09:34.520]  無端端中間插了兩句出來
[00:09:34.520 --> 00:09:35.520]  聖經真的很精彩
[00:09:35.520 --> 00:09:36.520]  神寫在聖經
[00:09:36.520 --> 00:09:38.520]  神去啟示聖經的時候
[00:09:38.520 --> 00:09:39.520]  每一道都有意思的
[00:09:39.520 --> 00:09:42.520]  如果你夠心機去慢慢看
[00:09:42.520 --> 00:09:43.520]  我經常說
[00:09:43.520 --> 00:09:44.520]  你夠心機慢慢看
[00:09:44.520 --> 00:09:45.520]  七節而已
[00:09:45.520 --> 00:09:47.520]  這裡有很多東西
[00:09:47.520 --> 00:09:48.520]  還有他下筆
[00:09:48.520 --> 00:09:49.520]  下筆的時候
[00:09:49.520 --> 00:09:51.520]  有很多心思在這裡
[00:09:51.520 --> 00:09:53.520]  沒有隨便下的
[00:09:53.520 --> 00:09:54.520]  剛才說獨居不好
[00:09:54.520 --> 00:09:56.520]  要找個配偶幫助他
[00:09:56.520 --> 00:09:57.520]  找個太太
[00:09:57.520 --> 00:09:58.520]  七節大家都熟悉
[00:09:58.520 --> 00:10:00.520]  做個夏娃出來
[00:10:00.520 --> 00:10:01.520]  拿個骨頭
[00:10:01.520 --> 00:10:03.520]  十九、十九節和二十節
[00:10:03.520 --> 00:10:06.520]  明明插了兩節無端端的東西
[00:10:06.520 --> 00:10:08.520]  說動物
[00:10:08.520 --> 00:10:10.520]  有沒有留意
[00:10:10.520 --> 00:10:14.520]  接著神就在泥土做了野地的各樣野獸
[00:10:14.520 --> 00:10:15.520]  空中的各樣飛鳥
[00:10:15.520 --> 00:10:17.520]  大到到那個人面前
[00:10:17.520 --> 00:10:19.520]  他叫他什麼名字
[00:10:19.520 --> 00:10:20.520]  他就叫什麼名字
[00:10:20.520 --> 00:10:25.520]  那個人就給那些生竹各樣的名字
[00:10:25.520 --> 00:10:29.520]  指示那人會有遇見一個和他相配的幫手
[00:10:29.520 --> 00:10:31.520]  畫龍點睛第二十節
[00:10:31.520 --> 00:10:32.520]  最後一句出來
[00:10:32.520 --> 00:10:33.520]  完全不是說
[00:10:33.520 --> 00:10:35.520]  有空就寫寫動物
[00:10:35.520 --> 00:10:36.520]  不是的
[00:10:36.520 --> 00:10:37.520]  很有意思
[00:10:37.520 --> 00:10:38.520]  為什麼打差了
[00:10:38.520 --> 00:10:40.520]  用動物這兩節
[00:10:40.520 --> 00:10:42.520]  其他的動物這兩節
[00:10:42.520 --> 00:10:44.520]  來到打團
[00:10:44.520 --> 00:10:46.520]  剛剛十八節要說的
[00:10:46.520 --> 00:10:48.520]  應該十八節之後就貼二十一節
[00:10:48.520 --> 00:10:50.520]  神眼睜睜
[00:10:50.520 --> 00:10:53.520]  就做一個女人來成為他的配偶
[00:10:53.520 --> 00:10:54.520]  很自然的
[00:10:54.520 --> 00:10:55.520]  為什麼要插了十九、二十節
[00:10:55.520 --> 00:10:59.520]  因為很重要就是神去找動物
[00:10:59.520 --> 00:11:02.520]  嘗試去找動物
[00:11:02.520 --> 00:11:04.520]  而他發覺在動物當中
[00:11:04.520 --> 00:11:09.520]  找不到這個人類的配偶
[00:11:09.520 --> 00:11:11.520]  大家明白了嗎
[00:11:11.520 --> 00:11:12.520]  這個很重要
[00:11:12.520 --> 00:11:14.520]  就是說其實這一點就是說
[00:11:14.520 --> 00:11:18.520]  神在動物當中並未找到
[00:11:18.520 --> 00:11:24.520]  而那個人也找不到一個和他相配的幫手
[00:11:24.520 --> 00:11:26.520]  一個配偶
[00:11:26.520 --> 00:11:28.520]  但這就是在這一點上
[00:11:28.520 --> 00:11:30.520]  我們看第二個很重要的真理
[00:11:30.520 --> 00:11:33.520]  就是人和動物的關係
[00:11:33.520 --> 00:11:35.520]  先說婚姻之前
[00:11:35.520 --> 00:11:37.520]  說人和動物的關係
[00:11:37.520 --> 00:11:39.520]  動物在這一點上
[00:11:39.520 --> 00:11:43.520]  在神自己的心意和啟示裡面
[00:11:43.520 --> 00:11:45.520]  人自己也感覺到
[00:11:45.520 --> 00:11:46.520]  他可以和他起個名字
[00:11:46.520 --> 00:11:48.520]  起個名字其實也很親切
[00:11:48.520 --> 00:11:49.520]  你叫什麼名字
[00:11:49.520 --> 00:11:51.520]  就是一種動物的名字
[00:11:51.520 --> 00:11:53.520]  這時候是一種溝通的關係
[00:11:53.520 --> 00:11:57.520]  但是聖經第二十節最後的那句話
[00:11:57.520 --> 00:12:01.520]  他找不到真正能夠和他生命相連的
[00:12:01.520 --> 00:12:04.520]  配偶的角色的關係
[00:12:04.520 --> 00:12:06.520]  動物是和他有關係
[00:12:06.520 --> 00:12:08.520]  但動物和人的關係
[00:12:08.520 --> 00:12:10.520]  不可以取代配偶的關係
[00:12:10.520 --> 00:12:12.520]  這句又緊張了
[00:12:12.520 --> 00:12:14.520]  從一開始有些人很喜歡動物的
[00:12:14.520 --> 00:12:16.520]  寵物情緣
[00:12:16.520 --> 00:12:17.520]  現在我們尤其是新一代
[00:12:17.520 --> 00:12:21.520]  很流行養兩隻狗就不結婚了
[00:12:21.520 --> 00:12:23.520]  對不起,又得罪人了
[00:12:23.520 --> 00:12:25.520]  有些人養兩隻貓
[00:12:25.520 --> 00:12:26.520]  有些人養五隻貓
[00:12:26.520 --> 00:12:28.520]  就不用結婚了
[00:12:28.520 --> 00:12:30.520]  人很煩的
[00:12:30.520 --> 00:12:32.520]  養貓好過
[00:12:32.520 --> 00:12:33.520]  這是真的
[00:12:33.520 --> 00:12:37.520]  男人和女人相處很煩的
[00:12:37.520 --> 00:12:39.520]  貓容易搞很多
[00:12:39.520 --> 00:12:41.520]  狗也容易搞很多
[00:12:41.520 --> 00:12:43.520]  如果你想逃避一下
[00:12:43.520 --> 00:12:46.520]  養貓養狗就很快樂
[00:12:46.520 --> 00:12:48.520]  不用結婚的
[00:12:48.520 --> 00:12:53.520]  對不起,神說沒有配合這個標準
[00:12:53.520 --> 00:12:54.520]  我不是說你做錯事
[00:12:54.520 --> 00:12:55.520]  不要回去就怪他
[00:12:55.520 --> 00:12:57.520]  不關我的事
[00:12:57.520 --> 00:12:58.520]  誤會的你都做不出
[00:12:58.520 --> 00:13:00.520]  你這麼喜歡貓狗
[00:13:00.520 --> 00:13:02.520]  有很多我們一些人
[00:13:02.520 --> 00:13:03.520]  現在現代很有趣
[00:13:03.520 --> 00:13:04.520]  因為現代人
[00:13:04.520 --> 00:13:06.520]  是一個現在才
[00:13:06.520 --> 00:13:08.520]  這幾十年才特別流行的
[00:13:08.520 --> 00:13:11.520]  因為我們新一代
[00:13:11.520 --> 00:13:12.520]  不想長大
[00:13:12.520 --> 00:13:14.520]  想玩一些會動的
[00:13:14.520 --> 00:13:15.520]  有反應的玩具
[00:13:15.520 --> 00:13:17.520]  那些就叫貓狗
[00:13:17.520 --> 00:13:19.520]  那些玩具玩到一個地步
[00:13:19.520 --> 00:13:20.520]  是不需要拍拖
[00:13:20.520 --> 00:13:21.520]  不需要結婚的
[00:13:21.520 --> 00:13:23.520]  因為那些可以取代
[00:13:23.520 --> 00:13:25.520]  但對不起,聖經只是告訴我們
[00:13:25.520 --> 00:13:27.520]  取代不了
[00:13:27.520 --> 00:13:29.520]  取代不了
[00:13:29.520 --> 00:13:30.520]  貓狗是取代不了
[00:13:30.520 --> 00:13:35.520]  因為神說他們和人的溝通
[00:13:35.520 --> 00:13:40.520]  始終有一個程度上的差距
[00:13:40.520 --> 00:13:42.520]  這件事不單是神
[00:13:42.520 --> 00:13:43.520]  很有趣
[00:13:43.520 --> 00:13:46.520]  最後是人自己感覺到
[00:13:46.520 --> 00:13:47.520]  是神做了動物
[00:13:47.520 --> 00:13:49.520]  帶到人面前
[00:13:49.520 --> 00:13:51.520]  你試試行不行和你溝通
[00:13:51.520 --> 00:13:52.520]  最後那個人說
[00:13:52.520 --> 00:13:53.520]  我給了他一個名字
[00:13:53.520 --> 00:13:55.520]  但我不能溝通
[00:13:55.520 --> 00:13:58.520]  所以這不是單單神迫你
[00:13:58.520 --> 00:13:59.520]  不讓你和動物有溝通
[00:13:59.520 --> 00:14:00.520]  不是
[00:14:00.520 --> 00:14:01.520]  是人最後發覺
[00:14:01.520 --> 00:14:03.520]  在他心底的深處
[00:14:03.520 --> 00:14:05.520]  靈魂的深處
[00:14:05.520 --> 00:14:09.520]  和動物是溝通不了的程度
[00:14:09.520 --> 00:14:10.520]  我知道
[00:14:10.520 --> 00:14:12.520]  因為我自己也很喜歡狗
[00:14:12.520 --> 00:14:14.520]  所以動物其實是很可愛的
[00:14:14.520 --> 00:14:16.520]  有時抱著一隻
[00:14:16.520 --> 00:14:20.520]  我女兒有一隻金毛尋回犬
[00:14:20.520 --> 00:14:21.520]  叫Golden Retriever
[00:14:21.520 --> 00:14:23.520]  很乖的
[00:14:23.520 --> 00:14:24.520]  後來過世
[00:14:24.520 --> 00:14:26.520]  我們後來難過得不得了
[00:14:26.520 --> 00:14:27.520]  我女兒當然難過
[00:14:27.520 --> 00:14:28.520]  我難過得不得了
[00:14:28.520 --> 00:14:31.520]  很好的,很懂事
[00:14:31.520 --> 00:14:32.520]  我寫東西的時候
[00:14:32.520 --> 00:14:33.520]  他坐在旁邊
[00:14:33.520 --> 00:14:34.520]  他不吵你
[00:14:34.520 --> 00:14:35.520]  看書的時候
[00:14:35.520 --> 00:14:36.520]  他不吵你
[00:14:36.520 --> 00:14:37.520]  到我起床喝水
[00:14:37.520 --> 00:14:38.520]  他就跟著你
[00:14:38.520 --> 00:14:39.520]  和你玩
[00:14:39.520 --> 00:14:40.520]  他真是
[00:14:40.520 --> 00:14:43.520]  老實說人都沒有這麼好
[00:14:43.520 --> 00:14:44.520]  是不是
[00:14:44.520 --> 00:14:46.520]  誰有空坐在旁邊陪你
[00:14:46.520 --> 00:14:47.520]  你聽音樂
[00:14:47.520 --> 00:14:48.520]  我陪你
[00:14:48.520 --> 00:14:49.520]  他懂得聽音樂
[00:14:49.520 --> 00:14:51.520]  喜歡聽古典
[00:14:51.520 --> 00:14:53.520]  吵的他不來
[00:14:53.520 --> 00:14:54.520]  他古典
[00:14:54.520 --> 00:14:55.520]  莫扎特那些
[00:14:55.520 --> 00:14:56.520]  他就來坐在那裡
[00:14:56.520 --> 00:14:58.520]  你說多可愛
[00:14:58.520 --> 00:14:59.520]  不過弟兄姊妹
[00:14:59.520 --> 00:15:00.520]  我告訴你
[00:15:00.520 --> 00:15:01.520]  在神的心意
[00:15:01.520 --> 00:15:02.520]  在第一個人的感覺
[00:15:02.520 --> 00:15:03.520]  心處裡面
[00:15:03.520 --> 00:15:06.520]  還未能成為他的配偶
