
[00:00:00.000 --> 00:00:02.000]  各位兄弟姐妹,主佑平安
[00:07:18.000 --> 00:07:22.000]  由山羊和綿羊在末世的日子分辨出來
[00:07:22.000 --> 00:07:26.000]  我們不願意我們不是一個真正的屬於主的羊
[00:07:26.000 --> 00:07:31.000]  我們願意相信牧人和羊的建立關係
[00:07:31.000 --> 00:07:33.000]  所以問何謂好牧人
[00:07:33.000 --> 00:07:36.000]  就是寫明和羊的認識
[00:07:36.000 --> 00:07:39.000]  甚至願意犧牲的愛的關係
[00:07:39.000 --> 00:07:44.000]  好牧人,我們很熟悉
[00:07:44.000 --> 00:07:49.000]  我們很正面去理解耶穌基督和我們的關係
[00:07:49.000 --> 00:07:53.000]  經文甚至在這半年裡
[00:07:53.000 --> 00:07:58.000]  會提及到七個耶穌基督的自稱
[00:07:58.000 --> 00:08:00.000]  宣稱「我是」
[00:08:00.000 --> 00:08:04.000]  其實「我是男人」也沒什麼
[00:08:04.000 --> 00:08:08.000]  但耶穌說「我是」並不簡單
[00:08:08.000 --> 00:08:10.000]  在舊約聖經中
[00:08:10.000 --> 00:08:13.000]  在張一及三章十四節說
[00:08:13.000 --> 00:08:16.000]  「我是自有永有的」
[00:08:16.000 --> 00:08:20.000]  是上帝的稱呼
[00:08:20.000 --> 00:08:22.000]  原來神是自有永有
[00:08:22.000 --> 00:08:24.000]  是生命的源頭
[00:08:24.000 --> 00:08:28.000]  楊弗欽這裡的說法
[00:08:28.000 --> 00:08:30.000]  其實用「我是」
[00:08:30.000 --> 00:08:32.000]  耶穌基督自稱無論「我是生命的糧」
[00:08:32.000 --> 00:08:37.000]  下星期之後的講道會
[00:08:37.000 --> 00:08:39.000]  「我是世界的光」
[00:08:39.000 --> 00:08:43.000]  之前說「我是羊的門」等等
[00:08:43.000 --> 00:08:47.000]  其實這個表達是一方面
[00:08:47.000 --> 00:08:50.000]  羊的門,好牧人
[00:08:50.000 --> 00:08:54.000]  都是當時猶太人很熟悉生活的日常事
[00:08:54.000 --> 00:08:56.000]  但這個連繫到「我是」
[00:08:56.000 --> 00:09:00.000]  是表示耶穌基督真正的身份
[00:09:00.000 --> 00:09:03.000]  祂就是神自己
[00:09:03.000 --> 00:09:06.000]  祂不是我講「我是」這麼簡單
[00:09:06.000 --> 00:09:09.000]  而是在表達神是自有永有
[00:09:09.000 --> 00:09:12.000]  在約翰福音八章五十八節
[00:09:12.000 --> 00:09:14.000]  講了一句經文
[00:09:14.000 --> 00:09:16.000]  「我實實在在告訴你們」
[00:09:16.000 --> 00:09:19.000]  耶穌說「還沒有阿伯拉罕就有了我」
[00:09:19.000 --> 00:09:24.000]  如果直譯「還沒有阿伯拉罕,我是」
[00:09:24.000 --> 00:09:28.000]  有一個很重要的神學意義
[00:09:28.000 --> 00:09:32.000]  在表達「我是」是自有永有的上主
[00:09:32.000 --> 00:09:35.000]  祂的表示,祂是真神
[00:09:35.000 --> 00:09:38.000]  對猶太人來說「我是」是上帝的名字
[00:09:38.000 --> 00:09:41.000]  不能直接呼喊或朗讀
[00:09:41.000 --> 00:09:48.000]  意思是要有權才能為自己命名
[00:09:48.000 --> 00:09:52.000]  就像父母有權命名子女的名字一樣
[00:09:52.000 --> 00:09:58.000]  所以上帝只有上帝自己最高的
[00:09:58.000 --> 00:10:00.000]  祂才能為自己命名
[00:10:00.000 --> 00:10:02.000]  所以當時很嚴格
[00:10:02.000 --> 00:10:04.000]  回到經文的地方
[00:10:04.000 --> 00:10:07.000]  我們還沒有讀到,或者之前也有
[00:10:07.000 --> 00:10:10.000]  當耶穌基督講「我是」的時候
[00:10:10.000 --> 00:10:12.000]  猶太人的反應是怎樣?
[00:10:12.000 --> 00:10:14.000]  反感
[00:10:14.000 --> 00:10:16.000]  也解釋到為何如此反感
[00:10:16.000 --> 00:10:20.000]  就像今天有人走出來說「我是上帝」
[00:10:20.000 --> 00:10:23.000]  你的反應也未必會罵他
[00:10:23.000 --> 00:10:27.000]  但如果是傻的,你怎會是上帝呢?
[00:10:27.000 --> 00:10:33.000]  對當時猶太人,甚至宗教領袖的反應是
[00:10:33.000 --> 00:10:36.000]  「為何耶穌說我就是神?」
[00:10:36.000 --> 00:10:38.000]  甚至憤怒到地步
[00:10:38.000 --> 00:10:42.000]  有八章的記載,想用石頭打死他
[00:10:42.000 --> 00:10:48.000]  但他們卻拒絕了真神,耶穌基督
[00:10:48.000 --> 00:10:51.000]  我們回到約翰福音的要旨
[00:10:51.000 --> 00:10:54.000]  約翰不是要跟耶穌寫傳記
[00:10:54.000 --> 00:10:56.000]  記完他的東西,記不完
[00:10:56.000 --> 00:11:00.000]  只有短短的二十多章聖經,二十一章
[00:11:00.000 --> 00:11:03.000]  重點是要清楚表明
[00:11:03.000 --> 00:11:07.000]  耶穌基督是道成肉身,是神的兒子
[00:11:07.000 --> 00:11:09.000]  並且信他得榮神
[00:11:09.000 --> 00:11:11.000]  所以二十章三十節,三十一節
[00:11:11.000 --> 00:11:14.000]  他行很多神蹟,寄在書上
[00:11:14.000 --> 00:11:18.000]  但要求你們信耶穌基督是神的兒子
[00:11:18.000 --> 00:11:21.000]  所以當時的寫作背景很重要
[00:11:21.000 --> 00:11:25.000]  當時教會已經慢慢增長
[00:11:25.000 --> 00:11:28.000]  甚至面對逼迫也很嚴重
[00:11:28.000 --> 00:11:33.000]  包括政治上、宗教上、猶太教的排斥
[00:11:33.000 --> 00:11:35.000]  以及異端衝擊
[00:11:35.000 --> 00:11:40.000]  所以約翰福音要兼顧信徒的信心
[00:11:40.000 --> 00:11:42.000]  所以上次提到
[00:11:42.000 --> 00:11:45.000]  當時的情況已經出現了
[00:11:45.000 --> 00:11:48.000]  宗教領袖拒絕耶穌真神
[00:11:48.000 --> 00:11:53.000]  甚至信耶穌的人,說你們是聖殿
[00:11:53.000 --> 00:11:57.000]  他們才深眼看不到
[00:11:57.000 --> 00:12:02.000]  真神已經成就了道成肉身
[00:12:02.000 --> 00:12:05.000]  所以約翰福音一開始說太初有道
[00:12:05.000 --> 00:12:08.000]  對當時的猶太人,甚至是外邦人
[00:12:08.000 --> 00:12:10.000]  希羅哲學的背景
[00:12:10.000 --> 00:12:13.000]  都在說一件事
[00:12:13.000 --> 00:12:15.000]  耶穌就是真神
[00:12:15.000 --> 00:12:19.000]  所以「我是」並不是一個普通的字
[00:12:19.000 --> 00:12:21.000]  翻譯出來的中文字
[00:12:21.000 --> 00:12:23.000]  我們看起來好像是「我是」
[00:12:23.000 --> 00:12:24.000]  什麼意思呢?
[00:12:24.000 --> 00:12:27.000]  其實就是在說神的自稱
[00:12:27.000 --> 00:12:30.000]  而剛才說的「好木人」
[00:12:30.000 --> 00:12:34.000]  當然我們知道特質是寫明和認識
[00:12:34.000 --> 00:12:40.000]  但這個「好」在希臘文原來有兩個「好」字
[00:12:40.000 --> 00:12:44.000]  「好」即是good或者model
[00:12:44.000 --> 00:12:47.000]  即是一個模範的意思
[00:12:47.000 --> 00:12:50.000]  但有兩個同樣說「好」
[00:12:50.000 --> 00:12:53.000]  或者用另一個翻譯就是「善」
[00:12:53.000 --> 00:12:56.000]  第一個是說道德層面的用字
[00:12:56.000 --> 00:12:58.000]  表示我們都知道
[00:12:58.000 --> 00:13:01.000]  做善的行為
[00:13:01.000 --> 00:13:04.000]  合乎一個好的道德標準
[00:13:04.000 --> 00:13:08.000]  第二種「好」是這個經文
[00:13:08.000 --> 00:13:10.000]  耶穌基督說「我是好木人」
[00:13:10.000 --> 00:13:12.000]  這個「好」有什麼不同呢?
[00:13:12.000 --> 00:13:15.000]  是表達一個人或一件事裡
[00:13:15.000 --> 00:13:20.000]  那種純真善良的愛
[00:13:20.000 --> 00:13:23.000]  而這種特質能夠吸引
[00:13:23.000 --> 00:13:25.000]  有一種吸引力
[00:13:25.000 --> 00:13:29.000]  能夠跟這個人或所做的顯示出這種善
[00:13:29.000 --> 00:13:31.000]  有什麼不同呢?
[00:13:31.000 --> 00:13:32.000]  耶穌說「好木人」
[00:13:32.000 --> 00:13:37.000]  不只是耶穌是一個很品行道德的老師
[00:13:37.000 --> 00:13:43.000]  而是他是美善的源頭
[00:13:43.000 --> 00:13:45.000]  分別很大
[00:13:45.000 --> 00:13:49.000]  我今天可以做很多善事、好行為
[00:13:49.000 --> 00:13:53.000]  但我內心可以完全是一個敗壞的人
[00:13:53.000 --> 00:13:56.000]  能否分辨到可以這樣
[00:13:56.000 --> 00:13:59.000]  我可以在別人面前做很多
[00:13:59.000 --> 00:14:03.000]  好事、得人稱讚的事
[00:14:03.000 --> 00:14:06.000]  但內心可以很黑暗
[00:14:06.000 --> 00:14:08.000]  甚至很多罪惡
[00:14:08.000 --> 00:14:10.000]  耶穌卻不是
[00:14:10.000 --> 00:14:12.000]  他既是行出善的行為
[00:14:12.000 --> 00:14:16.000]  但他是美善的源頭
[00:14:16.000 --> 00:14:18.000]  以至他這種美善的源頭
[00:14:18.000 --> 00:14:20.000]  所以對今天聖主一日
[00:14:20.000 --> 00:14:25.000]  他並不是要求我們做道德上的聖人
[00:14:25.000 --> 00:14:30.000]  而是好木人能夠讓我們的生命
[00:14:30.000 --> 00:14:33.000]  經歷的豐盛從裡頭改變
[00:14:33.000 --> 00:14:35.000]  亦超越了環境
[00:14:35.000 --> 00:14:38.000]  今日香港人生活相對豐富
[00:14:38.000 --> 00:14:39.000]  不缺乏
[00:14:39.000 --> 00:14:43.000]  如果在一些一生一世都在第三世界
[00:14:43.000 --> 00:14:46.000]  到死那天都未發展的國家
[00:14:46.000 --> 00:14:49.000]  難道他們信耶穌不豐盛嗎?
[00:14:49.000 --> 00:14:55.000]  我們的框架會否限制在物質或好的經歷
[00:14:55.000 --> 00:14:57.000]  而事實上聖經所說
[00:14:57.000 --> 00:15:02.000]  有些人到離世可能受迫迫傷害
[00:15:02.000 --> 00:15:06.000]  他在上帝眼中是信心的人
[00:15:06.000 --> 00:15:10.000]  真實地存在盼望而死
[00:15:10.000 --> 00:15:12.000]  難道他們的生命不豐盛嗎?
[00:15:12.000 --> 00:15:15.000]  所以原來豐盛不在乎外在
[00:15:15.000 --> 00:15:19.000]  我們當然希望外在環境改變得更好
[00:15:19.000 --> 00:15:21.000]  但這些我們控制不了
[00:15:21.000 --> 00:15:23.000]  但外在環境好
[00:15:23.000 --> 00:15:26.000]  可能你的心裡一樣有黑暗
[00:15:26.000 --> 00:15:27.000]  有不滿足
[00:15:27.000 --> 00:15:30.000]  有很多問題甚至罪的困鎖
[00:15:30.000 --> 00:15:33.000]  原來耶穌來到要解開我們內心
[00:15:33.000 --> 00:15:36.000]  甚至祂是美善的源頭
[00:15:36.000 --> 00:15:37.000]  改變我們
[00:15:37.000 --> 00:15:40.000]  好木人流露出祂願意為人寫命
[00:15:40.000 --> 00:15:44.000]  讓人都經歷得到這種美善的特質
[00:15:44.000 --> 00:15:47.000]  而不是要求我們做一個
[00:15:47.000 --> 00:15:52.000]  道德、宗教外表的行為的信徒
[00:15:52.000 --> 00:15:57.000]  我是好木人表示祂是美善的源頭
[00:15:57.000 --> 00:16:01.000]  這以致我們流露出一種
[00:16:01.000 --> 00:16:05.000]  所以我從來都會想
[00:16:05.000 --> 00:16:08.000]  做不做得什麼事情
[00:16:08.000 --> 00:16:10.000]  不是用信心生活
[00:16:10.000 --> 00:16:13.000]  第二不是依靠聖靈
[00:16:13.000 --> 00:16:17.000]  有時候你做不做得什麼事情
[00:16:17.000 --> 00:16:21.000]  是什麼情況是你的源頭
[00:16:21.000 --> 00:16:23.000]  你的動機究竟是什麼
[00:16:23.000 --> 00:16:25.000]  是放過自己的馬
[00:16:25.000 --> 00:16:26.000]  還是堅持
[00:16:26.000 --> 00:16:32.000]  聖經中有拉俠曾經說謊
[00:16:32.000 --> 00:16:36.000]  究竟你會絕對化了這件事
[00:16:36.000 --> 00:16:39.000]  還是說謊沒問題
[00:16:39.000 --> 00:16:44.000]  說是一個外邦妓女
[00:16:44.000 --> 00:16:46.000]  她帶敬畏神
[00:16:46.000 --> 00:16:49.000]  她用她的方法收起探子
[00:16:49.000 --> 00:16:53.000]  不過我想這經文如果當時拉俠不說謊
[00:16:53.000 --> 00:16:55.000]  上帝一樣可以用天君、天使
[00:16:55.000 --> 00:16:59.000]  用神蹟的方法救那兩個探子
[00:16:59.000 --> 00:17:02.000]  不過聖經沒有收藏
[00:17:02.000 --> 00:17:05.000]  是很簡陋、真實的情況
[00:17:05.000 --> 00:17:07.000]  反過來對比
[00:17:07.000 --> 00:17:09.000]  如果拉俠遇上彈爾尼
[00:17:09.000 --> 00:17:11.000]  那三個朋友
[00:17:11.000 --> 00:17:13.000]  他們寧死不屈
[00:17:13.000 --> 00:17:17.000]  上帝就用神蹟在火、獅子口救他們
[00:17:17.000 --> 00:17:19.000]  因為上帝有主權
[00:17:19.000 --> 00:17:20.000]  用祂的方法
[00:17:20.000 --> 00:17:23.000]  但我們究竟不是用信心
[00:17:23.000 --> 00:17:25.000]  不是依靠聖靈去生活
[00:17:25.000 --> 00:17:28.000]  合理化我們所有行為
[00:17:28.000 --> 00:17:30.000]  卻遠離神
[00:17:30.000 --> 00:17:32.000]  好木人為羊寫命
[00:17:32.000 --> 00:17:34.000]  祂是美善的源頭
[00:17:34.000 --> 00:17:37.000]  賜予我們經歷的豐盛
[00:17:37.000 --> 00:17:39.000]  每個人可能都不一樣
[00:17:39.000 --> 00:17:42.000]  所以今天的題目叫什麼形狀呢?
[00:17:42.000 --> 00:17:47.000]  好像需要大家用多點想像去想一想
[00:17:47.000 --> 00:17:48.000]  什麼形狀
[00:17:48.000 --> 00:17:50.000]  我們有時候玩的遊戲
[00:17:50.000 --> 00:17:52.000]  可能會彼此和小組形容
[00:17:52.000 --> 00:17:53.000]  你是什麼形狀
[00:17:53.000 --> 00:17:55.000]  可能說我三尖八角
[00:17:55.000 --> 00:17:57.000]  很得罪人多
[00:17:57.000 --> 00:18:00.000]  可能另一個說你很圓滑的
[00:18:00.000 --> 00:18:01.000]  圓形形容你
[00:18:01.000 --> 00:18:05.000]  原來不同形狀表示你生命的狀態
[00:18:05.000 --> 00:18:09.000]  我們今天說我們是教會的群體
[00:18:09.000 --> 00:18:10.000]  是什麼形狀呢?
[00:18:10.000 --> 00:18:13.000]  如果教會的門要你設計
[00:18:13.000 --> 00:18:15.000]  讓你想像一下
[00:18:15.000 --> 00:18:17.000]  例如說星形、方形
[00:18:17.000 --> 00:18:19.000]  可能很簡單
[00:18:19.000 --> 00:18:20.000]  一個大一點的
[00:18:20.000 --> 00:18:22.000]  讓人走進來的門
[00:18:22.000 --> 00:18:23.000]  教會歡迎人
[00:18:23.000 --> 00:18:24.000]  對的
[00:18:24.000 --> 00:18:26.000]  我們設計一個形狀
[00:18:26.000 --> 00:18:28.000]  不會說三尖八角
[00:18:28.000 --> 00:18:32.000]  要有人跨過門很難才能進來
[00:18:32.000 --> 00:18:35.000]  耶穌基督的形狀是什麼呢?
[00:18:35.000 --> 00:18:38.000]  如果用經文來形容
[00:18:38.000 --> 00:18:41.000]  是一個寫命的形狀
[00:18:41.000 --> 00:18:44.000]  讓門開放的形狀
[00:18:44.000 --> 00:18:48.000]  並且它的特質是寫命的形狀
[00:18:48.000 --> 00:18:49.000]  好木人
[00:18:49.000 --> 00:18:53.000]  使人能夠像一道門
[00:18:53.000 --> 00:18:54.000]  甚至一道橋
[00:18:54.000 --> 00:18:57.000]  連繫到上帝那裡
[00:18:57.000 --> 00:18:59.000]  之後有一堂經文
[00:18:59.000 --> 00:19:02.000]  會說我是道路真理生命
[00:19:02.000 --> 00:19:05.000]  穿過它到父那裡
[00:19:05.000 --> 00:19:09.000]  木人寫命的形狀
[00:19:09.000 --> 00:19:12.000]  今天塑造了我們生命的形狀是什麼呢?
[00:19:12.000 --> 00:19:15.000]  寫命的形狀是十字架愛的形狀
[00:19:15.000 --> 00:19:17.000]  是寫記愛的形狀
[00:19:17.000 --> 00:19:19.000]  所以今天我們說
[00:19:19.000 --> 00:19:21.000]  我們可以成為什麼形狀呢?
[00:19:21.000 --> 00:19:23.000]  是帶著使命的
[00:19:23.000 --> 00:19:28.000]  那個形狀不是我們想成為什麼形狀
[00:19:28.000 --> 00:19:32.000]  而是上主使我們成為什麼形狀
[00:19:32.000 --> 00:19:35.000]  如果用形狀或形態
[00:19:35.000 --> 00:19:38.000]  我自己常常想
[00:19:38.000 --> 00:19:39.000]  十多二十年前
[00:19:39.000 --> 00:19:40.000]  甚至三十年前
[00:19:40.000 --> 00:19:44.000]  我不會想到今天我的生命是這樣的
[00:19:44.000 --> 00:19:45.000]  按照本質
[00:19:45.000 --> 00:19:47.000]  很害羞又不想說話
[00:19:47.000 --> 00:19:49.000]  怎會走出來
[00:19:49.000 --> 00:19:53.000]  所以是上主塑造了我們生命不一樣的形狀
[00:19:53.000 --> 00:19:54.000]  我們原生家庭
[00:19:54.000 --> 00:19:57.000]  我們原本喜好都不一樣
[00:19:57.000 --> 00:19:59.000]  但你說是不是扭曲?不是
[00:19:59.000 --> 00:20:02.000]  而是上主知道我們的生命
[00:20:02.000 --> 00:20:04.000]  可以怎樣被主使用
[00:20:04.000 --> 00:20:06.000]  所以不是我們想
[00:20:06.000 --> 00:20:08.000]  而是我們每每求問
[00:20:08.000 --> 00:20:10.000]  尋求上主說
[00:20:10.000 --> 00:20:12.000]  我在此時此刻
[00:20:12.000 --> 00:20:13.000]  這個時代
[00:20:13.000 --> 00:20:14.000]  這個社會
[00:20:14.000 --> 00:20:16.000]  在我所處的工作
[00:20:16.000 --> 00:20:17.000]  在我所處的家庭
[00:20:17.000 --> 00:20:20.000]  我可以成為什麼形狀
[00:20:20.000 --> 00:20:22.000]  什麼形態
[00:20:22.000 --> 00:20:25.000]  繼續經歷你的風情
[00:20:25.000 --> 00:20:26.000]  美善
[00:20:26.000 --> 00:20:29.000]  並且我活出這種風情和美善
[00:20:29.000 --> 00:20:30.000]  有時我們很固執
[00:20:30.000 --> 00:20:32.000]  我們固有是這樣的
[00:20:32.000 --> 00:20:33.000]  我的性格是這樣的
[00:20:33.000 --> 00:20:41.000]  其實性格特質沒有絕對對或錯或好壞
[00:20:41.000 --> 00:20:43.000]  不過你要偏向遠離神
[00:20:43.000 --> 00:20:44.000]  失去那種風情
[00:20:44.000 --> 00:20:47.000]  你願意上帝你塑造我
[00:20:47.000 --> 00:20:48.000]  我願意我的特質
[00:20:48.000 --> 00:20:50.000]  有些人靜一點也好
[00:20:50.000 --> 00:20:51.000]  有些人動態也好
[00:20:51.000 --> 00:20:53.000]  才是本質
[00:20:53.000 --> 00:20:58.000]  但我們的形狀不是被世界環境所定義
[00:20:58.000 --> 00:21:01.000]  上主你想我怎樣呢?
[00:21:01.000 --> 00:21:04.000]  風是什麼形狀?
[00:21:04.000 --> 00:21:08.000]  有一首歌叫風的形狀
[00:21:08.000 --> 00:21:10.000]  都幾有意境
[00:21:10.000 --> 00:21:12.000]  風是好像沒有形狀
[00:21:12.000 --> 00:21:14.000]  你只能感受到
[00:21:14.000 --> 00:21:16.000]  所以我覺得聖經很有意思
[00:21:16.000 --> 00:21:18.000]  聖靈好像風
[00:21:18.000 --> 00:21:22.000]  好像看不到摸不到
[00:21:22.000 --> 00:21:23.000]  但你感受到
[00:21:23.000 --> 00:21:25.000]  但風也可以很有威力
[00:21:25.000 --> 00:21:30.000]  在伊利亞與上帝相遇
[00:21:30.000 --> 00:21:31.000]  看不到上帝
[00:21:31.000 --> 00:21:33.000]  但在崩山碎石
[00:21:33.000 --> 00:21:34.000]  在曠風裏面
[00:21:34.000 --> 00:21:36.000]  上帝向他講說話
[00:21:36.000 --> 00:21:38.000]  超越了人
[00:21:38.000 --> 00:21:40.000]  所以我們生活很實際
[00:21:40.000 --> 00:21:42.000]  不過在上帝裏面
[00:21:42.000 --> 00:21:44.000]  讓我們更多想像
[00:21:44.000 --> 00:21:45.000]  更多空間
