
[00:00:00.000 --> 00:00:06.540]  近來皇后伊麗莎白的去世帶來了很多紀錄片
[00:04:56.560 --> 00:04:58.560]  耶和華的僕人離世
[00:04:58.560 --> 00:05:02.560]  而由約書亞的承繼人
[00:05:02.560 --> 00:05:04.560]  帶領第二代的以色列人
[00:05:04.560 --> 00:05:06.560]  進入迦南美地
[00:05:06.560 --> 00:05:10.560]  而第一個發生在迦南的故事
[00:05:10.560 --> 00:05:13.560]  就是跟一個妓女拉合有關
[00:05:13.560 --> 00:05:15.560]  這個故事很特別
[00:05:15.560 --> 00:05:18.560]  這個故事亦都是在希伯來書中提到
[00:05:18.560 --> 00:05:22.560]  拉合展現出一個信靠神的心
[00:05:22.560 --> 00:05:24.560]  一個得救的信心
[00:05:24.560 --> 00:05:27.560]  我們從拉合妓女中學習了一些東西
[00:05:27.560 --> 00:05:29.560]  究竟她是一個怎樣的人
[00:05:29.560 --> 00:05:32.560]  怎樣值得我們學習
[00:05:32.560 --> 00:05:36.560]  在約書亞記第二章
[00:05:36.560 --> 00:05:37.560]  有兩條問題
[00:05:37.560 --> 00:05:38.560]  通常人們會問的
[00:05:38.560 --> 00:05:39.560]  第一
[00:05:39.560 --> 00:05:41.560]  究竟拉合是否妓女
[00:05:41.560 --> 00:05:43.560]  因為
[00:05:43.560 --> 00:05:46.560]  真的很困難
[00:05:46.560 --> 00:05:51.560]  有一個妓女居然可以出現在
[00:05:51.560 --> 00:05:54.560]  以色列的民族當中
[00:05:54.560 --> 00:05:56.560]  成為拯救者
[00:05:56.560 --> 00:05:59.560]  並且她是在馬七封第一章
[00:05:59.560 --> 00:06:01.560]  在耶穌基督的家譜當中出現
[00:06:01.560 --> 00:06:04.560]  希伯來文的Sona
[00:06:04.560 --> 00:06:06.560]  或者希臘文的Pone
[00:06:06.560 --> 00:06:07.560]  這兩個字
[00:06:07.560 --> 00:06:09.560]  都是翻譯成妓女
[00:06:09.560 --> 00:06:11.560]  是一個很普遍的字
[00:06:11.560 --> 00:06:14.560]  但歷史學家約瑟夫就說
[00:06:14.560 --> 00:06:16.560]  因為她是住在城門
[00:06:16.560 --> 00:06:18.560]  城牆那裡的一個
[00:06:18.560 --> 00:06:20.560]  類似一些客店
[00:06:20.560 --> 00:06:22.560]  接待旅客
[00:06:22.560 --> 00:06:23.560]  很多人出入
[00:06:23.560 --> 00:06:25.560]  往返一個城
[00:06:25.560 --> 00:06:29.560]  很多來經營商的
[00:06:29.560 --> 00:06:32.560]  會住在城牆的民宿的地方
[00:06:32.560 --> 00:06:35.560]  所以約瑟夫就說
[00:06:35.560 --> 00:06:38.560]  其實她是經營這些旅店的
[00:06:38.560 --> 00:06:40.560]  但無論如何
[00:06:40.560 --> 00:06:42.560]  肯定一件事就是
[00:06:42.560 --> 00:06:44.560]  拉合的身份是卑微的
[00:06:44.560 --> 00:06:47.560]  在社會階層是低下層
[00:06:47.560 --> 00:06:48.560]  第二件事就是
[00:06:48.560 --> 00:06:50.560]  很多人會問約瑟夫的第二章
[00:06:50.560 --> 00:06:52.560]  拉合說謊
[00:06:52.560 --> 00:06:55.560]  是否正確
[00:06:55.560 --> 00:06:57.560]  我們是否效法
[00:06:57.560 --> 00:06:59.560]  這條問題
[00:06:59.560 --> 00:07:01.560]  其實有很多的經文
[00:07:01.560 --> 00:07:03.560]  不單止是拉合的
[00:07:03.560 --> 00:07:04.560]  譬如說我們說過
[00:07:04.560 --> 00:07:07.560]  雅各的欺騙
[00:07:07.560 --> 00:07:08.560]  他爸爸耳濕
[00:07:08.560 --> 00:07:09.560]  說自己是耳掃
[00:07:09.560 --> 00:07:11.560]  我們說過
[00:07:11.560 --> 00:07:13.560]  又或者在出埃及記
[00:07:13.560 --> 00:07:16.560]  兩個修心婆
[00:07:16.560 --> 00:07:19.560]  斯弗拉和普雅
[00:07:19.560 --> 00:07:21.560]  他們都是
[00:07:21.560 --> 00:07:24.560]  好像有些隱瞞
[00:07:24.560 --> 00:07:25.560]  欺騙的成份
[00:07:25.560 --> 00:07:27.560]  不過我們要知道
[00:07:27.560 --> 00:07:31.560]  當希伯來書的作者
[00:07:31.560 --> 00:07:33.560]  說到拉合的時候
[00:07:33.560 --> 00:07:35.560]  又或者舊約聖經不同的作者
[00:07:35.560 --> 00:07:37.560]  去作一些描述的時候
[00:07:37.560 --> 00:07:38.560]  他們往往的重點
[00:07:38.560 --> 00:07:40.560]  未必是說道德層面
[00:07:40.560 --> 00:07:43.560]  不是說這個人說謊
[00:07:43.560 --> 00:07:44.560]  是否正確
[00:07:44.560 --> 00:07:46.560]  而是說他本身
[00:07:46.560 --> 00:07:49.560]  敘事文體背後的中心思想
[00:07:49.560 --> 00:07:50.560]  究竟這個故事
[00:07:50.560 --> 00:07:52.560]  想帶出一個什麼訊息
[00:07:52.560 --> 00:07:55.560]  就是那個人在做的事
[00:07:55.560 --> 00:07:57.560]  對與錯
[00:07:57.560 --> 00:07:58.560]  不過無論如何
[00:07:58.560 --> 00:08:02.560]  嘉義文對於這段約書大紀第二章
[00:08:02.560 --> 00:08:05.560]  拉合的行為有這樣的詮釋
[00:08:05.560 --> 00:08:06.560]  他這樣說
[00:08:06.560 --> 00:08:07.560]  他說
[00:08:07.560 --> 00:08:08.560]  無可否認
[00:08:08.560 --> 00:08:12.560]  拉合是備受讚賞的
[00:08:12.560 --> 00:08:14.560]  不過他不是
[00:08:14.560 --> 00:08:17.560]  完全沒有瑕疵
[00:08:17.560 --> 00:08:21.560]  很多我們所認識的聖人當中
[00:08:21.560 --> 00:08:23.560]  他們行在正路上
[00:08:23.560 --> 00:08:26.560]  但有時候他們偏離軌道
[00:08:26.560 --> 00:08:28.560]  不過因著神的恩慈
[00:08:28.560 --> 00:08:30.560]  這些所謂偏離軌道
[00:08:30.560 --> 00:08:32.560]  卻不會計算在內
[00:08:32.560 --> 00:08:34.560]  神是寬容
[00:08:34.560 --> 00:08:35.560]  或者包
[00:08:35.560 --> 00:08:38.560]  神的恩典包涵蓋了
[00:08:38.560 --> 00:08:41.560]  這些瑕疵的地方
[00:08:41.560 --> 00:08:44.560]  我們說完背景
[00:08:44.560 --> 00:08:46.560]  我們說一說
[00:08:46.560 --> 00:08:49.560]  整體約書大紀第二章
[00:08:49.560 --> 00:08:50.560]  想說什麼
[00:08:50.560 --> 00:08:53.560]  在敘事文看來
[00:08:53.560 --> 00:08:56.560]  通常作者是有一個鋪排
[00:08:56.560 --> 00:08:59.560]  有一個佈局
[00:08:59.560 --> 00:09:00.560]  那個佈局
[00:09:00.560 --> 00:09:03.560]  其實好像我們讀偵探小說
[00:09:03.560 --> 00:09:06.560]  是有高潮迭起的
[00:09:06.560 --> 00:09:08.560]  會引起讀者的發生興趣
[00:09:08.560 --> 00:09:10.560]  甚至讀的時候
[00:09:10.560 --> 00:09:11.560]  就在猜測
[00:09:11.560 --> 00:09:14.560]  究竟結局如何
[00:09:14.560 --> 00:09:17.560]  因為我們太熟悉這個故事
[00:09:17.560 --> 00:09:20.560]  我不說大家也知道結果
[00:09:20.560 --> 00:09:22.560]  但如果是第一次讀拉俠的故事
[00:09:22.560 --> 00:09:24.560]  讀下去的時候
[00:09:24.560 --> 00:09:25.560]  就應該覺得
[00:09:25.560 --> 00:09:26.560]  哇,真是怎樣
[00:09:26.560 --> 00:09:27.560]  好緊張
[00:09:27.560 --> 00:09:31.560]  抱著這樣的心情讀聖經
[00:09:31.560 --> 00:09:33.560]  這個故事說什麼呢
[00:09:33.560 --> 00:09:36.560]  有一個線形結構
[00:09:36.560 --> 00:09:38.560]  Kinetic Structure
[00:09:38.560 --> 00:09:39.560]  那個線形結構
[00:09:39.560 --> 00:09:41.560]  包括在第一第二節
[00:09:41.560 --> 00:09:45.560]  有一個報告
[00:09:45.560 --> 00:09:48.560]  約書亞還有三天
[00:09:48.560 --> 00:09:50.560]  他會帶領第二代以色列人
[00:09:50.560 --> 00:09:54.560]  過約旦河進入耶利哥
[00:09:54.560 --> 00:09:55.560]  在這三天之前
[00:09:55.560 --> 00:09:57.560]  他做了一個行動
[00:09:57.560 --> 00:09:58.560]  約書亞做什麼行動呢
[00:09:58.560 --> 00:10:00.560]  就是派兩個探子去耶利哥
[00:10:00.560 --> 00:10:01.560]  收集情報
[00:10:01.560 --> 00:10:04.560]  看看這個城是怎樣的城
[00:10:04.560 --> 00:10:07.560]  這兩個探子就去到這個城
[00:10:07.560 --> 00:10:08.560]  去到這個城
[00:10:08.560 --> 00:10:12.560]  就遇上了拉俠
[00:10:12.560 --> 00:10:14.560]  因為那裡有很多人來往
[00:10:14.560 --> 00:10:16.560]  很多人住宿
[00:10:16.560 --> 00:10:19.560]  所以那裡收集情報是最方便的
[00:10:19.560 --> 00:10:21.560]  也是最有利的
[00:10:21.560 --> 00:10:24.560]  人群當中可以躲起來
[00:10:24.560 --> 00:10:26.560]  假裝自己是商人
[00:10:26.560 --> 00:10:32.560]  不過耶利哥王的一些特務
[00:10:32.560 --> 00:10:37.560]  他們知道約書亞派了兩個臥底
[00:10:37.560 --> 00:10:39.560]  來試探軍情
[00:10:39.560 --> 00:10:41.560]  所以他們又知道
[00:10:41.560 --> 00:10:44.560]  臥底去了拉俠這個地方
[00:10:44.560 --> 00:10:53.560]  所以耶利哥王派人去抓這兩個探子
[00:10:53.560 --> 00:10:59.560]  這就是第一第二節所說的事情
[00:10:59.560 --> 00:11:04.560]  雖然說這兩個探子在夜間進行
[00:11:04.560 --> 00:11:06.560]  很秘密的進行
[00:11:06.560 --> 00:11:08.560]  但是被人揭發了
[00:11:08.560 --> 00:11:12.560]  如果作為讀者就覺得被揭發了怎麼辦
[00:11:12.560 --> 00:11:15.560]  這兩個探子會不會被人抓了
[00:11:15.560 --> 00:11:16.560]  然後被割了
[00:11:16.560 --> 00:11:19.560]  抱著這樣的心情去讀聖經
[00:11:19.560 --> 00:11:23.560]  第二個結構就是B那裡
[00:11:23.560 --> 00:11:26.560]  就是三到七節
[00:11:26.560 --> 00:11:28.560]  王真的去抓這兩個人
[00:11:28.560 --> 00:11:29.560]  找人去抓
[00:11:29.560 --> 00:11:31.560]  去到拉俠就問
[00:11:31.560 --> 00:11:33.560]  因為他們知道去了拉俠那裡
[00:11:33.560 --> 00:11:35.560]  快點把他們交出來
[00:11:35.560 --> 00:11:37.560]  因為這兩個人去了那裡
[00:11:37.560 --> 00:11:43.560]  拉俠沒有否認這兩個人曾經在他家出現過
[00:11:43.560 --> 00:11:45.560]  他說是他們來過
[00:11:45.560 --> 00:11:49.560]  不過他很巧妙的說了兩個問題出來
[00:11:49.560 --> 00:11:53.560]  第一個就是我不知道這兩個人從那裡來
[00:11:53.560 --> 00:11:56.560]  第二個就是我不知道他們去了那裡
[00:11:56.560 --> 00:12:01.560]  所以他就說第三個建議
[00:12:01.560 --> 00:12:03.560]  不如你們快點去追這兩個人
[00:12:03.560 --> 00:12:05.560]  不要在我家停留
[00:12:05.560 --> 00:12:07.560]  他們不知道去那裡
[00:12:07.560 --> 00:12:09.560]  快點找他們出來
[00:12:09.560 --> 00:12:11.560]  城門快要關了
[00:12:11.560 --> 00:12:13.560]  他們可能有機會還在城裡
[00:12:13.560 --> 00:12:15.560]  快點去追他們
[00:12:15.560 --> 00:12:18.560]  這個就是第二部分
[00:12:18.560 --> 00:12:24.560]  拉俠用一些很技巧的言語去表達
[00:12:24.560 --> 00:12:31.560]  以致兩個耶利哥王的手下去追捕
[00:12:31.560 --> 00:12:34.560]  中間就是拉俠得救信心
[00:12:34.560 --> 00:12:37.560]  等下說第八節到二十一節
[00:12:37.560 --> 00:12:39.560]  二十二節一就說
[00:12:39.560 --> 00:12:41.560]  這些追捕的人去找
[00:12:41.560 --> 00:12:43.560]  城門關了
[00:12:43.560 --> 00:12:45.560]  去找找找
[00:12:45.560 --> 00:12:46.560]  找不到的
[00:12:46.560 --> 00:12:50.560]  因為那兩個人就在城牆上吊繩子
[00:12:50.560 --> 00:12:52.560]  躲在山裡
[00:12:52.560 --> 00:12:53.560]  找不到的
[00:12:53.560 --> 00:12:54.560]  最後是怎樣呢
[00:12:54.560 --> 00:12:56.560]  就是說二十三二十四節
[00:12:56.560 --> 00:13:00.560]  就是當拉俠說了一批話
[00:13:00.560 --> 00:13:02.560]  八到二十一節
[00:13:02.560 --> 00:13:03.560]  說了話之後
[00:13:03.560 --> 00:13:06.560]  現在這兩個探子就把這個報告
[00:13:06.560 --> 00:13:08.560]  告訴約書亞
[00:13:08.560 --> 00:13:13.560]  說我們肯定可以攻取耶利哥城
[00:13:13.560 --> 00:13:15.560]  所以有一個線型結構
[00:13:15.560 --> 00:13:16.560]  先有報告
[00:13:16.560 --> 00:13:18.560]  然後就找探子
[00:13:18.560 --> 00:13:20.560]  中間有一個大段落
[00:13:20.560 --> 00:13:23.560]  就是說拉俠得救的信心
[00:13:23.560 --> 00:13:28.560]  我們去到中間那段
[00:13:28.560 --> 00:13:30.560]  三文治式
[00:13:30.560 --> 00:13:32.560]  有麵包 有菜
[00:13:32.560 --> 00:13:34.560]  中間是牛肉
[00:13:34.560 --> 00:13:36.560]  我們看牛肉的部分
[00:13:36.560 --> 00:13:38.560]  這個八到二十一節
[00:13:38.560 --> 00:13:40.560]  其實大家要知道
[00:13:40.560 --> 00:13:46.560]  約書亞現在帶領一批第二代的以色列子民
[00:13:46.560 --> 00:13:48.560]  去耶利哥城
[00:13:48.560 --> 00:13:50.560]  不過我們上一次
[00:13:50.560 --> 00:13:54.560]  如果上個星期大家有聽我說
[00:13:54.560 --> 00:13:55.560]  我就告訴大家
[00:13:55.560 --> 00:13:57.560]  耶利哥城差不多
[00:13:57.560 --> 00:14:02.560]  是非常非常非常難去攻取的
[00:14:02.560 --> 00:14:04.560]  不單止有皇帝
[00:14:04.560 --> 00:14:07.560]  不單止有軍隊
[00:14:07.560 --> 00:14:09.560]  不單止有城牆
[00:14:09.560 --> 00:14:11.560]  還有兩層的城牆
[00:14:11.560 --> 00:14:13.560]  還有一個平原
[00:14:13.560 --> 00:14:16.560]  遠處都能看到攻打我
[00:14:16.560 --> 00:14:18.560]  怎樣打我
[00:14:18.560 --> 00:14:22.560]  所以基本上是沒什麼可能
[00:14:22.560 --> 00:14:24.560]  還有這批第二代的以色列子民
[00:14:24.560 --> 00:14:26.560]  沒打過仗
[00:14:26.560 --> 00:14:28.560]  武器也沒什麼
[00:14:28.560 --> 00:14:33.560]  你怎樣打一個這麼堅固的城
[00:14:33.560 --> 00:14:35.560]  耶利哥是一個大城
[00:14:35.560 --> 00:14:38.560]  既然這麼難打的時候
[00:14:38.560 --> 00:14:43.560]  我們要問為什麼拉俠會收起這兩個探子
[00:14:43.560 --> 00:14:49.560]  因為收起兩個探子的後果很簡單
[00:14:49.560 --> 00:14:52.560]  如果耶利哥的王知道收起兩個探子
[00:14:52.560 --> 00:14:53.560]  有份吧
[00:14:53.560 --> 00:14:55.560]  還不割你
[00:14:55.560 --> 00:14:58.560]  為什麼冒著這麼大的生命危險
[00:14:58.560 --> 00:15:02.560]  去收起兩個探子呢
[00:15:02.560 --> 00:15:05.560]  其實原因是說了出來的
[00:15:05.560 --> 00:15:07.560]  第8到21節拉俠說了
[00:15:07.560 --> 00:15:11.560]  為什麼他會冒著一切的危險
[00:15:11.560 --> 00:15:13.560]  去收起兩個探子
[00:15:13.560 --> 00:15:20.560]  在第8到21節又出現了第二個的線型結構
[00:15:20.560 --> 00:15:22.560]  就是一個大麵包
[00:15:22.560 --> 00:15:26.560]  當中又有一個麵包出現
[00:15:26.560 --> 00:15:28.560]  這個麵包是什麼呢
[00:15:28.560 --> 00:15:30.560]  第一
[00:15:30.560 --> 00:15:33.560]  頭尾有個耶和華神
[00:15:33.560 --> 00:15:36.560]  紅色字的耶和華神
[00:15:36.560 --> 00:15:38.560]  然後就說到
[00:15:38.560 --> 00:15:42.560]  全地的人的心都融化了
[00:15:42.560 --> 00:15:48.560]  斜看間柱的字
[00:15:48.560 --> 00:15:53.560]  我們每一個人的心都驚慌恐懼
[00:15:53.560 --> 00:15:56.560]  沒有盼望
[00:15:56.560 --> 00:15:59.560]  差不多是絕望
[00:15:59.560 --> 00:16:01.560]  然後就藍色字
[00:16:01.560 --> 00:16:04.560]  我們聽到
[00:16:04.560 --> 00:16:06.560]  為什麼我們驚慌
[00:16:06.560 --> 00:16:07.560]  因為我們聽到
[00:16:07.560 --> 00:16:09.560]  聽到什麼呢
[00:16:09.560 --> 00:16:11.560]  就是中間中間的核心
[00:16:11.560 --> 00:16:12.560]  就是那段
[00:16:12.560 --> 00:16:14.560]  深色了的
[00:16:14.560 --> 00:16:18.560]  就是耶和華神所作的事情
[00:16:18.560 --> 00:16:22.560]  拉俠很肯定
[00:16:22.560 --> 00:16:28.560]  以色列能夠攻打並且奪取耶利哥城
[00:16:28.560 --> 00:16:32.560]  就因為中間中間中間這個核心的部分
[00:16:32.560 --> 00:16:36.560]  就是第14節
[00:16:36.560 --> 00:16:38.560]  應該是第14節
[00:16:38.560 --> 00:16:41.560]  第8到第11節的中間
[00:16:41.560 --> 00:16:43.560]  應該是第9節
[00:16:43.560 --> 00:16:45.560]  我沒有寫
[00:16:45.560 --> 00:16:47.560]  拉俠相信什麼呢
[00:16:47.560 --> 00:16:49.560]  他相信
[00:16:49.560 --> 00:16:51.560]  深色字那裡
[00:16:51.560 --> 00:16:56.560]  耶和華怎樣在你們前面使紅海的水乾了
[00:16:56.560 --> 00:17:02.560]  並且你們怎樣對約旦河東的兩個阿摩利王
[00:17:02.560 --> 00:17:07.560]  西雲和鄂將他們盡行毀滅
[00:17:07.560 --> 00:17:14.560]  很多人都害怕
[00:17:14.560 --> 00:17:17.560]  全城的耶利哥城的人都害怕
[00:17:17.560 --> 00:17:18.560]  包括拉俠
[00:17:18.560 --> 00:17:20.560]  他可能是其中一份子
[00:17:20.560 --> 00:17:21.560]  不過呢
[00:17:21.560 --> 00:17:23.560]  每個人害怕的時候
[00:17:23.560 --> 00:17:24.560]  躲在城裡
[00:17:24.560 --> 00:17:27.560]  卻是拉俠知道一件事
[00:17:27.560 --> 00:17:29.560]  其他人不知道
[00:17:29.560 --> 00:17:31.560]  或者他心裡想到一件事
[00:17:31.560 --> 00:17:33.560]  確信一件事
[00:17:33.560 --> 00:17:35.560]  其他人不會想到和確信
[00:17:35.560 --> 00:17:36.560]  是什麼呢
[00:17:36.560 --> 00:17:38.560]  就是耶和華神
[00:17:38.560 --> 00:17:40.560]  耶和華是神
[00:17:40.560 --> 00:17:45.560]  他怎樣將帶領你們的列祖
[00:17:45.560 --> 00:17:46.560]  過了紅海
[00:17:46.560 --> 00:17:47.560]  第一件事
[00:17:47.560 --> 00:17:49.560]  過紅海事件
[00:17:49.560 --> 00:17:50.560]  出埃及記14章的事件
[00:17:50.560 --> 00:17:51.560]  第二件事
[00:17:51.560 --> 00:17:54.560]  怎樣幫你們在約旦河東
[00:17:54.560 --> 00:17:56.560]  還沒過約旦河的時候
[00:17:56.560 --> 00:18:01.560]  擊敗了西雲和鄂
[00:18:01.560 --> 00:18:02.560]  這兩個王
[00:18:02.560 --> 00:18:05.560]  這就是文數記14章15章的事件
[00:18:05.560 --> 00:18:09.560]  很多人都害怕的時候
[00:18:09.560 --> 00:18:12.560]  因為怕什麼呢
[00:18:12.560 --> 00:18:14.560]  怕有一個神很厲害
[00:18:14.560 --> 00:18:16.560]  原來以色列的神很厲害
[00:18:16.560 --> 00:18:17.560]  怎樣厲害呢
[00:18:17.560 --> 00:18:21.560]  就是能夠打敗兩個皇帝
[00:18:21.560 --> 00:18:24.560]  並且帶領著以色列人過紅海
[00:18:24.560 --> 00:18:26.560]  沒有一個神人做得到
[00:18:26.560 --> 00:18:28.560]  所以每個人都害怕
[00:18:28.560 --> 00:18:29.560]  但是呢
[00:18:29.560 --> 00:18:30.560]  拉俠不同
[00:18:30.560 --> 00:18:32.560]  他知道
[00:18:32.560 --> 00:18:33.560]  每個人都知道的時候
[00:18:33.560 --> 00:18:34.560]  他看到
[00:18:34.560 --> 00:18:39.560]  這是神自己的奇妙的作為
[00:18:39.560 --> 00:18:41.560]  是神的作為
[00:18:41.560 --> 00:18:44.560]  神是創造天地的神
[00:18:44.560 --> 00:18:46.560]  唯一的神
[00:18:46.560 --> 00:18:48.560]  高過所有的神
[00:18:48.560 --> 00:18:50.560]  他能夠帶領著以色列人
[00:18:50.560 --> 00:18:54.560]  去做一些從來沒想過的事情
[00:18:54.560 --> 00:18:57.560]  就算以色列人都沒想過自己會過紅海
[00:18:57.560 --> 00:19:01.560]  沒想過他們能夠打敗西雲和鄂
[00:19:01.560 --> 00:19:02.560]  但是呢
[00:19:02.560 --> 00:19:08.560]  拉俠能夠看到一件事
[00:19:08.560 --> 00:19:11.560]  神是這麼偉大和強盛
[00:19:11.560 --> 00:19:13.560]  所以就算是以色列的歌城
[00:19:13.560 --> 00:19:18.560]  都會敗於以色列的手下
[00:19:18.560 --> 00:19:20.560]  其實呢
[00:19:20.560 --> 00:19:23.560]  我們通常
[00:19:23.560 --> 00:19:25.560]  很多人和我們一樣
[00:19:25.560 --> 00:19:27.560]  都會看到很多東西
