
[00:00:00.000 --> 00:00:09.000]  很感謝神的恩典,也很感謝洪恩唐的目者邀請我來這裡講道
[00:15:24.000 --> 00:15:26.000]  我們怎樣彈起來
[00:15:26.000 --> 00:15:29.000]  誰彈得起來最快那個就是會贏的
[00:15:29.000 --> 00:15:30.000]  是不是這樣說?
[00:15:30.000 --> 00:15:34.000]  所以在這些事情裡面我們可以看見就是說
[00:15:34.000 --> 00:15:40.000]  我們要學習的就是思想是在任何的環境下
[00:15:40.000 --> 00:15:45.000]  任何時間底下我們都要想我們怎樣可以向前
[00:15:45.000 --> 00:15:46.000]  是不是?
[00:15:46.000 --> 00:15:48.000]  可以向前的時候就向前
[00:15:48.000 --> 00:15:50.000]  不可以向前的時候
[00:15:50.000 --> 00:15:52.000]  我想一下什麼時候可以向前
[00:15:52.000 --> 00:15:53.000]  這個是必然的道理
[00:15:53.000 --> 00:15:54.000]  這幾年都是這樣
[00:15:54.000 --> 00:16:00.000]  所以我想我們祈禱的就是求神幫助我們
[00:16:00.000 --> 00:16:04.000]  是保持一種前進的心態
[00:16:04.000 --> 00:16:06.000]  我自己是很喜歡想事情的
[00:16:06.000 --> 00:16:10.000]  我是比較喜歡想方向的那些人
[00:16:10.000 --> 00:16:12.000]  有些人是很實用的
[00:16:12.000 --> 00:16:17.000]  所以我會覺得方向和方法都兩樣這麼重要
[00:16:17.000 --> 00:16:20.000]  就是你一配合起來就可以了
[00:16:20.000 --> 00:16:24.000]  我們需要去問我們往哪個方向去走
[00:16:24.000 --> 00:16:28.000]  同時要知道用什麼方法你達到那個目標
[00:16:28.000 --> 00:16:31.000]  在這裡我也很想跟大家分享一下
[00:16:31.000 --> 00:16:37.000]  就是在這一兩個月見到神學院都辦了一些活動
[00:16:37.000 --> 00:16:39.000]  我覺得是神很保守的
[00:16:39.000 --> 00:16:43.000]  就是其中一個就是香港教會前景會
[00:16:43.000 --> 00:16:46.000]  那個反應是相當不錯
[00:16:46.000 --> 00:16:51.000]  因為是疫情後就似乎應該是教會界
[00:16:51.000 --> 00:16:55.000]  香港教會界的一個比較大的活動
[00:16:55.000 --> 00:16:58.000]  原來很多牧者和弟兄姊妹是有一個訴求
[00:16:58.000 --> 00:17:03.000]  很想第一方面去討論那些問題
[00:17:03.000 --> 00:17:08.000]  第二方面是很想大家聚一下面
[00:17:08.000 --> 00:17:10.000]  結果我們都幾百人參加
[00:17:10.000 --> 00:17:12.000]  就是每樣東西都幾百人參加
[00:17:12.000 --> 00:17:14.000]  就是成千人這樣
[00:17:14.000 --> 00:17:19.000]  另外就是剛剛我們四月二十七日晚
[00:17:19.000 --> 00:17:23.000]  有一個聖岳培靈獻身會
[00:17:23.000 --> 00:17:25.000]  也是成八九百人參加的
[00:17:25.000 --> 00:17:27.000]  就是都九成滿的
[00:17:27.000 --> 00:17:29.000]  我們都覺得很奇妙
[00:17:29.000 --> 00:17:33.000]  就是大家反應是很好
[00:17:33.000 --> 00:17:36.000]  但是我到回帶講給大家聽
[00:17:36.000 --> 00:17:38.000]  我們計劃這些的時候
[00:17:38.000 --> 00:17:40.000]  是講一年前已經有這個想法
[00:17:40.000 --> 00:17:42.000]  一年前是什麼狀態
[00:17:42.000 --> 00:17:47.000]  你想一年前都不知道什麼時候疫情停的
[00:17:47.000 --> 00:17:51.000]  所以要做任何的決定都很困難的
[00:17:51.000 --> 00:17:54.000]  問教堂借地方
[00:17:54.000 --> 00:17:58.000]  對方都不知道怎麼回答你的
[00:17:58.000 --> 00:18:00.000]  當然說看看怎麼樣
[00:18:00.000 --> 00:18:02.000]  疫情先好一點
[00:18:02.000 --> 00:18:06.000]  你明不明白關鍵就是說
[00:18:06.000 --> 00:18:10.000]  如果我們不是一年前已經決定做這件事
[00:18:10.000 --> 00:18:12.000]  今年的四月
[00:18:12.000 --> 00:18:13.000]  三月四月
[00:18:13.000 --> 00:18:15.000]  就是四月兩次的大聚會
[00:18:15.000 --> 00:18:17.000]  搞不搞得來呢
[00:18:17.000 --> 00:18:18.000]  你不可以搞得來
[00:18:18.000 --> 00:18:20.000]  你不可能兩個月搞得來的
[00:18:20.000 --> 00:18:24.000]  我們開始說口罩令停了之後
[00:18:24.000 --> 00:18:26.000]  我們才說去計劃呢
[00:18:26.000 --> 00:18:28.000]  那行啦 你明年搞得來
[00:18:28.000 --> 00:18:30.000]  你明白我的意思嗎
[00:18:30.000 --> 00:18:32.000]  所以整件事就令我學習到一件事
[00:18:32.000 --> 00:18:38.000]  有些事不是我們等到環境好的時候才去想的
[00:18:38.000 --> 00:18:40.000]  而是還沒好的時候
[00:18:40.000 --> 00:18:42.000]  我們已經想好的時候
[00:18:42.000 --> 00:18:44.000]  我們是有什麼行動
[00:18:44.000 --> 00:18:45.000]  這樣你才有得做的
[00:18:45.000 --> 00:18:47.000]  不然就一定沒得做
[00:18:47.000 --> 00:18:48.000]  大家同不同意嗎
[00:18:48.000 --> 00:18:52.000]  我很感謝神這兩個事件令我學到這個功課
[00:18:52.000 --> 00:18:58.000]  有人認為疫情之後教會是出現大洗牌的
[00:18:58.000 --> 00:19:01.000]  這個現在是事實了
[00:19:01.000 --> 00:19:03.000]  因為有些數據出來了
[00:19:03.000 --> 00:19:06.000]  除了數據那些我不說那麼多了
[00:19:06.000 --> 00:19:09.000]  按我有時候在不同目者的口中知道
[00:19:09.000 --> 00:19:13.000]  有些我們叫超大型的教會
[00:19:13.000 --> 00:19:15.000]  就是叫Mega Church
[00:19:15.000 --> 00:19:19.000]  人數下跌的情況是非常非常嚴重
[00:19:19.000 --> 00:19:20.000]  非正式統計
[00:19:20.000 --> 00:19:23.000]  其中有一間是由五千人跌到兩千人
[00:19:23.000 --> 00:19:25.000]  不要說名字
[00:19:25.000 --> 00:19:28.000]  有一間大概由一萬人跌到四千人
[00:19:28.000 --> 00:19:30.000]  不要說名字
[00:19:30.000 --> 00:19:38.000]  去年我去過其中一間教會的成人團契的導師訓練班那裡分享
[00:19:38.000 --> 00:19:41.000]  所以我是有真憑實據的
[00:19:41.000 --> 00:19:43.000]  我發覺除了他們的目者之外
[00:19:43.000 --> 00:19:50.000]  有很多弟兄姊妹是做他們團契的導師
[00:19:50.000 --> 00:19:53.000]  其中一位姊妹她就厲害
[00:19:53.000 --> 00:19:56.000]  她不止做一個團契的導師
[00:19:56.000 --> 00:19:59.000]  她其實是做了三個團契的導師
[00:19:59.000 --> 00:20:03.000]  她分享當時弟兄姊妹有很多張力
[00:20:03.000 --> 00:20:06.000]  對於信仰有很多疑惑
[00:20:06.000 --> 00:20:08.000]  有些人對教會很失望
[00:20:08.000 --> 00:20:10.000]  有很多屬靈的衝擊
[00:20:10.000 --> 00:20:14.000]  她盡力去鼓勵弟兄姊妹
[00:20:14.000 --> 00:20:16.000]  我心裏想
[00:20:16.000 --> 00:20:20.000]  如果不是有這些團契裏面的導師
[00:20:20.000 --> 00:20:23.000]  其實那些叫信得久一點
[00:20:23.000 --> 00:20:26.000]  她衷心守護弟兄姊妹的時候
[00:20:26.000 --> 00:20:29.000]  可能更多的人冷淡
[00:20:29.000 --> 00:20:30.000]  五千人變成二千
[00:20:30.000 --> 00:20:32.000]  分分鐘沒了這班人
[00:20:32.000 --> 00:20:34.000]  可能更跌得厲害
[00:20:34.000 --> 00:20:36.000]  基於危機意識
[00:20:36.000 --> 00:20:38.000]  我自己有什麼態度呢
[00:20:38.000 --> 00:20:40.000]  我就向上帝禱告
[00:20:40.000 --> 00:20:43.000]  善用時間投入侍奉
[00:20:43.000 --> 00:20:46.000]  這是我自己的禱告
[00:20:46.000 --> 00:20:48.000]  上帝給我的感動就是
[00:20:48.000 --> 00:20:51.000]  讓上帝的道去牧養弟兄姊妹
[00:20:51.000 --> 00:20:52.000]  我什麼都不懂
[00:20:52.000 --> 00:20:54.000]  我只懂得講道
[00:20:54.000 --> 00:20:56.000]  寫寫靈修文章
[00:20:56.000 --> 00:21:00.000]  用神的話語去牧養弟兄姊妹
[00:21:00.000 --> 00:21:04.000]  我能夠貢獻的不是很多
[00:21:04.000 --> 00:21:07.000]  不過我只可以把握時間去寫作
[00:21:07.000 --> 00:21:09.000]  最近有一本書
[00:21:09.000 --> 00:21:11.000]  基督信仰連結整合
[00:21:11.000 --> 00:21:13.000]  這也是很感恩的
[00:21:13.000 --> 00:21:16.000]  是一本講基本信仰的書
[00:21:16.000 --> 00:21:18.000]  也很感恩
[00:21:18.000 --> 00:21:21.000]  過去我又去整理一些文稿
[00:21:21.000 --> 00:21:26.000]  今年五月初會有兩本靈修書出版
[00:21:26.000 --> 00:21:28.000]  一本叫十二小仙之書
[00:21:28.000 --> 00:21:31.000]  品讀和與神同行的人生
[00:21:31.000 --> 00:21:33.000]  其實排著也還有
[00:21:33.000 --> 00:21:35.000]  為什麼我要這樣做呢
[00:21:35.000 --> 00:21:38.000]  其實我是沒有什麼特別的目標
[00:21:38.000 --> 00:21:41.000]  我是想說我不要停
[00:21:41.000 --> 00:21:43.000]  我不可以停
[00:21:43.000 --> 00:21:44.000]  為什麼呢
[00:21:44.000 --> 00:21:46.000]  不是我亂砍不是這件事
[00:21:46.000 --> 00:21:50.000]  而是我覺得現在大家都好像有一種
[00:21:50.000 --> 00:21:53.000]  不知道前面是怎樣的感覺
[00:21:53.000 --> 00:21:55.000]  我自己也不太知道
[00:21:55.000 --> 00:21:57.000]  你問我我沒有答案
[00:21:57.000 --> 00:21:58.000]  不過有一件事就是說
[00:21:58.000 --> 00:22:01.000]  我可以做什麼就做什麼
[00:22:01.000 --> 00:22:02.000]  你明白嗎
[00:22:02.000 --> 00:22:04.000]  我們不要浪費時間
[00:22:04.000 --> 00:22:06.000]  去做可以做的事
[00:22:06.000 --> 00:22:07.000]  我又問自己
[00:22:07.000 --> 00:22:09.000]  你做了這些事寫完這些書
[00:22:09.000 --> 00:22:12.000]  你可以改建現在香港教會的困局嗎
[00:22:12.000 --> 00:22:14.000]  我問我自己
[00:22:14.000 --> 00:22:17.000]  我的答案說不一定可以
[00:22:17.000 --> 00:22:19.000]  我又問自己
[00:22:19.000 --> 00:22:21.000]  既然我不一定可以改變
[00:22:21.000 --> 00:22:22.000]  你又做來做什麼呢
[00:22:22.000 --> 00:22:24.000]  你這麼投入來做什麼呢
[00:22:24.000 --> 00:22:26.000]  我自己就會說
[00:22:26.000 --> 00:22:33.000]  這個是我們對上帝的呼召的一個理解
[00:22:33.000 --> 00:22:36.000]  上帝要我們去做就做
[00:22:36.000 --> 00:22:39.000]  認認真真地去投入
[00:22:39.000 --> 00:22:41.000]  不要計算有什麼結果
[00:22:41.000 --> 00:22:43.000]  所以就是這樣
[00:22:43.000 --> 00:22:47.000]  而每個基督徒都會有他的照明
[00:22:47.000 --> 00:22:49.000]  我們在這個時候
[00:22:49.000 --> 00:22:52.000]  我們會見到很多的挑戰
[00:22:52.000 --> 00:22:53.000]  我們解決不了的
[00:22:53.000 --> 00:22:56.000]  我們每個基督徒都應該有一種態度
[00:22:56.000 --> 00:22:58.000]  就是忠於我的使命
[00:22:58.000 --> 00:23:02.000]  我去履行上帝要我做的事
[00:23:02.000 --> 00:23:04.000]  做不做得好沒有人知道
[00:23:04.000 --> 00:23:07.000]  我自己都不敢說自己做得好不好
[00:23:07.000 --> 00:23:10.000]  留待將來上帝來評核
[00:23:10.000 --> 00:23:13.000]  現在可以做的就照做
[00:23:13.000 --> 00:23:16.000]  好過你沒得做就不用做
[00:23:16.000 --> 00:23:18.000]  信徒皆為祭司
[00:23:18.000 --> 00:23:19.000]  就是每個基督徒
[00:23:19.000 --> 00:23:20.000]  無論你是不是牧師
[00:23:20.000 --> 00:23:22.000]  是不是傳道人
[00:23:22.000 --> 00:23:24.000]  你都應該侍奉上帝
[00:23:24.000 --> 00:23:26.000]  尤其是在現在這個環境
[00:23:26.000 --> 00:23:30.000]  更加要把握時候去侍奉上帝
[00:23:30.000 --> 00:23:32.000]  現在香港教會正在轉型的時候
[00:23:32.000 --> 00:23:34.000]  教會很需要你
[00:23:34.000 --> 00:23:38.000]  那你會是那五個愚蠢的同類
[00:23:38.000 --> 00:23:41.000]  還是那五個聰明的同類呢
[00:23:41.000 --> 00:23:43.000]  你會不會有危機意識呢
[00:23:43.000 --> 00:23:47.000]  第二很想說就是認清問題的核心
[00:23:47.000 --> 00:23:51.000]  在《馬太方案》第25章第6到第9節
[00:23:51.000 --> 00:23:56.000]  就說到那個新郎遲遲都沒來
[00:23:56.000 --> 00:23:59.000]  那些同類就怎樣
[00:23:59.000 --> 00:24:03.000]  打頓睡覺了
[00:24:03.000 --> 00:24:06.000]  半夜有人說新郎來了
[00:24:06.000 --> 00:24:08.000]  你們出來去迎接他
[00:24:08.000 --> 00:24:13.000]  然後那些同類就起來收拾那些燈
[00:24:13.000 --> 00:24:16.000]  然後那些對聰明的說
[00:24:16.000 --> 00:24:20.000]  可不可以你分些油給我們
[00:24:20.000 --> 00:24:22.000]  我們的燈就快沒油了
