
[00:00:00.000 --> 00:00:07.000]  在同慶期間我們也講及很多在教會歷史當中的前輩
[00:03:44.000 --> 00:03:46.000]  知道就算我們軟弱
[00:03:46.000 --> 00:03:49.000]  何時我們站起來
[00:03:49.000 --> 00:03:50.000]  轉向上帝
[00:03:50.000 --> 00:03:53.000]  上帝一定會轉向我們
[00:03:53.000 --> 00:03:55.000]  因為祂的本性就是
[00:03:55.000 --> 00:03:57.000]  祂是信實的
[00:03:57.000 --> 00:04:00.000]  He is faithful
[00:04:00.000 --> 00:04:01.000]  祂是信實的
[00:04:01.000 --> 00:04:04.000]  因此當我們何時來倚靠祂
[00:04:04.000 --> 00:04:06.000]  抓緊祂的手的時候
[00:04:06.000 --> 00:04:09.000]  祂一定會繼續拖大我們
[00:04:09.000 --> 00:04:11.000]  因此歷代很多很多的教徒
[00:04:11.000 --> 00:04:13.000]  都告訴我們
[00:04:13.000 --> 00:04:14.000]  放心
[00:04:14.000 --> 00:04:16.000]  上帝是信實的
[00:04:16.000 --> 00:04:19.000]  祂會帶領我們走完我們的路
[00:04:19.000 --> 00:04:23.000]  正如他們走完他們的路一樣
[00:04:23.000 --> 00:04:25.000]  我自己的禱告裡
[00:04:25.000 --> 00:04:27.000]  上上不期然就會說
[00:04:27.000 --> 00:04:28.000]  主啊感謝祢
[00:04:28.000 --> 00:04:30.000]  因為祢是我的盆石
[00:04:30.000 --> 00:04:32.000]  是我的依靠
[00:04:32.000 --> 00:04:34.000]  上帝是我們的盆石
[00:04:34.000 --> 00:04:35.000]  意思是說
[00:04:35.000 --> 00:04:38.000]  我們在上帝的裡面
[00:04:38.000 --> 00:04:40.000]  我們可以堅固
[00:04:40.000 --> 00:04:42.000]  我們腳步可以穩當
[00:04:42.000 --> 00:04:44.000]  我們不會動搖
[00:04:44.000 --> 00:04:47.000]  因為我們納在盆石上
[00:04:47.000 --> 00:04:49.000]  各位弟兄姊妹
[00:04:49.000 --> 00:04:52.000]  沒錯有些時候我們會站不穩
[00:04:52.000 --> 00:04:54.000]  但是我們放心
[00:04:54.000 --> 00:04:56.000]  主耶穌是我們的盆石
[00:04:56.000 --> 00:04:59.000]  我們可以站立在祂的裡面
[00:04:59.000 --> 00:05:02.000]  而得到那種安穩
[00:05:02.000 --> 00:05:03.000]  當時已經提到
[00:05:03.000 --> 00:05:06.000]  這些見證人是為了激勵我們
[00:05:06.000 --> 00:05:09.000]  放心去信靠一位信實的主
[00:05:09.000 --> 00:05:13.000]  如果我們相信一位主是信實的
[00:05:13.000 --> 00:05:15.000]  聖經就跟著說
[00:05:15.000 --> 00:05:20.000]  就應該脫下各樣的拖累
[00:05:20.000 --> 00:05:22.000]  原來我們的生命裡面
[00:05:22.000 --> 00:05:24.000]  有些時候有些事情拖累著我們
[00:05:24.000 --> 00:05:28.000]  和學本說到放下重擔
[00:05:28.000 --> 00:05:30.000]  在一條賽道上
[00:05:30.000 --> 00:05:32.000]  我不知道你有沒有見過
[00:05:32.000 --> 00:05:33.000]  有些人
[00:05:33.000 --> 00:05:35.000]  他說這次要跑得快一點
[00:05:35.000 --> 00:05:36.000]  跑得好一點
[00:05:36.000 --> 00:05:41.000]  所以我背著一個大的重石頭
[00:05:41.000 --> 00:05:44.000]  所以背著它我就跑了
[00:05:44.000 --> 00:05:47.000]  不會他一定會放下重擔
[00:05:47.000 --> 00:05:49.000]  這裡所說的重擔
[00:05:49.000 --> 00:05:51.000]  正是這個含義
[00:05:51.000 --> 00:05:53.000]  如果有人告訴你
[00:05:53.000 --> 00:05:55.000]  我的金鏈很重
[00:05:55.000 --> 00:05:57.000]  很有份量的
[00:05:57.000 --> 00:05:59.000]  然後他走出去賽道
[00:05:59.000 --> 00:06:03.000]  帶著金鏈重重的跑
[00:06:03.000 --> 00:06:05.000]  你不會欣賞他的金鏈
[00:06:05.000 --> 00:06:07.000]  你只會覺得他很傻
[00:06:07.000 --> 00:06:10.000]  他要放下重物
[00:06:10.000 --> 00:06:15.000]  如果他穿著一件很漂亮的大外套
[00:06:15.000 --> 00:06:17.000]  很雍容華貴
[00:06:17.000 --> 00:06:19.000]  然後跑到跑道上跑
[00:06:19.000 --> 00:06:21.000]  你會笑他
[00:06:21.000 --> 00:06:23.000]  將一切的重擔
[00:06:23.000 --> 00:06:25.000]  一切的拖累
[00:06:25.000 --> 00:06:27.000]  要放下它
[00:06:27.000 --> 00:06:28.000]  各位靈智會員
[00:06:28.000 --> 00:06:31.000]  有些時候在祈禱當中
[00:06:31.000 --> 00:06:33.000]  我們要問自己
[00:06:33.000 --> 00:06:37.000]  我生命有什麼拖累
[00:06:37.000 --> 00:06:38.000]  有什麼重擔
[00:06:38.000 --> 00:06:41.000]  令我不能夠跑起來呢?
[00:06:41.000 --> 00:06:43.000]  聖經六教福音21章就說
[00:06:43.000 --> 00:06:44.000]  在末世的時候
[00:06:44.000 --> 00:06:45.000]  我們要很小心
[00:06:45.000 --> 00:06:47.000]  我們要謹慎
[00:06:47.000 --> 00:06:50.000]  恐怕因為貪食醉酒
[00:06:50.000 --> 00:06:52.000]  和今生的思慮
[00:06:52.000 --> 00:06:54.000]  累著我們的心
[00:06:54.000 --> 00:06:56.000]  以致當主再來的時候
[00:06:56.000 --> 00:06:59.000]  我們就好像掉進網瀾一般
[00:06:59.000 --> 00:07:00.000]  原來很多時候
[00:07:00.000 --> 00:07:02.000]  我們今生有很多的思慮
[00:07:02.000 --> 00:07:05.000]  會累著我們的心
[00:07:05.000 --> 00:07:11.000]  令我們好像背著重擔一樣
[00:07:11.000 --> 00:07:13.000]  留心有沒有一些思慮
[00:07:13.000 --> 00:07:18.000]  令你不能夠輕鬆上路
[00:07:18.000 --> 00:07:19.000]  或者那些思慮
[00:07:19.000 --> 00:07:22.000]  可能是為生活上一些事情掛慮
[00:07:22.000 --> 00:07:25.000]  或者想到自己將來一些的保障
[00:07:25.000 --> 00:07:26.000]  要很多的努力
[00:07:26.000 --> 00:07:28.000]  要為將來打算
[00:07:28.000 --> 00:07:32.000]  或者說為自己的居所要去儲錢
[00:07:32.000 --> 00:07:34.000]  要去拼搏
[00:07:34.000 --> 00:07:35.000]  沒錯,你和我也知道
[00:07:35.000 --> 00:07:37.000]  我們要負責任
[00:07:37.000 --> 00:07:42.000]  我們也應該來為自己負責任
[00:07:42.000 --> 00:07:44.000]  但是什麼時候你關心這些事情
[00:07:44.000 --> 00:07:47.000]  成為你最優先的關注
[00:07:47.000 --> 00:07:52.000]  甚至是你唯一首要的關注
[00:07:52.000 --> 00:07:56.000]  這些事情會成為了你的重擔
[00:07:56.000 --> 00:07:59.000]  你一定記得聖經馬太福音六章第三十三節
[00:07:59.000 --> 00:08:01.000]  我們常常背的金句說
[00:08:01.000 --> 00:08:07.000]  你們要先求他的國和他的兒
[00:08:07.000 --> 00:08:11.000]  這些一切都要加給你們
[00:08:11.000 --> 00:08:12.000]  聖經很強調說
[00:08:12.000 --> 00:08:15.000]  先求是神的國
[00:08:15.000 --> 00:08:18.000]  其他一切你放心神會紀念你
[00:08:18.000 --> 00:08:22.000]  神會顧念,神會恭迎
[00:08:22.000 --> 00:08:25.000]  今天好像大家都想有些背景音樂
[00:08:25.000 --> 00:08:27.000]  襯托著
[00:08:27.000 --> 00:08:29.000]  請大家幫我忙
[00:08:29.000 --> 00:08:31.000]  如果你忘記關掉
[00:08:31.000 --> 00:08:36.000]  現在就關掉你的手機
[00:08:36.000 --> 00:08:39.000]  好,我們繼續
[00:08:39.000 --> 00:08:40.000]  當聖經說到
[00:08:40.000 --> 00:08:43.000]  我們要先求他的國和他的兒的時候
[00:08:43.000 --> 00:08:44.000]  很清楚告訴我們
[00:08:44.000 --> 00:08:47.000]  祂會看顧我們的需要
[00:08:47.000 --> 00:08:48.000]  要我們留心
[00:08:48.000 --> 00:08:50.000]  不要將這些世上的事情
[00:08:50.000 --> 00:08:52.000]  成為最優先的關注
[00:08:52.000 --> 00:08:55.000]  成為最首要的關注
[00:08:55.000 --> 00:09:00.000]  當然很多我們任常一年多的弟兄姊妹都會留心到
[00:09:00.000 --> 00:09:05.000]  有時候我們的健康都帶給我們很多的掛慮
[00:09:05.000 --> 00:09:08.000]  有些毛病出來的時候都擔心
[00:09:08.000 --> 00:09:10.000]  咦,什麼事呢?
[00:09:10.000 --> 00:09:14.000]  是不是那些呢?
[00:09:14.000 --> 00:09:16.000]  對於一個做過大手術的人
[00:09:16.000 --> 00:09:19.000]  我說我自己
[00:09:19.000 --> 00:09:20.000]  心有些不舒服的時候
[00:09:20.000 --> 00:09:22.000]  都會立刻去想
[00:09:22.000 --> 00:09:25.000]  咦,有沒有什麼事呢?
[00:09:25.000 --> 00:09:27.000]  是會有些掛心的
[00:09:27.000 --> 00:09:29.000]  但當我自己心裡有掛心的時候
[00:09:29.000 --> 00:09:33.000]  立時想回到手術期間自己的祈禱
[00:09:33.000 --> 00:09:35.000]  我記得我很清楚告訴神
[00:09:35.000 --> 00:09:40.000]  上帝呀,這個心臟是屬於祢
[00:09:40.000 --> 00:09:44.000]  求祢自己親自看顧著
[00:09:44.000 --> 00:09:46.000]  然後心裡有一種平安之道
[00:09:46.000 --> 00:09:48.000]  如果是屬於上帝
[00:09:48.000 --> 00:09:51.000]  祂一定會看顧屬於祂的東西
[00:09:51.000 --> 00:09:54.000]  包括這個身體
[00:09:54.000 --> 00:09:56.000]  到今天我都告訴自己
[00:09:56.000 --> 00:10:01.000]  你放心,上帝會看顧屬於祂的身體
[00:10:01.000 --> 00:10:03.000]  因此學習去教託
[00:10:03.000 --> 00:10:07.000]  去將自己仰望在神的手中
[00:10:07.000 --> 00:10:08.000]  各位弟兄姊妹留心
[00:10:08.000 --> 00:10:10.000]  不要讓今生很多各樣的思慮
[00:10:10.000 --> 00:10:12.000]  累著你的心
[00:10:12.000 --> 00:10:17.000]  以至你不能夠跑這條信仰的人生路
[00:10:17.000 --> 00:10:18.000]  但易勝堅就說
[00:10:18.000 --> 00:10:21.000]  那些容易纏著我們的罪
[00:10:21.000 --> 00:10:23.000]  當然各人有不同
[00:10:23.000 --> 00:10:25.000]  但你要去求神讓你知道
[00:10:25.000 --> 00:10:29.000]  有哪些罪是很容易纏著你的
[00:10:29.000 --> 00:10:33.000]  最近我和一班教務和學者一起聊天的時候
[00:10:33.000 --> 00:10:37.000]  一起討論香港消費主義的發展
[00:10:37.000 --> 00:10:40.000]  大家都知道香港消費主義是很嚴重
[00:10:40.000 --> 00:10:43.000]  是不斷用很多廣告鋪天蓋地
[00:10:43.000 --> 00:10:44.000]  不斷告訴你
[00:10:44.000 --> 00:10:50.000]  你需要什麼去刺激你的消費慾望
[00:10:50.000 --> 00:10:51.000]  它告訴你
[00:10:51.000 --> 00:10:55.000]  你有很多缺乏
[00:10:55.000 --> 00:10:58.000]  你沒有柔順的頭髮
[00:10:58.000 --> 00:11:00.000]  你就用這個洗頭水
[00:11:00.000 --> 00:11:03.000]  就保證你可以得到柔順的頭髮
[00:11:03.000 --> 00:11:05.000]  你睡得不舒服嗎
[00:11:05.000 --> 00:11:06.000]  不要緊
[00:11:06.000 --> 00:11:07.000]  這張床褥
[00:11:07.000 --> 00:11:08.000]  你一接觸它
[00:11:08.000 --> 00:11:12.000]  你馬上就睡著了
[00:11:12.000 --> 00:11:16.000]  消費主義是令你覺得你有很多缺乏
[00:11:16.000 --> 00:11:18.000]  你沒有那些
[00:11:18.000 --> 00:11:22.000]  但其中刺激你的貪慾
[00:11:22.000 --> 00:11:26.000]  因此你很難有衣有食就知足
[00:11:26.000 --> 00:11:29.000]  你覺得自己很多時候都不滿足
[00:11:29.000 --> 00:11:34.000]  而這種貪慾令你的心專注在世界上的事
[00:11:34.000 --> 00:11:36.000]  一些物質上的事
[00:11:36.000 --> 00:11:40.000]  何時你察覺那些貪慾在你裡面發動的時候
[00:11:40.000 --> 00:11:42.000]  你要很小心祈禱主
[00:11:42.000 --> 00:11:44.000]  求祢保守我
[00:11:44.000 --> 00:11:45.000]  救我脫離
[00:11:45.000 --> 00:11:50.000]  你也學習不把眼目單單注目在物質上
[00:11:50.000 --> 00:11:52.000]  而知道去付出
[00:11:52.000 --> 00:11:54.000]  去施予
[00:11:54.000 --> 00:11:57.000]  留心有的一切慾望
[00:11:57.000 --> 00:11:59.000]  無論是貪慾、情慾
[00:11:59.000 --> 00:12:03.000]  每個都成為容易纏累的罪
[00:12:03.000 --> 00:12:06.000]  然後靠著神去釋放自己
[00:12:06.000 --> 00:12:07.000]  聖經再說
[00:12:07.000 --> 00:12:12.000]  以堅忍的心奔跑那擺在我們前面的賽程
[00:12:12.000 --> 00:12:16.000]  堅忍的心奔跑意味著要花點氣力
[00:12:16.000 --> 00:12:19.000]  沒錯有些人跑得快有些人跑得慢
[00:12:19.000 --> 00:12:22.000]  但無論如何都要付出點氣力
[00:12:22.000 --> 00:12:25.000]  來行這條人生路
[00:12:25.000 --> 00:12:29.000]  在過程中付一點代價是必須的
[00:12:29.000 --> 00:12:34.000]  然後奔跑那擺在我們前面的賽程
[00:12:34.000 --> 00:12:36.000]  各位兄弟姐妹
[00:12:36.000 --> 00:12:38.000]  人生面對多一些困難
[00:12:38.000 --> 00:12:40.000]  或者是身體的困難
[00:12:40.000 --> 00:12:42.000]  或者是某一些的試煉
[00:12:42.000 --> 00:12:46.000]  或者某一些家庭、家人帶給你的難處
[00:12:46.000 --> 00:12:52.000]  但在當中你知道這條賽路是誰給你的
[00:12:52.000 --> 00:12:55.000]  奔跑那擺在你前面
[00:12:55.000 --> 00:12:57.000]  誰擺在你前面呢?
[00:12:57.000 --> 00:13:00.000]  是上帝擺在你的前面
[00:13:00.000 --> 00:13:02.000]  他按照他最高的旨意
[00:13:02.000 --> 00:13:05.000]  去為你安排一條路
[00:13:05.000 --> 00:13:08.000]  這條路是他擺設在你的面前
[00:13:08.000 --> 00:13:12.000]  而要你由此途中堅定地來信靠神
[00:13:12.000 --> 00:13:16.000]  去走完你要走的路
[00:13:16.000 --> 00:13:19.000]  因此上帝期望你在當中
[00:13:19.000 --> 00:13:22.000]  奔跑那擺在你面前的賽程
[00:13:22.000 --> 00:13:23.000]  然後聖經再說
[00:13:23.000 --> 00:13:25.000]  大家再看第二節
[00:13:25.000 --> 00:13:27.000]  專一注視耶穌
[00:13:27.000 --> 00:13:31.000]  就是我們信心的創始者和完成者
[00:13:31.000 --> 00:13:33.000]  他因那擺在面前的喜樂
[00:13:33.000 --> 00:13:37.000]  就忍受了十字架的輕按了羞辱
[00:13:37.000 --> 00:13:41.000]  現在就坐在神寶座的右邊
[00:13:41.000 --> 00:13:43.000]  定睛在耶穌身上
[00:13:43.000 --> 00:13:45.000]  如果你賽跑的時候
[00:13:45.000 --> 00:13:49.000]  你的眼目會集中在哪裡?
[00:13:49.000 --> 00:13:50.000]  看著旁邊那個
[00:13:50.000 --> 00:13:52.000]  他跑得這麼快
[00:13:52.000 --> 00:13:55.000]  當你看他多一點的時候你還慢
[00:13:55.000 --> 00:13:57.000]  你回頭看後面
[00:13:57.000 --> 00:13:58.000]  咦?已經跑了一半了
[00:13:58.000 --> 00:14:00.000]  可以休息一下
[00:14:00.000 --> 00:14:01.000]  不是
[00:14:01.000 --> 00:14:05.000]  是將你的眼光集中在終點上
[00:14:05.000 --> 00:14:07.000]  也意味著你將你的目光
[00:14:07.000 --> 00:14:10.000]  集中在耶穌身上
[00:14:10.000 --> 00:14:12.000]  聖經特別說到耶穌
[00:14:12.000 --> 00:14:16.000]  是說他在地上的榜樣
[00:14:16.000 --> 00:14:19.000]  說他在地上以人性的身份
[00:14:19.000 --> 00:14:22.000]  來到地上立下了榜樣
[00:14:22.000 --> 00:14:23.000]  沒錯很多見證人
[00:14:23.000 --> 00:14:25.000]  但最重要的是將你的眼目
[00:14:25.000 --> 00:14:28.000]  專注在主耶穌的身上
[00:14:28.000 --> 00:14:29.000]  你就會體會到
[00:14:29.000 --> 00:14:32.000]  他帶給你生命的激勵
[00:14:32.000 --> 00:14:35.000]  他因為看見永恆當中的喜樂
[00:14:35.000 --> 00:14:39.000]  就可以輕按眼前的十字架
[00:14:39.000 --> 00:14:42.000]  而作神喜悅他所作的事
[00:14:42.000 --> 00:14:46.000]  為真理而付出生命的代價
[00:14:46.000 --> 00:14:48.000]  我記得有一次自己
[00:14:48.000 --> 00:14:50.000]  早上靈修
[00:14:50.000 --> 00:14:52.000]  拿出一本詩集
[00:14:52.000 --> 00:14:55.000]  我想唱一首詩歌
[00:14:55.000 --> 00:14:58.000]  當時體會自己的內心
[00:14:58.000 --> 00:15:00.000]  有一些沉重
[00:15:00.000 --> 00:15:01.000]  想起一些事
[00:15:01.000 --> 00:15:03.000]  想起某一些人
[00:15:03.000 --> 00:15:05.000]  覺得有些困擾
[00:15:05.000 --> 00:15:08.000]  有少許煩惱的感覺
[00:15:08.000 --> 00:15:09.000]  隨意打開詩集
[00:15:09.000 --> 00:15:10.000]  一掀開
[00:15:10.000 --> 00:15:11.000]  看到什麼?
[00:15:11.000 --> 00:15:13.000]  一首詩歌
[00:15:13.000 --> 00:15:14.000]  看到一首詩歌
[00:15:14.000 --> 00:15:15.000]  大家都會認識
[00:15:15.000 --> 00:15:17.000]  為我受傷
[00:15:17.000 --> 00:15:18.000]  有些時候
[00:15:18.000 --> 00:15:20.000]  聖餐的時候我們都會唱
[00:15:20.000 --> 00:15:21.000]  為我受傷
[00:15:21.000 --> 00:15:22.000]  我唱的時候
[00:15:22.000 --> 00:15:24.000]  內心的感動就是
[00:15:24.000 --> 00:15:26.000]  主耶穌的十字架
[00:15:26.000 --> 00:15:27.000]  相對於我自己
[00:15:27.000 --> 00:15:30.000]  所面對的一些困擾
[00:15:30.000 --> 00:15:33.000]  我的困擾就十十歲
[00:15:33.000 --> 00:15:36.000]  就不足以比較
[00:15:36.000 --> 00:15:38.000]  主為我受傷
[00:15:38.000 --> 00:15:41.000]  這些所承受的又算得了什麼?
[00:15:41.000 --> 00:15:44.000]  然後主為我受死
[00:15:44.000 --> 00:15:46.000]  主為我復活
[00:15:46.000 --> 00:15:47.000]  主帶給我盼望
[00:15:47.000 --> 00:15:49.000]  我怎需要擔心
[00:15:49.000 --> 00:15:52.000]  這些事情我處理不好
[00:15:52.000 --> 00:15:53.000]  只管放心
[00:15:53.000 --> 00:15:55.000]  一路跟隨著
[00:15:55.000 --> 00:15:57.000]  聖經上提醒我們
[00:15:57.000 --> 00:15:59.000]  上上思念耶穌
[00:15:59.000 --> 00:16:01.000]  因此在聖餐的時候我們說
[00:16:01.000 --> 00:16:03.000]  你們要上上如此行
[00:16:03.000 --> 00:16:06.000]  為的是要紀念我
[00:16:06.000 --> 00:16:07.000]  有些人以為
[00:16:07.000 --> 00:16:10.000]  主耶穌很想我們掛念祂
[00:16:10.000 --> 00:16:12.000]  祂很喜歡我們掛念祂
[00:16:12.000 --> 00:16:14.000]  祂很需要我們掛念祂
[00:16:14.000 --> 00:16:15.000]  不是
[00:16:15.000 --> 00:16:18.000]  我們的上帝不需要我們掛念祂
[00:16:18.000 --> 00:16:22.000]  而是我們需要去思念祂
[00:16:22.000 --> 00:16:24.000]  想回祂自己給我們的恩惠
[00:16:24.000 --> 00:16:26.000]  祂曾經留下的榜樣
[00:16:26.000 --> 00:16:28.000]  我們就得著鼓勵
[00:16:28.000 --> 00:16:30.000]  可以放膽地
[00:16:30.000 --> 00:16:33.000]  繼續走我們自己的路
[00:16:33.000 --> 00:16:35.000]  因此你看回聖經所說
[00:16:35.000 --> 00:16:36.000]  它說
[00:16:36.000 --> 00:16:38.000]  「他因為看到前面的喜樂
[00:16:38.000 --> 00:16:40.000]  就忍受了十字架
[00:16:40.000 --> 00:16:43.000]  輕看了羞辱
[00:16:43.000 --> 00:16:45.000]  然後坐在神寶座的右邊」
[00:16:45.000 --> 00:16:48.000]  這位忍受罪人頂撞的耶穌
[00:16:48.000 --> 00:16:50.000]  你們要仔細思想
[00:16:50.000 --> 00:16:54.000]  免得疲倦灰心
[00:16:54.000 --> 00:16:56.000]  弟兄姊妹
[00:16:56.000 --> 00:16:59.000]  何時跟隨主的路
[00:16:59.000 --> 00:17:02.000]  突然間覺得有點灰心
[00:17:02.000 --> 00:17:05.000]  你就要思念耶穌
[00:17:05.000 --> 00:17:08.000]  主耶穌的生命的榜樣
[00:17:08.000 --> 00:17:13.000]  要幫助你繼續放膽向前行
[00:17:13.000 --> 00:17:15.000]  我們再看下一個經文
[00:17:15.000 --> 00:17:17.000]  我們簡單看下一個經文
[00:17:17.000 --> 00:17:19.000]  從第四節到第十一節
[00:17:19.000 --> 00:17:21.000]  就說到管教
[00:17:21.000 --> 00:17:24.000]  有一些父親會管教子女
[00:17:24.000 --> 00:17:26.000]  我相信大家在小時候
[00:17:26.000 --> 00:17:29.000]  可能都受過某個程度的管教
[00:17:29.000 --> 00:17:31.000]  我記得我小時候
[00:17:31.000 --> 00:17:33.000]  很深刻一次的管教
[00:17:33.000 --> 00:17:37.000]  就是我很喜歡玩火柴
[00:17:37.000 --> 00:17:40.000]  現在很少人用火柴
[00:17:40.000 --> 00:17:43.000]  我在騎樓玩火柴
[00:17:43.000 --> 00:17:45.000]  爸爸已經罵了一次
[00:17:45.000 --> 00:17:47.000]  不要再玩了 很危險
[00:17:47.000 --> 00:17:49.000]  下次再玩
[00:17:49.000 --> 00:17:50.000]  火柴不夠強
[00:17:50.000 --> 00:17:55.000]  拿些報紙在旁邊
[00:17:55.000 --> 00:17:57.000]  在那個時候
[00:17:57.000 --> 00:17:59.000]  爸爸有發現
[00:17:59.000 --> 00:18:02.000]  就打
[00:18:02.000 --> 00:18:05.000]  這些小時候當然不太明白
[00:18:05.000 --> 00:18:07.000]  但後來越來越了解
[00:18:07.000 --> 00:18:08.000]  很危險
[00:18:08.000 --> 00:18:11.000]  可以把整間屋燒了
[00:18:11.000 --> 00:18:14.000]  有些時候地上的父親給我們管教
[00:18:14.000 --> 00:18:16.000]  我們知道明白
[00:18:16.000 --> 00:18:19.000]  他的意思是為我們的好處
[00:18:19.000 --> 00:18:22.000]  當然很多父親的管教是不合適的
[00:18:22.000 --> 00:18:25.000]  但請說萬靈的父
[00:18:25.000 --> 00:18:27.000]  相對於肉身的父
[00:18:27.000 --> 00:18:28.000]  我們的靈魂的父
[00:18:28.000 --> 00:18:33.000]  他更加明白按照真理來管教我們
[00:18:33.000 --> 00:18:35.000]  在受管教的時候有一個目的
[00:18:35.000 --> 00:18:38.000]  我們看聖經第十節
[00:18:38.000 --> 00:18:39.000]  第十節
[00:18:39.000 --> 00:18:43.000]  肉身的父親照著自己的意思管教我們
[00:18:43.000 --> 00:18:45.000]  只有短暫的日子
[00:18:45.000 --> 00:18:47.000]  唯有神管教我們
[00:18:47.000 --> 00:18:50.000]  是為著我們的好處
[00:18:50.000 --> 00:18:54.000]  使我們在他的聖潔上有份
[00:18:54.000 --> 00:18:57.000]  原來要能夠得著聖潔的生命
[00:18:57.000 --> 00:19:01.000]  不單說你自己的行為生活要謹慎
[00:19:01.000 --> 00:19:03.000]  而是在管教當中
