
[00:00:00.000 --> 00:00:04.400]  如果大家還記得,在今年年初的第一個主日
[00:09:26.600 --> 00:09:28.600]  有管理和施政
[00:09:28.600 --> 00:09:33.600]  也有判斷和定罪的意思
[00:09:33.600 --> 00:09:37.600]  究竟傳道者想表達的是什麼呢
[00:09:37.600 --> 00:09:43.600]  也引申了我們最少有兩個主要的解釋
[00:09:43.600 --> 00:09:50.600]  第一個解釋就是,上帝將好和不好放在他的管治當中
[00:09:50.600 --> 00:09:55.600]  就是信和逆放在他的世界裡面
[00:09:55.600 --> 00:09:58.600]  所以發生在你身上的事
[00:09:58.600 --> 00:10:02.600]  其實也在上帝的管治和上帝的秩序當中
[00:10:02.600 --> 00:10:05.600]  各人有不同的份
[00:10:05.600 --> 00:10:10.600]  我們有不同的份,有信境有逆境
[00:10:10.600 --> 00:10:14.600]  如果你有孩子的話
[00:10:14.600 --> 00:10:18.600]  生出來的孩子當然有智慧,比較愚老一點
[00:10:18.600 --> 00:10:22.600]  健康,有殘疾,其實也不是我們可以控制的
[00:10:22.600 --> 00:10:25.600]  雖然在人世間裡面有很多的事
[00:10:25.600 --> 00:10:29.600]  都是我們做了一些行為,所以有這樣的結果
[00:10:29.600 --> 00:10:31.600]  但是有很多的事都不是
[00:10:31.600 --> 00:10:33.600]  你做什麼也好,你不做什麼也好
[00:10:33.600 --> 00:10:36.600]  你都會面對一些這樣的際遇
[00:10:36.600 --> 00:10:39.600]  人生的際遇各有不同
[00:10:39.600 --> 00:10:42.600]  各人有不同的份
[00:10:42.600 --> 00:10:47.600]  傳道者說,我們要在信境逆境的過程裡面
[00:10:47.600 --> 00:10:51.600]  我們學習如何經歷上帝,如何敬畏上帝
[00:10:51.600 --> 00:10:55.600]  上帝各按其時,成為美好
[00:10:55.600 --> 00:10:58.600]  傳道者提醒我們,什麼是福,什麼是禍
[00:10:58.600 --> 00:11:00.600]  什麼是好,什麼是不好
[00:11:00.600 --> 00:11:03.600]  很多時候我們在經歷過程裡面,我們都不知道
[00:11:03.600 --> 00:11:07.600]  我們不知道,我們看不看得到福的一些事
[00:11:07.600 --> 00:11:11.600]  其實可能這個是你將來禍的根源
[00:11:11.600 --> 00:11:13.600]  你以為自己是逆境嗎?
[00:11:13.600 --> 00:11:16.600]  在逆境當中,可能這個就是你將來得福的基礎
[00:11:16.600 --> 00:11:20.600]  所以傳道者一直提醒我們
[00:11:20.600 --> 00:11:22.600]  人生很多事是不知道的
[00:11:22.600 --> 00:11:25.600]  上帝將逆境、信境放在我們身上
[00:11:25.600 --> 00:11:27.600]  自有其微而
[00:11:27.600 --> 00:11:31.600]  在人的一生當中,從生到死的過程
[00:11:31.600 --> 00:11:33.600]  都在上帝的手中
[00:11:33.600 --> 00:11:37.600]  無論人自己看為好還是不好
[00:11:37.600 --> 00:11:41.600]  其實在上帝的眼中,都是看為好的
[00:11:41.600 --> 00:11:44.600]  各按其時,成為美好
[00:11:44.600 --> 00:11:47.600]  這是第一個傳道者的可能的意思
[00:11:47.600 --> 00:11:49.600]  第二個的解釋就是
[00:11:49.600 --> 00:11:54.600]  人一切所作的善事,上帝都必審問
[00:11:54.600 --> 00:11:58.600]  不要因為眼前罪人的惡未遭報
[00:11:58.600 --> 00:12:01.600]  而去問上帝,為什麼你不公義,不施行這個審判
[00:12:01.600 --> 00:12:07.600]  因為上帝最後都會對每一個人有一個公義的審判
[00:12:07.600 --> 00:12:11.600]  在現實世界中,的確我們見到很多善惡的顛倒
[00:12:11.600 --> 00:12:13.600]  所謂善惡顛倒就是
[00:12:13.600 --> 00:12:16.600]  好人未必有好報,惡人未必一定有惡報
[00:12:16.600 --> 00:12:21.600]  行善者反而得禍,行惡者可能會得福
[00:12:21.600 --> 00:12:23.600]  但是傳道者在這裡說
[00:12:23.600 --> 00:12:28.600]  行義的人終究必得福,行惡的人必終究得禍
[00:12:28.600 --> 00:12:31.600]  上帝的報應必然臨到每一個人
[00:12:31.600 --> 00:12:34.600]  不過,他的時間和方式我們不知道
[00:12:34.600 --> 00:12:38.600]  在這個世界裡,有施行公義審判的上帝
[00:12:38.600 --> 00:12:43.600]  只不過我們不知道,什麼時候來到,用什麼方式去進行
[00:12:43.600 --> 00:12:47.600]  上帝的作為,我們是不會完全地去明白
[00:12:47.600 --> 00:12:50.600]  人的智慧有限,生命有限,能力有限
[00:12:50.600 --> 00:12:54.600]  我們不要以為我們可以知道世間很多的事情
[00:12:54.600 --> 00:12:57.600]  我們所知道的只是很少很少
[00:12:57.600 --> 00:12:59.600]  人是受造物,我們是有限
[00:12:59.600 --> 00:13:02.600]  唯有上帝是創造我們的主
[00:13:02.600 --> 00:13:05.600]  他有他的時間,他有他的工作
[00:13:05.600 --> 00:13:07.600]  接著,在這裡去說
[00:13:07.600 --> 00:13:10.600]  遵守上帝的誡命
[00:13:10.600 --> 00:13:14.600]  在這裡,誡命的定義
[00:13:14.600 --> 00:13:17.600]  也有兩個可能的意思
[00:13:17.600 --> 00:13:20.600]  很多時候,我們第一去說遵守神的誡命
[00:13:20.600 --> 00:13:23.600]  就是說什麼呢?就是摩西的律法
[00:13:23.600 --> 00:13:29.600]  和上帝藉著先知的命令和吩咐
[00:13:29.600 --> 00:13:32.600]  去告訴我們,這些就是標準
[00:13:32.600 --> 00:13:37.600]  以摩西的律法和先知的吩咐和命令
[00:13:37.600 --> 00:13:40.600]  去作為上帝審判人的標準
[00:13:40.600 --> 00:13:42.600]  這個可能是,在這裡
[00:13:42.600 --> 00:13:46.600]  不過,在這裡有一個更近的意思,我自己覺得
[00:13:46.600 --> 00:13:49.600]  就是什麼是上帝的吩咐呢?傳道者在這裡說
[00:13:49.600 --> 00:13:52.600]  整個傳道書,就是上帝的吩咐
[00:13:52.600 --> 00:13:56.600]  由第一章到十二章,就是上帝對我們的吩咐
[00:13:56.600 --> 00:13:59.600]  這個更近傳道者所表達的內容
[00:13:59.600 --> 00:14:03.600]  所以,今天希望透過這個機會和大家很快的溫一溫
[00:14:03.600 --> 00:14:06.600]  由第一章到十二章
[00:14:06.600 --> 00:14:09.600]  究竟傳道者在十二章的經文裡面
[00:14:09.600 --> 00:14:11.600]  去提醒我們什麼呢?
[00:14:11.600 --> 00:14:13.600]  其實,這十二章的經文
[00:14:13.600 --> 00:14:15.600]  已經包括我們在信仰裡面
[00:14:15.600 --> 00:14:17.600]  你要所問的問題
[00:14:17.600 --> 00:14:20.600]  傳道者都已經給了答案我們
[00:14:20.600 --> 00:14:22.600]  在第一章
[00:14:22.600 --> 00:14:25.600]  可以說在傳道書裡面有三部分
[00:14:25.600 --> 00:14:27.600]  分三個大部分
[00:14:27.600 --> 00:14:30.600]  第一部分就是第一章,就是第四章
[00:14:30.600 --> 00:14:32.600]  第一章,一至十八節
[00:14:32.600 --> 00:14:34.600]  傳道者開宗明義去說
[00:14:34.600 --> 00:14:36.600]  這個世界是虛空的
[00:14:36.600 --> 00:14:39.600]  虛空的虛空,凡事都是虛空
[00:14:39.600 --> 00:14:41.600]  在日光之下是沒有新事的
[00:14:41.600 --> 00:14:43.600]  自然界循環不息的運作
[00:14:43.600 --> 00:14:46.600]  在這個社會上的人事
[00:14:46.600 --> 00:14:48.600]  都是循環不息的運作
[00:14:48.600 --> 00:14:50.600]  沒有一件事是新的
[00:14:50.600 --> 00:14:53.600]  今天發生的事,以前已經發生過
[00:14:53.600 --> 00:14:55.600]  今天的罪惡的事,以前
[00:14:55.600 --> 00:14:57.600]  以同樣的方式去發生過
[00:14:57.600 --> 00:14:59.600]  沒有一件事是新的
[00:14:59.600 --> 00:15:01.600]  日光之下無新事
[00:15:01.600 --> 00:15:03.600]  在這個住在其中的我們
[00:15:03.600 --> 00:15:05.600]  是沒有人記得我們的
[00:15:05.600 --> 00:15:07.600]  一代過去,一代又來
[00:15:07.600 --> 00:15:09.600]  沒有人會記得我們的
[00:15:09.600 --> 00:15:11.600]  你不要覺得自己這麼偉大
[00:15:11.600 --> 00:15:13.600]  沒有人會記得你
[00:15:13.600 --> 00:15:15.600]  過去了,就是過去了
[00:15:15.600 --> 00:15:18.600]  傳道者在這裡說出這個世界的虛空
[00:15:18.600 --> 00:15:20.600]  接著在第一章到第二章
[00:15:20.600 --> 00:15:22.600]  用四個角度去說出
[00:15:22.600 --> 00:15:26.600]  人存在一個虛空的實況
[00:15:26.600 --> 00:15:28.600]  第一方面,他說出
[00:15:28.600 --> 00:15:30.600]  人的智慧是有限的
[00:15:30.600 --> 00:15:32.600]  人有很多事情都不明白
[00:15:32.600 --> 00:15:35.600]  你多有智慧也好,有很多事你都不明白
[00:15:35.600 --> 00:15:37.600]  有時你多智慧,更多知識
[00:15:37.600 --> 00:15:39.600]  會增加多些右上
[00:15:39.600 --> 00:15:41.600]  這是第一個虛空
[00:15:41.600 --> 00:15:44.600]  第二個虛空就在第二章的一至十一節
[00:15:44.600 --> 00:15:46.600]  在這裡說
[00:15:46.600 --> 00:15:48.600]  中賢,他說,像我這樣
[00:15:48.600 --> 00:15:50.600]  作為一個君,一個王
[00:15:50.600 --> 00:15:52.600]  擁有很大的權力
[00:15:52.600 --> 00:15:54.600]  擁有很多的物質
[00:15:54.600 --> 00:15:57.600]  能夠,其他人都得不到的東西
[00:15:57.600 --> 00:15:59.600]  我可以得到
[00:15:59.600 --> 00:16:02.600]  其他人享受不到的東西,我可以享受
[00:16:02.600 --> 00:16:04.600]  但是,如果人以為
[00:16:04.600 --> 00:16:07.600]  擁有物質,擁有更多的物質
[00:16:07.600 --> 00:16:09.600]  就可以令你得到滿足嗎
[00:16:09.600 --> 00:16:11.600]  你這個是錯誤
[00:16:11.600 --> 00:16:13.600]  所有人世間的物質都不能令你滿足
[00:16:13.600 --> 00:16:15.600]  傳道者在這裡說
[00:16:15.600 --> 00:16:19.600]  擁有大屋,擁有多少的牛羊財寶
[00:16:19.600 --> 00:16:21.600]  不能使人得到滿足
[00:16:21.600 --> 00:16:23.600]  接著,在第二章的十二至十七節
[00:16:23.600 --> 00:16:25.600]  他繼續說
[00:16:25.600 --> 00:16:27.600]  就是說,智慧人
[00:16:27.600 --> 00:16:29.600]  他想通了這麼多的事
[00:16:29.600 --> 00:16:31.600]  他想通了很多人世間的
[00:16:31.600 --> 00:16:34.600]  一種的虛幻
[00:16:34.600 --> 00:16:36.600]  但是,智慧人又要死
[00:16:36.600 --> 00:16:38.600]  愚昧人又會死
[00:16:38.600 --> 00:16:41.600]  智慧人又要遭遇不同的逆境
[00:16:41.600 --> 00:16:43.600]  愚昧人又要遭遇不同的逆境
[00:16:43.600 --> 00:16:45.600]  那我給他們
[00:16:45.600 --> 00:16:48.600]  有多少的好處呢
[00:16:48.600 --> 00:16:51.600]  而且,智慧人在地上所作的事
[00:16:51.600 --> 00:16:53.600]  都沒有人紀念
[00:16:53.600 --> 00:16:55.600]  那有什麼意義呢
[00:16:55.600 --> 00:16:57.600]  人生好像沒什麼意義一樣
[00:16:57.600 --> 00:16:59.600]  接著,在第四方面
[00:16:59.600 --> 00:17:01.600]  二章的十八至二十三節
[00:17:01.600 --> 00:17:03.600]  我用了一生的年日
[00:17:03.600 --> 00:17:05.600]  累積我的財富
[00:17:05.600 --> 00:17:07.600]  但是,我卻是沒有能力
[00:17:07.600 --> 00:17:09.600]  我掌握不到
[00:17:09.600 --> 00:17:11.600]  我將這些財富給下一代
[00:17:11.600 --> 00:17:13.600]  那一個人是有智慧
[00:17:13.600 --> 00:17:15.600]  還是愚拙呢,我是不知道的
[00:17:15.600 --> 00:17:17.600]  那一個人,我下一個後代
[00:17:17.600 --> 00:17:19.600]  知不知道我有智慧呢
[00:17:19.600 --> 00:17:21.600]  他們都不知道的
[00:17:21.600 --> 00:17:23.600]  可能我用了一生的年日
[00:17:23.600 --> 00:17:25.600]  去累積財富
[00:17:25.600 --> 00:17:27.600]  可能犧牲了我的健康
[00:17:27.600 --> 00:17:29.600]  犧牲了很多東西
[00:17:29.600 --> 00:17:31.600]  才有了這些財富出來
[00:17:31.600 --> 00:17:33.600]  但是,我給後人
[00:17:33.600 --> 00:17:36.600]  可能那個人,一天就已經敗光了
[00:17:36.600 --> 00:17:38.600]  我不能夠掌握
[00:17:38.600 --> 00:17:40.600]  傳道者說,這些人生的不能掌握
[00:17:40.600 --> 00:17:42.600]  都是人生的虛空
[00:17:42.600 --> 00:17:46.600]  所以,他在二章的二十四至二十六節
[00:17:46.600 --> 00:17:48.600]  他說,人莫強如吃喝
[00:17:48.600 --> 00:17:50.600]  在上帝的牢獄中享福
[00:17:50.600 --> 00:17:53.600]  不要將焦點單單為了將來
[00:17:53.600 --> 00:17:56.600]  在這一刻,你怎能夠享受上帝給你的福分
[00:17:56.600 --> 00:17:58.600]  接著,在第三章
[00:17:58.600 --> 00:18:02.600]  傳道者說,為什麼人生有一個虛空的感覺呢
[00:18:02.600 --> 00:18:07.600]  就是,上帝賜給人一個永恆感
[00:18:07.600 --> 00:18:09.600]  我們人生中
[00:18:09.600 --> 00:18:11.600]  在心底裡
[00:18:11.600 --> 00:18:14.600]  有沒有一些東西,我們得到,是不會失去的呢
[00:18:14.600 --> 00:18:16.600]  但是,在現實世界裡
[00:18:16.600 --> 00:18:18.600]  所得到的東西,必然會失去
[00:18:18.600 --> 00:18:21.600]  因為死亡,取消了所有的東西
[00:18:21.600 --> 00:18:23.600]  人生有一個虛空感
[00:18:23.600 --> 00:18:27.600]  因為上帝賜給人一個永恆的意識
[00:18:27.600 --> 00:18:30.600]  在第三章裡也說,上帝有上帝的時間
[00:18:30.600 --> 00:18:32.600]  人有人的時間
[00:18:32.600 --> 00:18:34.600]  所以,在現實世界裡
[00:18:34.600 --> 00:18:37.600]  如惡不章,不要這麼快下定論
[00:18:37.600 --> 00:18:39.600]  上帝有審判的時間
[00:18:39.600 --> 00:18:42.600]  上帝也將人的時間給了人
[00:18:42.600 --> 00:18:44.600]  人的時間是有限的
[00:18:44.600 --> 00:18:46.600]  只是匆匆的幾十年的時間
[00:18:46.600 --> 00:18:48.600]  我們有很多的限制
[00:18:48.600 --> 00:18:49.600]  我們要面對死亡
[00:18:49.600 --> 00:18:52.600]  所以,我們要珍惜我們有的生命
[00:18:52.600 --> 00:18:56.600]  享受上帝賜給我們數十年的人生
[00:18:56.600 --> 00:18:58.600]  所以,在第三章裡說
[00:18:58.600 --> 00:19:02.600]  世人莫強如終生喜樂行善
[00:19:02.600 --> 00:19:06.600]  存著這樣的態度,活在今天
[00:19:06.600 --> 00:19:09.600]  然後,在第四章的一至十六節
[00:19:09.600 --> 00:19:13.600]  他繼續說,什麼叫做喜樂行善的生活呢
[00:19:13.600 --> 00:19:15.600]  在第四章一至十六節,他也說
[00:19:15.600 --> 00:19:18.600]  我們要有一個知足感恩的心
[00:19:18.600 --> 00:19:20.600]  要有一個知足的心
[00:19:20.600 --> 00:19:21.600]  不要以為那些物質
[00:19:21.600 --> 00:19:24.600]  擁有更多的物質,你才會快樂
[00:19:24.600 --> 00:19:26.600]  今天,你能夠擁有多少的時候
[00:19:26.600 --> 00:19:28.600]  你也享有快樂
[00:19:28.600 --> 00:19:30.600]  你也可以有一個有福的生活
[00:19:30.600 --> 00:19:32.600]  我們要有一個感恩的心
[00:19:32.600 --> 00:19:35.600]  我們要有一個愛惜自己的態度
[00:19:35.600 --> 00:19:38.600]  我們更加要有一個愛惜別人的態度
[00:19:38.600 --> 00:19:44.600]  這個是喜樂行善的具體內容
[00:19:44.600 --> 00:19:46.600]  第一至第四章就說
[00:19:46.600 --> 00:19:49.600]  人要在敬畏上帝的態度當中
[00:19:49.600 --> 00:19:52.600]  享受上帝賜給我們這一份的生活
[00:19:52.600 --> 00:19:55.600]  人才會得到真正的滿足
[00:19:55.600 --> 00:19:56.600]  接著第二部分
[00:19:56.600 --> 00:19:59.600]  第五章至第八章
