
[00:00:00.000 --> 00:00:26.320]  各位主內的弟兄姊妹
[00:08:33.560 --> 00:08:34.560]  關心我們
[00:08:34.560 --> 00:08:36.680]  所以有這樣強烈的負擔
[00:08:36.680 --> 00:08:41.200]  就從這樣強烈的負擔裡頭來為我們禱告
[00:08:41.200 --> 00:08:44.000]  祂為我們的軟弱禱告
[00:08:44.000 --> 00:08:46.480]  祂要完成什麼事情呢?
[00:08:46.480 --> 00:08:48.920]  這個禱告的目標是什麼呢?
[00:08:48.920 --> 00:08:51.040]  平常比較少人注意到
[00:08:51.040 --> 00:08:57.040]  下面二十八節是和二十六節剛剛讀過的連在一起的
[00:08:57.040 --> 00:08:59.720]  二十八節這樣說
[00:08:59.720 --> 00:09:03.280]  我們曉得萬事都互相效力
[00:09:03.280 --> 00:09:06.800]  叫愛神的人的益處
[00:09:06.800 --> 00:09:07.880]  我們曉得
[00:09:07.880 --> 00:09:09.120]  怎麼曉得的呢?
[00:09:09.120 --> 00:09:12.720]  是因為聖靈為我們用說不出來的嘆息
[00:09:12.720 --> 00:09:17.800]  愛的負擔的關切的帶導而產生出來的
[00:09:17.800 --> 00:09:19.480]  讓我們曉得
[00:09:19.480 --> 00:09:20.560]  曉得什麼?
[00:09:20.560 --> 00:09:22.840]  萬事互相效力
[00:09:22.840 --> 00:09:26.320]  叫愛神的人的益處
[00:09:26.320 --> 00:09:29.160]  這裡說說的益處
[00:09:29.160 --> 00:09:32.720]  也是很少人注意到它的意義是什麼
[00:09:32.720 --> 00:09:36.800]  是連下去的下一節告訴我們
[00:09:36.800 --> 00:09:39.520]  就是按祂旨意被召的人
[00:09:39.520 --> 00:09:42.920]  祂預先所知道的人就預先定下
[00:09:42.920 --> 00:09:45.240]  效法他兒子的模樣
[00:09:45.240 --> 00:09:47.480]  這個益處的第一個意義
[00:09:47.480 --> 00:09:50.880]  就是要我們向基督
[00:09:50.880 --> 00:09:53.120]  這是最大的益處
[00:09:53.120 --> 00:09:56.000]  如果一個人能夠效法上兒子的模樣
[00:09:56.000 --> 00:09:57.320]  向基督
[00:09:57.320 --> 00:09:59.040]  他就榮耀神
[00:09:59.040 --> 00:10:01.360]  他能夠做這樣的事工
[00:10:01.360 --> 00:10:03.800]  一個生命的事工
[00:10:03.800 --> 00:10:06.080]  就是最大的益處
[00:10:06.080 --> 00:10:08.120]  第二個益處就是
[00:10:08.120 --> 00:10:10.560]  第最後那一節
[00:10:10.560 --> 00:10:12.440]  三十節所說的
[00:10:12.440 --> 00:10:14.320]  預先所定下的人
[00:10:14.320 --> 00:10:15.680]  有召他們來
[00:10:15.680 --> 00:10:18.160]  所召來的人有稱他們為義
[00:10:18.160 --> 00:10:21.320]  所稱為義的人有叫他們得榮耀
[00:10:21.320 --> 00:10:25.600]  得榮耀就是永遠的榮耀
[00:10:25.600 --> 00:10:27.760]  這是何等大的益處
[00:10:27.760 --> 00:10:31.440]  所以聖靈要我們向基督
[00:10:31.440 --> 00:10:35.760]  就讓我們最後得到永恆的榮耀
[00:10:35.760 --> 00:10:38.000]  為了達成這個目標
[00:10:38.000 --> 00:10:40.400]  聖靈用輸不出來的歎息
[00:10:40.400 --> 00:10:42.320]  為我們的軟弱禱告
[00:10:42.320 --> 00:10:43.800]  因為我們的軟弱
[00:10:43.800 --> 00:10:48.000]  攔阻我們得這樣雙重恩典的事物
[00:10:48.000 --> 00:10:50.440]  把這些軟弱都出去
[00:10:50.440 --> 00:10:57.160]  這是何等大的恩典和奇妙的作為
[00:10:57.160 --> 00:11:01.280]  耶穌基督對於聖靈第四方面的介紹
[00:11:01.280 --> 00:11:06.320]  就是聖靈是永遠與我們同在的聖靈
[00:11:06.320 --> 00:11:11.040]  這是在第十六章的末條一句告訴我們的
[00:11:11.040 --> 00:11:15.080]  叫祂永遠與你們同在
[00:11:15.080 --> 00:11:18.320]  新約的聖靈和舊約的聖靈的工作之間
[00:11:18.320 --> 00:11:20.600]  有很重要的分點
[00:11:20.600 --> 00:11:22.320]  在舊約的聖靈
[00:11:22.320 --> 00:11:24.560]  是聖靈降臨在一個人身上
[00:11:24.560 --> 00:11:28.440]  幫助他完成某一件特殊的事工
[00:11:28.440 --> 00:11:29.520]  完成之後
[00:11:29.520 --> 00:11:32.400]  聖靈就離開那個人
[00:11:32.400 --> 00:11:37.720]  這是舊約聖靈與人同在的情況
[00:11:37.720 --> 00:11:39.960]  在新約就不同了
[00:11:39.960 --> 00:11:41.680]  主耶穌在這裡說
[00:11:41.680 --> 00:11:42.960]  聖靈來了
[00:11:42.960 --> 00:11:47.840]  祂要永遠與你們同在
[00:11:47.840 --> 00:11:49.040]  不離開我們
[00:11:49.040 --> 00:11:51.040]  這是聖靈的繼續的
[00:11:51.040 --> 00:11:52.000]  不斷的
[00:11:52.000 --> 00:11:56.480]  時時的內居在我們裡面
[00:11:56.480 --> 00:11:58.000]  我們感謝主
[00:11:58.000 --> 00:12:01.280]  我們有天上的保護師耶穌基督
[00:12:01.280 --> 00:12:04.480]  我們有地上的保護師聖靈
[00:12:04.480 --> 00:12:06.640]  就住在我們心中
[00:12:06.640 --> 00:12:08.480]  也在我們的周圍
[00:12:08.480 --> 00:12:09.720]  在教會中
[00:12:09.720 --> 00:12:11.720]  在我們一切的侍奉中
[00:12:11.720 --> 00:12:13.560]  在我們的生活中
[00:12:13.560 --> 00:12:15.760]  所以內居的聖靈
[00:12:15.760 --> 00:12:19.040]  和天上的保護師基督
[00:12:19.040 --> 00:12:20.200]  合在一起
[00:12:20.200 --> 00:12:22.840]  是何等的保護的一對
[00:12:22.840 --> 00:12:25.560]  這是我們所需要的一切的一切
[00:12:25.560 --> 00:12:29.080]  都在其中得到供應
[00:12:29.080 --> 00:12:34.120]  第五方面主耶穌對於聖靈的介紹
[00:12:34.120 --> 00:12:37.960]  就是聖靈是真理的聖靈
[00:12:37.960 --> 00:12:40.040]  這個稱呼真理的聖靈
[00:12:40.040 --> 00:12:42.520]  在這三章裡面
[00:12:42.520 --> 00:12:44.400]  《約翰福音》14、15、16
[00:12:44.400 --> 00:12:46.960]  這三章裡面有三次的提到
[00:12:46.960 --> 00:12:48.680]  在這裡是第一次
[00:12:48.680 --> 00:12:52.640]  第二次是在15章26節
[00:12:52.640 --> 00:12:53.960]  主耶穌說
[00:12:53.960 --> 00:12:57.240]  但我要從父那裡拆保護室來
[00:12:57.240 --> 00:13:00.680]  就是從父出來真理的聖靈
[00:13:00.680 --> 00:13:03.560]  第三次更加寶貴
[00:13:03.560 --> 00:13:05.680]  在16章13節
[00:13:05.680 --> 00:13:08.520]  我們很熟悉的經文
[00:13:08.520 --> 00:13:10.120]  這等聖靈
[00:13:10.120 --> 00:13:11.920]  真理的聖靈來了
[00:13:11.920 --> 00:13:16.520]  祂要引導你們明白一切的真理
[00:13:16.520 --> 00:13:18.520]  在這裡有小字
[00:13:18.520 --> 00:13:22.680]  原文做進入一切的真理
[00:13:22.680 --> 00:13:26.680]  明白的原文是進入
[00:13:26.680 --> 00:13:29.680]  中文聖經的翻譯者很小心
[00:13:29.680 --> 00:13:32.440]  很忠實於原文
[00:13:32.440 --> 00:13:36.040]  他們感覺原文所說的進入
[00:13:36.040 --> 00:13:37.280]  直接的翻譯出來
[00:13:37.280 --> 00:13:40.760]  可能中文的讀者不太容易明白
[00:13:40.760 --> 00:13:46.000]  所以他們就選用了明白兩個字來代替進入
[00:13:46.000 --> 00:13:48.080]  這是很有道理的
[00:13:48.080 --> 00:13:51.040]  但是他們怕這樣的翻譯
[00:13:51.040 --> 00:13:54.560]  會遺漏了原文裡面的一些重要的意義
[00:13:54.560 --> 00:13:58.720]  所以他們很忠實的再加上小字的註解
[00:13:58.720 --> 00:14:01.560]  原文做進入
[00:14:01.560 --> 00:14:03.080]  感謝主
[00:14:03.080 --> 00:14:06.680]  聖靈的工作不但是我們明白
[00:14:06.680 --> 00:14:08.760]  明白是屬於悟性的
[00:14:08.760 --> 00:14:14.240]  更加是我們進入真理的實際裡頭
[00:14:14.240 --> 00:14:16.080]  這是生活的
[00:14:16.080 --> 00:14:19.080]  我們又有悟性的了解
[00:14:19.080 --> 00:14:22.040]  又有生活的體驗實踐
[00:14:22.040 --> 00:14:24.640]  加在一起是完整的恩典
[00:14:24.640 --> 00:14:27.040]  這是何等的寶貴
[00:14:27.040 --> 00:14:29.040]  我們在聖經裡面
[00:14:29.040 --> 00:14:31.560]  許多的地方看見
[00:14:31.560 --> 00:14:36.920]  聖靈如何的和主耶穌基督的工作配合在一起
[00:14:36.920 --> 00:14:40.000]  舉兩個例來看
[00:14:40.000 --> 00:14:42.560]  第一個例子是在《七十路》
[00:14:42.560 --> 00:14:44.640]  第二章、第三章
[00:14:44.640 --> 00:14:47.040]  大家很熟悉的經文
[00:14:47.040 --> 00:14:48.840]  提到主耶穌寫信
[00:14:48.840 --> 00:14:52.120]  給當時小亞斯亞的七個教會
[00:14:52.120 --> 00:14:54.200]  在每一封書信裡面
[00:14:54.200 --> 00:14:57.560]  一開始的時候是主耶穌自己講話
[00:14:57.560 --> 00:14:59.480]  但是在結束的時候
[00:14:59.480 --> 00:15:01.360]  是聖靈說
[00:15:01.360 --> 00:15:03.880]  每一封書信都是一樣
[00:15:03.880 --> 00:15:05.360]  主耶穌的聲音
[00:15:05.360 --> 00:15:07.080]  話語做開始
[00:15:07.080 --> 00:15:09.360]  聖靈的話語做結束
[00:15:09.360 --> 00:15:12.640]  那麼為什麼要又主耶穌講
[00:15:12.640 --> 00:15:14.280]  又由聖靈講呢
[00:15:14.280 --> 00:15:16.240]  好像重複
[00:15:16.240 --> 00:15:17.720]  不是重複
[00:15:17.720 --> 00:15:20.320]  這裡面有很重要的意義
[00:15:20.320 --> 00:15:23.160]  主耶穌所講的話是真理
[00:15:23.160 --> 00:15:25.600]  但是是客觀的真理
[00:15:25.600 --> 00:15:28.280]  聖靈所講的話
[00:15:28.280 --> 00:15:34.240]  是把我們帶進主耶穌基督所講客觀真理的主觀經驗裡面
[00:15:34.240 --> 00:15:38.240]  從我們自己的體驗、經歷
[00:15:38.240 --> 00:15:41.880]  這是完整的真理
[00:15:41.880 --> 00:15:43.600]  主耶穌給我們的
[00:15:43.600 --> 00:15:46.480]  聖靈給我們的
[00:15:46.480 --> 00:15:48.040]  一個是客觀的
[00:15:48.040 --> 00:15:52.200]  一個是主觀的經歷實踐
[00:15:52.200 --> 00:15:54.120]  這是何等的完整
[00:15:54.120 --> 00:15:55.480]  我們需要主的話
[00:15:55.480 --> 00:15:57.880]  做絕對真理的標準
[00:15:57.880 --> 00:15:59.000]  不可以更改的
[00:15:59.000 --> 00:16:00.440]  永恆的真理
[00:16:00.440 --> 00:16:02.720]  我們要非常的重視
[00:16:02.720 --> 00:16:05.120]  嚴肅的態度、信心
[00:16:05.120 --> 00:16:08.720]  來接受主耶穌基督永恆的真理
[00:16:08.720 --> 00:16:10.680]  毫不可改變的真理
[00:16:10.680 --> 00:16:13.280]  同時我們何等的渴慕
[00:16:13.280 --> 00:16:15.040]  聖靈保衛是
[00:16:15.040 --> 00:16:21.840]  我們帶進主耶穌基督所講客觀的真理的實際的體驗裡面去
[00:16:21.840 --> 00:16:23.200]  還有一個例子
[00:16:23.200 --> 00:16:28.400]  就是在《西施禄》第十四章十三節
[00:16:28.400 --> 00:16:31.520]  我聽見從天上有聲音說
[00:16:31.520 --> 00:16:36.800]  「要寫下從今以後在逐裏面而死的人有福了」
[00:16:36.800 --> 00:16:38.800]  聖靈說「是的」
[00:16:38.800 --> 00:16:40.840]  他們洗了自己的勞苦
[00:16:40.840 --> 00:16:43.840]  做功的果孝也隨著他們
[00:16:43.840 --> 00:16:46.160]  這裡提到兩種的聲音
[00:16:46.160 --> 00:16:49.680]  天上的聲音和聖靈的聲音
[00:16:49.680 --> 00:16:53.480]  天上的聲音是主的聲音
[00:16:53.480 --> 00:16:55.760]  這個聲音說過之後
[00:16:55.760 --> 00:16:58.760]  聖靈再說
[00:16:58.760 --> 00:17:00.400]  聖靈在哪裡說?
[00:17:00.400 --> 00:17:04.080]  就是在當事人的心裏說
[00:17:04.080 --> 00:17:05.040]  說什麼?
[00:17:05.040 --> 00:17:05.600]  「是的」
[00:17:05.600 --> 00:17:07.040]  說「阿們」
[00:17:07.040 --> 00:17:09.360]  那麼這個「阿們」當然有一個對象
[00:17:09.360 --> 00:17:12.480]  就是前面主所說的話
[00:17:12.480 --> 00:17:14.280]  對主所說的話
[00:17:14.280 --> 00:17:15.360]  說「阿們」
[00:17:15.360 --> 00:17:16.200]  「是的」
[00:17:16.200 --> 00:17:18.520]  確定它
[00:17:18.520 --> 00:17:20.920]  跟著再重複一句
[00:17:20.920 --> 00:17:24.000]  說他們洗了自己的勞苦
[00:17:24.000 --> 00:17:27.000]  做功的果孝也隨著他們
[00:17:27.000 --> 00:17:30.360]  聖靈這個話是內在的確定
[00:17:30.360 --> 00:17:32.720]  這個確定很重要
[00:17:32.720 --> 00:17:37.200]  因為這裡所說的有一個歷史的背景
[00:17:37.200 --> 00:17:41.560]  你要寫下從今以後在逐裏面而死的人
[00:17:41.560 --> 00:17:42.720]  從今以後
[00:17:42.720 --> 00:17:45.320]  就是在大患難的期間
[00:17:45.320 --> 00:17:47.360]  那些為主付代價的人
[00:17:47.360 --> 00:17:49.320]  那些為主犧牲的人
[00:17:49.320 --> 00:17:51.920]  那些為基督受苦難的人
[00:17:51.920 --> 00:17:56.400]  這些苦難、這些代價都是不容易負擔的
[00:17:56.400 --> 00:18:02.560]  經歷的人心中很容易有打擊
[00:18:02.560 --> 00:18:05.160]  很容易有問號
[00:18:05.160 --> 00:18:09.200]  很容易有感覺不容易明白的地方
[00:18:09.200 --> 00:18:15.960]  所以很需要聖靈在耶穌基督的應許之外
[00:18:15.960 --> 00:18:18.680]  應該說在之內
[00:18:18.680 --> 00:18:25.280]  在當事人心中的深處來確定主耶穌的話
[00:18:25.280 --> 00:18:27.640]  「是的」
[00:18:27.640 --> 00:18:30.480]  你們說付的代價不落空
[00:18:30.480 --> 00:18:31.240]  「是的」
[00:18:31.240 --> 00:18:33.600]  我說付的代價不落空
[00:18:33.600 --> 00:18:37.840]  我為主遭受的苦難不落空
[00:18:37.840 --> 00:18:43.120]  這一切都是賞賜的預備
[00:18:43.120 --> 00:18:46.120]  讓我所做的工作的果效
[00:18:46.120 --> 00:18:47.840]  永遠隨著我
[00:18:47.840 --> 00:18:49.640]  永不落空
[00:18:49.640 --> 00:18:52.480]  所以主耶穌的話和聖靈的話
[00:18:52.480 --> 00:18:56.200]  從天上來、從內心來配合在一起
[00:18:56.200 --> 00:18:57.680]  何等的完整
[00:18:57.680 --> 00:19:02.240]  是我們所需要的一切的一切
[00:19:02.240 --> 00:19:05.520]  主耶穌對聖靈的六方面介紹
[00:19:05.520 --> 00:19:11.800]  就是聖靈賜給我們安慰、平安、喜樂
[00:19:11.800 --> 00:19:13.480]  這是何等的寶貴
[00:19:13.480 --> 00:19:16.240]  我們何等的需要
[00:19:16.240 --> 00:19:20.360]  我讀《寂節聖經》給大家聽
[00:19:20.360 --> 00:19:22.040]  第十八節
[00:19:22.040 --> 00:19:24.560]  「我不撇下你們為孤兒
[00:19:24.560 --> 00:19:26.840]  我必到你們這裡來
[00:19:26.840 --> 00:19:29.800]  還有不多的時候世人不再看見我
[00:19:29.800 --> 00:19:32.320]  你們卻看見我
[00:19:32.320 --> 00:19:33.520]  因為我活著
[00:19:33.520 --> 00:19:35.360]  你們也要活著」
[00:19:35.360 --> 00:19:38.880]  這句話主的意思就是說
[00:19:38.880 --> 00:19:43.800]  主耶穌離開他們以後
[00:19:43.800 --> 00:19:45.160]  不久的將來
[00:19:45.160 --> 00:19:49.840]  藉著聖靈的降臨而與門徒同在
[00:19:49.840 --> 00:19:54.120]  當主耶穌藉著聖靈與門徒同在的時候
[00:19:54.120 --> 00:19:58.240]  門徒就好像再看見了主一樣
[00:19:58.240 --> 00:20:03.200]  所以主在這裡用「你們卻看見我」
[00:20:03.200 --> 00:20:05.560]  一般的人看不見我
[00:20:05.560 --> 00:20:06.960]  因為是無形的
[00:20:06.960 --> 00:20:09.160]  「你們卻看見我
[00:20:09.160 --> 00:20:12.040]  因為我藉著聖經住在你們心裡」
[00:20:12.040 --> 00:20:16.760]  主也用「看見」兩個字來表達、形容
[00:20:16.760 --> 00:20:20.680]  耶穌基督對於信徒是何等的真確
[00:20:20.680 --> 00:20:23.120]  主的同在真確到一個地步
[00:20:23.120 --> 00:20:26.720]  就好像門徒親眼看見主一樣
[00:20:26.720 --> 00:20:31.560]  這是寫著聖靈而達至的一種情況
[00:20:31.560 --> 00:20:33.800]  非常的寶貴
[00:20:33.800 --> 00:20:36.440]  主耶穌說「我不撇下你們為孤兒」
[00:20:36.440 --> 00:20:37.960]  「你們不是孤單的」
[00:20:37.960 --> 00:20:40.880]  「我藉著聖靈繼續與你們同在」
[00:20:40.880 --> 00:20:43.520]  「永遠不離開你們」
[00:20:43.520 --> 00:20:45.480]  所以不要擔憂
