
[00:00:00.000 --> 00:00:07.600]  今晚我們再一次一起思想靈性的佛心
[00:03:19.600 --> 00:03:21.600]  繼續為主燃燒
[00:03:21.600 --> 00:03:23.600]  很寶貴
[00:03:23.600 --> 00:03:26.600]  所以這種父親
[00:03:26.600 --> 00:03:29.600]  在時間的考驗中
[00:03:29.600 --> 00:03:32.600]  保持愛主的心
[00:03:32.600 --> 00:03:35.600]  第二幅圖畫
[00:03:35.600 --> 00:03:39.600]  我們看126篇第四字
[00:03:39.600 --> 00:03:44.600]  126篇第四字
[00:03:44.600 --> 00:03:52.600]  耶和華求祢使我們被奴的人歸回
[00:03:52.600 --> 00:03:56.600]  好向南地的河水伏流
[00:03:56.600 --> 00:03:59.600]  好似河水不流
[00:03:59.600 --> 00:04:01.600]  停在一排
[00:04:01.600 --> 00:04:04.600]  但後來再流返
[00:04:04.600 --> 00:04:07.600]  這幅畫所說的是
[00:04:07.600 --> 00:04:12.600]  以色列人被奴到巴比倫
[00:04:12.600 --> 00:04:16.600]  他們經過被奴的時間後
[00:04:16.600 --> 00:04:21.600]  又回到自己的本國、本土
[00:04:21.600 --> 00:04:26.600]  他們又恢復自己的國家
[00:04:26.600 --> 00:04:31.600]  又回到自己敬拜神的地方
[00:04:31.600 --> 00:04:36.600]  這是被奴歸回後的圖畫
[00:04:36.600 --> 00:04:40.600]  他們被奴到敵人的地方
[00:04:40.600 --> 00:04:45.600]  而且他們的聖殿裡的聖器面
[00:04:45.600 --> 00:04:50.600]  都被奴放在巴比倫的神廟裡
[00:04:50.600 --> 00:04:54.600]  來為敬拜假神使用
[00:04:54.600 --> 00:05:01.600]  聖器面被用作侍奉假神之用
[00:05:01.600 --> 00:05:04.600]  是很可惜的一件事
[00:05:04.600 --> 00:05:12.600]  有些基督徒的人生被奴去
[00:05:12.600 --> 00:05:20.600]  做與神的旨意相反的事物工具
[00:05:20.600 --> 00:05:23.600]  在這樣的情況下
[00:05:23.600 --> 00:05:27.600]  又歸回神的面前
[00:05:27.600 --> 00:05:29.600]  來為神所用
[00:05:29.600 --> 00:05:33.600]  這是很寶貴的福氣
[00:05:33.600 --> 00:05:39.600]  第三幅圖畫是六十篇一字二字
[00:05:39.600 --> 00:05:43.600]  神啊,祢丟棄了我們,使我們破敗
[00:05:43.600 --> 00:05:48.600]  祢向我們發怒,求祢使我們復興
[00:05:48.600 --> 00:05:51.600]  祢使地震動,而且崩裂
[00:05:51.600 --> 00:05:57.600]  求祢將裂口醫好,因為地有洞
[00:05:57.600 --> 00:06:01.600]  在這次大外向神祈求
[00:06:01.600 --> 00:06:04.600]  靠神令到他們得到復興
[00:06:04.600 --> 00:06:07.600]  在他們的破敗之中
[00:06:07.600 --> 00:06:10.600]  發現有裂口
[00:06:10.600 --> 00:06:14.600]  他們靠神來醫治裂口
[00:06:14.600 --> 00:06:17.600]  這個裂口之所以發生
[00:06:17.600 --> 00:06:21.600]  是因為他們離開神
[00:06:21.600 --> 00:06:26.600]  現在靠神來醫治他們失敗的地方
[00:06:26.600 --> 00:06:31.600]  這個裂口就代表他們失敗的地方
[00:06:31.600 --> 00:06:35.600]  我們從裂口兩個字想到
[00:06:35.600 --> 00:06:39.600]  人與人之間的裂口
[00:06:39.600 --> 00:06:42.600]  人與神之間的裂口
[00:06:42.600 --> 00:06:45.600]  都是我們失敗的地方
[00:06:45.600 --> 00:06:47.600]  得到神的醫治
[00:06:47.600 --> 00:06:49.600]  在詩篇裡面
[00:06:49.600 --> 00:06:52.600]  106篇23節都提及
[00:06:52.600 --> 00:06:55.600]  祈禱上的破口
[00:06:55.600 --> 00:07:00.600]  破口、裂口都是同樣的意義
[00:07:00.600 --> 00:07:03.600]  三毫二就站在
[00:07:03.600 --> 00:07:08.600]  祈禱的破口上來向神祈求
[00:07:08.600 --> 00:07:14.600]  我們生活裡可能有祈禱上的破口
[00:07:14.600 --> 00:07:18.600]  有所缺陷
[00:07:18.600 --> 00:07:22.600]  我們願意得到這方面的復興
[00:07:22.600 --> 00:07:27.600]  如果我們和神之間有什麼裂口
[00:07:27.600 --> 00:07:31.600]  人與人的關係上有什麼裂口
[00:07:31.600 --> 00:07:34.600]  我們靠主來醫治我們
[00:07:34.600 --> 00:07:36.600]  讓我們和神和好
[00:07:36.600 --> 00:07:38.600]  和人和好
[00:07:38.600 --> 00:07:42.600]  如果我們在祈禱上停止了
[00:07:42.600 --> 00:07:45.600]  我們都靠神來恢復
[00:07:45.600 --> 00:07:51.600]  我們祈禱的心事、意識、忠心
[00:07:51.600 --> 00:07:54.600]  我們感謝很多弟兄姊妹
[00:07:54.600 --> 00:07:57.600]  參加祈禱會
[00:07:57.600 --> 00:08:01.600]  在祈禱會裡祈求
[00:08:01.600 --> 00:08:05.600]  站在教會破口的地方
[00:08:05.600 --> 00:08:07.600]  來向神仰望
[00:08:07.600 --> 00:08:09.600]  得到神的私恩
[00:08:09.600 --> 00:08:13.600]  來聽取我們的祈禱
[00:08:13.600 --> 00:08:18.600]  這是很重要的一種復興
[00:08:18.600 --> 00:08:20.600]  第四幅圖畫
[00:08:20.600 --> 00:08:23.600]  「雨露可無其水」
[00:08:23.600 --> 00:08:26.600]  四十二篇第一字
[00:08:26.600 --> 00:08:32.600]  「神啊,我的心且勿擬如露且勿洗水」
[00:08:32.600 --> 00:08:35.600]  在這裡我們看見詩人
[00:08:35.600 --> 00:08:42.600]  他的注意力是集中在對神的渴慕上
[00:08:42.600 --> 00:08:47.600]  且勿神就是對神的愛
[00:08:47.600 --> 00:08:51.600]  像露渴慕洗水一樣
[00:08:51.600 --> 00:08:54.600]  這個露跑得很快
[00:08:54.600 --> 00:08:59.600]  因為運動所以消耗水分
[00:08:59.600 --> 00:09:01.600]  消耗身體的水分之後
[00:09:01.600 --> 00:09:04.600]  他需要補充水分
[00:09:04.600 --> 00:09:06.600]  所以到了洗水的旁邊
[00:09:06.600 --> 00:09:09.600]  他就盡量地吟取
[00:09:09.600 --> 00:09:11.600]  得到寶祖
[00:09:11.600 --> 00:09:14.600]  然後恢復力量
[00:09:14.600 --> 00:09:17.600]  他能夠再繼續地奔跑
[00:09:17.600 --> 00:09:20.600]  我們在渴慕神上
[00:09:20.600 --> 00:09:22.600]  愛神上
[00:09:22.600 --> 00:09:24.600]  也願意像露
[00:09:24.600 --> 00:09:29.600]  繼續地這樣的等候在神的面前
[00:09:29.600 --> 00:09:31.600]  來親近他
[00:09:31.600 --> 00:09:33.600]  來仰望他
[00:09:33.600 --> 00:09:38.600]  得到在愛神上的復興
[00:09:38.600 --> 00:09:42.600]  我們再看第四十篇第二節
[00:09:42.600 --> 00:09:45.600]  四十篇第二節
[00:09:45.600 --> 00:09:47.600]  他從禍坑裡
[00:09:47.600 --> 00:09:50.600]  從淤泥中把我拉上來
[00:09:50.600 --> 00:09:53.600]  使我的腳立在磐石上
[00:09:53.600 --> 00:09:56.600]  使我腳步穩當
[00:09:56.600 --> 00:09:59.600]  這裡所說的就是
[00:09:59.600 --> 00:10:02.600]  大衛在跌倒之後
[00:10:02.600 --> 00:10:08.600]  就好像雙腳陷在淤泥裡面
[00:10:08.600 --> 00:10:13.600]  那個淤泥也就是一個人掉進去
[00:10:13.600 --> 00:10:16.600]  很快就越陷越深
[00:10:16.600 --> 00:10:19.600]  後來就沒頂
[00:10:19.600 --> 00:10:22.600]  整個人就被埋
[00:10:22.600 --> 00:10:25.600]  深埋在沙窩裡面
[00:10:25.600 --> 00:10:28.600]  大衛他跌倒犯罪
[00:10:28.600 --> 00:10:34.600]  就好像落在這樣的一個災禍的沙窩裡面
[00:10:34.600 --> 00:10:36.600]  這裡說禍坑裡面
[00:10:36.600 --> 00:10:40.600]  但是神把他從他的跌倒
[00:10:40.600 --> 00:10:45.600]  他的罪過裡面拯救出來
[00:10:45.600 --> 00:10:50.600]  使他的腳再重新站在磐石上
[00:10:50.600 --> 00:10:55.600]  這個時候他再開始口唱心歌
[00:10:55.600 --> 00:11:00.600]  原來大衛是很會歌唱讚美神的
[00:11:00.600 --> 00:11:06.600]  但是犯罪以後就失去了與神的美好的交通
[00:11:06.600 --> 00:11:10.600]  就落在罪惡的捆綁之中
[00:11:10.600 --> 00:11:12.600]  停止了歌聲
[00:11:12.600 --> 00:11:14.600]  唱不出讚美神的歌
[00:11:14.600 --> 00:11:20.600]  因為罪使他與神之間的關係被破壞了
[00:11:20.600 --> 00:11:24.600]  現在神的恩典重新領導他
[00:11:24.600 --> 00:11:30.600]  他的福星從淤泥裡面被神拉上來
[00:11:30.600 --> 00:11:36.600]  他自己不可能從那個沙窩裡面上來
[00:11:36.600 --> 00:11:39.600]  但是神伸出他的恩典手
[00:11:39.600 --> 00:11:40.600]  抓住他
[00:11:40.600 --> 00:11:42.600]  把他拉上來
[00:11:42.600 --> 00:11:46.600]  恢復了他的與神美好的關係
[00:11:46.600 --> 00:11:48.600]  所以跟著就唱
[00:11:48.600 --> 00:11:49.600]  就說
[00:11:49.600 --> 00:11:53.600]  祂使我口唱心歌
[00:11:53.600 --> 00:11:56.600]  他原來唱歌
[00:11:56.600 --> 00:11:58.600]  後來停止
[00:11:58.600 --> 00:12:00.600]  現在再開口唱歌
[00:12:00.600 --> 00:12:02.600]  所以叫做心歌
[00:12:02.600 --> 00:12:04.600]  與神的心的關係
[00:12:04.600 --> 00:12:07.600]  恢復了的好關係的時刻
[00:12:07.600 --> 00:12:10.600]  就是讚美神的話
[00:12:10.600 --> 00:12:11.600]  下面說許多人
[00:12:11.600 --> 00:12:14.600]  比看見而懼怕
[00:12:14.600 --> 00:12:17.600]  並要依靠耶和華
[00:12:17.600 --> 00:12:20.600]  為什麼這些人看見懼怕呢?
[00:12:20.600 --> 00:12:22.600]  就是他們發現
[00:12:22.600 --> 00:12:25.600]  大衛這樣的君王
[00:12:25.600 --> 00:12:29.600]  也落在神的審判之下
[00:12:29.600 --> 00:12:32.600]  也落在痛苦之中
[00:12:32.600 --> 00:12:38.600]  他們就醒悟過來原來罪惡的作用是這樣的可怕
[00:12:38.600 --> 00:12:40.600]  他們就懼怕
[00:12:40.600 --> 00:12:42.600]  看見神的公義
[00:12:42.600 --> 00:12:45.600]  看見神的審判
[00:12:45.600 --> 00:12:49.600]  後來就轉過來投靠這位神
[00:12:49.600 --> 00:12:52.600]  得到神的恩典拯救
[00:12:52.600 --> 00:12:58.600]  所以這是從跌倒再起來的復興
[00:12:58.600 --> 00:13:02.600]  在教科裡面有許多的會友
[00:13:02.600 --> 00:13:05.600]  是需要這個復興
[00:13:05.600 --> 00:13:09.600]  我們在今天這樣的潮流裡頭
[00:13:09.600 --> 00:13:14.600]  基督徒常常面對試探隱憂
[00:13:14.600 --> 00:13:17.600]  很容易跌倒
[00:13:17.600 --> 00:13:21.600]  很容易與神的關係被破壞
[00:13:21.600 --> 00:13:24.600]  被撒旦擄去
[00:13:24.600 --> 00:13:29.600]  需要主把他們從淤泥裡面拉上來
[00:13:29.600 --> 00:13:32.600]  恢復與神美好的關係
[00:13:32.600 --> 00:13:38.600]  而再發出讚美喜樂敬拜的歌聲
[00:13:38.600 --> 00:13:40.600]  見證的歌聲
[00:13:40.600 --> 00:13:41.600]  第六
[00:13:41.600 --> 00:13:45.600]  104篇第30節
[00:13:45.600 --> 00:13:49.600]  104篇第30節
[00:13:49.600 --> 00:13:50.600]  你發出你的靈
[00:13:50.600 --> 00:13:52.600]  他們便受造
[00:13:52.600 --> 00:13:56.600]  你是地面更換為心
[00:13:56.600 --> 00:14:00.600]  這裡所說的是春天再來到世上
[00:14:00.600 --> 00:14:02.600]  冬天過去以後
[00:14:02.600 --> 00:14:04.600]  春天復靈
[00:14:04.600 --> 00:14:06.600]  大地回春
[00:14:06.600 --> 00:14:11.600]  這是冬眠之後的復興
[00:14:11.600 --> 00:14:14.600]  許多的動物在冬天的時候
[00:14:14.600 --> 00:14:16.600]  有冬折
[00:14:16.600 --> 00:14:18.600]  或者說冬眠
[00:14:18.600 --> 00:14:19.600]  雖然有生命
[00:14:19.600 --> 00:14:21.600]  但是沒有生命的表現
[00:14:21.600 --> 00:14:25.600]  就好像死了一樣
[00:14:25.600 --> 00:14:26.600]  但是冬天過去
[00:14:26.600 --> 00:14:28.600]  春天回來
[00:14:28.600 --> 00:14:32.600]  他們再恢復了生命的活動
[00:14:32.600 --> 00:14:36.600]  有的基督徒好像被冰封起來了
[00:14:36.600 --> 00:14:38.600]  進入了冬眠
[00:14:38.600 --> 00:14:41.600]  他們失去了生命的活力
[00:14:41.600 --> 00:14:44.600]  失去了生命的侍奉
[00:14:44.600 --> 00:14:46.600]  生命的熱忱
[00:14:46.600 --> 00:14:49.600]  生命的活著的表現
[00:14:49.600 --> 00:14:53.600]  從這樣的情況裡面再出來
[00:14:53.600 --> 00:14:57.600]  再進入生命的這個果實裡面
[00:14:57.600 --> 00:15:00.600]  生命的活動裡面
[00:15:00.600 --> 00:15:03.600]  生命的功用裡面
[00:15:03.600 --> 00:15:08.600]  能夠為主做美好的見證
[00:15:08.600 --> 00:15:10.600]  不再冰封了
[00:15:10.600 --> 00:15:14.600]  現在活潑的熱忱的來侍奉
[00:15:14.600 --> 00:15:16.600]  把自己的恩賜
[00:15:16.600 --> 00:15:19.600]  歡歡喜喜的奉獻給主
[00:15:19.600 --> 00:15:22.600]  得到主的使用
[00:15:22.600 --> 00:15:23.600]  最後
[00:15:23.600 --> 00:15:30.600]  八十四篇第六節
[00:15:30.600 --> 00:15:32.600]  他們經過流淚谷
[00:15:32.600 --> 00:15:35.600]  教這谷變為泉源之地
[00:15:35.600 --> 00:15:37.600]  且有秋雨之浮
[00:15:37.600 --> 00:15:41.600]  蓋滿了泉谷
[00:15:41.600 --> 00:15:45.600]  有的人經過了流淚谷
[00:15:45.600 --> 00:15:48.600]  經過了傷心的事
[00:15:48.600 --> 00:15:50.600]  痛苦的事
[00:15:50.600 --> 00:15:53.600]  在這樣的經歷之中
[00:15:53.600 --> 00:15:56.600]  就倒下去了
[00:15:56.600 --> 00:15:58.600]  就失去了對神的信心
[00:15:58.600 --> 00:16:00.600]  很軟弱
[00:16:00.600 --> 00:16:02.600]  但是在這裡說
[00:16:02.600 --> 00:16:05.600]  在神的恩代之下
[00:16:05.600 --> 00:16:08.600]  這個痛苦的經驗
[00:16:08.600 --> 00:16:12.600]  變為恩典的泉源
[00:16:12.600 --> 00:16:15.600]  而且有秋雨之浮
[00:16:15.600 --> 00:16:19.600]  秋雨就是殺蟲之前下的雨
[00:16:19.600 --> 00:16:21.600]  下了秋雨以後就殺蟲
[00:16:21.600 --> 00:16:25.600]  然後經過了冬天睡雪
[00:16:25.600 --> 00:16:30.600]  到了春天夏初就可以收割
[00:16:30.600 --> 00:16:34.600]  在收割之前的雨是春雨
[00:16:34.600 --> 00:16:36.600]  春雨是收割的雨
[00:16:36.600 --> 00:16:38.600]  秋雨是殺蟲的雨
[00:16:38.600 --> 00:16:43.600]  春雨秋雨在舊約裡常常提到
[00:16:43.600 --> 00:16:46.600]  都是與收成有關的
[00:16:46.600 --> 00:16:48.600]  在神的恩代之下
[00:16:48.600 --> 00:16:51.600]  這個痛苦的經歷
[00:16:51.600 --> 00:16:55.600]  就變成了恩典的泉源
[00:16:55.600 --> 00:17:01.600]  經過了痛苦之中的後退
[00:17:01.600 --> 00:17:04.600]  再起來
[00:17:04.600 --> 00:17:06.600]  熱心愛主
[00:17:06.600 --> 00:17:10.600]  對人生的意義有更深刻的了解
[00:17:10.600 --> 00:17:13.600]  能夠從心靈的深處說
[00:17:13.600 --> 00:17:15.600]  萬事互相效力
[00:17:15.600 --> 00:17:19.600]  叫愛神的人的益處
[00:17:19.600 --> 00:17:22.600]  有許多的弟兄姊妹
[00:17:22.600 --> 00:17:26.600]  經過了人生的苦難
[00:17:26.600 --> 00:17:28.600]  經受了一些打擊
[00:17:28.600 --> 00:17:31.600]  就弱下去了
[00:17:31.600 --> 00:17:33.600]  就懷疑了
[00:17:33.600 --> 00:17:34.600]  就退後了
[00:17:34.600 --> 00:17:36.600]  但是感謝神
[00:17:36.600 --> 00:17:39.600]  他們中間有不少的人
[00:17:39.600 --> 00:17:43.600]  最後了解了神的恩典
[00:17:43.600 --> 00:17:45.600]  知道在這一切之中
[00:17:45.600 --> 00:17:46.600]  有神的美意
[00:17:46.600 --> 00:17:48.600]  他們再起來
[00:17:48.600 --> 00:17:50.600]  再接再厲的愛主
[00:17:50.600 --> 00:17:51.600]  侍奉主
[00:17:51.600 --> 00:17:53.600]  見證主
[00:17:53.600 --> 00:17:58.600]  這是非常寶貴的一個經歷
[00:17:58.600 --> 00:18:00.600]  我記得好多年前
[00:18:00.600 --> 00:18:05.600]  聽趙世光牧師講到
[00:18:05.600 --> 00:18:07.600]  他提到一個人
[00:18:07.600 --> 00:18:12.600]  受了神的管教之後
[00:18:12.600 --> 00:18:16.600]  他會心了
[00:18:16.600 --> 00:18:20.600]  但是經過了
[00:18:20.600 --> 00:18:23.600]  另外一個經歷之後
[00:18:23.600 --> 00:18:24.600]  他醒悟了
[00:18:24.600 --> 00:18:25.600]  了解了
[00:18:25.600 --> 00:18:27.600]  他說一句話
[00:18:27.600 --> 00:18:29.600]  到現在我還記得很清楚
[00:18:29.600 --> 00:18:32.600]  這一個人他說
[00:18:32.600 --> 00:18:34.600]  主管教我的鞭子
[00:18:34.600 --> 00:18:37.600]  我要去親那個鞭子
[00:18:37.600 --> 00:18:41.600]  這是他對神的管教
[00:18:41.600 --> 00:18:43.600]  經歷的痛苦
[00:18:43.600 --> 00:18:46.600]  最後的一個回應
[00:18:46.600 --> 00:18:50.600]  知道那個鞭子是神愛的鞭打
[00:18:50.600 --> 00:18:54.600]  神不僅說愛的鞭打
[00:18:54.600 --> 00:18:57.600]  鞭打所愛的孩子
[00:18:57.600 --> 00:19:00.600]  神的管教是出於他的愛
[00:19:00.600 --> 00:19:03.600]  但是受管教的時候
[00:19:03.600 --> 00:19:05.600]  沒有人是覺得好受的
[00:19:05.600 --> 00:19:08.600]  但是管教之後
[00:19:08.600 --> 00:19:11.600]  結出來聖潔的果子
[00:19:11.600 --> 00:19:14.600]  仁義的果子
[00:19:14.600 --> 00:19:16.600]  這個基督徒
[00:19:16.600 --> 00:19:19.600]  他有這樣強烈的表達
[00:19:19.600 --> 00:19:23.600]  有不少的基督徒的經歷
[00:19:23.600 --> 00:19:27.600]  我們看見這七夫的圖畫
[00:19:27.600 --> 00:19:30.600]  在時間考驗之下
[00:19:30.600 --> 00:19:33.600]  不幸賽劫賽利
[00:19:33.600 --> 00:19:35.600]  在被撒旦擄去
[00:19:35.600 --> 00:19:38.600]  被撒旦用作工具
[00:19:38.600 --> 00:19:41.600]  再回來
[00:19:41.600 --> 00:19:44.600]  得到復興被神使用
[00:19:44.600 --> 00:19:47.600]  得到裂口的一致
[00:19:47.600 --> 00:19:48.600]  與神之間的裂口
[00:19:48.600 --> 00:19:50.600]  人之間的裂口
[00:19:50.600 --> 00:19:52.600]  祈禱上的破口
[00:19:52.600 --> 00:19:55.600]  重新恢復神與神與人
[00:19:55.600 --> 00:19:58.600]  美好的關係
[00:19:58.600 --> 00:20:00.600]  這是有寶貴的復興
[00:20:00.600 --> 00:20:03.600]  在愛神上的復興
[00:20:03.600 --> 00:20:06.600]  在悔改之後的復興
[00:20:06.600 --> 00:20:10.600]  在唱出來讚美的詩歌
[00:20:10.600 --> 00:20:15.600]  在冬眠之後的復興
[00:20:15.600 --> 00:20:18.600]  在流淚沽之後的復興
[00:20:18.600 --> 00:20:23.600]  這些是許多的基督徒所經歷的
[00:20:23.600 --> 00:20:26.600]  我們許多人的經歷
[00:20:26.600 --> 00:20:31.600]  大概可以包括在這些分類的裡面
[00:20:31.600 --> 00:20:35.600]  求神是我們不論在哪一類裡面
[00:20:35.600 --> 00:20:39.600]  都能夠得到祂所賜給我們的復興
[00:20:39.600 --> 00:20:43.080]  而且能夠保持我們的呼吸

