
[00:00:00.000 --> 00:00:08.000]  走過2020年,我們經歷過一年翻天覆地變化的一年
[00:03:48.000 --> 00:03:50.000]  沙尊家和我們的群體
[00:03:50.000 --> 00:03:53.000]  一起彼此提醒勉勵
[00:03:53.000 --> 00:03:57.000]  講完年提就開始進入經文
[00:03:57.000 --> 00:04:01.000]  今年我會和大家一起看提摩太后書
[00:04:01.000 --> 00:04:06.000]  我們會分六次和大家講
[00:04:06.000 --> 00:04:08.000]  當我想到剛才的年提
[00:04:08.000 --> 00:04:10.000]  其中提到堅守主道
[00:04:10.000 --> 00:04:12.000]  我很快已經浮現
[00:04:12.000 --> 00:04:15.000]  就是保羅這一封書信
[00:04:15.000 --> 00:04:20.000]  提摩太后書按照教會傳統的說法
[00:04:20.000 --> 00:04:24.000]  是聖經裏面保羅最後寫的一封信
[00:04:24.000 --> 00:04:29.000]  估計是在當時羅馬皇帝尼祿王在位的時候
[00:04:29.000 --> 00:04:32.000]  當時他迫不得已的大量基督徒
[00:04:32.000 --> 00:04:35.000]  保羅也是這樣被捉拿
[00:04:35.000 --> 00:04:37.000]  然後囚禁在羅馬
[00:04:37.000 --> 00:04:42.000]  最後被羅馬皇斬首殉道
[00:04:42.000 --> 00:04:45.000]  我們如果過去幾年讀《小圖行傳》
[00:04:45.000 --> 00:04:47.000]  就知道保羅不是第一次被所監
[00:04:47.000 --> 00:04:50.000]  不過這一次保羅被監禁
[00:04:50.000 --> 00:04:53.000]  從提摩太后書經文的反應
[00:04:53.000 --> 00:04:58.000]  保羅是自己知道他未必有得再出監的機會
[00:04:58.000 --> 00:05:00.000]  所以當他想起提摩太
[00:05:00.000 --> 00:05:02.000]  他就寫下這封信
[00:05:02.000 --> 00:05:07.000]  作為對提摩太的勸勉和吩咐
[00:05:07.000 --> 00:05:12.000]  雖然提摩太后書是保羅對提摩太個人的一封信
[00:05:12.000 --> 00:05:16.000]  不過保羅在提摩太后書最後
[00:05:16.000 --> 00:05:17.000]  他也這樣說
[00:05:17.000 --> 00:05:19.000]  「願主與你」
[00:05:19.000 --> 00:05:21.000]  「與提摩太的靈同在」
[00:05:21.000 --> 00:05:24.000]  「願恩惠上與你們同在」
[00:05:24.000 --> 00:05:26.000]  所以可以預期
[00:05:26.000 --> 00:05:30.000]  保羅不單止將這封信寫給提摩太
[00:05:30.000 --> 00:05:33.000]  他也預期教會群體會看到這封信
[00:05:33.000 --> 00:05:36.000]  所以祝福你們
[00:05:36.000 --> 00:05:39.000]  保羅對提摩太的提醒
[00:05:39.000 --> 00:05:42.000]  也是能夠給弟兄姊妹去了解
[00:05:42.000 --> 00:05:43.000]  彼此勉勵
[00:05:43.000 --> 00:05:46.000]  所以對我們來說
[00:05:46.000 --> 00:05:50.000]  這封信固然是保羅對提摩太一份很個人的感情
[00:05:50.000 --> 00:05:56.000]  也包括保羅對教會一份很深的關心
[00:05:56.000 --> 00:05:59.000]  今天我還和大家去看第一章
[00:05:59.000 --> 00:06:01.000]  第一章有十八節
[00:06:01.000 --> 00:06:05.000]  我們會先讀第一節到第五節
[00:06:05.000 --> 00:06:06.000]  如果你在家裡
[00:06:06.000 --> 00:06:08.000]  在座的你也可以跟我一起讀
[00:06:08.000 --> 00:06:11.000]  我選了新漢語譯本
[00:06:11.000 --> 00:06:12.000]  我們一起讀吧
[00:06:12.000 --> 00:06:14.000]  「奉神旨意
[00:06:14.000 --> 00:06:18.000]  按照基督耶穌裡的生命應許
[00:06:18.000 --> 00:06:21.000]  作基督耶穌使徒的保羅
[00:06:21.000 --> 00:06:24.000]  這信給親愛的兒子提摩太
[00:06:24.000 --> 00:06:29.000]  願父神和我們的主基督耶穌賜予你恩惠
[00:06:29.000 --> 00:06:31.000]  憐憫平安
[00:06:31.000 --> 00:06:35.000]  我晝夜在祈禱裡不斷想念你的時候
[00:06:35.000 --> 00:06:37.000]  就感謝神
[00:06:37.000 --> 00:06:39.000]  就是我像祖先那樣
[00:06:39.000 --> 00:06:43.000]  以清潔的良心來服侍的神
[00:06:43.000 --> 00:06:45.000]  一想起你的眼淚
[00:06:45.000 --> 00:06:47.000]  我就渴望見到你
[00:06:47.000 --> 00:06:50.000]  好讓我可以滿心喜樂
[00:06:50.000 --> 00:06:53.000]  我記得你那無偽的信心
[00:06:53.000 --> 00:06:55.000]  這信心起初
[00:06:55.000 --> 00:06:57.000]  傳於你外祖母羅兒
[00:06:57.000 --> 00:07:00.000]  和你母親有離基裡面
[00:07:00.000 --> 00:07:04.000]  我深信也傳於你裡面」
[00:07:04.000 --> 00:07:07.000]  第二節在這裡
[00:07:07.000 --> 00:07:10.000]  保羅稱呼提摩太
[00:07:10.000 --> 00:07:13.000]  是他親愛的兒子
[00:07:13.000 --> 00:07:15.000]  其實提摩太前書開始
[00:07:15.000 --> 00:07:20.000]  保羅也形容提摩太是他的真兒子
[00:07:20.000 --> 00:07:21.000]  提摩太是什麼人呢?
[00:07:21.000 --> 00:07:24.000]  提摩太是路斯德人
[00:07:24.000 --> 00:07:28.000]  在《史圖行傳》的十四章第八節開始
[00:07:28.000 --> 00:07:33.000]  保羅提到他在第一次巡迴報道
[00:07:33.000 --> 00:07:35.000]  路加描述保羅第一次
[00:07:35.000 --> 00:07:37.000]  去到路斯德
[00:07:37.000 --> 00:07:38.000]  他是其中一站
[00:07:38.000 --> 00:07:40.000]  在那裡傳福音
[00:07:40.000 --> 00:07:43.000]  很可能提摩太就在那時候信主
[00:07:43.000 --> 00:07:46.000]  然後去到《史圖行傳》的第十六章
[00:07:46.000 --> 00:07:48.000]  一至五節那裡
[00:07:48.000 --> 00:07:50.000]  就說保羅第二次去巡迴報道
[00:07:50.000 --> 00:07:52.000]  再經過路斯德
[00:07:52.000 --> 00:07:53.000]  那個時候
[00:07:53.000 --> 00:07:56.000]  其實大概可能兩三年後
[00:07:56.000 --> 00:07:58.000]  提摩太已經在教會裡面
[00:07:58.000 --> 00:08:00.000]  很穩定地成長
[00:08:00.000 --> 00:08:04.000]  提摩太的媽媽是信主的猶太人
[00:08:04.000 --> 00:08:07.000]  他爸爸是希臘人
[00:08:07.000 --> 00:08:11.000]  經文形容當地的弟兄
[00:08:11.000 --> 00:08:14.000]  路斯德和以哥廉
[00:08:14.000 --> 00:08:16.000]  以哥廉其實大概相隔二三十公里
[00:08:16.000 --> 00:08:18.000]  就是說在附近地方的教會
[00:08:18.000 --> 00:08:21.000]  那些弟兄都稱讚提摩太
[00:08:21.000 --> 00:08:25.000]  所以提摩太是一個年輕愛主的基督徒
[00:08:25.000 --> 00:08:27.000]  保羅因為這樣
[00:08:27.000 --> 00:08:29.000]  就邀請提摩太加入
[00:08:29.000 --> 00:08:31.000]  成為了他的同工
[00:08:31.000 --> 00:08:33.000]  跟他一起去報道
[00:08:33.000 --> 00:08:37.000]  提摩太是保羅一個很好的拍檔
[00:08:37.000 --> 00:08:39.000]  保羅是非常信任的
[00:08:39.000 --> 00:08:40.000]  在不同的書卷裡面
[00:08:40.000 --> 00:08:43.000]  我們都見到他經常提提摩太這個名字
[00:08:43.000 --> 00:08:46.000]  他不單止很多時候和保羅一起
[00:08:46.000 --> 00:08:48.000]  保羅不少的書信
[00:08:48.000 --> 00:08:50.000]  都有提提摩太
[00:08:50.000 --> 00:08:55.000]  保羅和提摩太向教會問安
[00:08:55.000 --> 00:08:59.000]  而且保羅也對提摩太委以重任
[00:08:59.000 --> 00:09:01.000]  我們有一個提示
[00:09:01.000 --> 00:09:03.000]  就是在哥倫多前書
[00:09:03.000 --> 00:09:05.000]  當保羅寫給哥倫多教會的時候
[00:09:05.000 --> 00:09:08.000]  他就說我要打發提摩太去到你們那裡
[00:09:08.000 --> 00:09:12.000]  她在主裡面是我所親愛有忠心的兒子
[00:09:12.000 --> 00:09:14.000]  她一天會提醒你們
[00:09:14.000 --> 00:09:17.000]  紀念我在基督裡面怎樣行事
[00:09:17.000 --> 00:09:21.000]  在各處各教會中怎樣教導人
[00:09:21.000 --> 00:09:23.000]  所以提摩太
[00:09:23.000 --> 00:09:27.000]  甚至成為了保羅的使者
[00:09:27.000 --> 00:09:31.000]  去到教會當中做教導的工作
[00:09:31.000 --> 00:09:34.000]  提摩太的書信
[00:09:34.000 --> 00:09:36.000]  前書和後書的背景是什麼呢
[00:09:36.000 --> 00:09:39.000]  就是當保羅曾經帶著提摩太
[00:09:39.000 --> 00:09:42.000]  到處探訪不同的教會
[00:09:42.000 --> 00:09:46.000]  當他來到以弗所的教會的時候
[00:09:46.000 --> 00:09:49.000]  在提摩太前書開始有提
[00:09:49.000 --> 00:09:52.000]  保羅往馬其頓去的時候
[00:09:52.000 --> 00:09:55.000]  就勸提摩太住在以弗所
[00:09:55.000 --> 00:09:58.000]  很祝福那幾個人不可以傳異教
[00:09:58.000 --> 00:10:03.000]  當時知道以弗所教會面對有人傳異教
[00:10:03.000 --> 00:10:05.000]  一些假教師的情況
[00:10:05.000 --> 00:10:08.000]  所以保羅就鼓勵提摩太留在這裡
[00:10:08.000 --> 00:10:11.000]  繼續去處理教會的問題
[00:10:11.000 --> 00:10:14.000]  以弗所當時是一個大都會
[00:10:14.000 --> 00:10:17.000]  是一個很繁華的城市
[00:10:17.000 --> 00:10:19.000]  商業貿易的中心
[00:10:19.000 --> 00:10:21.000]  也是一個異教的中心
[00:10:21.000 --> 00:10:24.000]  因為在那裡有一個很著名的
[00:10:24.000 --> 00:10:27.000]  亞底米女神的廟
[00:10:27.000 --> 00:10:28.000]  現在應該變成廢墟
[00:10:28.000 --> 00:10:32.000]  但當時來說是世界七大奇景之一
[00:10:32.000 --> 00:10:34.000]  而且如果你記得《士道行傳》
[00:10:34.000 --> 00:10:37.000]  當保羅要去耶路撒冷
[00:10:37.000 --> 00:10:38.000]  他要回去
[00:10:38.000 --> 00:10:40.000]  就算有鎖鏈綑著他也要
[00:10:40.000 --> 00:10:44.000]  然後他就叫那些以弗所的長老
[00:10:44.000 --> 00:10:46.000]  去達羅亞尼見他
[00:10:46.000 --> 00:10:49.000]  所以在《士道行傳》20章
[00:10:49.000 --> 00:10:51.000]  他就跟那些長老說
[00:10:51.000 --> 00:10:54.000]  「我知道我去之後必有空步的豺狼」
[00:10:54.000 --> 00:10:57.000]  「進入你們中間,不外釋羊群」
[00:10:57.000 --> 00:11:00.000]  「就使你們中間也必有人起來說」
[00:11:00.000 --> 00:11:01.000]  「薄謀的話」
[00:11:01.000 --> 00:11:05.000]  「要引誘門徒,跟從他們」
[00:11:05.000 --> 00:11:08.000]  所以以弗所教會要面對的是什麼?
[00:11:08.000 --> 00:11:11.000]  外憂內患
[00:11:11.000 --> 00:11:15.000]  提摩太他要建立和牧養的
[00:11:15.000 --> 00:11:17.000]  是一間這樣的教會
[00:11:17.000 --> 00:11:18.000]  想像你就知道
[00:11:18.000 --> 00:11:20.000]  真的很不容易
[00:11:20.000 --> 00:11:23.000]  你明白提摩太要面對的處境
[00:11:23.000 --> 00:11:24.000]  就幫我們
[00:11:24.000 --> 00:11:28.000]  然後我們再看提摩太後書
[00:11:28.000 --> 00:11:30.000]  明白我們提摩太的處境
[00:11:30.000 --> 00:11:32.000]  讓我們多一點明白
[00:11:32.000 --> 00:11:34.000]  保羅在這封書裡
[00:11:34.000 --> 00:11:39.000]  對提摩太的關懷、勉勵的場景是怎樣
[00:11:39.000 --> 00:11:42.000]  回看剛才我們讀的經文
[00:11:42.000 --> 00:11:46.000]  這裡反映保羅寫這封信的原因
[00:11:46.000 --> 00:11:50.000]  保羅很想念提摩太
[00:11:50.000 --> 00:11:54.000]  他想到上帝在提摩太身上的恩典
[00:11:54.000 --> 00:11:57.000]  提摩太是他所親愛的
[00:11:57.000 --> 00:12:00.000]  這裡形容他是所愛的兒子
[00:12:00.000 --> 00:12:03.000]  是一個很親密的屬靈的兒子
[00:12:03.000 --> 00:12:07.000]  是他的同工,是他的戰友
[00:12:07.000 --> 00:12:10.000]  所以當他一想起提摩太
[00:12:10.000 --> 00:12:15.000]  他就說我要向那位服侍的上帝獻上感恩
[00:12:15.000 --> 00:12:17.000]  然後保羅表達
[00:12:17.000 --> 00:12:20.000]  很渴望可以再一次見到提摩太
[00:12:20.000 --> 00:12:22.000]  我想當然了
[00:12:22.000 --> 00:12:24.000]  因為保羅被囚
[00:12:24.000 --> 00:12:26.000]  相思之苦
[00:12:26.000 --> 00:12:29.000]  保羅在這裡看到的是
[00:12:29.000 --> 00:12:33.000]  他記起提摩太的眼淚
[00:12:33.000 --> 00:12:36.000]  提摩太為什麼哭呢
[00:12:36.000 --> 00:12:38.000]  可能很自然就是
[00:12:38.000 --> 00:12:41.000]  他的屬靈的父親被囚禁
[00:12:41.000 --> 00:12:43.000]  當然是憂傷
[00:12:43.000 --> 00:12:46.000]  也可能是因為剛才提爾弗所教會
[00:12:46.000 --> 00:12:48.000]  面對的困難
[00:12:48.000 --> 00:12:51.000]  很大的難處
[00:12:51.000 --> 00:12:52.000]  無論如何
[00:12:52.000 --> 00:12:56.000]  保羅很掛念他所愛的兒子
[00:12:56.000 --> 00:12:59.000]  很想親眼見到他
[00:12:59.000 --> 00:13:01.000]  以至他能夠得到滿足
[00:13:01.000 --> 00:13:03.000]  提摩太在性格上
[00:13:03.000 --> 00:13:05.000]  或許是有些軟弱
[00:13:05.000 --> 00:13:09.000]  面對教會出現這麼大的問題
[00:13:09.000 --> 00:13:11.000]  有假教師等等
[00:13:11.000 --> 00:13:14.000]  提摩太感到難過
[00:13:14.000 --> 00:13:16.000]  其實也是很自然
[00:13:16.000 --> 00:13:20.000]  保羅在開始的這幾節經文裡
[00:13:20.000 --> 00:13:24.000]  重複出現了一個相同字根的字
[00:13:24.000 --> 00:13:26.000]  在這裡出現了四次
[00:13:26.000 --> 00:13:28.000]  那個字就是Remember
[00:13:28.000 --> 00:13:29.000]  記起
[00:13:29.000 --> 00:13:31.000]  在第三節
[00:13:31.000 --> 00:13:33.000]  他譯作想念
[00:13:33.000 --> 00:13:36.000]  第四節是想起
[00:13:36.000 --> 00:13:38.000]  第五節說記得
[00:13:38.000 --> 00:13:40.000]  全部的字根都是一樣
[00:13:40.000 --> 00:13:42.000]  還有一節在第六節稍後會提
[00:13:42.000 --> 00:13:45.000]  那個譯作提醒
[00:13:45.000 --> 00:13:50.000]  保羅面對他自己被囚的孤單
[00:13:50.000 --> 00:13:55.000]  他面對著提摩太所遭遇的艱難
[00:13:55.000 --> 00:13:57.000]  保羅寫給提摩太
[00:13:57.000 --> 00:13:59.000]  一開始的這封信
[00:13:59.000 --> 00:14:02.000]  他提的是記憶
[00:14:02.000 --> 00:14:07.000]  他記得提摩太所領受的恩典
[00:14:07.000 --> 00:14:13.000]  他記得提摩太的面容和哀傷
[00:14:13.000 --> 00:14:16.000]  第三樣他記得的
[00:14:16.000 --> 00:14:18.000]  在第五節這裡說
[00:14:18.000 --> 00:14:23.000]  提摩太那份無偽的信心
[00:14:23.000 --> 00:14:26.000]  跟隨耶穌的路上
[00:14:26.000 --> 00:14:29.000]  總會面對挑戰困難
[00:14:29.000 --> 00:14:32.000]  哀傷難過
[00:14:32.000 --> 00:14:33.000]  保羅沒有輕看這些
[00:14:33.000 --> 00:14:35.000]  所以他記得
[00:14:35.000 --> 00:14:38.000]  他記得提摩太的困難
[00:14:38.000 --> 00:14:42.000]  不過面對著提摩太的辛苦
[00:14:42.000 --> 00:14:44.000]  保羅提醒他
[00:14:44.000 --> 00:14:45.000]  他記得的
[00:14:45.000 --> 00:14:51.000]  是在提摩太那份真實無偽的信心
[00:14:51.000 --> 00:14:54.000]  這份信心是起初
[00:14:54.000 --> 00:14:56.000]  在他的婆婆羅爾
[00:14:56.000 --> 00:14:59.000]  在他媽媽尤利基那裡
[00:14:59.000 --> 00:15:01.000]  一直承傳下來
[00:15:01.000 --> 00:15:05.000]  承傳到提摩太的心裡
[00:15:05.000 --> 00:15:07.000]  所以保羅對提摩太說
[00:15:07.000 --> 00:15:11.000]  你和我都不是孤單
[00:15:11.000 --> 00:15:13.000]  你的信是無偽的
[00:15:13.000 --> 00:15:14.000]  是真的
[00:15:14.000 --> 00:15:19.000]  而且有前人去承載和兼顧的
[00:15:19.000 --> 00:15:24.000]  所以保羅自己也在第三節刻意提
[00:15:24.000 --> 00:15:29.000]  我像祖先那樣去服侍神
[00:15:29.000 --> 00:15:31.000]  相信上帝
[00:15:31.000 --> 00:15:33.000]  侍奉上帝
[00:15:33.000 --> 00:15:35.000]  我們並不孤單
[00:15:35.000 --> 00:15:37.000]  我們的前輩
[00:15:37.000 --> 00:15:38.000]  我們的先賢
[00:15:38.000 --> 00:15:41.000]  都是這樣相信和服侍神
[00:15:41.000 --> 00:15:43.000]  我們也是
[00:15:43.000 --> 00:15:46.000]  面對在侍奉生命的艱難
[00:15:46.000 --> 00:15:51.000]  保羅的提醒是無忘初心
[00:15:51.000 --> 00:15:54.000]  我們的信心是承傳下來的
[00:15:54.000 --> 00:15:56.000]  除了第二代
[00:15:56.000 --> 00:15:58.000]  甚至當中有些第三代
[00:15:58.000 --> 00:15:59.000]  第N代的圖
[00:15:59.000 --> 00:16:01.000]  可能就是血緣的承傳
[00:16:01.000 --> 00:16:03.000]  爸爸媽媽
[00:16:03.000 --> 00:16:04.000]  公公
[00:16:04.000 --> 00:16:06.000]  婆婆可能他們都是信主
[00:16:06.000 --> 00:16:10.000]  家裡可以一直傳承這個信仰之外
[00:16:10.000 --> 00:16:13.000]  就算是第一代信主
[00:16:13.000 --> 00:16:16.000]  其實我們也是比其他先賢
[00:16:16.000 --> 00:16:21.000]  先輩承傳這份真實的信心
[00:16:21.000 --> 00:16:25.000]  我們的信心是在他們的生命身上
[00:16:25.000 --> 00:16:32.000]  看到這些為主服侍一生擺上的見證
[00:16:32.000 --> 00:16:35.000]  所以回應提摩太的眼淚
[00:16:35.000 --> 00:16:37.000]  保羅就說
[00:16:37.000 --> 00:16:43.000]  你記不記得你起初的信心
[00:16:43.000 --> 00:16:47.000]  記不記得你當初為什麼而信
[00:16:47.000 --> 00:16:50.000]  是呀,你看到今天困難的處境
[00:16:50.000 --> 00:16:52.000]  對我們可能是
[00:16:52.000 --> 00:16:54.000]  我們的社會
[00:16:54.000 --> 00:16:55.000]  我們的教會
[00:16:55.000 --> 00:16:57.000]  我們的家
[00:16:57.000 --> 00:16:59.000]  我們所面對的職場
[00:16:59.000 --> 00:17:02.000]  可能會令你覺得難過
[00:17:02.000 --> 00:17:08.000]  你就回想你昔日始至跟隨主的信心
[00:17:08.000 --> 00:17:12.000]  那個信心是否真實
[00:17:12.000 --> 00:17:16.000]  你如何靠著這份對主無偽的信
[00:17:16.000 --> 00:17:18.000]  走過這些年日
[00:17:18.000 --> 00:17:21.000]  直到今天
[00:17:21.000 --> 00:17:23.000]  如果你信主很久
[00:17:23.000 --> 00:17:25.000]  有一首很舊的詩歌
[00:17:25.000 --> 00:17:28.000]  就導出這個狀況
[00:17:28.000 --> 00:17:31.000]  這是這首歌最後的副歌
[00:17:31.000 --> 00:17:33.000]  願那復興我的靈火
[00:17:33.000 --> 00:17:36.000]  重新再來一次復興我
[00:17:36.000 --> 00:17:39.000]  起初的信望愛何處失落
[00:17:39.000 --> 00:17:43.000]  我願悔改重新再得著
[00:17:43.000 --> 00:17:45.000]  詩歌當時的背景
[00:17:45.000 --> 00:17:46.000]  他提的
[00:17:46.000 --> 00:17:51.000]  什麼令這些信心愛心盼望失落
[00:17:51.000 --> 00:17:54.000]  他說是那些明媚的春光
[00:17:54.000 --> 00:17:57.000]  是那些幸福的生活
[00:17:57.000 --> 00:18:00.000]  是穩妥的事業
[00:18:00.000 --> 00:18:03.000]  是迷人的笑聲
[00:18:03.000 --> 00:18:05.000]  或者來到今天
[00:18:05.000 --> 00:18:10.000]  這些未必令我們離開
[00:18:10.000 --> 00:18:12.000]  會不會是這些呢
[00:18:12.000 --> 00:18:14.000]  不公的社會
[00:18:14.000 --> 00:18:16.000]  反覆的疫情
[00:18:16.000 --> 00:18:18.000]  無常的事業
[00:18:18.000 --> 00:18:21.000]  冷漠的關係
[00:18:21.000 --> 00:18:23.000]  這些會不會
[00:18:23.000 --> 00:18:25.000]  令我們失落了
[00:18:25.000 --> 00:18:33.000]  那個起初的信心愛心和盼望
[00:18:33.000 --> 00:18:37.000]  經歷沮喪失望哀傷
[00:18:37.000 --> 00:18:45.000]  困惑憤慨無力退縮擔心
[00:18:45.000 --> 00:18:48.000]  這些在侍奉主的路上
[00:18:48.000 --> 00:18:51.000]  其實都少不免
[00:18:51.000 --> 00:18:53.000]  不過要再一次認清
[00:18:53.000 --> 00:18:58.000]  是誰引領我們走到今天
[00:18:58.000 --> 00:19:00.000]  可不可以像保羅說
[00:19:00.000 --> 00:19:03.000]  我今日成了何等樣的人
[00:19:03.000 --> 00:19:07.000]  是蒙神的恩才成
[00:19:07.000 --> 00:19:10.000]  既然是恩典走到今天
[00:19:10.000 --> 00:19:13.000]  那就放膽去相信
[00:19:13.000 --> 00:19:16.000]  回望上帝在我們的個人
[00:19:16.000 --> 00:19:19.000]  在我們群體的救恩歷史
[00:19:19.000 --> 00:19:21.000]  其實是幫助我們
[00:19:21.000 --> 00:19:26.000]  跳離今日我們只是看到眼前的困境
[00:19:26.000 --> 00:19:31.000]  而是能夠將我們的心思和眼光
[00:19:31.000 --> 00:19:36.000]  放回這位施恩的主身上
[00:19:36.000 --> 00:19:39.000]  幫助我們看見
[00:19:39.000 --> 00:19:43.000]  那份由起初有對他的信靠
[00:19:43.000 --> 00:19:47.000]  帶領我們走到今天
[00:19:47.000 --> 00:19:50.000]  接著和大家繼續看下去
[00:19:50.000 --> 00:19:54.000]  我們看第六至第十八節
[00:19:54.000 --> 00:19:58.000]  我們可以慢慢讀完這幾節經文
[00:19:58.000 --> 00:20:02.000]  「為者緣故我提醒你
[00:20:02.000 --> 00:20:06.000]  要把神席將我按手所給你的恩賜
[00:20:06.000 --> 00:20:08.000]  如火挑旺起來
[00:20:08.000 --> 00:20:10.000]  因為神賜給我們的
[00:20:10.000 --> 00:20:12.000]  不是膽怯的靈
[00:20:12.000 --> 00:20:16.000]  而是有能力有愛心有自律的靈
[00:20:16.000 --> 00:20:21.000]  所以不要以給我們的主作見證為始
[00:20:21.000 --> 00:20:25.000]  也不要以我這個為主作囚徒的人為始
[00:20:25.000 --> 00:20:30.000]  都要靠著神的能力為福音的緣故
[00:20:30.000 --> 00:20:32.000]  與我同受苦難
[00:20:32.000 --> 00:20:34.000]  神拯救了我們
[00:20:34.000 --> 00:20:37.000]  以聖召呼召我們
[00:20:37.000 --> 00:20:39.000]  不是按照我們的行為
[00:20:39.000 --> 00:20:42.000]  而是按照自己的意旨和恩典
[00:20:42.000 --> 00:20:45.000]  這恩典是他在萬世以前
[00:20:45.000 --> 00:20:48.000]  在基督耶穌裡賜給我們的
[00:20:48.000 --> 00:20:52.000]  而今藉著我們救主基督耶穌的顯現
[00:20:52.000 --> 00:20:54.000]  才顯明出來
[00:20:54.000 --> 00:20:56.000]  他一方面除掉了死亡
[00:20:56.000 --> 00:20:58.000]  另一方面藉著福音
[00:20:58.000 --> 00:21:01.000]  把生命和不留彰顯出來
[00:21:01.000 --> 00:21:03.000]  為這福音
[00:21:03.000 --> 00:21:07.000]  我奉派作傳道者使徒和教師
[00:21:07.000 --> 00:21:11.000]  我又為這緣故而受了這些苦
[00:21:11.000 --> 00:21:13.000]  但我不以為止
[00:21:13.000 --> 00:21:17.000]  因為我知道自己所相信的是誰
[00:21:17.000 --> 00:21:22.000]  也深信他能夠保守我所託付他的
