
[00:00:00.000 --> 00:00:03.000]  如果今天有些未信耶穌的朋友
[00:03:35.100 --> 00:03:36.400]  所以讀多了一個學位
[00:03:36.400 --> 00:03:38.040]  我不是因為好奇喜歡讀書
[00:03:38.040 --> 00:03:39.540]  所以讀多了一個學位
[00:03:39.540 --> 00:03:42.140]  因為我知道在中國的思想裡面
[00:03:42.140 --> 00:03:44.940]  對人性的了解是最深刻的
[00:03:44.940 --> 00:03:46.840]  因為我知道在中國的思想裡面
[00:03:46.840 --> 00:03:48.740]  對人性的了解是最深刻的
[00:03:48.740 --> 00:03:50.280]  所以我一定要去研究
[00:03:50.280 --> 00:03:51.380]  所以我一定要研究
[00:03:51.380 --> 00:03:52.980]  就是研究人是善的
[00:03:52.980 --> 00:03:53.900]  因為是惡的
[00:03:53.900 --> 00:03:56.180]  就是研究人是善的還是惡的
[00:03:56.180 --> 00:03:57.980]  人為甚麼會善 又為甚麼會惡
[00:03:57.980 --> 00:04:00.540]  人為甚麼會善 又為甚麼會惡
[00:04:00.540 --> 00:04:02.840]  所以我就決定再讀一個博士學位
[00:04:02.840 --> 00:04:04.780]  其實是很辛苦的
[00:04:04.780 --> 00:04:05.540]  其實很辛苦
[00:04:05.540 --> 00:04:07.640]  但是我還是決定再練一個博士學位
[00:04:07.640 --> 00:04:09.540]  一邊工作 一邊教學
[00:04:09.540 --> 00:04:11.440]  一邊工作 一邊教學
[00:04:11.440 --> 00:04:13.140]  還有如果你知道一點我的背景
[00:04:13.140 --> 00:04:15.400]  那時我太太一直癌症
[00:04:15.400 --> 00:04:17.200]  如果你稍微知道我的背景的話
[00:04:17.200 --> 00:04:20.240]  那時我太太一直患有癌症
[00:04:20.240 --> 00:04:22.300]  我始終沒有放棄
[00:04:22.300 --> 00:04:23.940]  但我始終沒有放棄
[00:04:23.940 --> 00:04:27.040]  如果你是中國哲學的朋友
[00:04:27.040 --> 00:04:30.440]  你會知道我跟的一個老師
[00:04:30.440 --> 00:04:31.980]  如果你是念中國哲學的朋友
[00:04:31.980 --> 00:04:34.380]  你會知道我跟過一個老師
[00:04:34.380 --> 00:04:37.480]  我的博士論文的指導老師就是
[00:04:37.480 --> 00:04:41.140]  已故很著名的盧思光先生
[00:04:41.140 --> 00:04:42.640]  我已故博士論文的導師
[00:04:42.640 --> 00:04:46.240]  就是一位很著名的已故盧思光先生
[00:04:46.240 --> 00:04:50.040]  盧思光教授是老東德勒
[00:04:50.040 --> 00:04:54.040]  盧思光教授在這方面他是很深刻的
[00:04:54.040 --> 00:04:56.340]  盧思光教授他在這方面是很深刻的
[00:04:56.340 --> 00:04:58.380]  我求他收我做徒弟的
[00:04:58.380 --> 00:05:00.140]  我求他收我做徒弟的
[00:05:00.140 --> 00:05:02.480]  他本來已經退休不收徒弟的了
[00:05:02.480 --> 00:05:04.400]  他本來已經退休不收徒弟的
[00:05:04.400 --> 00:05:06.940]  所以我是他的關門弟子
[00:05:06.940 --> 00:05:08.580]  你知道什麼叫關門弟子嗎?
[00:05:08.580 --> 00:05:10.480]  就是收了你以後都不再收
[00:05:10.480 --> 00:05:12.480]  所以我是他的關門弟子
[00:05:12.480 --> 00:05:14.240]  大家知道什麼叫關門弟子
[00:05:14.240 --> 00:05:16.100]  就是你是最後一個再也不收徒弟了
[00:05:16.100 --> 00:05:19.140]  我就是想要解決這個問題
[00:05:19.140 --> 00:05:21.100]  我就是因為想要解決這個問題
[00:05:21.100 --> 00:05:23.940]  所以這本書是很用心寫的
[00:05:23.940 --> 00:05:25.600]  所以這本書我是很用心去寫的
[00:05:25.600 --> 00:05:26.940]  我不是現在要來推介你
[00:05:26.940 --> 00:05:29.100]  你都買吧 全買了它 不是
[00:05:29.100 --> 00:05:30.140]  真的我想告訴你
[00:05:30.140 --> 00:05:32.640]  這個是我的心很想做的
[00:05:32.640 --> 00:05:35.400]  我不是因為要推薦大家去買這本書
[00:05:35.400 --> 00:05:37.380]  而是因為真的這是我的心裏面
[00:05:37.380 --> 00:05:38.940]  很想去完成的一件事情
[00:05:38.940 --> 00:05:40.340]  今天的時間不多
[00:05:40.340 --> 00:05:41.540]  今天時間不多
[00:05:41.540 --> 00:05:45.540]  所以我就不會全部這本書裏面的說話
[00:05:45.540 --> 00:05:46.880]  內容都講 好嗎?
[00:05:46.880 --> 00:05:49.640]  所以我不會將整本書的內容都說一遍
[00:05:49.640 --> 00:05:50.980]  選一些我覺得值得
[00:05:50.980 --> 00:05:54.340]  和大家在這個短短的時間一起分享的東西
[00:05:54.340 --> 00:05:56.640]  挑一些短短的在這個時間裏面
[00:05:56.640 --> 00:05:58.200]  能夠適合跟大家分享的
[00:05:58.200 --> 00:06:00.640]  我又真的很想就不要過時
[00:06:00.640 --> 00:06:01.440]  不要太長
[00:06:01.440 --> 00:06:03.740]  我很想不要超時 不要太長
[00:06:03.740 --> 00:06:07.380]  所以我就希望大家真的有些機會
[00:06:07.380 --> 00:06:08.980]  可以提出你的問題
[00:06:08.980 --> 00:06:11.280]  你可以把它寫在紙上
[00:06:11.280 --> 00:06:13.180]  就這樣傳出來就可以了
[00:06:13.180 --> 00:06:15.880]  我也很想有機會大家能夠提些問題
[00:06:15.880 --> 00:06:17.880]  大家可以把它寫在小紙條上
[00:06:17.880 --> 00:06:19.000]  然後傳遞上來
[00:06:19.000 --> 00:06:19.980]  不用寫你的名字
[00:06:19.980 --> 00:06:22.180]  不要緊 我們大家在真理上追尋而已
[00:06:22.180 --> 00:06:23.980]  不用寫名字 大家不要緊
[00:06:23.980 --> 00:06:25.280]  我們在真理上追尋
[00:06:25.280 --> 00:06:26.780]  那我要控制這個
[00:06:26.780 --> 00:06:28.980]  因為我跳著來講
[00:06:28.980 --> 00:06:31.240]  因為我要跳著一點不會講完
[00:06:31.240 --> 00:06:32.680]  所以我用這個
[00:06:32.680 --> 00:06:34.980]  我要控制這個 袁光輝
[00:06:34.980 --> 00:06:36.980]  因為我要跳著來說的
[00:06:36.980 --> 00:06:40.580]  如果你想要這個全國的大綱
[00:06:40.580 --> 00:06:42.680]  或者教會可以給到你
[00:06:42.680 --> 00:06:44.780]  不過我今天會講其中一些的部分
[00:06:44.780 --> 00:06:46.380]  我今天會說其中的一部分
[00:06:46.380 --> 00:06:48.380]  如果大家想要全部的大綱
[00:06:48.380 --> 00:06:49.580]  教會應該可以提供
[00:06:49.580 --> 00:06:52.980]  剛才我們講了人性那種善良
[00:06:52.980 --> 00:06:55.580]  和醜惡的矛盾
[00:06:55.580 --> 00:06:56.580]  剛才我們說到了
[00:06:56.580 --> 00:06:59.380]  人性的善良與醜惡的矛盾
[00:06:59.380 --> 00:07:01.480]  我就從這裏開始
[00:07:01.480 --> 00:07:03.380]  為甚麼人會是這樣
[00:07:03.380 --> 00:07:04.580]  我們就從這裏開始
[00:07:04.580 --> 00:07:07.080]  為甚麼人會是這樣子的
[00:07:07.080 --> 00:07:09.180]  如果我們先從一個
[00:07:09.180 --> 00:07:13.480]  哲學和道德心理學的角度來看
[00:07:13.480 --> 00:07:17.380]  我們先從一個哲學和道德心理學的角度來看
[00:07:17.380 --> 00:07:22.680]  原來我們很多學者的研究裏面
[00:07:22.680 --> 00:07:26.780]  原來我們很多學者的研究裏面
[00:07:26.780 --> 00:07:28.680]  一個人有很多面
[00:07:28.680 --> 00:07:30.680]  一個人是有很多方面的
[00:07:30.680 --> 00:07:34.980]  事實上你說人性本善
[00:07:34.980 --> 00:07:37.080]  一個人性本惡
[00:07:37.080 --> 00:07:39.080]  本身都是不完全
[00:07:39.080 --> 00:07:41.980]  事實上你說人性本善
[00:07:41.980 --> 00:07:43.580]  還是人性本惡
[00:07:43.580 --> 00:07:46.180]  這本身都不是完全的
[00:07:46.180 --> 00:07:47.580]  大家可能都知道
[00:07:47.580 --> 00:07:48.780]  如果講人性本善
[00:07:48.780 --> 00:07:51.980]  是我們中國的傳統的看法
[00:07:51.980 --> 00:07:53.580]  大家知道人性本善
[00:07:53.580 --> 00:07:55.280]  這是我們中國傳統的看法
[00:07:55.280 --> 00:07:56.780]  尤其是儒家的思想
[00:07:56.780 --> 00:07:58.280]  尤其是儒家的思想
[00:07:58.280 --> 00:08:00.180]  人性本惡呢
[00:08:00.180 --> 00:08:01.680]  人性本惡呢
[00:08:01.680 --> 00:08:03.180]  很多人一聽見的時候
[00:08:03.180 --> 00:08:05.280]  就會想起基督教的看法
[00:08:05.280 --> 00:08:07.080]  很多人一聽到就會想起
[00:08:07.080 --> 00:08:08.380]  這是基督教的看法
[00:08:08.380 --> 00:08:10.080]  因為我們有原罪
[00:08:10.080 --> 00:08:11.280]  因為我們有原罪
[00:08:11.280 --> 00:08:12.580]  original sin
[00:08:12.580 --> 00:08:13.480]  是original sin
[00:08:13.480 --> 00:08:14.980]  生下來就有罪
[00:08:14.980 --> 00:08:16.180]  我們生下來就有罪
[00:08:16.180 --> 00:08:17.780]  所以我們犯罪是必然的
[00:08:17.780 --> 00:08:19.580]  所以我們犯罪是必然的
[00:08:19.580 --> 00:08:21.780]  在我本書裏面
[00:08:21.780 --> 00:08:23.580]  就會花了一些的時間
[00:08:23.580 --> 00:08:24.780]  一些的部分
[00:08:24.780 --> 00:08:28.980]  是會處理這兩個的看法
[00:08:28.980 --> 00:08:30.180]  在我們的書裏面
[00:08:30.180 --> 00:08:33.880]  我會花了一些時間和篇幅
[00:08:33.880 --> 00:08:35.480]  去處理這個看法
[00:08:35.480 --> 00:08:37.280]  我比較大膽的就說
[00:08:37.280 --> 00:08:40.280]  人性本善是錯的
[00:08:40.280 --> 00:08:41.580]  我比較大膽的說
[00:08:41.580 --> 00:08:43.480]  人性本善是錯的
[00:08:43.480 --> 00:08:46.080]  這麼久幾千年
[00:08:46.080 --> 00:08:48.480]  中國去論證
[00:08:48.480 --> 00:08:49.980]  說人性是本善
[00:08:49.980 --> 00:08:53.280]  這些論點是不成立的
[00:08:53.280 --> 00:08:54.480]  這麼久以來幾千年
[00:08:54.480 --> 00:08:56.780]  中國論證人性本善的
[00:08:56.780 --> 00:08:58.780]  這些論點是成立不下的
[00:08:58.780 --> 00:09:00.280]  寬恕我今天沒有時間
[00:09:00.280 --> 00:09:01.680]  你看回本書就知道
[00:09:01.680 --> 00:09:03.780]  我沒有時間慢慢來處理這件事
[00:09:03.780 --> 00:09:05.280]  我覺得如果講這些
[00:09:05.280 --> 00:09:07.280]  就不夠時間講其它
[00:09:07.280 --> 00:09:07.980]  大家請原諒我
[00:09:07.980 --> 00:09:09.280]  今天因為時間關係
[00:09:09.280 --> 00:09:10.480]  不能詳細的說
[00:09:10.480 --> 00:09:11.880]  大家看看書
[00:09:11.880 --> 00:09:13.980]  不過又或者嚇著基督徒
[00:09:13.980 --> 00:09:15.880]  我在本書裏面繼續說
[00:09:15.880 --> 00:09:18.280]  人性本惡都是錯的
[00:09:18.280 --> 00:09:20.980]  為了不要嚇壞基督徒
[00:09:20.980 --> 00:09:22.380]  我在書裏面都會說
[00:09:22.380 --> 00:09:24.780]  人性本惡這本身也是錯的
[00:09:24.780 --> 00:09:26.080]  自從一千五百年前
[00:09:26.080 --> 00:09:30.480]  奧古斯丁提出原罪的看法的時候
[00:09:30.480 --> 00:09:31.680]  自從一千五百年前
[00:09:31.680 --> 00:09:34.680]  奧古斯丁提出原罪這個看法的時候
[00:09:34.680 --> 00:09:39.580]  到今天在這個原罪的看法上面
[00:09:39.580 --> 00:09:41.880]  都有錯誤
[00:09:41.880 --> 00:09:45.280]  在原罪這個看法上都有錯誤
[00:09:45.280 --> 00:09:48.080]  所以是值得我們去批評
[00:09:48.080 --> 00:09:50.080]  所以是值得我們去批判的
[00:09:50.080 --> 00:09:53.280]  那你說究竟怎麼可以講到這些東西的
[00:09:53.280 --> 00:09:55.580]  那你就看我的書吧
[00:09:55.580 --> 00:09:56.680]  哇 大家會說
[00:09:56.680 --> 00:09:59.080]  你究竟怎麼會說到這些東西的
[00:09:59.080 --> 00:10:00.980]  大家回去看看我的書吧
[00:10:00.980 --> 00:10:04.280]  好 我不去處理這兩件事
[00:10:04.280 --> 00:10:07.180]  不過我們現在先下去
[00:10:07.180 --> 00:10:08.380]  首先我們發覺
[00:10:08.380 --> 00:10:10.980]  原來在一個
[00:10:10.980 --> 00:10:12.780]  現在在過去這二十年
[00:10:12.780 --> 00:10:16.380]  有一個很重要的學術上的發展
[00:10:16.380 --> 00:10:18.480]  我們先看看在過去這二十年
[00:10:18.480 --> 00:10:20.680]  在學術上有個很重要的發展
[00:10:20.680 --> 00:10:22.580]  在西方的研究裏面
[00:10:22.580 --> 00:10:24.680]  有一個叫做道德的心理學
[00:10:24.680 --> 00:10:28.180]  Moral Psychology的一個學科
[00:10:28.180 --> 00:10:29.480]  在西方的研究裏面
[00:10:29.480 --> 00:10:32.380]  有一科叫道德心理學
[00:10:32.380 --> 00:10:36.280]  比較嚴謹的實驗和觀察
[00:10:36.280 --> 00:10:39.180]  去統計去研究人的道德的善
[00:10:39.180 --> 00:10:42.580]  或者惡的原因和力量在哪裡出來
[00:10:42.580 --> 00:10:45.080]  比較完善的去研究討論一下
[00:10:45.080 --> 00:10:49.180]  人的裏面的道德是根本從哪裡出來的
[00:10:49.180 --> 00:10:50.980]  在他們的結果裏面
[00:10:50.980 --> 00:10:54.180]  差不多肯定了有兩個的現象
[00:10:54.180 --> 00:10:55.380]  在他們的結果裏面
[00:10:55.380 --> 00:10:57.580]  幾乎肯定了有兩種現象
[00:10:57.580 --> 00:11:02.880]  人的德性是有他一種不穩定性的instability
[00:11:02.880 --> 00:11:05.580]  人的德性是有他的一種不穩定性
[00:11:05.580 --> 00:11:07.880]  就是說一個人好或者壞
[00:11:07.880 --> 00:11:10.280]  他不是說事上那麼好的
[00:11:10.280 --> 00:11:11.480]  有時候他會好
[00:11:11.480 --> 00:11:13.280]  一轉頭他會變壞的
[00:11:13.280 --> 00:11:16.180]  就是說一個人的好與壞不太穩定
[00:11:16.180 --> 00:11:17.380]  他有時候會很好
[00:11:17.380 --> 00:11:19.380]  一轉過來他又會變成很壞
[00:11:19.380 --> 00:11:20.580]  剛才我說了是不是
[00:11:20.580 --> 00:11:23.580]  我們發覺有時候你自己都會是這樣
[00:11:23.580 --> 00:11:24.980]  很多人更加是這樣
[00:11:24.980 --> 00:11:25.880]  剛才我已經說過了
[00:11:25.880 --> 00:11:27.280]  有時候你自己都會這樣
[00:11:27.280 --> 00:11:28.980]  很多人都會是這樣子
[00:11:28.980 --> 00:11:31.180]  在某一些場合裏面
[00:11:31.180 --> 00:11:34.580]  他會很有禮貌、很仁慈
[00:11:34.580 --> 00:11:35.580]  他不是假的
[00:11:35.580 --> 00:11:38.680]  他真是衷心去幫助人的
[00:11:38.680 --> 00:11:41.580]  在某一些場合他會很仁慈、很友善
[00:11:41.580 --> 00:11:42.580]  他不是假的
[00:11:42.580 --> 00:11:44.780]  他真的是衷心去幫助別人的
[00:11:44.780 --> 00:11:47.580]  一轉頭到晚上在另外一個場合裏面
[00:11:47.580 --> 00:11:49.180]  他變成另外一個人這樣
[00:11:49.180 --> 00:11:50.380]  那轉過來到了晚上
[00:11:50.380 --> 00:11:53.580]  在另一些場合他好像變了另一個人
[00:11:53.580 --> 00:11:55.080]  又刻薄又沒有原則
[00:11:55.080 --> 00:11:56.580]  又刻薄又沒有原則
[00:11:56.580 --> 00:11:58.580]  又甚至是狡猾
[00:11:58.580 --> 00:11:59.880]  又甚至是狡猾
[00:11:59.880 --> 00:12:03.580]  這個就是所謂的不穩定性的不穩定性
[00:12:03.580 --> 00:12:06.880]  這就是所謂的不穩定性
[00:12:06.880 --> 00:12:08.880]  第二
[00:12:08.880 --> 00:12:10.480]  第二個
[00:12:10.480 --> 00:12:12.980]  一個研究結論說
[00:12:12.980 --> 00:12:15.080]  人在美德上面
[00:12:15.080 --> 00:12:16.780]  有一種不一致性
[00:12:16.780 --> 00:12:18.380]  inconsistency
[00:12:18.380 --> 00:12:21.280]  這種研究發現人在美德上面
[00:12:21.280 --> 00:12:23.880]  擁有一種不一致性
[00:12:23.880 --> 00:12:25.780]  不一致性的意思就是說
[00:12:25.780 --> 00:12:28.480]  不是一個人的時間上面變動
[00:12:28.480 --> 00:12:29.680]  不一致性就是說
[00:12:29.680 --> 00:12:31.480]  不是在時間上的變動
[00:12:31.480 --> 00:12:33.680]  由好又變成壞 壞又變回好
[00:12:33.680 --> 00:12:36.180]  從好變成壞 壞又變成好
[00:12:36.180 --> 00:12:38.980]  而是他在某一些的美德
[00:12:38.980 --> 00:12:40.380]  就是virtual上面
[00:12:40.380 --> 00:12:42.180]  有些美德他會是很好
[00:12:42.180 --> 00:12:44.580]  但是在另外一方面他會是很差的
[00:12:44.580 --> 00:12:46.980]  而是說在美德上面
[00:12:46.980 --> 00:12:48.580]  他有些美德會很好
[00:12:48.580 --> 00:12:51.280]  而在另一方面他又可能會很差
[00:12:51.280 --> 00:12:53.080]  其中一個很典型的例子
[00:12:53.080 --> 00:12:55.880]  歷代很多暴君是很殘酷的
[00:12:55.880 --> 00:12:57.480]  其中很多典型的例子
[00:12:57.480 --> 00:12:59.080]  就是歷代的很多暴君
[00:12:59.080 --> 00:13:00.580]  他們是很殘酷的
[00:13:00.580 --> 00:13:02.680]  哇 真是無所不用其極的
[00:13:02.680 --> 00:13:05.480]  去虐待那些敵人和對手
[00:13:05.480 --> 00:13:08.680]  無所不用其極的去虐待敵人和對手
[00:13:08.680 --> 00:13:10.380]  我們經常說
[00:13:10.380 --> 00:13:11.880]  你真是衣冠禽獸
[00:13:11.880 --> 00:13:13.980]  其實說得太過輕鬆了
[00:13:13.980 --> 00:13:15.980]  我們說他衣冠禽獸
[00:13:15.980 --> 00:13:16.980]  都說得太輕鬆了
[00:13:16.980 --> 00:13:19.080]  有時人那種的恐怖
[00:13:19.080 --> 00:13:20.480]  那種的殘酷
[00:13:20.480 --> 00:13:21.880]  野獸都做不出 是吧
[00:13:21.880 --> 00:13:24.080]  有時候人的恐怖殘酷
[00:13:24.080 --> 00:13:25.480]  是野獸也做不出來的
[00:13:25.480 --> 00:13:28.480]  歷代酷刑那些生也不行 死也不行
[00:13:28.480 --> 00:13:30.380]  那些這樣拿來做娛樂
[00:13:30.380 --> 00:13:31.480]  真是可怕
[00:13:31.480 --> 00:13:33.380]  像歷代裏面的酷刑
[00:13:33.380 --> 00:13:34.680]  不生不死
[00:13:34.680 --> 00:13:37.080]  求生不得 求死不能的那種可怕
[00:13:37.080 --> 00:13:37.680]  可怕
[00:13:37.680 --> 00:13:40.080]  森林裏面的獅子老虎都不會這樣做
[00:13:40.080 --> 00:13:42.480]  森林裏面的獅子老虎都不會這麼做
[00:13:42.480 --> 00:13:44.580]  那些暴君是最可怕的
[00:13:44.580 --> 00:13:46.480]  那些暴君是最可怕的
[00:13:46.480 --> 00:13:50.080]  他在這個和其他人的相處裏面會是這樣
[00:13:50.080 --> 00:13:53.480]  但可能他是一個很磁場的父親
[00:13:53.480 --> 00:13:55.880]  他在這一方面跟其他人相處是這樣
[00:13:55.880 --> 00:13:56.980]  但另一方面
[00:13:56.980 --> 00:13:59.480]  他有可能是一位很慈祥的父親
[00:13:59.480 --> 00:14:03.080]  他為了他的子女可以犧牲他自己
[00:14:03.080 --> 00:14:05.080]  甚至犧牲他自己的生命
[00:14:05.080 --> 00:14:06.080]  他為了他的兒女
[00:14:06.080 --> 00:14:09.380]  他可以犧牲 甚至犧牲他的生命
[00:14:09.380 --> 00:14:10.280]  你明不明白
[00:14:10.280 --> 00:14:11.980]  這方面很偉大
[00:14:11.980 --> 00:14:14.180]  但那方面是很醜陋
[00:14:14.180 --> 00:14:14.980]  大家明白嗎
[00:14:14.980 --> 00:14:16.080]  他一方面很偉大
[00:14:16.080 --> 00:14:18.680]  但是另一方面卻又很醜陋
[00:14:18.680 --> 00:14:21.480]  有時候我們發覺一個人他是很磁場
[00:14:21.480 --> 00:14:23.280]  很有仁愛的心
[00:14:23.280 --> 00:14:25.780]  有時候我們發現一個人他是很慈祥
[00:14:25.780 --> 00:14:27.280]  很有仁愛的心
[00:14:27.280 --> 00:14:30.180]  但是在某些正義的問題上面
[00:14:30.180 --> 00:14:33.180]  他完全是退縮和逃避
[00:14:33.180 --> 00:14:36.080]  甚至是欺騙自己
[00:14:36.080 --> 00:14:38.080]  但是在有些的問題上
[00:14:38.080 --> 00:14:40.180]  他又完全是退縮、逃避
[00:14:40.180 --> 00:14:42.480]  甚至是欺騙自己
[00:14:42.480 --> 00:14:45.880]  有些人他可以是一個勇敢
