
[00:00:00.000 --> 00:00:06.000]  我要傳講的題目就是相從的因緣
[00:02:26.000 --> 00:02:27.000]  已經長成了
[00:02:27.000 --> 00:02:29.000]  可以結果治
[00:02:29.000 --> 00:02:31.000]  可以負擔責任
[00:02:31.000 --> 00:02:34.000]  可以為主有所作為
[00:02:34.000 --> 00:02:38.000]  可以榮耀神
[00:02:38.000 --> 00:02:42.000]  而且滿有主的樣式
[00:02:42.000 --> 00:02:44.000]  耶穌基督的生命
[00:02:44.000 --> 00:02:45.000]  在我們的裏面
[00:02:45.000 --> 00:02:46.000]  我們的身上
[00:02:46.000 --> 00:02:48.000]  我們的生活中
[00:02:48.000 --> 00:02:50.000]  長大成人
[00:02:50.000 --> 00:02:55.000]  滿有耶穌基督長生的生命
[00:02:55.000 --> 00:02:56.000]  緊記住
[00:02:56.000 --> 00:02:58.000]  一個一個小基督
[00:02:58.000 --> 00:03:00.000]  一個一個小基督
[00:03:00.000 --> 00:03:01.000]  基督徒
[00:03:01.000 --> 00:03:03.000]  每一位每一位
[00:03:03.000 --> 00:03:05.000]  是一個小基督
[00:03:05.000 --> 00:03:07.000]  基督徒
[00:03:07.000 --> 00:03:09.000]  原文的意思就是
[00:03:09.000 --> 00:03:11.000]  基督加一個人字
[00:03:11.000 --> 00:03:12.000]  基督人
[00:03:12.000 --> 00:03:13.000]  基督人
[00:03:13.000 --> 00:03:15.000]  這個人對耶穌基督得著
[00:03:15.000 --> 00:03:16.000]  對他充滿
[00:03:16.000 --> 00:03:18.000]  而且學習
[00:03:18.000 --> 00:03:19.000]  跟從著
[00:03:19.000 --> 00:03:21.000]  長著
[00:03:21.000 --> 00:03:24.000]  他有一個光榮的
[00:03:24.000 --> 00:03:25.000]  墾頭
[00:03:25.000 --> 00:03:27.000]  最高的墾頭
[00:03:27.000 --> 00:03:29.000]  小基督
[00:03:29.000 --> 00:03:30.000]  耶穌基督的門徒
[00:03:30.000 --> 00:03:33.000]  是一個像耶穌基督的人
[00:03:33.000 --> 00:03:35.000]  豐盛的生命
[00:03:35.000 --> 00:03:37.000]  生命
[00:03:37.000 --> 00:03:38.000]  可能稱為
[00:03:38.000 --> 00:03:41.000]  僅僅得教生命
[00:03:41.000 --> 00:03:43.000]  但是豐盛的生命
[00:03:43.000 --> 00:03:46.000]  是結滿果子的生命
[00:03:46.000 --> 00:03:47.000]  榮耀的生命
[00:03:47.000 --> 00:03:49.000]  有座位的生命
[00:03:49.000 --> 00:03:51.000]  信可以使用的生命
[00:03:51.000 --> 00:03:53.000]  多麼榮耀
[00:03:53.000 --> 00:03:55.000]  多麼寶貴
[00:03:55.000 --> 00:03:56.000]  緊接受
[00:03:56.000 --> 00:03:58.000]  我們沒有停止
[00:03:58.000 --> 00:04:00.000]  僅僅得教
[00:04:00.000 --> 00:04:02.000]  希望每一位弟兄姊妹
[00:04:02.000 --> 00:04:03.000]  有一個心志
[00:04:03.000 --> 00:04:06.000]  我不只僅僅得教
[00:04:06.000 --> 00:04:08.000]  滅亡而已
[00:04:08.000 --> 00:04:09.000]  我又立志
[00:04:09.000 --> 00:04:11.000]  我又被主愛
[00:04:11.000 --> 00:04:14.000]  剛剛我們聖餐所紀念的主大愛
[00:04:14.000 --> 00:04:15.000]  受激勵
[00:04:15.000 --> 00:04:16.000]  來追求
[00:04:16.000 --> 00:04:17.000]  繼續追求
[00:04:17.000 --> 00:04:20.000]  以至得到豐盛的生命
[00:04:20.000 --> 00:04:22.000]  這是主的生意
[00:04:22.000 --> 00:04:25.000]  我們願意滿足祂的生意
[00:04:25.000 --> 00:04:28.000]  在我們的身上
[00:04:28.000 --> 00:04:30.000]  第二方面
[00:04:30.000 --> 00:04:31.000]  我們看見
[00:04:31.000 --> 00:04:33.000]  耶穌基督對我們
[00:04:33.000 --> 00:04:37.000]  相同形式的恩典
[00:04:37.000 --> 00:04:39.000]  一方面主
[00:04:39.000 --> 00:04:41.000]  我們看十四字
[00:04:41.000 --> 00:04:43.000]  十四字
[00:04:43.000 --> 00:04:45.000]  我是好牧人
[00:04:45.000 --> 00:04:47.000]  我認識我的羊
[00:04:47.000 --> 00:04:51.000]  我的羊也認識我
[00:04:51.000 --> 00:04:53.000]  耶穌基督是好牧人
[00:04:53.000 --> 00:04:56.000]  祂認識祂的人
[00:04:56.000 --> 00:04:59.000]  這個是群體的認識
[00:04:59.000 --> 00:05:03.000]  這個是籠統的認識
[00:05:03.000 --> 00:05:04.000]  但是呢
[00:05:04.000 --> 00:05:08.000]  另外有一個個別的認識
[00:05:08.000 --> 00:05:12.000]  我們看第三句
[00:05:12.000 --> 00:05:14.000]  看門的就給他開門
[00:05:14.000 --> 00:05:16.000]  羊也聽他的聲音
[00:05:16.000 --> 00:05:19.000]  他按著鳴叫自己的羊
[00:05:19.000 --> 00:05:21.000]  把羊領出來
[00:05:21.000 --> 00:05:24.000]  他按著每一隻羊的鳴
[00:05:24.000 --> 00:05:26.000]  叫牠
[00:05:26.000 --> 00:05:27.000]  將牠帶出來
[00:05:27.000 --> 00:05:28.000]  編牠
[00:05:28.000 --> 00:05:29.000]  餵牠
[00:05:29.000 --> 00:05:32.000]  牧牠
[00:05:32.000 --> 00:05:38.000]  牠不只是籠統地認識牠的羊
[00:05:38.000 --> 00:05:42.000]  牠認識每一隻羊
[00:05:42.000 --> 00:05:44.000]  個別的認識
[00:05:44.000 --> 00:05:46.000]  我記得有一次
[00:05:46.000 --> 00:05:49.000]  到美國新丹
[00:05:49.000 --> 00:05:53.000]  使用的過去一代的
[00:05:53.000 --> 00:05:54.000]  佈道家
[00:05:54.000 --> 00:05:56.000]  牧田先生
[00:05:56.000 --> 00:05:58.000]  DL牧田
[00:05:58.000 --> 00:06:01.000]  有一次他去聖地
[00:06:01.000 --> 00:06:04.000]  他聽聞聖地的牧人
[00:06:04.000 --> 00:06:06.000]  認識自己的羊
[00:06:06.000 --> 00:06:09.000]  每一隻羊的名字
[00:06:09.000 --> 00:06:11.000]  他有個名字
[00:06:11.000 --> 00:06:13.000]  他想考驗一下
[00:06:13.000 --> 00:06:15.000]  是不是真的
[00:06:15.000 --> 00:06:16.000]  他去的時候
[00:06:16.000 --> 00:06:17.000]  看到一個牧羊羊
[00:06:17.000 --> 00:06:18.000]  他問牠
[00:06:18.000 --> 00:06:20.000]  你的羊是不是每一次
[00:06:20.000 --> 00:06:21.000]  你給牠起了個名字呢
[00:06:21.000 --> 00:06:22.000]  牠說是
[00:06:22.000 --> 00:06:26.000]  那你試試給我看
[00:06:26.000 --> 00:06:28.000]  那個牧羊說
[00:06:28.000 --> 00:06:29.000]  Peter
[00:06:29.000 --> 00:06:30.000]  好奇
[00:06:30.000 --> 00:06:31.000]  他用神經的名字
[00:06:31.000 --> 00:06:33.000]  Peter
[00:06:33.000 --> 00:06:37.000]  佈田先生到處小心看著
[00:06:37.000 --> 00:06:38.000]  果然
[00:06:38.000 --> 00:06:40.000]  一隻羊在吃東西
[00:06:40.000 --> 00:06:42.000]  聽到牠的聲音
[00:06:42.000 --> 00:06:44.000]  停止吃東西
[00:06:44.000 --> 00:06:45.000]  抬頭
[00:06:45.000 --> 00:06:46.000]  來看
[00:06:46.000 --> 00:06:49.000]  都沒有人
[00:06:49.000 --> 00:06:51.000]  佈田先生知道
[00:06:51.000 --> 00:06:54.000]  是真實的一件事
[00:06:54.000 --> 00:06:55.000]  很沒有人
[00:06:55.000 --> 00:06:57.000]  認識自己的人
[00:06:57.000 --> 00:06:59.000]  有一次我這樣說的時候
[00:06:59.000 --> 00:07:01.000]  有個弟兄
[00:07:01.000 --> 00:07:03.000]  他去了聖地
[00:07:03.000 --> 00:07:04.000]  回來
[00:07:04.000 --> 00:07:05.000]  他說
[00:07:05.000 --> 00:07:06.000]  你說得對
[00:07:06.000 --> 00:07:10.000]  我也有同樣的發現
[00:07:10.000 --> 00:07:13.000]  只清楚的認識
[00:07:13.000 --> 00:07:16.000]  他們每一隻羊
[00:07:16.000 --> 00:07:20.000]  只對我們認識得很周全
[00:07:20.000 --> 00:07:21.000]  很深入
[00:07:21.000 --> 00:07:23.000]  很清楚
[00:07:23.000 --> 00:07:25.000]  我們所有的需要
[00:07:25.000 --> 00:07:27.000]  我們所有的弱點
[00:07:27.000 --> 00:07:30.000]  我們所有的特性
[00:07:30.000 --> 00:07:33.000]  都清楚的知道
[00:07:33.000 --> 00:07:36.000]  他按照每一隻羊的需要
[00:07:36.000 --> 00:07:38.000]  來看顧牠
[00:07:38.000 --> 00:07:40.000]  來餵養牠
[00:07:40.000 --> 00:07:41.000]  來牧養牠
[00:07:41.000 --> 00:07:43.000]  來扶持牠
[00:07:43.000 --> 00:07:46.000]  來栽培牠
[00:07:46.000 --> 00:07:47.000]  緊記
[00:07:47.000 --> 00:07:49.000]  好像一個母親
[00:07:49.000 --> 00:07:53.000]  認識她每一個子女
[00:07:53.000 --> 00:07:56.000]  都是個別的認識
[00:07:56.000 --> 00:07:58.000]  不是籠統的認識
[00:07:58.000 --> 00:08:00.000]  我有十個兒子
[00:08:00.000 --> 00:08:02.000]  記得十個就行了
[00:08:02.000 --> 00:08:03.000]  不是
[00:08:03.000 --> 00:08:04.000]  每一個兒子
[00:08:04.000 --> 00:08:07.000]  對牠是百分之百的重要
[00:08:07.000 --> 00:08:09.000]  很貴
[00:08:09.000 --> 00:08:11.000]  我們很無人
[00:08:11.000 --> 00:08:15.000]  耶穌基督就是這樣
[00:08:15.000 --> 00:08:18.000]  第三方面相同的因點
[00:08:18.000 --> 00:08:21.000]  就是相同的引導
[00:08:21.000 --> 00:08:27.000]  我們看第四節
[00:08:27.000 --> 00:08:29.000]  放出自己的羊來
[00:08:29.000 --> 00:08:31.000]  就在前頭走
[00:08:31.000 --> 00:08:33.000]  羊也跟著牠
[00:08:33.000 --> 00:08:36.000]  因為認得牠的聲音
[00:08:36.000 --> 00:08:37.000]  在這句話裡
[00:08:37.000 --> 00:08:40.000]  母羊把羊放出來的時候
[00:08:40.000 --> 00:08:42.000]  牠引導牠們
[00:08:42.000 --> 00:08:44.000]  怎樣引導呢
[00:08:44.000 --> 00:08:46.000]  兩種方式
[00:08:46.000 --> 00:08:47.000]  第一
[00:08:47.000 --> 00:08:51.000]  用牠的聲音來引導
[00:08:51.000 --> 00:08:54.000]  羊認識母羊的聲音
[00:08:54.000 --> 00:08:56.000]  所以母羊說
[00:08:56.000 --> 00:08:59.000]  用華語引導牠們的時候
[00:08:59.000 --> 00:09:00.000]  指揮牠們的時候
[00:09:00.000 --> 00:09:02.000]  牠們會明白
[00:09:02.000 --> 00:09:05.000]  認得母羊的聲音
[00:09:05.000 --> 00:09:07.000]  聽牠的話
[00:09:07.000 --> 00:09:10.000]  我們是主的羊
[00:09:10.000 --> 00:09:14.000]  我們認識主的聲音
[00:09:14.000 --> 00:09:16.000]  是真理的聲音
[00:09:16.000 --> 00:09:19.000]  是慈愛的聲音
[00:09:19.000 --> 00:09:21.000]  是按照我們各別的需要
[00:09:21.000 --> 00:09:23.000]  而引導的聲音
[00:09:23.000 --> 00:09:25.000]  感謝主
[00:09:25.000 --> 00:09:27.000]  打開聖經
[00:09:27.000 --> 00:09:29.000]  從我們經文裡邊
[00:09:29.000 --> 00:09:34.000]  聽到母羊的溫柔
[00:09:34.000 --> 00:09:38.000]  而明確的聲音
[00:09:38.000 --> 00:09:41.000]  每一天引導我們
[00:09:41.000 --> 00:09:43.000]  走在牠的路上
[00:09:43.000 --> 00:09:46.000]  與牠同行
[00:09:46.000 --> 00:09:49.000]  但是主的引導不止如此
[00:09:49.000 --> 00:09:50.000]  前面說
[00:09:50.000 --> 00:09:52.000]  牠放出來
[00:09:52.000 --> 00:09:56.000]  自己走在羊群的前頭
[00:09:56.000 --> 00:09:58.000]  牠不是站在後面
[00:09:58.000 --> 00:10:02.000]  拿著鞭子來呼和
[00:10:02.000 --> 00:10:03.000]  向前走
[00:10:03.000 --> 00:10:04.000]  不走
[00:10:04.000 --> 00:10:05.000]  打你
[00:10:05.000 --> 00:10:07.000]  不是這樣的
[00:10:07.000 --> 00:10:12.000]  牠自己走在前頭
[00:10:12.000 --> 00:10:14.000]  留下腳趾
[00:10:14.000 --> 00:10:16.000]  被羊群看到
[00:10:16.000 --> 00:10:19.000]  跟上去
[00:10:19.000 --> 00:10:20.000]  單單用聲音
[00:10:20.000 --> 00:10:21.000]  好是好
[00:10:21.000 --> 00:10:23.000]  但不是最好
[00:10:23.000 --> 00:10:26.000]  有時聽得不清楚
[00:10:26.000 --> 00:10:28.000]  不是很具體
[00:10:28.000 --> 00:10:29.000]  我的讀經有時
[00:10:29.000 --> 00:10:32.000]  有很多理論
[00:10:32.000 --> 00:10:34.000]  未必可以體現到
[00:10:34.000 --> 00:10:36.000]  與我們的生活
[00:10:36.000 --> 00:10:39.000]  直接的關係
[00:10:39.000 --> 00:10:40.000]  我們需要
[00:10:40.000 --> 00:10:43.000]  看見主的榜樣
[00:10:43.000 --> 00:10:45.000]  感謝主
[00:10:45.000 --> 00:10:47.000]  主所說的真理
[00:10:47.000 --> 00:10:49.000]  牠都實行出來
[00:10:49.000 --> 00:10:51.000]  牠為我們留下了
[00:10:51.000 --> 00:10:54.000]  美好清楚的榜樣
[00:10:54.000 --> 00:10:57.000]  牠走在前面
[00:10:57.000 --> 00:10:59.000]  牠總是行先一步
[00:10:59.000 --> 00:11:01.000]  留下腳趾榜樣
[00:11:01.000 --> 00:11:03.000]  讓我們跟上去
[00:11:03.000 --> 00:11:05.000]  所以我們讀經的時候
[00:11:05.000 --> 00:11:07.000]  眼前出現一幅
[00:11:07.000 --> 00:11:09.000]  很模樣的圖畫
[00:11:09.000 --> 00:11:11.000]  牠的腳趾是怎樣行的
[00:11:11.000 --> 00:11:13.000]  牠的路是怎樣行的
[00:11:13.000 --> 00:11:15.000]  牠的榜樣留給我們
[00:11:15.000 --> 00:11:17.000]  清楚讓我們知道
[00:11:17.000 --> 00:11:19.000]  我們怎樣行
[00:11:19.000 --> 00:11:21.000]  好具體
[00:11:21.000 --> 00:11:25.000]  好現實
[00:11:25.000 --> 00:11:29.000]  第四方面
[00:11:29.000 --> 00:11:36.000]  牠有個相同樣群的認定
[00:11:36.000 --> 00:11:40.000]  我們看第十六節
[00:11:40.000 --> 00:11:42.000]  我另外有樣
[00:11:42.000 --> 00:11:44.000]  不是這件事的
[00:11:44.000 --> 00:11:46.000]  我必須令他們來
[00:11:46.000 --> 00:11:48.000]  他們也要聽我的聲音
[00:11:48.000 --> 00:11:50.000]  並且要合成一群
[00:11:50.000 --> 00:11:53.000]  歸一個母人
[00:11:53.000 --> 00:11:54.000]  另外好
[00:11:54.000 --> 00:11:55.000]  沒有人說
[00:11:55.000 --> 00:11:57.000]  他另外有樣
[00:11:57.000 --> 00:11:58.000]  意思就是說
[00:11:58.000 --> 00:12:00.000]  當時信耶穌的人
[00:12:00.000 --> 00:12:01.000]  是猶太人
[00:12:01.000 --> 00:12:02.000]  以色列人
[00:12:02.000 --> 00:12:05.000]  他們是以色列人
[00:12:05.000 --> 00:12:07.000]  屬主的樣群
[00:12:07.000 --> 00:12:09.000]  主耶穌說
[00:12:09.000 --> 00:12:11.000]  你們之外
[00:12:11.000 --> 00:12:13.000]  我還有樣群
[00:12:13.000 --> 00:12:15.000]  我另外有樣
[00:12:15.000 --> 00:12:19.000]  不是現在這個樣群裡面的
[00:12:19.000 --> 00:12:22.000]  我都要去
[00:12:22.000 --> 00:12:23.000]  我要去
[00:12:23.000 --> 00:12:26.000]  令他們來
[00:12:26.000 --> 00:12:31.000]  與你們合成一個樣群
[00:12:31.000 --> 00:12:33.000]  我來到
[00:12:33.000 --> 00:12:36.000]  位於同一個母人
[00:12:36.000 --> 00:12:39.000]  人道模樣之下
[00:12:39.000 --> 00:12:41.000]  感謝主耶穌基督
[00:12:41.000 --> 00:12:44.000]  祂是空為世界
[00:12:44.000 --> 00:12:46.000]  祂關心全世界
[00:12:46.000 --> 00:12:47.000]  實喪的人
[00:12:47.000 --> 00:12:49.000]  祂要去
[00:12:49.000 --> 00:12:50.000]  要去尋找
[00:12:50.000 --> 00:12:53.000]  拯救他們
[00:12:53.000 --> 00:12:55.000]  感謝神
[00:12:55.000 --> 00:12:57.000]  祂的救恩不是限於以色列人
[00:12:57.000 --> 00:13:00.000]  如果這樣我們都沒有份
[00:13:00.000 --> 00:13:03.000]  祂救恩的範圍是普世的
[00:13:03.000 --> 00:13:06.000]  萬國萬族各地各方
[00:13:06.000 --> 00:13:08.000]  所有信主的人
[00:13:08.000 --> 00:13:10.000]  合成一群
[00:13:10.000 --> 00:13:13.000]  不是很多獨立的群
[00:13:13.000 --> 00:13:16.000]  乃是相關相連
[00:13:16.000 --> 00:13:18.000]  生命相通
[00:13:18.000 --> 00:13:20.000]  都是耶穌基督所愛的樣群
[00:13:20.000 --> 00:13:22.000]  這樣的大樣群
[00:13:22.000 --> 00:13:24.000]  普世的教會
[00:13:24.000 --> 00:13:26.000]  上帝的家
[00:13:26.000 --> 00:13:28.000]  耶穌基督的樣群
[00:13:28.000 --> 00:13:30.000]  感謝主
[00:13:30.000 --> 00:13:34.000]  我們要體會主這樣的心
[00:13:34.000 --> 00:13:38.000]  我們將樣群的圈子擴大
[00:13:38.000 --> 00:13:40.000]  繼續擴大
[00:13:40.000 --> 00:13:42.000]  我們宣傳福音
[00:13:42.000 --> 00:13:44.000]  擴展基督的國度
[00:13:44.000 --> 00:13:48.000]  擴展好無人的樣群
[00:13:48.000 --> 00:13:50.000]  這麼多的人
[00:13:50.000 --> 00:13:54.000]  來進入你的愛的樣群裡
[00:13:54.000 --> 00:13:58.000]  一同享受體驗
[00:13:58.000 --> 00:14:01.000]  來見證好無人
[00:14:01.000 --> 00:14:05.000]  是何等的寶貴
[00:14:05.000 --> 00:14:07.000]  是何等的可愛
[00:14:07.000 --> 00:14:12.000]  是滿足我們每一個人需要的
[00:14:12.000 --> 00:14:14.000]  最深的需要的
[00:14:14.000 --> 00:14:18.000]  物質、心力、健康
[00:14:18.000 --> 00:14:22.000]  各方面需要的好無人
[00:14:22.000 --> 00:14:24.000]  我們帶頭祈禱
[00:14:24.000 --> 00:14:34.000]  主耶穌基督我們的好無人
[00:14:34.000 --> 00:14:38.000]  我們再一次痛心痛口地說
[00:14:38.000 --> 00:14:41.000]  好無人為養顯明
[00:14:41.000 --> 00:14:44.000]  主你顯明至愛
[00:14:44.000 --> 00:14:47.000]  使主在我們心中的深處
[00:14:47.000 --> 00:14:50.000]  來激勵我們、帶領我們
[00:14:50.000 --> 00:14:54.000]  我們剛剛用生命和性質
[00:14:54.000 --> 00:14:57.000]  來亂受政策
[00:14:57.000 --> 00:15:00.000]  見仁至待死的愛
[00:15:00.000 --> 00:15:02.000]  要破碎自己
[00:15:02.000 --> 00:15:04.000]  為了成全我們
[00:15:04.000 --> 00:15:06.000]  你飲了苦杯
[00:15:06.000 --> 00:15:09.000]  為了將福杯給我們
[00:15:09.000 --> 00:15:11.000]  我們感謝不盡
[00:15:11.000 --> 00:15:14.000]  靠主帶領我們
[00:15:14.000 --> 00:15:17.000]  來到相同的恩典之後
[00:15:17.000 --> 00:15:19.000]  有相同的追求
[00:15:19.000 --> 00:15:23.000]  得生命之後追求得豐盛的生命
[00:15:23.000 --> 00:15:27.000]  我們得到主的認識
[00:15:27.000 --> 00:15:30.000]  我們願意學習追求更深的認識
[00:15:30.000 --> 00:15:33.000]  我們的好無人自己
[00:15:33.000 --> 00:15:35.000]  主為我們留下榜樣
[00:15:35.000 --> 00:15:38.000]  祂也做我們願意追上去
[00:15:38.000 --> 00:15:40.000]  來學習孝化
[00:15:40.000 --> 00:15:43.000]  我們的主耶穌基督的榜樣
[00:15:43.000 --> 00:15:49.000]  我們都願體會主相同陽群的恩典
[00:15:49.000 --> 00:15:52.000]  來將你的過渡擴展
[00:15:52.000 --> 00:15:55.000]  來為你全副恩所見證
[00:15:55.000 --> 00:15:58.000]  每一次我們看見一個人跪著的時候
[00:15:58.000 --> 00:16:01.000]  我們和我們的身在河頂的氣浪
[00:16:01.000 --> 00:16:05.000]  求主忍耐和療治每一位
[00:16:05.000 --> 00:16:08.000]  給予我們相同的恩典的時候
[00:16:08.000 --> 00:16:11.000]  同時給予我們相同追求的時候
[00:16:11.000 --> 00:16:15.000]  豐富的命氣

