
[00:00:00.000 --> 00:00:02.000]  在《路加福音》的記載裏面
[00:03:46.080 --> 00:03:51.200]  所認為受高者的身份和使命的錯誤在哪個地方
[00:03:51.200 --> 00:03:55.840]  猶太人認為受高者是拯救猶太人
[00:03:55.840 --> 00:03:59.320]  他來到受高者是一個作王
[00:03:59.320 --> 00:04:02.360]  很有軍事能力的君主
[00:04:02.360 --> 00:04:03.960]  但在上帝的旨意裏面
[00:04:03.960 --> 00:04:07.680]  受高者是要拯救全人類
[00:04:07.680 --> 00:04:10.960]  拯救地上每一個犯罪的人
[00:04:10.960 --> 00:04:14.240]  而且他是通過一個受苦的路
[00:04:14.240 --> 00:04:17.160]  他不是一個以大能的君王
[00:04:17.160 --> 00:04:21.840]  很有軍事力量、軍事領袖的角色出現
[00:04:21.840 --> 00:04:25.320]  而是一個通過受苦的過程
[00:04:25.320 --> 00:04:29.920]  一個被人釘在十字架上的上帝救主
[00:04:29.920 --> 00:04:33.560]  然後他得著上帝給他的榮耀
[00:04:33.560 --> 00:04:36.600]  和猶太人的想法相當不同
[00:04:36.600 --> 00:04:38.960]  所以當耶穌在說
[00:04:38.960 --> 00:04:42.560]  你們不要將這些事告訴別人
[00:04:42.560 --> 00:04:44.120]  這是一個很重要的原因
[00:04:44.120 --> 00:04:46.680]  當你們還未明白耶穌的身份
[00:04:46.680 --> 00:04:48.720]  未明白我來到的使命時
[00:04:48.720 --> 00:04:51.440]  你們不要說我是救主
[00:04:51.440 --> 00:04:52.880]  因為你們誤解了
[00:04:52.880 --> 00:04:55.280]  你們傳出去的訊息
[00:04:55.280 --> 00:04:58.320]  都是一個不正確的訊息
[00:04:58.320 --> 00:05:01.720]  接著在22節
[00:05:01.720 --> 00:05:05.800]  耶穌再說出究竟祂來到是做什麼的
[00:05:05.800 --> 00:05:07.320]  22節說
[00:05:07.320 --> 00:05:09.760]  「又說人子必須受許多的苦
[00:05:09.760 --> 00:05:12.520]  被長老祭司獎和民事棄絕
[00:05:12.520 --> 00:05:15.880]  並且被殺,第三日復活」
[00:05:15.880 --> 00:05:17.800]  在這裡耶穌說出
[00:05:17.800 --> 00:05:20.040]  他必須要受許多的苦
[00:05:20.040 --> 00:05:23.280]  這是說到他上十字架的路
[00:05:23.280 --> 00:05:28.400]  「必須」這個字用得很正確
[00:05:28.400 --> 00:05:31.360]  耶穌被釘十字架不是一件偶然的事
[00:05:31.360 --> 00:05:33.680]  不是一件突發的事件
[00:05:33.680 --> 00:05:36.160]  在上帝的拯救計劃裡
[00:05:36.160 --> 00:05:38.600]  耶穌必須要上十字架
[00:05:38.600 --> 00:05:40.560]  耶穌必須要受苦
[00:05:40.560 --> 00:05:41.960]  耶穌在過程裡
[00:05:41.960 --> 00:05:44.800]  他也信服上帝的拯救計劃
[00:05:44.800 --> 00:05:48.800]  甘願走上十字架的道路
[00:05:48.800 --> 00:05:52.040]  耶穌在這裡不是將人的注力放在
[00:05:52.040 --> 00:05:54.880]  自己如何為上帝犧牲
[00:05:54.880 --> 00:05:57.200]  如何為你們犧牲
[00:05:57.200 --> 00:05:57.960]  不是的
[00:05:57.960 --> 00:06:00.120]  耶穌的焦點是放在
[00:06:00.120 --> 00:06:02.240]  我這個行動
[00:06:02.240 --> 00:06:06.360]  是要完成上帝在我身上的一個計劃
[00:06:06.360 --> 00:06:08.040]  一個拯救的計劃
[00:06:08.040 --> 00:06:10.760]  他將人的焦點帶回去
[00:06:10.760 --> 00:06:16.120]  我來到是要完成上帝交託給我的使命
[00:06:16.120 --> 00:06:18.600]  在第23至26節裡
[00:06:18.600 --> 00:06:19.920]  繼續說出
[00:06:19.920 --> 00:06:22.600]  我來到是走一條這樣的路
[00:06:22.600 --> 00:06:25.000]  跟隨我的人應該要怎樣呢?
[00:06:25.000 --> 00:06:26.560]  在23至26節裡
[00:06:26.560 --> 00:06:28.760]  耶穌又對眾人說
[00:06:28.760 --> 00:06:30.040]  若有人要跟從我
[00:06:30.040 --> 00:06:31.240]  就當捨己
[00:06:31.240 --> 00:06:34.040]  而天天背起他的十字架來跟從我
[00:06:34.040 --> 00:06:35.960]  因為凡要救自己生命的
[00:06:35.960 --> 00:06:37.320]  必喪掉生命
[00:06:37.320 --> 00:06:39.120]  凡為我喪掉生命的
[00:06:39.120 --> 00:06:40.520]  必救了生命
[00:06:40.520 --> 00:06:42.040]  人若賺得全世界
[00:06:42.040 --> 00:06:43.520]  卻喪了自己
[00:06:43.520 --> 00:06:44.640]  賠上自己
[00:06:44.640 --> 00:06:47.000]  有什麼益處呢?
[00:06:47.000 --> 00:06:49.240]  耶穌可以說是用捨己
[00:06:49.240 --> 00:06:52.080]  用犧牲去表達什麼叫背十字架
[00:06:52.080 --> 00:06:55.240]  其實背起十字架的意思
[00:06:55.240 --> 00:06:57.040]  其實是一個很重要的內容
[00:06:57.040 --> 00:06:58.640]  耶穌的一生來到
[00:06:58.640 --> 00:07:00.160]  祂只是做一件事
[00:07:00.160 --> 00:07:03.720]  祂就是完成上帝給祂的工作
[00:07:03.720 --> 00:07:04.960]  面對很多困難
[00:07:04.960 --> 00:07:06.240]  面對很多挑戰
[00:07:06.240 --> 00:07:07.560]  但是很清楚知道
[00:07:07.560 --> 00:07:09.000]  上帝差一步距離
[00:07:09.000 --> 00:07:12.840]  就是要祂走上十字架的道路
[00:07:12.840 --> 00:07:15.960]  祂一心完成上帝給祂的使命
[00:07:15.960 --> 00:07:18.320]  這是十字架的意思
[00:07:18.320 --> 00:07:19.760]  耶穌就背起十字架
[00:07:19.760 --> 00:07:21.680]  去跟從上帝
[00:07:21.680 --> 00:07:23.960]  所以跟從上帝的人
[00:07:23.960 --> 00:07:27.320]  或跟從相信耶穌的人
[00:07:27.320 --> 00:07:28.720]  都要走一條這樣的路
[00:07:28.720 --> 00:07:31.760]  在一生裏要遵循上帝的旨意
[00:07:31.760 --> 00:07:33.120]  遵循上帝的吩咐
[00:07:33.120 --> 00:07:35.720]  一心的去跟從上帝
[00:07:35.720 --> 00:07:36.720]  所以耶穌說
[00:07:36.720 --> 00:07:38.880]  我這樣去跟從上帝
[00:07:38.880 --> 00:07:41.720]  而你們也應該要存在這樣的態度
[00:07:41.720 --> 00:07:43.160]  去跟從上帝
[00:07:43.160 --> 00:07:45.720]  耶穌在這裡用一個
[00:07:45.720 --> 00:07:47.000]  可以說是物質的生活
[00:07:47.000 --> 00:07:49.080]  去比較一個永恆的生活
[00:07:49.080 --> 00:07:50.080]  今生的生命
[00:07:50.080 --> 00:07:51.880]  比較一個永恆的生命
[00:07:51.880 --> 00:07:52.880]  耶穌在這裡說
[00:07:52.880 --> 00:07:56.720]  如果有人賺到全世界所有的東西
[00:07:56.720 --> 00:07:58.600]  但是他沒有一個永恆的生命
[00:07:58.600 --> 00:07:59.920]  他不認識上帝
[00:07:59.920 --> 00:08:02.120]  對這個人有什麼益處呢?
[00:08:02.120 --> 00:08:03.240]  耶穌在這裡說
[00:08:03.240 --> 00:08:08.200]  假若有人能夠賺取世界上所有的東西
[00:08:08.200 --> 00:08:09.920]  但是所有的物質生活
[00:08:09.920 --> 00:08:11.400]  所有的享受
[00:08:11.400 --> 00:08:12.880]  但是他不認識上帝
[00:08:12.880 --> 00:08:14.400]  沒有上帝的救恩
[00:08:14.400 --> 00:08:19.000]  這個後果對這個人都是沒有益處
[00:08:19.000 --> 00:08:21.600]  在初期教會裏面
[00:08:21.600 --> 00:08:23.800]  有一個這樣的形訊
[00:08:23.800 --> 00:08:26.320]  是表達一段經文裏面
[00:08:26.320 --> 00:08:29.280]  一個很重要的訊息
[00:08:29.280 --> 00:08:32.000]  在提摩太后書第二章十一、十二節裏說
[00:08:32.000 --> 00:08:33.720]  我們若與基督同死
[00:08:33.720 --> 00:08:35.360]  就必與他同活
[00:08:35.360 --> 00:08:38.080]  我們若能忍耐
[00:08:38.080 --> 00:08:39.960]  也必和他一同作和
[00:08:39.960 --> 00:08:41.240]  我們若不認他
[00:08:41.240 --> 00:08:43.240]  他也必不認我們
[00:08:43.240 --> 00:08:44.200]  在初期教會的信裏
[00:08:44.200 --> 00:08:45.200]  很清楚知道
[00:08:45.200 --> 00:08:46.560]  耶穌走一條的路
[00:08:46.560 --> 00:08:48.360]  是通過一個受苦的路
[00:08:48.360 --> 00:08:49.800]  得到上帝的榮耀
[00:08:49.800 --> 00:08:52.520]  當時的門徒面對很多的艱難
[00:08:52.520 --> 00:08:55.360]  他們都學習跟從耶穌所走的路
[00:08:55.360 --> 00:08:56.520]  面對很多挑戰
[00:08:56.520 --> 00:08:57.480]  面對很多艱難
[00:08:57.480 --> 00:09:00.360]  仍然忠心地跟從上帝
[00:09:00.360 --> 00:09:02.120]  遵循上帝的吩咐
[00:09:02.120 --> 00:09:04.880]  而不會離開信仰
[00:09:04.880 --> 00:09:07.000]  離開上帝
[00:09:07.000 --> 00:09:09.880]  在這段經文裏面
[00:09:09.880 --> 00:09:11.360]  我們看到
[00:09:11.360 --> 00:09:15.280]  上帝在耶穌身上所要彰顯的
[00:09:15.280 --> 00:09:17.560]  拯救計劃是甚麼
[00:09:17.560 --> 00:09:21.360]  他都要求跟從上帝的人
[00:09:21.360 --> 00:09:23.480]  應該有一個甚麼態度
[00:09:23.480 --> 00:09:25.840]  在第26、27節這樣說
[00:09:25.840 --> 00:09:29.040]  「凡把我和我的道當作可恥的
[00:09:29.040 --> 00:09:32.000]  人子在自己的榮耀裏
[00:09:32.000 --> 00:09:34.880]  並天父與聖天使的榮耀裏
[00:09:34.880 --> 00:09:35.760]  降臨的時候
[00:09:35.760 --> 00:09:38.000]  也要把那人當作可恥的
[00:09:38.000 --> 00:09:39.440]  我實在告訴你們
[00:09:39.440 --> 00:09:40.600]  站在這裏的
[00:09:40.600 --> 00:09:42.800]  有人在沒嘗死味以前
[00:09:42.800 --> 00:09:44.800]  必看見神的國」
[00:09:44.800 --> 00:09:47.240]  這裏說「有人」是甚麼人呢?
[00:09:47.240 --> 00:09:49.960]  是說到當人聽見
[00:09:49.960 --> 00:09:52.080]  耶穌所說的道的時候
[00:09:52.080 --> 00:09:55.280]  願意遵守上帝的吩咐
[00:09:55.280 --> 00:09:56.040]  上帝的誡明
[00:09:56.040 --> 00:09:57.840]  去跟從上帝
[00:09:57.840 --> 00:10:00.680]  這些人在沒死的時候
[00:10:00.680 --> 00:10:03.480]  他們要看見上帝的國降臨
[00:10:03.480 --> 00:10:05.320]  上帝的國是甚麼意思呢?
[00:10:05.320 --> 00:10:06.920]  在新約聖經裏面
[00:10:06.920 --> 00:10:08.720]  當耶穌來到地上
[00:10:08.720 --> 00:10:13.320]  去傳講死人赦罪的救恩的時候
[00:10:13.320 --> 00:10:15.600]  上帝的國已經開始了
[00:10:15.600 --> 00:10:17.680]  上帝的國的高峰的彰顯
[00:10:17.680 --> 00:10:20.000]  就在耶穌被釘十字架
[00:10:20.000 --> 00:10:22.000]  這件事件上
[00:10:22.000 --> 00:10:23.160]  所以耶穌說
[00:10:23.160 --> 00:10:24.240]  如果有人
[00:10:24.240 --> 00:10:25.360]  當中有人
[00:10:25.360 --> 00:10:27.040]  願意去跟從
[00:10:27.040 --> 00:10:28.680]  遵循上帝的吩咐
[00:10:28.680 --> 00:10:29.920]  遵循上帝的心意
[00:10:29.920 --> 00:10:31.320]  過生活的時候
[00:10:31.320 --> 00:10:32.400]  這班人
[00:10:32.400 --> 00:10:35.880]  會有些人看見
[00:10:35.880 --> 00:10:38.760]  我被釘十字架的事件
[00:10:38.760 --> 00:10:41.800]  當然上帝的國還有一個更遠的角度
[00:10:41.800 --> 00:10:42.880]  就是將來
[00:10:42.880 --> 00:10:47.000]  上帝在人類歷史結束的時候
[00:10:47.000 --> 00:10:48.960]  有一個審判在地上
[00:10:48.960 --> 00:10:51.840]  每一個人都要面對上帝公義的審判
[00:10:51.840 --> 00:10:53.640]  到時上帝的角度
[00:10:53.640 --> 00:10:57.520]  是完全的彰顯在地上
[00:10:57.520 --> 00:10:58.720]  在經文裏面
[00:10:58.720 --> 00:11:02.480]  我們有三方面的反省
[00:11:02.480 --> 00:11:04.200]  第一方面就是
[00:11:04.200 --> 00:11:07.600]  猶太人或一班門徒
[00:11:07.600 --> 00:11:11.080]  對上帝的認識
[00:11:11.080 --> 00:11:12.840]  或對上帝的期望
[00:11:12.840 --> 00:11:16.120]  和上帝對一班跟隨的期望
[00:11:16.120 --> 00:11:18.280]  有一個很大的差距
[00:11:18.280 --> 00:11:20.000]  一班猶太人
[00:11:20.000 --> 00:11:25.200]  他們以為跟隨受告者
[00:11:25.200 --> 00:11:27.240]  就是拯救猶太人
[00:11:27.240 --> 00:11:30.760]  就是建立一個猶太人的王國
[00:11:30.760 --> 00:11:32.320]  但是上帝的計劃
[00:11:32.320 --> 00:11:35.120]  是要耶穌基督拯救全人類
[00:11:35.120 --> 00:11:39.480]  亦要人過一個跟隨上帝的生活
[00:11:39.480 --> 00:11:42.280]  他們經過一個受苦的路
[00:11:42.280 --> 00:11:44.480]  得到上帝的榮耀
[00:11:44.480 --> 00:11:45.120]  在今天
[00:11:45.120 --> 00:11:46.920]  有時我們會不會
[00:11:46.920 --> 00:11:49.200]  我們對上帝的期望
[00:11:49.200 --> 00:11:52.240]  和上帝對我們的期望
[00:11:52.240 --> 00:11:53.680]  都有一個很大的差距
[00:11:53.680 --> 00:11:55.640]  就好像當日猶太人
[00:11:55.640 --> 00:11:57.680]  對上帝的態度一樣
[00:11:57.680 --> 00:11:59.640]  我舉一個例子
[00:11:59.640 --> 00:12:02.160]  有很多時我們初信耶穌的時候
[00:12:02.160 --> 00:12:04.880]  我們可能都曾經經歷
[00:12:04.880 --> 00:12:08.280]  上帝對我們的保守和看顧
[00:12:08.280 --> 00:12:11.040]  好像無論在大事小事上
[00:12:11.040 --> 00:12:13.840]  上帝都幫我們解決很多困難
[00:12:13.840 --> 00:12:16.480]  讓我們知道
[00:12:16.480 --> 00:12:17.720]  上帝是一個很愛我們
[00:12:17.720 --> 00:12:18.520]  很保護我們
[00:12:18.520 --> 00:12:20.040]  施恩給我們的上帝
[00:12:20.040 --> 00:12:21.040]  我想我有很多弟兄姊妹
[00:12:21.040 --> 00:12:22.600]  都曾經有這樣的經驗
[00:12:22.600 --> 00:12:23.880]  我自己初信耶穌的時候
[00:12:23.880 --> 00:12:25.640]  我都有很多這樣的體驗
[00:12:25.640 --> 00:12:29.560]  上帝好像在很多大事小事上
[00:12:29.560 --> 00:12:30.480]  當我有些問題
[00:12:30.480 --> 00:12:32.600]  祂都很快地幫我去
[00:12:32.600 --> 00:12:34.640]  讓我知道怎樣去解決這些問題
[00:12:34.640 --> 00:12:38.640]  或者將這些問題很快地解決得到
[00:12:38.640 --> 00:12:41.200]  但是有一些信徒可能
[00:12:41.200 --> 00:12:42.560]  一路一路地成長
[00:12:42.560 --> 00:12:43.920]  信耶穌日子久了
[00:12:43.920 --> 00:12:46.000]  就以為這個方式
[00:12:46.000 --> 00:12:48.680]  是上帝唯一工作的方式
[00:12:48.680 --> 00:12:50.480]  亦都以為當我們有困難的時候
[00:12:50.480 --> 00:12:53.160]  上帝必然會將這些困難挪開
[00:12:53.160 --> 00:12:55.640]  這些方式是理所當然
[00:12:55.640 --> 00:12:58.720]  所以當信了耶穌一段日子
[00:12:58.720 --> 00:12:59.920]  當有些事有些困難
[00:12:59.920 --> 00:13:02.160]  上帝沒有挪開我的困難
[00:13:02.160 --> 00:13:05.040]  我們就對上帝開始有埋怨
[00:13:05.040 --> 00:13:07.200]  上帝為什麼不幫我
[00:13:07.200 --> 00:13:08.480]  拿走這些困難呢?
[00:13:08.480 --> 00:13:11.600]  不挪開這些困難呢?
[00:13:11.600 --> 00:13:15.360]  但是其實上帝對我們的期望是什麼呢?
[00:13:15.360 --> 00:13:17.040]  在我們初信耶穌的時候
[00:13:17.040 --> 00:13:21.280]  上帝的確用一些不同的方式
[00:13:21.280 --> 00:13:23.280]  去堅固我們的信心
[00:13:23.280 --> 00:13:27.880]  讓我們的信心更加穩固堅固地去跟從上帝
[00:13:27.880 --> 00:13:31.400]  所以有時我們說一個初生的嬰兒小孩子
[00:13:31.400 --> 00:13:35.880]  上帝很無味地照顧我們
[00:13:35.880 --> 00:13:39.920]  讓我們感受到上帝怎樣愛我們
[00:13:39.920 --> 00:13:42.440]  關心我們 保護我們
[00:13:42.440 --> 00:13:46.320]  但是當我們的生命越來越成長
[00:13:46.320 --> 00:13:49.720]  當我們越來越認識上帝的時候
[00:13:49.720 --> 00:13:52.240]  其實上帝對我們的期望
[00:13:52.240 --> 00:13:55.760]  是希望我們能夠學習在困難當中
[00:13:55.760 --> 00:13:59.160]  能夠仍然持守跟從祂的信心
[00:13:59.160 --> 00:14:01.360]  所以上帝沒有拿走困難
[00:14:01.360 --> 00:14:03.440]  但是上帝會幫助我們
[00:14:03.440 --> 00:14:08.400]  讓我們有信心地去面對我們的困難
[00:14:08.400 --> 00:14:10.840]  神對我們的期望是什麼呢?
[00:14:10.840 --> 00:14:16.080]  神對我們的期望就是要我們跟從祂的心意去走
[00:14:16.080 --> 00:14:20.640]  而不是上帝跟從我們的心意去走
[00:14:20.640 --> 00:14:23.640]  跟從我們的意願去走
[00:14:23.640 --> 00:14:25.520]  我們有一個信念
[00:14:25.520 --> 00:14:29.040]  如果我們遵守上帝的吩咐
[00:14:29.040 --> 00:14:33.040]  按照上帝的誡命去實踐我們的生活
[00:14:33.040 --> 00:14:39.280]  我們相信實踐上帝誡命的生活後果
[00:14:39.280 --> 00:14:41.440]  是一定對我們最好的
[00:14:41.440 --> 00:14:45.080]  也許那個後果會令我們面對困難
[00:14:45.080 --> 00:14:50.160]  也許那個後果會令我們心裡有點不舒服
[00:14:50.160 --> 00:14:55.280]  不過那個後果對我們一定是最好的
[00:14:55.280 --> 00:14:57.720]  很多時候上帝不拿走困難
[00:14:57.720 --> 00:15:01.120]  反而留下困難在我們的生活裡
[00:15:01.120 --> 00:15:04.320]  其實是要磨練我們的生命去成長
[00:15:04.320 --> 00:15:05.680]  大家有沒有想過
[00:15:05.680 --> 00:15:08.320]  如果我們的生活裡一帆風順
[00:15:08.320 --> 00:15:09.880]  所有事情都順利的時候
[00:15:09.880 --> 00:15:12.280]  你的生命會是怎樣的生命呢?
[00:15:12.280 --> 00:15:15.320]  很多時候我們未必懂得怎樣去面對逆境
[00:15:15.320 --> 00:15:17.400]  面對一些困難
[00:15:17.400 --> 00:15:19.600]  我們的生命會很單薄
[00:15:19.600 --> 00:15:22.000]  我們的生命也會很脆弱
[00:15:22.000 --> 00:15:24.240]  所以我們嘗試從另一個角度去體會
[00:15:24.240 --> 00:15:27.360]  上帝對我們的愛護
[00:15:27.360 --> 00:15:29.240]  其實上帝在我們的生命裡
[00:15:29.240 --> 00:15:33.080]  是刻意去將困難磨開
[00:15:33.080 --> 00:15:36.080]  是要藉著這些困難去磨練我們的生命
[00:15:36.080 --> 00:15:38.320]  讓我們的生命更加成長
[00:15:38.320 --> 00:15:42.920]  更加去認識上帝
[00:15:42.920 --> 00:15:45.520]  所以困難對我們來說
[00:15:45.520 --> 00:15:47.800]  有時對我們是一個益處
[00:15:47.800 --> 00:15:53.000]  今天有很多父母很保護孩子
[00:15:53.000 --> 00:15:55.720]  不要將他們每樣都安排得很好
[00:15:55.720 --> 00:15:58.160]  以致他們不要面對很多困難
[00:15:58.160 --> 00:15:59.560]  不要面對很多挑戰
[00:15:59.560 --> 00:16:01.960]  因為我們已經幫他們披荊斬棘
[00:16:01.960 --> 00:16:04.680]  他們已經不需要面對困難
[00:16:04.680 --> 00:16:08.080]  最近有一些字眼形容家長
[00:16:08.080 --> 00:16:09.120]  不知道大家有沒有聽過
[00:16:09.120 --> 00:16:11.800]  叫做「直升機父母」
[00:16:11.800 --> 00:16:13.400]  大家有沒有聽過這個字眼
[00:16:13.400 --> 00:16:14.560]  「直升機父母」
[00:16:14.560 --> 00:16:18.800]  意思是父母就像一個直升機一樣
[00:16:18.800 --> 00:16:22.520]  在孩子的頭上轉來轉去
[00:16:22.520 --> 00:16:24.960]  如果孩子一有什麼風吹草動
[00:16:24.960 --> 00:16:27.600]  馬上就去拯救他
[00:16:27.600 --> 00:16:28.280]  看著他
[00:16:28.280 --> 00:16:30.760]  所以這個就叫做「直升機父母」
[00:16:30.760 --> 00:16:34.000]  但其實這樣的方式去保護孩子
[00:16:34.000 --> 00:16:35.520]  是否是好的呢?
[00:16:35.520 --> 00:16:36.640]  其實不是
[00:16:36.640 --> 00:16:40.120]  因為孩子反而不懂得自己去面對困難
[00:16:40.120 --> 00:16:43.240]  自己去解決一些問題
[00:16:43.240 --> 00:16:44.040]  所以這樣的方式
[00:16:44.040 --> 00:16:46.800]  反而不是對孩子最好的
[00:16:46.800 --> 00:16:49.600]  所以上帝在我們生命當中
[00:16:49.600 --> 00:16:52.120]  很多時都讓我們面對挑戰
[00:16:52.120 --> 00:16:54.320]  面對一些挫折
[00:16:54.320 --> 00:16:56.800]  藉此磨練我們的生命
[00:16:56.800 --> 00:16:58.600]  上帝對我們的期望是
[00:16:58.600 --> 00:17:01.320]  我們要跟從上帝的旨意去走
[00:17:01.320 --> 00:17:06.240]  而不是上帝跟從我們的心意去行
[00:17:06.240 --> 00:17:07.160]  第二方面
[00:17:07.160 --> 00:17:09.160]  我們去思想
[00:17:09.160 --> 00:17:11.360]  什麼是十字架的意義呢?
[00:17:11.360 --> 00:17:14.800]  背起十字架究竟是什麼意思呢?
[00:17:14.800 --> 00:17:16.960]  在其他方式去記載
[00:17:16.960 --> 00:17:17.760]  當耶穌說
[00:17:17.760 --> 00:17:20.360]  祂自己上十字架這條路的時候
[00:17:20.360 --> 00:17:21.600]  有很多的門徒
[00:17:21.600 --> 00:17:22.720]  他們不明白
[00:17:22.720 --> 00:17:24.920]  不明白耶穌受苦的意義
[00:17:24.920 --> 00:17:26.480]  耶穌再三一次
[00:17:26.480 --> 00:17:27.960]  不停地去說
[00:17:27.960 --> 00:17:29.880]  祂來到地上
[00:17:29.880 --> 00:17:31.440]  是要走一條受苦的路
[00:17:31.440 --> 00:17:33.960]  然後才得到上帝給祂的榮耀
[00:17:33.960 --> 00:17:35.920]  耶穌不斷地去教導一群門徒
[00:17:35.920 --> 00:17:37.800]  希望一群門徒明白
[00:17:37.800 --> 00:17:41.640]  耶穌背起十字架的意義
[00:17:41.640 --> 00:17:43.560]  通過一個受苦的路
[00:17:43.560 --> 00:17:45.680]  得到上帝給祂的榮耀
[00:17:45.680 --> 00:17:46.800]  當時的門徒
[00:17:46.800 --> 00:17:48.160]  他們的心態就是
