
[00:00:00.000 --> 00:00:07.000]  做基督徒是否不應經常問這麼多,應該首先學會馴服呢?
[00:04:54.000 --> 00:04:59.000]  很容易就會變成好的信徒,乖的信徒
[00:04:59.000 --> 00:05:03.000]  就是那些不會經常亂問問題
[00:05:03.000 --> 00:05:06.000]  經常會製造麻煩的那些人
[00:05:06.000 --> 00:05:09.000]  所以這些都是一個文化的原因
[00:05:09.000 --> 00:05:11.000]  但除了文化的原因
[00:05:11.000 --> 00:05:15.000]  在這本書裏面更加重要討論的是歷史的原因
[00:05:15.000 --> 00:05:19.000]  什麼歷史原因呢?其實就是去到二十世紀初
[00:05:19.000 --> 00:05:22.000]  當中國的教會正在面對自由神學
[00:05:22.000 --> 00:05:28.000]  正在面對一些對於聖經權威的討論等等的時候
[00:05:28.000 --> 00:05:35.000]  在這個背景下,魏拓星、王明道、宋尚哲等等
[00:05:35.000 --> 00:05:41.000]  都是一些走出來很強調我們要持守福音信仰的人
[00:05:41.000 --> 00:05:45.000]  郭牧之就很肯定魏拓星、王明道、宋尚哲
[00:05:45.000 --> 00:05:47.000]  他們對華人教會的貢獻
[00:05:47.000 --> 00:05:51.000]  但他認為這種很強烈的防守的姿態
[00:05:51.000 --> 00:05:54.000]  後來留下了一些問題
[00:05:54.000 --> 00:05:58.000]  例如魏拓星去講靈魂體三元人論
[00:05:58.000 --> 00:06:02.000]  他很強調魂的破碎、靈的釋放
[00:06:02.000 --> 00:06:07.000]  但問題是後來很多信徒將魂
[00:06:07.000 --> 00:06:11.000]  很簡單地解釋成思想、理性、情感
[00:06:11.000 --> 00:06:15.000]  就會產生了一種印象
[00:06:15.000 --> 00:06:19.000]  就是我們思想越多就越不屬靈
[00:06:19.000 --> 00:06:24.000]  郭牧之甚至嘗試將這種思想
[00:06:24.000 --> 00:06:29.000]  和中國傳統王陽明的心學放在一起比較
[00:06:29.000 --> 00:06:35.000]  他覺得這兩者在整個華人處境下
[00:06:35.000 --> 00:06:40.000]  產生了一個互相呼應的思想方式
[00:06:40.000 --> 00:06:45.000]  更加說到王明道和宋尚哲
[00:06:45.000 --> 00:06:51.000]  郭牧之指出他們當時面對的神學危機
[00:06:51.000 --> 00:06:55.000]  令他們很強調聖經、重申、悔改
[00:06:55.000 --> 00:06:59.000]  很重視屬靈經驗等等
[00:06:59.000 --> 00:07:05.000]  但當這些理解一代一代承傳下去
[00:07:05.000 --> 00:07:08.000]  就會變成不要想太多
[00:07:08.000 --> 00:07:10.000]  單純相信就可以
[00:07:10.000 --> 00:07:15.000]  甚至變成讀神學很危險
[00:07:15.000 --> 00:07:18.000]  知識會叫人自高自大
[00:07:18.000 --> 00:07:22.000]  所以久而久之這些理解、思想
[00:07:22.000 --> 00:07:28.000]  就成為了華人教會裡很深的文化
[00:07:28.000 --> 00:07:31.000]  和歷史遺落的思想
[00:07:31.000 --> 00:07:34.000]  不過這本書最特別的地方
[00:07:34.000 --> 00:07:37.000]  不只是它分析背後的原因
[00:07:37.000 --> 00:07:42.000]  而是它認為華人教會幾個反智主義
[00:07:42.000 --> 00:07:46.000]  背後有一個很重要的問題
[00:07:46.000 --> 00:07:50.000]  就是它認為是上帝論的缺失
[00:07:50.000 --> 00:07:52.000]  我們聽起來好像很奇怪
[00:07:52.000 --> 00:07:55.000]  教會好像天天都在說上帝
[00:07:55.000 --> 00:07:57.000]  怎麼會沒有上帝呢?
[00:07:57.000 --> 00:07:59.000]  郭牧之的意思是
[00:07:59.000 --> 00:08:02.000]  雖然我們好像經常說上帝
[00:08:02.000 --> 00:08:06.000]  但我們真正關心的很多時候是我
[00:08:06.000 --> 00:08:07.000]  是我們自己
[00:08:07.000 --> 00:08:10.000]  例如我們很多時候問的問題
[00:08:10.000 --> 00:08:11.000]  就是我怎樣得救?
[00:08:11.000 --> 00:08:12.000]  我怎樣成聖?
[00:08:12.000 --> 00:08:14.000]  我怎樣勝過試探?
[00:08:14.000 --> 00:08:16.000]  我怎樣蒙福?
[00:08:16.000 --> 00:08:18.000]  我怎樣可以做一個更好的基督徒?
[00:08:18.000 --> 00:08:20.000]  當然這些問題很重要
[00:08:20.000 --> 00:08:25.000]  但是當整個信仰都是圍著我來轉的話
[00:08:25.000 --> 00:08:30.000]  上帝就好像變了一個純粹幫助我們的工具
[00:08:30.000 --> 00:08:33.000]  好像阿拉丁神燈的感覺
[00:08:33.000 --> 00:08:38.000]  我們關心上帝純粹是因為祂可以拯救我
[00:08:38.000 --> 00:08:40.000]  可以幫助我
[00:08:40.000 --> 00:08:41.000]  可以安慰我
[00:08:41.000 --> 00:08:43.000]  可以令到我更加熟靈
[00:08:43.000 --> 00:08:45.000]  是不是真的這樣呢?
[00:08:45.000 --> 00:08:46.000]  我們很少問
[00:08:46.000 --> 00:08:49.000]  上帝本身其實是怎樣的呢?
[00:08:49.000 --> 00:08:52.000]  祂為什麼值得我們去認識呢?
[00:08:52.000 --> 00:08:54.000]  祂所創造的這個世界
[00:08:54.000 --> 00:08:57.000]  又為什麼值得我們認真去探索呢?
[00:08:57.000 --> 00:09:00.000]  當我們開始問這些問題的時候
[00:09:00.000 --> 00:09:05.000]  其實就會牽連到我們怎樣理解創造、救贖
[00:09:05.000 --> 00:09:07.000]  甚至怎樣理解人
[00:09:07.000 --> 00:09:11.000]  例如我們經常都會說耶穌基督是救主
[00:09:11.000 --> 00:09:15.000]  祂救我們脫離罪的克制等等
[00:09:15.000 --> 00:09:18.000]  但其實基督不是純粹救贖者那麼簡單
[00:09:18.000 --> 00:09:21.000]  祂也是創造萬有的主
[00:09:21.000 --> 00:09:25.000]  祂是《約翰福音》所說的Logos的道
[00:09:25.000 --> 00:09:28.000]  如果我們只是說救贖而不說創造
[00:09:28.000 --> 00:09:31.000]  很容易就會將整個世界分成兩邊
[00:09:31.000 --> 00:09:34.000]  一邊就是祈禱、讀經、傳福音
[00:09:34.000 --> 00:09:35.000]  就是熟靈
[00:09:35.000 --> 00:09:39.000]  另一邊就是文學、藝術、歷史、哲學、科學
[00:09:39.000 --> 00:09:41.000]  就是熟世
[00:09:41.000 --> 00:09:43.000]  最後我們可能會覺得
[00:09:43.000 --> 00:09:46.000]  反正這個世界有一天都會過去
[00:09:46.000 --> 00:09:49.000]  我們研究那麼多做什麼呢?
[00:09:49.000 --> 00:09:52.000]  最重要當然是讀經、祈禱、傳福音
[00:09:52.000 --> 00:09:57.000]  但是基督信仰其實是不是這樣的呢?
[00:09:57.000 --> 00:10:00.000]  這個世界是上帝所創造的
[00:10:00.000 --> 00:10:05.000]  我們人類也是按上帝的形象所做的
[00:10:05.000 --> 00:10:09.000]  所以人類有思想、有理性、有創造力
[00:10:09.000 --> 00:10:11.000]  有對於世界
[00:10:11.000 --> 00:10:14.000]  對於想探索世界的渴望等等
[00:10:14.000 --> 00:10:17.000]  這些不是我們信仰的敵人
[00:10:17.000 --> 00:10:21.000]  而是上帝創造我們的一部分
[00:10:21.000 --> 00:10:24.000]  當耶穌說
[00:10:24.000 --> 00:10:29.000]  最大的誡命是要盡心盡性盡義去愛我們的主的時候
[00:10:29.000 --> 00:10:31.000]  換句話說
[00:10:31.000 --> 00:10:35.000]  其實我們不是純粹用情感去愛神
[00:10:35.000 --> 00:10:39.000]  其實也是用我們的腦袋、思想去愛神
[00:10:39.000 --> 00:10:44.000]  如果信仰去到一個位置
[00:10:44.000 --> 00:10:46.000]  是要我們停止思想
[00:10:46.000 --> 00:10:49.000]  甚至是覺得我們越沒有自己
[00:10:49.000 --> 00:10:50.000]  越不思考
[00:10:50.000 --> 00:10:52.000]  就等於越熟靈
[00:10:52.000 --> 00:10:56.000]  可能令我們不是更加接近上帝
[00:10:56.000 --> 00:11:02.000]  而是失去了上帝原本創造我們完整的人性
[00:11:02.000 --> 00:11:06.000]  究竟我們還有什麼出路呢?
[00:11:06.000 --> 00:11:09.000]  穆茲提了幾個方向
[00:11:09.000 --> 00:11:12.000]  第一,其實我們應該由
[00:11:12.000 --> 00:11:14.000]  我應該怎樣怎樣
[00:11:14.000 --> 00:11:19.000]  轉向成為去問究竟上帝是怎樣的呢?
[00:11:20.000 --> 00:11:23.000]  信仰不應該永遠問我應該怎樣做
[00:11:23.000 --> 00:11:27.000]  而是應該單純重新學習
[00:11:27.000 --> 00:11:30.000]  我們應該單純因為上帝是上帝
[00:11:30.000 --> 00:11:32.000]  而去學悟去認識祂
[00:11:32.000 --> 00:11:35.000]  所以讀神學、去思想信仰等等
[00:11:35.000 --> 00:11:37.000]  不一定是驕傲的
[00:11:37.000 --> 00:11:40.000]  認真去思想上帝
[00:11:40.000 --> 00:11:44.000]  其實本身可以是很大的一種
[00:11:44.000 --> 00:11:49.000]  第二,穆茲認為
[00:11:50.000 --> 00:11:55.000]  我們教會應該重新學習去對話
[00:11:55.000 --> 00:11:58.000]  如果我們相信我們的三一上帝
[00:11:58.000 --> 00:12:02.000]  本身是有愛有關係的
[00:12:02.000 --> 00:12:05.000]  教會都應該容讓人去問問題
[00:12:05.000 --> 00:12:07.000]  容許有掙扎
[00:12:07.000 --> 00:12:10.000]  容許有不同意見存在
[00:12:10.000 --> 00:12:14.000]  成熟的信仰不是你不准問
[00:12:14.000 --> 00:12:18.000]  成熟的信仰應該是你可以問
[00:12:18.000 --> 00:12:20.000]  而我們未必知道答案
[00:12:20.000 --> 00:12:24.000]  而我們不如一起去尋找答案
[00:12:24.000 --> 00:12:27.000]  第三,穆茲有一個呼籲
[00:12:27.000 --> 00:12:32.000]  他呼籲華人教會應該要有自己的教父時代
[00:12:32.000 --> 00:12:34.000]  什麼意思呢?
[00:12:34.000 --> 00:12:38.000]  早期教會當他們面對希臘哲學
[00:12:38.000 --> 00:12:41.000]  甚至是各種不同的思想去挑戰的時候
[00:12:41.000 --> 00:12:44.000]  當時奧古斯丁、阿塔勒修等教父
[00:12:44.000 --> 00:12:47.000]  沒有因為害怕而停止思想
[00:12:47.000 --> 00:12:51.000]  反而他們是用當時最好的思想工具
[00:12:51.000 --> 00:12:58.000]  去整理、理解、表達他們的基督教信仰
[00:12:58.000 --> 00:13:01.000]  所以當今天華人教會
[00:13:01.000 --> 00:13:06.000]  穆茲認為不應該純粹翻譯西方的神學
[00:13:06.000 --> 00:13:11.000]  更加不應該因為害怕而拒絕思想
[00:13:11.000 --> 00:13:24.000]  我們今天的華人教會,穆茲認為應該重新站穩基督教傳統
[00:13:24.000 --> 00:13:31.000]  但同時可以帶領信徒明白華人文化
[00:13:31.000 --> 00:13:39.000]  需要一種可以帶領華人信徒去面對當代世界的神學工作者
[00:13:39.000 --> 00:13:46.000]  他認為在華人世界,我們今天應該問
[00:13:46.000 --> 00:13:51.000]  我們怎樣可以更加完整、更加深入地認識我們的上帝
[00:13:51.000 --> 00:13:56.000]  所以我們一直以為
[00:13:56.000 --> 00:14:00.000]  信仰會否越單純就越不應該想那麼多呢?
[00:14:00.000 --> 00:14:04.000]  但今天在這本書「中國教會的反智主義」裏
[00:14:04.000 --> 00:14:09.000]  反過來問我們
[00:14:09.000 --> 00:14:13.000]  如果上帝真的創造了我們的思想的話
[00:14:13.000 --> 00:14:17.000]  為何愛上帝反而要停止思想呢?
[00:14:17.000 --> 00:14:24.000]  真正的敬虔是否要將整個思想丟掉呢?
[00:14:24.000 --> 00:14:27.000]  相反,穆茲想說
[00:14:27.000 --> 00:14:32.000]  福音應該令一個人活得更加完整
[00:14:32.000 --> 00:14:36.000]  更加懂得愛,更加懂得思想
[00:14:36.000 --> 00:14:44.000]  更加學懂怎樣有能力去欣賞上帝所創造的世界
[00:14:44.000 --> 00:14:50.000]  所以這本書講到最後不是純粹說知識很重要那麼簡單
[00:14:50.000 --> 00:14:56.000]  而是說我們願不願意用一個完整的人
[00:14:56.000 --> 00:15:01.000]  去愛一位完整、豐盛的上帝
[00:15:01.000 --> 00:15:10.000]  不單純粹是盡心盡性去愛神那麼簡單
[00:15:10.000 --> 00:15:16.000]  也學習盡義,盡我們的心思去愛上帝,我們的主
[00:15:16.000 --> 00:15:21.000]  多謝大家,今次分享到此,下次再見
