
[00:00:00.000 --> 00:00:04.000]  今天跟大家思想的是一個聖經人物 是多瑪
[00:04:32.000 --> 00:04:35.000]  他對主是非常忠心忠誠的
[00:04:35.000 --> 00:04:37.000]  大家看看前面的聖經
[00:04:37.000 --> 00:04:41.000]  你會知道在第十一章
[00:04:41.000 --> 00:04:46.000]  《約翰福音》第十一章
[00:04:46.000 --> 00:04:52.000]  當時耶穌正準備去到伯達尼的地方
[00:04:52.000 --> 00:04:55.000]  來到拉薩路從死裡復活
[00:04:55.000 --> 00:04:56.000]  當他預備上去的時候
[00:04:56.000 --> 00:04:59.000]  很多門徒就勸他不要上去
[00:04:59.000 --> 00:05:02.000]  在第十一章的第八節
[00:05:03.000 --> 00:05:08.000]  門徒說:拉比 猶太人近來要拿石頭打你
[00:05:08.000 --> 00:05:10.000]  你還往那裡去嗎?
[00:05:10.000 --> 00:05:13.000]  他們想去到伯達尼的地方
[00:05:13.000 --> 00:05:15.000]  是非常接近耶路撒冷的
[00:05:15.000 --> 00:05:17.000]  當時門徒很清楚知道
[00:05:17.000 --> 00:05:21.000]  在那個地方很多猶太人正計劃要殺耶穌
[00:05:21.000 --> 00:05:23.000]  要拿石頭打他
[00:05:23.000 --> 00:05:27.000]  所以他們就說你們不要上去 很危險的
[00:05:27.000 --> 00:05:30.000]  當然主耶穌很清楚自己生命的方向
[00:05:30.000 --> 00:05:31.000]  他決心上去
[00:05:31.000 --> 00:05:33.000]  在那時候多瑪就回應了
[00:05:33.000 --> 00:05:35.000]  在第十六節
[00:05:35.000 --> 00:05:38.000]  多瑪又稱為底土馬
[00:05:38.000 --> 00:05:40.000]  就對那同作門徒的說
[00:05:40.000 --> 00:05:44.000]  我們也去和他同死吧
[00:05:44.000 --> 00:05:46.000]  當時多瑪的回應就是
[00:05:46.000 --> 00:05:48.000]  他很願意跟隨主耶穌去
[00:05:48.000 --> 00:05:51.000]  就算是要死也不介意
[00:05:51.000 --> 00:05:52.000]  無論怎樣也好
[00:05:52.000 --> 00:05:55.000]  一直跟隨著主耶穌去他要去的地方
[00:05:55.000 --> 00:05:58.000]  一位很忠心的門徒
[00:05:58.000 --> 00:05:59.000]  但你會發覺
[00:05:59.000 --> 00:06:03.000]  在他的說話當中流露了一絲的悲情
[00:06:03.000 --> 00:06:05.000]  一點悲觀的態度
[00:06:05.000 --> 00:06:06.000]  他們只是說
[00:06:06.000 --> 00:06:10.000]  有可能別人用石頭打耶穌
[00:06:10.000 --> 00:06:13.000]  但沒有說過會一定死
[00:06:13.000 --> 00:06:15.000]  但多瑪就馬上想到死亡的事情
[00:06:15.000 --> 00:06:19.000]  就說我們也和他一起去同死吧
[00:06:19.000 --> 00:06:22.000]  很快想到一些比較悲哀
[00:06:22.000 --> 00:06:24.000]  比較灰暗的情況
[00:06:24.000 --> 00:06:27.000]  當然後來多瑪親自見到
[00:06:27.000 --> 00:06:31.000]  主耶穌怎樣叫拉撒路從死裡復活過來
[00:06:31.000 --> 00:06:32.000]  但雖然如此
[00:06:32.000 --> 00:06:35.000]  不因為主耶穌曾經叫拉撒路復活
[00:06:35.000 --> 00:06:39.000]  以至多瑪相信耶穌也可以復活
[00:06:39.000 --> 00:06:42.000]  所以他難以相信耶穌會復活
[00:06:42.000 --> 00:06:45.000]  所以他心裡有很多疑問
[00:06:45.000 --> 00:06:47.000]  大家再看剛才的第20章
[00:06:47.000 --> 00:06:54.000]  剛才讀的第24節提到
[00:06:54.000 --> 00:06:56.000]  當門徒見到耶穌的時候
[00:06:56.000 --> 00:06:59.000]  唯獨是多瑪不在他們中間
[00:06:59.000 --> 00:07:01.000]  大家可以想像一下
[00:07:01.000 --> 00:07:03.000]  為什麼多瑪不在呢?
[00:07:03.000 --> 00:07:05.000]  去了哪裡呢?
[00:07:05.000 --> 00:07:07.000]  或者多瑪心裡想
[00:07:07.000 --> 00:07:08.000]  耶穌死了
[00:07:08.000 --> 00:07:10.000]  我們的師父死了
[00:07:10.000 --> 00:07:12.000]  將來很危險
[00:07:12.000 --> 00:07:13.000]  可能他走到外面
[00:07:13.000 --> 00:07:16.000]  周圍忙於為將來打算
[00:07:16.000 --> 00:07:19.000]  四處去周圍張羅
[00:07:19.000 --> 00:07:21.000]  希望找到一些出路也說不定
[00:07:21.000 --> 00:07:22.000]  我們不知道
[00:07:22.000 --> 00:07:25.000]  但當時他不在門徒當中
[00:07:25.000 --> 00:07:28.000]  但當這個時候
[00:07:28.000 --> 00:07:30.000]  他表達出懷疑
[00:07:30.000 --> 00:07:32.000]  一般的估計
[00:07:32.000 --> 00:07:35.000]  可能主很不喜悅他這樣做
[00:07:35.000 --> 00:07:37.000]  但接著經文看到
[00:07:37.000 --> 00:07:40.000]  主耶穌對多瑪有很大的憐憫
[00:07:40.000 --> 00:07:43.000]  很大的一種的折瓦
[00:07:43.000 --> 00:07:45.000]  大家看看接著的第26節
[00:07:45.000 --> 00:07:49.000]  聖經26節
[00:07:49.000 --> 00:07:52.000]  聖經說
[00:07:52.000 --> 00:07:54.000]  過了八天
[00:07:54.000 --> 00:07:56.000]  門徒又在屋裡
[00:07:56.000 --> 00:07:59.000]  多瑪也和他們同在
[00:07:59.000 --> 00:08:00.000]  門都關了
[00:08:00.000 --> 00:08:02.000]  耶穌來站在當中說
[00:08:02.000 --> 00:08:04.000]  願你們平安
[00:08:04.000 --> 00:08:06.000]  就對多瑪說
[00:08:06.000 --> 00:08:08.000]  伸過你的指頭來
[00:08:08.000 --> 00:08:09.000]  摸我的手
[00:08:09.000 --> 00:08:11.000]  伸出你的手來
[00:08:11.000 --> 00:08:13.000]  探入我的臘房
[00:08:13.000 --> 00:08:14.000]  不要疑惑
[00:08:14.000 --> 00:08:16.000]  總要信
[00:08:16.000 --> 00:08:17.000]  聖經提到
[00:08:17.000 --> 00:08:19.000]  經過了八天之後
[00:08:19.000 --> 00:08:21.000]  這八天包括了前後日子
[00:08:21.000 --> 00:08:24.000]  所以其實是說一個星期
[00:08:24.000 --> 00:08:26.000]  過了那個主日之後
[00:08:26.000 --> 00:08:28.000]  一個星期後的主日晚上
[00:08:28.000 --> 00:08:31.000]  主耶穌再向他們顯現
[00:08:31.000 --> 00:08:34.000]  同樣當時的門是關上的
[00:08:34.000 --> 00:08:35.000]  你記不記得第一個主日
[00:08:35.000 --> 00:08:39.000]  門徒關上門的時候是為什麼
[00:08:39.000 --> 00:08:41.000]  你看看前面
[00:08:41.000 --> 00:08:44.000]  在前面的第19節
[00:08:44.000 --> 00:08:49.000]  聖經說他們因怕猶太人門都關了
[00:08:49.000 --> 00:08:51.000]  耶穌被釘十字架
[00:08:51.000 --> 00:08:54.000]  他們很擔心自己會受到很多牽連
[00:08:54.000 --> 00:08:55.000]  所以關上門
[00:08:55.000 --> 00:08:57.000]  不讓人知道他們躲在那裡
[00:08:57.000 --> 00:08:59.000]  本來他們看到耶穌復活之後
[00:08:59.000 --> 00:09:01.000]  他們很快樂
[00:09:01.000 --> 00:09:03.000]  但為什麼突然過了一個星期之後
[00:09:03.000 --> 00:09:05.000]  又再關上門呢?
[00:09:05.000 --> 00:09:08.000]  會不會是多瑪的多疑
[00:09:08.000 --> 00:09:10.000]  引致其他的門徒
[00:09:10.000 --> 00:09:13.000]  都開始又再很疑惑
[00:09:13.000 --> 00:09:15.000]  很擔心呢?
[00:09:15.000 --> 00:09:16.000]  我們不知道
[00:09:16.000 --> 00:09:18.000]  但他們又再次關上門
[00:09:18.000 --> 00:09:19.000]  但是三萬對門
[00:09:19.000 --> 00:09:21.000]  不會難阻耶穌
[00:09:21.000 --> 00:09:24.000]  不能夠進入他們中間
[00:09:24.000 --> 00:09:25.000]  耶穌去到的時候
[00:09:25.000 --> 00:09:27.000]  第一個說話說什麼呢?
[00:09:27.000 --> 00:09:30.000]  「願你們平安」
[00:09:30.000 --> 00:09:32.000]  這句話在第一次顯現的時候
[00:09:32.000 --> 00:09:35.000]  有沒有說到呢?
[00:09:35.000 --> 00:09:37.000]  前面有沒有說到?
[00:09:37.000 --> 00:09:39.000]  有 說了多少次呢?
[00:09:39.000 --> 00:09:40.000]  兩次
[00:09:40.000 --> 00:09:43.000]  「願你們平安」
[00:09:43.000 --> 00:09:45.000]  各位弟兄姊妹
[00:09:45.000 --> 00:09:46.000]  我相信
[00:09:46.000 --> 00:09:48.000]  任何時候我們經歷一些困難
[00:09:48.000 --> 00:09:50.000]  我們有些疑慮的時候
[00:09:50.000 --> 00:09:53.000]  當主向我們說話
[00:09:53.000 --> 00:09:55.000]  祂會第一句就說
[00:09:55.000 --> 00:09:57.000]  「願你平安」
[00:09:57.000 --> 00:09:59.000]  當你留心你裡面的聖靈
[00:09:59.000 --> 00:10:01.000]  神會透過你裡面的聖靈
[00:10:01.000 --> 00:10:02.000]  告訴你知道
[00:10:02.000 --> 00:10:05.000]  「願你平安」
[00:10:05.000 --> 00:10:07.000]  這是主在復活之後
[00:10:07.000 --> 00:10:10.000]  第一句要跟我們說的話
[00:10:10.000 --> 00:10:17.000]  大家看看前面的第十六章
[00:10:17.000 --> 00:10:18.000]  在第十六章
[00:10:18.000 --> 00:10:19.000]  主耶穌提及到
[00:10:19.000 --> 00:10:22.000]  祂將要離世的事情
[00:10:22.000 --> 00:10:24.000]  門徒當時很憂慮
[00:10:24.000 --> 00:10:25.000]  因此說完
[00:10:25.000 --> 00:10:28.000]  去到十六章的三十三節
[00:10:28.000 --> 00:10:34.000]  最後一節
[00:10:34.000 --> 00:10:36.000]  耶穌就跟他們說
[00:10:36.000 --> 00:10:38.000]  「我將這些事告訴你們
[00:10:38.000 --> 00:10:42.000]  是要叫你們在我裡面有平安
[00:10:42.000 --> 00:10:44.000]  在世上你們有苦難
[00:10:44.000 --> 00:10:46.000]  但你們可以放心
[00:10:46.000 --> 00:10:50.000]  我已經成了世界」
[00:10:50.000 --> 00:10:52.000]  在哪裡有平安呢?
[00:10:52.000 --> 00:10:54.000]  不是在地上的樂土
[00:10:54.000 --> 00:10:57.000]  不是在一些治安很好的環境
[00:10:57.000 --> 00:11:02.000]  而是在耶穌裡面有平安
[00:11:02.000 --> 00:11:03.000]  因此主說
[00:11:03.000 --> 00:11:10.000]  「是要叫你們在我裡面有平安」
[00:11:10.000 --> 00:11:11.000]  我記得去年
[00:11:11.000 --> 00:11:14.000]  當我有機會在多倫多的地方
[00:11:14.000 --> 00:11:15.000]  來到港島
[00:11:15.000 --> 00:11:16.000]  完了崇拜之後
[00:11:16.000 --> 00:11:17.000]  完了聚會之後
[00:11:17.000 --> 00:11:19.000]  一對夫婦走出來跟我聊天
[00:11:19.000 --> 00:11:21.000]  「斯莫斯,剛才你說的話
[00:11:21.000 --> 00:11:23.000]  引起我們思想一件事情
[00:11:23.000 --> 00:11:24.000]  跟你分享」
[00:11:24.000 --> 00:11:25.000]  我說「好啊」
[00:11:25.000 --> 00:11:26.000]  一對夫婦就說
[00:11:26.000 --> 00:11:30.000]  他們兩人有一次在冬天的時候
[00:11:30.000 --> 00:11:34.000]  去魁北克省
[00:11:34.000 --> 00:11:36.000]  在那個地方一直開車的時候
[00:11:36.000 --> 00:11:38.000]  就遇到大風雪
[00:11:38.000 --> 00:11:41.000]  當時室外大概零下二十多度
[00:11:41.000 --> 00:11:43.000]  很冷
[00:11:43.000 --> 00:11:44.000]  他們開車的時候
[00:11:44.000 --> 00:11:47.000]  不小心一扇窗撞到路邊
[00:11:47.000 --> 00:11:50.000]  路邊一大堆很硬的雪
[00:11:50.000 --> 00:11:51.000]  撞到雪堆裡
[00:11:51.000 --> 00:11:53.000]  車子就翻側了
[00:11:53.000 --> 00:11:54.000]  在那個時候
[00:11:54.000 --> 00:11:57.000]  他們就勉強爬出了車子
[00:11:57.000 --> 00:11:58.000]  出了車子之後
[00:11:58.000 --> 00:12:00.000]  很冷
[00:12:00.000 --> 00:12:02.000]  想打電話,打不通
[00:12:02.000 --> 00:12:03.000]  就算打通也沒有用
[00:12:03.000 --> 00:12:06.000]  他們說當地人全部講法文
[00:12:06.000 --> 00:12:08.000]  他們不懂法文
[00:12:08.000 --> 00:12:10.000]  想打電話去求救
[00:12:10.000 --> 00:12:11.000]  就算求救了
[00:12:11.000 --> 00:12:13.000]  知道那個地區
[00:12:13.000 --> 00:12:15.000]  當地的CAA的汽車會
[00:12:15.000 --> 00:12:16.000]  就算派車來
[00:12:16.000 --> 00:12:18.000]  也要過一兩個小時
[00:12:18.000 --> 00:12:20.000]  他們想就算來到
[00:12:20.000 --> 00:12:22.000]  也會冷死了
[00:12:22.000 --> 00:12:23.000]  他們很擔心
[00:12:23.000 --> 00:12:26.000]  在那個時候就向神一路祈禱
[00:12:26.000 --> 00:12:27.000]  一路祈禱的時候
[00:12:27.000 --> 00:12:28.000]  很奇妙的就是
[00:12:28.000 --> 00:12:30.000]  突然有一輛CAA
[00:12:30.000 --> 00:12:32.000]  當地的汽車會的車
[00:12:32.000 --> 00:12:34.000]  剛剛經過
[00:12:34.000 --> 00:12:36.000]  那輛車就主動停下來
[00:12:36.000 --> 00:12:37.000]  就問他們
[00:12:37.000 --> 00:12:39.000]  怎樣?需要幫忙嗎?
[00:12:39.000 --> 00:12:41.000]  他們當然很歡迎
[00:12:41.000 --> 00:12:44.000]  這輛汽車有足夠的機械
[00:12:44.000 --> 00:12:46.000]  就將他們的車
[00:12:46.000 --> 00:12:49.000]  吊平在地上
[00:12:49.000 --> 00:12:50.000]  發覺那輛車很奇妙
[00:12:50.000 --> 00:12:52.000]  竟然沒有問題
[00:12:52.000 --> 00:12:53.000]  可以繼續開行
[00:12:53.000 --> 00:12:55.000]  然後他們就上回車子
[00:12:55.000 --> 00:12:57.000]  然後就繼續開車
[00:12:57.000 --> 00:13:00.000]  心裏面充滿著感謝的心
[00:13:00.000 --> 00:13:02.000]  第二天回家的時候
[00:13:02.000 --> 00:13:04.000]  有人打電話給他們
[00:13:04.000 --> 00:13:05.000]  你們昨天
[00:13:05.000 --> 00:13:06.000]  幾點鐘的時候
[00:13:06.000 --> 00:13:08.000]  你們發生什麼事?
[00:13:08.000 --> 00:13:10.000]  他們夫婦就說
[00:13:10.000 --> 00:13:12.000]  你怎麼知道?
[00:13:12.000 --> 00:13:14.000]  這位是他們很好的姊妹
[00:13:14.000 --> 00:13:15.000]  很熟悉他們
[00:13:15.000 --> 00:13:16.000]  他說昨天什麼時候
[00:13:16.000 --> 00:13:19.000]  我突然覺得很沉重
[00:13:19.000 --> 00:13:21.000]  我當時在辦公室裏面
[00:13:21.000 --> 00:13:23.000]  心裏面很擔心你們
[00:13:23.000 --> 00:13:26.000]  所以我立刻跪下為你們祈禱
[00:13:26.000 --> 00:13:27.000]  一路祈禱一路祈禱
[00:13:27.000 --> 00:13:29.000]  將你們交託給神
[00:13:29.000 --> 00:13:31.000]  讓心裏安心一點
[00:13:31.000 --> 00:13:33.000]  你們發生什麼事?
[00:13:33.000 --> 00:13:36.000]  這對夫婦就很感恩
[00:13:36.000 --> 00:13:38.000]  不單止他們面對困難的時候
[00:13:38.000 --> 00:13:40.000]  他們可以祈禱
[00:13:40.000 --> 00:13:42.000]  神又感動他們熟悉的弟兄姊妹
[00:13:42.000 --> 00:13:44.000]  暗中為他們祈禱
[00:13:44.000 --> 00:13:47.000]  神就參遣這輛救援車
[00:13:47.000 --> 00:13:50.000]  剛剛好來幫助他們
[00:13:50.000 --> 00:13:52.000]  各位弟兄姊妹
[00:13:52.000 --> 00:13:54.000]  上帝是無所不在的上帝
[00:13:54.000 --> 00:13:56.000]  他是復活了的上帝
[00:13:56.000 --> 00:14:00.000]  他是時常看顧你的上帝
[00:14:00.000 --> 00:14:01.000]  他會對你說
[00:14:01.000 --> 00:14:05.000]  願你平安
[00:14:05.000 --> 00:14:06.000]  我很少在崇拜
[00:14:06.000 --> 00:14:08.000]  要大家做什麼事
[00:14:08.000 --> 00:14:10.000]  我今天想大家做一件事
[00:14:10.000 --> 00:14:11.000]  很簡單的
[00:14:11.000 --> 00:14:13.000]  待會你對你旁邊的弟兄姊妹
[00:14:13.000 --> 00:14:15.000]  說一句話
[00:14:15.000 --> 00:14:16.000]  不論認識他們還是不認識他們
[00:14:16.000 --> 00:14:17.000]  不要緊
[00:14:17.000 --> 00:14:21.000]  願你在基督裏平安
[00:14:21.000 --> 00:14:23.000]  不過你講的時候
[00:14:23.000 --> 00:14:25.000]  你講明誰先講
[00:14:25.000 --> 00:14:27.000]  我怕你掛念自己講
[00:14:27.000 --> 00:14:29.000]  沒有去聽別人講
[00:14:29.000 --> 00:14:31.000]  所以你先講明誰先講
[00:14:31.000 --> 00:14:34.000]  讓大家很清楚地聽
[00:14:34.000 --> 00:14:37.000]  願你在基督裏平安
[00:14:37.000 --> 00:14:39.000]  大家現在試試
[00:14:39.000 --> 00:14:58.000]  願我們在基督裏平安
[00:14:58.000 --> 00:14:59.000]  我們繼續看聖經
[00:14:59.000 --> 00:15:09.000]  在聖經跟著的第20章第27節
[00:15:09.000 --> 00:15:12.000]  在27節我們留心多瑪
[00:15:12.000 --> 00:15:14.000]  你猜他聽見耶穌所講的話之後
[00:15:14.000 --> 00:15:16.000]  有什麼感受呢
[00:15:16.000 --> 00:15:19.000]  你聽下再讀第27節
[00:15:19.000 --> 00:15:20.000]  當耶穌講完
[00:15:20.000 --> 00:15:21.000]  願你們平安之後
[00:15:21.000 --> 00:15:22.000]  就對多瑪說
[00:15:22.000 --> 00:15:25.000]  伸過你的指頭來摸我的手
[00:15:25.000 --> 00:15:28.000]  伸出你的手來探入我的臘棚
[00:15:28.000 --> 00:15:30.000]  不要疑惑
[00:15:30.000 --> 00:15:31.000]  總要信
[00:15:31.000 --> 00:15:34.000]  多瑪有什麼感受呢
[00:15:34.000 --> 00:15:35.000]  第一
[00:15:35.000 --> 00:15:37.000]  他很驚訝
[00:15:37.000 --> 00:15:39.000]  他所講的每一句話
[00:15:39.000 --> 00:15:41.000]  耶穌都聽了
[00:15:41.000 --> 00:15:43.000]  而且講出來
[00:15:43.000 --> 00:15:45.000]  你留心這句話是誰講過
[00:15:45.000 --> 00:15:48.000]  是多瑪自己講過
[00:15:48.000 --> 00:15:49.000]  他很驚訝
[00:15:49.000 --> 00:15:52.000]  他當時埋怨不信的說話
[00:15:52.000 --> 00:15:54.000]  耶穌都聽了
[00:15:54.000 --> 00:15:55.000]  各位弟兄姊妹
[00:15:55.000 --> 00:15:57.000]  你心裏的意念
[00:15:57.000 --> 00:16:01.000]  你裏面的疑惑說話
[00:16:01.000 --> 00:16:02.000]  每一句話
[00:16:02.000 --> 00:16:04.000]  主都知道
[00:16:04.000 --> 00:16:09.000]  甚至可以重覆講給你聽
[00:16:09.000 --> 00:16:10.000]  第二
[00:16:10.000 --> 00:16:11.000]  當多瑪聽見
[00:16:11.000 --> 00:16:13.000]  主耶穌所講的話的時候
[00:16:13.000 --> 00:16:14.000]  他很清楚知道
[00:16:14.000 --> 00:16:18.000]  主這次是特別為他來的
[00:16:18.000 --> 00:16:20.000]  因為他來到的時候
[00:16:20.000 --> 00:16:22.000]  他講完願你們平安之後
[00:16:22.000 --> 00:16:24.000]  就轉向多瑪
[00:16:24.000 --> 00:16:26.000]  特別向多瑪講
[00:16:26.000 --> 00:16:28.000]  當然那麼多人當中
[00:16:28.000 --> 00:16:30.000]  誰沒有見過顯現的耶穌呢
[00:16:30.000 --> 00:16:32.000]  是多瑪
[00:16:32.000 --> 00:16:34.000]  主是特別不厭其煩
[00:16:34.000 --> 00:16:35.000]  再來一次
[00:16:35.000 --> 00:16:38.000]  特別向多瑪顯現他自己
[00:16:38.000 --> 00:16:40.000]  或者你可以想像
[00:16:40.000 --> 00:16:41.000]  當耶穌來的時候
[00:16:41.000 --> 00:16:44.000]  大概可以責備多瑪一番
[00:16:44.000 --> 00:16:46.000]  罵他一身
[00:16:46.000 --> 00:16:48.000]  或者主耶穌來的時候
[00:16:48.000 --> 00:16:51.000]  多瑪見到我了嗎
[00:16:51.000 --> 00:16:53.000]  小信的人
[00:16:53.000 --> 00:16:57.000]  為什麼不肯相信我呢
[00:16:57.000 --> 00:16:59.000]  甚至可以罵他
[00:16:59.000 --> 00:17:01.000]  你不相信我復活
[00:17:01.000 --> 00:17:04.000]  我就不讓你復活了
[00:17:04.000 --> 00:17:08.000]  都可以很公道地責備他
[00:17:08.000 --> 00:17:10.000]  但是回看整句話裏面
[00:17:10.000 --> 00:17:14.000]  有沒有任何一絲責備的口吻
[00:17:14.000 --> 00:17:15.000]  沒有
[00:17:15.000 --> 00:17:17.000]  主只是在當中
[00:17:17.000 --> 00:17:18.000]  來告訴他
[00:17:18.000 --> 00:17:21.000]  好了 多瑪 你過來吧
[00:17:21.000 --> 00:17:24.000]  你摸摸我的兵行
[00:17:24.000 --> 00:17:27.000]  你探入我的臘泊
[00:17:27.000 --> 00:17:28.000]  主沒有責備他
[00:17:28.000 --> 00:17:29.000]  只是告訴他
[00:17:29.000 --> 00:17:33.000]  好了 你過來看看我
[00:17:33.000 --> 00:17:35.000]  我過去和大家分享過一件事
[00:17:35.000 --> 00:17:38.000]  我很想再提
[00:17:38.000 --> 00:17:39.000]  我記得很多年之前
[00:17:39.000 --> 00:17:41.000]  當我自己預備申請
[00:17:41.000 --> 00:17:43.000]  去加拿大讀神學的時候
[00:17:43.000 --> 00:17:45.000]  當時我帶著一切的資料
[00:17:45.000 --> 00:17:48.000]  去到領事館申請簽證
[00:17:48.000 --> 00:17:51.000]  這個移民官看到我的資料後
[00:17:51.000 --> 00:17:54.000]  他說你的經費不夠
[00:17:54.000 --> 00:17:56.000]  我們不可以給你簽證
[00:17:56.000 --> 00:17:58.000]  下星期二你再來吧
[00:17:58.000 --> 00:18:00.000]  你再想想辦法吧
[00:18:00.000 --> 00:18:02.000]  我心想我不想這筆錢
[00:18:02.000 --> 00:18:04.000]  就當是我的錢
[00:18:04.000 --> 00:18:07.000]  當時講明是屬於你的錢
[00:18:07.000 --> 00:18:08.000]  我不想這樣做
[00:18:08.000 --> 00:18:09.000]  所以我有這麼多
[00:18:09.000 --> 00:18:10.000]  是這麼多的了
[00:18:10.000 --> 00:18:11.000]  一個星期後
[00:18:11.000 --> 00:18:13.000]  我都不會多多少錢的
[00:18:13.000 --> 00:18:16.000]  當然我口裏沒有說出來
[00:18:16.000 --> 00:18:17.000]  當時這個移民官就說
