
[00:00:00.000 --> 00:00:04.000]  各位同工 各位弟兄姊妹 平安
[00:05:05.000 --> 00:05:09.000]  就像中國古人所說的 我要隨心所欲
[00:05:09.000 --> 00:05:12.000]  但實際上孔夫子後面一句話叫做
[00:05:12.000 --> 00:05:16.000]  隨心所欲 不欲拒 不超過那個標準
[00:05:16.000 --> 00:05:20.000]  不超過那個範圍 這個就是人性問題
[00:05:20.000 --> 00:05:24.000]  很有趣的是 講完以後呢 保羅也知道
[00:05:24.000 --> 00:05:28.000]  有人在現場聽 或者是看到這份書信的時候呢
[00:05:28.000 --> 00:05:31.000]  心裏一定會說 保羅講得太好了
[00:05:31.000 --> 00:05:34.000]  第一章的末尾講得太棒了
[00:05:34.000 --> 00:05:38.000]  這個世界確實有很多的壞人 有很多的罪性
[00:05:38.000 --> 00:05:42.000]  有很多呢 在我們日常生活當中
[00:05:42.000 --> 00:05:47.000]  接觸到的罪惡 於是保羅在第二章的開頭
[00:05:47.000 --> 00:05:51.000]  直接就把鏡頭呢 調整了一下
[00:05:51.000 --> 00:05:55.000]  他說你這憑斷人的人 意思說
[00:05:55.000 --> 00:05:59.000]  如果你放大別人的罪 卻忽略了自己
[00:05:59.000 --> 00:06:02.000]  或者說淡化了自己的罪呢 實際上
[00:06:02.000 --> 00:06:05.000]  你在爲自己定罪
[00:06:05.000 --> 00:06:09.000]  因爲你會發現 在第二章一開頭的時候
[00:06:09.000 --> 00:06:13.000]  保羅很有趣的用了 你 你 你
[00:06:13.000 --> 00:06:19.000]  他直接指向了在場閱讀這份書信的人
[00:06:19.000 --> 00:06:23.000]  爲什麼呢 因爲你讀到第一章
[00:06:23.000 --> 00:06:26.000]  然後延續讀下去
[00:06:26.000 --> 00:06:30.000]  人內心裏面常常會住着一個病護律師
[00:06:30.000 --> 00:06:34.000]  爲自己病護 爲自己來說話
[00:06:34.000 --> 00:06:38.000]  然後呢 遇到別人的失敗呢 容易拿着放大鏡
[00:06:38.000 --> 00:06:42.000]  遇到自己的問題呢 就容易拿過濾鏡
[00:06:42.000 --> 00:06:45.000]  把自己的問題呢 忽略過去
[00:06:45.000 --> 00:06:48.000]  所以他在這裏做了一個耐人尋味的轉折
[00:06:48.000 --> 00:06:55.000]  從第一章的第三人稱 突然改爲第二章的第二人稱
[00:06:55.000 --> 00:06:59.000]  直呼其名 你 你 你
[00:06:59.000 --> 00:07:02.000]  或許你讀到第二章很不舒服的
[00:07:02.000 --> 00:07:05.000]  保羅硬要我們對號入座
[00:07:05.000 --> 00:07:07.000]  你知道對號入座這個事情呢
[00:07:07.000 --> 00:07:10.000]  其實有時候呢 人性並不喜歡的
[00:07:10.000 --> 00:07:13.000]  但是他一定要我們呢
[00:07:13.000 --> 00:07:17.000]  對號入座 所以他用了個詞叫做無可推諉
[00:07:17.000 --> 00:07:20.000]  簡單來講就是說
[00:07:20.000 --> 00:07:24.000]  你不要拒絕我給你講的問題
[00:07:24.000 --> 00:07:27.000]  彷彿逐一的點名
[00:07:27.000 --> 00:07:30.000]  我做的就是你在場的讀者
[00:07:30.000 --> 00:07:34.000]  那這種殖命性的發言讓人感覺到非常不舒服的
[00:07:34.000 --> 00:07:37.000]  甚至可以刺痛的 因爲人
[00:07:37.000 --> 00:07:40.000]  容易講別人 但是講自己
[00:07:40.000 --> 00:07:43.000]  或者被動的被別人講呢 那種
[00:07:43.000 --> 00:07:47.000]  情緒就會油然而生 因爲
[00:07:47.000 --> 00:07:51.000]  拆穿我們把罪惡給別人的本能
[00:07:51.000 --> 00:07:54.000]  保羅在這裏講的是這個
[00:07:54.000 --> 00:07:57.000]  所以 如果你有機會看下去的話
[00:07:57.000 --> 00:08:00.000]  實際上用的
[00:08:00.000 --> 00:08:03.000]  他第二章用的就是古典的
[00:08:03.000 --> 00:08:06.000]  羅馬希臘人所常用的一種叫病難題
[00:08:06.000 --> 00:08:09.000]  那這一種呢 簡單來講呢
[00:08:09.000 --> 00:08:12.000]  就是作者在設想一個對話的對象
[00:08:12.000 --> 00:08:15.000]  簡單 具體描述
[00:08:15.000 --> 00:08:18.000]  就是 他是一個牧者 他是
[00:08:18.000 --> 00:08:21.000]  對着熟悉的弟兄姐妹講的
[00:08:21.000 --> 00:08:24.000]  你是要講道或者是牧養的 常常一定要假設
[00:08:24.000 --> 00:08:27.000]  我跟你很熟的 如果我對你是一種
[00:08:27.000 --> 00:08:30.000]  憑空想象的呢 是沒有益處的
[00:08:30.000 --> 00:08:33.000]  換句話說 保羅講的是
[00:08:33.000 --> 00:08:36.000]  弟兄姐妹的日常所遇到的
[00:08:36.000 --> 00:08:39.000]  問題 很熟悉的
[00:08:39.000 --> 00:08:42.000]  弟兄姐妹 所以他把讀者
[00:08:42.000 --> 00:08:45.000]  或者是讀這個分書信的那些讀者呢
[00:08:45.000 --> 00:08:48.000]  轉到一個從旁觀到
[00:08:48.000 --> 00:08:51.000]  受教者 於是
[00:08:51.000 --> 00:08:54.000]  這裏的你 代表着弟兄姐妹
[00:08:54.000 --> 00:08:57.000]  可能會出現的自以爲意
[00:08:57.000 --> 00:09:00.000]  樂於挑別人的毛病 卻
[00:09:00.000 --> 00:09:03.000]  對自己呢 說
[00:09:03.000 --> 00:09:06.000]  我自信應該不是我所責備的那個對象
[00:09:06.000 --> 00:09:09.000]  反而論斷別人 所以一開始說
[00:09:09.000 --> 00:09:12.000]  你這平斷人的人啊
[00:09:12.000 --> 00:09:15.000]  爲什麼第一章呢 講普世的問題
[00:09:15.000 --> 00:09:18.000]  第二章呢 立即就講人呢 實際上
[00:09:18.000 --> 00:09:21.000]  保羅深諳人的內心的
[00:09:21.000 --> 00:09:24.000]  動態 他是一個瞭解
[00:09:24.000 --> 00:09:27.000]  人性的一個心理學者
[00:09:27.000 --> 00:09:30.000]  非常瞭解 你知道成爲一個心理學者很容易的
[00:09:30.000 --> 00:09:33.000]  只要你內心聽自己
[00:09:33.000 --> 00:09:36.000]  的聲音 多觀察人
[00:09:36.000 --> 00:09:39.000]  很容易成爲心理輔導學家的 對不對
[00:09:39.000 --> 00:09:42.000]  應該保羅就是這樣的人 他把鏡頭拉到了
[00:09:42.000 --> 00:09:45.000]  很近 不是講外邦人
[00:09:45.000 --> 00:09:48.000]  也不是講猶太人
[00:09:48.000 --> 00:09:51.000]  他是要講所有在場的人 所以很多聖經學者
[00:09:51.000 --> 00:09:54.000]  討論說 到底這裏講的對象是
[00:09:54.000 --> 00:09:57.000]  外邦人還是猶太人呢 爭來爭去
[00:09:57.000 --> 00:10:00.000]  大概很多世經書都有不同的定論
[00:10:00.000 --> 00:10:03.000]  但坦白說 如果保羅真的要講猶太人
[00:10:03.000 --> 00:10:06.000]  豈不直接就講猶太人嗎
[00:10:06.000 --> 00:10:09.000]  所以他在第二章直接說 無論你是外邦人
[00:10:09.000 --> 00:10:12.000]  希臘人 猶太人 我講的其實在場的是
[00:10:12.000 --> 00:10:15.000]  每一位 那當然也包括中國人了
[00:10:15.000 --> 00:10:18.000]  包括香港人 包括普世華人
[00:10:18.000 --> 00:10:21.000]  包括在場的你和我
[00:10:21.000 --> 00:10:24.000]  如果把這段話放在我們的生命當中
[00:10:24.000 --> 00:10:27.000]  其實保羅意思說
[00:10:27.000 --> 00:10:30.000]  在公義的上帝面前
[00:10:30.000 --> 00:10:33.000]  實際上你不能靠着身份 地位
[00:10:33.000 --> 00:10:36.000]  以及你平常所做的
[00:10:36.000 --> 00:10:39.000]  某一些可以在上帝面前的
[00:10:39.000 --> 00:10:42.000]  道德優越感 或者是說傳統
[00:10:42.000 --> 00:10:45.000]  來做遮羞布 掩蓋自己的問題
[00:10:45.000 --> 00:10:48.000]  人人都無可推諉
[00:10:48.000 --> 00:10:51.000]  言下之意說 你跟我
[00:10:51.000 --> 00:10:54.000]  其實都是有罪的
[00:10:54.000 --> 00:10:57.000]  那麼 在這裏講
[00:10:57.000 --> 00:11:00.000]  不是說 很簡單的把問題
[00:11:00.000 --> 00:11:03.000]  忽略過去 而是有一個非常重要的
[00:11:03.000 --> 00:11:06.000]  鋪排
[00:11:06.000 --> 00:11:09.000]  如果所有的人聽到保羅說
[00:11:09.000 --> 00:11:12.000]  你是
[00:11:12.000 --> 00:11:15.000]  講的對象關乎我
[00:11:15.000 --> 00:11:18.000]  那麼也就是說 如果猶太人
[00:11:18.000 --> 00:11:21.000]  在當中 他希望跟外邦人
[00:11:21.000 --> 00:11:24.000]  有距離 實際上
[00:11:24.000 --> 00:11:27.000]  保羅同時要反對當中道德優越感
[00:11:27.000 --> 00:11:30.000]  的猶太人 上帝眼中你們
[00:11:30.000 --> 00:11:33.000]  是一視同仁的 在上帝眼中看來
[00:11:33.000 --> 00:11:36.000]  都一樣的 他不是爲
[00:11:36.000 --> 00:11:39.000]  猶太人講話 也不是爲外邦人講話
[00:11:39.000 --> 00:11:42.000]  他是希望能夠從一個公義的視角
[00:11:42.000 --> 00:11:45.000]  來看問題 什麼叫公義呢 公義
[00:11:45.000 --> 00:11:48.000]  其實一視同仁 看問題
[00:11:48.000 --> 00:11:51.000]  沒有拼心 沒有拼理
[00:11:51.000 --> 00:11:54.000]  所以呢 之所以判斷
[00:11:54.000 --> 00:11:57.000]  在這裏所有的人都包含在裏面呢
[00:11:57.000 --> 00:12:00.000]  是因爲 如果你看過一本書
[00:12:00.000 --> 00:12:03.000]  叫做所羅門大智慧書 就知道保羅
[00:12:03.000 --> 00:12:06.000]  爲什麼在這裏這麼講了 這本書翻譯到中文
[00:12:06.000 --> 00:12:09.000]  其實是很好看的 在
[00:12:09.000 --> 00:12:12.000]  猶太人舊約最後一傳書和新約的
[00:12:12.000 --> 00:12:15.000]  第一傳書當中 隔了大概300多年到
[00:12:15.000 --> 00:12:18.000]  400多年 這叫兩約之經
[00:12:18.000 --> 00:12:21.000]  這兩約之經呢 猶太人呢
[00:12:21.000 --> 00:12:24.000]  沒有聽到上帝的聲音 或者說沒有心知太多的
[00:12:24.000 --> 00:12:27.000]  留下來有關於上帝的御令呢
[00:12:27.000 --> 00:12:30.000]  這本書呢 就是當時在那個氛圍當中
[00:12:30.000 --> 00:12:33.000]  有人就寫出 期待上帝跟我們
[00:12:33.000 --> 00:12:36.000]  講的內容 這本書其實是講什麼呢
[00:12:36.000 --> 00:12:39.000]  他其實要講
[00:12:39.000 --> 00:12:42.000]  上帝對人類呢 有很多
[00:12:42.000 --> 00:12:45.000]  有關於罪惡的審判 比如說邪惡
[00:12:45.000 --> 00:12:48.000]  敗偶像 犯衆
[00:12:48.000 --> 00:12:51.000]  殺嬰孩 性忌等等 上帝非常
[00:12:51.000 --> 00:12:54.000]  憤怒 責備他們
[00:12:54.000 --> 00:12:57.000]  那麼於是講完以後呢 這本書呢 突然
[00:12:57.000 --> 00:13:00.000]  講什麼呢 上帝對我們猶太人
[00:13:00.000 --> 00:13:03.000]  守約的人 有道德傳統的人的
[00:13:03.000 --> 00:13:06.000]  慈愛 一方面批評外邦人
[00:13:06.000 --> 00:13:09.000]  一方面呢 上帝對
[00:13:09.000 --> 00:13:12.000]  我們有愛 彷彿在暗示
[00:13:12.000 --> 00:13:15.000]  即使我們在犯罪 上帝
[00:13:15.000 --> 00:13:18.000]  屬於我們 上帝站在我們這個陣營
[00:13:18.000 --> 00:13:21.000]  因此不會落入到同樣的
[00:13:21.000 --> 00:13:24.000]  審判當中 那這樣的一個
[00:13:24.000 --> 00:13:27.000]  立約特權呢 或者是說
[00:13:27.000 --> 00:13:30.000]  這樣的一個身份特權呢
[00:13:30.000 --> 00:13:33.000]  等於免去責任 這種心態
[00:13:33.000 --> 00:13:36.000]  在保羅那個時代牧羊當中
[00:13:36.000 --> 00:13:39.000]  教會常常看到 如果他作爲牧者
[00:13:39.000 --> 00:13:42.000]  他一定會去關心弟兄姐妹
[00:13:42.000 --> 00:13:45.000]  或者是說教會當中受到社會的
[00:13:45.000 --> 00:13:48.000]  氛圍的影響 那這本書就是了
[00:13:48.000 --> 00:13:51.000]  外邦人理當受刑罰 而我們
[00:13:51.000 --> 00:13:54.000]  是猶太人 而我們也是屬於
[00:13:54.000 --> 00:13:57.000]  上帝被拯救的 更誇張的來講
[00:13:57.000 --> 00:14:00.000]  有一羣外邦人信了耶穌以後呢 他
[00:14:00.000 --> 00:14:03.000]  有種心態 上帝撇棄了猶太人
[00:14:03.000 --> 00:14:06.000]  謹選了我們 因爲我們
[00:14:06.000 --> 00:14:09.000]  被他所愛 所以無論是外邦人
[00:14:09.000 --> 00:14:12.000]  還是猶太人 都落入到同樣的
[00:14:12.000 --> 00:14:15.000]  一個思想邏輯當中 叫做立約的
[00:14:15.000 --> 00:14:18.000]  指明 我們剛纔唱詩歌說彩虹
[00:14:18.000 --> 00:14:21.000]  是立約的記號 即使
[00:14:21.000 --> 00:14:24.000]  有過 也不至於
[00:14:24.000 --> 00:14:27.000]  最後被拋棄 被審判
[00:14:27.000 --> 00:14:30.000]  被排除在家門以外
[00:14:30.000 --> 00:14:33.000]  保羅在這裏要粉碎
[00:14:33.000 --> 00:14:36.000]  這種自我安慰的
[00:14:36.000 --> 00:14:39.000]  信仰錯誤的問題
[00:14:39.000 --> 00:14:42.000]  作爲牧者應該多講好話嗎
[00:14:42.000 --> 00:14:45.000]  怎麼赤裸裸的講一封書信 一開始
[00:14:45.000 --> 00:14:48.000]  劈里啪啦的批評呢 對不對
[00:14:48.000 --> 00:14:51.000]  大家可以知道羅馬書是很有名的
[00:14:51.000 --> 00:14:54.000]  它是寫給教會會友的
[00:14:54.000 --> 00:14:57.000]  除了一開始串名幾句 一到三章
[00:14:57.000 --> 00:15:00.000]  不斷地講問題 不斷地講問題
[00:15:00.000 --> 00:15:03.000]  實際上 保羅在這裏就是講
[00:15:03.000 --> 00:15:06.000]  上帝有慈愛 沒錯
[00:15:06.000 --> 00:15:09.000]  上帝有愛 是祂的本質 但是愛的目的
[00:15:09.000 --> 00:15:12.000]  是什麼呢 愛的目的是
[00:15:12.000 --> 00:15:15.000]  引導你悔改 愛的目的呢
[00:15:15.000 --> 00:15:18.000]  是引導你知道祂的本性 而不是
[00:15:18.000 --> 00:15:21.000]  提供我們犯罪的
[00:15:21.000 --> 00:15:24.000]  護身符 如果仍然剛硬呢
[00:15:24.000 --> 00:15:27.000]  保羅說會爲自己怎麼樣啊
[00:15:27.000 --> 00:15:30.000]  積蓄憤怒 等待公義的審判來臨
[00:15:30.000 --> 00:15:33.000]  等同於說 利約的身份
[00:15:33.000 --> 00:15:36.000]  律法的知識 宗教的記號
[00:15:36.000 --> 00:15:39.000]  以及你的信仰過去
[00:15:39.000 --> 00:15:42.000]  累積的道德的這種表現
[00:15:42.000 --> 00:15:45.000]  比較美好 但都不能夠
[00:15:45.000 --> 00:15:48.000]  把你自動送到一個安全區
[00:15:48.000 --> 00:15:51.000]  所以上帝的審判
[00:15:51.000 --> 00:15:54.000]  上帝的公義不是看門第
[00:15:54.000 --> 00:15:57.000]  不是看你背景
[00:15:57.000 --> 00:16:00.000]  而是按有沒有做得出來 簡單來講
[00:16:00.000 --> 00:16:03.000]  有沒有做得出來 那麼這樣的話呢
[00:16:03.000 --> 00:16:06.000]  他想把所有的身份
[00:16:06.000 --> 00:16:09.000]  地位 或者華人講的命旨
[00:16:09.000 --> 00:16:12.000]  都挪開 讓每一個聽衆對號入座
[00:16:12.000 --> 00:16:15.000]  那麼對號入座有什麼意思呢
[00:16:15.000 --> 00:16:18.000]  當然就是要轉變了
[00:16:18.000 --> 00:16:21.000]  所以除了這裏外呢
[00:16:21.000 --> 00:16:24.000]  保羅在這裏就是要改變人們對
[00:16:24.000 --> 00:16:27.000]  身份的依賴 那我們知道這樣
[00:16:27.000 --> 00:16:30.000]  做的人 神必安公義審判他
[00:16:30.000 --> 00:16:33.000]  你這個人啊 他又再次用第二人稱
[00:16:33.000 --> 00:16:36.000]  你了 對不對 你這
[00:16:36.000 --> 00:16:39.000]  平淡人的人啊 哇 你跟別人有什麼差別呢
[00:16:39.000 --> 00:16:42.000]  你以爲能夠逃脫上帝的審判嗎
[00:16:42.000 --> 00:16:45.000]  還是藐視他吩咐的慈愛 寬容
[00:16:45.000 --> 00:16:48.000]  忍耐 不知道他的恩賜是
[00:16:48.000 --> 00:16:51.000]  領以悔改嗎 那這段話實際上保羅說
[00:16:51.000 --> 00:16:54.000]  這就是我們的常態了
[00:16:54.000 --> 00:16:57.000]  這是我們日常當中生活會接觸到的
[00:16:57.000 --> 00:17:00.000]  人 常常會說的問題
[00:17:00.000 --> 00:17:03.000]  但
[00:17:03.000 --> 00:17:06.000]  保羅在這裏其實要提醒我們
[00:17:06.000 --> 00:17:09.000]  我們會說自己有一點問題
[00:17:09.000 --> 00:17:12.000]  但不至於太嚴重
[00:17:12.000 --> 00:17:15.000]  不如 怎麼會把我放錯
[00:17:15.000 --> 00:17:18.000]  列入到神的審判呢
[00:17:18.000 --> 00:17:21.000]  哇 這麼嚴重 爲什麼會這樣想
[00:17:21.000 --> 00:17:24.000]  因爲作爲基督徒 或者是你在教會
[00:17:24.000 --> 00:17:27.000]  生活久了 你的日常生活是比較
[00:17:27.000 --> 00:17:30.000]  順利的 或者是說
[00:17:30.000 --> 00:17:33.000]  事業比較穩定 家庭和睦
[00:17:33.000 --> 00:17:36.000]  居住的環境比較穩定
[00:17:36.000 --> 00:17:39.000]  假期都美好 尤其在香港社會
[00:17:39.000 --> 00:17:42.000]  那我就憑
[00:17:42.000 --> 00:17:45.000]  我就憑着今日的生活來推論
[00:17:45.000 --> 00:17:48.000]  一個結論 會不會啊 尤其是你
[00:17:48.000 --> 00:17:51.000]  患病了 你第一個想法是不是我得罪了神
[00:17:51.000 --> 00:17:54.000]  對不對 那推己己人
[00:17:54.000 --> 00:17:57.000]  再繼續想下去 如果我今天比較幸福
[00:17:57.000 --> 00:18:00.000]  那我就想上帝的祝福 對不對
[00:18:00.000 --> 00:18:03.000]  人總是這樣的 我跟他的關係比較好
[00:18:03.000 --> 00:18:06.000]  我纔會約他去
[00:18:06.000 --> 00:18:09.000]  爬山啊 或者是
[00:18:09.000 --> 00:18:12.000]  我們去戶外旅行 非常重要的
[00:18:12.000 --> 00:18:15.000]  但如果你跟他的關係不好呢
[00:18:15.000 --> 00:18:18.000]  我就不會考慮到太多跟家人
[00:18:18.000 --> 00:18:21.000]  什麼旅行啊 看到他我都感覺到
[00:18:21.000 --> 00:18:24.000]  比較難受 尤其是
[00:18:24.000 --> 00:18:27.000]  身體問題 我們常常
[00:18:27.000 --> 00:18:30.000]  容易第一時間會問上帝啊 是不是
[00:18:30.000 --> 00:18:33.000]  我做錯了什麼
[00:18:33.000 --> 00:18:36.000]  是不是犯罪了 罪不一定跟
[00:18:36.000 --> 00:18:39.000]  苦難都有必然關係
[00:18:39.000 --> 00:18:42.000]  但是有一點關係 聖經教導的
[00:18:42.000 --> 00:18:45.000]  所以呢 我們總會這麼想 那另外
[00:18:45.000 --> 00:18:48.000]  你如果事業經歷比較穩定 我們當中
[00:18:48.000 --> 00:18:51.000]  很多人可能在香港都已經上岸了 拼搏了
[00:18:51.000 --> 00:18:54.000]  好多年 還不錯 成績 或者你在香港
[00:18:54.000 --> 00:18:57.000]  你是local 你本身是土族
[00:18:57.000 --> 00:19:00.000]  你從來大概看看自己
[00:19:00.000 --> 00:19:03.000]  養老金 不錯啦
[00:19:03.000 --> 00:19:06.000]  家庭和睦 所以呢 按照
[00:19:06.000 --> 00:19:09.000]  當今的順利來做一個
[00:19:09.000 --> 00:19:12.000]  評論呢 將來也會這樣
[00:19:12.000 --> 00:19:15.000]  性死
[00:19:15.000 --> 00:19:18.000]  怎麼樣 保羅說 不一定
[00:19:18.000 --> 00:19:21.000]  你今天的分品爛盡 就沒有
[00:19:21.000 --> 00:19:24.000]  未來的審判 弟兄姐妹 我在預備這一段
[00:19:24.000 --> 00:19:27.000]  經文的時候 其實我是比較掙扎的
[00:19:27.000 --> 00:19:30.000]  坦白說 是很掙扎的
[00:19:30.000 --> 00:19:33.000]  因爲他講的就是我 而不是說
[00:19:33.000 --> 00:19:36.000]  講某一個人而已 更諷刺的是
[00:19:36.000 --> 00:19:39.000]  這些讓人心裏面
[00:19:39.000 --> 00:19:42.000]  平安的好事情呢 是
[00:19:42.000 --> 00:19:45.000]  神的恩慈 但是神的恩慈寬容
[00:19:45.000 --> 00:19:48.000]  是要提醒我們
[00:19:48.000 --> 00:19:51.000]  不代表
[00:19:51.000 --> 00:19:54.000]  將來沒有審判
[00:19:54.000 --> 00:19:57.000]  那 什麼意思
[00:19:57.000 --> 00:20:00.000]  給我多一天悔改的機會
[00:20:00.000 --> 00:20:03.000]  所以此愛的目的是這樣 爲什麼我今天身體會好
[00:20:03.000 --> 00:20:06.000]  上帝給我多一天恩代別人的
[00:20:06.000 --> 00:20:09.000]  機會 是這樣
[00:20:09.000 --> 00:20:12.000]  上帝爲什麼給我多活一天
[00:20:12.000 --> 00:20:15.000]  讓我多走進
[00:20:15.000 --> 00:20:18.000]  剛纔我們唱的詩歌 人空虛的心靈
[00:20:18.000 --> 00:20:21.000]  爲什麼會這樣 因爲你曾經空虛過
[00:20:21.000 --> 00:20:24.000]  因爲你曾經軟弱過 你知道那種
[00:20:24.000 --> 00:20:27.000]  感受不舒服的 希望多
[00:20:27.000 --> 00:20:30.000]  出手幫助一個人 但是呢
[00:20:30.000 --> 00:20:33.000]  如果繼續按照這個福氣 上帝恩代
[00:20:33.000 --> 00:20:36.000]  我們 盼望我們是因爲
[00:20:36.000 --> 00:20:39.000]  他的良善轉變 但卻
[00:20:39.000 --> 00:20:42.000]  把這個恩鼎當作爲安全
[00:20:42.000 --> 00:20:45.000]  保障呢 就比較麻煩 會容易自滿
[00:20:45.000 --> 00:20:48.000]  那這種就是身份的依賴
[00:20:48.000 --> 00:20:51.000]  的錯誤了 在這裏要講的
[00:20:51.000 --> 00:20:54.000]  所以保羅在很有趣的是第五和第六節
[00:20:54.000 --> 00:20:57.000]  裏面呢 我們看到後面呢 就一直
[00:20:57.000 --> 00:21:00.000]  在講 就是解釋 爲什麼這種
[00:21:00.000 --> 00:21:03.000]  身份錯誤的依賴這麼致命
[00:21:03.000 --> 00:21:06.000]  因爲你會映着景象
