
[00:00:00.000 --> 00:00:07.400]  今天指定要我講的信息是學校基督
[00:13:14.800 --> 00:13:16.300]  (牠發現帳篷裏面有人)
[00:13:16.300 --> 00:13:18.000]  (牠對裏面的人說)
[00:13:18.000 --> 00:13:19.800]  (牠對裏面的人說)
[00:13:19.800 --> 00:13:22.400]  (外面很冷)
[00:13:22.400 --> 00:13:24.200]  (裏面的人說)
[00:13:24.200 --> 00:13:27.300]  (那麼大隻駱駝我們這裏永不想你)
[00:13:27.300 --> 00:13:27.300]  (那麼大隻駱駝我們這裏永不想你)
[00:13:27.300 --> 00:13:31.600]  (那麼大隻駱駝我們這裏永不想你)
[00:13:31.600 --> 00:13:35.000]  (但是駱駝說)
[00:13:35.000 --> 00:13:38.200]  (好,你這樣我把鼻子)
[00:13:38.200 --> 00:13:45.000]  (我的鼻子,我的頭伸進來就行了)
[00:13:45.000 --> 00:13:46.000]  (不過不要緊)
[00:13:46.000 --> 00:13:48.000]  (我只是將我的鼻子)
[00:13:48.000 --> 00:13:50.600]  (將我的頭低一點進來就行了)
[00:13:50.600 --> 00:13:51.600]  (過了一會兒)
[00:13:51.600 --> 00:13:52.800]  (過了一會兒)
[00:13:52.800 --> 00:13:53.800]  (牠又說了)
[00:13:53.800 --> 00:13:54.800]  (牠又說了)
[00:13:54.800 --> 00:13:57.000]  (外面還是很冷)
[00:13:57.000 --> 00:13:58.600]  (外面還是很冷)
[00:13:58.600 --> 00:14:02.600]  (好嗎?你讓我把一隻腳放進來)
[00:14:02.600 --> 00:14:04.600]  (好嗎?讓我把一隻腳放進來)
[00:14:04.600 --> 00:14:05.400]  (跟著牠說)
[00:14:05.400 --> 00:14:07.800]  (好嗎?讓我把另一隻腳放進來)
[00:14:07.800 --> 00:14:08.600]  (那時候又說)
[00:14:08.600 --> 00:14:10.000]  (可不可以讓我把另一隻腳)
[00:14:10.000 --> 00:14:11.000]  (也放進來呢?)
[00:14:11.000 --> 00:14:12.200]  (在這個時候)
[00:14:12.200 --> 00:14:13.800]  (那在這個時候呢?)
[00:14:13.800 --> 00:14:15.800]  (這個駱駝就)
[00:14:15.800 --> 00:14:19.000]  (牠就不再問裏面了)
[00:14:19.000 --> 00:14:22.400]  (牠整個人就衝進去了)
[00:14:22.400 --> 00:14:24.800]  (那跟著牠都不會再問裏面的人了)
[00:14:24.800 --> 00:14:27.600]  (那牠自己整隻駱駝就進出去了)
[00:14:27.600 --> 00:14:32.000]  (魔鬼就進去了)
[00:14:32.000 --> 00:14:35.200]  (魔鬼就像這樣不寸進尺的)
[00:14:35.200 --> 00:14:35.200]  (魔鬼就像這樣不寸進尺的)
[00:14:35.200 --> 00:14:40.000]  (我們需要了解牠的作用)
[00:14:40.000 --> 00:14:43.200]  (我們需要了解牠的作用)
[00:14:43.200 --> 00:14:45.600]  (跟著牠是第28節)
[00:14:45.600 --> 00:14:46.800]  (第28節)
[00:14:46.800 --> 00:14:49.200]  (從前偷竊的不要再偷)
[00:14:49.200 --> 00:14:53.800]  (總要勞力 親手做正經事業)
[00:14:53.800 --> 00:14:58.600]  (就可以分給那缺少的人)
[00:14:58.600 --> 00:15:01.000]  (在這裏告訴我們說)
[00:15:01.000 --> 00:15:04.800]  (從前偷竊 誰免於急)
[00:15:04.800 --> 00:15:07.200]  (好了 不要再這樣做了)
[00:15:07.200 --> 00:15:08.800]  (這裏就告訴我們)
[00:15:08.800 --> 00:15:10.800]  (如果你以前是偷東西的)
[00:15:10.800 --> 00:15:13.000]  (那現在不要再偷了)
[00:15:13.000 --> 00:15:15.200]  (那麼正面怎麼樣呢?)
[00:15:15.200 --> 00:15:16.800]  (那正面應該怎麼做呢?)
[00:15:16.800 --> 00:15:18.000]  (要勞力)
[00:15:18.000 --> 00:15:19.200]  (就要勞力了)
[00:15:19.200 --> 00:15:21.200]  (親手做正經事業)
[00:15:21.200 --> 00:15:23.600]  (要親手來做正經的事)
[00:15:23.600 --> 00:15:26.400]  (在正經事業中努力)
[00:15:26.400 --> 00:15:28.200]  (在正經事業的上面來努力)
[00:15:28.200 --> 00:15:30.200]  (經過事業發展)
[00:15:30.200 --> 00:15:31.800]  (經過事業發展)
[00:15:31.800 --> 00:15:37.200]  (就有力量 有餘)
[00:15:37.200 --> 00:15:39.600]  (讓自己所需要的足夠)
[00:15:39.600 --> 00:15:42.000]  (還有多餘的錢)
[00:15:42.000 --> 00:15:44.000]  (不單自己所需要的足夠)
[00:15:44.000 --> 00:15:45.800]  (還有多餘的錢)
[00:15:45.800 --> 00:15:50.200]  (可以分給那些缺少的人)
[00:15:50.200 --> 00:15:52.600]  (可以分給那些有缺少的人)
[00:15:52.600 --> 00:15:55.800]  (這是非常好)
[00:15:55.800 --> 00:15:57.200]  (那是非常好)
[00:15:57.200 --> 00:15:58.400]  (跟著又說)
[00:15:58.400 --> 00:15:59.600]  (跟著又說)
[00:15:59.600 --> 00:16:02.200]  (污穢的言語一句不可出口)
[00:16:02.200 --> 00:16:06.000]  (污穢的言語一句不可出口)
[00:16:06.000 --> 00:16:11.000]  (這個污言髒語)
[00:16:11.000 --> 00:16:15.400]  (時常的人口裡的東西很骯髒)
[00:16:15.400 --> 00:16:17.800]  (一般西方人是這樣)
[00:16:17.800 --> 00:16:20.800]  (西方人一般都是污言穢語)
[00:16:20.800 --> 00:16:22.400]  (說話很骯髒)
[00:16:22.400 --> 00:16:25.200]  (但是一個學校基督的人)
[00:16:25.200 --> 00:16:28.800]  (他這樣的言語一句都不講)
[00:16:28.800 --> 00:16:30.600]  (但是學習基督的人)
[00:16:30.600 --> 00:16:32.000]  (這樣污穢的言語)
[00:16:32.000 --> 00:16:33.800]  (是一句都不可以講的)
[00:16:33.800 --> 00:16:37.000]  (要把口把手得很緊)
[00:16:37.000 --> 00:16:39.800]  (要把口把手得很緊)
[00:16:39.800 --> 00:16:41.600]  (下面正面)
[00:16:41.600 --> 00:16:45.600]  (只要隨時說造就人的好話)
[00:16:45.600 --> 00:16:47.600]  (跟著還有更正面的)
[00:16:47.600 --> 00:16:50.400]  (就是只要隨時說造就人的好話)
[00:16:50.400 --> 00:16:55.400]  (叫聽見的人得益處)
[00:16:55.400 --> 00:16:57.400]  (我講的話)
[00:16:57.400 --> 00:17:02.400]  (是人聽了是有益處還是有害處呢?)
[00:17:02.400 --> 00:17:04.000]  (我平時說的話)
[00:17:04.000 --> 00:17:05.400]  (人家聽了之後)
[00:17:05.400 --> 00:17:07.800]  (是有益處還是有害處呢?)
[00:17:07.800 --> 00:17:11.000]  (對他有好影響還是壞影響呢?)
[00:17:11.000 --> 00:17:14.400]  (對人有好的影響還是有壞的影響呢?)
[00:17:14.400 --> 00:17:18.800]  (這是一個很重要的表現)
[00:17:18.800 --> 00:17:20.600]  (這是一個很重要的表現)
[00:17:20.600 --> 00:17:21.800]  第三十節
[00:17:21.800 --> 00:17:24.200]  (在第三十節這樣說)
[00:17:24.200 --> 00:17:28.000]  不要叫神的聖靈擔憂
[00:17:28.000 --> 00:17:31.800]  (不要叫神的聖靈擔憂)
[00:17:31.800 --> 00:17:34.000]  聖靈會擔憂
[00:17:34.000 --> 00:17:36.200]  (聖靈會擔憂的)
[00:17:36.200 --> 00:17:40.600]  我們做了不應該做的事
[00:17:40.600 --> 00:17:42.200]  聖靈會擔憂
[00:17:42.200 --> 00:17:44.400]  (我們做了不應該做的事)
[00:17:44.400 --> 00:17:45.600]  (聖靈會擔憂)
[00:17:45.600 --> 00:17:48.200]  為什麼不要讓聖靈擔憂呢?
[00:17:48.200 --> 00:17:50.200]  為什麼不要讓聖靈擔憂呢?
[00:17:50.200 --> 00:17:52.400]  因為你們是受了祂的印記
[00:17:52.400 --> 00:17:54.800]  等候得贖的日子來的
[00:17:54.800 --> 00:17:57.000]  (因為你們是受了祂的印記)
[00:17:57.000 --> 00:17:59.800]  (等候得贖的日子來的)
[00:17:59.800 --> 00:18:02.400]  每一個得救的人都有聖靈的印記
[00:18:02.400 --> 00:18:05.600]  (每一個得救的人都有聖靈的印記)
[00:18:05.600 --> 00:18:07.400]  每個人是受贖的
[00:18:07.400 --> 00:18:09.600]  (這個印記就是說你是屬於神的)
[00:18:09.600 --> 00:18:11.400]  沒有印記的人不是受贖的
[00:18:11.400 --> 00:18:14.200]  (其他人沒有印記的是不屬於神的)
[00:18:14.200 --> 00:18:18.400]  這是很重要的事
[00:18:18.400 --> 00:18:20.000]  (這是很重要的事)
[00:18:20.000 --> 00:18:28.000]  聖靈是重要的一環
[00:18:28.000 --> 00:18:31.000]  (聖靈是我們生命裏面很重要的一環)
[00:18:31.000 --> 00:18:34.000]  第三十一節
[00:18:34.000 --> 00:18:40.200]  一切的苦惱、惱恨、憤怒
[00:18:40.200 --> 00:18:44.200]  然後回報一切的惡毒
[00:18:44.200 --> 00:18:48.200]  (這很厲害)
[00:18:48.200 --> 00:18:52.600]  這些都當從你們中間出去
[00:18:52.600 --> 00:18:54.200]  (三十一節這樣說)
[00:18:54.200 --> 00:18:59.600]  (一切的苦毒、惱恨、憤怒、讓罵、毀謗)
[00:18:59.600 --> 00:19:01.000]  (以及一切的惡毒)
[00:19:01.000 --> 00:19:02.600]  (這些很厲害的東西)
[00:19:02.600 --> 00:19:06.200]  (都當從你們中間除掉)
[00:19:06.200 --> 00:19:09.400]  把這些除去以後
[00:19:09.400 --> 00:19:11.800]  (除掉的是什麼)
[00:19:11.800 --> 00:19:14.600]  把這些除去以後用什麼來取代呢?
[00:19:14.600 --> 00:19:15.600]  (三十一節)
[00:19:15.600 --> 00:19:17.800]  第三十二節
[00:19:17.800 --> 00:19:24.400]  (因此相待,人民的心彼此老熟)
[00:19:24.400 --> 00:19:26.600]  是要以因此來相待
[00:19:26.600 --> 00:19:31.000]  全憐憫的心彼此饒恕
[00:19:31.000 --> 00:19:34.600]  (這是何等的寶貴)
[00:19:34.600 --> 00:19:36.600]  這是何等的寶貴
[00:19:36.600 --> 00:19:43.000]  彼此以因此相待
[00:19:43.000 --> 00:19:45.400]  你有什麼難處
[00:19:45.400 --> 00:19:50.800]  有什麼需要用憐憫的心
[00:19:50.800 --> 00:19:53.200]  (有什麼難處、有什麼需要)
[00:19:53.200 --> 00:19:57.400]  (就用憐憫的心去幫助他)
[00:19:57.400 --> 00:20:00.400]  彼此饒恕
[00:20:00.400 --> 00:20:03.200]  (饒恕很不容易)
[00:20:03.200 --> 00:20:06.800]  饒恕是非常不容易的
[00:20:06.800 --> 00:20:11.000]  (有人得罪我,我永遠不會忘記)
[00:20:11.000 --> 00:20:13.200]  (記住了,記住了)
[00:20:13.200 --> 00:20:16.200]  有人得罪我,我永遠都不會忘記
[00:20:16.200 --> 00:20:18.000]  我記住他、記住他
[00:20:18.000 --> 00:20:19.000]  (饒恕)
