
[00:00:00.000 --> 00:00:03.640]  我們已經開始看《聖經》裏面
[00:02:08.360 --> 00:02:11.040]  在這節裏面提到撒末爾
[00:02:11.040 --> 00:02:15.960]  是所有禱告神的人的代表
[00:02:15.960 --> 00:02:20.520]  下面就提到他們多數就表示
[00:02:20.520 --> 00:02:25.400]  他代表着相當多的禱告的人
[00:02:25.400 --> 00:02:28.840]  如果我們是在禱告神的人當中
[00:02:28.840 --> 00:02:31.760]  這是我們所蒙的大恩典
[00:02:31.760 --> 00:02:35.280]  我們這些人真是要常常記得
[00:02:35.280 --> 00:02:41.840]  我們的總代表撒末爾爲我們留下的好榜樣
[00:02:41.840 --> 00:02:45.800]  撒末爾站穩了他代導的崗位
[00:02:45.800 --> 00:02:49.040]  爲什麼他能站得這樣穩固呢?
[00:02:49.040 --> 00:02:53.720]  乃是因爲他很重視代導的責任
[00:02:53.720 --> 00:02:55.560]  他重視這個責任
[00:02:55.560 --> 00:02:58.840]  知道這個責任是神給他的
[00:02:58.840 --> 00:03:02.240]  所以他能夠堅持到底
[00:03:02.240 --> 00:03:06.040]  站穩這個崗位始終不渝
[00:03:06.040 --> 00:03:09.560]  這是難能可貴的一個好榜樣
[00:03:09.560 --> 00:03:14.200]  他說過一句話值得我們牢牢的記住
[00:03:14.200 --> 00:03:20.120]  他說記載在撒末爾記上十二章二十三節
[00:03:20.120 --> 00:03:24.200]  撒末爾記上十二章二十三節
[00:03:24.200 --> 00:03:25.680]  他在這裏說
[00:03:25.680 --> 00:03:29.120]  至於我斷不停止爲你們
[00:03:29.120 --> 00:03:31.520]  就是爲以色列人禱告
[00:03:31.520 --> 00:03:34.200]  一致得罪以後話
[00:03:34.200 --> 00:03:35.720]  我再讀一次
[00:03:35.720 --> 00:03:39.480]  至於我斷不停止爲你們禱告
[00:03:39.480 --> 00:03:42.000]  一致得罪以後話
[00:03:42.000 --> 00:03:45.080]  這句話包括了兩個意思
[00:03:45.080 --> 00:03:46.280]  第一個意思
[00:03:46.280 --> 00:03:50.800]  如果撒末爾停止爲以色列人禱告
[00:03:50.800 --> 00:03:53.080]  以色列人就容易犯罪
[00:03:53.080 --> 00:03:54.760]  得罪以後話
[00:03:54.760 --> 00:03:56.000]  第二個意思
[00:03:56.000 --> 00:03:59.680]  如果撒末爾停止爲以色列人禱告
[00:03:59.680 --> 00:04:02.560]  他自己就得罪了以後話
[00:04:02.560 --> 00:04:05.120]  所以得罪以後話這句話
[00:04:05.120 --> 00:04:08.320]  可以一方面用在以色列人身上
[00:04:08.320 --> 00:04:11.720]  另外一方面可以用在撒末爾身上
[00:04:11.720 --> 00:04:15.600]  當撒末爾停止爲以色列人禱告的時候
[00:04:15.600 --> 00:04:17.840]  以色列人就容易犯罪
[00:04:17.840 --> 00:04:19.360]  得罪以後話
[00:04:19.360 --> 00:04:20.880]  另外一方面
[00:04:20.880 --> 00:04:24.880]  當撒末爾停止爲以色列人禱告的時候
[00:04:24.880 --> 00:04:28.200]  他自己就得罪了以後話
[00:04:28.200 --> 00:04:32.600]  這句話對我們有很重要的提醒
[00:04:32.600 --> 00:04:34.600]  但願主幫助我們
[00:04:34.600 --> 00:04:35.960]  鼓勵我們
[00:04:35.960 --> 00:04:40.360]  使我們不止停止爲別人禱告
[00:04:40.360 --> 00:04:43.880]  當我們停止爲基督徒禱告的時候
[00:04:43.880 --> 00:04:46.040]  爲教會禱告的時候
[00:04:46.040 --> 00:04:50.920]  基督教會就容易軟弱失敗
[00:04:50.920 --> 00:04:55.640]  當我們停止爲教會和爲弟兄姊妹禱告的時候
[00:04:55.640 --> 00:04:59.080]  也就是我們自己失職的時候
[00:04:59.080 --> 00:05:02.920]  也就是我們自己虧欠神的時候
[00:05:02.920 --> 00:05:06.680]  也就是我們得罪神的時候
[00:05:06.680 --> 00:05:10.440]  也就是撒末爾的態度這個態度
[00:05:10.440 --> 00:05:15.320]  是他站穩的帶導的立場和崗位
[00:05:15.320 --> 00:05:19.320]  但願我們同樣的效法他
[00:05:19.320 --> 00:05:21.080]  第二方面
[00:05:21.080 --> 00:05:23.880]  撒末爾靈性長進
[00:05:23.880 --> 00:05:27.120]  得到神和人的喜愛
[00:05:27.120 --> 00:05:29.960]  這是記載在撒末爾紀上
[00:05:29.960 --> 00:05:32.360]  二章二十六節裏面
[00:05:32.360 --> 00:05:35.960]  撒末爾紀上二章二十六節
[00:05:35.960 --> 00:05:39.000]  這裏提到撒末爾小的時候
[00:05:39.000 --> 00:05:41.240]  他的身體慢慢長大
[00:05:41.240 --> 00:05:44.680]  同時他的靈性也長進
[00:05:44.680 --> 00:05:46.360]  這裏清楚地說
[00:05:46.360 --> 00:05:49.960]  他得到神和人的喜愛
[00:05:49.960 --> 00:05:51.960]  神歡喜他
[00:05:51.960 --> 00:05:53.960]  人也歡喜他
[00:05:53.960 --> 00:05:57.960]  這是何等的美好的話
[00:05:57.960 --> 00:06:00.680]  這種的話語讓我們想到
[00:06:00.680 --> 00:06:05.240]  主耶穌自己少年的情況
[00:06:05.240 --> 00:06:09.160]  在路加福音二章五十二節
[00:06:09.160 --> 00:06:12.280]  路加福音二章五十二節
[00:06:12.280 --> 00:06:14.280]  有這樣的話說
[00:06:14.280 --> 00:06:17.000]  耶穌的智慧和善良
[00:06:17.000 --> 00:06:20.120]  並神和人喜愛他的心
[00:06:20.120 --> 00:06:22.760]  都一起增長
[00:06:22.760 --> 00:06:26.360]  這是主耶穌給我們留下的榜樣
[00:06:26.360 --> 00:06:30.680]  今天信奉耶穌基督的少年人
[00:06:30.680 --> 00:06:33.480]  應該記住這句話
[00:06:33.480 --> 00:06:39.000]  但願他們在善良年紀長大的時候
[00:06:39.000 --> 00:06:42.200]  他們的殊靈的智慧也長大
[00:06:42.200 --> 00:06:44.840]  神和人喜愛他們的心
[00:06:44.840 --> 00:06:47.160]  也一起增長
[00:06:47.160 --> 00:06:50.920]  這是主爲我們留下的好榜樣
[00:06:50.920 --> 00:06:54.600]  激勵我們有同樣的追求
[00:06:54.600 --> 00:06:59.240]  撒末爾不但少年的時候蒙神喜悅
[00:06:59.240 --> 00:07:03.560]  乃是一生一世之久蒙神喜悅
[00:07:03.560 --> 00:07:06.760]  他不是短期的靈性好
[00:07:06.760 --> 00:07:09.080]  乃是一生一世
[00:07:09.080 --> 00:07:10.520]  有始有終
[00:07:10.520 --> 00:07:14.600]  一直到底那樣的蒙神喜悅
[00:07:14.600 --> 00:07:17.000]  這是何等的寶貴
[00:07:17.000 --> 00:07:19.400]  何等的少有
[00:07:19.400 --> 00:07:21.240]  我們如何呢?
[00:07:21.240 --> 00:07:23.160]  我們愛主的心
[00:07:23.160 --> 00:07:24.840]  我們侍奉的心
[00:07:24.840 --> 00:07:27.160]  我們見證主的熱心
[00:07:27.160 --> 00:07:31.640]  是不是也是有始有終的?
[00:07:31.640 --> 00:07:34.440]  我們是不是也經常的
[00:07:34.440 --> 00:07:36.120]  一直到底的
[00:07:36.120 --> 00:07:37.800]  不改變的
[00:07:37.800 --> 00:07:39.560]  堅強的
[00:07:39.560 --> 00:07:43.080]  這樣的蒙神喜悅呢?
[00:07:43.080 --> 00:07:47.320]  現在我們看第三方面
[00:07:47.320 --> 00:07:49.480]  關於撒末爾的事
[00:07:49.480 --> 00:07:52.120]  就是撒末爾對於神
[00:07:52.120 --> 00:07:56.200]  有很高的殊靈的敏感
[00:07:56.200 --> 00:07:58.440]  這是記載撒末爾記上
[00:07:58.440 --> 00:08:02.360]  三章一節到十節
[00:08:02.360 --> 00:08:06.440]  這是基督徒很熟悉的一段經文
[00:08:06.440 --> 00:08:08.360]  當他小的時候
[00:08:08.360 --> 00:08:11.160]  他就聽見了以後話神
[00:08:11.160 --> 00:08:13.560]  向他說話的聲音
[00:08:13.560 --> 00:08:15.160]  他在睡眠之中
[00:08:15.160 --> 00:08:16.760]  神呼叫他
[00:08:16.760 --> 00:08:20.920]  他聽見神的聲音就立刻起來
[00:08:20.920 --> 00:08:23.080]  他在睡眠之中
[00:08:23.080 --> 00:08:26.920]  他聽見神的聲音就立刻起來
[00:08:26.920 --> 00:08:32.040]  他預備好心要聽神向他說的話
[00:08:32.040 --> 00:08:33.560]  這種的情況
[00:08:33.560 --> 00:08:39.400]  和當時年老的祭司伊利剛剛相反
[00:08:39.400 --> 00:08:43.000]  老祭司伊利年紀大了
[00:08:43.000 --> 00:08:45.400]  靈性也差了
[00:08:45.400 --> 00:08:49.240]  他對神的敏感也減低了
[00:08:49.240 --> 00:08:52.680]  神就停止向他講話
[00:08:52.680 --> 00:08:54.520]  他也聽不見了
[00:08:54.520 --> 00:08:58.280]  這是何等可喜的一種情況
[00:08:58.280 --> 00:09:01.400]  一個人的年紀和靈性
[00:09:01.400 --> 00:09:03.880]  是有些自然的關係的
[00:09:03.880 --> 00:09:06.120]  當一個人年老的時候
[00:09:06.120 --> 00:09:09.080]  他的各方面都反映遲鈍了
[00:09:09.080 --> 00:09:14.920]  他的靈性也受了連帶的關係和影響
[00:09:14.920 --> 00:09:19.160]  因此一個基督徒在漸漸年紀大的時候
[00:09:19.160 --> 00:09:21.400]  要特別的警醒
[00:09:21.400 --> 00:09:24.360]  如果伊利特別的警醒
[00:09:24.360 --> 00:09:28.360]  保守他心靈對以後發生的敏感的話
[00:09:28.360 --> 00:09:35.240]  我相信他的情形不至於落到那樣可憐的地步
[00:09:35.240 --> 00:09:38.600]  願這一個事情激勵我們
[00:09:38.600 --> 00:09:41.080]  提醒我們 警惕我們
[00:09:41.080 --> 00:09:44.840]  讓我們曉得我們的需要在哪裏
[00:09:44.840 --> 00:09:50.840]  能夠靠着神來克服我們的入僧的軟弱
[00:09:50.840 --> 00:09:55.000]  讓神的恩典仍然能夠繼續的
[00:09:55.000 --> 00:09:58.680]  新鮮的不斷的臨到我們身上
[00:09:58.680 --> 00:10:00.760]  好像亞伯拉罕那樣
[00:10:00.760 --> 00:10:02.840]  好像老約翰那樣
[00:10:02.840 --> 00:10:05.800]  好像保羅年老的時候那樣
[00:10:05.800 --> 00:10:09.160]  好像彼得年老的時候那樣
[00:10:09.160 --> 00:10:12.360]  我們從這些人物身上看見
[00:10:12.360 --> 00:10:16.040]  年老不一定靈性倒退
[00:10:16.040 --> 00:10:18.920]  所以我們不要原諒自己
[00:10:18.920 --> 00:10:23.400]  雖然年級和靈性有些連帶的關係
[00:10:23.400 --> 00:10:25.640]  但不是絕對的關係
[00:10:25.640 --> 00:10:27.880]  當我們特別仰望神
[00:10:27.880 --> 00:10:30.440]  警醒 禱告 追求的時候
[00:10:30.440 --> 00:10:32.680]  神就恩待我們
[00:10:32.680 --> 00:10:35.320]  使我們的靈性不但不退步
[00:10:35.320 --> 00:10:38.600]  反而能夠到爐火純青的地步
[00:10:38.600 --> 00:10:40.920]  更加討神的喜悅
[00:10:40.920 --> 00:10:43.000]  更加合神適用
[00:10:43.000 --> 00:10:46.120]  做神賜福的器皿
[00:10:46.120 --> 00:10:49.240]  我們從勞伊利的身上
[00:10:49.240 --> 00:10:52.520]  學了一個很重要的功課
[00:10:52.520 --> 00:10:54.360]  當伊利
[00:10:54.360 --> 00:10:57.560]  他的書林的敏感失去的時候
[00:10:57.560 --> 00:11:01.080]  他靈性的警醒減低的時候
[00:11:01.080 --> 00:11:03.400]  就發生了什麼情形呢?
[00:11:03.400 --> 00:11:06.520]  在《撒瑪爾基桑》三章第一節
[00:11:06.520 --> 00:11:08.840]  告訴我們這樣的話
[00:11:08.840 --> 00:11:11.800]  三章第一節有這樣的話說
[00:11:11.800 --> 00:11:16.040]  那些日子以後華的言語稀少
[00:11:16.040 --> 00:11:17.880]  不常有末世
[00:11:17.880 --> 00:11:20.440]  爲什麼以後華的言語稀少呢?
[00:11:20.440 --> 00:11:23.480]  爲什麼以後華不常次下末世呢?
[00:11:23.480 --> 00:11:27.800]  因爲沒有人用敏感的靈性
[00:11:27.800 --> 00:11:30.120]  來靈受神的話
[00:11:30.120 --> 00:11:31.960]  當神發生的時候
[00:11:31.960 --> 00:11:33.480]  沒有人聽
[00:11:33.480 --> 00:11:34.920]  沒有人明白
[00:11:34.920 --> 00:11:36.600]  沒有人體會
[00:11:36.600 --> 00:11:38.200]  沒有人接受
[00:11:38.200 --> 00:11:39.640]  沒有人尊敬
[00:11:39.640 --> 00:11:44.120]  因此以後華的言語就越來越稀少了
[00:11:44.120 --> 00:11:47.560]  他的末世越來越少有了
[00:11:47.560 --> 00:11:50.520]  這也是對我們一個重要的提醒
[00:11:50.520 --> 00:11:54.120]  哪裏有懇切追求的心
[00:11:54.120 --> 00:11:56.600]  哪裏有警醒預備的心
[00:11:56.600 --> 00:11:58.200]  神就在哪裏
[00:11:58.200 --> 00:11:59.640]  多說話
[00:11:59.640 --> 00:12:01.160]  多發聲
[00:12:01.160 --> 00:12:02.520]  多指引
[00:12:02.520 --> 00:12:03.800]  多教導
[00:12:03.800 --> 00:12:06.120]  多彰顯祂的心意
[00:12:06.120 --> 00:12:09.080]  也跟着多彰顯祂的能力
[00:12:09.080 --> 00:12:14.200]  這都是互相有連帶的關係的
[00:12:14.200 --> 00:12:20.840]  現在我們要看第四件關於撒末爾的事
[00:12:20.840 --> 00:12:25.480]  也是我們特別要注重要注意的事
[00:12:25.480 --> 00:12:29.480]  是記載在撒末爾記上
[00:12:29.480 --> 00:12:33.240]  第七章二節到十二節
[00:12:33.240 --> 00:12:38.040]  這裏記載撒末爾帶領以色列全國
[00:12:38.040 --> 00:12:41.880]  復興歸向耶和華省
[00:12:41.880 --> 00:12:47.000]  這是非常令人興奮快樂的一個記載
[00:12:47.000 --> 00:12:49.800]  我要讀給大家聽
[00:12:49.800 --> 00:12:56.600]  撒末爾記上第七章二節到十二節
[00:12:56.600 --> 00:13:00.440]  約貴在激烈耶林許久
[00:13:00.440 --> 00:13:02.040]  過了二十年
[00:13:02.040 --> 00:13:05.640]  以色列全家都傾向耶和華
[00:13:05.640 --> 00:13:08.680]  撒末爾對以色列全家說
[00:13:08.680 --> 00:13:11.720]  你們若一心歸順耶和華
[00:13:11.720 --> 00:13:15.240]  就要把外邦的神和亞斯塔路
[00:13:15.240 --> 00:13:17.400]  從你們中間除掉
[00:13:17.400 --> 00:13:19.720]  專心歸向耶和華
[00:13:19.720 --> 00:13:21.640]  單單地侍奉祂
[00:13:21.640 --> 00:13:25.240]  祂必救你們脫離非地使人的手
[00:13:25.240 --> 00:13:29.880]  以色列人就除掉諸巴力和亞斯塔路
[00:13:29.880 --> 00:13:32.040]  單單地侍奉耶和華
[00:13:32.040 --> 00:13:33.320]  第五節
[00:13:33.320 --> 00:13:38.520]  撒末爾說要是以色列衆人聚集在米斯巴
[00:13:38.520 --> 00:13:41.720]  我好爲你們禱告耶和華
[00:13:41.720 --> 00:13:44.360]  他們就聚集在米斯巴
[00:13:44.360 --> 00:13:47.400]  打水澆在耶和華面前
[00:13:47.400 --> 00:13:49.640]  當日進使說
[00:13:49.640 --> 00:13:51.720]  我們得罪了耶和華
[00:13:51.720 --> 00:13:56.440]  於是撒末爾在米斯巴審判以色列人
[00:13:56.440 --> 00:13:58.120]  撒末爾人
[00:13:58.120 --> 00:14:03.080]  以色列人聽見以色列人聚集在米斯巴
[00:14:03.080 --> 00:14:07.720]  非地使的首領就上來要攻擊以色列人
[00:14:07.720 --> 00:14:11.560]  以色列人聽見就懼怕非地使人
[00:14:11.560 --> 00:14:13.720]  以色列人對撒末爾說
[00:14:13.720 --> 00:14:16.760]  願你不住地爲我們呼求耶和華
[00:14:16.760 --> 00:14:17.880]  我們的神
[00:14:17.880 --> 00:14:20.600]  救我們脫離非地使人的手
[00:14:20.600 --> 00:14:24.280]  撒末爾就把一隻喫奶的羊羔
[00:14:24.280 --> 00:14:25.720]  獻於耶和華
[00:14:25.720 --> 00:14:27.720]  做全身的番祭
[00:14:27.720 --> 00:14:30.040]  爲以色列人呼求耶和華
[00:14:30.040 --> 00:14:32.680]  耶和華就應允他
[00:14:32.680 --> 00:14:35.240]  撒末爾正獻番祭的時候
[00:14:35.240 --> 00:14:39.080]  非地使人前來要與以色列人征戰
[00:14:39.080 --> 00:14:41.800]  當日耶和華大發雷聲
[00:14:41.800 --> 00:14:43.880]  驚亂非地使人
[00:14:43.880 --> 00:14:47.240]  他們就敗在以色列人面前
[00:14:47.240 --> 00:14:51.960]  以色列人從米斯巴出來追趕非地使人
[00:14:51.960 --> 00:14:56.600]  擊殺他們直到伯甲的下面
[00:14:56.600 --> 00:14:58.520]  在這段經文裏面
[00:14:58.520 --> 00:15:01.640]  我們看見了幾個重點
[00:15:01.640 --> 00:15:06.440]  我要特別提出來我們一同領受
[00:15:06.440 --> 00:15:11.720]  在撒末爾領導以色列人復興的過程裏面
[00:15:11.720 --> 00:15:17.880]  有這六件事值得我們特別的注意和效法
[00:15:17.880 --> 00:15:23.960]  第一件事就是撒末爾帶領以色列人迎接月桂
[00:15:23.960 --> 00:15:28.600]  這是第七章第一節所告訴我們的
[00:15:28.600 --> 00:15:32.680]  月桂是代表耶和華的統戰
[00:15:32.680 --> 00:15:36.920]  當以色列人有月桂在他們中間的時候
[00:15:36.920 --> 00:15:41.560]  就表示有耶和華神與他們統戰
[00:15:41.560 --> 00:15:43.400]  神是慈愛的神
[00:15:43.400 --> 00:15:45.240]  神是真理的神
[00:15:45.240 --> 00:15:47.400]  神是有能力的神
[00:15:47.400 --> 00:15:49.480]  神是聖潔的神
[00:15:49.480 --> 00:15:53.880]  如果以色列人有了耶和華神的統戰
[00:15:53.880 --> 00:15:56.040]  他們就會歸正
[00:15:56.040 --> 00:15:58.920]  他們就會行事爲人
[00:15:58.920 --> 00:16:02.600]  符合這位神對他們的要求
[00:16:02.600 --> 00:16:05.480]  那就是蒙了大的恩典
[00:16:05.480 --> 00:16:09.400]  那就會來到復興的第一步了
[00:16:09.400 --> 00:16:11.320]  第二個要點
[00:16:11.320 --> 00:16:16.200]  那就是在七章三節到四節所告訴我們的
[00:16:16.200 --> 00:16:19.800]  七章三節四節所告訴我們的
[00:16:19.800 --> 00:16:23.160]  以色列人在撒末爾的帶領之下
[00:16:23.160 --> 00:16:25.880]  把一切的歐向出去
[00:16:25.880 --> 00:16:30.440]  當時有巴黎的歐向
[00:16:30.440 --> 00:16:33.480]  和亞斯塔魯的歐向
[00:16:33.480 --> 00:16:37.960]  這些歐向曾經使以色列人受迷惑
[00:16:37.960 --> 00:16:40.520]  使他們轉離了耶和華神
[00:16:40.520 --> 00:16:43.320]  使他們轉離了正道
[00:16:43.320 --> 00:16:45.800]  結果落在迷惑之中
[00:16:45.800 --> 00:16:47.160]  罪惡之中
[00:16:47.160 --> 00:16:49.400]  邪惡之中
[00:16:49.400 --> 00:16:52.360]  得到神的審判
[00:16:52.360 --> 00:16:54.120]  臨到他們身上
[00:16:54.120 --> 00:16:56.680]  這是何等可喜的事
[00:16:56.680 --> 00:16:58.200]  但是現在
[00:16:58.200 --> 00:17:00.120]  在撒末爾帶領之下
[00:17:00.120 --> 00:17:01.560]  他們迴轉了
[00:17:01.560 --> 00:17:05.240]  他們醒悟了自己的大罪惡
[00:17:05.240 --> 00:17:07.560]  他們就同心合一地
[00:17:07.560 --> 00:17:10.280]  按照撒末爾對他們的吩咐
[00:17:10.280 --> 00:17:12.920]  出去了這一切的歐向
[00:17:12.920 --> 00:17:14.200]  從此以後
[00:17:14.200 --> 00:17:16.600]  單單侍奉耶和華
[00:17:16.600 --> 00:17:19.160]  這句話是何等的寶貴
[00:17:19.160 --> 00:17:21.080]  在第四節的末聊
[00:17:21.080 --> 00:17:23.800]  單單的侍奉耶和華
[00:17:23.800 --> 00:17:26.200]  向神有了單純的心
[00:17:26.200 --> 00:17:29.320]  一心一意地向着神的時候
[00:17:29.320 --> 00:17:32.520]  神也全心全意地愛他們
[00:17:32.520 --> 00:17:33.640]  恩待他們
[00:17:33.640 --> 00:17:37.160]  把他更豐富的恩典賜給他們
[00:17:37.160 --> 00:17:39.160]  這是必然的
[00:17:39.160 --> 00:17:40.600]  今天
[00:17:40.600 --> 00:17:41.960]  屬神的人
[00:17:41.960 --> 00:17:43.320]  在心目中
[00:17:43.320 --> 00:17:46.760]  也可能有了殊靈的偶像
[00:17:46.760 --> 00:17:47.880]  就是那些
[00:17:47.880 --> 00:17:51.720]  要爭取神的地位的事物
[00:17:51.720 --> 00:17:53.400]  在我們的心目中
[00:17:53.400 --> 00:17:55.560]  在我們的人生中
[00:17:55.560 --> 00:17:58.520]  有沒有任何這樣的事物呢?
[00:17:58.520 --> 00:17:59.560]  今天
[00:17:59.560 --> 00:18:02.440]  主是不是居首位呢?
[00:18:02.440 --> 00:18:05.560]  我們是不是將主高舉起來
[00:18:05.560 --> 00:18:07.640]  在我們的人生中
[00:18:07.640 --> 00:18:09.480]  真的爲主呢?
[00:18:09.480 --> 00:18:10.440]  還是
[00:18:10.440 --> 00:18:12.440]  有許多的人或者是
[00:18:12.440 --> 00:18:15.320]  已經把主的地位奪去了呢?
[00:18:15.320 --> 00:18:19.000]  我們所真正崇拜的是什麼?
[00:18:19.000 --> 00:18:19.800]  是人呢?
[00:18:19.800 --> 00:18:21.480]  是一些事情呢?
[00:18:21.480 --> 00:18:23.720]  還是神自己呢?
[00:18:23.720 --> 00:18:27.240]  這是我們要好好地深深地
[00:18:27.240 --> 00:18:29.080]  自我尋查的
[00:18:29.080 --> 00:18:30.600]  在我們的心目中
[00:18:30.600 --> 00:18:31.400]  人生中
[00:18:31.400 --> 00:18:34.440]  到底還有沒有殊靈的偶像
[00:18:34.440 --> 00:18:35.560]  如果有
[00:18:35.560 --> 00:18:37.800]  讓我們和當時的
[00:18:37.800 --> 00:18:40.200]  以色列人一樣
[00:18:40.200 --> 00:18:43.000]  願意除去這一切的偶像
[00:18:43.000 --> 00:18:46.600]  單單侍奉耶和華
[00:18:46.600 --> 00:18:48.520]  第三點
[00:18:48.520 --> 00:18:51.480]  在第七章五節六節
[00:18:51.480 --> 00:18:53.320]  七章五節六節
[00:18:53.320 --> 00:18:54.600]  告訴我們
[00:18:54.600 --> 00:18:56.840]  以色列全民
[00:18:56.840 --> 00:18:59.800]  他們在撒末爾的帶領之下
[00:18:59.800 --> 00:19:02.200]  進士禱告
[00:19:02.200 --> 00:19:03.480]  進士禱告
[00:19:03.480 --> 00:19:06.760]  代表他們的誠心誠意
[00:19:06.760 --> 00:19:08.760]  專心專意
[00:19:08.760 --> 00:19:11.400]  他們完全地歸向神了
[00:19:11.400 --> 00:19:14.360]  所以他們把一切都放下
[00:19:14.360 --> 00:19:16.520]  來到神的面前
[00:19:16.520 --> 00:19:18.120]  在神的面前
[00:19:18.120 --> 00:19:19.880]  伏伏下拜
[00:19:19.880 --> 00:19:22.440]  他們不喫飯
[00:19:22.440 --> 00:19:26.600]  他們完全地向神等候
[00:19:26.600 --> 00:19:28.280]  向神仰望
[00:19:28.280 --> 00:19:30.440]  向神呼求
[00:19:30.440 --> 00:19:33.800]  這是一種專心依靠神的
[00:19:33.800 --> 00:19:36.840]  態度的流露的表現
[00:19:36.840 --> 00:19:40.760]  當他們這樣進士禱告的時候
[00:19:40.760 --> 00:19:44.280]  神的恩典就臨到他們身上
[00:19:44.280 --> 00:19:47.640]  他們的禱告也是認罪的禱告
[00:19:47.640 --> 00:19:51.480]  他們這種禱告就構成了
[00:19:51.480 --> 00:19:54.680]  我要講的第四個要點
[00:19:54.680 --> 00:19:58.440]  就是他們離棄罪惡
[00:19:58.440 --> 00:20:00.120]  歸向公義
[00:20:00.120 --> 00:20:01.960]  這是第六節的話
[00:20:01.960 --> 00:20:03.880]  我要讀出來
[00:20:03.880 --> 00:20:06.280]  他們就聚集在米斯巴
[00:20:06.280 --> 00:20:09.240]  打水澆在伊赫華面前
[00:20:09.240 --> 00:20:11.560]  當日進士說
[00:20:11.560 --> 00:20:13.640]  我們得罪了伊赫華
[00:20:13.640 --> 00:20:15.720]  於是撒末爾在米斯巴
[00:20:15.720 --> 00:20:18.280]  審判以色列人
[00:20:18.280 --> 00:20:20.840]  在這裏給我們清楚看見
[00:20:20.840 --> 00:20:23.080]  以色列人認罪
[00:20:23.080 --> 00:20:24.440]  不但認罪
[00:20:24.440 --> 00:20:27.240]  而且他們也歸向了公義
[00:20:27.240 --> 00:20:29.800]  他們接受神界的撒末爾
[00:20:29.800 --> 00:20:32.360]  對他們的審判
[00:20:32.360 --> 00:20:36.760]  這就是真正的順服在神的面前了
[00:20:36.760 --> 00:20:40.040]  所以他們的悔改是行動上的悔改
[00:20:40.040 --> 00:20:42.600]  不是單單感情上的悔改
[00:20:42.600 --> 00:20:44.760]  不是單單話語上的悔改
[00:20:44.760 --> 00:20:47.560]  不是單單在禱告中的悔改
[00:20:47.560 --> 00:20:50.360]  那是在行動上的悔改
[00:20:50.360 --> 00:20:53.560]  他們順服神界的撒末爾
[00:20:53.560 --> 00:20:56.360]  對他們的審判
[00:20:56.360 --> 00:21:00.360]  這是真正悔改的證據和表現
[00:21:00.360 --> 00:21:02.920]  今天一個基督徒
[00:21:02.920 --> 00:21:04.520]  如果說他悔改
[00:21:04.520 --> 00:21:09.240]  他就必須用行動將他的話證明出來
[00:21:09.240 --> 00:21:11.720]  神就願拿神的恩典
[00:21:11.720 --> 00:21:14.040]  立刻配然而降
