
[00:00:00.000 --> 00:00:06.000]  上一次我收到不少的回調
[00:01:59.000 --> 00:02:03.000]  Abel Maslow說到一個自我完成的人格
[00:02:03.000 --> 00:02:06.000]  然後就說到在社會的角度
[00:02:06.000 --> 00:02:09.000]  經濟、社會和政治上
[00:02:09.000 --> 00:02:13.000]  馬克思主義就看見另外一個角度去幫助他們
[00:02:13.000 --> 00:02:17.000]  所以都是個人和群體之間的關係
[00:02:17.000 --> 00:02:20.000]  這裡差不多囊括了所有的
[00:02:20.000 --> 00:02:23.000]  一個是動態的由自我成長
[00:02:23.000 --> 00:02:27.000]  另一個是第一個進行的我們說到
[00:02:27.000 --> 00:02:29.000]  是一個人和人之間的關係
[00:02:29.000 --> 00:02:31.000]  由關係成長
[00:02:31.000 --> 00:02:34.000]  還有第三項就是自我超越
[00:02:34.000 --> 00:02:38.000]  如果剛才前兩者用形象來說是平面的
[00:02:38.000 --> 00:02:40.000]  我和人、我和我自己
[00:02:40.000 --> 00:02:44.000]  其實就是我和我之外的一個範圍
[00:02:44.000 --> 00:02:46.000]  自我超越大家記得
[00:02:46.000 --> 00:02:50.000]  當時我們說到是突破現實的限制
[00:02:50.000 --> 00:02:55.000]  所以我們看到是用一些有很多不同的追求
[00:02:55.000 --> 00:02:59.000]  一種所謂的peak experience或者是ecstasy的
[00:02:59.000 --> 00:03:02.000]  一種所謂的混然忘我的境界
[00:03:02.000 --> 00:03:08.000]  而說到混然忘我的境界是一種超越有限生命的一種做法
[00:03:08.000 --> 00:03:13.000]  然後我們再進一步看見禪宗和莊子說到
[00:03:13.000 --> 00:03:15.000]  怎樣將一種混然忘我的境界
[00:03:15.000 --> 00:03:18.000]  不單止停留在某一個很片段的經驗當中
[00:03:18.000 --> 00:03:21.000]  而是將它延展成一種生活的態度
[00:03:21.000 --> 00:03:23.000]  所以那裡可以說是一種垂直面的
[00:03:23.000 --> 00:03:25.000]  人超越他自己
[00:03:25.000 --> 00:03:27.000]  所以我們看見人與人的關係
[00:03:27.000 --> 00:03:28.000]  人與自己的關係
[00:03:28.000 --> 00:03:32.000]  人垂直超越他自己的關係都碰到
[00:03:32.000 --> 00:03:34.000]  所以在這個角度來說
[00:03:34.000 --> 00:03:37.000]  我們三個的層次很清楚
[00:03:37.000 --> 00:03:39.000]  差不多可以囊括所有人
[00:03:39.000 --> 00:03:44.000]  可以發展和完成他自己人格的可能性
[00:03:44.000 --> 00:03:48.000]  我簡單地交代了這個意義在這裡
[00:03:48.000 --> 00:03:51.000]  所以我覺得是很全面的
[00:03:51.000 --> 00:03:54.000]  有好幾個問題都問這個問題
[00:03:54.000 --> 00:03:56.000]  基督教怎麼看呢?
[00:03:56.000 --> 00:03:59.000]  大家記得我說完這三方面之後
[00:03:59.000 --> 00:04:00.000]  每一道我都說到
[00:04:00.000 --> 00:04:04.000]  基督教其實有很多東西是可以對他們有對話
[00:04:04.000 --> 00:04:05.000]  有話題可以說的
[00:04:05.000 --> 00:04:08.000]  但是我沒有說到以基督教的角度來說
[00:04:08.000 --> 00:04:10.000]  基督教究竟怎麼看人格的完成
[00:04:10.000 --> 00:04:11.000]  我沒有說到
[00:04:11.000 --> 00:04:14.000]  最初我就說不說了
[00:04:14.000 --> 00:04:16.000]  後來就覺得都不是很安樂
[00:04:16.000 --> 00:04:19.000]  想著想著不如也說給你們聽
[00:04:19.000 --> 00:04:23.000]  我就想前半段的時間
[00:04:23.000 --> 00:04:26.000]  因為後半段其實我都不需要很長的時間
[00:04:26.000 --> 00:04:28.000]  前半段的時間我想我們可以分成兩段
[00:04:28.000 --> 00:04:32.000]  大家可能都知道你是要預備到九點半才可以走
[00:04:32.000 --> 00:04:37.000]  我們到八點半之前我們就說前半段
[00:04:37.000 --> 00:04:39.000]  我想交代一下
[00:04:39.000 --> 00:04:42.000]  從基督教信仰的角度來說
[00:04:42.000 --> 00:04:44.000]  怎麼看人格的完成
[00:04:44.000 --> 00:04:45.000]  就基督教來說
[00:04:45.000 --> 00:04:48.000]  然後休息一會我們下半段
[00:04:48.000 --> 00:04:51.000]  就會說到實際的
[00:04:51.000 --> 00:04:54.000]  在一個好像香港這麼現實的社會裡面
[00:04:54.000 --> 00:04:56.000]  怎麼真真正正做一個人
[00:04:56.000 --> 00:05:01.000]  那個就是我本來答應會說的下半段
[00:05:01.000 --> 00:05:03.000]  希望大家這次不會抗議
[00:05:03.000 --> 00:05:05.000]  有加料的
[00:05:05.000 --> 00:05:12.000]  我想說有幾個大的重點
[00:05:12.000 --> 00:05:15.000]  如果你問基督教信仰裡面
[00:05:15.000 --> 00:05:18.000]  人格完成之道是怎樣
[00:05:18.000 --> 00:05:21.000]  第一個最重要的肯定
[00:05:21.000 --> 00:05:24.000]  我可以說就是
[00:05:24.000 --> 00:05:28.000]  我相信我們不可能將基督教人格完成之道
[00:05:28.000 --> 00:05:32.000]  將它放在任何其中一條路上
[00:05:32.000 --> 00:05:34.000]  剛才我們說了三條路
[00:05:34.000 --> 00:05:36.000]  三個大方向
[00:05:36.000 --> 00:05:38.000]  我們很難將基督教放在第二個大方向
[00:05:38.000 --> 00:05:40.000]  或者人的自我創造
[00:05:40.000 --> 00:05:42.000]  我想這樣不對
[00:05:42.000 --> 00:05:44.000]  如果我照我自己的了解
[00:05:44.000 --> 00:05:48.000]  從整個基督教的神學和聖經裡面看
[00:05:48.000 --> 00:05:50.000]  我相信答案會是這樣
[00:05:50.000 --> 00:05:55.000]  一方面基督教人格完成的提供
[00:05:55.000 --> 00:05:58.000]  並沒有限制在任何一條路上
[00:05:58.000 --> 00:06:00.000]  可以說是任何
[00:06:00.000 --> 00:06:04.000]  我上次說的那三條路裡面的六種方向
[00:06:04.000 --> 00:06:09.000]  都可以基督教借用它們成為人格完成的道
[00:06:09.000 --> 00:06:11.000]  這個是基督教精彩之處
[00:06:11.000 --> 00:06:15.000]  但是同時基督教也可以批判這六條路
[00:06:15.000 --> 00:06:22.000]  可以說基督教本身並沒有一個很嚴密的系統來講人格完成
[00:06:22.000 --> 00:06:25.000]  這是其中一個精彩之處
[00:06:25.000 --> 00:06:31.000]  上次我們說到不同非基督教的入手
[00:06:31.000 --> 00:06:33.000]  都是很清楚的很嚴格的系統
[00:06:33.000 --> 00:06:36.000]  有人說自我超越就說自我超越
[00:06:36.000 --> 00:06:38.000]  說得很清楚很深入
[00:06:38.000 --> 00:06:42.000]  但是說到自我超越就不會說人與人之間的關係
[00:06:42.000 --> 00:06:45.000]  又不說自我完成說得那麼多
[00:06:45.000 --> 00:06:48.000]  但問基督教怎麼看就很妙
[00:06:48.000 --> 00:06:51.000]  基督教就沒有一個很明確的系統
[00:06:51.000 --> 00:06:53.000]  你有空可以看看書
[00:06:53.000 --> 00:06:54.000]  我看了不少書
[00:06:54.000 --> 00:06:57.000]  我一直掙扎這個問題十多年
[00:06:57.000 --> 00:06:59.000]  我看過很多神學書
[00:06:59.000 --> 00:07:02.000]  差不多到現在找不到一本神學書
[00:07:02.000 --> 00:07:04.000]  是講基督教怎麼講人格完成的
[00:07:04.000 --> 00:07:05.000]  你試試找一本
[00:07:05.000 --> 00:07:06.000]  我這麼久找過一本這麼薄的
[00:07:06.000 --> 00:07:08.000]  是德文的
[00:07:08.000 --> 00:07:10.000]  沒有其他之後
[00:07:10.000 --> 00:07:12.000]  有很多書都有差不多的題目
[00:07:12.000 --> 00:07:16.000]  但你會發覺裡面不是說這些東西的
[00:07:16.000 --> 00:07:19.000]  有一本比較接近的就是Ray Anderson
[00:07:19.000 --> 00:07:21.000]  The Theoretical Professor
[00:07:21.000 --> 00:07:23.000]  叫做Being Human
[00:07:23.000 --> 00:07:26.000]  那本書是講到有一點接近
[00:07:26.000 --> 00:07:29.000]  但是它很跟足一個神學家所講的說法
[00:07:29.000 --> 00:07:31.000]  並且不包含其他東西
[00:07:31.000 --> 00:07:34.000]  它跟足了Karl Barth的說法
[00:07:34.000 --> 00:07:36.000]  所以不夠全面
[00:07:36.000 --> 00:07:38.000]  從來都沒有試過有一個人
[00:07:38.000 --> 00:07:40.000]  從一個基督教的角度
[00:07:40.000 --> 00:07:42.000]  真的能夠全面看這個問題
[00:07:42.000 --> 00:07:43.000]  為什麼呢?
[00:07:43.000 --> 00:07:46.000]  其實背後的原因是基督教沒有什麼系統
[00:07:46.000 --> 00:07:49.000]  如果你聽過梁燕城先生的講座
[00:07:49.000 --> 00:07:50.000]  你就知道
[00:07:50.000 --> 00:07:53.000]  他的看法也是跟他一樣
[00:07:53.000 --> 00:07:55.000]  基督教精彩之處
[00:07:55.000 --> 00:07:57.000]  本身就是沒有一個系統
[00:07:57.000 --> 00:07:58.000]  沒有一個系統
[00:07:58.000 --> 00:08:00.000]  所以它可以在任何一條路裡面
[00:08:00.000 --> 00:08:02.000]  成為它的動力
[00:08:02.000 --> 00:08:05.000]  也都可以在任何一條路裡面提出它的批判
[00:08:05.000 --> 00:08:07.000]  這裏精彩
[00:08:07.000 --> 00:08:09.000]  這樣很難捉摸的
[00:08:09.000 --> 00:08:11.000]  但是這個好處也都在這裡
[00:08:11.000 --> 00:08:12.000]  如果你想一下
[00:08:12.000 --> 00:08:15.000]  基督教是規限了一個很有系統
[00:08:15.000 --> 00:08:16.000]  很嚴密的
[00:08:16.000 --> 00:08:18.000]  是走一條路的話
[00:08:18.000 --> 00:08:19.000]  第一個結果
[00:08:19.000 --> 00:08:21.000]  它不全面
[00:08:21.000 --> 00:08:23.000]  第二
[00:08:23.000 --> 00:08:25.000]  它一定有漏洞
[00:08:25.000 --> 00:08:28.000]  一樣可以被其他人批判
[00:08:28.000 --> 00:08:29.000]  基督教的好處就是
[00:08:29.000 --> 00:08:32.000]  它沒有在聖經裡面提供一個系統
[00:08:32.000 --> 00:08:34.000]  於是它可以走任何的路
[00:08:34.000 --> 00:08:36.000]  走任何路的意思
[00:08:36.000 --> 00:08:37.000]  更加重要的
[00:08:37.000 --> 00:08:41.000]  就是表示它不會規限在某一個文化傳統裡面
[00:08:41.000 --> 00:08:43.000]  才可以行得通
[00:08:43.000 --> 00:08:45.000]  那個人格的完成
[00:08:45.000 --> 00:08:47.000]  它不會限制在一個文化
[00:08:47.000 --> 00:08:49.000]  或者某一個時間空間裡面才行得通
[00:08:49.000 --> 00:08:52.000]  變成它可以超越了時間和文化
[00:08:52.000 --> 00:08:53.000]  這個很重要
[00:08:53.000 --> 00:08:55.000]  有時候我們基督徒覺得
[00:08:55.000 --> 00:08:58.000]  好像沒有那麼直接
[00:08:58.000 --> 00:09:00.000]  都不教我們怎麼做
[00:09:00.000 --> 00:09:01.000]  不教我們怎麼說
[00:09:01.000 --> 00:09:02.000]  在聖經裡面
[00:09:02.000 --> 00:09:03.000]  很少的
[00:09:03.000 --> 00:09:05.000]  好像要我們自己去想
[00:09:05.000 --> 00:09:07.000]  但其實精彩也都在這裡
[00:09:07.000 --> 00:09:10.000]  如果聖經教得你越仔細
[00:09:10.000 --> 00:09:12.000]  它的規限性越大
[00:09:12.000 --> 00:09:13.000]  聽得清楚嗎?
[00:09:13.000 --> 00:09:14.000]  舉例最仔細的是什麼呢?
[00:09:14.000 --> 00:09:15.000]  回教
[00:09:15.000 --> 00:09:16.000]  回教很仔細的
[00:09:16.000 --> 00:09:17.000]  你幾點鐘祈禱
[00:09:17.000 --> 00:09:19.000]  你怎麼吃飯
[00:09:19.000 --> 00:09:21.000]  你祈禱的內容怎麼都教你
[00:09:21.000 --> 00:09:22.000]  那你很容易做的
[00:09:22.000 --> 00:09:23.000]  你很容易做回教徒
[00:09:23.000 --> 00:09:25.000]  因為有規矩給你
[00:09:25.000 --> 00:09:27.000]  穿什麼衣服去哪裡
[00:09:27.000 --> 00:09:28.000]  要脫鞋子
[00:09:28.000 --> 00:09:29.000]  全部都教你
[00:09:29.000 --> 00:09:30.000]  但是它的規限性就在這裡
[00:09:30.000 --> 00:09:33.000]  它只能夠在一個中東的文化裡面生存
[00:09:33.000 --> 00:09:34.000]  一去到現代化的社會
[00:09:34.000 --> 00:09:35.000]  生存不了
[00:09:35.000 --> 00:09:37.000]  東方的社會也都生存不了
[00:09:38.000 --> 00:09:40.000]  要靠武力去征服才行
[00:09:40.000 --> 00:09:43.000]  這個就是特別的地方
[00:09:43.000 --> 00:09:44.000]  基督教沒有的
[00:09:44.000 --> 00:09:45.000]  它給你一個大原則
[00:09:45.000 --> 00:09:48.000]  它沒有詳細教給你
[00:09:48.000 --> 00:09:51.000]  而那個好處就是讓你看見
[00:09:51.000 --> 00:09:54.000]  那種廣泛的應用性在這裡
[00:09:54.000 --> 00:09:55.000]  所以這一點
[00:09:55.000 --> 00:09:59.000]  首先來和大家解明
[00:09:59.000 --> 00:10:00.000]  所以你問
[00:10:00.000 --> 00:10:02.000]  基督教人教完成
[00:10:02.000 --> 00:10:05.000]  沒有一個很明顯的明確的軌跡給你找
[00:10:05.000 --> 00:10:07.000]  一方面是難
[00:10:07.000 --> 00:10:09.000]  另一方面是一個挑戰
[00:10:09.000 --> 00:10:10.000]  難的一方面
[00:10:10.000 --> 00:10:12.000]  它成為一個更廣泛的應用
[00:10:12.000 --> 00:10:14.000]  但是很多時候
[00:10:14.000 --> 00:10:15.000]  我們做基督徒的人
[00:10:15.000 --> 00:10:16.000]  或者不同的時代
[00:10:16.000 --> 00:10:18.000]  就不知不覺
[00:10:18.000 --> 00:10:19.000]  很不安心
[00:10:19.000 --> 00:10:21.000]  這麼難的
[00:10:21.000 --> 00:10:22.000]  都沒有什麼不安心的
[00:10:22.000 --> 00:10:23.000]  沒有什麼教我
[00:10:23.000 --> 00:10:24.000]  最好有十條
[00:10:24.000 --> 00:10:25.000]  我做了就很安心
[00:10:25.000 --> 00:10:27.000]  我知道我的人格完成了
[00:10:27.000 --> 00:10:29.000]  好像你Abraham Maslow
[00:10:29.000 --> 00:10:30.000]  很簡單
[00:10:30.000 --> 00:10:31.000]  他列了十四點
[00:10:31.000 --> 00:10:33.000]  不過我那次沒有說這麼多
[00:10:33.000 --> 00:10:34.000]  是一本書列了十四點
[00:10:34.000 --> 00:10:35.000]  你做了十四點
[00:10:35.000 --> 00:10:37.000]  你就知道你量度到自己做了多少
[00:10:37.000 --> 00:10:39.000]  聖經有沒有這十四點?
[00:10:39.000 --> 00:10:40.000]  沒有的
[00:10:40.000 --> 00:10:41.000]  愛主啊愛神啊
[00:10:41.000 --> 00:10:44.000]  心要親近主啊
[00:10:44.000 --> 00:10:48.000]  這些到底落實是怎樣的行為呢?
[00:10:48.000 --> 00:10:49.000]  沒有的
[00:10:49.000 --> 00:10:51.000]  所以歷代不同的信徒
[00:10:51.000 --> 00:10:53.000]  都有危險的傾向
[00:10:53.000 --> 00:10:54.000]  就是找幾點
[00:10:54.000 --> 00:10:55.000]  或者是十條八條
[00:10:55.000 --> 00:10:57.000]  或者是二三十條
[00:10:57.000 --> 00:10:58.000]  有些比較努力的
[00:10:58.000 --> 00:10:59.000]  搞到一百幾十條
[00:10:59.000 --> 00:11:00.000]  比如好像猶太人那樣
[00:11:00.000 --> 00:11:03.000]  就認為這樣就可以量度到
[00:11:03.000 --> 00:11:04.000]  他人格完成了多少
[00:11:04.000 --> 00:11:06.000]  但這條路根本是錯的
[00:11:06.000 --> 00:11:07.000]  我們知道
[00:11:07.000 --> 00:11:09.000]  我們中國教會也有這樣的傾向
[00:11:09.000 --> 00:11:10.000]  以往是嗎?
[00:11:10.000 --> 00:11:11.000]  穿衣服是怎樣的?
[00:11:11.000 --> 00:11:12.000]  打領帶是怎樣的?
[00:11:12.000 --> 00:11:14.000]  說話用什麼字眼的?
[00:11:14.000 --> 00:11:15.000]  就是要不知不覺
[00:11:15.000 --> 00:11:19.000]  不知不覺我們用了這樣的量度的方式
[00:11:19.000 --> 00:11:21.000]  去這樣扣在基督教那裡
[00:11:21.000 --> 00:11:23.000]  可能在某個時間
[00:11:23.000 --> 00:11:26.000]  某一類的文化當中行得通
[00:11:26.000 --> 00:11:27.000]  但文化轉了
[00:11:27.000 --> 00:11:30.000]  行不通了
[00:11:30.000 --> 00:11:33.000]  因為那個不代表基督教要說的話
[00:11:33.000 --> 00:11:35.000]  可能是應用到的那一段時間
[00:11:35.000 --> 00:11:36.000]  但代表不了
[00:11:36.000 --> 00:11:38.000]  所以我們特別留意這一點
[00:11:38.000 --> 00:11:40.000]  所以基督教很容易僵化的
[00:11:40.000 --> 00:11:42.000]  一樣很容易僵化的
[00:11:42.000 --> 00:11:43.000]  因為它難
[00:11:43.000 --> 00:11:45.000]  僵化之後更容易
[00:11:45.000 --> 00:11:46.000]  人們舒服
[00:11:46.000 --> 00:11:49.000]  有十幾點做到
[00:11:49.000 --> 00:11:50.000]  那我就很安全
[00:11:50.000 --> 00:11:51.000]  我知道我比基督徒好
[00:11:51.000 --> 00:11:52.000]  但是不是這樣
[00:11:52.000 --> 00:11:53.000]  我相信不是這樣
[00:11:53.000 --> 00:11:54.000]  所以難在這裡
[00:11:54.000 --> 00:11:56.000]  這樣說的時候
[00:11:56.000 --> 00:11:57.000]  就是沒有說
[00:11:57.000 --> 00:11:59.000]  那是不行的
[00:11:59.000 --> 00:12:00.000]  當然有正面的東西說
[00:12:00.000 --> 00:12:01.000]  我不會這樣
[00:12:01.000 --> 00:12:03.000]  好 那我就列出來
[00:12:03.000 --> 00:12:06.000]  究竟如果你問基督教人格完成之道
[00:12:06.000 --> 00:12:08.000]  就算沒有一個很明顯的
[00:12:08.000 --> 00:12:10.000]  那麼規限性的系統
[00:12:10.000 --> 00:12:12.000]  也有一個方向給我們
[00:12:12.000 --> 00:12:14.000]  那個方向是什麼呢
[00:12:14.000 --> 00:12:15.000]  很清楚的
[00:12:15.000 --> 00:12:16.000]  如果我們從聖經
[00:12:16.000 --> 00:12:17.000]  從基督教整個歷史裡面
[00:12:17.000 --> 00:12:19.000]  是以基督為中心的人格完成
[00:12:19.000 --> 00:12:22.000]  很可惜我習慣了筆記給大家
[00:12:22.000 --> 00:12:23.000]  我沒有了
[00:12:23.000 --> 00:12:24.000]  印不到給大家
[00:12:24.000 --> 00:12:25.000]  大家記住
[00:12:25.000 --> 00:12:26.000]  如果你可以自己抄
[00:12:27.000 --> 00:12:31.000]  你要問基督教人格完成的方向
[00:12:31.000 --> 00:12:35.000]  基本上是一個以基督為中心的人格完成的方向
[00:12:35.000 --> 00:12:38.000]  當然了
[00:12:38.000 --> 00:12:39.000]  你離開耶穌基督
[00:12:39.000 --> 00:12:40.000]  你離開基督
[00:12:40.000 --> 00:12:43.000]  你沒辦法說基督教的人格完成
[00:12:43.000 --> 00:12:44.000]  有人告訴你
[00:12:44.000 --> 00:12:45.000]  有一套人格完成
[00:12:45.000 --> 00:12:47.000]  說完之後沒有耶穌基督
[00:12:47.000 --> 00:12:48.000]  是不行的
[00:12:48.000 --> 00:12:50.000]  一定有不行的地方
[00:12:50.000 --> 00:12:53.000]  那什麼叫以耶穌基督為中心的人格完成呢
[00:12:53.000 --> 00:12:58.000]  就是耶穌基督是我們人格一個最終極的典範
[00:12:58.000 --> 00:13:01.000]  可以看得到在神學上很簡單
[00:13:01.000 --> 00:13:04.000]  因為古今往來只有一位
[00:13:04.000 --> 00:13:06.000]  是道成肉身的
[00:13:06.000 --> 00:13:07.000]  耶穌基督
[00:13:07.000 --> 00:13:10.000]  所以如果神是完美的根源的話
[00:13:10.000 --> 00:13:14.000]  那道成肉身在人身上表現出來的
[00:13:14.000 --> 00:13:16.000]  就是一個最完美的根源
[00:13:16.000 --> 00:13:17.000]  一個具體的表現
[00:13:17.000 --> 00:13:19.000]  因為神自己的最完美
[00:13:19.000 --> 00:13:20.000]  是屬於他自己
[00:13:20.000 --> 00:13:22.000]  跟我們總有很大的差距
[00:13:22.000 --> 00:13:25.000]  但是現在神的完美者
[00:13:25.000 --> 00:13:28.000]  道成肉身成為你和我一樣的人的時候
[00:13:28.000 --> 00:13:32.000]  那就是說在人性上可以表現出來最完美的
[00:13:32.000 --> 00:13:33.000]  莫過於耶穌了
[00:13:33.000 --> 00:13:35.000]  這個我們是肯定的
[00:13:35.000 --> 00:13:37.000]  在我們信仰裡面肯定這一點
[00:13:37.000 --> 00:13:38.000]  你找到另外一個
[00:13:38.000 --> 00:13:39.000]  代替不行的
[00:13:39.000 --> 00:13:40.000]  一定不行的
[00:13:40.000 --> 00:13:42.000]  那這個是我們的大方向
[00:13:42.000 --> 00:13:44.000]  那再收窄一點的時候
[00:13:44.000 --> 00:13:46.000]  有什麼東西比較具體一點來說呢
[00:13:46.000 --> 00:13:49.000]  我相信是有兩方面來說的
[00:13:49.000 --> 00:13:53.000]  在歷代的這個問題上
[00:13:53.000 --> 00:13:55.000]  我做了一個綜合
[00:13:55.000 --> 00:13:59.000]  不外是兩個大的內容
[00:13:59.000 --> 00:14:01.000]  第一是效法基督
[00:14:01.000 --> 00:14:04.000]  第二是在基督裡
[00:14:04.000 --> 00:14:07.000]  在我們追求人格完成裡面
[00:14:07.000 --> 00:14:09.000]  以基督為中心的時候
[00:14:09.000 --> 00:14:11.000]  是循著這兩條路去
[00:14:11.000 --> 00:14:13.000]  這兩條路不是衝突的
[00:14:13.000 --> 00:14:14.000]  是互相補足的
[00:14:14.000 --> 00:14:15.000]  一定是同時要的
[00:14:15.000 --> 00:14:16.000]  這兩條路
[00:14:16.000 --> 00:14:18.000]  什麼叫效法基督呢
[00:14:18.000 --> 00:14:22.000]  就是說耶穌基督既然是那位完美者
[00:14:22.000 --> 00:14:24.000]  道成肉身成為人的話
[00:14:24.000 --> 00:14:27.000]  就是說一切人格完美的典範
[00:14:27.000 --> 00:14:29.000]  要在耶穌那裡找到
[00:14:29.000 --> 00:14:32.000]  所以耶穌就成為我們效法的對象
[00:14:32.000 --> 00:14:34.000]  那保羅這裡說得很清楚
[00:14:34.000 --> 00:14:35.000]  他有很多前書
[00:14:35.000 --> 00:14:36.000]  你們效法我好像我什麼
[00:14:36.000 --> 00:14:37.000]  效法基督一樣
[00:14:37.000 --> 00:14:39.000]  所以這兩個是一個很重要的
[00:14:39.000 --> 00:14:41.000]  聖經裡面的一個字眼
[00:14:41.000 --> 00:14:42.000]  那舊約呢
[00:14:42.000 --> 00:14:44.000]  我相信從神學角度來說
[00:14:44.000 --> 00:14:47.000]  舊約是朝著耶穌基督做一個目標
[00:14:47.000 --> 00:14:50.000]  那耶穌基督之後的眾聖徒
[00:14:50.000 --> 00:14:51.000]  是回顧著耶穌基督
[00:14:51.000 --> 00:14:53.000]  所以耶穌基督是一個高峰
[00:14:53.000 --> 00:14:55.000]  那所以其實在耶穌的身上
[00:14:55.000 --> 00:14:57.000]  我們可以說是囊括了舊約的那個
[00:14:57.000 --> 00:15:00.000]  靈帥的指向的那個預表的終極
[00:15:00.000 --> 00:15:03.000]  那所以我們以耶穌基督為中心
[00:15:03.000 --> 00:15:06.000]  那什麼叫效法基督呢
[00:15:06.000 --> 00:15:08.000]  我們大家都聽了很久了
[00:15:08.000 --> 00:15:09.000]  是不是
[00:15:09.000 --> 00:15:10.000]  說了很多
[00:15:10.000 --> 00:15:12.000]  很多在教會裡面都說
[00:15:12.000 --> 00:15:14.000]  但究竟我們怎麼效法呢
[00:15:14.000 --> 00:15:16.000]  這是一個大問題
[00:15:16.000 --> 00:15:18.000]  那效法基督呢
[00:15:18.000 --> 00:15:24.000]  就不一定是要扮成耶穌一切的東西
[00:15:24.000 --> 00:15:26.000]  因為我們上次說過
[00:15:26.000 --> 00:15:27.000]  有兩個原因
[00:15:27.000 --> 00:15:28.000]  第一
[00:15:28.000 --> 00:15:31.000]  你不可能完全扮成一個人
[00:15:31.000 --> 00:15:35.000]  因為你怎麼都扮不成他穿的衣服
[00:15:35.000 --> 00:15:36.000]  是不是
[00:15:36.000 --> 00:15:37.000]  你扮不成他穿的草鞋
[00:15:37.000 --> 00:15:39.000]  好像上次說的
[00:15:39.000 --> 00:15:41.000]  你無謂跟他穿草鞋
[00:15:41.000 --> 00:15:43.000]  你近視的耶穌沒有戴眼鏡
[00:15:43.000 --> 00:15:44.000]  你就跟著他不戴嗎
[00:15:44.000 --> 00:15:45.000]  不可能的
[00:15:45.000 --> 00:15:47.000]  你不可能扮成這些東西的
[00:15:47.000 --> 00:15:49.000]  那你說這些我當然知道
[00:15:49.000 --> 00:15:50.000]  拿來講
[00:15:50.000 --> 00:15:51.000]  但是呢
[00:15:51.000 --> 00:15:52.000]  有距離的
[00:15:52.000 --> 00:15:53.000]  是不是
[00:15:53.000 --> 00:15:55.000]  那耶穌的畫你扮不成
[00:15:55.000 --> 00:15:56.000]  你沒有
[00:15:56.000 --> 00:15:57.000]  有些人可以的
[00:15:57.000 --> 00:15:58.000]  有些人希臘文聰明的可以
[00:15:58.000 --> 00:16:00.000]  但耶穌根本不是說希臘文的
[00:16:00.000 --> 00:16:01.000]  說阿蘭文的
[00:16:01.000 --> 00:16:02.000]  那死了
[00:16:02.000 --> 00:16:04.000]  你扮不成那麼多的
[00:16:04.000 --> 00:16:05.000]  第二呢
[00:16:05.000 --> 00:16:06.000]  一個更加重要的原因
[00:16:06.000 --> 00:16:08.000]  說出來可能有些人都害怕
[00:16:08.000 --> 00:16:09.000]  但是也是
[00:16:09.000 --> 00:16:10.000]  耶穌並沒有
[00:16:10.000 --> 00:16:12.000]  好像我上一次最初那個說
[00:16:12.000 --> 00:16:13.000]  甚至是耶穌呢
[00:16:13.000 --> 00:16:14.000]  他都沒有
[00:16:14.000 --> 00:16:16.000]  擁有了一切
[00:16:16.000 --> 00:16:18.000]  人的那個人格典範
[00:16:18.000 --> 00:16:20.000]  所有的
[00:16:20.000 --> 00:16:24.000]  最多的表現
