
[00:00:00.000 --> 00:00:07.120]  我非常地寶貴這兩個星期的時間
[00:03:55.860 --> 00:03:58.860]  用今天的話來講就是稅官主任
[00:03:58.860 --> 00:03:59.860]  他做官
[00:03:59.860 --> 00:04:01.100]  他做官
[00:04:01.100 --> 00:04:02.300]  跟著下面講
[00:04:02.300 --> 00:04:03.420]  跟著下面說
[00:04:03.420 --> 00:04:04.620]  是個財主
[00:04:04.620 --> 00:04:06.220]  是一個財主
[00:04:06.220 --> 00:04:08.420]  做官就發了財
[00:04:08.420 --> 00:04:10.020]  做官就發了財
[00:04:10.020 --> 00:04:11.620]  這個裡面有文章
[00:04:11.620 --> 00:04:12.900]  裡面有文章
[00:04:12.900 --> 00:04:13.820]  有問題
[00:04:13.820 --> 00:04:14.780]  有問題
[00:04:14.780 --> 00:04:16.460]  如果他是個清官
[00:04:16.460 --> 00:04:17.820]  如果他是個清官
[00:04:17.820 --> 00:04:19.460]  我相信他發不了財
[00:04:19.460 --> 00:04:21.420]  我相信他不發很多財
[00:04:21.420 --> 00:04:23.340]  他必然是個貪官
[00:04:23.340 --> 00:04:25.620]  那一定是一個貪官
[00:04:25.620 --> 00:04:26.980]  他是個這樣的人
[00:04:26.980 --> 00:04:28.220]  他是一個這樣的人
[00:04:28.220 --> 00:04:30.460]  利用他的地位來發財
[00:04:30.460 --> 00:04:32.620]  利用他的地位來發財
[00:04:32.620 --> 00:04:34.220]  但是他的名字很好
[00:04:34.220 --> 00:04:35.820]  但是他的名字很好
[00:04:35.820 --> 00:04:37.540]  殺該的原文
[00:04:37.540 --> 00:04:38.820]  殺該的原文
[00:04:38.820 --> 00:04:40.180]  是公正的意思
[00:04:40.180 --> 00:04:41.500]  是公正的意思
[00:04:41.500 --> 00:04:42.820]  你看這個名字多麼好
[00:04:42.820 --> 00:04:44.340]  一個公正的人
[00:04:44.340 --> 00:04:45.780]  你看這個名字多麼好
[00:04:45.780 --> 00:04:46.940]  一個公正的人
[00:04:46.940 --> 00:04:49.820]  我們在這裡看見一個公正的貪官
[00:04:49.820 --> 00:04:52.420]  我們在這裡看到一個公正的貪官
[00:04:52.420 --> 00:04:54.260]  一個公正的污吏
[00:04:54.260 --> 00:04:57.380]  一個公正的污吏
[00:04:57.380 --> 00:04:59.380]  我們在這裡看見矛盾
[00:04:59.380 --> 00:05:01.620]  我們在這裡看到了矛盾
[00:05:01.620 --> 00:05:03.860]  殺該是一個典型的例子
[00:05:03.860 --> 00:05:06.340]  殺該就是一個典型的例子
[00:05:06.340 --> 00:05:07.300]  在社會裡面
[00:05:07.300 --> 00:05:08.860]  在社會裡面
[00:05:08.860 --> 00:05:10.740]  有很多同樣的人
[00:05:10.740 --> 00:05:13.980]  有很多同樣的人
[00:05:13.980 --> 00:05:17.700]  我記得在中學讀書的時候
[00:05:17.700 --> 00:05:19.580]  我記得在中學讀書的時候
[00:05:19.580 --> 00:05:20.820]  在山東青島
[00:05:20.820 --> 00:05:23.220]  在山東的青島
[00:05:23.220 --> 00:05:25.100]  我們班上有一個同學
[00:05:25.100 --> 00:05:26.660]  我們班裡面有一個同學
[00:05:26.660 --> 00:05:28.060]  叫張英才
[00:05:28.060 --> 00:05:30.860]  叫張英才
[00:05:30.860 --> 00:05:32.860]  和香港的張英才沒有關係
[00:05:32.860 --> 00:05:36.140]  和香港的張英才沒有什麼關係
[00:05:36.140 --> 00:05:38.740]  同學們給他起了一個外號
[00:05:38.740 --> 00:05:40.900]  同學們給他起了一個外號
[00:05:40.900 --> 00:05:44.180]  叫做坐紅椅子的英才
[00:05:44.180 --> 00:05:46.740]  叫做坐紅椅子的英才
[00:05:46.740 --> 00:05:47.940]  這個需要解釋
[00:05:47.940 --> 00:05:49.900]  這個要解釋一下
[00:05:49.900 --> 00:05:50.740]  在那個時候
[00:05:50.740 --> 00:05:51.660]  在那個時候
[00:05:51.660 --> 00:05:53.500]  每一個學期結束
[00:05:53.500 --> 00:05:55.100]  每一個學期結束
[00:05:55.100 --> 00:05:56.820]  成績公佈出來
[00:05:56.820 --> 00:05:58.660]  成績就會公佈出來
[00:05:58.660 --> 00:06:00.380]  同學的名次
[00:06:00.380 --> 00:06:03.460]  考試的成績的名次排列出來
[00:06:03.460 --> 00:06:06.260]  同學考試的名次排列出來
[00:06:06.260 --> 00:06:09.060]  所有的同學的名字
[00:06:09.060 --> 00:06:11.940]  都在榜上登出來
[00:06:11.940 --> 00:06:15.100]  所有同學的名字都在榜上登出來
[00:06:15.100 --> 00:06:18.100]  名字寫完了
[00:06:18.100 --> 00:06:22.020]  最後老師就用紅筆一勾
[00:06:22.020 --> 00:06:23.380]  寫完名字之後
[00:06:23.380 --> 00:06:25.460]  老師就會用紅筆一剔
[00:06:25.460 --> 00:06:29.500]  最後的那個同學就坐在紅椅子上
[00:06:29.500 --> 00:06:32.500]  最後的那個同學就會坐在紅椅子上
[00:06:32.500 --> 00:06:35.420]  這位張英才同學
[00:06:35.420 --> 00:06:37.700]  常常坐在紅椅子上
[00:06:37.700 --> 00:06:39.260]  這位張英才同學
[00:06:39.260 --> 00:06:41.500]  時時都坐在紅椅子上
[00:06:41.500 --> 00:06:44.140]  所以我們給他起一個綽號
[00:06:44.140 --> 00:06:46.740]  叫做坐紅椅子的英才
[00:06:46.740 --> 00:06:48.620]  我們就幫他起了一個名字
[00:06:48.620 --> 00:06:50.740]  叫做坐紅椅子的英才
[00:06:50.740 --> 00:06:54.740]  名不負其實
[00:06:54.740 --> 00:06:57.740]  這樣一個人
[00:06:57.740 --> 00:06:59.620]  他的轉機在哪裡
[00:06:59.620 --> 00:07:00.660]  這樣一個人
[00:07:00.660 --> 00:07:02.460]  他的轉機在哪裡
[00:07:02.460 --> 00:07:05.420]  我們看第三節
[00:07:05.420 --> 00:07:08.460]  他要看看耶穌是個怎樣的人
[00:07:08.460 --> 00:07:11.100]  他要看看耶穌是個怎樣的人
[00:07:11.100 --> 00:07:14.820]  他對耶穌有了興趣
[00:07:14.820 --> 00:07:17.020]  為什麼呢?
[00:07:17.020 --> 00:07:18.900]  他常常聽人講到耶穌
[00:07:18.900 --> 00:07:23.940]  他也聽到人談論耶穌講的信息
[00:07:23.940 --> 00:07:27.300]  他也聽到人談論耶穌所講的信息
[00:07:27.300 --> 00:07:30.380]  他聽到許多人說耶穌講天我的福音
[00:07:30.380 --> 00:07:33.300]  他也聽到人說耶穌講天我的福音
[00:07:33.300 --> 00:07:37.660]  而且耶穌講的道理的中心就是悔改
[00:07:37.660 --> 00:07:41.700]  而且耶穌講的道理的中心就是悔改
[00:07:41.700 --> 00:07:43.700]  他聽見這些傳聞的時候
[00:07:43.700 --> 00:07:45.660]  他聽到這些傳聞的時候
[00:07:45.660 --> 00:07:48.700]  他的內心深處有一種感受
[00:07:48.700 --> 00:07:51.620]  他內心深處有一種感受
[00:07:51.620 --> 00:07:54.700]  有兩方面的感受
[00:07:54.700 --> 00:07:56.260]  第一方面
[00:07:56.260 --> 00:07:58.620]  他覺得他的良心不安
[00:07:58.620 --> 00:08:01.380]  他覺得他的良心不安
[00:08:01.380 --> 00:08:05.260]  他聽見人說耶穌講悔改的道理的時候
[00:08:05.260 --> 00:08:09.300]  他聽到人說耶穌講悔改的道理的時候
[00:08:09.300 --> 00:08:10.820]  他馬上想到自己
[00:08:10.820 --> 00:08:13.220]  他馬上想到自己
[00:08:13.220 --> 00:08:15.060]  我是一個需要悔改的人
[00:08:15.060 --> 00:08:17.020]  我是一個需要悔改的人
[00:08:17.020 --> 00:08:18.940]  他的良心不平安
[00:08:18.940 --> 00:08:20.460]  他的良心不平安
[00:08:20.460 --> 00:08:23.180]  另外一方面
[00:08:23.180 --> 00:08:24.540]  他雖然發了財
[00:08:24.540 --> 00:08:25.820]  他雖然發了財
[00:08:25.820 --> 00:08:28.260]  享受很好
[00:08:28.260 --> 00:08:31.340]  是一個功利主義者
[00:08:31.340 --> 00:08:34.780]  他達到了目的
[00:08:34.780 --> 00:08:35.580]  他達到了目的
[00:08:35.580 --> 00:08:36.340]  發了財
[00:08:36.340 --> 00:08:37.260]  賺了錢
[00:08:37.260 --> 00:08:37.940]  賺了錢
[00:08:37.940 --> 00:08:38.980]  得了地位
[00:08:38.980 --> 00:08:40.060]  有了地位
[00:08:40.060 --> 00:08:41.140]  爬了上去
[00:08:41.140 --> 00:08:42.860]  也爬了上去
[00:08:42.860 --> 00:08:45.180]  但是經歷了這一切之後
[00:08:45.180 --> 00:08:47.180]  但是經歷了這一切之後
[00:08:47.180 --> 00:08:49.780]  他的內心覺得很空虛
[00:08:49.780 --> 00:08:52.060]  他的內心覺得非常空虛
[00:08:52.060 --> 00:08:56.100]  他的心靈的深處有一個虛空的地帶
[00:08:56.100 --> 00:08:59.220]  他的心靈的深處有一個虛空的地帶
[00:08:59.220 --> 00:09:04.020]  他發現金錢是功利所不能填滿的
[00:09:04.020 --> 00:09:07.660]  他發現金錢是功利所不能填滿的
[00:09:07.660 --> 00:09:09.580]  所以他開始有了興趣
[00:09:09.580 --> 00:09:10.860]  想聽聽耶穌
[00:09:10.860 --> 00:09:12.020]  想看看耶穌
[00:09:12.020 --> 00:09:14.540]  所以他開始有興趣來聽聽
[00:09:14.540 --> 00:09:15.940]  來看看耶穌
[00:09:15.940 --> 00:09:20.300]  這次耶穌從他住的地方附近經過
[00:09:20.300 --> 00:09:23.540]  這次耶穌在他住的附近地方經過
[00:09:23.540 --> 00:09:25.900]  他就抓住這個機會來看看耶穌
[00:09:25.900 --> 00:09:28.660]  他就抓住這個機會來看看耶穌
[00:09:28.660 --> 00:09:29.580]  想聽聽耶穌
[00:09:29.580 --> 00:09:30.860]  想聽聽耶穌
[00:09:30.860 --> 00:09:31.860]  但是他發現
[00:09:31.860 --> 00:09:33.060]  但是他發覺
[00:09:33.060 --> 00:09:34.860]  很多人圍繞著耶穌
[00:09:34.860 --> 00:09:36.540]  很多人圍繞著耶穌
[00:09:36.540 --> 00:09:38.020]  他不能靠近耶穌
[00:09:38.020 --> 00:09:39.620]  他不能靠近耶穌
[00:09:39.620 --> 00:09:41.420]  所以說他身量矮
[00:09:41.420 --> 00:09:43.380]  這裡說他身量矮
[00:09:43.380 --> 00:09:44.580]  不能看見耶穌
[00:09:44.580 --> 00:09:46.100]  不能看見耶穌
[00:09:46.100 --> 00:09:46.900]  這個時候
[00:09:46.900 --> 00:09:47.500]  這個時候
[00:09:47.500 --> 00:09:49.220]  因為他的心靈很急切
[00:09:49.220 --> 00:09:50.980]  因為他的心靈很急切
[00:09:50.980 --> 00:09:53.940]  所以他就跑到前頭
[00:09:53.940 --> 00:09:56.220]  所以他就跑到前頭
[00:09:56.220 --> 00:09:59.980]  我們看見一個做官的人跑也很好看
[00:09:59.980 --> 00:10:02.660]  我們看見一個做官的人在跑也很好看
[00:10:02.660 --> 00:10:04.140]  我想他很少這樣做
[00:10:04.140 --> 00:10:05.940]  我想他很少這樣做
[00:10:05.940 --> 00:10:07.660]  我想他大概四、五十歲了
[00:10:07.660 --> 00:10:09.820]  我想他大概四、五十歲了
[00:10:09.820 --> 00:10:10.900]  這樣年齡的人
[00:10:10.900 --> 00:10:11.940]  這樣地位的人
[00:10:11.940 --> 00:10:13.780]  這樣年齡地位的人
[00:10:13.780 --> 00:10:15.020]  跑到前頭
[00:10:15.020 --> 00:10:16.060]  跑到前面
[00:10:16.060 --> 00:10:18.820]  這個表達了他的急切的心
[00:10:18.820 --> 00:10:20.660]  這個表達了他的急切的心
[00:10:20.660 --> 00:10:22.140]  又爬上桑樹
[00:10:22.140 --> 00:10:23.980]  他還爬上桑樹
[00:10:23.980 --> 00:10:27.380]  到了桑樹上可以看清楚耶穌
[00:10:27.380 --> 00:10:30.460]  在桑樹上可以看清楚耶穌
[00:10:30.460 --> 00:10:32.300]  這個時候
[00:10:32.300 --> 00:10:35.220]  耶穌注意到他
[00:10:35.220 --> 00:10:36.980]  就對他說
[00:10:36.980 --> 00:10:37.700]  下來
[00:10:37.700 --> 00:10:38.460]  下來
[00:10:38.460 --> 00:10:40.060]  我要住在你家裡
[00:10:40.060 --> 00:10:41.740]  我要住在你家裡
[00:10:41.740 --> 00:10:42.860]  這裡告訴我們
[00:10:42.860 --> 00:10:46.220]  撒該歡歡喜喜地接待耶穌
[00:10:46.220 --> 00:10:47.220]  這裡告訴我們
[00:10:47.220 --> 00:10:49.780]  撒該歡歡喜喜地接待耶穌
[00:10:49.780 --> 00:10:51.460]  為什麼他歡歡喜喜
[00:10:51.460 --> 00:10:53.460]  為什麼他歡歡喜喜呢?
[00:10:53.460 --> 00:10:56.140]  我把它分析一下的時候
[00:10:56.140 --> 00:10:57.860]  我把它分析一下的時候
[00:10:57.860 --> 00:10:59.900]  我找出來可能有三個原因
[00:10:59.900 --> 00:11:02.020]  我就找到可能有三個原因
[00:11:02.020 --> 00:11:02.780]  第一個原因
[00:11:02.780 --> 00:11:03.820]  第一個原因
[00:11:03.820 --> 00:11:05.860]  是出於他的虛榮心
[00:11:05.860 --> 00:11:07.540]  是出於他的虛榮心
[00:11:07.540 --> 00:11:08.460]  他心裡想
[00:11:08.460 --> 00:11:09.100]  他心裡想
[00:11:09.100 --> 00:11:11.420]  有這麼多人這麼重視耶穌
[00:11:11.420 --> 00:11:13.100]  這麼多人這麼重視耶穌
[00:11:13.100 --> 00:11:14.300]  還要跟著他
[00:11:14.300 --> 00:11:14.860]  都跟著他
[00:11:14.860 --> 00:11:15.700]  圍繞他
[00:11:15.700 --> 00:11:16.540]  圍繞著他
[00:11:16.540 --> 00:11:17.500]  聽他講
[00:11:17.500 --> 00:11:18.540]  要聽他說
[00:11:18.540 --> 00:11:19.940]  耶穌這麼出名
[00:11:19.940 --> 00:11:20.980]  耶穌這麼出名
[00:11:20.980 --> 00:11:21.980]  猶太人當中
[00:11:21.980 --> 00:11:23.380]  人人都知道他
[00:11:23.380 --> 00:11:24.380]  猶太人當中
[00:11:24.380 --> 00:11:25.500]  人人都認識他
[00:11:25.500 --> 00:11:26.700]  這樣一個人
[00:11:26.700 --> 00:11:28.020]  願意到我家裡來
[00:11:28.020 --> 00:11:29.020]  這樣一個人
[00:11:29.020 --> 00:11:30.180]  願意到我家裡來
[00:11:30.180 --> 00:11:31.660]  這是我的榮譽
[00:11:31.660 --> 00:11:32.660]  我的體面
[00:11:32.660 --> 00:11:33.620]  是我的榮譽
[00:11:33.620 --> 00:11:35.460]  是我的體面
[00:11:35.460 --> 00:11:37.260]  這是一個可能的原因
[00:11:37.260 --> 00:11:39.180]  這是一個可能的原因
[00:11:39.180 --> 00:11:40.620]  第二個可能的原因
[00:11:40.620 --> 00:11:42.620]  第二個可能的原因
[00:11:42.620 --> 00:11:45.100]  就是撒該平常被人看不起
[00:11:45.100 --> 00:11:47.380]  就是撒該平常都被人看不起
[00:11:47.380 --> 00:11:49.580]  因為他做了好事太多
[00:11:49.580 --> 00:11:51.380]  因為他做了好事太多
[00:11:51.380 --> 00:11:53.980]  一般人唾棄他
[00:11:53.980 --> 00:11:54.980]  厭惡他
[00:11:54.980 --> 00:11:56.660]  一般人都唾棄他
[00:11:56.660 --> 00:11:57.300]  厭惡他
[00:11:57.300 --> 00:11:58.300]  沒有人接納他
[00:11:58.300 --> 00:11:59.540]  沒有人接納他
[00:11:59.540 --> 00:12:01.380]  是一個孤獨的財主
[00:12:01.380 --> 00:12:03.460]  是一個孤獨的財主
[00:12:03.460 --> 00:12:06.380]  孤單感很重
[00:12:06.380 --> 00:12:09.020]  心裡覺得痛苦
[00:12:09.020 --> 00:12:10.420]  現在
[00:12:10.420 --> 00:12:13.180]  忽然耶穌說要到他家裡
[00:12:13.180 --> 00:12:14.980]  忽然耶穌說要到他家裡
[00:12:14.980 --> 00:12:16.180]  表示接納他
[00:12:16.180 --> 00:12:17.220]  表示接納他
[00:12:17.220 --> 00:12:17.660]  表示接納他
[00:12:17.660 --> 00:12:18.460]  他心裡很快樂
[00:12:18.460 --> 00:12:19.860]  他心裡很快樂
[00:12:19.860 --> 00:12:20.980]  破天荒第一次
[00:12:20.980 --> 00:12:22.300]  破天荒的第一次
[00:12:22.300 --> 00:12:23.700]  從來沒有這樣的情況
[00:12:23.700 --> 00:12:25.020]  從來沒有這樣的情況
[00:12:25.020 --> 00:12:26.500]  他覺得受寵若驚
[00:12:26.500 --> 00:12:27.940]  他覺得受寵若驚
[00:12:27.940 --> 00:12:28.820]  覺得很快樂
[00:12:28.820 --> 00:12:29.860]  覺得很快樂
[00:12:29.860 --> 00:12:30.900]  第三個可能
[00:12:30.900 --> 00:12:32.140]  第三個可能
[00:12:32.140 --> 00:12:34.260]  他內心深處有一個盼望
[00:12:34.260 --> 00:12:36.380]  能夠和耶穌好好談一談
[00:12:36.380 --> 00:12:38.820]  他內心有一個深處的需要
[00:12:38.820 --> 00:12:41.300]  就是與主耶穌好好談一談
[00:12:41.300 --> 00:12:43.780]  談一談他心裡的空虛
[00:12:43.780 --> 00:12:44.980]  心裡的痛苦
[00:12:44.980 --> 00:12:45.980]  心裡的不安
[00:12:45.980 --> 00:12:48.220]  談一談他心裡的空虛
[00:12:48.220 --> 00:12:49.780]  痛苦和不安
[00:12:49.780 --> 00:12:51.860]  談一談人生的意義
[00:12:51.860 --> 00:12:53.540]  來談一談人生的意義
[00:12:53.540 --> 00:12:54.980]  很少有這樣的機會
[00:12:54.980 --> 00:12:56.380]  很少有這樣的機會
[00:12:56.380 --> 00:12:57.740]  他心裡有這個渴望
[00:12:57.740 --> 00:12:59.220]  他心裡有這個渴望
[00:12:59.220 --> 00:13:00.620]  現在聽見耶穌說
[00:13:00.620 --> 00:13:01.780]  現在聽見耶穌說
[00:13:01.780 --> 00:13:02.700]  撒該下來
[00:13:02.700 --> 00:13:03.620]  撒該下來
[00:13:03.620 --> 00:13:05.020]  我要到你家裡住
[00:13:05.020 --> 00:13:06.820]  我要到你家裡住
[00:13:06.820 --> 00:13:08.780]  言外之意就是和你談一談
[00:13:08.780 --> 00:13:10.700]  言外之意就是和你談一談
[00:13:10.700 --> 00:13:12.220]  聽見這個話
[00:13:12.220 --> 00:13:13.820]  他喜出望外
[00:13:13.820 --> 00:13:14.820]  聽到這句話
[00:13:14.820 --> 00:13:16.340]  他真的喜出望外了
[00:13:16.340 --> 00:13:17.900]  歡歡喜喜的笑
[00:13:17.900 --> 00:13:19.380]  歡歡喜喜的下來
[00:13:19.380 --> 00:13:20.380]  接待耶穌
[00:13:20.380 --> 00:13:21.740]  接待耶穌
[00:13:21.740 --> 00:13:23.580]  耶穌做這件事
[00:13:23.580 --> 00:13:25.900]  是很容易受人批評的
[00:13:25.900 --> 00:13:27.180]  耶穌做這件事
[00:13:27.180 --> 00:13:28.740]  是很容易受人批評的
[00:13:28.740 --> 00:13:31.140]  你看這裡就說他受批評了
[00:13:31.140 --> 00:13:33.620]  你看即時就已經受批評了
[00:13:33.620 --> 00:13:35.620]  許多人看見就說
[00:13:35.620 --> 00:13:38.060]  耶穌到一個罪人家裡
[00:13:38.060 --> 00:13:40.060]  到一個罪人家裡去
[00:13:40.060 --> 00:13:42.100]  很多人一見到就馬上說
[00:13:42.100 --> 00:13:44.340]  耶穌去一個罪人家裡
[00:13:44.340 --> 00:13:46.220]  去一個罪人家裡住
[00:13:46.220 --> 00:13:49.460]  但是耶穌不注意這個批評
[00:13:49.460 --> 00:13:52.020]  但是耶穌沒有注意到這些批評
[00:13:52.020 --> 00:13:54.900]  他說他是罪人的朋友
[00:13:54.900 --> 00:13:57.300]  他說他是罪人的朋友
[00:13:57.300 --> 00:13:59.500]  他說健康的人用不著醫生
[00:13:59.500 --> 00:14:01.860]  他說健康的人用不著醫生
[00:14:01.860 --> 00:14:03.500]  有病的人才用得著
[00:14:03.500 --> 00:14:05.500]  有病的人才用得著
[00:14:05.500 --> 00:14:07.700]  他說我來不是招異人
[00:14:07.700 --> 00:14:08.700]  是招罪人
[00:14:08.700 --> 00:14:10.500]  我來不是招異人
[00:14:10.500 --> 00:14:11.900]  乃是招罪人
[00:14:11.900 --> 00:14:14.020]  他是罪人的朋友
[00:14:14.020 --> 00:14:15.620]  他是罪人的朋友
[00:14:15.620 --> 00:14:19.100]  這是我們主的一個很高的函頭
[00:14:19.100 --> 00:14:21.660]  這是我們主的一個很高的函頭
[00:14:21.660 --> 00:14:23.100]  我們看見他的愛
[00:14:23.100 --> 00:14:25.100]  我們看見他的愛
[00:14:25.100 --> 00:14:26.420]  看見他的關心
[00:14:26.420 --> 00:14:28.100]  他是一個最有資格
[00:14:28.100 --> 00:14:30.100]  定罪人的罪的人
[00:14:30.100 --> 00:14:32.100]  他是一個最有資格
[00:14:32.100 --> 00:14:33.900]  來定罪人罪的人
[00:14:33.900 --> 00:14:36.100]  但他竟然做罪人的朋友
[00:14:36.100 --> 00:14:38.300]  但他竟然做罪人的朋友
[00:14:38.300 --> 00:14:39.500]  連續他們
[00:14:39.500 --> 00:14:40.500]  連續他們
[00:14:40.500 --> 00:14:41.300]  關心他們
[00:14:41.300 --> 00:14:42.300]  關心他們
[00:14:42.300 --> 00:14:43.100]  要拯救他們
[00:14:43.100 --> 00:14:44.100]  要拯救他們
[00:14:44.100 --> 00:14:45.100]  現在機會來了
[00:14:45.100 --> 00:14:46.100]  現在機會來了
[00:14:46.100 --> 00:14:46.900]  他去
[00:14:46.900 --> 00:14:47.500]  他就去
[00:14:47.500 --> 00:14:48.500]  不管別人的批評
[00:14:48.500 --> 00:14:49.900]  不管別人的批評
[00:14:49.900 --> 00:14:51.700]  他到撒該的家裡
[00:14:51.700 --> 00:14:53.500]  他到撒該的家裡
[00:14:53.500 --> 00:14:55.300]  在這個時候
[00:14:55.300 --> 00:14:56.300]  他們談話
[00:14:56.300 --> 00:14:57.700]  他們談話
[00:14:57.700 --> 00:14:58.700]  撒該聽
[00:14:58.700 --> 00:14:59.300]  撒該聽
[00:14:59.300 --> 00:15:00.100]  再聽
[00:15:00.100 --> 00:15:00.500]  再聽
[00:15:00.500 --> 00:15:01.300]  繼續的聽
[00:15:01.300 --> 00:15:02.100]  繼續的聽
[00:15:02.100 --> 00:15:03.300]  越聽越受感動
[00:15:03.300 --> 00:15:04.500]  越聽就越受感動
[00:15:04.500 --> 00:15:05.700]  越聽越慚愧
[00:15:05.700 --> 00:15:07.100]  越聽就越慚愧
[00:15:07.100 --> 00:15:10.100]  越聽心裏好像受刀刺一樣
[00:15:10.100 --> 00:15:12.500]  越聽心裏好像受刀刺一樣
[00:15:12.500 --> 00:15:14.100]  他看見自己的需要
[00:15:14.100 --> 00:15:15.500]  他看見自己的需要
[00:15:15.500 --> 00:15:16.900]  他了解了自己的本相
[00:15:16.900 --> 00:15:18.900]  他了解了自己的本相
[00:15:18.900 --> 00:15:21.500]  他看見他過去是如何的不好
[00:15:21.500 --> 00:15:24.100]  他看見自己過去是如何的不好
[00:15:24.100 --> 00:15:25.500]  他在感動的
[00:15:25.500 --> 00:15:27.500]  強烈的感動之下
[00:15:27.500 --> 00:15:29.500]  他在強烈的感動之下
[00:15:29.500 --> 00:15:31.300]  他開始思考
[00:15:31.300 --> 00:15:32.900]  他開始思考
[00:15:32.900 --> 00:15:35.100]  思考之後做了一個決定
[00:15:35.100 --> 00:15:37.100]  思考之後做了一個決定
[00:15:37.100 --> 00:15:38.300]  在這裡說
[00:15:38.300 --> 00:15:40.500]  他就站起來對著說
[00:15:40.500 --> 00:15:42.900]  這裏說他站起來對著說
[00:15:42.900 --> 00:15:43.700]  請注意
[00:15:43.700 --> 00:15:44.500]  請注意
[00:15:44.500 --> 00:15:46.300]  當時有別的人在場
[00:15:46.300 --> 00:15:48.100]  當時有別的人在場
[00:15:48.100 --> 00:15:50.700]  他說的話不單單是在耶穌面前
[00:15:50.700 --> 00:15:53.100]  他所說的話不單單是在耶穌面前
