
[00:00:00.000 --> 00:00:02.000]  今天和大家思想的題目是
[00:01:54.000 --> 00:01:57.000]  他就說我求神都給我有機會
[00:01:57.000 --> 00:01:59.000]  他就承諾有200個人
[00:01:59.000 --> 00:02:00.000]  2000人當中
[00:02:00.000 --> 00:02:05.000]  希望他們能夠開展到教會有200個人
[00:02:05.000 --> 00:02:08.000]  當時他已經75歲
[00:02:08.000 --> 00:02:12.000]  他似乎仍然很渴望神的恩典在他生命當中
[00:02:12.000 --> 00:02:15.000]  因此後來他就搬去巴拿馬
[00:02:15.000 --> 00:02:17.000]  開展新的宣教一頁
[00:02:17.000 --> 00:02:19.000]  後來七年期間
[00:02:19.000 --> 00:02:22.000]  開設了三間當地的華人宣道會
[00:02:22.000 --> 00:02:25.000]  今年82歲
[00:02:25.000 --> 00:02:29.000]  當我在黑律賓見到這位長者的時候
[00:02:29.000 --> 00:02:31.000]  似乎是永不言退
[00:02:31.000 --> 00:02:34.000]  我知道他不是想要表現自己
[00:02:34.000 --> 00:02:35.000]  我沒有腦袋
[00:02:35.000 --> 00:02:37.000]  我可以做很多事
[00:02:37.000 --> 00:02:40.000]  只是深深體會到這位長者內心
[00:02:40.000 --> 00:02:43.000]  很想能夠求神繼續給他恩典
[00:02:43.000 --> 00:02:45.000]  以至他可以繼續付出
[00:02:45.000 --> 00:02:48.000]  回應很多不同的需要
[00:02:48.000 --> 00:02:50.000]  當我見到他的時候
[00:02:50.000 --> 00:02:52.000]  他仍然有精神
[00:02:52.000 --> 00:02:54.000]  仍然說話很清楚
[00:02:54.000 --> 00:02:56.000]  在當中來服侍神
[00:02:56.000 --> 00:02:57.000]  各位靈姐妹
[00:02:57.000 --> 00:02:59.000]  當我們看到這些先賢
[00:02:59.000 --> 00:03:03.000]  或者說我們很敬重的長者
[00:03:03.000 --> 00:03:06.000]  當我們見到他們的情形的時候
[00:03:06.000 --> 00:03:07.000]  心中就有一個很大的感恩
[00:03:07.000 --> 00:03:09.000]  就是神將很大的恩典賜給他們
[00:03:09.000 --> 00:03:12.000]  以至他們可以更多的付出
[00:03:12.000 --> 00:03:14.000]  因此今天我們看聖經
[00:03:14.000 --> 00:03:16.000]  《高林多後書第八章》
[00:03:16.000 --> 00:03:20.000]  很多靈姐妹可能剛剛完了猜拳年會
[00:03:20.000 --> 00:03:24.000]  才想說金錢的問題
[00:03:24.000 --> 00:03:25.000]  我所要說的
[00:03:25.000 --> 00:03:28.000]  不單單是金錢奉獻的問題
[00:03:28.000 --> 00:03:30.000]  我更加想要說的就是
[00:03:30.000 --> 00:03:35.000]  一種內心生命奉獻的取向
[00:03:35.000 --> 00:03:38.000]  怎樣能夠學習向神求更大的恩惠
[00:03:38.000 --> 00:03:41.000]  以至我們可以更大的付出
[00:03:41.000 --> 00:03:43.000]  所付出的不單單是金錢
[00:03:43.000 --> 00:03:45.000]  更加是說你的時間
[00:03:45.000 --> 00:03:46.000]  你的生命
[00:03:46.000 --> 00:03:48.000]  你的一切
[00:03:48.000 --> 00:03:51.000]  而在當中去經歷神的豐富
[00:03:51.000 --> 00:03:53.000]  在你的生命當中
[00:03:53.000 --> 00:03:56.000]  而今天我們就帶著這樣的角度
[00:03:56.000 --> 00:03:58.000]  一起思想神的說話
[00:03:58.000 --> 00:04:01.000]  大家再看回剛才《高林多後書第八章》
[00:04:01.000 --> 00:04:04.000]  我們今天會看聖經的其中幾個重點
[00:04:04.000 --> 00:04:05.000]  我們首先思想
[00:04:05.000 --> 00:04:09.000]  就是當時的馬其頓教會給我們的榜樣
[00:04:09.000 --> 00:04:11.000]  大家可能會留意到
[00:04:11.000 --> 00:04:13.000]  當時聖經說到的
[00:04:13.000 --> 00:04:14.000]  是《士徒行傳》第十一章
[00:04:14.000 --> 00:04:19.000]  當時甲魯雕的官員
[00:04:19.000 --> 00:04:21.000]  當時的年間
[00:04:21.000 --> 00:04:25.000]  猶太地有一個很嚴重的饑荒
[00:04:25.000 --> 00:04:30.000]  因此在外邦地方信主的這些教徒
[00:04:30.000 --> 00:04:32.000]  包括了當時馬其頓地區的
[00:04:32.000 --> 00:04:33.000]  菲律賓教會
[00:04:33.000 --> 00:04:36.000]  或者貼索羅尼加的教會
[00:04:36.000 --> 00:04:40.000]  他們很關心在耶路撒冷的聖徒的需要
[00:04:40.000 --> 00:04:43.000]  所以當時他們很願意捐錢
[00:04:43.000 --> 00:04:45.000]  支持當地的聖徒
[00:04:45.000 --> 00:04:47.000]  他們生活的需要
[00:04:47.000 --> 00:04:49.000]  有很美好的見證
[00:04:49.000 --> 00:04:51.000]  他們有幾方面的榜樣
[00:04:51.000 --> 00:04:52.000]  第一
[00:04:52.000 --> 00:04:57.000]  大家看回第八章第二節
[00:04:57.000 --> 00:05:00.000]  「就使他們在患難中受大試煉的時候
[00:05:00.000 --> 00:05:03.000]  仍有滿足的快樂
[00:05:03.000 --> 00:05:08.000]  在極窮之間還格外顯出他們樂捐的口恩」
[00:05:08.000 --> 00:05:10.000]  請看到他們第一個榜樣
[00:05:10.000 --> 00:05:14.000]  就是在一個很大的患難和試煉當中
[00:05:14.000 --> 00:05:16.000]  在迫不得已當中
[00:05:16.000 --> 00:05:19.000]  他們仍然活出一種滿足的喜樂
[00:05:19.000 --> 00:05:23.000]  或者說滿日的喜樂
[00:05:23.000 --> 00:05:24.000]  一般的常情
[00:05:24.000 --> 00:05:26.000]  我們人的常理
[00:05:26.000 --> 00:05:28.000]  面對著患難的時候
[00:05:28.000 --> 00:05:31.000]  應該是會很低沉
[00:05:31.000 --> 00:05:32.000]  很悲哀
[00:05:32.000 --> 00:05:35.000]  很憂愁才是
[00:05:35.000 --> 00:05:36.000]  但對他們來說
[00:05:36.000 --> 00:05:39.000]  卻是剛剛相反
[00:05:39.000 --> 00:05:42.000]  他們反而有滿日出來的喜樂
[00:05:42.000 --> 00:05:45.000]  很清楚這個喜樂不是人那種的常情
[00:05:45.000 --> 00:05:47.000]  而是神的恩典
[00:05:47.000 --> 00:05:49.000]  特別臨到他們身上
[00:05:49.000 --> 00:05:51.000]  他們可以在患難當中
[00:05:51.000 --> 00:05:54.000]  仍有滿日出來的快樂
[00:05:54.000 --> 00:05:56.000]  這是一個很特殊的情況
[00:05:56.000 --> 00:05:59.000]  是叫我們很深的感受到
[00:05:59.000 --> 00:06:01.000]  是神的工作
[00:06:01.000 --> 00:06:02.000]  我永遠都不會忘記
[00:06:02.000 --> 00:06:03.000]  很多年之前
[00:06:03.000 --> 00:06:04.000]  當我去雲南
[00:06:04.000 --> 00:06:10.000]  在一個雕塗的苗族的村苗寨裏面
[00:06:10.000 --> 00:06:11.000]  當中不多人
[00:06:11.000 --> 00:06:13.000]  大概一百多個村民
[00:06:13.000 --> 00:06:15.000]  去到他們中間才體會到
[00:06:15.000 --> 00:06:17.000]  他們當中是很貧窮
[00:06:17.000 --> 00:06:20.000]  在山區裏面居住
[00:06:20.000 --> 00:06:22.000]  走了很長的路程
[00:06:22.000 --> 00:06:23.000]  才去到他們當中
[00:06:23.000 --> 00:06:25.000]  發覺很多破破爛爛的屋
[00:06:25.000 --> 00:06:28.000]  進入屋裏面才發覺地下
[00:06:28.000 --> 00:06:30.000]  不要想著是甚麼水泥地板
[00:06:30.000 --> 00:06:35.000]  全部是泥土的地
[00:06:35.000 --> 00:06:37.000]  屋裏面沒有一張椅子
[00:06:37.000 --> 00:06:39.000]  坐在草堆裏面
[00:06:39.000 --> 00:06:42.000]  他們吃的是花生 粟米
[00:06:42.000 --> 00:06:45.000]  當地人因為不足夠糧食
[00:06:45.000 --> 00:06:46.000]  沒有營養
[00:06:46.000 --> 00:06:48.000]  三四十歲左右就老了
[00:06:48.000 --> 00:06:50.000]  就死了
[00:06:50.000 --> 00:06:52.000]  見到他們的情況很可憐
[00:06:52.000 --> 00:06:55.000]  但發覺他們好像沒有甚麼埋怨
[00:06:55.000 --> 00:06:58.000]  他們說神恩典很足夠他們
[00:06:58.000 --> 00:07:00.000]  其中一件事他們提出
[00:07:00.000 --> 00:07:03.000]  就是很多年前當他們有旱災
[00:07:03.000 --> 00:07:06.000]  整個地區都很乾旱 沒水
[00:07:06.000 --> 00:07:09.000]  就算山腳那些富裕的漢族人
[00:07:09.000 --> 00:07:10.000]  都沒有水
[00:07:10.000 --> 00:07:11.000]  但很奇妙
[00:07:11.000 --> 00:07:13.000]  神恩代他們在他們的山區
[00:07:13.000 --> 00:07:14.000]  山頂附近
[00:07:14.000 --> 00:07:17.000]  突然找到一條新的水泉
[00:07:17.000 --> 00:07:18.000]  很少的水
[00:07:18.000 --> 00:07:22.000]  不過剛剛足夠他們百多人用
[00:07:22.000 --> 00:07:25.000]  那條水一直去到他們的地方
[00:07:25.000 --> 00:07:26.000]  用完之後
[00:07:26.000 --> 00:07:28.000]  去到山腳就沒有了
[00:07:28.000 --> 00:07:32.000]  下面山腳的漢族人就沒有水
[00:07:32.000 --> 00:07:35.000]  但偏偏他們就有水
[00:07:35.000 --> 00:07:36.000]  我問他們的時候
[00:07:36.000 --> 00:07:38.000]  他們好像沒有甚麼缺乏
[00:07:38.000 --> 00:07:42.000]  他們說感謝神 神恩典足夠
[00:07:42.000 --> 00:07:45.000]  我聽到苗族人通常唱歌都很好聽
[00:07:45.000 --> 00:07:46.000]  我就鼓勵他們
[00:07:46.000 --> 00:07:49.000]  不如你們唱首歌給我聽
[00:07:49.000 --> 00:07:53.000]  他們沒有任何尷尬的情緒
[00:07:53.000 --> 00:07:55.000]  馬上就唱歌給我聽
[00:07:55.000 --> 00:07:59.000]  很快樂地將詩歌唱給我聽
[00:07:59.000 --> 00:08:01.000]  當我見到他們的時候
[00:08:01.000 --> 00:08:04.000]  我知道一定是恩典
[00:08:04.000 --> 00:08:07.000]  否則我不會在這樣的情況下
[00:08:07.000 --> 00:08:10.000]  仍然可以很快樂地唱歌
[00:08:10.000 --> 00:08:12.000]  仍然可以很安然地面對
[00:08:12.000 --> 00:08:15.000]  這些貧窮的狀況
[00:08:15.000 --> 00:08:17.000]  所以我們看到
[00:08:17.000 --> 00:08:19.000]  在恩典裏面
[00:08:19.000 --> 00:08:22.000]  貧窮當中仍然可以快樂
[00:08:22.000 --> 00:08:26.000]  很多人以為有錢才會快樂
[00:08:26.000 --> 00:08:28.000]  但我們其實見到很多時候
[00:08:28.000 --> 00:08:33.000]  有很多有錢人其實很不開心
[00:08:33.000 --> 00:08:38.000]  有錢和快樂不一定是相對情
[00:08:38.000 --> 00:08:40.000]  但在主耶穌的恩典當中
[00:08:40.000 --> 00:08:43.000]  反而在貧窮裏面他們可以快樂
[00:08:43.000 --> 00:08:44.000]  因此你會發覺
[00:08:44.000 --> 00:08:46.000]  我們剛才讀經文裏面
[00:08:46.000 --> 00:08:50.000]  出現了一個很特別的方程式
[00:08:50.000 --> 00:08:52.000]  第二節講
[00:08:52.000 --> 00:08:54.000]  就是在患難中受大試煉的時候
[00:08:54.000 --> 00:08:56.000]  仍有滿足的快樂
[00:08:56.000 --> 00:08:58.000]  在極窮之間橫隔
[00:08:58.000 --> 00:09:02.000]  可以顯出他們樂捐的後因
[00:09:02.000 --> 00:09:06.000]  是喜樂加上貧窮
[00:09:06.000 --> 00:09:10.000]  就等於樂捐的後因
[00:09:10.000 --> 00:09:13.000]  這就是原來聖經的表達
[00:09:13.000 --> 00:09:15.000]  或者我將新譯本
[00:09:15.000 --> 00:09:19.000]  用比較準確的翻譯讀給大家聽
[00:09:19.000 --> 00:09:23.000]  請說他們滿日的喜樂
[00:09:23.000 --> 00:09:27.000]  和極度的貧乏
[00:09:27.000 --> 00:09:31.000]  會流出豐厚的慷慨來
[00:09:31.000 --> 00:09:38.000]  是在講喜樂和貧窮加起來的時候
[00:09:38.000 --> 00:09:44.000]  就會流出極其豐厚的慷慨
[00:09:44.000 --> 00:09:46.000]  你看看這條方程式
[00:09:46.000 --> 00:09:49.000]  本來通常我們說一加一減
[00:09:49.000 --> 00:09:51.000]  得到什麼呢
[00:09:51.000 --> 00:09:53.000]  抵消了 可能變成零
[00:09:53.000 --> 00:09:56.000]  或者可能都是負的
[00:09:56.000 --> 00:09:58.000]  但這裏極度的喜樂
[00:09:58.000 --> 00:10:00.000]  面對著貧窮的時候
[00:10:00.000 --> 00:10:03.000]  好像蓋過了貧窮
[00:10:03.000 --> 00:10:06.000]  甚至產生出兩個家
[00:10:06.000 --> 00:10:08.000]  產生出一種
[00:10:08.000 --> 00:10:12.000]  聖經所講的樂捐的後因
[00:10:12.000 --> 00:10:17.000]  和豐厚的慷慨
[00:10:17.000 --> 00:10:19.000]  在神的恩典裏面
[00:10:19.000 --> 00:10:20.000]  縱使貧窮
[00:10:20.000 --> 00:10:22.000]  但仍然有一種樂捐的恩典
[00:10:22.000 --> 00:10:24.000]  在他們中間出現
[00:10:24.000 --> 00:10:26.000]  但這不是人所能夠做到的
[00:10:26.000 --> 00:10:30.000]  聖經在第八章第一節
[00:10:30.000 --> 00:10:34.000]  弟兄們,我把神賜給馬其頓宗教會
[00:10:34.000 --> 00:10:36.000]  的什麼呢
[00:10:36.000 --> 00:10:38.000]  的恩告訴你們
[00:10:38.000 --> 00:10:41.000]  在神的恩典在他們中間
[00:10:41.000 --> 00:10:44.000]  在我們北村家裏面常常講一句話
[00:10:44.000 --> 00:10:48.000]  就是「恩上加恩」
[00:10:48.000 --> 00:10:50.000]  我們去不斷經歷
[00:10:50.000 --> 00:10:53.000]  這位上帝的恩典是沒有限制的
[00:10:53.000 --> 00:10:55.000]  去尋求他的恩典
[00:10:55.000 --> 00:10:58.000]  我們就「恩上加恩」去經歷他的豐富
[00:10:58.000 --> 00:11:02.000]  這一群的馬其頓教會的弟兄姊妹
[00:11:02.000 --> 00:11:04.000]  他們就經歷這種恩典
[00:11:04.000 --> 00:11:08.000]  這是他們的第一個榜樣
[00:11:08.000 --> 00:11:11.000]  我們再看下第三節
[00:11:11.000 --> 00:11:13.000]  第二方面他們講到
[00:11:13.000 --> 00:11:15.000]  聖經說我可以證明
[00:11:15.000 --> 00:11:17.000]  他們是按著力量
[00:11:17.000 --> 00:11:19.000]  而且也過了力量
[00:11:19.000 --> 00:11:22.000]  自己甘心樂意地捐助
[00:11:22.000 --> 00:11:24.000]  他們是超過了自己的力量
[00:11:24.000 --> 00:11:27.000]  來捐助別人的需要
[00:11:27.000 --> 00:11:29.000]  大家在這裏會自然想到
[00:11:29.000 --> 00:11:32.000]  有兩種可能的情況
[00:11:32.000 --> 00:11:36.000]  第一,當人他過了自己的力量
[00:11:36.000 --> 00:11:38.000]  來付出的時候
[00:11:38.000 --> 00:11:42.000]  會有什麼後果呢?
[00:11:42.000 --> 00:11:45.000]  後果是可能他受到傷害
[00:11:45.000 --> 00:11:47.000]  因為明明不足夠的
[00:11:47.000 --> 00:11:49.000]  他勉強自己去付出
[00:11:49.000 --> 00:11:50.000]  明明沒有食物的
[00:11:50.000 --> 00:11:54.000]  將自己的緊憂都給了別人
[00:11:54.000 --> 00:11:57.000]  因此他的健康受影響
[00:11:57.000 --> 00:12:00.000]  可能他的身體受損
[00:12:00.000 --> 00:12:03.000]  這是一個可能的情況
[00:12:03.000 --> 00:12:05.000]  第二個情況就是
[00:12:05.000 --> 00:12:10.000]  聖經描寫他們是甘心樂意地奉獻
[00:12:10.000 --> 00:12:12.000]  如果大家再看後面
[00:12:12.000 --> 00:12:18.000]  就會看到第七節
[00:12:18.000 --> 00:12:23.000]  在第九章第七節
[00:12:23.000 --> 00:12:24.000]  聖經提到
[00:12:24.000 --> 00:12:27.000]  各人要隨本心所決定的
[00:12:27.000 --> 00:12:29.000]  不要作難,不要勉強
[00:12:29.000 --> 00:12:31.000]  因為捐得樂意的人
[00:12:31.000 --> 00:12:34.000]  是神所喜愛的
[00:12:34.000 --> 00:12:38.000]  他的樂意包含了一種信心
[00:12:38.000 --> 00:12:39.000]  知道自己沒有
[00:12:39.000 --> 00:12:41.000]  但相信神會供應給他
[00:12:41.000 --> 00:12:44.000]  他就樂意地付出
[00:12:44.000 --> 00:12:45.000]  大家一定記得羅馬書十二
[00:12:45.000 --> 00:12:47.000]  第三節說
[00:12:47.000 --> 00:12:49.000]  弟兄姊妹,不要勉強
[00:12:49.000 --> 00:12:55.000]  照著神所分給各人信心的大小
[00:12:55.000 --> 00:13:03.000]  看得合乎忠道
[00:13:03.000 --> 00:13:05.000]  不需要看自己高
[00:13:05.000 --> 00:13:07.000]  不需要自卑
[00:13:07.000 --> 00:13:09.000]  內心感受神給我的信心
[00:13:09.000 --> 00:13:10.000]  是這樣的
[00:13:10.000 --> 00:13:13.000]  我看得合乎忠道
[00:13:13.000 --> 00:13:15.000]  不需要勉強自己
[00:13:15.000 --> 00:13:18.000]  也不需要說我有很偉大的信心
[00:13:18.000 --> 00:13:20.000]  是攀不及的
[00:13:20.000 --> 00:13:22.000]  清楚知道神給我的信心
[00:13:22.000 --> 00:13:25.000]  我就放膽按照這份信心
[00:13:25.000 --> 00:13:29.000]  甘心樂意地付出
[00:13:29.000 --> 00:13:30.000]  在付出中
[00:13:30.000 --> 00:13:33.000]  就經歷到神很奇妙地補足了
[00:13:33.000 --> 00:13:35.000]  我缺乏了的
[00:13:35.000 --> 00:13:37.000]  我付出了的
[00:13:37.000 --> 00:13:41.000]  正如聖經在後面第九章第八節
[00:13:41.000 --> 00:13:45.000]  大家再看下去
[00:13:45.000 --> 00:13:47.000]  第九章第八節
[00:13:47.000 --> 00:13:49.000]  這節很寶貴的經文
[00:13:49.000 --> 00:13:53.000]  神能將各樣的恩惠
[00:13:53.000 --> 00:13:54.000]  大家留心
[00:13:54.000 --> 00:13:56.000]  是各樣的恩惠
[00:13:56.000 --> 00:13:57.000]  不是一樣兩樣
[00:13:57.000 --> 00:14:00.000]  英文聖經是All Grace
[00:14:00.000 --> 00:14:02.000]  是各種的恩惠
[00:14:02.000 --> 00:14:05.000]  多多地加給你們
[00:14:05.000 --> 00:14:11.000]  叫你們凡事常常充足
[00:14:11.000 --> 00:14:14.000]  充足或者翻譯做知足
[00:14:14.000 --> 00:14:16.000]  一種很內心的和諧
[00:14:16.000 --> 00:14:18.000]  就算未必很多
[00:14:18.000 --> 00:14:19.000]  但很知足
[00:14:19.000 --> 00:14:21.000]  很滿意
[00:14:21.000 --> 00:14:24.000]  凡事常常充足
[00:14:24.000 --> 00:14:28.000]  以致可以多行各樣的善事
[00:14:28.000 --> 00:14:31.000]  這裡的善事當然不單單是捐錢
[00:14:31.000 --> 00:14:35.000]  更是能夠付出自己的時間生命
[00:14:35.000 --> 00:14:38.000]  去回應別人的需要
[00:14:38.000 --> 00:14:40.000]  你見到聖經有一個很特別的應許
[00:14:40.000 --> 00:14:42.000]  就是當人朋友信心
[00:14:42.000 --> 00:14:44.000]  甘心樂意地付出的時候
[00:14:44.000 --> 00:14:46.000]  神就將更多的恩典
[00:14:46.000 --> 00:14:49.000]  額外補添給他
[00:14:49.000 --> 00:14:53.000]  以致他可以凡事常常充足
[00:14:53.000 --> 00:14:58.000]  能多行各樣的善事
[00:14:58.000 --> 00:15:00.000]  我和各位姐妹分享
[00:15:00.000 --> 00:15:02.000]  在我自己的一路侍奉中
[00:15:02.000 --> 00:15:04.000]  我常常都問一個問題
[00:15:04.000 --> 00:15:06.000]  究竟一個的侍奉
[00:15:06.000 --> 00:15:09.000]  是不是神要我做的
[00:15:09.000 --> 00:15:10.000]  我自己經驗過
[00:15:10.000 --> 00:15:14.000]  有些時候基於某些可能錯誤的判斷
[00:15:14.000 --> 00:15:16.000]  甚至一些不正確的動機
[00:15:16.000 --> 00:15:19.000]  答應了某些工作
[00:15:19.000 --> 00:15:20.000]  我發覺
[00:15:20.000 --> 00:15:23.000]  這些工作通常讓我很疲倦
[00:15:23.000 --> 00:15:27.000]  甚至令我覺得自己受到一些損害
[00:15:27.000 --> 00:15:30.000]  因為不是真的出於神對我的引導
[00:15:30.000 --> 00:15:32.000]  有少少勉強地去做
[00:15:32.000 --> 00:15:36.000]  因此負荷的精力是很多的
[00:15:36.000 --> 00:15:37.000]  但相對來說
[00:15:37.000 --> 00:15:39.000]  有些時候清楚見到是神要我做
[00:15:39.000 --> 00:15:41.000]  給我信心去承擔
[00:15:41.000 --> 00:15:43.000]  明明發覺自己不足夠
[00:15:43.000 --> 00:15:47.000]  反而見到神給我很大恩典
[00:15:47.000 --> 00:15:48.000]  一個很簡單的例子
[00:15:48.000 --> 00:15:53.000]  我早期去到多倫多負責一年五次的講道
[00:15:53.000 --> 00:15:54.000]  我自己很清楚知道
[00:15:54.000 --> 00:15:57.000]  自己負不了時間去準備
[00:15:57.000 --> 00:15:59.000]  做不了很多事
[00:15:59.000 --> 00:16:02.000]  但當我用僅餘的時間去準備的時候
[00:16:02.000 --> 00:16:03.000]  我很清楚感受
[00:16:03.000 --> 00:16:06.000]  神給我有特別的恩典
[00:16:06.000 --> 00:16:08.000]  信息是很清晰
[00:16:08.000 --> 00:16:11.000]  很快速地臨到
[00:16:11.000 --> 00:16:13.000]  而我沒有什麼吃力的感覺
[00:16:13.000 --> 00:16:16.000]  就完成了那些準備功夫
[00:16:16.000 --> 00:16:17.000]  而去到的時候
[00:16:17.000 --> 00:16:22.000]  深深感受神恩代使用所講的信息
[00:16:22.000 --> 00:16:26.000]  當你清楚是神給你的呼召
[00:16:26.000 --> 00:16:28.000]  你憑信心甘心樂意去做
[00:16:28.000 --> 00:16:31.000]  就見到恩典臨到你
[00:16:31.000 --> 00:16:33.000]  補添了你的不足
[00:16:33.000 --> 00:16:37.000]  以至你能夠多行各樣的善功
[00:16:37.000 --> 00:16:38.000]  那個不是你
[00:16:38.000 --> 00:16:43.000]  而是神的恩典與你同在
[00:16:43.000 --> 00:16:45.000]  我想反映一件事情
[00:16:45.000 --> 00:16:48.000]  在幾年之前有一本書
[00:16:48.000 --> 00:16:50.000]  就是大紹曾牧師
[00:16:50.000 --> 00:16:51.000]  大家可能認識他
[00:16:51.000 --> 00:16:52.000]  他送給我
[00:16:52.000 --> 00:16:53.000]  他見到我
[00:16:53.000 --> 00:16:55.000]  說孫牧師送一本小書給你
[00:16:55.000 --> 00:16:56.000]  我一看
[00:16:56.000 --> 00:16:58.000]  這本書是英文的
[00:16:58.000 --> 00:17:01.000]  God's Grace to Nine Generations
[00:17:01.000 --> 00:17:04.000]  神恩至九代
[00:17:04.000 --> 00:17:07.000]  大家知道大牧師他們一個家族
[00:17:07.000 --> 00:17:11.000]  很多年代都是一路侍奉神
[00:17:11.000 --> 00:17:12.000]  其中提及一件事情
[00:17:12.000 --> 00:17:14.000]  我簡單和大家分享
[00:17:14.000 --> 00:17:17.000]  大德生牧師當他十九歲的時候
[00:17:17.000 --> 00:17:19.000]  他知道神感動他
[00:17:19.000 --> 00:17:20.000]  去中國傳道
[00:17:20.000 --> 00:17:22.000]  大家知道這個故事
[00:17:22.000 --> 00:17:26.000]  當時他是做一個醫生的學徒
[00:17:26.000 --> 00:17:28.000]  他的錢很少
[00:17:28.000 --> 00:17:30.000]  但是醫生會定期每個月
[00:17:30.000 --> 00:17:32.000]  給他出一點點薪水
[00:17:32.000 --> 00:17:34.000]  但問題是這個醫生
[00:17:34.000 --> 00:17:39.000]  常常忘記出薪水
[00:17:39.000 --> 00:17:41.000]  但是大德生他不想出聲
[00:17:41.000 --> 00:17:42.000]  他很想仰望神的供應
[00:17:42.000 --> 00:17:45.000]  所以很多時候都不敢問醫生
[00:17:45.000 --> 00:17:51.000]  祈禱神請你快點提醒他出薪水給我
[00:17:51.000 --> 00:17:54.000]  有一天當他知道自己什麼錢都沒有
[00:17:54.000 --> 00:17:56.000]  只剩下半個crown
[00:17:56.000 --> 00:17:59.000]  等於大概十二個半便士
[00:17:59.000 --> 00:18:02.000]  當時是十九世紀時期
[00:18:02.000 --> 00:18:06.000]  但晚上他去到倫敦的貧民區工作
[00:18:06.000 --> 00:18:07.000]  當他預備離開的時候
[00:18:07.000 --> 00:18:09.000]  突然後面有個男士叫著他
[00:18:09.000 --> 00:18:10.000]  先生先生你快點幫我
[00:18:10.000 --> 00:18:12.000]  我太太病得快要死了
[00:18:12.000 --> 00:18:15.000]  你快點來幫她
[00:18:15.000 --> 00:18:16.000]  大德生就問他
[00:18:16.000 --> 00:18:17.000]  你住在哪裡
[00:18:17.000 --> 00:18:19.000]  我說我住在那個區
[00:18:19.000 --> 00:18:21.000]  大德生就很不想去
[00:18:21.000 --> 00:18:23.000]  因為前幾天在那個區
[00:18:23.000 --> 00:18:26.000]  他差不多被人弄瞎了眼睛
[00:18:26.000 --> 00:18:29.000]  一個治安很差的地方
[00:18:29.000 --> 00:18:30.000]  他就問你是否天主教徒
[00:18:30.000 --> 00:18:33.000]  他知道那區有很多天主教徒住
[00:18:33.000 --> 00:18:34.000]  他說是的
