
[00:00:00.000 --> 00:00:02.840]  很開心能夠和大家一起敬拜
[00:02:24.560 --> 00:02:27.280]  卻是毀身於上帝
[00:02:27.280 --> 00:02:31.600]  好像剛才的詩歌真是這麼奇妙的吻合
[00:02:31.600 --> 00:02:35.280]  她是燒盡點燃
[00:02:35.280 --> 00:02:41.960]  這兩個字是她在安息禮拜的特刊上的一個主題
[00:02:41.960 --> 00:02:46.280]  人家這樣去形容她的生命,不是她自己說的
[00:02:46.280 --> 00:02:52.080]  是這樣去形容她的生命是一個燒盡和點燃的生命
[00:02:52.080 --> 00:02:55.040]  一生回應上主那份的大愛
[00:02:55.040 --> 00:02:59.040]  全然獻上她的生命,燒盡
[00:02:59.040 --> 00:03:01.920]  啟發影響點燃著她一代人
[00:03:01.920 --> 00:03:09.120]  甚至是她後來很多一代一代的人,直到現在
[00:03:09.120 --> 00:03:12.280]  講一講我和她的一種感覺
[00:03:12.280 --> 00:03:14.920]  其實我沒有見過她的真人
[00:03:14.920 --> 00:03:17.440]  但當我很年輕回到教會的時候
[00:03:17.440 --> 00:03:21.560]  我看第一本書叫做《死亡別狂傲》
[00:03:21.560 --> 00:03:23.440]  不知道你們看過沒有
[00:03:23.440 --> 00:03:25.640]  我就覺得很震撼
[00:03:25.640 --> 00:03:29.760]  當然當時看的深度真的差很遠
[00:03:29.760 --> 00:03:34.080]  這本書是我一生中看得最多次的
[00:03:34.080 --> 00:03:36.080]  當然最近也在看
[00:03:36.080 --> 00:03:38.800]  那種感受又很不同
[00:03:38.800 --> 00:03:42.320]  就是她的著作開始
[00:03:42.320 --> 00:03:46.320]  其後當我讀設計的時候有一份功課
[00:03:46.320 --> 00:03:50.800]  主題是「繪畫你生命當中的英雄」
[00:03:50.800 --> 00:03:53.880]  我很自然想到她,所以我繪畫了她
[00:03:53.880 --> 00:03:57.880]  她就是我的英雄
[00:03:57.880 --> 00:04:00.960]  其後很奇妙地,在我讀書的時候
[00:04:00.960 --> 00:04:03.360]  我有一個暑期實習
[00:04:03.360 --> 00:04:07.520]  然後我出來工作,我先後暑期的實習
[00:04:07.520 --> 00:04:12.320]  其後我加入她所創辦的機構
[00:04:12.320 --> 00:04:16.520]  還有參與她創辦最後一份雜誌
[00:04:16.520 --> 00:04:19.320]  裡面做設計的工作
[00:04:19.320 --> 00:04:21.480]  所以我能夠很近距離地
[00:04:21.480 --> 00:04:25.760]  去跟她所認識,多年跟她同工的人
[00:04:25.760 --> 00:04:30.000]  聽到她真正生命裡面很多的點滴
[00:04:30.000 --> 00:04:32.000]  所以那個感受很深
[00:04:32.000 --> 00:04:34.800]  很感謝教務團隊選了她
[00:04:34.800 --> 00:04:37.960]  成為香港彩雲篇的一個代表人物
[00:04:37.960 --> 00:04:44.400]  我非常榮幸可以負責講述她的生命
[00:04:44.400 --> 00:04:47.760]  很多經文很貼切形容她
[00:04:47.760 --> 00:04:51.520]  但她最喜愛的經文是這一節
[00:04:51.520 --> 00:04:57.320]  「在壇上必有常常燒著的火,不可熄滅」
[00:04:57.320 --> 00:05:00.360]  這一段經文完整版是由
[00:05:00.360 --> 00:05:03.200]  你還沒記錄的那六章,由八到十三節
[00:05:03.200 --> 00:05:05.640]  大家有聖經可以打開
[00:05:05.640 --> 00:05:09.080]  這個完全是一個獻祭的處境
[00:05:09.080 --> 00:05:13.040]  神透過摩西來頒布
[00:05:13.040 --> 00:05:15.560]  特別向阿倫和他的子孫
[00:05:15.560 --> 00:05:18.760]  就是那些利美人被神揀選
[00:05:18.760 --> 00:05:20.480]  分別為聖出來
[00:05:20.480 --> 00:05:24.520]  來執行神的那種獻祭
[00:05:24.520 --> 00:05:28.280]  裡面有很多獻祭的細微地方
[00:05:28.280 --> 00:05:32.520]  包括他們應該穿什麼,態度是怎樣
[00:05:32.520 --> 00:05:38.160]  還有很重要的信息
[00:05:38.160 --> 00:05:41.840]  獻祭我們覺得好像是一種規條
[00:05:41.840 --> 00:05:46.080]  但其實確實裡面所獻上的是生命
[00:05:46.080 --> 00:05:51.680]  那些祭物是代表著我們對神的呈獻
[00:05:51.680 --> 00:05:57.080]  原本在罪裡面我們根本不能向神獻什麼
[00:05:57.080 --> 00:06:01.120]  但因著神的恩典可以來到獻上
[00:06:01.120 --> 00:06:05.560]  利美記的意思就是關於利美人
[00:06:05.560 --> 00:06:10.600]  利美人就是神所揀選尊貴的祭司
[00:06:10.600 --> 00:06:14.720]  祭司就是在神和人的一個連結
[00:06:14.720 --> 00:06:17.280]  將人帶到神的面前
[00:06:17.280 --> 00:06:19.360]  而這一群的利美人
[00:06:19.360 --> 00:06:23.760]  他們跟古以色列人一樣
[00:06:23.760 --> 00:06:27.720]  他們是經歷過神很多的恩典和拯救
[00:06:27.720 --> 00:06:32.400]  他們一定比眾人更加體會明白
[00:06:32.400 --> 00:06:34.800]  上主是生命的主
[00:06:34.800 --> 00:06:39.320]  是那位救贖他們和愛他們的那位
[00:06:39.320 --> 00:06:41.880]  當他們獻祭的時候
[00:06:41.880 --> 00:06:47.080]  他們是帶著那份生命首先獻上自己
[00:06:47.080 --> 00:06:51.400]  然後站在人的面前去獻祭
[00:06:51.400 --> 00:06:54.680]  整個利美記的核心就是呼喚人
[00:06:54.680 --> 00:06:56.960]  去親近那位的神
[00:06:56.960 --> 00:07:00.440]  而那位的神是聖潔的上帝
[00:07:00.440 --> 00:07:03.040]  極大的恩典
[00:07:03.040 --> 00:07:04.840]  我很喜歡這一句形容
[00:07:04.840 --> 00:07:06.760]  究竟利美記說什麼
[00:07:06.760 --> 00:07:08.280]  如果你們最近讀過《七賢》
[00:07:08.280 --> 00:07:09.920]  你也聽過
[00:07:09.920 --> 00:07:13.720]  是神主動去解決人去親近祂
[00:07:13.720 --> 00:07:15.720]  這一切的難處
[00:07:15.720 --> 00:07:19.520]  根本我們都不知道怎樣可以親近神
[00:07:19.520 --> 00:07:22.320]  怎樣可以向祂作出呈獻
[00:07:22.320 --> 00:07:25.160]  一切都是出於祂自己的恩典
[00:07:25.160 --> 00:07:29.160]  所以祂指引去建造會幕
[00:07:29.160 --> 00:07:30.960]  今天就是教會
[00:07:30.960 --> 00:07:34.040]  祂指引裡面很多器皿應該怎樣做
[00:07:34.040 --> 00:07:35.200]  是作為獻祭
[00:07:35.200 --> 00:07:37.400]  特別是祭壇
[00:07:37.400 --> 00:07:41.720]  在會幕外面外院的地方
[00:07:41.720 --> 00:07:43.560]  最主要的地方
[00:07:43.560 --> 00:07:47.680]  就是通常所有的祭身
[00:07:47.680 --> 00:07:49.320]  就在那裡獻祭
[00:07:49.320 --> 00:07:51.880]  而執行的就是利美人
[00:07:51.880 --> 00:07:53.480]  今天很值得我們思想
[00:07:53.480 --> 00:07:55.400]  我們的身份
[00:07:55.400 --> 00:07:58.520]  今天哪一個是利美人呢?
[00:07:58.520 --> 00:07:59.760]  如果我們這樣看
[00:07:59.760 --> 00:08:05.160]  其實裡面的教導是密切跟我們相關的
[00:08:05.160 --> 00:08:09.160]  利美記的主題是聖潔
[00:08:09.160 --> 00:08:11.680]  透過獻祭
[00:08:11.680 --> 00:08:14.320]  表達對神的廉潔
[00:08:14.320 --> 00:08:16.440]  裡面提到的是梵祭
[00:08:16.440 --> 00:08:19.520]  梵祭是其中一個很主要的祭
[00:08:19.520 --> 00:08:21.760]  它是稱之為和好祭
[00:08:21.760 --> 00:08:26.520]  而它很大的特點是祭身是全然獻上的
[00:08:26.520 --> 00:08:29.720]  是消盡的
[00:08:29.720 --> 00:08:31.640]  不是有所保留的
[00:08:31.640 --> 00:08:33.840]  而這一份完全的奉獻
[00:08:33.840 --> 00:08:36.840]  是出於對神那份完全的毀身
[00:08:36.840 --> 00:08:38.840]  和那份的愛
[00:08:38.840 --> 00:08:44.240]  作為一個祭司
[00:08:44.240 --> 00:08:46.520]  祂怎樣來獻上祂自己
[00:08:46.520 --> 00:08:51.200]  和祂執行這麼尊貴的任務呢?
[00:08:51.200 --> 00:08:55.320]  你會發覺經文裡面重複了幾次
[00:08:55.320 --> 00:09:00.600]  就是很重要的確保壇上的火是常常燒著
[00:09:00.600 --> 00:09:03.120]  不是有時燒有時不燒
[00:09:03.120 --> 00:09:04.520]  不是間歇的
[00:09:04.520 --> 00:09:06.360]  是不斷的
[00:09:06.360 --> 00:09:08.360]  是不可以熄滅的
[00:09:08.360 --> 00:09:12.320]  其實這個是象徵什麼呢?
[00:09:12.320 --> 00:09:15.880]  為什麼這個火要常常燒著?
[00:09:15.880 --> 00:09:20.560]  在利美記的九章裡面有很特別的記載
[00:09:20.560 --> 00:09:23.480]  可以說這是祭壇的啟動禮
[00:09:23.480 --> 00:09:25.480]  因為第一把火
[00:09:25.480 --> 00:09:27.360]  第一把火降下來
[00:09:27.360 --> 00:09:30.160]  原來是耶和華的火
[00:09:30.160 --> 00:09:32.960]  是從神而來的火
[00:09:32.960 --> 00:09:35.880]  所以這個原來是聖潔的火
[00:09:35.880 --> 00:09:38.920]  唯有從神而來的那團火
[00:09:38.920 --> 00:09:41.200]  是能夠將人的罪
[00:09:41.200 --> 00:09:44.680]  能夠將祭身去聖化
[00:09:44.680 --> 00:09:48.480]  以致象徵一個很大的潔淨
[00:09:48.480 --> 00:09:51.080]  所以當我們這樣看的時候
[00:09:51.080 --> 00:09:53.480]  我們說我們向神獻上
[00:09:53.480 --> 00:09:55.880]  並且我們能夠去毀身
[00:09:55.880 --> 00:09:58.080]  成為活祭去燒盡
[00:09:58.080 --> 00:10:00.640]  但是如果不是出於耶和華
[00:10:00.640 --> 00:10:02.880]  基本上是沒有人能夠
[00:10:02.880 --> 00:10:05.560]  也不配得上去為祂獻上
[00:10:05.560 --> 00:10:06.640]  但是相反的
[00:10:06.640 --> 00:10:09.560]  如果這一團火是從神而來
[00:10:09.560 --> 00:10:11.040]  我們不需要擔心
[00:10:11.040 --> 00:10:15.160]  原來我們最重要的是要去持守那團火
[00:10:15.160 --> 00:10:17.480]  讓祂不會止息
[00:10:17.480 --> 00:10:20.800]  無論在人生任何的境況裏面
[00:10:20.800 --> 00:10:22.600]  哪怕是大病
[00:10:22.600 --> 00:10:25.000]  哪怕是死亡的威脅
[00:10:25.000 --> 00:10:27.520]  哪怕是順境或逆境
[00:10:27.520 --> 00:10:29.960]  都不能夠去止息
[00:10:29.960 --> 00:10:35.240]  這一團可以為主獻上的火
[00:10:35.240 --> 00:10:37.600]  所以作為一個祭司
[00:10:37.600 --> 00:10:40.680]  首先是獻上自己的生命
[00:10:40.680 --> 00:10:42.320]  為主燃點
[00:10:42.320 --> 00:10:45.640]  然後去延續這個火種
[00:10:45.640 --> 00:10:47.760]  但是其實這個態度
[00:10:47.760 --> 00:10:50.120]  不是硬梆梆那些獻祭
[00:10:50.120 --> 00:10:51.240]  就好像今天
[00:10:51.240 --> 00:10:53.640]  其實崇拜就是一個敬拜的行動
[00:10:53.640 --> 00:10:57.800]  今天你沒有牽著牛羊來
[00:10:57.800 --> 00:10:59.520]  但是其實我們的詩歌
[00:10:59.520 --> 00:11:00.560]  我們的敬拜
[00:11:00.560 --> 00:11:02.560]  我們所有的一切
[00:11:02.560 --> 00:11:05.600]  都是在做同樣獻祭的態度
[00:11:05.600 --> 00:11:07.360]  去提醒著
[00:11:07.360 --> 00:11:11.200]  但是這種態度是很容易會遺忘的
[00:11:11.200 --> 00:11:13.200]  在《尼美紀》第十章
[00:11:13.200 --> 00:11:16.200]  很迅速地有一個很大的對比
[00:11:16.200 --> 00:11:18.600]  裏面說到阿倫的兒子
[00:11:18.600 --> 00:11:22.680]  拿達·阿比胡
[00:11:22.680 --> 00:11:25.480]  他們用一種很輕率的態度
[00:11:25.480 --> 00:11:26.960]  為什麼他們輕率呢?
[00:11:26.960 --> 00:11:29.840]  相信他們是不會覺得
[00:11:29.840 --> 00:11:31.760]  很輕悍的那些火
[00:11:31.760 --> 00:11:33.720]  不是和普通火一樣
[00:11:33.720 --> 00:11:35.040]  怎麼獻有什麼所謂
[00:11:35.040 --> 00:11:37.960]  燒到就可以了
[00:11:37.960 --> 00:11:39.720]  可能今天我們都會同樣的
[00:11:39.720 --> 00:11:41.200]  用很多不同的理解
[00:11:41.200 --> 00:11:43.320]  去理解信仰、敬拜
[00:11:43.320 --> 00:11:44.760]  或者侍奉
[00:11:44.760 --> 00:11:47.360]  或者生活裏面所有的一切
[00:11:47.360 --> 00:11:48.400]  在《聖經》裏面
[00:11:48.400 --> 00:11:52.040]  說到他們獻的是「煩火」
[00:11:52.040 --> 00:11:55.280]  「煩火」就好像是一些很平凡
[00:11:55.280 --> 00:11:57.320]  但是在英文裏面說得很清楚
[00:11:57.320 --> 00:11:59.240]  Strange fire
[00:11:59.240 --> 00:12:01.720]  是一些很奇怪的
[00:12:01.720 --> 00:12:04.120]  他只是用了自己的方式
[00:12:04.120 --> 00:12:07.160]  帶著那份的藐視獻上
[00:12:07.160 --> 00:12:09.160]  就竟然是一個很大的悲劇
[00:12:09.160 --> 00:12:12.160]  因為神將他們滅絕
[00:12:12.160 --> 00:12:14.800]  成為一個很大的提醒
[00:12:14.800 --> 00:12:17.160]  所有向神敬拜的態度
[00:12:17.160 --> 00:12:20.760]  一個很大的提醒
[00:12:20.760 --> 00:12:24.160]  聖潔是你未記的主題
[00:12:24.160 --> 00:12:27.920]  因為獻祭所向著是聖潔的主
[00:12:27.920 --> 00:12:32.960]  而今天我們僅稱為是神聖潔的子民
[00:12:32.960 --> 00:12:36.000]  祭司成為了聖潔子民的一個榜樣
[00:12:36.000 --> 00:12:38.840]  所以他的要求是非常高
[00:12:38.840 --> 00:12:42.160]  但同樣地,他們都是一個敬拜主
[00:12:42.160 --> 00:12:44.720]  經歷神恩典的人
[00:12:44.720 --> 00:12:46.880]  但是甚麼是聖潔呢?
[00:12:46.880 --> 00:12:49.000]  各位,甚麼是聖潔呢?
[00:12:49.000 --> 00:12:51.560]  在《聖經》裏面所教導的聖潔
[00:12:51.560 --> 00:12:54.240]  不只是限於在教會裏面
[00:12:54.240 --> 00:12:56.600]  在聚會裏面
[00:12:56.600 --> 00:12:58.360]  不是一些規條
[00:12:58.360 --> 00:13:01.560]  而是整個生命的呈現
[00:13:01.560 --> 00:13:02.760]  所以《聖經》裏面
[00:13:02.760 --> 00:13:04.120]  你未記所講的聖潔
[00:13:04.120 --> 00:13:07.200]  你會發現是在所有同日
[00:13:07.200 --> 00:13:10.040]  無論是神與人的關係
[00:13:10.040 --> 00:13:13.960]  以及在日常的衣食住宅裏面
[00:13:13.960 --> 00:13:15.360]  都有關的
[00:13:15.360 --> 00:13:17.960]  所以連環境的潔淨等等
[00:13:17.960 --> 00:13:23.840]  這個對於我們理解你未記是非常重要
[00:13:23.840 --> 00:13:26.920]  今天我們講的這個人物
[00:13:26.920 --> 00:13:29.400]  他正如昔日你未人
[00:13:29.400 --> 00:13:33.080]  經歷怎樣在生命裏面的改變和提醒
[00:13:33.080 --> 00:13:37.360]  同樣的,他自己怎樣去理解他的信仰
[00:13:37.360 --> 00:13:39.240]  獻上他自己
[00:13:39.240 --> 00:13:44.800]  我稍為簡單介紹一下蘇恩培
[00:13:44.800 --> 00:13:49.280]  他先後創辦了四份《劃時代》的雜誌
[00:13:49.280 --> 00:13:52.360]  是在台灣、新加坡和香港
[00:13:52.360 --> 00:13:55.360]  台灣就有校園,現在還有的
[00:13:55.360 --> 00:13:57.280]  新加坡有《前哨》
[00:13:57.280 --> 00:14:01.160]  而香港先後是《突破》和《突破少年》
[00:14:01.160 --> 00:14:03.920]  雖然有些雜誌未必今天已經出現
[00:14:03.920 --> 00:14:06.680]  但他曾經是非常重要
[00:14:06.680 --> 00:14:11.480]  而且繼續文字的影響是不止息的
[00:14:11.480 --> 00:14:14.400]  他就是《突破》雜誌的創辦人
[00:14:14.400 --> 00:14:17.120]  以及機構的創辦人
[00:14:17.120 --> 00:14:20.080]  但有一點可能我們很少去留意
[00:14:20.080 --> 00:14:25.600]  他是透過文字將福音御供這個概念
[00:14:25.600 --> 00:14:28.840]  帶入華人教會當中
[00:14:28.840 --> 00:14:32.120]  昔日他成長在30年代
[00:14:32.120 --> 00:14:36.840]  出生於30年代,但成長在40、50年代
[00:14:36.840 --> 00:14:40.240]  教會變得很傳統和保守
[00:14:40.240 --> 00:14:45.400]  教會只是專注於一些常規的活動或聚會
[00:14:45.400 --> 00:14:50.960]  對於時下的香港社會潮流或世界需要
[00:14:50.960 --> 00:14:54.200]  很少去論述
[00:14:54.200 --> 00:14:59.240]  但他反思其實福音是需要首先的宋土
[00:14:59.240 --> 00:15:03.480]  所以大家可能聽過80年代的宋土
[00:15:03.480 --> 00:15:07.480]  讓人在心裏有福音的種子
[00:15:07.480 --> 00:15:10.680]  然後去到一個相信
[00:15:10.680 --> 00:15:15.680]  所以他為教會修葛作準備
[00:15:15.680 --> 00:15:17.760]  但當然這是沒有挑戰的
[00:15:17.760 --> 00:15:24.160]  最初提出的課題都容易受到質疑或誤會
[00:15:24.160 --> 00:15:29.960]  他從一本雜誌慢慢變成多元媒介的青年運動
[00:15:29.960 --> 00:15:32.440]  我稱他為一個時代的領袖
[00:15:32.440 --> 00:15:35.480]  其實他好像先知和祭司一樣
[00:15:35.480 --> 00:15:39.240]  多元媒體包括慢慢突破機構
[00:15:39.240 --> 00:15:41.640]  開始有輔導的服務
[00:15:41.640 --> 00:15:43.720]  有影音的工作
[00:15:43.720 --> 00:15:47.400]  當時的多元媒體有戲劇
[00:15:47.400 --> 00:15:53.360]  有音樂,甚至裏面有門市有市場等等
[00:15:53.360 --> 00:15:55.360]  亦做了很多研究
[00:15:55.360 --> 00:15:59.520]  就是一個很闊的,如何實踐信仰
[00:15:59.520 --> 00:16:02.520]  但最令人意外的
[00:16:02.520 --> 00:16:08.280]  其實只不過他是一個出入醫院的弱質女子
[00:16:08.280 --> 00:16:10.400]  他15歲毀身信主
[00:16:10.400 --> 00:16:17.640]  深受宣教士的校長和毀身宣教的基督徒老師的影響
[00:16:17.640 --> 00:16:19.160]  15歲他缺志
[00:16:19.160 --> 00:16:22.840]  但17歲他已經一場大病
[00:16:22.840 --> 00:16:27.240]  當時他不知道,但其實已經是甲狀腺癌
[00:16:27.240 --> 00:16:30.480]  隨後的一生超過半生
[00:16:30.480 --> 00:16:32.800]  直至他的離世
[00:16:32.800 --> 00:16:38.680]  他都是與癌病共舞
[00:16:38.680 --> 00:16:40.400]  就是一個想像不到
[00:16:40.400 --> 00:16:43.520]  一個不斷受著死亡威脅的人
[00:16:43.520 --> 00:16:47.440]  但他做的竟然比平常人要多
[00:16:47.440 --> 00:16:52.360]  究竟這份力量是從哪裏來的呢?
[00:16:52.360 --> 00:16:55.800]  因為他深知他生命的源頭
[00:16:55.800 --> 00:16:58.800]  他如何理解這個信仰呢?
[00:16:58.800 --> 00:17:03.560]  他說我所認識和侍奉的基督不是一個觀念
[00:17:03.560 --> 00:17:05.560]  不是一套理論
[00:17:05.560 --> 00:17:08.800]  是有真有活的神
[00:17:08.800 --> 00:17:13.800]  就是這位生完十嫁的那位耶穌基督
[00:17:13.800 --> 00:17:17.800]  向他重新詮釋了痛苦
[00:17:17.800 --> 00:17:20.800]  在他的生命裏面當然有很多的痛苦
[00:17:20.800 --> 00:17:24.280]  大大小小的手術
[00:17:24.280 --> 00:17:27.280]  但是重新的詮釋
[00:17:27.280 --> 00:17:30.480]  哪一個的苦是大得過耶穌基督
[00:17:30.480 --> 00:17:33.480]  道成肉身比單身在十字架上
[00:17:33.480 --> 00:17:38.880]  至高的上帝竟然謙卑成為人來到這個世界
[00:17:38.880 --> 00:17:42.600]  基督讓他知道生命的意義
[00:17:42.600 --> 00:17:45.480]  他形容這一份超越的愛
[00:17:45.480 --> 00:17:47.280]  不是空洞的理論
[00:17:47.280 --> 00:17:49.880]  是愛具體的表現
[00:17:49.880 --> 00:17:54.880]  以至在他日常生活裏面每一件的小事
[00:17:54.880 --> 00:17:56.880]  他時常鼓勵自己
[00:17:56.880 --> 00:17:59.880]  亦都身邊的人仔細去咀嚼
[00:17:59.880 --> 00:18:03.880]  再三的去思想神那份的愛
[00:18:03.880 --> 00:18:06.880]  並且迫切地實踐
[00:18:06.880 --> 00:18:09.880]  這個他就是生命的信仰
[00:18:09.880 --> 00:18:16.880]  雙倍其實在他生命裏面經歷了很多的失去
[00:18:16.880 --> 00:18:19.880]  他十七歲就已經大病了就要做手術了
[00:18:19.880 --> 00:18:22.880]  其後一生裏面有很多次的手術
[00:18:22.880 --> 00:18:28.880]  我看回原來他最想的原先的夢想是什麼呢
[00:18:28.880 --> 00:18:31.880]  他是一個很喜歡唱歌
[00:18:31.880 --> 00:18:33.880]  彈琴亦都很叻的人
[00:18:33.880 --> 00:18:37.880]  所以他想著的夢想就是一生圍著歌唱
[00:18:37.880 --> 00:18:40.880]  所以首先在很多手術當中
[00:18:40.880 --> 00:18:42.880]  他沒有了一把靚聲
[00:18:42.880 --> 00:18:45.880]  認識他的人會形容
[00:18:45.880 --> 00:18:50.880]  他講的聲音是很沙和很細聲
[00:18:50.880 --> 00:18:52.880]  很輕的
[00:18:52.880 --> 00:18:56.880]  因為他其實沒有那個力氣
[00:18:56.880 --> 00:18:58.880]  所以今天我感恩我可以講到的各位
[00:18:58.880 --> 00:19:01.880]  神母奪走了我的聲音
[00:19:01.880 --> 00:19:03.880]  但他很體會
[00:19:03.880 --> 00:19:06.880]  特別有一次在病室裏面遇到孫教士
[00:19:06.880 --> 00:19:10.880]  若是上帝取回捍衛寶貴的
[00:19:10.880 --> 00:19:14.880]  是因為他另外賜給更寶貴的東西
[00:19:14.880 --> 00:19:16.880]  這個不是聖經的教導
[00:19:16.880 --> 00:19:21.880]  但是那些緊緊跟隨主的真實經驗
[00:19:21.880 --> 00:19:25.880]  而這個亦相信是深深在他的生命裏面
[00:19:25.880 --> 00:19:28.880]  成為一個提醒和實現
[00:19:28.880 --> 00:19:34.880]  孫恩配的生平真是很多
[00:19:34.880 --> 00:19:36.880]  其實我最痛苦的就是
[00:19:36.880 --> 00:19:40.880]  他很多的片段我都想和大家分享
[00:19:40.880 --> 00:19:42.880]  但實在分享不完
[00:19:42.880 --> 00:19:45.880]  我將一些很精華的已經在筆記裏面
[00:19:45.880 --> 00:19:49.880]  從而引導大家不妨看看一些著作
[00:19:49.880 --> 00:19:51.880]  以下亦是一套短片
[00:19:51.880 --> 00:19:52.880]  很寶貴
[00:19:52.880 --> 00:19:54.880]  不過經過我們少許的剪接
[00:19:54.880 --> 00:19:56.880]  因為時間沒有那麼多
[00:19:56.880 --> 00:19:59.880]  這個已經是他世世三十週年的紀念
[00:19:59.880 --> 00:20:01.880]  是十多年前的
[00:20:01.880 --> 00:20:07.880]  希望從而在當中我們可以看到他的生命
[00:20:07.880 --> 00:20:12.880]  他寫的文字是非常美麗
[00:20:12.880 --> 00:20:15.880]  所以裏面有很多是他所寫出來的
[00:20:15.880 --> 00:20:17.880]  你未必看得到
[00:20:17.880 --> 00:20:19.880]  不過如果有這兩句
[00:20:19.880 --> 00:20:22.880]  我覺得都是很值得我們去深思和體會
[00:20:22.880 --> 00:20:25.880]  他如何用他的文字去表述
[00:20:25.880 --> 00:20:29.880]  他的心智和對這個城市的那份愛
[00:20:37.880 --> 00:20:39.880]  這裏有兩句
[00:20:39.880 --> 00:20:42.880]  他寫的文字是非常之美麗
[00:20:42.880 --> 00:20:45.880]  所以我覺得很值得我們去深思和體會
[00:20:45.880 --> 00:20:47.880]  這裏有很多是他寫出來的
[00:20:47.880 --> 00:20:49.880]  不過如果有這兩句
[00:20:49.880 --> 00:20:52.880]  我覺得都是很值得我們去深思和體會
[00:20:52.880 --> 00:20:54.880]  他寫的文字是非常美麗
[00:20:54.880 --> 00:20:57.880]  所以我覺得很值得我們去深思和體會
[00:20:57.880 --> 00:20:58.880]  謝謝
[00:20:58.880 --> 00:20:59.880]  這裏有兩句
[00:20:59.880 --> 00:21:01.880]  他寫的文字是非常美麗
[00:21:01.880 --> 00:21:04.880]  所以我覺得很值得我們去深思和體會
[00:21:04.880 --> 00:21:05.880]  這裏有兩句
[00:21:05.880 --> 00:21:07.880]  他寫的文字是非常美麗
[00:21:07.880 --> 00:21:09.880]  所以我覺得很值得我們去深思和體會
[00:21:09.880 --> 00:21:10.880]  這裏有兩句
[00:21:10.880 --> 00:21:12.880]  他寫的文字是非常美麗
[00:21:12.880 --> 00:21:15.880]  所以我覺得很值得我們去深思和體會
[00:21:15.880 --> 00:21:16.880]  這裏有兩句
[00:21:16.880 --> 00:21:18.880]  他寫的文字是非常美麗
[00:21:18.880 --> 00:21:21.880]  所以我覺得很值得我們去深思和體會
[00:21:21.880 --> 00:21:22.880]  這裏有兩句
[00:21:22.880 --> 00:21:24.880]  他寫的文字是非常美麗
[00:21:24.880 --> 00:21:27.880]  所以我覺得很值得我們去深思和體會
[00:21:27.880 --> 00:21:28.880]  這裏有兩句
[00:21:28.880 --> 00:21:30.880]  他寫的文字是非常美麗
[00:21:30.880 --> 00:21:33.880]  所以我覺得很值得我們去深思和體會
[00:21:33.880 --> 00:21:34.880]  這裏有兩句
