
[00:00:00.000 --> 00:00:06.120]  現在說到深層心理學和性靈的工作
[00:06:15.000 --> 00:06:18.560]  不過subconscious當然也是一個不好的英文
[00:06:18.560 --> 00:06:19.080]  因為
[00:06:19.080 --> 00:06:20.600]  sub就好像這個意思
[00:06:20.600 --> 00:06:22.480]  英文來講好像差一點
[00:06:22.480 --> 00:06:24.840]  其實可能我們的潛意識
[00:06:24.840 --> 00:06:31.600]  它所發生的力量遠比較我們所知道所想象的為重要
[00:06:31.600 --> 00:06:33.440]  我希望我今晚所說的
[00:06:33.440 --> 00:06:35.760]  不會讓大家太過fascinated到一個地步
[00:06:35.760 --> 00:06:37.680]  以後不斷摸自己的潛意識
[00:06:37.680 --> 00:06:38.560]  搞得走火入魔
[00:06:38.560 --> 00:06:39.680]  這樣也不好
[00:06:39.680 --> 00:06:41.440]  總之我們有一個平衡的看法
[00:06:41.440 --> 00:06:43.080]  我們知道有那樣東西在
[00:06:43.080 --> 00:06:44.520]  那樣東西是很真實的
[00:06:44.520 --> 00:06:48.080]  而那樣東西與我們的屬靈生命息息相關
[00:06:48.080 --> 00:06:53.280]  不過你不要將那樣東西成為我們屬靈追求裡面的主角
[00:06:53.280 --> 00:06:54.560]  永遠你知道了
[00:06:54.560 --> 00:06:55.200]  記得了
[00:06:55.200 --> 00:06:57.080]  屬靈的追求
[00:06:57.080 --> 00:06:58.400]  最終目的是什麼?
[00:06:58.400 --> 00:06:59.800]  就是我第一堂所說的
[00:06:59.800 --> 00:07:00.920]  就是你能夠
[00:07:00.920 --> 00:07:02.520]  兩點
[00:07:02.520 --> 00:07:05.720]  敏銳神在你生命裡面的工作
[00:07:06.000 --> 00:07:09.720]  在你生命裡面每天大小事上變成神的手
[00:07:09.720 --> 00:07:10.840]  這就是屬靈
[00:07:10.840 --> 00:07:13.360]  你不斷分析自己的潛意識
[00:07:13.360 --> 00:07:15.480]  分到走火入魔
[00:07:15.480 --> 00:07:16.560]  這一定不是屬靈
[00:07:16.560 --> 00:07:19.680]  因為這讓你更加注意自己
[00:07:19.680 --> 00:07:20.960]  而不是注意神
[00:07:20.960 --> 00:07:23.480]  一個真正屬靈人永遠的重點
[00:07:23.480 --> 00:07:24.120]  是注意神
[00:07:24.120 --> 00:07:25.640]  我講下去你也會看到
[00:07:25.640 --> 00:07:27.720]  其實是一個很重要的分別
[00:07:27.720 --> 00:07:29.240]  好了
[00:07:29.240 --> 00:07:33.000]  不如我們下一個很不嚴格
[00:07:33.000 --> 00:07:35.320]  但是較為描述性的
[00:07:35.320 --> 00:07:38.040]  關於潛意識的意思是什麼?
[00:07:38.040 --> 00:07:42.640]  潛意識是在一個我們自覺有意識
[00:07:42.640 --> 00:07:45.520]  世界背後一個心靈的世界
[00:07:45.520 --> 00:07:48.000]  就好像另外一個世界
[00:07:48.000 --> 00:07:49.520]  但是在你裡面的世界
[00:07:49.520 --> 00:07:51.840]  是你不自覺的世界
[00:07:51.840 --> 00:07:54.120]  世界裡面包含了很多東西
[00:07:54.120 --> 00:07:56.520]  比如有些隱蔽的念頭
[00:07:56.520 --> 00:07:58.520]  一些印象
[00:07:58.520 --> 00:08:01.480]  一些過往經驗的痕跡
[00:08:01.480 --> 00:08:04.520]  一些你不想面對的情緒
[00:08:04.520 --> 00:08:06.360]  你就等著進去那裡
[00:08:06.360 --> 00:08:08.960]  好像一個儲藏庫
[00:08:08.960 --> 00:08:11.160]  等著進去的時候
[00:08:11.160 --> 00:08:12.800]  不是表示它不見了
[00:08:12.800 --> 00:08:15.400]  好像你看到一輛車轉了彎
[00:08:15.400 --> 00:08:16.240]  你看不到它
[00:08:16.240 --> 00:08:18.520]  但不是表示它消失在地球
[00:08:18.520 --> 00:08:19.200]  你明白嗎?
[00:08:19.200 --> 00:08:21.320]  可能你等一會的時候
[00:08:21.320 --> 00:08:22.160]  它會轉出來
[00:08:22.160 --> 00:08:22.800]  它還在
[00:08:22.800 --> 00:08:24.320]  不過你已經看不到它了
[00:08:24.320 --> 00:08:27.880]  意識裡面暫時已經不見了它的存在
[00:08:27.880 --> 00:08:30.200]  但是不等於它消失了
[00:08:30.200 --> 00:08:31.000]  這個意思
[00:08:31.000 --> 00:08:32.680]  所以它沒有消失
[00:08:32.680 --> 00:08:35.160]  其實它不斷有力量的作用
[00:08:35.160 --> 00:08:37.680]  它是有活力的
[00:08:37.680 --> 00:08:41.360]  有潛意識的學者
[00:08:41.360 --> 00:08:45.480]  甚至說這個潛意識好像是你背後的另一個你
[00:08:45.480 --> 00:08:47.760]  那個你可能是很陌生的你
[00:08:47.760 --> 00:08:49.840]  這樣說好像比較恐怖
[00:08:49.840 --> 00:08:51.560]  其實你有一個影子跟著你
[00:08:51.560 --> 00:08:52.600]  在後面
[00:08:52.600 --> 00:08:55.040]  那個是你以為認識的
[00:08:55.040 --> 00:08:56.360]  溫韋傑是這樣的
[00:08:56.360 --> 00:08:57.440]  我的興趣是這樣
[00:08:57.440 --> 00:08:58.440]  我喜歡做事是這樣
[00:08:58.440 --> 00:08:59.080]  我喜歡想事情
[00:08:59.080 --> 00:09:03.520]  但是可能在我生命裡面背後有潛意識的力量
[00:09:03.520 --> 00:09:05.840]  是很多我仍然不知道的
[00:09:05.840 --> 00:09:07.640]  不斷發現出來的
[00:09:07.640 --> 00:09:08.880]  明晚我跟大家說
[00:09:08.880 --> 00:09:11.040]  透過獨處
[00:09:11.040 --> 00:09:14.320]  可以發現很多自己不認識的自己
[00:09:14.320 --> 00:09:16.000]  透過關係
[00:09:16.000 --> 00:09:17.640]  尤其是很親密的關係
[00:09:17.640 --> 00:09:19.040]  譬如說夫妻的關係
[00:09:19.040 --> 00:09:20.600]  你會越來越發現自己
[00:09:20.600 --> 00:09:23.160]  所以一輩子人永遠都不停的
[00:09:23.160 --> 00:09:25.040]  因為你跟那個人結婚
[00:09:25.040 --> 00:09:27.160]  所以你慢慢越來越發現一些
[00:09:27.160 --> 00:09:29.080]  你從來不發現的自己
[00:09:29.080 --> 00:09:30.680]  透過一個新的關係
[00:09:30.680 --> 00:09:32.640]  一個很深切的關係
[00:09:32.640 --> 00:09:35.360]  總而言之這個世界是很有趣的一個世界
[00:09:35.360 --> 00:09:37.880]  甚至是一個活生生的世界
[00:09:37.880 --> 00:09:39.960]  它在推動著你
[00:09:39.960 --> 00:09:41.840]  究竟用什麼方法推動呢?
[00:09:41.840 --> 00:09:43.160]  一會兒我們會詳細說
[00:09:43.160 --> 00:09:45.000]  大概它在不斷
[00:09:45.000 --> 00:09:46.800]  可能其實在支配著
[00:09:46.800 --> 00:09:48.240]  起碼就算不是支配
[00:09:48.240 --> 00:09:49.440]  支配就是控制了
[00:09:49.440 --> 00:09:50.560]  就算不是控制
[00:09:50.560 --> 00:09:55.680]  也是在左右我們有意識世界的決定
[00:09:55.680 --> 00:09:57.160]  你以為你是這樣
[00:09:57.160 --> 00:10:01.040]  其實可能在潛意識裡面有一個推動
[00:10:01.040 --> 00:10:03.560]  那天跟一些弟兄聊天的時候
[00:10:03.560 --> 00:10:04.400]  我也舉了這個例子
[00:10:04.400 --> 00:10:05.320]  有一個人
[00:10:05.320 --> 00:10:06.520]  我今天所舉的例子
[00:10:06.520 --> 00:10:08.520]  有些是我親自見過的人
[00:10:08.520 --> 00:10:10.480]  有些是我自己的例子
[00:10:10.480 --> 00:10:12.960]  有些是我很親的人的例子
[00:10:12.960 --> 00:10:14.960]  有些是我在書中看的例子
[00:10:14.960 --> 00:10:20.200]  為了不讓大家有些好奇
[00:10:20.200 --> 00:10:21.360]  或者是誰是誰
[00:10:21.360 --> 00:10:22.600]  在說誰呢?
[00:10:22.600 --> 00:10:25.480]  我就不舉說我的朋友
[00:10:25.480 --> 00:10:26.880]  或者是我自己
[00:10:26.880 --> 00:10:28.880]  苟然我覺得應該說我自己
[00:10:28.880 --> 00:10:30.080]  我就說我自己
[00:10:30.080 --> 00:10:31.480]  否則說到別人的時候
[00:10:31.480 --> 00:10:32.880]  通常我說有個人就算了
[00:10:32.880 --> 00:10:34.320]  你不要管是誰
[00:10:34.320 --> 00:10:35.640]  總之這是事實
[00:10:35.640 --> 00:10:36.480]  一定是事實
[00:10:36.480 --> 00:10:39.480]  我不會隨便舉假例子
[00:10:39.480 --> 00:10:40.920]  希望你明白
[00:10:40.920 --> 00:10:42.640]  有一個人
[00:10:42.640 --> 00:10:46.080]  他發覺他靈修的時間很難坐定
[00:10:46.080 --> 00:10:48.480]  很有趣
[00:10:48.480 --> 00:10:50.680]  那個人發覺沒辦法坐定
[00:10:50.680 --> 00:10:53.200]  一坐定就很不舒服
[00:10:53.200 --> 00:10:55.040]  一坐定打開聖經
[00:10:55.040 --> 00:10:56.240]  安靜在神面前
[00:10:56.240 --> 00:10:58.040]  要安靜自己的心
[00:10:58.040 --> 00:11:00.800]  聽過我說這些靈修要安靜
[00:11:00.800 --> 00:11:01.520]  就寧靜
[00:11:01.520 --> 00:11:02.920]  但是沒辦法寧靜
[00:11:02.920 --> 00:11:04.520]  所以很辛苦
[00:11:04.520 --> 00:11:05.600]  很痛苦
[00:11:05.600 --> 00:11:06.960]  最後
[00:11:06.960 --> 00:11:08.880]  跟他討論之後
[00:11:08.880 --> 00:11:09.800]  他發覺
[00:11:09.800 --> 00:11:12.480]  他發覺一定有一個要求
[00:11:12.480 --> 00:11:13.120]  就是說
[00:11:13.120 --> 00:11:15.040]  他給自己十分鐘坐定之後
[00:11:15.040 --> 00:11:16.040]  一定可以喝杯水
[00:11:16.040 --> 00:11:17.240]  走走做一些事情
[00:11:17.240 --> 00:11:19.600]  他就可以在十分鐘之內坐定
[00:11:19.600 --> 00:11:22.280]  如果沒有這樣的要求給他
[00:11:22.280 --> 00:11:23.480]  你說坐定了
[00:11:23.480 --> 00:11:24.480]  他坐不定
[00:11:24.960 --> 00:11:27.240]  很難解釋為什麼會這樣
[00:11:27.240 --> 00:11:29.240]  原來一直聊的時候
[00:11:29.240 --> 00:11:30.840]  慢慢看回
[00:11:30.840 --> 00:11:32.840]  他很煩惱
[00:11:32.840 --> 00:11:33.480]  很慘
[00:11:33.480 --> 00:11:34.280]  覺得自己
[00:11:34.280 --> 00:11:35.680]  其實他很愛神
[00:11:35.680 --> 00:11:36.480]  他很想
[00:11:36.480 --> 00:11:37.400]  但是沒辦法坐定
[00:11:37.400 --> 00:11:38.560]  一坐定就
[00:11:38.560 --> 00:11:39.920]  悶悶不樂
[00:11:39.920 --> 00:11:41.400]  總是不想的
[00:11:41.400 --> 00:11:43.560]  後來發覺原來
[00:11:43.560 --> 00:11:46.160]  追回他過往
[00:11:46.160 --> 00:11:47.680]  跟他童年
[00:11:47.680 --> 00:11:50.080]  小哥哥的經驗很有關係
[00:11:50.080 --> 00:11:51.920]  他小哥哥那時候
[00:11:51.920 --> 00:11:53.200]  他讀的學校
[00:11:53.200 --> 00:11:54.440]  老師很兇
[00:11:54.440 --> 00:11:55.800]  罰坐
[00:11:55.800 --> 00:11:57.560]  就是說
[00:11:57.560 --> 00:12:00.280]  罰就是罰他坐
[00:12:00.280 --> 00:12:02.560]  就是說坐不定
[00:12:02.560 --> 00:12:03.880]  他不是坐不定
[00:12:03.880 --> 00:12:05.760]  但是他一坐定就要做事
[00:12:05.760 --> 00:12:06.400]  你明白嗎?
[00:12:06.400 --> 00:12:07.280]  要麼寫東西
[00:12:07.280 --> 00:12:07.920]  要麼看東西
[00:12:07.920 --> 00:12:08.840]  要麼搞事情
[00:12:08.840 --> 00:12:11.560]  但是他坐不定
[00:12:11.560 --> 00:12:12.760]  什麼都不做
[00:12:12.760 --> 00:12:14.040]  就是
[00:12:14.040 --> 00:12:17.920]  令他不自覺的
[00:12:17.920 --> 00:12:20.240]  挑起他童年的時候
[00:12:20.240 --> 00:12:22.720]  唯一機會坐不定不做事就是被罰
[00:12:22.960 --> 00:12:24.800]  所以他一坐定就不做事
[00:12:24.800 --> 00:12:25.720]  安靜
[00:12:25.720 --> 00:12:26.240]  是吧?
[00:12:26.240 --> 00:12:27.080]  不要做那麼多事情
[00:12:27.080 --> 00:12:28.120]  安靜在神面前
[00:12:28.120 --> 00:12:28.840]  坐定
[00:12:28.840 --> 00:12:32.880]  其實他立刻挑起了他童年的時候
[00:12:32.880 --> 00:12:34.120]  被罰的感覺
[00:12:34.120 --> 00:12:35.040]  所以他很不舒服
[00:12:35.040 --> 00:12:37.320]  所以最後他唯有說
[00:12:37.320 --> 00:12:39.120]  如果我一會可以做點事情
[00:12:39.120 --> 00:12:40.560]  我就可以坐定了
[00:12:40.560 --> 00:12:43.800]  給他帶開了那種經驗
[00:12:43.800 --> 00:12:44.680]  很有趣的
[00:12:44.680 --> 00:12:46.080]  如果你不知道的時候
[00:12:46.080 --> 00:12:49.040]  或者你不知道這個背景
[00:12:49.040 --> 00:12:52.400]  不知道這種經驗的痕跡
[00:12:52.400 --> 00:12:55.320]  是不斷地仍然在支配著他的時候
[00:12:55.320 --> 00:12:56.560]  他就會很慘
[00:12:56.560 --> 00:12:57.840]  覺得自己很不愛主
[00:12:57.840 --> 00:12:59.640]  覺得自己連坐定都不肯
[00:12:59.640 --> 00:13:01.800]  為主的緣故坐十分鐘都不行
[00:13:01.800 --> 00:13:03.680]  其實他不想的
[00:13:03.680 --> 00:13:06.320]  是他背後有這種情況
[00:13:06.320 --> 00:13:07.160]  所以
[00:13:07.160 --> 00:13:11.280]  這些其實是很…
[00:13:11.280 --> 00:13:13.720]  如果我們知道潛意識的世界的時候
[00:13:13.720 --> 00:13:16.400]  就會拆開一些你不必要的
[00:13:16.400 --> 00:13:19.000]  屬靈上經歷的掛慮
[00:13:19.000 --> 00:13:19.640]  好了
[00:13:19.640 --> 00:13:21.160]  有時候潛意識
[00:13:21.160 --> 00:13:25.560]  是可以透過某些特殊的情況
[00:13:25.560 --> 00:13:28.640]  在意識層中浮現出來的
[00:13:28.640 --> 00:13:31.360]  就是說潛意識不是時時潛的
[00:13:31.360 --> 00:13:32.440]  它會出來的
[00:13:32.440 --> 00:13:33.640]  有兩件事
[00:13:33.640 --> 00:13:34.600]  它潛在
[00:13:34.600 --> 00:13:38.200]  但是它不斷地推進我們的意識世界
[00:13:38.200 --> 00:13:38.800]  我剛才說
[00:13:38.800 --> 00:13:40.400]  當我們一坐下的時候
[00:13:40.400 --> 00:13:42.200]  那個人一坐下的時候
[00:13:42.200 --> 00:13:43.720]  什麼都不做的時候
[00:13:43.720 --> 00:13:45.200]  潛意識的世界就推他了
[00:13:45.200 --> 00:13:46.600]  讓他很不舒服
[00:13:46.600 --> 00:13:48.120]  一種被罰的感覺
[00:13:48.120 --> 00:13:48.680]  出來
[00:13:48.680 --> 00:13:49.560]  而我們沒有的
[00:13:49.560 --> 00:13:51.120]  因為我小時候很乖的
[00:13:51.120 --> 00:13:52.480]  我坐很久的
[00:13:52.480 --> 00:13:53.440]  所以
[00:13:53.440 --> 00:13:55.080]  我一坐下什麼都不做
[00:13:55.080 --> 00:13:56.280]  是沒有被罰的感覺
[00:13:56.280 --> 00:13:57.600]  而是我最舒服的時間
[00:13:57.600 --> 00:13:58.600]  所以我很容易坐下
[00:13:58.600 --> 00:13:59.960]  什麼都不做就安靜了
[00:13:59.960 --> 00:14:01.880]  因為我小時候是很安靜的
[00:14:01.880 --> 00:14:02.760]  安靜到一個地步
[00:14:02.760 --> 00:14:05.960]  我爸爸在沙田
[00:14:05.960 --> 00:14:07.040]  當時的大圍
[00:14:07.040 --> 00:14:10.480]  很多年前他有一個小小的農場
[00:14:10.480 --> 00:14:11.720]  養雞
[00:14:11.720 --> 00:14:14.320]  我很喜歡我自己一個人
[00:14:14.320 --> 00:14:16.720]  去農場後面的小溪
[00:14:16.720 --> 00:14:18.400]  我就坐在那裡看溪水
[00:14:18.400 --> 00:14:19.600]  可以看足一天
[00:14:19.600 --> 00:14:21.080]  看很舒服的
[00:14:21.080 --> 00:14:22.520]  看溪水噗嚨噗嚨的聲音
[00:14:22.520 --> 00:14:24.840]  所以到現在我很喜歡聽水聲
[00:14:24.840 --> 00:14:28.040]  我一聽到海邊餐廳的水潑起
[00:14:28.040 --> 00:14:29.600]  我覺得很舒服
[00:14:29.600 --> 00:14:31.680]  這些是和愛有關的
[00:14:31.680 --> 00:14:32.560]  所以和那個人
[00:14:32.560 --> 00:14:33.600]  我一開始很不明白
[00:14:33.600 --> 00:14:34.360]  我很生氣
[00:14:34.360 --> 00:14:35.600]  連坐10分鐘都不行
[00:14:35.600 --> 00:14:36.600]  還說什麼屬靈操練
[00:14:36.600 --> 00:14:37.680]  怎麼愛主呢?
[00:14:37.680 --> 00:14:40.000]  但是發覺是這麼不同的生命背景
[00:14:40.000 --> 00:14:45.400]  這些是我們潛意識的世界在支配著他
[00:14:45.400 --> 00:14:47.160]  但是有時候潛意識的世界
[00:14:47.160 --> 00:14:49.840]  不僅僅是在意識背後推動著他
[00:14:49.840 --> 00:14:50.680]  支配著他
[00:14:50.680 --> 00:14:54.120]  有時候甚至是越過意識層
[00:14:54.120 --> 00:14:56.520]  浮現出意識
[00:14:56.520 --> 00:14:58.120]  不是每一天都是
[00:14:58.120 --> 00:15:00.480]  如果每一天都是就不是潛意識了
[00:15:00.480 --> 00:15:03.320]  它是一些很特殊的情況
[00:15:03.320 --> 00:15:05.120]  有什麼特殊的情況呢?
[00:15:05.120 --> 00:15:06.760]  我稍微舉一些例子
[00:15:06.760 --> 00:15:09.280]  例如說夢
[00:15:09.280 --> 00:15:11.480]  每逢什麼時候
[00:15:11.480 --> 00:15:13.400]  每逢什麼時候你的意識
[00:15:13.400 --> 00:15:16.000]  在休息的狀態
[00:15:16.000 --> 00:15:17.440]  或者是鬆弛的狀態
[00:15:17.440 --> 00:15:20.480]  或者甚至是停頓的狀態的時候
[00:15:20.480 --> 00:15:21.640]  潛意識就出來了
[00:15:21.640 --> 00:15:25.240]  很多時候因為我們的意識層壓著它
[00:15:25.240 --> 00:15:27.320]  夢就是一個這樣的機會
[00:15:27.320 --> 00:15:28.840]  夢就是我們睡覺的時候
[00:15:28.840 --> 00:15:31.800]  我們將我們的意識活動
[00:15:31.800 --> 00:15:34.360]  開始放鬆下來
[00:15:34.360 --> 00:15:39.800]  我們不再有意識去思想一些事情的時候
[00:15:39.800 --> 00:15:40.720]  夢就出來了
