
[00:00:00.000 --> 00:00:03.000]  在信教馴服當中的特性
[00:01:55.000 --> 00:01:57.000]  但是在神的恩典當中
[00:01:57.000 --> 00:01:58.000]  去信服祂
[00:01:58.000 --> 00:02:00.000]  去信靠祂的能力
[00:02:00.000 --> 00:02:02.000]  我們要看到這些的淫慾
[00:02:02.000 --> 00:02:05.000]  一座一座倒塌下來
[00:02:05.000 --> 00:02:08.000]  而我們是完全屬於神
[00:02:08.000 --> 00:02:11.000]  不再屬於任何的罪的權勢
[00:02:11.000 --> 00:02:15.000]  這正是今天我們要思想的訊息
[00:02:15.000 --> 00:02:19.000]  我記得幾年之前有機會去一個餐會
[00:02:19.000 --> 00:02:21.000]  這個餐會有很多弟兄參加
[00:02:21.000 --> 00:02:23.000]  當時有一個弟兄在台上講見證
[00:02:23.000 --> 00:02:26.000]  這個弟兄他就在當中講到
[00:02:26.000 --> 00:02:30.000]  他說我在初初信主之前
[00:02:30.000 --> 00:02:32.000]  人家就說結婚七年
[00:02:32.000 --> 00:02:34.000]  就有七年之癢
[00:02:34.000 --> 00:02:36.000]  大家知道什麼嗎
[00:02:36.000 --> 00:02:38.000]  七年之後就好像對自己的婚姻
[00:02:38.000 --> 00:02:39.000]  很多不滿足
[00:02:39.000 --> 00:02:43.000]  開始有一些不正當的婚外的關係
[00:02:43.000 --> 00:02:45.000]  甚至搞離婚等等
[00:02:45.000 --> 00:02:48.000]  但他說我不是
[00:02:48.000 --> 00:02:52.000]  我七年就開始不癢了
[00:02:52.000 --> 00:02:54.000]  由結婚那天開始
[00:02:54.000 --> 00:02:56.000]  已經是不斷的恆癢
[00:02:56.000 --> 00:02:58.000]  而且他就說
[00:02:58.000 --> 00:03:01.000]  花天酒地很荒唐的生活
[00:03:01.000 --> 00:03:03.000]  直到七年之後我信主
[00:03:03.000 --> 00:03:06.000]  我就不癢了
[00:03:06.000 --> 00:03:07.000]  我們大家都很緊張
[00:03:07.000 --> 00:03:08.000]  不知道該怎麼說
[00:03:08.000 --> 00:03:10.000]  竟然他很大膽地
[00:03:10.000 --> 00:03:12.000]  將他過去的一些經過
[00:03:12.000 --> 00:03:14.000]  跟我們來說述出來
[00:03:14.000 --> 00:03:16.000]  他講到他自己很荒唐
[00:03:16.000 --> 00:03:19.000]  有很多男女混亂的關係
[00:03:19.000 --> 00:03:21.000]  但太太一直容忍他
[00:03:21.000 --> 00:03:24.000]  但經過差不多七年之後
[00:03:24.000 --> 00:03:26.000]  太太的確不再能夠容忍
[00:03:26.000 --> 00:03:29.000]  告訴他我要跟你離婚
[00:03:29.000 --> 00:03:31.000]  因為男士不想離婚
[00:03:31.000 --> 00:03:32.000]  有個家庭給他
[00:03:32.000 --> 00:03:33.000]  可以有些安樂的地方
[00:03:33.000 --> 00:03:35.000]  外面很熱鬧
[00:03:35.000 --> 00:03:38.000]  裡面可以有些人照顧他
[00:03:38.000 --> 00:03:39.000]  他不想離婚
[00:03:39.000 --> 00:03:41.000]  但太太堅持要離婚
[00:03:41.000 --> 00:03:43.000]  當他們快要分居之前
[00:03:43.000 --> 00:03:44.000]  有一個晚上
[00:03:44.000 --> 00:03:46.000]  太太被邀請去參加
[00:03:46.000 --> 00:03:48.000]  一個驕途的聚會
[00:03:48.000 --> 00:03:51.000]  回來之後就跟先生說
[00:03:51.000 --> 00:03:53.000]  我不跟你離婚
[00:03:53.000 --> 00:03:57.000]  我相信這位主耶穌會解決你
[00:03:57.000 --> 00:03:59.000]  這位先生想了想
[00:03:59.000 --> 00:04:01.000]  誰能夠解決我
[00:04:01.000 --> 00:04:03.000]  我都解決不了自己
[00:04:03.000 --> 00:04:05.000]  這麼多年都是這樣
[00:04:05.000 --> 00:04:06.000]  我都沒有辦法
[00:04:06.000 --> 00:04:07.000]  是這樣的
[00:04:07.000 --> 00:04:08.000]  習慣了
[00:04:08.000 --> 00:04:09.000]  是這樣的
[00:04:09.000 --> 00:04:10.000]  他說好啊
[00:04:10.000 --> 00:04:12.000]  我去看看耶穌能否解決我
[00:04:12.000 --> 00:04:13.000]  當然很開心
[00:04:13.000 --> 00:04:14.000]  太太說不離婚
[00:04:14.000 --> 00:04:17.000]  暫時保持著關係
[00:04:17.000 --> 00:04:19.000]  太太說你也跟我去吧
[00:04:19.000 --> 00:04:20.000]  好啊
[00:04:20.000 --> 00:04:21.000]  我跟著你去
[00:04:21.000 --> 00:04:23.000]  他就參加了驕途的聚會
[00:04:23.000 --> 00:04:25.000]  驕途的聚會當中有人勸他
[00:04:25.000 --> 00:04:27.000]  你要悔改信耶穌
[00:04:27.000 --> 00:04:28.000]  他說沒問題
[00:04:28.000 --> 00:04:30.000]  我悔改過很多次
[00:04:30.000 --> 00:04:31.000]  悔改完再做吧
[00:04:31.000 --> 00:04:33.000]  有什麼問題
[00:04:33.000 --> 00:04:35.000]  他就悔改信耶穌
[00:04:35.000 --> 00:04:37.000]  但當然對他來說
[00:04:37.000 --> 00:04:39.000]  不是真實生命的轉變
[00:04:39.000 --> 00:04:41.000]  他只不過敷衍了
[00:04:41.000 --> 00:04:43.000]  雖然是這樣
[00:04:43.000 --> 00:04:44.000]  過了一段時間
[00:04:44.000 --> 00:04:46.000]  他又參加了驕途的聚會
[00:04:46.000 --> 00:04:47.000]  有一個下午
[00:04:47.000 --> 00:04:48.000]  星期日的下午
[00:04:48.000 --> 00:04:50.000]  突然間沒什麼事做
[00:04:50.000 --> 00:04:53.000]  在家裡拿一本聖經
[00:04:53.000 --> 00:04:55.000]  試試看聖經就行了
[00:04:55.000 --> 00:04:57.000]  一打開就看到羅馬書
[00:04:57.000 --> 00:05:00.000]  對一個初信主或未信主的人來說
[00:05:00.000 --> 00:05:02.000]  羅馬書好像比較深一點
[00:05:02.000 --> 00:05:03.000]  但他不理會
[00:05:03.000 --> 00:05:04.000]  就看羅馬書
[00:05:04.000 --> 00:05:05.000]  一邊看一邊看
[00:05:05.000 --> 00:05:07.000]  他就說一件話
[00:05:07.000 --> 00:05:09.000]  我沒想到
[00:05:09.000 --> 00:05:11.000]  自己用了三個小時
[00:05:11.000 --> 00:05:13.000]  一邊看羅馬書
[00:05:13.000 --> 00:05:16.000]  一邊看一邊流眼淚
[00:05:16.000 --> 00:05:18.000]  他說我爸爸死的時候
[00:05:18.000 --> 00:05:19.000]  我都沒有流眼淚
[00:05:19.000 --> 00:05:22.000]  不知為何那次一邊看的時候
[00:05:22.000 --> 00:05:23.000]  心裡很感動
[00:05:23.000 --> 00:05:25.000]  覺得自己真的很差
[00:05:25.000 --> 00:05:27.000]  為什麼我會這樣
[00:05:27.000 --> 00:05:29.000]  然後內心真誠認罪
[00:05:29.000 --> 00:05:32.000]  悔改歸向神
[00:05:32.000 --> 00:05:34.000]  當他悔改了之後
[00:05:34.000 --> 00:05:36.000]  他整個生命有很大的改變
[00:05:36.000 --> 00:05:38.000]  他開始照顧家庭
[00:05:38.000 --> 00:05:39.000]  開始回來幫自己的兒子
[00:05:39.000 --> 00:05:40.000]  溫習功課
[00:05:40.000 --> 00:05:42.000]  開始愛護自己的太太
[00:05:42.000 --> 00:05:43.000]  後來才發現
[00:05:43.000 --> 00:05:45.000]  原來太太曾經自殺多次
[00:05:45.000 --> 00:05:47.000]  見到一個顧問
[00:05:47.000 --> 00:05:48.000]  見到一個輔導員的時候
[00:05:48.000 --> 00:05:49.000]  輔導員就說
[00:05:49.000 --> 00:05:50.000]  原來是你啊
[00:05:50.000 --> 00:05:52.000]  你的檔案很黑
[00:05:52.000 --> 00:05:54.000]  你太太死過多次
[00:05:54.000 --> 00:05:56.000]  你知不知道
[00:05:56.000 --> 00:05:58.000]  這位丈夫歸向神
[00:05:58.000 --> 00:06:00.000]  後來他就叫太太起身
[00:06:00.000 --> 00:06:02.000]  太太當時在場
[00:06:02.000 --> 00:06:04.000]  見證他們生命的改變
[00:06:04.000 --> 00:06:05.000]  當我聽的時候
[00:06:05.000 --> 00:06:06.000]  我只能夠解釋
[00:06:06.000 --> 00:06:09.000]  不是人能夠改變自己
[00:06:09.000 --> 00:06:12.000]  絕對是神自己的工作
[00:06:12.000 --> 00:06:15.000]  是聖靈的能力將生命改變過來
[00:06:15.000 --> 00:06:16.000]  聖經強調
[00:06:16.000 --> 00:06:19.000]  有聖命和聖賢
[00:06:19.000 --> 00:06:22.000]  人按照神的道
[00:06:22.000 --> 00:06:24.000]  來進行的時候
[00:06:24.000 --> 00:06:26.000]  帶著能力勝過罪
[00:06:26.000 --> 00:06:27.000]  人靠著聖靈的能力
[00:06:27.000 --> 00:06:29.000]  可以超越自己的限制
[00:06:29.000 --> 00:06:32.000]  來得勝一切的邪惡
[00:06:32.000 --> 00:06:33.000]  各位靈姐妹
[00:06:33.000 --> 00:06:37.000]  聖靈、聖賢永遠是我們的倚靠
[00:06:37.000 --> 00:06:38.000]  而今天
[00:06:38.000 --> 00:06:41.000]  在我們面對著很多不同的罪的權勢
[00:06:41.000 --> 00:06:42.000]  無論在外在的
[00:06:42.000 --> 00:06:43.000]  或者在裡面的
[00:06:43.000 --> 00:06:45.000]  我們都要記得
[00:06:45.000 --> 00:06:46.000]  是憑著神的說話
[00:06:46.000 --> 00:06:47.000]  神的靈
[00:06:47.000 --> 00:06:50.000]  我們可以得勝
[00:06:50.000 --> 00:06:51.000]  因此我們今天思想到的
[00:06:51.000 --> 00:06:53.000]  就是在這些權勢當中
[00:06:53.000 --> 00:06:55.000]  怎樣能夠領受得勝
[00:06:55.000 --> 00:06:57.000]  我首先說的就是
[00:06:57.000 --> 00:06:58.000]  我們的上帝
[00:06:58.000 --> 00:07:01.000]  是要審判罪惡的權勢
[00:07:01.000 --> 00:07:03.000]  你看到很多罪惡的權勢
[00:07:03.000 --> 00:07:04.000]  在你身邊
[00:07:04.000 --> 00:07:06.000]  很囂張
[00:07:06.000 --> 00:07:09.000]  但是神一定要審判
[00:07:09.000 --> 00:07:11.000]  那些罪惡的勢力
[00:07:11.000 --> 00:07:12.000]  雖然聖經說
[00:07:12.000 --> 00:07:15.000]  全世界臥在那個惡者的手下
[00:07:15.000 --> 00:07:16.000]  雖然我們知道
[00:07:16.000 --> 00:07:18.000]  罪惡的權勢很猖獗
[00:07:18.000 --> 00:07:21.000]  但是神一定要得勝
[00:07:21.000 --> 00:07:23.000]  我記得我有一次去到印度
[00:07:23.000 --> 00:07:25.000]  去到印度的時候
[00:07:25.000 --> 00:07:27.000]  我不熟悉這個地方
[00:07:27.000 --> 00:07:30.000]  有位朋友帶著車載著我到處去看
[00:07:30.000 --> 00:07:32.000]  去了解當地的情況
[00:07:32.000 --> 00:07:34.000]  一些宣教的工作等等
[00:07:34.000 --> 00:07:35.000]  經過一間醫院
[00:07:35.000 --> 00:07:37.000]  這位弟兄就告訴我
[00:07:37.000 --> 00:07:38.000]  他說這間醫院
[00:07:38.000 --> 00:07:40.000]  住了很多的媳婦
[00:07:40.000 --> 00:07:42.000]  我問他
[00:07:42.000 --> 00:07:45.000]  這間醫院是專門給媳婦住的嗎?
[00:07:45.000 --> 00:07:47.000]  有這樣的特別安排嗎?
[00:07:47.000 --> 00:07:48.000]  他說不是
[00:07:48.000 --> 00:07:49.000]  因為很多媳婦被人毒打
[00:07:49.000 --> 00:07:51.000]  被人燒傷
[00:07:51.000 --> 00:07:53.000]  所以全部都進了這間醫院
[00:07:53.000 --> 00:07:55.000]  我說為何會這樣?
[00:07:55.000 --> 00:07:58.000]  他說因為這裡有一個嫁妝的制度
[00:07:58.000 --> 00:07:59.000]  凡是女子結婚
[00:07:59.000 --> 00:08:04.000]  一定要將一大筆嫁妝給男家
[00:08:04.000 --> 00:08:06.000]  如果女家沒有錢給嫁妝
[00:08:06.000 --> 00:08:08.000]  就要事先簽訂契約
[00:08:08.000 --> 00:08:12.000]  分期交這些嫁妝
[00:08:12.000 --> 00:08:14.000]  在過程中如果交不起
[00:08:14.000 --> 00:08:15.000]  那個婆婆
[00:08:15.000 --> 00:08:16.000]  那個公公
[00:08:16.000 --> 00:08:18.000]  就有權毒打她
[00:08:18.000 --> 00:08:20.000]  甚至用火燒她
[00:08:20.000 --> 00:08:22.000]  用油倒在她身上
[00:08:22.000 --> 00:08:24.000]  一支無數的媳婦
[00:08:24.000 --> 00:08:25.000]  在這樣的情況下
[00:08:25.000 --> 00:08:28.000]  被送到醫院裡治療
[00:08:28.000 --> 00:08:29.000]  我一聽到就覺得
[00:08:29.000 --> 00:08:30.000]  怎麼會這樣?
[00:08:30.000 --> 00:08:31.000]  還有這樣的事情?
[00:08:31.000 --> 00:08:33.000]  當然有
[00:08:33.000 --> 00:08:35.000]  那些女孩子還肯結婚?
[00:08:35.000 --> 00:08:36.000]  他說沒辦法
[00:08:36.000 --> 00:08:37.000]  英國社會
[00:08:37.000 --> 00:08:38.000]  如果女孩子不結婚
[00:08:38.000 --> 00:08:39.000]  有兩個可能性
[00:08:39.000 --> 00:08:41.000]  一個是她是娼妓
[00:08:41.000 --> 00:08:42.000]  第二
[00:08:42.000 --> 00:08:43.000]  她是孤兒
[00:08:43.000 --> 00:08:46.000]  沒有父母幫她安排婚姻
[00:08:46.000 --> 00:08:50.000]  兩個都是被社會所唾棄的身份
[00:08:50.000 --> 00:08:53.000]  所以無論多辛苦都要結婚
[00:08:53.000 --> 00:08:54.000]  一大筆錢
[00:08:54.000 --> 00:08:57.000]  一生付出的債項
[00:08:57.000 --> 00:08:59.000]  當你聽到這些事情的時候
[00:08:59.000 --> 00:09:01.000]  你的感受是怎樣?
[00:09:01.000 --> 00:09:03.000]  這個世界有太多的權勢
[00:09:03.000 --> 00:09:07.000]  將人壓在一個巨大的齒輪之下
[00:09:07.000 --> 00:09:09.000]  不能翻身
[00:09:09.000 --> 00:09:10.000]  但我感激神
[00:09:10.000 --> 00:09:12.000]  去到參加印度的教會的時候
[00:09:12.000 --> 00:09:14.000]  我就見到很多很多
[00:09:14.000 --> 00:09:17.000]  蒙恩德請求的基督徒
[00:09:17.000 --> 00:09:18.000]  一位的姊妹
[00:09:18.000 --> 00:09:20.000]  她雖然是回教徒的家庭背景
[00:09:20.000 --> 00:09:22.000]  印度教徒的家庭背景
[00:09:22.000 --> 00:09:25.000]  家裡逼她要跟一個男性結婚
[00:09:25.000 --> 00:09:27.000]  但她寧願自己搬出來住
[00:09:27.000 --> 00:09:29.000]  被人取笑
[00:09:29.000 --> 00:09:33.000]  她不願意去有一些不合神心意的結婚
[00:09:33.000 --> 00:09:36.000]  在神恩殿當中要勝過那些權勢
[00:09:36.000 --> 00:09:37.000]  回到香港
[00:09:37.000 --> 00:09:39.000]  大家知道在香港這個城市
[00:09:39.000 --> 00:09:40.000]  有很多罪惡的權勢
[00:09:40.000 --> 00:09:42.000]  我不需要多說
[00:09:42.000 --> 00:09:44.000]  很多時候我心裡面看到報紙的時候
[00:09:44.000 --> 00:09:45.000]  心裡面就很難受
[00:09:45.000 --> 00:09:46.000]  很多邪淫的事情
[00:09:46.000 --> 00:09:48.000]  在我們中間不斷出現
[00:09:48.000 --> 00:09:52.000]  香港幾份暢銷的報紙
[00:09:52.000 --> 00:09:53.000]  你很難想像
[00:09:53.000 --> 00:09:55.000]  竟然有很多很多邪淫的事情
[00:09:55.000 --> 00:09:56.000]  不斷地來報道
[00:09:56.000 --> 00:09:58.000]  是推波助瀾
[00:09:58.000 --> 00:10:00.000]  我們見到這些報紙
[00:10:00.000 --> 00:10:02.000]  當他們被政府檢控的時候
[00:10:02.000 --> 00:10:04.000]  檢控之後交了罰款
[00:10:04.000 --> 00:10:07.000]  下次再做
[00:10:07.000 --> 00:10:10.000]  這些是很難相信的
[00:10:10.000 --> 00:10:13.000]  這些財雄勢大的財團在背後
[00:10:13.000 --> 00:10:17.000]  他們以為他們不能夠被騷擾
[00:10:17.000 --> 00:10:19.000]  不能夠被搖動
[00:10:19.000 --> 00:10:21.000]  但一切的權勢在神面前
[00:10:21.000 --> 00:10:25.000]  都不能夠得勝
[00:10:25.000 --> 00:10:26.000]  聖經裡面說到耶利哥城
[00:10:26.000 --> 00:10:28.000]  是一個很大的大城
[00:10:28.000 --> 00:10:30.000]  很堅固的大城
[00:10:30.000 --> 00:10:31.000]  聖經就提及
[00:10:31.000 --> 00:10:34.000]  當以色列人預備攻打城的時候
[00:10:34.000 --> 00:10:37.000]  城的門關得緊緊
[00:10:37.000 --> 00:10:42.000]  我們揭開聖經約書亞記
[00:10:42.000 --> 00:10:46.000]  聖經約書亞記的第六章
[00:10:46.000 --> 00:10:49.000]  在第六章一開始的時候
[00:10:49.000 --> 00:10:51.000]  聖經就說耶利哥的城門
[00:10:51.000 --> 00:10:54.000]  因以色列人關得嚴緊
[00:10:54.000 --> 00:10:56.000]  無人出入
[00:10:56.000 --> 00:10:58.000]  這扇門關得很緊
[00:10:58.000 --> 00:10:59.000]  一方面是他們懼怕
[00:10:59.000 --> 00:11:01.000]  以色列人也好像在象徵
[00:11:01.000 --> 00:11:04.000]  很多人的內心
[00:11:04.000 --> 00:11:06.000]  是關閉著
[00:11:06.000 --> 00:11:07.000]  雖然他們見到神
[00:11:07.000 --> 00:11:10.000]  曾經所行的神蹟騎士
[00:11:10.000 --> 00:11:11.000]  迦南人
[00:11:11.000 --> 00:11:12.000]  他們曾經聽到
[00:11:12.000 --> 00:11:13.000]  見到以色列人
[00:11:13.000 --> 00:11:15.000]  怎樣經過紅海
[00:11:15.000 --> 00:11:17.000]  經過約旦河等等
[00:11:17.000 --> 00:11:18.000]  見到神的作為
[00:11:18.000 --> 00:11:19.000]  但他們的心念念
[00:11:19.000 --> 00:11:20.000]  關得很緊很緊
[00:11:20.000 --> 00:11:22.000]  不肯順從神
[00:11:22.000 --> 00:11:24.000]  不肯轉向神
[00:11:24.000 --> 00:11:25.000]  這好像是一個象徵
[00:11:25.000 --> 00:11:26.000]  讓我們見到
[00:11:26.000 --> 00:11:27.000]  這段時間
[00:11:27.000 --> 00:11:28.000]  大家在晚上
[00:11:28.000 --> 00:11:31.000]  有看到詩篇的經文
[00:11:31.000 --> 00:11:32.000]  詩篇第一篇
[00:11:32.000 --> 00:11:34.000]  第23篇的經文
[00:11:34.000 --> 00:11:35.000]  詩篇第一篇
[00:11:35.000 --> 00:11:36.000]  很清楚說一件事情
[00:11:36.000 --> 00:11:37.000]  沒有惡人
[00:11:37.000 --> 00:11:40.000]  能夠在神的面前站立得住
[00:11:40.000 --> 00:11:41.000]  我讀給大家聽
[00:11:41.000 --> 00:11:43.000]  再讀讀第一篇的
[00:11:43.000 --> 00:11:45.000]  其中幾節給大家聽
[00:11:45.000 --> 00:11:47.000]  在詩篇第一篇裡面的
[00:11:47.000 --> 00:11:50.000]  第四節就提到
[00:11:50.000 --> 00:11:53.000]  惡人不會是順利的
[00:11:53.000 --> 00:11:54.000]  惡人並不是這樣
[00:11:54.000 --> 00:11:57.000]  乃像康丕被風吹散
[00:11:57.000 --> 00:11:59.000]  因此當審判的時候
[00:11:59.000 --> 00:12:00.000]  怎樣呢
[00:12:00.000 --> 00:12:02.000]  惡人必站立不住
[00:12:02.000 --> 00:12:05.000]  罪人在義人的會中也是如此
[00:12:05.000 --> 00:12:07.000]  因為耶和華知道義人的道路
[00:12:07.000 --> 00:12:09.000]  惡人的道路
[00:12:09.000 --> 00:12:12.000]  卻必滅亡
[00:12:12.000 --> 00:12:15.000]  聖經多處清楚講述
[00:12:15.000 --> 00:12:18.000]  沒有惡人能夠在神的面前站立得住
[00:12:18.000 --> 00:12:21.000]  耶利哥城也代表著一個罪惡之城
[00:12:21.000 --> 00:12:24.000]  這個城裡面有很多很多邪淫的事情
[00:12:24.000 --> 00:12:28.000]  他們拜祭不同的男女神
[00:12:28.000 --> 00:12:31.000]  在廟中有男妓女妓
[00:12:31.000 --> 00:12:33.000]  是一些廟祭
[00:12:33.000 --> 00:12:34.000]  用很多邪惡的方式
[00:12:34.000 --> 00:12:35.000]  拜祭他們的神靈
[00:12:35.000 --> 00:12:36.000]  他們將他們的英孩
[00:12:36.000 --> 00:12:38.000]  獻祭給他們的神靈
[00:12:38.000 --> 00:12:41.000]  他們當中有很多奸惡的事情
[00:12:41.000 --> 00:12:44.000]  這些神定義要審判
[00:12:44.000 --> 00:12:45.000]  這個審判也象徵著
[00:12:45.000 --> 00:12:46.000]  當主耶穌再來的時候
[00:12:46.000 --> 00:12:51.000]  一切的邪惡不能夠再站立在他們面前
[00:12:51.000 --> 00:12:52.000]  各位弟兄姊妹
[00:12:52.000 --> 00:12:55.000]  有時候見到一些惡人得勢
[00:12:55.000 --> 00:12:58.000]  你的心有一點酸溜溜
[00:12:58.000 --> 00:13:00.000]  為什麼他可以
[00:13:00.000 --> 00:13:02.000]  他做得初一
[00:13:02.000 --> 00:13:05.000]  為什麼我
[00:13:05.000 --> 00:13:09.000]  不可以做十五
[00:13:09.000 --> 00:13:11.000]  很多時候我們都會被引誘
[00:13:11.000 --> 00:13:13.000]  去做他們所做的事情
[00:13:13.000 --> 00:13:16.000]  這些真言第三章第31節
[00:13:16.000 --> 00:13:18.000]  就告訴我們知道
[00:13:18.000 --> 00:13:21.000]  各位弟兄姊妹
[00:13:21.000 --> 00:13:24.000]  不可嫉妒強暴的人
[00:13:24.000 --> 00:13:29.000]  也不可選擇他們的道路
[00:13:29.000 --> 00:13:30.000]  不要妒忌他們
[00:13:30.000 --> 00:13:32.000]  不要羨慕他們
[00:13:32.000 --> 00:13:35.000]  就算他們有眼前一些很風光的事情
[00:13:35.000 --> 00:13:36.000]  但是你記得
[00:13:36.000 --> 00:13:40.000]  神一定要去審判罪惡
[00:13:40.000 --> 00:13:42.000]  不要不知不當中羨慕羨慕
[00:13:42.000 --> 00:13:45.000]  自己就參與了他們所做的事情
[00:13:45.000 --> 00:13:47.000]  聖經提到摩西
[00:13:47.000 --> 00:13:49.000]  希伯來書第十一章就說
[00:13:49.000 --> 00:13:52.000]  摩西一個很寶貴的見證
[00:13:52.000 --> 00:13:53.000]  聖經就說
[00:13:53.000 --> 00:14:01.000]  他寧可與神的百姓同受苦害
[00:14:01.000 --> 00:14:05.000]  也都不願意享受最終之樂
[00:14:05.000 --> 00:14:07.000]  一個很大的對比
[00:14:07.000 --> 00:14:08.000]  在神的心意當中
[00:14:08.000 --> 00:14:11.000]  寧願受苦
[00:14:11.000 --> 00:14:15.000]  但不願有最終之樂
[00:14:15.000 --> 00:14:16.000]  有些時候在罪惡當中
[00:14:16.000 --> 00:14:17.000]  有些快樂
[00:14:17.000 --> 00:14:19.000]  短暫的表面快樂
[00:14:19.000 --> 00:14:21.000]  有時會出現
[00:14:21.000 --> 00:14:24.000]  但相對於在永恆當中
[00:14:24.000 --> 00:14:27.000]  那種快樂是完全無法比較
[00:14:27.000 --> 00:14:30.000]  因此不要羨慕
[00:14:30.000 --> 00:14:31.000]  在教會歷史當中
[00:14:31.000 --> 00:14:33.000]  曾經傳頌一個故事
[00:14:33.000 --> 00:14:34.000]  這個故事說到
[00:14:34.000 --> 00:14:35.000]  在一個地方
[00:14:35.000 --> 00:14:36.000]  很多年之前
[00:14:36.000 --> 00:14:38.000]  有一大群的教徒被捉拿
[00:14:38.000 --> 00:14:41.000]  因此他們要蒙受信仰
[00:14:41.000 --> 00:14:43.000]  帶給他們的壓力
[00:14:43.000 --> 00:14:45.000]  後來當地的政府
[00:14:45.000 --> 00:14:48.000]  就將他們槍殺
[00:14:48.000 --> 00:14:52.000]  十個教徒一排在那裡
[00:14:52.000 --> 00:14:53.000]  蒙著眼
[00:14:53.000 --> 00:14:57.000]  預備給一些槍手來殺他們
[00:14:57.000 --> 00:15:02.000]  這班教徒要面對著殉道的見證
[00:15:02.000 --> 00:15:04.000]  這十個的槍手
[00:15:04.000 --> 00:15:07.000]  一個一個一個
[00:15:07.000 --> 00:15:10.000]  將這些教徒打倒
[00:15:10.000 --> 00:15:13.000]  當時的審判官大聲宣告
[00:15:13.000 --> 00:15:15.000]  你們哪一個剩下的
[00:15:15.000 --> 00:15:20.000]  如果還敢面對死亡
[00:15:20.000 --> 00:15:22.000]  我們就繼續下去
[00:15:22.000 --> 00:15:24.000]  如果哪些想回頭
[00:15:24.000 --> 00:15:25.000]  放棄你的信仰
[00:15:25.000 --> 00:15:27.000]  跟隨我們的君主
[00:15:27.000 --> 00:15:30.000]  你們可以出來
[00:15:30.000 --> 00:15:31.000]  同一個的呼籲
[00:15:31.000 --> 00:15:32.000]  一直發出
[00:15:32.000 --> 00:15:33.000]  沒有人回應的時候
[00:15:33.000 --> 00:15:35.000]  再打再打
[00:15:35.000 --> 00:15:37.000]  但在過程當中
[00:15:37.000 --> 00:15:39.000]  其中有一些的槍手
[00:15:39.000 --> 00:15:40.000]  突然間發現
